Orthogroup	Prab	Syao
OG0000601	Prab.g_00651	Syao.g_00910
OG0000602	Prab.g_00653	Syao.g_00914
OG0000603	Prab.g_00654	Syao.g_00915
OG0000604	Prab.g_00655	Syao.g_00918
OG0000606	Prab.g_00659	Syao.g_00924
OG0000607	Prab.g_00662	Syao.g_00927
OG0000608	Prab.g_00663	Syao.g_00928
OG0000609	Prab.g_00664	Syao.g_00930
OG0000610	Prab.g_00669	Syao.g_00940
OG0000611	Prab.g_00672	Syao.g_00943
OG0000612	Prab.g_00673	Syao.g_00944
OG0000613	Prab.g_00678	Syao.g_01979
OG0000614	Prab.g_00697	Syao.g_00375
OG0000615	Prab.g_00705	Syao.g_00978
OG0000616	Prab.g_00711	Syao.g_02342
OG0000617	Prab.g_00729	Syao.g_00486
OG0000618	Prab.g_00730	Syao.g_00485
OG0000619	Prab.g_00731	Syao.g_00484
OG0000620	Prab.g_00734	Syao.g_00479
OG0000621	Prab.g_00735	Syao.g_00478
OG0000622	Prab.g_00736	Syao.g_00476
OG0000623	Prab.g_00737	Syao.g_00475
OG0000624	Prab.g_00738	Syao.g_00473
OG0000625	Prab.g_00739	Syao.g_00472
OG0000626	Prab.g_00740	Syao.g_00471
OG0000627	Prab.g_00741	Syao.g_00567
OG0000628	Prab.g_00742	Syao.g_00566
OG0000629	Prab.g_00743	Syao.g_00590
OG0000630	Prab.g_00746	Syao.g_00585
OG0000631	Prab.g_00831	Syao.g_00644
OG0000632	Prab.g_00832	Syao.g_00643
OG0000633	Prab.g_00833	Syao.g_00642
OG0000634	Prab.g_00836	Syao.g_00752
OG0000635	Prab.g_00837	Syao.g_00753
OG0000636	Prab.g_00839	Syao.g_00755
OG0000637	Prab.g_00841	Syao.g_00757
OG0000638	Prab.g_00842	Syao.g_00758
OG0000639	Prab.g_00843	Syao.g_00759
OG0000640	Prab.g_00844	Syao.g_00760
OG0000641	Prab.g_00848	Syao.g_00764
OG0000642	Prab.g_00849	Syao.g_00765
OG0000643	Prab.g_00850	Syao.g_00767
OG0000644	Prab.g_00851	Syao.g_00768
OG0000645	Prab.g_00852	Syao.g_00770
OG0000646	Prab.g_00854	Syao.g_00773
OG0000647	Prab.g_00855	Syao.g_00775
OG0000648	Prab.g_00857	Syao.g_00777
OG0000649	Prab.g_00858	Syao.g_00778
OG0000650	Prab.g_00859	Syao.g_00779
OG0000651	Prab.g_00860	Syao.g_00780
OG0000652	Prab.g_00861	Syao.g_00781
OG0000653	Prab.g_00863	Syao.g_00783
OG0000654	Prab.g_00864	Syao.g_00784
OG0000655	Prab.g_00865	Syao.g_00785
OG0000656	Prab.g_00868	Syao.g_00789
OG0000657	Prab.g_00875	Syao.g_00435
OG0000658	Prab.g_00876	Syao.g_00560
OG0000659	Prab.g_00877	Syao.g_00559
OG0000660	Prab.g_00881	Syao.g_00555
OG0000661	Prab.g_00883	Syao.g_00553
OG0000662	Prab.g_00885	Syao.g_00535
OG0000663	Prab.g_00887	Syao.g_00532
OG0000664	Prab.g_00888	Syao.g_00530
OG0000665	Prab.g_00892	Syao.g_01436
OG0000666	Prab.g_00893	Syao.g_02120
OG0000667	Prab.g_00898	Syao.g_01375
OG0000668	Prab.g_01084	Syao.g_02678
OG0000669	Prab.g_01076	Syao.g_00955
OG0000670	Prab.g_01074	Syao.g_00958
OG0000671	Prab.g_01072	Syao.g_00960
OG0000672	Prab.g_01070	Syao.g_00963
OG0000673	Prab.g_01067	Syao.g_00966
OG0000674	Prab.g_01065	Syao.g_00968
OG0000675	Prab.g_01064	Syao.g_00969
OG0000676	Prab.g_01062	Syao.g_00971
OG0000677	Prab.g_01061	Syao.g_00972
OG0000678	Prab.g_01059	Syao.g_00974
OG0000679	Prab.g_01055	Syao.g_00981
OG0000680	Prab.g_01054	Syao.g_00982
OG0000681	Prab.g_01052	Syao.g_00985
OG0000682	Prab.g_01051	Syao.g_00986
OG0000683	Prab.g_01050	Syao.g_00987
OG0000684	Prab.g_01048	Syao.g_00990
OG0000685	Prab.g_01046	Syao.g_00733
OG0000686	Prab.g_01045	Syao.g_00734
OG0000687	Prab.g_01044	Syao.g_00735
OG0000688	Prab.g_01041	Syao.g_00741
OG0000689	Prab.g_01040	Syao.g_00743
OG0000690	Prab.g_01039	Syao.g_00744
OG0000691	Prab.g_01038	Syao.g_00745
OG0000692	Prab.g_01036	Syao.g_00747
OG0000693	Prab.g_01035	Syao.g_00748
OG0000694	Prab.g_01034	Syao.g_00749
OG0000695	Prab.g_01032	Syao.g_00639
OG0000696	Prab.g_01031	Syao.g_00638
OG0000697	Prab.g_01030	Syao.g_00636
OG0000698	Prab.g_01027	Syao.g_00633
OG0000699	Prab.g_01026	Syao.g_00631
OG0000700	Prab.g_01025	Syao.g_00630
OG0000701	Prab.g_01024	Syao.g_00629
OG0000702	Prab.g_01022	Syao.g_00705
OG0000703	Prab.g_01021	Syao.g_00693
OG0000704	Prab.g_01020	Syao.g_00689
OG0000705	Prab.g_01016	Syao.g_00682
OG0000706	Prab.g_01015	Syao.g_00681
OG0000707	Prab.g_01014	Syao.g_00680
OG0000708	Prab.g_01013	Syao.g_00677
OG0000709	Prab.g_01009	Syao.g_00670
OG0000710	Prab.g_01006	Syao.g_00666
OG0000711	Prab.g_00989	Syao.g_00815
OG0000712	Prab.g_00987	Syao.g_00813
OG0000713	Prab.g_00986	Syao.g_00812
OG0000714	Prab.g_00985	Syao.g_00810
OG0000715	Prab.g_00983	Syao.g_00808
OG0000716	Prab.g_00981	Syao.g_00804
OG0000717	Prab.g_00980	Syao.g_00803
OG0000718	Prab.g_00960	Syao.g_00794
OG0000719	Prab.g_00958	Syao.g_00444
OG0000720	Prab.g_00949	Syao.g_00457
OG0000721	Prab.g_00947	Syao.g_00459
OG0000722	Prab.g_00946	Syao.g_00460
OG0000723	Prab.g_00943	Syao.g_00469
OG0000724	Prab.g_00934	Syao.g_00513
OG0000725	Prab.g_00928	Syao.g_00385
OG0000726	Prab.g_00927	Syao.g_00384
OG0000727	Prab.g_00926	Syao.g_00383
OG0000728	Prab.g_00924	Syao.g_00381
OG0000729	Prab.g_01146	Syao.g_02190
OG0000730	Prab.g_01150	Syao.g_01880
OG0000731	Prab.g_01154	Syao.g_01868
OG0000732	Prab.g_01164	Syao.g_02218
OG0000733	Prab.g_01187	Syao.g_01427
OG0000734	Prab.g_01204	Syao.g_02592
OG0000735	Prab.g_01206	Syao.g_00140
OG0000736	Prab.g_01207	Syao.g_00139
OG0000737	Prab.g_01208	Syao.g_00138
OG0000738	Prab.g_01212	Syao.g_00132
OG0000739	Prab.g_01213	Syao.g_00131
OG0000740	Prab.g_01214	Syao.g_00130
OG0000741	Prab.g_01215	Syao.g_00127
OG0000742	Prab.g_01218	Syao.g_00124
OG0000743	Prab.g_01220	Syao.g_00217
OG0000744	Prab.g_01221	Syao.g_00216
OG0000745	Prab.g_01222	Syao.g_00213
OG0000746	Prab.g_01224	Syao.g_00210
OG0000747	Prab.g_01225	Syao.g_00208
OG0000748	Prab.g_01228	Syao.g_00193
OG0000749	Prab.g_01229	Syao.g_00192
OG0000750	Prab.g_01230	Syao.g_00191
OG0000751	Prab.g_01232	Syao.g_00185
OG0000752	Prab.g_01234	Syao.g_00183
OG0000753	Prab.g_01237	Syao.g_00180
OG0000754	Prab.g_01240	Syao.g_00175
OG0000755	Prab.g_01243	Syao.g_00021
OG0000756	Prab.g_01244	Syao.g_00229
OG0000757	Prab.g_01250	Syao.g_00252
OG0000758	Prab.g_01251	Syao.g_00251
OG0000759	Prab.g_01252	Syao.g_00250
OG0000760	Prab.g_01253	Syao.g_00249
OG0000761	Prab.g_01254	Syao.g_00248
OG0000762	Prab.g_01255	Syao.g_00246
OG0000763	Prab.g_01257	Syao.g_00242
OG0000764	Prab.g_01258	Syao.g_00241
OG0000765	Prab.g_01267	Syao.g_00267
OG0000766	Prab.g_01268	Syao.g_00266
OG0000767	Prab.g_01270	Syao.g_00264
OG0000768	Prab.g_01271	Syao.g_00263
OG0000769	Prab.g_01273	Syao.g_00261
OG0000770	Prab.g_01275	Syao.g_00257
OG0000771	Prab.g_01284	Syao.g_00506
OG0000772	Prab.g_01303	Syao.g_01523
OG0000773	Prab.g_01317	Syao.g_01447
OG0000774	Prab.g_01319	Syao.g_01442
OG0000775	Prab.g_01321	Syao.g_01440
OG0000776	Prab.g_01322	Syao.g_01439
OG0000777	Prab.g_01323	Syao.g_01438
OG0000778	Prab.g_01324	Syao.g_01437
OG0000779	Prab.g_01328	Syao.g_01469
OG0000780	Prab.g_01329	Syao.g_01456
OG0000781	Prab.g_01332	Syao.g_01452
OG0000782	Prab.g_01333	Syao.g_01451
OG0000783	Prab.g_01334	Syao.g_01450
OG0000784	Prab.g_01335	Syao.g_01449
OG0000785	Prab.g_01337	Syao.g_01481
OG0000786	Prab.g_01339	Syao.g_01473
OG0000787	Prab.g_01340	Syao.g_01472
OG0000788	Prab.g_01348	Syao.g_00870
OG0000789	Prab.g_01351	Syao.g_00623
OG0000790	Prab.g_01365	Syao.g_00041, Syao.g_00315
OG0000791	Prab.g_01367	Syao.g_00043
OG0000792	Prab.g_01368	Syao.g_00044
OG0000793	Prab.g_01371	Syao.g_02700
OG0000794	Prab.g_01372	Syao.g_02703
OG0000795	Prab.g_01373	Syao.g_02704
OG0000796	Prab.g_01377	Syao.g_02708
OG0000797	Prab.g_01378	Syao.g_02709
OG0000798	Prab.g_01411	Syao.g_02066
OG0000799	Prab.g_01448	Syao.g_01525
OG0000800	Prab.g_01449	Syao.g_01526
OG0000801	Prab.g_01450	Syao.g_01527
OG0000802	Prab.g_01452	Syao.g_01531
OG0000803	Prab.g_01454	Syao.g_01534
OG0000804	Prab.g_01455	Syao.g_01537
OG0000805	Prab.g_01457	Syao.g_01502
OG0000806	Prab.g_01459	Syao.g_01504
OG0000807	Prab.g_01460	Syao.g_01506
OG0000808	Prab.g_01461	Syao.g_01507
OG0000809	Prab.g_01464	Syao.g_01511
OG0000810	Prab.g_01465	Syao.g_01482
OG0000811	Prab.g_01469	Syao.g_01490
OG0000812	Prab.g_01471	Syao.g_01492
OG0000813	Prab.g_01472	Syao.g_01493
OG0000814	Prab.g_01474	Syao.g_01495
OG0000815	Prab.g_01475	Syao.g_01499
OG0000816	Prab.g_01477	Syao.g_01471
OG0000817	Prab.g_01478	Syao.g_01519
OG0000818	Prab.g_01483	Syao.g_00062
OG0000819	Prab.g_01484	Syao.g_00063
OG0000820	Prab.g_01485	Syao.g_00064
OG0000821	Prab.g_01489	Syao.g_00070
OG0000822	Prab.g_01490	Syao.g_00072
OG0000823	Prab.g_01491	Syao.g_00073
OG0000824	Prab.g_01494	Syao.g_00079
OG0000825	Prab.g_01495	Syao.g_00080
OG0000826	Prab.g_01496	Syao.g_00081
OG0000827	Prab.g_01497	Syao.g_00082
OG0000828	Prab.g_01500	Syao.g_00085
OG0000829	Prab.g_01501	Syao.g_00086
OG0000830	Prab.g_01502	Syao.g_00087
OG0000831	Prab.g_01504	Syao.g_00089
OG0000832	Prab.g_01510	Syao.g_01696
OG0000833	Prab.g_01518	Syao.g_01612
OG0000834	Prab.g_01519	Syao.g_01610
OG0000835	Prab.g_01520	Syao.g_01609
OG0000836	Prab.g_01521	Syao.g_01606
OG0000837	Prab.g_01522	Syao.g_01605
OG0000838	Prab.g_01524	Syao.g_01601
OG0000839	Prab.g_01525	Syao.g_01600
OG0000840	Prab.g_01526	Syao.g_01599
OG0000841	Prab.g_01527	Syao.g_01598
OG0000842	Prab.g_01528	Syao.g_01597
OG0000843	Prab.g_01529	Syao.g_01596
OG0000844	Prab.g_01530	Syao.g_01594
OG0000845	Prab.g_01531	Syao.g_01593
OG0000846	Prab.g_01532	Syao.g_01592
OG0000847	Prab.g_01533	Syao.g_01591
OG0000848	Prab.g_01534	Syao.g_01589
OG0000849	Prab.g_01535	Syao.g_01588
OG0000850	Prab.g_01537	Syao.g_01585
OG0000851	Prab.g_01538	Syao.g_01582
OG0000852	Prab.g_01539	Syao.g_01581
OG0000853	Prab.g_01543	Syao.g_01577
OG0000854	Prab.g_01545	Syao.g_01575
OG0000855	Prab.g_01546	Syao.g_01574
OG0000856	Prab.g_01563	Syao.g_01327
OG0000857	Prab.g_01601	Syao.g_00774
OG0000858	Prab.g_01663	Syao.g_01567
OG0000859	Prab.g_01664	Syao.g_01566
OG0000860	Prab.g_01671	Syao.g_01552
OG0000861	Prab.g_01672	Syao.g_01551
OG0000862	Prab.g_01673	Syao.g_01542
OG0000863	Prab.g_01675	Syao.g_01540
OG0000864	Prab.g_01676	Syao.g_01017
OG0000866	Prab.g_01678	Syao.g_01686
OG0000867	Prab.g_01679	Syao.g_01685
OG0000868	Prab.g_01680	Syao.g_01682
OG0000869	Prab.g_01684	Syao.g_01677
OG0000870	Prab.g_01689	Syao.g_01672
OG0000871	Prab.g_01690	Syao.g_01671
OG0000872	Prab.g_01691	Syao.g_01665
OG0000873	Prab.g_01694	Syao.g_01662
OG0000874	Prab.g_01697	Syao.g_01660
OG0000875	Prab.g_01698	Syao.g_01658
OG0000876	Prab.g_01699	Syao.g_00536
OG0000877	Prab.g_01701	Syao.g_01654
OG0000878	Prab.g_01702	Syao.g_01653
OG0000879	Prab.g_01703	Syao.g_01652
OG0000880	Prab.g_01704	Syao.g_01651
OG0000881	Prab.g_01708	Syao.g_01647
OG0000882	Prab.g_01713	Syao.g_01642
OG0000883	Prab.g_01714	Syao.g_01638
OG0000884	Prab.g_01716	Syao.g_01636
OG0000885	Prab.g_01717	Syao.g_01635
OG0000886	Prab.g_01718	Syao.g_01634
OG0000887	Prab.g_01719	Syao.g_01633
OG0000888	Prab.g_01721	Syao.g_01631
OG0000889	Prab.g_01723	Syao.g_01629
OG0000890	Prab.g_01724	Syao.g_01626
OG0000891	Prab.g_01725	Syao.g_01625
OG0000892	Prab.g_01727	Syao.g_01695
OG0000893	Prab.g_01731	Syao.g_01934
OG0000894	Prab.g_01733	Syao.g_01937
OG0000895	Prab.g_01736	Syao.g_01916
OG0000896	Prab.g_01737	Syao.g_01917
OG0000897	Prab.g_01739	Syao.g_01919
OG0000898	Prab.g_01740	Syao.g_01920
OG0000899	Prab.g_01741	Syao.g_01921
OG0000900	Prab.g_01742	Syao.g_01922
OG0000901	Prab.g_01745	Syao.g_01927
OG0000902	Prab.g_01747	Syao.g_01929
OG0000903	Prab.g_01750	Syao.g_01798
OG0000904	Prab.g_01752	Syao.g_01804
OG0000905	Prab.g_01756	Syao.g_01862
OG0000906	Prab.g_01757	Syao.g_01931
OG0000907	Prab.g_01760	Syao.g_01796
OG0000908	Prab.g_01763	Syao.g_01793
OG0000909	Prab.g_01764	Syao.g_01792
OG0000910	Prab.g_01765	Syao.g_01791
OG0000911	Prab.g_01767	Syao.g_01789
OG0000912	Prab.g_01768	Syao.g_01788
OG0000913	Prab.g_01769	Syao.g_01787
OG0000914	Prab.g_01770	Syao.g_01786
OG0000915	Prab.g_01771	Syao.g_01784
OG0000916	Prab.g_01772	Syao.g_01783
OG0000917	Prab.g_01773	Syao.g_01782
OG0000918	Prab.g_01774	Syao.g_01781
OG0000919	Prab.g_01775	Syao.g_01780
OG0000920	Prab.g_01776	Syao.g_01779
OG0000921	Prab.g_01777	Syao.g_01778
OG0000922	Prab.g_01778	Syao.g_01777
OG0000923	Prab.g_01782	Syao.g_01772
OG0000924	Prab.g_01783	Syao.g_01771
OG0000925	Prab.g_01784	Syao.g_01770
OG0000926	Prab.g_01785	Syao.g_01769
OG0000927	Prab.g_01787	Syao.g_01767
OG0000928	Prab.g_01788	Syao.g_01766
OG0000929	Prab.g_01789	Syao.g_01765
OG0000930	Prab.g_01790	Syao.g_01764
OG0000931	Prab.g_01791	Syao.g_01763
OG0000932	Prab.g_01792	Syao.g_01762
OG0000933	Prab.g_01796	Syao.g_01811
OG0000934	Prab.g_01798	Syao.g_01809
OG0000935	Prab.g_01799	Syao.g_01808
OG0000936	Prab.g_01800	Syao.g_01843
OG0000937	Prab.g_01801	Syao.g_01842
OG0000938	Prab.g_01803	Syao.g_01839
OG0000939	Prab.g_01804	Syao.g_01838
OG0000940	Prab.g_01811	Syao.g_01830
OG0000941	Prab.g_01813	Syao.g_01828
OG0000942	Prab.g_01815	Syao.g_01826
OG0000943	Prab.g_01816	Syao.g_01824
OG0000944	Prab.g_01817	Syao.g_01822
OG0000945	Prab.g_01818	Syao.g_01821
OG0000946	Prab.g_01822	Syao.g_01852
OG0000947	Prab.g_01824	Syao.g_01849
OG0000948	Prab.g_01825	Syao.g_01848
OG0000949	Prab.g_01828	Syao.g_01970
OG0000950	Prab.g_01833	Syao.g_01957
OG0000951	Prab.g_01836	Syao.g_02262
OG0000952	Prab.g_01840	Syao.g_02266
OG0000953	Prab.g_01843	Syao.g_02130
OG0000954	Prab.g_01847	Syao.g_02135
OG0000955	Prab.g_01848	Syao.g_02136
OG0000956	Prab.g_01850	Syao.g_02138
OG0000957	Prab.g_01855	Syao.g_01951
OG0000958	Prab.g_01856	Syao.g_01950
OG0000959	Prab.g_01860	Syao.g_01947
OG0000960	Prab.g_01861	Syao.g_01946
OG0000961	Prab.g_01863	Syao.g_02496
OG0000962	Prab.g_01865	Syao.g_02191
OG0000963	Prab.g_01869	Syao.g_02186
OG0000964	Prab.g_01870	Syao.g_02185
OG0000965	Prab.g_01871	Syao.g_02184
OG0000966	Prab.g_01879	Syao.g_02172
OG0000967	Prab.g_01883	Syao.g_02167
OG0000968	Prab.g_01885	Syao.g_02199
OG0000969	Prab.g_01886	Syao.g_02200
OG0000970	Prab.g_01887	Syao.g_02201
OG0000971	Prab.g_01888	Syao.g_02203
OG0000972	Prab.g_01889	Syao.g_02204
OG0000973	Prab.g_01890	Syao.g_02205
OG0000974	Prab.g_01891	Syao.g_02206
OG0000975	Prab.g_01892	Syao.g_02207
OG0000976	Prab.g_01893	Syao.g_02208
OG0000977	Prab.g_01894	Syao.g_02210
OG0000978	Prab.g_01895	Syao.g_02211
OG0000979	Prab.g_01898	Syao.g_02214
OG0000980	Prab.g_01900	Syao.g_02217
OG0000981	Prab.g_01902	Syao.g_02220
OG0000982	Prab.g_01904	Syao.g_02437
OG0000983	Prab.g_01905	Syao.g_02438
OG0000984	Prab.g_01906	Syao.g_02439
OG0000985	Prab.g_01909	Syao.g_02443
OG0000986	Prab.g_01911	Syao.g_02445
OG0000987	Prab.g_01912	Syao.g_02447
OG0000988	Prab.g_01915	Syao.g_02452
OG0000989	Prab.g_01919	Syao.g_02368
OG0000990	Prab.g_01922	Syao.g_02362
OG0000991	Prab.g_01923	Syao.g_02354
OG0000992	Prab.g_01925	Syao.g_02279
OG0000993	Prab.g_01926	Syao.g_02280
OG0000994	Prab.g_01927	Syao.g_02283
OG0000995	Prab.g_01931	Syao.g_02287
OG0000996	Prab.g_01932	Syao.g_02305
OG0000997	Prab.g_01933	Syao.g_02326
OG0000998	Prab.g_01935	Syao.g_02328
OG0000999	Prab.g_01936	Syao.g_02329
OG0001000	Prab.g_01939	Syao.g_02333
OG0001001	Prab.g_01941	Syao.g_02338
OG0001002	Prab.g_01945	Syao.g_02345
OG0001003	Prab.g_01947	Syao.g_02347
OG0001004	Prab.g_01948	Syao.g_02348
OG0001005	Prab.g_01949	Syao.g_02194
OG0001006	Prab.g_01953	Syao.g_02159
OG0001007	Prab.g_01955	Syao.g_02161
OG0001008	Prab.g_00440	Syao.g_01737
OG0001009	Prab.g_00027	Syao.g_02239
OG0001010	Prab.g_00028	Syao.g_02238
OG0001011	Prab.g_00029	Syao.g_02236
OG0001012	Prab.g_00042	Syao.g_00322
OG0001013	Prab.g_00047	Syao.g_02413
OG0001014	Prab.g_00050	Syao.g_02407
OG0001015	Prab.g_00051	Syao.g_02406
OG0001016	Prab.g_00065	Syao.g_02622
OG0001017	Prab.g_00069	Syao.g_02628
OG0001018	Prab.g_00072	Syao.g_02630
OG0001019	Prab.g_00081	Syao.g_02654
OG0001020	Prab.g_00082	Syao.g_02663
OG0001021	Prab.g_00083	Syao.g_02666
OG0001022	Prab.g_00085	Syao.g_02670
OG0001023	Prab.g_00086	Syao.g_02671
OG0001024	Prab.g_00089	Syao.g_01018
OG0001025	Prab.g_00095	Syao.g_02597
OG0001026	Prab.g_00102	Syao.g_02594
OG0001027	Prab.g_00103	Syao.g_02564
OG0001028	Prab.g_00105	Syao.g_02568
OG0001029	Prab.g_00106	Syao.g_02570
OG0001030	Prab.g_00120	Syao.g_02545
OG0001031	Prab.g_00177	Syao.g_02528
OG0001032	Prab.g_00178	Syao.g_02530
OG0001033	Prab.g_00199	Syao.g_01016
OG0001034	Prab.g_00227	Syao.g_01704
OG0001035	Prab.g_00244	Syao.g_02101
OG0001036	Prab.g_00248	Syao.g_02096
OG0001037	Prab.g_00249	Syao.g_02094
OG0001038	Prab.g_00266	Syao.g_02065
OG0001039	Prab.g_00269	Syao.g_02062
OG0001040	Prab.g_00271	Syao.g_02059
OG0001041	Prab.g_00275	Syao.g_02055
OG0001042	Prab.g_00292	Syao.g_02032
OG0001043	Prab.g_00293	Syao.g_02028
OG0001044	Prab.g_00321	Syao.g_01878
OG0001045	Prab.g_00329	Syao.g_01865
OG0001046	Prab.g_00367	Syao.g_00827
OG0001047	Prab.g_00442	Syao.g_01739
OG0001048	Prab.g_00443	Syao.g_01740
OG0001049	Prab.g_00445	Syao.g_01616
OG0001050	Prab.g_00446	Syao.g_01618
OG0001051	Prab.g_00447	Syao.g_01619
OG0001052	Prab.g_00475	Syao.g_02686
OG0001053	Prab.g_00487	Syao.g_00025
OG0001054	Prab.g_00502	Syao.g_00104
OG0001055	Prab.g_00521	Syao.g_00156
OG0001056	Prab.g_00540	Syao.g_01417
OG0001057	Prab.g_00545	Syao.g_00879
OG0001058	Prab.g_00553	Syao.g_00862
OG0001059	Prab.g_00557	Syao.g_00858
OG0001060	Prab.g_00564	Syao.g_00852
OG0001062	Prab.g_00580	Syao.g_01050
OG0001063	Prab.g_00582	Syao.g_01042
OG0001064	Prab.g_00583	Syao.g_01041
OG0001065	Prab.g_00584	Syao.g_01040
OG0001066	Prab.g_00585	Syao.g_01039
OG0001067	Prab.g_00586	Syao.g_01038
OG0001068	Prab.g_00587	Syao.g_01037
OG0001069	Prab.g_00588	Syao.g_01036
OG0001070	Prab.g_00591	Syao.g_01032
OG0001071	Prab.g_00592	Syao.g_01031
OG0001072	Prab.g_00594	Syao.g_01027
OG0001073	Prab.g_00608	Syao.g_00991
OG0001074	Prab.g_00619	Syao.g_00392
OG0001075	Prab.g_00620	Syao.g_00391
OG0001076	Prab.g_00629	Syao.g_01339
OG0001077	Prab.g_00633	Syao.g_01323
OG0001078	Prab.g_00641	Syao.g_00895
OG0001079	Prab.g_00652	Syao.g_00911
OG0001081	Prab.g_00660	Syao.g_00925
OG0001082	Prab.g_00661	Syao.g_00926
OG0001083	Prab.g_00666	Syao.g_00934
OG0001084	Prab.g_00667	Syao.g_00935
OG0001085	Prab.g_00675	Syao.g_00947
OG0001086	Prab.g_00676	Syao.g_00949
OG0001087	Prab.g_00693	Syao.g_01419
OG0001088	Prab.g_00694	Syao.g_00211
OG0001089	Prab.g_00702	Syao.g_00376
OG0001090	Prab.g_00724	Syao.g_00494
OG0001091	Prab.g_00726	Syao.g_00491
OG0001092	Prab.g_00727	Syao.g_00489
OG0001093	Prab.g_00732	Syao.g_00482
OG0001094	Prab.g_00834	Syao.g_00750
OG0001095	Prab.g_00853	Syao.g_00771
OG0001096	Prab.g_00866	Syao.g_00786
OG0001097	Prab.g_00884	Syao.g_00552
OG0001098	Prab.g_00900	Syao.g_00731
OG0001099	Prab.g_01079	Syao.g_02569
OG0001100	Prab.g_01075	Syao.g_00957
OG0001101	Prab.g_01073	Syao.g_00959
OG0001102	Prab.g_01071	Syao.g_00962
OG0001103	Prab.g_01069	Syao.g_00964
OG0001105	Prab.g_01043	Syao.g_00736
OG0001106	Prab.g_01019	Syao.g_00688
OG0001107	Prab.g_01012	Syao.g_00676
OG0001108	Prab.g_01008	Syao.g_00669
OG0001109	Prab.g_01007	Syao.g_00667
OG0001110	Prab.g_01005	Syao.g_00665
OG0001111	Prab.g_01004	Syao.g_00663
OG0001112	Prab.g_01003	Syao.g_00661
OG0001113	Prab.g_01002	Syao.g_00660
OG0001114	Prab.g_01001	Syao.g_00659
OG0001115	Prab.g_00999	Syao.g_00832
OG0001116	Prab.g_00998	Syao.g_00830
OG0001117	Prab.g_00997	Syao.g_00829
OG0001118	Prab.g_00996	Syao.g_00828
OG0001119	Prab.g_00995	Syao.g_00826
OG0001120	Prab.g_00993	Syao.g_00822
OG0001121	Prab.g_01184, Prab.g_00990	Syao.g_01294
OG0001122	Prab.g_00957	Syao.g_00445
OG0001123	Prab.g_00953	Syao.g_00451
OG0001124	Prab.g_00951	Syao.g_00453
OG0001125	Prab.g_00950	Syao.g_00456
OG0001126	Prab.g_00940	Syao.g_00504
OG0001127	Prab.g_00939	Syao.g_00505
OG0001128	Prab.g_00937	Syao.g_00508
OG0001129	Prab.g_00936	Syao.g_00510
OG0001130	Prab.g_00935	Syao.g_00511
OG0001131	Prab.g_01125	Syao.g_01387
OG0001132	Prab.g_01135	Syao.g_01221
OG0001133	Prab.g_01169	Syao.g_01333
OG0001134	Prab.g_01186	Syao.g_01428
OG0001135	Prab.g_01189	Syao.g_01424
OG0001136	Prab.g_01216	Syao.g_00126
OG0001137	Prab.g_01227	Syao.g_00194
OG0001138	Prab.g_01245	Syao.g_00227
OG0001139	Prab.g_01246	Syao.g_00225
OG0001140	Prab.g_01247	Syao.g_00224
OG0001141	Prab.g_01248	Syao.g_00254
OG0001142	Prab.g_01249	Syao.g_00253
OG0001143	Prab.g_01256	Syao.g_00243
OG0001144	Prab.g_01261	Syao.g_00276
OG0001145	Prab.g_01318	Syao.g_01446
OG0001146	Prab.g_01330	Syao.g_01455
OG0001147	Prab.g_01347	Syao.g_00095
OG0001148	Prab.g_01362	Syao.g_00038
OG0001149	Prab.g_01363	Syao.g_00039
OG0001150	Prab.g_01364	Syao.g_00040
OG0001151	Prab.g_01375	Syao.g_02706
OG0001152	Prab.g_01376	Syao.g_02707
OG0001153	Prab.g_01498	Syao.g_00083
OG0001154	Prab.g_01499	Syao.g_00084
OG0001155	Prab.g_01511	Syao.g_01747
OG0001156	Prab.g_01514	Syao.g_01744
OG0001157	Prab.g_01515	Syao.g_01743
OG0001158	Prab.g_01516	Syao.g_01742
OG0001159	Prab.g_01517	Syao.g_01741
OG0001160	Prab.g_01541	Syao.g_01579
OG0001161	Prab.g_01553	Syao.g_02373
OG0001162	Prab.g_01567	Syao.g_02650
OG0001163	Prab.g_01661	Syao.g_01571
OG0001164	Prab.g_01665	Syao.g_01564
OG0001165	Prab.g_01668	Syao.g_01559
OG0001166	Prab.g_01688	Syao.g_01673
OG0001167	Prab.g_01705	Syao.g_01006
OG0001168	Prab.g_01707	Syao.g_01648
OG0001169	Prab.g_01709	Syao.g_01646
OG0001170	Prab.g_01711	Syao.g_01644
OG0001171	Prab.g_01720	Syao.g_01632
OG0001172	Prab.g_01734	Syao.g_01914
OG0001173	Prab.g_01735	Syao.g_01915
OG0001174	Prab.g_01743	Syao.g_01923
OG0001175	Prab.g_01744	Syao.g_01924
OG0001176	Prab.g_01751	Syao.g_01799
OG0001177	Prab.g_01753	Syao.g_01802
OG0001178	Prab.g_01758	Syao.g_01541
OG0001179	Prab.g_01786	Syao.g_01768
OG0001180	Prab.g_01808	Syao.g_01833
OG0001181	Prab.g_01812	Syao.g_01829
OG0001182	Prab.g_01819	Syao.g_01820
OG0001183	Prab.g_01823	Syao.g_01851
OG0001184	Prab.g_01838	Syao.g_02264
OG0001185	Prab.g_01852	Syao.g_02147
OG0001186	Prab.g_01875	Syao.g_02173
