Orthogroup	Prab	Prbb
OG0000541	Prab.g_00507	Prbb.g_00507
OG0000542	Prab.g_00509	Prbb.g_00509
OG0000543	Prab.g_00511	Prbb.g_00511
OG0000544	Prab.g_00512	Prbb.g_00512
OG0000545	Prab.g_00514	Prbb.g_00514
OG0000546	Prab.g_00517	Prbb.g_00517
OG0000547	Prab.g_00519	Prbb.g_00519
OG0000548	Prab.g_00520	Prbb.g_00520
OG0000549	Prab.g_00522	Prbb.g_00523
OG0000550	Prab.g_00527	Prbb.g_00527
OG0000551	Prab.g_00531	Prbb.g_00530
OG0000552	Prab.g_00532	Prbb.g_00531
OG0000553	Prab.g_00533	Prbb.g_00532
OG0000554	Prab.g_00538	Prbb.g_00537
OG0000555	Prab.g_00546	Prbb.g_00545
OG0000556	Prab.g_00548	Prbb.g_00547
OG0000557	Prab.g_00549	Prbb.g_00548
OG0000558	Prab.g_00551	Prbb.g_00551
OG0000559	Prab.g_00555	Prbb.g_00555
OG0000560	Prab.g_00558	Prbb.g_00558
OG0000561	Prab.g_00559	Prbb.g_00559
OG0000562	Prab.g_00560	Prbb.g_00560
OG0000563	Prab.g_00561	Prbb.g_00561
OG0000564	Prab.g_00562	Prbb.g_00562
OG0000565	Prab.g_00565	Prbb.g_00565
OG0000566	Prab.g_00568	Prbb.g_00567
OG0000567	Prab.g_00572	Prbb.g_00571
OG0000568	Prab.g_00573	Prbb.g_00572
OG0000569	Prab.g_00574	Prbb.g_00573
OG0000570	Prab.g_00575	Prbb.g_00574
OG0000571	Prab.g_00577	Prbb.g_00576
OG0000572	Prab.g_00590	Prbb.g_00587
OG0000573	Prab.g_00596	Prbb.g_00592
OG0000574	Prab.g_00597	Prbb.g_00594
OG0000575	Prab.g_00601	Prbb.g_00597
OG0000576	Prab.g_00603	Prbb.g_00599
OG0000577	Prab.g_00604	Prbb.g_00600
OG0000578	Prab.g_00605	Prbb.g_00601
OG0000579	Prab.g_00606	Prbb.g_00602
OG0000580	Prab.g_00607	Prbb.g_00603
OG0000581	Prab.g_00609	Prbb.g_00606
OG0000582	Prab.g_00612	Prbb.g_00609
OG0000583	Prab.g_00613	Prbb.g_00610
OG0000584	Prab.g_00614	Prbb.g_00611
OG0000585	Prab.g_00616	Prbb.g_00613
OG0000586	Prab.g_00617	Prbb.g_00614
OG0000587	Prab.g_00618	Prbb.g_00615
OG0000588	Prab.g_00622	Prbb.g_00619
OG0000589	Prab.g_00625	Prbb.g_00622
OG0000590	Prab.g_00626	Prbb.g_00623
OG0000591	Prab.g_00630	Prbb.g_00626
OG0000592	Prab.g_00631	Prbb.g_00627
OG0000593	Prab.g_00637	Prbb.g_00633
OG0000594	Prab.g_00638	Prbb.g_00634
OG0000595	Prab.g_00639	Prbb.g_00635
OG0000596	Prab.g_00643	Prbb.g_00639
OG0000597	Prab.g_00645	Prbb.g_00641
OG0000598	Prab.g_00646	Prbb.g_00642
OG0000599	Prab.g_00649	Prbb.g_00645
OG0000600	Prab.g_00650	Prbb.g_00646
OG0000601	Prab.g_00651	Prbb.g_00647
OG0000602	Prab.g_00653	Prbb.g_00649
OG0000603	Prab.g_00654	Prbb.g_00650
OG0000604	Prab.g_00655	Prbb.g_00651
OG0000605	Prab.g_00656	Prbb.g_00652
OG0000606	Prab.g_00659	Prbb.g_00655
OG0000607	Prab.g_00662	Prbb.g_00658
OG0000608	Prab.g_00663	Prbb.g_00659
OG0000609	Prab.g_00664	Prbb.g_00660
OG0000610	Prab.g_00669	Prbb.g_00667
OG0000611	Prab.g_00672	Prbb.g_00670
OG0000612	Prab.g_00673	Prbb.g_00671
OG0000613	Prab.g_00678	Prbb.g_00677
OG0000614	Prab.g_00697	Prbb.g_00700
OG0000615	Prab.g_00705	Prbb.g_00708
OG0000616	Prab.g_00711	Prbb.g_02176
OG0000617	Prab.g_00729	Prbb.g_00719
OG0000618	Prab.g_00730	Prbb.g_00720
OG0000619	Prab.g_00731	Prbb.g_00721
OG0000620	Prab.g_00734	Prbb.g_00724
OG0000621	Prab.g_00735	Prbb.g_00725
OG0000622	Prab.g_00736	Prbb.g_00726
OG0000623	Prab.g_00737	Prbb.g_00727
OG0000624	Prab.g_00738	Prbb.g_00729
OG0000625	Prab.g_00739	Prbb.g_00730
OG0000626	Prab.g_00740	Prbb.g_00731
OG0000627	Prab.g_00741	Prbb.g_00733
OG0000628	Prab.g_00742	Prbb.g_00734
OG0000629	Prab.g_00743	Prbb.g_00735
OG0000630	Prab.g_00746	Prbb.g_00738
OG0000631	Prab.g_00831	Prbb.g_00962
OG0000632	Prab.g_00832	Prbb.g_00963
OG0000633	Prab.g_00833	Prbb.g_00964
OG0000634	Prab.g_00836	Prbb.g_00779
OG0000635	Prab.g_00837	Prbb.g_00780
OG0000636	Prab.g_00839	Prbb.g_00782
OG0000637	Prab.g_00841	Prbb.g_00784
OG0000638	Prab.g_00842	Prbb.g_00785
OG0000639	Prab.g_00843	Prbb.g_00786
OG0000640	Prab.g_00844	Prbb.g_00787
OG0000641	Prab.g_00848	Prbb.g_00791
OG0000642	Prab.g_00849	Prbb.g_00792
OG0000643	Prab.g_00850	Prbb.g_00793
OG0000644	Prab.g_00851	Prbb.g_00794
OG0000645	Prab.g_00852	Prbb.g_00795
OG0000646	Prab.g_00854	Prbb.g_00798
OG0000647	Prab.g_00855	Prbb.g_00800
OG0000648	Prab.g_00857	Prbb.g_00802
OG0000649	Prab.g_00858	Prbb.g_00803
OG0000650	Prab.g_00859	Prbb.g_00804
OG0000651	Prab.g_00860	Prbb.g_00805
OG0000652	Prab.g_00861	Prbb.g_00806
OG0000653	Prab.g_00863	Prbb.g_00808
OG0000654	Prab.g_00864	Prbb.g_00809
OG0000655	Prab.g_00865	Prbb.g_00810
OG0000656	Prab.g_00868	Prbb.g_00813
OG0000657	Prab.g_00875	Prbb.g_00819
OG0000658	Prab.g_00876	Prbb.g_00821
OG0000659	Prab.g_00877	Prbb.g_00822
OG0000660	Prab.g_00881	Prbb.g_00827
OG0000661	Prab.g_00883	Prbb.g_00829
OG0000662	Prab.g_00885	Prbb.g_00831
OG0000663	Prab.g_00887	Prbb.g_00833
OG0000664	Prab.g_00888	Prbb.g_00834
OG0000665	Prab.g_00892	Prbb.g_00838
OG0000666	Prab.g_00893	Prbb.g_00839
OG0000667	Prab.g_00898	Prbb.g_00843
OG0000668	Prab.g_01084	Prbb.g_00914
OG0000669	Prab.g_01076	Prbb.g_00922
OG0000670	Prab.g_01074	Prbb.g_00925
OG0000671	Prab.g_01072	Prbb.g_00927
OG0000672	Prab.g_01070	Prbb.g_00930
OG0000673	Prab.g_01067	Prbb.g_00933
OG0000674	Prab.g_01065	Prbb.g_00935
OG0000675	Prab.g_01064	Prbb.g_00936
OG0000676	Prab.g_01062	Prbb.g_00938
OG0000677	Prab.g_01061	Prbb.g_00939
OG0000678	Prab.g_01059	Prbb.g_00942
OG0000679	Prab.g_01055	Prbb.g_00946
OG0000680	Prab.g_01054	Prbb.g_00947
OG0000681	Prab.g_01052	Prbb.g_00950
OG0000682	Prab.g_01051	Prbb.g_00951
OG0000683	Prab.g_01050	Prbb.g_00952
OG0000684	Prab.g_01048	Prbb.g_00762
OG0000685	Prab.g_01046	Prbb.g_00764
OG0000686	Prab.g_01045	Prbb.g_00765
OG0000687	Prab.g_01044	Prbb.g_00766
OG0000688	Prab.g_01041	Prbb.g_00769
OG0000689	Prab.g_01040	Prbb.g_00770
OG0000690	Prab.g_01039	Prbb.g_00771
OG0000691	Prab.g_01038	Prbb.g_00772
OG0000692	Prab.g_01036	Prbb.g_00774
OG0000693	Prab.g_01035	Prbb.g_00775
OG0000694	Prab.g_01034	Prbb.g_00776
OG0000695	Prab.g_01032	Prbb.g_00966
OG0000696	Prab.g_01031	Prbb.g_00967
OG0000697	Prab.g_01030	Prbb.g_00968
OG0000698	Prab.g_01027	Prbb.g_00971
OG0000699	Prab.g_01026	Prbb.g_00972
OG0000700	Prab.g_01025	Prbb.g_00973
OG0000701	Prab.g_01024	Prbb.g_00974
OG0000702	Prab.g_01022	Prbb.g_00976
OG0000703	Prab.g_01021	Prbb.g_00977
OG0000704	Prab.g_01020	Prbb.g_00978
OG0000705	Prab.g_01016	Prbb.g_00984
OG0000706	Prab.g_01015	Prbb.g_00985
OG0000707	Prab.g_01014	Prbb.g_00986
OG0000708	Prab.g_01013	Prbb.g_00988
OG0000709	Prab.g_01009	Prbb.g_00992
OG0000710	Prab.g_01006	Prbb.g_00995
OG0000711	Prab.g_00989	Prbb.g_01010
OG0000712	Prab.g_00987	Prbb.g_01012
OG0000713	Prab.g_00986	Prbb.g_01013
OG0000714	Prab.g_00985	Prbb.g_01014
OG0000715	Prab.g_00983	Prbb.g_01016
OG0000716	Prab.g_00981	Prbb.g_01017
OG0000717	Prab.g_00980	Prbb.g_01018
OG0000718	Prab.g_00960	Prbb.g_01036
OG0000719	Prab.g_00958	Prbb.g_01037
OG0000720	Prab.g_00949	Prbb.g_01048
OG0000721	Prab.g_00947	Prbb.g_01049
OG0000722	Prab.g_00946	Prbb.g_01050
OG0000723	Prab.g_00943	Prbb.g_01054
OG0000724	Prab.g_00934	Prbb.g_01065
OG0000725	Prab.g_00928	Prbb.g_00891
OG0000726	Prab.g_00927	Prbb.g_00890
OG0000727	Prab.g_00926	Prbb.g_00889
OG0000728	Prab.g_00924	Prbb.g_00887
OG0000729	Prab.g_01146	Prbb.g_02071
OG0000730	Prab.g_01150	Prbb.g_00392
OG0000731	Prab.g_01154	Prbb.g_00400
OG0000732	Prab.g_01164	Prbb.g_02121
OG0000733	Prab.g_01187	Prbb.g_01888
OG0000734	Prab.g_01204	Prbb.g_01533
OG0000735	Prab.g_01206	Prbb.g_01531
OG0000736	Prab.g_01207	Prbb.g_01530
OG0000737	Prab.g_01208	Prbb.g_01529
OG0000738	Prab.g_01212	Prbb.g_01525
OG0000739	Prab.g_01213	Prbb.g_01524
OG0000740	Prab.g_01214	Prbb.g_01523
OG0000741	Prab.g_01215	Prbb.g_01521
OG0000742	Prab.g_01218	Prbb.g_01518
OG0000743	Prab.g_01220	Prbb.g_01516
OG0000744	Prab.g_01221	Prbb.g_01515
OG0000745	Prab.g_01222	Prbb.g_01513
OG0000746	Prab.g_01224	Prbb.g_01511
OG0000747	Prab.g_01225	Prbb.g_01510
OG0000748	Prab.g_01228	Prbb.g_01506
OG0000749	Prab.g_01229	Prbb.g_01505
OG0000750	Prab.g_01230	Prbb.g_01504
OG0000751	Prab.g_01232	Prbb.g_01501
OG0000752	Prab.g_01234	Prbb.g_01499
OG0000753	Prab.g_01237	Prbb.g_01497
OG0000754	Prab.g_01240	Prbb.g_01493
OG0000755	Prab.g_01243	Prbb.g_01488
OG0000756	Prab.g_01244	Prbb.g_01487
OG0000757	Prab.g_01250	Prbb.g_01480
OG0000758	Prab.g_01251	Prbb.g_01479
OG0000759	Prab.g_01252	Prbb.g_01478
OG0000760	Prab.g_01253	Prbb.g_01477
OG0000761	Prab.g_01254	Prbb.g_01476
OG0000762	Prab.g_01255	Prbb.g_01475
OG0000763	Prab.g_01257	Prbb.g_01473
OG0000764	Prab.g_01258	Prbb.g_01472
OG0000765	Prab.g_01267	Prbb.g_01463
OG0000766	Prab.g_01268	Prbb.g_01462
OG0000767	Prab.g_01270	Prbb.g_01461
OG0000768	Prab.g_01271	Prbb.g_01460
OG0000769	Prab.g_01273	Prbb.g_01458
OG0000770	Prab.g_01275	Prbb.g_01457
OG0000771	Prab.g_01284	Prbb.g_01060
OG0000772	Prab.g_01303	Prbb.g_01291
OG0000773	Prab.g_01317	Prbb.g_01577
OG0000774	Prab.g_01319	Prbb.g_01580
OG0000775	Prab.g_01321	Prbb.g_01581
OG0000776	Prab.g_01322	Prbb.g_01582
OG0000777	Prab.g_01323	Prbb.g_01583
OG0000778	Prab.g_01324	Prbb.g_01584
OG0000779	Prab.g_01328	Prbb.g_01588
OG0000780	Prab.g_01329	Prbb.g_01589
OG0000781	Prab.g_01332	Prbb.g_01592
OG0000782	Prab.g_01333	Prbb.g_01593
OG0000783	Prab.g_01334	Prbb.g_01594
OG0000784	Prab.g_01335	Prbb.g_01595
OG0000785	Prab.g_01337	Prbb.g_01597
OG0000786	Prab.g_01339	Prbb.g_01600
OG0000787	Prab.g_01340	Prbb.g_01601
OG0000788	Prab.g_01348	Prbb.g_00746
OG0000789	Prab.g_01351	Prbb.g_01057
OG0000790	Prab.g_01365	Prbb.g_01644
OG0000791	Prab.g_01367	Prbb.g_01646
OG0000792	Prab.g_01368	Prbb.g_01647
OG0000793	Prab.g_01371	Prbb.g_01650
OG0000794	Prab.g_01372	Prbb.g_01651
OG0000795	Prab.g_01373	Prbb.g_01652
OG0000796	Prab.g_01377	Prbb.g_01656
OG0000797	Prab.g_01378	Prbb.g_01657
OG0000798	Prab.g_01411	Prbb.g_00858
OG0000799	Prab.g_01448	Prbb.g_01668
OG0000800	Prab.g_01449	Prbb.g_01669
OG0000801	Prab.g_01450	Prbb.g_01670
OG0000802	Prab.g_01452	Prbb.g_01672
OG0000803	Prab.g_01454	Prbb.g_01674
OG0000804	Prab.g_01455	Prbb.g_01675
OG0000805	Prab.g_01457	Prbb.g_01677
OG0000806	Prab.g_01459	Prbb.g_01679
OG0000807	Prab.g_01460	Prbb.g_01680
OG0000808	Prab.g_01461	Prbb.g_01681
OG0000809	Prab.g_01464	Prbb.g_01684
OG0000810	Prab.g_01465	Prbb.g_01685
OG0000811	Prab.g_01469	Prbb.g_01689
OG0000812	Prab.g_01471	Prbb.g_01691
OG0000813	Prab.g_01472	Prbb.g_01692
OG0000814	Prab.g_01474	Prbb.g_01694
OG0000815	Prab.g_01475	Prbb.g_01695
OG0000816	Prab.g_01477	Prbb.g_01697
OG0000817	Prab.g_01478	Prbb.g_01698
OG0000818	Prab.g_01483	Prbb.g_01702
OG0000819	Prab.g_01484	Prbb.g_01703
OG0000820	Prab.g_01485	Prbb.g_01704
OG0000821	Prab.g_01489	Prbb.g_01707
OG0000822	Prab.g_01490	Prbb.g_01708
OG0000823	Prab.g_01491	Prbb.g_01709
OG0000824	Prab.g_01494	Prbb.g_01712
OG0000825	Prab.g_01495	Prbb.g_01713
OG0000826	Prab.g_01496	Prbb.g_01714
OG0000827	Prab.g_01497	Prbb.g_01715
OG0000828	Prab.g_01500	Prbb.g_01718
OG0000829	Prab.g_01501	Prbb.g_01719
OG0000830	Prab.g_01502	Prbb.g_01720
OG0000831	Prab.g_01504	Prbb.g_01722
OG0000832	Prab.g_01510	Prbb.g_01732
OG0000833	Prab.g_01518	Prbb.g_01740
OG0000834	Prab.g_01519	Prbb.g_01741
OG0000835	Prab.g_01520	Prbb.g_01742
OG0000836	Prab.g_01521	Prbb.g_01744
OG0000837	Prab.g_01522	Prbb.g_01745
OG0000838	Prab.g_01524	Prbb.g_01747
OG0000839	Prab.g_01525	Prbb.g_01748
OG0000840	Prab.g_01526	Prbb.g_01749
OG0000841	Prab.g_01527	Prbb.g_01750
OG0000842	Prab.g_01528	Prbb.g_01751
OG0000843	Prab.g_01529	Prbb.g_01752
OG0000844	Prab.g_01530	Prbb.g_01753
OG0000845	Prab.g_01531	Prbb.g_01754
OG0000846	Prab.g_01532	Prbb.g_01755
OG0000847	Prab.g_01533	Prbb.g_01756
OG0000848	Prab.g_01534	Prbb.g_01757
OG0000849	Prab.g_01535	Prbb.g_01758
OG0000850	Prab.g_01537	Prbb.g_01760
OG0000851	Prab.g_01538	Prbb.g_01761
OG0000852	Prab.g_01539	Prbb.g_01762
OG0000853	Prab.g_01543	Prbb.g_01767
OG0000854	Prab.g_01545	Prbb.g_01769
OG0000855	Prab.g_01546	Prbb.g_01770
OG0000856	Prab.g_01563	Prbb.g_01659
OG0000857	Prab.g_01601	Prbb.g_00799
OG0000858	Prab.g_01663	Prbb.g_01817
OG0000859	Prab.g_01664	Prbb.g_01818
OG0000860	Prab.g_01671	Prbb.g_01825
OG0000861	Prab.g_01672	Prbb.g_01826
OG0000862	Prab.g_01673	Prbb.g_01827
OG0000863	Prab.g_01675	Prbb.g_01828
OG0000864	Prab.g_01676	Prbb.g_01829
OG0000865	Prab.g_01677	Prbb.g_01830
OG0000866	Prab.g_01678	Prbb.g_01831
OG0000867	Prab.g_01679	Prbb.g_01832
OG0000868	Prab.g_01680	Prbb.g_01833
OG0000869	Prab.g_01684	Prbb.g_01836
OG0000870	Prab.g_01689	Prbb.g_01841
OG0000871	Prab.g_01690	Prbb.g_01842
OG0000872	Prab.g_01691	Prbb.g_01843
OG0000873	Prab.g_01694	Prbb.g_01846
OG0000874	Prab.g_01697	Prbb.g_01849
OG0000875	Prab.g_01698	Prbb.g_01851
OG0000876	Prab.g_01699	Prbb.g_01852
OG0000877	Prab.g_01701	Prbb.g_01854
OG0000878	Prab.g_01702	Prbb.g_01855
OG0000879	Prab.g_01703	Prbb.g_01856
OG0000880	Prab.g_01704	Prbb.g_01857
OG0000881	Prab.g_01708	Prbb.g_01860
OG0000882	Prab.g_01713	Prbb.g_01865
OG0000883	Prab.g_01714	Prbb.g_01867
OG0000884	Prab.g_01716	Prbb.g_01869
OG0000885	Prab.g_01717	Prbb.g_01870
OG0000886	Prab.g_01718	Prbb.g_01871
OG0000887	Prab.g_01719	Prbb.g_01872
OG0000888	Prab.g_01721	Prbb.g_01874
OG0000889	Prab.g_01723	Prbb.g_01876
OG0000890	Prab.g_01724	Prbb.g_01877
OG0000891	Prab.g_01725	Prbb.g_01878
OG0000892	Prab.g_01727	Prbb.g_01880
OG0000893	Prab.g_01731	Prbb.g_01922
OG0000894	Prab.g_01733	Prbb.g_01925
OG0000895	Prab.g_01736	Prbb.g_01928
OG0000896	Prab.g_01737	Prbb.g_01929
OG0000897	Prab.g_01739	Prbb.g_01931
OG0000898	Prab.g_01740	Prbb.g_01932
OG0000899	Prab.g_01741	Prbb.g_01933
OG0000900	Prab.g_01742	Prbb.g_01934
OG0000901	Prab.g_01745	Prbb.g_01937
OG0000902	Prab.g_01747	Prbb.g_01939
OG0000903	Prab.g_01750	Prbb.g_01948
OG0000904	Prab.g_01752	Prbb.g_01943
OG0000905	Prab.g_01756	Prbb.g_01941
OG0000906	Prab.g_01757	Prbb.g_01940
OG0000907	Prab.g_01760	Prbb.g_01958
OG0000908	Prab.g_01763	Prbb.g_01961
OG0000909	Prab.g_01764	Prbb.g_01962
OG0000910	Prab.g_01765	Prbb.g_01963
OG0000911	Prab.g_01767	Prbb.g_01965
OG0000912	Prab.g_01768	Prbb.g_01966
OG0000913	Prab.g_01769	Prbb.g_01967
OG0000914	Prab.g_01770	Prbb.g_01968
OG0000915	Prab.g_01771	Prbb.g_01969
OG0000916	Prab.g_01772	Prbb.g_01970
OG0000917	Prab.g_01773	Prbb.g_01971
OG0000918	Prab.g_01774	Prbb.g_01972
OG0000919	Prab.g_01775	Prbb.g_01973
OG0000920	Prab.g_01776	Prbb.g_01974
OG0000921	Prab.g_01777	Prbb.g_01975
OG0000922	Prab.g_01778	Prbb.g_01976
OG0000923	Prab.g_01782	Prbb.g_01980
OG0000924	Prab.g_01783	Prbb.g_01981
OG0000925	Prab.g_01784	Prbb.g_01982
OG0000926	Prab.g_01785	Prbb.g_01983
OG0000927	Prab.g_01787	Prbb.g_01985
OG0000928	Prab.g_01788	Prbb.g_01986
OG0000929	Prab.g_01789	Prbb.g_01987
OG0000930	Prab.g_01790	Prbb.g_01988
OG0000931	Prab.g_01791	Prbb.g_01989
OG0000932	Prab.g_01792	Prbb.g_01990
OG0000933	Prab.g_01796	Prbb.g_01994
OG0000934	Prab.g_01798	Prbb.g_01996
OG0000935	Prab.g_01799	Prbb.g_01997
OG0000936	Prab.g_01800	Prbb.g_01998
OG0000937	Prab.g_01801	Prbb.g_01999
OG0000938	Prab.g_01803	Prbb.g_02002
OG0000939	Prab.g_01804	Prbb.g_02003
OG0000940	Prab.g_01811	Prbb.g_02010
OG0000941	Prab.g_01813	Prbb.g_02012
OG0000942	Prab.g_01815	Prbb.g_02014
OG0000943	Prab.g_01816	Prbb.g_02015
OG0000944	Prab.g_01817	Prbb.g_02017
OG0000945	Prab.g_01818	Prbb.g_02018
OG0000946	Prab.g_01822	Prbb.g_02024
OG0000947	Prab.g_01824	Prbb.g_02026
OG0000948	Prab.g_01825	Prbb.g_02027
OG0000949	Prab.g_01828	Prbb.g_02030
OG0000950	Prab.g_01833	Prbb.g_02035
OG0000951	Prab.g_01836	Prbb.g_02039
OG0000952	Prab.g_01840	Prbb.g_02043
OG0000953	Prab.g_01843	Prbb.g_02047
OG0000954	Prab.g_01847	Prbb.g_02051
OG0000955	Prab.g_01848	Prbb.g_02052
OG0000956	Prab.g_01850	Prbb.g_02054
OG0000957	Prab.g_01855	Prbb.g_02059
OG0000958	Prab.g_01856	Prbb.g_02060
OG0000959	Prab.g_01860	Prbb.g_02064
OG0000960	Prab.g_01861	Prbb.g_02065
OG0000961	Prab.g_01863	Prbb.g_02068
OG0000962	Prab.g_01865	Prbb.g_02070
OG0000963	Prab.g_01869	Prbb.g_02075
OG0000964	Prab.g_01870	Prbb.g_02076
OG0000965	Prab.g_01871	Prbb.g_02077
OG0000966	Prab.g_01879	Prbb.g_02099
OG0000967	Prab.g_01883	Prbb.g_02103
OG0000968	Prab.g_01885	Prbb.g_02105
OG0000969	Prab.g_01886	Prbb.g_02106
OG0000970	Prab.g_01887	Prbb.g_02107
OG0000971	Prab.g_01888	Prbb.g_02108
OG0000972	Prab.g_01889	Prbb.g_02109
OG0000973	Prab.g_01890	Prbb.g_02110
OG0000974	Prab.g_01891	Prbb.g_02111
OG0000975	Prab.g_01892	Prbb.g_02112
OG0000976	Prab.g_01893	Prbb.g_02113
OG0000977	Prab.g_01894	Prbb.g_02114
OG0000978	Prab.g_01895	Prbb.g_02115
OG0000979	Prab.g_01898	Prbb.g_02118
OG0000980	Prab.g_01900	Prbb.g_02120
OG0000981	Prab.g_01902	Prbb.g_02123
OG0000982	Prab.g_01904	Prbb.g_02125
OG0000983	Prab.g_01905	Prbb.g_02126
OG0000984	Prab.g_01906	Prbb.g_02127
OG0000985	Prab.g_01909	Prbb.g_02130
OG0000986	Prab.g_01911	Prbb.g_02132
OG0000987	Prab.g_01912	Prbb.g_02133
OG0000988	Prab.g_01915	Prbb.g_02136
OG0000989	Prab.g_01919	Prbb.g_02140
OG0000990	Prab.g_01922	Prbb.g_02145
OG0000991	Prab.g_01923	Prbb.g_02146
OG0000992	Prab.g_01925	Prbb.g_02149
OG0000993	Prab.g_01926	Prbb.g_02150
OG0000994	Prab.g_01927	Prbb.g_02151
OG0000995	Prab.g_01931	Prbb.g_02155
OG0000996	Prab.g_01932	Prbb.g_02156
OG0000997	Prab.g_01933	Prbb.g_02164
OG0000998	Prab.g_01935	Prbb.g_02166
OG0000999	Prab.g_01936	Prbb.g_02167
OG0001000	Prab.g_01939	Prbb.g_02170
OG0001001	Prab.g_01941	Prbb.g_02173
OG0001002	Prab.g_01945	Prbb.g_02178
OG0001003	Prab.g_01947	Prbb.g_02180
OG0001004	Prab.g_01948	Prbb.g_02181
OG0001005	Prab.g_01949	Prbb.g_02182
OG0001006	Prab.g_01953	Prbb.g_02187
OG0001007	Prab.g_01955	Prbb.g_02189
OG0001008	Prab.g_00440	Prbb.g_00442
OG0001009	Prab.g_00027	Prbb.g_00028
OG0001010	Prab.g_00028	Prbb.g_00029
OG0001011	Prab.g_00029	Prbb.g_00030
OG0001012	Prab.g_00042	Prbb.g_00058
OG0001013	Prab.g_00047	Prbb.g_00063
OG0001014	Prab.g_00050	Prbb.g_00066
OG0001015	Prab.g_00051	Prbb.g_00067
OG0001016	Prab.g_00065	Prbb.g_00128
OG0001017	Prab.g_00069	Prbb.g_00132
OG0001018	Prab.g_00072	Prbb.g_00135
OG0001019	Prab.g_00081	Prbb.g_00144
OG0001020	Prab.g_00082	Prbb.g_00145
OG0001021	Prab.g_00083	Prbb.g_00146
OG0001022	Prab.g_00085	Prbb.g_00149
OG0001023	Prab.g_00086	Prbb.g_00150
OG0001024	Prab.g_00089	Prbb.g_00153
OG0001025	Prab.g_00095	Prbb.g_00160
OG0001026	Prab.g_00102	Prbb.g_00168
OG0001027	Prab.g_00103	Prbb.g_00169
OG0001028	Prab.g_00105	Prbb.g_00171
OG0001029	Prab.g_00106	Prbb.g_00173
OG0001030	Prab.g_00120	Prbb.g_00189
OG0001031	Prab.g_00177	Prbb.g_00243
OG0001032	Prab.g_00178	Prbb.g_00244
OG0001033	Prab.g_00199	Prbb.g_00264
OG0001034	Prab.g_00227	Prbb.g_00293
OG0001035	Prab.g_00244	Prbb.g_00310
OG0001036	Prab.g_00248	Prbb.g_00314
OG0001037	Prab.g_00249	Prbb.g_00315
OG0001038	Prab.g_00266	Prbb.g_00331
OG0001040	Prab.g_00271	Prbb.g_00335
OG0001041	Prab.g_00275	Prbb.g_00339
OG0001042	Prab.g_00292	Prbb.g_00355
OG0001043	Prab.g_00293	Prbb.g_00356
OG0001044	Prab.g_00321	Prbb.g_00393
OG0001045	Prab.g_00329	Prbb.g_00402
OG0001046	Prab.g_00367	Prbb.g_01124
OG0001047	Prab.g_00442	Prbb.g_00444
OG0001048	Prab.g_00443	Prbb.g_00445
OG0001049	Prab.g_00445	Prbb.g_00447
OG0001050	Prab.g_00446	Prbb.g_00448
OG0001051	Prab.g_00447	Prbb.g_00449
OG0001052	Prab.g_00475	Prbb.g_00475
OG0001053	Prab.g_00487	Prbb.g_00488
OG0001054	Prab.g_00502	Prbb.g_00502
OG0001055	Prab.g_00521	Prbb.g_00521
OG0001056	Prab.g_00540	Prbb.g_00539
OG0001057	Prab.g_00545	Prbb.g_00544
OG0001058	Prab.g_00553	Prbb.g_00553
OG0001059	Prab.g_00557	Prbb.g_00557
OG0001060	Prab.g_00564	Prbb.g_00564
OG0001061	Prab.g_00578	Prbb.g_00577
OG0001062	Prab.g_00580	Prbb.g_00579
OG0001063	Prab.g_00582	Prbb.g_00580
OG0001064	Prab.g_00583	Prbb.g_00581
OG0001065	Prab.g_00584	Prbb.g_00582
OG0001066	Prab.g_00585	Prbb.g_00583
OG0001067	Prab.g_00586	Prbb.g_00584
OG0001068	Prab.g_00587	Prbb.g_00585
OG0001069	Prab.g_00588	Prbb.g_00586
OG0001070	Prab.g_00591	Prbb.g_00588
OG0001071	Prab.g_00592	Prbb.g_00589
OG0001072	Prab.g_00594	Prbb.g_00590
OG0001073	Prab.g_00608	Prbb.g_00604
OG0001074	Prab.g_00619	Prbb.g_00616
OG0001075	Prab.g_00620	Prbb.g_00617
OG0001076	Prab.g_00629	Prbb.g_00624
OG0001077	Prab.g_00633	Prbb.g_00629
OG0001078	Prab.g_00641	Prbb.g_00637
OG0001079	Prab.g_00652	Prbb.g_00648
OG0001080	Prab.g_00658	Prbb.g_00654
OG0001081	Prab.g_00660	Prbb.g_00656
OG0001082	Prab.g_00661	Prbb.g_00657
OG0001083	Prab.g_00666	Prbb.g_00662
OG0001084	Prab.g_00667	Prbb.g_00664
OG0001085	Prab.g_00675	Prbb.g_00674
OG0001086	Prab.g_00676	Prbb.g_00675
OG0001087	Prab.g_00693	Prbb.g_00694
OG0001088	Prab.g_00694	Prbb.g_00695
OG0001089	Prab.g_00702	Prbb.g_00705
OG0001090	Prab.g_00724	Prbb.g_00714
OG0001091	Prab.g_00726	Prbb.g_00716
OG0001092	Prab.g_00727	Prbb.g_00717
OG0001093	Prab.g_00732	Prbb.g_00722
OG0001094	Prab.g_00834	Prbb.g_00777
OG0001095	Prab.g_00853	Prbb.g_00796
OG0001096	Prab.g_00866	Prbb.g_00811
OG0001097	Prab.g_00884	Prbb.g_00830
OG0001098	Prab.g_00900	Prbb.g_00847
OG0001099	Prab.g_01079	Prbb.g_00917
OG0001100	Prab.g_01075	Prbb.g_00924
