Orthogroup	Prao	Syae
OG0000591	Prao.g_00064	Syae.g_00056
OG0000592	Prao.g_00065	Syae.g_00057
OG0000593	Prao.g_00071	Syae.g_00070
OG0000594	Prao.g_00072	Syae.g_00071
OG0000595	Prao.g_00073	Syae.g_00072
OG0000596	Prao.g_00077	Syae.g_00077
OG0000597	Prao.g_00079	Syae.g_00080
OG0000598	Prao.g_00080	Syae.g_00081
OG0000599	Prao.g_00083	Syae.g_00084
OG0000600	Prao.g_00084	Syae.g_00085
OG0000601	Prao.g_00085	Syae.g_00086
OG0000602	Prao.g_00087	Syae.g_00091
OG0000603	Prao.g_00088	Syae.g_00092
OG0000604	Prao.g_00089	Syae.g_00095
OG0000605	Prao.g_00090	Syae.g_00260
OG0000606	Prao.g_00093	Syae.g_00616
OG0000607	Prao.g_00096	Syae.g_00613
OG0000608	Prao.g_00097	Syae.g_00612
OG0000609	Prao.g_00098	Syae.g_00610
OG0000610	Prao.g_00103	Syae.g_00601
OG0000611	Prao.g_00106	Syae.g_00598
OG0000612	Prao.g_00107	Syae.g_00597
OG0000613	Prao.g_00112	Syae.g_01910
OG0000614	Prao.g_00130	Syae.g_00765
OG0000615	Prao.g_00138	Syae.g_00557
OG0000616	Prao.g_00142	Syae.g_01696
OG0000617	Prao.g_00654	Syae.g_00464
OG0000618	Prao.g_00655	Syae.g_00463
OG0000619	Prao.g_00656	Syae.g_00462
OG0000620	Prao.g_00659	Syae.g_00456
OG0000621	Prao.g_00660	Syae.g_00455
OG0000622	Prao.g_00661	Syae.g_00454
OG0000623	Prao.g_00662	Syae.g_00453
OG0000624	Prao.g_00663	Syae.g_00451
OG0000625	Prao.g_00664	Syae.g_00450
OG0000626	Prao.g_00665	Syae.g_00449
OG0000627	Prao.g_00666	Syae.g_00299
OG0000628	Prao.g_00667	Syae.g_00300
OG0000629	Prao.g_00668	Syae.g_00303
OG0000630	Prao.g_00671	Syae.g_00310
OG0000631	Prao.g_00732	Syae.g_00317
OG0000632	Prao.g_00733	Syae.g_00318
OG0000633	Prao.g_00734	Syae.g_00320
OG0000634	Prao.g_00737	Syae.g_00525
OG0000635	Prao.g_00738	Syae.g_00524
OG0000636	Prao.g_00740	Syae.g_00522
OG0000637	Prao.g_00742	Syae.g_00520
OG0000638	Prao.g_00743	Syae.g_00519
OG0000639	Prao.g_00744	Syae.g_00518
OG0000640	Prao.g_00745	Syae.g_00517
OG0000641	Prao.g_00749	Syae.g_00513
OG0000642	Prao.g_00750	Syae.g_00512
OG0000643	Prao.g_00751	Syae.g_00510
OG0000644	Prao.g_00752	Syae.g_00509
OG0000645	Prao.g_00753	Syae.g_00507
OG0000646	Prao.g_00755	Syae.g_00504
OG0000647	Prao.g_00756	Syae.g_00502
OG0000648	Prao.g_00758	Syae.g_00499
OG0000649	Prao.g_00759	Syae.g_00498
OG0000650	Prao.g_00760	Syae.g_00497
OG0000651	Prao.g_00761	Syae.g_00496
OG0000652	Prao.g_00762	Syae.g_00495
OG0000653	Prao.g_00764	Syae.g_00493
OG0000654	Prao.g_00765	Syae.g_00492
OG0000655	Prao.g_00766	Syae.g_00491
OG0000656	Prao.g_00769	Syae.g_00488
OG0000657	Prao.g_00777	Syae.g_00834
OG0000658	Prao.g_00778	Syae.g_00837
OG0000659	Prao.g_00779	Syae.g_00838
OG0000660	Prao.g_00783	Syae.g_00842
OG0000661	Prao.g_00785	Syae.g_00844
OG0000662	Prao.g_00787	Syae.g_00846
OG0000663	Prao.g_00789	Syae.g_00849
OG0000664	Prao.g_00790	Syae.g_00850
OG0000665	Prao.g_00794	Syae.g_00121
OG0000666	Prao.g_00795	Syae.g_00258
OG0000667	Prao.g_00799	Syae.g_02056
OG0000668	Prao.g_00829	Syae.g_00418
OG0000669	Prao.g_00837	Syae.g_00585
OG0000670	Prao.g_00839	Syae.g_00582
OG0000671	Prao.g_00841	Syae.g_00580
OG0000672	Prao.g_00843	Syae.g_00577
OG0000673	Prao.g_00846	Syae.g_00574
OG0000674	Prao.g_00848	Syae.g_00572
OG0000675	Prao.g_00849	Syae.g_00571
OG0000676	Prao.g_00851	Syae.g_00569
OG0000677	Prao.g_00852	Syae.g_00568
OG0000678	Prao.g_00854	Syae.g_00564
OG0000679	Prao.g_00858	Syae.g_00555
OG0000680	Prao.g_00859	Syae.g_00554
OG0000681	Prao.g_00861	Syae.g_00551
OG0000682	Prao.g_00862	Syae.g_00550
OG0000683	Prao.g_00863	Syae.g_00549
OG0000684	Prao.g_00864	Syae.g_00545
OG0000685	Prao.g_00866	Syae.g_00543
OG0000686	Prao.g_00867	Syae.g_00542
OG0000687	Prao.g_00868	Syae.g_00541
OG0000688	Prao.g_00871	Syae.g_00536
OG0000689	Prao.g_00872	Syae.g_00534
OG0000690	Prao.g_00873	Syae.g_00533
OG0000691	Prao.g_00874	Syae.g_00532
OG0000692	Prao.g_00876	Syae.g_00531
OG0000693	Prao.g_00877	Syae.g_00529
OG0000694	Prao.g_00878	Syae.g_00528
OG0000695	Prao.g_00880	Syae.g_00322
OG0000696	Prao.g_00881	Syae.g_00323
OG0000697	Prao.g_00882	Syae.g_00325
OG0000698	Prao.g_00885	Syae.g_00328
OG0000699	Prao.g_00886	Syae.g_00330
OG0000700	Prao.g_00887	Syae.g_00331
OG0000701	Prao.g_00888	Syae.g_00332
OG0000702	Prao.g_00890	Syae.g_00341
OG0000703	Prao.g_00891	Syae.g_00342
OG0000704	Prao.g_00892	Syae.g_00345
OG0000705	Prao.g_00896	Syae.g_00352
OG0000706	Prao.g_00897	Syae.g_00353
OG0000707	Prao.g_00898	Syae.g_00354
OG0000708	Prao.g_00899	Syae.g_00357
OG0000709	Prao.g_00903	Syae.g_00365
OG0000710	Prao.g_00906	Syae.g_00369
OG0000711	Prao.g_00923	Syae.g_00398
OG0000712	Prao.g_00925	Syae.g_00400
OG0000713	Prao.g_00926	Syae.g_00401
OG0000714	Prao.g_00927	Syae.g_00403
OG0000715	Prao.g_00929	Syae.g_00405
OG0000716	Prao.g_00931	Syae.g_00409
OG0000717	Prao.g_00932	Syae.g_00410
OG0000718	Prao.g_00943	Syae.g_00414
OG0000719	Prao.g_00945	Syae.g_00416
OG0000720	Prao.g_00954	Syae.g_00429
OG0000721	Prao.g_00956	Syae.g_00431
OG0000722	Prao.g_00957	Syae.g_00432
OG0000723	Prao.g_00960	Syae.g_00445
OG0000724	Prao.g_00969	Syae.g_00799
OG0000725	Prao.g_00975	Syae.g_00789
OG0000726	Prao.g_00976	Syae.g_00788
OG0000727	Prao.g_00977	Syae.g_00787
OG0000728	Prao.g_00979	Syae.g_00785
OG0000729	Prao.g_01027	Syae.g_01819
OG0000730	Prao.g_01156	Syae.g_02189
OG0000731	Prao.g_01152	Syae.g_02201
OG0000732	Prao.g_01143	Syae.g_01764
OG0000733	Prao.g_01121	Syae.g_01599
OG0000734	Prao.g_01104	Syae.g_01371
OG0000735	Prao.g_01102	Syae.g_00942
OG0000736	Prao.g_01101	Syae.g_00941
OG0000737	Prao.g_01100	Syae.g_00940
OG0000738	Prao.g_01096	Syae.g_00935
OG0000739	Prao.g_01095	Syae.g_00928
OG0000740	Prao.g_01094	Syae.g_00927
OG0000741	Prao.g_01093	Syae.g_00924
OG0000742	Prao.g_01090	Syae.g_00922
OG0000743	Prao.g_01088	Syae.g_00920
OG0000744	Prao.g_01087	Syae.g_00919
OG0000745	Prao.g_01086	Syae.g_00917
OG0000746	Prao.g_01084	Syae.g_00915
OG0000747	Prao.g_01083	Syae.g_00914
OG0000748	Prao.g_01080	Syae.g_00902
OG0000749	Prao.g_01079	Syae.g_00900
OG0000750	Prao.g_01078	Syae.g_00899
OG0000751	Prao.g_01076	Syae.g_00892
OG0000752	Prao.g_01074	Syae.g_00890
OG0000753	Prao.g_01071	Syae.g_00887
OG0000754	Prao.g_01068	Syae.g_00641
OG0000755	Prao.g_01065	Syae.g_00651
OG0000756	Prao.g_01064	Syae.g_00652
OG0000757	Prao.g_01058	Syae.g_00661
OG0000758	Prao.g_01057	Syae.g_00662
OG0000759	Prao.g_01056	Syae.g_00663
OG0000760	Prao.g_01055	Syae.g_00664
OG0000761	Prao.g_01054	Syae.g_00668
OG0000762	Prao.g_01053	Syae.g_00672
OG0000763	Prao.g_01051	Syae.g_00676
OG0000764	Prao.g_01050	Syae.g_00677
OG0000765	Prao.g_01041	Syae.g_00695
OG0000766	Prao.g_01040	Syae.g_00696
OG0000767	Prao.g_01038	Syae.g_00698
OG0000768	Prao.g_01037	Syae.g_00699
OG0000769	Prao.g_01035	Syae.g_00701
OG0000770	Prao.g_01033	Syae.g_00704
OG0000771	Prao.g_00014	Syae.g_00805
OG0000772	Prao.g_01305	Syae.g_00168
OG0000773	Prao.g_01285	Syae.g_00947
OG0000774	Prao.g_01283	Syae.g_00951
OG0000775	Prao.g_01281	Syae.g_00954
OG0000776	Prao.g_01280	Syae.g_00955
OG0000777	Prao.g_01279	Syae.g_00956
OG0000778	Prao.g_01278	Syae.g_00957
OG0000779	Prao.g_01274	Syae.g_00963
OG0000780	Prao.g_01273	Syae.g_00967
OG0000781	Prao.g_01270	Syae.g_00971
OG0000782	Prao.g_01269	Syae.g_00972
OG0000783	Prao.g_01268	Syae.g_00973
OG0000784	Prao.g_01267	Syae.g_00974
OG0000785	Prao.g_01265	Syae.g_00976
OG0000786	Prao.g_01263	Syae.g_02477
OG0000787	Prao.g_01262	Syae.g_02476
OG0000788	Prao.g_01252	Syae.g_00087
OG0000789	Prao.g_01249	Syae.g_00281
OG0000790	Prao.g_01234	Syae.g_02294
OG0000791	Prao.g_01232	Syae.g_02292
OG0000792	Prao.g_01231	Syae.g_02291
OG0000793	Prao.g_01228	Syae.g_02286
OG0000794	Prao.g_01227	Syae.g_02285
OG0000795	Prao.g_01226	Syae.g_02284
OG0000796	Prao.g_01222	Syae.g_02280
OG0000797	Prao.g_01221	Syae.g_02279
OG0000799	Prao.g_01379	Syae.g_00010
OG0000800	Prao.g_01380	Syae.g_00009
OG0000801	Prao.g_01381	Syae.g_00008
OG0000802	Prao.g_01383	Syae.g_02686
OG0000803	Prao.g_01385	Syae.g_02680
OG0000804	Prao.g_01386	Syae.g_02677
OG0000805	Prao.g_01388	Syae.g_02663
OG0000806	Prao.g_01390	Syae.g_02661
OG0000807	Prao.g_01391	Syae.g_02659
OG0000808	Prao.g_01392	Syae.g_02658
OG0000809	Prao.g_01395	Syae.g_02655
OG0000810	Prao.g_01396	Syae.g_02654
OG0000811	Prao.g_01400	Syae.g_02648
OG0000812	Prao.g_01402	Syae.g_02646
OG0000813	Prao.g_01403	Syae.g_02645
OG0000814	Prao.g_01405	Syae.g_02643
OG0000815	Prao.g_01406	Syae.g_02642
OG0000816	Prao.g_01408	Syae.g_02641
OG0000817	Prao.g_01409	Syae.g_02640
OG0000818	Prao.g_01414	Syae.g_02634
OG0000819	Prao.g_01415	Syae.g_02633
OG0000820	Prao.g_01416	Syae.g_02632
OG0000821	Prao.g_01419	Syae.g_02626
OG0000822	Prao.g_01420	Syae.g_02624
OG0000823	Prao.g_01421	Syae.g_02623
OG0000824	Prao.g_01424	Syae.g_02617
OG0000825	Prao.g_01425	Syae.g_02616
OG0000826	Prao.g_01426	Syae.g_02615
OG0000827	Prao.g_01427	Syae.g_02614
OG0000828	Prao.g_01430	Syae.g_02612
OG0000829	Prao.g_01431	Syae.g_02611
OG0000830	Prao.g_01432	Syae.g_02610
OG0000831	Prao.g_01434	Syae.g_02608
OG0000832	Prao.g_01440	Syae.g_01081
OG0000833	Prao.g_01448	Syae.g_01106
OG0000834	Prao.g_01449	Syae.g_01108
OG0000835	Prao.g_01450	Syae.g_01109
OG0000836	Prao.g_01451	Syae.g_01113
OG0000837	Prao.g_01452	Syae.g_01115
OG0000838	Prao.g_01454	Syae.g_01119
OG0000839	Prao.g_01455	Syae.g_01120
OG0000840	Prao.g_01456	Syae.g_01121
OG0000841	Prao.g_01457	Syae.g_01122
OG0000842	Prao.g_01458	Syae.g_01123
OG0000843	Prao.g_01459	Syae.g_01124
OG0000844	Prao.g_01460	Syae.g_01125
OG0000845	Prao.g_01461	Syae.g_01126
OG0000846	Prao.g_01462	Syae.g_01127
OG0000847	Prao.g_01463	Syae.g_01128
OG0000848	Prao.g_01464	Syae.g_01130
OG0000849	Prao.g_01465	Syae.g_01131
OG0000850	Prao.g_01467	Syae.g_01133
OG0000851	Prao.g_01468	Syae.g_01139
OG0000852	Prao.g_01469	Syae.g_01140
OG0000853	Prao.g_01473	Syae.g_01144
OG0000854	Prao.g_01475	Syae.g_01146
OG0000855	Prao.g_01476	Syae.g_01147
OG0000856	Prao.g_01491	Syae.g_00059
OG0000857	Prao.g_01519	Syae.g_00503
OG0000858	Prao.g_01546	Syae.g_01153
OG0000859	Prao.g_01547	Syae.g_01154
OG0000860	Prao.g_01554	Syae.g_01165
OG0000861	Prao.g_01555	Syae.g_01166
OG0000862	Prao.g_01556	Syae.g_01167
OG0000863	Prao.g_01558	Syae.g_01170
OG0000864	Prao.g_01559	Syae.g_01171
OG0000865	Prao.g_01560	Syae.g_01172
OG0000866	Prao.g_01561	Syae.g_01173
OG0000867	Prao.g_01562	Syae.g_01174
OG0000868	Prao.g_01563	Syae.g_01177
OG0000869	Prao.g_01567	Syae.g_01182
OG0000870	Prao.g_01572	Syae.g_01187
OG0000871	Prao.g_01573	Syae.g_01188
OG0000872	Prao.g_01574	Syae.g_01196
OG0000873	Prao.g_01577	Syae.g_01199
OG0000874	Prao.g_01580	Syae.g_01194
OG0000875	Prao.g_01581	Syae.g_01244
OG0000876	Prao.g_01582	Syae.g_01020
OG0000877	Prao.g_01584	Syae.g_01025
OG0000878	Prao.g_01585	Syae.g_01026
OG0000879	Prao.g_01586	Syae.g_01027
OG0000880	Prao.g_01587	Syae.g_01028
OG0000881	Prao.g_01591	Syae.g_01034
OG0000882	Prao.g_01596	Syae.g_01039
OG0000883	Prao.g_01597	Syae.g_01041
OG0000884	Prao.g_01599	Syae.g_01043
OG0000885	Prao.g_01600	Syae.g_01044
OG0000886	Prao.g_01601	Syae.g_01045
OG0000887	Prao.g_01602	Syae.g_01046
OG0000888	Prao.g_01604	Syae.g_01048
OG0000889	Prao.g_01606	Syae.g_01050
OG0000890	Prao.g_01607	Syae.g_01056
OG0000891	Prao.g_01608	Syae.g_01057
OG0000892	Prao.g_01610	Syae.g_01059
OG0000893	Prao.g_01615	Syae.g_02031
OG0000894	Prao.g_01617	Syae.g_02034
OG0000895	Prao.g_01620	Syae.g_02038
OG0000896	Prao.g_01621	Syae.g_02039
OG0000897	Prao.g_01623	Syae.g_02041
OG0000898	Prao.g_01624	Syae.g_02042
OG0000899	Prao.g_01625	Syae.g_02043
OG0000900	Prao.g_01626	Syae.g_02044
OG0000901	Prao.g_01629	Syae.g_02049
OG0000902	Prao.g_01631	Syae.g_02051
OG0000903	Prao.g_01634	Syae.g_02077
OG0000904	Prao.g_01636	Syae.g_02071
OG0000905	Prao.g_01641	Syae.g_02065
OG0000906	Prao.g_01642	Syae.g_02063
OG0000907	Prao.g_01645	Syae.g_02079
OG0000908	Prao.g_01648	Syae.g_02082
OG0000909	Prao.g_01649	Syae.g_02083
OG0000910	Prao.g_01650	Syae.g_02084
OG0000911	Prao.g_01652	Syae.g_02086
OG0000912	Prao.g_01653	Syae.g_02087
OG0000913	Prao.g_01654	Syae.g_02088
OG0000914	Prao.g_01655	Syae.g_02089
OG0000915	Prao.g_01656	Syae.g_02091
OG0000916	Prao.g_01657	Syae.g_02092
OG0000917	Prao.g_01658	Syae.g_02093
OG0000918	Prao.g_01659	Syae.g_02094
OG0000919	Prao.g_01660	Syae.g_02095
OG0000920	Prao.g_01661	Syae.g_02096
OG0000921	Prao.g_01662	Syae.g_02097
OG0000922	Prao.g_01663	Syae.g_02098
OG0000923	Prao.g_01667	Syae.g_02102
OG0000924	Prao.g_01668	Syae.g_02103
OG0000925	Prao.g_01669	Syae.g_02104
OG0000926	Prao.g_01670	Syae.g_02105
OG0000927	Prao.g_01672	Syae.g_02107
OG0000928	Prao.g_01673	Syae.g_02108
OG0000929	Prao.g_01674	Syae.g_02109
OG0000930	Prao.g_01675	Syae.g_02110
OG0000931	Prao.g_01676	Syae.g_02111
OG0000932	Prao.g_01677	Syae.g_02112
OG0000933	Prao.g_01681	Syae.g_02118
OG0000934	Prao.g_01683	Syae.g_02120
OG0000935	Prao.g_01684	Syae.g_02121
OG0000936	Prao.g_01685	Syae.g_02122
OG0000937	Prao.g_01686	Syae.g_02123
OG0000938	Prao.g_01688	Syae.g_02126
OG0000939	Prao.g_01689	Syae.g_02127
OG0000940	Prao.g_01696	Syae.g_02133
OG0000941	Prao.g_01698	Syae.g_02135
OG0000942	Prao.g_01700	Syae.g_02137
OG0000943	Prao.g_01701	Syae.g_02138
OG0000944	Prao.g_01702	Syae.g_02140
OG0000945	Prao.g_01703	Syae.g_02142
OG0000946	Prao.g_01707	Syae.g_02146
OG0000947	Prao.g_01709	Syae.g_02149
OG0000948	Prao.g_01710	Syae.g_02150
OG0000949	Prao.g_01713	Syae.g_01884
OG0000950	Prao.g_01718	Syae.g_01873
OG0000951	Prao.g_01722	Syae.g_01866
OG0000952	Prao.g_01726	Syae.g_01859
OG0000953	Prao.g_01729	Syae.g_01854
OG0000954	Prao.g_01733	Syae.g_01845
OG0000955	Prao.g_01734	Syae.g_01844
OG0000956	Prao.g_01736	Syae.g_01842
OG0000957	Prao.g_01741	Syae.g_01831
OG0000958	Prao.g_01742	Syae.g_01830
OG0000959	Prao.g_01746	Syae.g_01826
OG0000960	Prao.g_01747	Syae.g_01825
OG0000961	Prao.g_01749	Syae.g_01822
OG0000962	Prao.g_01751	Syae.g_01820
OG0000963	Prao.g_01755	Syae.g_01814
OG0000964	Prao.g_01756	Syae.g_01813
OG0000965	Prao.g_01757	Syae.g_01812
OG0000966	Prao.g_01764	Syae.g_01789
OG0000967	Prao.g_01769	Syae.g_01782
OG0000968	Prao.g_01771	Syae.g_01787
OG0000969	Prao.g_01772	Syae.g_01785
OG0000970	Prao.g_01773	Syae.g_01784
OG0000971	Prao.g_01774	Syae.g_01779
OG0000972	Prao.g_01775	Syae.g_01778
OG0000973	Prao.g_01776	Syae.g_01777
OG0000974	Prao.g_01777	Syae.g_01776
OG0000975	Prao.g_01778	Syae.g_01775
OG0000976	Prao.g_01779	Syae.g_01774
OG0000977	Prao.g_01780	Syae.g_01772
OG0000978	Prao.g_01781	Syae.g_01771
OG0000979	Prao.g_01784	Syae.g_01768
OG0000980	Prao.g_01786	Syae.g_01765
OG0000981	Prao.g_01788	Syae.g_01762
OG0000982	Prao.g_01790	Syae.g_01568
OG0000983	Prao.g_01791	Syae.g_01569
OG0000984	Prao.g_01792	Syae.g_01570
OG0000985	Prao.g_01795	Syae.g_01572
OG0000986	Prao.g_01797	Syae.g_01575
OG0000987	Prao.g_01798	Syae.g_01577
OG0000988	Prao.g_01801	Syae.g_01583
OG0000989	Prao.g_01805	Syae.g_01591
OG0000990	Prao.g_01808	Syae.g_01606
OG0000991	Prao.g_01809	Syae.g_01609
OG0000992	Prao.g_01811	Syae.g_01612
OG0000993	Prao.g_01812	Syae.g_01613
OG0000994	Prao.g_01813	Syae.g_01616
OG0000995	Prao.g_01817	Syae.g_01627
OG0000996	Prao.g_01818	Syae.g_01667
OG0000997	Prao.g_01819	Syae.g_01678
OG0000998	Prao.g_01821	Syae.g_01680
OG0000999	Prao.g_01822	Syae.g_01683
OG0001000	Prao.g_01825	Syae.g_01686
OG0001001	Prao.g_01827	Syae.g_01692
OG0001002	Prao.g_01831	Syae.g_01699
OG0001003	Prao.g_01833	Syae.g_01701
OG0001004	Prao.g_01834	Syae.g_01702
OG0001005	Prao.g_01835	Syae.g_01703
OG0001006	Prao.g_01839	Syae.g_01710
OG0001007	Prao.g_01841	Syae.g_01712
OG0001008	Prao.g_00541	Syae.g_00993
OG0001009	Prao.g_00174	Syae.g_01744
OG0001010	Prao.g_00175	Syae.g_01745
OG0001011	Prao.g_00176	Syae.g_01747
OG0001012	Prao.g_00189	Syae.g_01564
OG0001013	Prao.g_00194	Syae.g_01552
OG0001014	Prao.g_00197	Syae.g_01548
OG0001015	Prao.g_00198	Syae.g_01547
OG0001016	Prao.g_00212	Syae.g_01290
OG0001017	Prao.g_00216	Syae.g_01296
OG0001018	Prao.g_00219	Syae.g_01298
OG0001019	Prao.g_00228	Syae.g_01334
OG0001020	Prao.g_00229	Syae.g_01340
OG0001021	Prao.g_00230	Syae.g_01344
OG0001022	Prao.g_00233	Syae.g_01348
OG0001023	Prao.g_00234	Syae.g_01349
OG0001024	Prao.g_00237	Syae.g_01353
OG0001025	Prao.g_00243	Syae.g_01360
OG0001026	Prao.g_00249	Syae.g_01373
OG0001027	Prao.g_00250	Syae.g_01377
OG0001028	Prao.g_00252	Syae.g_01379
OG0001029	Prao.g_00254	Syae.g_01381
OG0001030	Prao.g_00269	Syae.g_01403
OG0001031	Prao.g_00324	Syae.g_01475
OG0001032	Prao.g_00325	Syae.g_01479
OG0001033	Prao.g_00346	Syae.g_01505
OG0001034	Prao.g_00374	Syae.g_02238
OG0001035	Prao.g_00392	Syae.g_02006
OG0001036	Prao.g_00397	Syae.g_02001
OG0001037	Prao.g_00398	Syae.g_01999
OG0001038	Prao.g_00415	Syae.g_01971
OG0001039	Prao.g_00418	Syae.g_01968
OG0001040	Prao.g_00420	Syae.g_01965
OG0001041	Prao.g_00424	Syae.g_01960
OG0001042	Prao.g_00441	Syae.g_01935
OG0001043	Prao.g_00442	Syae.g_01931
OG0001044	Prao.g_00469	Syae.g_02191
OG0001045	Prao.g_00477	Syae.g_02204
OG0001046	Prao.g_00513	Syae.g_00385
OG0001047	Prao.g_00543	Syae.g_00991
OG0001048	Prao.g_00544	Syae.g_00990
OG0001049	Prao.g_00546	Syae.g_00987
OG0001050	Prao.g_00547	Syae.g_00986
OG0001051	Prao.g_00548	Syae.g_00985
OG0001052	Prao.g_00577	Syae.g_02526
OG0001053	Prao.g_00589	Syae.g_02312
OG0001054	Prao.g_00604	Syae.g_02329
OG0001055	Prao.g_00623	Syae.g_02350
OG0001056	Prao.g_01855	Syae.g_02379
OG0001057	Prao.g_01160	Syae.g_02388
OG0001058	Prao.g_01168	Syae.g_02402
OG0001059	Prao.g_01172	Syae.g_02406
OG0001060	Prao.g_01179	Syae.g_02412
OG0001061	Prao.g_01866	Syae.g_02434
OG0001062	Prao.g_01868	Syae.g_02436
OG0001063	Prao.g_01870	Syae.g_02440
OG0001064	Prao.g_00018	Syae.g_02441
OG0001065	Prao.g_00019	Syae.g_02442
OG0001066	Prao.g_00020	Syae.g_02443
OG0001067	Prao.g_00021	Syae.g_02444
OG0001068	Prao.g_00022	Syae.g_02445
OG0001069	Prao.g_00023	Syae.g_02446
OG0001070	Prao.g_00026	Syae.g_02449
OG0001071	Prao.g_00027	Syae.g_02450
OG0001072	Prao.g_00028	Syae.g_02454
OG0001073	Prao.g_00042	Syae.g_02468
OG0001074	Prao.g_00053	Syae.g_00027
OG0001075	Prao.g_00054	Syae.g_00029
OG0001076	Prao.g_00063	Syae.g_00050
OG0001077	Prao.g_00067	Syae.g_00061
OG0001078	Prao.g_00075	Syae.g_00075
OG0001079	Prao.g_00086	Syae.g_00088
OG0001080	Prao.g_00092	Syae.g_00267
OG0001081	Prao.g_00094	Syae.g_00615
OG0001082	Prao.g_00095	Syae.g_00614
OG0001083	Prao.g_00100	Syae.g_00605
OG0001084	Prao.g_00101	Syae.g_00604
OG0001085	Prao.g_00109	Syae.g_00594
OG0001086	Prao.g_00110	Syae.g_00592
OG0001087	Prao.g_00126	Syae.g_00751
OG0001088	Prao.g_00127	Syae.g_00755
OG0001089	Prao.g_00135	Syae.g_00781
OG0001090	Prao.g_00649	Syae.g_00471
OG0001091	Prao.g_00651	Syae.g_00469
OG0001092	Prao.g_00652	Syae.g_00466
OG0001093	Prao.g_00657	Syae.g_00460
OG0001094	Prao.g_00735	Syae.g_00527
OG0001095	Prao.g_00754	Syae.g_00506
OG0001096	Prao.g_00767	Syae.g_00490
OG0001097	Prao.g_00786	Syae.g_00845
OG0001098	Prao.g_00801	Syae.g_00269
OG0001099	Prao.g_00834	Syae.g_01380
OG0001100	Prao.g_00838	Syae.g_00583
OG0001101	Prao.g_00840	Syae.g_00581
OG0001102	Prao.g_00842	Syae.g_00578
OG0001103	Prao.g_00844	Syae.g_00576
OG0001104	Prao.g_00865	Syae.g_00544
OG0001105	Prao.g_00869	Syae.g_00540
OG0001106	Prao.g_00893	Syae.g_00346
OG0001107	Prao.g_00900	Syae.g_00358
OG0001108	Prao.g_00904	Syae.g_00366
OG0001109	Prao.g_00905	Syae.g_00368
OG0001110	Prao.g_00907	Syae.g_00370
OG0001111	Prao.g_00908	Syae.g_00372
OG0001112	Prao.g_00909	Syae.g_00374
OG0001113	Prao.g_00910	Syae.g_00375
OG0001114	Prao.g_00911	Syae.g_00376
OG0001115	Prao.g_00913	Syae.g_00380
OG0001116	Prao.g_00914	Syae.g_00382
OG0001117	Prao.g_00915	Syae.g_00383
OG0001118	Prao.g_00916	Syae.g_00384
OG0001119	Prao.g_00917	Syae.g_00386
OG0001120	Prao.g_00919	Syae.g_00390
OG0001121	Prao.g_01124, Prao.g_00922	Syae.g_00133
OG0001122	Prao.g_00946	Syae.g_00417
OG0001123	Prao.g_00950	Syae.g_00424
OG0001124	Prao.g_00952	Syae.g_00426
OG0001125	Prao.g_00953	Syae.g_00428
OG0001126	Prao.g_00963	Syae.g_00807
OG0001127	Prao.g_00964	Syae.g_00806
OG0001128	Prao.g_00966	Syae.g_00803
OG0001129	Prao.g_00967	Syae.g_00801
OG0001130	Prao.g_00968	Syae.g_00800
OG0001131	Prao.g_01007	Syae.g_00562
OG0001132	Prao.g_01016	Syae.g_00242
OG0001133	Prao.g_01137	Syae.g_00053
OG0001134	Prao.g_01122	Syae.g_00638
OG0001135	Prao.g_01119	Syae.g_00636
OG0001136	Prao.g_01092	Syae.g_00923
OG0001137	Prao.g_01081	Syae.g_00903
OG0001138	Prao.g_01063	Syae.g_00654
OG0001139	Prao.g_01062	Syae.g_00656
OG0001140	Prao.g_01061	Syae.g_00657
OG0001141	Prao.g_01060	Syae.g_00658
OG0001142	Prao.g_01059	Syae.g_00660
OG0001143	Prao.g_01052	Syae.g_00673
OG0001144	Prao.g_01047	Syae.g_00684
OG0001145	Prao.g_01284	Syae.g_00948
OG0001146	Prao.g_01272	Syae.g_00968
OG0001147	Prao.g_01253	Syae.g_02536
OG0001148	Prao.g_01237	Syae.g_02297
OG0001149	Prao.g_01236	Syae.g_02296
OG0001150	Prao.g_01235	Syae.g_02295
OG0001151	Prao.g_01224	Syae.g_02282
OG0001152	Prao.g_01223	Syae.g_02281
OG0001153	Prao.g_01428	Syae.g_02613
OG0001155	Prao.g_01441	Syae.g_01083
OG0001156	Prao.g_01444	Syae.g_01093
OG0001157	Prao.g_01445	Syae.g_01094
OG0001158	Prao.g_01446	Syae.g_01100
OG0001159	Prao.g_01447	Syae.g_01103
OG0001160	Prao.g_01471	Syae.g_01142
OG0001161	Prao.g_01484	Syae.g_01597
OG0001162	Prao.g_01495	Syae.g_00487
OG0001163	Prao.g_01544	Syae.g_01150
OG0001164	Prao.g_01548	Syae.g_01156
OG0001165	Prao.g_01551	Syae.g_01161
OG0001166	Prao.g_01571	Syae.g_01186
OG0001167	Prao.g_01588	Syae.g_01031
OG0001168	Prao.g_01590	Syae.g_01033
OG0001169	Prao.g_01592	Syae.g_01035
OG0001170	Prao.g_01594	Syae.g_01037
OG0001171	Prao.g_01603	Syae.g_01047
OG0001172	Prao.g_01618	Syae.g_02036
OG0001173	Prao.g_01619	Syae.g_02037
OG0001174	Prao.g_01627	Syae.g_02045
