Orthogroup	Prao	Prbb
OG0000551	Prao.g_00633	Prbb.g_00530
OG0000552	Prao.g_00634	Prbb.g_00531
OG0000553	Prao.g_00635	Prbb.g_00532
OG0000554	Prao.g_01857	Prbb.g_00537
OG0000555	Prao.g_01161	Prbb.g_00545
OG0000556	Prao.g_01163	Prbb.g_00547
OG0000557	Prao.g_01164	Prbb.g_00548
OG0000558	Prao.g_01166	Prbb.g_00551
OG0000559	Prao.g_01170	Prbb.g_00555
OG0000560	Prao.g_01173	Prbb.g_00558
OG0000561	Prao.g_01174	Prbb.g_00559
OG0000562	Prao.g_01175	Prbb.g_00560
OG0000563	Prao.g_01176	Prbb.g_00561
OG0000564	Prao.g_01177	Prbb.g_00562
OG0000565	Prao.g_01180	Prbb.g_00565
OG0000566	Prao.g_01182	Prbb.g_00567
OG0000567	Prao.g_01186	Prbb.g_00571
OG0000568	Prao.g_01187	Prbb.g_00572
OG0000569	Prao.g_01862	Prbb.g_00573
OG0000570	Prao.g_01863	Prbb.g_00574
OG0000571	Prao.g_01865	Prbb.g_00576
OG0000572	Prao.g_00025	Prbb.g_00587
OG0000573	Prao.g_00030	Prbb.g_00592
OG0000574	Prao.g_00031	Prbb.g_00594
OG0000575	Prao.g_00035	Prbb.g_00597
OG0000576	Prao.g_00037	Prbb.g_00599
OG0000577	Prao.g_00038	Prbb.g_00600
OG0000578	Prao.g_00039	Prbb.g_00601
OG0000579	Prao.g_00040	Prbb.g_00602
OG0000580	Prao.g_00041	Prbb.g_00603
OG0000581	Prao.g_00043	Prbb.g_00606
OG0000582	Prao.g_00046	Prbb.g_00609
OG0000583	Prao.g_00047	Prbb.g_00610
OG0000584	Prao.g_00048	Prbb.g_00611
OG0000585	Prao.g_00050	Prbb.g_00613
OG0000586	Prao.g_00051	Prbb.g_00614
OG0000587	Prao.g_00052	Prbb.g_00615
OG0000588	Prao.g_00056	Prbb.g_00619
OG0000589	Prao.g_00060	Prbb.g_00622
OG0000590	Prao.g_00061	Prbb.g_00623
OG0000591	Prao.g_00064	Prbb.g_00626
OG0000592	Prao.g_00065	Prbb.g_00627
OG0000593	Prao.g_00071	Prbb.g_00633
OG0000594	Prao.g_00072	Prbb.g_00634
OG0000595	Prao.g_00073	Prbb.g_00635
OG0000596	Prao.g_00077	Prbb.g_00639
OG0000597	Prao.g_00079	Prbb.g_00641
OG0000598	Prao.g_00080	Prbb.g_00642
OG0000599	Prao.g_00083	Prbb.g_00645
OG0000600	Prao.g_00084	Prbb.g_00646
OG0000601	Prao.g_00085	Prbb.g_00647
OG0000602	Prao.g_00087	Prbb.g_00649
OG0000603	Prao.g_00088	Prbb.g_00650
OG0000604	Prao.g_00089	Prbb.g_00651
OG0000605	Prao.g_00090	Prbb.g_00652
OG0000606	Prao.g_00093	Prbb.g_00655
OG0000607	Prao.g_00096	Prbb.g_00658
OG0000608	Prao.g_00097	Prbb.g_00659
OG0000609	Prao.g_00098	Prbb.g_00660
OG0000610	Prao.g_00103	Prbb.g_00667
OG0000611	Prao.g_00106	Prbb.g_00670
OG0000612	Prao.g_00107	Prbb.g_00671
OG0000613	Prao.g_00112	Prbb.g_00677
OG0000614	Prao.g_00130	Prbb.g_00700
OG0000615	Prao.g_00138	Prbb.g_00708
OG0000616	Prao.g_00142	Prbb.g_02176
OG0000617	Prao.g_00654	Prbb.g_00719
OG0000618	Prao.g_00655	Prbb.g_00720
OG0000619	Prao.g_00656	Prbb.g_00721
OG0000620	Prao.g_00659	Prbb.g_00724
OG0000621	Prao.g_00660	Prbb.g_00725
OG0000622	Prao.g_00661	Prbb.g_00726
OG0000623	Prao.g_00662	Prbb.g_00727
OG0000624	Prao.g_00663	Prbb.g_00729
OG0000625	Prao.g_00664	Prbb.g_00730
OG0000626	Prao.g_00665	Prbb.g_00731
OG0000627	Prao.g_00666	Prbb.g_00733
OG0000628	Prao.g_00667	Prbb.g_00734
OG0000629	Prao.g_00668	Prbb.g_00735
OG0000630	Prao.g_00671	Prbb.g_00738
OG0000631	Prao.g_00732	Prbb.g_00962
OG0000632	Prao.g_00733	Prbb.g_00963
OG0000633	Prao.g_00734	Prbb.g_00964
OG0000634	Prao.g_00737	Prbb.g_00779
OG0000635	Prao.g_00738	Prbb.g_00780
OG0000636	Prao.g_00740	Prbb.g_00782
OG0000637	Prao.g_00742	Prbb.g_00784
OG0000638	Prao.g_00743	Prbb.g_00785
OG0000639	Prao.g_00744	Prbb.g_00786
OG0000640	Prao.g_00745	Prbb.g_00787
OG0000641	Prao.g_00749	Prbb.g_00791
OG0000642	Prao.g_00750	Prbb.g_00792
OG0000643	Prao.g_00751	Prbb.g_00793
OG0000644	Prao.g_00752	Prbb.g_00794
OG0000645	Prao.g_00753	Prbb.g_00795
OG0000646	Prao.g_00755	Prbb.g_00798
OG0000647	Prao.g_00756	Prbb.g_00800
OG0000648	Prao.g_00758	Prbb.g_00802
OG0000649	Prao.g_00759	Prbb.g_00803
OG0000650	Prao.g_00760	Prbb.g_00804
OG0000651	Prao.g_00761	Prbb.g_00805
OG0000652	Prao.g_00762	Prbb.g_00806
OG0000653	Prao.g_00764	Prbb.g_00808
OG0000654	Prao.g_00765	Prbb.g_00809
OG0000655	Prao.g_00766	Prbb.g_00810
OG0000656	Prao.g_00769	Prbb.g_00813
OG0000657	Prao.g_00777	Prbb.g_00819
OG0000658	Prao.g_00778	Prbb.g_00821
OG0000659	Prao.g_00779	Prbb.g_00822
OG0000660	Prao.g_00783	Prbb.g_00827
OG0000661	Prao.g_00785	Prbb.g_00829
OG0000662	Prao.g_00787	Prbb.g_00831
OG0000663	Prao.g_00789	Prbb.g_00833
OG0000664	Prao.g_00790	Prbb.g_00834
OG0000665	Prao.g_00794	Prbb.g_00838
OG0000666	Prao.g_00795	Prbb.g_00839
OG0000667	Prao.g_00799	Prbb.g_00843
OG0000668	Prao.g_00829	Prbb.g_00914
OG0000669	Prao.g_00837	Prbb.g_00922
OG0000670	Prao.g_00839	Prbb.g_00925
OG0000671	Prao.g_00841	Prbb.g_00927
OG0000672	Prao.g_00843	Prbb.g_00930
OG0000673	Prao.g_00846	Prbb.g_00933
OG0000674	Prao.g_00848	Prbb.g_00935
OG0000675	Prao.g_00849	Prbb.g_00936
OG0000676	Prao.g_00851	Prbb.g_00938
OG0000677	Prao.g_00852	Prbb.g_00939
OG0000678	Prao.g_00854	Prbb.g_00942
OG0000679	Prao.g_00858	Prbb.g_00946
OG0000680	Prao.g_00859	Prbb.g_00947
OG0000681	Prao.g_00861	Prbb.g_00950
OG0000682	Prao.g_00862	Prbb.g_00951
OG0000683	Prao.g_00863	Prbb.g_00952
OG0000684	Prao.g_00864	Prbb.g_00762
OG0000685	Prao.g_00866	Prbb.g_00764
OG0000686	Prao.g_00867	Prbb.g_00765
OG0000687	Prao.g_00868	Prbb.g_00766
OG0000688	Prao.g_00871	Prbb.g_00769
OG0000689	Prao.g_00872	Prbb.g_00770
OG0000690	Prao.g_00873	Prbb.g_00771
OG0000691	Prao.g_00874	Prbb.g_00772
OG0000692	Prao.g_00876	Prbb.g_00774
OG0000693	Prao.g_00877	Prbb.g_00775
OG0000694	Prao.g_00878	Prbb.g_00776
OG0000695	Prao.g_00880	Prbb.g_00966
OG0000696	Prao.g_00881	Prbb.g_00967
OG0000697	Prao.g_00882	Prbb.g_00968
OG0000698	Prao.g_00885	Prbb.g_00971
OG0000699	Prao.g_00886	Prbb.g_00972
OG0000700	Prao.g_00887	Prbb.g_00973
OG0000701	Prao.g_00888	Prbb.g_00974
OG0000702	Prao.g_00890	Prbb.g_00976
OG0000703	Prao.g_00891	Prbb.g_00977
OG0000704	Prao.g_00892	Prbb.g_00978
OG0000705	Prao.g_00896	Prbb.g_00984
OG0000706	Prao.g_00897	Prbb.g_00985
OG0000707	Prao.g_00898	Prbb.g_00986
OG0000708	Prao.g_00899	Prbb.g_00988
OG0000709	Prao.g_00903	Prbb.g_00992
OG0000710	Prao.g_00906	Prbb.g_00995
OG0000711	Prao.g_00923	Prbb.g_01010
OG0000712	Prao.g_00925	Prbb.g_01012
OG0000713	Prao.g_00926	Prbb.g_01013
OG0000714	Prao.g_00927	Prbb.g_01014
OG0000715	Prao.g_00929	Prbb.g_01016
OG0000716	Prao.g_00931	Prbb.g_01017
OG0000717	Prao.g_00932	Prbb.g_01018
OG0000718	Prao.g_00943	Prbb.g_01036
OG0000719	Prao.g_00945	Prbb.g_01037
OG0000720	Prao.g_00954	Prbb.g_01048
OG0000721	Prao.g_00956	Prbb.g_01049
OG0000722	Prao.g_00957	Prbb.g_01050
OG0000723	Prao.g_00960	Prbb.g_01054
OG0000724	Prao.g_00969	Prbb.g_01065
OG0000725	Prao.g_00975	Prbb.g_00891
OG0000726	Prao.g_00976	Prbb.g_00890
OG0000727	Prao.g_00977	Prbb.g_00889
OG0000728	Prao.g_00979	Prbb.g_00887
OG0000729	Prao.g_01027	Prbb.g_02071
OG0000730	Prao.g_01156	Prbb.g_00392
OG0000731	Prao.g_01152	Prbb.g_00400
OG0000732	Prao.g_01143	Prbb.g_02121
OG0000733	Prao.g_01121	Prbb.g_01888
OG0000734	Prao.g_01104	Prbb.g_01533
OG0000735	Prao.g_01102	Prbb.g_01531
OG0000736	Prao.g_01101	Prbb.g_01530
OG0000737	Prao.g_01100	Prbb.g_01529
OG0000738	Prao.g_01096	Prbb.g_01525
OG0000739	Prao.g_01095	Prbb.g_01524
OG0000740	Prao.g_01094	Prbb.g_01523
OG0000741	Prao.g_01093	Prbb.g_01521
OG0000742	Prao.g_01090	Prbb.g_01518
OG0000743	Prao.g_01088	Prbb.g_01516
OG0000744	Prao.g_01087	Prbb.g_01515
OG0000745	Prao.g_01086	Prbb.g_01513
OG0000746	Prao.g_01084	Prbb.g_01511
OG0000747	Prao.g_01083	Prbb.g_01510
OG0000748	Prao.g_01080	Prbb.g_01506
OG0000749	Prao.g_01079	Prbb.g_01505
OG0000750	Prao.g_01078	Prbb.g_01504
OG0000751	Prao.g_01076	Prbb.g_01501
OG0000752	Prao.g_01074	Prbb.g_01499
OG0000753	Prao.g_01071	Prbb.g_01497
OG0000754	Prao.g_01068	Prbb.g_01493
OG0000755	Prao.g_01065	Prbb.g_01488
OG0000756	Prao.g_01064	Prbb.g_01487
OG0000757	Prao.g_01058	Prbb.g_01480
OG0000758	Prao.g_01057	Prbb.g_01479
OG0000759	Prao.g_01056	Prbb.g_01478
OG0000760	Prao.g_01055	Prbb.g_01477
OG0000761	Prao.g_01054	Prbb.g_01476
OG0000762	Prao.g_01053	Prbb.g_01475
OG0000763	Prao.g_01051	Prbb.g_01473
OG0000764	Prao.g_01050	Prbb.g_01472
OG0000765	Prao.g_01041	Prbb.g_01463
OG0000766	Prao.g_01040	Prbb.g_01462
OG0000767	Prao.g_01038	Prbb.g_01461
OG0000768	Prao.g_01037	Prbb.g_01460
OG0000769	Prao.g_01035	Prbb.g_01458
OG0000770	Prao.g_01033	Prbb.g_01457
OG0000771	Prao.g_00014	Prbb.g_01060
OG0000772	Prao.g_01305	Prbb.g_01291
OG0000773	Prao.g_01285	Prbb.g_01577
OG0000774	Prao.g_01283	Prbb.g_01580
OG0000775	Prao.g_01281	Prbb.g_01581
OG0000776	Prao.g_01280	Prbb.g_01582
OG0000777	Prao.g_01279	Prbb.g_01583
OG0000778	Prao.g_01278	Prbb.g_01584
OG0000779	Prao.g_01274	Prbb.g_01588
OG0000780	Prao.g_01273	Prbb.g_01589
OG0000781	Prao.g_01270	Prbb.g_01592
OG0000782	Prao.g_01269	Prbb.g_01593
OG0000783	Prao.g_01268	Prbb.g_01594
OG0000784	Prao.g_01267	Prbb.g_01595
OG0000785	Prao.g_01265	Prbb.g_01597
OG0000786	Prao.g_01263	Prbb.g_01600
OG0000787	Prao.g_01262	Prbb.g_01601
OG0000788	Prao.g_01252	Prbb.g_00746
OG0000789	Prao.g_01249	Prbb.g_01057
OG0000790	Prao.g_01234	Prbb.g_01644
OG0000791	Prao.g_01232	Prbb.g_01646
OG0000792	Prao.g_01231	Prbb.g_01647
OG0000793	Prao.g_01228	Prbb.g_01650
OG0000794	Prao.g_01227	Prbb.g_01651
OG0000795	Prao.g_01226	Prbb.g_01652
OG0000796	Prao.g_01222	Prbb.g_01656
OG0000797	Prao.g_01221	Prbb.g_01657
OG0000799	Prao.g_01379	Prbb.g_01668
OG0000800	Prao.g_01380	Prbb.g_01669
OG0000801	Prao.g_01381	Prbb.g_01670
OG0000802	Prao.g_01383	Prbb.g_01672
OG0000803	Prao.g_01385	Prbb.g_01674
OG0000804	Prao.g_01386	Prbb.g_01675
OG0000805	Prao.g_01388	Prbb.g_01677
OG0000806	Prao.g_01390	Prbb.g_01679
OG0000807	Prao.g_01391	Prbb.g_01680
OG0000808	Prao.g_01392	Prbb.g_01681
OG0000809	Prao.g_01395	Prbb.g_01684
OG0000810	Prao.g_01396	Prbb.g_01685
OG0000811	Prao.g_01400	Prbb.g_01689
OG0000812	Prao.g_01402	Prbb.g_01691
OG0000813	Prao.g_01403	Prbb.g_01692
OG0000814	Prao.g_01405	Prbb.g_01694
OG0000815	Prao.g_01406	Prbb.g_01695
OG0000816	Prao.g_01408	Prbb.g_01697
OG0000817	Prao.g_01409	Prbb.g_01698
OG0000818	Prao.g_01414	Prbb.g_01702
OG0000819	Prao.g_01415	Prbb.g_01703
OG0000820	Prao.g_01416	Prbb.g_01704
OG0000821	Prao.g_01419	Prbb.g_01707
OG0000822	Prao.g_01420	Prbb.g_01708
OG0000823	Prao.g_01421	Prbb.g_01709
OG0000824	Prao.g_01424	Prbb.g_01712
OG0000825	Prao.g_01425	Prbb.g_01713
OG0000826	Prao.g_01426	Prbb.g_01714
OG0000827	Prao.g_01427	Prbb.g_01715
OG0000828	Prao.g_01430	Prbb.g_01718
OG0000829	Prao.g_01431	Prbb.g_01719
OG0000830	Prao.g_01432	Prbb.g_01720
OG0000831	Prao.g_01434	Prbb.g_01722
OG0000832	Prao.g_01440	Prbb.g_01732
OG0000833	Prao.g_01448	Prbb.g_01740
OG0000834	Prao.g_01449	Prbb.g_01741
OG0000835	Prao.g_01450	Prbb.g_01742
OG0000836	Prao.g_01451	Prbb.g_01744
OG0000837	Prao.g_01452	Prbb.g_01745
OG0000838	Prao.g_01454	Prbb.g_01747
OG0000839	Prao.g_01455	Prbb.g_01748
OG0000840	Prao.g_01456	Prbb.g_01749
OG0000841	Prao.g_01457	Prbb.g_01750
OG0000842	Prao.g_01458	Prbb.g_01751
OG0000843	Prao.g_01459	Prbb.g_01752
OG0000844	Prao.g_01460	Prbb.g_01753
OG0000845	Prao.g_01461	Prbb.g_01754
OG0000846	Prao.g_01462	Prbb.g_01755
OG0000847	Prao.g_01463	Prbb.g_01756
OG0000848	Prao.g_01464	Prbb.g_01757
OG0000849	Prao.g_01465	Prbb.g_01758
OG0000850	Prao.g_01467	Prbb.g_01760
OG0000851	Prao.g_01468	Prbb.g_01761
OG0000852	Prao.g_01469	Prbb.g_01762
OG0000853	Prao.g_01473	Prbb.g_01767
OG0000854	Prao.g_01475	Prbb.g_01769
OG0000855	Prao.g_01476	Prbb.g_01770
OG0000856	Prao.g_01491	Prbb.g_01659
OG0000857	Prao.g_01519	Prbb.g_00799
OG0000858	Prao.g_01546	Prbb.g_01817
OG0000859	Prao.g_01547	Prbb.g_01818
OG0000860	Prao.g_01554	Prbb.g_01825
OG0000861	Prao.g_01555	Prbb.g_01826
OG0000862	Prao.g_01556	Prbb.g_01827
OG0000863	Prao.g_01558	Prbb.g_01828
OG0000864	Prao.g_01559	Prbb.g_01829
OG0000865	Prao.g_01560	Prbb.g_01830
OG0000866	Prao.g_01561	Prbb.g_01831
OG0000867	Prao.g_01562	Prbb.g_01832
OG0000868	Prao.g_01563	Prbb.g_01833
OG0000869	Prao.g_01567	Prbb.g_01836
OG0000870	Prao.g_01572	Prbb.g_01841
OG0000871	Prao.g_01573	Prbb.g_01842
OG0000872	Prao.g_01574	Prbb.g_01843
OG0000873	Prao.g_01577	Prbb.g_01846
OG0000874	Prao.g_01580	Prbb.g_01849
OG0000875	Prao.g_01581	Prbb.g_01851
OG0000876	Prao.g_01582	Prbb.g_01852
OG0000877	Prao.g_01584	Prbb.g_01854
OG0000878	Prao.g_01585	Prbb.g_01855
OG0000879	Prao.g_01586	Prbb.g_01856
OG0000880	Prao.g_01587	Prbb.g_01857
OG0000881	Prao.g_01591	Prbb.g_01860
OG0000882	Prao.g_01596	Prbb.g_01865
OG0000883	Prao.g_01597	Prbb.g_01867
OG0000884	Prao.g_01599	Prbb.g_01869
OG0000885	Prao.g_01600	Prbb.g_01870
OG0000886	Prao.g_01601	Prbb.g_01871
OG0000887	Prao.g_01602	Prbb.g_01872
OG0000888	Prao.g_01604	Prbb.g_01874
OG0000889	Prao.g_01606	Prbb.g_01876
OG0000890	Prao.g_01607	Prbb.g_01877
OG0000891	Prao.g_01608	Prbb.g_01878
OG0000892	Prao.g_01610	Prbb.g_01880
OG0000893	Prao.g_01615	Prbb.g_01922
OG0000894	Prao.g_01617	Prbb.g_01925
OG0000895	Prao.g_01620	Prbb.g_01928
OG0000896	Prao.g_01621	Prbb.g_01929
OG0000897	Prao.g_01623	Prbb.g_01931
OG0000898	Prao.g_01624	Prbb.g_01932
OG0000899	Prao.g_01625	Prbb.g_01933
OG0000900	Prao.g_01626	Prbb.g_01934
OG0000901	Prao.g_01629	Prbb.g_01937
OG0000902	Prao.g_01631	Prbb.g_01939
OG0000903	Prao.g_01634	Prbb.g_01948
OG0000904	Prao.g_01636	Prbb.g_01943
OG0000905	Prao.g_01641	Prbb.g_01941
OG0000906	Prao.g_01642	Prbb.g_01940
OG0000907	Prao.g_01645	Prbb.g_01958
OG0000908	Prao.g_01648	Prbb.g_01961
OG0000909	Prao.g_01649	Prbb.g_01962
OG0000910	Prao.g_01650	Prbb.g_01963
OG0000911	Prao.g_01652	Prbb.g_01965
OG0000912	Prao.g_01653	Prbb.g_01966
OG0000913	Prao.g_01654	Prbb.g_01967
OG0000914	Prao.g_01655	Prbb.g_01968
OG0000915	Prao.g_01656	Prbb.g_01969
OG0000916	Prao.g_01657	Prbb.g_01970
OG0000917	Prao.g_01658	Prbb.g_01971
OG0000918	Prao.g_01659	Prbb.g_01972
OG0000919	Prao.g_01660	Prbb.g_01973
OG0000920	Prao.g_01661	Prbb.g_01974
OG0000921	Prao.g_01662	Prbb.g_01975
OG0000922	Prao.g_01663	Prbb.g_01976
OG0000923	Prao.g_01667	Prbb.g_01980
OG0000924	Prao.g_01668	Prbb.g_01981
OG0000925	Prao.g_01669	Prbb.g_01982
OG0000926	Prao.g_01670	Prbb.g_01983
OG0000927	Prao.g_01672	Prbb.g_01985
OG0000928	Prao.g_01673	Prbb.g_01986
OG0000929	Prao.g_01674	Prbb.g_01987
OG0000930	Prao.g_01675	Prbb.g_01988
OG0000931	Prao.g_01676	Prbb.g_01989
OG0000932	Prao.g_01677	Prbb.g_01990
OG0000933	Prao.g_01681	Prbb.g_01994
OG0000934	Prao.g_01683	Prbb.g_01996
OG0000935	Prao.g_01684	Prbb.g_01997
OG0000936	Prao.g_01685	Prbb.g_01998
OG0000937	Prao.g_01686	Prbb.g_01999
OG0000938	Prao.g_01688	Prbb.g_02002
OG0000939	Prao.g_01689	Prbb.g_02003
OG0000940	Prao.g_01696	Prbb.g_02010
OG0000941	Prao.g_01698	Prbb.g_02012
OG0000942	Prao.g_01700	Prbb.g_02014
OG0000943	Prao.g_01701	Prbb.g_02015
OG0000944	Prao.g_01702	Prbb.g_02017
OG0000945	Prao.g_01703	Prbb.g_02018
OG0000946	Prao.g_01707	Prbb.g_02024
OG0000947	Prao.g_01709	Prbb.g_02026
OG0000948	Prao.g_01710	Prbb.g_02027
OG0000949	Prao.g_01713	Prbb.g_02030
OG0000950	Prao.g_01718	Prbb.g_02035
OG0000951	Prao.g_01722	Prbb.g_02039
OG0000952	Prao.g_01726	Prbb.g_02043
OG0000953	Prao.g_01729	Prbb.g_02047
OG0000954	Prao.g_01733	Prbb.g_02051
OG0000955	Prao.g_01734	Prbb.g_02052
OG0000956	Prao.g_01736	Prbb.g_02054
OG0000957	Prao.g_01741	Prbb.g_02059
OG0000958	Prao.g_01742	Prbb.g_02060
OG0000959	Prao.g_01746	Prbb.g_02064
OG0000960	Prao.g_01747	Prbb.g_02065
OG0000961	Prao.g_01749	Prbb.g_02068
OG0000962	Prao.g_01751	Prbb.g_02070
OG0000963	Prao.g_01755	Prbb.g_02075
OG0000964	Prao.g_01756	Prbb.g_02076
OG0000965	Prao.g_01757	Prbb.g_02077
OG0000966	Prao.g_01764	Prbb.g_02099
OG0000967	Prao.g_01769	Prbb.g_02103
OG0000968	Prao.g_01771	Prbb.g_02105
OG0000969	Prao.g_01772	Prbb.g_02106
OG0000970	Prao.g_01773	Prbb.g_02107
OG0000971	Prao.g_01774	Prbb.g_02108
OG0000972	Prao.g_01775	Prbb.g_02109
OG0000973	Prao.g_01776	Prbb.g_02110
OG0000974	Prao.g_01777	Prbb.g_02111
OG0000975	Prao.g_01778	Prbb.g_02112
OG0000976	Prao.g_01779	Prbb.g_02113
OG0000977	Prao.g_01780	Prbb.g_02114
OG0000978	Prao.g_01781	Prbb.g_02115
OG0000979	Prao.g_01784	Prbb.g_02118
OG0000980	Prao.g_01786	Prbb.g_02120
OG0000981	Prao.g_01788	Prbb.g_02123
OG0000982	Prao.g_01790	Prbb.g_02125
OG0000983	Prao.g_01791	Prbb.g_02126
OG0000984	Prao.g_01792	Prbb.g_02127
OG0000985	Prao.g_01795	Prbb.g_02130
OG0000986	Prao.g_01797	Prbb.g_02132
OG0000987	Prao.g_01798	Prbb.g_02133
OG0000988	Prao.g_01801	Prbb.g_02136
OG0000989	Prao.g_01805	Prbb.g_02140
OG0000990	Prao.g_01808	Prbb.g_02145
OG0000991	Prao.g_01809	Prbb.g_02146
OG0000992	Prao.g_01811	Prbb.g_02149
OG0000993	Prao.g_01812	Prbb.g_02150
OG0000994	Prao.g_01813	Prbb.g_02151
OG0000995	Prao.g_01817	Prbb.g_02155
OG0000996	Prao.g_01818	Prbb.g_02156
OG0000997	Prao.g_01819	Prbb.g_02164
OG0000998	Prao.g_01821	Prbb.g_02166
OG0000999	Prao.g_01822	Prbb.g_02167
OG0001000	Prao.g_01825	Prbb.g_02170
OG0001001	Prao.g_01827	Prbb.g_02173
OG0001002	Prao.g_01831	Prbb.g_02178
OG0001003	Prao.g_01833	Prbb.g_02180
OG0001004	Prao.g_01834	Prbb.g_02181
OG0001005	Prao.g_01835	Prbb.g_02182
OG0001006	Prao.g_01839	Prbb.g_02187
OG0001007	Prao.g_01841	Prbb.g_02189
OG0001008	Prao.g_00541	Prbb.g_00442
OG0001009	Prao.g_00174	Prbb.g_00028
OG0001010	Prao.g_00175	Prbb.g_00029
OG0001011	Prao.g_00176	Prbb.g_00030
OG0001012	Prao.g_00189	Prbb.g_00058
OG0001013	Prao.g_00194	Prbb.g_00063
OG0001014	Prao.g_00197	Prbb.g_00066
OG0001015	Prao.g_00198	Prbb.g_00067
OG0001016	Prao.g_00212	Prbb.g_00128
OG0001017	Prao.g_00216	Prbb.g_00132
OG0001018	Prao.g_00219	Prbb.g_00135
OG0001019	Prao.g_00228	Prbb.g_00144
OG0001020	Prao.g_00229	Prbb.g_00145
OG0001021	Prao.g_00230	Prbb.g_00146
OG0001022	Prao.g_00233	Prbb.g_00149
OG0001023	Prao.g_00234	Prbb.g_00150
OG0001024	Prao.g_00237	Prbb.g_00153
OG0001025	Prao.g_00243	Prbb.g_00160
OG0001026	Prao.g_00249	Prbb.g_00168
OG0001027	Prao.g_00250	Prbb.g_00169
OG0001028	Prao.g_00252	Prbb.g_00171
OG0001029	Prao.g_00254	Prbb.g_00173
OG0001030	Prao.g_00269	Prbb.g_00189
OG0001031	Prao.g_00324	Prbb.g_00243
OG0001032	Prao.g_00325	Prbb.g_00244
OG0001033	Prao.g_00346	Prbb.g_00264
OG0001034	Prao.g_00374	Prbb.g_00293
OG0001035	Prao.g_00392	Prbb.g_00310
OG0001036	Prao.g_00397	Prbb.g_00314
OG0001037	Prao.g_00398	Prbb.g_00315
OG0001038	Prao.g_00415	Prbb.g_00331
OG0001040	Prao.g_00420	Prbb.g_00335
OG0001041	Prao.g_00424	Prbb.g_00339
OG0001042	Prao.g_00441	Prbb.g_00355
OG0001043	Prao.g_00442	Prbb.g_00356
OG0001044	Prao.g_00469	Prbb.g_00393
OG0001045	Prao.g_00477	Prbb.g_00402
OG0001046	Prao.g_00513	Prbb.g_01124
OG0001047	Prao.g_00543	Prbb.g_00444
OG0001048	Prao.g_00544	Prbb.g_00445
OG0001049	Prao.g_00546	Prbb.g_00447
OG0001050	Prao.g_00547	Prbb.g_00448
OG0001051	Prao.g_00548	Prbb.g_00449
OG0001052	Prao.g_00577	Prbb.g_00475
OG0001053	Prao.g_00589	Prbb.g_00488
OG0001054	Prao.g_00604	Prbb.g_00502
OG0001055	Prao.g_00623	Prbb.g_00521
OG0001056	Prao.g_01855	Prbb.g_00539
OG0001057	Prao.g_01160	Prbb.g_00544
OG0001058	Prao.g_01168	Prbb.g_00553
OG0001059	Prao.g_01172	Prbb.g_00557
OG0001060	Prao.g_01179	Prbb.g_00564
OG0001061	Prao.g_01866	Prbb.g_00577
OG0001062	Prao.g_01868	Prbb.g_00579
OG0001063	Prao.g_01870	Prbb.g_00580
OG0001064	Prao.g_00018	Prbb.g_00581
OG0001065	Prao.g_00019	Prbb.g_00582
OG0001066	Prao.g_00020	Prbb.g_00583
OG0001067	Prao.g_00021	Prbb.g_00584
OG0001068	Prao.g_00022	Prbb.g_00585
OG0001069	Prao.g_00023	Prbb.g_00586
OG0001070	Prao.g_00026	Prbb.g_00588
OG0001071	Prao.g_00027	Prbb.g_00589
OG0001072	Prao.g_00028	Prbb.g_00590
OG0001073	Prao.g_00042	Prbb.g_00604
OG0001074	Prao.g_00053	Prbb.g_00616
OG0001075	Prao.g_00054	Prbb.g_00617
OG0001076	Prao.g_00063	Prbb.g_00624
OG0001077	Prao.g_00067	Prbb.g_00629
OG0001078	Prao.g_00075	Prbb.g_00637
OG0001079	Prao.g_00086	Prbb.g_00648
OG0001080	Prao.g_00092	Prbb.g_00654
OG0001081	Prao.g_00094	Prbb.g_00656
OG0001082	Prao.g_00095	Prbb.g_00657
OG0001083	Prao.g_00100	Prbb.g_00662
OG0001084	Prao.g_00101	Prbb.g_00664
OG0001085	Prao.g_00109	Prbb.g_00674
OG0001086	Prao.g_00110	Prbb.g_00675
OG0001087	Prao.g_00126	Prbb.g_00694
OG0001088	Prao.g_00127	Prbb.g_00695
OG0001089	Prao.g_00135	Prbb.g_00705
OG0001090	Prao.g_00649	Prbb.g_00714
OG0001091	Prao.g_00651	Prbb.g_00716
OG0001092	Prao.g_00652	Prbb.g_00717
OG0001093	Prao.g_00657	Prbb.g_00722
OG0001094	Prao.g_00735	Prbb.g_00777
OG0001095	Prao.g_00754	Prbb.g_00796
OG0001096	Prao.g_00767	Prbb.g_00811
OG0001097	Prao.g_00786	Prbb.g_00830
OG0001098	Prao.g_00801	Prbb.g_00847
OG0001099	Prao.g_00834	Prbb.g_00917
OG0001100	Prao.g_00838	Prbb.g_00924
OG0001101	Prao.g_00840	Prbb.g_00926
OG0001102	Prao.g_00842	Prbb.g_00929
OG0001103	Prao.g_00844	Prbb.g_00931
OG0001104	Prao.g_00865	Prbb.g_00763
OG0001105	Prao.g_00869	Prbb.g_00767
OG0001106	Prao.g_00893	Prbb.g_00979
OG0001107	Prao.g_00900	Prbb.g_00989
OG0001108	Prao.g_00904	Prbb.g_00993
OG0001109	Prao.g_00905	Prbb.g_00994
OG0001110	Prao.g_00907	Prbb.g_00996
OG0001111	Prao.g_00908	Prbb.g_00997
