Orthogroup	Prao	Syap
OG0000593	Prao.g_00071	Syap.g_00890
OG0000594	Prao.g_00072	Syap.g_00891
OG0000595	Prao.g_00073	Syap.g_00892
OG0000596	Prao.g_00077	Syap.g_00898
OG0000597	Prao.g_00079	Syap.g_00903
OG0000598	Prao.g_00080	Syap.g_00904
OG0000599	Prao.g_00083	Syap.g_00908
OG0000600	Prao.g_00084	Syap.g_00909
OG0000601	Prao.g_00085	Syap.g_00910
OG0000602	Prao.g_00087	Syap.g_00640
OG0000603	Prao.g_00088	Syap.g_00641
OG0000604	Prao.g_00089	Syap.g_02769
OG0000605	Prao.g_00090	Syap.g_02501, Syap.g_02771
OG0000606	Prao.g_00093	Syap.g_02506
OG0000607	Prao.g_00096	Syap.g_00093
OG0000608	Prao.g_00097	Syap.g_00094
OG0000609	Prao.g_00098	Syap.g_00096
OG0000610	Prao.g_00103	Syap.g_01963
OG0000611	Prao.g_00106	Syap.g_01958
OG0000612	Prao.g_00107	Syap.g_01957
OG0000613	Prao.g_00112	Syap.g_02480
OG0000615	Prao.g_00138	Syap.g_00154
OG0000616	Prao.g_00142	Syap.g_00127
OG0000617	Prao.g_00654	Syap.g_00513
OG0000618	Prao.g_00655	Syap.g_00514
OG0000619	Prao.g_00656	Syap.g_00515
OG0000620	Prao.g_00659	Syap.g_00520
OG0000621	Prao.g_00660	Syap.g_00521
OG0000622	Prao.g_00661	Syap.g_00523
OG0000623	Prao.g_00662	Syap.g_00526
OG0000624	Prao.g_00663	Syap.g_00527
OG0000625	Prao.g_00664	Syap.g_00528
OG0000626	Prao.g_00665	Syap.g_00529
OG0000627	Prao.g_00666	Syap.g_00848
OG0000628	Prao.g_00667	Syap.g_00850
OG0000629	Prao.g_00668	Syap.g_02334
OG0000630	Prao.g_00671	Syap.g_02793
OG0000631	Prao.g_00732	Syap.g_01724
OG0000632	Prao.g_00733	Syap.g_01725
OG0000633	Prao.g_00734	Syap.g_01726
OG0000634	Prao.g_00737	Syap.g_00190
OG0000635	Prao.g_00738	Syap.g_00191
OG0000636	Prao.g_00740	Syap.g_00193
OG0000637	Prao.g_00742	Syap.g_00195
OG0000638	Prao.g_00743	Syap.g_00196
OG0000639	Prao.g_00744	Syap.g_00197
OG0000640	Prao.g_00745	Syap.g_00198
OG0000641	Prao.g_00749	Syap.g_00203
OG0000642	Prao.g_00750	Syap.g_02732
OG0000643	Prao.g_00751	Syap.g_02731
OG0000644	Prao.g_00752	Syap.g_02730
OG0000645	Prao.g_00753	Syap.g_02726
OG0000646	Prao.g_00755	Syap.g_02723
OG0000647	Prao.g_00756	Syap.g_02721
OG0000648	Prao.g_00758	Syap.g_02719
OG0000649	Prao.g_00759	Syap.g_02718
OG0000650	Prao.g_00760	Syap.g_02717
OG0000651	Prao.g_00761	Syap.g_02716
OG0000652	Prao.g_00762	Syap.g_02715
OG0000653	Prao.g_00764	Syap.g_02713
OG0000654	Prao.g_00765	Syap.g_02711
OG0000655	Prao.g_00766	Syap.g_02710
OG0000656	Prao.g_00769	Syap.g_02706
OG0000657	Prao.g_00777	Syap.g_01845
OG0000658	Prao.g_00778	Syap.g_01841
OG0000659	Prao.g_00779	Syap.g_01840
OG0000660	Prao.g_00783	Syap.g_01835
OG0000662	Prao.g_00787	Syap.g_00823
OG0000663	Prao.g_00789	Syap.g_00826
OG0000664	Prao.g_00790	Syap.g_00828
OG0000665	Prao.g_00794	Syap.g_02331
OG0000666	Prao.g_00795	Syap.g_01573
OG0000667	Prao.g_00799	Syap.g_01979
OG0000668	Prao.g_00829	Syap.g_02765
OG0000669	Prao.g_00837	Syap.g_02371
OG0000670	Prao.g_00839	Syap.g_02368
OG0000671	Prao.g_00841	Syap.g_01260
OG0000672	Prao.g_00843	Syap.g_01257
OG0000673	Prao.g_00846	Syap.g_01253
OG0000674	Prao.g_00848	Syap.g_01251
OG0000675	Prao.g_00849	Syap.g_01250
OG0000676	Prao.g_00851	Syap.g_01248
OG0000677	Prao.g_00852	Syap.g_01246
OG0000678	Prao.g_00854	Syap.g_01239
OG0000679	Prao.g_00858	Syap.g_00157
OG0000680	Prao.g_00859	Syap.g_00158
OG0000681	Prao.g_00861	Syap.g_00163
OG0000682	Prao.g_00862	Syap.g_00165
OG0000683	Prao.g_00863	Syap.g_00166
OG0000684	Prao.g_00864	Syap.g_00169
OG0000685	Prao.g_00866	Syap.g_00172
OG0000686	Prao.g_00867	Syap.g_00173
OG0000687	Prao.g_00868	Syap.g_00174
OG0000688	Prao.g_00871	Syap.g_00178
OG0000689	Prao.g_00872	Syap.g_00180
OG0000690	Prao.g_00873	Syap.g_00181
OG0000691	Prao.g_00874	Syap.g_00182
OG0000692	Prao.g_00876	Syap.g_00184
OG0000693	Prao.g_00877	Syap.g_00185
OG0000694	Prao.g_00878	Syap.g_00186
OG0000695	Prao.g_00880	Syap.g_01729
OG0000696	Prao.g_00881	Syap.g_01730
OG0000697	Prao.g_00882	Syap.g_01734
OG0000698	Prao.g_00885	Syap.g_01737
OG0000699	Prao.g_00886	Syap.g_01738
OG0000700	Prao.g_00887	Syap.g_01739
OG0000701	Prao.g_00888	Syap.g_01740
OG0000702	Prao.g_00890	Syap.g_01747
OG0000703	Prao.g_00891	Syap.g_01750
OG0000704	Prao.g_00892	Syap.g_01753
OG0000705	Prao.g_00896	Syap.g_02022
OG0000706	Prao.g_00897	Syap.g_02020
OG0000707	Prao.g_00898	Syap.g_02019
OG0000708	Prao.g_00899	Syap.g_02016
OG0000709	Prao.g_00903	Syap.g_00121
OG0000711	Prao.g_00923	Syap.g_02686
OG0000712	Prao.g_00925	Syap.g_02688
OG0000713	Prao.g_00926	Syap.g_02689
OG0000714	Prao.g_00927	Syap.g_02691
OG0000715	Prao.g_00929	Syap.g_02693
OG0000716	Prao.g_00931	Syap.g_02696
OG0000717	Prao.g_00932	Syap.g_02697
OG0000718	Prao.g_00943	Syap.g_02701
OG0000719	Prao.g_00945	Syap.g_02767
OG0000720	Prao.g_00954	Syap.g_02780
OG0000721	Prao.g_00956	Syap.g_02782
OG0000722	Prao.g_00957	Syap.g_02783
OG0000723	Prao.g_00960	Syap.g_00532
OG0000725	Prao.g_00975	Syap.g_01559
OG0000726	Prao.g_00976	Syap.g_01560
OG0000727	Prao.g_00977	Syap.g_01561
OG0000728	Prao.g_00979	Syap.g_01564
OG0000729	Prao.g_01027	Syap.g_01122
OG0000730	Prao.g_01156	Syap.g_00572
OG0000731	Prao.g_01152	Syap.g_00560
OG0000732	Prao.g_01143	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Prao.g_01121	Syap.g_01971
OG0000734	Prao.g_01104	Syap.g_02628
OG0000735	Prao.g_01102	Syap.g_00244
OG0000736	Prao.g_01101	Syap.g_00243
OG0000737	Prao.g_01100	Syap.g_00242
OG0000738	Prao.g_01096	Syap.g_00236
OG0000739	Prao.g_01095	Syap.g_00235
OG0000740	Prao.g_01094	Syap.g_00234
OG0000741	Prao.g_01093	Syap.g_00231
OG0000742	Prao.g_01090	Syap.g_00229
OG0000743	Prao.g_01088	Syap.g_00226
OG0000744	Prao.g_01087	Syap.g_00225
OG0000745	Prao.g_01086	Syap.g_00222
OG0000746	Prao.g_01084	Syap.g_00220
OG0000747	Prao.g_01083	Syap.g_00219
OG0000748	Prao.g_01080	Syap.g_00212
OG0000749	Prao.g_01079	Syap.g_00211
OG0000750	Prao.g_01078	Syap.g_00210
OG0000751	Prao.g_01076	Syap.g_00205
OG0000752	Prao.g_01074	Syap.g_01793
OG0000753	Prao.g_01071	Syap.g_02775
OG0000754	Prao.g_01068	Syap.g_01883
OG0000755	Prao.g_01065	Syap.g_01893
OG0000757	Prao.g_01058	Syap.g_00427
OG0000758	Prao.g_01057	Syap.g_00428
OG0000759	Prao.g_01056	Syap.g_00429
OG0000760	Prao.g_01055	Syap.g_00430
OG0000761	Prao.g_01054	Syap.g_00431
OG0000762	Prao.g_01053	Syap.g_00434
OG0000763	Prao.g_01051	Syap.g_02624
OG0000764	Prao.g_01050	Syap.g_02623
OG0000765	Prao.g_01041	Syap.g_02440
OG0000766	Prao.g_01040	Syap.g_02439
OG0000767	Prao.g_01038	Syap.g_02437
OG0000768	Prao.g_01037	Syap.g_02436
OG0000769	Prao.g_01035	Syap.g_02434
OG0000770	Prao.g_01033	Syap.g_02431
OG0000772	Prao.g_01305	Syap.g_02295
OG0000773	Prao.g_01285	Syap.g_00885
OG0000774	Prao.g_01283	Syap.g_01473
OG0000775	Prao.g_01281	Syap.g_01475
OG0000776	Prao.g_01280	Syap.g_01476
OG0000777	Prao.g_01279	Syap.g_01478
OG0000778	Prao.g_01278	Syap.g_01479
OG0000779	Prao.g_01274	Syap.g_01494
OG0000780	Prao.g_01273	Syap.g_01496
OG0000781	Prao.g_01270	Syap.g_02609
OG0000782	Prao.g_01269	Syap.g_02611
OG0000783	Prao.g_01268	Syap.g_02612
OG0000784	Prao.g_01267	Syap.g_02613
OG0000785	Prao.g_01265	Syap.g_02281
OG0000786	Prao.g_01263	Syap.g_02287
OG0000787	Prao.g_01262	Syap.g_02288
OG0000788	Prao.g_01252	Syap.g_01932
OG0000789	Prao.g_01249	Syap.g_00372
OG0000791	Prao.g_01232	Syap.g_02520
OG0000792	Prao.g_01231	Syap.g_02519
OG0000793	Prao.g_01228	Syap.g_02141
OG0000794	Prao.g_01227	Syap.g_02200
OG0000795	Prao.g_01226	Syap.g_02199
OG0000796	Prao.g_01222	Syap.g_02448
OG0000797	Prao.g_01221	Syap.g_02449
OG0000799	Prao.g_01379	Syap.g_02488
OG0000800	Prao.g_01380	Syap.g_02487
OG0000801	Prao.g_01381	Syap.g_02486
OG0000802	Prao.g_01383	Syap.g_02659
OG0000803	Prao.g_01385	Syap.g_02109
OG0000804	Prao.g_01386	Syap.g_02113
OG0000805	Prao.g_01388	Syap.g_02115
OG0000806	Prao.g_01390	Syap.g_02117
OG0000807	Prao.g_01391	Syap.g_02118
OG0000808	Prao.g_01392	Syap.g_02119
OG0000809	Prao.g_01395	Syap.g_02122
OG0000810	Prao.g_01396	Syap.g_02124
OG0000811	Prao.g_01400	Syap.g_02472
OG0000812	Prao.g_01402	Syap.g_02474
OG0000813	Prao.g_01403	Syap.g_02475
OG0000814	Prao.g_01405	Syap.g_02753
OG0000815	Prao.g_01406	Syap.g_02752
OG0000816	Prao.g_01408	Syap.g_02289
OG0000817	Prao.g_01409	Syap.g_02527
OG0000818	Prao.g_01414	Syap.g_02001
OG0000819	Prao.g_01415	Syap.g_02002
OG0000820	Prao.g_01416	Syap.g_02003
OG0000821	Prao.g_01419	Syap.g_02009
OG0000822	Prao.g_01420	Syap.g_02011
OG0000824	Prao.g_01424	Syap.g_00008
OG0000825	Prao.g_01425	Syap.g_00009
OG0000826	Prao.g_01426	Syap.g_00010
OG0000827	Prao.g_01427	Syap.g_00011
OG0000828	Prao.g_01430	Syap.g_00014
OG0000829	Prao.g_01431	Syap.g_00015
OG0000830	Prao.g_01432	Syap.g_00016
OG0000831	Prao.g_01434	Syap.g_00019
OG0000832	Prao.g_01440	Syap.g_00752
OG0000833	Prao.g_01448	Syap.g_00021
OG0000834	Prao.g_01449	Syap.g_00023
OG0000835	Prao.g_01450	Syap.g_00024
OG0000836	Prao.g_01451	Syap.g_00026
OG0000837	Prao.g_01452	Syap.g_00027
OG0000838	Prao.g_01454	Syap.g_00031
OG0000839	Prao.g_01455	Syap.g_00032
OG0000840	Prao.g_01456	Syap.g_00033
OG0000841	Prao.g_01457	Syap.g_00034
OG0000842	Prao.g_01458	Syap.g_00035
OG0000843	Prao.g_01459	Syap.g_00036
OG0000844	Prao.g_01460	Syap.g_00039
OG0000845	Prao.g_01461	Syap.g_00040
OG0000846	Prao.g_01462	Syap.g_00042
OG0000847	Prao.g_01463	Syap.g_00043
OG0000848	Prao.g_01464	Syap.g_00045
OG0000849	Prao.g_01465	Syap.g_00046
OG0000850	Prao.g_01467	Syap.g_00310
OG0000851	Prao.g_01468	Syap.g_01214
OG0000852	Prao.g_01469	Syap.g_01215
OG0000853	Prao.g_01473	Syap.g_01219
OG0000854	Prao.g_01475	Syap.g_01222
OG0000855	Prao.g_01476	Syap.g_01223
OG0000856	Prao.g_01491	Syap.g_01286
OG0000857	Prao.g_01519	Syap.g_02722
OG0000858	Prao.g_01546	Syap.g_00612
OG0000859	Prao.g_01547	Syap.g_00613
OG0000860	Prao.g_01554	Syap.g_00623
OG0000861	Prao.g_01555	Syap.g_02789
OG0000862	Prao.g_01556	Syap.g_01789
OG0000863	Prao.g_01558	Syap.g_01784
OG0000864	Prao.g_01559	Syap.g_01783
OG0000865	Prao.g_01560	Syap.g_01781, Syap.g_01782
OG0000866	Prao.g_01561	Syap.g_01780
OG0000867	Prao.g_01562	Syap.g_01779
OG0000868	Prao.g_01563	Syap.g_01775
OG0000869	Prao.g_01567	Syap.g_01770
OG0000870	Prao.g_01572	Syap.g_01401
OG0000871	Prao.g_01573	Syap.g_01400
OG0000872	Prao.g_01574	Syap.g_01394
OG0000873	Prao.g_01577	Syap.g_01390
OG0000874	Prao.g_01580	Syap.g_01388
OG0000875	Prao.g_01581	Syap.g_01386
OG0000876	Prao.g_01582	Syap.g_00822
OG0000877	Prao.g_01584	Syap.g_01380
OG0000878	Prao.g_01585	Syap.g_01378
OG0000879	Prao.g_01586	Syap.g_01377
OG0000880	Prao.g_01587	Syap.g_01376
OG0000882	Prao.g_01596	Syap.g_01516
OG0000883	Prao.g_01597	Syap.g_01511
OG0000884	Prao.g_01599	Syap.g_01509
OG0000885	Prao.g_01600	Syap.g_01508
OG0000886	Prao.g_01601	Syap.g_01507
OG0000887	Prao.g_01602	Syap.g_01506
OG0000888	Prao.g_01604	Syap.g_01504
OG0000889	Prao.g_01606	Syap.g_01502
OG0000890	Prao.g_01607	Syap.g_01499
OG0000891	Prao.g_01608	Syap.g_01498
OG0000892	Prao.g_01610	Syap.g_02671
OG0000893	Prao.g_01615	Syap.g_02497
OG0000894	Prao.g_01617	Syap.g_02679
OG0000895	Prao.g_01620	Syap.g_00546
OG0000896	Prao.g_01621	Syap.g_00545
OG0000897	Prao.g_01623	Syap.g_00543
OG0000898	Prao.g_01624	Syap.g_00542
OG0000899	Prao.g_01625	Syap.g_00541
OG0000900	Prao.g_01626	Syap.g_00540
OG0000901	Prao.g_01629	Syap.g_01930
OG0000902	Prao.g_01631	Syap.g_01929
OG0000903	Prao.g_01634	Syap.g_01916
OG0000904	Prao.g_01636	Syap.g_01922
OG0000905	Prao.g_01641	Syap.g_01925
OG0000906	Prao.g_01642	Syap.g_01927
OG0000907	Prao.g_01645	Syap.g_01914
OG0000908	Prao.g_01648	Syap.g_01235
OG0000909	Prao.g_01649	Syap.g_01236
OG0000910	Prao.g_01650	Syap.g_01237
OG0000911	Prao.g_01652	Syap.g_00511
OG0000912	Prao.g_01653	Syap.g_00510
OG0000913	Prao.g_01654	Syap.g_00509
OG0000914	Prao.g_01655	Syap.g_00508
OG0000915	Prao.g_01656	Syap.g_00506
OG0000916	Prao.g_01657	Syap.g_00505
OG0000917	Prao.g_01658	Syap.g_00504
OG0000918	Prao.g_01659	Syap.g_00503
OG0000919	Prao.g_01660	Syap.g_00502
OG0000920	Prao.g_01661	Syap.g_00501
OG0000921	Prao.g_01662	Syap.g_00500
OG0000922	Prao.g_01663	Syap.g_00499
OG0000923	Prao.g_01667	Syap.g_00495
OG0000924	Prao.g_01668	Syap.g_00494
OG0000925	Prao.g_01669	Syap.g_00493
OG0000926	Prao.g_01670	Syap.g_00492
OG0000927	Prao.g_01672	Syap.g_00490
OG0000928	Prao.g_01673	Syap.g_00489
OG0000929	Prao.g_01674	Syap.g_00488
OG0000930	Prao.g_01675	Syap.g_00487
OG0000931	Prao.g_01676	Syap.g_00486
OG0000932	Prao.g_01677	Syap.g_00485
OG0000933	Prao.g_01681	Syap.g_00479
OG0000934	Prao.g_01683	Syap.g_00477
OG0000935	Prao.g_01684	Syap.g_00476
OG0000936	Prao.g_01685	Syap.g_00475
OG0000937	Prao.g_01686	Syap.g_00474
OG0000938	Prao.g_01688	Syap.g_00471
OG0000939	Prao.g_01689	Syap.g_00469
OG0000940	Prao.g_01696	Syap.g_00460
OG0000941	Prao.g_01698	Syap.g_00458
OG0000942	Prao.g_01700	Syap.g_00606
OG0000943	Prao.g_01701	Syap.g_00604
OG0000944	Prao.g_01702	Syap.g_00602
OG0000945	Prao.g_01703	Syap.g_00601
OG0000946	Prao.g_01707	Syap.g_00595
OG0000947	Prao.g_01709	Syap.g_00591
OG0000948	Prao.g_01710	Syap.g_00590
OG0000949	Prao.g_01713	Syap.g_01051
OG0000950	Prao.g_01718	Syap.g_01061
OG0000951	Prao.g_01722	Syap.g_01070
OG0000952	Prao.g_01726	Syap.g_01074
OG0000953	Prao.g_01729	Syap.g_01078
OG0000954	Prao.g_01733	Syap.g_01089
OG0000955	Prao.g_01734	Syap.g_01090
OG0000956	Prao.g_01736	Syap.g_01092
OG0000957	Prao.g_01741	Syap.g_01109
OG0000958	Prao.g_01742	Syap.g_01110
OG0000959	Prao.g_01746	Syap.g_01114
OG0000960	Prao.g_01747	Syap.g_01115
OG0000961	Prao.g_01749	Syap.g_02170
OG0000962	Prao.g_01751	Syap.g_01121
OG0000963	Prao.g_01755	Syap.g_01124
OG0000964	Prao.g_01756	Syap.g_01125
OG0000965	Prao.g_01757	Syap.g_01126
OG0000966	Prao.g_01764	Syap.g_01141
OG0000967	Prao.g_01769	Syap.g_00633
OG0000968	Prao.g_01771	Syap.g_00998
OG0000969	Prao.g_01772	Syap.g_00996
OG0000970	Prao.g_01773	Syap.g_00995
OG0000971	Prao.g_01774	Syap.g_00993
OG0000972	Prao.g_01775	Syap.g_00992
OG0000973	Prao.g_01776	Syap.g_00991
OG0000974	Prao.g_01777	Syap.g_00990
OG0000975	Prao.g_01778	Syap.g_00989
OG0000976	Prao.g_01779	Syap.g_00988
OG0000977	Prao.g_01780	Syap.g_00986
OG0000978	Prao.g_01781	Syap.g_00985
OG0000979	Prao.g_01784	Syap.g_00980
OG0000980	Prao.g_01786	Syap.g_00977
OG0000981	Prao.g_01788	Syap.g_01812
OG0000982	Prao.g_01790	Syap.g_00132
OG0000983	Prao.g_01791	Syap.g_00134
OG0000984	Prao.g_01792	Syap.g_00135
OG0000985	Prao.g_01795	Syap.g_00140
OG0000986	Prao.g_01797	Syap.g_01044
OG0000987	Prao.g_01798	Syap.g_01033
OG0000988	Prao.g_01801	Syap.g_01027
OG0000989	Prao.g_01805	Syap.g_01011
OG0000990	Prao.g_01808	Syap.g_02087
OG0000991	Prao.g_01809	Syap.g_02091
OG0000992	Prao.g_01811	Syap.g_02095
OG0000993	Prao.g_01812	Syap.g_02097
OG0000994	Prao.g_01813	Syap.g_02101
OG0000996	Prao.g_01818	Syap.g_01817
OG0000997	Prao.g_01819	Syap.g_02590
OG0000998	Prao.g_01821	Syap.g_02591
OG0000999	Prao.g_01822	Syap.g_02592
OG0001001	Prao.g_01827	Syap.g_02605
OG0001002	Prao.g_01831	Syap.g_00124
OG0001003	Prao.g_01833	Syap.g_02310
OG0001004	Prao.g_01834	Syap.g_02311
OG0001005	Prao.g_01835	Syap.g_02312
OG0001006	Prao.g_01839	Syap.g_00053
OG0001007	Prao.g_01841	Syap.g_00055
OG0001008	Prao.g_00541	Syap.g_02060
OG0001012	Prao.g_00189	Syap.g_00371
OG0001013	Prao.g_00194	Syap.g_01325
OG0001016	Prao.g_00212	Syap.g_01695
OG0001033	Prao.g_00346	Syap.g_00105
OG0001035	Prao.g_00392	Syap.g_01594
OG0001038	Prao.g_00415	Syap.g_01362
OG0001039	Prao.g_00418	Syap.g_01359
OG0001040	Prao.g_00420	Syap.g_01356
OG0001041	Prao.g_00424	Syap.g_01352
OG0001043	Prao.g_00442	Syap.g_01676
OG0001044	Prao.g_00469	Syap.g_00571
OG0001053	Prao.g_00589	Syap.g_02253
OG0001054	Prao.g_00604	Syap.g_00274
OG0001055	Prao.g_00623	Syap.g_00252
OG0001059	Prao.g_01172	Syap.g_00306
OG0001060	Prao.g_01179	Syap.g_00299
OG0001061	Prao.g_01866	Syap.g_01309
OG0001062	Prao.g_01868	Syap.g_01314
OG0001072	Prao.g_00028	Syap.g_00441
OG0001073	Prao.g_00042	Syap.g_00122, Syap.g_00455
OG0001078	Prao.g_00075	Syap.g_00896
OG0001080	Prao.g_00092	Syap.g_02505
OG0001085	Prao.g_00109	Syap.g_01953
OG0001094	Prao.g_00735	Syap.g_00187
OG0001095	Prao.g_00754	Syap.g_02725
OG0001096	Prao.g_00767	Syap.g_02709
OG0001100	Prao.g_00838	Syap.g_02369
OG0001102	Prao.g_00842	Syap.g_01258
OG0001103	Prao.g_00844	Syap.g_01256
OG0001104	Prao.g_00865	Syap.g_00171
OG0001105	Prao.g_00869	Syap.g_00175
OG0001107	Prao.g_00900	Syap.g_02015
OG0001108	Prao.g_00904	Syap.g_00119
OG0001122	Prao.g_00946	Syap.g_02766
OG0001123	Prao.g_00950	Syap.g_01872
OG0001133	Prao.g_01137	Syap.g_01292
OG0001136	Prao.g_01092	Syap.g_00230
OG0001137	Prao.g_01081	Syap.g_00213
OG0001140	Prao.g_01061	Syap.g_02134
OG0001152	Prao.g_01223	Syap.g_02447
OG0001154	Prao.g_01429	Syap.g_00013
OG0001155	Prao.g_01441	Syap.g_00750
OG0001160	Prao.g_01471	Syap.g_01217
OG0001162	Prao.g_01495	Syap.g_02366
OG0001163	Prao.g_01544	Syap.g_00609
OG0001164	Prao.g_01548	Syap.g_00614
OG0001165	Prao.g_01551	Syap.g_00619
OG0001168	Prao.g_01590	Syap.g_01372
OG0001171	Prao.g_01603	Syap.g_01505
OG0001172	Prao.g_01618	Syap.g_00547
OG0001177	Prao.g_01638	Syap.g_01920
OG0001178	Prao.g_01643	Syap.g_01786, Syap.g_01787
OG0001179	Prao.g_01671	Syap.g_00491
OG0001180	Prao.g_01693	Syap.g_00097, Syap.g_00465
OG0001181	Prao.g_01697	Syap.g_00459
OG0001183	Prao.g_01708	Syap.g_00594
OG0001185	Prao.g_01738	Syap.g_01104
OG0001186	Prao.g_01761	Syap.g_01140
OG0001187	Prao.g_01765	Syap.g_01142
OG0001188	Prao.g_01768	Syap.g_00634
OG0001189	Prao.g_01785	Syap.g_00979
OG0001191	Prao.g_01799	Syap.g_01030
OG0001192	Prao.g_01804	Syap.g_01021
OG0001197	Prao.g_01830	Syap.g_00126
OG0001198	Prao.g_01838	Syap.g_00052
OG0001199	Prao.g_00213	Syap.g_01696
OG0001200	Prao.g_00215	Syap.g_01698
OG0001202	Prao.g_00337	Syap.g_01613
OG0001203	Prao.g_00376	Syap.g_01154
OG0001204	Prao.g_00381	Syap.g_01577
OG0001214	Prao.g_00076	Syap.g_00897
OG0001217	Prao.g_00687	Syap.g_01464
OG0001218	Prao.g_00694	Syap.g_00020
OG0001219	Prao.g_00729	Syap.g_02794
OG0001221	Prao.g_00856	Syap.g_01777
OG0001222	Prao.g_00894	Syap.g_02027
OG0001224	Prao.g_00970	Syap.g_01551
OG0001225	Prao.g_00972	Syap.g_01553
OG0001226	Prao.g_01001	Syap.g_02551
OG0001228	Prao.g_01044	Syap.g_01063
OG0001229	Prao.g_01241	Syap.g_00827
OG0001230	Prao.g_01389	Syap.g_02116
OG0001231	Prao.g_01493	Syap.g_00073
OG0001232	Prao.g_01575	Syap.g_01393
OG0001235	Prao.g_01640	Syap.g_01924
OG0001236	Prao.g_01721	Syap.g_01069
OG0001238	Prao.g_01800	Syap.g_01028
OG0001239	Prao.g_00210	Syap.g_01693, Syap.g_01692
OG0001242	Prao.g_00258	Syap.g_02227, Syap.g_02229
OG0001243	Prao.g_00264	Syap.g_02219
OG0001244	Prao.g_00279	Syap.g_02192
OG0001246	Prao.g_00610	Syap.g_01165, Syap.g_00267
OG0001248	Prao.g_00123	Syap.g_00423
OG0001249	Prao.g_00718	Syap.g_00575
OG0001250	Prao.g_00782	Syap.g_01836
OG0001251	Prao.g_00830	Syap.g_01549, Syap.g_01727
OG0001253	Prao.g_01020	Syap.g_01969
OG0001255	Prao.g_01105	Syap.g_02523
OG0001256	Prao.g_01486	Syap.g_01225
OG0001257	Prao.g_01492	Syap.g_00374, Syap.g_00373, Syap.g_01821
OG0001258	Prao.g_01549	Syap.g_00617
OG0001260	Prao.g_01609	Syap.g_01497
OG0001261	Prao.g_01679	Syap.g_00482
OG0001262	Prao.g_01783	Syap.g_00981
OG0001263	Prao.g_00267	Syap.g_02216
OG0001265	Prao.g_00257	Syap.g_02231
OG0001266	Prao.g_00341	Syap.g_01618
OG0001267	Prao.g_00417	Syap.g_01360
OG0001268	Prao.g_00475	Syap.g_00563
OG0001270	Prao.g_00538	Syap.g_02056
OG0001271	Prao.g_00578	Syap.g_02759
OG0001272	Prao.g_00592	Syap.g_02250
OG0001274	Prao.g_00141	Syap.g_01897
OG0001275	Prao.g_00930	Syap.g_02694
OG0001276	Prao.g_00949	Syap.g_01873
OG0001277	Prao.g_01009	Syap.g_01293
OG0001278	Prao.g_01039	Syap.g_02438
OG0001282	Prao.g_01238	Syap.g_01701
OG0001284	Prao.g_01466	Syap.g_00047
OG0001286	Prao.g_01691	Syap.g_00467
OG0001287	Prao.g_01745	Syap.g_00418
OG0001288	Prao.g_01754	Syap.g_01123
OG0001289	Prao.g_00226	Syap.g_02365
OG0001292	Prao.g_00386	Syap.g_01583
OG0001297	Prao.g_00620	Syap.g_00255
OG0001299	Prao.g_00105	Syap.g_01959
OG0001304	Prao.g_00959	Syap.g_00536
OG0001305	Prao.g_00978	Syap.g_01562
OG0001306	Prao.g_01103	Syap.g_00245
OG0001307	Prao.g_01256	Syap.g_00403
OG0001308	Prao.g_01407	Syap.g_02751, Syap.g_02750
OG0001310	Prao.g_01564	Syap.g_01774
OG0001311	Prao.g_00951	Syap.g_01871
OG0001312	Prao.g_00883	Syap.g_01735
OG0001315	Prao.g_00200	Syap.g_00596
OG0001318	Prao.g_00394	Syap.g_01596, Syap.g_01597
OG0001319	Prao.g_00410	Syap.g_02338
OG0001323	Prao.g_00625	Syap.g_00757
OG0001326	Prao.g_00817	Syap.g_02646
OG0001332	Prao.g_01439	Syap.g_01548
OG0001333	Prao.g_01589	Syap.g_01373
OG0001336	Prao.g_01826	Syap.g_02602
OG0001345	Prao.g_01070	Syap.g_01877, Syap.g_02776
OG0001346	Prao.g_01275	Syap.g_01484
OG0001347	Prao.g_01189	Syap.g_02536
OG0001349	Prao.g_01360	Syap.g_01264, Syap.g_00851
OG0001351	Prao.g_00558	Syap.g_01996
OG0001353	Prao.g_00773	Syap.g_01849
OG0001358	Prao.g_00059	Syap.g_00942
OG0001360	Prao.g_01021	Syap.g_01881, Syap.g_02778
OG0001361	Prao.g_01073	Syap.g_01792
OG0001364	Prao.g_01714	Syap.g_01052
OG0001365	Prao.g_01793	Syap.g_00138
OG0001371	Prao.g_00117	Syap.g_02544, Syap.g_02545
OG0001373	Prao.g_00816	Syap.g_02647
OG0001374	Prao.g_00824	Syap.g_01829, Syap.g_01830
OG0001376	Prao.g_00987	Syap.g_01991
OG0001377	Prao.g_00988	Syap.g_01992
OG0001378	Prao.g_01157	Syap.g_02055
OG0001379	Prao.g_01282	Syap.g_01474
OG0001382	Prao.g_01505	Syap.g_00677
OG0001385	Prao.g_00813	Syap.g_02650
OG0001386	Prao.g_00814	Syap.g_02649
OG0001387	Prao.g_00815	Syap.g_02648
OG0001388	Prao.g_00818	Syap.g_02645
OG0001389	Prao.g_00819	Syap.g_02644
OG0001390	Prao.g_00820	Syap.g_02643
OG0001391	Prao.g_00821	Syap.g_01833
OG0001392	Prao.g_00822	Syap.g_01832
OG0001393	Prao.g_00823	Syap.g_01831
OG0001395	Prao.g_00961	Syap.g_00531
