Orthogroup	Prao	Syao
OG0000591	Prao.g_00064	Syao.g_01330
OG0000592	Prao.g_00065	Syao.g_01329
OG0000593	Prao.g_00071	Syao.g_00890
OG0000594	Prao.g_00072	Syao.g_00891
OG0000595	Prao.g_00073	Syao.g_00892
OG0000596	Prao.g_00077	Syao.g_00897
OG0000597	Prao.g_00079	Syao.g_00900
OG0000598	Prao.g_00080	Syao.g_00901
OG0000599	Prao.g_00083	Syao.g_00908
OG0000600	Prao.g_00084	Syao.g_00909
OG0000601	Prao.g_00085	Syao.g_00910
OG0000602	Prao.g_00087	Syao.g_00914
OG0000603	Prao.g_00088	Syao.g_00915
OG0000604	Prao.g_00089	Syao.g_00918
OG0000606	Prao.g_00093	Syao.g_00924
OG0000607	Prao.g_00096	Syao.g_00927
OG0000608	Prao.g_00097	Syao.g_00928
OG0000609	Prao.g_00098	Syao.g_00930
OG0000610	Prao.g_00103	Syao.g_00940
OG0000611	Prao.g_00106	Syao.g_00943
OG0000612	Prao.g_00107	Syao.g_00944
OG0000613	Prao.g_00112	Syao.g_01979
OG0000614	Prao.g_00130	Syao.g_00375
OG0000615	Prao.g_00138	Syao.g_00978
OG0000616	Prao.g_00142	Syao.g_02342
OG0000617	Prao.g_00654	Syao.g_00486
OG0000618	Prao.g_00655	Syao.g_00485
OG0000619	Prao.g_00656	Syao.g_00484
OG0000620	Prao.g_00659	Syao.g_00479
OG0000621	Prao.g_00660	Syao.g_00478
OG0000622	Prao.g_00661	Syao.g_00476
OG0000623	Prao.g_00662	Syao.g_00475
OG0000624	Prao.g_00663	Syao.g_00473
OG0000625	Prao.g_00664	Syao.g_00472
OG0000626	Prao.g_00665	Syao.g_00471
OG0000627	Prao.g_00666	Syao.g_00567
OG0000628	Prao.g_00667	Syao.g_00566
OG0000629	Prao.g_00668	Syao.g_00590
OG0000630	Prao.g_00671	Syao.g_00585
OG0000631	Prao.g_00732	Syao.g_00644
OG0000632	Prao.g_00733	Syao.g_00643
OG0000633	Prao.g_00734	Syao.g_00642
OG0000634	Prao.g_00737	Syao.g_00752
OG0000635	Prao.g_00738	Syao.g_00753
OG0000636	Prao.g_00740	Syao.g_00755
OG0000637	Prao.g_00742	Syao.g_00757
OG0000638	Prao.g_00743	Syao.g_00758
OG0000639	Prao.g_00744	Syao.g_00759
OG0000640	Prao.g_00745	Syao.g_00760
OG0000641	Prao.g_00749	Syao.g_00764
OG0000642	Prao.g_00750	Syao.g_00765
OG0000643	Prao.g_00751	Syao.g_00767
OG0000644	Prao.g_00752	Syao.g_00768
OG0000645	Prao.g_00753	Syao.g_00770
OG0000646	Prao.g_00755	Syao.g_00773
OG0000647	Prao.g_00756	Syao.g_00775
OG0000648	Prao.g_00758	Syao.g_00777
OG0000649	Prao.g_00759	Syao.g_00778
OG0000650	Prao.g_00760	Syao.g_00779
OG0000651	Prao.g_00761	Syao.g_00780
OG0000652	Prao.g_00762	Syao.g_00781
OG0000653	Prao.g_00764	Syao.g_00783
OG0000654	Prao.g_00765	Syao.g_00784
OG0000655	Prao.g_00766	Syao.g_00785
OG0000656	Prao.g_00769	Syao.g_00789
OG0000657	Prao.g_00777	Syao.g_00435
OG0000658	Prao.g_00778	Syao.g_00560
OG0000659	Prao.g_00779	Syao.g_00559
OG0000660	Prao.g_00783	Syao.g_00555
OG0000661	Prao.g_00785	Syao.g_00553
OG0000662	Prao.g_00787	Syao.g_00535
OG0000663	Prao.g_00789	Syao.g_00532
OG0000664	Prao.g_00790	Syao.g_00530
OG0000665	Prao.g_00794	Syao.g_01436
OG0000666	Prao.g_00795	Syao.g_02120
OG0000667	Prao.g_00799	Syao.g_01375
OG0000668	Prao.g_00829	Syao.g_02678
OG0000669	Prao.g_00837	Syao.g_00955
OG0000670	Prao.g_00839	Syao.g_00958
OG0000671	Prao.g_00841	Syao.g_00960
OG0000672	Prao.g_00843	Syao.g_00963
OG0000673	Prao.g_00846	Syao.g_00966
OG0000674	Prao.g_00848	Syao.g_00968
OG0000675	Prao.g_00849	Syao.g_00969
OG0000676	Prao.g_00851	Syao.g_00971
OG0000677	Prao.g_00852	Syao.g_00972
OG0000678	Prao.g_00854	Syao.g_00974
OG0000679	Prao.g_00858	Syao.g_00981
OG0000680	Prao.g_00859	Syao.g_00982
OG0000681	Prao.g_00861	Syao.g_00985
OG0000682	Prao.g_00862	Syao.g_00986
OG0000683	Prao.g_00863	Syao.g_00987
OG0000684	Prao.g_00864	Syao.g_00990
OG0000685	Prao.g_00866	Syao.g_00733
OG0000686	Prao.g_00867	Syao.g_00734
OG0000687	Prao.g_00868	Syao.g_00735
OG0000688	Prao.g_00871	Syao.g_00741
OG0000689	Prao.g_00872	Syao.g_00743
OG0000690	Prao.g_00873	Syao.g_00744
OG0000691	Prao.g_00874	Syao.g_00745
OG0000692	Prao.g_00876	Syao.g_00747
OG0000693	Prao.g_00877	Syao.g_00748
OG0000694	Prao.g_00878	Syao.g_00749
OG0000695	Prao.g_00880	Syao.g_00639
OG0000696	Prao.g_00881	Syao.g_00638
OG0000697	Prao.g_00882	Syao.g_00636
OG0000698	Prao.g_00885	Syao.g_00633
OG0000699	Prao.g_00886	Syao.g_00631
OG0000700	Prao.g_00887	Syao.g_00630
OG0000701	Prao.g_00888	Syao.g_00629
OG0000702	Prao.g_00890	Syao.g_00705
OG0000703	Prao.g_00891	Syao.g_00693
OG0000704	Prao.g_00892	Syao.g_00689
OG0000705	Prao.g_00896	Syao.g_00682
OG0000706	Prao.g_00897	Syao.g_00681
OG0000707	Prao.g_00898	Syao.g_00680
OG0000708	Prao.g_00899	Syao.g_00677
OG0000709	Prao.g_00903	Syao.g_00670
OG0000710	Prao.g_00906	Syao.g_00666
OG0000711	Prao.g_00923	Syao.g_00815
OG0000712	Prao.g_00925	Syao.g_00813
OG0000713	Prao.g_00926	Syao.g_00812
OG0000714	Prao.g_00927	Syao.g_00810
OG0000715	Prao.g_00929	Syao.g_00808
OG0000716	Prao.g_00931	Syao.g_00804
OG0000717	Prao.g_00932	Syao.g_00803
OG0000718	Prao.g_00943	Syao.g_00794
OG0000719	Prao.g_00945	Syao.g_00444
OG0000720	Prao.g_00954	Syao.g_00457
OG0000721	Prao.g_00956	Syao.g_00459
OG0000722	Prao.g_00957	Syao.g_00460
OG0000723	Prao.g_00960	Syao.g_00469
OG0000724	Prao.g_00969	Syao.g_00513
OG0000725	Prao.g_00975	Syao.g_00385
OG0000726	Prao.g_00976	Syao.g_00384
OG0000727	Prao.g_00977	Syao.g_00383
OG0000728	Prao.g_00979	Syao.g_00381
OG0000729	Prao.g_01027	Syao.g_02190
OG0000730	Prao.g_01156	Syao.g_01880
OG0000731	Prao.g_01152	Syao.g_01868
OG0000732	Prao.g_01143	Syao.g_02218
OG0000733	Prao.g_01121	Syao.g_01427
OG0000734	Prao.g_01104	Syao.g_02592
OG0000735	Prao.g_01102	Syao.g_00140
OG0000736	Prao.g_01101	Syao.g_00139
OG0000737	Prao.g_01100	Syao.g_00138
OG0000738	Prao.g_01096	Syao.g_00132
OG0000739	Prao.g_01095	Syao.g_00131
OG0000740	Prao.g_01094	Syao.g_00130
OG0000741	Prao.g_01093	Syao.g_00127
OG0000742	Prao.g_01090	Syao.g_00124
OG0000743	Prao.g_01088	Syao.g_00217
OG0000744	Prao.g_01087	Syao.g_00216
OG0000745	Prao.g_01086	Syao.g_00213
OG0000746	Prao.g_01084	Syao.g_00210
OG0000747	Prao.g_01083	Syao.g_00208
OG0000748	Prao.g_01080	Syao.g_00193
OG0000749	Prao.g_01079	Syao.g_00192
OG0000750	Prao.g_01078	Syao.g_00191
OG0000751	Prao.g_01076	Syao.g_00185
OG0000752	Prao.g_01074	Syao.g_00183
OG0000753	Prao.g_01071	Syao.g_00180
OG0000754	Prao.g_01068	Syao.g_00175
OG0000755	Prao.g_01065	Syao.g_00021
OG0000756	Prao.g_01064	Syao.g_00229
OG0000757	Prao.g_01058	Syao.g_00252
OG0000758	Prao.g_01057	Syao.g_00251
OG0000759	Prao.g_01056	Syao.g_00250
OG0000760	Prao.g_01055	Syao.g_00249
OG0000761	Prao.g_01054	Syao.g_00248
OG0000762	Prao.g_01053	Syao.g_00246
OG0000763	Prao.g_01051	Syao.g_00242
OG0000764	Prao.g_01050	Syao.g_00241
OG0000765	Prao.g_01041	Syao.g_00267
OG0000766	Prao.g_01040	Syao.g_00266
OG0000767	Prao.g_01038	Syao.g_00264
OG0000768	Prao.g_01037	Syao.g_00263
OG0000769	Prao.g_01035	Syao.g_00261
OG0000770	Prao.g_01033	Syao.g_00257
OG0000771	Prao.g_00014	Syao.g_00506
OG0000772	Prao.g_01305	Syao.g_01523
OG0000773	Prao.g_01285	Syao.g_01447
OG0000774	Prao.g_01283	Syao.g_01442
OG0000775	Prao.g_01281	Syao.g_01440
OG0000776	Prao.g_01280	Syao.g_01439
OG0000777	Prao.g_01279	Syao.g_01438
OG0000778	Prao.g_01278	Syao.g_01437
OG0000779	Prao.g_01274	Syao.g_01469
OG0000780	Prao.g_01273	Syao.g_01456
OG0000781	Prao.g_01270	Syao.g_01452
OG0000782	Prao.g_01269	Syao.g_01451
OG0000783	Prao.g_01268	Syao.g_01450
OG0000784	Prao.g_01267	Syao.g_01449
OG0000785	Prao.g_01265	Syao.g_01481
OG0000786	Prao.g_01263	Syao.g_01473
OG0000787	Prao.g_01262	Syao.g_01472
OG0000788	Prao.g_01252	Syao.g_00870
OG0000789	Prao.g_01249	Syao.g_00623
OG0000790	Prao.g_01234	Syao.g_00041, Syao.g_00315
OG0000791	Prao.g_01232	Syao.g_00043
OG0000792	Prao.g_01231	Syao.g_00044
OG0000793	Prao.g_01228	Syao.g_02700
OG0000794	Prao.g_01227	Syao.g_02703
OG0000795	Prao.g_01226	Syao.g_02704
OG0000796	Prao.g_01222	Syao.g_02708
OG0000797	Prao.g_01221	Syao.g_02709
OG0000799	Prao.g_01379	Syao.g_01525
OG0000800	Prao.g_01380	Syao.g_01526
OG0000801	Prao.g_01381	Syao.g_01527
OG0000802	Prao.g_01383	Syao.g_01531
OG0000803	Prao.g_01385	Syao.g_01534
OG0000804	Prao.g_01386	Syao.g_01537
OG0000805	Prao.g_01388	Syao.g_01502
OG0000806	Prao.g_01390	Syao.g_01504
OG0000807	Prao.g_01391	Syao.g_01506
OG0000808	Prao.g_01392	Syao.g_01507
OG0000809	Prao.g_01395	Syao.g_01511
OG0000810	Prao.g_01396	Syao.g_01482
OG0000811	Prao.g_01400	Syao.g_01490
OG0000812	Prao.g_01402	Syao.g_01492
OG0000813	Prao.g_01403	Syao.g_01493
OG0000814	Prao.g_01405	Syao.g_01495
OG0000815	Prao.g_01406	Syao.g_01499
OG0000816	Prao.g_01408	Syao.g_01471
OG0000817	Prao.g_01409	Syao.g_01519
OG0000818	Prao.g_01414	Syao.g_00062
OG0000819	Prao.g_01415	Syao.g_00063
OG0000820	Prao.g_01416	Syao.g_00064
OG0000821	Prao.g_01419	Syao.g_00070
OG0000822	Prao.g_01420	Syao.g_00072
OG0000823	Prao.g_01421	Syao.g_00073
OG0000824	Prao.g_01424	Syao.g_00079
OG0000825	Prao.g_01425	Syao.g_00080
OG0000826	Prao.g_01426	Syao.g_00081
OG0000827	Prao.g_01427	Syao.g_00082
OG0000828	Prao.g_01430	Syao.g_00085
OG0000829	Prao.g_01431	Syao.g_00086
OG0000830	Prao.g_01432	Syao.g_00087
OG0000831	Prao.g_01434	Syao.g_00089
OG0000832	Prao.g_01440	Syao.g_01696
OG0000833	Prao.g_01448	Syao.g_01612
OG0000834	Prao.g_01449	Syao.g_01610
OG0000835	Prao.g_01450	Syao.g_01609
OG0000836	Prao.g_01451	Syao.g_01606
OG0000837	Prao.g_01452	Syao.g_01605
OG0000838	Prao.g_01454	Syao.g_01601
OG0000839	Prao.g_01455	Syao.g_01600
OG0000840	Prao.g_01456	Syao.g_01599
OG0000841	Prao.g_01457	Syao.g_01598
OG0000842	Prao.g_01458	Syao.g_01597
OG0000843	Prao.g_01459	Syao.g_01596
OG0000844	Prao.g_01460	Syao.g_01594
OG0000845	Prao.g_01461	Syao.g_01593
OG0000846	Prao.g_01462	Syao.g_01592
OG0000847	Prao.g_01463	Syao.g_01591
OG0000848	Prao.g_01464	Syao.g_01589
OG0000849	Prao.g_01465	Syao.g_01588
OG0000850	Prao.g_01467	Syao.g_01585
OG0000851	Prao.g_01468	Syao.g_01582
OG0000852	Prao.g_01469	Syao.g_01581
OG0000853	Prao.g_01473	Syao.g_01577
OG0000854	Prao.g_01475	Syao.g_01575
OG0000855	Prao.g_01476	Syao.g_01574
OG0000856	Prao.g_01491	Syao.g_01327
OG0000857	Prao.g_01519	Syao.g_00774
OG0000858	Prao.g_01546	Syao.g_01567
OG0000859	Prao.g_01547	Syao.g_01566
OG0000860	Prao.g_01554	Syao.g_01552
OG0000861	Prao.g_01555	Syao.g_01551
OG0000862	Prao.g_01556	Syao.g_01542
OG0000863	Prao.g_01558	Syao.g_01540
OG0000864	Prao.g_01559	Syao.g_01017
OG0000866	Prao.g_01561	Syao.g_01686
OG0000867	Prao.g_01562	Syao.g_01685
OG0000868	Prao.g_01563	Syao.g_01682
OG0000869	Prao.g_01567	Syao.g_01677
OG0000870	Prao.g_01572	Syao.g_01672
OG0000871	Prao.g_01573	Syao.g_01671
OG0000872	Prao.g_01574	Syao.g_01665
OG0000873	Prao.g_01577	Syao.g_01662
OG0000874	Prao.g_01580	Syao.g_01660
OG0000875	Prao.g_01581	Syao.g_01658
OG0000876	Prao.g_01582	Syao.g_00536
OG0000877	Prao.g_01584	Syao.g_01654
OG0000878	Prao.g_01585	Syao.g_01653
OG0000879	Prao.g_01586	Syao.g_01652
OG0000880	Prao.g_01587	Syao.g_01651
OG0000881	Prao.g_01591	Syao.g_01647
OG0000882	Prao.g_01596	Syao.g_01642
OG0000883	Prao.g_01597	Syao.g_01638
OG0000884	Prao.g_01599	Syao.g_01636
OG0000885	Prao.g_01600	Syao.g_01635
OG0000886	Prao.g_01601	Syao.g_01634
OG0000887	Prao.g_01602	Syao.g_01633
OG0000888	Prao.g_01604	Syao.g_01631
OG0000889	Prao.g_01606	Syao.g_01629
OG0000890	Prao.g_01607	Syao.g_01626
OG0000891	Prao.g_01608	Syao.g_01625
OG0000892	Prao.g_01610	Syao.g_01695
OG0000893	Prao.g_01615	Syao.g_01934
OG0000894	Prao.g_01617	Syao.g_01937
OG0000895	Prao.g_01620	Syao.g_01916
OG0000896	Prao.g_01621	Syao.g_01917
OG0000897	Prao.g_01623	Syao.g_01919
OG0000898	Prao.g_01624	Syao.g_01920
OG0000899	Prao.g_01625	Syao.g_01921
OG0000900	Prao.g_01626	Syao.g_01922
OG0000901	Prao.g_01629	Syao.g_01927
OG0000902	Prao.g_01631	Syao.g_01929
OG0000903	Prao.g_01634	Syao.g_01798
OG0000904	Prao.g_01636	Syao.g_01804
OG0000905	Prao.g_01641	Syao.g_01862
OG0000906	Prao.g_01642	Syao.g_01931
OG0000907	Prao.g_01645	Syao.g_01796
OG0000908	Prao.g_01648	Syao.g_01793
OG0000909	Prao.g_01649	Syao.g_01792
OG0000910	Prao.g_01650	Syao.g_01791
OG0000911	Prao.g_01652	Syao.g_01789
OG0000912	Prao.g_01653	Syao.g_01788
OG0000913	Prao.g_01654	Syao.g_01787
OG0000914	Prao.g_01655	Syao.g_01786
OG0000915	Prao.g_01656	Syao.g_01784
OG0000916	Prao.g_01657	Syao.g_01783
OG0000917	Prao.g_01658	Syao.g_01782
OG0000918	Prao.g_01659	Syao.g_01781
OG0000919	Prao.g_01660	Syao.g_01780
OG0000920	Prao.g_01661	Syao.g_01779
OG0000921	Prao.g_01662	Syao.g_01778
OG0000922	Prao.g_01663	Syao.g_01777
OG0000923	Prao.g_01667	Syao.g_01772
OG0000924	Prao.g_01668	Syao.g_01771
OG0000925	Prao.g_01669	Syao.g_01770
OG0000926	Prao.g_01670	Syao.g_01769
OG0000927	Prao.g_01672	Syao.g_01767
OG0000928	Prao.g_01673	Syao.g_01766
OG0000929	Prao.g_01674	Syao.g_01765
OG0000930	Prao.g_01675	Syao.g_01764
OG0000931	Prao.g_01676	Syao.g_01763
OG0000932	Prao.g_01677	Syao.g_01762
OG0000933	Prao.g_01681	Syao.g_01811
OG0000934	Prao.g_01683	Syao.g_01809
OG0000935	Prao.g_01684	Syao.g_01808
OG0000936	Prao.g_01685	Syao.g_01843
OG0000937	Prao.g_01686	Syao.g_01842
OG0000938	Prao.g_01688	Syao.g_01839
OG0000939	Prao.g_01689	Syao.g_01838
OG0000940	Prao.g_01696	Syao.g_01830
OG0000941	Prao.g_01698	Syao.g_01828
OG0000942	Prao.g_01700	Syao.g_01826
OG0000943	Prao.g_01701	Syao.g_01824
OG0000944	Prao.g_01702	Syao.g_01822
OG0000945	Prao.g_01703	Syao.g_01821
OG0000946	Prao.g_01707	Syao.g_01852
OG0000947	Prao.g_01709	Syao.g_01849
OG0000948	Prao.g_01710	Syao.g_01848
OG0000949	Prao.g_01713	Syao.g_01970
OG0000950	Prao.g_01718	Syao.g_01957
OG0000951	Prao.g_01722	Syao.g_02262
OG0000952	Prao.g_01726	Syao.g_02266
OG0000953	Prao.g_01729	Syao.g_02130
OG0000954	Prao.g_01733	Syao.g_02135
OG0000955	Prao.g_01734	Syao.g_02136
OG0000956	Prao.g_01736	Syao.g_02138
OG0000957	Prao.g_01741	Syao.g_01951
OG0000958	Prao.g_01742	Syao.g_01950
OG0000959	Prao.g_01746	Syao.g_01947
OG0000960	Prao.g_01747	Syao.g_01946
OG0000961	Prao.g_01749	Syao.g_02496
OG0000962	Prao.g_01751	Syao.g_02191
OG0000963	Prao.g_01755	Syao.g_02186
OG0000964	Prao.g_01756	Syao.g_02185
OG0000965	Prao.g_01757	Syao.g_02184
OG0000966	Prao.g_01764	Syao.g_02172
OG0000967	Prao.g_01769	Syao.g_02167
OG0000968	Prao.g_01771	Syao.g_02199
OG0000969	Prao.g_01772	Syao.g_02200
OG0000970	Prao.g_01773	Syao.g_02201
OG0000971	Prao.g_01774	Syao.g_02203
OG0000972	Prao.g_01775	Syao.g_02204
OG0000973	Prao.g_01776	Syao.g_02205
OG0000974	Prao.g_01777	Syao.g_02206
OG0000975	Prao.g_01778	Syao.g_02207
OG0000976	Prao.g_01779	Syao.g_02208
OG0000977	Prao.g_01780	Syao.g_02210
OG0000978	Prao.g_01781	Syao.g_02211
OG0000979	Prao.g_01784	Syao.g_02214
OG0000980	Prao.g_01786	Syao.g_02217
OG0000981	Prao.g_01788	Syao.g_02220
OG0000982	Prao.g_01790	Syao.g_02437
OG0000983	Prao.g_01791	Syao.g_02438
OG0000984	Prao.g_01792	Syao.g_02439
OG0000985	Prao.g_01795	Syao.g_02443
OG0000986	Prao.g_01797	Syao.g_02445
OG0000987	Prao.g_01798	Syao.g_02447
OG0000988	Prao.g_01801	Syao.g_02452
OG0000989	Prao.g_01805	Syao.g_02368
OG0000990	Prao.g_01808	Syao.g_02362
OG0000991	Prao.g_01809	Syao.g_02354
OG0000992	Prao.g_01811	Syao.g_02279
OG0000993	Prao.g_01812	Syao.g_02280
OG0000994	Prao.g_01813	Syao.g_02283
OG0000995	Prao.g_01817	Syao.g_02287
OG0000996	Prao.g_01818	Syao.g_02305
OG0000997	Prao.g_01819	Syao.g_02326
OG0000998	Prao.g_01821	Syao.g_02328
OG0000999	Prao.g_01822	Syao.g_02329
OG0001000	Prao.g_01825	Syao.g_02333
OG0001001	Prao.g_01827	Syao.g_02338
OG0001002	Prao.g_01831	Syao.g_02345
OG0001003	Prao.g_01833	Syao.g_02347
OG0001004	Prao.g_01834	Syao.g_02348
OG0001005	Prao.g_01835	Syao.g_02194
OG0001006	Prao.g_01839	Syao.g_02159
OG0001007	Prao.g_01841	Syao.g_02161
OG0001008	Prao.g_00541	Syao.g_01737
OG0001009	Prao.g_00174	Syao.g_02239
OG0001010	Prao.g_00175	Syao.g_02238
OG0001011	Prao.g_00176	Syao.g_02236
OG0001012	Prao.g_00189	Syao.g_00322
OG0001013	Prao.g_00194	Syao.g_02413
OG0001014	Prao.g_00197	Syao.g_02407
OG0001015	Prao.g_00198	Syao.g_02406
OG0001016	Prao.g_00212	Syao.g_02622
OG0001017	Prao.g_00216	Syao.g_02628
OG0001018	Prao.g_00219	Syao.g_02630
OG0001019	Prao.g_00228	Syao.g_02654
OG0001020	Prao.g_00229	Syao.g_02663
OG0001021	Prao.g_00230	Syao.g_02666
OG0001022	Prao.g_00233	Syao.g_02670
OG0001023	Prao.g_00234	Syao.g_02671
OG0001024	Prao.g_00237	Syao.g_01018
OG0001025	Prao.g_00243	Syao.g_02597
OG0001026	Prao.g_00249	Syao.g_02594
OG0001027	Prao.g_00250	Syao.g_02564
OG0001028	Prao.g_00252	Syao.g_02568
OG0001029	Prao.g_00254	Syao.g_02570
OG0001030	Prao.g_00269	Syao.g_02545
OG0001031	Prao.g_00324	Syao.g_02528
OG0001032	Prao.g_00325	Syao.g_02530
OG0001033	Prao.g_00346	Syao.g_01016
OG0001034	Prao.g_00374	Syao.g_01704
OG0001035	Prao.g_00392	Syao.g_02101
OG0001036	Prao.g_00397	Syao.g_02096
OG0001037	Prao.g_00398	Syao.g_02094
OG0001038	Prao.g_00415	Syao.g_02065
OG0001039	Prao.g_00418	Syao.g_02062
OG0001040	Prao.g_00420	Syao.g_02059
OG0001041	Prao.g_00424	Syao.g_02055
OG0001042	Prao.g_00441	Syao.g_02032
OG0001043	Prao.g_00442	Syao.g_02028
OG0001044	Prao.g_00469	Syao.g_01878
OG0001045	Prao.g_00477	Syao.g_01865
OG0001046	Prao.g_00513	Syao.g_00827
OG0001047	Prao.g_00543	Syao.g_01739
OG0001048	Prao.g_00544	Syao.g_01740
OG0001049	Prao.g_00546	Syao.g_01616
OG0001050	Prao.g_00547	Syao.g_01618
OG0001051	Prao.g_00548	Syao.g_01619
OG0001052	Prao.g_00577	Syao.g_02686
OG0001053	Prao.g_00589	Syao.g_00025
OG0001054	Prao.g_00604	Syao.g_00104
OG0001055	Prao.g_00623	Syao.g_00156
OG0001056	Prao.g_01855	Syao.g_01417
OG0001057	Prao.g_01160	Syao.g_00879
OG0001058	Prao.g_01168	Syao.g_00862
OG0001059	Prao.g_01172	Syao.g_00858
OG0001060	Prao.g_01179	Syao.g_00852
OG0001062	Prao.g_01868	Syao.g_01050
OG0001063	Prao.g_01870	Syao.g_01042
OG0001064	Prao.g_00018	Syao.g_01041
OG0001065	Prao.g_00019	Syao.g_01040
OG0001066	Prao.g_00020	Syao.g_01039
OG0001067	Prao.g_00021	Syao.g_01038
OG0001068	Prao.g_00022	Syao.g_01037
OG0001069	Prao.g_00023	Syao.g_01036
OG0001070	Prao.g_00026	Syao.g_01032
OG0001071	Prao.g_00027	Syao.g_01031
OG0001072	Prao.g_00028	Syao.g_01027
OG0001073	Prao.g_00042	Syao.g_00991
OG0001074	Prao.g_00053	Syao.g_00392
OG0001075	Prao.g_00054	Syao.g_00391
OG0001076	Prao.g_00063	Syao.g_01339
OG0001077	Prao.g_00067	Syao.g_01323
OG0001078	Prao.g_00075	Syao.g_00895
OG0001079	Prao.g_00086	Syao.g_00911
OG0001081	Prao.g_00094	Syao.g_00925
OG0001082	Prao.g_00095	Syao.g_00926
OG0001083	Prao.g_00100	Syao.g_00934
OG0001084	Prao.g_00101	Syao.g_00935
OG0001085	Prao.g_00109	Syao.g_00947
OG0001086	Prao.g_00110	Syao.g_00949
OG0001087	Prao.g_00126	Syao.g_01419
OG0001088	Prao.g_00127	Syao.g_00211
OG0001089	Prao.g_00135	Syao.g_00376
OG0001090	Prao.g_00649	Syao.g_00494
OG0001091	Prao.g_00651	Syao.g_00491
OG0001092	Prao.g_00652	Syao.g_00489
OG0001093	Prao.g_00657	Syao.g_00482
OG0001094	Prao.g_00735	Syao.g_00750
OG0001095	Prao.g_00754	Syao.g_00771
OG0001096	Prao.g_00767	Syao.g_00786
OG0001097	Prao.g_00786	Syao.g_00552
OG0001098	Prao.g_00801	Syao.g_00731
OG0001099	Prao.g_00834	Syao.g_02569
OG0001100	Prao.g_00838	Syao.g_00957
OG0001101	Prao.g_00840	Syao.g_00959
OG0001102	Prao.g_00842	Syao.g_00962
OG0001103	Prao.g_00844	Syao.g_00964
OG0001105	Prao.g_00869	Syao.g_00736
OG0001106	Prao.g_00893	Syao.g_00688
OG0001107	Prao.g_00900	Syao.g_00676
OG0001108	Prao.g_00904	Syao.g_00669
OG0001109	Prao.g_00905	Syao.g_00667
OG0001110	Prao.g_00907	Syao.g_00665
OG0001111	Prao.g_00908	Syao.g_00663
OG0001112	Prao.g_00909	Syao.g_00661
OG0001113	Prao.g_00910	Syao.g_00660
OG0001114	Prao.g_00911	Syao.g_00659
OG0001115	Prao.g_00913	Syao.g_00832
OG0001116	Prao.g_00914	Syao.g_00830
OG0001117	Prao.g_00915	Syao.g_00829
OG0001118	Prao.g_00916	Syao.g_00828
OG0001119	Prao.g_00917	Syao.g_00826
OG0001120	Prao.g_00919	Syao.g_00822
OG0001121	Prao.g_01124, Prao.g_00922	Syao.g_01294
OG0001122	Prao.g_00946	Syao.g_00445
OG0001123	Prao.g_00950	Syao.g_00451
OG0001124	Prao.g_00952	Syao.g_00453
OG0001125	Prao.g_00953	Syao.g_00456
OG0001126	Prao.g_00963	Syao.g_00504
OG0001127	Prao.g_00964	Syao.g_00505
OG0001128	Prao.g_00966	Syao.g_00508
OG0001129	Prao.g_00967	Syao.g_00510
OG0001130	Prao.g_00968	Syao.g_00511
OG0001131	Prao.g_01007	Syao.g_01387
OG0001132	Prao.g_01016	Syao.g_01221
OG0001133	Prao.g_01137	Syao.g_01333
OG0001134	Prao.g_01122	Syao.g_01428
OG0001135	Prao.g_01119	Syao.g_01424
OG0001136	Prao.g_01092	Syao.g_00126
OG0001137	Prao.g_01081	Syao.g_00194
OG0001138	Prao.g_01063	Syao.g_00227
OG0001139	Prao.g_01062	Syao.g_00225
OG0001140	Prao.g_01061	Syao.g_00224
OG0001141	Prao.g_01060	Syao.g_00254
OG0001142	Prao.g_01059	Syao.g_00253
OG0001143	Prao.g_01052	Syao.g_00243
OG0001144	Prao.g_01047	Syao.g_00276
OG0001145	Prao.g_01284	Syao.g_01446
OG0001146	Prao.g_01272	Syao.g_01455
OG0001147	Prao.g_01253	Syao.g_00095
OG0001148	Prao.g_01237	Syao.g_00038
OG0001149	Prao.g_01236	Syao.g_00039
OG0001150	Prao.g_01235	Syao.g_00040
OG0001151	Prao.g_01224	Syao.g_02706
OG0001152	Prao.g_01223	Syao.g_02707
OG0001153	Prao.g_01428	Syao.g_00083
OG0001154	Prao.g_01429	Syao.g_00084
OG0001155	Prao.g_01441	Syao.g_01747
OG0001156	Prao.g_01444	Syao.g_01744
OG0001157	Prao.g_01445	Syao.g_01743
OG0001158	Prao.g_01446	Syao.g_01742
OG0001159	Prao.g_01447	Syao.g_01741
OG0001160	Prao.g_01471	Syao.g_01579
OG0001161	Prao.g_01484	Syao.g_02373
OG0001162	Prao.g_01495	Syao.g_02650
OG0001163	Prao.g_01544	Syao.g_01571
OG0001164	Prao.g_01548	Syao.g_01564
OG0001165	Prao.g_01551	Syao.g_01559
OG0001166	Prao.g_01571	Syao.g_01673
OG0001167	Prao.g_01588	Syao.g_01006
OG0001168	Prao.g_01590	Syao.g_01648
OG0001169	Prao.g_01592	Syao.g_01646
OG0001170	Prao.g_01594	Syao.g_01644
OG0001171	Prao.g_01603	Syao.g_01632
OG0001172	Prao.g_01618	Syao.g_01914
OG0001173	Prao.g_01619	Syao.g_01915
OG0001174	Prao.g_01627	Syao.g_01923
OG0001175	Prao.g_01628	Syao.g_01924
OG0001176	Prao.g_01635	Syao.g_01799
OG0001177	Prao.g_01638	Syao.g_01802
