Orthogroup	Prao	Prbh
OG0000565	Prao.g_01180	Prbh.g_00269
OG0000566	Prao.g_01182	Prbh.g_00265
OG0000567	Prao.g_01186	Prbh.g_00261
OG0000568	Prao.g_01187	Prbh.g_00260
OG0000569	Prao.g_01862	Prbh.g_00259
OG0000570	Prao.g_01863	Prbh.g_00258
OG0000571	Prao.g_01865	Prbh.g_00256
OG0000572	Prao.g_00025	Prbh.g_00244
OG0000573	Prao.g_00030	Prbh.g_00238
OG0000574	Prao.g_00031	Prbh.g_00237
OG0000575	Prao.g_00035	Prbh.g_00233
OG0000576	Prao.g_00037	Prbh.g_00231
OG0000577	Prao.g_00038	Prbh.g_00230
OG0000578	Prao.g_00039	Prbh.g_00229
OG0000579	Prao.g_00040	Prbh.g_00228
OG0000580	Prao.g_00041	Prbh.g_00227
OG0000581	Prao.g_00043	Prbh.g_00224
OG0000582	Prao.g_00046	Prbh.g_00221
OG0000583	Prao.g_00047	Prbh.g_00220
OG0000584	Prao.g_00048	Prbh.g_00219
OG0000585	Prao.g_00050	Prbh.g_00217
OG0000586	Prao.g_00051	Prbh.g_00216
OG0000587	Prao.g_00052	Prbh.g_00215
OG0000588	Prao.g_00056	Prbh.g_01465
OG0000589	Prao.g_00060	Prbh.g_01462
OG0000590	Prao.g_00061	Prbh.g_01461
OG0000591	Prao.g_00064	Prbh.g_01457
OG0000592	Prao.g_00065	Prbh.g_01456
OG0000593	Prao.g_00071	Prbh.g_01221
OG0000594	Prao.g_00072	Prbh.g_01220
OG0000595	Prao.g_00073	Prbh.g_01219
OG0000596	Prao.g_00077	Prbh.g_01216
OG0000597	Prao.g_00079	Prbh.g_01213
OG0000598	Prao.g_00080	Prbh.g_01212
OG0000599	Prao.g_00083	Prbh.g_01209
OG0000600	Prao.g_00084	Prbh.g_01208
OG0000601	Prao.g_00085	Prbh.g_01207
OG0000602	Prao.g_00087	Prbh.g_01205
OG0000603	Prao.g_00088	Prbh.g_01204
OG0000604	Prao.g_00089	Prbh.g_01203
OG0000605	Prao.g_00090	Prbh.g_01202
OG0000606	Prao.g_00093	Prbh.g_01199
OG0000607	Prao.g_00096	Prbh.g_01196
OG0000608	Prao.g_00097	Prbh.g_01195
OG0000609	Prao.g_00098	Prbh.g_01194
OG0000610	Prao.g_00103	Prbh.g_01188
OG0000611	Prao.g_00106	Prbh.g_01185
OG0000612	Prao.g_00107	Prbh.g_01184
OG0000613	Prao.g_00112	Prbh.g_00907
OG0000614	Prao.g_00130	Prbh.g_00928
OG0000615	Prao.g_00138	Prbh.g_00939
OG0000616	Prao.g_00142	Prbh.g_01487
OG0000617	Prao.g_00654	Prbh.g_01167
OG0000618	Prao.g_00655	Prbh.g_01166
OG0000619	Prao.g_00656	Prbh.g_01165
OG0000620	Prao.g_00659	Prbh.g_01162
OG0000621	Prao.g_00660	Prbh.g_01161
OG0000622	Prao.g_00661	Prbh.g_01160
OG0000623	Prao.g_00662	Prbh.g_01159
OG0000624	Prao.g_00663	Prbh.g_01157
OG0000625	Prao.g_00664	Prbh.g_01156
OG0000626	Prao.g_00665	Prbh.g_01155
OG0000627	Prao.g_00666	Prbh.g_01154
OG0000628	Prao.g_00667	Prbh.g_01153
OG0000629	Prao.g_00668	Prbh.g_01151
OG0000630	Prao.g_00671	Prbh.g_01148
OG0000631	Prao.g_00732	Prbh.g_01056
OG0000632	Prao.g_00733	Prbh.g_01057
OG0000633	Prao.g_00734	Prbh.g_01058
OG0000634	Prao.g_00737	Prbh.g_00949
OG0000635	Prao.g_00738	Prbh.g_00950
OG0000636	Prao.g_00740	Prbh.g_00952
OG0000637	Prao.g_00742	Prbh.g_00954
OG0000638	Prao.g_00743	Prbh.g_00955
OG0000639	Prao.g_00744	Prbh.g_00956
OG0000640	Prao.g_00745	Prbh.g_00957
OG0000641	Prao.g_00749	Prbh.g_00961
OG0000642	Prao.g_00750	Prbh.g_00962
OG0000643	Prao.g_00751	Prbh.g_00963
OG0000644	Prao.g_00752	Prbh.g_00964
OG0000645	Prao.g_00753	Prbh.g_00965
OG0000646	Prao.g_00755	Prbh.g_00967
OG0000647	Prao.g_00756	Prbh.g_00969
OG0000648	Prao.g_00758	Prbh.g_00971
OG0000649	Prao.g_00759	Prbh.g_00972
OG0000650	Prao.g_00760	Prbh.g_00973
OG0000651	Prao.g_00761	Prbh.g_00974
OG0000652	Prao.g_00762	Prbh.g_00975
OG0000653	Prao.g_00764	Prbh.g_00977
OG0000654	Prao.g_00765	Prbh.g_00978
OG0000655	Prao.g_00766	Prbh.g_00979
OG0000656	Prao.g_00769	Prbh.g_00982
OG0000657	Prao.g_00777	Prbh.g_00989
OG0000658	Prao.g_00778	Prbh.g_00991
OG0000659	Prao.g_00779	Prbh.g_00992
OG0000660	Prao.g_00783	Prbh.g_00996
OG0000661	Prao.g_00785	Prbh.g_00998
OG0000662	Prao.g_00787	Prbh.g_01001
OG0000663	Prao.g_00789	Prbh.g_01003
OG0000664	Prao.g_00790	Prbh.g_01004
OG0000665	Prao.g_00794	Prbh.g_01010
OG0000666	Prao.g_00795	Prbh.g_01011
OG0000667	Prao.g_00799	Prbh.g_01015
OG0000668	Prao.g_00829	Prbh.g_00857
OG0000669	Prao.g_00837	Prbh.g_00868
OG0000670	Prao.g_00839	Prbh.g_00871
OG0000671	Prao.g_00841	Prbh.g_00873
OG0000672	Prao.g_00843	Prbh.g_00876
OG0000673	Prao.g_00846	Prbh.g_00879
OG0000674	Prao.g_00848	Prbh.g_00881
OG0000675	Prao.g_00849	Prbh.g_00882
OG0000676	Prao.g_00851	Prbh.g_00884
OG0000677	Prao.g_00852	Prbh.g_00885
OG0000678	Prao.g_00854	Prbh.g_00887
OG0000679	Prao.g_00858	Prbh.g_00891
OG0000680	Prao.g_00859	Prbh.g_00892
OG0000681	Prao.g_00861	Prbh.g_00895
OG0000682	Prao.g_00862	Prbh.g_00896
OG0000683	Prao.g_00863	Prbh.g_00897
OG0000684	Prao.g_00864	Prbh.g_00898
OG0000685	Prao.g_00866	Prbh.g_00900
OG0000686	Prao.g_00867	Prbh.g_00901
OG0000687	Prao.g_00868	Prbh.g_00902
OG0000688	Prao.g_00871	Prbh.g_01179
OG0000689	Prao.g_00872	Prbh.g_01178
OG0000690	Prao.g_00873	Prbh.g_01177
OG0000691	Prao.g_00874	Prbh.g_01176
OG0000692	Prao.g_00876	Prbh.g_01174
OG0000693	Prao.g_00877	Prbh.g_01173
OG0000694	Prao.g_00878	Prbh.g_01172
OG0000695	Prao.g_00880	Prbh.g_01060
OG0000696	Prao.g_00881	Prbh.g_01061
OG0000697	Prao.g_00882	Prbh.g_01062
OG0000698	Prao.g_00885	Prbh.g_01065
OG0000699	Prao.g_00886	Prbh.g_01066
OG0000700	Prao.g_00887	Prbh.g_01067
OG0000701	Prao.g_00888	Prbh.g_01068
OG0000702	Prao.g_00890	Prbh.g_01070
OG0000703	Prao.g_00891	Prbh.g_01071
OG0000704	Prao.g_00892	Prbh.g_01073
OG0000705	Prao.g_00896	Prbh.g_01079
OG0000706	Prao.g_00897	Prbh.g_01080
OG0000707	Prao.g_00898	Prbh.g_01081
OG0000708	Prao.g_00899	Prbh.g_01083
OG0000709	Prao.g_00903	Prbh.g_01087
OG0000710	Prao.g_00906	Prbh.g_01090
OG0000711	Prao.g_00923	Prbh.g_01106
OG0000712	Prao.g_00925	Prbh.g_01107
OG0000713	Prao.g_00926	Prbh.g_01108
OG0000714	Prao.g_00927	Prbh.g_01109
OG0000715	Prao.g_00929	Prbh.g_01111
OG0000716	Prao.g_00931	Prbh.g_01113
OG0000717	Prao.g_00932	Prbh.g_01114
OG0000718	Prao.g_00943	Prbh.g_01116
OG0000719	Prao.g_00945	Prbh.g_01118
OG0000720	Prao.g_00954	Prbh.g_01129
OG0000721	Prao.g_00956	Prbh.g_01133
OG0000722	Prao.g_00957	Prbh.g_01134
OG0000723	Prao.g_00960	Prbh.g_01138
OG0000724	Prao.g_00969	Prbh.g_01036
OG0000725	Prao.g_00975	Prbh.g_01030
OG0000726	Prao.g_00976	Prbh.g_01029
OG0000727	Prao.g_00977	Prbh.g_01028
OG0000728	Prao.g_00979	Prbh.g_01026
OG0000729	Prao.g_01027	Prbh.g_01351
OG0000730	Prao.g_01156	Prbh.g_01325
OG0000731	Prao.g_01152	Prbh.g_00432
OG0000733	Prao.g_01121	Prbh.g_01867
OG0000734	Prao.g_01104	Prbh.g_01299
OG0000735	Prao.g_01102	Prbh.g_01297
OG0000736	Prao.g_01101	Prbh.g_01296
OG0000737	Prao.g_01100	Prbh.g_01295
OG0000738	Prao.g_01096	Prbh.g_01291
OG0000739	Prao.g_01095	Prbh.g_01290
OG0000740	Prao.g_01094	Prbh.g_01289
OG0000741	Prao.g_01093	Prbh.g_01287
OG0000742	Prao.g_01090	Prbh.g_01284
OG0000743	Prao.g_01088	Prbh.g_01282
OG0000744	Prao.g_01087	Prbh.g_01280
OG0000745	Prao.g_01086	Prbh.g_01279
OG0000746	Prao.g_01084	Prbh.g_01277
OG0000747	Prao.g_01083	Prbh.g_01276
OG0000748	Prao.g_01080	Prbh.g_01272
OG0000749	Prao.g_01079	Prbh.g_01271
OG0000750	Prao.g_01078	Prbh.g_01270
OG0000751	Prao.g_01076	Prbh.g_01267
OG0000752	Prao.g_01074	Prbh.g_01265
OG0000753	Prao.g_01071	Prbh.g_01262
OG0000754	Prao.g_01068	Prbh.g_01260
OG0000755	Prao.g_01065	Prbh.g_01254
OG0000756	Prao.g_01064	Prbh.g_01253
OG0000757	Prao.g_01058	Prbh.g_01246
OG0000758	Prao.g_01057	Prbh.g_01245
OG0000759	Prao.g_01056	Prbh.g_01244
OG0000760	Prao.g_01055	Prbh.g_01243
OG0000761	Prao.g_01054	Prbh.g_01242
OG0000762	Prao.g_01053	Prbh.g_01241
OG0000763	Prao.g_01051	Prbh.g_01239
OG0000764	Prao.g_01050	Prbh.g_01238
OG0000765	Prao.g_01041	Prbh.g_01230
OG0000766	Prao.g_01040	Prbh.g_01229
OG0000767	Prao.g_01038	Prbh.g_01227
OG0000768	Prao.g_01037	Prbh.g_01226
OG0000769	Prao.g_01035	Prbh.g_01224
OG0000770	Prao.g_01033	Prbh.g_01451
OG0000771	Prao.g_00014	Prbh.g_01397
OG0000772	Prao.g_01305	Prbh.g_01845
OG0000773	Prao.g_01285	Prbh.g_01364
OG0000774	Prao.g_01283	Prbh.g_01366
OG0000775	Prao.g_01281	Prbh.g_01368
OG0000776	Prao.g_01280	Prbh.g_01369
OG0000777	Prao.g_01279	Prbh.g_01370
OG0000778	Prao.g_01278	Prbh.g_01371
OG0000779	Prao.g_01274	Prbh.g_01375
OG0000780	Prao.g_01273	Prbh.g_01376
OG0000781	Prao.g_01270	Prbh.g_01379
OG0000782	Prao.g_01269	Prbh.g_01380
OG0000783	Prao.g_01268	Prbh.g_01381
OG0000784	Prao.g_01267	Prbh.g_01382
OG0000785	Prao.g_01265	Prbh.g_01384
OG0000786	Prao.g_01263	Prbh.g_01387
OG0000787	Prao.g_01262	Prbh.g_01388
OG0000788	Prao.g_01252	Prbh.g_00206
OG0000789	Prao.g_01249	Prbh.g_00196
OG0000790	Prao.g_01234	Prbh.g_00014
OG0000791	Prao.g_01232	Prbh.g_00016
OG0000792	Prao.g_01231	Prbh.g_00017
OG0000793	Prao.g_01228	Prbh.g_00021
OG0000794	Prao.g_01227	Prbh.g_00022
OG0000795	Prao.g_01226	Prbh.g_00023
OG0000796	Prao.g_01222	Prbh.g_00027
OG0000797	Prao.g_01221	Prbh.g_00028
OG0000799	Prao.g_01379	Prbh.g_00079
OG0000800	Prao.g_01380	Prbh.g_00080
OG0000801	Prao.g_01381	Prbh.g_00081
OG0000802	Prao.g_01383	Prbh.g_00083
OG0000803	Prao.g_01385	Prbh.g_00085
OG0000804	Prao.g_01386	Prbh.g_00086
OG0000805	Prao.g_01388	Prbh.g_00088
OG0000806	Prao.g_01390	Prbh.g_00090
OG0000807	Prao.g_01391	Prbh.g_00091
OG0000808	Prao.g_01392	Prbh.g_00092
OG0000809	Prao.g_01395	Prbh.g_00094
OG0000810	Prao.g_01396	Prbh.g_00095
OG0000811	Prao.g_01400	Prbh.g_00102
OG0000812	Prao.g_01402	Prbh.g_00104
OG0000813	Prao.g_01403	Prbh.g_00105
OG0000814	Prao.g_01405	Prbh.g_00107
OG0000815	Prao.g_01406	Prbh.g_00108
OG0000816	Prao.g_01408	Prbh.g_00110
OG0000817	Prao.g_01409	Prbh.g_00111
OG0000818	Prao.g_01414	Prbh.g_00116
OG0000819	Prao.g_01415	Prbh.g_00117
OG0000820	Prao.g_01416	Prbh.g_00118
OG0000821	Prao.g_01419	Prbh.g_00122
OG0000822	Prao.g_01420	Prbh.g_00123
OG0000823	Prao.g_01421	Prbh.g_00124
OG0000824	Prao.g_01424	Prbh.g_00127
OG0000825	Prao.g_01425	Prbh.g_00128
OG0000826	Prao.g_01426	Prbh.g_00129
OG0000827	Prao.g_01427	Prbh.g_00130
OG0000828	Prao.g_01430	Prbh.g_00133
OG0000829	Prao.g_01431	Prbh.g_00134
OG0000830	Prao.g_01432	Prbh.g_00135
OG0000831	Prao.g_01434	Prbh.g_00137
OG0000832	Prao.g_01440	Prbh.g_00147
OG0000833	Prao.g_01448	Prbh.g_00156
OG0000834	Prao.g_01449	Prbh.g_00157
OG0000835	Prao.g_01450	Prbh.g_00158
OG0000836	Prao.g_01451	Prbh.g_00159
OG0000837	Prao.g_01452	Prbh.g_00160
OG0000838	Prao.g_01454	Prbh.g_00163
OG0000839	Prao.g_01455	Prbh.g_00164
OG0000840	Prao.g_01456	Prbh.g_00165
OG0000841	Prao.g_01457	Prbh.g_00166
OG0000842	Prao.g_01458	Prbh.g_00167
OG0000843	Prao.g_01459	Prbh.g_00168
OG0000844	Prao.g_01460	Prbh.g_00169
OG0000845	Prao.g_01461	Prbh.g_00170
OG0000846	Prao.g_01462	Prbh.g_00171
OG0000847	Prao.g_01463	Prbh.g_00172
OG0000848	Prao.g_01464	Prbh.g_00173
OG0000849	Prao.g_01465	Prbh.g_00174
OG0000850	Prao.g_01467	Prbh.g_00176
OG0000851	Prao.g_01468	Prbh.g_00177
OG0000852	Prao.g_01469	Prbh.g_00178
OG0000853	Prao.g_01473	Prbh.g_00183
OG0000854	Prao.g_01475	Prbh.g_00185
OG0000855	Prao.g_01476	Prbh.g_00186
OG0000856	Prao.g_01491	Prbh.g_01454
OG0000857	Prao.g_01519	Prbh.g_00968
OG0000858	Prao.g_01546	Prbh.g_01789
OG0000859	Prao.g_01547	Prbh.g_01788
OG0000860	Prao.g_01554	Prbh.g_01780
OG0000861	Prao.g_01555	Prbh.g_01779
OG0000862	Prao.g_01556	Prbh.g_01778
OG0000863	Prao.g_01558	Prbh.g_01776
OG0000864	Prao.g_01559	Prbh.g_01775
OG0000865	Prao.g_01560	Prbh.g_01774
OG0000866	Prao.g_01561	Prbh.g_01773
OG0000867	Prao.g_01562	Prbh.g_01772
OG0000868	Prao.g_01563	Prbh.g_01770
OG0000869	Prao.g_01567	Prbh.g_01767
OG0000870	Prao.g_01572	Prbh.g_01762
OG0000871	Prao.g_01573	Prbh.g_01761
OG0000872	Prao.g_01574	Prbh.g_01760
OG0000873	Prao.g_01577	Prbh.g_01757
OG0000874	Prao.g_01580	Prbh.g_01754
OG0000875	Prao.g_01581	Prbh.g_01752
OG0000876	Prao.g_01582	Prbh.g_01751
OG0000877	Prao.g_01584	Prbh.g_01749
OG0000878	Prao.g_01585	Prbh.g_01748
OG0000879	Prao.g_01586	Prbh.g_01747
OG0000880	Prao.g_01587	Prbh.g_01746
OG0000881	Prao.g_01591	Prbh.g_01742
OG0000882	Prao.g_01596	Prbh.g_01737
OG0000883	Prao.g_01597	Prbh.g_01735
OG0000884	Prao.g_01599	Prbh.g_01733
OG0000885	Prao.g_01600	Prbh.g_01732
OG0000886	Prao.g_01601	Prbh.g_01731
OG0000887	Prao.g_01602	Prbh.g_01730
OG0000888	Prao.g_01604	Prbh.g_01728
OG0000889	Prao.g_01606	Prbh.g_01726
OG0000890	Prao.g_01607	Prbh.g_01725
OG0000891	Prao.g_01608	Prbh.g_01724
OG0000892	Prao.g_01610	Prbh.g_01723
OG0000893	Prao.g_01615	Prbh.g_01719
OG0000894	Prao.g_01617	Prbh.g_01716
OG0000895	Prao.g_01620	Prbh.g_01712
OG0000896	Prao.g_01621	Prbh.g_01711
OG0000897	Prao.g_01623	Prbh.g_01709
OG0000898	Prao.g_01624	Prbh.g_01708
OG0000899	Prao.g_01625	Prbh.g_01707
OG0000900	Prao.g_01626	Prbh.g_01706
OG0000901	Prao.g_01629	Prbh.g_01703
OG0000902	Prao.g_01631	Prbh.g_01701
OG0000903	Prao.g_01634	Prbh.g_01697
OG0000904	Prao.g_01636	Prbh.g_01692
OG0000905	Prao.g_01641	Prbh.g_01699
OG0000906	Prao.g_01642	Prbh.g_01700
OG0000907	Prao.g_01645	Prbh.g_01687
OG0000908	Prao.g_01648	Prbh.g_01684
OG0000909	Prao.g_01649	Prbh.g_01683
OG0000910	Prao.g_01650	Prbh.g_01682
OG0000911	Prao.g_01652	Prbh.g_01680
OG0000912	Prao.g_01653	Prbh.g_01679
OG0000913	Prao.g_01654	Prbh.g_01678
OG0000914	Prao.g_01655	Prbh.g_01677
OG0000915	Prao.g_01656	Prbh.g_01676
OG0000916	Prao.g_01657	Prbh.g_01675
OG0000917	Prao.g_01658	Prbh.g_01674
OG0000918	Prao.g_01659	Prbh.g_01673
OG0000919	Prao.g_01660	Prbh.g_01672
OG0000920	Prao.g_01661	Prbh.g_01671
OG0000921	Prao.g_01662	Prbh.g_01670
OG0000922	Prao.g_01663	Prbh.g_01669
OG0000923	Prao.g_01667	Prbh.g_01665
OG0000924	Prao.g_01668	Prbh.g_01664
OG0000925	Prao.g_01669	Prbh.g_01663
OG0000926	Prao.g_01670	Prbh.g_01662
OG0000927	Prao.g_01672	Prbh.g_01660
OG0000928	Prao.g_01673	Prbh.g_01659
OG0000929	Prao.g_01674	Prbh.g_01658
OG0000930	Prao.g_01675	Prbh.g_01657
OG0000931	Prao.g_01676	Prbh.g_01656
OG0000932	Prao.g_01677	Prbh.g_01655
OG0000933	Prao.g_01681	Prbh.g_01651
OG0000934	Prao.g_01683	Prbh.g_01649
OG0000935	Prao.g_01684	Prbh.g_01648
OG0000936	Prao.g_01685	Prbh.g_01647
OG0000937	Prao.g_01686	Prbh.g_01646
OG0000938	Prao.g_01688	Prbh.g_01643
OG0000939	Prao.g_01689	Prbh.g_01642
OG0000940	Prao.g_01696	Prbh.g_01635
OG0000941	Prao.g_01698	Prbh.g_01633
OG0000942	Prao.g_01700	Prbh.g_01631
OG0000943	Prao.g_01701	Prbh.g_01630
OG0000944	Prao.g_01702	Prbh.g_01628
OG0000945	Prao.g_01703	Prbh.g_01627
OG0000946	Prao.g_01707	Prbh.g_01621
OG0000947	Prao.g_01709	Prbh.g_01619
OG0000948	Prao.g_01710	Prbh.g_01618
OG0000949	Prao.g_01713	Prbh.g_01615
OG0000950	Prao.g_01718	Prbh.g_01608
OG0000951	Prao.g_01722	Prbh.g_01604
OG0000952	Prao.g_01726	Prbh.g_01600
OG0000953	Prao.g_01729	Prbh.g_01596
OG0000954	Prao.g_01733	Prbh.g_01592
OG0000955	Prao.g_01734	Prbh.g_01591
OG0000956	Prao.g_01736	Prbh.g_01589
OG0000957	Prao.g_01741	Prbh.g_01583
OG0000958	Prao.g_01742	Prbh.g_01582
OG0000959	Prao.g_01746	Prbh.g_01578
OG0000960	Prao.g_01747	Prbh.g_01577
OG0000961	Prao.g_01749	Prbh.g_01574
OG0000962	Prao.g_01751	Prbh.g_01572
OG0000963	Prao.g_01755	Prbh.g_01568
OG0000964	Prao.g_01756	Prbh.g_01567
OG0000965	Prao.g_01757	Prbh.g_01566
OG0000966	Prao.g_01764	Prbh.g_01560
OG0000967	Prao.g_01769	Prbh.g_01556
OG0000968	Prao.g_01771	Prbh.g_01554
OG0000969	Prao.g_01772	Prbh.g_01553
OG0000970	Prao.g_01773	Prbh.g_01552
OG0000971	Prao.g_01774	Prbh.g_01551
OG0000972	Prao.g_01775	Prbh.g_01550
OG0000973	Prao.g_01776	Prbh.g_01549
OG0000974	Prao.g_01777	Prbh.g_01548
OG0000975	Prao.g_01778	Prbh.g_01547
OG0000976	Prao.g_01779	Prbh.g_01546
OG0000977	Prao.g_01780	Prbh.g_01545
OG0000978	Prao.g_01781	Prbh.g_01544
OG0000979	Prao.g_01784	Prbh.g_01541
OG0000980	Prao.g_01786	Prbh.g_01539
OG0000981	Prao.g_01788	Prbh.g_01536
OG0000982	Prao.g_01790	Prbh.g_01534
OG0000983	Prao.g_01791	Prbh.g_01533
OG0000984	Prao.g_01792	Prbh.g_01532
OG0000985	Prao.g_01795	Prbh.g_01529
OG0000986	Prao.g_01797	Prbh.g_01527
OG0000987	Prao.g_01798	Prbh.g_01526
OG0000988	Prao.g_01801	Prbh.g_01523
OG0000989	Prao.g_01805	Prbh.g_01519
OG0000990	Prao.g_01808	Prbh.g_01514
OG0000991	Prao.g_01809	Prbh.g_01513
OG0000992	Prao.g_01811	Prbh.g_01510
OG0000993	Prao.g_01812	Prbh.g_01509
OG0000994	Prao.g_01813	Prbh.g_01508
OG0000995	Prao.g_01817	Prbh.g_01504
OG0000996	Prao.g_01818	Prbh.g_01503
OG0000997	Prao.g_01819	Prbh.g_01501
OG0000998	Prao.g_01821	Prbh.g_01499
OG0000999	Prao.g_01822	Prbh.g_01498
OG0001000	Prao.g_01825	Prbh.g_01495
OG0001001	Prao.g_01827	Prbh.g_01490
OG0001002	Prao.g_01831	Prbh.g_01485
OG0001003	Prao.g_01833	Prbh.g_01484
OG0001004	Prao.g_01834	Prbh.g_01483
OG0001005	Prao.g_01835	Prbh.g_01482
OG0001006	Prao.g_01839	Prbh.g_01478
OG0001007	Prao.g_01841	Prbh.g_01476
OG0001008	Prao.g_00541	Prbh.g_00395
OG0001009	Prao.g_00174	Prbh.g_00753
OG0001010	Prao.g_00175	Prbh.g_00752
OG0001011	Prao.g_00176	Prbh.g_00751
OG0001012	Prao.g_00189	Prbh.g_00739
OG0001013	Prao.g_00194	Prbh.g_00732
OG0001014	Prao.g_00197	Prbh.g_00729
OG0001015	Prao.g_00198	Prbh.g_00728
OG0001016	Prao.g_00212	Prbh.g_00709
OG0001017	Prao.g_00216	Prbh.g_00705
OG0001018	Prao.g_00219	Prbh.g_00703
OG0001019	Prao.g_00228	Prbh.g_00694
OG0001020	Prao.g_00229	Prbh.g_00693
OG0001021	Prao.g_00230	Prbh.g_00692
OG0001022	Prao.g_00233	Prbh.g_00689
OG0001023	Prao.g_00234	Prbh.g_00688
OG0001024	Prao.g_00237	Prbh.g_00685
OG0001025	Prao.g_00243	Prbh.g_00678
OG0001026	Prao.g_00249	Prbh.g_00670
OG0001027	Prao.g_00250	Prbh.g_00669
OG0001028	Prao.g_00252	Prbh.g_00667
OG0001029	Prao.g_00254	Prbh.g_00666
OG0001030	Prao.g_00269	Prbh.g_00650
OG0001031	Prao.g_00324	Prbh.g_00596
OG0001032	Prao.g_00325	Prbh.g_00595
OG0001033	Prao.g_00346	Prbh.g_00574
OG0001034	Prao.g_00374	Prbh.g_00544
OG0001035	Prao.g_00392	Prbh.g_00524
OG0001036	Prao.g_00397	Prbh.g_00520
OG0001037	Prao.g_00398	Prbh.g_00519
OG0001038	Prao.g_00415	Prbh.g_00501
OG0001039	Prao.g_00418	Prbh.g_00498
OG0001040	Prao.g_00420	Prbh.g_00496
OG0001041	Prao.g_00424	Prbh.g_00491
OG0001042	Prao.g_00441	Prbh.g_00474
OG0001043	Prao.g_00442	Prbh.g_00473
OG0001044	Prao.g_00469	Prbh.g_00440
OG0001045	Prao.g_00477	Prbh.g_00430
OG0001046	Prao.g_00513	Prbh.g_01877
OG0001047	Prao.g_00543	Prbh.g_00393
OG0001048	Prao.g_00544	Prbh.g_00392
OG0001049	Prao.g_00546	Prbh.g_00390
OG0001050	Prao.g_00547	Prbh.g_00389
OG0001051	Prao.g_00548	Prbh.g_00388
OG0001052	Prao.g_00577	Prbh.g_00360
OG0001053	Prao.g_00589	Prbh.g_00348
OG0001054	Prao.g_00604	Prbh.g_00333
OG0001055	Prao.g_00623	Prbh.g_00313
OG0001056	Prao.g_01855	Prbh.g_00293
OG0001057	Prao.g_01160	Prbh.g_00289
OG0001058	Prao.g_01168	Prbh.g_00281
OG0001059	Prao.g_01172	Prbh.g_00277
OG0001060	Prao.g_01179	Prbh.g_00270
OG0001061	Prao.g_01866	Prbh.g_00255
OG0001062	Prao.g_01868	Prbh.g_00253
OG0001063	Prao.g_01870	Prbh.g_00251
OG0001064	Prao.g_00018	Prbh.g_00250
OG0001065	Prao.g_00019	Prbh.g_00249
OG0001066	Prao.g_00020	Prbh.g_00248
OG0001067	Prao.g_00021	Prbh.g_00247
OG0001068	Prao.g_00022	Prbh.g_00246
OG0001069	Prao.g_00023	Prbh.g_00245
OG0001070	Prao.g_00026	Prbh.g_00243
OG0001071	Prao.g_00027	Prbh.g_00242
OG0001072	Prao.g_00028	Prbh.g_00240
OG0001073	Prao.g_00042	Prbh.g_00226
OG0001074	Prao.g_00053	Prbh.g_00214
OG0001075	Prao.g_00054	Prbh.g_00213
OG0001076	Prao.g_00063	Prbh.g_01459
OG0001077	Prao.g_00067	Prbh.g_01453
OG0001078	Prao.g_00075	Prbh.g_01217
OG0001079	Prao.g_00086	Prbh.g_01206
OG0001080	Prao.g_00092	Prbh.g_01200
OG0001081	Prao.g_00094	Prbh.g_01198
OG0001082	Prao.g_00095	Prbh.g_01197
OG0001083	Prao.g_00100	Prbh.g_01192
OG0001084	Prao.g_00101	Prbh.g_01191
OG0001085	Prao.g_00109	Prbh.g_00904
OG0001086	Prao.g_00110	Prbh.g_00905
OG0001087	Prao.g_00126	Prbh.g_00923
OG0001088	Prao.g_00127	Prbh.g_00924
OG0001089	Prao.g_00135	Prbh.g_00935
OG0001090	Prao.g_00649	Prbh.g_00946
OG0001091	Prao.g_00651	Prbh.g_01170
OG0001092	Prao.g_00652	Prbh.g_01169
OG0001093	Prao.g_00657	Prbh.g_01164
OG0001094	Prao.g_00735	Prbh.g_01171
OG0001095	Prao.g_00754	Prbh.g_00966
OG0001096	Prao.g_00767	Prbh.g_00980
OG0001097	Prao.g_00786	Prbh.g_00999
OG0001098	Prao.g_00801	Prbh.g_01019
OG0001099	Prao.g_00834	Prbh.g_00861
OG0001100	Prao.g_00838	Prbh.g_00870
OG0001101	Prao.g_00840	Prbh.g_00872
OG0001102	Prao.g_00842	Prbh.g_00875
OG0001103	Prao.g_00844	Prbh.g_00877
OG0001104	Prao.g_00865	Prbh.g_00899
OG0001105	Prao.g_00869	Prbh.g_00903
OG0001106	Prao.g_00893	Prbh.g_01074
OG0001107	Prao.g_00900	Prbh.g_01084
OG0001108	Prao.g_00904	Prbh.g_01088
OG0001109	Prao.g_00905	Prbh.g_01089
OG0001110	Prao.g_00907	Prbh.g_01091
OG0001111	Prao.g_00908	Prbh.g_01092
OG0001112	Prao.g_00909	Prbh.g_01093
OG0001113	Prao.g_00910	Prbh.g_01094
OG0001114	Prao.g_00911	Prbh.g_01095
OG0001115	Prao.g_00913	Prbh.g_01097
OG0001116	Prao.g_00914	Prbh.g_01098
OG0001117	Prao.g_00915	Prbh.g_01099
OG0001118	Prao.g_00916	Prbh.g_01100
OG0001119	Prao.g_00917	Prbh.g_01101
OG0001120	Prao.g_00919	Prbh.g_01102
OG0001122	Prao.g_00946	Prbh.g_01119
OG0001123	Prao.g_00950	Prbh.g_01124
OG0001124	Prao.g_00952	Prbh.g_01126
OG0001125	Prao.g_00953	Prbh.g_01128
OG0001126	Prao.g_00963	Prbh.g_01042
