Orthogroup	Prao	Syar
OG0000568	Prao.g_01187	Syar.g_02302
OG0000569	Prao.g_01862	Syar.g_02301
OG0000570	Prao.g_01863	Syar.g_02300
OG0000571	Prao.g_01865	Syar.g_02298
OG0000572	Prao.g_00025	Syar.g_02201
OG0000573	Prao.g_00030	Syar.g_02191
OG0000574	Prao.g_00031	Syar.g_02190
OG0000575	Prao.g_00035	Syar.g_03180
OG0000576	Prao.g_00037	Syar.g_02187
OG0000577	Prao.g_00038	Syar.g_02186
OG0000578	Prao.g_00039	Syar.g_02185
OG0000579	Prao.g_00040	Syar.g_02184
OG0000580	Prao.g_00041	Syar.g_02183
OG0000581	Prao.g_00043	Syar.g_02175
OG0000582	Prao.g_00046	Syar.g_02131
OG0000583	Prao.g_00047	Syar.g_02132
OG0000584	Prao.g_00048	Syar.g_02133
OG0000585	Prao.g_00050	Syar.g_02170
OG0000586	Prao.g_00051	Syar.g_02171
OG0000587	Prao.g_00052	Syar.g_02173
OG0000588	Prao.g_00056	Syar.g_02275
OG0000589	Prao.g_00060	Syar.g_02261
OG0000590	Prao.g_00061	Syar.g_02260
OG0000591	Prao.g_00064	Syar.g_02246
OG0000592	Prao.g_00065	Syar.g_02245
OG0000593	Prao.g_00071	Syar.g_02414
OG0000594	Prao.g_00072	Syar.g_02415
OG0000595	Prao.g_00073	Syar.g_02416
OG0000596	Prao.g_00077	Syar.g_02421
OG0000597	Prao.g_00079	Syar.g_02424
OG0000598	Prao.g_00080	Syar.g_02425
OG0000599	Prao.g_00083	Syar.g_02428
OG0000600	Prao.g_00084	Syar.g_02429
OG0000601	Prao.g_00085	Syar.g_02430
OG0000602	Prao.g_00087	Syar.g_02435
OG0000603	Prao.g_00088	Syar.g_02436
OG0000604	Prao.g_00089	Syar.g_02438
OG0000605	Prao.g_00090	Syar.g_02440
OG0000606	Prao.g_00093	Syar.g_02443
OG0000607	Prao.g_00096	Syar.g_02446
OG0000608	Prao.g_00097	Syar.g_02447
OG0000609	Prao.g_00098	Syar.g_02470
OG0000610	Prao.g_00103	Syar.g_01917
OG0000611	Prao.g_00106	Syar.g_01914
OG0000612	Prao.g_00107	Syar.g_01913
OG0000613	Prao.g_00112	Syar.g_00712
OG0000614	Prao.g_00130	Syar.g_02012, Syar.g_01344
OG0000615	Prao.g_00138	Syar.g_02603
OG0000616	Prao.g_00142	Syar.g_00454
OG0000617	Prao.g_00654	Syar.g_01576
OG0000618	Prao.g_00655	Syar.g_01575
OG0000619	Prao.g_00656	Syar.g_01574
OG0000620	Prao.g_00659	Syar.g_01569
OG0000621	Prao.g_00660	Syar.g_01568
OG0000622	Prao.g_00661	Syar.g_01566
OG0000623	Prao.g_00662	Syar.g_01565
OG0000624	Prao.g_00663	Syar.g_01564
OG0000625	Prao.g_00664	Syar.g_01563
OG0000626	Prao.g_00665	Syar.g_01562
OG0000627	Prao.g_00666	Syar.g_01868
OG0000628	Prao.g_00667	Syar.g_01869
OG0000629	Prao.g_00668	Syar.g_01872
OG0000630	Prao.g_00671	Syar.g_02586
OG0000631	Prao.g_00732	Syar.g_02579
OG0000632	Prao.g_00733	Syar.g_02578
OG0000633	Prao.g_00734	Syar.g_02576
OG0000634	Prao.g_00737	Syar.g_02635
OG0000635	Prao.g_00738	Syar.g_02636
OG0000636	Prao.g_00740	Syar.g_02638
OG0000637	Prao.g_00742	Syar.g_02640
OG0000638	Prao.g_00743	Syar.g_02641
OG0000639	Prao.g_00744	Syar.g_02642
OG0000640	Prao.g_00745	Syar.g_02643
OG0000641	Prao.g_00749	Syar.g_02648
OG0000642	Prao.g_00750	Syar.g_02649
OG0000643	Prao.g_00751	Syar.g_02650
OG0000644	Prao.g_00752	Syar.g_02651
OG0000645	Prao.g_00753	Syar.g_02652
OG0000646	Prao.g_00755	Syar.g_02655
OG0000647	Prao.g_00756	Syar.g_02657
OG0000648	Prao.g_00758	Syar.g_02659
OG0000649	Prao.g_00759	Syar.g_02660
OG0000650	Prao.g_00760	Syar.g_02661
OG0000651	Prao.g_00761	Syar.g_02662
OG0000652	Prao.g_00762	Syar.g_02663
OG0000653	Prao.g_00764	Syar.g_02665
OG0000654	Prao.g_00765	Syar.g_02666
OG0000655	Prao.g_00766	Syar.g_02667
OG0000656	Prao.g_00769	Syar.g_02479
OG0000657	Prao.g_00777	Syar.g_01812
OG0000658	Prao.g_00778	Syar.g_01815
OG0000659	Prao.g_00779	Syar.g_01816
OG0000660	Prao.g_00783	Syar.g_01820
OG0000661	Prao.g_00785	Syar.g_03175, Syar.g_01822
OG0000662	Prao.g_00787	Syar.g_01829
OG0000663	Prao.g_00789	Syar.g_01832
OG0000664	Prao.g_00790	Syar.g_01837
OG0000665	Prao.g_00794	Syar.g_02774
OG0000666	Prao.g_00795	Syar.g_01241
OG0000667	Prao.g_00799	Syar.g_02346
OG0000668	Prao.g_00829	Syar.g_01802
OG0000669	Prao.g_00837	Syar.g_01627
OG0000670	Prao.g_00839	Syar.g_01624
OG0000671	Prao.g_00841	Syar.g_01622
OG0000672	Prao.g_00843	Syar.g_01619
OG0000673	Prao.g_00846	Syar.g_01615
OG0000674	Prao.g_00848	Syar.g_01613
OG0000675	Prao.g_00849	Syar.g_01612
OG0000676	Prao.g_00851	Syar.g_01608
OG0000677	Prao.g_00852	Syar.g_01607
OG0000678	Prao.g_00854	Syar.g_02037
OG0000679	Prao.g_00858	Syar.g_02606
OG0000680	Prao.g_00859	Syar.g_02607
OG0000681	Prao.g_00861	Syar.g_02610
OG0000682	Prao.g_00862	Syar.g_02611
OG0000683	Prao.g_00863	Syar.g_02612
OG0000684	Prao.g_00864	Syar.g_02615
OG0000685	Prao.g_00866	Syar.g_02617
OG0000686	Prao.g_00867	Syar.g_02618
OG0000687	Prao.g_00868	Syar.g_02619
OG0000688	Prao.g_00871	Syar.g_02624
OG0000689	Prao.g_00872	Syar.g_02626
OG0000690	Prao.g_00873	Syar.g_02627
OG0000691	Prao.g_00874	Syar.g_02628
OG0000692	Prao.g_00876	Syar.g_02629
OG0000693	Prao.g_00877	Syar.g_02631
OG0000694	Prao.g_00878	Syar.g_02632
OG0000695	Prao.g_00880	Syar.g_02573
OG0000696	Prao.g_00881	Syar.g_02572
OG0000697	Prao.g_00882	Syar.g_02570
OG0000698	Prao.g_00885	Syar.g_02567
OG0000699	Prao.g_00886	Syar.g_02566
OG0000700	Prao.g_00887	Syar.g_02565
OG0000701	Prao.g_00888	Syar.g_02564
OG0000702	Prao.g_00890	Syar.g_02559
OG0000703	Prao.g_00891	Syar.g_02557
OG0000704	Prao.g_00892	Syar.g_02555
OG0000705	Prao.g_00896	Syar.g_02547
OG0000706	Prao.g_00897	Syar.g_02546
OG0000707	Prao.g_00898	Syar.g_02545
OG0000708	Prao.g_00899	Syar.g_02542
OG0000709	Prao.g_00903	Syar.g_02534
OG0000710	Prao.g_00906	Syar.g_02528
OG0000711	Prao.g_00923	Syar.g_02499
OG0000712	Prao.g_00925	Syar.g_02497
OG0000713	Prao.g_00926	Syar.g_02496
OG0000714	Prao.g_00927	Syar.g_02494
OG0000715	Prao.g_00929	Syar.g_02492
OG0000716	Prao.g_00931	Syar.g_02488
OG0000717	Prao.g_00932	Syar.g_02487
OG0000718	Prao.g_00943	Syar.g_02483
OG0000719	Prao.g_00945	Syar.g_01804
OG0000720	Prao.g_00954	Syar.g_01790
OG0000721	Prao.g_00956	Syar.g_01788
OG0000722	Prao.g_00957	Syar.g_01787
OG0000723	Prao.g_00960	Syar.g_01560
OG0000724	Prao.g_00969	Syar.g_01367, Syar.g_02120
OG0000725	Prao.g_00975	Syar.g_01934
OG0000726	Prao.g_00976	Syar.g_01935
OG0000727	Prao.g_00977	Syar.g_01936
OG0000728	Prao.g_00979	Syar.g_01938
OG0000729	Prao.g_01027	Syar.g_00593
OG0000730	Prao.g_01156	Syar.g_01115
OG0000731	Prao.g_01152	Syar.g_01127
OG0000732	Prao.g_01143	Syar.g_00522
OG0000733	Prao.g_01121	Syar.g_02234
OG0000734	Prao.g_01104	Syar.g_03128
OG0000735	Prao.g_01102	Syar.g_01522
OG0000736	Prao.g_01101	Syar.g_01523
OG0000737	Prao.g_01100	Syar.g_01524
OG0000738	Prao.g_01096	Syar.g_01530
OG0000739	Prao.g_01095	Syar.g_01531
OG0000740	Prao.g_01094	Syar.g_01532
OG0000741	Prao.g_01093	Syar.g_01535
OG0000742	Prao.g_01090	Syar.g_01538
OG0000743	Prao.g_01088	Syar.g_01541
OG0000744	Prao.g_01087	Syar.g_01542
OG0000745	Prao.g_01086	Syar.g_01545
OG0000746	Prao.g_01084	Syar.g_01549
OG0000747	Prao.g_01083	Syar.g_01551
OG0000748	Prao.g_01080	Syar.g_01945
OG0000749	Prao.g_01079	Syar.g_01946
OG0000750	Prao.g_01078	Syar.g_01947
OG0000751	Prao.g_01076	Syar.g_01952
OG0000752	Prao.g_01074	Syar.g_01954
OG0000753	Prao.g_01071	Syar.g_01957
OG0000754	Prao.g_01068	Syar.g_01963
OG0000755	Prao.g_01065	Syar.g_01974
OG0000756	Prao.g_01064	Syar.g_01975
OG0000757	Prao.g_01058	Syar.g_01984
OG0000758	Prao.g_01057	Syar.g_01985
OG0000759	Prao.g_01056	Syar.g_01986
OG0000760	Prao.g_01055	Syar.g_01987
OG0000761	Prao.g_01054	Syar.g_01988
OG0000762	Prao.g_01053	Syar.g_01992
OG0000763	Prao.g_01051	Syar.g_01699
OG0000764	Prao.g_01050	Syar.g_01700
OG0000765	Prao.g_01041	Syar.g_01718
OG0000766	Prao.g_01040	Syar.g_01719
OG0000767	Prao.g_01038	Syar.g_01721
OG0000768	Prao.g_01037	Syar.g_01722
OG0000769	Prao.g_01035	Syar.g_01724
OG0000770	Prao.g_01033	Syar.g_01727
OG0000771	Prao.g_00014	Syar.g_01373
OG0000772	Prao.g_01305	Syar.g_00746
OG0000773	Prao.g_01285	Syar.g_02694
OG0000774	Prao.g_01283	Syar.g_02771
OG0000775	Prao.g_01281	Syar.g_02773
OG0000776	Prao.g_01280	Syar.g_01755
OG0000777	Prao.g_01279	Syar.g_01754
OG0000778	Prao.g_01278	Syar.g_01753
OG0000779	Prao.g_01274	Syar.g_02779
OG0000780	Prao.g_01273	Syar.g_02781
OG0000781	Prao.g_01270	Syar.g_02785
OG0000782	Prao.g_01269	Syar.g_02786
OG0000783	Prao.g_01268	Syar.g_02787
OG0000784	Prao.g_01267	Syar.g_02788
OG0000785	Prao.g_01265	Syar.g_02791
OG0000786	Prao.g_01263	Syar.g_02795
OG0000787	Prao.g_01262	Syar.g_02796
OG0000788	Prao.g_01252	Syar.g_02331
OG0000789	Prao.g_01249	Syar.g_02040
OG0000790	Prao.g_01234	Syar.g_01456
OG0000791	Prao.g_01232	Syar.g_01454
OG0000792	Prao.g_01231	Syar.g_01453
OG0000793	Prao.g_01228	Syar.g_01243
OG0000794	Prao.g_01227	Syar.g_01242
OG0000795	Prao.g_01226	Syar.g_01240
OG0000796	Prao.g_01222	Syar.g_01236
OG0000797	Prao.g_01221	Syar.g_01235
OG0000799	Prao.g_01379	Syar.g_02844
OG0000800	Prao.g_01380	Syar.g_02843
OG0000801	Prao.g_01381	Syar.g_02842
OG0000802	Prao.g_01383	Syar.g_02825
OG0000803	Prao.g_01385	Syar.g_02822
OG0000804	Prao.g_01386	Syar.g_02819
OG0000805	Prao.g_01388	Syar.g_02817
OG0000806	Prao.g_01390	Syar.g_02815
OG0000807	Prao.g_01391	Syar.g_02814
OG0000808	Prao.g_01392	Syar.g_02813
OG0000809	Prao.g_01395	Syar.g_02811
OG0000810	Prao.g_01396	Syar.g_02810
OG0000811	Prao.g_01400	Syar.g_02805
OG0000812	Prao.g_01402	Syar.g_02803
OG0000813	Prao.g_01403	Syar.g_02802
OG0000814	Prao.g_01405	Syar.g_02800
OG0000815	Prao.g_01406	Syar.g_02799
OG0000816	Prao.g_01408	Syar.g_02797
OG0000817	Prao.g_01409	Syar.g_02861
OG0000818	Prao.g_01414	Syar.g_01418
OG0000819	Prao.g_01415	Syar.g_01417
OG0000820	Prao.g_01416	Syar.g_01416
OG0000821	Prao.g_01419	Syar.g_01410
OG0000822	Prao.g_01420	Syar.g_01408
OG0000823	Prao.g_01421	Syar.g_00017, Syar.g_01407
OG0000824	Prao.g_01424	Syar.g_01402
OG0000825	Prao.g_01425	Syar.g_01401
OG0000826	Prao.g_01426	Syar.g_01400
OG0000827	Prao.g_01427	Syar.g_01399
OG0000828	Prao.g_01430	Syar.g_01396
OG0000829	Prao.g_01431	Syar.g_01395
OG0000830	Prao.g_01432	Syar.g_01394
OG0000831	Prao.g_01434	Syar.g_01391
OG0000832	Prao.g_01440	Syar.g_01213
OG0000833	Prao.g_01448	Syar.g_02877
OG0000834	Prao.g_01449	Syar.g_02878
OG0000835	Prao.g_01450	Syar.g_02879
OG0000836	Prao.g_01451	Syar.g_02881
OG0000837	Prao.g_01452	Syar.g_02882
OG0000838	Prao.g_01454	Syar.g_02886
OG0000839	Prao.g_01455	Syar.g_02887
OG0000840	Prao.g_01456	Syar.g_02888
OG0000841	Prao.g_01457	Syar.g_02889
OG0000842	Prao.g_01458	Syar.g_02890
OG0000843	Prao.g_01459	Syar.g_02891
OG0000844	Prao.g_01460	Syar.g_02893
OG0000845	Prao.g_01461	Syar.g_02894
OG0000846	Prao.g_01462	Syar.g_02895
OG0000847	Prao.g_01463	Syar.g_02896
OG0000848	Prao.g_01464	Syar.g_02898
OG0000849	Prao.g_01465	Syar.g_02899
OG0000850	Prao.g_01467	Syar.g_02902
OG0000851	Prao.g_01468	Syar.g_02905
OG0000852	Prao.g_01469	Syar.g_02906
OG0000853	Prao.g_01473	Syar.g_02910
OG0000854	Prao.g_01475	Syar.g_02912
OG0000855	Prao.g_01476	Syar.g_02913
OG0000856	Prao.g_01491	Syar.g_02243
OG0000857	Prao.g_01519	Syar.g_02656
OG0000858	Prao.g_01546	Syar.g_02920
OG0000859	Prao.g_01547	Syar.g_02921
OG0000860	Prao.g_01554	Syar.g_02931
OG0000861	Prao.g_01555	Syar.g_02932
OG0000862	Prao.g_01556	Syar.g_02942
OG0000863	Prao.g_01558	Syar.g_02944
OG0000864	Prao.g_01559	Syar.g_02945
OG0000865	Prao.g_01560	Syar.g_02946
OG0000866	Prao.g_01561	Syar.g_02947
OG0000867	Prao.g_01562	Syar.g_02948
OG0000868	Prao.g_01563	Syar.g_02950
OG0000869	Prao.g_01567	Syar.g_02955
OG0000870	Prao.g_01572	Syar.g_02960
OG0000871	Prao.g_01573	Syar.g_02961
OG0000872	Prao.g_01574	Syar.g_02967
OG0000873	Prao.g_01577	Syar.g_02970
OG0000874	Prao.g_01580	Syar.g_02974
OG0000875	Prao.g_01581	Syar.g_02975
OG0000876	Prao.g_01582	Syar.g_01828
OG0000877	Prao.g_01584	Syar.g_02977
OG0000878	Prao.g_01585	Syar.g_02978
OG0000879	Prao.g_01586	Syar.g_02979
OG0000880	Prao.g_01587	Syar.g_02980
OG0000881	Prao.g_01591	Syar.g_02984
OG0000882	Prao.g_01596	Syar.g_02989
OG0000883	Prao.g_01597	Syar.g_02992
OG0000884	Prao.g_01599	Syar.g_02994
OG0000885	Prao.g_01600	Syar.g_02995
OG0000886	Prao.g_01601	Syar.g_02996
OG0000887	Prao.g_01602	Syar.g_02998
OG0000888	Prao.g_01604	Syar.g_03000
OG0000889	Prao.g_01606	Syar.g_03002
OG0000890	Prao.g_01607	Syar.g_03005
OG0000891	Prao.g_01608	Syar.g_03006
OG0000892	Prao.g_01610	Syar.g_03008
OG0000893	Prao.g_01615	Syar.g_00150
OG0000894	Prao.g_01617	Syar.g_00145
OG0000895	Prao.g_01620	Syar.g_00141
OG0000896	Prao.g_01621	Syar.g_00140
OG0000897	Prao.g_01623	Syar.g_00138
OG0000898	Prao.g_01624	Syar.g_00137
OG0000899	Prao.g_01625	Syar.g_00136
OG0000900	Prao.g_01626	Syar.g_00135
OG0000901	Prao.g_01629	Syar.g_00130
OG0000902	Prao.g_01631	Syar.g_01013
OG0000903	Prao.g_01634	Syar.g_01026
OG0000904	Prao.g_01636	Syar.g_01021
OG0000905	Prao.g_01641	Syar.g_01018
OG0000906	Prao.g_01642	Syar.g_01015
OG0000907	Prao.g_01645	Syar.g_01028
OG0000908	Prao.g_01648	Syar.g_01031
OG0000909	Prao.g_01649	Syar.g_01032
OG0000910	Prao.g_01650	Syar.g_01033
OG0000911	Prao.g_01652	Syar.g_01035
OG0000912	Prao.g_01653	Syar.g_01036
OG0000913	Prao.g_01654	Syar.g_01037
OG0000914	Prao.g_01655	Syar.g_01038
OG0000915	Prao.g_01656	Syar.g_01040
OG0000916	Prao.g_01657	Syar.g_01041
OG0000917	Prao.g_01658	Syar.g_01042
OG0000918	Prao.g_01659	Syar.g_01043
OG0000919	Prao.g_01660	Syar.g_01044
OG0000920	Prao.g_01661	Syar.g_01045
OG0000921	Prao.g_01662	Syar.g_01046
OG0000922	Prao.g_01663	Syar.g_01047
OG0000923	Prao.g_01667	Syar.g_01051
OG0000924	Prao.g_01668	Syar.g_01052
OG0000925	Prao.g_01669	Syar.g_01053
OG0000926	Prao.g_01670	Syar.g_01054
OG0000927	Prao.g_01672	Syar.g_01056
OG0000928	Prao.g_01673	Syar.g_01057
OG0000929	Prao.g_01674	Syar.g_01058
OG0000930	Prao.g_01675	Syar.g_01059
OG0000931	Prao.g_01676	Syar.g_01060
OG0000932	Prao.g_01677	Syar.g_01061
OG0000933	Prao.g_01681	Syar.g_01066
OG0000934	Prao.g_01683	Syar.g_01068
OG0000935	Prao.g_01684	Syar.g_01069
OG0000936	Prao.g_01685	Syar.g_01070
OG0000937	Prao.g_01686	Syar.g_01071
OG0000938	Prao.g_01688	Syar.g_01074
OG0000939	Prao.g_01689	Syar.g_01075
OG0000940	Prao.g_01696	Syar.g_01081
OG0000941	Prao.g_01698	Syar.g_01083
OG0000942	Prao.g_01700	Syar.g_01085
OG0000943	Prao.g_01701	Syar.g_01086
OG0000944	Prao.g_01702	Syar.g_01088
OG0000945	Prao.g_01703	Syar.g_01089
OG0000946	Prao.g_01707	Syar.g_01095
OG0000947	Prao.g_01709	Syar.g_01098
OG0000948	Prao.g_01710	Syar.g_01099
OG0000949	Prao.g_01713	Syar.g_00283
OG0000950	Prao.g_01718	Syar.g_00661
OG0000951	Prao.g_01722	Syar.g_00656
OG0000952	Prao.g_01726	Syar.g_00651
OG0000953	Prao.g_01729	Syar.g_00248
OG0000954	Prao.g_01733	Syar.g_00258
OG0000955	Prao.g_01734	Syar.g_00259
OG0000956	Prao.g_01736	Syar.g_00261
OG0000957	Prao.g_01741	Syar.g_00610
OG0000958	Prao.g_01742	Syar.g_00609
OG0000959	Prao.g_01746	Syar.g_00605
OG0000960	Prao.g_01747	Syar.g_00604
OG0000961	Prao.g_01749	Syar.g_00094
OG0000962	Prao.g_01751	Syar.g_00594
OG0000963	Prao.g_01755	Syar.g_00590
OG0000964	Prao.g_01756	Syar.g_00589
OG0000965	Prao.g_01757	Syar.g_00588
OG0000966	Prao.g_01764	Syar.g_00549
OG0000967	Prao.g_01769	Syar.g_00545
OG0000968	Prao.g_01771	Syar.g_00542
OG0000969	Prao.g_01772	Syar.g_00540
OG0000970	Prao.g_01773	Syar.g_00539
OG0000971	Prao.g_01774	Syar.g_00537
OG0000972	Prao.g_01775	Syar.g_00536
OG0000973	Prao.g_01776	Syar.g_00535
OG0000974	Prao.g_01777	Syar.g_00534
OG0000975	Prao.g_01778	Syar.g_00533
OG0000976	Prao.g_01779	Syar.g_00532
OG0000977	Prao.g_01780	Syar.g_00530
OG0000978	Prao.g_01781	Syar.g_00529
OG0000979	Prao.g_01784	Syar.g_00526
OG0000980	Prao.g_01786	Syar.g_00523
OG0000981	Prao.g_01788	Syar.g_00520
OG0000982	Prao.g_01790	Syar.g_00331
OG0000983	Prao.g_01791	Syar.g_00332
OG0000984	Prao.g_01792	Syar.g_00333
OG0000985	Prao.g_01795	Syar.g_00337
OG0000986	Prao.g_01797	Syar.g_00344
OG0000987	Prao.g_01798	Syar.g_00346
OG0000988	Prao.g_01801	Syar.g_00352
OG0000989	Prao.g_01805	Syar.g_00377
OG0000990	Prao.g_01808	Syar.g_00697
OG0000991	Prao.g_01809	Syar.g_00700
OG0000992	Prao.g_01811	Syar.g_00704
OG0000993	Prao.g_01812	Syar.g_00705
OG0000994	Prao.g_01813	Syar.g_00708
OG0000995	Prao.g_01817	Syar.g_03212, Syar.g_00624
OG0000996	Prao.g_01818	Syar.g_00861
OG0000997	Prao.g_01819	Syar.g_00437
OG0000998	Prao.g_01821	Syar.g_00439
OG0000999	Prao.g_01822	Syar.g_00440
OG0001000	Prao.g_01825	Syar.g_00955, Syar.g_00444
OG0001001	Prao.g_01827	Syar.g_00450
OG0001002	Prao.g_01831	Syar.g_00457
OG0001003	Prao.g_01833	Syar.g_00459
OG0001004	Prao.g_01834	Syar.g_00460
OG0001005	Prao.g_01835	Syar.g_00461
OG0001006	Prao.g_01839	Syar.g_00468
OG0001007	Prao.g_01841	Syar.g_00470
OG0001008	Prao.g_00541	Syar.g_01178, Syar.g_03274
OG0001009	Prao.g_00174	Syar.g_00500
OG0001010	Prao.g_00175	Syar.g_00501
OG0001011	Prao.g_00176	Syar.g_00503
OG0001013	Prao.g_00194	Syar.g_00906
OG0001014	Prao.g_00197	Syar.g_00914
OG0001015	Prao.g_00198	Syar.g_00915
OG0001017	Prao.g_00216	Syar.g_03050
OG0001018	Prao.g_00219	Syar.g_03052
OG0001019	Prao.g_00228	Syar.g_03086
OG0001020	Prao.g_00229	Syar.g_03092
OG0001021	Prao.g_00230	Syar.g_03098
OG0001022	Prao.g_00233	Syar.g_03102
OG0001023	Prao.g_00234	Syar.g_03103
OG0001024	Prao.g_00237	Syar.g_02276
OG0001025	Prao.g_00243	Syar.g_03115
OG0001026	Prao.g_00249	Syar.g_03131
OG0001027	Prao.g_00250	Syar.g_00031
OG0001028	Prao.g_00252	Syar.g_00034
OG0001029	Prao.g_00254	Syar.g_00036
OG0001030	Prao.g_00269	Syar.g_00058
OG0001031	Prao.g_00324	Syar.g_00129
OG0001032	Prao.g_00325	Syar.g_01011
OG0001033	Prao.g_00346	Syar.g_00962
OG0001034	Prao.g_00374	Syar.g_03022
OG0001035	Prao.g_00392	Syar.g_00171
OG0001036	Prao.g_00397	Syar.g_00193
OG0001037	Prao.g_00398	Syar.g_00195
OG0001038	Prao.g_00415	Syar.g_00223
OG0001039	Prao.g_00418	Syar.g_00226
OG0001040	Prao.g_00420	Syar.g_00229
OG0001041	Prao.g_00424	Syar.g_00234
OG0001042	Prao.g_00441	Syar.g_00831
OG0001043	Prao.g_00442	Syar.g_00826
OG0001044	Prao.g_00469	Syar.g_01117
OG0001045	Prao.g_00477	Syar.g_01130
OG0001046	Prao.g_00513	Syar.g_02514
OG0001047	Prao.g_00543	Syar.g_01180
OG0001048	Prao.g_00544	Syar.g_01181
OG0001049	Prao.g_00546	Syar.g_02872
OG0001050	Prao.g_00547	Syar.g_02871
OG0001051	Prao.g_00548	Syar.g_02870
OG0001052	Prao.g_00577	Syar.g_01269
OG0001053	Prao.g_00589	Syar.g_01472
OG0001054	Prao.g_00604	Syar.g_01492
OG0001055	Prao.g_00623	Syar.g_01513
OG0001056	Prao.g_01855	Syar.g_02349
OG0001057	Prao.g_01160	Syar.g_02341
OG0001058	Prao.g_01168	Syar.g_02324
OG0001059	Prao.g_01172	Syar.g_00422
OG0001060	Prao.g_01179	Syar.g_02315
OG0001061	Prao.g_01866	Syar.g_02297
OG0001062	Prao.g_01868	Syar.g_02294
OG0001063	Prao.g_01870	Syar.g_02209
OG0001064	Prao.g_00018	Syar.g_02208
OG0001065	Prao.g_00019	Syar.g_02207
OG0001066	Prao.g_00020	Syar.g_02206
OG0001067	Prao.g_00021	Syar.g_02205
OG0001068	Prao.g_00022	Syar.g_02204
OG0001069	Prao.g_00023	Syar.g_02203
OG0001070	Prao.g_00026	Syar.g_02200
OG0001071	Prao.g_00027	Syar.g_02199
OG0001072	Prao.g_00028	Syar.g_02195
OG0001073	Prao.g_00042	Syar.g_02182
OG0001074	Prao.g_00053	Syar.g_02031
OG0001075	Prao.g_00054	Syar.g_02215
OG0001076	Prao.g_00063	Syar.g_02253
OG0001077	Prao.g_00067	Syar.g_02240
OG0001078	Prao.g_00075	Syar.g_02419
OG0001079	Prao.g_00086	Syar.g_02431
OG0001080	Prao.g_00092	Syar.g_02442
OG0001081	Prao.g_00094	Syar.g_02444
OG0001082	Prao.g_00095	Syar.g_02445
OG0001083	Prao.g_00100	Syar.g_02473
OG0001084	Prao.g_00101	Syar.g_02474
OG0001085	Prao.g_00109	Syar.g_01688
OG0001086	Prao.g_00110	Syar.g_01686
OG0001087	Prao.g_00126	Syar.g_02347
OG0001088	Prao.g_00127	Syar.g_00431
OG0001089	Prao.g_00135	Syar.g_01942
OG0001090	Prao.g_00649	Syar.g_01582
OG0001091	Prao.g_00651	Syar.g_01580
OG0001092	Prao.g_00652	Syar.g_01578
OG0001093	Prao.g_00657	Syar.g_01572
OG0001094	Prao.g_00735	Syar.g_02633
OG0001095	Prao.g_00754	Syar.g_02653
OG0001096	Prao.g_00767	Syar.g_02476
OG0001097	Prao.g_00786	Syar.g_01823
OG0001098	Prao.g_00801	Syar.g_01672
OG0001099	Prao.g_00834	Syar.g_00035
OG0001100	Prao.g_00838	Syar.g_01625
OG0001101	Prao.g_00840	Syar.g_01623
OG0001102	Prao.g_00842	Syar.g_01620
OG0001103	Prao.g_00844	Syar.g_01618
OG0001104	Prao.g_00865	Syar.g_02616
OG0001105	Prao.g_00869	Syar.g_02620
OG0001106	Prao.g_00893	Syar.g_02553
OG0001107	Prao.g_00900	Syar.g_02541
OG0001109	Prao.g_00905	Syar.g_02529
OG0001110	Prao.g_00907	Syar.g_02527
OG0001111	Prao.g_00908	Syar.g_02525
OG0001112	Prao.g_00909	Syar.g_02523
OG0001113	Prao.g_00910	Syar.g_02522
OG0001114	Prao.g_00911	Syar.g_02521
OG0001115	Prao.g_00913	Syar.g_02519
OG0001116	Prao.g_00914	Syar.g_02517
OG0001117	Prao.g_00915	Syar.g_02516
OG0001118	Prao.g_00916	Syar.g_02515
OG0001119	Prao.g_00917	Syar.g_02513
OG0001120	Prao.g_00919	Syar.g_02507
OG0001122	Prao.g_00946	Syar.g_01803
OG0001123	Prao.g_00950	Syar.g_01796
OG0001124	Prao.g_00952	Syar.g_01793
OG0001125	Prao.g_00953	Syar.g_01791
OG0001126	Prao.g_00963	Syar.g_01375
OG0001127	Prao.g_00964	Syar.g_01374
OG0001128	Prao.g_00966	Syar.g_01371
OG0001129	Prao.g_00967	Syar.g_01369
OG0001130	Prao.g_00968	Syar.g_01368
OG0001131	Prao.g_01007	Syar.g_02448
OG0001132	Prao.g_01016	Syar.g_00684
OG0001133	Prao.g_01137	Syar.g_02249
OG0001134	Prao.g_01122	Syar.g_02235
OG0001135	Prao.g_01119	Syar.g_02232
OG0001136	Prao.g_01092	Syar.g_01536
OG0001137	Prao.g_01081	Syar.g_01944
OG0001138	Prao.g_01063	Syar.g_01977
OG0001139	Prao.g_01062	Syar.g_01980
OG0001140	Prao.g_01061	Syar.g_01981
OG0001141	Prao.g_01060	Syar.g_01982
OG0001142	Prao.g_01059	Syar.g_01983
OG0001143	Prao.g_01052	Syar.g_01698
OG0001144	Prao.g_01047	Syar.g_01707
OG0001145	Prao.g_01284	Syar.g_02769
OG0001146	Prao.g_01272	Syar.g_02782
OG0001147	Prao.g_01253	Syar.g_01276
OG0001148	Prao.g_01237	Syar.g_01459
OG0001149	Prao.g_01236	Syar.g_01458
OG0001150	Prao.g_01235	Syar.g_01457
OG0001151	Prao.g_01224	Syar.g_01238
OG0001152	Prao.g_01223	Syar.g_01237
