Orthogroup	Prac	Syae
OG0000595	Prac.g_00737	Syae.g_00072
OG0000596	Prac.g_00733	Syae.g_00077
OG0000597	Prac.g_00731	Syae.g_00080
OG0000598	Prac.g_00730	Syae.g_00081
OG0000599	Prac.g_00727	Syae.g_00084
OG0000600	Prac.g_00726	Syae.g_00085
OG0000601	Prac.g_00725	Syae.g_00086
OG0000602	Prac.g_00723	Syae.g_00091
OG0000603	Prac.g_00722	Syae.g_00092
OG0000604	Prac.g_00721	Syae.g_00095
OG0000605	Prac.g_00720	Syae.g_00260
OG0000606	Prac.g_00717	Syae.g_00616
OG0000607	Prac.g_00714	Syae.g_00613
OG0000608	Prac.g_00713	Syae.g_00612
OG0000609	Prac.g_00712	Syae.g_00610
OG0000610	Prac.g_00707	Syae.g_00601
OG0000611	Prac.g_00704	Syae.g_00598
OG0000612	Prac.g_00703	Syae.g_00597
OG0000613	Prac.g_00698	Syae.g_01910
OG0000614	Prac.g_00679	Syae.g_00765
OG0000615	Prac.g_00671	Syae.g_00557
OG0000616	Prac.g_00667	Syae.g_01696
OG0000617	Prac.g_01554	Syae.g_00464
OG0000618	Prac.g_01553	Syae.g_00463
OG0000619	Prac.g_01552	Syae.g_00462
OG0000620	Prac.g_01549	Syae.g_00456
OG0000621	Prac.g_01548	Syae.g_00455
OG0000622	Prac.g_01547	Syae.g_00454
OG0000623	Prac.g_01546	Syae.g_00453
OG0000624	Prac.g_01545	Syae.g_00451
OG0000625	Prac.g_01544	Syae.g_00450
OG0000626	Prac.g_01543	Syae.g_00449
OG0000627	Prac.g_01542	Syae.g_00299
OG0000628	Prac.g_01541	Syae.g_00300
OG0000629	Prac.g_01540	Syae.g_00303
OG0000630	Prac.g_01537	Syae.g_00310
OG0000631	Prac.g_01484	Syae.g_00317
OG0000632	Prac.g_01483	Syae.g_00318
OG0000633	Prac.g_01482	Syae.g_00320
OG0000634	Prac.g_01479	Syae.g_00525
OG0000635	Prac.g_01478	Syae.g_00524
OG0000636	Prac.g_01476	Syae.g_00522
OG0000637	Prac.g_01474	Syae.g_00520
OG0000638	Prac.g_01473	Syae.g_00519
OG0000639	Prac.g_01472	Syae.g_00518
OG0000640	Prac.g_01471	Syae.g_00517
OG0000641	Prac.g_01467	Syae.g_00513
OG0000642	Prac.g_01466	Syae.g_00512
OG0000643	Prac.g_01465	Syae.g_00510
OG0000644	Prac.g_01464	Syae.g_00509
OG0000645	Prac.g_01463	Syae.g_00507
OG0000646	Prac.g_01461	Syae.g_00504
OG0000647	Prac.g_01460	Syae.g_00502
OG0000648	Prac.g_01458	Syae.g_00499
OG0000649	Prac.g_01457	Syae.g_00498
OG0000650	Prac.g_01456	Syae.g_00497
OG0000651	Prac.g_01455	Syae.g_00496
OG0000652	Prac.g_01454	Syae.g_00495
OG0000653	Prac.g_01452	Syae.g_00493
OG0000654	Prac.g_01451	Syae.g_00492
OG0000655	Prac.g_01450	Syae.g_00491
OG0000656	Prac.g_01447	Syae.g_00488
OG0000657	Prac.g_01440	Syae.g_00834
OG0000658	Prac.g_01439	Syae.g_00837
OG0000659	Prac.g_01438	Syae.g_00838
OG0000660	Prac.g_01434	Syae.g_00842
OG0000661	Prac.g_01432	Syae.g_00844
OG0000662	Prac.g_01430	Syae.g_00846
OG0000663	Prac.g_01428	Syae.g_00849
OG0000664	Prac.g_01427	Syae.g_00850
OG0000665	Prac.g_01423	Syae.g_00121
OG0000666	Prac.g_01422	Syae.g_00258
OG0000667	Prac.g_01418	Syae.g_02056
OG0000668	Prac.g_01401	Syae.g_00418
OG0000669	Prac.g_01393	Syae.g_00585
OG0000670	Prac.g_01391	Syae.g_00582
OG0000671	Prac.g_01389	Syae.g_00580
OG0000672	Prac.g_01386	Syae.g_00577
OG0000673	Prac.g_01383	Syae.g_00574
OG0000674	Prac.g_01381	Syae.g_00572
OG0000675	Prac.g_01380	Syae.g_00571
OG0000676	Prac.g_01378	Syae.g_00569
OG0000677	Prac.g_01377	Syae.g_00568
OG0000678	Prac.g_01375	Syae.g_00564
OG0000679	Prac.g_01371	Syae.g_00555
OG0000680	Prac.g_01370	Syae.g_00554
OG0000681	Prac.g_01368	Syae.g_00551
OG0000682	Prac.g_01367	Syae.g_00550
OG0000683	Prac.g_01366	Syae.g_00549
OG0000684	Prac.g_01365	Syae.g_00545
OG0000685	Prac.g_01363	Syae.g_00543
OG0000686	Prac.g_01362	Syae.g_00542
OG0000687	Prac.g_01361	Syae.g_00541
OG0000688	Prac.g_01358	Syae.g_00536
OG0000689	Prac.g_01357	Syae.g_00534
OG0000690	Prac.g_01356	Syae.g_00533
OG0000691	Prac.g_01355	Syae.g_00532
OG0000692	Prac.g_01353	Syae.g_00531
OG0000693	Prac.g_01352	Syae.g_00529
OG0000694	Prac.g_01351	Syae.g_00528
OG0000695	Prac.g_01349	Syae.g_00322
OG0000696	Prac.g_01348	Syae.g_00323
OG0000697	Prac.g_01347	Syae.g_00325
OG0000698	Prac.g_01344	Syae.g_00328
OG0000699	Prac.g_01343	Syae.g_00330
OG0000700	Prac.g_01342	Syae.g_00331
OG0000701	Prac.g_01341	Syae.g_00332
OG0000702	Prac.g_01339	Syae.g_00341
OG0000703	Prac.g_01338	Syae.g_00342
OG0000704	Prac.g_01337	Syae.g_00345
OG0000705	Prac.g_01333	Syae.g_00352
OG0000706	Prac.g_01332	Syae.g_00353
OG0000707	Prac.g_01331	Syae.g_00354
OG0000708	Prac.g_01330	Syae.g_00357
OG0000709	Prac.g_01326	Syae.g_00365
OG0000710	Prac.g_01323	Syae.g_00369
OG0000711	Prac.g_01307	Syae.g_00398
OG0000712	Prac.g_01305	Syae.g_00400
OG0000713	Prac.g_01304	Syae.g_00401
OG0000714	Prac.g_01303	Syae.g_00403
OG0000715	Prac.g_01301	Syae.g_00405
OG0000716	Prac.g_01299	Syae.g_00409
OG0000717	Prac.g_01298	Syae.g_00410
OG0000718	Prac.g_01287	Syae.g_00414
OG0000719	Prac.g_01285	Syae.g_00416
OG0000720	Prac.g_01276	Syae.g_00429
OG0000721	Prac.g_01274	Syae.g_00431
OG0000722	Prac.g_01273	Syae.g_00432
OG0000723	Prac.g_01270	Syae.g_00445
OG0000724	Prac.g_01261	Syae.g_00799
OG0000725	Prac.g_01255	Syae.g_00789
OG0000726	Prac.g_01254	Syae.g_00788
OG0000727	Prac.g_01253	Syae.g_00787
OG0000728	Prac.g_01251	Syae.g_00785
OG0000729	Prac.g_01205	Syae.g_01819
OG0000730	Prac.g_01046	Syae.g_02189
OG0000731	Prac.g_01042	Syae.g_02201
OG0000732	Prac.g_01036	Syae.g_01764
OG0000733	Prac.g_01017	Syae.g_01599
OG0000734	Prac.g_01000	Syae.g_01371
OG0000735	Prac.g_00998	Syae.g_00942
OG0000736	Prac.g_00997	Syae.g_00941
OG0000737	Prac.g_00996	Syae.g_00940
OG0000738	Prac.g_00992	Syae.g_00935
OG0000739	Prac.g_00991	Syae.g_00928
OG0000740	Prac.g_00990	Syae.g_00927
OG0000741	Prac.g_00989	Syae.g_00924
OG0000742	Prac.g_00986	Syae.g_00922
OG0000743	Prac.g_00984	Syae.g_00920
OG0000744	Prac.g_00983	Syae.g_00919
OG0000745	Prac.g_00982	Syae.g_00917
OG0000746	Prac.g_00980	Syae.g_00915
OG0000747	Prac.g_00979	Syae.g_00914
OG0000748	Prac.g_00976	Syae.g_00902
OG0000749	Prac.g_00975	Syae.g_00900
OG0000750	Prac.g_00974	Syae.g_00899
OG0000751	Prac.g_00972	Syae.g_00892
OG0000752	Prac.g_00970	Syae.g_00890
OG0000753	Prac.g_00967	Syae.g_00887
OG0000754	Prac.g_00964	Syae.g_00641
OG0000755	Prac.g_00961	Syae.g_00651
OG0000756	Prac.g_00960	Syae.g_00652
OG0000757	Prac.g_00954	Syae.g_00661
OG0000758	Prac.g_00953	Syae.g_00662
OG0000759	Prac.g_00952	Syae.g_00663
OG0000760	Prac.g_00951	Syae.g_00664
OG0000761	Prac.g_00950	Syae.g_00668
OG0000762	Prac.g_00949	Syae.g_00672
OG0000763	Prac.g_00947	Syae.g_00676
OG0000764	Prac.g_00946	Syae.g_00677
OG0000765	Prac.g_00937	Syae.g_00695
OG0000766	Prac.g_00936	Syae.g_00696
OG0000767	Prac.g_00934	Syae.g_00698
OG0000768	Prac.g_00933	Syae.g_00699
OG0000769	Prac.g_00931	Syae.g_00701
OG0000770	Prac.g_00929	Syae.g_00704
OG0000771	Prac.g_00448	Syae.g_00805
OG0000772	Prac.g_00154	Syae.g_00168
OG0000773	Prac.g_00166	Syae.g_00947
OG0000774	Prac.g_00168	Syae.g_00951
OG0000775	Prac.g_00170	Syae.g_00954
OG0000776	Prac.g_00171	Syae.g_00955
OG0000777	Prac.g_00172	Syae.g_00956
OG0000778	Prac.g_00173	Syae.g_00957
OG0000779	Prac.g_00177	Syae.g_00963
OG0000780	Prac.g_00178	Syae.g_00967
OG0000781	Prac.g_00181	Syae.g_00971
OG0000782	Prac.g_00182	Syae.g_00972
OG0000783	Prac.g_00183	Syae.g_00973
OG0000784	Prac.g_00184	Syae.g_00974
OG0000785	Prac.g_00186	Syae.g_00976
OG0000786	Prac.g_00188	Syae.g_02477
OG0000787	Prac.g_00189	Syae.g_02476
OG0000788	Prac.g_00204	Syae.g_00087
OG0000789	Prac.g_00207	Syae.g_00281
OG0000790	Prac.g_00222	Syae.g_02294
OG0000791	Prac.g_00224	Syae.g_02292
OG0000792	Prac.g_00225	Syae.g_02291
OG0000793	Prac.g_00228	Syae.g_02286
OG0000794	Prac.g_00229	Syae.g_02285
OG0000795	Prac.g_00230	Syae.g_02284
OG0000796	Prac.g_00234	Syae.g_02280
OG0000797	Prac.g_00235	Syae.g_02279
OG0000798	Prac.g_00262	Syae.g_01972, Syae.g_01205
OG0000799	Prac.g_00429	Syae.g_00010
OG0000800	Prac.g_00428	Syae.g_00009
OG0000801	Prac.g_00427	Syae.g_00008
OG0000802	Prac.g_00425	Syae.g_02686
OG0000803	Prac.g_00423	Syae.g_02680
OG0000804	Prac.g_00422	Syae.g_02677
OG0000805	Prac.g_00420	Syae.g_02663
OG0000806	Prac.g_00418	Syae.g_02661
OG0000807	Prac.g_00417	Syae.g_02659
OG0000808	Prac.g_00416	Syae.g_02658
OG0000809	Prac.g_00413	Syae.g_02655
OG0000810	Prac.g_00412	Syae.g_02654
OG0000811	Prac.g_00408	Syae.g_02648
OG0000812	Prac.g_00406	Syae.g_02646
OG0000813	Prac.g_00405	Syae.g_02645
OG0000814	Prac.g_00403	Syae.g_02643
OG0000815	Prac.g_00402	Syae.g_02642
OG0000816	Prac.g_00400	Syae.g_02641
OG0000817	Prac.g_00399	Syae.g_02640
OG0000818	Prac.g_00394	Syae.g_02634
OG0000819	Prac.g_00393	Syae.g_02633
OG0000820	Prac.g_00392	Syae.g_02632
OG0000821	Prac.g_00388	Syae.g_02626
OG0000822	Prac.g_00387	Syae.g_02624
OG0000823	Prac.g_00386	Syae.g_02623
OG0000824	Prac.g_00383	Syae.g_02617
OG0000825	Prac.g_00382	Syae.g_02616
OG0000826	Prac.g_00381	Syae.g_02615
OG0000827	Prac.g_00380	Syae.g_02614
OG0000828	Prac.g_00377	Syae.g_02612
OG0000829	Prac.g_00376	Syae.g_02611
OG0000830	Prac.g_00375	Syae.g_02610
OG0000831	Prac.g_00373	Syae.g_02608
OG0000832	Prac.g_00367	Syae.g_01081
OG0000833	Prac.g_00359	Syae.g_01106
OG0000834	Prac.g_00358	Syae.g_01108
OG0000835	Prac.g_00357	Syae.g_01109
OG0000836	Prac.g_00356	Syae.g_01113
OG0000837	Prac.g_00355	Syae.g_01115
OG0000838	Prac.g_00353	Syae.g_01119
OG0000839	Prac.g_00352	Syae.g_01120
OG0000840	Prac.g_00351	Syae.g_01121
OG0000841	Prac.g_00350	Syae.g_01122
OG0000842	Prac.g_00349	Syae.g_01123
OG0000843	Prac.g_00348	Syae.g_01124
OG0000844	Prac.g_00347	Syae.g_01125
OG0000845	Prac.g_00346	Syae.g_01126
OG0000846	Prac.g_00345	Syae.g_01127
OG0000847	Prac.g_00344	Syae.g_01128
OG0000848	Prac.g_00343	Syae.g_01130
OG0000849	Prac.g_00342	Syae.g_01131
OG0000850	Prac.g_00340	Syae.g_01133
OG0000851	Prac.g_00339	Syae.g_01139
OG0000852	Prac.g_00338	Syae.g_01140
OG0000853	Prac.g_00334	Syae.g_01144
OG0000854	Prac.g_00332	Syae.g_01146
OG0000855	Prac.g_00331	Syae.g_01147
OG0000856	Prac.g_00317	Syae.g_00059
OG0000857	Prac.g_00288	Syae.g_00503
OG0000858	Prac.g_00631	Syae.g_01153
OG0000859	Prac.g_00630	Syae.g_01154
OG0000860	Prac.g_00623	Syae.g_01165
OG0000861	Prac.g_00622	Syae.g_01166
OG0000862	Prac.g_00621	Syae.g_01167
OG0000863	Prac.g_00619	Syae.g_01170
OG0000864	Prac.g_00618	Syae.g_01171
OG0000865	Prac.g_00617	Syae.g_01172
OG0000866	Prac.g_00616	Syae.g_01173
OG0000867	Prac.g_00615	Syae.g_01174
OG0000868	Prac.g_00614	Syae.g_01177
OG0000869	Prac.g_00610	Syae.g_01182
OG0000870	Prac.g_00605	Syae.g_01187
OG0000871	Prac.g_00604	Syae.g_01188
OG0000872	Prac.g_00603	Syae.g_01196
OG0000873	Prac.g_00600	Syae.g_01199
OG0000874	Prac.g_00597	Syae.g_01194
OG0000875	Prac.g_00596	Syae.g_01244
OG0000876	Prac.g_00595	Syae.g_01020
OG0000877	Prac.g_00593	Syae.g_01025
OG0000878	Prac.g_00592	Syae.g_01026
OG0000879	Prac.g_00591	Syae.g_01027
OG0000880	Prac.g_00590	Syae.g_01028
OG0000881	Prac.g_00586	Syae.g_01034
OG0000882	Prac.g_00581	Syae.g_01039
OG0000883	Prac.g_00580	Syae.g_01041
OG0000884	Prac.g_00578	Syae.g_01043
OG0000885	Prac.g_00577	Syae.g_01044
OG0000886	Prac.g_00576	Syae.g_01045
OG0000887	Prac.g_00575	Syae.g_01046
OG0000888	Prac.g_00573	Syae.g_01048
OG0000889	Prac.g_00571	Syae.g_01050
OG0000890	Prac.g_00570	Syae.g_01056
OG0000891	Prac.g_00569	Syae.g_01057
OG0000892	Prac.g_00471	Syae.g_01059
OG0000893	Prac.g_00476	Syae.g_02031
OG0000894	Prac.g_00478	Syae.g_02034
OG0000895	Prac.g_00481	Syae.g_02038
OG0000896	Prac.g_00482	Syae.g_02039
OG0000897	Prac.g_00484	Syae.g_02041
OG0000898	Prac.g_00485	Syae.g_02042
OG0000899	Prac.g_00486	Syae.g_02043
OG0000900	Prac.g_00487	Syae.g_02044
OG0000901	Prac.g_00490	Syae.g_02049
OG0000902	Prac.g_00492	Syae.g_02051
OG0000903	Prac.g_00495	Syae.g_02077
OG0000904	Prac.g_00497	Syae.g_02071
OG0000905	Prac.g_00502	Syae.g_02065
OG0000906	Prac.g_00503	Syae.g_02063
OG0000907	Prac.g_00506	Syae.g_02079
OG0000908	Prac.g_00509	Syae.g_02082
OG0000909	Prac.g_00510	Syae.g_02083
OG0000910	Prac.g_00511	Syae.g_02084
OG0000911	Prac.g_00513	Syae.g_02086
OG0000912	Prac.g_00514	Syae.g_02087
OG0000913	Prac.g_00515	Syae.g_02088
OG0000914	Prac.g_00516	Syae.g_02089
OG0000915	Prac.g_00517	Syae.g_02091
OG0000916	Prac.g_00518	Syae.g_02092
OG0000917	Prac.g_00519	Syae.g_02093
OG0000918	Prac.g_00520	Syae.g_02094
OG0000919	Prac.g_00521	Syae.g_02095
OG0000920	Prac.g_00522	Syae.g_02096
OG0000921	Prac.g_00523	Syae.g_02097
OG0000922	Prac.g_00524	Syae.g_02098
OG0000923	Prac.g_00528	Syae.g_02102
OG0000924	Prac.g_00529	Syae.g_02103
OG0000925	Prac.g_00530	Syae.g_02104
OG0000926	Prac.g_00531	Syae.g_02105
OG0000927	Prac.g_00533	Syae.g_02107
OG0000928	Prac.g_00534	Syae.g_02108
OG0000929	Prac.g_00535	Syae.g_02109
OG0000930	Prac.g_00536	Syae.g_02110
OG0000931	Prac.g_00537	Syae.g_02111
OG0000932	Prac.g_00538	Syae.g_02112
OG0000933	Prac.g_00542	Syae.g_02118
OG0000934	Prac.g_00544	Syae.g_02120
OG0000935	Prac.g_00545	Syae.g_02121
OG0000936	Prac.g_00546	Syae.g_02122
OG0000937	Prac.g_00547	Syae.g_02123
OG0000938	Prac.g_00549	Syae.g_02126
OG0000939	Prac.g_00550	Syae.g_02127
OG0000940	Prac.g_00556	Syae.g_02133
OG0000941	Prac.g_00558	Syae.g_02135
OG0000942	Prac.g_00560	Syae.g_02137
OG0000943	Prac.g_00561	Syae.g_02138
OG0000944	Prac.g_00562	Syae.g_02140
OG0000945	Prac.g_00563	Syae.g_02142
OG0000946	Prac.g_00005	Syae.g_02146
OG0000947	Prac.g_00007	Syae.g_02149
OG0000948	Prac.g_00008	Syae.g_02150
OG0000949	Prac.g_00011	Syae.g_01884
OG0000950	Prac.g_00016	Syae.g_01873
OG0000951	Prac.g_00020	Syae.g_01866
OG0000952	Prac.g_00024	Syae.g_01859
OG0000953	Prac.g_00027	Syae.g_01854
OG0000954	Prac.g_00031	Syae.g_01845
OG0000955	Prac.g_00032	Syae.g_01844
OG0000956	Prac.g_00034	Syae.g_01842
OG0000957	Prac.g_00039	Syae.g_01831
OG0000958	Prac.g_00040	Syae.g_01830
OG0000959	Prac.g_00044	Syae.g_01826
OG0000960	Prac.g_00045	Syae.g_01825
OG0000961	Prac.g_00047	Syae.g_01822
OG0000962	Prac.g_00049	Syae.g_01820
OG0000963	Prac.g_00052	Syae.g_01814
OG0000964	Prac.g_00053	Syae.g_01813
OG0000965	Prac.g_00054	Syae.g_01812
OG0000966	Prac.g_00061	Syae.g_01789
OG0000967	Prac.g_00065	Syae.g_01782
OG0000968	Prac.g_00067	Syae.g_01787
OG0000969	Prac.g_00068	Syae.g_01785
OG0000970	Prac.g_00069	Syae.g_01784
OG0000971	Prac.g_00070	Syae.g_01779
OG0000972	Prac.g_00071	Syae.g_01778
OG0000973	Prac.g_00072	Syae.g_01777
OG0000974	Prac.g_00073	Syae.g_01776
OG0000975	Prac.g_00074	Syae.g_01775
OG0000976	Prac.g_00075	Syae.g_01774
OG0000977	Prac.g_00076	Syae.g_01772
OG0000978	Prac.g_00077	Syae.g_01771
OG0000979	Prac.g_00080	Syae.g_01768
OG0000980	Prac.g_00082	Syae.g_01765
OG0000981	Prac.g_00084	Syae.g_01762
OG0000982	Prac.g_00086	Syae.g_01568
OG0000983	Prac.g_00087	Syae.g_01569
OG0000984	Prac.g_00088	Syae.g_01570
OG0000985	Prac.g_00091	Syae.g_01572
OG0000986	Prac.g_00093	Syae.g_01575
OG0000987	Prac.g_00094	Syae.g_01577
OG0000988	Prac.g_00097	Syae.g_01583
OG0000989	Prac.g_00100	Syae.g_01591
OG0000990	Prac.g_00103	Syae.g_01606
OG0000991	Prac.g_00104	Syae.g_01609
OG0000992	Prac.g_00106	Syae.g_01612
OG0000993	Prac.g_00107	Syae.g_01613
OG0000994	Prac.g_00108	Syae.g_01616
OG0000995	Prac.g_00112	Syae.g_01627
OG0000996	Prac.g_00113	Syae.g_01667
OG0000997	Prac.g_00114	Syae.g_01678
OG0000998	Prac.g_00116	Syae.g_01680
OG0000999	Prac.g_00117	Syae.g_01683
OG0001000	Prac.g_00120	Syae.g_01686
OG0001001	Prac.g_00122	Syae.g_01692
OG0001002	Prac.g_00126	Syae.g_01699
OG0001003	Prac.g_00127	Syae.g_01701
OG0001004	Prac.g_00128	Syae.g_01702
OG0001005	Prac.g_00129	Syae.g_01703
OG0001006	Prac.g_01949	Syae.g_01710
OG0001007	Prac.g_01947	Syae.g_01712
OG0001008	Prac.g_01110	Syae.g_00993
OG0001009	Prac.g_01920	Syae.g_01744
OG0001010	Prac.g_01919	Syae.g_01745
OG0001011	Prac.g_01918	Syae.g_01747
OG0001012	Prac.g_01889	Syae.g_01564
OG0001013	Prac.g_01883	Syae.g_01552
OG0001014	Prac.g_01880	Syae.g_01548
OG0001015	Prac.g_01879	Syae.g_01547
OG0001016	Prac.g_01858	Syae.g_01290
OG0001017	Prac.g_01854	Syae.g_01296
OG0001018	Prac.g_01851	Syae.g_01298
OG0001019	Prac.g_01842	Syae.g_01334
OG0001020	Prac.g_01841	Syae.g_01340
OG0001021	Prac.g_01840	Syae.g_01344
OG0001022	Prac.g_01837	Syae.g_01348
OG0001023	Prac.g_01836	Syae.g_01349
OG0001024	Prac.g_01833	Syae.g_01353
OG0001025	Prac.g_01827	Syae.g_01360
OG0001026	Prac.g_01820	Syae.g_01373
OG0001027	Prac.g_01819	Syae.g_01377
OG0001028	Prac.g_01817	Syae.g_01379
OG0001029	Prac.g_01816	Syae.g_01381
OG0001030	Prac.g_01801	Syae.g_01403
OG0001031	Prac.g_01744	Syae.g_01475
OG0001032	Prac.g_01743	Syae.g_01479
OG0001033	Prac.g_01722	Syae.g_01505
OG0001034	Prac.g_01694	Syae.g_02238
OG0001035	Prac.g_01677	Syae.g_02006
OG0001036	Prac.g_01672	Syae.g_02001
OG0001037	Prac.g_01671	Syae.g_01999
OG0001038	Prac.g_01653	Syae.g_01971
OG0001039	Prac.g_01650	Syae.g_01968
OG0001040	Prac.g_01648	Syae.g_01965
OG0001041	Prac.g_01644	Syae.g_01960
OG0001042	Prac.g_01627	Syae.g_01935
OG0001043	Prac.g_01626	Syae.g_01931
OG0001044	Prac.g_01201	Syae.g_02191
OG0001045	Prac.g_01192	Syae.g_02204
OG0001046	Prac.g_01154	Syae.g_00385
OG0001047	Prac.g_01108	Syae.g_00991
OG0001048	Prac.g_01107	Syae.g_00990
OG0001049	Prac.g_01105	Syae.g_00987
OG0001050	Prac.g_01104	Syae.g_00986
OG0001051	Prac.g_01103	Syae.g_00985
OG0001052	Prac.g_01073	Syae.g_02526
OG0001053	Prac.g_01061	Syae.g_02312
OG0001054	Prac.g_00873	Syae.g_02329
OG0001055	Prac.g_00855	Syae.g_02350
OG0001056	Prac.g_00836	Syae.g_02379
OG0001057	Prac.g_00831	Syae.g_02388
OG0001058	Prac.g_00823	Syae.g_02402
OG0001059	Prac.g_00819	Syae.g_02406
OG0001060	Prac.g_00812	Syae.g_02412
OG0001061	Prac.g_00799	Syae.g_02434
OG0001062	Prac.g_00797	Syae.g_02436
OG0001063	Prac.g_00795	Syae.g_02440
OG0001064	Prac.g_00794	Syae.g_02441
OG0001065	Prac.g_00793	Syae.g_02442
OG0001066	Prac.g_00792	Syae.g_02443
OG0001067	Prac.g_00791	Syae.g_02444
OG0001068	Prac.g_00790	Syae.g_02445
OG0001069	Prac.g_00789	Syae.g_02446
OG0001070	Prac.g_00786	Syae.g_02449
OG0001071	Prac.g_00785	Syae.g_02450
OG0001072	Prac.g_00783	Syae.g_02454
OG0001073	Prac.g_00767	Syae.g_02468
OG0001074	Prac.g_00756	Syae.g_00027
OG0001075	Prac.g_00755	Syae.g_00029
OG0001076	Prac.g_00747	Syae.g_00050
OG0001077	Prac.g_00743	Syae.g_00061
OG0001078	Prac.g_00735	Syae.g_00075
OG0001079	Prac.g_00724	Syae.g_00088
OG0001080	Prac.g_00718	Syae.g_00267
OG0001081	Prac.g_00716	Syae.g_00615
OG0001082	Prac.g_00715	Syae.g_00614
OG0001083	Prac.g_00710	Syae.g_00605
OG0001084	Prac.g_00709	Syae.g_00604
OG0001085	Prac.g_00701	Syae.g_00594
OG0001086	Prac.g_00700	Syae.g_00592
OG0001087	Prac.g_00683	Syae.g_00751
OG0001088	Prac.g_00682	Syae.g_00755
OG0001089	Prac.g_00674	Syae.g_00781
OG0001090	Prac.g_01559	Syae.g_00471
OG0001091	Prac.g_01557	Syae.g_00469
OG0001092	Prac.g_01556	Syae.g_00466
OG0001093	Prac.g_01551	Syae.g_00460
OG0001094	Prac.g_01481	Syae.g_00527
OG0001095	Prac.g_01462	Syae.g_00506
OG0001096	Prac.g_01449	Syae.g_00490
OG0001097	Prac.g_01431	Syae.g_00845
OG0001098	Prac.g_01416	Syae.g_00269
OG0001099	Prac.g_01396	Syae.g_01380
OG0001100	Prac.g_01392	Syae.g_00583
OG0001101	Prac.g_01390	Syae.g_00581
OG0001102	Prac.g_01387	Syae.g_00578
OG0001103	Prac.g_01385	Syae.g_00576
OG0001104	Prac.g_01364	Syae.g_00544
OG0001105	Prac.g_01360	Syae.g_00540
OG0001106	Prac.g_01336	Syae.g_00346
OG0001107	Prac.g_01329	Syae.g_00358
OG0001108	Prac.g_01325	Syae.g_00366
OG0001109	Prac.g_01324	Syae.g_00368
OG0001110	Prac.g_01322	Syae.g_00370
OG0001111	Prac.g_01321	Syae.g_00372
OG0001112	Prac.g_01320	Syae.g_00374
OG0001113	Prac.g_01319	Syae.g_00375
OG0001114	Prac.g_01318	Syae.g_00376
OG0001115	Prac.g_01316	Syae.g_00380
OG0001116	Prac.g_01315	Syae.g_00382
OG0001117	Prac.g_01314	Syae.g_00383
OG0001118	Prac.g_01313	Syae.g_00384
OG0001119	Prac.g_01312	Syae.g_00386
OG0001120	Prac.g_01310	Syae.g_00390
OG0001121	Prac.g_01020	Syae.g_00133
OG0001122	Prac.g_01284	Syae.g_00417
OG0001123	Prac.g_01280	Syae.g_00424
OG0001124	Prac.g_01278	Syae.g_00426
OG0001125	Prac.g_01277	Syae.g_00428
OG0001126	Prac.g_01267	Syae.g_00807
OG0001127	Prac.g_01266	Syae.g_00806
OG0001128	Prac.g_01264	Syae.g_00803
OG0001129	Prac.g_01263	Syae.g_00801
OG0001130	Prac.g_01262	Syae.g_00800
OG0001131	Prac.g_01225	Syae.g_00562
OG0001132	Prac.g_01216	Syae.g_00242
OG0001133	Prac.g_01031	Syae.g_00053
OG0001134	Prac.g_01018	Syae.g_00638
OG0001136	Prac.g_00988	Syae.g_00923
OG0001137	Prac.g_00977	Syae.g_00903
OG0001138	Prac.g_00959	Syae.g_00654
OG0001139	Prac.g_00958	Syae.g_00656
OG0001140	Prac.g_00957	Syae.g_00657
OG0001141	Prac.g_00956	Syae.g_00658
OG0001142	Prac.g_00955	Syae.g_00660
OG0001143	Prac.g_00948	Syae.g_00673
OG0001144	Prac.g_00943	Syae.g_00684
OG0001145	Prac.g_00167	Syae.g_00948
OG0001146	Prac.g_00179	Syae.g_00968
OG0001147	Prac.g_00203	Syae.g_02536
OG0001148	Prac.g_00219	Syae.g_02297
OG0001149	Prac.g_00220	Syae.g_02296
OG0001150	Prac.g_00221	Syae.g_02295
OG0001151	Prac.g_00232	Syae.g_02282
OG0001152	Prac.g_00233	Syae.g_02281
OG0001153	Prac.g_00379	Syae.g_02613
OG0001155	Prac.g_00366	Syae.g_01083
OG0001156	Prac.g_00363	Syae.g_01093
OG0001157	Prac.g_00362	Syae.g_01094
OG0001158	Prac.g_00361	Syae.g_01100
OG0001159	Prac.g_00360	Syae.g_01103
OG0001160	Prac.g_00336	Syae.g_01142
OG0001161	Prac.g_00324	Syae.g_01597
OG0001162	Prac.g_00313	Syae.g_00487
OG0001163	Prac.g_00633	Syae.g_01150
OG0001164	Prac.g_00629	Syae.g_01156
OG0001165	Prac.g_00626	Syae.g_01161
OG0001166	Prac.g_00606	Syae.g_01186
OG0001167	Prac.g_00589	Syae.g_01031
OG0001168	Prac.g_00587	Syae.g_01033
OG0001169	Prac.g_00585	Syae.g_01035
OG0001170	Prac.g_00583	Syae.g_01037
OG0001171	Prac.g_00574	Syae.g_01047
OG0001172	Prac.g_00479	Syae.g_02036
OG0001173	Prac.g_00480	Syae.g_02037
OG0001174	Prac.g_00488	Syae.g_02045
OG0001175	Prac.g_00489	Syae.g_02046
OG0001176	Prac.g_00496	Syae.g_02076
OG0001177	Prac.g_00499	Syae.g_02073
OG0001178	Prac.g_00504	Syae.g_01168
