Orthogroup	Prac	Syai
OG0000593	Prac.g_00739	Syai.g_01100
OG0000594	Prac.g_00738	Syai.g_01101
OG0000595	Prac.g_00737	Syai.g_01102
OG0000596	Prac.g_00733	Syai.g_01107
OG0000597	Prac.g_00731	Syai.g_01110
OG0000598	Prac.g_00730	Syai.g_01111
OG0000599	Prac.g_00727	Syai.g_01114
OG0000600	Prac.g_00726	Syai.g_01115
OG0000601	Prac.g_00725	Syai.g_01116
OG0000602	Prac.g_00723	Syai.g_01121
OG0000603	Prac.g_00722	Syai.g_01122
OG0000604	Prac.g_00721	Syai.g_01125
OG0000605	Prac.g_00720	Syai.g_01609
OG0000606	Prac.g_00717	Syai.g_01221
OG0000607	Prac.g_00714	Syai.g_01224
OG0000608	Prac.g_00713	Syai.g_01225
OG0000609	Prac.g_00712	Syai.g_01227
OG0000610	Prac.g_00707	Syai.g_01234
OG0000611	Prac.g_00704	Syai.g_01237
OG0000612	Prac.g_00703	Syai.g_01238
OG0000613	Prac.g_00698	Syai.g_00196
OG0000614	Prac.g_00679	Syai.g_01981
OG0000615	Prac.g_00671	Syai.g_01286
OG0000616	Prac.g_00667	Syai.g_02914
OG0000617	Prac.g_01554	Syai.g_01393
OG0000618	Prac.g_01553	Syai.g_01394
OG0000619	Prac.g_01552	Syai.g_01395
OG0000620	Prac.g_01549	Syai.g_01402
OG0000621	Prac.g_01548	Syai.g_01403
OG0000622	Prac.g_01547	Syai.g_01404
OG0000623	Prac.g_01546	Syai.g_01405
OG0000624	Prac.g_01545	Syai.g_01407
OG0000625	Prac.g_01544	Syai.g_01408
OG0000626	Prac.g_01543	Syai.g_01409
OG0000627	Prac.g_01542	Syai.g_01575
OG0000628	Prac.g_01541	Syai.g_01573
OG0000629	Prac.g_01540	Syai.g_01570
OG0000630	Prac.g_01537	Syai.g_01566
OG0000631	Prac.g_01484	Syai.g_01557
OG0000632	Prac.g_01483	Syai.g_01556
OG0000633	Prac.g_01482	Syai.g_01555
OG0000634	Prac.g_01479	Syai.g_01317
OG0000635	Prac.g_01478	Syai.g_01318
OG0000636	Prac.g_01476	Syai.g_01320
OG0000637	Prac.g_01474	Syai.g_01322
OG0000638	Prac.g_01473	Syai.g_01323
OG0000639	Prac.g_01472	Syai.g_01324
OG0000640	Prac.g_01471	Syai.g_01325
OG0000641	Prac.g_01467	Syai.g_01329
OG0000642	Prac.g_01466	Syai.g_01330
OG0000643	Prac.g_01465	Syai.g_01349
OG0000644	Prac.g_01464	Syai.g_01350
OG0000645	Prac.g_01463	Syai.g_01352
OG0000646	Prac.g_01461	Syai.g_01355
OG0000647	Prac.g_01460	Syai.g_01357
OG0000648	Prac.g_01458	Syai.g_01362
OG0000649	Prac.g_01457	Syai.g_01363
OG0000650	Prac.g_01456	Syai.g_01364
OG0000651	Prac.g_01455	Syai.g_01365
OG0000652	Prac.g_01454	Syai.g_01366
OG0000653	Prac.g_01452	Syai.g_01368
OG0000654	Prac.g_01451	Syai.g_01369
OG0000655	Prac.g_01450	Syai.g_01370
OG0000656	Prac.g_01447	Syai.g_01373
OG0000657	Prac.g_01440	Syai.g_02045
OG0000658	Prac.g_01439	Syai.g_02049
OG0000659	Prac.g_01438	Syai.g_02050
OG0000660	Prac.g_01434	Syai.g_02054
OG0000661	Prac.g_01432	Syai.g_02056
OG0000662	Prac.g_01430	Syai.g_02058
OG0000663	Prac.g_01428	Syai.g_02061
OG0000664	Prac.g_01427	Syai.g_02062
OG0000665	Prac.g_01423	Syai.g_02431
OG0000666	Prac.g_01422	Syai.g_01610
OG0000667	Prac.g_01418	Syai.g_01724
OG0000668	Prac.g_01401	Syai.g_01436
OG0000669	Prac.g_01393	Syai.g_01251
OG0000670	Prac.g_01391	Syai.g_00561
OG0000671	Prac.g_01389	Syai.g_01255
OG0000672	Prac.g_01386	Syai.g_01259
OG0000673	Prac.g_01383	Syai.g_01262
OG0000674	Prac.g_01381	Syai.g_01264
OG0000675	Prac.g_01380	Syai.g_01265
OG0000676	Prac.g_01378	Syai.g_01275
OG0000677	Prac.g_01377	Syai.g_01276
OG0000678	Prac.g_01375	Syai.g_01279
OG0000679	Prac.g_01371	Syai.g_01288
OG0000680	Prac.g_01370	Syai.g_01289
OG0000681	Prac.g_01368	Syai.g_01292
OG0000682	Prac.g_01367	Syai.g_01293
OG0000683	Prac.g_01366	Syai.g_01294
OG0000684	Prac.g_01365	Syai.g_01299
OG0000685	Prac.g_01363	Syai.g_01301
OG0000686	Prac.g_01362	Syai.g_01302
OG0000687	Prac.g_01361	Syai.g_01303
OG0000688	Prac.g_01358	Syai.g_01307
OG0000689	Prac.g_01357	Syai.g_01309
OG0000690	Prac.g_01356	Syai.g_01310
OG0000691	Prac.g_01355	Syai.g_01311
OG0000692	Prac.g_01353	Syai.g_01312
OG0000693	Prac.g_01352	Syai.g_01313
OG0000694	Prac.g_01351	Syai.g_01314
OG0000695	Prac.g_01349	Syai.g_01553
OG0000696	Prac.g_01348	Syai.g_01552
OG0000697	Prac.g_01347	Syai.g_01550
OG0000698	Prac.g_01344	Syai.g_01547
OG0000699	Prac.g_01343	Syai.g_01545
OG0000700	Prac.g_01342	Syai.g_01544
OG0000701	Prac.g_01341	Syai.g_01543
OG0000702	Prac.g_01339	Syai.g_01521
OG0000703	Prac.g_01338	Syai.g_01520
OG0000704	Prac.g_01337	Syai.g_01518
OG0000705	Prac.g_01333	Syai.g_01511
OG0000706	Prac.g_01332	Syai.g_01510
OG0000707	Prac.g_01331	Syai.g_01509
OG0000708	Prac.g_01330	Syai.g_01506
OG0000709	Prac.g_01326	Syai.g_01497
OG0000710	Prac.g_01323	Syai.g_01487
OG0000711	Prac.g_01307	Syai.g_01456
OG0000712	Prac.g_01305	Syai.g_01454
OG0000713	Prac.g_01304	Syai.g_01453
OG0000714	Prac.g_01303	Syai.g_01451
OG0000715	Prac.g_01301	Syai.g_01449
OG0000716	Prac.g_01299	Syai.g_01445
OG0000717	Prac.g_01298	Syai.g_01444
OG0000718	Prac.g_01287	Syai.g_01440
OG0000719	Prac.g_01285	Syai.g_01438
OG0000720	Prac.g_01276	Syai.g_01425
OG0000721	Prac.g_01274	Syai.g_01423
OG0000722	Prac.g_01273	Syai.g_01422
OG0000723	Prac.g_01270	Syai.g_01411
OG0000724	Prac.g_01261	Syai.g_02013
OG0000725	Prac.g_01255	Syai.g_02004
OG0000726	Prac.g_01254	Syai.g_02003
OG0000727	Prac.g_01253	Syai.g_02002
OG0000728	Prac.g_01251	Syai.g_02000
OG0000729	Prac.g_01205	Syai.g_00097
OG0000730	Prac.g_01046	Syai.g_00483
OG0000731	Prac.g_01042	Syai.g_00495
OG0000732	Prac.g_01036	Syai.g_00058
OG0000733	Prac.g_01017	Syai.g_02805
OG0000734	Prac.g_01000	Syai.g_02548
OG0000735	Prac.g_00998	Syai.g_02159
OG0000736	Prac.g_00997	Syai.g_02158
OG0000737	Prac.g_00996	Syai.g_02157
OG0000738	Prac.g_00992	Syai.g_02152
OG0000739	Prac.g_00991	Syai.g_02151
OG0000740	Prac.g_00990	Syai.g_02150
OG0000741	Prac.g_00989	Syai.g_02147
OG0000742	Prac.g_00986	Syai.g_02145
OG0000743	Prac.g_00984	Syai.g_02143
OG0000744	Prac.g_00983	Syai.g_02142
OG0000745	Prac.g_00982	Syai.g_02140
OG0000746	Prac.g_00980	Syai.g_02138
OG0000747	Prac.g_00979	Syai.g_02137
OG0000748	Prac.g_00976	Syai.g_02125
OG0000749	Prac.g_00975	Syai.g_02123
OG0000750	Prac.g_00974	Syai.g_02122
OG0000751	Prac.g_00972	Syai.g_02116
OG0000752	Prac.g_00970	Syai.g_02114
OG0000753	Prac.g_00967	Syai.g_02111
OG0000754	Prac.g_00964	Syai.g_01750
OG0000755	Prac.g_00961	Syai.g_01760
OG0000756	Prac.g_00960	Syai.g_01761
OG0000757	Prac.g_00954	Syai.g_01769
OG0000758	Prac.g_00953	Syai.g_01770
OG0000759	Prac.g_00952	Syai.g_01771
OG0000760	Prac.g_00951	Syai.g_01772
OG0000761	Prac.g_00950	Syai.g_01775
OG0000762	Prac.g_00949	Syai.g_01777
OG0000763	Prac.g_00947	Syai.g_01779
OG0000764	Prac.g_00946	Syai.g_01780
OG0000765	Prac.g_00937	Syai.g_01797
OG0000766	Prac.g_00936	Syai.g_01798
OG0000767	Prac.g_00934	Syai.g_01800
OG0000768	Prac.g_00933	Syai.g_01801
OG0000769	Prac.g_00931	Syai.g_01803
OG0000770	Prac.g_00929	Syai.g_01822
OG0000771	Prac.g_00448	Syai.g_02019
OG0000772	Prac.g_00154	Syai.g_01639
OG0000773	Prac.g_00166	Syai.g_02164
OG0000774	Prac.g_00168	Syai.g_02168
OG0000775	Prac.g_00170	Syai.g_02172
OG0000776	Prac.g_00171	Syai.g_02173
OG0000777	Prac.g_00172	Syai.g_02174
OG0000778	Prac.g_00173	Syai.g_02175
OG0000779	Prac.g_00177	Syai.g_02181
OG0000780	Prac.g_00178	Syai.g_02184
OG0000781	Prac.g_00181	Syai.g_02188
OG0000782	Prac.g_00182	Syai.g_02189
OG0000783	Prac.g_00183	Syai.g_02190
OG0000784	Prac.g_00184	Syai.g_02191
OG0000785	Prac.g_00186	Syai.g_02193
OG0000786	Prac.g_00188	Syai.g_00816
OG0000787	Prac.g_00189	Syai.g_00815
OG0000788	Prac.g_00204	Syai.g_01117
OG0000789	Prac.g_00207	Syai.g_01596
OG0000790	Prac.g_00222	Syai.g_00623
OG0000791	Prac.g_00224	Syai.g_00621
OG0000792	Prac.g_00225	Syai.g_00620
OG0000793	Prac.g_00228	Syai.g_00615
OG0000794	Prac.g_00229	Syai.g_00614
OG0000795	Prac.g_00230	Syai.g_00613
OG0000796	Prac.g_00234	Syai.g_00609
OG0000797	Prac.g_00235	Syai.g_00608
OG0000798	Prac.g_00262	Syai.g_00262
OG0000799	Prac.g_00429	Syai.g_00996
OG0000800	Prac.g_00428	Syai.g_00993
OG0000801	Prac.g_00427	Syai.g_00992
OG0000802	Prac.g_00425	Syai.g_00988
OG0000803	Prac.g_00423	Syai.g_00983
OG0000804	Prac.g_00422	Syai.g_00980
OG0000805	Prac.g_00420	Syai.g_00965
OG0000806	Prac.g_00418	Syai.g_00963
OG0000807	Prac.g_00417	Syai.g_00961
OG0000808	Prac.g_00416	Syai.g_00960
OG0000809	Prac.g_00413	Syai.g_00957
OG0000810	Prac.g_00412	Syai.g_00956
OG0000811	Prac.g_00408	Syai.g_00950
OG0000812	Prac.g_00406	Syai.g_00948
OG0000813	Prac.g_00405	Syai.g_00947
OG0000814	Prac.g_00403	Syai.g_00945
OG0000815	Prac.g_00402	Syai.g_00944
OG0000816	Prac.g_00400	Syai.g_00942
OG0000817	Prac.g_00399	Syai.g_00941
OG0000818	Prac.g_00394	Syai.g_00935
OG0000819	Prac.g_00393	Syai.g_00934
OG0000820	Prac.g_00392	Syai.g_00933
OG0000821	Prac.g_00388	Syai.g_00916
OG0000822	Prac.g_00387	Syai.g_00914
OG0000823	Prac.g_00386	Syai.g_00913
OG0000824	Prac.g_00383	Syai.g_00907
OG0000825	Prac.g_00382	Syai.g_00906
OG0000826	Prac.g_00381	Syai.g_00905
OG0000827	Prac.g_00380	Syai.g_00904
OG0000828	Prac.g_00377	Syai.g_00900
OG0000829	Prac.g_00376	Syai.g_00899
OG0000830	Prac.g_00375	Syai.g_00898
OG0000831	Prac.g_00373	Syai.g_00896
OG0000832	Prac.g_00367	Syai.g_02296
OG0000833	Prac.g_00359	Syai.g_02305
OG0000834	Prac.g_00358	Syai.g_02307
OG0000835	Prac.g_00357	Syai.g_02308
OG0000836	Prac.g_00356	Syai.g_02312
OG0000837	Prac.g_00355	Syai.g_02313
OG0000838	Prac.g_00353	Syai.g_02323
OG0000839	Prac.g_00352	Syai.g_02324
OG0000840	Prac.g_00351	Syai.g_02325
OG0000841	Prac.g_00350	Syai.g_02326
OG0000842	Prac.g_00349	Syai.g_02327
OG0000843	Prac.g_00348	Syai.g_02328
OG0000844	Prac.g_00347	Syai.g_02330
OG0000845	Prac.g_00346	Syai.g_02331
OG0000846	Prac.g_00345	Syai.g_02332
OG0000847	Prac.g_00344	Syai.g_02333
OG0000848	Prac.g_00343	Syai.g_02335
OG0000849	Prac.g_00342	Syai.g_02336
OG0000850	Prac.g_00340	Syai.g_02339
OG0000851	Prac.g_00339	Syai.g_02352
OG0000852	Prac.g_00338	Syai.g_02353
OG0000853	Prac.g_00334	Syai.g_02357
OG0000854	Prac.g_00332	Syai.g_02359
OG0000855	Prac.g_00331	Syai.g_02360
OG0000856	Prac.g_00317	Syai.g_01078
OG0000857	Prac.g_00288	Syai.g_01356
OG0000858	Prac.g_00631	Syai.g_02366
OG0000859	Prac.g_00630	Syai.g_02367
OG0000860	Prac.g_00623	Syai.g_02380
OG0000861	Prac.g_00622	Syai.g_02381
OG0000862	Prac.g_00621	Syai.g_02382
OG0000863	Prac.g_00619	Syai.g_02385
OG0000864	Prac.g_00618	Syai.g_02386
OG0000865	Prac.g_00617	Syai.g_02387
OG0000866	Prac.g_00616	Syai.g_02388
OG0000867	Prac.g_00615	Syai.g_02389
OG0000868	Prac.g_00614	Syai.g_02392
OG0000869	Prac.g_00610	Syai.g_02396
OG0000870	Prac.g_00605	Syai.g_02401
OG0000871	Prac.g_00604	Syai.g_02402
OG0000872	Prac.g_00603	Syai.g_02409
OG0000873	Prac.g_00600	Syai.g_02412
OG0000874	Prac.g_00597	Syai.g_02408
OG0000875	Prac.g_00596	Syai.g_02416
OG0000876	Prac.g_00595	Syai.g_02243
OG0000877	Prac.g_00593	Syai.g_02250
OG0000878	Prac.g_00592	Syai.g_02251
OG0000879	Prac.g_00591	Syai.g_02252
OG0000880	Prac.g_00590	Syai.g_02253
OG0000881	Prac.g_00586	Syai.g_02257
OG0000882	Prac.g_00581	Syai.g_02262
OG0000883	Prac.g_00580	Syai.g_02264
OG0000884	Prac.g_00578	Syai.g_02266
OG0000885	Prac.g_00577	Syai.g_02267
OG0000886	Prac.g_00576	Syai.g_02268
OG0000887	Prac.g_00575	Syai.g_02269
OG0000888	Prac.g_00573	Syai.g_02271
OG0000889	Prac.g_00571	Syai.g_02273
OG0000890	Prac.g_00570	Syai.g_02279
OG0000891	Prac.g_00569	Syai.g_02280
OG0000892	Prac.g_00471	Syai.g_02282
OG0000893	Prac.g_00476	Syai.g_00318
OG0000894	Prac.g_00478	Syai.g_00321
OG0000895	Prac.g_00481	Syai.g_00325
OG0000896	Prac.g_00482	Syai.g_00326
OG0000897	Prac.g_00484	Syai.g_00328
OG0000898	Prac.g_00485	Syai.g_00329
OG0000899	Prac.g_00486	Syai.g_00330
OG0000900	Prac.g_00487	Syai.g_00331
OG0000901	Prac.g_00490	Syai.g_00336
OG0000902	Prac.g_00492	Syai.g_00338
OG0000903	Prac.g_00495	Syai.g_00353
OG0000904	Prac.g_00497	Syai.g_00348
OG0000905	Prac.g_00502	Syai.g_00342
OG0000906	Prac.g_00503	Syai.g_00340
OG0000907	Prac.g_00506	Syai.g_00358
OG0000908	Prac.g_00509	Syai.g_00361
OG0000909	Prac.g_00510	Syai.g_00362
OG0000910	Prac.g_00511	Syai.g_00363
OG0000911	Prac.g_00513	Syai.g_00365
OG0000912	Prac.g_00514	Syai.g_00366
OG0000913	Prac.g_00515	Syai.g_00367
OG0000914	Prac.g_00516	Syai.g_00368
OG0000915	Prac.g_00517	Syai.g_00370
OG0000916	Prac.g_00518	Syai.g_00371
OG0000917	Prac.g_00519	Syai.g_00372
OG0000918	Prac.g_00520	Syai.g_00373
OG0000919	Prac.g_00521	Syai.g_00374
OG0000920	Prac.g_00522	Syai.g_00375
OG0000921	Prac.g_00523	Syai.g_00376
OG0000922	Prac.g_00524	Syai.g_00377
OG0000923	Prac.g_00528	Syai.g_00381
OG0000924	Prac.g_00529	Syai.g_00382
OG0000925	Prac.g_00530	Syai.g_00383
OG0000926	Prac.g_00531	Syai.g_00384
OG0000927	Prac.g_00533	Syai.g_00386
OG0000928	Prac.g_00534	Syai.g_00387
OG0000929	Prac.g_00535	Syai.g_00388
OG0000930	Prac.g_00536	Syai.g_00389
OG0000931	Prac.g_00537	Syai.g_00390
OG0000932	Prac.g_00538	Syai.g_00391
OG0000933	Prac.g_00542	Syai.g_00397
OG0000934	Prac.g_00544	Syai.g_00399
OG0000935	Prac.g_00545	Syai.g_00400
OG0000936	Prac.g_00546	Syai.g_00401
OG0000937	Prac.g_00547	Syai.g_00402
OG0000938	Prac.g_00549	Syai.g_00405
OG0000939	Prac.g_00550	Syai.g_00406
OG0000940	Prac.g_00556	Syai.g_00413
OG0000941	Prac.g_00558	Syai.g_00415
OG0000942	Prac.g_00560	Syai.g_00417
OG0000943	Prac.g_00561	Syai.g_00418
OG0000944	Prac.g_00562	Syai.g_00420
OG0000945	Prac.g_00563	Syai.g_00422
OG0000946	Prac.g_00005	Syai.g_00428
OG0000947	Prac.g_00007	Syai.g_00431
OG0000948	Prac.g_00008	Syai.g_00432
OG0000949	Prac.g_00011	Syai.g_00174
OG0000950	Prac.g_00016	Syai.g_00163
OG0000951	Prac.g_00020	Syai.g_00158
OG0000952	Prac.g_00024	Syai.g_00136
OG0000953	Prac.g_00027	Syai.g_00132
OG0000954	Prac.g_00031	Syai.g_00127
OG0000955	Prac.g_00032	Syai.g_00126
OG0000956	Prac.g_00034	Syai.g_00124
OG0000957	Prac.g_00039	Syai.g_00113
OG0000958	Prac.g_00040	Syai.g_00112
OG0000959	Prac.g_00044	Syai.g_00108
OG0000960	Prac.g_00045	Syai.g_00107
OG0000961	Prac.g_00047	Syai.g_00100
OG0000962	Prac.g_00049	Syai.g_00098
OG0000963	Prac.g_00052	Syai.g_00094
OG0000964	Prac.g_00053	Syai.g_00093
OG0000965	Prac.g_00054	Syai.g_00092
OG0000966	Prac.g_00061	Syai.g_00082
OG0000967	Prac.g_00065	Syai.g_00077
OG0000968	Prac.g_00067	Syai.g_00085
OG0000969	Prac.g_00068	Syai.g_00080
OG0000970	Prac.g_00069	Syai.g_00079
OG0000971	Prac.g_00070	Syai.g_00074
OG0000972	Prac.g_00071	Syai.g_00073
OG0000973	Prac.g_00072	Syai.g_00072
OG0000974	Prac.g_00073	Syai.g_00071
OG0000975	Prac.g_00074	Syai.g_00070
OG0000976	Prac.g_00075	Syai.g_00069
OG0000977	Prac.g_00076	Syai.g_00067
OG0000978	Prac.g_00077	Syai.g_00065
OG0000979	Prac.g_00080	Syai.g_00062
OG0000980	Prac.g_00082	Syai.g_00059
OG0000981	Prac.g_00084	Syai.g_00056
OG0000982	Prac.g_00086	Syai.g_02777
OG0000983	Prac.g_00087	Syai.g_02778
OG0000984	Prac.g_00088	Syai.g_02779
OG0000985	Prac.g_00091	Syai.g_02781
OG0000986	Prac.g_00093	Syai.g_02784
OG0000987	Prac.g_00094	Syai.g_02786
OG0000988	Prac.g_00097	Syai.g_02790
OG0000989	Prac.g_00100	Syai.g_02797
OG0000990	Prac.g_00103	Syai.g_02825
OG0000991	Prac.g_00104	Syai.g_02827
OG0000992	Prac.g_00106	Syai.g_02830
OG0000993	Prac.g_00107	Syai.g_02831
OG0000994	Prac.g_00108	Syai.g_02834
OG0000995	Prac.g_00112	Syai.g_02840
OG0000996	Prac.g_00113	Syai.g_02891
OG0000997	Prac.g_00114	Syai.g_02900
OG0000998	Prac.g_00116	Syai.g_02902
OG0000999	Prac.g_00117	Syai.g_02903
OG0001000	Prac.g_00120	Syai.g_02906
OG0001001	Prac.g_00122	Syai.g_02911
OG0001002	Prac.g_00126	Syai.g_02918
OG0001003	Prac.g_00127	Syai.g_02919
OG0001004	Prac.g_00128	Syai.g_02920
OG0001005	Prac.g_00129	Syai.g_02921
OG0001006	Prac.g_01949	Syai.g_02931
OG0001007	Prac.g_01947	Syai.g_02933
OG0001008	Prac.g_01110	Syai.g_02227
OG0001009	Prac.g_01920	Syai.g_00034
OG0001010	Prac.g_01919	Syai.g_00035
OG0001011	Prac.g_01918	Syai.g_00037
OG0001012	Prac.g_01889	Syai.g_02773
OG0001013	Prac.g_01883	Syai.g_02750
OG0001014	Prac.g_01880	Syai.g_02726
OG0001015	Prac.g_01879	Syai.g_02725
OG0001016	Prac.g_01858	Syai.g_02479
OG0001017	Prac.g_01854	Syai.g_02485
OG0001018	Prac.g_01851	Syai.g_02487
OG0001019	Prac.g_01842	Syai.g_02508
OG0001020	Prac.g_01841	Syai.g_02516
OG0001021	Prac.g_01840	Syai.g_02523
OG0001022	Prac.g_01837	Syai.g_02528
OG0001023	Prac.g_01836	Syai.g_02529
OG0001024	Prac.g_01833	Syai.g_02533
OG0001025	Prac.g_01827	Syai.g_02540
OG0001026	Prac.g_01820	Syai.g_02550
OG0001027	Prac.g_01819	Syai.g_02555
OG0001028	Prac.g_01817	Syai.g_02557
OG0001029	Prac.g_01816	Syai.g_02559
OG0001030	Prac.g_01801	Syai.g_02580
OG0001031	Prac.g_01744	Syai.g_02656
OG0001032	Prac.g_01743	Syai.g_02658
OG0001033	Prac.g_01722	Syai.g_02685
OG0001034	Prac.g_01694	Syai.g_00537
OG0001035	Prac.g_01677	Syai.g_00295
OG0001036	Prac.g_01672	Syai.g_00290
OG0001037	Prac.g_01671	Syai.g_00288
OG0001038	Prac.g_01653	Syai.g_00261
OG0001039	Prac.g_01650	Syai.g_00258
OG0001040	Prac.g_01648	Syai.g_00255
OG0001041	Prac.g_01644	Syai.g_00250
OG0001042	Prac.g_01627	Syai.g_00225
OG0001043	Prac.g_01626	Syai.g_00221
OG0001044	Prac.g_01201	Syai.g_00485
OG0001045	Prac.g_01192	Syai.g_00498
OG0001046	Prac.g_01154	Syai.g_01471
OG0001047	Prac.g_01108	Syai.g_02225
OG0001048	Prac.g_01107	Syai.g_02224
OG0001049	Prac.g_01105	Syai.g_02215
OG0001050	Prac.g_01104	Syai.g_02214
OG0001051	Prac.g_01103	Syai.g_02213
OG0001052	Prac.g_01073	Syai.g_00861
OG0001053	Prac.g_01061	Syai.g_00641
OG0001054	Prac.g_00873	Syai.g_00658
OG0001055	Prac.g_00855	Syai.g_00679
OG0001056	Prac.g_00836	Syai.g_00713
OG0001057	Prac.g_00831	Syai.g_00721
OG0001058	Prac.g_00823	Syai.g_00734
OG0001059	Prac.g_00819	Syai.g_00738
OG0001060	Prac.g_00812	Syai.g_00744
OG0001061	Prac.g_00799	Syai.g_00765
OG0001062	Prac.g_00797	Syai.g_00767
OG0001063	Prac.g_00795	Syai.g_00774
OG0001064	Prac.g_00794	Syai.g_00775
OG0001065	Prac.g_00793	Syai.g_00776
OG0001066	Prac.g_00792	Syai.g_00777
OG0001067	Prac.g_00791	Syai.g_00778
OG0001068	Prac.g_00790	Syai.g_00779
OG0001069	Prac.g_00789	Syai.g_00780
OG0001070	Prac.g_00786	Syai.g_00783
OG0001071	Prac.g_00785	Syai.g_00784
OG0001072	Prac.g_00783	Syai.g_00788
OG0001073	Prac.g_00767	Syai.g_00807
OG0001074	Prac.g_00756	Syai.g_01051
OG0001075	Prac.g_00755	Syai.g_01053
OG0001076	Prac.g_00747	Syai.g_01069
OG0001077	Prac.g_00743	Syai.g_01081
OG0001078	Prac.g_00735	Syai.g_01105
OG0001079	Prac.g_00724	Syai.g_01118
OG0001080	Prac.g_00718	Syai.g_01606
OG0001081	Prac.g_00716	Syai.g_01222
OG0001082	Prac.g_00715	Syai.g_01223
OG0001083	Prac.g_00710	Syai.g_01230
OG0001084	Prac.g_00709	Syai.g_01231
OG0001085	Prac.g_00701	Syai.g_01241
OG0001086	Prac.g_00700	Syai.g_01243
OG0001087	Prac.g_00683	Syai.g_01953
OG0001088	Prac.g_00682	Syai.g_01957
OG0001089	Prac.g_00674	Syai.g_01996
OG0001090	Prac.g_01559	Syai.g_01387
OG0001091	Prac.g_01557	Syai.g_01389
OG0001092	Prac.g_01556	Syai.g_01391
OG0001093	Prac.g_01551	Syai.g_01397
OG0001094	Prac.g_01481	Syai.g_01315
OG0001096	Prac.g_01449	Syai.g_01371
OG0001097	Prac.g_01431	Syai.g_02057
OG0001098	Prac.g_01416	Syai.g_01603
OG0001099	Prac.g_01396	Syai.g_02558
OG0001100	Prac.g_01392	Syai.g_01253
OG0001101	Prac.g_01390	Syai.g_01254
OG0001102	Prac.g_01387	Syai.g_01257
OG0001103	Prac.g_01385	Syai.g_01260
OG0001104	Prac.g_01364	Syai.g_01300
OG0001105	Prac.g_01360	Syai.g_01304
OG0001106	Prac.g_01336	Syai.g_01517
OG0001107	Prac.g_01329	Syai.g_01505
OG0001108	Prac.g_01325	Syai.g_01496
OG0001109	Prac.g_01324	Syai.g_01488
OG0001110	Prac.g_01322	Syai.g_01486
OG0001111	Prac.g_01321	Syai.g_01484
OG0001112	Prac.g_01320	Syai.g_01482
OG0001113	Prac.g_01319	Syai.g_01481
OG0001114	Prac.g_01318	Syai.g_01480
OG0001115	Prac.g_01316	Syai.g_01476
OG0001116	Prac.g_01315	Syai.g_01474
OG0001117	Prac.g_01314	Syai.g_01473
OG0001118	Prac.g_01313	Syai.g_01472
OG0001119	Prac.g_01312	Syai.g_01470
OG0001120	Prac.g_01310	Syai.g_01466
OG0001121	Prac.g_01020	Syai.g_01676
OG0001122	Prac.g_01284	Syai.g_01437
OG0001123	Prac.g_01280	Syai.g_01430
OG0001124	Prac.g_01278	Syai.g_01428
OG0001125	Prac.g_01277	Syai.g_01426
OG0001126	Prac.g_01267	Syai.g_02021
OG0001127	Prac.g_01266	Syai.g_02020
OG0001128	Prac.g_01264	Syai.g_02017
OG0001129	Prac.g_01263	Syai.g_02015
OG0001130	Prac.g_01262	Syai.g_02014
OG0001131	Prac.g_01225	Syai.g_01281
OG0001132	Prac.g_01216	Syai.g_01620
OG0001133	Prac.g_01031	Syai.g_01072
OG0001134	Prac.g_01018	Syai.g_01745
OG0001136	Prac.g_00988	Syai.g_02146
OG0001137	Prac.g_00977	Syai.g_02126
OG0001138	Prac.g_00959	Syai.g_01763
OG0001139	Prac.g_00958	Syai.g_01765
OG0001140	Prac.g_00957	Syai.g_01766
OG0001141	Prac.g_00956	Syai.g_01767
OG0001142	Prac.g_00955	Syai.g_01768
OG0001143	Prac.g_00948	Syai.g_01778
OG0001144	Prac.g_00943	Syai.g_01788
OG0001145	Prac.g_00167	Syai.g_02165
OG0001146	Prac.g_00179	Syai.g_02185
OG0001147	Prac.g_00203	Syai.g_00869
OG0001148	Prac.g_00219	Syai.g_00626
OG0001149	Prac.g_00220	Syai.g_00625
OG0001150	Prac.g_00221	Syai.g_00624
OG0001151	Prac.g_00232	Syai.g_00611
OG0001152	Prac.g_00233	Syai.g_00610
OG0001153	Prac.g_00379	Syai.g_00903
OG0001154	Prac.g_00378	Syai.g_00901
OG0001155	Prac.g_00366	Syai.g_02298
OG0001156	Prac.g_00363	Syai.g_02301
OG0001157	Prac.g_00362	Syai.g_02302
OG0001158	Prac.g_00361	Syai.g_02303
OG0001159	Prac.g_00360	Syai.g_02304
OG0001160	Prac.g_00336	Syai.g_02355
OG0001161	Prac.g_00324	Syai.g_02803
OG0001162	Prac.g_00313	Syai.g_01374
OG0001163	Prac.g_00633	Syai.g_02363
OG0001164	Prac.g_00629	Syai.g_02369
OG0001165	Prac.g_00626	Syai.g_02374
OG0001166	Prac.g_00606	Syai.g_02400
OG0001167	Prac.g_00589	Syai.g_02254
OG0001168	Prac.g_00587	Syai.g_02256
OG0001169	Prac.g_00585	Syai.g_02258
OG0001170	Prac.g_00583	Syai.g_02260
OG0001171	Prac.g_00574	Syai.g_02270
OG0001172	Prac.g_00479	Syai.g_00323
OG0001173	Prac.g_00480	Syai.g_00324
OG0001174	Prac.g_00488	Syai.g_00332
OG0001175	Prac.g_00489	Syai.g_00333
OG0001176	Prac.g_00496	Syai.g_00352
