Orthogroup	Prac	Syam
OG0000600	Prac.g_00726	Syam.g_01457
OG0000601	Prac.g_00725	Syam.g_01456
OG0000602	Prac.g_00723	Syam.g_01451
OG0000603	Prac.g_00722	Syam.g_01450
OG0000604	Prac.g_00721	Syam.g_01447
OG0000605	Prac.g_00720	Syam.g_01031
OG0000606	Prac.g_00717	Syam.g_01387
OG0000607	Prac.g_00714	Syam.g_01384
OG0000608	Prac.g_00713	Syam.g_01383
OG0000609	Prac.g_00712	Syam.g_01380
OG0000610	Prac.g_00707	Syam.g_01373
OG0000611	Prac.g_00704	Syam.g_01370
OG0000612	Prac.g_00703	Syam.g_01369
OG0000613	Prac.g_00698	Syam.g_00170
OG0000614	Prac.g_00679	Syam.g_00801
OG0000615	Prac.g_00671	Syam.g_01332
OG0000616	Prac.g_00667	Syam.g_02430
OG0000617	Prac.g_01554	Syam.g_01240
OG0000618	Prac.g_01553	Syam.g_01239
OG0000619	Prac.g_01552	Syam.g_01238
OG0000620	Prac.g_01549	Syam.g_01233
OG0000621	Prac.g_01548	Syam.g_01232
OG0000622	Prac.g_01547	Syam.g_01231
OG0000623	Prac.g_01546	Syam.g_01230
OG0000624	Prac.g_01545	Syam.g_01228
OG0000625	Prac.g_01544	Syam.g_01227
OG0000626	Prac.g_01543	Syam.g_01226
OG0000627	Prac.g_01542	Syam.g_01065
OG0000628	Prac.g_01541	Syam.g_01067
OG0000629	Prac.g_01540	Syam.g_01070
OG0000630	Prac.g_01537	Syam.g_01074
OG0000631	Prac.g_01484	Syam.g_01084
OG0000632	Prac.g_01483	Syam.g_01085
OG0000633	Prac.g_01482	Syam.g_01086
OG0000634	Prac.g_01479	Syam.g_01294
OG0000635	Prac.g_01478	Syam.g_01293
OG0000636	Prac.g_01476	Syam.g_01291
OG0000637	Prac.g_01474	Syam.g_01289
OG0000638	Prac.g_01473	Syam.g_01288
OG0000639	Prac.g_01472	Syam.g_01287
OG0000640	Prac.g_01471	Syam.g_01286
OG0000641	Prac.g_01467	Syam.g_01282
OG0000642	Prac.g_01466	Syam.g_01281
OG0000643	Prac.g_01465	Syam.g_01280
OG0000644	Prac.g_01464	Syam.g_01279
OG0000645	Prac.g_01463	Syam.g_01277
OG0000646	Prac.g_01461	Syam.g_01274
OG0000647	Prac.g_01460	Syam.g_01272
OG0000648	Prac.g_01458	Syam.g_01269
OG0000649	Prac.g_01457	Syam.g_01268
OG0000650	Prac.g_01456	Syam.g_01267
OG0000651	Prac.g_01455	Syam.g_01266
OG0000652	Prac.g_01454	Syam.g_01265
OG0000653	Prac.g_01452	Syam.g_01263
OG0000654	Prac.g_01451	Syam.g_01262
OG0000655	Prac.g_01450	Syam.g_01261
OG0000656	Prac.g_01447	Syam.g_01258
OG0000657	Prac.g_01440	Syam.g_00739
OG0000658	Prac.g_01439	Syam.g_00735
OG0000659	Prac.g_01438	Syam.g_00734
OG0000660	Prac.g_01434	Syam.g_00730
OG0000661	Prac.g_01432	Syam.g_00728
OG0000662	Prac.g_01430	Syam.g_00726
OG0000663	Prac.g_01428	Syam.g_00723
OG0000664	Prac.g_01427	Syam.g_00722
OG0000665	Prac.g_01423	Syam.g_02027
OG0000666	Prac.g_01422	Syam.g_01030
OG0000667	Prac.g_01418	Syam.g_00937
OG0000668	Prac.g_01401	Syam.g_01185
OG0000669	Prac.g_01393	Syam.g_01358
OG0000670	Prac.g_01391	Syam.g_00528
OG0000671	Prac.g_01389	Syam.g_01354
OG0000672	Prac.g_01386	Syam.g_01351
OG0000673	Prac.g_01383	Syam.g_01348
OG0000674	Prac.g_01381	Syam.g_01346
OG0000675	Prac.g_01380	Syam.g_01345
OG0000676	Prac.g_01378	Syam.g_01343
OG0000677	Prac.g_01377	Syam.g_01342
OG0000678	Prac.g_01375	Syam.g_01339
OG0000679	Prac.g_01371	Syam.g_01323
OG0000680	Prac.g_01370	Syam.g_01322
OG0000681	Prac.g_01368	Syam.g_01319
OG0000682	Prac.g_01367	Syam.g_01318
OG0000683	Prac.g_01366	Syam.g_01317
OG0000684	Prac.g_01365	Syam.g_01312
OG0000685	Prac.g_01363	Syam.g_01310
OG0000686	Prac.g_01362	Syam.g_01309
OG0000687	Prac.g_01361	Syam.g_01308
OG0000688	Prac.g_01358	Syam.g_01304
OG0000689	Prac.g_01357	Syam.g_01302
OG0000690	Prac.g_01356	Syam.g_01301
OG0000691	Prac.g_01355	Syam.g_01300
OG0000692	Prac.g_01353	Syam.g_01299
OG0000693	Prac.g_01352	Syam.g_01298
OG0000694	Prac.g_01351	Syam.g_01297
OG0000695	Prac.g_01349	Syam.g_01088
OG0000696	Prac.g_01348	Syam.g_01089
OG0000697	Prac.g_01347	Syam.g_01091
OG0000698	Prac.g_01344	Syam.g_01094
OG0000699	Prac.g_01343	Syam.g_01096
OG0000700	Prac.g_01342	Syam.g_01097
OG0000701	Prac.g_01341	Syam.g_01098
OG0000702	Prac.g_01339	Syam.g_01106
OG0000703	Prac.g_01338	Syam.g_01107
OG0000704	Prac.g_01337	Syam.g_01109
OG0000705	Prac.g_01333	Syam.g_01116
OG0000706	Prac.g_01332	Syam.g_01117
OG0000707	Prac.g_01331	Syam.g_01118
OG0000708	Prac.g_01330	Syam.g_01121
OG0000709	Prac.g_01326	Syam.g_01131
OG0000710	Prac.g_01323	Syam.g_01135
OG0000711	Prac.g_01307	Syam.g_01165
OG0000712	Prac.g_01305	Syam.g_01167
OG0000713	Prac.g_01304	Syam.g_01168
OG0000714	Prac.g_01303	Syam.g_01170
OG0000715	Prac.g_01301	Syam.g_01172
OG0000716	Prac.g_01299	Syam.g_01176
OG0000717	Prac.g_01298	Syam.g_01177
OG0000718	Prac.g_01287	Syam.g_01181
OG0000719	Prac.g_01285	Syam.g_01183
OG0000720	Prac.g_01276	Syam.g_01197
OG0000721	Prac.g_01274	Syam.g_01199
OG0000722	Prac.g_01273	Syam.g_01200
OG0000723	Prac.g_01270	Syam.g_01224
OG0000724	Prac.g_01261	Syam.g_00768
OG0000725	Prac.g_01255	Syam.g_00777
OG0000726	Prac.g_01254	Syam.g_00778
OG0000727	Prac.g_01253	Syam.g_00779
OG0000728	Prac.g_01251	Syam.g_00781
OG0000729	Prac.g_01205	Syam.g_00105
OG0000730	Prac.g_01046	Syam.g_00454
OG0000731	Prac.g_01042	Syam.g_00466
OG0000732	Prac.g_01036	Syam.g_00051
OG0000733	Prac.g_01017	Syam.g_02339
OG0000734	Prac.g_01000	Syam.g_02128
OG0000735	Prac.g_00998	Syam.g_01810
OG0000736	Prac.g_00997	Syam.g_01809
OG0000737	Prac.g_00996	Syam.g_01808
OG0000738	Prac.g_00992	Syam.g_01803
OG0000739	Prac.g_00991	Syam.g_01802
OG0000740	Prac.g_00990	Syam.g_01801
OG0000741	Prac.g_00989	Syam.g_01798
OG0000742	Prac.g_00986	Syam.g_01796
OG0000743	Prac.g_00984	Syam.g_01794
OG0000744	Prac.g_00983	Syam.g_01793
OG0000745	Prac.g_00982	Syam.g_01791
OG0000746	Prac.g_00980	Syam.g_01789
OG0000747	Prac.g_00979	Syam.g_01788
OG0000748	Prac.g_00976	Syam.g_01779
OG0000749	Prac.g_00975	Syam.g_01776
OG0000750	Prac.g_00974	Syam.g_01775
OG0000751	Prac.g_00972	Syam.g_01770
OG0000752	Prac.g_00970	Syam.g_01768
OG0000753	Prac.g_00967	Syam.g_01765
OG0000754	Prac.g_00964	Syam.g_00910
OG0000755	Prac.g_00961	Syam.g_00900
OG0000756	Prac.g_00960	Syam.g_00899
OG0000757	Prac.g_00954	Syam.g_00891
OG0000758	Prac.g_00953	Syam.g_00890
OG0000759	Prac.g_00952	Syam.g_00889
OG0000760	Prac.g_00951	Syam.g_00888
OG0000761	Prac.g_00950	Syam.g_00886
OG0000762	Prac.g_00949	Syam.g_00884
OG0000763	Prac.g_00947	Syam.g_00882
OG0000764	Prac.g_00946	Syam.g_00881
OG0000765	Prac.g_00937	Syam.g_00864
OG0000766	Prac.g_00936	Syam.g_00863
OG0000767	Prac.g_00934	Syam.g_00861
OG0000768	Prac.g_00933	Syam.g_00860
OG0000769	Prac.g_00931	Syam.g_00858
OG0000770	Prac.g_00929	Syam.g_00855
OG0000771	Prac.g_00448	Syam.g_00762
OG0000772	Prac.g_00154	Syam.g_01005
OG0000773	Prac.g_00166	Syam.g_01816
OG0000774	Prac.g_00168	Syam.g_01820
OG0000775	Prac.g_00170	Syam.g_01823
OG0000776	Prac.g_00171	Syam.g_01824
OG0000777	Prac.g_00172	Syam.g_01825
OG0000778	Prac.g_00173	Syam.g_01826
OG0000779	Prac.g_00177	Syam.g_01832
OG0000780	Prac.g_00178	Syam.g_01835
OG0000781	Prac.g_00181	Syam.g_01839
OG0000782	Prac.g_00182	Syam.g_01840
OG0000783	Prac.g_00183	Syam.g_01841
OG0000784	Prac.g_00184	Syam.g_01842
OG0000785	Prac.g_00186	Syam.g_01844
OG0000786	Prac.g_00188	Syam.g_01700
OG0000787	Prac.g_00189	Syam.g_01701
OG0000788	Prac.g_00204	Syam.g_01455
OG0000789	Prac.g_00207	Syam.g_01044
OG0000790	Prac.g_00222	Syam.g_00570
OG0000791	Prac.g_00224	Syam.g_00568
OG0000792	Prac.g_00225	Syam.g_00567
OG0000793	Prac.g_00228	Syam.g_00562
OG0000794	Prac.g_00229	Syam.g_00561
OG0000795	Prac.g_00230	Syam.g_00560
OG0000796	Prac.g_00234	Syam.g_00556
OG0000797	Prac.g_00235	Syam.g_00555
OG0000798	Prac.g_00262	Syam.g_00233
OG0000799	Prac.g_00429	Syam.g_01585
OG0000800	Prac.g_00428	Syam.g_01588
OG0000801	Prac.g_00427	Syam.g_01589
OG0000802	Prac.g_00425	Syam.g_01592
OG0000803	Prac.g_00423	Syam.g_01597
OG0000804	Prac.g_00422	Syam.g_01600
OG0000805	Prac.g_00420	Syam.g_01602
OG0000806	Prac.g_00418	Syam.g_01604
OG0000807	Prac.g_00417	Syam.g_01606
OG0000808	Prac.g_00416	Syam.g_01607
OG0000809	Prac.g_00413	Syam.g_01610
OG0000810	Prac.g_00412	Syam.g_01611
OG0000811	Prac.g_00408	Syam.g_01616
OG0000812	Prac.g_00406	Syam.g_01618
OG0000813	Prac.g_00405	Syam.g_01619
OG0000814	Prac.g_00403	Syam.g_01621
OG0000815	Prac.g_00402	Syam.g_01622
OG0000816	Prac.g_00400	Syam.g_01624
OG0000817	Prac.g_00399	Syam.g_01625
OG0000818	Prac.g_00394	Syam.g_01631
OG0000819	Prac.g_00393	Syam.g_01632
OG0000820	Prac.g_00392	Syam.g_01633
OG0000821	Prac.g_00388	Syam.g_01639
OG0000822	Prac.g_00387	Syam.g_01641
OG0000823	Prac.g_00386	Syam.g_01642
OG0000824	Prac.g_00383	Syam.g_01648
OG0000825	Prac.g_00382	Syam.g_01649
OG0000826	Prac.g_00381	Syam.g_01650
OG0000827	Prac.g_00380	Syam.g_01651
OG0000828	Prac.g_00377	Syam.g_01655
OG0000829	Prac.g_00376	Syam.g_01656
OG0000830	Prac.g_00375	Syam.g_01657
OG0000831	Prac.g_00373	Syam.g_01659
OG0000832	Prac.g_00367	Syam.g_01923
OG0000833	Prac.g_00359	Syam.g_01932
OG0000834	Prac.g_00358	Syam.g_01933
OG0000835	Prac.g_00357	Syam.g_01934
OG0000836	Prac.g_00356	Syam.g_01937
OG0000837	Prac.g_00355	Syam.g_01938
OG0000838	Prac.g_00353	Syam.g_01946
OG0000839	Prac.g_00352	Syam.g_01947
OG0000840	Prac.g_00351	Syam.g_01948
OG0000841	Prac.g_00350	Syam.g_01949
OG0000842	Prac.g_00349	Syam.g_01950
OG0000843	Prac.g_00348	Syam.g_01951
OG0000844	Prac.g_00347	Syam.g_01953
OG0000845	Prac.g_00346	Syam.g_01954
OG0000846	Prac.g_00345	Syam.g_01955
OG0000847	Prac.g_00344	Syam.g_01956
OG0000848	Prac.g_00343	Syam.g_01958
OG0000849	Prac.g_00342	Syam.g_01959
OG0000850	Prac.g_00340	Syam.g_01961
OG0000851	Prac.g_00339	Syam.g_01966
OG0000852	Prac.g_00338	Syam.g_01967
OG0000853	Prac.g_00334	Syam.g_01971
OG0000854	Prac.g_00332	Syam.g_01973
OG0000855	Prac.g_00331	Syam.g_01974
OG0000856	Prac.g_00317	Syam.g_01483
OG0000857	Prac.g_00288	Syam.g_01273
OG0000858	Prac.g_00631	Syam.g_01980
OG0000859	Prac.g_00630	Syam.g_01981
OG0000860	Prac.g_00623	Syam.g_01992
OG0000861	Prac.g_00622	Syam.g_01993
OG0000862	Prac.g_00621	Syam.g_01994
OG0000863	Prac.g_00619	Syam.g_01996
OG0000864	Prac.g_00618	Syam.g_01997
OG0000865	Prac.g_00617	Syam.g_01998
OG0000866	Prac.g_00616	Syam.g_01999
OG0000867	Prac.g_00615	Syam.g_02000
OG0000868	Prac.g_00614	Syam.g_02003
OG0000869	Prac.g_00610	Syam.g_02007
OG0000870	Prac.g_00605	Syam.g_02012
OG0000871	Prac.g_00604	Syam.g_02013
OG0000872	Prac.g_00603	Syam.g_02021
OG0000873	Prac.g_00600	Syam.g_02024
OG0000874	Prac.g_00597	Syam.g_02019
OG0000875	Prac.g_00596	Syam.g_02026
OG0000876	Prac.g_00595	Syam.g_01877
OG0000877	Prac.g_00593	Syam.g_01882
OG0000878	Prac.g_00592	Syam.g_01883
OG0000879	Prac.g_00591	Syam.g_01884
OG0000880	Prac.g_00590	Syam.g_01885
OG0000881	Prac.g_00586	Syam.g_01891
OG0000882	Prac.g_00581	Syam.g_01896
OG0000883	Prac.g_00580	Syam.g_01898
OG0000884	Prac.g_00578	Syam.g_01900
OG0000885	Prac.g_00577	Syam.g_01901
OG0000886	Prac.g_00576	Syam.g_01902
OG0000887	Prac.g_00575	Syam.g_01903
OG0000888	Prac.g_00573	Syam.g_01905
OG0000889	Prac.g_00571	Syam.g_01907
OG0000890	Prac.g_00570	Syam.g_01910
OG0000891	Prac.g_00569	Syam.g_01911
OG0000892	Prac.g_00471	Syam.g_01913
OG0000893	Prac.g_00476	Syam.g_00287
OG0000894	Prac.g_00478	Syam.g_00290
OG0000895	Prac.g_00481	Syam.g_00294
OG0000896	Prac.g_00482	Syam.g_00295
OG0000897	Prac.g_00484	Syam.g_00297
OG0000898	Prac.g_00485	Syam.g_00298
OG0000899	Prac.g_00486	Syam.g_00299
OG0000900	Prac.g_00487	Syam.g_00300
OG0000901	Prac.g_00490	Syam.g_00305
OG0000902	Prac.g_00492	Syam.g_00307
OG0000903	Prac.g_00495	Syam.g_00322
OG0000904	Prac.g_00497	Syam.g_00317
OG0000905	Prac.g_00502	Syam.g_00312
OG0000906	Prac.g_00503	Syam.g_00309
OG0000907	Prac.g_00506	Syam.g_00324
OG0000908	Prac.g_00509	Syam.g_00327
OG0000909	Prac.g_00510	Syam.g_00328
OG0000910	Prac.g_00511	Syam.g_00329
OG0000911	Prac.g_00513	Syam.g_00331
OG0000912	Prac.g_00514	Syam.g_00332
OG0000913	Prac.g_00515	Syam.g_00333
OG0000914	Prac.g_00516	Syam.g_00334
OG0000915	Prac.g_00517	Syam.g_00336
OG0000916	Prac.g_00518	Syam.g_00337
OG0000917	Prac.g_00519	Syam.g_00338
OG0000918	Prac.g_00520	Syam.g_00339
OG0000919	Prac.g_00521	Syam.g_00340
OG0000920	Prac.g_00522	Syam.g_00341
OG0000921	Prac.g_00523	Syam.g_00342
OG0000922	Prac.g_00524	Syam.g_00343
OG0000923	Prac.g_00528	Syam.g_00347
OG0000924	Prac.g_00529	Syam.g_00348
OG0000925	Prac.g_00530	Syam.g_00349
OG0000926	Prac.g_00531	Syam.g_00350
OG0000927	Prac.g_00533	Syam.g_00352
OG0000928	Prac.g_00534	Syam.g_00353
OG0000929	Prac.g_00535	Syam.g_00354
OG0000930	Prac.g_00536	Syam.g_00355
OG0000931	Prac.g_00537	Syam.g_00356
OG0000932	Prac.g_00538	Syam.g_00357
OG0000933	Prac.g_00542	Syam.g_00363
OG0000934	Prac.g_00544	Syam.g_00365
OG0000935	Prac.g_00545	Syam.g_00366
OG0000936	Prac.g_00546	Syam.g_00368
OG0000937	Prac.g_00547	Syam.g_00369
OG0000938	Prac.g_00549	Syam.g_00373
OG0000939	Prac.g_00550	Syam.g_00374
OG0000940	Prac.g_00556	Syam.g_00381
OG0000941	Prac.g_00558	Syam.g_00383
OG0000942	Prac.g_00560	Syam.g_00385
OG0000943	Prac.g_00561	Syam.g_00386
OG0000944	Prac.g_00562	Syam.g_00388
OG0000945	Prac.g_00563	Syam.g_00390
OG0000946	Prac.g_00005	Syam.g_00395
OG0000947	Prac.g_00007	Syam.g_00398
OG0000948	Prac.g_00008	Syam.g_00399
OG0000949	Prac.g_00011	Syam.g_00159
OG0000950	Prac.g_00016	Syam.g_00150
OG0000951	Prac.g_00020	Syam.g_00145
OG0000952	Prac.g_00024	Syam.g_00140
OG0000953	Prac.g_00027	Syam.g_00136
OG0000954	Prac.g_00031	Syam.g_00131
OG0000955	Prac.g_00032	Syam.g_00130
OG0000956	Prac.g_00034	Syam.g_00128
OG0000957	Prac.g_00039	Syam.g_00117
OG0000958	Prac.g_00040	Syam.g_00116
OG0000959	Prac.g_00044	Syam.g_00112
OG0000960	Prac.g_00045	Syam.g_00111
OG0000961	Prac.g_00047	Syam.g_00108
OG0000962	Prac.g_00049	Syam.g_00106
OG0000963	Prac.g_00052	Syam.g_00101
OG0000964	Prac.g_00053	Syam.g_00100
OG0000965	Prac.g_00054	Syam.g_00099
OG0000966	Prac.g_00061	Syam.g_00074
OG0000967	Prac.g_00065	Syam.g_00069
OG0000968	Prac.g_00067	Syam.g_00077
OG0000969	Prac.g_00068	Syam.g_00072
OG0000970	Prac.g_00069	Syam.g_00071
OG0000971	Prac.g_00070	Syam.g_00066
OG0000972	Prac.g_00071	Syam.g_00065
OG0000973	Prac.g_00072	Syam.g_00064
OG0000974	Prac.g_00073	Syam.g_00063
OG0000975	Prac.g_00074	Syam.g_00062
OG0000976	Prac.g_00075	Syam.g_00061
OG0000977	Prac.g_00076	Syam.g_00059
OG0000978	Prac.g_00077	Syam.g_00058
OG0000979	Prac.g_00080	Syam.g_00055
OG0000980	Prac.g_00082	Syam.g_00052
OG0000981	Prac.g_00084	Syam.g_00049
OG0000982	Prac.g_00086	Syam.g_02314
OG0000983	Prac.g_00087	Syam.g_02315
OG0000984	Prac.g_00088	Syam.g_02316
OG0000985	Prac.g_00091	Syam.g_02318
OG0000986	Prac.g_00093	Syam.g_02320
OG0000987	Prac.g_00094	Syam.g_02322
OG0000988	Prac.g_00097	Syam.g_02327
OG0000989	Prac.g_00100	Syam.g_02334
OG0000990	Prac.g_00103	Syam.g_02346
OG0000991	Prac.g_00104	Syam.g_02348
OG0000992	Prac.g_00106	Syam.g_02351
OG0000993	Prac.g_00107	Syam.g_02352
OG0000994	Prac.g_00108	Syam.g_02354
OG0000995	Prac.g_00112	Syam.g_02359
OG0000996	Prac.g_00113	Syam.g_02405
OG0000997	Prac.g_00114	Syam.g_02416
OG0000998	Prac.g_00116	Syam.g_02418
OG0000999	Prac.g_00117	Syam.g_02419
OG0001000	Prac.g_00120	Syam.g_02422
OG0001001	Prac.g_00122	Syam.g_02427
OG0001002	Prac.g_00126	Syam.g_02433
OG0001003	Prac.g_00127	Syam.g_02434
OG0001004	Prac.g_00128	Syam.g_02435
OG0001005	Prac.g_00129	Syam.g_02436
OG0001006	Prac.g_01949	Syam.g_02444
OG0001007	Prac.g_01947	Syam.g_02446
OG0001008	Prac.g_01110	Syam.g_01866
OG0001009	Prac.g_01920	Syam.g_00032
OG0001010	Prac.g_01919	Syam.g_00033
OG0001011	Prac.g_01918	Syam.g_00034
OG0001012	Prac.g_01889	Syam.g_02310
OG0001013	Prac.g_01883	Syam.g_02296
OG0001014	Prac.g_01880	Syam.g_02292
OG0001015	Prac.g_01879	Syam.g_02291
OG0001016	Prac.g_01858	Syam.g_02067
OG0001017	Prac.g_01854	Syam.g_02073
OG0001018	Prac.g_01851	Syam.g_02075
OG0001019	Prac.g_01842	Syam.g_02093
OG0001020	Prac.g_01841	Syam.g_02098
OG0001021	Prac.g_01840	Syam.g_02102
OG0001022	Prac.g_01837	Syam.g_02106
OG0001023	Prac.g_01836	Syam.g_02107
OG0001024	Prac.g_01833	Syam.g_02111
OG0001025	Prac.g_01827	Syam.g_02118
OG0001026	Prac.g_01820	Syam.g_02130
OG0001027	Prac.g_01819	Syam.g_02135
OG0001028	Prac.g_01817	Syam.g_02137
OG0001029	Prac.g_01816	Syam.g_02139
OG0001030	Prac.g_01801	Syam.g_02163
OG0001031	Prac.g_01744	Syam.g_02239
OG0001032	Prac.g_01743	Syam.g_02241
OG0001033	Prac.g_01722	Syam.g_02265
OG0001034	Prac.g_01694	Syam.g_00508
OG0001035	Prac.g_01677	Syam.g_00265
OG0001036	Prac.g_01672	Syam.g_00261
OG0001037	Prac.g_01671	Syam.g_00259
OG0001038	Prac.g_01653	Syam.g_00232
OG0001039	Prac.g_01650	Syam.g_00229
OG0001040	Prac.g_01648	Syam.g_00226
OG0001041	Prac.g_01644	Syam.g_00221
OG0001042	Prac.g_01627	Syam.g_00196
OG0001043	Prac.g_01626	Syam.g_00192
OG0001044	Prac.g_01201	Syam.g_00456
OG0001045	Prac.g_01192	Syam.g_00469
OG0001046	Prac.g_01154	Syam.g_01151
OG0001047	Prac.g_01108	Syam.g_01864
OG0001048	Prac.g_01107	Syam.g_01863
OG0001049	Prac.g_01105	Syam.g_01855
OG0001050	Prac.g_01104	Syam.g_01854
OG0001051	Prac.g_01103	Syam.g_01853
OG0001052	Prac.g_01073	Syam.g_01672
OG0001053	Prac.g_01061	Syam.g_00586
OG0001054	Prac.g_00873	Syam.g_00603
OG0001055	Prac.g_00855	Syam.g_00624
OG0001056	Prac.g_00836	Syam.g_00656
OG0001057	Prac.g_00831	Syam.g_00664
OG0001058	Prac.g_00823	Syam.g_00677
OG0001059	Prac.g_00819	Syam.g_00681
OG0001060	Prac.g_00812	Syam.g_00688
OG0001061	Prac.g_00799	Syam.g_01744
OG0001062	Prac.g_00797	Syam.g_01742
OG0001063	Prac.g_00795	Syam.g_01737
OG0001064	Prac.g_00794	Syam.g_01736
OG0001065	Prac.g_00793	Syam.g_01735
OG0001066	Prac.g_00792	Syam.g_01734
OG0001067	Prac.g_00791	Syam.g_01733
OG0001068	Prac.g_00790	Syam.g_01732
OG0001069	Prac.g_00789	Syam.g_01731
OG0001070	Prac.g_00786	Syam.g_01728
OG0001071	Prac.g_00785	Syam.g_01727
OG0001072	Prac.g_00783	Syam.g_01723
OG0001073	Prac.g_00767	Syam.g_01709
OG0001074	Prac.g_00756	Syam.g_01504
OG0001075	Prac.g_00755	Syam.g_01502
OG0001076	Prac.g_00747	Syam.g_01491
OG0001077	Prac.g_00743	Syam.g_01480
OG0001078	Prac.g_00735	Syam.g_01467
OG0001079	Prac.g_00724	Syam.g_01454
OG0001080	Prac.g_00718	Syam.g_01034
OG0001081	Prac.g_00716	Syam.g_01386
OG0001082	Prac.g_00715	Syam.g_01385
OG0001083	Prac.g_00710	Syam.g_01377
OG0001084	Prac.g_00709	Syam.g_01376
OG0001085	Prac.g_00701	Syam.g_01366
OG0001086	Prac.g_00700	Syam.g_01364
OG0001087	Prac.g_00683	Syam.g_00813
OG0001088	Prac.g_00682	Syam.g_00809
OG0001089	Prac.g_00674	Syam.g_00785
OG0001090	Prac.g_01559	Syam.g_01246
OG0001091	Prac.g_01557	Syam.g_01244
OG0001092	Prac.g_01556	Syam.g_01242
OG0001093	Prac.g_01551	Syam.g_01236
OG0001094	Prac.g_01481	Syam.g_01296
OG0001095	Prac.g_01462	Syam.g_01276
OG0001096	Prac.g_01449	Syam.g_01260
OG0001097	Prac.g_01431	Syam.g_00727
OG0001098	Prac.g_01416	Syam.g_01037
OG0001099	Prac.g_01396	Syam.g_02138
OG0001100	Prac.g_01392	Syam.g_01356
OG0001101	Prac.g_01390	Syam.g_01355
OG0001103	Prac.g_01385	Syam.g_01350
OG0001104	Prac.g_01364	Syam.g_01311
OG0001105	Prac.g_01360	Syam.g_01307
OG0001106	Prac.g_01336	Syam.g_01110
OG0001107	Prac.g_01329	Syam.g_01122
OG0001108	Prac.g_01325	Syam.g_01132
OG0001109	Prac.g_01324	Syam.g_01134
OG0001110	Prac.g_01322	Syam.g_01136
OG0001111	Prac.g_01321	Syam.g_01138
OG0001112	Prac.g_01320	Syam.g_01140
OG0001113	Prac.g_01319	Syam.g_01141
OG0001114	Prac.g_01318	Syam.g_01142
OG0001115	Prac.g_01316	Syam.g_01146
OG0001116	Prac.g_01315	Syam.g_01148
OG0001117	Prac.g_01314	Syam.g_01149
OG0001118	Prac.g_01313	Syam.g_01150
OG0001119	Prac.g_01312	Syam.g_01152
OG0001120	Prac.g_01310	Syam.g_01156
OG0001121	Prac.g_01020	Syam.g_00970
OG0001122	Prac.g_01284	Syam.g_01184
OG0001123	Prac.g_01280	Syam.g_01191
OG0001124	Prac.g_01278	Syam.g_01194
OG0001125	Prac.g_01277	Syam.g_01196
OG0001126	Prac.g_01267	Syam.g_00757
OG0001127	Prac.g_01266	Syam.g_00758
OG0001128	Prac.g_01264	Syam.g_00764
OG0001129	Prac.g_01263	Syam.g_00766
OG0001130	Prac.g_01262	Syam.g_00767
OG0001131	Prac.g_01225	Syam.g_01337
OG0001132	Prac.g_01216	Syam.g_01020
OG0001134	Prac.g_01018	Syam.g_00915
OG0001136	Prac.g_00988	Syam.g_01797
OG0001137	Prac.g_00977	Syam.g_01780
OG0001138	Prac.g_00959	Syam.g_00898
OG0001139	Prac.g_00958	Syam.g_00896
OG0001140	Prac.g_00957	Syam.g_00895
OG0001141	Prac.g_00956	Syam.g_00894
OG0001142	Prac.g_00955	Syam.g_00892
OG0001143	Prac.g_00948	Syam.g_00883
OG0001144	Prac.g_00943	Syam.g_00873
OG0001145	Prac.g_00167	Syam.g_01817
OG0001146	Prac.g_00179	Syam.g_01836
OG0001147	Prac.g_00203	Syam.g_01665
OG0001148	Prac.g_00219	Syam.g_00573
OG0001149	Prac.g_00220	Syam.g_00572
OG0001150	Prac.g_00221	Syam.g_00571
OG0001151	Prac.g_00232	Syam.g_00558
OG0001152	Prac.g_00233	Syam.g_00557
OG0001153	Prac.g_00379	Syam.g_01652
OG0001154	Prac.g_00378	Syam.g_01654
OG0001155	Prac.g_00366	Syam.g_01925
OG0001156	Prac.g_00363	Syam.g_01928
OG0001157	Prac.g_00362	Syam.g_01929
OG0001158	Prac.g_00361	Syam.g_01930
OG0001159	Prac.g_00360	Syam.g_01931
OG0001160	Prac.g_00336	Syam.g_01969
OG0001161	Prac.g_00324	Syam.g_02338
OG0001162	Prac.g_00313	Syam.g_01257
OG0001163	Prac.g_00633	Syam.g_01977
OG0001164	Prac.g_00629	Syam.g_01983
OG0001165	Prac.g_00626	Syam.g_01988
OG0001166	Prac.g_00606	Syam.g_02011
OG0001167	Prac.g_00589	Syam.g_01888
OG0001168	Prac.g_00587	Syam.g_01890
OG0001169	Prac.g_00585	Syam.g_01892
OG0001170	Prac.g_00583	Syam.g_01894
OG0001171	Prac.g_00574	Syam.g_01904
OG0001172	Prac.g_00479	Syam.g_00292
OG0001173	Prac.g_00480	Syam.g_00293
OG0001174	Prac.g_00488	Syam.g_00301
OG0001175	Prac.g_00489	Syam.g_00302
OG0001176	Prac.g_00496	Syam.g_00321
OG0001177	Prac.g_00499	Syam.g_00319
OG0001178	Prac.g_00504	Syam.g_01995
OG0001179	Prac.g_00532	Syam.g_00351
OG0001180	Prac.g_00553	Syam.g_00378
OG0001181	Prac.g_00557	Syam.g_00382
OG0001182	Prac.g_00564	Syam.g_00391
OG0001183	Prac.g_00006	Syam.g_00396
OG0001184	Prac.g_00022	Syam.g_00143
