Orthogroup	Prac	Prar
OG0000548	Prac.g_00856	Prar.g_01346
OG0000549	Prac.g_00854	Prar.g_01348
OG0000550	Prac.g_00849	Prar.g_01353
OG0000551	Prac.g_00845	Prar.g_01357
OG0000552	Prac.g_00844	Prar.g_01358
OG0000553	Prac.g_00843	Prar.g_01359
OG0000554	Prac.g_00838	Prar.g_01364
OG0000555	Prac.g_00830	Prar.g_01372
OG0000556	Prac.g_00828	Prar.g_01374
OG0000557	Prac.g_00827	Prar.g_01375
OG0000558	Prac.g_00825	Prar.g_01377
OG0000559	Prac.g_00821	Prar.g_01381
OG0000560	Prac.g_00818	Prar.g_01384
OG0000561	Prac.g_00817	Prar.g_01385
OG0000562	Prac.g_00816	Prar.g_01386
OG0000563	Prac.g_00815	Prar.g_01387
OG0000564	Prac.g_00814	Prar.g_01388
OG0000565	Prac.g_00811	Prar.g_01391
OG0000566	Prac.g_00809	Prar.g_01393
OG0000567	Prac.g_00805	Prar.g_01397
OG0000568	Prac.g_00804	Prar.g_01398
OG0000569	Prac.g_00803	Prar.g_01399
OG0000570	Prac.g_00802	Prar.g_01400
OG0000571	Prac.g_00800	Prar.g_01402
OG0000572	Prac.g_00787	Prar.g_01415
OG0000573	Prac.g_00780	Prar.g_01422
OG0000574	Prac.g_00779	Prar.g_01423
OG0000575	Prac.g_00775	Prar.g_01427
OG0000576	Prac.g_00772	Prar.g_01429
OG0000577	Prac.g_00771	Prar.g_01430
OG0000578	Prac.g_00770	Prar.g_01431
OG0000579	Prac.g_00769	Prar.g_01432
OG0000580	Prac.g_00768	Prar.g_01433
OG0000581	Prac.g_00766	Prar.g_01435
OG0000582	Prac.g_00763	Prar.g_01438
OG0000583	Prac.g_00762	Prar.g_01439
OG0000584	Prac.g_00761	Prar.g_01440
OG0000585	Prac.g_00759	Prar.g_01442
OG0000586	Prac.g_00758	Prar.g_01443
OG0000587	Prac.g_00757	Prar.g_01444
OG0000588	Prac.g_00753	Prar.g_01448
OG0000589	Prac.g_00750	Prar.g_01451
OG0000590	Prac.g_00749	Prar.g_01452
OG0000591	Prac.g_00746	Prar.g_01455
OG0000592	Prac.g_00745	Prar.g_01456
OG0000593	Prac.g_00739	Prar.g_01462
OG0000594	Prac.g_00738	Prar.g_01463
OG0000595	Prac.g_00737	Prar.g_01464
OG0000596	Prac.g_00733	Prar.g_01468
OG0000597	Prac.g_00731	Prar.g_01470
OG0000598	Prac.g_00730	Prar.g_01471
OG0000599	Prac.g_00727	Prar.g_01474
OG0000600	Prac.g_00726	Prar.g_01475
OG0000601	Prac.g_00725	Prar.g_01476
OG0000602	Prac.g_00723	Prar.g_01478
OG0000603	Prac.g_00722	Prar.g_01479
OG0000604	Prac.g_00721	Prar.g_01480
OG0000605	Prac.g_00720	Prar.g_01481
OG0000606	Prac.g_00717	Prar.g_01484
OG0000607	Prac.g_00714	Prar.g_01487
OG0000608	Prac.g_00713	Prar.g_01488
OG0000609	Prac.g_00712	Prar.g_01489
OG0000610	Prac.g_00707	Prar.g_01494
OG0000611	Prac.g_00704	Prar.g_01497
OG0000612	Prac.g_00703	Prar.g_01498
OG0000613	Prac.g_00698	Prar.g_01503
OG0000614	Prac.g_00679	Prar.g_01522
OG0000615	Prac.g_00671	Prar.g_01530
OG0000616	Prac.g_00667	Prar.g_01534
OG0000617	Prac.g_01554	Prar.g_01605
OG0000618	Prac.g_01553	Prar.g_01606
OG0000619	Prac.g_01552	Prar.g_01607
OG0000620	Prac.g_01549	Prar.g_01610
OG0000621	Prac.g_01548	Prar.g_01611
OG0000622	Prac.g_01547	Prar.g_01612
OG0000623	Prac.g_01546	Prar.g_01613
OG0000624	Prac.g_01545	Prar.g_01614
OG0000625	Prac.g_01544	Prar.g_01615
OG0000626	Prac.g_01543	Prar.g_01616
OG0000627	Prac.g_01542	Prar.g_01617
OG0000628	Prac.g_01541	Prar.g_01618
OG0000629	Prac.g_01540	Prar.g_01619
OG0000630	Prac.g_01537	Prar.g_01622
OG0000631	Prac.g_01484	Prar.g_01675
OG0000632	Prac.g_01483	Prar.g_01676
OG0000633	Prac.g_01482	Prar.g_01677
OG0000634	Prac.g_01479	Prar.g_01680
OG0000635	Prac.g_01478	Prar.g_01681
OG0000636	Prac.g_01476	Prar.g_01683
OG0000637	Prac.g_01474	Prar.g_01685
OG0000638	Prac.g_01473	Prar.g_01686
OG0000639	Prac.g_01472	Prar.g_01687
OG0000640	Prac.g_01471	Prar.g_01688
OG0000641	Prac.g_01467	Prar.g_01692
OG0000642	Prac.g_01466	Prar.g_01693
OG0000643	Prac.g_01465	Prar.g_01694
OG0000644	Prac.g_01464	Prar.g_01695
OG0000645	Prac.g_01463	Prar.g_01696
OG0000646	Prac.g_01461	Prar.g_01698
OG0000647	Prac.g_01460	Prar.g_01699
OG0000648	Prac.g_01458	Prar.g_01701
OG0000649	Prac.g_01457	Prar.g_01702
OG0000650	Prac.g_01456	Prar.g_01703
OG0000651	Prac.g_01455	Prar.g_01704
OG0000652	Prac.g_01454	Prar.g_01705
OG0000653	Prac.g_01452	Prar.g_01707
OG0000654	Prac.g_01451	Prar.g_01708
OG0000655	Prac.g_01450	Prar.g_01709
OG0000656	Prac.g_01447	Prar.g_01712
OG0000657	Prac.g_01440	Prar.g_01719
OG0000658	Prac.g_01439	Prar.g_01720
OG0000659	Prac.g_01438	Prar.g_01721
OG0000660	Prac.g_01434	Prar.g_01725
OG0000661	Prac.g_01432	Prar.g_01727
OG0000662	Prac.g_01430	Prar.g_01729
OG0000663	Prac.g_01428	Prar.g_01731
OG0000664	Prac.g_01427	Prar.g_01732
OG0000665	Prac.g_01423	Prar.g_01736
OG0000666	Prac.g_01422	Prar.g_01737
OG0000667	Prac.g_01418	Prar.g_01742
OG0000668	Prac.g_01401	Prar.g_01759
OG0000669	Prac.g_01393	Prar.g_01767
OG0000670	Prac.g_01391	Prar.g_01769
OG0000671	Prac.g_01389	Prar.g_01771
OG0000672	Prac.g_01386	Prar.g_01774
OG0000673	Prac.g_01383	Prar.g_01777
OG0000674	Prac.g_01381	Prar.g_01779
OG0000675	Prac.g_01380	Prar.g_01780
OG0000676	Prac.g_01378	Prar.g_01782
OG0000677	Prac.g_01377	Prar.g_01783
OG0000678	Prac.g_01375	Prar.g_01785
OG0000679	Prac.g_01371	Prar.g_01789
OG0000680	Prac.g_01370	Prar.g_01790
OG0000681	Prac.g_01368	Prar.g_01792
OG0000682	Prac.g_01367	Prar.g_01793
OG0000683	Prac.g_01366	Prar.g_01794
OG0000684	Prac.g_01365	Prar.g_01795
OG0000685	Prac.g_01363	Prar.g_01797
OG0000686	Prac.g_01362	Prar.g_01798
OG0000687	Prac.g_01361	Prar.g_01799
OG0000688	Prac.g_01358	Prar.g_01802
OG0000689	Prac.g_01357	Prar.g_01803
OG0000690	Prac.g_01356	Prar.g_01804
OG0000691	Prac.g_01355	Prar.g_01805
OG0000692	Prac.g_01353	Prar.g_01807
OG0000693	Prac.g_01352	Prar.g_01808
OG0000694	Prac.g_01351	Prar.g_01809
OG0000695	Prac.g_01349	Prar.g_01811
OG0000696	Prac.g_01348	Prar.g_01812
OG0000697	Prac.g_01347	Prar.g_01813
OG0000698	Prac.g_01344	Prar.g_01816
OG0000699	Prac.g_01343	Prar.g_01817
OG0000700	Prac.g_01342	Prar.g_01818
OG0000701	Prac.g_01341	Prar.g_01819
OG0000702	Prac.g_01339	Prar.g_01821
OG0000703	Prac.g_01338	Prar.g_01822
OG0000704	Prac.g_01337	Prar.g_01823
OG0000705	Prac.g_01333	Prar.g_01827
OG0000706	Prac.g_01332	Prar.g_01828
OG0000707	Prac.g_01331	Prar.g_01829
OG0000708	Prac.g_01330	Prar.g_01830
OG0000709	Prac.g_01326	Prar.g_01834
OG0000710	Prac.g_01323	Prar.g_01837
OG0000711	Prac.g_01307	Prar.g_01853
OG0000712	Prac.g_01305	Prar.g_01855
OG0000713	Prac.g_01304	Prar.g_01856
OG0000714	Prac.g_01303	Prar.g_01857
OG0000715	Prac.g_01301	Prar.g_01859
OG0000716	Prac.g_01299	Prar.g_01861
OG0000717	Prac.g_01298	Prar.g_01862
OG0000718	Prac.g_01287	Prar.g_01873
OG0000719	Prac.g_01285	Prar.g_01875
OG0000720	Prac.g_01276	Prar.g_01884
OG0000721	Prac.g_01274	Prar.g_01886
OG0000722	Prac.g_01273	Prar.g_01887
OG0000723	Prac.g_01270	Prar.g_01890
OG0000724	Prac.g_01261	Prar.g_01899
OG0000725	Prac.g_01255	Prar.g_01905
OG0000726	Prac.g_01254	Prar.g_01906
OG0000727	Prac.g_01253	Prar.g_01907
OG0000728	Prac.g_01251	Prar.g_01909
OG0000729	Prac.g_01205	Prar.g_01955
OG0000730	Prac.g_01046	Prar.g_01324
OG0000731	Prac.g_01042	Prar.g_01320
OG0000732	Prac.g_01036	Prar.g_01314
OG0000733	Prac.g_01017	Prar.g_01295
OG0000734	Prac.g_01000	Prar.g_01278
OG0000735	Prac.g_00998	Prar.g_01276
OG0000736	Prac.g_00997	Prar.g_01275
OG0000737	Prac.g_00996	Prar.g_01274
OG0000738	Prac.g_00992	Prar.g_01270
OG0000739	Prac.g_00991	Prar.g_01269
OG0000740	Prac.g_00990	Prar.g_01268
OG0000741	Prac.g_00989	Prar.g_01267
OG0000742	Prac.g_00986	Prar.g_01264
OG0000743	Prac.g_00984	Prar.g_01262
OG0000744	Prac.g_00983	Prar.g_01261
OG0000745	Prac.g_00982	Prar.g_01260
OG0000746	Prac.g_00980	Prar.g_01258
OG0000747	Prac.g_00979	Prar.g_01257
OG0000748	Prac.g_00976	Prar.g_01254
OG0000749	Prac.g_00975	Prar.g_01253
OG0000750	Prac.g_00974	Prar.g_01252
OG0000751	Prac.g_00972	Prar.g_01250
OG0000752	Prac.g_00970	Prar.g_01248
OG0000753	Prac.g_00967	Prar.g_01245
OG0000754	Prac.g_00964	Prar.g_01242
OG0000755	Prac.g_00961	Prar.g_01239
OG0000756	Prac.g_00960	Prar.g_01238
OG0000757	Prac.g_00954	Prar.g_01232
OG0000758	Prac.g_00953	Prar.g_01231
OG0000759	Prac.g_00952	Prar.g_01230
OG0000760	Prac.g_00951	Prar.g_01229
OG0000761	Prac.g_00950	Prar.g_01228
OG0000762	Prac.g_00949	Prar.g_01227
OG0000763	Prac.g_00947	Prar.g_01225
OG0000764	Prac.g_00946	Prar.g_01224
OG0000765	Prac.g_00937	Prar.g_01215
OG0000766	Prac.g_00936	Prar.g_01214
OG0000767	Prac.g_00934	Prar.g_01212
OG0000768	Prac.g_00933	Prar.g_01211
OG0000769	Prac.g_00931	Prar.g_01209
OG0000770	Prac.g_00929	Prar.g_01207
OG0000771	Prac.g_00448	Prar.g_00376
OG0000772	Prac.g_00154	Prar.g_00976
OG0000773	Prac.g_00166	Prar.g_00964
OG0000774	Prac.g_00168	Prar.g_00962
OG0000775	Prac.g_00170	Prar.g_00960
OG0000776	Prac.g_00171	Prar.g_00959
OG0000777	Prac.g_00172	Prar.g_00958
OG0000778	Prac.g_00173	Prar.g_00957
OG0000779	Prac.g_00177	Prar.g_00953
OG0000780	Prac.g_00178	Prar.g_00952
OG0000781	Prac.g_00181	Prar.g_00949
OG0000782	Prac.g_00182	Prar.g_00948
OG0000783	Prac.g_00183	Prar.g_00947
OG0000784	Prac.g_00184	Prar.g_00946
OG0000785	Prac.g_00186	Prar.g_00944
OG0000786	Prac.g_00188	Prar.g_00942
OG0000787	Prac.g_00189	Prar.g_00941
OG0000788	Prac.g_00204	Prar.g_00924
OG0000789	Prac.g_00207	Prar.g_00921
OG0000790	Prac.g_00222	Prar.g_00906
OG0000791	Prac.g_00224	Prar.g_00904
OG0000792	Prac.g_00225	Prar.g_00903
OG0000793	Prac.g_00228	Prar.g_00900
OG0000794	Prac.g_00229	Prar.g_00899
OG0000795	Prac.g_00230	Prar.g_00898
OG0000796	Prac.g_00234	Prar.g_00894
OG0000797	Prac.g_00235	Prar.g_00893
OG0000798	Prac.g_00262	Prar.g_00866
OG0000799	Prac.g_00429	Prar.g_00357
OG0000800	Prac.g_00428	Prar.g_00356
OG0000801	Prac.g_00427	Prar.g_00355
OG0000802	Prac.g_00425	Prar.g_00353
OG0000803	Prac.g_00423	Prar.g_00351
OG0000804	Prac.g_00422	Prar.g_00350
OG0000805	Prac.g_00420	Prar.g_00348
OG0000806	Prac.g_00418	Prar.g_00346
OG0000807	Prac.g_00417	Prar.g_00345
OG0000808	Prac.g_00416	Prar.g_00344
OG0000809	Prac.g_00413	Prar.g_00341
OG0000810	Prac.g_00412	Prar.g_00340
OG0000811	Prac.g_00408	Prar.g_00336
OG0000812	Prac.g_00406	Prar.g_00842
OG0000813	Prac.g_00405	Prar.g_00841
OG0000814	Prac.g_00403	Prar.g_00839
OG0000815	Prac.g_00402	Prar.g_00838
OG0000816	Prac.g_00400	Prar.g_00836
OG0000817	Prac.g_00399	Prar.g_00835
OG0000818	Prac.g_00394	Prar.g_00830
OG0000819	Prac.g_00393	Prar.g_00829
OG0000820	Prac.g_00392	Prar.g_00828
OG0000821	Prac.g_00388	Prar.g_00824
OG0000822	Prac.g_00387	Prar.g_00823
OG0000823	Prac.g_00386	Prar.g_00822
OG0000824	Prac.g_00383	Prar.g_00819
OG0000825	Prac.g_00382	Prar.g_00818
OG0000826	Prac.g_00381	Prar.g_00817
OG0000827	Prac.g_00380	Prar.g_00816
OG0000828	Prac.g_00377	Prar.g_00813
OG0000829	Prac.g_00376	Prar.g_00812
OG0000830	Prac.g_00375	Prar.g_00811
OG0000831	Prac.g_00373	Prar.g_00809
OG0000832	Prac.g_00367	Prar.g_00803
OG0000833	Prac.g_00359	Prar.g_00795
OG0000834	Prac.g_00358	Prar.g_00794
OG0000835	Prac.g_00357	Prar.g_00793
OG0000836	Prac.g_00356	Prar.g_00792
OG0000837	Prac.g_00355	Prar.g_00791
OG0000838	Prac.g_00353	Prar.g_00789
OG0000839	Prac.g_00352	Prar.g_00788
OG0000840	Prac.g_00351	Prar.g_00787
OG0000841	Prac.g_00350	Prar.g_00786
OG0000842	Prac.g_00349	Prar.g_00785
OG0000843	Prac.g_00348	Prar.g_00784
OG0000844	Prac.g_00347	Prar.g_00783
OG0000845	Prac.g_00346	Prar.g_00782
OG0000846	Prac.g_00345	Prar.g_00781
OG0000847	Prac.g_00344	Prar.g_00780
OG0000848	Prac.g_00343	Prar.g_00779
OG0000849	Prac.g_00342	Prar.g_00778
OG0000850	Prac.g_00340	Prar.g_00776
OG0000851	Prac.g_00339	Prar.g_00775
OG0000852	Prac.g_00338	Prar.g_00774
OG0000853	Prac.g_00334	Prar.g_00770
OG0000854	Prac.g_00332	Prar.g_00768
OG0000855	Prac.g_00331	Prar.g_00767
OG0000856	Prac.g_00317	Prar.g_00753
OG0000857	Prac.g_00288	Prar.g_00725
OG0000858	Prac.g_00631	Prar.g_01149
OG0000859	Prac.g_00630	Prar.g_01148
OG0000860	Prac.g_00623	Prar.g_01141
OG0000861	Prac.g_00622	Prar.g_01140
OG0000862	Prac.g_00621	Prar.g_01139
OG0000863	Prac.g_00619	Prar.g_01137
OG0000864	Prac.g_00618	Prar.g_01136
OG0000865	Prac.g_00617	Prar.g_01135
OG0000866	Prac.g_00616	Prar.g_01134
OG0000867	Prac.g_00615	Prar.g_01133
OG0000868	Prac.g_00614	Prar.g_01132
OG0000869	Prac.g_00610	Prar.g_01128
OG0000870	Prac.g_00605	Prar.g_01123
OG0000871	Prac.g_00604	Prar.g_01122
OG0000872	Prac.g_00603	Prar.g_01121
OG0000873	Prac.g_00600	Prar.g_01965
OG0000874	Prac.g_00597	Prar.g_01968
OG0000875	Prac.g_00596	Prar.g_01969
OG0000876	Prac.g_00595	Prar.g_01970
OG0000877	Prac.g_00593	Prar.g_01963
OG0000878	Prac.g_00592	Prar.g_01962
OG0000879	Prac.g_00591	Prar.g_01961
OG0000880	Prac.g_00590	Prar.g_01960
OG0000881	Prac.g_00586	Prar.g_00595, Prar.g_01956
OG0000882	Prac.g_00581	Prar.g_00600
OG0000883	Prac.g_00580	Prar.g_00601
OG0000884	Prac.g_00578	Prar.g_00603
OG0000885	Prac.g_00577	Prar.g_00604
OG0000886	Prac.g_00576	Prar.g_00605
OG0000887	Prac.g_00575	Prar.g_00606
OG0000888	Prac.g_00573	Prar.g_00608
OG0000889	Prac.g_00571	Prar.g_00610
OG0000890	Prac.g_00570	Prar.g_00611
OG0000891	Prac.g_00569	Prar.g_00612
OG0000892	Prac.g_00471	Prar.g_01119
OG0000893	Prac.g_00476	Prar.g_01114
OG0000894	Prac.g_00478	Prar.g_01112
OG0000895	Prac.g_00481	Prar.g_01109
OG0000896	Prac.g_00482	Prar.g_01108
OG0000897	Prac.g_00484	Prar.g_01106
OG0000898	Prac.g_00485	Prar.g_01105
OG0000899	Prac.g_00486	Prar.g_01104
OG0000900	Prac.g_00487	Prar.g_01103
OG0000901	Prac.g_00490	Prar.g_01100
OG0000902	Prac.g_00492	Prar.g_01098
OG0000903	Prac.g_00495	Prar.g_01095
OG0000904	Prac.g_00497	Prar.g_01093
OG0000905	Prac.g_00502	Prar.g_01088
OG0000906	Prac.g_00503	Prar.g_01087
OG0000907	Prac.g_00506	Prar.g_01069
OG0000908	Prac.g_00509	Prar.g_01066
OG0000909	Prac.g_00510	Prar.g_01065
OG0000910	Prac.g_00511	Prar.g_01064
OG0000911	Prac.g_00513	Prar.g_01062
OG0000912	Prac.g_00514	Prar.g_01061
OG0000913	Prac.g_00515	Prar.g_01060
OG0000914	Prac.g_00516	Prar.g_01059
OG0000915	Prac.g_00517	Prar.g_01058
OG0000916	Prac.g_00518	Prar.g_01057
OG0000917	Prac.g_00519	Prar.g_01056
OG0000918	Prac.g_00520	Prar.g_01055
OG0000919	Prac.g_00521	Prar.g_01054
OG0000920	Prac.g_00522	Prar.g_01053
OG0000921	Prac.g_00523	Prar.g_01052
OG0000922	Prac.g_00524	Prar.g_01051
OG0000923	Prac.g_00528	Prar.g_01047
OG0000924	Prac.g_00529	Prar.g_01046
OG0000925	Prac.g_00530	Prar.g_01045
OG0000926	Prac.g_00531	Prar.g_01044
OG0000927	Prac.g_00533	Prar.g_01042
OG0000928	Prac.g_00534	Prar.g_01041
OG0000929	Prac.g_00535	Prar.g_01040
OG0000930	Prac.g_00536	Prar.g_01039
OG0000931	Prac.g_00537	Prar.g_01038
OG0000932	Prac.g_00538	Prar.g_01037
OG0000933	Prac.g_00542	Prar.g_01033
OG0000934	Prac.g_00544	Prar.g_01031
OG0000935	Prac.g_00545	Prar.g_01030
OG0000936	Prac.g_00546	Prar.g_01029
OG0000937	Prac.g_00547	Prar.g_01028
OG0000938	Prac.g_00549	Prar.g_01026
OG0000939	Prac.g_00550	Prar.g_01025
OG0000940	Prac.g_00556	Prar.g_01019
OG0000941	Prac.g_00558	Prar.g_01017
OG0000942	Prac.g_00560	Prar.g_01015
OG0000943	Prac.g_00561	Prar.g_01014
OG0000944	Prac.g_00562	Prar.g_01013
OG0000945	Prac.g_00563	Prar.g_01012
OG0000946	Prac.g_00005	Prar.g_00617
OG0000947	Prac.g_00007	Prar.g_00619
OG0000948	Prac.g_00008	Prar.g_00620
OG0000949	Prac.g_00011	Prar.g_00623
OG0000950	Prac.g_00016	Prar.g_00628
OG0000951	Prac.g_00020	Prar.g_00632
OG0000952	Prac.g_00024	Prar.g_00636
OG0000953	Prac.g_00027	Prar.g_00639
OG0000954	Prac.g_00031	Prar.g_00643
OG0000955	Prac.g_00032	Prar.g_00644
OG0000956	Prac.g_00034	Prar.g_00646
OG0000957	Prac.g_00039	Prar.g_00651
OG0000958	Prac.g_00040	Prar.g_00652
OG0000959	Prac.g_00044	Prar.g_00656
OG0000960	Prac.g_00045	Prar.g_00657
OG0000961	Prac.g_00047	Prar.g_00659
OG0000962	Prac.g_00049	Prar.g_00661
OG0000963	Prac.g_00052	Prar.g_00664
OG0000964	Prac.g_00053	Prar.g_00665
OG0000965	Prac.g_00054	Prar.g_00666
OG0000966	Prac.g_00061	Prar.g_00673
OG0000967	Prac.g_00065	Prar.g_00677
OG0000968	Prac.g_00067	Prar.g_00679
OG0000969	Prac.g_00068	Prar.g_00680
OG0000970	Prac.g_00069	Prar.g_00681
OG0000971	Prac.g_00070	Prar.g_00682
OG0000972	Prac.g_00071	Prar.g_00683
OG0000973	Prac.g_00072	Prar.g_00684
OG0000974	Prac.g_00073	Prar.g_00685
OG0000975	Prac.g_00074	Prar.g_00686
OG0000976	Prac.g_00075	Prar.g_00687
OG0000977	Prac.g_00076	Prar.g_00688
OG0000978	Prac.g_00077	Prar.g_00689
OG0000979	Prac.g_00080	Prar.g_00692
OG0000980	Prac.g_00082	Prar.g_00694
OG0000981	Prac.g_00084	Prar.g_00696
OG0000982	Prac.g_00086	Prar.g_00698
OG0000983	Prac.g_00087	Prar.g_00699
OG0000984	Prac.g_00088	Prar.g_00700
OG0000985	Prac.g_00091	Prar.g_00703
OG0000986	Prac.g_00093	Prar.g_00705
OG0000987	Prac.g_00094	Prar.g_00706
OG0000988	Prac.g_00097	Prar.g_00709
OG0000989	Prac.g_00100	Prar.g_00073
OG0000990	Prac.g_00103	Prar.g_00070
OG0000991	Prac.g_00104	Prar.g_00069
OG0000992	Prac.g_00106	Prar.g_00067
OG0000993	Prac.g_00107	Prar.g_00066
OG0000994	Prac.g_00108	Prar.g_00065
OG0000995	Prac.g_00112	Prar.g_00061
OG0000996	Prac.g_00113	Prar.g_00060
OG0000997	Prac.g_00114	Prar.g_00059
OG0000998	Prac.g_00116	Prar.g_00057
OG0000999	Prac.g_00117	Prar.g_00056
OG0001000	Prac.g_00120	Prar.g_00053
OG0001001	Prac.g_00122	Prar.g_00051
OG0001002	Prac.g_00126	Prar.g_00047
OG0001003	Prac.g_00127	Prar.g_00046
OG0001004	Prac.g_00128	Prar.g_00045
OG0001005	Prac.g_00129	Prar.g_00044
OG0001006	Prac.g_01949	Prar.g_00040
OG0001007	Prac.g_01947	Prar.g_00038
OG0001008	Prac.g_01110	Prar.g_00485
OG0001009	Prac.g_01920	Prar.g_00011
OG0001010	Prac.g_01919	Prar.g_00010
OG0001011	Prac.g_01918	Prar.g_00009
OG0001012	Prac.g_01889	Prar.g_00577
OG0001013	Prac.g_01883	Prar.g_00571
OG0001014	Prac.g_01880	Prar.g_00568
OG0001015	Prac.g_01879	Prar.g_00567
OG0001016	Prac.g_01858	Prar.g_00255
OG0001017	Prac.g_01854	Prar.g_00251
OG0001018	Prac.g_01851	Prar.g_00248
OG0001019	Prac.g_01842	Prar.g_00239
OG0001020	Prac.g_01841	Prar.g_00238
OG0001021	Prac.g_01840	Prar.g_00237
OG0001022	Prac.g_01837	Prar.g_00234
OG0001023	Prac.g_01836	Prar.g_00233
OG0001024	Prac.g_01833	Prar.g_00230
OG0001025	Prac.g_01827	Prar.g_00224
OG0001026	Prac.g_01820	Prar.g_00217
OG0001027	Prac.g_01819	Prar.g_00216
OG0001028	Prac.g_01817	Prar.g_00214
OG0001029	Prac.g_01816	Prar.g_00213
OG0001030	Prac.g_01801	Prar.g_00198
OG0001031	Prac.g_01744	Prar.g_00141
OG0001032	Prac.g_01743	Prar.g_00140
OG0001033	Prac.g_01722	Prar.g_00119
OG0001034	Prac.g_01694	Prar.g_00091
OG0001035	Prac.g_01677	Prar.g_00333
OG0001036	Prac.g_01672	Prar.g_00328
OG0001037	Prac.g_01671	Prar.g_00327
OG0001038	Prac.g_01653	Prar.g_00309
OG0001039	Prac.g_01650	Prar.g_00306
OG0001040	Prac.g_01648	Prar.g_00304
OG0001041	Prac.g_01644	Prar.g_00300
OG0001042	Prac.g_01627	Prar.g_00283
OG0001043	Prac.g_01626	Prar.g_00282
OG0001044	Prac.g_01201	Prar.g_00393
OG0001045	Prac.g_01192	Prar.g_00402
OG0001046	Prac.g_01154	Prar.g_00440
OG0001047	Prac.g_01108	Prar.g_00487
OG0001048	Prac.g_01107	Prar.g_00488
OG0001049	Prac.g_01105	Prar.g_00490
OG0001050	Prac.g_01104	Prar.g_00491
OG0001051	Prac.g_01103	Prar.g_00492
OG0001052	Prac.g_01073	Prar.g_00521
OG0001053	Prac.g_01061	Prar.g_00533
OG0001054	Prac.g_00873	Prar.g_01329
OG0001055	Prac.g_00855	Prar.g_01347
OG0001056	Prac.g_00836	Prar.g_01366
OG0001057	Prac.g_00831	Prar.g_01371
OG0001058	Prac.g_00823	Prar.g_01379
OG0001059	Prac.g_00819	Prar.g_01383
OG0001060	Prac.g_00812	Prar.g_01390
OG0001061	Prac.g_00799	Prar.g_01403
OG0001062	Prac.g_00797	Prar.g_01405
OG0001063	Prac.g_00795	Prar.g_01407
OG0001064	Prac.g_00794	Prar.g_01408
OG0001065	Prac.g_00793	Prar.g_01409
OG0001066	Prac.g_00792	Prar.g_01410
OG0001067	Prac.g_00791	Prar.g_01411
OG0001068	Prac.g_00790	Prar.g_01412
OG0001069	Prac.g_00789	Prar.g_01413
OG0001070	Prac.g_00786	Prar.g_01416
OG0001071	Prac.g_00785	Prar.g_01417
OG0001072	Prac.g_00783	Prar.g_01419
OG0001073	Prac.g_00767	Prar.g_01434
OG0001074	Prac.g_00756	Prar.g_01445
OG0001075	Prac.g_00755	Prar.g_01446
OG0001076	Prac.g_00747	Prar.g_01454
OG0001077	Prac.g_00743	Prar.g_01458
OG0001078	Prac.g_00735	Prar.g_01466
OG0001079	Prac.g_00724	Prar.g_01477
OG0001080	Prac.g_00718	Prar.g_01483
OG0001081	Prac.g_00716	Prar.g_01485
OG0001082	Prac.g_00715	Prar.g_01486
OG0001083	Prac.g_00710	Prar.g_01491
OG0001084	Prac.g_00709	Prar.g_01492
OG0001085	Prac.g_00701	Prar.g_01500
OG0001086	Prac.g_00700	Prar.g_01501
OG0001087	Prac.g_00683	Prar.g_01518
OG0001088	Prac.g_00682	Prar.g_01519
OG0001089	Prac.g_00674	Prar.g_01527
OG0001090	Prac.g_01559	Prar.g_01600
OG0001091	Prac.g_01557	Prar.g_01602
OG0001092	Prac.g_01556	Prar.g_01603
OG0001093	Prac.g_01551	Prar.g_01608
OG0001094	Prac.g_01481	Prar.g_01678
OG0001095	Prac.g_01462	Prar.g_01697
OG0001096	Prac.g_01449	Prar.g_01710
OG0001097	Prac.g_01431	Prar.g_01728
OG0001098	Prac.g_01416	Prar.g_01744
OG0001099	Prac.g_01396	Prar.g_01764
OG0001100	Prac.g_01392	Prar.g_01768
OG0001101	Prac.g_01390	Prar.g_01770
OG0001102	Prac.g_01387	Prar.g_01773
OG0001103	Prac.g_01385	Prar.g_01775
OG0001104	Prac.g_01364	Prar.g_01796
OG0001105	Prac.g_01360	Prar.g_01800
OG0001106	Prac.g_01336	Prar.g_01824
OG0001107	Prac.g_01329	Prar.g_01831
OG0001108	Prac.g_01325	Prar.g_01835
OG0001109	Prac.g_01324	Prar.g_01836
OG0001110	Prac.g_01322	Prar.g_01838
OG0001111	Prac.g_01321	Prar.g_01839
OG0001112	Prac.g_01320	Prar.g_01840
OG0001113	Prac.g_01319	Prar.g_01841
OG0001114	Prac.g_01318	Prar.g_01842
OG0001115	Prac.g_01316	Prar.g_01844
OG0001116	Prac.g_01315	Prar.g_01845
OG0001117	Prac.g_01314	Prar.g_01846
OG0001118	Prac.g_01313	Prar.g_01847
OG0001119	Prac.g_01312	Prar.g_01848
OG0001120	Prac.g_01310	Prar.g_01850
OG0001121	Prac.g_01020	Prar.g_01298
OG0001122	Prac.g_01284	Prar.g_01876
OG0001123	Prac.g_01280	Prar.g_01880
OG0001124	Prac.g_01278	Prar.g_01882
OG0001125	Prac.g_01277	Prar.g_01883
OG0001126	Prac.g_01267	Prar.g_01893
OG0001127	Prac.g_01266	Prar.g_01894
OG0001128	Prac.g_01264	Prar.g_01896
OG0001129	Prac.g_01263	Prar.g_01897
