Orthogroup	Prac	Syap
OG0000606	Prac.g_00717	Syap.g_02506
OG0000607	Prac.g_00714	Syap.g_00093
OG0000608	Prac.g_00713	Syap.g_00094
OG0000609	Prac.g_00712	Syap.g_00096
OG0000610	Prac.g_00707	Syap.g_01963
OG0000611	Prac.g_00704	Syap.g_01958
OG0000612	Prac.g_00703	Syap.g_01957
OG0000613	Prac.g_00698	Syap.g_02480
OG0000615	Prac.g_00671	Syap.g_00154
OG0000616	Prac.g_00667	Syap.g_00127
OG0000617	Prac.g_01554	Syap.g_00513
OG0000618	Prac.g_01553	Syap.g_00514
OG0000619	Prac.g_01552	Syap.g_00515
OG0000620	Prac.g_01549	Syap.g_00520
OG0000621	Prac.g_01548	Syap.g_00521
OG0000622	Prac.g_01547	Syap.g_00523
OG0000623	Prac.g_01546	Syap.g_00526
OG0000624	Prac.g_01545	Syap.g_00527
OG0000625	Prac.g_01544	Syap.g_00528
OG0000626	Prac.g_01543	Syap.g_00529
OG0000627	Prac.g_01542	Syap.g_00848
OG0000628	Prac.g_01541	Syap.g_00850
OG0000629	Prac.g_01540	Syap.g_02334
OG0000630	Prac.g_01537	Syap.g_02793
OG0000631	Prac.g_01484	Syap.g_01724
OG0000632	Prac.g_01483	Syap.g_01725
OG0000633	Prac.g_01482	Syap.g_01726
OG0000634	Prac.g_01479	Syap.g_00190
OG0000635	Prac.g_01478	Syap.g_00191
OG0000636	Prac.g_01476	Syap.g_00193
OG0000637	Prac.g_01474	Syap.g_00195
OG0000638	Prac.g_01473	Syap.g_00196
OG0000639	Prac.g_01472	Syap.g_00197
OG0000640	Prac.g_01471	Syap.g_00198
OG0000641	Prac.g_01467	Syap.g_00203
OG0000642	Prac.g_01466	Syap.g_02732
OG0000643	Prac.g_01465	Syap.g_02731
OG0000644	Prac.g_01464	Syap.g_02730
OG0000645	Prac.g_01463	Syap.g_02726
OG0000646	Prac.g_01461	Syap.g_02723
OG0000647	Prac.g_01460	Syap.g_02721
OG0000648	Prac.g_01458	Syap.g_02719
OG0000649	Prac.g_01457	Syap.g_02718
OG0000650	Prac.g_01456	Syap.g_02717
OG0000651	Prac.g_01455	Syap.g_02716
OG0000652	Prac.g_01454	Syap.g_02715
OG0000653	Prac.g_01452	Syap.g_02713
OG0000654	Prac.g_01451	Syap.g_02711
OG0000655	Prac.g_01450	Syap.g_02710
OG0000656	Prac.g_01447	Syap.g_02706
OG0000657	Prac.g_01440	Syap.g_01845
OG0000658	Prac.g_01439	Syap.g_01841
OG0000659	Prac.g_01438	Syap.g_01840
OG0000660	Prac.g_01434	Syap.g_01835
OG0000662	Prac.g_01430	Syap.g_00823
OG0000663	Prac.g_01428	Syap.g_00826
OG0000664	Prac.g_01427	Syap.g_00828
OG0000665	Prac.g_01423	Syap.g_02331
OG0000666	Prac.g_01422	Syap.g_01573
OG0000667	Prac.g_01418	Syap.g_01979
OG0000668	Prac.g_01401	Syap.g_02765
OG0000669	Prac.g_01393	Syap.g_02371
OG0000670	Prac.g_01391	Syap.g_02368
OG0000671	Prac.g_01389	Syap.g_01260
OG0000672	Prac.g_01386	Syap.g_01257
OG0000673	Prac.g_01383	Syap.g_01253
OG0000674	Prac.g_01381	Syap.g_01251
OG0000675	Prac.g_01380	Syap.g_01250
OG0000676	Prac.g_01378	Syap.g_01248
OG0000677	Prac.g_01377	Syap.g_01246
OG0000678	Prac.g_01375	Syap.g_01239
OG0000679	Prac.g_01371	Syap.g_00157
OG0000680	Prac.g_01370	Syap.g_00158
OG0000681	Prac.g_01368	Syap.g_00163
OG0000682	Prac.g_01367	Syap.g_00165
OG0000683	Prac.g_01366	Syap.g_00166
OG0000684	Prac.g_01365	Syap.g_00169
OG0000685	Prac.g_01363	Syap.g_00172
OG0000686	Prac.g_01362	Syap.g_00173
OG0000687	Prac.g_01361	Syap.g_00174
OG0000688	Prac.g_01358	Syap.g_00178
OG0000689	Prac.g_01357	Syap.g_00180
OG0000690	Prac.g_01356	Syap.g_00181
OG0000691	Prac.g_01355	Syap.g_00182
OG0000692	Prac.g_01353	Syap.g_00184
OG0000693	Prac.g_01352	Syap.g_00185
OG0000694	Prac.g_01351	Syap.g_00186
OG0000695	Prac.g_01349	Syap.g_01729
OG0000696	Prac.g_01348	Syap.g_01730
OG0000697	Prac.g_01347	Syap.g_01734
OG0000698	Prac.g_01344	Syap.g_01737
OG0000699	Prac.g_01343	Syap.g_01738
OG0000700	Prac.g_01342	Syap.g_01739
OG0000701	Prac.g_01341	Syap.g_01740
OG0000702	Prac.g_01339	Syap.g_01747
OG0000703	Prac.g_01338	Syap.g_01750
OG0000704	Prac.g_01337	Syap.g_01753
OG0000705	Prac.g_01333	Syap.g_02022
OG0000706	Prac.g_01332	Syap.g_02020
OG0000707	Prac.g_01331	Syap.g_02019
OG0000708	Prac.g_01330	Syap.g_02016
OG0000709	Prac.g_01326	Syap.g_00121
OG0000711	Prac.g_01307	Syap.g_02686
OG0000712	Prac.g_01305	Syap.g_02688
OG0000713	Prac.g_01304	Syap.g_02689
OG0000714	Prac.g_01303	Syap.g_02691
OG0000715	Prac.g_01301	Syap.g_02693
OG0000716	Prac.g_01299	Syap.g_02696
OG0000717	Prac.g_01298	Syap.g_02697
OG0000718	Prac.g_01287	Syap.g_02701
OG0000719	Prac.g_01285	Syap.g_02767
OG0000720	Prac.g_01276	Syap.g_02780
OG0000721	Prac.g_01274	Syap.g_02782
OG0000722	Prac.g_01273	Syap.g_02783
OG0000723	Prac.g_01270	Syap.g_00532
OG0000725	Prac.g_01255	Syap.g_01559
OG0000726	Prac.g_01254	Syap.g_01560
OG0000727	Prac.g_01253	Syap.g_01561
OG0000728	Prac.g_01251	Syap.g_01564
OG0000729	Prac.g_01205	Syap.g_01122
OG0000730	Prac.g_01046	Syap.g_00572
OG0000731	Prac.g_01042	Syap.g_00560
OG0000732	Prac.g_01036	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Prac.g_01017	Syap.g_01971
OG0000734	Prac.g_01000	Syap.g_02628
OG0000735	Prac.g_00998	Syap.g_00244
OG0000736	Prac.g_00997	Syap.g_00243
OG0000737	Prac.g_00996	Syap.g_00242
OG0000738	Prac.g_00992	Syap.g_00236
OG0000739	Prac.g_00991	Syap.g_00235
OG0000740	Prac.g_00990	Syap.g_00234
OG0000741	Prac.g_00989	Syap.g_00231
OG0000742	Prac.g_00986	Syap.g_00229
OG0000743	Prac.g_00984	Syap.g_00226
OG0000744	Prac.g_00983	Syap.g_00225
OG0000745	Prac.g_00982	Syap.g_00222
OG0000746	Prac.g_00980	Syap.g_00220
OG0000747	Prac.g_00979	Syap.g_00219
OG0000748	Prac.g_00976	Syap.g_00212
OG0000749	Prac.g_00975	Syap.g_00211
OG0000750	Prac.g_00974	Syap.g_00210
OG0000751	Prac.g_00972	Syap.g_00205
OG0000752	Prac.g_00970	Syap.g_01793
OG0000753	Prac.g_00967	Syap.g_02775
OG0000754	Prac.g_00964	Syap.g_01883
OG0000755	Prac.g_00961	Syap.g_01893
OG0000757	Prac.g_00954	Syap.g_00427
OG0000758	Prac.g_00953	Syap.g_00428
OG0000759	Prac.g_00952	Syap.g_00429
OG0000760	Prac.g_00951	Syap.g_00430
OG0000761	Prac.g_00950	Syap.g_00431
OG0000762	Prac.g_00949	Syap.g_00434
OG0000763	Prac.g_00947	Syap.g_02624
OG0000764	Prac.g_00946	Syap.g_02623
OG0000765	Prac.g_00937	Syap.g_02440
OG0000766	Prac.g_00936	Syap.g_02439
OG0000767	Prac.g_00934	Syap.g_02437
OG0000768	Prac.g_00933	Syap.g_02436
OG0000769	Prac.g_00931	Syap.g_02434
OG0000770	Prac.g_00929	Syap.g_02431
OG0000772	Prac.g_00154	Syap.g_02295
OG0000773	Prac.g_00166	Syap.g_00885
OG0000774	Prac.g_00168	Syap.g_01473
OG0000775	Prac.g_00170	Syap.g_01475
OG0000776	Prac.g_00171	Syap.g_01476
OG0000777	Prac.g_00172	Syap.g_01478
OG0000778	Prac.g_00173	Syap.g_01479
OG0000779	Prac.g_00177	Syap.g_01494
OG0000780	Prac.g_00178	Syap.g_01496
OG0000781	Prac.g_00181	Syap.g_02609
OG0000782	Prac.g_00182	Syap.g_02611
OG0000783	Prac.g_00183	Syap.g_02612
OG0000784	Prac.g_00184	Syap.g_02613
OG0000785	Prac.g_00186	Syap.g_02281
OG0000786	Prac.g_00188	Syap.g_02287
OG0000787	Prac.g_00189	Syap.g_02288
OG0000788	Prac.g_00204	Syap.g_01932
OG0000789	Prac.g_00207	Syap.g_00372
OG0000791	Prac.g_00224	Syap.g_02520
OG0000792	Prac.g_00225	Syap.g_02519
OG0000793	Prac.g_00228	Syap.g_02141
OG0000794	Prac.g_00229	Syap.g_02200
OG0000795	Prac.g_00230	Syap.g_02199
OG0000796	Prac.g_00234	Syap.g_02448
OG0000797	Prac.g_00235	Syap.g_02449
OG0000798	Prac.g_00262	Syap.g_01363, Syap.g_01269
OG0000799	Prac.g_00429	Syap.g_02488
OG0000800	Prac.g_00428	Syap.g_02487
OG0000801	Prac.g_00427	Syap.g_02486
OG0000802	Prac.g_00425	Syap.g_02659
OG0000803	Prac.g_00423	Syap.g_02109
OG0000804	Prac.g_00422	Syap.g_02113
OG0000805	Prac.g_00420	Syap.g_02115
OG0000806	Prac.g_00418	Syap.g_02117
OG0000807	Prac.g_00417	Syap.g_02118
OG0000808	Prac.g_00416	Syap.g_02119
OG0000809	Prac.g_00413	Syap.g_02122
OG0000810	Prac.g_00412	Syap.g_02124
OG0000811	Prac.g_00408	Syap.g_02472
OG0000812	Prac.g_00406	Syap.g_02474
OG0000813	Prac.g_00405	Syap.g_02475
OG0000814	Prac.g_00403	Syap.g_02753
OG0000815	Prac.g_00402	Syap.g_02752
OG0000816	Prac.g_00400	Syap.g_02289
OG0000817	Prac.g_00399	Syap.g_02527
OG0000818	Prac.g_00394	Syap.g_02001
OG0000819	Prac.g_00393	Syap.g_02002
OG0000820	Prac.g_00392	Syap.g_02003
OG0000821	Prac.g_00388	Syap.g_02009
OG0000822	Prac.g_00387	Syap.g_02011
OG0000824	Prac.g_00383	Syap.g_00008
OG0000825	Prac.g_00382	Syap.g_00009
OG0000826	Prac.g_00381	Syap.g_00010
OG0000827	Prac.g_00380	Syap.g_00011
OG0000828	Prac.g_00377	Syap.g_00014
OG0000829	Prac.g_00376	Syap.g_00015
OG0000830	Prac.g_00375	Syap.g_00016
OG0000831	Prac.g_00373	Syap.g_00019
OG0000832	Prac.g_00367	Syap.g_00752
OG0000833	Prac.g_00359	Syap.g_00021
OG0000834	Prac.g_00358	Syap.g_00023
OG0000835	Prac.g_00357	Syap.g_00024
OG0000836	Prac.g_00356	Syap.g_00026
OG0000837	Prac.g_00355	Syap.g_00027
OG0000838	Prac.g_00353	Syap.g_00031
OG0000839	Prac.g_00352	Syap.g_00032
OG0000840	Prac.g_00351	Syap.g_00033
OG0000841	Prac.g_00350	Syap.g_00034
OG0000842	Prac.g_00349	Syap.g_00035
OG0000843	Prac.g_00348	Syap.g_00036
OG0000844	Prac.g_00347	Syap.g_00039
OG0000845	Prac.g_00346	Syap.g_00040
OG0000846	Prac.g_00345	Syap.g_00042
OG0000847	Prac.g_00344	Syap.g_00043
OG0000848	Prac.g_00343	Syap.g_00045
OG0000849	Prac.g_00342	Syap.g_00046
OG0000850	Prac.g_00340	Syap.g_00310
OG0000851	Prac.g_00339	Syap.g_01214
OG0000852	Prac.g_00338	Syap.g_01215
OG0000853	Prac.g_00334	Syap.g_01219
OG0000854	Prac.g_00332	Syap.g_01222
OG0000855	Prac.g_00331	Syap.g_01223
OG0000856	Prac.g_00317	Syap.g_01286
OG0000857	Prac.g_00288	Syap.g_02722
OG0000858	Prac.g_00631	Syap.g_00612
OG0000859	Prac.g_00630	Syap.g_00613
OG0000860	Prac.g_00623	Syap.g_00623
OG0000861	Prac.g_00622	Syap.g_02789
OG0000862	Prac.g_00621	Syap.g_01789
OG0000863	Prac.g_00619	Syap.g_01784
OG0000864	Prac.g_00618	Syap.g_01783
OG0000865	Prac.g_00617	Syap.g_01781, Syap.g_01782
OG0000866	Prac.g_00616	Syap.g_01780
OG0000867	Prac.g_00615	Syap.g_01779
OG0000868	Prac.g_00614	Syap.g_01775
OG0000869	Prac.g_00610	Syap.g_01770
OG0000870	Prac.g_00605	Syap.g_01401
OG0000871	Prac.g_00604	Syap.g_01400
OG0000872	Prac.g_00603	Syap.g_01394
OG0000873	Prac.g_00600	Syap.g_01390
OG0000874	Prac.g_00597	Syap.g_01388
OG0000875	Prac.g_00596	Syap.g_01386
OG0000876	Prac.g_00595	Syap.g_00822
OG0000877	Prac.g_00593	Syap.g_01380
OG0000878	Prac.g_00592	Syap.g_01378
OG0000879	Prac.g_00591	Syap.g_01377
OG0000880	Prac.g_00590	Syap.g_01376
OG0000882	Prac.g_00581	Syap.g_01516
OG0000883	Prac.g_00580	Syap.g_01511
OG0000884	Prac.g_00578	Syap.g_01509
OG0000885	Prac.g_00577	Syap.g_01508
OG0000886	Prac.g_00576	Syap.g_01507
OG0000887	Prac.g_00575	Syap.g_01506
OG0000888	Prac.g_00573	Syap.g_01504
OG0000889	Prac.g_00571	Syap.g_01502
OG0000890	Prac.g_00570	Syap.g_01499
OG0000891	Prac.g_00569	Syap.g_01498
OG0000892	Prac.g_00471	Syap.g_02671
OG0000893	Prac.g_00476	Syap.g_02497
OG0000894	Prac.g_00478	Syap.g_02679
OG0000895	Prac.g_00481	Syap.g_00546
OG0000896	Prac.g_00482	Syap.g_00545
OG0000897	Prac.g_00484	Syap.g_00543
OG0000898	Prac.g_00485	Syap.g_00542
OG0000899	Prac.g_00486	Syap.g_00541
OG0000900	Prac.g_00487	Syap.g_00540
OG0000901	Prac.g_00490	Syap.g_01930
OG0000902	Prac.g_00492	Syap.g_01929
OG0000903	Prac.g_00495	Syap.g_01916
OG0000904	Prac.g_00497	Syap.g_01922
OG0000905	Prac.g_00502	Syap.g_01925
OG0000906	Prac.g_00503	Syap.g_01927
OG0000907	Prac.g_00506	Syap.g_01914
OG0000908	Prac.g_00509	Syap.g_01235
OG0000909	Prac.g_00510	Syap.g_01236
OG0000910	Prac.g_00511	Syap.g_01237
OG0000911	Prac.g_00513	Syap.g_00511
OG0000912	Prac.g_00514	Syap.g_00510
OG0000913	Prac.g_00515	Syap.g_00509
OG0000914	Prac.g_00516	Syap.g_00508
OG0000915	Prac.g_00517	Syap.g_00506
OG0000916	Prac.g_00518	Syap.g_00505
OG0000917	Prac.g_00519	Syap.g_00504
OG0000918	Prac.g_00520	Syap.g_00503
OG0000919	Prac.g_00521	Syap.g_00502
OG0000920	Prac.g_00522	Syap.g_00501
OG0000921	Prac.g_00523	Syap.g_00500
OG0000922	Prac.g_00524	Syap.g_00499
OG0000923	Prac.g_00528	Syap.g_00495
OG0000924	Prac.g_00529	Syap.g_00494
OG0000925	Prac.g_00530	Syap.g_00493
OG0000926	Prac.g_00531	Syap.g_00492
OG0000927	Prac.g_00533	Syap.g_00490
OG0000928	Prac.g_00534	Syap.g_00489
OG0000929	Prac.g_00535	Syap.g_00488
OG0000930	Prac.g_00536	Syap.g_00487
OG0000931	Prac.g_00537	Syap.g_00486
OG0000932	Prac.g_00538	Syap.g_00485
OG0000933	Prac.g_00542	Syap.g_00479
OG0000934	Prac.g_00544	Syap.g_00477
OG0000935	Prac.g_00545	Syap.g_00476
OG0000936	Prac.g_00546	Syap.g_00475
OG0000937	Prac.g_00547	Syap.g_00474
OG0000938	Prac.g_00549	Syap.g_00471
OG0000939	Prac.g_00550	Syap.g_00469
OG0000940	Prac.g_00556	Syap.g_00460
OG0000941	Prac.g_00558	Syap.g_00458
OG0000942	Prac.g_00560	Syap.g_00606
OG0000943	Prac.g_00561	Syap.g_00604
OG0000944	Prac.g_00562	Syap.g_00602
OG0000945	Prac.g_00563	Syap.g_00601
OG0000946	Prac.g_00005	Syap.g_00595
OG0000947	Prac.g_00007	Syap.g_00591
OG0000948	Prac.g_00008	Syap.g_00590
OG0000949	Prac.g_00011	Syap.g_01051
OG0000950	Prac.g_00016	Syap.g_01061
OG0000951	Prac.g_00020	Syap.g_01070
OG0000952	Prac.g_00024	Syap.g_01074
OG0000953	Prac.g_00027	Syap.g_01078
OG0000954	Prac.g_00031	Syap.g_01089
OG0000955	Prac.g_00032	Syap.g_01090
OG0000956	Prac.g_00034	Syap.g_01092
OG0000957	Prac.g_00039	Syap.g_01109
OG0000958	Prac.g_00040	Syap.g_01110
OG0000959	Prac.g_00044	Syap.g_01114
OG0000960	Prac.g_00045	Syap.g_01115
OG0000961	Prac.g_00047	Syap.g_02170
OG0000962	Prac.g_00049	Syap.g_01121
OG0000963	Prac.g_00052	Syap.g_01124
OG0000964	Prac.g_00053	Syap.g_01125
OG0000965	Prac.g_00054	Syap.g_01126
OG0000966	Prac.g_00061	Syap.g_01141
OG0000967	Prac.g_00065	Syap.g_00633
OG0000968	Prac.g_00067	Syap.g_00998
OG0000969	Prac.g_00068	Syap.g_00996
OG0000970	Prac.g_00069	Syap.g_00995
OG0000971	Prac.g_00070	Syap.g_00993
OG0000972	Prac.g_00071	Syap.g_00992
OG0000973	Prac.g_00072	Syap.g_00991
OG0000974	Prac.g_00073	Syap.g_00990
OG0000975	Prac.g_00074	Syap.g_00989
OG0000976	Prac.g_00075	Syap.g_00988
OG0000977	Prac.g_00076	Syap.g_00986
OG0000978	Prac.g_00077	Syap.g_00985
OG0000979	Prac.g_00080	Syap.g_00980
OG0000980	Prac.g_00082	Syap.g_00977
OG0000981	Prac.g_00084	Syap.g_01812
OG0000982	Prac.g_00086	Syap.g_00132
OG0000983	Prac.g_00087	Syap.g_00134
OG0000984	Prac.g_00088	Syap.g_00135
OG0000985	Prac.g_00091	Syap.g_00140
OG0000986	Prac.g_00093	Syap.g_01044
OG0000987	Prac.g_00094	Syap.g_01033
OG0000988	Prac.g_00097	Syap.g_01027
OG0000989	Prac.g_00100	Syap.g_01011
OG0000990	Prac.g_00103	Syap.g_02087
OG0000991	Prac.g_00104	Syap.g_02091
OG0000992	Prac.g_00106	Syap.g_02095
OG0000993	Prac.g_00107	Syap.g_02097
OG0000994	Prac.g_00108	Syap.g_02101
OG0000996	Prac.g_00113	Syap.g_01817
OG0000997	Prac.g_00114	Syap.g_02590
OG0000998	Prac.g_00116	Syap.g_02591
OG0000999	Prac.g_00117	Syap.g_02592
OG0001001	Prac.g_00122	Syap.g_02605
OG0001002	Prac.g_00126	Syap.g_00124
OG0001003	Prac.g_00127	Syap.g_02310
OG0001004	Prac.g_00128	Syap.g_02311
OG0001005	Prac.g_00129	Syap.g_02312
OG0001006	Prac.g_01949	Syap.g_00053
OG0001007	Prac.g_01947	Syap.g_00055
OG0001008	Prac.g_01110	Syap.g_02060
OG0001012	Prac.g_01889	Syap.g_00371
OG0001013	Prac.g_01883	Syap.g_01325
OG0001016	Prac.g_01858	Syap.g_01695
OG0001033	Prac.g_01722	Syap.g_00105
OG0001035	Prac.g_01677	Syap.g_01594
OG0001038	Prac.g_01653	Syap.g_01362
OG0001039	Prac.g_01650	Syap.g_01359
OG0001040	Prac.g_01648	Syap.g_01356
OG0001041	Prac.g_01644	Syap.g_01352
OG0001043	Prac.g_01626	Syap.g_01676
OG0001044	Prac.g_01201	Syap.g_00571
OG0001053	Prac.g_01061	Syap.g_02253
OG0001054	Prac.g_00873	Syap.g_00274
OG0001055	Prac.g_00855	Syap.g_00252
OG0001059	Prac.g_00819	Syap.g_00306
OG0001060	Prac.g_00812	Syap.g_00299
OG0001061	Prac.g_00799	Syap.g_01309
OG0001062	Prac.g_00797	Syap.g_01314
OG0001072	Prac.g_00783	Syap.g_00441
OG0001073	Prac.g_00767	Syap.g_00122, Syap.g_00455
OG0001078	Prac.g_00735	Syap.g_00896
OG0001080	Prac.g_00718	Syap.g_02505
OG0001085	Prac.g_00701	Syap.g_01953
OG0001094	Prac.g_01481	Syap.g_00187
OG0001095	Prac.g_01462	Syap.g_02725
OG0001096	Prac.g_01449	Syap.g_02709
OG0001100	Prac.g_01392	Syap.g_02369
OG0001102	Prac.g_01387	Syap.g_01258
OG0001103	Prac.g_01385	Syap.g_01256
OG0001104	Prac.g_01364	Syap.g_00171
OG0001105	Prac.g_01360	Syap.g_00175
OG0001107	Prac.g_01329	Syap.g_02015
OG0001108	Prac.g_01325	Syap.g_00119
OG0001122	Prac.g_01284	Syap.g_02766
OG0001123	Prac.g_01280	Syap.g_01872
OG0001133	Prac.g_01031	Syap.g_01292
OG0001136	Prac.g_00988	Syap.g_00230
OG0001137	Prac.g_00977	Syap.g_00213
OG0001140	Prac.g_00957	Syap.g_02134
OG0001152	Prac.g_00233	Syap.g_02447
OG0001154	Prac.g_00378	Syap.g_00013
OG0001155	Prac.g_00366	Syap.g_00750
OG0001160	Prac.g_00336	Syap.g_01217
OG0001162	Prac.g_00313	Syap.g_02366
OG0001163	Prac.g_00633	Syap.g_00609
OG0001164	Prac.g_00629	Syap.g_00614
OG0001165	Prac.g_00626	Syap.g_00619
OG0001168	Prac.g_00587	Syap.g_01372
OG0001171	Prac.g_00574	Syap.g_01505
OG0001172	Prac.g_00479	Syap.g_00547
OG0001177	Prac.g_00499	Syap.g_01920
OG0001178	Prac.g_00504	Syap.g_01786, Syap.g_01787
OG0001179	Prac.g_00532	Syap.g_00491
OG0001180	Prac.g_00553	Syap.g_00097, Syap.g_00465
OG0001181	Prac.g_00557	Syap.g_00459
OG0001183	Prac.g_00006	Syap.g_00594
OG0001185	Prac.g_00036	Syap.g_01104
OG0001186	Prac.g_00058	Syap.g_01140
OG0001187	Prac.g_00062	Syap.g_01142
OG0001188	Prac.g_00064	Syap.g_00634
OG0001189	Prac.g_00081	Syap.g_00979
OG0001191	Prac.g_00095	Syap.g_01030
OG0001192	Prac.g_00099	Syap.g_01021
OG0001197	Prac.g_00125	Syap.g_00126
OG0001198	Prac.g_01950	Syap.g_00052
OG0001199	Prac.g_01857	Syap.g_01696
OG0001200	Prac.g_01855	Syap.g_01698
OG0001202	Prac.g_01731	Syap.g_01613
OG0001203	Prac.g_01692	Syap.g_01154
OG0001204	Prac.g_01687	Syap.g_01577
OG0001214	Prac.g_00734	Syap.g_00897
OG0001217	Prac.g_01521	Syap.g_01464
OG0001219	Prac.g_01487	Syap.g_02794
OG0001221	Prac.g_01373	Syap.g_01777
OG0001222	Prac.g_01335	Syap.g_02027
OG0001224	Prac.g_01260	Syap.g_01551
OG0001225	Prac.g_01258	Syap.g_01553
OG0001226	Prac.g_01232	Syap.g_02551
OG0001228	Prac.g_00940	Syap.g_01063
OG0001229	Prac.g_00215	Syap.g_00827
OG0001230	Prac.g_00419	Syap.g_02116
OG0001231	Prac.g_00315	Syap.g_00073
OG0001232	Prac.g_00602	Syap.g_01393
OG0001235	Prac.g_00501	Syap.g_01924
OG0001236	Prac.g_00019	Syap.g_01069
OG0001237	Prac.g_00023	Syap.g_01073
OG0001238	Prac.g_00096	Syap.g_01028
OG0001239	Prac.g_01860	Syap.g_01693, Syap.g_01692
OG0001242	Prac.g_01812	Syap.g_02227, Syap.g_02229
OG0001243	Prac.g_01806	Syap.g_02219
OG0001244	Prac.g_01790	Syap.g_02192
OG0001246	Prac.g_00867	Syap.g_00267, Syap.g_01165
OG0001248	Prac.g_00686	Syap.g_00423
OG0001249	Prac.g_01498	Syap.g_00575
OG0001250	Prac.g_01435	Syap.g_01836
OG0001251	Prac.g_01400	Syap.g_01549, Syap.g_01727
OG0001253	Prac.g_01212	Syap.g_01969
OG0001255	Prac.g_01001	Syap.g_02523
OG0001256	Prac.g_00322	Syap.g_01225
OG0001257	Prac.g_00316	Syap.g_00374, Syap.g_00373
OG0001258	Prac.g_00628	Syap.g_00617
OG0001260	Prac.g_00568	Syap.g_01497
OG0001261	Prac.g_00540	Syap.g_00482
OG0001262	Prac.g_00079	Syap.g_00981
OG0001263	Prac.g_01803	Syap.g_02216
OG0001265	Prac.g_01813	Syap.g_02231
OG0001266	Prac.g_01727	Syap.g_01618
OG0001267	Prac.g_01651	Syap.g_01360
OG0001268	Prac.g_01195	Syap.g_00563
OG0001270	Prac.g_01113	Syap.g_02056
OG0001271	Prac.g_01072	Syap.g_02759
OG0001272	Prac.g_01058	Syap.g_02250
OG0001274	Prac.g_00668	Syap.g_01897
OG0001275	Prac.g_01300	Syap.g_02694
OG0001276	Prac.g_01281	Syap.g_01873
OG0001277	Prac.g_01223	Syap.g_01293
OG0001278	Prac.g_00935	Syap.g_02438
OG0001282	Prac.g_00218	Syap.g_01701
OG0001284	Prac.g_00341	Syap.g_00047
OG0001287	Prac.g_00043	Syap.g_00418
OG0001288	Prac.g_00051	Syap.g_01123
OG0001289	Prac.g_01844	Syap.g_02365
OG0001291	Prac.g_01796	Syap.g_02207
OG0001292	Prac.g_01682	Syap.g_01583
OG0001299	Prac.g_00705	Syap.g_01959
OG0001303	Prac.g_01296	Syap.g_02795
OG0001304	Prac.g_01271	Syap.g_00536
OG0001305	Prac.g_01252	Syap.g_01562
OG0001306	Prac.g_00999	Syap.g_00245
OG0001307	Prac.g_00200	Syap.g_00403
OG0001308	Prac.g_00401	Syap.g_02751, Syap.g_02750
OG0001310	Prac.g_00613	Syap.g_01774
OG0001311	Prac.g_01279	Syap.g_01871
OG0001312	Prac.g_01346	Syap.g_01735
OG0001315	Prac.g_01869	Syap.g_00596
OG0001318	Prac.g_01675	Syap.g_01596, Syap.g_01597
OG0001319	Prac.g_01659	Syap.g_02338
OG0001323	Prac.g_00853	Syap.g_00757
OG0001326	Prac.g_00647	Syap.g_02646
OG0001332	Prac.g_00368	Syap.g_01548
OG0001333	Prac.g_00588	Syap.g_01373
OG0001336	Prac.g_00121	Syap.g_02602
OG0001345	Prac.g_00966	Syap.g_01877, Syap.g_02776
OG0001346	Prac.g_00176	Syap.g_01484
OG0001348	Prac.g_00295	Syap.g_00938
OG0001349	Prac.g_00261	Syap.g_01264, Syap.g_00851
OG0001351	Prac.g_01093	Syap.g_01996
OG0001358	Prac.g_00751	Syap.g_00942
OG0001360	Prac.g_01211	Syap.g_01881, Syap.g_02778
OG0001361	Prac.g_00969	Syap.g_01792
OG0001364	Prac.g_00012	Syap.g_01052
OG0001365	Prac.g_00089	Syap.g_00138
OG0001371	Prac.g_00692	Syap.g_02545, Syap.g_02544
OG0001373	Prac.g_00646	Syap.g_02647
OG0001374	Prac.g_00654	Syap.g_01829, Syap.g_01830
OG0001376	Prac.g_01246	Syap.g_01991
OG0001377	Prac.g_01245	Syap.g_01992
OG0001378	Prac.g_01047	Syap.g_02055
OG0001382	Prac.g_00302	Syap.g_00677
OG0001385	Prac.g_00643	Syap.g_02650
OG0001386	Prac.g_00644	Syap.g_02649
OG0001387	Prac.g_00645	Syap.g_02648
OG0001388	Prac.g_00648	Syap.g_02645
OG0001389	Prac.g_00649	Syap.g_02644
OG0001390	Prac.g_00650	Syap.g_02643
OG0001391	Prac.g_00651	Syap.g_01833
OG0001392	Prac.g_00652	Syap.g_01832
OG0001393	Prac.g_00653	Syap.g_01831
OG0001395	Prac.g_01269	Syap.g_00531
OG0001406	Prac.g_01247	Syap.g_01989
OG0001408	Prac.g_01228, Prac.g_01229	Syap.g_01862
OG0001411	Prac.g_00259	Syap.g_00853
OG0001415	Prac.g_01699	Syap.g_00447, Syap.g_00446
OG0001418	Prac.g_00687	Syap.g_00221
OG0001420	Prac.g_01038	Syap.g_02736
OG0001422	Prac.g_00297	Syap.g_01682
OG0001428	Prac.g_01758	Syap.g_01196
OG0001432	Prac.g_00328	Syap.g_01967
OG0001433	Prac.g_00899	Syap.g_00790
OG0001435	Prac.g_01388	Syap.g_01259
OG0001437	Prac.g_01700	Syap.g_00448
OG0001438	Prac.g_01638	Syap.g_01346, Syap.g_01630
