Orthogroup	Prac	Syal
OG0000591	Prac.g_00746	Syal.g_02707
OG0000592	Prac.g_00745	Syal.g_02706
OG0000593	Prac.g_00739	Syal.g_02640
OG0000594	Prac.g_00738	Syal.g_02639
OG0000595	Prac.g_00737	Syal.g_02638
OG0000596	Prac.g_00733	Syal.g_02633
OG0000597	Prac.g_00731	Syal.g_02630
OG0000598	Prac.g_00730	Syal.g_02629
OG0000599	Prac.g_00727	Syal.g_02622
OG0000600	Prac.g_00726	Syal.g_02621
OG0000601	Prac.g_00725	Syal.g_02620
OG0000602	Prac.g_00723	Syal.g_02615
OG0000603	Prac.g_00722	Syal.g_02614
OG0000604	Prac.g_00721	Syal.g_02612
OG0000605	Prac.g_00720	Syal.g_02516
OG0000606	Prac.g_00717	Syal.g_02174
OG0000607	Prac.g_00714	Syal.g_02177
OG0000608	Prac.g_00713	Syal.g_02178
OG0000609	Prac.g_00712	Syal.g_02180
OG0000610	Prac.g_00707	Syal.g_02198
OG0000611	Prac.g_00704	Syal.g_02201
OG0000612	Prac.g_00703	Syal.g_02202
OG0000613	Prac.g_00698	Syal.g_01325
OG0000614	Prac.g_00679	Syal.g_01794
OG0000615	Prac.g_00671	Syal.g_02256
OG0000616	Prac.g_00667	Syal.g_00079
OG0000617	Prac.g_01554	Syal.g_01866
OG0000618	Prac.g_01553	Syal.g_01867
OG0000619	Prac.g_01552	Syal.g_02417
OG0000620	Prac.g_01549	Syal.g_02422
OG0000621	Prac.g_01548	Syal.g_02423
OG0000622	Prac.g_01547	Syal.g_02424
OG0000623	Prac.g_01546	Syal.g_02425
OG0000624	Prac.g_01545	Syal.g_02427
OG0000625	Prac.g_01544	Syal.g_02428
OG0000626	Prac.g_01543	Syal.g_02429
OG0000627	Prac.g_01542	Syal.g_02048
OG0000628	Prac.g_01541	Syal.g_02047
OG0000629	Prac.g_01540	Syal.g_02044
OG0000630	Prac.g_01537	Syal.g_02040
OG0000631	Prac.g_01484	Syal.g_02031
OG0000632	Prac.g_01483	Syal.g_02030
OG0000633	Prac.g_01482	Syal.g_02029
OG0000634	Prac.g_01479	Syal.g_02410
OG0000635	Prac.g_01478	Syal.g_02411
OG0000636	Prac.g_01476	Syal.g_02413
OG0000637	Prac.g_01474	Syal.g_02415
OG0000638	Prac.g_01473	Syal.g_02416
OG0000639	Prac.g_01472	Syal.g_01868
OG0000640	Prac.g_01471	Syal.g_01869
OG0000641	Prac.g_01467	Syal.g_01873
OG0000642	Prac.g_01466	Syal.g_01874
OG0000643	Prac.g_01465	Syal.g_01875
OG0000644	Prac.g_01464	Syal.g_01876
OG0000645	Prac.g_01463	Syal.g_01878
OG0000646	Prac.g_01461	Syal.g_01881
OG0000647	Prac.g_01460	Syal.g_01883
OG0000648	Prac.g_01458	Syal.g_02438
OG0000649	Prac.g_01457	Syal.g_02439
OG0000650	Prac.g_01456	Syal.g_02440
OG0000651	Prac.g_01455	Syal.g_02441
OG0000652	Prac.g_01454	Syal.g_02442
OG0000653	Prac.g_01452	Syal.g_02444
OG0000654	Prac.g_01451	Syal.g_02445
OG0000655	Prac.g_01450	Syal.g_02446
OG0000656	Prac.g_01447	Syal.g_02449
OG0000657	Prac.g_01440	Syal.g_02460
OG0000658	Prac.g_01439	Syal.g_02465
OG0000659	Prac.g_01438	Syal.g_02466
OG0000660	Prac.g_01434	Syal.g_02470
OG0000661	Prac.g_01432	Syal.g_02472
OG0000662	Prac.g_01430	Syal.g_02474
OG0000663	Prac.g_01428	Syal.g_02477
OG0000664	Prac.g_01427	Syal.g_02478
OG0000665	Prac.g_01423	Syal.g_02593
OG0000666	Prac.g_01422	Syal.g_02605
OG0000667	Prac.g_01418	Syal.g_02192
OG0000668	Prac.g_01401	Syal.g_01920
OG0000669	Prac.g_01393	Syal.g_02295
OG0000670	Prac.g_01391	Syal.g_02956
OG0000671	Prac.g_01389	Syal.g_02291
OG0000672	Prac.g_01386	Syal.g_02288
OG0000673	Prac.g_01383	Syal.g_02285
OG0000674	Prac.g_01381	Syal.g_02283
OG0000675	Prac.g_01380	Syal.g_02282
OG0000676	Prac.g_01378	Syal.g_02272
OG0000677	Prac.g_01377	Syal.g_02271
OG0000678	Prac.g_01375	Syal.g_02264
OG0000679	Prac.g_01371	Syal.g_02252
OG0000680	Prac.g_01370	Syal.g_02251
OG0000681	Prac.g_01368	Syal.g_02248
OG0000682	Prac.g_01367	Syal.g_02247
OG0000683	Prac.g_01366	Syal.g_02246
OG0000684	Prac.g_01365	Syal.g_02242
OG0000685	Prac.g_01363	Syal.g_02240
OG0000686	Prac.g_01362	Syal.g_02239
OG0000687	Prac.g_01361	Syal.g_02237
OG0000688	Prac.g_01358	Syal.g_02225
OG0000689	Prac.g_01357	Syal.g_02223
OG0000690	Prac.g_01356	Syal.g_02222
OG0000691	Prac.g_01355	Syal.g_02221
OG0000692	Prac.g_01353	Syal.g_02220
OG0000693	Prac.g_01352	Syal.g_02218
OG0000694	Prac.g_01351	Syal.g_02217
OG0000695	Prac.g_01349	Syal.g_02027
OG0000696	Prac.g_01348	Syal.g_02026
OG0000697	Prac.g_01347	Syal.g_02025
OG0000698	Prac.g_01344	Syal.g_02022
OG0000699	Prac.g_01343	Syal.g_02021
OG0000700	Prac.g_01342	Syal.g_02020
OG0000701	Prac.g_01341	Syal.g_02019
OG0000702	Prac.g_01339	Syal.g_02011
OG0000703	Prac.g_01338	Syal.g_02010
OG0000704	Prac.g_01337	Syal.g_02008
OG0000705	Prac.g_01333	Syal.g_01999
OG0000706	Prac.g_01332	Syal.g_01998
OG0000707	Prac.g_01331	Syal.g_01997
OG0000708	Prac.g_01330	Syal.g_01994
OG0000709	Prac.g_01326	Syal.g_01986
OG0000710	Prac.g_01323	Syal.g_01982
OG0000711	Prac.g_01307	Syal.g_01954
OG0000712	Prac.g_01305	Syal.g_01952
OG0000713	Prac.g_01304	Syal.g_01951
OG0000714	Prac.g_01303	Syal.g_01948
OG0000715	Prac.g_01301	Syal.g_01934
OG0000716	Prac.g_01299	Syal.g_01930
OG0000717	Prac.g_01298	Syal.g_01929
OG0000718	Prac.g_01287	Syal.g_01925
OG0000719	Prac.g_01285	Syal.g_01922
OG0000720	Prac.g_01276	Syal.g_01908
OG0000721	Prac.g_01274	Syal.g_01906
OG0000722	Prac.g_01273	Syal.g_01905
OG0000723	Prac.g_01270	Syal.g_02433
OG0000724	Prac.g_01261	Syal.g_01829
OG0000725	Prac.g_01255	Syal.g_01820
OG0000726	Prac.g_01254	Syal.g_01819
OG0000727	Prac.g_01253	Syal.g_01818
OG0000728	Prac.g_01251	Syal.g_01816
OG0000729	Prac.g_01205	Syal.g_01510
OG0000730	Prac.g_01046	Syal.g_00345
OG0000731	Prac.g_01042	Syal.g_00356
OG0000732	Prac.g_01036	Syal.g_00149
OG0000733	Prac.g_01017	Syal.g_01105
OG0000734	Prac.g_01000	Syal.g_00828
OG0000735	Prac.g_00998	Syal.g_01627
OG0000736	Prac.g_00997	Syal.g_01628
OG0000737	Prac.g_00996	Syal.g_01629
OG0000738	Prac.g_00992	Syal.g_01634
OG0000739	Prac.g_00991	Syal.g_01645
OG0000740	Prac.g_00990	Syal.g_01646
OG0000741	Prac.g_00989	Syal.g_01649
OG0000742	Prac.g_00986	Syal.g_01652
OG0000743	Prac.g_00984	Syal.g_01654
OG0000744	Prac.g_00983	Syal.g_01655
OG0000745	Prac.g_00982	Syal.g_01657
OG0000746	Prac.g_00980	Syal.g_01659
OG0000747	Prac.g_00979	Syal.g_01660
OG0000748	Prac.g_00976	Syal.g_01674
OG0000749	Prac.g_00975	Syal.g_01675
OG0000750	Prac.g_00974	Syal.g_01676
OG0000751	Prac.g_00972	Syal.g_01688
OG0000752	Prac.g_00970	Syal.g_01690
OG0000753	Prac.g_00967	Syal.g_01693
OG0000754	Prac.g_00964	Syal.g_01698
OG0000755	Prac.g_00961	Syal.g_01707
OG0000756	Prac.g_00960	Syal.g_01708
OG0000757	Prac.g_00954	Syal.g_01715
OG0000758	Prac.g_00953	Syal.g_01716
OG0000759	Prac.g_00952	Syal.g_01717
OG0000760	Prac.g_00951	Syal.g_01718
OG0000761	Prac.g_00950	Syal.g_01719
OG0000762	Prac.g_00949	Syal.g_01721
OG0000763	Prac.g_00947	Syal.g_01723
OG0000764	Prac.g_00946	Syal.g_01724
OG0000765	Prac.g_00937	Syal.g_01768
OG0000766	Prac.g_00936	Syal.g_01767
OG0000767	Prac.g_00934	Syal.g_01765
OG0000768	Prac.g_00933	Syal.g_01764
OG0000769	Prac.g_00931	Syal.g_01762
OG0000770	Prac.g_00929	Syal.g_01758
OG0000771	Prac.g_00448	Syal.g_01835
OG0000772	Prac.g_00154	Syal.g_01641
OG0000773	Prac.g_00166	Syal.g_01618
OG0000774	Prac.g_00168	Syal.g_01610
OG0000775	Prac.g_00170	Syal.g_01608
OG0000776	Prac.g_00171	Syal.g_01607
OG0000777	Prac.g_00172	Syal.g_01606
OG0000778	Prac.g_00173	Syal.g_01605
OG0000779	Prac.g_00177	Syal.g_01599
OG0000780	Prac.g_00178	Syal.g_01594
OG0000781	Prac.g_00181	Syal.g_01590
OG0000782	Prac.g_00182	Syal.g_01589
OG0000783	Prac.g_00183	Syal.g_01588
OG0000784	Prac.g_00184	Syal.g_01587
OG0000785	Prac.g_00186	Syal.g_01585
OG0000786	Prac.g_00188	Syal.g_01579
OG0000787	Prac.g_00189	Syal.g_01578
OG0000788	Prac.g_00204	Syal.g_02619
OG0000789	Prac.g_00207	Syal.g_02598
OG0000790	Prac.g_00222	Syal.g_02883
OG0000791	Prac.g_00224	Syal.g_02882
OG0000792	Prac.g_00225	Syal.g_02881
OG0000793	Prac.g_00228	Syal.g_02876
OG0000794	Prac.g_00229	Syal.g_02875
OG0000795	Prac.g_00230	Syal.g_02874
OG0000796	Prac.g_00234	Syal.g_02870
OG0000797	Prac.g_00235	Syal.g_02869
OG0000798	Prac.g_00262	Syal.g_01260, Syal.g_01372
OG0000799	Prac.g_00429	Syal.g_01547
OG0000800	Prac.g_00428	Syal.g_01542
OG0000801	Prac.g_00427	Syal.g_01541
OG0000802	Prac.g_00425	Syal.g_01536
OG0000803	Prac.g_00423	Syal.g_00040
OG0000804	Prac.g_00422	Syal.g_00036
OG0000805	Prac.g_00420	Syal.g_00030
OG0000806	Prac.g_00418	Syal.g_00028
OG0000807	Prac.g_00417	Syal.g_00026
OG0000808	Prac.g_00416	Syal.g_00025
OG0000809	Prac.g_00413	Syal.g_00022
OG0000810	Prac.g_00412	Syal.g_00021
OG0000811	Prac.g_00408	Syal.g_00380
OG0000812	Prac.g_00406	Syal.g_00382
OG0000813	Prac.g_00405	Syal.g_00383
OG0000814	Prac.g_00403	Syal.g_00385
OG0000815	Prac.g_00402	Syal.g_00391
OG0000816	Prac.g_00400	Syal.g_00393
OG0000817	Prac.g_00399	Syal.g_00394
OG0000818	Prac.g_00394	Syal.g_00401
OG0000819	Prac.g_00393	Syal.g_00402
OG0000820	Prac.g_00392	Syal.g_00403
OG0000821	Prac.g_00388	Syal.g_00409
OG0000822	Prac.g_00387	Syal.g_00411
OG0000823	Prac.g_00386	Syal.g_00412
OG0000824	Prac.g_00383	Syal.g_00417
OG0000825	Prac.g_00382	Syal.g_00418
OG0000826	Prac.g_00381	Syal.g_00419
OG0000827	Prac.g_00380	Syal.g_00420
OG0000828	Prac.g_00377	Syal.g_00423
OG0000829	Prac.g_00376	Syal.g_00424
OG0000830	Prac.g_00375	Syal.g_00425
OG0000831	Prac.g_00373	Syal.g_00427
OG0000832	Prac.g_00367	Syal.g_02967
OG0000833	Prac.g_00359	Syal.g_02976
OG0000834	Prac.g_00358	Syal.g_02979
OG0000835	Prac.g_00357	Syal.g_02980
OG0000836	Prac.g_00356	Syal.g_02983
OG0000837	Prac.g_00355	Syal.g_02984
OG0000838	Prac.g_00353	Syal.g_02988
OG0000839	Prac.g_00352	Syal.g_02989
OG0000840	Prac.g_00351	Syal.g_02990
OG0000841	Prac.g_00350	Syal.g_02991
OG0000842	Prac.g_00349	Syal.g_02992
OG0000843	Prac.g_00348	Syal.g_02993
OG0000844	Prac.g_00347	Syal.g_02995
OG0000845	Prac.g_00346	Syal.g_02996
OG0000846	Prac.g_00345	Syal.g_02997
OG0000847	Prac.g_00344	Syal.g_02998
OG0000848	Prac.g_00343	Syal.g_03000
OG0000849	Prac.g_00342	Syal.g_03001
OG0000850	Prac.g_00340	Syal.g_03008
OG0000851	Prac.g_00339	Syal.g_00561
OG0000852	Prac.g_00338	Syal.g_00562
OG0000853	Prac.g_00334	Syal.g_00566
OG0000854	Prac.g_00332	Syal.g_00568
OG0000855	Prac.g_00331	Syal.g_00569
OG0000856	Prac.g_00317	Syal.g_02704
OG0000857	Prac.g_00288	Syal.g_01882
OG0000858	Prac.g_00631	Syal.g_00576
OG0000859	Prac.g_00630	Syal.g_00577
OG0000860	Prac.g_00623	Syal.g_00589
OG0000861	Prac.g_00622	Syal.g_00590
OG0000862	Prac.g_00621	Syal.g_00591
OG0000863	Prac.g_00619	Syal.g_00594
OG0000864	Prac.g_00618	Syal.g_00595
OG0000865	Prac.g_00617	Syal.g_00596
OG0000866	Prac.g_00616	Syal.g_00597
OG0000867	Prac.g_00615	Syal.g_00598
OG0000868	Prac.g_00614	Syal.g_00604
OG0000869	Prac.g_00610	Syal.g_00609
OG0000870	Prac.g_00605	Syal.g_00614
OG0000871	Prac.g_00604	Syal.g_00615
OG0000872	Prac.g_00603	Syal.g_00621
OG0000873	Prac.g_00600	Syal.g_00624
OG0000874	Prac.g_00597	Syal.g_00627
OG0000875	Prac.g_00596	Syal.g_00629
OG0000876	Prac.g_00595	Syal.g_00631
OG0000877	Prac.g_00593	Syal.g_00633
OG0000878	Prac.g_00592	Syal.g_00634
OG0000879	Prac.g_00591	Syal.g_00635
OG0000880	Prac.g_00590	Syal.g_00636
OG0000881	Prac.g_00586	Syal.g_00641
OG0000882	Prac.g_00581	Syal.g_00646
OG0000883	Prac.g_00580	Syal.g_00648
OG0000884	Prac.g_00578	Syal.g_00650
OG0000885	Prac.g_00577	Syal.g_00651
OG0000886	Prac.g_00576	Syal.g_00652
OG0000887	Prac.g_00575	Syal.g_00653
OG0000888	Prac.g_00573	Syal.g_00655
OG0000889	Prac.g_00571	Syal.g_00657
OG0000890	Prac.g_00570	Syal.g_00663
OG0000891	Prac.g_00569	Syal.g_00664
OG0000892	Prac.g_00471	Syal.g_00668
OG0000893	Prac.g_00476	Syal.g_00193
OG0000894	Prac.g_00478	Syal.g_00196
OG0000895	Prac.g_00481	Syal.g_00200
OG0000896	Prac.g_00482	Syal.g_00201
OG0000897	Prac.g_00484	Syal.g_00203
OG0000898	Prac.g_00485	Syal.g_00204
OG0000899	Prac.g_00486	Syal.g_00205
OG0000900	Prac.g_00487	Syal.g_00206
OG0000901	Prac.g_00490	Syal.g_00211
OG0000902	Prac.g_00492	Syal.g_00213
OG0000903	Prac.g_00495	Syal.g_00227
OG0000904	Prac.g_00497	Syal.g_00222
OG0000905	Prac.g_00502	Syal.g_00217
OG0000906	Prac.g_00503	Syal.g_00215
OG0000907	Prac.g_00506	Syal.g_00229
OG0000908	Prac.g_00509	Syal.g_00232
OG0000909	Prac.g_00510	Syal.g_00233
OG0000910	Prac.g_00511	Syal.g_00234
OG0000911	Prac.g_00513	Syal.g_00237
OG0000912	Prac.g_00514	Syal.g_00238
OG0000913	Prac.g_00515	Syal.g_00239
OG0000914	Prac.g_00516	Syal.g_00240
OG0000915	Prac.g_00517	Syal.g_00241
OG0000916	Prac.g_00518	Syal.g_00242
OG0000917	Prac.g_00519	Syal.g_00243
OG0000918	Prac.g_00520	Syal.g_00244
OG0000919	Prac.g_00521	Syal.g_00245
OG0000920	Prac.g_00522	Syal.g_00246
OG0000921	Prac.g_00523	Syal.g_00247
OG0000922	Prac.g_00524	Syal.g_00248
OG0000923	Prac.g_00528	Syal.g_00252
OG0000924	Prac.g_00529	Syal.g_00253
OG0000925	Prac.g_00530	Syal.g_00254
OG0000926	Prac.g_00531	Syal.g_00255
OG0000927	Prac.g_00533	Syal.g_00257
OG0000928	Prac.g_00534	Syal.g_00258
OG0000929	Prac.g_00535	Syal.g_00259
OG0000930	Prac.g_00536	Syal.g_00260
OG0000931	Prac.g_00537	Syal.g_00261
OG0000932	Prac.g_00538	Syal.g_00262
OG0000933	Prac.g_00542	Syal.g_00268
OG0000934	Prac.g_00544	Syal.g_00270
OG0000935	Prac.g_00545	Syal.g_00271
OG0000936	Prac.g_00546	Syal.g_00272
OG0000937	Prac.g_00547	Syal.g_00273
OG0000938	Prac.g_00549	Syal.g_00276
OG0000939	Prac.g_00550	Syal.g_00277
OG0000940	Prac.g_00556	Syal.g_00285
OG0000941	Prac.g_00558	Syal.g_00287
OG0000942	Prac.g_00560	Syal.g_00289
OG0000943	Prac.g_00561	Syal.g_00290
OG0000944	Prac.g_00562	Syal.g_00292
OG0000945	Prac.g_00563	Syal.g_00294
OG0000946	Prac.g_00005	Syal.g_00301
OG0000947	Prac.g_00007	Syal.g_00304
OG0000948	Prac.g_00008	Syal.g_00305
OG0000949	Prac.g_00011	Syal.g_01341
OG0000950	Prac.g_00016	Syal.g_01348
OG0000951	Prac.g_00020	Syal.g_01353
OG0000952	Prac.g_00024	Syal.g_01363
OG0000953	Prac.g_00027	Syal.g_01435
OG0000954	Prac.g_00031	Syal.g_01443
OG0000955	Prac.g_00032	Syal.g_01444
OG0000956	Prac.g_00034	Syal.g_01446
OG0000957	Prac.g_00039	Syal.g_01457
OG0000958	Prac.g_00040	Syal.g_01458
OG0000959	Prac.g_00044	Syal.g_01482
OG0000960	Prac.g_00045	Syal.g_01483
OG0000961	Prac.g_00047	Syal.g_01507
OG0000962	Prac.g_00049	Syal.g_01509
OG0000963	Prac.g_00052	Syal.g_01514
OG0000964	Prac.g_00053	Syal.g_01515
OG0000965	Prac.g_00054	Syal.g_01516
OG0000966	Prac.g_00061	Syal.g_00176
OG0000967	Prac.g_00065	Syal.g_00171
OG0000968	Prac.g_00067	Syal.g_00169
OG0000969	Prac.g_00068	Syal.g_00167
OG0000970	Prac.g_00069	Syal.g_00166
OG0000971	Prac.g_00070	Syal.g_00164
OG0000972	Prac.g_00071	Syal.g_00163
OG0000973	Prac.g_00072	Syal.g_00162
OG0000974	Prac.g_00073	Syal.g_00161
OG0000975	Prac.g_00074	Syal.g_00160
OG0000976	Prac.g_00075	Syal.g_00159
OG0000977	Prac.g_00076	Syal.g_00157
OG0000978	Prac.g_00077	Syal.g_00156
OG0000979	Prac.g_00080	Syal.g_00153
OG0000980	Prac.g_00082	Syal.g_00150
OG0000981	Prac.g_00084	Syal.g_00147
OG0000982	Prac.g_00086	Syal.g_01068
OG0000983	Prac.g_00087	Syal.g_01069
OG0000984	Prac.g_00088	Syal.g_01070
OG0000985	Prac.g_00091	Syal.g_01074
OG0000986	Prac.g_00093	Syal.g_01076
OG0000987	Prac.g_00094	Syal.g_01080
OG0000988	Prac.g_00097	Syal.g_01086
OG0000989	Prac.g_00100	Syal.g_01098
OG0000990	Prac.g_00103	Syal.g_01118
OG0000991	Prac.g_00104	Syal.g_01120
OG0000992	Prac.g_00106	Syal.g_01122
OG0000993	Prac.g_00107	Syal.g_01123
OG0000994	Prac.g_00108	Syal.g_01127
OG0000995	Prac.g_00112	Syal.g_01132
OG0000996	Prac.g_00113	Syal.g_01162
OG0000997	Prac.g_00114	Syal.g_01171
OG0000998	Prac.g_00116	Syal.g_01173
OG0000999	Prac.g_00117	Syal.g_01174
OG0001000	Prac.g_00120	Syal.g_01177
OG0001001	Prac.g_00122	Syal.g_01182
OG0001002	Prac.g_00126	Syal.g_00082
OG0001003	Prac.g_00127	Syal.g_00084
OG0001004	Prac.g_00128	Syal.g_00085
OG0001005	Prac.g_00129	Syal.g_00087
OG0001006	Prac.g_01949	Syal.g_00094
OG0001007	Prac.g_01947	Syal.g_00096
OG0001008	Prac.g_01110	Syal.g_00524
OG0001009	Prac.g_01920	Syal.g_00129
OG0001010	Prac.g_01919	Syal.g_00130
OG0001011	Prac.g_01918	Syal.g_00131
OG0001012	Prac.g_01889	Syal.g_01064
OG0001013	Prac.g_01883	Syal.g_01026
OG0001014	Prac.g_01880	Syal.g_01022
OG0001015	Prac.g_01879	Syal.g_01021
OG0001016	Prac.g_01858	Syal.g_00756
OG0001017	Prac.g_01854	Syal.g_00762
OG0001018	Prac.g_01851	Syal.g_00764
OG0001019	Prac.g_01842	Syal.g_00785
OG0001020	Prac.g_01841	Syal.g_00796
OG0001021	Prac.g_01840	Syal.g_00800
OG0001022	Prac.g_01837	Syal.g_00805
OG0001023	Prac.g_01836	Syal.g_00806
OG0001024	Prac.g_01833	Syal.g_00810
OG0001025	Prac.g_01827	Syal.g_00817
OG0001026	Prac.g_01820	Syal.g_00830
OG0001027	Prac.g_01819	Syal.g_00834
OG0001028	Prac.g_01817	Syal.g_00836
OG0001029	Prac.g_01816	Syal.g_00838
OG0001030	Prac.g_01801	Syal.g_00860
OG0001031	Prac.g_01744	Syal.g_00936
OG0001032	Prac.g_01743	Syal.g_00938
OG0001033	Prac.g_01722	Syal.g_00972
OG0001034	Prac.g_01694	Syal.g_00684
OG0001035	Prac.g_01677	Syal.g_01226
OG0001036	Prac.g_01672	Syal.g_01231
OG0001037	Prac.g_01671	Syal.g_01233
OG0001038	Prac.g_01653	Syal.g_01261
OG0001039	Prac.g_01650	Syal.g_01264
OG0001040	Prac.g_01648	Syal.g_01267
OG0001041	Prac.g_01644	Syal.g_01272
OG0001042	Prac.g_01627	Syal.g_01300
OG0001043	Prac.g_01626	Syal.g_01304
OG0001044	Prac.g_01201	Syal.g_00346
OG0001045	Prac.g_01192	Syal.g_00359
OG0001046	Prac.g_01154	Syal.g_01967
OG0001047	Prac.g_01108	Syal.g_00522
OG0001048	Prac.g_01107	Syal.g_00521
OG0001049	Prac.g_01105	Syal.g_00518
OG0001050	Prac.g_01104	Syal.g_00517
OG0001051	Prac.g_01103	Syal.g_00516
OG0001052	Prac.g_01073	Syal.g_00467
OG0001053	Prac.g_01061	Syal.g_02900
OG0001054	Prac.g_00873	Syal.g_02919
OG0001055	Prac.g_00855	Syal.g_02940
OG0001056	Prac.g_00836	Syal.g_02833
OG0001057	Prac.g_00831	Syal.g_01574
OG0001058	Prac.g_00823	Syal.g_02812
OG0001059	Prac.g_00819	Syal.g_02808
OG0001060	Prac.g_00812	Syal.g_02801
OG0001061	Prac.g_00799	Syal.g_02783
OG0001062	Prac.g_00797	Syal.g_02781
OG0001063	Prac.g_00795	Syal.g_02776
OG0001064	Prac.g_00794	Syal.g_02775
OG0001065	Prac.g_00793	Syal.g_02774
OG0001066	Prac.g_00792	Syal.g_02773
OG0001067	Prac.g_00791	Syal.g_02772
OG0001068	Prac.g_00790	Syal.g_02771
OG0001069	Prac.g_00789	Syal.g_02770
OG0001070	Prac.g_00786	Syal.g_02766
OG0001071	Prac.g_00785	Syal.g_02765
OG0001072	Prac.g_00783	Syal.g_02761
OG0001073	Prac.g_00767	Syal.g_02746
OG0001074	Prac.g_00756	Syal.g_02575
OG0001075	Prac.g_00755	Syal.g_02726
OG0001076	Prac.g_00747	Syal.g_02712
OG0001077	Prac.g_00743	Syal.g_02702
OG0001078	Prac.g_00735	Syal.g_02635
OG0001079	Prac.g_00724	Syal.g_02618
OG0001080	Prac.g_00718	Syal.g_02514
OG0001081	Prac.g_00716	Syal.g_02175
OG0001082	Prac.g_00715	Syal.g_02176
OG0001083	Prac.g_00710	Syal.g_02184
OG0001084	Prac.g_00709	Syal.g_02187
OG0001085	Prac.g_00701	Syal.g_02206
OG0001086	Prac.g_00700	Syal.g_02208
OG0001087	Prac.g_00683	Syal.g_01782
OG0001088	Prac.g_00682	Syal.g_01785
OG0001089	Prac.g_00674	Syal.g_01811
OG0001090	Prac.g_01559	Syal.g_01859
OG0001091	Prac.g_01557	Syal.g_01862
OG0001092	Prac.g_01556	Syal.g_01864
OG0001093	Prac.g_01551	Syal.g_02419
OG0001094	Prac.g_01481	Syal.g_02216
OG0001095	Prac.g_01462	Syal.g_01879
OG0001096	Prac.g_01449	Syal.g_02447
OG0001097	Prac.g_01431	Syal.g_02473
OG0001098	Prac.g_01416	Syal.g_02083
OG0001099	Prac.g_01396	Syal.g_00837
OG0001100	Prac.g_01392	Syal.g_02293
OG0001101	Prac.g_01390	Syal.g_02292
OG0001102	Prac.g_01387	Syal.g_02289
OG0001103	Prac.g_01385	Syal.g_02287
OG0001104	Prac.g_01364	Syal.g_02241
OG0001105	Prac.g_01360	Syal.g_02236
OG0001106	Prac.g_01336	Syal.g_02007
OG0001107	Prac.g_01329	Syal.g_01993
OG0001108	Prac.g_01325	Syal.g_01985
OG0001109	Prac.g_01324	Syal.g_01983
OG0001110	Prac.g_01322	Syal.g_01981
OG0001111	Prac.g_01321	Syal.g_01979
OG0001112	Prac.g_01320	Syal.g_01977
OG0001113	Prac.g_01319	Syal.g_02244
OG0001114	Prac.g_01318	Syal.g_01976
OG0001115	Prac.g_01316	Syal.g_01972
OG0001116	Prac.g_01315	Syal.g_01970
OG0001117	Prac.g_01314	Syal.g_01969
OG0001118	Prac.g_01313	Syal.g_01968
OG0001119	Prac.g_01312	Syal.g_01966
OG0001120	Prac.g_01310	Syal.g_01962
OG0001121	Prac.g_01020	Syal.g_02960
OG0001122	Prac.g_01284	Syal.g_01921
OG0001123	Prac.g_01280	Syal.g_01913
OG0001124	Prac.g_01278	Syal.g_01911
OG0001125	Prac.g_01277	Syal.g_01909
OG0001126	Prac.g_01267	Syal.g_01837
OG0001127	Prac.g_01266	Syal.g_01836
OG0001128	Prac.g_01264	Syal.g_01833
OG0001129	Prac.g_01263	Syal.g_01831
OG0001130	Prac.g_01262	Syal.g_01830
OG0001131	Prac.g_01225	Syal.g_02260
OG0001132	Prac.g_01216	Syal.g_02553
OG0001133	Prac.g_01031	Syal.g_02710
OG0001134	Prac.g_01018	Syal.g_02506
OG0001136	Prac.g_00988	Syal.g_01650
OG0001137	Prac.g_00977	Syal.g_01673
OG0001138	Prac.g_00959	Syal.g_01709
OG0001139	Prac.g_00958	Syal.g_01711
OG0001140	Prac.g_00957	Syal.g_01712
OG0001141	Prac.g_00956	Syal.g_01713
OG0001142	Prac.g_00955	Syal.g_01714
OG0001143	Prac.g_00948	Syal.g_01722
OG0001144	Prac.g_00943	Syal.g_01736
OG0001145	Prac.g_00167	Syal.g_01614
OG0001146	Prac.g_00179	Syal.g_01593
OG0001147	Prac.g_00203	Syal.g_00458
OG0001148	Prac.g_00219	Syal.g_02886
OG0001149	Prac.g_00220	Syal.g_02885
OG0001150	Prac.g_00221	Syal.g_02884
OG0001151	Prac.g_00232	Syal.g_02872
OG0001152	Prac.g_00233	Syal.g_02871
OG0001153	Prac.g_00379	Syal.g_00421
OG0001154	Prac.g_00378	Syal.g_00422
OG0001155	Prac.g_00366	Syal.g_02969
OG0001156	Prac.g_00363	Syal.g_02972
OG0001157	Prac.g_00362	Syal.g_02973
OG0001158	Prac.g_00361	Syal.g_02974
OG0001159	Prac.g_00360	Syal.g_02975
OG0001160	Prac.g_00336	Syal.g_00564
OG0001161	Prac.g_00324	Syal.g_01104
OG0001162	Prac.g_00313	Syal.g_01577
OG0001163	Prac.g_00633	Syal.g_00573
OG0001164	Prac.g_00629	Syal.g_00579
OG0001165	Prac.g_00626	Syal.g_00584
OG0001166	Prac.g_00606	Syal.g_00613
OG0001167	Prac.g_00589	Syal.g_00638
OG0001168	Prac.g_00587	Syal.g_00640
OG0001169	Prac.g_00585	Syal.g_00642
OG0001170	Prac.g_00583	Syal.g_00644
OG0001172	Prac.g_00479	Syal.g_00198
OG0001173	Prac.g_00480	Syal.g_00199
OG0001174	Prac.g_00488	Syal.g_00207
