Orthogroup	Pras	Prah
OG0000590	Pras.g_01549	Prah.g_02193
OG0000591	Pras.g_01555	Prah.g_01789
OG0000592	Pras.g_01556	Prah.g_01029
OG0000593	Pras.g_01557	Prah.g_02413
OG0000594	Pras.g_01559	Prah.g_00625
OG0000595	Pras.g_01560	Prah.g_02051
OG0000596	Pras.g_01561	Prah.g_00981
OG0000597	Pras.g_01563	Prah.g_00965
OG0000598	Pras.g_01564	Prah.g_00968
OG0000599	Pras.g_01565	Prah.g_00972
OG0000600	Pras.g_01566	Prah.g_00973
OG0000601	Pras.g_01568	Prah.g_00985
OG0000602	Pras.g_01569	Prah.g_00986
OG0000603	Pras.g_01570	Prah.g_00987
OG0000604	Pras.g_01571	Prah.g_01022
OG0000605	Pras.g_01572	Prah.g_01023
OG0000606	Pras.g_01573	Prah.g_01025
OG0000607	Pras.g_01575	Prah.g_01028
OG0000608	Pras.g_01576	Prah.g_00706
OG0000609	Pras.g_01580	Prah.g_02588
OG0000610	Pras.g_01581	Prah.g_01344
OG0000611	Pras.g_01607	Prah.g_00886
OG0000612	Pras.g_01608	Prah.g_00885
OG0000613	Pras.g_01609	Prah.g_00884
OG0000614	Pras.g_01610	Prah.g_00882
OG0000615	Pras.g_01612	Prah.g_00881
OG0000616	Pras.g_01613	Prah.g_00880
OG0000617	Pras.g_01614	Prah.g_00879
OG0000618	Pras.g_01615	Prah.g_00878
OG0000619	Pras.g_01616	Prah.g_00876
OG0000620	Pras.g_01617	Prah.g_00875
OG0000621	Pras.g_01618	Prah.g_00874
OG0000622	Pras.g_01619	Prah.g_00873
OG0000623	Pras.g_01620	Prah.g_00872
OG0000624	Pras.g_01621	Prah.g_00871
OG0000625	Pras.g_01622	Prah.g_00870
OG0000626	Pras.g_01623	Prah.g_00869
OG0000627	Pras.g_01624	Prah.g_00746
OG0000628	Pras.g_01625	Prah.g_00747
OG0000629	Pras.g_01626	Prah.g_00750
OG0000630	Pras.g_01627	Prah.g_00751
OG0000631	Pras.g_01629	Prah.g_00754
OG0000632	Pras.g_01645	Prah.g_01043
OG0000633	Pras.g_01649	Prah.g_01447
OG0000634	Pras.g_01664	Prah.g_01543
OG0000635	Pras.g_01665	Prah.g_00788
OG0000636	Pras.g_01666	Prah.g_00787
OG0000637	Pras.g_01667	Prah.g_00786
OG0000638	Pras.g_01679	Prah.g_01946
OG0000639	Pras.g_01688	Prah.g_01802
OG0000640	Pras.g_01690	Prah.g_00755
OG0000641	Pras.g_01692	Prah.g_00758
OG0000642	Pras.g_01693	Prah.g_00759
OG0000643	Pras.g_01694	Prah.g_00760
OG0000644	Pras.g_01695	Prah.g_00673
OG0000645	Pras.g_01696	Prah.g_00672
OG0000646	Pras.g_01697	Prah.g_00671
OG0000647	Pras.g_01698	Prah.g_00670
OG0000648	Pras.g_01700	Prah.g_00668
OG0000649	Pras.g_01701	Prah.g_00667
OG0000650	Pras.g_01702	Prah.g_00666
OG0000651	Pras.g_01703	Prah.g_00665
OG0000652	Pras.g_01704	Prah.g_00664
OG0000653	Pras.g_01705	Prah.g_00663
OG0000654	Pras.g_01707	Prah.g_00661
OG0000655	Pras.g_01709	Prah.g_00659
OG0000656	Pras.g_01710	Prah.g_00658
OG0000657	Pras.g_01711	Prah.g_00657
OG0000658	Pras.g_01712	Prah.g_00656
OG0000659	Pras.g_01713	Prah.g_00655
OG0000660	Pras.g_01714	Prah.g_00654
OG0000661	Pras.g_01715	Prah.g_00652
OG0000662	Pras.g_01716	Prah.g_00650
OG0000663	Pras.g_01717	Prah.g_00649
OG0000664	Pras.g_01718	Prah.g_00648
OG0000665	Pras.g_01719	Prah.g_00647
OG0000666	Pras.g_01720	Prah.g_00646
OG0000667	Pras.g_01721	Prah.g_00645
OG0000668	Pras.g_01722	Prah.g_00644
OG0000669	Pras.g_01724	Prah.g_00640
OG0000670	Pras.g_01725	Prah.g_00639
OG0000671	Pras.g_01726	Prah.g_00638
OG0000672	Pras.g_01727	Prah.g_00637
OG0000673	Pras.g_01728	Prah.g_00636
OG0000674	Pras.g_01729	Prah.g_00635
OG0000675	Pras.g_01731	Prah.g_00609
OG0000676	Pras.g_01732	Prah.g_00608
OG0000677	Pras.g_01734	Prah.g_00605
OG0000678	Pras.g_01736	Prah.g_00603
OG0000679	Pras.g_01737	Prah.g_00601
OG0000680	Pras.g_01738	Prah.g_00600
OG0000681	Pras.g_01739	Prah.g_00599
OG0000682	Pras.g_01740	Prah.g_00598
OG0000683	Pras.g_01742	Prah.g_00596
OG0000684	Pras.g_01743	Prah.g_00595
OG0000685	Pras.g_01744	Prah.g_00594
OG0000686	Pras.g_01745	Prah.g_00593
OG0000687	Pras.g_01746	Prah.g_00592
OG0000688	Pras.g_01747	Prah.g_00591
OG0000689	Pras.g_01748	Prah.g_00589
OG0000690	Pras.g_01749	Prah.g_00588
OG0000691	Pras.g_01750	Prah.g_00587
OG0000692	Pras.g_01752	Prah.g_00575
OG0000693	Pras.g_01753	Prah.g_00574
OG0000694	Pras.g_01754	Prah.g_00572
OG0000695	Pras.g_01755	Prah.g_00568
OG0000696	Pras.g_01756	Prah.g_00566
OG0000697	Pras.g_01758	Prah.g_00564
OG0000698	Pras.g_01760	Prah.g_00743
OG0000699	Pras.g_01761	Prah.g_00866
OG0000700	Pras.g_01788	Prah.g_00850
OG0000701	Pras.g_01791	Prah.g_00192
OG0000702	Pras.g_01792	Prah.g_00558
OG0000703	Pras.g_01793	Prah.g_00740
OG0000704	Pras.g_01794	Prah.g_01212
OG0000705	Pras.g_01795	Prah.g_00739
OG0000706	Pras.g_01796	Prah.g_00738
OG0000707	Pras.g_01798	Prah.g_00736
OG0000708	Pras.g_01799	Prah.g_00735
OG0000709	Pras.g_01801	Prah.g_00733
OG0000710	Pras.g_01802	Prah.g_00732
OG0000711	Pras.g_01803	Prah.g_00731
OG0000712	Pras.g_01804	Prah.g_00730
OG0000713	Pras.g_01805	Prah.g_00729
OG0000714	Pras.g_01807	Prah.g_00726
OG0000715	Pras.g_01808	Prah.g_00724
OG0000716	Pras.g_01810	Prah.g_00721
OG0000717	Pras.g_01811	Prah.g_00718
OG0000718	Pras.g_01812	Prah.g_00715
OG0000719	Pras.g_01814	Prah.g_00702
OG0000720	Pras.g_01815	Prah.g_00701
OG0000721	Pras.g_01818	Prah.g_00699
OG0000722	Pras.g_01819	Prah.g_00698
OG0000723	Pras.g_01820	Prah.g_00697
OG0000724	Pras.g_01821	Prah.g_00683
OG0000725	Pras.g_01822	Prah.g_00684
OG0000726	Pras.g_01823	Prah.g_00685
OG0000727	Pras.g_01824	Prah.g_00686
OG0000728	Pras.g_01825	Prah.g_00687
OG0000729	Pras.g_01826	Prah.g_00689
OG0000730	Pras.g_01827	Prah.g_00692
OG0000731	Pras.g_01828	Prah.g_00681
OG0000732	Pras.g_01829	Prah.g_00680
OG0000733	Pras.g_01830	Prah.g_00679
OG0000734	Pras.g_01831	Prah.g_00678
OG0000735	Pras.g_01833	Prah.g_00677
OG0000736	Pras.g_01834	Prah.g_00675
OG0000737	Pras.g_01835	Prah.g_00674
OG0000738	Pras.g_01836	Prah.g_00761
OG0000739	Pras.g_01837	Prah.g_00762
OG0000740	Pras.g_01838	Prah.g_00763
OG0000741	Pras.g_01839	Prah.g_00765
OG0000742	Pras.g_01841	Prah.g_00767
OG0000743	Pras.g_01842	Prah.g_00768
OG0000744	Pras.g_01843	Prah.g_00770
OG0000745	Pras.g_01844	Prah.g_00771
OG0000746	Pras.g_01845	Prah.g_00772
OG0000747	Pras.g_01846	Prah.g_01178
OG0000748	Pras.g_01847	Prah.g_00780
OG0000749	Pras.g_01848	Prah.g_00781
OG0000750	Pras.g_01849	Prah.g_00783
OG0000751	Pras.g_01850	Prah.g_00784
OG0000752	Pras.g_01851	Prah.g_02517
OG0000753	Pras.g_01853	Prah.g_00789
OG0000754	Pras.g_01854	Prah.g_00790
OG0000755	Pras.g_01855	Prah.g_00791
OG0000756	Pras.g_01856	Prah.g_00793
OG0000757	Pras.g_01857	Prah.g_00794
OG0000758	Pras.g_01858	Prah.g_00795
OG0000759	Pras.g_01860	Prah.g_00800
OG0000760	Pras.g_01861	Prah.g_00801
OG0000761	Pras.g_01862	Prah.g_00803
OG0000762	Pras.g_01864	Prah.g_00806
OG0000763	Pras.g_01865	Prah.g_00808
OG0000764	Pras.g_01866	Prah.g_00810
OG0000765	Pras.g_01867	Prah.g_00811
OG0000766	Pras.g_01868	Prah.g_00812
OG0000767	Pras.g_01870	Prah.g_00814
OG0000768	Pras.g_01871	Prah.g_00815
OG0000769	Pras.g_01872	Prah.g_00816
OG0000770	Pras.g_01873	Prah.g_00817
OG0000771	Pras.g_01874	Prah.g_00818
OG0000772	Pras.g_01875	Prah.g_01131
OG0000773	Pras.g_01876	Prah.g_00821
OG0000774	Pras.g_01877	Prah.g_00824
OG0000775	Pras.g_01878	Prah.g_00826
OG0000776	Pras.g_01881	Prah.g_00828
OG0000777	Pras.g_01883	Prah.g_00829
OG0000778	Pras.g_01884	Prah.g_00830
OG0000779	Pras.g_01885	Prah.g_00833
OG0000780	Pras.g_01887	Prah.g_00835
OG0000781	Pras.g_01889	Prah.g_00839
OG0000782	Pras.g_01890	Prah.g_00840
OG0000783	Pras.g_01903	Prah.g_00846
OG0000784	Pras.g_01905	Prah.g_00848
OG0000785	Pras.g_01906	Prah.g_00849
OG0000786	Pras.g_01907	Prah.g_00851
OG0000787	Pras.g_01908	Prah.g_00852
OG0000788	Pras.g_01912	Prah.g_00858
OG0000789	Pras.g_01914	Prah.g_00861
OG0000790	Pras.g_01915	Prah.g_02518
OG0000791	Pras.g_01916	Prah.g_00862
OG0000792	Pras.g_01917	Prah.g_00863
OG0000793	Pras.g_01918	Prah.g_00864
OG0000794	Pras.g_01920	Prah.g_00867
OG0000795	Pras.g_01923	Prah.g_00903
OG0000796	Pras.g_01924	Prah.g_00904
OG0000797	Pras.g_01926	Prah.g_00907
OG0000798	Pras.g_01927	Prah.g_00908
OG0000799	Pras.g_01928	Prah.g_00909
OG0000800	Pras.g_01929	Prah.g_00910
OG0000801	Pras.g_01932	Prah.g_00913
OG0000802	Pras.g_01933	Prah.g_00914
OG0000803	Pras.g_01935	Prah.g_00919
OG0000804	Pras.g_01936	Prah.g_00920
OG0000805	Pras.g_01937	Prah.g_00921
OG0000806	Pras.g_01939	Prah.g_00922
OG0000807	Pras.g_01964	Prah.g_00893
OG0000808	Pras.g_01973	Prah.g_00539
OG0000809	Pras.g_01976	Prah.g_01601
OG0000810	Pras.g_01977	Prah.g_01176
OG0000811	Pras.g_01984	Prah.g_00133
OG0000812	Pras.g_01988	Prah.g_01942
OG0000813	Pras.g_01992	Prah.g_01932
OG0000814	Pras.g_01994	Prah.g_00383
OG0000815	Pras.g_00009	Prah.g_00521
OG0000816	Pras.g_00024	Prah.g_02532
OG0000817	Pras.g_00025	Prah.g_02525
OG0000818	Pras.g_00030	Prah.g_01803
OG0000819	Pras.g_00037	Prah.g_00378
OG0000820	Pras.g_00041	Prah.g_01905
OG0000821	Pras.g_00043	Prah.g_01340
OG0000822	Pras.g_00044	Prah.g_01339
OG0000823	Pras.g_00045	Prah.g_01338
OG0000824	Pras.g_00046	Prah.g_01337
OG0000825	Pras.g_00047	Prah.g_01336
OG0000826	Pras.g_00048	Prah.g_01335
OG0000827	Pras.g_00049	Prah.g_01331
OG0000828	Pras.g_00050	Prah.g_01329
OG0000829	Pras.g_00051	Prah.g_01328
OG0000830	Pras.g_00052	Prah.g_01325
OG0000831	Pras.g_00055	Prah.g_01323
OG0000832	Pras.g_00057	Prah.g_01321
OG0000833	Pras.g_00058	Prah.g_01320
OG0000834	Pras.g_00059	Prah.g_01318
OG0000835	Pras.g_00060	Prah.g_01317
OG0000836	Pras.g_00061	Prah.g_01316
OG0000837	Pras.g_00063	Prah.g_01307
OG0000838	Pras.g_00064	Prah.g_01305
OG0000839	Pras.g_00065	Prah.g_01304
OG0000840	Pras.g_00066	Prah.g_01303
OG0000841	Pras.g_00067	Prah.g_01302
OG0000842	Pras.g_00068	Prah.g_01298
OG0000843	Pras.g_00069	Prah.g_01297
OG0000844	Pras.g_00070	Prah.g_01296
OG0000845	Pras.g_00071	Prah.g_01295
OG0000846	Pras.g_00074	Prah.g_01292
OG0000847	Pras.g_00076	Prah.g_01291
OG0000848	Pras.g_00077	Prah.g_01262
OG0000849	Pras.g_00078	Prah.g_01259
OG0000850	Pras.g_00079	Prah.g_01258
OG0000851	Pras.g_00080	Prah.g_01255
OG0000852	Pras.g_00082	Prah.g_01253
OG0000853	Pras.g_00083	Prah.g_01251
OG0000854	Pras.g_00085	Prah.g_01249
OG0000855	Pras.g_00086	Prah.g_01248
OG0000856	Pras.g_00087	Prah.g_01247
OG0000857	Pras.g_00088	Prah.g_01246
OG0000858	Pras.g_00089	Prah.g_01245
OG0000859	Pras.g_00090	Prah.g_01244
OG0000860	Pras.g_00091	Prah.g_01243
OG0000861	Pras.g_00092	Prah.g_01263
OG0000862	Pras.g_00093	Prah.g_01264
OG0000863	Pras.g_00094	Prah.g_01265
OG0000864	Pras.g_00095	Prah.g_01266
OG0000865	Pras.g_00097	Prah.g_01268
OG0000866	Pras.g_00098	Prah.g_01272
OG0000867	Pras.g_00099	Prah.g_01273
OG0000868	Pras.g_00100	Prah.g_01275
OG0000869	Pras.g_00102	Prah.g_01278
OG0000870	Pras.g_00103	Prah.g_01279
OG0000871	Pras.g_00105	Prah.g_01282
OG0000872	Pras.g_00106	Prah.g_01283
OG0000873	Pras.g_00108	Prah.g_01285
OG0000874	Pras.g_00109	Prah.g_01286
OG0000875	Pras.g_00110	Prah.g_01289
OG0000876	Pras.g_00111	Prah.g_01290
OG0000877	Pras.g_00113	Prah.g_01239
OG0000878	Pras.g_00178	Prah.g_01610
OG0000879	Pras.g_00197	Prah.g_01349
OG0000880	Pras.g_00198	Prah.g_01350
OG0000881	Pras.g_00199	Prah.g_01351
OG0000882	Pras.g_00200	Prah.g_01353
OG0000883	Pras.g_00201	Prah.g_01355
OG0000884	Pras.g_00204	Prah.g_01357
OG0000885	Pras.g_00205	Prah.g_01358
OG0000886	Pras.g_00206	Prah.g_01359
OG0000887	Pras.g_00207	Prah.g_01360
OG0000888	Pras.g_00208	Prah.g_01361
OG0000889	Pras.g_00211	Prah.g_01365
OG0000890	Pras.g_00212	Prah.g_01368
OG0000891	Pras.g_00213	Prah.g_01369
OG0000892	Pras.g_00214	Prah.g_01372
OG0000893	Pras.g_00216	Prah.g_01373
OG0000894	Pras.g_00217	Prah.g_01374
OG0000895	Pras.g_00218	Prah.g_01375
OG0000896	Pras.g_00219	Prah.g_01376
OG0000897	Pras.g_00220	Prah.g_01377
OG0000898	Pras.g_00223	Prah.g_01380
OG0000899	Pras.g_00224	Prah.g_01381
OG0000900	Pras.g_00232	Prah.g_00327
OG0000901	Pras.g_00236	Prah.g_00323
OG0000902	Pras.g_00237	Prah.g_00224
OG0000903	Pras.g_00238	Prah.g_00571
OG0000904	Pras.g_00240	Prah.g_01183
OG0000905	Pras.g_00242	Prah.g_00918
OG0000906	Pras.g_00244	Prah.g_00895
OG0000907	Pras.g_00245	Prah.g_00560
OG0000908	Pras.g_00248	Prah.g_01663
OG0000909	Pras.g_00252	Prah.g_01577
OG0000910	Pras.g_00253	Prah.g_01578
OG0000911	Pras.g_00254	Prah.g_01579
OG0000912	Pras.g_00255	Prah.g_01580
OG0000913	Pras.g_00256	Prah.g_01581
OG0000914	Pras.g_00257	Prah.g_01582
OG0000915	Pras.g_00258	Prah.g_01583
OG0000916	Pras.g_00259	Prah.g_01584
OG0000917	Pras.g_00260	Prah.g_01586
OG0000918	Pras.g_00261	Prah.g_01587
OG0000919	Pras.g_00262	Prah.g_01588
OG0000920	Pras.g_00263	Prah.g_01589
OG0000921	Pras.g_00264	Prah.g_01590
OG0000922	Pras.g_00265	Prah.g_01591
OG0000923	Pras.g_00266	Prah.g_01592
OG0000924	Pras.g_00267	Prah.g_01593
OG0000925	Pras.g_00268	Prah.g_01594
OG0000926	Pras.g_00289	Prah.g_02242
OG0000927	Pras.g_00332	Prah.g_00435
OG0000928	Pras.g_00333	Prah.g_00434
OG0000929	Pras.g_00334	Prah.g_00433
OG0000930	Pras.g_00335	Prah.g_00428
OG0000931	Pras.g_00336	Prah.g_00427
OG0000932	Pras.g_00338	Prah.g_00423
OG0000933	Pras.g_00339	Prah.g_00421
OG0000934	Pras.g_00340	Prah.g_00420
OG0000935	Pras.g_00341	Prah.g_00419
OG0000936	Pras.g_00342	Prah.g_00418
OG0000937	Pras.g_00343	Prah.g_00417
OG0000938	Pras.g_00344	Prah.g_00415
OG0000939	Pras.g_00345	Prah.g_00414
OG0000940	Pras.g_00346	Prah.g_00412
OG0000941	Pras.g_00348	Prah.g_00410
OG0000942	Pras.g_00349	Prah.g_00409
OG0000943	Pras.g_00352	Prah.g_00406
OG0000944	Pras.g_00353	Prah.g_00403
OG0000945	Pras.g_00354	Prah.g_00402
OG0000946	Pras.g_00355	Prah.g_00401
OG0000947	Pras.g_00356	Prah.g_00400
OG0000948	Pras.g_00357	Prah.g_00399
OG0000949	Pras.g_00358	Prah.g_00398
OG0000950	Pras.g_00359	Prah.g_00397
OG0000951	Pras.g_00360	Prah.g_00396
OG0000952	Pras.g_00361	Prah.g_00395
OG0000953	Pras.g_00362	Prah.g_00394
OG0000954	Pras.g_00363	Prah.g_00391
OG0000955	Pras.g_00364	Prah.g_00390
OG0000956	Pras.g_00365	Prah.g_00389
OG0000957	Pras.g_00366	Prah.g_00388
OG0000958	Pras.g_00367	Prah.g_00386
OG0000959	Pras.g_00368	Prah.g_00385
OG0000960	Pras.g_00369	Prah.g_00384
OG0000961	Pras.g_00373	Prah.g_00379
OG0000962	Pras.g_00374	Prah.g_00376
OG0000963	Pras.g_00375	Prah.g_00374
OG0000964	Pras.g_00377	Prah.g_00371
OG0000965	Pras.g_00378	Prah.g_00370
OG0000966	Pras.g_00379	Prah.g_00369
OG0000967	Pras.g_00380	Prah.g_00368
OG0000968	Pras.g_00381	Prah.g_00367
OG0000969	Pras.g_00382	Prah.g_00366
OG0000970	Pras.g_00384	Prah.g_00365
OG0000971	Pras.g_00385	Prah.g_00364
OG0000972	Pras.g_00386	Prah.g_00363
OG0000973	Pras.g_00387	Prah.g_00362
OG0000974	Pras.g_00389	Prah.g_00360
OG0000975	Pras.g_00392	Prah.g_01217
OG0000976	Pras.g_00394	Prah.g_01605
OG0000977	Pras.g_00395	Prah.g_01615
OG0000978	Pras.g_00396	Prah.g_01617
OG0000979	Pras.g_00399	Prah.g_01619
OG0000980	Pras.g_00400	Prah.g_01620
OG0000981	Pras.g_00401	Prah.g_00538
OG0000982	Pras.g_00402	Prah.g_01621
OG0000983	Pras.g_00405	Prah.g_01623
OG0000984	Pras.g_00406	Prah.g_01624
OG0000985	Pras.g_00407	Prah.g_01625
OG0000986	Pras.g_00408	Prah.g_01627
OG0000987	Pras.g_00409	Prah.g_01628
OG0000988	Pras.g_00410	Prah.g_01631
OG0000989	Pras.g_00411	Prah.g_01632
OG0000990	Pras.g_00412	Prah.g_01633
OG0000991	Pras.g_00413	Prah.g_01634
OG0000992	Pras.g_00414	Prah.g_01635
OG0000993	Pras.g_00415	Prah.g_01636
OG0000994	Pras.g_00416	Prah.g_01637
OG0000995	Pras.g_00417	Prah.g_01639
OG0000996	Pras.g_00418	Prah.g_01640
OG0000997	Pras.g_00419	Prah.g_01641
OG0000998	Pras.g_00420	Prah.g_01642
OG0000999	Pras.g_00421	Prah.g_01643
OG0001000	Pras.g_00422	Prah.g_01644
OG0001001	Pras.g_00424	Prah.g_01645
OG0001002	Pras.g_00425	Prah.g_01648
OG0001003	Pras.g_00426	Prah.g_01649
OG0001004	Pras.g_00427	Prah.g_01791
OG0001005	Pras.g_00428	Prah.g_01651
OG0001006	Pras.g_00429	Prah.g_01652
OG0001007	Pras.g_00430	Prah.g_01653
OG0001008	Pras.g_00432	Prah.g_01655
OG0001009	Pras.g_00433	Prah.g_01656
OG0001010	Pras.g_00441	Prah.g_00541
OG0001011	Pras.g_00448	Prah.g_00515
OG0001012	Pras.g_00473	Prah.g_00651
OG0001013	Pras.g_00544	Prah.g_01667
OG0001014	Pras.g_00545	Prah.g_01668
OG0001015	Pras.g_00551	Prah.g_01677
OG0001016	Pras.g_00552	Prah.g_01678
OG0001017	Pras.g_00553	Prah.g_01679
OG0001018	Pras.g_00554	Prah.g_01681
OG0001019	Pras.g_00556	Prah.g_01685
OG0001020	Pras.g_00557	Prah.g_01687
OG0001021	Pras.g_00558	Prah.g_01688
OG0001022	Pras.g_00559	Prah.g_01689
OG0001023	Pras.g_00560	Prah.g_01690
OG0001024	Pras.g_00561	Prah.g_01692
OG0001025	Pras.g_00562	Prah.g_01693
OG0001026	Pras.g_00564	Prah.g_01694
OG0001027	Pras.g_00565	Prah.g_01695
OG0001028	Pras.g_00566	Prah.g_01696
OG0001029	Pras.g_00567	Prah.g_01697
OG0001030	Pras.g_00568	Prah.g_01698
OG0001031	Pras.g_00569	Prah.g_01699
OG0001032	Pras.g_00570	Prah.g_01700
OG0001033	Pras.g_00571	Prah.g_01701
OG0001034	Pras.g_00572	Prah.g_01703
OG0001035	Pras.g_00574	Prah.g_01705
OG0001036	Pras.g_00575	Prah.g_01707
OG0001037	Pras.g_00576	Prah.g_01709
OG0001038	Pras.g_00577	Prah.g_01710
OG0001039	Pras.g_00578	Prah.g_01711
OG0001040	Pras.g_00579	Prah.g_01713
OG0001041	Pras.g_00580	Prah.g_01714
OG0001042	Pras.g_00581	Prah.g_01716
OG0001043	Pras.g_00582	Prah.g_01717
OG0001044	Pras.g_00583	Prah.g_01718
OG0001045	Pras.g_00584	Prah.g_01719
OG0001046	Pras.g_00585	Prah.g_01720
OG0001047	Pras.g_00588	Prah.g_01727
OG0001048	Pras.g_00590	Prah.g_01729
OG0001049	Pras.g_00591	Prah.g_01730
OG0001050	Pras.g_00592	Prah.g_01731
OG0001051	Pras.g_00593	Prah.g_01732
OG0001052	Pras.g_00594	Prah.g_01733
OG0001053	Pras.g_00596	Prah.g_01736
OG0001054	Pras.g_00598	Prah.g_01738
OG0001055	Pras.g_00599	Prah.g_01739
OG0001056	Pras.g_00600	Prah.g_01740
OG0001057	Pras.g_00601	Prah.g_01741
OG0001058	Pras.g_00602	Prah.g_01742
OG0001059	Pras.g_00603	Prah.g_01743
OG0001060	Pras.g_00604	Prah.g_01744
OG0001061	Pras.g_00605	Prah.g_01745
OG0001062	Pras.g_00606	Prah.g_01759
OG0001063	Pras.g_00607	Prah.g_01760
OG0001064	Pras.g_00609	Prah.g_01762
OG0001065	Pras.g_00613	Prah.g_02073
OG0001066	Pras.g_00614	Prah.g_02071
OG0001067	Pras.g_00615	Prah.g_02070
OG0001068	Pras.g_00617	Prah.g_02067
OG0001069	Pras.g_00618	Prah.g_02066
OG0001070	Pras.g_00619	Prah.g_02065
OG0001071	Pras.g_00620	Prah.g_02064
OG0001072	Pras.g_00621	Prah.g_02063
OG0001073	Pras.g_00622	Prah.g_02062
OG0001074	Pras.g_00623	Prah.g_02061
OG0001075	Pras.g_00624	Prah.g_02060
OG0001076	Pras.g_00625	Prah.g_02059
OG0001077	Pras.g_00626	Prah.g_02058
OG0001078	Pras.g_00627	Prah.g_02056
OG0001079	Pras.g_00628	Prah.g_02055
OG0001080	Pras.g_00629	Prah.g_02054
OG0001081	Pras.g_00632	Prah.g_02041
OG0001082	Pras.g_00633	Prah.g_02042
OG0001083	Pras.g_00634	Prah.g_02046
OG0001084	Pras.g_00636	Prah.g_02044
OG0001085	Pras.g_00637	Prah.g_02043
OG0001086	Pras.g_00638	Prah.g_02047
OG0001087	Pras.g_00639	Prah.g_02048
OG0001088	Pras.g_00640	Prah.g_02050
OG0001089	Pras.g_00645	Prah.g_02039
OG0001090	Pras.g_00647	Prah.g_02037
OG0001091	Pras.g_00648	Prah.g_02036
OG0001092	Pras.g_00649	Prah.g_02035
OG0001093	Pras.g_00650	Prah.g_02034
OG0001094	Pras.g_00651	Prah.g_02033
OG0001095	Pras.g_00652	Prah.g_02032
OG0001096	Pras.g_00653	Prah.g_02031
OG0001097	Pras.g_00654	Prah.g_02030
OG0001098	Pras.g_00655	Prah.g_02029
OG0001099	Pras.g_00656	Prah.g_02028
OG0001100	Pras.g_00657	Prah.g_02027
OG0001101	Pras.g_00658	Prah.g_02026
OG0001102	Pras.g_00659	Prah.g_02025
OG0001103	Pras.g_00660	Prah.g_02024
OG0001104	Pras.g_00661	Prah.g_02023
OG0001105	Pras.g_00662	Prah.g_02022
OG0001106	Pras.g_00663	Prah.g_02021
OG0001107	Pras.g_00664	Prah.g_02020
OG0001108	Pras.g_00665	Prah.g_02019
OG0001109	Pras.g_00666	Prah.g_02018
OG0001110	Pras.g_00667	Prah.g_02017
OG0001111	Pras.g_00668	Prah.g_02016
OG0001112	Pras.g_00669	Prah.g_02015
OG0001113	Pras.g_00670	Prah.g_02014
OG0001114	Pras.g_00671	Prah.g_02013
OG0001115	Pras.g_00672	Prah.g_02012
OG0001116	Pras.g_00673	Prah.g_02011
OG0001117	Pras.g_00674	Prah.g_02010
OG0001118	Pras.g_00675	Prah.g_02009
OG0001119	Pras.g_00676	Prah.g_02008
OG0001120	Pras.g_00677	Prah.g_02007
OG0001121	Pras.g_00679	Prah.g_02004
OG0001122	Pras.g_00680	Prah.g_02003
OG0001123	Pras.g_00681	Prah.g_02002
OG0001124	Pras.g_00683	Prah.g_02000
OG0001125	Pras.g_00685	Prah.g_01998
OG0001126	Pras.g_00686	Prah.g_01997
OG0001127	Pras.g_00688	Prah.g_01994
OG0001128	Pras.g_00689	Prah.g_01993
OG0001129	Pras.g_00690	Prah.g_01991
OG0001130	Pras.g_00693	Prah.g_01988
OG0001131	Pras.g_00694	Prah.g_01987
OG0001132	Pras.g_00695	Prah.g_01986
OG0001133	Pras.g_00696	Prah.g_01985
OG0001134	Pras.g_00697	Prah.g_01984
OG0001135	Pras.g_00698	Prah.g_01983
OG0001136	Pras.g_00699	Prah.g_01982
OG0001137	Pras.g_00700	Prah.g_01981
OG0001138	Pras.g_00701	Prah.g_01980
OG0001139	Pras.g_00702	Prah.g_01978
OG0001140	Pras.g_00703	Prah.g_01977
OG0001141	Pras.g_00704	Prah.g_01976
OG0001142	Pras.g_00707	Prah.g_01966
OG0001143	Pras.g_00708	Prah.g_01965
OG0001144	Pras.g_00709	Prah.g_01963
OG0001145	Pras.g_00710	Prah.g_01962
OG0001146	Pras.g_00711	Prah.g_01961
OG0001147	Pras.g_00712	Prah.g_01960
OG0001148	Pras.g_00713	Prah.g_01958
OG0001149	Pras.g_00715	Prah.g_02224
OG0001150	Pras.g_00716	Prah.g_02227
OG0001151	Pras.g_00718	Prah.g_02231
OG0001152	Pras.g_00719	Prah.g_02232
OG0001153	Pras.g_00720	Prah.g_02234
OG0001154	Pras.g_00722	Prah.g_02236
OG0001155	Pras.g_00724	Prah.g_02239
OG0001156	Pras.g_00726	Prah.g_02241
OG0001157	Pras.g_00727	Prah.g_02243
OG0001158	Pras.g_00729	Prah.g_02245
OG0001159	Pras.g_00730	Prah.g_02246
OG0001160	Pras.g_00731	Prah.g_02247
OG0001161	Pras.g_00732	Prah.g_00168
OG0001162	Pras.g_00733	Prah.g_00167
OG0001163	Pras.g_00734	Prah.g_00166
OG0001164	Pras.g_00735	Prah.g_00165
OG0001165	Pras.g_00736	Prah.g_00164
OG0001166	Pras.g_00737	Prah.g_00163
OG0001167	Pras.g_00738	Prah.g_00156
OG0001168	Pras.g_00739	Prah.g_00155
OG0001169	Pras.g_00740	Prah.g_00154
OG0001170	Pras.g_00741	Prah.g_00152
OG0001171	Pras.g_00742	Prah.g_00151
