Orthogroup	Pras	Pral
OG0000582	Pras.g_01538	Pral.g_01463
OG0000583	Pras.g_01539	Pral.g_01464
OG0000584	Pras.g_01540	Pral.g_01466
OG0000585	Pras.g_01541	Pral.g_01467
OG0000586	Pras.g_01543	Pral.g_01469
OG0000587	Pras.g_01544	Pral.g_01470
OG0000588	Pras.g_01546	Pral.g_01772
OG0000589	Pras.g_01547	Pral.g_01771
OG0000590	Pras.g_01549	Pral.g_01769
OG0000591	Pras.g_01555	Pral.g_01763
OG0000592	Pras.g_01556	Pral.g_01762
OG0000593	Pras.g_01557	Pral.g_01761
OG0000594	Pras.g_01559	Pral.g_01758
OG0000595	Pras.g_01560	Pral.g_01757
OG0000596	Pras.g_01561	Pral.g_01756
OG0000597	Pras.g_01563	Pral.g_01754
OG0000598	Pras.g_01564	Pral.g_01753
OG0000599	Pras.g_01565	Pral.g_01752
OG0000600	Pras.g_01566	Pral.g_01751
OG0000601	Pras.g_01568	Pral.g_01748
OG0000602	Pras.g_01569	Pral.g_01747
OG0000603	Pras.g_01570	Pral.g_01746
OG0000604	Pras.g_01571	Pral.g_01743
OG0000605	Pras.g_01572	Pral.g_01742
OG0000606	Pras.g_01573	Pral.g_01741
OG0000607	Pras.g_01575	Pral.g_01739
OG0000608	Pras.g_01576	Pral.g_01737
OG0000609	Pras.g_01580	Pral.g_00399
OG0000610	Pras.g_01581	Pral.g_01691
OG0000611	Pras.g_01607	Pral.g_01728
OG0000612	Pras.g_01608	Pral.g_01727
OG0000613	Pras.g_01609	Pral.g_01726
OG0000614	Pras.g_01610	Pral.g_01725
OG0000615	Pras.g_01612	Pral.g_01723
OG0000616	Pras.g_01613	Pral.g_01722
OG0000617	Pras.g_01614	Pral.g_01721
OG0000618	Pras.g_01615	Pral.g_01720
OG0000619	Pras.g_01616	Pral.g_01719
OG0000620	Pras.g_01617	Pral.g_01718
OG0000621	Pras.g_01618	Pral.g_01717
OG0000622	Pras.g_01619	Pral.g_01716
OG0000623	Pras.g_01620	Pral.g_01715
OG0000624	Pras.g_01621	Pral.g_01713
OG0000625	Pras.g_01622	Pral.g_01712
OG0000626	Pras.g_01623	Pral.g_01711
OG0000627	Pras.g_01624	Pral.g_01709
OG0000628	Pras.g_01625	Pral.g_01708
OG0000629	Pras.g_01626	Pral.g_01707
OG0000630	Pras.g_01627	Pral.g_01706
OG0000631	Pras.g_01629	Pral.g_01704
OG0000632	Pras.g_01645	Pral.g_01895
OG0000633	Pras.g_01649	Pral.g_00023
OG0000634	Pras.g_01664	Pral.g_01037
OG0000635	Pras.g_01665	Pral.g_01635
OG0000636	Pras.g_01666	Pral.g_01636
OG0000637	Pras.g_01667	Pral.g_01637
OG0000638	Pras.g_01679	Pral.g_00701
OG0000639	Pras.g_01688	Pral.g_01663
OG0000640	Pras.g_01690	Pral.g_01660
OG0000641	Pras.g_01692	Pral.g_01658
OG0000642	Pras.g_01693	Pral.g_01657
OG0000643	Pras.g_01694	Pral.g_01656
OG0000644	Pras.g_01695	Pral.g_01482
OG0000645	Pras.g_01696	Pral.g_01483
OG0000646	Pras.g_01697	Pral.g_01484
OG0000647	Pras.g_01698	Pral.g_01485
OG0000648	Pras.g_01700	Pral.g_01487
OG0000649	Pras.g_01701	Pral.g_01488
OG0000650	Pras.g_01702	Pral.g_01489
OG0000651	Pras.g_01703	Pral.g_01490
OG0000652	Pras.g_01704	Pral.g_01491
OG0000653	Pras.g_01705	Pral.g_01492
OG0000654	Pras.g_01707	Pral.g_01494
OG0000655	Pras.g_01709	Pral.g_01496
OG0000656	Pras.g_01710	Pral.g_01497
OG0000657	Pras.g_01711	Pral.g_01498
OG0000658	Pras.g_01712	Pral.g_01499
OG0000659	Pras.g_01713	Pral.g_01500
OG0000660	Pras.g_01714	Pral.g_01501
OG0000661	Pras.g_01715	Pral.g_01502
OG0000662	Pras.g_01716	Pral.g_01504
OG0000663	Pras.g_01717	Pral.g_01505
OG0000664	Pras.g_01718	Pral.g_01506
OG0000665	Pras.g_01719	Pral.g_01507
OG0000666	Pras.g_01720	Pral.g_01508
OG0000667	Pras.g_01721	Pral.g_01509
OG0000668	Pras.g_01722	Pral.g_01510
OG0000669	Pras.g_01724	Pral.g_01512
OG0000670	Pras.g_01725	Pral.g_01513
OG0000671	Pras.g_01726	Pral.g_01514
OG0000672	Pras.g_01727	Pral.g_01515
OG0000673	Pras.g_01728	Pral.g_01516
OG0000674	Pras.g_01729	Pral.g_01517
OG0000675	Pras.g_01731	Pral.g_01518
OG0000676	Pras.g_01732	Pral.g_01519
OG0000677	Pras.g_01734	Pral.g_01522
OG0000678	Pras.g_01736	Pral.g_01524
OG0000679	Pras.g_01737	Pral.g_01525
OG0000680	Pras.g_01738	Pral.g_01526
OG0000681	Pras.g_01739	Pral.g_01527
OG0000682	Pras.g_01740	Pral.g_01528
OG0000683	Pras.g_01742	Pral.g_01530
OG0000684	Pras.g_01743	Pral.g_01531
OG0000685	Pras.g_01744	Pral.g_01532
OG0000686	Pras.g_01745	Pral.g_01533
OG0000687	Pras.g_01746	Pral.g_01534
OG0000688	Pras.g_01747	Pral.g_01535
OG0000689	Pras.g_01748	Pral.g_01536
OG0000690	Pras.g_01749	Pral.g_01537
OG0000691	Pras.g_01750	Pral.g_01538
OG0000692	Pras.g_01752	Pral.g_01542
OG0000693	Pras.g_01753	Pral.g_01543
OG0000694	Pras.g_01754	Pral.g_01544
OG0000695	Pras.g_01755	Pral.g_01545
OG0000696	Pras.g_01756	Pral.g_01546
OG0000697	Pras.g_01758	Pral.g_01548
OG0000698	Pras.g_01760	Pral.g_01552
OG0000699	Pras.g_01761	Pral.g_01553
OG0000700	Pras.g_01788	Pral.g_01820
OG0000701	Pras.g_01791	Pral.g_01815
OG0000702	Pras.g_01792	Pral.g_01809
OG0000703	Pras.g_01793	Pral.g_01807
OG0000704	Pras.g_01794	Pral.g_01806
OG0000705	Pras.g_01795	Pral.g_01805
OG0000706	Pras.g_01796	Pral.g_01804
OG0000707	Pras.g_01798	Pral.g_01802
OG0000708	Pras.g_01799	Pral.g_01801
OG0000709	Pras.g_01801	Pral.g_01799
OG0000710	Pras.g_01802	Pral.g_01798
OG0000711	Pras.g_01803	Pral.g_01797
OG0000712	Pras.g_01804	Pral.g_01796
OG0000713	Pras.g_01805	Pral.g_01795
OG0000714	Pras.g_01807	Pral.g_01793
OG0000715	Pras.g_01808	Pral.g_01792
OG0000716	Pras.g_01810	Pral.g_01790
OG0000717	Pras.g_01811	Pral.g_01789
OG0000718	Pras.g_01812	Pral.g_01788
OG0000719	Pras.g_01814	Pral.g_01786
OG0000720	Pras.g_01815	Pral.g_01785
OG0000721	Pras.g_01818	Pral.g_01782
OG0000722	Pras.g_01819	Pral.g_01781
OG0000723	Pras.g_01820	Pral.g_01780
OG0000724	Pras.g_01821	Pral.g_01778
OG0000725	Pras.g_01822	Pral.g_01777
OG0000726	Pras.g_01823	Pral.g_01776
OG0000727	Pras.g_01824	Pral.g_01775
OG0000728	Pras.g_01825	Pral.g_01774
OG0000729	Pras.g_01826	Pral.g_01773
OG0000730	Pras.g_01827	Pral.g_01472
OG0000731	Pras.g_01828	Pral.g_01474
OG0000732	Pras.g_01829	Pral.g_01475
OG0000733	Pras.g_01830	Pral.g_01476
OG0000734	Pras.g_01831	Pral.g_01477
OG0000735	Pras.g_01833	Pral.g_01479
OG0000736	Pras.g_01834	Pral.g_01480
OG0000737	Pras.g_01835	Pral.g_01481
OG0000738	Pras.g_01836	Pral.g_01655
OG0000739	Pras.g_01837	Pral.g_01654
OG0000740	Pras.g_01838	Pral.g_01653
OG0000741	Pras.g_01839	Pral.g_01652
OG0000742	Pras.g_01841	Pral.g_01650
OG0000743	Pras.g_01842	Pral.g_01649
OG0000744	Pras.g_01843	Pral.g_01647
OG0000745	Pras.g_01844	Pral.g_01646
OG0000746	Pras.g_01845	Pral.g_01645
OG0000747	Pras.g_01846	Pral.g_01644
OG0000748	Pras.g_01847	Pral.g_01643
OG0000749	Pras.g_01848	Pral.g_01642
OG0000750	Pras.g_01849	Pral.g_01640
OG0000751	Pras.g_01850	Pral.g_01639
OG0000752	Pras.g_01851	Pral.g_01605
OG0000753	Pras.g_01853	Pral.g_01634
OG0000754	Pras.g_01854	Pral.g_01633
OG0000755	Pras.g_01855	Pral.g_01632
OG0000756	Pras.g_01856	Pral.g_01630
OG0000757	Pras.g_01857	Pral.g_01629
OG0000758	Pras.g_01858	Pral.g_01628
OG0000759	Pras.g_01860	Pral.g_01626
OG0000760	Pras.g_01861	Pral.g_01625
OG0000761	Pras.g_01862	Pral.g_01624
OG0000762	Pras.g_01864	Pral.g_01622
OG0000763	Pras.g_01865	Pral.g_01621
OG0000764	Pras.g_01866	Pral.g_01620
OG0000765	Pras.g_01867	Pral.g_01619
OG0000766	Pras.g_01868	Pral.g_01618
OG0000767	Pras.g_01870	Pral.g_01616
OG0000768	Pras.g_01871	Pral.g_01615
OG0000769	Pras.g_01872	Pral.g_01614
OG0000770	Pras.g_01873	Pral.g_01613
OG0000771	Pras.g_01874	Pral.g_01612
OG0000772	Pras.g_01875	Pral.g_00050
OG0000773	Pras.g_01876	Pral.g_01611
OG0000774	Pras.g_01877	Pral.g_01610
OG0000775	Pras.g_01878	Pral.g_01578
OG0000776	Pras.g_01881	Pral.g_01579
OG0000777	Pras.g_01883	Pral.g_01580
OG0000778	Pras.g_01884	Pral.g_01581
OG0000779	Pras.g_01885	Pral.g_01582
OG0000780	Pras.g_01887	Pral.g_01584
OG0000781	Pras.g_01889	Pral.g_01586
OG0000782	Pras.g_01890	Pral.g_01587
OG0000783	Pras.g_01903	Pral.g_01590
OG0000784	Pras.g_01905	Pral.g_01592
OG0000785	Pras.g_01906	Pral.g_01593
OG0000786	Pras.g_01907	Pral.g_01594
OG0000787	Pras.g_01908	Pral.g_01595
OG0000788	Pras.g_01912	Pral.g_01600
OG0000789	Pras.g_01914	Pral.g_01603
OG0000790	Pras.g_01915	Pral.g_01604
OG0000791	Pras.g_01916	Pral.g_01607
OG0000792	Pras.g_01917	Pral.g_01608
OG0000793	Pras.g_01918	Pral.g_01609
OG0000794	Pras.g_01920	Pral.g_01575
OG0000795	Pras.g_01923	Pral.g_01571
OG0000796	Pras.g_01924	Pral.g_01570
OG0000797	Pras.g_01926	Pral.g_01569
OG0000798	Pras.g_01927	Pral.g_01568
OG0000799	Pras.g_01928	Pral.g_01567
OG0000800	Pras.g_01929	Pral.g_01566
OG0000801	Pras.g_01932	Pral.g_01563
OG0000802	Pras.g_01933	Pral.g_01562
OG0000803	Pras.g_01935	Pral.g_01560
OG0000804	Pras.g_01936	Pral.g_01559
OG0000805	Pras.g_01937	Pral.g_01558
OG0000806	Pras.g_01939	Pral.g_01556
OG0000807	Pras.g_01964	Pral.g_01321
OG0000808	Pras.g_01973	Pral.g_01033
OG0000809	Pras.g_01976	Pral.g_01327
OG0000810	Pras.g_01977	Pral.g_01032
OG0000811	Pras.g_01984	Pral.g_01311
OG0000812	Pras.g_01988	Pral.g_01324
OG0000813	Pras.g_01992	Pral.g_00692
OG0000814	Pras.g_01994	Pral.g_01141
OG0000815	Pras.g_00009	Pral.g_01314
OG0000816	Pras.g_00024	Pral.g_00077
OG0000817	Pras.g_00025	Pral.g_00076
OG0000818	Pras.g_00030	Pral.g_01902
OG0000819	Pras.g_00037	Pral.g_01346
OG0000820	Pras.g_00041	Pral.g_01351
OG0000821	Pras.g_00043	Pral.g_01353
OG0000822	Pras.g_00044	Pral.g_01354
OG0000823	Pras.g_00045	Pral.g_01355
OG0000824	Pras.g_00046	Pral.g_01356
OG0000825	Pras.g_00047	Pral.g_01357
OG0000826	Pras.g_00048	Pral.g_01358
OG0000827	Pras.g_00049	Pral.g_01359
OG0000828	Pras.g_00050	Pral.g_01360
OG0000829	Pras.g_00051	Pral.g_01361
OG0000830	Pras.g_00052	Pral.g_01363
OG0000831	Pras.g_00055	Pral.g_01366
OG0000832	Pras.g_00057	Pral.g_01368
OG0000833	Pras.g_00058	Pral.g_01369
OG0000834	Pras.g_00059	Pral.g_01370
OG0000835	Pras.g_00060	Pral.g_01371
OG0000836	Pras.g_00061	Pral.g_01372
OG0000837	Pras.g_00063	Pral.g_01376
OG0000838	Pras.g_00064	Pral.g_01377
OG0000839	Pras.g_00065	Pral.g_01378
OG0000840	Pras.g_00066	Pral.g_01379
OG0000841	Pras.g_00067	Pral.g_01380
OG0000842	Pras.g_00068	Pral.g_01382
OG0000843	Pras.g_00069	Pral.g_01383
OG0000844	Pras.g_00070	Pral.g_01384
OG0000845	Pras.g_00071	Pral.g_01385
OG0000846	Pras.g_00074	Pral.g_01388
OG0000847	Pras.g_00076	Pral.g_01390
OG0000848	Pras.g_00077	Pral.g_01391
OG0000849	Pras.g_00078	Pral.g_01394
OG0000850	Pras.g_00079	Pral.g_01395
OG0000851	Pras.g_00080	Pral.g_01399
OG0000852	Pras.g_00082	Pral.g_01401
OG0000853	Pras.g_00083	Pral.g_01403
OG0000854	Pras.g_00085	Pral.g_01404
OG0000855	Pras.g_00086	Pral.g_01405
OG0000856	Pras.g_00087	Pral.g_01406
OG0000857	Pras.g_00088	Pral.g_01407
OG0000858	Pras.g_00089	Pral.g_01408
OG0000859	Pras.g_00090	Pral.g_01409
OG0000860	Pras.g_00091	Pral.g_01410
OG0000861	Pras.g_00092	Pral.g_01411
OG0000862	Pras.g_00093	Pral.g_01412
OG0000863	Pras.g_00094	Pral.g_01413
OG0000864	Pras.g_00095	Pral.g_01414
OG0000865	Pras.g_00097	Pral.g_01415
OG0000866	Pras.g_00098	Pral.g_01416
OG0000867	Pras.g_00099	Pral.g_01417
OG0000868	Pras.g_00100	Pral.g_01419
OG0000869	Pras.g_00102	Pral.g_01421
OG0000870	Pras.g_00103	Pral.g_01422
OG0000871	Pras.g_00105	Pral.g_01423
OG0000872	Pras.g_00106	Pral.g_01424
OG0000873	Pras.g_00108	Pral.g_01426
OG0000874	Pras.g_00109	Pral.g_01427
OG0000875	Pras.g_00110	Pral.g_01428
OG0000876	Pras.g_00111	Pral.g_01429
OG0000877	Pras.g_00113	Pral.g_00456
OG0000878	Pras.g_00178	Pral.g_01893
OG0000879	Pras.g_00197	Pral.g_01292
OG0000880	Pras.g_00198	Pral.g_01291
OG0000881	Pras.g_00199	Pral.g_01290
OG0000882	Pras.g_00200	Pral.g_01289
OG0000883	Pras.g_00201	Pral.g_01288
OG0000884	Pras.g_00204	Pral.g_01286
OG0000885	Pras.g_00205	Pral.g_01285
OG0000886	Pras.g_00206	Pral.g_01284
OG0000887	Pras.g_00207	Pral.g_01283
OG0000888	Pras.g_00208	Pral.g_01282
OG0000889	Pras.g_00211	Pral.g_01279
OG0000890	Pras.g_00212	Pral.g_01278
OG0000891	Pras.g_00213	Pral.g_01277
OG0000892	Pras.g_00214	Pral.g_01275
OG0000893	Pras.g_00216	Pral.g_01274
OG0000894	Pras.g_00217	Pral.g_01273
OG0000895	Pras.g_00218	Pral.g_01272
OG0000896	Pras.g_00219	Pral.g_01271
OG0000897	Pras.g_00220	Pral.g_01270
OG0000898	Pras.g_00223	Pral.g_01267
OG0000899	Pras.g_00224	Pral.g_01266
OG0000900	Pras.g_00232	Pral.g_01239
OG0000901	Pras.g_00236	Pral.g_01235
OG0000902	Pras.g_00237	Pral.g_00440
OG0000903	Pras.g_00238	Pral.g_01345
OG0000904	Pras.g_00240	Pral.g_01060
OG0000905	Pras.g_00242	Pral.g_01323
OG0000906	Pras.g_00244	Pral.g_01343
OG0000907	Pras.g_00245	Pral.g_01550
OG0000908	Pras.g_00248	Pral.g_01299
OG0000909	Pras.g_00252	Pral.g_01220
OG0000910	Pras.g_00253	Pral.g_01219
OG0000911	Pras.g_00254	Pral.g_01218
OG0000912	Pras.g_00255	Pral.g_01217
OG0000913	Pras.g_00256	Pral.g_01216
OG0000914	Pras.g_00257	Pral.g_01215
OG0000915	Pras.g_00258	Pral.g_01214
OG0000916	Pras.g_00259	Pral.g_01213
OG0000917	Pras.g_00260	Pral.g_01212
OG0000918	Pras.g_00261	Pral.g_01211
OG0000919	Pras.g_00262	Pral.g_01210
OG0000920	Pras.g_00263	Pral.g_01209
OG0000921	Pras.g_00264	Pral.g_01208
OG0000922	Pras.g_00265	Pral.g_01207
OG0000923	Pras.g_00266	Pral.g_01206
OG0000924	Pras.g_00267	Pral.g_01205
OG0000925	Pras.g_00268	Pral.g_01204
OG0000926	Pras.g_00289	Pral.g_00287
OG0000927	Pras.g_00332	Pral.g_01184
OG0000928	Pras.g_00333	Pral.g_01183
OG0000929	Pras.g_00334	Pral.g_01182
OG0000930	Pras.g_00335	Pral.g_01181
OG0000931	Pras.g_00336	Pral.g_01180
OG0000932	Pras.g_00338	Pral.g_01178
OG0000933	Pras.g_00339	Pral.g_01177
OG0000934	Pras.g_00340	Pral.g_01176
OG0000935	Pras.g_00341	Pral.g_01175
OG0000936	Pras.g_00342	Pral.g_01174
OG0000937	Pras.g_00343	Pral.g_01173
OG0000938	Pras.g_00344	Pral.g_01172
OG0000939	Pras.g_00345	Pral.g_01171
OG0000940	Pras.g_00346	Pral.g_01169
OG0000941	Pras.g_00348	Pral.g_01167
OG0000942	Pras.g_00349	Pral.g_01166
OG0000943	Pras.g_00352	Pral.g_01159
OG0000944	Pras.g_00353	Pral.g_01158
OG0000945	Pras.g_00354	Pral.g_01157
OG0000946	Pras.g_00355	Pral.g_01156
OG0000947	Pras.g_00356	Pral.g_01155
OG0000948	Pras.g_00357	Pral.g_01154
OG0000949	Pras.g_00358	Pral.g_01153
OG0000950	Pras.g_00359	Pral.g_01152
OG0000951	Pras.g_00360	Pral.g_01151
OG0000952	Pras.g_00361	Pral.g_01150
OG0000953	Pras.g_00362	Pral.g_01149
OG0000954	Pras.g_00363	Pral.g_01148
OG0000955	Pras.g_00364	Pral.g_01147
OG0000956	Pras.g_00365	Pral.g_01146
OG0000957	Pras.g_00366	Pral.g_01145
OG0000958	Pras.g_00367	Pral.g_01144
OG0000959	Pras.g_00368	Pral.g_01143
OG0000960	Pras.g_00369	Pral.g_01142
OG0000961	Pras.g_00373	Pral.g_01137
OG0000962	Pras.g_00374	Pral.g_01136
OG0000963	Pras.g_00375	Pral.g_01135
OG0000964	Pras.g_00377	Pral.g_01133
OG0000965	Pras.g_00378	Pral.g_01132
OG0000966	Pras.g_00379	Pral.g_01131
OG0000967	Pras.g_00380	Pral.g_01130
OG0000968	Pras.g_00381	Pral.g_01129
OG0000969	Pras.g_00382	Pral.g_01128
OG0000970	Pras.g_00384	Pral.g_01127
OG0000971	Pras.g_00385	Pral.g_01126
OG0000972	Pras.g_00386	Pral.g_01125
OG0000973	Pras.g_00387	Pral.g_01124
OG0000974	Pras.g_00389	Pral.g_01122
OG0000975	Pras.g_00392	Pral.g_01115
OG0000976	Pras.g_00394	Pral.g_01112
OG0000977	Pras.g_00395	Pral.g_01110
OG0000978	Pras.g_00396	Pral.g_01108
OG0000979	Pras.g_00399	Pral.g_01106
OG0000980	Pras.g_00400	Pral.g_01105
OG0000981	Pras.g_00401	Pral.g_01104
OG0000982	Pras.g_00402	Pral.g_01103
OG0000983	Pras.g_00405	Pral.g_01101
OG0000984	Pras.g_00406	Pral.g_01100
OG0000985	Pras.g_00407	Pral.g_01099
OG0000986	Pras.g_00408	Pral.g_01098
OG0000987	Pras.g_00409	Pral.g_01097
OG0000988	Pras.g_00410	Pral.g_01095
OG0000989	Pras.g_00411	Pral.g_01094
OG0000990	Pras.g_00412	Pral.g_01093
OG0000991	Pras.g_00413	Pral.g_01092
OG0000992	Pras.g_00414	Pral.g_01091
OG0000993	Pras.g_00415	Pral.g_01090
OG0000994	Pras.g_00416	Pral.g_01089
OG0000995	Pras.g_00417	Pral.g_01088
OG0000996	Pras.g_00418	Pral.g_01087
OG0000997	Pras.g_00419	Pral.g_01086
OG0000998	Pras.g_00420	Pral.g_01085
OG0000999	Pras.g_00421	Pral.g_01084
OG0001000	Pras.g_00422	Pral.g_01083
OG0001001	Pras.g_00424	Pral.g_01081
OG0001002	Pras.g_00425	Pral.g_01080
OG0001003	Pras.g_00426	Pral.g_01079
OG0001004	Pras.g_00427	Pral.g_01078
OG0001005	Pras.g_00428	Pral.g_01076
OG0001006	Pras.g_00429	Pral.g_01075
OG0001007	Pras.g_00430	Pral.g_01074
OG0001008	Pras.g_00432	Pral.g_01072
OG0001009	Pras.g_00433	Pral.g_01071
OG0001010	Pras.g_00441	Pral.g_00045
OG0001011	Pras.g_00448	Pral.g_01058
OG0001012	Pras.g_00473	Pral.g_01503
OG0001013	Pras.g_00544	Pral.g_00100
OG0001014	Pras.g_00545	Pral.g_00101
OG0001015	Pras.g_00551	Pral.g_00108
OG0001016	Pras.g_00552	Pral.g_00109
OG0001017	Pras.g_00553	Pral.g_00110
OG0001018	Pras.g_00554	Pral.g_00111
OG0001019	Pras.g_00556	Pral.g_00113
OG0001020	Pras.g_00557	Pral.g_00114
OG0001021	Pras.g_00558	Pral.g_00115
OG0001022	Pras.g_00559	Pral.g_00116
OG0001023	Pras.g_00560	Pral.g_00117
OG0001024	Pras.g_00561	Pral.g_00119
OG0001025	Pras.g_00562	Pral.g_00120
OG0001026	Pras.g_00564	Pral.g_00121
OG0001027	Pras.g_00565	Pral.g_00122
OG0001028	Pras.g_00566	Pral.g_00123
OG0001029	Pras.g_00567	Pral.g_00124
OG0001030	Pras.g_00568	Pral.g_00125
OG0001031	Pras.g_00569	Pral.g_00126
OG0001032	Pras.g_00570	Pral.g_00127
OG0001033	Pras.g_00571	Pral.g_00128
OG0001034	Pras.g_00572	Pral.g_00129
OG0001035	Pras.g_00574	Pral.g_00131
OG0001036	Pras.g_00575	Pral.g_00132
OG0001037	Pras.g_00576	Pral.g_00133
OG0001038	Pras.g_00577	Pral.g_00134
OG0001039	Pras.g_00578	Pral.g_00135
OG0001040	Pras.g_00579	Pral.g_00136
OG0001041	Pras.g_00580	Pral.g_00137
OG0001042	Pras.g_00581	Pral.g_00138
OG0001043	Pras.g_00582	Pral.g_00139
OG0001044	Pras.g_00583	Pral.g_00140
OG0001045	Pras.g_00584	Pral.g_00141
OG0001046	Pras.g_00585	Pral.g_00142
OG0001047	Pras.g_00588	Pral.g_00145
OG0001048	Pras.g_00590	Pral.g_00147
OG0001049	Pras.g_00591	Pral.g_00148
OG0001050	Pras.g_00592	Pral.g_00149
OG0001051	Pras.g_00593	Pral.g_00150
OG0001052	Pras.g_00594	Pral.g_00151
OG0001053	Pras.g_00596	Pral.g_00154
OG0001054	Pras.g_00598	Pral.g_00156
OG0001055	Pras.g_00599	Pral.g_00157
OG0001056	Pras.g_00600	Pral.g_00158
OG0001057	Pras.g_00601	Pral.g_00159
OG0001058	Pras.g_00602	Pral.g_00160
OG0001059	Pras.g_00603	Pral.g_00161
OG0001060	Pras.g_00604	Pral.g_00162
OG0001061	Pras.g_00605	Pral.g_00163
OG0001062	Pras.g_00606	Pral.g_00164
OG0001063	Pras.g_00607	Pral.g_00165
OG0001064	Pras.g_00609	Pral.g_00167
OG0001065	Pras.g_00613	Pral.g_00170
OG0001066	Pras.g_00614	Pral.g_00172
OG0001067	Pras.g_00615	Pral.g_00173
OG0001068	Pras.g_00617	Pral.g_00176
OG0001069	Pras.g_00618	Pral.g_00177
OG0001070	Pras.g_00619	Pral.g_00178
OG0001071	Pras.g_00620	Pral.g_00179
OG0001072	Pras.g_00621	Pral.g_00180
OG0001073	Pras.g_00622	Pral.g_00181
OG0001074	Pras.g_00623	Pral.g_00182
OG0001075	Pras.g_00624	Pral.g_00183
OG0001076	Pras.g_00625	Pral.g_00184
OG0001077	Pras.g_00626	Pral.g_00185
OG0001078	Pras.g_00627	Pral.g_00187
OG0001079	Pras.g_00628	Pral.g_00188
OG0001080	Pras.g_00629	Pral.g_00189
OG0001081	Pras.g_00632	Pral.g_00193
OG0001082	Pras.g_00633	Pral.g_00194
OG0001083	Pras.g_00634	Pral.g_00198
OG0001084	Pras.g_00636	Pral.g_00196
OG0001085	Pras.g_00637	Pral.g_00195
OG0001086	Pras.g_00638	Pral.g_00192
OG0001087	Pras.g_00639	Pral.g_00191
OG0001088	Pras.g_00640	Pral.g_00190
OG0001089	Pras.g_00645	Pral.g_00200
OG0001090	Pras.g_00647	Pral.g_00202
OG0001091	Pras.g_00648	Pral.g_00203
OG0001092	Pras.g_00649	Pral.g_00204
OG0001093	Pras.g_00650	Pral.g_00205
OG0001094	Pras.g_00651	Pral.g_00206
OG0001095	Pras.g_00652	Pral.g_00207
OG0001096	Pras.g_00653	Pral.g_00208
OG0001097	Pras.g_00654	Pral.g_00209
OG0001098	Pras.g_00655	Pral.g_00210
OG0001099	Pras.g_00656	Pral.g_00211
OG0001100	Pras.g_00657	Pral.g_00212
OG0001101	Pras.g_00658	Pral.g_00213
OG0001102	Pras.g_00659	Pral.g_00214
OG0001103	Pras.g_00660	Pral.g_00215
OG0001104	Pras.g_00661	Pral.g_00216
OG0001105	Pras.g_00662	Pral.g_00217
OG0001106	Pras.g_00663	Pral.g_00218
OG0001107	Pras.g_00664	Pral.g_00219
OG0001108	Pras.g_00665	Pral.g_00220
OG0001109	Pras.g_00666	Pral.g_00221
OG0001110	Pras.g_00667	Pral.g_00222
OG0001111	Pras.g_00668	Pral.g_00223
OG0001112	Pras.g_00669	Pral.g_00224
OG0001113	Pras.g_00670	Pral.g_00225
OG0001114	Pras.g_00671	Pral.g_00226
OG0001115	Pras.g_00672	Pral.g_00227
OG0001116	Pras.g_00673	Pral.g_00228
OG0001117	Pras.g_00674	Pral.g_00229
OG0001118	Pras.g_00675	Pral.g_00230
OG0001119	Pras.g_00676	Pral.g_00232
OG0001120	Pras.g_00677	Pral.g_01190
OG0001121	Pras.g_00679	Pral.g_00234
OG0001122	Pras.g_00680	Pral.g_00235
OG0001123	Pras.g_00681	Pral.g_00236
OG0001124	Pras.g_00683	Pral.g_00238
OG0001125	Pras.g_00685	Pral.g_00240
OG0001126	Pras.g_00686	Pral.g_00241
OG0001127	Pras.g_00688	Pral.g_00244
OG0001128	Pras.g_00689	Pral.g_00245
OG0001129	Pras.g_00690	Pral.g_00246
OG0001130	Pras.g_00693	Pral.g_00249
OG0001131	Pras.g_00694	Pral.g_00250
OG0001132	Pras.g_00695	Pral.g_00251
OG0001133	Pras.g_00696	Pral.g_00252
OG0001134	Pras.g_00697	Pral.g_00253
OG0001135	Pras.g_00698	Pral.g_00254
OG0001136	Pras.g_00699	Pral.g_00255
OG0001137	Pras.g_00700	Pral.g_00256
OG0001138	Pras.g_00701	Pral.g_00257
OG0001139	Pras.g_00702	Pral.g_00259
OG0001140	Pras.g_00703	Pral.g_00260
OG0001141	Pras.g_00704	Pral.g_00261
OG0001142	Pras.g_00707	Pral.g_00266
OG0001143	Pras.g_00708	Pral.g_00267
OG0001144	Pras.g_00709	Pral.g_00268
OG0001145	Pras.g_00710	Pral.g_00269
OG0001146	Pras.g_00711	Pral.g_00270
OG0001147	Pras.g_00712	Pral.g_00271
OG0001148	Pras.g_00713	Pral.g_00272
OG0001149	Pras.g_00715	Pral.g_00274
OG0001150	Pras.g_00716	Pral.g_00275
OG0001151	Pras.g_00718	Pral.g_00278
OG0001152	Pras.g_00719	Pral.g_00279
OG0001153	Pras.g_00720	Pral.g_00280
OG0001154	Pras.g_00722	Pral.g_00282
OG0001155	Pras.g_00724	Pral.g_00284
OG0001156	Pras.g_00726	Pral.g_00286
OG0001157	Pras.g_00727	Pral.g_00288
OG0001158	Pras.g_00729	Pral.g_00290
OG0001159	Pras.g_00730	Pral.g_00291
OG0001160	Pras.g_00731	Pral.g_00292
OG0001161	Pras.g_00732	Pral.g_00293
OG0001162	Pras.g_00733	Pral.g_00294
OG0001163	Pras.g_00734	Pral.g_00295
