Orthogroup	Pras	Prba
OG0000562	Pras.g_01516	Prba.g_01677
OG0000563	Pras.g_01517	Prba.g_01676
OG0000564	Pras.g_01518	Prba.g_01675
OG0000565	Pras.g_01519	Prba.g_01674
OG0000566	Pras.g_01520	Prba.g_01673
OG0000567	Pras.g_01521	Prba.g_01672
OG0000568	Pras.g_01522	Prba.g_01671
OG0000569	Pras.g_01523	Prba.g_01670
OG0000570	Pras.g_01524	Prba.g_01669
OG0000571	Pras.g_01525	Prba.g_01668
OG0000572	Pras.g_01526	Prba.g_01667
OG0000573	Pras.g_01529	Prba.g_01664
OG0000574	Pras.g_01530	Prba.g_01663
OG0000575	Pras.g_01531	Prba.g_01662
OG0000576	Pras.g_01532	Prba.g_01661
OG0000577	Pras.g_01533	Prba.g_01660
OG0000578	Pras.g_01534	Prba.g_01659
OG0000579	Pras.g_01535	Prba.g_01658
OG0000580	Pras.g_01536	Prba.g_01657
OG0000581	Pras.g_01537	Prba.g_01656
OG0000582	Pras.g_01538	Prba.g_01655
OG0000583	Pras.g_01539	Prba.g_01654
OG0000584	Pras.g_01540	Prba.g_01653
OG0000585	Pras.g_01541	Prba.g_01652
OG0000586	Pras.g_01543	Prba.g_01650
OG0000587	Pras.g_01544	Prba.g_01649
OG0000588	Pras.g_01546	Prba.g_01647
OG0000589	Pras.g_01547	Prba.g_01646
OG0000590	Pras.g_01549	Prba.g_01644
OG0000591	Pras.g_01555	Prba.g_01638
OG0000592	Pras.g_01556	Prba.g_01637
OG0000593	Pras.g_01557	Prba.g_01636
OG0000594	Pras.g_01559	Prba.g_01634
OG0000595	Pras.g_01560	Prba.g_01633
OG0000596	Pras.g_01561	Prba.g_01632
OG0000597	Pras.g_01563	Prba.g_01630
OG0000598	Pras.g_01564	Prba.g_01629
OG0000599	Pras.g_01565	Prba.g_01628
OG0000600	Pras.g_01566	Prba.g_01627
OG0000601	Pras.g_01568	Prba.g_01625
OG0000602	Pras.g_01569	Prba.g_01624
OG0000603	Pras.g_01570	Prba.g_01623
OG0000604	Pras.g_01571	Prba.g_01622
OG0000605	Pras.g_01572	Prba.g_01621
OG0000606	Pras.g_01573	Prba.g_01620
OG0000607	Pras.g_01575	Prba.g_01618
OG0000608	Pras.g_01576	Prba.g_01617
OG0000609	Pras.g_01580	Prba.g_01613
OG0000610	Pras.g_01581	Prba.g_01612
OG0000611	Pras.g_01607	Prba.g_01593
OG0000612	Pras.g_01608	Prba.g_01592
OG0000613	Pras.g_01609	Prba.g_01591
OG0000614	Pras.g_01610	Prba.g_01590
OG0000615	Pras.g_01612	Prba.g_01588
OG0000616	Pras.g_01613	Prba.g_01587
OG0000617	Pras.g_01614	Prba.g_01586
OG0000618	Pras.g_01615	Prba.g_01585
OG0000619	Pras.g_01616	Prba.g_01584
OG0000620	Pras.g_01617	Prba.g_01583
OG0000621	Pras.g_01618	Prba.g_01582
OG0000622	Pras.g_01619	Prba.g_01581
OG0000623	Pras.g_01620	Prba.g_01580
OG0000624	Pras.g_01621	Prba.g_01579
OG0000625	Pras.g_01622	Prba.g_01578
OG0000626	Pras.g_01623	Prba.g_01577
OG0000627	Pras.g_01624	Prba.g_01576
OG0000628	Pras.g_01625	Prba.g_01575
OG0000629	Pras.g_01626	Prba.g_01574
OG0000630	Pras.g_01627	Prba.g_01573
OG0000631	Pras.g_01629	Prba.g_01571
OG0000632	Pras.g_01645	Prba.g_01558
OG0000633	Pras.g_01649	Prba.g_01554
OG0000634	Pras.g_01664	Prba.g_01541
OG0000635	Pras.g_01665	Prba.g_01534
OG0000636	Pras.g_01666	Prba.g_01533
OG0000637	Pras.g_01667	Prba.g_01532
OG0000638	Pras.g_01679	Prba.g_01521
OG0000639	Pras.g_01688	Prba.g_01512
OG0000640	Pras.g_01690	Prba.g_01510
OG0000641	Pras.g_01692	Prba.g_01508
OG0000642	Pras.g_01693	Prba.g_01507
OG0000643	Pras.g_01694	Prba.g_01506
OG0000644	Pras.g_01695	Prba.g_01505
OG0000645	Pras.g_01696	Prba.g_01504
OG0000646	Pras.g_01697	Prba.g_01503
OG0000647	Pras.g_01698	Prba.g_01502
OG0000648	Pras.g_01700	Prba.g_01500
OG0000649	Pras.g_01701	Prba.g_01499
OG0000650	Pras.g_01702	Prba.g_01498
OG0000651	Pras.g_01703	Prba.g_01497
OG0000652	Pras.g_01704	Prba.g_01496
OG0000653	Pras.g_01705	Prba.g_01495
OG0000654	Pras.g_01707	Prba.g_01493
OG0000655	Pras.g_01709	Prba.g_01491
OG0000656	Pras.g_01710	Prba.g_01490
OG0000657	Pras.g_01711	Prba.g_01489
OG0000658	Pras.g_01712	Prba.g_01488
OG0000659	Pras.g_01713	Prba.g_01487
OG0000660	Pras.g_01714	Prba.g_01486
OG0000661	Pras.g_01715	Prba.g_01485
OG0000662	Pras.g_01716	Prba.g_01484
OG0000663	Pras.g_01717	Prba.g_01483
OG0000664	Pras.g_01718	Prba.g_01482
OG0000665	Pras.g_01719	Prba.g_01481
OG0000666	Pras.g_01720	Prba.g_01480
OG0000667	Pras.g_01721	Prba.g_01479
OG0000668	Pras.g_01722	Prba.g_01478
OG0000669	Pras.g_01724	Prba.g_01476
OG0000670	Pras.g_01725	Prba.g_01475
OG0000671	Pras.g_01726	Prba.g_01474
OG0000672	Pras.g_01727	Prba.g_01473
OG0000673	Pras.g_01728	Prba.g_01472
OG0000674	Pras.g_01729	Prba.g_01471
OG0000675	Pras.g_01731	Prba.g_01469
OG0000676	Pras.g_01732	Prba.g_01468
OG0000677	Pras.g_01734	Prba.g_01465
OG0000678	Pras.g_01736	Prba.g_01463
OG0000679	Pras.g_01737	Prba.g_01462
OG0000680	Pras.g_01738	Prba.g_01461
OG0000681	Pras.g_01739	Prba.g_01460
OG0000682	Pras.g_01740	Prba.g_01459
OG0000683	Pras.g_01742	Prba.g_01457
OG0000684	Pras.g_01743	Prba.g_01456
OG0000685	Pras.g_01744	Prba.g_01455
OG0000686	Pras.g_01745	Prba.g_01454
OG0000687	Pras.g_01746	Prba.g_01453
OG0000688	Pras.g_01747	Prba.g_01452
OG0000689	Pras.g_01748	Prba.g_01451
OG0000690	Pras.g_01749	Prba.g_01450
OG0000691	Pras.g_01750	Prba.g_01449
OG0000692	Pras.g_01752	Prba.g_01447
OG0000693	Pras.g_01753	Prba.g_01446
OG0000694	Pras.g_01754	Prba.g_01445
OG0000695	Pras.g_01755	Prba.g_01444
OG0000696	Pras.g_01756	Prba.g_01443
OG0000697	Pras.g_01758	Prba.g_01441
OG0000698	Pras.g_01760	Prba.g_01439
OG0000699	Pras.g_01761	Prba.g_01438
OG0000700	Pras.g_01788	Prba.g_01411
OG0000701	Pras.g_01791	Prba.g_01407
OG0000702	Pras.g_01792	Prba.g_01404
OG0000703	Pras.g_01793	Prba.g_01403
OG0000704	Pras.g_01794	Prba.g_01402
OG0000705	Pras.g_01795	Prba.g_01401
OG0000706	Pras.g_01796	Prba.g_01400
OG0000707	Pras.g_01798	Prba.g_01398
OG0000708	Pras.g_01799	Prba.g_01397
OG0000709	Pras.g_01801	Prba.g_01395
OG0000710	Pras.g_01802	Prba.g_01394
OG0000711	Pras.g_01803	Prba.g_01393
OG0000712	Pras.g_01804	Prba.g_01392
OG0000713	Pras.g_01805	Prba.g_01391
OG0000714	Pras.g_01807	Prba.g_01389
OG0000715	Pras.g_01808	Prba.g_01388
OG0000716	Pras.g_01810	Prba.g_01386
OG0000717	Pras.g_01811	Prba.g_01385
OG0000718	Pras.g_01812	Prba.g_01384
OG0000719	Pras.g_01814	Prba.g_01382
OG0000720	Pras.g_01815	Prba.g_01381
OG0000721	Pras.g_01818	Prba.g_01379
OG0000722	Pras.g_01819	Prba.g_01378
OG0000723	Pras.g_01820	Prba.g_01377
OG0000724	Pras.g_01821	Prba.g_01375
OG0000725	Pras.g_01822	Prba.g_01374
OG0000726	Pras.g_01823	Prba.g_01373
OG0000727	Pras.g_01824	Prba.g_01372
OG0000728	Pras.g_01825	Prba.g_01371
OG0000729	Pras.g_01826	Prba.g_01370
OG0000730	Pras.g_01827	Prba.g_01369
OG0000731	Pras.g_01828	Prba.g_01368
OG0000732	Pras.g_01829	Prba.g_01367
OG0000733	Pras.g_01830	Prba.g_01366
OG0000734	Pras.g_01831	Prba.g_01365
OG0000735	Pras.g_01833	Prba.g_01363
OG0000736	Pras.g_01834	Prba.g_01362
OG0000737	Pras.g_01835	Prba.g_01361
OG0000738	Pras.g_01836	Prba.g_01360
OG0000739	Pras.g_01837	Prba.g_01359
OG0000740	Pras.g_01838	Prba.g_01358
OG0000741	Pras.g_01839	Prba.g_01357
OG0000742	Pras.g_01841	Prba.g_01355
OG0000743	Pras.g_01842	Prba.g_01354
OG0000744	Pras.g_01843	Prba.g_01353
OG0000745	Pras.g_01844	Prba.g_01352
OG0000746	Pras.g_01845	Prba.g_01351
OG0000747	Pras.g_01846	Prba.g_01350
OG0000748	Pras.g_01847	Prba.g_01349
OG0000749	Pras.g_01848	Prba.g_01348
OG0000750	Pras.g_01849	Prba.g_01347
OG0000751	Pras.g_01850	Prba.g_01346
OG0000752	Pras.g_01851	Prba.g_01345
OG0000753	Pras.g_01853	Prba.g_01343
OG0000754	Pras.g_01854	Prba.g_01342
OG0000755	Pras.g_01855	Prba.g_01341
OG0000756	Pras.g_01856	Prba.g_01340
OG0000757	Pras.g_01857	Prba.g_01339
OG0000758	Pras.g_01858	Prba.g_01338
OG0000759	Pras.g_01860	Prba.g_01336
OG0000760	Pras.g_01861	Prba.g_01335
OG0000761	Pras.g_01862	Prba.g_01334
OG0000762	Pras.g_01864	Prba.g_01332
OG0000763	Pras.g_01865	Prba.g_01331
OG0000764	Pras.g_01866	Prba.g_01330
OG0000765	Pras.g_01867	Prba.g_01329
OG0000766	Pras.g_01868	Prba.g_01328
OG0000767	Pras.g_01870	Prba.g_01326
OG0000768	Pras.g_01871	Prba.g_01325
OG0000769	Pras.g_01872	Prba.g_01324
OG0000770	Pras.g_01873	Prba.g_01323
OG0000771	Pras.g_01874	Prba.g_01322
OG0000772	Pras.g_01875	Prba.g_01321
OG0000773	Pras.g_01876	Prba.g_01320
OG0000774	Pras.g_01877	Prba.g_01319
OG0000775	Pras.g_01878	Prba.g_01318
OG0000776	Pras.g_01881	Prba.g_01316
OG0000777	Pras.g_01883	Prba.g_01314
OG0000778	Pras.g_01884	Prba.g_01313
OG0000779	Pras.g_01885	Prba.g_01312
OG0000780	Pras.g_01887	Prba.g_01310
OG0000781	Pras.g_01889	Prba.g_01308
OG0000782	Pras.g_01890	Prba.g_01307
OG0000783	Pras.g_01903	Prba.g_01295
OG0000784	Pras.g_01905	Prba.g_01293
OG0000785	Pras.g_01906	Prba.g_01292
OG0000786	Pras.g_01907	Prba.g_01291
OG0000787	Pras.g_01908	Prba.g_01290
OG0000788	Pras.g_01912	Prba.g_01286
OG0000789	Pras.g_01914	Prba.g_01284
OG0000790	Pras.g_01915	Prba.g_01283
OG0000791	Pras.g_01916	Prba.g_01282
OG0000792	Pras.g_01917	Prba.g_01281
OG0000793	Pras.g_01918	Prba.g_01280
OG0000794	Pras.g_01920	Prba.g_01278
OG0000795	Pras.g_01923	Prba.g_01275
OG0000796	Pras.g_01924	Prba.g_01274
OG0000797	Pras.g_01926	Prba.g_01272
OG0000798	Pras.g_01927	Prba.g_01271
OG0000799	Pras.g_01928	Prba.g_01270
OG0000800	Pras.g_01929	Prba.g_01269
OG0000801	Pras.g_01932	Prba.g_01266
OG0000802	Pras.g_01933	Prba.g_01265
OG0000803	Pras.g_01935	Prba.g_01263
OG0000804	Pras.g_01936	Prba.g_01262
OG0000805	Pras.g_01937	Prba.g_01261
OG0000806	Pras.g_01939	Prba.g_01259
OG0000807	Pras.g_01964	Prba.g_01234
OG0000808	Pras.g_01973	Prba.g_01225
OG0000809	Pras.g_01976	Prba.g_01222
OG0000810	Pras.g_01977	Prba.g_01221
OG0000811	Pras.g_01984	Prba.g_01214
OG0000812	Pras.g_01988	Prba.g_00749
OG0000813	Pras.g_01992	Prba.g_00745
OG0000814	Pras.g_01994	Prba.g_00743
OG0000815	Pras.g_00009	Prba.g_00729
OG0000816	Pras.g_00024	Prba.g_00096
OG0000817	Pras.g_00025	Prba.g_00095
OG0000818	Pras.g_00030	Prba.g_00090
OG0000819	Pras.g_00037	Prba.g_00083
OG0000820	Pras.g_00041	Prba.g_00079
OG0000821	Pras.g_00043	Prba.g_00077
OG0000822	Pras.g_00044	Prba.g_00076
OG0000823	Pras.g_00045	Prba.g_00075
OG0000824	Pras.g_00046	Prba.g_00074
OG0000825	Pras.g_00047	Prba.g_00073
OG0000826	Pras.g_00048	Prba.g_00072
OG0000827	Pras.g_00049	Prba.g_00071
OG0000828	Pras.g_00050	Prba.g_00070
OG0000829	Pras.g_00051	Prba.g_00069
OG0000830	Pras.g_00052	Prba.g_00068
OG0000831	Pras.g_00055	Prba.g_00065
OG0000832	Pras.g_00057	Prba.g_00063
OG0000833	Pras.g_00058	Prba.g_00062
OG0000834	Pras.g_00059	Prba.g_00060
OG0000835	Pras.g_00060	Prba.g_00059
OG0000836	Pras.g_00061	Prba.g_00058
OG0000837	Pras.g_00063	Prba.g_00056
OG0000838	Pras.g_00064	Prba.g_00055
OG0000839	Pras.g_00065	Prba.g_00054
OG0000840	Pras.g_00066	Prba.g_00053
OG0000841	Pras.g_00067	Prba.g_00052
OG0000842	Pras.g_00068	Prba.g_00051
OG0000843	Pras.g_00069	Prba.g_00050
OG0000844	Pras.g_00070	Prba.g_00049
OG0000845	Pras.g_00071	Prba.g_00048
OG0000846	Pras.g_00074	Prba.g_00045
OG0000847	Pras.g_00076	Prba.g_00043
OG0000848	Pras.g_00077	Prba.g_00042
OG0000849	Pras.g_00078	Prba.g_00041
OG0000850	Pras.g_00079	Prba.g_00040
OG0000851	Pras.g_00080	Prba.g_00039
OG0000852	Pras.g_00082	Prba.g_00037
OG0000853	Pras.g_00083	Prba.g_00036
OG0000854	Pras.g_00085	Prba.g_00034
OG0000855	Pras.g_00086	Prba.g_00033
OG0000856	Pras.g_00087	Prba.g_00032
OG0000857	Pras.g_00088	Prba.g_00031
OG0000858	Pras.g_00089	Prba.g_00030
OG0000859	Pras.g_00090	Prba.g_00029
OG0000860	Pras.g_00091	Prba.g_00028
OG0000861	Pras.g_00092	Prba.g_00027
OG0000862	Pras.g_00093	Prba.g_00026
OG0000863	Pras.g_00094	Prba.g_00025
OG0000864	Pras.g_00095	Prba.g_00024
OG0000865	Pras.g_00097	Prba.g_00023
OG0000866	Pras.g_00098	Prba.g_00022
OG0000867	Pras.g_00099	Prba.g_00021
OG0000868	Pras.g_00100	Prba.g_00020
OG0000869	Pras.g_00102	Prba.g_00018
OG0000870	Pras.g_00103	Prba.g_00017
OG0000871	Pras.g_00105	Prba.g_00015
OG0000872	Pras.g_00106	Prba.g_00014
OG0000873	Pras.g_00108	Prba.g_00012
OG0000874	Pras.g_00109	Prba.g_00011
OG0000875	Pras.g_00110	Prba.g_00010
OG0000876	Pras.g_00111	Prba.g_00009
OG0000877	Pras.g_00113	Prba.g_00007
OG0000878	Pras.g_00178	Prba.g_01167
OG0000879	Pras.g_00197	Prba.g_01181
OG0000880	Pras.g_00198	Prba.g_01182
OG0000881	Pras.g_00199	Prba.g_01183
OG0000882	Pras.g_00200	Prba.g_01184
OG0000883	Pras.g_00201	Prba.g_01185
OG0000884	Pras.g_00204	Prba.g_01187
OG0000885	Pras.g_00205	Prba.g_01188
OG0000886	Pras.g_00206	Prba.g_01189
OG0000887	Pras.g_00207	Prba.g_01190
OG0000888	Pras.g_00208	Prba.g_01191
OG0000889	Pras.g_00211	Prba.g_01194
OG0000890	Pras.g_00212	Prba.g_01195
OG0000891	Pras.g_00213	Prba.g_01196
OG0000892	Pras.g_00214	Prba.g_01198
OG0000893	Pras.g_00216	Prba.g_01199
OG0000894	Pras.g_00217	Prba.g_01200
OG0000895	Pras.g_00218	Prba.g_01201
OG0000896	Pras.g_00219	Prba.g_01202
OG0000897	Pras.g_00220	Prba.g_01203
OG0000898	Pras.g_00223	Prba.g_01205
OG0000899	Pras.g_00224	Prba.g_01206
OG0000900	Pras.g_00232	Prba.g_00214
OG0000901	Pras.g_00236	Prba.g_00210
OG0000902	Pras.g_00237	Prba.g_00209
OG0000903	Pras.g_00238	Prba.g_00208
OG0000904	Pras.g_00240	Prba.g_00206
OG0000905	Pras.g_00242	Prba.g_00204
OG0000906	Pras.g_00244	Prba.g_00202
OG0000907	Pras.g_00245	Prba.g_00201
OG0000908	Pras.g_00248	Prba.g_00198
OG0000909	Pras.g_00252	Prba.g_00194
OG0000910	Pras.g_00253	Prba.g_00193
OG0000911	Pras.g_00254	Prba.g_00192
OG0000912	Pras.g_00255	Prba.g_00191
OG0000913	Pras.g_00256	Prba.g_00190
OG0000914	Pras.g_00257	Prba.g_00189
OG0000915	Pras.g_00258	Prba.g_00188
OG0000916	Pras.g_00259	Prba.g_00187
OG0000917	Pras.g_00260	Prba.g_00186
OG0000918	Pras.g_00261	Prba.g_00185
OG0000919	Pras.g_00262	Prba.g_00184
OG0000920	Pras.g_00263	Prba.g_00183
OG0000921	Pras.g_00264	Prba.g_00182
OG0000922	Pras.g_00265	Prba.g_00181
OG0000923	Pras.g_00266	Prba.g_00180
OG0000924	Pras.g_00267	Prba.g_00179
OG0000925	Pras.g_00268	Prba.g_00178
OG0000926	Pras.g_00289	Prba.g_00154
OG0000927	Pras.g_00332	Prba.g_00115
OG0000928	Pras.g_00333	Prba.g_00114
OG0000929	Pras.g_00334	Prba.g_00113
OG0000930	Pras.g_00335	Prba.g_00112
OG0000931	Pras.g_00336	Prba.g_00111
OG0000932	Pras.g_00338	Prba.g_00109
OG0000933	Pras.g_00339	Prba.g_00108
OG0000934	Pras.g_00340	Prba.g_00107
OG0000935	Pras.g_00341	Prba.g_00106
OG0000936	Pras.g_00342	Prba.g_00105
OG0000937	Pras.g_00343	Prba.g_00720
OG0000938	Pras.g_00344	Prba.g_00719
OG0000939	Pras.g_00345	Prba.g_00718
OG0000940	Pras.g_00346	Prba.g_00717
OG0000941	Pras.g_00348	Prba.g_00715
OG0000942	Pras.g_00349	Prba.g_00714
OG0000943	Pras.g_00352	Prba.g_00711
OG0000944	Pras.g_00353	Prba.g_00710
OG0000945	Pras.g_00354	Prba.g_00709
OG0000946	Pras.g_00355	Prba.g_00708
OG0000947	Pras.g_00356	Prba.g_00707
OG0000948	Pras.g_00357	Prba.g_00706
OG0000949	Pras.g_00358	Prba.g_00705
OG0000950	Pras.g_00359	Prba.g_00704
OG0000951	Pras.g_00360	Prba.g_00703
OG0000952	Pras.g_00361	Prba.g_00702
OG0000953	Pras.g_00362	Prba.g_00701
OG0000954	Pras.g_00363	Prba.g_00700
OG0000955	Pras.g_00364	Prba.g_00699
OG0000956	Pras.g_00365	Prba.g_00698
OG0000957	Pras.g_00366	Prba.g_00697
OG0000958	Pras.g_00367	Prba.g_00696
OG0000959	Pras.g_00368	Prba.g_00695
OG0000960	Pras.g_00369	Prba.g_00694
OG0000961	Pras.g_00373	Prba.g_00690
OG0000962	Pras.g_00374	Prba.g_00689
OG0000963	Pras.g_00375	Prba.g_00688
OG0000964	Pras.g_00377	Prba.g_00686
OG0000965	Pras.g_00378	Prba.g_00685
OG0000966	Pras.g_00379	Prba.g_00684
OG0000967	Pras.g_00380	Prba.g_00683
OG0000968	Pras.g_00381	Prba.g_00682
OG0000969	Pras.g_00382	Prba.g_00681
OG0000970	Pras.g_00384	Prba.g_00680
OG0000971	Pras.g_00385	Prba.g_00679
OG0000972	Pras.g_00386	Prba.g_00678
OG0000973	Pras.g_00387	Prba.g_00677
OG0000974	Pras.g_00389	Prba.g_00350
OG0000975	Pras.g_00392	Prba.g_00347
OG0000976	Pras.g_00394	Prba.g_00345
OG0000977	Pras.g_00395	Prba.g_00344
OG0000978	Pras.g_00396	Prba.g_00343
OG0000979	Pras.g_00399	Prba.g_00341
OG0000980	Pras.g_00400	Prba.g_00340
OG0000981	Pras.g_00401	Prba.g_00339
OG0000982	Pras.g_00402	Prba.g_00338
OG0000983	Pras.g_00405	Prba.g_00336
OG0000984	Pras.g_00406	Prba.g_00335
OG0000985	Pras.g_00407	Prba.g_00334
OG0000986	Pras.g_00408	Prba.g_00333
OG0000987	Pras.g_00409	Prba.g_00332
OG0000988	Pras.g_00410	Prba.g_00331
OG0000989	Pras.g_00411	Prba.g_00330
OG0000990	Pras.g_00412	Prba.g_00329
OG0000991	Pras.g_00413	Prba.g_00328
OG0000992	Pras.g_00414	Prba.g_00327
OG0000993	Pras.g_00415	Prba.g_00326
OG0000994	Pras.g_00416	Prba.g_00325
OG0000995	Pras.g_00417	Prba.g_00324
OG0000996	Pras.g_00418	Prba.g_00323
OG0000997	Pras.g_00419	Prba.g_00322
OG0000998	Pras.g_00420	Prba.g_00321
OG0000999	Pras.g_00421	Prba.g_00320
OG0001000	Pras.g_00422	Prba.g_00319
OG0001001	Pras.g_00424	Prba.g_00317
OG0001002	Pras.g_00425	Prba.g_00316
OG0001003	Pras.g_00426	Prba.g_00315
OG0001004	Pras.g_00427	Prba.g_00314
OG0001005	Pras.g_00428	Prba.g_00313
OG0001006	Pras.g_00429	Prba.g_00312
OG0001007	Pras.g_00430	Prba.g_00311
OG0001008	Pras.g_00432	Prba.g_00309
OG0001009	Pras.g_00433	Prba.g_00308
OG0001010	Pras.g_00441	Prba.g_00300
OG0001011	Pras.g_00448	Prba.g_00293
OG0001012	Pras.g_00473	Prba.g_00266
OG0001013	Pras.g_00544	Prba.g_00232
OG0001014	Pras.g_00545	Prba.g_00231
OG0001015	Pras.g_00551	Prba.g_00619
OG0001016	Pras.g_00552	Prba.g_00618
OG0001017	Pras.g_00553	Prba.g_00617
OG0001018	Pras.g_00554	Prba.g_00616
OG0001019	Pras.g_00556	Prba.g_00614
OG0001020	Pras.g_00557	Prba.g_00613
OG0001021	Pras.g_00558	Prba.g_00612
OG0001022	Pras.g_00559	Prba.g_00611
OG0001023	Pras.g_00560	Prba.g_00610
OG0001024	Pras.g_00561	Prba.g_00609
OG0001025	Pras.g_00562	Prba.g_00608
OG0001026	Pras.g_00564	Prba.g_00606
OG0001027	Pras.g_00565	Prba.g_00605
OG0001028	Pras.g_00566	Prba.g_00604
OG0001029	Pras.g_00567	Prba.g_00603
OG0001030	Pras.g_00568	Prba.g_00602
OG0001031	Pras.g_00569	Prba.g_00601
OG0001032	Pras.g_00570	Prba.g_00600
OG0001033	Pras.g_00571	Prba.g_00599
OG0001034	Pras.g_00572	Prba.g_00598
OG0001035	Pras.g_00574	Prba.g_00596
OG0001036	Pras.g_00575	Prba.g_00595
OG0001037	Pras.g_00576	Prba.g_00594
OG0001038	Pras.g_00577	Prba.g_00593
OG0001039	Pras.g_00578	Prba.g_00592
OG0001040	Pras.g_00579	Prba.g_00591
OG0001041	Pras.g_00580	Prba.g_00590
OG0001042	Pras.g_00581	Prba.g_00589
OG0001043	Pras.g_00582	Prba.g_00588
OG0001044	Pras.g_00583	Prba.g_00587
OG0001045	Pras.g_00584	Prba.g_00586
OG0001046	Pras.g_00585	Prba.g_00585
OG0001047	Pras.g_00588	Prba.g_00582
OG0001048	Pras.g_00590	Prba.g_00580
OG0001049	Pras.g_00591	Prba.g_00579
OG0001050	Pras.g_00592	Prba.g_00578
OG0001051	Pras.g_00593	Prba.g_00577
OG0001052	Pras.g_00594	Prba.g_00576
OG0001053	Pras.g_00596	Prba.g_00574
OG0001054	Pras.g_00598	Prba.g_00573
OG0001055	Pras.g_00599	Prba.g_00572
OG0001056	Pras.g_00600	Prba.g_00571
OG0001057	Pras.g_00601	Prba.g_00570
OG0001058	Pras.g_00602	Prba.g_00569
OG0001059	Pras.g_00603	Prba.g_00568
OG0001060	Pras.g_00604	Prba.g_00567
OG0001061	Pras.g_00605	Prba.g_00566
OG0001062	Pras.g_00606	Prba.g_00565
OG0001063	Pras.g_00607	Prba.g_00564
OG0001064	Pras.g_00609	Prba.g_00352
OG0001065	Pras.g_00613	Prba.g_00357
OG0001066	Pras.g_00614	Prba.g_00358
OG0001067	Pras.g_00615	Prba.g_00359
OG0001068	Pras.g_00617	Prba.g_00361
OG0001069	Pras.g_00618	Prba.g_00362
OG0001070	Pras.g_00619	Prba.g_00363
OG0001071	Pras.g_00620	Prba.g_00364
OG0001072	Pras.g_00621	Prba.g_00365
OG0001073	Pras.g_00622	Prba.g_00366
OG0001074	Pras.g_00623	Prba.g_00367
OG0001075	Pras.g_00624	Prba.g_00368
OG0001076	Pras.g_00625	Prba.g_00369
OG0001077	Pras.g_00626	Prba.g_00370
OG0001078	Pras.g_00627	Prba.g_00371
OG0001079	Pras.g_00628	Prba.g_00372
OG0001080	Pras.g_00629	Prba.g_00373
OG0001081	Pras.g_00632	Prba.g_00376
OG0001082	Pras.g_00633	Prba.g_00377
OG0001083	Pras.g_00634	Prba.g_00378
OG0001084	Pras.g_00636	Prba.g_00380
OG0001085	Pras.g_00637	Prba.g_00381
OG0001086	Pras.g_00638	Prba.g_00382
OG0001087	Pras.g_00639	Prba.g_00383
OG0001088	Pras.g_00640	Prba.g_00384
OG0001089	Pras.g_00645	Prba.g_00387
OG0001090	Pras.g_00647	Prba.g_00389
OG0001091	Pras.g_00648	Prba.g_00390
OG0001092	Pras.g_00649	Prba.g_00391
OG0001093	Pras.g_00650	Prba.g_00392
OG0001094	Pras.g_00651	Prba.g_00393
OG0001095	Pras.g_00652	Prba.g_00394
OG0001096	Pras.g_00653	Prba.g_00395
OG0001097	Pras.g_00654	Prba.g_00396
OG0001098	Pras.g_00655	Prba.g_00397
OG0001099	Pras.g_00656	Prba.g_00398
OG0001100	Pras.g_00657	Prba.g_00399
OG0001101	Pras.g_00658	Prba.g_00400
OG0001102	Pras.g_00659	Prba.g_00401
OG0001103	Pras.g_00660	Prba.g_00402
OG0001104	Pras.g_00661	Prba.g_00403
OG0001105	Pras.g_00662	Prba.g_00404
OG0001106	Pras.g_00663	Prba.g_00405
OG0001107	Pras.g_00664	Prba.g_00406
OG0001108	Pras.g_00665	Prba.g_00407
OG0001109	Pras.g_00666	Prba.g_00408
OG0001110	Pras.g_00667	Prba.g_00409
OG0001111	Pras.g_00668	Prba.g_00410
OG0001112	Pras.g_00669	Prba.g_00411
OG0001113	Pras.g_00670	Prba.g_00412
OG0001114	Pras.g_00671	Prba.g_00413
OG0001115	Pras.g_00672	Prba.g_00414
OG0001116	Pras.g_00673	Prba.g_00415
OG0001117	Pras.g_00674	Prba.g_00416
OG0001118	Pras.g_00675	Prba.g_00417
OG0001119	Pras.g_00676	Prba.g_00418
OG0001120	Pras.g_00677	Prba.g_00419
OG0001121	Pras.g_00679	Prba.g_00421
OG0001122	Pras.g_00680	Prba.g_00422
OG0001123	Pras.g_00681	Prba.g_00423
OG0001124	Pras.g_00683	Prba.g_00425
OG0001125	Pras.g_00685	Prba.g_00427
OG0001126	Pras.g_00686	Prba.g_00428
OG0001127	Pras.g_00688	Prba.g_00430
OG0001128	Pras.g_00689	Prba.g_00431
OG0001129	Pras.g_00690	Prba.g_00432
OG0001130	Pras.g_00693	Prba.g_00435
OG0001131	Pras.g_00694	Prba.g_00436
OG0001132	Pras.g_00695	Prba.g_00437
OG0001133	Pras.g_00696	Prba.g_00438
OG0001134	Pras.g_00697	Prba.g_01048
OG0001135	Pras.g_00698	Prba.g_01049
OG0001136	Pras.g_00699	Prba.g_01050
OG0001137	Pras.g_00700	Prba.g_01051
OG0001138	Pras.g_00701	Prba.g_01052
OG0001139	Pras.g_00702	Prba.g_01053
OG0001140	Pras.g_00703	Prba.g_01054
OG0001141	Pras.g_00704	Prba.g_01055
OG0001142	Pras.g_00707	Prba.g_01059
OG0001143	Pras.g_00708	Prba.g_01060
