Orthogroup	Pras	Prat
OG0000583	Pras.g_01539	Prat.g_01061
OG0000584	Pras.g_01540	Prat.g_01059
OG0000585	Pras.g_01541	Prat.g_01058
OG0000586	Pras.g_01543	Prat.g_01056
OG0000587	Pras.g_01544	Prat.g_01055
OG0000588	Pras.g_01546	Prat.g_00744
OG0000589	Pras.g_01547	Prat.g_00745
OG0000590	Pras.g_01549	Prat.g_00747
OG0000591	Pras.g_01555	Prat.g_00752
OG0000592	Pras.g_01556	Prat.g_00753
OG0000593	Pras.g_01557	Prat.g_00754
OG0000594	Pras.g_01559	Prat.g_00757
OG0000595	Pras.g_01560	Prat.g_00758
OG0000596	Pras.g_01561	Prat.g_00759
OG0000597	Pras.g_01563	Prat.g_00761
OG0000598	Pras.g_01564	Prat.g_00762
OG0000599	Pras.g_01565	Prat.g_00763
OG0000600	Pras.g_01566	Prat.g_00764
OG0000601	Pras.g_01568	Prat.g_00767
OG0000602	Pras.g_01569	Prat.g_00768
OG0000603	Pras.g_01570	Prat.g_00769
OG0000604	Pras.g_01571	Prat.g_00772
OG0000605	Pras.g_01572	Prat.g_00773
OG0000606	Pras.g_01573	Prat.g_00774
OG0000607	Pras.g_01575	Prat.g_00776
OG0000608	Pras.g_01576	Prat.g_00777
OG0000609	Pras.g_01580	Prat.g_01882
OG0000610	Pras.g_01581	Prat.g_00826
OG0000611	Pras.g_01607	Prat.g_00789
OG0000612	Pras.g_01608	Prat.g_00790
OG0000613	Pras.g_01609	Prat.g_00791
OG0000614	Pras.g_01610	Prat.g_00792
OG0000615	Pras.g_01612	Prat.g_00797
OG0000616	Pras.g_01613	Prat.g_00798
OG0000617	Pras.g_01614	Prat.g_00799
OG0000618	Pras.g_01615	Prat.g_00800
OG0000619	Pras.g_01616	Prat.g_00801
OG0000620	Pras.g_01617	Prat.g_00802
OG0000621	Pras.g_01618	Prat.g_00803
OG0000622	Pras.g_01619	Prat.g_00804
OG0000623	Pras.g_01620	Prat.g_00805
OG0000624	Pras.g_01621	Prat.g_00807
OG0000625	Pras.g_01622	Prat.g_00808
OG0000626	Pras.g_01623	Prat.g_00809
OG0000627	Pras.g_01624	Prat.g_00811
OG0000628	Pras.g_01625	Prat.g_00812
OG0000629	Pras.g_01626	Prat.g_00813
OG0000630	Pras.g_01627	Prat.g_00814
OG0000631	Pras.g_01629	Prat.g_00816
OG0000632	Pras.g_01645	Prat.g_00622
OG0000633	Pras.g_01649	Prat.g_01486
OG0000634	Pras.g_01664	Prat.g_01472
OG0000635	Pras.g_01665	Prat.g_00888
OG0000636	Pras.g_01666	Prat.g_00887
OG0000637	Pras.g_01667	Prat.g_00886
OG0000638	Pras.g_01679	Prat.g_00345
OG0000639	Pras.g_01688	Prat.g_00859
OG0000640	Pras.g_01690	Prat.g_00863
OG0000641	Pras.g_01692	Prat.g_00865
OG0000642	Pras.g_01693	Prat.g_00866
OG0000643	Pras.g_01694	Prat.g_00867
OG0000644	Pras.g_01695	Prat.g_01043
OG0000645	Pras.g_01696	Prat.g_01042
OG0000646	Pras.g_01697	Prat.g_01041
OG0000647	Pras.g_01698	Prat.g_01040
OG0000648	Pras.g_01700	Prat.g_01038
OG0000649	Pras.g_01701	Prat.g_01037
OG0000650	Pras.g_01702	Prat.g_01036
OG0000651	Pras.g_01703	Prat.g_01035
OG0000652	Pras.g_01704	Prat.g_01034
OG0000653	Pras.g_01705	Prat.g_01033
OG0000654	Pras.g_01707	Prat.g_01031
OG0000655	Pras.g_01709	Prat.g_01029
OG0000656	Pras.g_01710	Prat.g_01028
OG0000657	Pras.g_01711	Prat.g_01027
OG0000658	Pras.g_01712	Prat.g_01026
OG0000659	Pras.g_01713	Prat.g_01025
OG0000660	Pras.g_01714	Prat.g_01024
OG0000661	Pras.g_01715	Prat.g_01023
OG0000662	Pras.g_01716	Prat.g_01021
OG0000663	Pras.g_01717	Prat.g_01020
OG0000664	Pras.g_01718	Prat.g_01019
OG0000665	Pras.g_01719	Prat.g_01018
OG0000666	Pras.g_01720	Prat.g_01017
OG0000667	Pras.g_01721	Prat.g_01016
OG0000668	Pras.g_01722	Prat.g_01015
OG0000669	Pras.g_01724	Prat.g_01013
OG0000670	Pras.g_01725	Prat.g_01012
OG0000671	Pras.g_01726	Prat.g_01011
OG0000672	Pras.g_01727	Prat.g_01010
OG0000673	Pras.g_01728	Prat.g_01009
OG0000674	Pras.g_01729	Prat.g_01008
OG0000675	Pras.g_01731	Prat.g_01007
OG0000676	Pras.g_01732	Prat.g_01006
OG0000677	Pras.g_01734	Prat.g_01004
OG0000678	Pras.g_01736	Prat.g_01002
OG0000679	Pras.g_01737	Prat.g_01001
OG0000680	Pras.g_01738	Prat.g_01000
OG0000681	Pras.g_01739	Prat.g_00999
OG0000682	Pras.g_01740	Prat.g_00998
OG0000683	Pras.g_01742	Prat.g_00996
OG0000684	Pras.g_01743	Prat.g_00995
OG0000685	Pras.g_01744	Prat.g_00994
OG0000686	Pras.g_01745	Prat.g_00993
OG0000687	Pras.g_01746	Prat.g_00992
OG0000688	Pras.g_01747	Prat.g_00991
OG0000689	Pras.g_01748	Prat.g_00990
OG0000690	Pras.g_01749	Prat.g_00989
OG0000691	Pras.g_01750	Prat.g_00988
OG0000692	Pras.g_01752	Prat.g_00984
OG0000693	Pras.g_01753	Prat.g_00983
OG0000694	Pras.g_01754	Prat.g_00982
OG0000695	Pras.g_01755	Prat.g_00981
OG0000696	Pras.g_01756	Prat.g_00980
OG0000697	Pras.g_01758	Prat.g_00978
OG0000698	Pras.g_01760	Prat.g_00974
OG0000699	Pras.g_01761	Prat.g_00973
OG0000700	Pras.g_01788	Prat.g_00694
OG0000701	Pras.g_01791	Prat.g_00699
OG0000702	Pras.g_01792	Prat.g_00705
OG0000703	Pras.g_01793	Prat.g_00707
OG0000704	Pras.g_01794	Prat.g_00708
OG0000705	Pras.g_01795	Prat.g_00709
OG0000706	Pras.g_01796	Prat.g_00710
OG0000707	Pras.g_01798	Prat.g_00712
OG0000708	Pras.g_01799	Prat.g_00713
OG0000709	Pras.g_01801	Prat.g_00716
OG0000710	Pras.g_01802	Prat.g_00717
OG0000711	Pras.g_01803	Prat.g_00718
OG0000712	Pras.g_01804	Prat.g_00719
OG0000713	Pras.g_01805	Prat.g_00720
OG0000714	Pras.g_01807	Prat.g_00722
OG0000715	Pras.g_01808	Prat.g_00723
OG0000716	Pras.g_01810	Prat.g_00725
OG0000717	Pras.g_01811	Prat.g_00726
OG0000718	Pras.g_01812	Prat.g_00728
OG0000719	Pras.g_01814	Prat.g_00730
OG0000720	Pras.g_01815	Prat.g_00731
OG0000721	Pras.g_01818	Prat.g_00734
OG0000722	Pras.g_01819	Prat.g_00735
OG0000723	Pras.g_01820	Prat.g_00736
OG0000724	Pras.g_01821	Prat.g_00738
OG0000725	Pras.g_01822	Prat.g_00739
OG0000726	Pras.g_01823	Prat.g_00740
OG0000727	Pras.g_01824	Prat.g_00741
OG0000728	Pras.g_01825	Prat.g_00742
OG0000729	Pras.g_01826	Prat.g_00743
OG0000730	Pras.g_01827	Prat.g_01053
OG0000731	Pras.g_01828	Prat.g_01051
OG0000732	Pras.g_01829	Prat.g_01050
OG0000733	Pras.g_01830	Prat.g_01049
OG0000734	Pras.g_01831	Prat.g_01048
OG0000735	Pras.g_01833	Prat.g_01046
OG0000736	Pras.g_01834	Prat.g_01045
OG0000737	Pras.g_01835	Prat.g_01044
OG0000738	Pras.g_01836	Prat.g_00868
OG0000739	Pras.g_01837	Prat.g_00869
OG0000740	Pras.g_01838	Prat.g_00870
OG0000741	Pras.g_01839	Prat.g_00871
OG0000742	Pras.g_01841	Prat.g_00873
OG0000743	Pras.g_01842	Prat.g_00874
OG0000744	Pras.g_01843	Prat.g_00876
OG0000745	Pras.g_01844	Prat.g_00877
OG0000746	Pras.g_01845	Prat.g_00878
OG0000747	Pras.g_01846	Prat.g_00879
OG0000748	Pras.g_01847	Prat.g_00880
OG0000749	Pras.g_01848	Prat.g_00881
OG0000750	Pras.g_01849	Prat.g_00883
OG0000751	Pras.g_01850	Prat.g_00884
OG0000752	Pras.g_01851	Prat.g_00944
OG0000753	Pras.g_01853	Prat.g_00889
OG0000754	Pras.g_01854	Prat.g_00890
OG0000755	Pras.g_01855	Prat.g_00891
OG0000756	Pras.g_01856	Prat.g_00893
OG0000757	Pras.g_01857	Prat.g_00894
OG0000758	Pras.g_01858	Prat.g_00895
OG0000759	Pras.g_01860	Prat.g_00897
OG0000760	Pras.g_01861	Prat.g_00898
OG0000761	Pras.g_01862	Prat.g_00899
OG0000762	Pras.g_01864	Prat.g_00901
OG0000763	Pras.g_01865	Prat.g_00902
OG0000764	Pras.g_01866	Prat.g_00903
OG0000765	Pras.g_01867	Prat.g_00904
OG0000766	Pras.g_01868	Prat.g_00905
OG0000767	Pras.g_01870	Prat.g_00907
OG0000768	Pras.g_01871	Prat.g_00908
OG0000769	Pras.g_01872	Prat.g_00909
OG0000770	Pras.g_01873	Prat.g_00910
OG0000771	Pras.g_01874	Prat.g_00911
OG0000772	Pras.g_01875	Prat.g_00912
OG0000773	Pras.g_01876	Prat.g_00913
OG0000774	Pras.g_01877	Prat.g_00914
OG0000775	Pras.g_01878	Prat.g_00915
OG0000776	Pras.g_01881	Prat.g_00916
OG0000777	Pras.g_01883	Prat.g_00917
OG0000778	Pras.g_01884	Prat.g_00918
OG0000779	Pras.g_01885	Prat.g_00919
OG0000780	Pras.g_01887	Prat.g_00921
OG0000781	Pras.g_01889	Prat.g_00923
OG0000782	Pras.g_01890	Prat.g_00924
OG0000783	Pras.g_01903	Prat.g_00929
OG0000784	Pras.g_01905	Prat.g_00931
OG0000785	Pras.g_01906	Prat.g_00932
OG0000786	Pras.g_01907	Prat.g_00933
OG0000787	Pras.g_01908	Prat.g_00934
OG0000788	Pras.g_01912	Prat.g_00939
OG0000789	Pras.g_01914	Prat.g_00942
OG0000790	Pras.g_01915	Prat.g_00943
OG0000791	Pras.g_01916	Prat.g_00946
OG0000792	Pras.g_01917	Prat.g_00947
OG0000793	Pras.g_01918	Prat.g_00948
OG0000794	Pras.g_01920	Prat.g_00951
OG0000795	Pras.g_01923	Prat.g_00955
OG0000796	Pras.g_01924	Prat.g_00956
OG0000797	Pras.g_01926	Prat.g_00957
OG0000798	Pras.g_01927	Prat.g_00958
OG0000799	Pras.g_01928	Prat.g_00959
OG0000800	Pras.g_01929	Prat.g_00960
OG0000801	Pras.g_01932	Prat.g_00963
OG0000802	Pras.g_01933	Prat.g_00964
OG0000803	Pras.g_01935	Prat.g_00966
OG0000804	Pras.g_01936	Prat.g_00967
OG0000805	Pras.g_01937	Prat.g_00968
OG0000806	Pras.g_01939	Prat.g_00970
OG0000807	Pras.g_01964	Prat.g_01204
OG0000808	Pras.g_01973	Prat.g_01479
OG0000809	Pras.g_01976	Prat.g_01197
OG0000810	Pras.g_01977	Prat.g_01480
OG0000811	Pras.g_01984	Prat.g_01214
OG0000812	Pras.g_01988	Prat.g_01199
OG0000813	Pras.g_01992	Prat.g_00354
OG0000814	Pras.g_01994	Prat.g_01373
OG0000815	Pras.g_00009	Prat.g_01211
OG0000816	Pras.g_00024	Prat.g_01560
OG0000817	Pras.g_00025	Prat.g_01559
OG0000818	Pras.g_00030	Prat.g_01175
OG0000819	Pras.g_00037	Prat.g_01177
OG0000820	Pras.g_00041	Prat.g_01171
OG0000821	Pras.g_00043	Prat.g_01169
OG0000822	Pras.g_00044	Prat.g_01168
OG0000823	Pras.g_00045	Prat.g_01167
OG0000824	Pras.g_00046	Prat.g_01166
OG0000825	Pras.g_00047	Prat.g_01165
OG0000826	Pras.g_00048	Prat.g_01164
OG0000827	Pras.g_00049	Prat.g_01163
OG0000828	Pras.g_00050	Prat.g_01162
OG0000829	Pras.g_00051	Prat.g_01161
OG0000830	Pras.g_00052	Prat.g_01159
OG0000831	Pras.g_00055	Prat.g_01157
OG0000832	Pras.g_00057	Prat.g_01155
OG0000833	Pras.g_00058	Prat.g_01154
OG0000834	Pras.g_00059	Prat.g_01153
OG0000835	Pras.g_00060	Prat.g_01152
OG0000836	Pras.g_00061	Prat.g_01151
OG0000837	Pras.g_00063	Prat.g_01148
OG0000838	Pras.g_00064	Prat.g_01147
OG0000839	Pras.g_00065	Prat.g_01146
OG0000840	Pras.g_00066	Prat.g_01145
OG0000841	Pras.g_00067	Prat.g_01144
OG0000842	Pras.g_00068	Prat.g_01142
OG0000843	Pras.g_00069	Prat.g_01141
OG0000844	Pras.g_00070	Prat.g_01140
OG0000845	Pras.g_00071	Prat.g_01139
OG0000846	Pras.g_00074	Prat.g_01136
OG0000847	Pras.g_00076	Prat.g_01135
OG0000848	Pras.g_00077	Prat.g_01134
OG0000849	Pras.g_00078	Prat.g_01131
OG0000850	Pras.g_00079	Prat.g_01130
OG0000851	Pras.g_00080	Prat.g_01128
OG0000852	Pras.g_00082	Prat.g_01126
OG0000853	Pras.g_00083	Prat.g_01124
OG0000854	Pras.g_00085	Prat.g_01123
OG0000855	Pras.g_00086	Prat.g_01122
OG0000856	Pras.g_00087	Prat.g_01121
OG0000857	Pras.g_00088	Prat.g_01120
OG0000858	Pras.g_00089	Prat.g_01119
OG0000859	Pras.g_00090	Prat.g_01118
OG0000860	Pras.g_00091	Prat.g_01117
OG0000861	Pras.g_00092	Prat.g_01116
OG0000862	Pras.g_00093	Prat.g_01115
OG0000863	Pras.g_00094	Prat.g_01114
OG0000864	Pras.g_00095	Prat.g_01113
OG0000865	Pras.g_00097	Prat.g_01112
OG0000866	Pras.g_00098	Prat.g_01111
OG0000867	Pras.g_00099	Prat.g_01110
OG0000868	Pras.g_00100	Prat.g_01108
OG0000869	Pras.g_00102	Prat.g_01106
OG0000870	Pras.g_00103	Prat.g_01105
OG0000871	Pras.g_00105	Prat.g_01104
OG0000872	Pras.g_00106	Prat.g_01103
OG0000873	Pras.g_00108	Prat.g_01101
OG0000874	Pras.g_00109	Prat.g_01100
OG0000875	Pras.g_00110	Prat.g_01099
OG0000876	Pras.g_00111	Prat.g_01098
OG0000877	Pras.g_00113	Prat.g_00594
OG0000878	Pras.g_00178	Prat.g_00626
OG0000879	Pras.g_00197	Prat.g_01238
OG0000880	Pras.g_00198	Prat.g_01239
OG0000881	Pras.g_00199	Prat.g_01240
OG0000882	Pras.g_00200	Prat.g_01241
OG0000883	Pras.g_00201	Prat.g_01242
OG0000884	Pras.g_00204	Prat.g_01244
OG0000885	Pras.g_00205	Prat.g_01245
OG0000886	Pras.g_00206	Prat.g_01246
OG0000887	Pras.g_00207	Prat.g_01247
OG0000888	Pras.g_00208	Prat.g_01248
OG0000889	Pras.g_00211	Prat.g_01251
OG0000890	Pras.g_00212	Prat.g_01252
OG0000891	Pras.g_00213	Prat.g_01253
OG0000892	Pras.g_00214	Prat.g_01255
OG0000893	Pras.g_00216	Prat.g_01256
OG0000894	Pras.g_00217	Prat.g_01257
OG0000895	Pras.g_00218	Prat.g_01258
OG0000896	Pras.g_00219	Prat.g_01259
OG0000897	Pras.g_00220	Prat.g_01260
OG0000898	Pras.g_00223	Prat.g_01263
OG0000899	Pras.g_00224	Prat.g_01264
OG0000900	Pras.g_00232	Prat.g_01282
OG0000901	Pras.g_00236	Prat.g_01287
OG0000902	Pras.g_00237	Prat.g_01471
OG0000903	Pras.g_00238	Prat.g_01178
OG0000904	Pras.g_00240	Prat.g_01455
OG0000905	Pras.g_00242	Prat.g_01200
OG0000906	Pras.g_00244	Prat.g_01181
OG0000907	Pras.g_00245	Prat.g_00976
OG0000908	Pras.g_00248	Prat.g_01228
OG0000909	Pras.g_00252	Prat.g_01293
OG0000910	Pras.g_00253	Prat.g_01294
OG0000911	Pras.g_00254	Prat.g_01295
OG0000912	Pras.g_00255	Prat.g_01296
OG0000913	Pras.g_00256	Prat.g_01297
OG0000914	Pras.g_00257	Prat.g_01298
OG0000915	Pras.g_00258	Prat.g_01299
OG0000916	Pras.g_00259	Prat.g_01300
OG0000917	Pras.g_00260	Prat.g_01301
OG0000918	Pras.g_00261	Prat.g_01302
OG0000919	Pras.g_00262	Prat.g_01303
OG0000920	Pras.g_00263	Prat.g_01304
OG0000921	Pras.g_00264	Prat.g_01305
OG0000922	Pras.g_00265	Prat.g_01306
OG0000923	Pras.g_00266	Prat.g_01307
OG0000924	Pras.g_00267	Prat.g_01308
OG0000925	Pras.g_00268	Prat.g_01309
OG0000926	Pras.g_00289	Prat.g_01769
OG0000927	Pras.g_00332	Prat.g_01333
OG0000928	Pras.g_00333	Prat.g_01334
OG0000929	Pras.g_00334	Prat.g_01335
OG0000930	Pras.g_00335	Prat.g_01336
OG0000931	Pras.g_00336	Prat.g_01337
OG0000932	Pras.g_00338	Prat.g_01339
OG0000933	Pras.g_00339	Prat.g_01340
OG0000934	Pras.g_00340	Prat.g_01341
OG0000935	Pras.g_00341	Prat.g_01342
OG0000936	Pras.g_00342	Prat.g_01343
OG0000937	Pras.g_00343	Prat.g_01344
OG0000938	Pras.g_00344	Prat.g_01345
OG0000939	Pras.g_00345	Prat.g_01346
OG0000940	Pras.g_00346	Prat.g_01348
OG0000941	Pras.g_00348	Prat.g_01350
OG0000942	Pras.g_00349	Prat.g_01351
OG0000943	Pras.g_00352	Prat.g_01355
OG0000944	Pras.g_00353	Prat.g_01356
OG0000945	Pras.g_00354	Prat.g_01357
OG0000946	Pras.g_00355	Prat.g_01358
OG0000947	Pras.g_00356	Prat.g_01359
OG0000948	Pras.g_00357	Prat.g_01360
OG0000949	Pras.g_00358	Prat.g_01361
OG0000950	Pras.g_00359	Prat.g_01362
OG0000951	Pras.g_00360	Prat.g_01363
OG0000952	Pras.g_00361	Prat.g_01364
OG0000953	Pras.g_00362	Prat.g_01365
OG0000954	Pras.g_00363	Prat.g_01366
OG0000955	Pras.g_00364	Prat.g_01367
OG0000956	Pras.g_00365	Prat.g_01368
OG0000957	Pras.g_00366	Prat.g_01369
OG0000958	Pras.g_00367	Prat.g_01370
OG0000959	Pras.g_00368	Prat.g_01371
OG0000960	Pras.g_00369	Prat.g_01372
OG0000961	Pras.g_00373	Prat.g_01378
OG0000962	Pras.g_00374	Prat.g_01379
OG0000963	Pras.g_00375	Prat.g_01380
OG0000964	Pras.g_00377	Prat.g_01382
OG0000965	Pras.g_00378	Prat.g_01383
OG0000966	Pras.g_00379	Prat.g_01384
OG0000967	Pras.g_00380	Prat.g_01385
OG0000968	Pras.g_00381	Prat.g_01386
OG0000969	Pras.g_00382	Prat.g_01387
OG0000970	Pras.g_00384	Prat.g_01388
OG0000971	Pras.g_00385	Prat.g_01389
OG0000972	Pras.g_00386	Prat.g_01390
OG0000973	Pras.g_00387	Prat.g_01391
OG0000974	Pras.g_00389	Prat.g_01393
OG0000975	Pras.g_00392	Prat.g_01399
OG0000976	Pras.g_00394	Prat.g_01403
OG0000977	Pras.g_00395	Prat.g_01405
OG0000978	Pras.g_00396	Prat.g_01407
OG0000979	Pras.g_00399	Prat.g_01409
OG0000980	Pras.g_00400	Prat.g_01410
OG0000981	Pras.g_00401	Prat.g_01411
OG0000982	Pras.g_00402	Prat.g_01412
OG0000983	Pras.g_00405	Prat.g_01414
OG0000984	Pras.g_00406	Prat.g_01415
OG0000985	Pras.g_00407	Prat.g_01416
OG0000986	Pras.g_00408	Prat.g_01417
OG0000987	Pras.g_00409	Prat.g_01418
OG0000988	Pras.g_00410	Prat.g_01420
OG0000989	Pras.g_00411	Prat.g_01421
OG0000990	Pras.g_00412	Prat.g_01422
OG0000991	Pras.g_00413	Prat.g_01423
OG0000992	Pras.g_00414	Prat.g_01424
OG0000993	Pras.g_00415	Prat.g_01425
OG0000994	Pras.g_00416	Prat.g_01426
OG0000995	Pras.g_00417	Prat.g_01427
OG0000996	Pras.g_00418	Prat.g_01428
OG0000997	Pras.g_00419	Prat.g_01429
OG0000998	Pras.g_00420	Prat.g_01430
OG0000999	Pras.g_00421	Prat.g_01431
OG0001000	Pras.g_00422	Prat.g_01432
OG0001001	Pras.g_00424	Prat.g_01434
OG0001002	Pras.g_00425	Prat.g_01435
OG0001003	Pras.g_00426	Prat.g_01436
OG0001004	Pras.g_00427	Prat.g_01437
OG0001005	Pras.g_00428	Prat.g_01439
OG0001006	Pras.g_00429	Prat.g_01440
OG0001007	Pras.g_00430	Prat.g_01441
OG0001008	Pras.g_00432	Prat.g_01443
OG0001009	Pras.g_00433	Prat.g_01444
OG0001010	Pras.g_00441	Prat.g_01502
OG0001011	Pras.g_00448	Prat.g_01457
OG0001012	Pras.g_00473	Prat.g_01022
OG0001013	Pras.g_00544	Prat.g_01585
OG0001014	Pras.g_00545	Prat.g_01586
OG0001015	Pras.g_00551	Prat.g_01593
OG0001016	Pras.g_00552	Prat.g_01594
OG0001017	Pras.g_00553	Prat.g_01595
OG0001018	Pras.g_00554	Prat.g_01596
OG0001019	Pras.g_00556	Prat.g_01598
OG0001020	Pras.g_00557	Prat.g_01599
OG0001021	Pras.g_00558	Prat.g_01600
OG0001022	Pras.g_00559	Prat.g_01601
OG0001023	Pras.g_00560	Prat.g_01602
OG0001024	Pras.g_00561	Prat.g_01603
OG0001025	Pras.g_00562	Prat.g_01604
OG0001026	Pras.g_00564	Prat.g_01605
OG0001027	Pras.g_00565	Prat.g_01606
OG0001028	Pras.g_00566	Prat.g_01607
OG0001029	Pras.g_00567	Prat.g_01608
OG0001030	Pras.g_00568	Prat.g_01609
OG0001031	Pras.g_00569	Prat.g_01610
OG0001032	Pras.g_00570	Prat.g_01611
OG0001033	Pras.g_00571	Prat.g_01612
OG0001034	Pras.g_00572	Prat.g_01613
OG0001035	Pras.g_00574	Prat.g_01615
OG0001036	Pras.g_00575	Prat.g_01616
OG0001037	Pras.g_00576	Prat.g_01617
OG0001038	Pras.g_00577	Prat.g_01618
OG0001039	Pras.g_00578	Prat.g_01619
OG0001040	Pras.g_00579	Prat.g_01621
OG0001041	Pras.g_00580	Prat.g_01622
OG0001042	Pras.g_00581	Prat.g_01623
OG0001043	Pras.g_00582	Prat.g_01624
OG0001044	Pras.g_00583	Prat.g_01625
OG0001045	Pras.g_00584	Prat.g_01626
OG0001046	Pras.g_00585	Prat.g_01627
OG0001047	Pras.g_00588	Prat.g_01630
OG0001048	Pras.g_00590	Prat.g_01632
OG0001049	Pras.g_00591	Prat.g_01633
OG0001050	Pras.g_00592	Prat.g_01634
OG0001051	Pras.g_00593	Prat.g_01635
OG0001052	Pras.g_00594	Prat.g_01636
OG0001053	Pras.g_00596	Prat.g_01639
OG0001054	Pras.g_00598	Prat.g_01641
OG0001055	Pras.g_00599	Prat.g_01642
OG0001056	Pras.g_00600	Prat.g_01643
OG0001057	Pras.g_00601	Prat.g_01644
OG0001058	Pras.g_00602	Prat.g_01645
OG0001059	Pras.g_00603	Prat.g_01646
OG0001060	Pras.g_00604	Prat.g_01647
OG0001061	Pras.g_00605	Prat.g_01648
OG0001062	Pras.g_00606	Prat.g_01649
OG0001063	Pras.g_00607	Prat.g_01650
OG0001064	Pras.g_00609	Prat.g_01652
OG0001065	Pras.g_00613	Prat.g_01655
OG0001066	Pras.g_00614	Prat.g_01657
OG0001067	Pras.g_00615	Prat.g_01658
OG0001068	Pras.g_00617	Prat.g_01661
OG0001069	Pras.g_00618	Prat.g_01662
OG0001070	Pras.g_00619	Prat.g_01663
OG0001071	Pras.g_00620	Prat.g_01664
OG0001072	Pras.g_00621	Prat.g_01665
OG0001073	Pras.g_00622	Prat.g_01666
OG0001074	Pras.g_00623	Prat.g_01667
OG0001075	Pras.g_00624	Prat.g_01668
OG0001076	Pras.g_00625	Prat.g_01669
OG0001077	Pras.g_00626	Prat.g_01670
OG0001078	Pras.g_00627	Prat.g_01671
OG0001079	Pras.g_00628	Prat.g_01672
OG0001080	Pras.g_00629	Prat.g_01673
OG0001081	Pras.g_00632	Prat.g_01677
OG0001082	Pras.g_00633	Prat.g_01678
OG0001083	Pras.g_00634	Prat.g_01682
OG0001084	Pras.g_00636	Prat.g_01680
OG0001085	Pras.g_00637	Prat.g_01679
OG0001086	Pras.g_00638	Prat.g_01676
OG0001087	Pras.g_00639	Prat.g_01675
OG0001088	Pras.g_00640	Prat.g_01674
OG0001089	Pras.g_00645	Prat.g_01684
OG0001090	Pras.g_00647	Prat.g_01686
OG0001091	Pras.g_00648	Prat.g_01687
OG0001092	Pras.g_00649	Prat.g_01688
OG0001093	Pras.g_00650	Prat.g_01689
OG0001094	Pras.g_00651	Prat.g_01690
OG0001095	Pras.g_00652	Prat.g_01691
OG0001096	Pras.g_00653	Prat.g_01692
OG0001097	Pras.g_00654	Prat.g_01693
OG0001098	Pras.g_00655	Prat.g_01694
OG0001099	Pras.g_00656	Prat.g_01695
OG0001100	Pras.g_00657	Prat.g_01696
OG0001101	Pras.g_00658	Prat.g_01697
OG0001102	Pras.g_00659	Prat.g_01698
OG0001103	Pras.g_00660	Prat.g_01699
OG0001104	Pras.g_00661	Prat.g_01700
OG0001105	Pras.g_00662	Prat.g_01701
OG0001106	Pras.g_00663	Prat.g_01702
OG0001107	Pras.g_00664	Prat.g_01703
OG0001108	Pras.g_00665	Prat.g_01704
OG0001109	Pras.g_00666	Prat.g_01705
OG0001110	Pras.g_00667	Prat.g_01706
OG0001111	Pras.g_00668	Prat.g_01707
OG0001112	Pras.g_00669	Prat.g_01708
OG0001113	Pras.g_00670	Prat.g_01709
OG0001114	Pras.g_00671	Prat.g_01710
OG0001115	Pras.g_00672	Prat.g_01711
OG0001116	Pras.g_00673	Prat.g_01712
OG0001117	Pras.g_00674	Prat.g_01713
OG0001118	Pras.g_00675	Prat.g_01714
OG0001119	Pras.g_00676	Prat.g_01715
OG0001120	Pras.g_00677	Prat.g_01327
OG0001121	Pras.g_00679	Prat.g_01717
OG0001122	Pras.g_00680	Prat.g_01718
OG0001123	Pras.g_00681	Prat.g_01719
OG0001124	Pras.g_00683	Prat.g_01721
OG0001125	Pras.g_00685	Prat.g_01723
OG0001126	Pras.g_00686	Prat.g_01724
OG0001127	Pras.g_00688	Prat.g_01727
OG0001128	Pras.g_00689	Prat.g_01728
OG0001129	Pras.g_00690	Prat.g_01729
OG0001130	Pras.g_00693	Prat.g_01732
OG0001131	Pras.g_00694	Prat.g_01733
OG0001132	Pras.g_00695	Prat.g_01734
OG0001133	Pras.g_00696	Prat.g_01735
OG0001134	Pras.g_00697	Prat.g_01736
OG0001135	Pras.g_00698	Prat.g_01737
OG0001136	Pras.g_00699	Prat.g_01738
OG0001137	Pras.g_00700	Prat.g_01739
OG0001138	Pras.g_00701	Prat.g_01740
OG0001139	Pras.g_00702	Prat.g_01742
OG0001140	Pras.g_00703	Prat.g_01744
OG0001141	Pras.g_00704	Prat.g_01745
OG0001142	Pras.g_00707	Prat.g_01748
OG0001143	Pras.g_00708	Prat.g_01749
OG0001144	Pras.g_00709	Prat.g_01750
OG0001145	Pras.g_00710	Prat.g_01751
OG0001146	Pras.g_00711	Prat.g_01752
OG0001147	Pras.g_00712	Prat.g_01753
OG0001148	Pras.g_00713	Prat.g_01754
OG0001149	Pras.g_00715	Prat.g_01756
OG0001150	Pras.g_00716	Prat.g_01757
OG0001151	Pras.g_00718	Prat.g_01760
OG0001152	Pras.g_00719	Prat.g_01761
OG0001153	Pras.g_00720	Prat.g_01762
OG0001154	Pras.g_00722	Prat.g_01764
OG0001155	Pras.g_00724	Prat.g_01766
OG0001156	Pras.g_00726	Prat.g_01768
OG0001157	Pras.g_00727	Prat.g_01770
OG0001158	Pras.g_00729	Prat.g_01772
OG0001159	Pras.g_00730	Prat.g_01773
OG0001160	Pras.g_00731	Prat.g_01775
OG0001161	Pras.g_00732	Prat.g_01776
OG0001162	Pras.g_00733	Prat.g_01777
OG0001163	Pras.g_00734	Prat.g_01778
OG0001164	Pras.g_00735	Prat.g_01779
