Orthogroup	Prar	Prbg
OG0000565	Prar.g_01473	Prbg.g_01413
OG0000566	Prar.g_01474	Prbg.g_01412
OG0000567	Prar.g_01475	Prbg.g_01411
OG0000568	Prar.g_01476	Prbg.g_01410
OG0000569	Prar.g_01477	Prbg.g_01409
OG0000570	Prar.g_01478	Prbg.g_01408
OG0000571	Prar.g_01479	Prbg.g_01407
OG0000572	Prar.g_01480	Prbg.g_01406
OG0000573	Prar.g_01483	Prbg.g_01403
OG0000574	Prar.g_01484	Prbg.g_01402
OG0000575	Prar.g_01485	Prbg.g_01401
OG0000576	Prar.g_01486	Prbg.g_01400
OG0000577	Prar.g_01487	Prbg.g_01399
OG0000578	Prar.g_01488	Prbg.g_01398
OG0000579	Prar.g_01489	Prbg.g_01397
OG0000580	Prar.g_01490	Prbg.g_01396
OG0000581	Prar.g_01491	Prbg.g_01395
OG0000582	Prar.g_01492	Prbg.g_01394
OG0000583	Prar.g_01493	Prbg.g_01393
OG0000584	Prar.g_01494	Prbg.g_01391
OG0000585	Prar.g_01495	Prbg.g_01390
OG0000586	Prar.g_01497	Prbg.g_01388
OG0000587	Prar.g_01498	Prbg.g_01387
OG0000588	Prar.g_01500	Prbg.g_01111
OG0000589	Prar.g_01501	Prbg.g_01112
OG0000590	Prar.g_01503	Prbg.g_01114
OG0000591	Prar.g_01509	Prbg.g_01120
OG0000592	Prar.g_01510	Prbg.g_01121
OG0000593	Prar.g_01511	Prbg.g_01122
OG0000594	Prar.g_01513	Prbg.g_01125
OG0000595	Prar.g_01514	Prbg.g_01126
OG0000596	Prar.g_01515	Prbg.g_01127
OG0000597	Prar.g_01517	Prbg.g_01129
OG0000598	Prar.g_01518	Prbg.g_01130
OG0000599	Prar.g_01519	Prbg.g_01131
OG0000600	Prar.g_01520	Prbg.g_01132
OG0000601	Prar.g_01522	Prbg.g_01135
OG0000602	Prar.g_01523	Prbg.g_01136
OG0000603	Prar.g_01524	Prbg.g_01137
OG0000604	Prar.g_01525	Prbg.g_01140
OG0000605	Prar.g_01526	Prbg.g_01141
OG0000606	Prar.g_01527	Prbg.g_01142
OG0000607	Prar.g_01529	Prbg.g_01144
OG0000608	Prar.g_01530	Prbg.g_01146
OG0000609	Prar.g_01534	Prbg.g_01939
OG0000610	Prar.g_01535	Prbg.g_01070
OG0000611	Prar.g_01600	Prbg.g_01152
OG0000612	Prar.g_01601	Prbg.g_01153
OG0000613	Prar.g_01602	Prbg.g_01374
OG0000614	Prar.g_01603	Prbg.g_01373
OG0000615	Prar.g_01605	Prbg.g_01371
OG0000616	Prar.g_01606	Prbg.g_01370
OG0000617	Prar.g_01607	Prbg.g_01369
OG0000618	Prar.g_01608	Prbg.g_01368
OG0000619	Prar.g_01609	Prbg.g_01367
OG0000620	Prar.g_01610	Prbg.g_01366
OG0000621	Prar.g_01611	Prbg.g_01365
OG0000622	Prar.g_01612	Prbg.g_01364
OG0000623	Prar.g_01613	Prbg.g_01363
OG0000624	Prar.g_01614	Prbg.g_01361
OG0000625	Prar.g_01615	Prbg.g_01360
OG0000626	Prar.g_01616	Prbg.g_01359
OG0000627	Prar.g_01617	Prbg.g_01358
OG0000628	Prar.g_01618	Prbg.g_01357
OG0000629	Prar.g_01619	Prbg.g_01356
OG0000630	Prar.g_01620	Prbg.g_01355
OG0000631	Prar.g_01622	Prbg.g_01353
OG0000632	Prar.g_01634	Prbg.g_01352
OG0000633	Prar.g_01638	Prbg.g_00006
OG0000634	Prar.g_01651	Prbg.g_00461
OG0000635	Prar.g_01652	Prbg.g_00366
OG0000636	Prar.g_01653	Prbg.g_00365
OG0000637	Prar.g_01654	Prbg.g_00364
OG0000638	Prar.g_01661	Prbg.g_00114
OG0000639	Prar.g_01670	Prbg.g_01254
OG0000640	Prar.g_01672	Prbg.g_01258
OG0000641	Prar.g_01675	Prbg.g_01260
OG0000642	Prar.g_01676	Prbg.g_01261
OG0000643	Prar.g_01677	Prbg.g_01262
OG0000644	Prar.g_01678	Prbg.g_01375
OG0000645	Prar.g_01679	Prbg.g_01154
OG0000646	Prar.g_01680	Prbg.g_01155
OG0000647	Prar.g_01681	Prbg.g_01156
OG0000648	Prar.g_01683	Prbg.g_01158
OG0000649	Prar.g_01684	Prbg.g_01159
OG0000650	Prar.g_01685	Prbg.g_01160
OG0000651	Prar.g_01686	Prbg.g_01161
OG0000652	Prar.g_01687	Prbg.g_01162
OG0000653	Prar.g_01688	Prbg.g_01163
OG0000654	Prar.g_01690	Prbg.g_01165
OG0000655	Prar.g_01692	Prbg.g_01167
OG0000656	Prar.g_01693	Prbg.g_01168
OG0000657	Prar.g_01694	Prbg.g_01169
OG0000658	Prar.g_01695	Prbg.g_01170
OG0000659	Prar.g_01696	Prbg.g_01171
OG0000660	Prar.g_01697	Prbg.g_01172
OG0000661	Prar.g_01698	Prbg.g_01173
OG0000662	Prar.g_01699	Prbg.g_01175
OG0000663	Prar.g_01700	Prbg.g_01176
OG0000664	Prar.g_01701	Prbg.g_01177
OG0000665	Prar.g_01702	Prbg.g_01178
OG0000666	Prar.g_01703	Prbg.g_01179
OG0000667	Prar.g_01704	Prbg.g_01180
OG0000668	Prar.g_01705	Prbg.g_01181
OG0000669	Prar.g_01707	Prbg.g_01183
OG0000670	Prar.g_01708	Prbg.g_01184
OG0000671	Prar.g_01709	Prbg.g_01185
OG0000672	Prar.g_01710	Prbg.g_01186
OG0000673	Prar.g_01711	Prbg.g_01187
OG0000674	Prar.g_01712	Prbg.g_01188
OG0000675	Prar.g_01714	Prbg.g_01190
OG0000676	Prar.g_01715	Prbg.g_01191
OG0000677	Prar.g_01717	Prbg.g_01194
OG0000678	Prar.g_01719	Prbg.g_01196
OG0000679	Prar.g_01720	Prbg.g_01198
OG0000680	Prar.g_01721	Prbg.g_01199
OG0000681	Prar.g_01722	Prbg.g_01200
OG0000682	Prar.g_01723	Prbg.g_01201
OG0000683	Prar.g_01725	Prbg.g_01203
OG0000684	Prar.g_01726	Prbg.g_01204
OG0000685	Prar.g_01727	Prbg.g_01205
OG0000686	Prar.g_01728	Prbg.g_01206
OG0000687	Prar.g_01729	Prbg.g_01207
OG0000688	Prar.g_01730	Prbg.g_01208
OG0000689	Prar.g_01731	Prbg.g_01209
OG0000690	Prar.g_01732	Prbg.g_01210
OG0000691	Prar.g_01733	Prbg.g_01211
OG0000692	Prar.g_01735	Prbg.g_01215
OG0000693	Prar.g_01736	Prbg.g_01216
OG0000694	Prar.g_01737	Prbg.g_01217
OG0000695	Prar.g_01738	Prbg.g_01218
OG0000696	Prar.g_01740	Prbg.g_01219
OG0000697	Prar.g_01742	Prbg.g_01221
OG0000698	Prar.g_01744	Prbg.g_01225
OG0000699	Prar.g_01745	Prbg.g_01226
OG0000700	Prar.g_01759	Prbg.g_01062
OG0000701	Prar.g_01764	Prbg.g_01067
OG0000702	Prar.g_01767	Prbg.g_01073
OG0000703	Prar.g_01768	Prbg.g_01075
OG0000704	Prar.g_01769	Prbg.g_01076
OG0000705	Prar.g_01770	Prbg.g_01078
OG0000706	Prar.g_01771	Prbg.g_01079
OG0000707	Prar.g_01773	Prbg.g_01081
OG0000708	Prar.g_01774	Prbg.g_01082
OG0000709	Prar.g_01776	Prbg.g_01084
OG0000710	Prar.g_01777	Prbg.g_01085
OG0000711	Prar.g_01778	Prbg.g_01086
OG0000712	Prar.g_01779	Prbg.g_01087
OG0000713	Prar.g_01780	Prbg.g_01088
OG0000714	Prar.g_01782	Prbg.g_01090
OG0000715	Prar.g_01783	Prbg.g_01091
OG0000716	Prar.g_01785	Prbg.g_01093
OG0000717	Prar.g_01786	Prbg.g_01094
OG0000718	Prar.g_01787	Prbg.g_01095
OG0000719	Prar.g_01789	Prbg.g_01097
OG0000720	Prar.g_01790	Prbg.g_01098
OG0000721	Prar.g_01792	Prbg.g_01101
OG0000722	Prar.g_01793	Prbg.g_01102
OG0000723	Prar.g_01794	Prbg.g_01103
OG0000724	Prar.g_01795	Prbg.g_01105
OG0000725	Prar.g_01796	Prbg.g_01106
OG0000726	Prar.g_01797	Prbg.g_01107
OG0000727	Prar.g_01798	Prbg.g_01108
OG0000728	Prar.g_01799	Prbg.g_01109
OG0000729	Prar.g_01800	Prbg.g_01110
OG0000730	Prar.g_01801	Prbg.g_01385
OG0000731	Prar.g_01802	Prbg.g_01383
OG0000732	Prar.g_01803	Prbg.g_01382
OG0000733	Prar.g_01804	Prbg.g_01381
OG0000734	Prar.g_01805	Prbg.g_01380
OG0000735	Prar.g_01807	Prbg.g_01378
OG0000736	Prar.g_01808	Prbg.g_01377
OG0000737	Prar.g_01809	Prbg.g_01376
OG0000738	Prar.g_01810	Prbg.g_01263
OG0000739	Prar.g_01811	Prbg.g_01264
OG0000740	Prar.g_01812	Prbg.g_01265
OG0000741	Prar.g_01813	Prbg.g_01266
OG0000742	Prar.g_01815	Prbg.g_01268
OG0000743	Prar.g_01816	Prbg.g_01269
OG0000744	Prar.g_01817	Prbg.g_01270
OG0000745	Prar.g_01818	Prbg.g_01271
OG0000746	Prar.g_01819	Prbg.g_01272
OG0000747	Prar.g_01820	Prbg.g_01273
OG0000748	Prar.g_01821	Prbg.g_01274
OG0000749	Prar.g_01822	Prbg.g_01275
OG0000750	Prar.g_01823	Prbg.g_01277
OG0000751	Prar.g_01824	Prbg.g_01278
OG0000752	Prar.g_01825	Prbg.g_01337
OG0000753	Prar.g_01827	Prbg.g_01280
OG0000754	Prar.g_01828	Prbg.g_01281
OG0000755	Prar.g_01829	Prbg.g_01282
OG0000756	Prar.g_01830	Prbg.g_01284
OG0000757	Prar.g_01831	Prbg.g_01285
OG0000758	Prar.g_01832	Prbg.g_01286
OG0000759	Prar.g_01834	Prbg.g_01288
OG0000760	Prar.g_01835	Prbg.g_01289
OG0000761	Prar.g_01836	Prbg.g_01290
OG0000762	Prar.g_01838	Prbg.g_01292
OG0000763	Prar.g_01839	Prbg.g_01293
OG0000764	Prar.g_01840	Prbg.g_01294
OG0000765	Prar.g_01841	Prbg.g_01295
OG0000766	Prar.g_01842	Prbg.g_01296
OG0000767	Prar.g_01844	Prbg.g_01298
OG0000768	Prar.g_01845	Prbg.g_01299
OG0000769	Prar.g_01846	Prbg.g_01300
OG0000770	Prar.g_01847	Prbg.g_01301
OG0000771	Prar.g_01848	Prbg.g_01302
OG0000772	Prar.g_01849	Prbg.g_01552
OG0000773	Prar.g_01850	Prbg.g_01304
OG0000774	Prar.g_01851	Prbg.g_01305
OG0000775	Prar.g_01852	Prbg.g_01306
OG0000776	Prar.g_01853	Prbg.g_01309
OG0000777	Prar.g_01855	Prbg.g_01310
OG0000778	Prar.g_01856	Prbg.g_01311
OG0000779	Prar.g_01857	Prbg.g_01312
OG0000780	Prar.g_01859	Prbg.g_01314
OG0000781	Prar.g_01861	Prbg.g_01316
OG0000782	Prar.g_01862	Prbg.g_01317
OG0000783	Prar.g_01873	Prbg.g_01321
OG0000784	Prar.g_01875	Prbg.g_01323
OG0000785	Prar.g_01876	Prbg.g_01324
OG0000786	Prar.g_01877	Prbg.g_01325
OG0000787	Prar.g_01878	Prbg.g_01326
OG0000788	Prar.g_01882	Prbg.g_01332
OG0000789	Prar.g_01884	Prbg.g_01335
OG0000790	Prar.g_01885	Prbg.g_01336
OG0000791	Prar.g_01886	Prbg.g_01339
OG0000792	Prar.g_01887	Prbg.g_01340
OG0000793	Prar.g_01888	Prbg.g_01341
OG0000794	Prar.g_01890	Prbg.g_01344
OG0000795	Prar.g_01893	Prbg.g_01245
OG0000796	Prar.g_01894	Prbg.g_01244
OG0000797	Prar.g_01896	Prbg.g_01242
OG0000798	Prar.g_01897	Prbg.g_01241
OG0000799	Prar.g_01898	Prbg.g_01240
OG0000800	Prar.g_01899	Prbg.g_01239
OG0000801	Prar.g_01902	Prbg.g_01236
OG0000802	Prar.g_01903	Prbg.g_01235
OG0000803	Prar.g_01905	Prbg.g_01233
OG0000804	Prar.g_01906	Prbg.g_01232
OG0000805	Prar.g_01907	Prbg.g_01231
OG0000806	Prar.g_01909	Prbg.g_01229
OG0000807	Prar.g_01935	Prbg.g_00141
OG0000808	Prar.g_01944	Prbg.g_00022
OG0000809	Prar.g_01947	Prbg.g_01534
OG0000810	Prar.g_01948	Prbg.g_00361
OG0000811	Prar.g_01955	Prbg.g_00455
OG0000812	Prar.g_01324	Prbg.g_01528
OG0000813	Prar.g_01320	Prbg.g_00123
OG0000814	Prar.g_01318	Prbg.g_01555
OG0000815	Prar.g_01309	Prbg.g_00528
OG0000816	Prar.g_01295	Prbg.g_00750
OG0000817	Prar.g_01294	Prbg.g_00751
OG0000818	Prar.g_01289	Prbg.g_00011
OG0000819	Prar.g_01282	Prbg.g_01508
OG0000820	Prar.g_01278	Prbg.g_01502
OG0000821	Prar.g_01276	Prbg.g_01500
OG0000822	Prar.g_01275	Prbg.g_01499
OG0000823	Prar.g_01274	Prbg.g_01498
OG0000824	Prar.g_01273	Prbg.g_01497
OG0000825	Prar.g_01272	Prbg.g_01496
OG0000826	Prar.g_01271	Prbg.g_01495
OG0000827	Prar.g_01270	Prbg.g_01494
OG0000828	Prar.g_01269	Prbg.g_01493
OG0000829	Prar.g_01268	Prbg.g_01492
OG0000830	Prar.g_01267	Prbg.g_01490
OG0000831	Prar.g_01264	Prbg.g_01487
OG0000832	Prar.g_01262	Prbg.g_01485
OG0000833	Prar.g_01261	Prbg.g_01484
OG0000834	Prar.g_01260	Prbg.g_01483
OG0000835	Prar.g_01259	Prbg.g_01482
OG0000836	Prar.g_01258	Prbg.g_01481
OG0000837	Prar.g_01256	Prbg.g_01478
OG0000838	Prar.g_01255	Prbg.g_01477
OG0000839	Prar.g_01254	Prbg.g_01476
OG0000840	Prar.g_01253	Prbg.g_01475
OG0000841	Prar.g_01252	Prbg.g_01474
OG0000842	Prar.g_01251	Prbg.g_01472
OG0000843	Prar.g_01250	Prbg.g_01471
OG0000844	Prar.g_01249	Prbg.g_01470
OG0000845	Prar.g_01248	Prbg.g_01469
OG0000846	Prar.g_01245	Prbg.g_01467
OG0000847	Prar.g_01243	Prbg.g_01465
OG0000848	Prar.g_01242	Prbg.g_01464
OG0000849	Prar.g_01241	Prbg.g_01461
OG0000850	Prar.g_01240	Prbg.g_01460
OG0000851	Prar.g_01239	Prbg.g_01458
OG0000852	Prar.g_01237	Prbg.g_01456
OG0000853	Prar.g_01236	Prbg.g_01454
OG0000854	Prar.g_01234	Prbg.g_01452
OG0000855	Prar.g_01233	Prbg.g_01451
OG0000856	Prar.g_01232	Prbg.g_01450
OG0000857	Prar.g_01231	Prbg.g_01449
OG0000858	Prar.g_01230	Prbg.g_01448
OG0000859	Prar.g_01229	Prbg.g_01447
OG0000860	Prar.g_01228	Prbg.g_01446
OG0000861	Prar.g_01227	Prbg.g_01445
OG0000862	Prar.g_01226	Prbg.g_01444
OG0000863	Prar.g_01225	Prbg.g_01443
OG0000864	Prar.g_01224	Prbg.g_01442
OG0000865	Prar.g_01223	Prbg.g_01441
OG0000866	Prar.g_01222	Prbg.g_01440
OG0000867	Prar.g_01221	Prbg.g_01439
OG0000868	Prar.g_01220	Prbg.g_01438
OG0000869	Prar.g_01218	Prbg.g_01436
OG0000870	Prar.g_01217	Prbg.g_01435
OG0000871	Prar.g_01215	Prbg.g_01434
OG0000872	Prar.g_01214	Prbg.g_01433
OG0000873	Prar.g_01212	Prbg.g_01431
OG0000874	Prar.g_01211	Prbg.g_01430
OG0000875	Prar.g_01210	Prbg.g_01429
OG0000876	Prar.g_01209	Prbg.g_01428
OG0000877	Prar.g_01207	Prbg.g_00351
OG0000878	Prar.g_00976	Prbg.g_01576
OG0000879	Prar.g_00966	Prbg.g_00466
OG0000880	Prar.g_00965	Prbg.g_00467
OG0000881	Prar.g_00964	Prbg.g_00468
OG0000882	Prar.g_00963	Prbg.g_00469
OG0000883	Prar.g_00962	Prbg.g_00470
OG0000884	Prar.g_00960	Prbg.g_00472
OG0000885	Prar.g_00959	Prbg.g_00473
OG0000886	Prar.g_00958	Prbg.g_00474
OG0000887	Prar.g_00957	Prbg.g_00475
OG0000888	Prar.g_00956	Prbg.g_00476
OG0000889	Prar.g_00953	Prbg.g_00479
OG0000890	Prar.g_00952	Prbg.g_00480
OG0000891	Prar.g_00951	Prbg.g_00481
OG0000892	Prar.g_00949	Prbg.g_00484
OG0000893	Prar.g_00948	Prbg.g_00485
OG0000894	Prar.g_00947	Prbg.g_00486
OG0000895	Prar.g_00946	Prbg.g_00487
OG0000896	Prar.g_00945	Prbg.g_00488
OG0000897	Prar.g_00944	Prbg.g_00489
OG0000898	Prar.g_00942	Prbg.g_00492
OG0000899	Prar.g_00941	Prbg.g_00493
OG0000900	Prar.g_00929	Prbg.g_00505
OG0000901	Prar.g_00925	Prbg.g_00501
OG0000902	Prar.g_00924	Prbg.g_00218
OG0000903	Prar.g_00923	Prbg.g_01551
OG0000904	Prar.g_00921	Prbg.g_00690
OG0000905	Prar.g_00919	Prbg.g_01529
OG0000906	Prar.g_00917	Prbg.g_01511
OG0000907	Prar.g_00916	Prbg.g_01223
OG0000908	Prar.g_00913	Prbg.g_01548
OG0000909	Prar.g_00909	Prbg.g_00531
OG0000910	Prar.g_00908	Prbg.g_00532
OG0000911	Prar.g_00907	Prbg.g_00533
OG0000912	Prar.g_00906	Prbg.g_00534
OG0000913	Prar.g_00905	Prbg.g_00535
OG0000914	Prar.g_00904	Prbg.g_00536
OG0000915	Prar.g_00903	Prbg.g_00537
OG0000916	Prar.g_00902	Prbg.g_00538
OG0000917	Prar.g_00901	Prbg.g_00539
OG0000918	Prar.g_00900	Prbg.g_00540
OG0000919	Prar.g_00899	Prbg.g_00541
OG0000920	Prar.g_00898	Prbg.g_00542
OG0000921	Prar.g_00897	Prbg.g_00543
OG0000922	Prar.g_00896	Prbg.g_00544
OG0000923	Prar.g_00895	Prbg.g_00545
OG0000924	Prar.g_00894	Prbg.g_00546
OG0000925	Prar.g_00893	Prbg.g_00547
OG0000926	Prar.g_00375	Prbg.g_01829
OG0000927	Prar.g_00357	Prbg.g_00574
OG0000928	Prar.g_00356	Prbg.g_00575
OG0000929	Prar.g_00355	Prbg.g_00576
OG0000930	Prar.g_00354	Prbg.g_00577
OG0000931	Prar.g_00353	Prbg.g_00578
OG0000932	Prar.g_00351	Prbg.g_00580
OG0000933	Prar.g_00350	Prbg.g_00581
OG0000934	Prar.g_00349	Prbg.g_00582
OG0000935	Prar.g_00348	Prbg.g_00583
OG0000936	Prar.g_00347	Prbg.g_00584
OG0000937	Prar.g_00346	Prbg.g_00585
OG0000938	Prar.g_00345	Prbg.g_00586
OG0000939	Prar.g_00344	Prbg.g_00587
OG0000940	Prar.g_00343	Prbg.g_00588
OG0000941	Prar.g_00341	Prbg.g_00589
OG0000942	Prar.g_00340	Prbg.g_00590
OG0000943	Prar.g_00337	Prbg.g_00593
OG0000944	Prar.g_00336	Prbg.g_00594
OG0000945	Prar.g_00335	Prbg.g_00595
OG0000946	Prar.g_00842	Prbg.g_00596
OG0000947	Prar.g_00841	Prbg.g_00597
OG0000948	Prar.g_00840	Prbg.g_00598
OG0000949	Prar.g_00839	Prbg.g_00599
OG0000950	Prar.g_00838	Prbg.g_00600
OG0000951	Prar.g_00837	Prbg.g_00601
OG0000952	Prar.g_00836	Prbg.g_00602
OG0000953	Prar.g_00835	Prbg.g_00603
OG0000954	Prar.g_00834	Prbg.g_00604
OG0000955	Prar.g_00833	Prbg.g_00605
OG0000956	Prar.g_00832	Prbg.g_00606
OG0000957	Prar.g_00831	Prbg.g_00607
OG0000958	Prar.g_00830	Prbg.g_00608
OG0000959	Prar.g_00829	Prbg.g_00609
OG0000960	Prar.g_00828	Prbg.g_00610
OG0000961	Prar.g_00824	Prbg.g_00614
OG0000962	Prar.g_00823	Prbg.g_00615
OG0000963	Prar.g_00822	Prbg.g_00616
OG0000964	Prar.g_00820	Prbg.g_00618
OG0000965	Prar.g_00819	Prbg.g_00619
OG0000966	Prar.g_00818	Prbg.g_00620
OG0000967	Prar.g_00817	Prbg.g_00621
OG0000968	Prar.g_00816	Prbg.g_00622
OG0000969	Prar.g_00815	Prbg.g_00623
OG0000970	Prar.g_00814	Prbg.g_00624
OG0000971	Prar.g_00813	Prbg.g_00625
OG0000972	Prar.g_00812	Prbg.g_00626
OG0000973	Prar.g_00811	Prbg.g_00627
OG0000974	Prar.g_00809	Prbg.g_00629
OG0000975	Prar.g_00806	Prbg.g_00635
OG0000976	Prar.g_00804	Prbg.g_00637
OG0000977	Prar.g_00803	Prbg.g_00639
OG0000978	Prar.g_00802	Prbg.g_00641
OG0000979	Prar.g_00800	Prbg.g_00643
OG0000980	Prar.g_00799	Prbg.g_00644
OG0000981	Prar.g_00798	Prbg.g_00645
OG0000982	Prar.g_00797	Prbg.g_00646
OG0000983	Prar.g_00795	Prbg.g_00648
OG0000984	Prar.g_00794	Prbg.g_00649
OG0000985	Prar.g_00793	Prbg.g_00650
OG0000986	Prar.g_00792	Prbg.g_00651
OG0000987	Prar.g_00791	Prbg.g_00652
OG0000988	Prar.g_00790	Prbg.g_00653
OG0000989	Prar.g_00789	Prbg.g_00654
OG0000990	Prar.g_00788	Prbg.g_00655
OG0000991	Prar.g_00787	Prbg.g_00656
OG0000992	Prar.g_00786	Prbg.g_00657
OG0000993	Prar.g_00785	Prbg.g_00658
OG0000994	Prar.g_00784	Prbg.g_00659
OG0000995	Prar.g_00783	Prbg.g_00660
OG0000996	Prar.g_00782	Prbg.g_00661
OG0000997	Prar.g_00781	Prbg.g_00662
OG0000998	Prar.g_00780	Prbg.g_00663
OG0000999	Prar.g_00779	Prbg.g_00664
OG0001000	Prar.g_00778	Prbg.g_00665
OG0001001	Prar.g_00776	Prbg.g_00667
OG0001002	Prar.g_00775	Prbg.g_00668
OG0001003	Prar.g_00774	Prbg.g_00669
OG0001004	Prar.g_00773	Prbg.g_00670
OG0001005	Prar.g_00772	Prbg.g_00673
OG0001006	Prar.g_00771	Prbg.g_00674
OG0001007	Prar.g_00770	Prbg.g_00675
OG0001008	Prar.g_00768	Prbg.g_00677
OG0001009	Prar.g_00767	Prbg.g_00678
OG0001010	Prar.g_00760	Prbg.g_01593
OG0001011	Prar.g_00753	Prbg.g_00348
OG0001012	Prar.g_00725	Prbg.g_01174
OG0001013	Prar.g_01149	Prbg.g_01643
OG0001014	Prar.g_01148	Prbg.g_01644
OG0001015	Prar.g_01142	Prbg.g_01651
OG0001016	Prar.g_01141	Prbg.g_01652
OG0001017	Prar.g_01140	Prbg.g_01653
OG0001018	Prar.g_01139	Prbg.g_01654
OG0001019	Prar.g_01137	Prbg.g_01656
OG0001020	Prar.g_01136	Prbg.g_01657
OG0001021	Prar.g_01135	Prbg.g_01658
OG0001022	Prar.g_01134	Prbg.g_01659
OG0001023	Prar.g_01133	Prbg.g_01660
OG0001024	Prar.g_01132	Prbg.g_01662
OG0001025	Prar.g_01131	Prbg.g_01663
OG0001026	Prar.g_01129	Prbg.g_01664
OG0001027	Prar.g_01128	Prbg.g_01665
OG0001028	Prar.g_01127	Prbg.g_01666
OG0001029	Prar.g_01126	Prbg.g_01667
OG0001030	Prar.g_01125	Prbg.g_01668
OG0001031	Prar.g_01124	Prbg.g_01669
OG0001032	Prar.g_01123	Prbg.g_01670
OG0001033	Prar.g_01122	Prbg.g_01671
OG0001034	Prar.g_01121	Prbg.g_01672
OG0001035	Prar.g_01964	Prbg.g_01674
OG0001036	Prar.g_01965	Prbg.g_01675
OG0001037	Prar.g_01966	Prbg.g_01676
OG0001038	Prar.g_01967	Prbg.g_01677
OG0001039	Prar.g_01968	Prbg.g_01678
OG0001040	Prar.g_01969	Prbg.g_01679
OG0001041	Prar.g_01970	Prbg.g_01680
OG0001042	Prar.g_01971	Prbg.g_01681
OG0001043	Prar.g_01963	Prbg.g_01682
OG0001044	Prar.g_01962	Prbg.g_01683
OG0001045	Prar.g_01961	Prbg.g_01684
OG0001046	Prar.g_01960	Prbg.g_01685
OG0001047	Prar.g_01957	Prbg.g_01688
OG0001048	Prar.g_00596	Prbg.g_01690
OG0001049	Prar.g_00597	Prbg.g_01691
OG0001050	Prar.g_00598	Prbg.g_01692
OG0001051	Prar.g_00599	Prbg.g_01693
OG0001052	Prar.g_00600	Prbg.g_01694
OG0001053	Prar.g_00601	Prbg.g_01696
OG0001054	Prar.g_00603	Prbg.g_01698
OG0001055	Prar.g_00604	Prbg.g_01699
OG0001056	Prar.g_00605	Prbg.g_01700
OG0001057	Prar.g_00606	Prbg.g_01701
OG0001058	Prar.g_00607	Prbg.g_01702
OG0001059	Prar.g_00608	Prbg.g_01703
OG0001060	Prar.g_00609	Prbg.g_01704
OG0001061	Prar.g_00610	Prbg.g_01705
OG0001062	Prar.g_00611	Prbg.g_01706
OG0001063	Prar.g_00612	Prbg.g_01707
OG0001064	Prar.g_01119	Prbg.g_01709
OG0001065	Prar.g_01114	Prbg.g_01713
OG0001066	Prar.g_01113	Prbg.g_01715
OG0001067	Prar.g_01112	Prbg.g_01716
OG0001068	Prar.g_01110	Prbg.g_01719
OG0001069	Prar.g_01109	Prbg.g_01720
OG0001070	Prar.g_01108	Prbg.g_01721
OG0001071	Prar.g_01107	Prbg.g_01722
OG0001072	Prar.g_01106	Prbg.g_01723
OG0001073	Prar.g_01105	Prbg.g_01724
OG0001074	Prar.g_01104	Prbg.g_01725
OG0001075	Prar.g_01103	Prbg.g_01726
OG0001076	Prar.g_01102	Prbg.g_01727
OG0001077	Prar.g_01101	Prbg.g_01728
OG0001078	Prar.g_01100	Prbg.g_01729
OG0001079	Prar.g_01099	Prbg.g_01730
OG0001080	Prar.g_01098	Prbg.g_01731
OG0001081	Prar.g_01095	Prbg.g_01735
OG0001082	Prar.g_01094	Prbg.g_01736
OG0001083	Prar.g_01093	Prbg.g_01739
OG0001084	Prar.g_01091	Prbg.g_01738
OG0001085	Prar.g_01090	Prbg.g_01737
OG0001086	Prar.g_01089	Prbg.g_01734
OG0001087	Prar.g_01088	Prbg.g_01733
OG0001088	Prar.g_01087	Prbg.g_01732
OG0001089	Prar.g_01069	Prbg.g_01742
OG0001090	Prar.g_01067	Prbg.g_01744
OG0001091	Prar.g_01066	Prbg.g_01745
OG0001092	Prar.g_01065	Prbg.g_01746
OG0001093	Prar.g_01064	Prbg.g_01747
OG0001094	Prar.g_01063	Prbg.g_01748
OG0001095	Prar.g_01062	Prbg.g_01749
OG0001096	Prar.g_01061	Prbg.g_01750
OG0001097	Prar.g_01060	Prbg.g_01751
OG0001098	Prar.g_01059	Prbg.g_01752
OG0001099	Prar.g_01058	Prbg.g_01753
OG0001100	Prar.g_01057	Prbg.g_01754
OG0001101	Prar.g_01056	Prbg.g_01755
OG0001102	Prar.g_01055	Prbg.g_01756
OG0001103	Prar.g_01054	Prbg.g_01757
OG0001104	Prar.g_01053	Prbg.g_01758
OG0001105	Prar.g_01052	Prbg.g_01759
OG0001106	Prar.g_01051	Prbg.g_01760
OG0001107	Prar.g_01050	Prbg.g_01761
OG0001108	Prar.g_01049	Prbg.g_01762
OG0001109	Prar.g_01048	Prbg.g_01763
OG0001110	Prar.g_01047	Prbg.g_01764
OG0001111	Prar.g_01046	Prbg.g_01765
OG0001112	Prar.g_01045	Prbg.g_01766
OG0001113	Prar.g_01044	Prbg.g_01767
OG0001114	Prar.g_01043	Prbg.g_01768
OG0001115	Prar.g_01042	Prbg.g_01769
OG0001116	Prar.g_01041	Prbg.g_01770
OG0001117	Prar.g_01040	Prbg.g_01771
OG0001118	Prar.g_01039	Prbg.g_01772
OG0001119	Prar.g_01038	Prbg.g_01773
OG0001120	Prar.g_01037	Prbg.g_01774
OG0001121	Prar.g_01035	Prbg.g_01776
OG0001122	Prar.g_01034	Prbg.g_01777
OG0001123	Prar.g_01033	Prbg.g_01778
