Orthogroup	Prar	Prbh
OG0000560	Prar.g_01468	Prbh.g_01216
OG0000561	Prar.g_01469	Prbh.g_01215
OG0000562	Prar.g_01470	Prbh.g_01213
OG0000563	Prar.g_01471	Prbh.g_01212
OG0000564	Prar.g_01472	Prbh.g_01211
OG0000565	Prar.g_01473	Prbh.g_01210
OG0000566	Prar.g_01474	Prbh.g_01209
OG0000567	Prar.g_01475	Prbh.g_01208
OG0000568	Prar.g_01476	Prbh.g_01207
OG0000569	Prar.g_01477	Prbh.g_01206
OG0000570	Prar.g_01478	Prbh.g_01205
OG0000571	Prar.g_01479	Prbh.g_01204
OG0000572	Prar.g_01480	Prbh.g_01203
OG0000573	Prar.g_01483	Prbh.g_01200
OG0000574	Prar.g_01484	Prbh.g_01199
OG0000575	Prar.g_01485	Prbh.g_01198
OG0000576	Prar.g_01486	Prbh.g_01197
OG0000577	Prar.g_01487	Prbh.g_01196
OG0000578	Prar.g_01488	Prbh.g_01195
OG0000579	Prar.g_01489	Prbh.g_01194
OG0000580	Prar.g_01490	Prbh.g_01193
OG0000581	Prar.g_01491	Prbh.g_01192
OG0000582	Prar.g_01492	Prbh.g_01191
OG0000583	Prar.g_01493	Prbh.g_01190
OG0000584	Prar.g_01494	Prbh.g_01188
OG0000585	Prar.g_01495	Prbh.g_01187
OG0000586	Prar.g_01497	Prbh.g_01185
OG0000587	Prar.g_01498	Prbh.g_01184
OG0000588	Prar.g_01500	Prbh.g_00904
OG0000589	Prar.g_01501	Prbh.g_00905
OG0000590	Prar.g_01503	Prbh.g_00907
OG0000591	Prar.g_01509	Prbh.g_00913
OG0000592	Prar.g_01510	Prbh.g_00914
OG0000593	Prar.g_01511	Prbh.g_00915
OG0000594	Prar.g_01513	Prbh.g_00918
OG0000595	Prar.g_01514	Prbh.g_00919
OG0000596	Prar.g_01515	Prbh.g_00920
OG0000597	Prar.g_01517	Prbh.g_00922
OG0000598	Prar.g_01518	Prbh.g_00923
OG0000599	Prar.g_01519	Prbh.g_00924
OG0000600	Prar.g_01520	Prbh.g_00925
OG0000601	Prar.g_01522	Prbh.g_00928
OG0000602	Prar.g_01523	Prbh.g_00929
OG0000603	Prar.g_01524	Prbh.g_00930
OG0000604	Prar.g_01525	Prbh.g_00933
OG0000605	Prar.g_01526	Prbh.g_00934
OG0000606	Prar.g_01527	Prbh.g_00935
OG0000607	Prar.g_01529	Prbh.g_00937
OG0000608	Prar.g_01530	Prbh.g_00939
OG0000609	Prar.g_01534	Prbh.g_01487
OG0000610	Prar.g_01535	Prbh.g_00864
OG0000611	Prar.g_01600	Prbh.g_00946
OG0000612	Prar.g_01601	Prbh.g_00947
OG0000613	Prar.g_01602	Prbh.g_01170
OG0000614	Prar.g_01603	Prbh.g_01169
OG0000615	Prar.g_01605	Prbh.g_01167
OG0000616	Prar.g_01606	Prbh.g_01166
OG0000617	Prar.g_01607	Prbh.g_01165
OG0000618	Prar.g_01608	Prbh.g_01164
OG0000619	Prar.g_01609	Prbh.g_01163
OG0000620	Prar.g_01610	Prbh.g_01162
OG0000621	Prar.g_01611	Prbh.g_01161
OG0000622	Prar.g_01612	Prbh.g_01160
OG0000623	Prar.g_01613	Prbh.g_01159
OG0000624	Prar.g_01614	Prbh.g_01157
OG0000625	Prar.g_01615	Prbh.g_01156
OG0000626	Prar.g_01616	Prbh.g_01155
OG0000627	Prar.g_01617	Prbh.g_01154
OG0000628	Prar.g_01618	Prbh.g_01153
OG0000629	Prar.g_01619	Prbh.g_01151
OG0000630	Prar.g_01620	Prbh.g_01150
OG0000631	Prar.g_01622	Prbh.g_01148
OG0000632	Prar.g_01634	Prbh.g_01147
OG0000633	Prar.g_01638	Prbh.g_01875
OG0000634	Prar.g_01651	Prbh.g_01880
OG0000635	Prar.g_01652	Prbh.g_01078
OG0000636	Prar.g_01653	Prbh.g_01077
OG0000637	Prar.g_01654	Prbh.g_01076
OG0000638	Prar.g_01661	Prbh.g_00442
OG0000639	Prar.g_01670	Prbh.g_01051
OG0000640	Prar.g_01672	Prbh.g_01054
OG0000641	Prar.g_01675	Prbh.g_01056
OG0000642	Prar.g_01676	Prbh.g_01057
OG0000643	Prar.g_01677	Prbh.g_01058
OG0000644	Prar.g_01678	Prbh.g_01171
OG0000645	Prar.g_01679	Prbh.g_00948
OG0000646	Prar.g_01680	Prbh.g_00949
OG0000647	Prar.g_01681	Prbh.g_00950
OG0000648	Prar.g_01683	Prbh.g_00952
OG0000649	Prar.g_01684	Prbh.g_00953
OG0000650	Prar.g_01685	Prbh.g_00954
OG0000651	Prar.g_01686	Prbh.g_00955
OG0000652	Prar.g_01687	Prbh.g_00956
OG0000653	Prar.g_01688	Prbh.g_00957
OG0000654	Prar.g_01690	Prbh.g_00959
OG0000655	Prar.g_01692	Prbh.g_00961
OG0000656	Prar.g_01693	Prbh.g_00962
OG0000657	Prar.g_01694	Prbh.g_00963
OG0000658	Prar.g_01695	Prbh.g_00964
OG0000659	Prar.g_01696	Prbh.g_00965
OG0000660	Prar.g_01697	Prbh.g_00966
OG0000661	Prar.g_01698	Prbh.g_00967
OG0000662	Prar.g_01699	Prbh.g_00969
OG0000663	Prar.g_01700	Prbh.g_00970
OG0000664	Prar.g_01701	Prbh.g_00971
OG0000665	Prar.g_01702	Prbh.g_00972
OG0000666	Prar.g_01703	Prbh.g_00973
OG0000667	Prar.g_01704	Prbh.g_00974
OG0000668	Prar.g_01705	Prbh.g_00975
OG0000669	Prar.g_01707	Prbh.g_00977
OG0000670	Prar.g_01708	Prbh.g_00978
OG0000671	Prar.g_01709	Prbh.g_00979
OG0000672	Prar.g_01710	Prbh.g_00980
OG0000673	Prar.g_01711	Prbh.g_00981
OG0000674	Prar.g_01712	Prbh.g_00982
OG0000675	Prar.g_01714	Prbh.g_00983
OG0000676	Prar.g_01715	Prbh.g_00984
OG0000677	Prar.g_01717	Prbh.g_00987
OG0000678	Prar.g_01719	Prbh.g_00989
OG0000679	Prar.g_01720	Prbh.g_00991
OG0000680	Prar.g_01721	Prbh.g_00992
OG0000681	Prar.g_01722	Prbh.g_00993
OG0000682	Prar.g_01723	Prbh.g_00994
OG0000683	Prar.g_01725	Prbh.g_00996
OG0000684	Prar.g_01726	Prbh.g_00997
OG0000685	Prar.g_01727	Prbh.g_00998
OG0000686	Prar.g_01728	Prbh.g_00999
OG0000687	Prar.g_01729	Prbh.g_01001
OG0000688	Prar.g_01730	Prbh.g_01002
OG0000689	Prar.g_01731	Prbh.g_01003
OG0000690	Prar.g_01732	Prbh.g_01004
OG0000691	Prar.g_01733	Prbh.g_01005
OG0000692	Prar.g_01735	Prbh.g_01009
OG0000693	Prar.g_01736	Prbh.g_01010
OG0000694	Prar.g_01737	Prbh.g_01011
OG0000695	Prar.g_01738	Prbh.g_01012
OG0000696	Prar.g_01740	Prbh.g_01013
OG0000697	Prar.g_01742	Prbh.g_01015
OG0000698	Prar.g_01744	Prbh.g_01019
OG0000699	Prar.g_01745	Prbh.g_01020
OG0000700	Prar.g_01759	Prbh.g_00857
OG0000701	Prar.g_01764	Prbh.g_00861
OG0000702	Prar.g_01767	Prbh.g_00868
OG0000703	Prar.g_01768	Prbh.g_00870
OG0000704	Prar.g_01769	Prbh.g_00871
OG0000705	Prar.g_01770	Prbh.g_00872
OG0000706	Prar.g_01771	Prbh.g_00873
OG0000707	Prar.g_01773	Prbh.g_00875
OG0000708	Prar.g_01774	Prbh.g_00876
OG0000709	Prar.g_01776	Prbh.g_00878
OG0000710	Prar.g_01777	Prbh.g_00879
OG0000711	Prar.g_01778	Prbh.g_00880
OG0000712	Prar.g_01779	Prbh.g_00881
OG0000713	Prar.g_01780	Prbh.g_00882
OG0000714	Prar.g_01782	Prbh.g_00884
OG0000715	Prar.g_01783	Prbh.g_00885
OG0000716	Prar.g_01785	Prbh.g_00887
OG0000717	Prar.g_01786	Prbh.g_00888
OG0000718	Prar.g_01787	Prbh.g_00889
OG0000719	Prar.g_01789	Prbh.g_00891
OG0000720	Prar.g_01790	Prbh.g_00892
OG0000721	Prar.g_01792	Prbh.g_00895
OG0000722	Prar.g_01793	Prbh.g_00896
OG0000723	Prar.g_01794	Prbh.g_00897
OG0000724	Prar.g_01795	Prbh.g_00898
OG0000725	Prar.g_01796	Prbh.g_00899
OG0000726	Prar.g_01797	Prbh.g_00900
OG0000727	Prar.g_01798	Prbh.g_00901
OG0000728	Prar.g_01799	Prbh.g_00902
OG0000729	Prar.g_01800	Prbh.g_00903
OG0000730	Prar.g_01801	Prbh.g_01181
OG0000731	Prar.g_01802	Prbh.g_01179
OG0000732	Prar.g_01803	Prbh.g_01178
OG0000733	Prar.g_01804	Prbh.g_01177
OG0000734	Prar.g_01805	Prbh.g_01176
OG0000735	Prar.g_01807	Prbh.g_01174
OG0000736	Prar.g_01808	Prbh.g_01173
OG0000737	Prar.g_01809	Prbh.g_01172
OG0000738	Prar.g_01810	Prbh.g_01059
OG0000739	Prar.g_01811	Prbh.g_01060
OG0000740	Prar.g_01812	Prbh.g_01061
OG0000741	Prar.g_01813	Prbh.g_01062
OG0000742	Prar.g_01815	Prbh.g_01064
OG0000743	Prar.g_01816	Prbh.g_01065
OG0000744	Prar.g_01817	Prbh.g_01066
OG0000745	Prar.g_01818	Prbh.g_01067
OG0000746	Prar.g_01819	Prbh.g_01068
OG0000747	Prar.g_01820	Prbh.g_01069
OG0000748	Prar.g_01821	Prbh.g_01070
OG0000749	Prar.g_01822	Prbh.g_01071
OG0000750	Prar.g_01823	Prbh.g_01073
OG0000751	Prar.g_01824	Prbh.g_01074
OG0000752	Prar.g_01825	Prbh.g_01131
OG0000753	Prar.g_01827	Prbh.g_01079
OG0000754	Prar.g_01828	Prbh.g_01080
OG0000755	Prar.g_01829	Prbh.g_01081
OG0000756	Prar.g_01830	Prbh.g_01083
OG0000757	Prar.g_01831	Prbh.g_01084
OG0000758	Prar.g_01832	Prbh.g_01085
OG0000759	Prar.g_01834	Prbh.g_01087
OG0000760	Prar.g_01835	Prbh.g_01088
OG0000761	Prar.g_01836	Prbh.g_01089
OG0000762	Prar.g_01838	Prbh.g_01091
OG0000763	Prar.g_01839	Prbh.g_01092
OG0000764	Prar.g_01840	Prbh.g_01093
OG0000765	Prar.g_01841	Prbh.g_01094
OG0000766	Prar.g_01842	Prbh.g_01095
OG0000767	Prar.g_01844	Prbh.g_01097
OG0000768	Prar.g_01845	Prbh.g_01098
OG0000769	Prar.g_01846	Prbh.g_01099
OG0000770	Prar.g_01847	Prbh.g_01100
OG0000771	Prar.g_01848	Prbh.g_01101
OG0000772	Prar.g_01849	Prbh.g_01342
OG0000773	Prar.g_01850	Prbh.g_01102
OG0000774	Prar.g_01851	Prbh.g_01103
OG0000775	Prar.g_01852	Prbh.g_01104
OG0000776	Prar.g_01853	Prbh.g_01106
OG0000777	Prar.g_01855	Prbh.g_01107
OG0000778	Prar.g_01856	Prbh.g_01108
OG0000779	Prar.g_01857	Prbh.g_01109
OG0000780	Prar.g_01859	Prbh.g_01111
OG0000781	Prar.g_01861	Prbh.g_01113
OG0000782	Prar.g_01862	Prbh.g_01114
OG0000783	Prar.g_01873	Prbh.g_01116
OG0000784	Prar.g_01875	Prbh.g_01118
OG0000785	Prar.g_01876	Prbh.g_01119
OG0000786	Prar.g_01877	Prbh.g_01120
OG0000787	Prar.g_01878	Prbh.g_01121
OG0000788	Prar.g_01882	Prbh.g_01126
OG0000789	Prar.g_01884	Prbh.g_01129
OG0000790	Prar.g_01885	Prbh.g_01130
OG0000791	Prar.g_01886	Prbh.g_01133
OG0000792	Prar.g_01887	Prbh.g_01134
OG0000793	Prar.g_01888	Prbh.g_01135
OG0000794	Prar.g_01890	Prbh.g_01138
OG0000795	Prar.g_01893	Prbh.g_01042
OG0000796	Prar.g_01894	Prbh.g_01041
OG0000797	Prar.g_01896	Prbh.g_01039
OG0000798	Prar.g_01897	Prbh.g_01038
OG0000799	Prar.g_01898	Prbh.g_01037
OG0000800	Prar.g_01899	Prbh.g_01036
OG0000801	Prar.g_01902	Prbh.g_01033
OG0000802	Prar.g_01903	Prbh.g_01032
OG0000803	Prar.g_01905	Prbh.g_01030
OG0000804	Prar.g_01906	Prbh.g_01029
OG0000805	Prar.g_01907	Prbh.g_01028
OG0000806	Prar.g_01909	Prbh.g_01026
OG0000807	Prar.g_01935	Prbh.g_00411
OG0000808	Prar.g_01944	Prbh.g_00827
OG0000809	Prar.g_01947	Prbh.g_01331
OG0000810	Prar.g_01948	Prbh.g_01442
OG0000811	Prar.g_01955	Prbh.g_01351
OG0000812	Prar.g_01324	Prbh.g_01325
OG0000813	Prar.g_01320	Prbh.g_00432
OG0000814	Prar.g_01318	Prbh.g_01344
OG0000815	Prar.g_01309	Prbh.g_00008
OG0000816	Prar.g_01295	Prbh.g_01867
OG0000817	Prar.g_01294	Prbh.g_01866
OG0000818	Prar.g_01289	Prbh.g_00834
OG0000819	Prar.g_01282	Prbh.g_01305
OG0000820	Prar.g_01278	Prbh.g_01299
OG0000821	Prar.g_01276	Prbh.g_01297
OG0000822	Prar.g_01275	Prbh.g_01296
OG0000823	Prar.g_01274	Prbh.g_01295
OG0000824	Prar.g_01273	Prbh.g_01294
OG0000825	Prar.g_01272	Prbh.g_01293
OG0000826	Prar.g_01271	Prbh.g_01292
OG0000827	Prar.g_01270	Prbh.g_01291
OG0000828	Prar.g_01269	Prbh.g_01290
OG0000829	Prar.g_01268	Prbh.g_01289
OG0000830	Prar.g_01267	Prbh.g_01287
OG0000831	Prar.g_01264	Prbh.g_01284
OG0000832	Prar.g_01262	Prbh.g_01282
OG0000833	Prar.g_01261	Prbh.g_01280
OG0000834	Prar.g_01260	Prbh.g_01279
OG0000835	Prar.g_01259	Prbh.g_01278
OG0000836	Prar.g_01258	Prbh.g_01277
OG0000837	Prar.g_01256	Prbh.g_01274
OG0000838	Prar.g_01255	Prbh.g_01273
OG0000839	Prar.g_01254	Prbh.g_01272
OG0000840	Prar.g_01253	Prbh.g_01271
OG0000841	Prar.g_01252	Prbh.g_01270
OG0000842	Prar.g_01251	Prbh.g_01268
OG0000843	Prar.g_01250	Prbh.g_01267
OG0000844	Prar.g_01249	Prbh.g_01266
OG0000845	Prar.g_01248	Prbh.g_01265
OG0000846	Prar.g_01245	Prbh.g_01262
OG0000847	Prar.g_01243	Prbh.g_01261
OG0000848	Prar.g_01242	Prbh.g_01260
OG0000849	Prar.g_01241	Prbh.g_01257
OG0000850	Prar.g_01240	Prbh.g_01256
OG0000851	Prar.g_01239	Prbh.g_01254
OG0000852	Prar.g_01237	Prbh.g_01252
OG0000853	Prar.g_01236	Prbh.g_01250
OG0000854	Prar.g_01234	Prbh.g_01248
OG0000855	Prar.g_01233	Prbh.g_01247
OG0000856	Prar.g_01232	Prbh.g_01246
OG0000857	Prar.g_01231	Prbh.g_01245
OG0000858	Prar.g_01230	Prbh.g_01244
OG0000859	Prar.g_01229	Prbh.g_01243
OG0000860	Prar.g_01228	Prbh.g_01242
OG0000861	Prar.g_01227	Prbh.g_01241
OG0000862	Prar.g_01226	Prbh.g_01240
OG0000863	Prar.g_01225	Prbh.g_01239
OG0000864	Prar.g_01224	Prbh.g_01238
OG0000865	Prar.g_01223	Prbh.g_01237
OG0000866	Prar.g_01222	Prbh.g_01236
OG0000867	Prar.g_01221	Prbh.g_01235
OG0000868	Prar.g_01220	Prbh.g_01234
OG0000869	Prar.g_01218	Prbh.g_01232
OG0000870	Prar.g_01217	Prbh.g_01231
OG0000871	Prar.g_01215	Prbh.g_01230
OG0000872	Prar.g_01214	Prbh.g_01229
OG0000873	Prar.g_01212	Prbh.g_01227
OG0000874	Prar.g_01211	Prbh.g_01226
OG0000875	Prar.g_01210	Prbh.g_01225
OG0000876	Prar.g_01209	Prbh.g_01224
OG0000877	Prar.g_01207	Prbh.g_01451
OG0000878	Prar.g_00976	Prbh.g_01845
OG0000879	Prar.g_00966	Prbh.g_01362
OG0000880	Prar.g_00965	Prbh.g_01363
OG0000881	Prar.g_00964	Prbh.g_01364
OG0000882	Prar.g_00963	Prbh.g_01365
OG0000883	Prar.g_00962	Prbh.g_01366
OG0000884	Prar.g_00960	Prbh.g_01368
OG0000885	Prar.g_00959	Prbh.g_01369
OG0000886	Prar.g_00958	Prbh.g_01370
OG0000887	Prar.g_00957	Prbh.g_01371
OG0000888	Prar.g_00956	Prbh.g_01372
OG0000889	Prar.g_00953	Prbh.g_01375
OG0000890	Prar.g_00952	Prbh.g_01376
OG0000891	Prar.g_00951	Prbh.g_01377
OG0000892	Prar.g_00949	Prbh.g_01379
OG0000893	Prar.g_00948	Prbh.g_01380
OG0000894	Prar.g_00947	Prbh.g_01381
OG0000895	Prar.g_00946	Prbh.g_01382
OG0000896	Prar.g_00945	Prbh.g_01383
OG0000897	Prar.g_00944	Prbh.g_01384
OG0000898	Prar.g_00942	Prbh.g_01387
OG0000899	Prar.g_00941	Prbh.g_01388
OG0000900	Prar.g_00929	Prbh.g_01935
OG0000901	Prar.g_00925	Prbh.g_00002
OG0000902	Prar.g_00924	Prbh.g_00206
OG0000903	Prar.g_00923	Prbh.g_01341
OG0000904	Prar.g_00921	Prbh.g_00196
OG0000905	Prar.g_00919	Prbh.g_01326
OG0000906	Prar.g_00917	Prbh.g_01308
OG0000907	Prar.g_00916	Prbh.g_01017
OG0000908	Prar.g_00913	Prbh.g_01872
OG0000909	Prar.g_00909	Prbh.g_00011
OG0000910	Prar.g_00908	Prbh.g_00012
OG0000911	Prar.g_00907	Prbh.g_00013
OG0000912	Prar.g_00906	Prbh.g_00014
OG0000913	Prar.g_00905	Prbh.g_00015
OG0000914	Prar.g_00904	Prbh.g_00016
OG0000915	Prar.g_00903	Prbh.g_00017
OG0000916	Prar.g_00902	Prbh.g_00019
OG0000917	Prar.g_00901	Prbh.g_00020
OG0000918	Prar.g_00900	Prbh.g_00021
OG0000919	Prar.g_00899	Prbh.g_00022
OG0000920	Prar.g_00898	Prbh.g_00023
OG0000921	Prar.g_00897	Prbh.g_00024
OG0000922	Prar.g_00896	Prbh.g_00025
OG0000923	Prar.g_00895	Prbh.g_00026
OG0000924	Prar.g_00894	Prbh.g_00027
OG0000925	Prar.g_00893	Prbh.g_00028
OG0000926	Prar.g_00375	Prbh.g_01599
OG0000927	Prar.g_00357	Prbh.g_00079
OG0000928	Prar.g_00356	Prbh.g_00080
OG0000929	Prar.g_00355	Prbh.g_00081
OG0000930	Prar.g_00354	Prbh.g_00082
OG0000931	Prar.g_00353	Prbh.g_00083
OG0000932	Prar.g_00351	Prbh.g_00085
OG0000933	Prar.g_00350	Prbh.g_00086
OG0000934	Prar.g_00349	Prbh.g_00087
OG0000935	Prar.g_00348	Prbh.g_00088
OG0000936	Prar.g_00347	Prbh.g_00089
OG0000937	Prar.g_00346	Prbh.g_00090
OG0000938	Prar.g_00345	Prbh.g_00091
OG0000939	Prar.g_00344	Prbh.g_00092
OG0000940	Prar.g_00343	Prbh.g_00093
OG0000941	Prar.g_00341	Prbh.g_00094
OG0000942	Prar.g_00340	Prbh.g_00095
OG0000943	Prar.g_00337	Prbh.g_00101
OG0000944	Prar.g_00336	Prbh.g_00102
OG0000945	Prar.g_00335	Prbh.g_00103
OG0000946	Prar.g_00842	Prbh.g_00104
OG0000947	Prar.g_00841	Prbh.g_00105
OG0000948	Prar.g_00840	Prbh.g_00106
OG0000949	Prar.g_00839	Prbh.g_00107
OG0000950	Prar.g_00838	Prbh.g_00108
OG0000951	Prar.g_00837	Prbh.g_00109
OG0000952	Prar.g_00836	Prbh.g_00110
OG0000953	Prar.g_00835	Prbh.g_00111
OG0000954	Prar.g_00834	Prbh.g_00112
OG0000955	Prar.g_00833	Prbh.g_00113
OG0000956	Prar.g_00832	Prbh.g_00114
OG0000957	Prar.g_00831	Prbh.g_00115
OG0000958	Prar.g_00830	Prbh.g_00116
OG0000959	Prar.g_00829	Prbh.g_00117
OG0000960	Prar.g_00828	Prbh.g_00118
OG0000961	Prar.g_00824	Prbh.g_00122
OG0000962	Prar.g_00823	Prbh.g_00123
OG0000963	Prar.g_00822	Prbh.g_00124
OG0000964	Prar.g_00820	Prbh.g_00126
OG0000965	Prar.g_00819	Prbh.g_00127
OG0000966	Prar.g_00818	Prbh.g_00128
OG0000967	Prar.g_00817	Prbh.g_00129
OG0000968	Prar.g_00816	Prbh.g_00130
OG0000969	Prar.g_00815	Prbh.g_00131
OG0000970	Prar.g_00814	Prbh.g_00132
OG0000971	Prar.g_00813	Prbh.g_00133
OG0000972	Prar.g_00812	Prbh.g_00134
OG0000973	Prar.g_00811	Prbh.g_00135
OG0000974	Prar.g_00809	Prbh.g_00137
OG0000975	Prar.g_00806	Prbh.g_00144
OG0000976	Prar.g_00804	Prbh.g_00146
OG0000977	Prar.g_00803	Prbh.g_00147
OG0000978	Prar.g_00802	Prbh.g_00149
OG0000979	Prar.g_00800	Prbh.g_00151
OG0000980	Prar.g_00799	Prbh.g_00152
OG0000981	Prar.g_00798	Prbh.g_00153
OG0000982	Prar.g_00797	Prbh.g_00154
OG0000983	Prar.g_00795	Prbh.g_00156
OG0000984	Prar.g_00794	Prbh.g_00157
OG0000985	Prar.g_00793	Prbh.g_00158
OG0000986	Prar.g_00792	Prbh.g_00159
OG0000987	Prar.g_00791	Prbh.g_00160
OG0000988	Prar.g_00790	Prbh.g_00162
OG0000989	Prar.g_00789	Prbh.g_00163
OG0000990	Prar.g_00788	Prbh.g_00164
OG0000991	Prar.g_00787	Prbh.g_00165
OG0000992	Prar.g_00786	Prbh.g_00166
OG0000993	Prar.g_00785	Prbh.g_00167
OG0000994	Prar.g_00784	Prbh.g_00168
OG0000995	Prar.g_00783	Prbh.g_00169
OG0000996	Prar.g_00782	Prbh.g_00170
OG0000997	Prar.g_00781	Prbh.g_00171
OG0000998	Prar.g_00780	Prbh.g_00172
OG0000999	Prar.g_00779	Prbh.g_00173
OG0001000	Prar.g_00778	Prbh.g_00174
OG0001001	Prar.g_00776	Prbh.g_00176
OG0001002	Prar.g_00775	Prbh.g_00177
OG0001003	Prar.g_00774	Prbh.g_00178
OG0001004	Prar.g_00773	Prbh.g_00179
OG0001005	Prar.g_00772	Prbh.g_00181
OG0001006	Prar.g_00771	Prbh.g_00182
OG0001007	Prar.g_00770	Prbh.g_00183
OG0001008	Prar.g_00768	Prbh.g_00185
OG0001009	Prar.g_00767	Prbh.g_00186
OG0001010	Prar.g_00760	Prbh.g_01837
OG0001011	Prar.g_00753	Prbh.g_01454
OG0001012	Prar.g_00725	Prbh.g_00968
OG0001013	Prar.g_01149	Prbh.g_01789
OG0001014	Prar.g_01148	Prbh.g_01788
OG0001015	Prar.g_01142	Prbh.g_01781
OG0001016	Prar.g_01141	Prbh.g_01780
OG0001017	Prar.g_01140	Prbh.g_01779
OG0001018	Prar.g_01139	Prbh.g_01778
OG0001019	Prar.g_01137	Prbh.g_01776
OG0001020	Prar.g_01136	Prbh.g_01775
OG0001021	Prar.g_01135	Prbh.g_01774
OG0001022	Prar.g_01134	Prbh.g_01773
OG0001023	Prar.g_01133	Prbh.g_01772
OG0001024	Prar.g_01132	Prbh.g_01770
OG0001025	Prar.g_01131	Prbh.g_01769
OG0001026	Prar.g_01129	Prbh.g_01768
OG0001027	Prar.g_01128	Prbh.g_01767
OG0001028	Prar.g_01127	Prbh.g_01766
OG0001029	Prar.g_01126	Prbh.g_01765
OG0001030	Prar.g_01125	Prbh.g_01764
OG0001031	Prar.g_01124	Prbh.g_01763
OG0001032	Prar.g_01123	Prbh.g_01762
OG0001033	Prar.g_01122	Prbh.g_01761
OG0001034	Prar.g_01121	Prbh.g_01760
OG0001035	Prar.g_01964	Prbh.g_01758
OG0001036	Prar.g_01965	Prbh.g_01757
OG0001037	Prar.g_01966	Prbh.g_01756
OG0001038	Prar.g_01967	Prbh.g_01755
OG0001039	Prar.g_01968	Prbh.g_01754
OG0001040	Prar.g_01969	Prbh.g_01752
OG0001041	Prar.g_01970	Prbh.g_01751
OG0001042	Prar.g_01971	Prbh.g_01750
OG0001043	Prar.g_01963	Prbh.g_01749
OG0001044	Prar.g_01962	Prbh.g_01748
OG0001045	Prar.g_01961	Prbh.g_01747
OG0001046	Prar.g_01960	Prbh.g_01746
OG0001047	Prar.g_01957	Prbh.g_01743
OG0001048	Prar.g_00596	Prbh.g_01741
OG0001049	Prar.g_00597	Prbh.g_01740
OG0001050	Prar.g_00598	Prbh.g_01739
OG0001051	Prar.g_00599	Prbh.g_01738
OG0001052	Prar.g_00600	Prbh.g_01737
OG0001053	Prar.g_00601	Prbh.g_01735
OG0001054	Prar.g_00603	Prbh.g_01733
OG0001055	Prar.g_00604	Prbh.g_01732
OG0001056	Prar.g_00605	Prbh.g_01731
OG0001057	Prar.g_00606	Prbh.g_01730
OG0001058	Prar.g_00607	Prbh.g_01729
OG0001059	Prar.g_00608	Prbh.g_01728
OG0001060	Prar.g_00609	Prbh.g_01727
OG0001061	Prar.g_00610	Prbh.g_01726
OG0001062	Prar.g_00611	Prbh.g_01725
OG0001063	Prar.g_00612	Prbh.g_01724
OG0001064	Prar.g_01119	Prbh.g_01723
OG0001065	Prar.g_01114	Prbh.g_01719
OG0001066	Prar.g_01113	Prbh.g_01717
OG0001067	Prar.g_01112	Prbh.g_01716
OG0001068	Prar.g_01110	Prbh.g_01713
OG0001069	Prar.g_01109	Prbh.g_01712
OG0001070	Prar.g_01108	Prbh.g_01711
OG0001071	Prar.g_01107	Prbh.g_01710
OG0001072	Prar.g_01106	Prbh.g_01709
OG0001073	Prar.g_01105	Prbh.g_01708
OG0001074	Prar.g_01104	Prbh.g_01707
OG0001075	Prar.g_01103	Prbh.g_01706
OG0001076	Prar.g_01102	Prbh.g_01705
OG0001077	Prar.g_01101	Prbh.g_01704
OG0001078	Prar.g_01100	Prbh.g_01703
OG0001079	Prar.g_01099	Prbh.g_01702
OG0001080	Prar.g_01098	Prbh.g_01701
OG0001081	Prar.g_01095	Prbh.g_01697
OG0001082	Prar.g_01094	Prbh.g_01696
OG0001083	Prar.g_01093	Prbh.g_01692
OG0001084	Prar.g_01091	Prbh.g_01694
OG0001085	Prar.g_01090	Prbh.g_01695
OG0001086	Prar.g_01089	Prbh.g_01698
OG0001087	Prar.g_01088	Prbh.g_01699
OG0001088	Prar.g_01087	Prbh.g_01700
OG0001089	Prar.g_01069	Prbh.g_01687
OG0001090	Prar.g_01067	Prbh.g_01685
OG0001091	Prar.g_01066	Prbh.g_01684
OG0001092	Prar.g_01065	Prbh.g_01683
OG0001093	Prar.g_01064	Prbh.g_01682
OG0001094	Prar.g_01063	Prbh.g_01681
OG0001095	Prar.g_01062	Prbh.g_01680
OG0001096	Prar.g_01061	Prbh.g_01679
OG0001097	Prar.g_01060	Prbh.g_01678
OG0001098	Prar.g_01059	Prbh.g_01677
OG0001099	Prar.g_01058	Prbh.g_01676
OG0001100	Prar.g_01057	Prbh.g_01675
OG0001101	Prar.g_01056	Prbh.g_01674
OG0001102	Prar.g_01055	Prbh.g_01673
OG0001103	Prar.g_01054	Prbh.g_01672
OG0001104	Prar.g_01053	Prbh.g_01671
OG0001105	Prar.g_01052	Prbh.g_01670
OG0001106	Prar.g_01051	Prbh.g_01669
OG0001107	Prar.g_01050	Prbh.g_01668
OG0001108	Prar.g_01049	Prbh.g_01667
OG0001109	Prar.g_01048	Prbh.g_01666
OG0001110	Prar.g_01047	Prbh.g_01665
OG0001111	Prar.g_01046	Prbh.g_01664
OG0001112	Prar.g_01045	Prbh.g_01663
OG0001113	Prar.g_01044	Prbh.g_01662
OG0001114	Prar.g_01043	Prbh.g_01661
OG0001115	Prar.g_01042	Prbh.g_01660
OG0001116	Prar.g_01041	Prbh.g_01659
OG0001117	Prar.g_01040	Prbh.g_01658
OG0001118	Prar.g_01039	Prbh.g_01657
