Orthogroup	Prar	Prbe
OG0000564	Prar.g_01472	Prbe.g_01477
OG0000565	Prar.g_01473	Prbe.g_01476
OG0000566	Prar.g_01474	Prbe.g_01475
OG0000567	Prar.g_01475	Prbe.g_01474
OG0000568	Prar.g_01476	Prbe.g_01473
OG0000569	Prar.g_01477	Prbe.g_01472
OG0000570	Prar.g_01478	Prbe.g_01471
OG0000571	Prar.g_01479	Prbe.g_01470
OG0000572	Prar.g_01480	Prbe.g_01469
OG0000573	Prar.g_01483	Prbe.g_01466
OG0000574	Prar.g_01484	Prbe.g_01465
OG0000575	Prar.g_01485	Prbe.g_01464
OG0000576	Prar.g_01486	Prbe.g_01463
OG0000577	Prar.g_01487	Prbe.g_01462
OG0000578	Prar.g_01488	Prbe.g_01461
OG0000579	Prar.g_01489	Prbe.g_01460
OG0000580	Prar.g_01490	Prbe.g_01459
OG0000581	Prar.g_01491	Prbe.g_01458
OG0000582	Prar.g_01492	Prbe.g_01457
OG0000583	Prar.g_01493	Prbe.g_01456
OG0000584	Prar.g_01494	Prbe.g_01454
OG0000585	Prar.g_01495	Prbe.g_01453
OG0000586	Prar.g_01497	Prbe.g_01451
OG0000587	Prar.g_01498	Prbe.g_01450
OG0000588	Prar.g_01500	Prbe.g_00444
OG0000589	Prar.g_01501	Prbe.g_00445
OG0000590	Prar.g_01503	Prbe.g_00447
OG0000591	Prar.g_01509	Prbe.g_00453
OG0000592	Prar.g_01510	Prbe.g_00454
OG0000593	Prar.g_01511	Prbe.g_00455
OG0000594	Prar.g_01513	Prbe.g_00458
OG0000595	Prar.g_01514	Prbe.g_00459
OG0000596	Prar.g_01515	Prbe.g_00460
OG0000597	Prar.g_01517	Prbe.g_00462
OG0000598	Prar.g_01518	Prbe.g_00463
OG0000599	Prar.g_01519	Prbe.g_00464
OG0000600	Prar.g_01520	Prbe.g_00465
OG0000601	Prar.g_01522	Prbe.g_00468
OG0000602	Prar.g_01523	Prbe.g_01199
OG0000603	Prar.g_01524	Prbe.g_01200
OG0000604	Prar.g_01525	Prbe.g_01203
OG0000605	Prar.g_01526	Prbe.g_01204
OG0000606	Prar.g_01527	Prbe.g_01205
OG0000607	Prar.g_01529	Prbe.g_01207
OG0000608	Prar.g_01530	Prbe.g_01209
OG0000609	Prar.g_01534	Prbe.g_01197
OG0000610	Prar.g_01535	Prbe.g_00403
OG0000611	Prar.g_01600	Prbe.g_01215
OG0000612	Prar.g_01601	Prbe.g_01216
OG0000613	Prar.g_01602	Prbe.g_01437
OG0000614	Prar.g_01603	Prbe.g_01436
OG0000615	Prar.g_01605	Prbe.g_01434
OG0000616	Prar.g_01606	Prbe.g_01433
OG0000617	Prar.g_01607	Prbe.g_01432
OG0000618	Prar.g_01608	Prbe.g_01431
OG0000619	Prar.g_01609	Prbe.g_01430
OG0000620	Prar.g_01610	Prbe.g_01429
OG0000621	Prar.g_01611	Prbe.g_01428
OG0000622	Prar.g_01612	Prbe.g_01427
OG0000623	Prar.g_01613	Prbe.g_01426
OG0000624	Prar.g_01614	Prbe.g_01424
OG0000625	Prar.g_01615	Prbe.g_01423
OG0000626	Prar.g_01616	Prbe.g_01422
OG0000627	Prar.g_01617	Prbe.g_01421
OG0000628	Prar.g_01618	Prbe.g_01420
OG0000629	Prar.g_01619	Prbe.g_01419
OG0000630	Prar.g_01620	Prbe.g_01418
OG0000631	Prar.g_01622	Prbe.g_01416
OG0000632	Prar.g_01634	Prbe.g_01415
OG0000633	Prar.g_01638	Prbe.g_00055
OG0000634	Prar.g_01651	Prbe.g_00909
OG0000635	Prar.g_01652	Prbe.g_00487
OG0000636	Prar.g_01653	Prbe.g_00488
OG0000637	Prar.g_01654	Prbe.g_00489
OG0000638	Prar.g_01661	Prbe.g_01889
OG0000639	Prar.g_01670	Prbe.g_01317
OG0000640	Prar.g_01672	Prbe.g_01321
OG0000641	Prar.g_01675	Prbe.g_01323
OG0000642	Prar.g_01676	Prbe.g_01324
OG0000643	Prar.g_01677	Prbe.g_01325
OG0000644	Prar.g_01678	Prbe.g_01438
OG0000645	Prar.g_01679	Prbe.g_01217
OG0000646	Prar.g_01680	Prbe.g_01218
OG0000647	Prar.g_01681	Prbe.g_01219
OG0000648	Prar.g_01683	Prbe.g_01221
OG0000649	Prar.g_01684	Prbe.g_01222
OG0000650	Prar.g_01685	Prbe.g_01223
OG0000651	Prar.g_01686	Prbe.g_01224
OG0000652	Prar.g_01687	Prbe.g_01225
OG0000653	Prar.g_01688	Prbe.g_01226
OG0000654	Prar.g_01690	Prbe.g_01228
OG0000655	Prar.g_01692	Prbe.g_01230
OG0000656	Prar.g_01693	Prbe.g_01231
OG0000657	Prar.g_01694	Prbe.g_01232
OG0000658	Prar.g_01695	Prbe.g_01233
OG0000659	Prar.g_01696	Prbe.g_01234
OG0000660	Prar.g_01697	Prbe.g_01235
OG0000661	Prar.g_01698	Prbe.g_01236
OG0000662	Prar.g_01699	Prbe.g_01238
OG0000663	Prar.g_01700	Prbe.g_01239
OG0000664	Prar.g_01701	Prbe.g_01240
OG0000665	Prar.g_01702	Prbe.g_01241
OG0000666	Prar.g_01703	Prbe.g_01242
OG0000667	Prar.g_01704	Prbe.g_01243
OG0000668	Prar.g_01705	Prbe.g_01244
OG0000669	Prar.g_01707	Prbe.g_01246
OG0000670	Prar.g_01708	Prbe.g_01247
OG0000671	Prar.g_01709	Prbe.g_01248
OG0000672	Prar.g_01710	Prbe.g_01249
OG0000673	Prar.g_01711	Prbe.g_01250
OG0000674	Prar.g_01712	Prbe.g_01251
OG0000675	Prar.g_01714	Prbe.g_01253
OG0000676	Prar.g_01715	Prbe.g_01254
OG0000677	Prar.g_01717	Prbe.g_01257
OG0000678	Prar.g_01719	Prbe.g_01259
OG0000679	Prar.g_01720	Prbe.g_01261
OG0000680	Prar.g_01721	Prbe.g_01262
OG0000681	Prar.g_01722	Prbe.g_01263
OG0000682	Prar.g_01723	Prbe.g_01264
OG0000683	Prar.g_01725	Prbe.g_01266
OG0000684	Prar.g_01726	Prbe.g_01267
OG0000685	Prar.g_01727	Prbe.g_01268
OG0000686	Prar.g_01728	Prbe.g_01269
OG0000687	Prar.g_01729	Prbe.g_01270
OG0000688	Prar.g_01730	Prbe.g_01271
OG0000689	Prar.g_01731	Prbe.g_01272
OG0000690	Prar.g_01732	Prbe.g_01273
OG0000691	Prar.g_01733	Prbe.g_01274
OG0000692	Prar.g_01735	Prbe.g_01278
OG0000693	Prar.g_01736	Prbe.g_01279
OG0000694	Prar.g_01737	Prbe.g_01280
OG0000695	Prar.g_01738	Prbe.g_01281
OG0000696	Prar.g_01740	Prbe.g_01282
OG0000697	Prar.g_01742	Prbe.g_01284
OG0000698	Prar.g_01744	Prbe.g_01288
OG0000699	Prar.g_01745	Prbe.g_01289
OG0000700	Prar.g_01759	Prbe.g_00105
OG0000701	Prar.g_01764	Prbe.g_00110
OG0000702	Prar.g_01767	Prbe.g_00406
OG0000703	Prar.g_01768	Prbe.g_00408
OG0000704	Prar.g_01769	Prbe.g_00409
OG0000705	Prar.g_01770	Prbe.g_00411
OG0000706	Prar.g_01771	Prbe.g_00412
OG0000707	Prar.g_01773	Prbe.g_00414
OG0000708	Prar.g_01774	Prbe.g_00415
OG0000709	Prar.g_01776	Prbe.g_00417
OG0000710	Prar.g_01777	Prbe.g_00418
OG0000711	Prar.g_01778	Prbe.g_00419
OG0000712	Prar.g_01779	Prbe.g_00420
OG0000713	Prar.g_01780	Prbe.g_00421
OG0000714	Prar.g_01782	Prbe.g_00423
OG0000715	Prar.g_01783	Prbe.g_00424
OG0000716	Prar.g_01785	Prbe.g_00426
OG0000717	Prar.g_01786	Prbe.g_00427
OG0000718	Prar.g_01787	Prbe.g_00428
OG0000719	Prar.g_01789	Prbe.g_00430
OG0000720	Prar.g_01790	Prbe.g_00431
OG0000721	Prar.g_01792	Prbe.g_00434
OG0000722	Prar.g_01793	Prbe.g_00435
OG0000723	Prar.g_01794	Prbe.g_00436
OG0000724	Prar.g_01795	Prbe.g_00438
OG0000725	Prar.g_01796	Prbe.g_00439
OG0000726	Prar.g_01797	Prbe.g_00440
OG0000727	Prar.g_01798	Prbe.g_00441
OG0000728	Prar.g_01799	Prbe.g_00442
OG0000729	Prar.g_01800	Prbe.g_00443
OG0000730	Prar.g_01801	Prbe.g_01448
OG0000731	Prar.g_01802	Prbe.g_01446
OG0000732	Prar.g_01803	Prbe.g_01445
OG0000733	Prar.g_01804	Prbe.g_01444
OG0000734	Prar.g_01805	Prbe.g_01443
OG0000735	Prar.g_01807	Prbe.g_01441
OG0000736	Prar.g_01808	Prbe.g_01440
OG0000737	Prar.g_01809	Prbe.g_01439
OG0000738	Prar.g_01810	Prbe.g_01326
OG0000739	Prar.g_01811	Prbe.g_01327
OG0000740	Prar.g_01812	Prbe.g_01328
OG0000741	Prar.g_01813	Prbe.g_01329
OG0000742	Prar.g_01815	Prbe.g_01331
OG0000743	Prar.g_01816	Prbe.g_01332
OG0000744	Prar.g_01817	Prbe.g_01333
OG0000745	Prar.g_01818	Prbe.g_01334
OG0000746	Prar.g_01819	Prbe.g_01335
OG0000747	Prar.g_01820	Prbe.g_01336
OG0000748	Prar.g_01821	Prbe.g_01337
OG0000749	Prar.g_01822	Prbe.g_01338
OG0000750	Prar.g_01823	Prbe.g_01340
OG0000751	Prar.g_01824	Prbe.g_01341
OG0000752	Prar.g_01825	Prbe.g_01400
OG0000753	Prar.g_01827	Prbe.g_01343
OG0000754	Prar.g_01828	Prbe.g_01344
OG0000755	Prar.g_01829	Prbe.g_01345
OG0000756	Prar.g_01830	Prbe.g_01347
OG0000757	Prar.g_01831	Prbe.g_01348
OG0000758	Prar.g_01832	Prbe.g_01349
OG0000759	Prar.g_01834	Prbe.g_01351
OG0000760	Prar.g_01835	Prbe.g_01352
OG0000761	Prar.g_01836	Prbe.g_01353
OG0000762	Prar.g_01838	Prbe.g_01355
OG0000763	Prar.g_01839	Prbe.g_01356
OG0000764	Prar.g_01840	Prbe.g_01357
OG0000765	Prar.g_01841	Prbe.g_01358
OG0000766	Prar.g_01842	Prbe.g_01359
OG0000767	Prar.g_01844	Prbe.g_01361
OG0000768	Prar.g_01845	Prbe.g_01362
OG0000769	Prar.g_01846	Prbe.g_01363
OG0000770	Prar.g_01847	Prbe.g_01364
OG0000771	Prar.g_01848	Prbe.g_01365
OG0000772	Prar.g_01849	Prbe.g_01615
OG0000773	Prar.g_01850	Prbe.g_01367
OG0000774	Prar.g_01851	Prbe.g_01368
OG0000775	Prar.g_01852	Prbe.g_01369
OG0000776	Prar.g_01853	Prbe.g_01372
OG0000777	Prar.g_01855	Prbe.g_01373
OG0000778	Prar.g_01856	Prbe.g_01374
OG0000779	Prar.g_01857	Prbe.g_01375
OG0000780	Prar.g_01859	Prbe.g_01377
OG0000781	Prar.g_01861	Prbe.g_01379
OG0000782	Prar.g_01862	Prbe.g_01380
OG0000783	Prar.g_01873	Prbe.g_01384
OG0000784	Prar.g_01875	Prbe.g_01386
OG0000785	Prar.g_01876	Prbe.g_01387
OG0000786	Prar.g_01877	Prbe.g_01388
OG0000787	Prar.g_01878	Prbe.g_01389
OG0000788	Prar.g_01882	Prbe.g_01395
OG0000789	Prar.g_01884	Prbe.g_01398
OG0000790	Prar.g_01885	Prbe.g_01399
OG0000791	Prar.g_01886	Prbe.g_01402
OG0000792	Prar.g_01887	Prbe.g_01403
OG0000793	Prar.g_01888	Prbe.g_01404
OG0000794	Prar.g_01890	Prbe.g_01407
OG0000795	Prar.g_01893	Prbe.g_01308
OG0000796	Prar.g_01894	Prbe.g_01307
OG0000797	Prar.g_01896	Prbe.g_01305
OG0000798	Prar.g_01897	Prbe.g_01304
OG0000799	Prar.g_01898	Prbe.g_01303
OG0000800	Prar.g_01899	Prbe.g_01302
OG0000801	Prar.g_01902	Prbe.g_01299
OG0000802	Prar.g_01903	Prbe.g_01298
OG0000803	Prar.g_01905	Prbe.g_01296
OG0000804	Prar.g_01906	Prbe.g_01295
OG0000805	Prar.g_01907	Prbe.g_01294
OG0000806	Prar.g_01909	Prbe.g_01292
OG0000807	Prar.g_01935	Prbe.g_01919
OG0000808	Prar.g_01944	Prbe.g_00071
OG0000809	Prar.g_01947	Prbe.g_01597
OG0000810	Prar.g_01948	Prbe.g_00492
OG0000811	Prar.g_01955	Prbe.g_00915
OG0000812	Prar.g_01324	Prbe.g_01591
OG0000813	Prar.g_01320	Prbe.g_01898
OG0000814	Prar.g_01318	Prbe.g_01618
OG0000815	Prar.g_01309	Prbe.g_00374
OG0000816	Prar.g_01295	Prbe.g_00042
OG0000817	Prar.g_01294	Prbe.g_00043
OG0000818	Prar.g_01289	Prbe.g_00060
OG0000819	Prar.g_01282	Prbe.g_01571
OG0000820	Prar.g_01278	Prbe.g_01565
OG0000821	Prar.g_01276	Prbe.g_01563
OG0000822	Prar.g_01275	Prbe.g_01562
OG0000823	Prar.g_01274	Prbe.g_01561
OG0000824	Prar.g_01273	Prbe.g_01560
OG0000825	Prar.g_01272	Prbe.g_01559
OG0000826	Prar.g_01271	Prbe.g_01558
OG0000827	Prar.g_01270	Prbe.g_01557
OG0000828	Prar.g_01269	Prbe.g_01556
OG0000829	Prar.g_01268	Prbe.g_01555
OG0000830	Prar.g_01267	Prbe.g_01553
OG0000831	Prar.g_01264	Prbe.g_01550
OG0000832	Prar.g_01262	Prbe.g_01548
OG0000833	Prar.g_01261	Prbe.g_01547
OG0000834	Prar.g_01260	Prbe.g_01546
OG0000835	Prar.g_01259	Prbe.g_01545
OG0000836	Prar.g_01258	Prbe.g_01544
OG0000837	Prar.g_01256	Prbe.g_01541
OG0000838	Prar.g_01255	Prbe.g_01540
OG0000839	Prar.g_01254	Prbe.g_01539
OG0000840	Prar.g_01253	Prbe.g_01538
OG0000841	Prar.g_01252	Prbe.g_01537
OG0000842	Prar.g_01251	Prbe.g_01535
OG0000843	Prar.g_01250	Prbe.g_01534
OG0000844	Prar.g_01249	Prbe.g_01533
OG0000845	Prar.g_01248	Prbe.g_01532
OG0000846	Prar.g_01245	Prbe.g_01530
OG0000847	Prar.g_01243	Prbe.g_01528
OG0000848	Prar.g_01242	Prbe.g_01527
OG0000849	Prar.g_01241	Prbe.g_01524
OG0000850	Prar.g_01240	Prbe.g_01523
OG0000851	Prar.g_01239	Prbe.g_01521
OG0000852	Prar.g_01237	Prbe.g_01519
OG0000853	Prar.g_01236	Prbe.g_01517
OG0000854	Prar.g_01234	Prbe.g_01515
OG0000855	Prar.g_01233	Prbe.g_01514
OG0000856	Prar.g_01232	Prbe.g_01513
OG0000857	Prar.g_01231	Prbe.g_01512
OG0000858	Prar.g_01230	Prbe.g_01511
OG0000859	Prar.g_01229	Prbe.g_01510
OG0000860	Prar.g_01228	Prbe.g_01509
OG0000861	Prar.g_01227	Prbe.g_01508
OG0000862	Prar.g_01226	Prbe.g_01507
OG0000863	Prar.g_01225	Prbe.g_01506
OG0000864	Prar.g_01224	Prbe.g_01505
OG0000865	Prar.g_01223	Prbe.g_01504
OG0000866	Prar.g_01222	Prbe.g_01503
OG0000867	Prar.g_01221	Prbe.g_01502
OG0000868	Prar.g_01220	Prbe.g_01501
OG0000869	Prar.g_01218	Prbe.g_01499
OG0000870	Prar.g_01217	Prbe.g_01498
OG0000871	Prar.g_01215	Prbe.g_01497
OG0000872	Prar.g_01214	Prbe.g_01496
OG0000873	Prar.g_01212	Prbe.g_01494
OG0000874	Prar.g_01211	Prbe.g_01493
OG0000875	Prar.g_01210	Prbe.g_01492
OG0000876	Prar.g_01209	Prbe.g_01491
OG0000877	Prar.g_01207	Prbe.g_00502
OG0000878	Prar.g_00976	Prbe.g_01128
OG0000879	Prar.g_00966	Prbe.g_00904
OG0000880	Prar.g_00965	Prbe.g_00903
OG0000881	Prar.g_00964	Prbe.g_00902
OG0000882	Prar.g_00963	Prbe.g_00901
OG0000883	Prar.g_00962	Prbe.g_00900
OG0000884	Prar.g_00960	Prbe.g_00898
OG0000885	Prar.g_00959	Prbe.g_00897
OG0000886	Prar.g_00958	Prbe.g_00896
OG0000887	Prar.g_00957	Prbe.g_00895
OG0000888	Prar.g_00956	Prbe.g_00894
OG0000889	Prar.g_00953	Prbe.g_00891
OG0000890	Prar.g_00952	Prbe.g_00890
OG0000891	Prar.g_00951	Prbe.g_00889
OG0000892	Prar.g_00949	Prbe.g_00886
OG0000893	Prar.g_00948	Prbe.g_00885
OG0000894	Prar.g_00947	Prbe.g_00884
OG0000895	Prar.g_00946	Prbe.g_00883
OG0000896	Prar.g_00945	Prbe.g_00882
OG0000897	Prar.g_00944	Prbe.g_00881
OG0000898	Prar.g_00942	Prbe.g_00878
OG0000899	Prar.g_00941	Prbe.g_00877
OG0000900	Prar.g_00929	Prbe.g_00397
OG0000901	Prar.g_00925	Prbe.g_00869
OG0000902	Prar.g_00924	Prbe.g_00634
OG0000903	Prar.g_00923	Prbe.g_01614
OG0000904	Prar.g_00921	Prbe.g_00212
OG0000905	Prar.g_00919	Prbe.g_01592
OG0000906	Prar.g_00917	Prbe.g_01574
OG0000907	Prar.g_00916	Prbe.g_01286
OG0000908	Prar.g_00913	Prbe.g_01611
OG0000909	Prar.g_00909	Prbe.g_00371
OG0000910	Prar.g_00908	Prbe.g_00370
OG0000911	Prar.g_00907	Prbe.g_00369
OG0000912	Prar.g_00906	Prbe.g_00368
OG0000913	Prar.g_00905	Prbe.g_00367
OG0000914	Prar.g_00904	Prbe.g_00366
OG0000915	Prar.g_00903	Prbe.g_00365
OG0000916	Prar.g_00902	Prbe.g_00364
OG0000917	Prar.g_00901	Prbe.g_00363
OG0000918	Prar.g_00900	Prbe.g_00362
OG0000919	Prar.g_00899	Prbe.g_00361
OG0000920	Prar.g_00898	Prbe.g_00360
OG0000921	Prar.g_00897	Prbe.g_00359
OG0000922	Prar.g_00896	Prbe.g_00358
OG0000923	Prar.g_00895	Prbe.g_00357
OG0000924	Prar.g_00894	Prbe.g_00356
OG0000925	Prar.g_00893	Prbe.g_00355
OG0000926	Prar.g_00375	Prbe.g_00792
OG0000927	Prar.g_00357	Prbe.g_00328
OG0000928	Prar.g_00356	Prbe.g_00327
OG0000929	Prar.g_00355	Prbe.g_00326
OG0000930	Prar.g_00354	Prbe.g_00325
OG0000931	Prar.g_00353	Prbe.g_00324
OG0000932	Prar.g_00351	Prbe.g_00322
OG0000933	Prar.g_00350	Prbe.g_00321
OG0000934	Prar.g_00349	Prbe.g_00320
OG0000935	Prar.g_00348	Prbe.g_00319
OG0000936	Prar.g_00347	Prbe.g_00318
OG0000937	Prar.g_00346	Prbe.g_00317
OG0000938	Prar.g_00345	Prbe.g_00316
OG0000939	Prar.g_00344	Prbe.g_00315
OG0000940	Prar.g_00343	Prbe.g_00314
OG0000941	Prar.g_00341	Prbe.g_00313
OG0000942	Prar.g_00340	Prbe.g_00312
OG0000943	Prar.g_00337	Prbe.g_00309
OG0000944	Prar.g_00336	Prbe.g_00308
OG0000945	Prar.g_00335	Prbe.g_00307
OG0000946	Prar.g_00842	Prbe.g_00306
OG0000947	Prar.g_00841	Prbe.g_00305
OG0000948	Prar.g_00840	Prbe.g_00304
OG0000949	Prar.g_00839	Prbe.g_00303
OG0000950	Prar.g_00838	Prbe.g_00302
OG0000951	Prar.g_00837	Prbe.g_00301
OG0000952	Prar.g_00836	Prbe.g_00300
OG0000953	Prar.g_00835	Prbe.g_00299
OG0000954	Prar.g_00834	Prbe.g_00298
OG0000955	Prar.g_00833	Prbe.g_00297
OG0000956	Prar.g_00832	Prbe.g_00296
OG0000957	Prar.g_00831	Prbe.g_00295
OG0000958	Prar.g_00830	Prbe.g_00294
OG0000959	Prar.g_00829	Prbe.g_00293
OG0000960	Prar.g_00828	Prbe.g_00292
OG0000961	Prar.g_00824	Prbe.g_00288
OG0000962	Prar.g_00823	Prbe.g_00287
OG0000963	Prar.g_00822	Prbe.g_00286
OG0000964	Prar.g_00820	Prbe.g_00284
OG0000965	Prar.g_00819	Prbe.g_00283
OG0000966	Prar.g_00818	Prbe.g_00282
OG0000967	Prar.g_00817	Prbe.g_00281
OG0000968	Prar.g_00816	Prbe.g_00280
OG0000969	Prar.g_00815	Prbe.g_00279
OG0000970	Prar.g_00814	Prbe.g_00278
OG0000971	Prar.g_00813	Prbe.g_00277
OG0000972	Prar.g_00812	Prbe.g_00276
OG0000973	Prar.g_00811	Prbe.g_00275
OG0000974	Prar.g_00809	Prbe.g_00273
OG0000975	Prar.g_00806	Prbe.g_00267
OG0000976	Prar.g_00804	Prbe.g_00265
OG0000977	Prar.g_00803	Prbe.g_00263
OG0000978	Prar.g_00802	Prbe.g_00261
OG0000979	Prar.g_00800	Prbe.g_00259
OG0000980	Prar.g_00799	Prbe.g_00258
OG0000981	Prar.g_00798	Prbe.g_00257
OG0000982	Prar.g_00797	Prbe.g_00256
OG0000983	Prar.g_00795	Prbe.g_00254
OG0000984	Prar.g_00794	Prbe.g_00253
OG0000985	Prar.g_00793	Prbe.g_00252
OG0000986	Prar.g_00792	Prbe.g_00251
OG0000987	Prar.g_00791	Prbe.g_00250
OG0000988	Prar.g_00790	Prbe.g_00249
OG0000989	Prar.g_00789	Prbe.g_00248
OG0000990	Prar.g_00788	Prbe.g_00247
OG0000991	Prar.g_00787	Prbe.g_00246
OG0000992	Prar.g_00786	Prbe.g_00245
OG0000993	Prar.g_00785	Prbe.g_00244
OG0000994	Prar.g_00784	Prbe.g_00243
OG0000995	Prar.g_00783	Prbe.g_00242
OG0000996	Prar.g_00782	Prbe.g_00241
OG0000997	Prar.g_00781	Prbe.g_00240
OG0000998	Prar.g_00780	Prbe.g_00239
OG0000999	Prar.g_00779	Prbe.g_00238
OG0001000	Prar.g_00778	Prbe.g_00237
OG0001001	Prar.g_00776	Prbe.g_00235
OG0001002	Prar.g_00775	Prbe.g_00234
OG0001003	Prar.g_00774	Prbe.g_00233
OG0001004	Prar.g_00773	Prbe.g_00232
OG0001005	Prar.g_00772	Prbe.g_00229
OG0001006	Prar.g_00771	Prbe.g_00228
OG0001007	Prar.g_00770	Prbe.g_00227
OG0001008	Prar.g_00768	Prbe.g_00225
OG0001009	Prar.g_00767	Prbe.g_00224
OG0001010	Prar.g_00760	Prbe.g_01042
OG0001011	Prar.g_00753	Prbe.g_00505
OG0001012	Prar.g_00725	Prbe.g_01237
OG0001013	Prar.g_01149	Prbe.g_00992
OG0001014	Prar.g_01148	Prbe.g_00991
OG0001015	Prar.g_01142	Prbe.g_00984
OG0001016	Prar.g_01141	Prbe.g_00983
OG0001017	Prar.g_01140	Prbe.g_00982
OG0001018	Prar.g_01139	Prbe.g_00981
OG0001019	Prar.g_01137	Prbe.g_00979
OG0001020	Prar.g_01136	Prbe.g_00978
OG0001021	Prar.g_01135	Prbe.g_00977
OG0001022	Prar.g_01134	Prbe.g_00976
OG0001023	Prar.g_01133	Prbe.g_00975
OG0001024	Prar.g_01132	Prbe.g_00973
OG0001025	Prar.g_01131	Prbe.g_00972
OG0001026	Prar.g_01129	Prbe.g_00971
OG0001027	Prar.g_01128	Prbe.g_00970
OG0001028	Prar.g_01127	Prbe.g_00969
OG0001029	Prar.g_01126	Prbe.g_00968
OG0001030	Prar.g_01125	Prbe.g_00967
OG0001031	Prar.g_01124	Prbe.g_00966
OG0001032	Prar.g_01123	Prbe.g_00965
OG0001033	Prar.g_01122	Prbe.g_00964
OG0001034	Prar.g_01121	Prbe.g_00963
OG0001035	Prar.g_01964	Prbe.g_00961
OG0001036	Prar.g_01965	Prbe.g_00960
OG0001037	Prar.g_01966	Prbe.g_00959
OG0001038	Prar.g_01967	Prbe.g_00958
OG0001039	Prar.g_01968	Prbe.g_00957
OG0001040	Prar.g_01969	Prbe.g_00956
OG0001041	Prar.g_01970	Prbe.g_00955
OG0001042	Prar.g_01971	Prbe.g_00954
OG0001043	Prar.g_01963	Prbe.g_00953
OG0001044	Prar.g_01962	Prbe.g_00952
OG0001045	Prar.g_01961	Prbe.g_00951
OG0001046	Prar.g_01960	Prbe.g_00950
OG0001047	Prar.g_01957	Prbe.g_00947
OG0001048	Prar.g_00596	Prbe.g_00945
OG0001049	Prar.g_00597	Prbe.g_00944
OG0001050	Prar.g_00598	Prbe.g_00943
OG0001051	Prar.g_00599	Prbe.g_00942
OG0001052	Prar.g_00600	Prbe.g_00941
OG0001053	Prar.g_00601	Prbe.g_00939
OG0001054	Prar.g_00603	Prbe.g_00937
OG0001055	Prar.g_00604	Prbe.g_00936
OG0001056	Prar.g_00605	Prbe.g_00935
OG0001057	Prar.g_00606	Prbe.g_00934
OG0001058	Prar.g_00607	Prbe.g_00933
OG0001059	Prar.g_00608	Prbe.g_00932
OG0001060	Prar.g_00609	Prbe.g_00931
OG0001061	Prar.g_00610	Prbe.g_00930
OG0001062	Prar.g_00611	Prbe.g_00929
OG0001063	Prar.g_00612	Prbe.g_00928
OG0001064	Prar.g_01119	Prbe.g_00926
OG0001065	Prar.g_01114	Prbe.g_00922
OG0001066	Prar.g_01113	Prbe.g_00920
OG0001067	Prar.g_01112	Prbe.g_00919
OG0001068	Prar.g_01110	Prbe.g_01112
OG0001069	Prar.g_01109	Prbe.g_01111
OG0001070	Prar.g_01108	Prbe.g_01110
OG0001071	Prar.g_01107	Prbe.g_01109
OG0001072	Prar.g_01106	Prbe.g_01108
OG0001073	Prar.g_01105	Prbe.g_01107
OG0001074	Prar.g_01104	Prbe.g_01106
OG0001075	Prar.g_01103	Prbe.g_01105
OG0001076	Prar.g_01102	Prbe.g_01104
OG0001077	Prar.g_01101	Prbe.g_01103
OG0001078	Prar.g_01100	Prbe.g_01102
OG0001079	Prar.g_01099	Prbe.g_01101
OG0001080	Prar.g_01098	Prbe.g_01100
OG0001081	Prar.g_01095	Prbe.g_01096
OG0001082	Prar.g_01094	Prbe.g_01095
OG0001083	Prar.g_01093	Prbe.g_01092
OG0001084	Prar.g_01091	Prbe.g_01093
OG0001085	Prar.g_01090	Prbe.g_01094
OG0001086	Prar.g_01089	Prbe.g_01097
OG0001087	Prar.g_01088	Prbe.g_01098
OG0001088	Prar.g_01087	Prbe.g_01099
OG0001089	Prar.g_01069	Prbe.g_01089
OG0001090	Prar.g_01067	Prbe.g_01087
OG0001091	Prar.g_01066	Prbe.g_01086
OG0001092	Prar.g_01065	Prbe.g_01085
OG0001093	Prar.g_01064	Prbe.g_01084
OG0001094	Prar.g_01063	Prbe.g_01083
OG0001095	Prar.g_01062	Prbe.g_01082
OG0001096	Prar.g_01061	Prbe.g_01081
OG0001097	Prar.g_01060	Prbe.g_01080
OG0001098	Prar.g_01059	Prbe.g_01079
OG0001099	Prar.g_01058	Prbe.g_01078
OG0001100	Prar.g_01057	Prbe.g_00867
OG0001101	Prar.g_01056	Prbe.g_00866
OG0001102	Prar.g_01055	Prbe.g_00865
OG0001103	Prar.g_01054	Prbe.g_00864
OG0001104	Prar.g_01053	Prbe.g_00863
OG0001105	Prar.g_01052	Prbe.g_00862
OG0001106	Prar.g_01051	Prbe.g_00861
OG0001107	Prar.g_01050	Prbe.g_00860
OG0001108	Prar.g_01049	Prbe.g_00859
OG0001109	Prar.g_01048	Prbe.g_00858
OG0001110	Prar.g_01047	Prbe.g_00857
OG0001111	Prar.g_01046	Prbe.g_00856
OG0001112	Prar.g_01045	Prbe.g_00855
OG0001113	Prar.g_01044	Prbe.g_00854
OG0001114	Prar.g_01043	Prbe.g_00853
OG0001115	Prar.g_01042	Prbe.g_00852
OG0001116	Prar.g_01041	Prbe.g_00851
OG0001117	Prar.g_01040	Prbe.g_00850
OG0001118	Prar.g_01039	Prbe.g_00849
OG0001119	Prar.g_01038	Prbe.g_00848
OG0001120	Prar.g_01037	Prbe.g_00847
OG0001121	Prar.g_01035	Prbe.g_00845
OG0001122	Prar.g_01034	Prbe.g_00844
