Orthogroup	Pras	Syas
OG0000589	Pras.g_01497	Syas.g_00121
OG0000590	Pras.g_01498	Syas.g_00120
OG0000591	Pras.g_01501	Syas.g_00106
OG0000592	Pras.g_01502	Syas.g_00105
OG0000593	Pras.g_01508	Syas.g_00750
OG0000594	Pras.g_01509	Syas.g_00749
OG0000595	Pras.g_01510	Syas.g_00748
OG0000596	Pras.g_01514	Syas.g_00743
OG0000597	Pras.g_01516	Syas.g_00740
OG0000598	Pras.g_01517	Syas.g_00739
OG0000599	Pras.g_01520	Syas.g_00732
OG0000600	Pras.g_01521	Syas.g_00731
OG0000601	Pras.g_01522	Syas.g_00730
OG0000602	Pras.g_01524	Syas.g_00725
OG0000603	Pras.g_01525	Syas.g_00724
OG0000604	Pras.g_01526	Syas.g_00721
OG0000605	Pras.g_01527	Syas.g_00719
OG0000606	Pras.g_01530	Syas.g_00716
OG0000607	Pras.g_01533	Syas.g_00713
OG0000608	Pras.g_01534	Syas.g_00712
OG0000609	Pras.g_01535	Syas.g_00710
OG0000610	Pras.g_01540	Syas.g_00702
OG0000611	Pras.g_01543	Syas.g_00699
OG0000612	Pras.g_01544	Syas.g_00698
OG0000613	Pras.g_01549	Syas.g_01825
OG0000614	Pras.g_01568	Syas.g_01044
OG0000615	Pras.g_01576	Syas.g_00650
OG0000616	Pras.g_01580	Syas.g_02011
OG0000617	Pras.g_01612	Syas.g_00180
OG0000618	Pras.g_01613	Syas.g_00181
OG0000619	Pras.g_01614	Syas.g_00182
OG0000620	Pras.g_01617	Syas.g_00188
OG0000621	Pras.g_01618	Syas.g_00189
OG0000622	Pras.g_01619	Syas.g_00190
OG0000623	Pras.g_01620	Syas.g_00191
OG0000624	Pras.g_01621	Syas.g_00192
OG0000625	Pras.g_01622	Syas.g_00193
OG0000626	Pras.g_01623	Syas.g_00194
OG0000627	Pras.g_01624	Syas.g_00372
OG0000628	Pras.g_01625	Syas.g_00373
OG0000629	Pras.g_01626	Syas.g_00376
OG0000630	Pras.g_01629	Syas.g_00397
OG0000631	Pras.g_01692	Syas.g_00405
OG0000632	Pras.g_01693	Syas.g_00406
OG0000633	Pras.g_01694	Syas.g_00407
OG0000634	Pras.g_01697	Syas.g_00600
OG0000635	Pras.g_01698	Syas.g_00599
OG0000636	Pras.g_01700	Syas.g_00597
OG0000637	Pras.g_01702	Syas.g_00595
OG0000638	Pras.g_01703	Syas.g_00594
OG0000639	Pras.g_01704	Syas.g_00593
OG0000640	Pras.g_01705	Syas.g_00592
OG0000641	Pras.g_01709	Syas.g_00587
OG0000642	Pras.g_01710	Syas.g_00586
OG0000643	Pras.g_01711	Syas.g_00585
OG0000644	Pras.g_01712	Syas.g_00584
OG0000645	Pras.g_01713	Syas.g_00583
OG0000646	Pras.g_01715	Syas.g_00580
OG0000647	Pras.g_01716	Syas.g_00578
OG0000648	Pras.g_01718	Syas.g_00576
OG0000649	Pras.g_01719	Syas.g_00575
OG0000650	Pras.g_01720	Syas.g_00574
OG0000651	Pras.g_01721	Syas.g_00573
OG0000652	Pras.g_01722	Syas.g_00572
OG0000653	Pras.g_01724	Syas.g_00570
OG0000654	Pras.g_01725	Syas.g_00569
OG0000655	Pras.g_01726	Syas.g_00568
OG0000656	Pras.g_01729	Syas.g_00565
OG0000657	Pras.g_01736	Syas.g_00232
OG0000658	Pras.g_01737	Syas.g_00235
OG0000659	Pras.g_01738	Syas.g_00236
OG0000660	Pras.g_01742	Syas.g_00240
OG0000661	Pras.g_01744	Syas.g_00242
OG0000662	Pras.g_01746	Syas.g_00281
OG0000663	Pras.g_01748	Syas.g_00284
OG0000664	Pras.g_01749	Syas.g_00287
OG0000665	Pras.g_01753	Syas.g_00385
OG0000666	Pras.g_01754	Syas.g_01362
OG0000667	Pras.g_01758	Syas.g_00088
OG0000668	Pras.g_01788	Syas.g_00221
OG0000669	Pras.g_01792	Syas.g_00684
OG0000670	Pras.g_01794	Syas.g_00681
OG0000671	Pras.g_01796	Syas.g_00679
OG0000672	Pras.g_01799	Syas.g_00676
OG0000673	Pras.g_01802	Syas.g_00673
OG0000674	Pras.g_01804	Syas.g_00671
OG0000675	Pras.g_01805	Syas.g_00670
OG0000676	Pras.g_01807	Syas.g_00668
OG0000677	Pras.g_01808	Syas.g_00667
OG0000678	Pras.g_01810	Syas.g_00660
OG0000679	Pras.g_01814	Syas.g_00629
OG0000680	Pras.g_01815	Syas.g_00628
OG0000681	Pras.g_01818	Syas.g_00625
OG0000682	Pras.g_01819	Syas.g_00624
OG0000683	Pras.g_01820	Syas.g_00623
OG0000684	Pras.g_01821	Syas.g_00621
OG0000685	Pras.g_01823	Syas.g_00187
OG0000686	Pras.g_01824	Syas.g_00619
OG0000687	Pras.g_01825	Syas.g_00618
OG0000688	Pras.g_01828	Syas.g_00612
OG0000689	Pras.g_01829	Syas.g_00610
OG0000690	Pras.g_01830	Syas.g_00609
OG0000691	Pras.g_01831	Syas.g_00608
OG0000692	Pras.g_01833	Syas.g_00606
OG0000693	Pras.g_01834	Syas.g_00604
OG0000694	Pras.g_01835	Syas.g_00603
OG0000695	Pras.g_01837	Syas.g_00410
OG0000696	Pras.g_01838	Syas.g_00411
OG0000697	Pras.g_01839	Syas.g_00413
OG0000698	Pras.g_01842	Syas.g_00417
OG0000699	Pras.g_01843	Syas.g_00419
OG0000700	Pras.g_01844	Syas.g_00420
OG0000701	Pras.g_01845	Syas.g_00421
OG0000702	Pras.g_01847	Syas.g_00437
OG0000703	Pras.g_01848	Syas.g_00438
OG0000704	Pras.g_01849	Syas.g_00446
OG0000705	Pras.g_01853	Syas.g_00453
OG0000706	Pras.g_01854	Syas.g_00454
OG0000707	Pras.g_01855	Syas.g_00455
OG0000708	Pras.g_01856	Syas.g_00458
OG0000709	Pras.g_01860	Syas.g_00466
OG0000710	Pras.g_01863	Syas.g_00497
OG0000711	Pras.g_01881	Syas.g_00546
OG0000712	Pras.g_01883	Syas.g_00548
OG0000713	Pras.g_01884	Syas.g_00549
OG0000714	Pras.g_01885	Syas.g_00551
OG0000715	Pras.g_01887	Syas.g_00553
OG0000716	Pras.g_01889	Syas.g_00556
OG0000717	Pras.g_01890	Syas.g_00557
OG0000718	Pras.g_01903	Syas.g_00561
OG0000719	Pras.g_01905	Syas.g_00223
OG0000720	Pras.g_01914	Syas.g_00209
OG0000721	Pras.g_01916	Syas.g_00207
OG0000722	Pras.g_01917	Syas.g_00206
OG0000723	Pras.g_01920	Syas.g_00196
OG0000724	Pras.g_01929	Syas.g_00999
OG0000725	Pras.g_01935	Syas.g_01024
OG0000726	Pras.g_01936	Syas.g_01025
OG0000727	Pras.g_01937	Syas.g_01026
OG0000728	Pras.g_01939	Syas.g_01028
OG0000729	Pras.g_01984	Syas.g_02145
OG0000730	Pras.g_01988	Syas.g_01544
OG0000731	Pras.g_01992	Syas.g_01532
OG0000732	Pras.g_00003	Syas.g_02086
OG0000733	Pras.g_00024	Syas.g_00096
OG0000734	Pras.g_00041	Syas.g_02414
OG0000735	Pras.g_00043	Syas.g_01201
OG0000736	Pras.g_00044	Syas.g_01200
OG0000737	Pras.g_00045	Syas.g_01199
OG0000738	Pras.g_00049	Syas.g_01193
OG0000739	Pras.g_00050	Syas.g_01192
OG0000740	Pras.g_00051	Syas.g_01191
OG0000741	Pras.g_00052	Syas.g_01188
OG0000742	Pras.g_00055	Syas.g_01185
OG0000743	Pras.g_00057	Syas.g_01182
OG0000744	Pras.g_00058	Syas.g_01181
OG0000745	Pras.g_00059	Syas.g_01178
OG0000746	Pras.g_00061	Syas.g_01176
OG0000747	Pras.g_00062	Syas.g_01174
OG0000748	Pras.g_00065	Syas.g_01146
OG0000749	Pras.g_00066	Syas.g_01144
OG0000750	Pras.g_00067	Syas.g_01143
OG0000751	Pras.g_00069	Syas.g_01138
OG0000752	Pras.g_00071	Syas.g_01136
OG0000753	Pras.g_00074	Syas.g_01133
OG0000754	Pras.g_00077	Syas.g_01128
OG0000755	Pras.g_00080	Syas.g_01117
OG0000756	Pras.g_00081	Syas.g_01116
OG0000757	Pras.g_00087	Syas.g_01108
OG0000758	Pras.g_00088	Syas.g_01107
OG0000759	Pras.g_00089	Syas.g_01106
OG0000760	Pras.g_00090	Syas.g_01105
OG0000761	Pras.g_00091	Syas.g_01104
OG0000762	Pras.g_00092	Syas.g_01102
OG0000763	Pras.g_00094	Syas.g_01091
OG0000764	Pras.g_00095	Syas.g_01090
OG0000765	Pras.g_00105	Syas.g_01076
OG0000766	Pras.g_00106	Syas.g_01075
OG0000767	Pras.g_00108	Syas.g_01073
OG0000768	Pras.g_00109	Syas.g_01072
OG0000769	Pras.g_00111	Syas.g_01070
OG0000770	Pras.g_00113	Syas.g_01067
OG0000771	Pras.g_00122	Syas.g_00993
OG0000772	Pras.g_00178	Syas.g_01461
OG0000773	Pras.g_00199	Syas.g_00002
OG0000774	Pras.g_00201	Syas.g_02862
OG0000775	Pras.g_00204	Syas.g_02860
OG0000776	Pras.g_00205	Syas.g_02859
OG0000777	Pras.g_00206	Syas.g_02858
OG0000778	Pras.g_00207	Syas.g_02857
OG0000779	Pras.g_00211	Syas.g_02852
OG0000780	Pras.g_00212	Syas.g_02847
OG0000781	Pras.g_00214	Syas.g_02842
OG0000782	Pras.g_00216	Syas.g_02841
OG0000783	Pras.g_00217	Syas.g_02840
OG0000784	Pras.g_00218	Syas.g_02839
OG0000785	Pras.g_00220	Syas.g_02837
OG0000786	Pras.g_00223	Syas.g_02833
OG0000787	Pras.g_00224	Syas.g_02832
OG0000788	Pras.g_00237	Syas.g_00782
OG0000789	Pras.g_00240	Syas.g_01507
OG0000790	Pras.g_00255	Syas.g_01266
OG0000791	Pras.g_00257	Syas.g_01268
OG0000792	Pras.g_00258	Syas.g_01269
OG0000793	Pras.g_00261	Syas.g_01359
OG0000794	Pras.g_00262	Syas.g_01361
OG0000795	Pras.g_00263	Syas.g_01363
OG0000796	Pras.g_00267	Syas.g_01368
OG0000797	Pras.g_00268	Syas.g_01369
OG0000798	Pras.g_00286	Syas.g_01750
OG0000799	Pras.g_00332	Syas.g_02789
OG0000800	Pras.g_00333	Syas.g_02790
OG0000801	Pras.g_00334	Syas.g_02791
OG0000802	Pras.g_00336	Syas.g_02797
OG0000803	Pras.g_00338	Syas.g_02800
OG0000804	Pras.g_00339	Syas.g_02803
OG0000805	Pras.g_00341	Syas.g_02805
OG0000806	Pras.g_00343	Syas.g_02807
OG0000807	Pras.g_00344	Syas.g_02808
OG0000808	Pras.g_00345	Syas.g_02809
OG0000809	Pras.g_00348	Syas.g_02811
OG0000810	Pras.g_00349	Syas.g_02813
OG0000811	Pras.g_00353	Syas.g_02822
OG0000812	Pras.g_00355	Syas.g_02824
OG0000813	Pras.g_00356	Syas.g_02825
OG0000814	Pras.g_00358	Syas.g_02827
OG0000815	Pras.g_00359	Syas.g_02829
OG0000816	Pras.g_00361	Syas.g_02831
OG0000817	Pras.g_00362	Syas.g_02753
OG0000818	Pras.g_00367	Syas.g_01282
OG0000819	Pras.g_00368	Syas.g_01283
OG0000820	Pras.g_00369	Syas.g_01284
OG0000821	Pras.g_00373	Syas.g_01289
OG0000822	Pras.g_00374	Syas.g_01291
OG0000823	Pras.g_00375	Syas.g_01292
OG0000824	Pras.g_00378	Syas.g_01297
OG0000825	Pras.g_00379	Syas.g_01298
OG0000826	Pras.g_00380	Syas.g_01299
OG0000827	Pras.g_00381	Syas.g_01300
OG0000828	Pras.g_00385	Syas.g_01303
OG0000829	Pras.g_00386	Syas.g_01304
OG0000830	Pras.g_00387	Syas.g_01305
OG0000831	Pras.g_00389	Syas.g_01308
OG0000832	Pras.g_00395	Syas.g_01476
OG0000833	Pras.g_00405	Syas.g_02738
OG0000834	Pras.g_00406	Syas.g_02737
OG0000835	Pras.g_00407	Syas.g_02736
OG0000836	Pras.g_00408	Syas.g_02732
OG0000837	Pras.g_00409	Syas.g_02731
OG0000838	Pras.g_00411	Syas.g_02727
OG0000839	Pras.g_00412	Syas.g_02726
OG0000840	Pras.g_00413	Syas.g_02725
OG0000841	Pras.g_00414	Syas.g_02724
OG0000842	Pras.g_00415	Syas.g_02723
OG0000843	Pras.g_00416	Syas.g_02722
OG0000844	Pras.g_00417	Syas.g_02720
OG0000845	Pras.g_00418	Syas.g_02719
OG0000846	Pras.g_00419	Syas.g_02718
OG0000847	Pras.g_00420	Syas.g_02717
OG0000848	Pras.g_00421	Syas.g_02715
OG0000849	Pras.g_00422	Syas.g_02714
OG0000850	Pras.g_00424	Syas.g_02711
OG0000851	Pras.g_00425	Syas.g_02708
OG0000852	Pras.g_00426	Syas.g_02707
OG0000853	Pras.g_00430	Syas.g_02703
OG0000854	Pras.g_00432	Syas.g_02701
OG0000855	Pras.g_00433	Syas.g_02700
OG0000856	Pras.g_00448	Syas.g_00103
OG0000857	Pras.g_00473	Syas.g_00579
OG0000858	Pras.g_00544	Syas.g_02693
OG0000859	Pras.g_00545	Syas.g_02692
OG0000860	Pras.g_00552	Syas.g_02679
OG0000861	Pras.g_00553	Syas.g_02678
OG0000862	Pras.g_00554	Syas.g_02677
OG0000863	Pras.g_00556	Syas.g_02675
OG0000864	Pras.g_00557	Syas.g_02674
OG0000865	Pras.g_00558	Syas.g_02673
OG0000866	Pras.g_00559	Syas.g_02672
OG0000867	Pras.g_00560	Syas.g_02671
OG0000868	Pras.g_00561	Syas.g_02667
OG0000869	Pras.g_00565	Syas.g_02662
OG0000870	Pras.g_00570	Syas.g_02657
OG0000871	Pras.g_00571	Syas.g_02656
OG0000872	Pras.g_00572	Syas.g_02650
OG0000873	Pras.g_00575	Syas.g_02647
OG0000874	Pras.g_00578	Syas.g_02645
OG0000875	Pras.g_00579	Syas.g_02644
OG0000876	Pras.g_00580	Syas.g_00280
OG0000877	Pras.g_00582	Syas.g_02603
OG0000878	Pras.g_00583	Syas.g_02602
OG0000879	Pras.g_00584	Syas.g_02601
OG0000880	Pras.g_00585	Syas.g_02600
OG0000881	Pras.g_00589	Syas.g_02596
OG0000882	Pras.g_00594	Syas.g_02591
OG0000883	Pras.g_00596	Syas.g_02586
OG0000884	Pras.g_00598	Syas.g_02584
OG0000885	Pras.g_00599	Syas.g_02583
OG0000886	Pras.g_00600	Syas.g_02582
OG0000887	Pras.g_00601	Syas.g_02581
OG0000888	Pras.g_00603	Syas.g_02579
OG0000889	Pras.g_00605	Syas.g_02577
OG0000890	Pras.g_00606	Syas.g_02574
OG0000891	Pras.g_00607	Syas.g_02573
OG0000892	Pras.g_00609	Syas.g_02571
OG0000893	Pras.g_00613	Syas.g_01677
OG0000894	Pras.g_00615	Syas.g_01667
OG0000895	Pras.g_00618	Syas.g_01663
OG0000896	Pras.g_00619	Syas.g_01662
OG0000897	Pras.g_00621	Syas.g_01660
OG0000898	Pras.g_00622	Syas.g_01659
OG0000899	Pras.g_00623	Syas.g_01658
OG0000900	Pras.g_00624	Syas.g_01657
OG0000901	Pras.g_00627	Syas.g_01652
OG0000902	Pras.g_00629	Syas.g_01651
OG0000903	Pras.g_00632	Syas.g_01637
OG0000904	Pras.g_00634	Syas.g_01642
OG0000905	Pras.g_00639	Syas.g_01647
OG0000906	Pras.g_00640	Syas.g_01649
OG0000907	Pras.g_00645	Syas.g_01635
OG0000908	Pras.g_00648	Syas.g_01632
OG0000909	Pras.g_00649	Syas.g_01631
OG0000910	Pras.g_00650	Syas.g_01630
OG0000911	Pras.g_00652	Syas.g_01628
OG0000912	Pras.g_00653	Syas.g_01627
OG0000913	Pras.g_00654	Syas.g_01626
OG0000914	Pras.g_00655	Syas.g_01625
OG0000915	Pras.g_00656	Syas.g_01623
OG0000916	Pras.g_00657	Syas.g_01622
OG0000917	Pras.g_00658	Syas.g_01621
OG0000918	Pras.g_00659	Syas.g_01620
OG0000919	Pras.g_00660	Syas.g_01619
OG0000920	Pras.g_00661	Syas.g_01618
OG0000921	Pras.g_00662	Syas.g_01617
OG0000922	Pras.g_00663	Syas.g_01616
OG0000923	Pras.g_00667	Syas.g_01612
OG0000924	Pras.g_00668	Syas.g_01611
OG0000925	Pras.g_00669	Syas.g_01610
OG0000926	Pras.g_00670	Syas.g_01609
OG0000927	Pras.g_00672	Syas.g_01607
OG0000928	Pras.g_00673	Syas.g_01606
OG0000929	Pras.g_00674	Syas.g_01605
OG0000930	Pras.g_00675	Syas.g_01604
OG0000931	Pras.g_00676	Syas.g_01603
OG0000932	Pras.g_00677	Syas.g_01602
OG0000933	Pras.g_00681	Syas.g_01596
OG0000934	Pras.g_00683	Syas.g_01594
OG0000935	Pras.g_00684	Syas.g_01593
OG0000936	Pras.g_00685	Syas.g_01592
OG0000937	Pras.g_00686	Syas.g_01591
OG0000938	Pras.g_00688	Syas.g_01588
OG0000939	Pras.g_00689	Syas.g_01587
OG0000940	Pras.g_00696	Syas.g_01580
OG0000941	Pras.g_00698	Syas.g_01578
OG0000942	Pras.g_00700	Syas.g_01576
OG0000943	Pras.g_00701	Syas.g_01575
OG0000944	Pras.g_00702	Syas.g_01573
OG0000945	Pras.g_00703	Syas.g_01572
OG0000946	Pras.g_00707	Syas.g_01565
OG0000947	Pras.g_00709	Syas.g_01562
OG0000948	Pras.g_00710	Syas.g_01561
OG0000949	Pras.g_00713	Syas.g_02213
OG0000950	Pras.g_00718	Syas.g_02197
OG0000951	Pras.g_00722	Syas.g_02190
OG0000952	Pras.g_00726	Syas.g_02186
OG0000953	Pras.g_00729	Syas.g_02182
OG0000954	Pras.g_00733	Syas.g_02174
OG0000955	Pras.g_00734	Syas.g_02173
OG0000956	Pras.g_00736	Syas.g_02171
OG0000957	Pras.g_00741	Syas.g_02158
OG0000958	Pras.g_00742	Syas.g_02157
OG0000959	Pras.g_00746	Syas.g_02154
OG0000960	Pras.g_00747	Syas.g_02153
OG0000961	Pras.g_00749	Syas.g_02345
OG0000962	Pras.g_00751	Syas.g_02146
OG0000963	Pras.g_00755	Syas.g_02143
OG0000964	Pras.g_00756	Syas.g_02142
OG0000965	Pras.g_00757	Syas.g_02141
OG0000966	Pras.g_00765	Syas.g_02112
OG0000967	Pras.g_00770	Syas.g_02108
OG0000968	Pras.g_00772	Syas.g_02106
OG0000969	Pras.g_00773	Syas.g_02104
OG0000970	Pras.g_00774	Syas.g_02103
OG0000971	Pras.g_00775	Syas.g_02101
OG0000972	Pras.g_00776	Syas.g_02100
OG0000973	Pras.g_00777	Syas.g_02099
OG0000974	Pras.g_00778	Syas.g_02098
OG0000975	Pras.g_00779	Syas.g_02097
OG0000976	Pras.g_00780	Syas.g_02096
OG0000977	Pras.g_00781	Syas.g_02094
OG0000978	Pras.g_00782	Syas.g_02093
OG0000979	Pras.g_00785	Syas.g_02090
OG0000980	Pras.g_00787	Syas.g_02087
OG0000981	Pras.g_00789	Syas.g_02084
OG0000982	Pras.g_00791	Syas.g_01882
OG0000983	Pras.g_00792	Syas.g_01883
OG0000984	Pras.g_00793	Syas.g_01884
OG0000985	Pras.g_00796	Syas.g_01888
OG0000986	Pras.g_00798	Syas.g_01891
OG0000987	Pras.g_00799	Syas.g_01897
OG0000988	Pras.g_00802	Syas.g_01902
OG0000989	Pras.g_00805	Syas.g_01908
OG0000990	Pras.g_00808	Syas.g_01937
OG0000991	Pras.g_00809	Syas.g_01939
OG0000992	Pras.g_00812	Syas.g_01943
OG0000993	Pras.g_00813	Syas.g_01945
OG0000994	Pras.g_00814	Syas.g_01948
OG0000995	Pras.g_00818	Syas.g_01955
OG0000996	Pras.g_00819	Syas.g_01977
OG0000997	Pras.g_00820	Syas.g_01993
OG0000998	Pras.g_00822	Syas.g_01995
OG0000999	Pras.g_00823	Syas.g_01996
OG0001000	Pras.g_00826	Syas.g_02000
OG0001001	Pras.g_00828	Syas.g_02006
OG0001002	Pras.g_00832	Syas.g_02014
OG0001003	Pras.g_00834	Syas.g_02016
OG0001004	Pras.g_00835	Syas.g_02017
OG0001005	Pras.g_00836	Syas.g_02018
OG0001006	Pras.g_00840	Syas.g_02032
OG0001007	Pras.g_00842	Syas.g_02034
OG0001008	Pras.g_01315	Syas.g_01496
OG0001009	Pras.g_00869	Syas.g_02065
OG0001010	Pras.g_00870	Syas.g_02066
OG0001011	Pras.g_00871	Syas.g_02068
OG0001012	Pras.g_00896	Syas.g_00152
OG0001013	Pras.g_00901	Syas.g_01866
OG0001014	Pras.g_00904	Syas.g_01857
OG0001015	Pras.g_00905	Syas.g_01856
OG0001016	Pras.g_00924	Syas.g_02517
OG0001017	Pras.g_00928	Syas.g_02511
OG0001018	Pras.g_00931	Syas.g_02509
OG0001019	Pras.g_00940	Syas.g_02469
OG0001020	Pras.g_00941	Syas.g_02443
OG0001021	Pras.g_00942	Syas.g_02437
OG0001022	Pras.g_00945	Syas.g_02434
OG0001023	Pras.g_00946	Syas.g_02433
OG0001024	Pras.g_00949	Syas.g_00135
OG0001025	Pras.g_00955	Syas.g_02424
OG0001026	Pras.g_00962	Syas.g_02412
OG0001027	Pras.g_00963	Syas.g_02408
OG0001028	Pras.g_00965	Syas.g_02405
OG0001029	Pras.g_00966	Syas.g_02403
OG0001030	Pras.g_00981	Syas.g_02384
OG0001031	Pras.g_01037	Syas.g_02293
OG0001032	Pras.g_01038	Syas.g_02290
OG0001033	Pras.g_01060	Syas.g_02239
OG0001034	Pras.g_01088	Syas.g_02556
OG0001035	Pras.g_01106	Syas.g_01704
OG0001036	Pras.g_01111	Syas.g_01709
OG0001037	Pras.g_01112	Syas.g_01711
OG0001038	Pras.g_01130	Syas.g_01751
OG0001039	Pras.g_01133	Syas.g_01754
OG0001041	Pras.g_01139	Syas.g_01761
OG0001042	Pras.g_01156	Syas.g_01821
OG0001043	Pras.g_01157	Syas.g_01817
OG0001044	Pras.g_01186	Syas.g_01542
OG0001045	Pras.g_01195	Syas.g_01529
OG0001046	Pras.g_01232	Syas.g_00532
OG0001047	Pras.g_01317	Syas.g_01494
OG0001048	Pras.g_01318	Syas.g_01493
OG0001049	Pras.g_01320	Syas.g_02742
OG0001050	Pras.g_01321	Syas.g_02743
OG0001051	Pras.g_01322	Syas.g_02744
OG0001052	Pras.g_01349	Syas.g_01337
OG0001053	Pras.g_01361	Syas.g_01250
OG0001054	Pras.g_01376	Syas.g_01231
OG0001055	Pras.g_01395	Syas.g_01210
OG0001056	Pras.g_01413	Syas.g_00068
OG0001057	Pras.g_01418	Syas.g_00763
OG0001058	Pras.g_01426	Syas.g_00787
OG0001059	Pras.g_01430	Syas.g_00791
OG0001060	Pras.g_01437	Syas.g_00797
OG0001061	Pras.g_01450	Syas.g_00816
OG0001062	Pras.g_01452	Syas.g_00819
OG0001063	Pras.g_01454	Syas.g_00830
OG0001064	Pras.g_01455	Syas.g_00831
OG0001065	Pras.g_01456	Syas.g_00832
OG0001066	Pras.g_01457	Syas.g_00833
OG0001067	Pras.g_01459	Syas.g_00834
OG0001068	Pras.g_01460	Syas.g_00835
OG0001069	Pras.g_01461	Syas.g_00836
OG0001070	Pras.g_01464	Syas.g_00840
OG0001071	Pras.g_01465	Syas.g_00841
OG0001072	Pras.g_01466	Syas.g_00844
OG0001073	Pras.g_01480	Syas.g_00855
OG0001074	Pras.g_01491	Syas.g_00157
OG0001075	Pras.g_01492	Syas.g_00163
OG0001076	Pras.g_01500	Syas.g_00113
OG0001077	Pras.g_01504	Syas.g_00101
OG0001078	Pras.g_01512	Syas.g_00745
OG0001079	Pras.g_01523	Syas.g_00729
OG0001080	Pras.g_01529	Syas.g_00717
OG0001081	Pras.g_01531	Syas.g_00715
OG0001082	Pras.g_01532	Syas.g_00714
OG0001083	Pras.g_01537	Syas.g_00707
OG0001084	Pras.g_01538	Syas.g_00706
OG0001085	Pras.g_01546	Syas.g_00693
OG0001086	Pras.g_01547	Syas.g_00691
OG0001087	Pras.g_01564	Syas.g_00071
OG0001088	Pras.g_01565	Syas.g_01060
OG0001089	Pras.g_01573	Syas.g_01039
OG0001090	Pras.g_01607	Syas.g_00980
OG0001091	Pras.g_01609	Syas.g_00979
OG0001092	Pras.g_01610	Syas.g_00178
OG0001093	Pras.g_01615	Syas.g_00184
OG0001095	Pras.g_01714	Syas.g_00582
OG0001097	Pras.g_01745	Syas.g_00243
OG0001098	Pras.g_01760	Syas.g_00880
OG0001099	Pras.g_01791	Syas.g_02404
OG0001100	Pras.g_01793	Syas.g_00682
OG0001101	Pras.g_01795	Syas.g_00680
OG0001102	Pras.g_01798	Syas.g_00677
OG0001103	Pras.g_01800	Syas.g_00675
OG0001104	Pras.g_01822	Syas.g_00620
OG0001105	Pras.g_01826	Syas.g_00617
OG0001106	Pras.g_01850	Syas.g_00447
OG0001107	Pras.g_01857	Syas.g_00459
OG0001108	Pras.g_01861	Syas.g_00494
OG0001109	Pras.g_01862	Syas.g_00496
OG0001110	Pras.g_01864	Syas.g_00498
OG0001111	Pras.g_01865	Syas.g_00500
OG0001112	Pras.g_01866	Syas.g_00503
OG0001113	Pras.g_01867	Syas.g_00504
OG0001114	Pras.g_01868	Syas.g_00505
OG0001115	Pras.g_01870	Syas.g_00527
OG0001116	Pras.g_01871	Syas.g_00529
OG0001117	Pras.g_01872	Syas.g_00530
OG0001118	Pras.g_01873	Syas.g_00531
OG0001119	Pras.g_01874	Syas.g_00533
OG0001120	Pras.g_01876	Syas.g_00539
OG0001122	Pras.g_01906	Syas.g_00222
OG0001123	Pras.g_01910	Syas.g_00214
OG0001124	Pras.g_01912	Syas.g_00212
OG0001125	Pras.g_01913	Syas.g_00210
OG0001126	Pras.g_01923	Syas.g_00991
OG0001127	Pras.g_01924	Syas.g_00992
OG0001128	Pras.g_01926	Syas.g_00995
OG0001129	Pras.g_01927	Syas.g_00997
OG0001130	Pras.g_01928	Syas.g_00998
OG0001131	Pras.g_01964	Syas.g_01401
OG0001132	Pras.g_01973	Syas.g_00525
OG0001133	Pras.g_00009	Syas.g_00109
OG0001136	Pras.g_00053	Syas.g_01187
OG0001138	Pras.g_00082	Syas.g_01114
OG0001139	Pras.g_00083	Syas.g_01112
OG0001140	Pras.g_00084	Syas.g_01111
OG0001141	Pras.g_00085	Syas.g_01110
OG0001142	Pras.g_00086	Syas.g_01109
OG0001143	Pras.g_00093	Syas.g_01092
OG0001144	Pras.g_00099	Syas.g_01084
OG0001145	Pras.g_00200	Syas.g_02867
OG0001146	Pras.g_00213	Syas.g_02846
OG0001147	Pras.g_00236	Syas.g_01329
OG0001148	Pras.g_00252	Syas.g_01263
OG0001149	Pras.g_00253	Syas.g_01264
OG0001150	Pras.g_00254	Syas.g_01265
OG0001151	Pras.g_00265	Syas.g_01366
OG0001152	Pras.g_00266	Syas.g_01367
OG0001153	Pras.g_00382	Syas.g_01301
OG0001154	Pras.g_00384	Syas.g_01302
OG0001155	Pras.g_00396, Pras.g_00397	Syas.g_01478
OG0001156	Pras.g_00400	Syas.g_01489
OG0001157	Pras.g_00401	Syas.g_01490
OG0001158	Pras.g_00402	Syas.g_01491
OG0001160	Pras.g_00428	Syas.g_02705
OG0001161	Pras.g_00441	Syas.g_02030
OG0001162	Pras.g_00452	Syas.g_02473
OG0001163	Pras.g_00542	Syas.g_02697
OG0001164	Pras.g_00546	Syas.g_02691
OG0001165	Pras.g_00549	Syas.g_02686
OG0001166	Pras.g_00569	Syas.g_02658
OG0001167	Pras.g_00586	Syas.g_01046
OG0001168	Pras.g_00588	Syas.g_02597
OG0001169	Pras.g_00590	Syas.g_02595
OG0001170	Pras.g_00592	Syas.g_02593
OG0001171	Pras.g_00602	Syas.g_02580
OG0001172	Pras.g_00616	Syas.g_01665
OG0001173	Pras.g_00617	Syas.g_01664
OG0001174	Pras.g_00625	Syas.g_01656
OG0001175	Pras.g_00626	Syas.g_01655
OG0001176	Pras.g_00633	Syas.g_01638
OG0001177	Pras.g_00636	Syas.g_01640
OG0001178	Pras.g_00641	Syas.g_02676
