Orthogroup	Pras	Syat
OG0000588	Pras.g_01494	Syat.g_00338
OG0000589	Pras.g_01497	Syat.g_03318
OG0000590	Pras.g_01498	Syat.g_03317
OG0000591	Pras.g_01501	Syat.g_03308
OG0000592	Pras.g_01502	Syat.g_03307
OG0000593	Pras.g_01508	Syat.g_00113
OG0000594	Pras.g_01509	Syat.g_00114
OG0000595	Pras.g_01510	Syat.g_00115
OG0000596	Pras.g_01514	Syat.g_00129
OG0000597	Pras.g_01516	Syat.g_00132
OG0000598	Pras.g_01517	Syat.g_00133
OG0000599	Pras.g_01520	Syat.g_00381
OG0000600	Pras.g_01521	Syat.g_00380
OG0000601	Pras.g_01522	Syat.g_00379
OG0000602	Pras.g_01524	Syat.g_00375
OG0000603	Pras.g_01525	Syat.g_00374
OG0000604	Pras.g_01526	Syat.g_00372
OG0000605	Pras.g_01527	Syat.g_00370
OG0000606	Pras.g_01530	Syat.g_00367
OG0000607	Pras.g_01533	Syat.g_00364
OG0000608	Pras.g_01534	Syat.g_00363
OG0000609	Pras.g_01535	Syat.g_00344
OG0000610	Pras.g_01540	Syat.g_00399
OG0000611	Pras.g_01543	Syat.g_00402
OG0000612	Pras.g_01544	Syat.g_00403
OG0000613	Pras.g_01549	Syat.g_02129
OG0000614	Pras.g_01568	Syat.g_01084
OG0000615	Pras.g_01576	Syat.g_00442
OG0000616	Pras.g_01580	Syat.g_02397
OG0000617	Pras.g_01612	Syat.g_00665
OG0000618	Pras.g_01613	Syat.g_00666
OG0000619	Pras.g_01614	Syat.g_00667
OG0000620	Pras.g_01617	Syat.g_02591
OG0000621	Pras.g_01618	Syat.g_02590
OG0000622	Pras.g_01619	Syat.g_02572
OG0000623	Pras.g_01620	Syat.g_00672
OG0000624	Pras.g_01621	Syat.g_00673
OG0000625	Pras.g_01622	Syat.g_00674
OG0000626	Pras.g_01623	Syat.g_00675
OG0000627	Pras.g_01624	Syat.g_00641
OG0000628	Pras.g_01625	Syat.g_00640
OG0000629	Pras.g_01626	Syat.g_00637
OG0000630	Pras.g_01629	Syat.g_00631
OG0000631	Pras.g_01692	Syat.g_00624
OG0000632	Pras.g_01693	Syat.g_00623
OG0000633	Pras.g_01694	Syat.g_00622
OG0000634	Pras.g_01697	Syat.g_00475
OG0000635	Pras.g_01698	Syat.g_00476
OG0000636	Pras.g_01700	Syat.g_00478
OG0000637	Pras.g_01702	Syat.g_00480
OG0000638	Pras.g_01703	Syat.g_00481
OG0000639	Pras.g_01704	Syat.g_00482
OG0000640	Pras.g_01705	Syat.g_00483
OG0000641	Pras.g_01709	Syat.g_00488
OG0000642	Pras.g_01710	Syat.g_00489
OG0000643	Pras.g_01711	Syat.g_00494
OG0000644	Pras.g_01712	Syat.g_00495
OG0000645	Pras.g_01713	Syat.g_00496
OG0000646	Pras.g_01715	Syat.g_00499
OG0000647	Pras.g_01716	Syat.g_00501
OG0000648	Pras.g_01718	Syat.g_00504
OG0000649	Pras.g_01719	Syat.g_00505
OG0000650	Pras.g_01720	Syat.g_00506
OG0000651	Pras.g_01721	Syat.g_00507
OG0000652	Pras.g_01722	Syat.g_00508
OG0000653	Pras.g_01724	Syat.g_00510
OG0000654	Pras.g_01725	Syat.g_00514
OG0000655	Pras.g_01726	Syat.g_00515
OG0000656	Pras.g_01729	Syat.g_00518
OG0000657	Pras.g_01736	Syat.g_00720
OG0000658	Pras.g_01737	Syat.g_00723
OG0000659	Pras.g_01738	Syat.g_00724
OG0000660	Pras.g_01742	Syat.g_00740
OG0000661	Pras.g_01744	Syat.g_00742
OG0000662	Pras.g_01746	Syat.g_00746
OG0000663	Pras.g_01748	Syat.g_00749
OG0000664	Pras.g_01749	Syat.g_00752
OG0000665	Pras.g_01753	Syat.g_03302
OG0000666	Pras.g_01754	Syat.g_01415
OG0000667	Pras.g_01758	Syat.g_00958, Syat.g_03278
OG0000668	Pras.g_01788	Syat.g_00710
OG0000669	Pras.g_01792	Syat.g_00416
OG0000670	Pras.g_01794	Syat.g_00419
OG0000671	Pras.g_01796	Syat.g_00421
OG0000672	Pras.g_01799	Syat.g_00424
OG0000673	Pras.g_01802	Syat.g_00430
OG0000674	Pras.g_01804	Syat.g_00432
OG0000675	Pras.g_01805	Syat.g_00433
OG0000676	Pras.g_01807	Syat.g_00436
OG0000677	Pras.g_01808	Syat.g_00437
OG0000678	Pras.g_01810	Syat.g_00439
OG0000679	Pras.g_01814	Syat.g_00448
OG0000680	Pras.g_01815	Syat.g_00449
OG0000681	Pras.g_01818	Syat.g_00452
OG0000682	Pras.g_01819	Syat.g_00453
OG0000683	Pras.g_01820	Syat.g_00454
OG0000684	Pras.g_01821	Syat.g_00457
OG0000685	Pras.g_01823	Syat.g_02571
OG0000686	Pras.g_01824	Syat.g_00459
OG0000687	Pras.g_01825	Syat.g_00460
OG0000688	Pras.g_01828	Syat.g_00463
OG0000689	Pras.g_01829	Syat.g_00465
OG0000690	Pras.g_01830	Syat.g_00466
OG0000691	Pras.g_01831	Syat.g_00467
OG0000692	Pras.g_01833	Syat.g_00469
OG0000693	Pras.g_01834	Syat.g_00471
OG0000694	Pras.g_01835	Syat.g_00472
OG0000695	Pras.g_01837	Syat.g_00619
OG0000696	Pras.g_01838	Syat.g_00618
OG0000697	Pras.g_01839	Syat.g_00616
OG0000698	Pras.g_01842	Syat.g_00613
OG0000699	Pras.g_01843	Syat.g_00611
OG0000700	Pras.g_01844	Syat.g_00610
OG0000701	Pras.g_01845	Syat.g_00609
OG0000702	Pras.g_01847	Syat.g_00606
OG0000703	Pras.g_01848	Syat.g_00601
OG0000704	Pras.g_01849	Syat.g_00599
OG0000705	Pras.g_01853	Syat.g_00592
OG0000706	Pras.g_01854	Syat.g_00591
OG0000707	Pras.g_01855	Syat.g_00590
OG0000708	Pras.g_01856	Syat.g_00587
OG0000709	Pras.g_01860	Syat.g_00573
OG0000710	Pras.g_01863	Syat.g_00567
OG0000711	Pras.g_01881	Syat.g_00539
OG0000712	Pras.g_01883	Syat.g_00537
OG0000713	Pras.g_01884	Syat.g_00536
OG0000714	Pras.g_01885	Syat.g_00532
OG0000715	Pras.g_01887	Syat.g_00530
OG0000716	Pras.g_01889	Syat.g_00527
OG0000717	Pras.g_01890	Syat.g_00526
OG0000718	Pras.g_01903	Syat.g_00522
OG0000719	Pras.g_01905	Syat.g_00712
OG0000720	Pras.g_01914	Syat.g_00699
OG0000721	Pras.g_01916	Syat.g_00697
OG0000722	Pras.g_01917	Syat.g_00696
OG0000723	Pras.g_01920	Syat.g_00686
OG0000724	Pras.g_01929	Syat.g_00782
OG0000725	Pras.g_01935	Syat.g_00810
OG0000726	Pras.g_01936	Syat.g_00811
OG0000727	Pras.g_01937	Syat.g_00812
OG0000728	Pras.g_01939	Syat.g_00814
OG0000729	Pras.g_01984	Syat.g_02224
OG0000730	Pras.g_01988	Syat.g_01617
OG0000731	Pras.g_01992	Syat.g_01605
OG0000732	Pras.g_00003	Syat.g_02290
OG0000733	Pras.g_00024	Syat.g_03285
OG0000734	Pras.g_00041	Syat.g_01579
OG0000735	Pras.g_00043	Syat.g_03235
OG0000736	Pras.g_00044	Syat.g_03236
OG0000737	Pras.g_00045	Syat.g_03237
OG0000738	Pras.g_00049	Syat.g_03251
OG0000739	Pras.g_00050	Syat.g_03252
OG0000740	Pras.g_00051	Syat.g_03253
OG0000741	Pras.g_00052	Syat.g_03256
OG0000742	Pras.g_00055	Syat.g_03259
OG0000743	Pras.g_00057	Syat.g_03262
OG0000744	Pras.g_00058	Syat.g_03263
OG0000745	Pras.g_00059	Syat.g_03266
OG0000746	Pras.g_00061	Syat.g_00314
OG0000747	Pras.g_00062	Syat.g_00313
OG0000748	Pras.g_00065	Syat.g_00305
OG0000749	Pras.g_00066	Syat.g_00303
OG0000750	Pras.g_00067	Syat.g_00302
OG0000751	Pras.g_00069	Syat.g_00296
OG0000752	Pras.g_00071	Syat.g_00294
OG0000753	Pras.g_00074	Syat.g_00291
OG0000754	Pras.g_00077	Syat.g_00250
OG0000755	Pras.g_00080	Syat.g_00217
OG0000756	Pras.g_00081	Syat.g_00216
OG0000757	Pras.g_00087	Syat.g_00205
OG0000758	Pras.g_00088	Syat.g_00204
OG0000759	Pras.g_00089	Syat.g_00203
OG0000760	Pras.g_00090	Syat.g_00202
OG0000761	Pras.g_00091	Syat.g_00201
OG0000762	Pras.g_00092	Syat.g_00199
OG0000763	Pras.g_00094	Syat.g_00924
OG0000764	Pras.g_00095	Syat.g_00923
OG0000765	Pras.g_00105	Syat.g_00897
OG0000766	Pras.g_00106	Syat.g_00896
OG0000767	Pras.g_00108	Syat.g_00894
OG0000768	Pras.g_00109	Syat.g_00893
OG0000769	Pras.g_00111	Syat.g_00891
OG0000770	Pras.g_00113	Syat.g_00886
OG0000771	Pras.g_00122	Syat.g_00788
OG0000772	Pras.g_00178	Syat.g_01768
OG0000773	Pras.g_00199	Syat.g_01114
OG0000774	Pras.g_00201	Syat.g_01146
OG0000775	Pras.g_00204	Syat.g_01148
OG0000776	Pras.g_00205	Syat.g_01149
OG0000777	Pras.g_00206	Syat.g_01150
OG0000778	Pras.g_00207	Syat.g_01151
OG0000779	Pras.g_00211	Syat.g_01154
OG0000780	Pras.g_00212	Syat.g_01157
OG0000781	Pras.g_00214	Syat.g_01161
OG0000782	Pras.g_00216	Syat.g_01162
OG0000783	Pras.g_00217	Syat.g_01163
OG0000784	Pras.g_00218	Syat.g_01164
OG0000785	Pras.g_00220	Syat.g_01166
OG0000786	Pras.g_00223	Syat.g_01170
OG0000787	Pras.g_00224	Syat.g_01171
OG0000788	Pras.g_00237	Syat.g_00087
OG0000789	Pras.g_00240	Syat.g_00845
OG0000790	Pras.g_00255	Syat.g_01300
OG0000791	Pras.g_00257	Syat.g_01302
OG0000792	Pras.g_00258	Syat.g_01303
OG0000793	Pras.g_00261	Syat.g_01412
OG0000794	Pras.g_00262	Syat.g_01414
OG0000795	Pras.g_00263	Syat.g_01416
OG0000796	Pras.g_00267	Syat.g_01422
OG0000797	Pras.g_00268	Syat.g_01423
OG0000798	Pras.g_00286	Syat.g_02057
OG0000799	Pras.g_00332	Syat.g_01256
OG0000800	Pras.g_00333	Syat.g_01255
OG0000801	Pras.g_00334	Syat.g_01253
OG0000802	Pras.g_00336	Syat.g_01245
OG0000803	Pras.g_00338	Syat.g_01241
OG0000804	Pras.g_00339	Syat.g_01238
OG0000805	Pras.g_00341	Syat.g_01236
OG0000806	Pras.g_00343	Syat.g_01234
OG0000807	Pras.g_00344	Syat.g_01233
OG0000808	Pras.g_00345	Syat.g_01232
OG0000809	Pras.g_00348	Syat.g_01229
OG0000810	Pras.g_00349	Syat.g_01228
OG0000811	Pras.g_00353	Syat.g_01186
OG0000812	Pras.g_00355	Syat.g_01182
OG0000813	Pras.g_00356	Syat.g_01181
OG0000814	Pras.g_00358	Syat.g_01179
OG0000815	Pras.g_00359	Syat.g_01177
OG0000816	Pras.g_00361	Syat.g_01175
OG0000817	Pras.g_00362	Syat.g_01279
OG0000818	Pras.g_00367	Syat.g_01325
OG0000819	Pras.g_00368	Syat.g_01326
OG0000820	Pras.g_00369	Syat.g_01327
OG0000821	Pras.g_00373	Syat.g_01333
OG0000822	Pras.g_00374	Syat.g_01335
OG0000823	Pras.g_00375	Syat.g_01336
OG0000824	Pras.g_00378	Syat.g_01342
OG0000825	Pras.g_00379	Syat.g_01343
OG0000826	Pras.g_00380	Syat.g_01344
OG0000827	Pras.g_00381	Syat.g_01345
OG0000828	Pras.g_00385	Syat.g_01348
OG0000829	Pras.g_00386	Syat.g_01349
OG0000830	Pras.g_00387	Syat.g_01350
OG0000831	Pras.g_00389	Syat.g_01353
OG0000832	Pras.g_00395	Syat.g_02982
OG0000833	Pras.g_00405	Syat.g_03072
OG0000834	Pras.g_00406	Syat.g_03073
OG0000835	Pras.g_00407	Syat.g_03075
OG0000836	Pras.g_00408	Syat.g_03078
OG0000837	Pras.g_00409	Syat.g_03079
OG0000838	Pras.g_00411	Syat.g_03083
OG0000839	Pras.g_00412	Syat.g_03084
OG0000840	Pras.g_00413	Syat.g_03085
OG0000841	Pras.g_00414	Syat.g_03086
OG0000842	Pras.g_00415	Syat.g_03087
OG0000843	Pras.g_00416	Syat.g_03088
OG0000844	Pras.g_00417	Syat.g_03090
OG0000845	Pras.g_00418	Syat.g_03091
OG0000846	Pras.g_00419	Syat.g_03092
OG0000847	Pras.g_00420	Syat.g_03093
OG0000848	Pras.g_00421	Syat.g_03095
OG0000849	Pras.g_00422	Syat.g_03096
OG0000850	Pras.g_00424	Syat.g_03098
OG0000851	Pras.g_00425	Syat.g_03101
OG0000852	Pras.g_00426	Syat.g_03102
OG0000853	Pras.g_00430	Syat.g_03106
OG0000854	Pras.g_00432	Syat.g_03108
OG0000855	Pras.g_00433	Syat.g_03109
OG0000856	Pras.g_00448	Syat.g_03305
OG0000857	Pras.g_00473	Syat.g_00500
OG0000858	Pras.g_00544	Syat.g_03114
OG0000859	Pras.g_00545	Syat.g_03115
OG0000860	Pras.g_00552	Syat.g_03126
OG0000861	Pras.g_00553	Syat.g_03127
OG0000862	Pras.g_00554	Syat.g_03136
OG0000863	Pras.g_00556	Syat.g_03138
OG0000864	Pras.g_00557	Syat.g_03139
OG0000865	Pras.g_00558	Syat.g_03140
OG0000866	Pras.g_00559	Syat.g_03141
OG0000867	Pras.g_00560	Syat.g_03142
OG0000868	Pras.g_00561	Syat.g_03067
OG0000869	Pras.g_00565	Syat.g_03054
OG0000870	Pras.g_00570	Syat.g_03049
OG0000871	Pras.g_00571	Syat.g_03048
OG0000872	Pras.g_00572	Syat.g_03042
OG0000873	Pras.g_00575	Syat.g_03039
OG0000874	Pras.g_00578	Syat.g_03037
OG0000875	Pras.g_00579	Syat.g_03035
OG0000876	Pras.g_00580	Syat.g_00745
OG0000877	Pras.g_00582	Syat.g_03024
OG0000878	Pras.g_00583	Syat.g_03023
OG0000879	Pras.g_00584	Syat.g_03022
OG0000880	Pras.g_00585	Syat.g_03021
OG0000881	Pras.g_00589	Syat.g_03016
OG0000882	Pras.g_00594	Syat.g_03011
OG0000883	Pras.g_00596	Syat.g_03007
OG0000884	Pras.g_00598	Syat.g_03005
OG0000885	Pras.g_00599	Syat.g_03004
OG0000886	Pras.g_00600	Syat.g_03003
OG0000887	Pras.g_00601	Syat.g_03002
OG0000888	Pras.g_00603	Syat.g_03000
OG0000889	Pras.g_00605	Syat.g_02997
OG0000890	Pras.g_00606	Syat.g_02994
OG0000891	Pras.g_00607	Syat.g_02993
OG0000892	Pras.g_00609	Syat.g_02992
OG0000893	Pras.g_00613	Syat.g_01864
OG0000894	Pras.g_00615	Syat.g_01860
OG0000895	Pras.g_00618	Syat.g_01856
OG0000896	Pras.g_00619	Syat.g_01855
OG0000897	Pras.g_00621	Syat.g_01853
OG0000898	Pras.g_00622	Syat.g_01852
OG0000899	Pras.g_00623	Syat.g_01851
OG0000900	Pras.g_00624	Syat.g_01850
OG0000901	Pras.g_00627	Syat.g_01845
OG0000902	Pras.g_00629	Syat.g_01843
OG0000903	Pras.g_00632	Syat.g_01830
OG0000904	Pras.g_00634	Syat.g_01834
OG0000905	Pras.g_00639	Syat.g_01839
OG0000906	Pras.g_00640	Syat.g_01841
OG0000907	Pras.g_00645	Syat.g_01828
OG0000908	Pras.g_00648	Syat.g_01825
OG0000909	Pras.g_00649	Syat.g_01824
OG0000910	Pras.g_00650	Syat.g_01823
OG0000911	Pras.g_00652	Syat.g_01821
OG0000912	Pras.g_00653	Syat.g_01820
OG0000913	Pras.g_00654	Syat.g_01819
OG0000914	Pras.g_00655	Syat.g_01818
OG0000915	Pras.g_00656	Syat.g_01816
OG0000916	Pras.g_00657	Syat.g_01815
OG0000917	Pras.g_00658	Syat.g_01814
OG0000918	Pras.g_00659	Syat.g_01813
OG0000919	Pras.g_00660	Syat.g_01812
OG0000920	Pras.g_00661	Syat.g_01811
OG0000921	Pras.g_00662	Syat.g_01810
OG0000922	Pras.g_00663	Syat.g_01809
OG0000923	Pras.g_00667	Syat.g_01805
OG0000924	Pras.g_00668	Syat.g_01804
OG0000925	Pras.g_00669	Syat.g_01803
OG0000926	Pras.g_00670	Syat.g_01802
OG0000927	Pras.g_00672	Syat.g_01800
OG0000928	Pras.g_00673	Syat.g_01799
OG0000929	Pras.g_00674	Syat.g_01798
OG0000930	Pras.g_00675	Syat.g_01797
OG0000931	Pras.g_00676	Syat.g_01796
OG0000932	Pras.g_00677	Syat.g_01794
OG0000933	Pras.g_00681	Syat.g_01788
OG0000934	Pras.g_00683	Syat.g_01786
OG0000935	Pras.g_00684	Syat.g_01665
OG0000936	Pras.g_00685	Syat.g_01664
OG0000937	Pras.g_00686	Syat.g_01663
OG0000938	Pras.g_00688	Syat.g_01659
OG0000939	Pras.g_00689	Syat.g_01658
OG0000940	Pras.g_00696	Syat.g_01651
OG0000941	Pras.g_00698	Syat.g_01649
OG0000942	Pras.g_00700	Syat.g_01647
OG0000943	Pras.g_00701	Syat.g_01646
OG0000944	Pras.g_00702	Syat.g_01644
OG0000945	Pras.g_00703	Syat.g_01643
OG0000946	Pras.g_00707	Syat.g_01633
OG0000947	Pras.g_00709	Syat.g_01630
OG0000948	Pras.g_00710	Syat.g_01629
OG0000949	Pras.g_00713	Syat.g_02142
OG0000950	Pras.g_00718	Syat.g_02152
OG0000951	Pras.g_00722	Syat.g_02157
OG0000952	Pras.g_00726	Syat.g_02162
OG0000953	Pras.g_00729	Syat.g_02166
OG0000954	Pras.g_00733	Syat.g_02187
OG0000955	Pras.g_00734	Syat.g_02188
OG0000956	Pras.g_00736	Syat.g_02191
OG0000957	Pras.g_00741	Syat.g_02204
OG0000958	Pras.g_00742	Syat.g_02205
OG0000959	Pras.g_00746	Syat.g_02212
OG0000960	Pras.g_00747	Syat.g_02213
OG0000961	Pras.g_00749	Syat.g_02873
OG0000962	Pras.g_00751	Syat.g_02223
OG0000963	Pras.g_00755	Syat.g_02226
OG0000964	Pras.g_00756	Syat.g_02227
OG0000965	Pras.g_00757	Syat.g_02228
OG0000966	Pras.g_00765	Syat.g_02259
OG0000967	Pras.g_00770	Syat.g_02263
OG0000968	Pras.g_00772	Syat.g_02269
OG0000969	Pras.g_00773	Syat.g_02271
OG0000970	Pras.g_00774	Syat.g_02272
OG0000971	Pras.g_00775	Syat.g_02274
OG0000972	Pras.g_00776	Syat.g_02275
OG0000973	Pras.g_00777	Syat.g_02276
OG0000974	Pras.g_00778	Syat.g_02277
OG0000975	Pras.g_00779	Syat.g_02278
OG0000976	Pras.g_00780	Syat.g_02279
OG0000977	Pras.g_00781	Syat.g_02281
OG0000978	Pras.g_00782	Syat.g_02283
OG0000979	Pras.g_00785	Syat.g_02286
OG0000980	Pras.g_00787	Syat.g_02289
OG0000981	Pras.g_00789	Syat.g_02292
OG0000982	Pras.g_00791	Syat.g_02691
OG0000983	Pras.g_00792	Syat.g_02690
OG0000984	Pras.g_00793	Syat.g_02689
OG0000985	Pras.g_00796	Syat.g_02685
OG0000986	Pras.g_00798	Syat.g_02680
OG0000987	Pras.g_00799	Syat.g_02678
OG0000988	Pras.g_00802	Syat.g_02672
OG0000989	Pras.g_00805	Syat.g_02657
OG0000990	Pras.g_00808	Syat.g_02500
OG0000991	Pras.g_00809	Syat.g_02503
OG0000992	Pras.g_00812	Syat.g_02507
OG0000993	Pras.g_00813	Syat.g_02508
OG0000994	Pras.g_00814	Syat.g_02512
OG0000995	Pras.g_00818	Syat.g_02517
OG0000996	Pras.g_00819	Syat.g_02446
OG0000997	Pras.g_00820	Syat.g_02417
OG0000998	Pras.g_00822	Syat.g_02415
OG0000999	Pras.g_00823	Syat.g_02414
OG0001001	Pras.g_00828	Syat.g_02400
OG0001002	Pras.g_00832	Syat.g_02394
OG0001003	Pras.g_00834	Syat.g_02392
OG0001004	Pras.g_00835	Syat.g_02391
OG0001005	Pras.g_00836	Syat.g_02390
OG0001006	Pras.g_00840	Syat.g_02378
OG0001007	Pras.g_00842	Syat.g_02376
OG0001008	Pras.g_01315	Syat.g_02971
OG0001009	Pras.g_00869	Syat.g_02311
OG0001010	Pras.g_00870	Syat.g_02310
OG0001011	Pras.g_00871	Syat.g_02308
OG0001012	Pras.g_00896	Syat.g_01004
OG0001013	Pras.g_00901	Syat.g_02716
OG0001014	Pras.g_00904	Syat.g_02721
OG0001015	Pras.g_00905	Syat.g_02722
OG0001016	Pras.g_00924	Syat.g_01474
OG0001017	Pras.g_00928	Syat.g_01480
OG0001018	Pras.g_00931	Syat.g_01482
OG0001019	Pras.g_00940	Syat.g_01532
OG0001020	Pras.g_00941	Syat.g_01539
OG0001021	Pras.g_00942	Syat.g_01552
OG0001022	Pras.g_00945	Syat.g_01555
OG0001023	Pras.g_00946	Syat.g_01556
OG0001024	Pras.g_00949	Syat.g_01560
OG0001025	Pras.g_00955	Syat.g_01566
OG0001026	Pras.g_00962	Syat.g_01582
OG0001027	Pras.g_00963	Syat.g_02947
OG0001028	Pras.g_00965	Syat.g_02944
OG0001029	Pras.g_00966	Syat.g_02942
OG0001030	Pras.g_00981	Syat.g_02922
OG0001031	Pras.g_01037	Syat.g_02836
OG0001032	Pras.g_01038	Syat.g_02834
OG0001033	Pras.g_01060	Syat.g_02784
OG0001034	Pras.g_01088	Syat.g_01448
OG0001035	Pras.g_01106	Syat.g_01885
OG0001036	Pras.g_01111	Syat.g_01939
OG0001037	Pras.g_01112	Syat.g_01941
OG0001038	Pras.g_01130	Syat.g_02058
OG0001039	Pras.g_01133	Syat.g_02061
OG0001040	Pras.g_01135	Syat.g_02064
OG0001041	Pras.g_01139	Syat.g_02070
OG0001042	Pras.g_01156	Syat.g_02100
OG0001043	Pras.g_01157	Syat.g_02103
OG0001044	Pras.g_01186	Syat.g_01615
OG0001045	Pras.g_01195	Syat.g_01602
OG0001046	Pras.g_01232	Syat.g_00552
OG0001047	Pras.g_01317	Syat.g_02973
OG0001048	Pras.g_01318	Syat.g_02974
OG0001049	Pras.g_01320	Syat.g_01290
OG0001050	Pras.g_01321	Syat.g_01289
OG0001051	Pras.g_01322	Syat.g_01288
OG0001052	Pras.g_01349	Syat.g_01375
OG0001053	Pras.g_01361	Syat.g_03173
OG0001054	Pras.g_01376	Syat.g_03192
OG0001055	Pras.g_01395	Syat.g_03224
OG0001056	Pras.g_01413	Syat.g_03275
OG0001057	Pras.g_01418	Syat.g_00102
OG0001058	Pras.g_01426	Syat.g_00079
OG0001059	Pras.g_01430	Syat.g_00075
OG0001061	Pras.g_01450	Syat.g_00051
OG0001062	Pras.g_01452	Syat.g_00048
OG0001063	Pras.g_01454	Syat.g_00042
OG0001064	Pras.g_01455	Syat.g_00041
OG0001065	Pras.g_01456	Syat.g_00040
OG0001066	Pras.g_01457	Syat.g_00039
OG0001067	Pras.g_01459	Syat.g_00038
OG0001068	Pras.g_01460	Syat.g_00037
OG0001069	Pras.g_01461	Syat.g_00036
OG0001070	Pras.g_01464	Syat.g_00032
OG0001071	Pras.g_01465	Syat.g_00031
OG0001072	Pras.g_01466	Syat.g_00028
OG0001073	Pras.g_01480	Syat.g_00009
OG0001074	Pras.g_01491	Syat.g_01015
OG0001075	Pras.g_01492	Syat.g_01037
OG0001076	Pras.g_01500	Syat.g_03315
OG0001077	Pras.g_01504	Syat.g_03290
OG0001078	Pras.g_01512	Syat.g_00118
OG0001079	Pras.g_01523	Syat.g_00378
OG0001080	Pras.g_01529	Syat.g_00368
OG0001081	Pras.g_01531	Syat.g_00366
OG0001082	Pras.g_01532	Syat.g_00365
OG0001083	Pras.g_01537	Syat.g_00390
OG0001084	Pras.g_01538	Syat.g_00391
OG0001085	Pras.g_01546	Syat.g_00408
OG0001086	Pras.g_01547	Syat.g_00410
OG0001087	Pras.g_01564	Syat.g_03277
OG0001088	Pras.g_01565	Syat.g_02496
OG0001089	Pras.g_01573	Syat.g_00818
OG0001090	Pras.g_01607	Syat.g_00659
OG0001091	Pras.g_01609	Syat.g_00661
OG0001092	Pras.g_01610	Syat.g_00663
OG0001093	Pras.g_01615	Syat.g_00669
OG0001094	Pras.g_01695	Syat.g_00473
OG0001095	Pras.g_01714	Syat.g_00497
OG0001096	Pras.g_01727	Syat.g_00516
OG0001097	Pras.g_01745	Syat.g_00743
OG0001098	Pras.g_01760	Syat.g_01672
OG0001099	Pras.g_01791	Syat.g_02943
OG0001100	Pras.g_01793	Syat.g_00418
OG0001101	Pras.g_01795	Syat.g_00420
OG0001102	Pras.g_01798	Syat.g_00423
OG0001103	Pras.g_01800	Syat.g_00425
OG0001104	Pras.g_01822	Syat.g_00458
OG0001105	Pras.g_01826	Syat.g_00461
OG0001106	Pras.g_01850	Syat.g_00598
OG0001107	Pras.g_01857	Syat.g_00580
OG0001108	Pras.g_01861	Syat.g_00570
OG0001109	Pras.g_01862	Syat.g_00568
OG0001110	Pras.g_01864	Syat.g_00566
OG0001111	Pras.g_01865	Syat.g_00564
OG0001112	Pras.g_01866	Syat.g_00562
OG0001113	Pras.g_01867	Syat.g_00561
OG0001114	Pras.g_01868	Syat.g_00560
OG0001115	Pras.g_01870	Syat.g_00557
OG0001116	Pras.g_01871	Syat.g_00555
OG0001117	Pras.g_01872	Syat.g_00554
OG0001118	Pras.g_01873	Syat.g_00553
OG0001119	Pras.g_01874	Syat.g_00551
OG0001120	Pras.g_01876	Syat.g_00546
OG0001122	Pras.g_01906	Syat.g_00711
OG0001123	Pras.g_01910	Syat.g_00704
OG0001124	Pras.g_01912	Syat.g_00702
OG0001125	Pras.g_01913	Syat.g_00700
OG0001126	Pras.g_01923	Syat.g_00790
OG0001127	Pras.g_01924	Syat.g_00789
OG0001128	Pras.g_01926	Syat.g_00786
OG0001129	Pras.g_01927	Syat.g_00784
OG0001130	Pras.g_01928	Syat.g_00783
OG0001131	Pras.g_01964	Syat.g_01674
OG0001132	Pras.g_01973	Syat.g_00965
OG0001133	Pras.g_00009	Syat.g_03311
OG0001136	Pras.g_00053	Syat.g_03257
OG0001137	Pras.g_00064	Syat.g_00306
OG0001138	Pras.g_00082	Syat.g_00214
OG0001139	Pras.g_00083	Syat.g_00209
OG0001140	Pras.g_00084	Syat.g_00208
OG0001141	Pras.g_00085	Syat.g_00207
OG0001142	Pras.g_00086	Syat.g_00206
OG0001143	Pras.g_00093	Syat.g_00925
OG0001144	Pras.g_00099	Syat.g_00906
OG0001145	Pras.g_00200	Syat.g_01117
OG0001146	Pras.g_00213	Syat.g_01158
OG0001147	Pras.g_00236	Syat.g_01368
OG0001148	Pras.g_00252	Syat.g_01297
OG0001149	Pras.g_00253	Syat.g_01298
OG0001150	Pras.g_00254	Syat.g_01299
OG0001151	Pras.g_00265	Syat.g_01420
OG0001152	Pras.g_00266	Syat.g_01421
OG0001153	Pras.g_00382	Syat.g_01346
OG0001154	Pras.g_00384	Syat.g_01347
OG0001155	Pras.g_00396, Pras.g_00397	Syat.g_02774
OG0001156	Pras.g_00400	Syat.g_02978
OG0001157	Pras.g_00401	Syat.g_02977
OG0001158	Pras.g_00402	Syat.g_02976
OG0001160	Pras.g_00428	Syat.g_03104
OG0001161	Pras.g_00441	Syat.g_02384
OG0001162	Pras.g_00452	Syat.g_01528
OG0001163	Pras.g_00542	Syat.g_03112
OG0001164	Pras.g_00546	Syat.g_03116
OG0001165	Pras.g_00549	Syat.g_03121
OG0001166	Pras.g_00569	Syat.g_03050
OG0001167	Pras.g_00586	Syat.g_03019
OG0001168	Pras.g_00588	Syat.g_03017
OG0001169	Pras.g_00590	Syat.g_03015
OG0001170	Pras.g_00592	Syat.g_03013
OG0001171	Pras.g_00602	Syat.g_03001
OG0001172	Pras.g_00616	Syat.g_01858
OG0001173	Pras.g_00617	Syat.g_01857
OG0001174	Pras.g_00625	Syat.g_01849
