Orthogroup	Pras	Syae
OG0000583	Pras.g_01485	Syae.g_00019
OG0000584	Pras.g_01486	Syae.g_00020
OG0000585	Pras.g_01488	Syae.g_00022
OG0000586	Pras.g_01489	Syae.g_00023
OG0000587	Pras.g_01490	Syae.g_00025
OG0000588	Pras.g_01494	Syae.g_00043
OG0000589	Pras.g_01497	Syae.g_00047
OG0000590	Pras.g_01498	Syae.g_00048
OG0000591	Pras.g_01501	Syae.g_00056
OG0000592	Pras.g_01502	Syae.g_00057
OG0000593	Pras.g_01508	Syae.g_00070
OG0000594	Pras.g_01509	Syae.g_00071
OG0000595	Pras.g_01510	Syae.g_00072
OG0000596	Pras.g_01514	Syae.g_00077
OG0000597	Pras.g_01516	Syae.g_00080
OG0000598	Pras.g_01517	Syae.g_00081
OG0000599	Pras.g_01520	Syae.g_00084
OG0000600	Pras.g_01521	Syae.g_00085
OG0000601	Pras.g_01522	Syae.g_00086
OG0000602	Pras.g_01524	Syae.g_00091
OG0000603	Pras.g_01525	Syae.g_00092
OG0000604	Pras.g_01526	Syae.g_00095
OG0000605	Pras.g_01527	Syae.g_00260
OG0000606	Pras.g_01530	Syae.g_00616
OG0000607	Pras.g_01533	Syae.g_00613
OG0000608	Pras.g_01534	Syae.g_00612
OG0000609	Pras.g_01535	Syae.g_00610
OG0000610	Pras.g_01540	Syae.g_00601
OG0000611	Pras.g_01543	Syae.g_00598
OG0000612	Pras.g_01544	Syae.g_00597
OG0000613	Pras.g_01549	Syae.g_01910
OG0000614	Pras.g_01568	Syae.g_00765
OG0000615	Pras.g_01576	Syae.g_00557
OG0000616	Pras.g_01580	Syae.g_01696
OG0000617	Pras.g_01612	Syae.g_00464
OG0000618	Pras.g_01613	Syae.g_00463
OG0000619	Pras.g_01614	Syae.g_00462
OG0000620	Pras.g_01617	Syae.g_00456
OG0000621	Pras.g_01618	Syae.g_00455
OG0000622	Pras.g_01619	Syae.g_00454
OG0000623	Pras.g_01620	Syae.g_00453
OG0000624	Pras.g_01621	Syae.g_00451
OG0000625	Pras.g_01622	Syae.g_00450
OG0000626	Pras.g_01623	Syae.g_00449
OG0000627	Pras.g_01624	Syae.g_00299
OG0000628	Pras.g_01625	Syae.g_00300
OG0000629	Pras.g_01626	Syae.g_00303
OG0000630	Pras.g_01629	Syae.g_00310
OG0000631	Pras.g_01692	Syae.g_00317
OG0000632	Pras.g_01693	Syae.g_00318
OG0000633	Pras.g_01694	Syae.g_00320
OG0000634	Pras.g_01697	Syae.g_00525
OG0000635	Pras.g_01698	Syae.g_00524
OG0000636	Pras.g_01700	Syae.g_00522
OG0000637	Pras.g_01702	Syae.g_00520
OG0000638	Pras.g_01703	Syae.g_00519
OG0000639	Pras.g_01704	Syae.g_00518
OG0000640	Pras.g_01705	Syae.g_00517
OG0000641	Pras.g_01709	Syae.g_00513
OG0000642	Pras.g_01710	Syae.g_00512
OG0000643	Pras.g_01711	Syae.g_00510
OG0000644	Pras.g_01712	Syae.g_00509
OG0000645	Pras.g_01713	Syae.g_00507
OG0000646	Pras.g_01715	Syae.g_00504
OG0000647	Pras.g_01716	Syae.g_00502
OG0000648	Pras.g_01718	Syae.g_00499
OG0000649	Pras.g_01719	Syae.g_00498
OG0000650	Pras.g_01720	Syae.g_00497
OG0000651	Pras.g_01721	Syae.g_00496
OG0000652	Pras.g_01722	Syae.g_00495
OG0000653	Pras.g_01724	Syae.g_00493
OG0000654	Pras.g_01725	Syae.g_00492
OG0000655	Pras.g_01726	Syae.g_00491
OG0000656	Pras.g_01729	Syae.g_00488
OG0000657	Pras.g_01736	Syae.g_00834
OG0000658	Pras.g_01737	Syae.g_00837
OG0000659	Pras.g_01738	Syae.g_00838
OG0000660	Pras.g_01742	Syae.g_00842
OG0000661	Pras.g_01744	Syae.g_00844
OG0000662	Pras.g_01746	Syae.g_00846
OG0000663	Pras.g_01748	Syae.g_00849
OG0000664	Pras.g_01749	Syae.g_00850
OG0000665	Pras.g_01753	Syae.g_00121
OG0000666	Pras.g_01754	Syae.g_00258
OG0000667	Pras.g_01758	Syae.g_02056
OG0000668	Pras.g_01788	Syae.g_00418
OG0000669	Pras.g_01792	Syae.g_00585
OG0000670	Pras.g_01794	Syae.g_00582
OG0000671	Pras.g_01796	Syae.g_00580
OG0000672	Pras.g_01799	Syae.g_00577
OG0000673	Pras.g_01802	Syae.g_00574
OG0000674	Pras.g_01804	Syae.g_00572
OG0000675	Pras.g_01805	Syae.g_00571
OG0000676	Pras.g_01807	Syae.g_00569
OG0000677	Pras.g_01808	Syae.g_00568
OG0000678	Pras.g_01810	Syae.g_00564
OG0000679	Pras.g_01814	Syae.g_00555
OG0000680	Pras.g_01815	Syae.g_00554
OG0000681	Pras.g_01818	Syae.g_00551
OG0000682	Pras.g_01819	Syae.g_00550
OG0000683	Pras.g_01820	Syae.g_00549
OG0000684	Pras.g_01821	Syae.g_00545
OG0000685	Pras.g_01823	Syae.g_00543
OG0000686	Pras.g_01824	Syae.g_00542
OG0000687	Pras.g_01825	Syae.g_00541
OG0000688	Pras.g_01828	Syae.g_00536
OG0000689	Pras.g_01829	Syae.g_00534
OG0000690	Pras.g_01830	Syae.g_00533
OG0000691	Pras.g_01831	Syae.g_00532
OG0000692	Pras.g_01833	Syae.g_00531
OG0000693	Pras.g_01834	Syae.g_00529
OG0000694	Pras.g_01835	Syae.g_00528
OG0000695	Pras.g_01837	Syae.g_00322
OG0000696	Pras.g_01838	Syae.g_00323
OG0000697	Pras.g_01839	Syae.g_00325
OG0000698	Pras.g_01842	Syae.g_00328
OG0000699	Pras.g_01843	Syae.g_00330
OG0000700	Pras.g_01844	Syae.g_00331
OG0000701	Pras.g_01845	Syae.g_00332
OG0000702	Pras.g_01847	Syae.g_00341
OG0000703	Pras.g_01848	Syae.g_00342
OG0000704	Pras.g_01849	Syae.g_00345
OG0000705	Pras.g_01853	Syae.g_00352
OG0000706	Pras.g_01854	Syae.g_00353
OG0000707	Pras.g_01855	Syae.g_00354
OG0000708	Pras.g_01856	Syae.g_00357
OG0000709	Pras.g_01860	Syae.g_00365
OG0000710	Pras.g_01863	Syae.g_00369
OG0000711	Pras.g_01881	Syae.g_00398
OG0000712	Pras.g_01883	Syae.g_00400
OG0000713	Pras.g_01884	Syae.g_00401
OG0000714	Pras.g_01885	Syae.g_00403
OG0000715	Pras.g_01887	Syae.g_00405
OG0000716	Pras.g_01889	Syae.g_00409
OG0000717	Pras.g_01890	Syae.g_00410
OG0000718	Pras.g_01903	Syae.g_00414
OG0000719	Pras.g_01905	Syae.g_00416
OG0000720	Pras.g_01914	Syae.g_00429
OG0000721	Pras.g_01916	Syae.g_00431
OG0000722	Pras.g_01917	Syae.g_00432
OG0000723	Pras.g_01920	Syae.g_00445
OG0000724	Pras.g_01929	Syae.g_00799
OG0000725	Pras.g_01935	Syae.g_00789
OG0000726	Pras.g_01936	Syae.g_00788
OG0000727	Pras.g_01937	Syae.g_00787
OG0000728	Pras.g_01939	Syae.g_00785
OG0000729	Pras.g_01984	Syae.g_01819
OG0000730	Pras.g_01988	Syae.g_02189
OG0000731	Pras.g_01992	Syae.g_02201
OG0000732	Pras.g_00003	Syae.g_01764
OG0000733	Pras.g_00024	Syae.g_01599
OG0000734	Pras.g_00041	Syae.g_01371
OG0000735	Pras.g_00043	Syae.g_00942
OG0000736	Pras.g_00044	Syae.g_00941
OG0000737	Pras.g_00045	Syae.g_00940
OG0000738	Pras.g_00049	Syae.g_00935
OG0000739	Pras.g_00050	Syae.g_00928
OG0000740	Pras.g_00051	Syae.g_00927
OG0000741	Pras.g_00052	Syae.g_00924
OG0000742	Pras.g_00055	Syae.g_00922
OG0000743	Pras.g_00057	Syae.g_00920
OG0000744	Pras.g_00058	Syae.g_00919
OG0000745	Pras.g_00059	Syae.g_00917
OG0000746	Pras.g_00061	Syae.g_00915
OG0000747	Pras.g_00062	Syae.g_00914
OG0000748	Pras.g_00065	Syae.g_00902
OG0000749	Pras.g_00066	Syae.g_00900
OG0000750	Pras.g_00067	Syae.g_00899
OG0000751	Pras.g_00069	Syae.g_00892
OG0000752	Pras.g_00071	Syae.g_00890
OG0000753	Pras.g_00074	Syae.g_00887
OG0000754	Pras.g_00077	Syae.g_00641
OG0000755	Pras.g_00080	Syae.g_00651
OG0000756	Pras.g_00081	Syae.g_00652
OG0000757	Pras.g_00087	Syae.g_00661
OG0000758	Pras.g_00088	Syae.g_00662
OG0000759	Pras.g_00089	Syae.g_00663
OG0000760	Pras.g_00090	Syae.g_00664
OG0000761	Pras.g_00091	Syae.g_00668
OG0000762	Pras.g_00092	Syae.g_00672
OG0000763	Pras.g_00094	Syae.g_00676
OG0000764	Pras.g_00095	Syae.g_00677
OG0000765	Pras.g_00105	Syae.g_00695
OG0000766	Pras.g_00106	Syae.g_00696
OG0000767	Pras.g_00108	Syae.g_00698
OG0000768	Pras.g_00109	Syae.g_00699
OG0000769	Pras.g_00111	Syae.g_00701
OG0000770	Pras.g_00113	Syae.g_00704
OG0000771	Pras.g_00122	Syae.g_00805
OG0000772	Pras.g_00178	Syae.g_00168
OG0000773	Pras.g_00199	Syae.g_00947
OG0000774	Pras.g_00201	Syae.g_00951
OG0000775	Pras.g_00204	Syae.g_00954
OG0000776	Pras.g_00205	Syae.g_00955
OG0000777	Pras.g_00206	Syae.g_00956
OG0000778	Pras.g_00207	Syae.g_00957
OG0000779	Pras.g_00211	Syae.g_00963
OG0000780	Pras.g_00212	Syae.g_00967
OG0000781	Pras.g_00214	Syae.g_00971
OG0000782	Pras.g_00216	Syae.g_00972
OG0000783	Pras.g_00217	Syae.g_00973
OG0000784	Pras.g_00218	Syae.g_00974
OG0000785	Pras.g_00220	Syae.g_00976
OG0000786	Pras.g_00223	Syae.g_02477
OG0000787	Pras.g_00224	Syae.g_02476
OG0000788	Pras.g_00237	Syae.g_00087
OG0000789	Pras.g_00240	Syae.g_00281
OG0000790	Pras.g_00255	Syae.g_02294
OG0000791	Pras.g_00257	Syae.g_02292
OG0000792	Pras.g_00258	Syae.g_02291
OG0000793	Pras.g_00261	Syae.g_02286
OG0000794	Pras.g_00262	Syae.g_02285
OG0000795	Pras.g_00263	Syae.g_02284
OG0000796	Pras.g_00267	Syae.g_02280
OG0000797	Pras.g_00268	Syae.g_02279
OG0000798	Pras.g_00286	Syae.g_01972
OG0000799	Pras.g_00332	Syae.g_00010
OG0000800	Pras.g_00333	Syae.g_00009
OG0000801	Pras.g_00334	Syae.g_00008
OG0000802	Pras.g_00336	Syae.g_02686
OG0000803	Pras.g_00338	Syae.g_02680
OG0000804	Pras.g_00339	Syae.g_02677
OG0000805	Pras.g_00341	Syae.g_02663
OG0000806	Pras.g_00343	Syae.g_02661
OG0000807	Pras.g_00344	Syae.g_02659
OG0000808	Pras.g_00345	Syae.g_02658
OG0000809	Pras.g_00348	Syae.g_02655
OG0000810	Pras.g_00349	Syae.g_02654
OG0000811	Pras.g_00353	Syae.g_02648
OG0000812	Pras.g_00355	Syae.g_02646
OG0000813	Pras.g_00356	Syae.g_02645
OG0000814	Pras.g_00358	Syae.g_02643
OG0000815	Pras.g_00359	Syae.g_02642
OG0000816	Pras.g_00361	Syae.g_02641
OG0000817	Pras.g_00362	Syae.g_02640
OG0000818	Pras.g_00367	Syae.g_02634
OG0000819	Pras.g_00368	Syae.g_02633
OG0000820	Pras.g_00369	Syae.g_02632
OG0000821	Pras.g_00373	Syae.g_02626
OG0000822	Pras.g_00374	Syae.g_02624
OG0000823	Pras.g_00375	Syae.g_02623
OG0000824	Pras.g_00378	Syae.g_02617
OG0000825	Pras.g_00379	Syae.g_02616
OG0000826	Pras.g_00380	Syae.g_02615
OG0000827	Pras.g_00381	Syae.g_02614
OG0000828	Pras.g_00385	Syae.g_02612
OG0000829	Pras.g_00386	Syae.g_02611
OG0000830	Pras.g_00387	Syae.g_02610
OG0000831	Pras.g_00389	Syae.g_02608
OG0000832	Pras.g_00395	Syae.g_01081
OG0000833	Pras.g_00405	Syae.g_01106
OG0000834	Pras.g_00406	Syae.g_01108
OG0000835	Pras.g_00407	Syae.g_01109
OG0000836	Pras.g_00408	Syae.g_01113
OG0000837	Pras.g_00409	Syae.g_01115
OG0000838	Pras.g_00411	Syae.g_01119
OG0000839	Pras.g_00412	Syae.g_01120
OG0000840	Pras.g_00413	Syae.g_01121
OG0000841	Pras.g_00414	Syae.g_01122
OG0000842	Pras.g_00415	Syae.g_01123
OG0000843	Pras.g_00416	Syae.g_01124
OG0000844	Pras.g_00417	Syae.g_01125
OG0000845	Pras.g_00418	Syae.g_01126
OG0000846	Pras.g_00419	Syae.g_01127
OG0000847	Pras.g_00420	Syae.g_01128
OG0000848	Pras.g_00421	Syae.g_01130
OG0000849	Pras.g_00422	Syae.g_01131
OG0000850	Pras.g_00424	Syae.g_01133
OG0000851	Pras.g_00425	Syae.g_01139
OG0000852	Pras.g_00426	Syae.g_01140
OG0000853	Pras.g_00430	Syae.g_01144
OG0000854	Pras.g_00432	Syae.g_01146
OG0000855	Pras.g_00433	Syae.g_01147
OG0000856	Pras.g_00448	Syae.g_00059
OG0000857	Pras.g_00473	Syae.g_00503
OG0000858	Pras.g_00544	Syae.g_01153
OG0000859	Pras.g_00545	Syae.g_01154
OG0000860	Pras.g_00552	Syae.g_01165
OG0000861	Pras.g_00553	Syae.g_01166
OG0000862	Pras.g_00554	Syae.g_01167
OG0000863	Pras.g_00556	Syae.g_01170
OG0000864	Pras.g_00557	Syae.g_01171
OG0000865	Pras.g_00558	Syae.g_01172
OG0000866	Pras.g_00559	Syae.g_01173
OG0000867	Pras.g_00560	Syae.g_01174
OG0000868	Pras.g_00561	Syae.g_01177
OG0000869	Pras.g_00565	Syae.g_01182
OG0000870	Pras.g_00570	Syae.g_01187
OG0000871	Pras.g_00571	Syae.g_01188
OG0000872	Pras.g_00572	Syae.g_01196
OG0000873	Pras.g_00575	Syae.g_01199
OG0000874	Pras.g_00578	Syae.g_01194
OG0000875	Pras.g_00579	Syae.g_01244
OG0000876	Pras.g_00580	Syae.g_01020
OG0000877	Pras.g_00582	Syae.g_01025
OG0000878	Pras.g_00583	Syae.g_01026
OG0000879	Pras.g_00584	Syae.g_01027
OG0000880	Pras.g_00585	Syae.g_01028
OG0000881	Pras.g_00589	Syae.g_01034
OG0000882	Pras.g_00594	Syae.g_01039
OG0000883	Pras.g_00596	Syae.g_01041
OG0000884	Pras.g_00598	Syae.g_01043
OG0000885	Pras.g_00599	Syae.g_01044
OG0000886	Pras.g_00600	Syae.g_01045
OG0000887	Pras.g_00601	Syae.g_01046
OG0000888	Pras.g_00603	Syae.g_01048
OG0000889	Pras.g_00605	Syae.g_01050
OG0000890	Pras.g_00606	Syae.g_01056
OG0000891	Pras.g_00607	Syae.g_01057
OG0000892	Pras.g_00609	Syae.g_01059
OG0000893	Pras.g_00613	Syae.g_02031
OG0000894	Pras.g_00615	Syae.g_02034
OG0000895	Pras.g_00618	Syae.g_02038
OG0000896	Pras.g_00619	Syae.g_02039
OG0000897	Pras.g_00621	Syae.g_02041
OG0000898	Pras.g_00622	Syae.g_02042
OG0000899	Pras.g_00623	Syae.g_02043
OG0000900	Pras.g_00624	Syae.g_02044
OG0000901	Pras.g_00627	Syae.g_02049
OG0000902	Pras.g_00629	Syae.g_02051
OG0000903	Pras.g_00632	Syae.g_02077
OG0000904	Pras.g_00634	Syae.g_02071
OG0000905	Pras.g_00639	Syae.g_02065
OG0000906	Pras.g_00640	Syae.g_02063
OG0000907	Pras.g_00645	Syae.g_02079
OG0000908	Pras.g_00648	Syae.g_02082
OG0000909	Pras.g_00649	Syae.g_02083
OG0000910	Pras.g_00650	Syae.g_02084
OG0000911	Pras.g_00652	Syae.g_02086
OG0000912	Pras.g_00653	Syae.g_02087
OG0000913	Pras.g_00654	Syae.g_02088
OG0000914	Pras.g_00655	Syae.g_02089
OG0000915	Pras.g_00656	Syae.g_02091
OG0000916	Pras.g_00657	Syae.g_02092
OG0000917	Pras.g_00658	Syae.g_02093
OG0000918	Pras.g_00659	Syae.g_02094
OG0000919	Pras.g_00660	Syae.g_02095
OG0000920	Pras.g_00661	Syae.g_02096
OG0000921	Pras.g_00662	Syae.g_02097
OG0000922	Pras.g_00663	Syae.g_02098
OG0000923	Pras.g_00667	Syae.g_02102
OG0000924	Pras.g_00668	Syae.g_02103
OG0000925	Pras.g_00669	Syae.g_02104
OG0000926	Pras.g_00670	Syae.g_02105
OG0000927	Pras.g_00672	Syae.g_02107
OG0000928	Pras.g_00673	Syae.g_02108
OG0000929	Pras.g_00674	Syae.g_02109
OG0000930	Pras.g_00675	Syae.g_02110
OG0000931	Pras.g_00676	Syae.g_02111
OG0000932	Pras.g_00677	Syae.g_02112
OG0000933	Pras.g_00681	Syae.g_02118
OG0000934	Pras.g_00683	Syae.g_02120
OG0000935	Pras.g_00684	Syae.g_02121
OG0000936	Pras.g_00685	Syae.g_02122
OG0000937	Pras.g_00686	Syae.g_02123
OG0000938	Pras.g_00688	Syae.g_02126
OG0000939	Pras.g_00689	Syae.g_02127
OG0000940	Pras.g_00696	Syae.g_02133
OG0000941	Pras.g_00698	Syae.g_02135
OG0000942	Pras.g_00700	Syae.g_02137
OG0000943	Pras.g_00701	Syae.g_02138
OG0000944	Pras.g_00702	Syae.g_02140
OG0000945	Pras.g_00703	Syae.g_02142
OG0000946	Pras.g_00707	Syae.g_02146
OG0000947	Pras.g_00709	Syae.g_02149
OG0000948	Pras.g_00710	Syae.g_02150
OG0000949	Pras.g_00713	Syae.g_01884
OG0000950	Pras.g_00718	Syae.g_01873
OG0000951	Pras.g_00722	Syae.g_01866
OG0000952	Pras.g_00726	Syae.g_01859
OG0000953	Pras.g_00729	Syae.g_01854
OG0000954	Pras.g_00733	Syae.g_01845
OG0000955	Pras.g_00734	Syae.g_01844
OG0000956	Pras.g_00736	Syae.g_01842
OG0000957	Pras.g_00741	Syae.g_01831
OG0000958	Pras.g_00742	Syae.g_01830
OG0000959	Pras.g_00746	Syae.g_01826
OG0000960	Pras.g_00747	Syae.g_01825
OG0000961	Pras.g_00749	Syae.g_01822
OG0000962	Pras.g_00751	Syae.g_01820
OG0000963	Pras.g_00755	Syae.g_01814
OG0000964	Pras.g_00756	Syae.g_01813
OG0000965	Pras.g_00757	Syae.g_01812
OG0000966	Pras.g_00765	Syae.g_01789
OG0000967	Pras.g_00770	Syae.g_01782
OG0000968	Pras.g_00772	Syae.g_01787
OG0000969	Pras.g_00773	Syae.g_01785
OG0000970	Pras.g_00774	Syae.g_01784
OG0000971	Pras.g_00775	Syae.g_01779
OG0000972	Pras.g_00776	Syae.g_01778
OG0000973	Pras.g_00777	Syae.g_01777
OG0000974	Pras.g_00778	Syae.g_01776
OG0000975	Pras.g_00779	Syae.g_01775
OG0000976	Pras.g_00780	Syae.g_01774
OG0000977	Pras.g_00781	Syae.g_01772
OG0000978	Pras.g_00782	Syae.g_01771
OG0000979	Pras.g_00785	Syae.g_01768
OG0000980	Pras.g_00787	Syae.g_01765
OG0000981	Pras.g_00789	Syae.g_01762
OG0000982	Pras.g_00791	Syae.g_01568
OG0000983	Pras.g_00792	Syae.g_01569
OG0000984	Pras.g_00793	Syae.g_01570
OG0000985	Pras.g_00796	Syae.g_01572
OG0000986	Pras.g_00798	Syae.g_01575
OG0000987	Pras.g_00799	Syae.g_01577
OG0000988	Pras.g_00802	Syae.g_01583
OG0000989	Pras.g_00805	Syae.g_01591
OG0000990	Pras.g_00808	Syae.g_01606
OG0000991	Pras.g_00809	Syae.g_01609
OG0000992	Pras.g_00812	Syae.g_01612
OG0000993	Pras.g_00813	Syae.g_01613
OG0000994	Pras.g_00814	Syae.g_01616
OG0000995	Pras.g_00818	Syae.g_01627
OG0000996	Pras.g_00819	Syae.g_01667
OG0000997	Pras.g_00820	Syae.g_01678
OG0000998	Pras.g_00822	Syae.g_01680
OG0000999	Pras.g_00823	Syae.g_01683
OG0001000	Pras.g_00826	Syae.g_01686
OG0001001	Pras.g_00828	Syae.g_01692
OG0001002	Pras.g_00832	Syae.g_01699
OG0001003	Pras.g_00834	Syae.g_01701
OG0001004	Pras.g_00835	Syae.g_01702
OG0001005	Pras.g_00836	Syae.g_01703
OG0001006	Pras.g_00840	Syae.g_01710
OG0001007	Pras.g_00842	Syae.g_01712
OG0001008	Pras.g_01315	Syae.g_00993
OG0001009	Pras.g_00869	Syae.g_01744
OG0001010	Pras.g_00870	Syae.g_01745
OG0001011	Pras.g_00871	Syae.g_01747
OG0001012	Pras.g_00896	Syae.g_01564
OG0001013	Pras.g_00901	Syae.g_01552
OG0001014	Pras.g_00904	Syae.g_01548
OG0001015	Pras.g_00905	Syae.g_01547
OG0001016	Pras.g_00924	Syae.g_01290
OG0001017	Pras.g_00928	Syae.g_01296
OG0001018	Pras.g_00931	Syae.g_01298
OG0001019	Pras.g_00940	Syae.g_01334
OG0001020	Pras.g_00941	Syae.g_01340
OG0001021	Pras.g_00942	Syae.g_01344
OG0001022	Pras.g_00945	Syae.g_01348
OG0001023	Pras.g_00946	Syae.g_01349
OG0001024	Pras.g_00949	Syae.g_01353
OG0001025	Pras.g_00955	Syae.g_01360
OG0001026	Pras.g_00962	Syae.g_01373
OG0001027	Pras.g_00963	Syae.g_01377
OG0001028	Pras.g_00965	Syae.g_01379
OG0001029	Pras.g_00966	Syae.g_01381
OG0001030	Pras.g_00981	Syae.g_01403
OG0001031	Pras.g_01037	Syae.g_01475
OG0001032	Pras.g_01038	Syae.g_01479
OG0001033	Pras.g_01060	Syae.g_01505
OG0001034	Pras.g_01088	Syae.g_02238
OG0001035	Pras.g_01106	Syae.g_02006
OG0001036	Pras.g_01111	Syae.g_02001
OG0001037	Pras.g_01112	Syae.g_01999
OG0001038	Pras.g_01130	Syae.g_01971
OG0001039	Pras.g_01133	Syae.g_01968
OG0001040	Pras.g_01135	Syae.g_01965
OG0001041	Pras.g_01139	Syae.g_01960
OG0001042	Pras.g_01156	Syae.g_01935
OG0001043	Pras.g_01157	Syae.g_01931
OG0001044	Pras.g_01186	Syae.g_02191
OG0001045	Pras.g_01195	Syae.g_02204
OG0001046	Pras.g_01232	Syae.g_00385
OG0001047	Pras.g_01317	Syae.g_00991
OG0001048	Pras.g_01318	Syae.g_00990
OG0001049	Pras.g_01320	Syae.g_00987
OG0001050	Pras.g_01321	Syae.g_00986
OG0001051	Pras.g_01322	Syae.g_00985
OG0001052	Pras.g_01349	Syae.g_02526
OG0001053	Pras.g_01361	Syae.g_02312
OG0001054	Pras.g_01376	Syae.g_02329
OG0001055	Pras.g_01395	Syae.g_02350
OG0001056	Pras.g_01413	Syae.g_02379
OG0001057	Pras.g_01418	Syae.g_02388
OG0001058	Pras.g_01426	Syae.g_02402
OG0001059	Pras.g_01430	Syae.g_02406
OG0001060	Pras.g_01437	Syae.g_02412
OG0001061	Pras.g_01450	Syae.g_02434
OG0001062	Pras.g_01452	Syae.g_02436
OG0001063	Pras.g_01454	Syae.g_02440
OG0001064	Pras.g_01455	Syae.g_02441
OG0001065	Pras.g_01456	Syae.g_02442
OG0001066	Pras.g_01457	Syae.g_02443
OG0001067	Pras.g_01459	Syae.g_02444
OG0001068	Pras.g_01460	Syae.g_02445
OG0001069	Pras.g_01461	Syae.g_02446
OG0001070	Pras.g_01464	Syae.g_02449
OG0001071	Pras.g_01465	Syae.g_02450
OG0001072	Pras.g_01466	Syae.g_02454
OG0001073	Pras.g_01480	Syae.g_02468
OG0001074	Pras.g_01491	Syae.g_00027
OG0001075	Pras.g_01492	Syae.g_00029
OG0001076	Pras.g_01500	Syae.g_00050
OG0001077	Pras.g_01504	Syae.g_00061
OG0001078	Pras.g_01512	Syae.g_00075
OG0001079	Pras.g_01523	Syae.g_00088
OG0001080	Pras.g_01529	Syae.g_00267
OG0001081	Pras.g_01531	Syae.g_00615
OG0001082	Pras.g_01532	Syae.g_00614
OG0001083	Pras.g_01537	Syae.g_00605
OG0001084	Pras.g_01538	Syae.g_00604
OG0001085	Pras.g_01546	Syae.g_00594
OG0001086	Pras.g_01547	Syae.g_00592
OG0001087	Pras.g_01564	Syae.g_00751
OG0001088	Pras.g_01565	Syae.g_00755
OG0001089	Pras.g_01573	Syae.g_00781
OG0001090	Pras.g_01607	Syae.g_00471
OG0001091	Pras.g_01609	Syae.g_00469
OG0001092	Pras.g_01610	Syae.g_00466
OG0001093	Pras.g_01615	Syae.g_00460
OG0001094	Pras.g_01695	Syae.g_00527
OG0001095	Pras.g_01714	Syae.g_00506
OG0001096	Pras.g_01727	Syae.g_00490
OG0001097	Pras.g_01745	Syae.g_00845
OG0001098	Pras.g_01760	Syae.g_00269
OG0001099	Pras.g_01791	Syae.g_01380
OG0001100	Pras.g_01793	Syae.g_00583
OG0001101	Pras.g_01795	Syae.g_00581
OG0001102	Pras.g_01798	Syae.g_00578
OG0001103	Pras.g_01800	Syae.g_00576
OG0001104	Pras.g_01822	Syae.g_00544
OG0001105	Pras.g_01826	Syae.g_00540
OG0001106	Pras.g_01850	Syae.g_00346
OG0001107	Pras.g_01857	Syae.g_00358
OG0001108	Pras.g_01861	Syae.g_00366
OG0001109	Pras.g_01862	Syae.g_00368
OG0001110	Pras.g_01864	Syae.g_00370
OG0001111	Pras.g_01865	Syae.g_00372
OG0001112	Pras.g_01866	Syae.g_00374
OG0001113	Pras.g_01867	Syae.g_00375
OG0001114	Pras.g_01868	Syae.g_00376
OG0001115	Pras.g_01870	Syae.g_00380
OG0001116	Pras.g_01871	Syae.g_00382
OG0001117	Pras.g_01872	Syae.g_00383
OG0001118	Pras.g_01873	Syae.g_00384
OG0001119	Pras.g_01874	Syae.g_00386
OG0001120	Pras.g_01876	Syae.g_00390
OG0001121	Pras.g_00021, Pras.g_01880	Syae.g_00133
OG0001122	Pras.g_01906	Syae.g_00417
OG0001123	Pras.g_01910	Syae.g_00424
OG0001124	Pras.g_01912	Syae.g_00426
OG0001125	Pras.g_01913	Syae.g_00428
OG0001126	Pras.g_01923	Syae.g_00807
OG0001127	Pras.g_01924	Syae.g_00806
OG0001128	Pras.g_01926	Syae.g_00803
OG0001129	Pras.g_01927	Syae.g_00801
OG0001130	Pras.g_01928	Syae.g_00800
OG0001131	Pras.g_01964	Syae.g_00562
OG0001132	Pras.g_01973	Syae.g_00242
OG0001133	Pras.g_00009	Syae.g_00053
OG0001134	Pras.g_00023	Syae.g_00638
OG0001135	Pras.g_00026	Syae.g_00636
OG0001136	Pras.g_00053	Syae.g_00923
OG0001137	Pras.g_00064	Syae.g_00903
OG0001138	Pras.g_00082	Syae.g_00654
OG0001139	Pras.g_00083	Syae.g_00656
OG0001140	Pras.g_00084	Syae.g_00657
OG0001141	Pras.g_00085	Syae.g_00658
OG0001142	Pras.g_00086	Syae.g_00660
OG0001143	Pras.g_00093	Syae.g_00673
OG0001144	Pras.g_00099	Syae.g_00684
OG0001145	Pras.g_00200	Syae.g_00948
OG0001146	Pras.g_00213	Syae.g_00968
OG0001147	Pras.g_00236	Syae.g_02536
OG0001148	Pras.g_00252	Syae.g_02297
OG0001149	Pras.g_00253	Syae.g_02296
OG0001150	Pras.g_00254	Syae.g_02295
OG0001151	Pras.g_00265	Syae.g_02282
OG0001152	Pras.g_00266	Syae.g_02281
OG0001153	Pras.g_00382	Syae.g_02613
OG0001155	Pras.g_00396, Pras.g_00397	Syae.g_01083
OG0001156	Pras.g_00400	Syae.g_01093
OG0001157	Pras.g_00401	Syae.g_01094
OG0001158	Pras.g_00402	Syae.g_01100
OG0001160	Pras.g_00428	Syae.g_01142
OG0001161	Pras.g_00441	Syae.g_01597
OG0001162	Pras.g_00452	Syae.g_00487
OG0001163	Pras.g_00542	Syae.g_01150
OG0001164	Pras.g_00546	Syae.g_01156
OG0001165	Pras.g_00549	Syae.g_01161
