Orthogroup	Prah	Syak
OG0000584	Prah.g_01390	Syak.g_02750
OG0000585	Prah.g_01388	Syak.g_02753
OG0000586	Prah.g_01387	Syak.g_02754
OG0000587	Prah.g_01385	Syak.g_02756
OG0000588	Prah.g_00529	Syak.g_00004
OG0000589	Prah.g_00526	Syak.g_00008
OG0000590	Prah.g_00525	Syak.g_00009
OG0000591	Prah.g_00518	Syak.g_00017
OG0000592	Prah.g_00517	Syak.g_00018
OG0000593	Prah.g_00505	Syak.g_00031
OG0000594	Prah.g_00504	Syak.g_00032
OG0000595	Prah.g_00503	Syak.g_00033
OG0000596	Prah.g_00498	Syak.g_00038
OG0000597	Prah.g_00495	Syak.g_00041
OG0000598	Prah.g_00494	Syak.g_00042
OG0000599	Prah.g_00485	Syak.g_00045
OG0000600	Prah.g_00484	Syak.g_00046
OG0000601	Prah.g_00483	Syak.g_00047
OG0000602	Prah.g_00478	Syak.g_00053
OG0000603	Prah.g_00477	Syak.g_00054
OG0000604	Prah.g_00476	Syak.g_00056
OG0000605	Prah.g_00474	Syak.g_00259
OG0000606	Prah.g_00466	Syak.g_00326
OG0000607	Prah.g_00463	Syak.g_00329
OG0000608	Prah.g_00462	Syak.g_00330
OG0000609	Prah.g_00460	Syak.g_00332
OG0000610	Prah.g_00452	Syak.g_00347
OG0000611	Prah.g_00449	Syak.g_00350
OG0000612	Prah.g_00448	Syak.g_00351
OG0000613	Prah.g_02193	Syak.g_01525
OG0000614	Prah.g_00985	Syak.g_00705
OG0000615	Prah.g_00706	Syak.g_00393
OG0000616	Prah.g_02588	Syak.g_01810
OG0000617	Prah.g_00881	Syak.g_00799
OG0000618	Prah.g_00880	Syak.g_00798
OG0000619	Prah.g_00879	Syak.g_00797
OG0000620	Prah.g_00875	Syak.g_00779
OG0000621	Prah.g_00874	Syak.g_00780
OG0000622	Prah.g_00873	Syak.g_00781
OG0000623	Prah.g_00872	Syak.g_00782
OG0000624	Prah.g_00871	Syak.g_00784
OG0000625	Prah.g_00870	Syak.g_00785
OG0000626	Prah.g_00869	Syak.g_00786
OG0000627	Prah.g_00746	Syak.g_00561
OG0000628	Prah.g_00747	Syak.g_00560
OG0000629	Prah.g_00750	Syak.g_00556
OG0000630	Prah.g_00754	Syak.g_00552
OG0000631	Prah.g_00758	Syak.g_00545
OG0000632	Prah.g_00759	Syak.g_00544
OG0000633	Prah.g_00760	Syak.g_00542
OG0000634	Prah.g_00671	Syak.g_00430
OG0000635	Prah.g_00670	Syak.g_00431
OG0000636	Prah.g_00668	Syak.g_00433
OG0000637	Prah.g_00666	Syak.g_00435
OG0000638	Prah.g_00665	Syak.g_00436
OG0000639	Prah.g_00664	Syak.g_00437
OG0000640	Prah.g_00663	Syak.g_00438
OG0000641	Prah.g_00659	Syak.g_00442
OG0000642	Prah.g_00658	Syak.g_00443
OG0000643	Prah.g_00657	Syak.g_00444
OG0000644	Prah.g_00656	Syak.g_00445
OG0000645	Prah.g_00655	Syak.g_00447
OG0000646	Prah.g_00652	Syak.g_00450
OG0000647	Prah.g_00650	Syak.g_00452
OG0000648	Prah.g_00648	Syak.g_00456
OG0000649	Prah.g_00647	Syak.g_00457
OG0000650	Prah.g_00646	Syak.g_00458
OG0000651	Prah.g_00645	Syak.g_00459
OG0000652	Prah.g_00644	Syak.g_00460
OG0000653	Prah.g_00640	Syak.g_00462
OG0000654	Prah.g_00639	Syak.g_00625
OG0000655	Prah.g_00638	Syak.g_00624
OG0000656	Prah.g_00635	Syak.g_00621
OG0000657	Prah.g_00603	Syak.g_00609
OG0000658	Prah.g_00601	Syak.g_00606
OG0000659	Prah.g_00600	Syak.g_00605
OG0000660	Prah.g_00596	Syak.g_00601
OG0000661	Prah.g_00594	Syak.g_00599
OG0000662	Prah.g_00592	Syak.g_00597
OG0000663	Prah.g_00589	Syak.g_00594
OG0000664	Prah.g_00588	Syak.g_00593
OG0000665	Prah.g_00574	Syak.g_00086
OG0000666	Prah.g_00572	Syak.g_00078
OG0000667	Prah.g_00564	Syak.g_00340
OG0000668	Prah.g_00850	Syak.g_00643
OG0000669	Prah.g_00558	Syak.g_00363
OG0000670	Prah.g_01212	Syak.g_00366
OG0000671	Prah.g_00738	Syak.g_00368
OG0000672	Prah.g_00735	Syak.g_00371
OG0000673	Prah.g_00732	Syak.g_00374
OG0000674	Prah.g_00730	Syak.g_00376
OG0000675	Prah.g_00729	Syak.g_00377
OG0000676	Prah.g_00726	Syak.g_00379
OG0000677	Prah.g_00724	Syak.g_00380
OG0000678	Prah.g_00721	Syak.g_00386
OG0000679	Prah.g_00702	Syak.g_00397
OG0000680	Prah.g_00701	Syak.g_00398
OG0000681	Prah.g_00699	Syak.g_00401
OG0000682	Prah.g_00698	Syak.g_00402
OG0000683	Prah.g_00697	Syak.g_00403
OG0000684	Prah.g_00683	Syak.g_00409
OG0000685	Prah.g_00685	Syak.g_00411
OG0000686	Prah.g_00686	Syak.g_00412
OG0000687	Prah.g_00687	Syak.g_00413
OG0000688	Prah.g_00681	Syak.g_00418
OG0000689	Prah.g_00680	Syak.g_00421
OG0000690	Prah.g_00679	Syak.g_00422
OG0000691	Prah.g_00678	Syak.g_00423
OG0000692	Prah.g_00677	Syak.g_00424
OG0000693	Prah.g_00675	Syak.g_00426
OG0000694	Prah.g_00674	Syak.g_00427
OG0000695	Prah.g_00762	Syak.g_00540
OG0000696	Prah.g_00763	Syak.g_00539
OG0000697	Prah.g_00765	Syak.g_00538
OG0000698	Prah.g_00768	Syak.g_00535
OG0000699	Prah.g_00770	Syak.g_00534
OG0000700	Prah.g_00771	Syak.g_00533
OG0000701	Prah.g_00772	Syak.g_00532
OG0000702	Prah.g_00780	Syak.g_00522
OG0000703	Prah.g_00781	Syak.g_00521
OG0000704	Prah.g_00783	Syak.g_00519
OG0000705	Prah.g_00789	Syak.g_00511
OG0000706	Prah.g_00790	Syak.g_00510
OG0000707	Prah.g_00791	Syak.g_00509
OG0000708	Prah.g_00793	Syak.g_00506
OG0000709	Prah.g_00800	Syak.g_00498
OG0000710	Prah.g_00805	Syak.g_00494
OG0000711	Prah.g_00828	Syak.g_00466
OG0000712	Prah.g_00829	Syak.g_00464
OG0000713	Prah.g_00830	Syak.g_00463
OG0000714	Prah.g_00833	Syak.g_00629
OG0000715	Prah.g_00835	Syak.g_00631
OG0000716	Prah.g_00839	Syak.g_00635
OG0000717	Prah.g_00840	Syak.g_00636
OG0000718	Prah.g_00846	Syak.g_00640
OG0000719	Prah.g_00848	Syak.g_00642
OG0000720	Prah.g_00861	Syak.g_00655
OG0000721	Prah.g_00862	Syak.g_00657
OG0000722	Prah.g_00863	Syak.g_00658
OG0000723	Prah.g_00867	Syak.g_00790
OG0000724	Prah.g_00910	Syak.g_00749
OG0000725	Prah.g_00919	Syak.g_00731
OG0000726	Prah.g_00920	Syak.g_00730
OG0000727	Prah.g_00921	Syak.g_00729
OG0000728	Prah.g_00922	Syak.g_00727
OG0000729	Prah.g_00133	Syak.g_01683
OG0000730	Prah.g_01942	Syak.g_01248
OG0000731	Prah.g_01932	Syak.g_01237
OG0000732	Prah.g_00054	Syak.g_01739
OG0000733	Prah.g_02532	Syak.g_01905
OG0000734	Prah.g_01905	Syak.g_02184
OG0000735	Prah.g_01340	Syak.g_00914
OG0000736	Prah.g_01339	Syak.g_00913
OG0000737	Prah.g_01338	Syak.g_00912
OG0000738	Prah.g_01331	Syak.g_00907
OG0000739	Prah.g_01329	Syak.g_00906
OG0000740	Prah.g_01328	Syak.g_00905
OG0000741	Prah.g_01325	Syak.g_00902
OG0000742	Prah.g_01323	Syak.g_00899
OG0000743	Prah.g_01321	Syak.g_00897
OG0000744	Prah.g_01320	Syak.g_00896
OG0000745	Prah.g_01318	Syak.g_00894
OG0000746	Prah.g_01316	Syak.g_00892
OG0000747	Prah.g_01315	Syak.g_00891
OG0000748	Prah.g_01304	Syak.g_00875
OG0000749	Prah.g_01303	Syak.g_00874
OG0000750	Prah.g_01302	Syak.g_00873
OG0000751	Prah.g_01297	Syak.g_00862
OG0000752	Prah.g_01295	Syak.g_00860
OG0000753	Prah.g_01292	Syak.g_00857
OG0000754	Prah.g_01262	Syak.g_00852
OG0000755	Prah.g_01255	Syak.g_00841
OG0000756	Prah.g_01254	Syak.g_00840
OG0000757	Prah.g_01247	Syak.g_00833
OG0000758	Prah.g_01246	Syak.g_00832
OG0000759	Prah.g_01245	Syak.g_00831
OG0000760	Prah.g_01244	Syak.g_00830
OG0000761	Prah.g_01243	Syak.g_00829
OG0000762	Prah.g_01263	Syak.g_00827
OG0000763	Prah.g_01265	Syak.g_00825
OG0000764	Prah.g_01266	Syak.g_00824
OG0000765	Prah.g_01282	Syak.g_00669
OG0000766	Prah.g_01283	Syak.g_00670
OG0000767	Prah.g_01285	Syak.g_00672
OG0000768	Prah.g_01286	Syak.g_00673
OG0000769	Prah.g_01290	Syak.g_00675
OG0000770	Prah.g_01239	Syak.g_00678
OG0000771	Prah.g_00905	Syak.g_00755
OG0000772	Prah.g_01610	Syak.g_02048
OG0000773	Prah.g_01351	Syak.g_00921
OG0000774	Prah.g_01355	Syak.g_00926
OG0000775	Prah.g_01357	Syak.g_00929
OG0000776	Prah.g_01358	Syak.g_00930
OG0000777	Prah.g_01359	Syak.g_00931
OG0000778	Prah.g_01360	Syak.g_00932
OG0000779	Prah.g_01365	Syak.g_00938
OG0000780	Prah.g_01368	Syak.g_00942
OG0000781	Prah.g_01372	Syak.g_00946
OG0000782	Prah.g_01373	Syak.g_00947
OG0000783	Prah.g_01374	Syak.g_00948
OG0000784	Prah.g_01375	Syak.g_00949
OG0000785	Prah.g_01377	Syak.g_00951
OG0000786	Prah.g_01380	Syak.g_00956
OG0000787	Prah.g_01381	Syak.g_00957
OG0000788	Prah.g_00224	Syak.g_00048
OG0000789	Prah.g_01183	Syak.g_00085
OG0000790	Prah.g_01580	Syak.g_02560
OG0000791	Prah.g_01582	Syak.g_02558
OG0000792	Prah.g_01583	Syak.g_02557
OG0000793	Prah.g_01587	Syak.g_02552
OG0000794	Prah.g_01588	Syak.g_02551
OG0000795	Prah.g_01589	Syak.g_02550
OG0000796	Prah.g_01593	Syak.g_02547
OG0000797	Prah.g_01594	Syak.g_02546
OG0000798	Prah.g_02131	Syak.g_01456
OG0000799	Prah.g_00435	Syak.g_00981
OG0000800	Prah.g_00434	Syak.g_00989
OG0000801	Prah.g_00433	Syak.g_00990
OG0000802	Prah.g_00427	Syak.g_00995
OG0000803	Prah.g_00423	Syak.g_01021
OG0000804	Prah.g_00421	Syak.g_01026
OG0000805	Prah.g_00419	Syak.g_01029
OG0000806	Prah.g_00417	Syak.g_01031
OG0000807	Prah.g_00415	Syak.g_01033
OG0000808	Prah.g_00414	Syak.g_01034
OG0000809	Prah.g_00410	Syak.g_01038
OG0000810	Prah.g_00409	Syak.g_01039
OG0000811	Prah.g_00403	Syak.g_01045
OG0000812	Prah.g_00401	Syak.g_01047
OG0000813	Prah.g_00400	Syak.g_01048
OG0000814	Prah.g_00398	Syak.g_01051
OG0000815	Prah.g_00397	Syak.g_01053
OG0000816	Prah.g_00395	Syak.g_01055
OG0000817	Prah.g_00394	Syak.g_01056
OG0000818	Prah.g_00386	Syak.g_01060
OG0000819	Prah.g_00385	Syak.g_01064
OG0000820	Prah.g_00384	Syak.g_01065
OG0000821	Prah.g_00379	Syak.g_01071
OG0000822	Prah.g_00376	Syak.g_01073
OG0000823	Prah.g_00374	Syak.g_01074
OG0000824	Prah.g_00370	Syak.g_01080
OG0000825	Prah.g_00369	Syak.g_01081
OG0000826	Prah.g_00368	Syak.g_01082
OG0000827	Prah.g_00367	Syak.g_01083
OG0000828	Prah.g_00364	Syak.g_01086
OG0000829	Prah.g_00363	Syak.g_01087
OG0000830	Prah.g_00362	Syak.g_01088
OG0000831	Prah.g_00360	Syak.g_01091
OG0000832	Prah.g_01615	Syak.g_02482
OG0000833	Prah.g_01623	Syak.g_02473
OG0000834	Prah.g_01624	Syak.g_02470
OG0000835	Prah.g_01625	Syak.g_02469
OG0000836	Prah.g_01627	Syak.g_02466
OG0000837	Prah.g_01628	Syak.g_02465
OG0000838	Prah.g_01632	Syak.g_02461
OG0000839	Prah.g_01633	Syak.g_02460
OG0000840	Prah.g_01634	Syak.g_02459
OG0000841	Prah.g_01635	Syak.g_02458
OG0000842	Prah.g_01636	Syak.g_02457
OG0000843	Prah.g_01637	Syak.g_02456
OG0000844	Prah.g_01639	Syak.g_02454
OG0000845	Prah.g_01640	Syak.g_02453
OG0000846	Prah.g_01641	Syak.g_02452
OG0000847	Prah.g_01642	Syak.g_02451
OG0000848	Prah.g_01643	Syak.g_02449
OG0000849	Prah.g_01644	Syak.g_02448
OG0000850	Prah.g_01645	Syak.g_02445
OG0000851	Prah.g_01648	Syak.g_02440
OG0000852	Prah.g_01649	Syak.g_02439
OG0000853	Prah.g_01653	Syak.g_02435
OG0000854	Prah.g_01655	Syak.g_02433
OG0000855	Prah.g_01656	Syak.g_02432
OG0000856	Prah.g_00515	Syak.g_00021
OG0000857	Prah.g_00651	Syak.g_00451
OG0000858	Prah.g_01667	Syak.g_02426
OG0000859	Prah.g_01668	Syak.g_02425
OG0000860	Prah.g_01678	Syak.g_02414
OG0000861	Prah.g_01679	Syak.g_02413
OG0000862	Prah.g_01681	Syak.g_02412
OG0000863	Prah.g_01685	Syak.g_02409
OG0000864	Prah.g_01687	Syak.g_02408
OG0000865	Prah.g_01688	Syak.g_02407
OG0000866	Prah.g_01689	Syak.g_02406
OG0000867	Prah.g_01690	Syak.g_02405
OG0000868	Prah.g_01692	Syak.g_02402
OG0000869	Prah.g_01695	Syak.g_02398
OG0000870	Prah.g_01700	Syak.g_02393
OG0000871	Prah.g_01701	Syak.g_02392
OG0000872	Prah.g_01703	Syak.g_02386
OG0000873	Prah.g_01707	Syak.g_02383
OG0000874	Prah.g_01711	Syak.g_02379
OG0000875	Prah.g_01713	Syak.g_02377
OG0000876	Prah.g_01714	Syak.g_02375
OG0000877	Prah.g_01717	Syak.g_02372
OG0000878	Prah.g_01718	Syak.g_02371
OG0000879	Prah.g_01719	Syak.g_02370
OG0000880	Prah.g_01720	Syak.g_02369
OG0000881	Prah.g_01728	Syak.g_02363
OG0000882	Prah.g_01733	Syak.g_02358
OG0000883	Prah.g_01736	Syak.g_02355
OG0000884	Prah.g_01738	Syak.g_02353
OG0000885	Prah.g_01739	Syak.g_02352
OG0000886	Prah.g_01740	Syak.g_02351
OG0000887	Prah.g_01741	Syak.g_02350
OG0000888	Prah.g_01743	Syak.g_02348
OG0000889	Prah.g_01745	Syak.g_02346
OG0000890	Prah.g_01759	Syak.g_02334
OG0000891	Prah.g_01760	Syak.g_02333
OG0000892	Prah.g_01762	Syak.g_02329
OG0000893	Prah.g_02073	Syak.g_01393
OG0000894	Prah.g_02070	Syak.g_01390
OG0000895	Prah.g_02066	Syak.g_01386
OG0000896	Prah.g_02065	Syak.g_01385
OG0000897	Prah.g_02063	Syak.g_01383
OG0000898	Prah.g_02062	Syak.g_01382
OG0000899	Prah.g_02061	Syak.g_01381
OG0000900	Prah.g_02060	Syak.g_01380
OG0000901	Prah.g_02056	Syak.g_01375
OG0000902	Prah.g_02054	Syak.g_01368
OG0000903	Prah.g_02041	Syak.g_01353
OG0000904	Prah.g_02046	Syak.g_01358
OG0000905	Prah.g_02048	Syak.g_01363
OG0000906	Prah.g_02050	Syak.g_01366
OG0000907	Prah.g_02039	Syak.g_01351
OG0000908	Prah.g_02036	Syak.g_01348
OG0000909	Prah.g_02035	Syak.g_01347
OG0000910	Prah.g_02034	Syak.g_01346
OG0000911	Prah.g_02032	Syak.g_01344
OG0000912	Prah.g_02031	Syak.g_01343
OG0000913	Prah.g_02030	Syak.g_01342
OG0000914	Prah.g_02029	Syak.g_01341
OG0000915	Prah.g_02028	Syak.g_01339
OG0000916	Prah.g_02027	Syak.g_01338
OG0000917	Prah.g_02026	Syak.g_01337
OG0000918	Prah.g_02025	Syak.g_01336
OG0000919	Prah.g_02024	Syak.g_01335
OG0000920	Prah.g_02023	Syak.g_01334
OG0000921	Prah.g_02022	Syak.g_01333
OG0000922	Prah.g_02021	Syak.g_01332
OG0000923	Prah.g_02017	Syak.g_01328
OG0000924	Prah.g_02016	Syak.g_01327
OG0000925	Prah.g_02015	Syak.g_01326
OG0000926	Prah.g_02014	Syak.g_01325
OG0000927	Prah.g_02012	Syak.g_01323
OG0000928	Prah.g_02011	Syak.g_01322
OG0000929	Prah.g_02010	Syak.g_01321
OG0000930	Prah.g_02009	Syak.g_01320
OG0000931	Prah.g_02008	Syak.g_01319
OG0000932	Prah.g_02007	Syak.g_01318
OG0000933	Prah.g_02002	Syak.g_01312
OG0000934	Prah.g_02000	Syak.g_01310
OG0000935	Prah.g_01999	Syak.g_01309
OG0000936	Prah.g_01998	Syak.g_01308
OG0000937	Prah.g_01997	Syak.g_01307
OG0000938	Prah.g_01994	Syak.g_01304
OG0000939	Prah.g_01993	Syak.g_01303
OG0000940	Prah.g_01985	Syak.g_01297
OG0000941	Prah.g_01983	Syak.g_01295
OG0000942	Prah.g_01981	Syak.g_01293
OG0000943	Prah.g_01980	Syak.g_01292
OG0000944	Prah.g_01978	Syak.g_01290
OG0000945	Prah.g_01977	Syak.g_01288
OG0000946	Prah.g_01966	Syak.g_01283
OG0000947	Prah.g_01963	Syak.g_01280
OG0000948	Prah.g_01962	Syak.g_01279
OG0000949	Prah.g_01958	Syak.g_01551
OG0000950	Prah.g_02231	Syak.g_01562
OG0000951	Prah.g_02236	Syak.g_01569
OG0000952	Prah.g_02241	Syak.g_01574
OG0000953	Prah.g_02245	Syak.g_01627
OG0000954	Prah.g_00167	Syak.g_01633
OG0000955	Prah.g_00166	Syak.g_01634
OG0000956	Prah.g_00164	Syak.g_01636
OG0000957	Prah.g_00152	Syak.g_01648
OG0000958	Prah.g_00151	Syak.g_01649
OG0000959	Prah.g_00146	Syak.g_01653
OG0000960	Prah.g_00145	Syak.g_01654
OG0000961	Prah.g_00136	Syak.g_01679
OG0000962	Prah.g_00134	Syak.g_01682
OG0000963	Prah.g_00129	Syak.g_01687
OG0000964	Prah.g_00128	Syak.g_01688
OG0000965	Prah.g_00127	Syak.g_01689
OG0000966	Prah.g_00086	Syak.g_01711
OG0000967	Prah.g_00079	Syak.g_01715
OG0000968	Prah.g_00076	Syak.g_01719
OG0000969	Prah.g_00074	Syak.g_01721
OG0000970	Prah.g_00073	Syak.g_01722
OG0000971	Prah.g_00071	Syak.g_01724
OG0000972	Prah.g_00070	Syak.g_01725
OG0000973	Prah.g_00068	Syak.g_01726
OG0000974	Prah.g_00067	Syak.g_01727
OG0000975	Prah.g_00066	Syak.g_01728
OG0000976	Prah.g_00065	Syak.g_01729
OG0000977	Prah.g_00063	Syak.g_01731
OG0000978	Prah.g_00062	Syak.g_01732
OG0000979	Prah.g_00059	Syak.g_01735
OG0000980	Prah.g_00055	Syak.g_01738
OG0000981	Prah.g_00052	Syak.g_01741
OG0000982	Prah.g_02491	Syak.g_01941
OG0000983	Prah.g_02492	Syak.g_01940
OG0000984	Prah.g_02493	Syak.g_01939
OG0000985	Prah.g_02497	Syak.g_01935
OG0000986	Prah.g_02499	Syak.g_01933
OG0000987	Prah.g_02501	Syak.g_01931
OG0000988	Prah.g_02505	Syak.g_01925
OG0000989	Prah.g_02513	Syak.g_01912
OG0000990	Prah.g_02536	Syak.g_01900
OG0000991	Prah.g_02540	Syak.g_01896
OG0000992	Prah.g_02543	Syak.g_01893
OG0000993	Prah.g_02544	Syak.g_01892
OG0000994	Prah.g_02547	Syak.g_01889
OG0000995	Prah.g_02552	Syak.g_01880
OG0000996	Prah.g_02565	Syak.g_01839
OG0000997	Prah.g_02574	Syak.g_01828
OG0000998	Prah.g_02576	Syak.g_01826
OG0000999	Prah.g_02577	Syak.g_01825
OG0001000	Prah.g_02580	Syak.g_01821
OG0001001	Prah.g_02584	Syak.g_01814
OG0001002	Prah.g_02591	Syak.g_01807
OG0001003	Prah.g_02593	Syak.g_01806
OG0001004	Prah.g_02594	Syak.g_01805
OG0001005	Prah.g_02596	Syak.g_01804
OG0001006	Prah.g_02602	Syak.g_01797
OG0001007	Prah.g_02604	Syak.g_01795
OG0001008	Prah.g_00231	Syak.g_01190
OG0001009	Prah.g_00033	Syak.g_01762
OG0001010	Prah.g_00034	Syak.g_01761
OG0001011	Prah.g_00036	Syak.g_01759
OG0001012	Prah.g_02488	Syak.g_01946
OG0001013	Prah.g_02466	Syak.g_01969
OG0001014	Prah.g_02454	Syak.g_01975
OG0001015	Prah.g_02453	Syak.g_01976
OG0001016	Prah.g_01843	Syak.g_02250
OG0001017	Prah.g_01849	Syak.g_02244
OG0001018	Prah.g_01851	Syak.g_02242
OG0001019	Prah.g_01867	Syak.g_02218
OG0001020	Prah.g_01873	Syak.g_02214
OG0001021	Prah.g_01877	Syak.g_02210
OG0001022	Prah.g_01882	Syak.g_02205
OG0001023	Prah.g_01883	Syak.g_02204
OG0001024	Prah.g_01887	Syak.g_02201
OG0001025	Prah.g_01894	Syak.g_02195
OG0001026	Prah.g_01908	Syak.g_02182
OG0001027	Prah.g_00195	Syak.g_02178
OG0001028	Prah.g_00193	Syak.g_02176
OG0001029	Prah.g_00191	Syak.g_02174
OG0001030	Prah.g_02257	Syak.g_02153
OG0001031	Prah.g_02336	Syak.g_02079
OG0001032	Prah.g_02339	Syak.g_02077
OG0001033	Prah.g_02372	Syak.g_02037
OG0001034	Prah.g_01779	Syak.g_02305
OG0001035	Prah.g_02099	Syak.g_01422
OG0001036	Prah.g_02103	Syak.g_01427
OG0001037	Prah.g_02105	Syak.g_01429
OG0001038	Prah.g_02132	Syak.g_01457
OG0001039	Prah.g_02135	Syak.g_01460
OG0001040	Prah.g_02138	Syak.g_01463
OG0001041	Prah.g_02143	Syak.g_01468
OG0001042	Prah.g_02168	Syak.g_01500
OG0001043	Prah.g_02170	Syak.g_01504
OG0001044	Prah.g_01941	Syak.g_01247
OG0001045	Prah.g_01929	Syak.g_01234
OG0001046	Prah.g_01661	Syak.g_00479
OG0001047	Prah.g_00233	Syak.g_01188
OG0001048	Prah.g_00234	Syak.g_01187
OG0001049	Prah.g_00237	Syak.g_01184
OG0001050	Prah.g_00238	Syak.g_01183
OG0001051	Prah.g_00239	Syak.g_01182
OG0001052	Prah.g_00308	Syak.g_01122
OG0001053	Prah.g_01563	Syak.g_02577
OG0001054	Prah.g_01545	Syak.g_02596
OG0001055	Prah.g_01524	Syak.g_02617
OG0001056	Prah.g_01496	Syak.g_02645
OG0001057	Prah.g_01482	Syak.g_00964
OG0001058	Prah.g_01468	Syak.g_02668
OG0001060	Prah.g_01458	Syak.g_02677
OG0001061	Prah.g_01440	Syak.g_02697
OG0001062	Prah.g_01438	Syak.g_02699
OG0001063	Prah.g_01434	Syak.g_02704
OG0001064	Prah.g_01433	Syak.g_02705
OG0001065	Prah.g_01432	Syak.g_02706
OG0001066	Prah.g_01431	Syak.g_02707
OG0001067	Prah.g_01430	Syak.g_02708
OG0001068	Prah.g_01429	Syak.g_02709
OG0001069	Prah.g_01428	Syak.g_02710
OG0001070	Prah.g_01424	Syak.g_02714
OG0001071	Prah.g_01423	Syak.g_02715
OG0001072	Prah.g_01418	Syak.g_02721
OG0001073	Prah.g_01399	Syak.g_02736
OG0001074	Prah.g_00532	Syak.g_00098
OG0001075	Prah.g_00531	Syak.g_02760
OG0001076	Prah.g_00523	Syak.g_00011
OG0001077	Prah.g_00513	Syak.g_00024
OG0001078	Prah.g_00500	Syak.g_00036
OG0001079	Prah.g_00482	Syak.g_00049
OG0001080	Prah.g_00472	Syak.g_00264
OG0001081	Prah.g_00465	Syak.g_00327
OG0001082	Prah.g_00464	Syak.g_00328
OG0001083	Prah.g_00456	Syak.g_00336
OG0001084	Prah.g_00455	Syak.g_00337
OG0001085	Prah.g_00444	Syak.g_00354
OG0001086	Prah.g_00442	Syak.g_00356
OG0001087	Prah.g_00968	Syak.g_00691
OG0001088	Prah.g_00972	Syak.g_00694
OG0001089	Prah.g_01025	Syak.g_00722
OG0001090	Prah.g_00886	Syak.g_00806
OG0001091	Prah.g_00884	Syak.g_00804
OG0001092	Prah.g_00882	Syak.g_00801
OG0001093	Prah.g_00878	Syak.g_00794
OG0001094	Prah.g_00673	Syak.g_00428
OG0001095	Prah.g_00654	Syak.g_00448
OG0001096	Prah.g_00637	Syak.g_00623
OG0001097	Prah.g_00593	Syak.g_00598
OG0001098	Prah.g_00743	Syak.g_00578
OG0001099	Prah.g_00192	Syak.g_02175
OG0001100	Prah.g_00740	Syak.g_00365
OG0001101	Prah.g_00739	Syak.g_00367
OG0001102	Prah.g_00736	Syak.g_00370
OG0001103	Prah.g_00734	Syak.g_00372
OG0001104	Prah.g_00684	Syak.g_00410
OG0001105	Prah.g_00689	Syak.g_00414
OG0001106	Prah.g_00784	Syak.g_00518
OG0001107	Prah.g_00794	Syak.g_00505
OG0001108	Prah.g_00801	Syak.g_00497
OG0001109	Prah.g_00803	Syak.g_00495
OG0001110	Prah.g_00806	Syak.g_00493
OG0001111	Prah.g_00808	Syak.g_00491
OG0001112	Prah.g_00810	Syak.g_00489
OG0001113	Prah.g_00811	Syak.g_00406
OG0001114	Prah.g_00812	Syak.g_00488
OG0001115	Prah.g_00814	Syak.g_00484
OG0001116	Prah.g_00815	Syak.g_00482
OG0001117	Prah.g_00816	Syak.g_00481
OG0001118	Prah.g_00817	Syak.g_00480
OG0001119	Prah.g_00818	Syak.g_00478
OG0001120	Prah.g_00821	Syak.g_00474
OG0001123	Prah.g_00856	Syak.g_00650
OG0001124	Prah.g_00858	Syak.g_00652
OG0001125	Prah.g_00860	Syak.g_00654
OG0001126	Prah.g_00903	Syak.g_00757
OG0001127	Prah.g_00904	Syak.g_00756
OG0001128	Prah.g_00907	Syak.g_00753
OG0001129	Prah.g_00908	Syak.g_00751
OG0001130	Prah.g_00909	Syak.g_00750
OG0001131	Prah.g_00893	Syak.g_00389
OG0001132	Prah.g_00539	Syak.g_00120
OG0001133	Prah.g_00521	Syak.g_00014
OG0001134	Prah.g_02524	Syak.g_00273
OG0001135	Prah.g_02526	Syak.g_00274
OG0001136	Prah.g_01324	Syak.g_00901
OG0001137	Prah.g_01305	Syak.g_00876
OG0001138	Prah.g_01253	Syak.g_00839
OG0001139	Prah.g_01251	Syak.g_00837
OG0001140	Prah.g_01250	Syak.g_00836
OG0001141	Prah.g_01249	Syak.g_00835
OG0001142	Prah.g_01248	Syak.g_00834
OG0001143	Prah.g_01264	Syak.g_00826
OG0001144	Prah.g_01273	Syak.g_00815
OG0001145	Prah.g_01353	Syak.g_00922
OG0001146	Prah.g_01369	Syak.g_00943
OG0001147	Prah.g_00323	Syak.g_01113
OG0001148	Prah.g_01577	Syak.g_02563
OG0001149	Prah.g_01578	Syak.g_02562
OG0001150	Prah.g_01579	Syak.g_02561
OG0001151	Prah.g_01591	Syak.g_02548
OG0001153	Prah.g_00366	Syak.g_01084
OG0001154	Prah.g_00365	Syak.g_01085
OG0001155	Prah.g_01617	Syak.g_02480
OG0001156	Prah.g_01620	Syak.g_02477
OG0001157	Prah.g_00538	Syak.g_02476
OG0001158	Prah.g_01621	Syak.g_02475
OG0001159	Prah.g_01622	Syak.g_02474
OG0001160	Prah.g_01651	Syak.g_02437
OG0001161	Prah.g_00541	Syak.g_01906
OG0001162	Prah.g_01050	Syak.g_00959
OG0001163	Prah.g_01665	Syak.g_02429
OG0001164	Prah.g_01670	Syak.g_02423
OG0001165	Prah.g_01673	Syak.g_02418
OG0001166	Prah.g_01699	Syak.g_02394
OG0001167	Prah.g_01725	Syak.g_02366
OG0001168	Prah.g_01727	Syak.g_02364
OG0001169	Prah.g_01729	Syak.g_02362
