Orthogroup	Prah	Syan
OG0000579	Prah.g_01401	Syan.g_01010
OG0000580	Prah.g_01400	Syan.g_01011
OG0000581	Prah.g_01396	Syan.g_01018
OG0000582	Prah.g_01392	Syan.g_01030
OG0000583	Prah.g_01391	Syan.g_01029
OG0000584	Prah.g_01390	Syan.g_01028
OG0000585	Prah.g_01388	Syan.g_01024
OG0000586	Prah.g_01387	Syan.g_01022
OG0000587	Prah.g_01385	Syan.g_01020
OG0000588	Prah.g_00529	Syan.g_00215
OG0000589	Prah.g_00526	Syan.g_00016
OG0000590	Prah.g_00525	Syan.g_00015
OG0000591	Prah.g_00518	Syan.g_00003
OG0000592	Prah.g_00517	Syan.g_00002
OG0000593	Prah.g_00505	Syan.g_00820
OG0000594	Prah.g_00504	Syan.g_00819
OG0000595	Prah.g_00503	Syan.g_00818
OG0000596	Prah.g_00498	Syan.g_00813
OG0000597	Prah.g_00495	Syan.g_00810
OG0000598	Prah.g_00494	Syan.g_00809
OG0000599	Prah.g_00485	Syan.g_00802
OG0000600	Prah.g_00484	Syan.g_00801
OG0000601	Prah.g_00483	Syan.g_00800
OG0000602	Prah.g_00478	Syan.g_00796
OG0000603	Prah.g_00477	Syan.g_00795
OG0000604	Prah.g_00476	Syan.g_00792
OG0000605	Prah.g_00474	Syan.g_00783
OG0000606	Prah.g_00466	Syan.g_00780
OG0000607	Prah.g_00463	Syan.g_00777
OG0000608	Prah.g_00462	Syan.g_00776
OG0000609	Prah.g_00460	Syan.g_00774
OG0000610	Prah.g_00452	Syan.g_00766
OG0000611	Prah.g_00449	Syan.g_00763
OG0000612	Prah.g_00448	Syan.g_00762
OG0000613	Prah.g_02193	Syan.g_01965
OG0000614	Prah.g_00985	Syan.g_00184
OG0000615	Prah.g_00706	Syan.g_00728
OG0000616	Prah.g_02588	Syan.g_01694
OG0000617	Prah.g_00881	Syan.g_00324
OG0000618	Prah.g_00880	Syan.g_00325
OG0000619	Prah.g_00879	Syan.g_00326
OG0000620	Prah.g_00875	Syan.g_00331
OG0000621	Prah.g_00874	Syan.g_00332
OG0000622	Prah.g_00873	Syan.g_00334
OG0000623	Prah.g_00872	Syan.g_00335
OG0000624	Prah.g_00871	Syan.g_00337
OG0000625	Prah.g_00870	Syan.g_00338
OG0000626	Prah.g_00869	Syan.g_00339
OG0000627	Prah.g_00746	Syan.g_00465
OG0000628	Prah.g_00747	Syan.g_00466
OG0000629	Prah.g_00750	Syan.g_00469
OG0000630	Prah.g_00754	Syan.g_00474
OG0000631	Prah.g_00758	Syan.g_00484
OG0000632	Prah.g_00759	Syan.g_00485
OG0000633	Prah.g_00760	Syan.g_00489
OG0000634	Prah.g_00671	Syan.g_00694
OG0000635	Prah.g_00670	Syan.g_00693
OG0000636	Prah.g_00668	Syan.g_00691
OG0000637	Prah.g_00666	Syan.g_00689
OG0000638	Prah.g_00665	Syan.g_00688
OG0000639	Prah.g_00664	Syan.g_00687
OG0000640	Prah.g_00663	Syan.g_00686
OG0000641	Prah.g_00659	Syan.g_00682
OG0000642	Prah.g_00658	Syan.g_00681
OG0000643	Prah.g_00657	Syan.g_00679
OG0000644	Prah.g_00656	Syan.g_00678
OG0000645	Prah.g_00655	Syan.g_00676
OG0000646	Prah.g_00652	Syan.g_00673
OG0000647	Prah.g_00650	Syan.g_00671
OG0000648	Prah.g_00648	Syan.g_00669
OG0000649	Prah.g_00647	Syan.g_00668
OG0000650	Prah.g_00646	Syan.g_00667
OG0000651	Prah.g_00645	Syan.g_00666
OG0000652	Prah.g_00644	Syan.g_00665
OG0000653	Prah.g_00640	Syan.g_00663
OG0000654	Prah.g_00639	Syan.g_00661
OG0000655	Prah.g_00638	Syan.g_00660
OG0000656	Prah.g_00635	Syan.g_00656
OG0000657	Prah.g_00603	Syan.g_00375
OG0000658	Prah.g_00601	Syan.g_00378
OG0000659	Prah.g_00600	Syan.g_00379
OG0000660	Prah.g_00596	Syan.g_00383
OG0000661	Prah.g_00594	Syan.g_00385
OG0000662	Prah.g_00592	Syan.g_00392
OG0000663	Prah.g_00589	Syan.g_00395
OG0000664	Prah.g_00588	Syan.g_00397
OG0000665	Prah.g_00574	Syan.g_00788
OG0000666	Prah.g_00572	Syan.g_02100
OG0000667	Prah.g_00564	Syan.g_00044
OG0000668	Prah.g_00850	Syan.g_00365
OG0000669	Prah.g_00558	Syan.g_00751
OG0000670	Prah.g_01212	Syan.g_00748
OG0000671	Prah.g_00738	Syan.g_00746
OG0000672	Prah.g_00735	Syan.g_00743
OG0000673	Prah.g_00732	Syan.g_00740
OG0000674	Prah.g_00730	Syan.g_00738
OG0000675	Prah.g_00729	Syan.g_00737
OG0000676	Prah.g_00726	Syan.g_00735
OG0000677	Prah.g_00724	Syan.g_00734
OG0000678	Prah.g_00721	Syan.g_00732
OG0000679	Prah.g_00702	Syan.g_00724
OG0000680	Prah.g_00701	Syan.g_00723
OG0000681	Prah.g_00699	Syan.g_00720
OG0000682	Prah.g_00698	Syan.g_00719
OG0000683	Prah.g_00697	Syan.g_00718
OG0000684	Prah.g_00683	Syan.g_00715
OG0000685	Prah.g_00685	Syan.g_00713
OG0000686	Prah.g_00686	Syan.g_00712
OG0000687	Prah.g_00687	Syan.g_00711
OG0000688	Prah.g_00681	Syan.g_00706
OG0000689	Prah.g_00680	Syan.g_00704
OG0000690	Prah.g_00679	Syan.g_00703
OG0000691	Prah.g_00678	Syan.g_00702
OG0000692	Prah.g_00677	Syan.g_00700
OG0000693	Prah.g_00675	Syan.g_00698
OG0000694	Prah.g_00674	Syan.g_00697
OG0000695	Prah.g_00762	Syan.g_00492
OG0000696	Prah.g_00763	Syan.g_00493
OG0000697	Prah.g_00765	Syan.g_00495
OG0000698	Prah.g_00768	Syan.g_00498
OG0000699	Prah.g_00770	Syan.g_00500
OG0000700	Prah.g_00771	Syan.g_00501
OG0000701	Prah.g_00772	Syan.g_00502
OG0000702	Prah.g_00780	Syan.g_00534
OG0000703	Prah.g_00781	Syan.g_00546
OG0000704	Prah.g_00783	Syan.g_00550
OG0000705	Prah.g_00789	Syan.g_00557
OG0000706	Prah.g_00790	Syan.g_00558
OG0000707	Prah.g_00791	Syan.g_00559
OG0000708	Prah.g_00793	Syan.g_00562
OG0000709	Prah.g_00800	Syan.g_00570
OG0000710	Prah.g_00805	Syan.g_00574
OG0000711	Prah.g_00828	Syan.g_00607
OG0000712	Prah.g_00829	Syan.g_00609
OG0000713	Prah.g_00830	Syan.g_00610
OG0000714	Prah.g_00833	Syan.g_00624
OG0000715	Prah.g_00835	Syan.g_00626
OG0000716	Prah.g_00839	Syan.g_00630
OG0000717	Prah.g_00840	Syan.g_00631
OG0000718	Prah.g_00846	Syan.g_00651
OG0000719	Prah.g_00848	Syan.g_00367
OG0000720	Prah.g_00861	Syan.g_00354
OG0000721	Prah.g_00862	Syan.g_00352
OG0000722	Prah.g_00863	Syan.g_00351
OG0000723	Prah.g_00867	Syan.g_00341
OG0000724	Prah.g_00910	Syan.g_00299
OG0000725	Prah.g_00919	Syan.g_00194
OG0000726	Prah.g_00920	Syan.g_00193
OG0000727	Prah.g_00921	Syan.g_00192
OG0000728	Prah.g_00922	Syan.g_00190
OG0000729	Prah.g_00133	Syan.g_01885
OG0000730	Prah.g_01942	Syan.g_02147
OG0000731	Prah.g_01932	Syan.g_02135
OG0000732	Prah.g_00054	Syan.g_01726
OG0000733	Prah.g_02532	Syan.g_01147
OG0000734	Prah.g_01905	Syan.g_02982
OG0000735	Prah.g_01340	Syan.g_02713
OG0000736	Prah.g_01339	Syan.g_02712
OG0000737	Prah.g_01338	Syan.g_02711
OG0000738	Prah.g_01331	Syan.g_02705
OG0000739	Prah.g_01329	Syan.g_02704
OG0000740	Prah.g_01328	Syan.g_02703
OG0000741	Prah.g_01325	Syan.g_02700
OG0000742	Prah.g_01323	Syan.g_02697
OG0000743	Prah.g_01321	Syan.g_02694
OG0000744	Prah.g_01320	Syan.g_02693
OG0000745	Prah.g_01318	Syan.g_02690
OG0000746	Prah.g_01316	Syan.g_02687
OG0000747	Prah.g_01315	Syan.g_02685
OG0000748	Prah.g_01304	Syan.g_02669
OG0000749	Prah.g_01303	Syan.g_02668
OG0000750	Prah.g_01302	Syan.g_02667
OG0000751	Prah.g_01297	Syan.g_02661
OG0000752	Prah.g_01295	Syan.g_02659
OG0000753	Prah.g_01292	Syan.g_02656
OG0000754	Prah.g_01262	Syan.g_02650
OG0000755	Prah.g_01255	Syan.g_02641
OG0000756	Prah.g_01254	Syan.g_02640
OG0000757	Prah.g_01247	Syan.g_02623
OG0000758	Prah.g_01246	Syan.g_02622
OG0000759	Prah.g_01245	Syan.g_02621
OG0000760	Prah.g_01244	Syan.g_02620
OG0000761	Prah.g_01243	Syan.g_02619
OG0000762	Prah.g_01263	Syan.g_02617
OG0000763	Prah.g_01265	Syan.g_02615
OG0000764	Prah.g_01266	Syan.g_02614
OG0000765	Prah.g_01282	Syan.g_02587
OG0000766	Prah.g_01283	Syan.g_02586
OG0000767	Prah.g_01285	Syan.g_02584
OG0000768	Prah.g_01286	Syan.g_02583
OG0000769	Prah.g_01290	Syan.g_02581
OG0000770	Prah.g_01239	Syan.g_02561
OG0000771	Prah.g_00905	Syan.g_00305
OG0000772	Prah.g_01610	Syan.g_00436
OG0000773	Prah.g_01351	Syan.g_01199
OG0000774	Prah.g_01355	Syan.g_01205
OG0000775	Prah.g_01357	Syan.g_01207
OG0000776	Prah.g_01358	Syan.g_01208
OG0000777	Prah.g_01359	Syan.g_01209
OG0000778	Prah.g_01360	Syan.g_01210
OG0000779	Prah.g_01365	Syan.g_01215
OG0000780	Prah.g_01368	Syan.g_01218
OG0000781	Prah.g_01372	Syan.g_01222
OG0000782	Prah.g_01373	Syan.g_01223
OG0000783	Prah.g_01374	Syan.g_01224
OG0000784	Prah.g_01375	Syan.g_01225
OG0000785	Prah.g_01377	Syan.g_01228
OG0000786	Prah.g_01380	Syan.g_01243
OG0000787	Prah.g_01381	Syan.g_01244
OG0000788	Prah.g_00224	Syan.g_00843
OG0000789	Prah.g_01183	Syan.g_00075
OG0000790	Prah.g_01580	Syan.g_02778
OG0000791	Prah.g_01582	Syan.g_02780
OG0000792	Prah.g_01583	Syan.g_02781
OG0000793	Prah.g_01587	Syan.g_02879
OG0000794	Prah.g_01588	Syan.g_02881
OG0000795	Prah.g_01589	Syan.g_02882
OG0000796	Prah.g_01593	Syan.g_02886
OG0000797	Prah.g_01594	Syan.g_02888
OG0000798	Prah.g_02131	Syan.g_02026
OG0000799	Prah.g_00435	Syan.g_01310
OG0000800	Prah.g_00434	Syan.g_01308
OG0000801	Prah.g_00433	Syan.g_01307
OG0000802	Prah.g_00427	Syan.g_01303
OG0000803	Prah.g_00423	Syan.g_01294
OG0000804	Prah.g_00421	Syan.g_01291
OG0000805	Prah.g_00419	Syan.g_01289
OG0000806	Prah.g_00417	Syan.g_01287
OG0000807	Prah.g_00415	Syan.g_01286
OG0000808	Prah.g_00414	Syan.g_01285
OG0000809	Prah.g_00410	Syan.g_01281
OG0000810	Prah.g_00409	Syan.g_01280
OG0000811	Prah.g_00403	Syan.g_01272
OG0000812	Prah.g_00401	Syan.g_01270
OG0000813	Prah.g_00400	Syan.g_01269
OG0000814	Prah.g_00398	Syan.g_01267
OG0000815	Prah.g_00397	Syan.g_01249
OG0000816	Prah.g_00395	Syan.g_01247
OG0000817	Prah.g_00394	Syan.g_01328
OG0000818	Prah.g_00386	Syan.g_02807
OG0000819	Prah.g_00385	Syan.g_02808
OG0000820	Prah.g_00384	Syan.g_02809
OG0000821	Prah.g_00379	Syan.g_02815
OG0000822	Prah.g_00376	Syan.g_02817
OG0000823	Prah.g_00374	Syan.g_02818
OG0000824	Prah.g_00370	Syan.g_02824
OG0000825	Prah.g_00369	Syan.g_02825
OG0000826	Prah.g_00368	Syan.g_02826
OG0000827	Prah.g_00367	Syan.g_02827
OG0000828	Prah.g_00364	Syan.g_02830
OG0000829	Prah.g_00363	Syan.g_02831
OG0000830	Prah.g_00362	Syan.g_02832
OG0000831	Prah.g_00360	Syan.g_02834
OG0000832	Prah.g_01615	Syan.g_02408
OG0000833	Prah.g_01623	Syan.g_01343
OG0000834	Prah.g_01624	Syan.g_01345
OG0000835	Prah.g_01625	Syan.g_01346
OG0000836	Prah.g_01627	Syan.g_01349
OG0000837	Prah.g_01628	Syan.g_01351
OG0000838	Prah.g_01632	Syan.g_01355
OG0000839	Prah.g_01633	Syan.g_01356
OG0000840	Prah.g_01634	Syan.g_01357
OG0000841	Prah.g_01635	Syan.g_01358
OG0000842	Prah.g_01636	Syan.g_01359
OG0000843	Prah.g_01637	Syan.g_01360
OG0000844	Prah.g_01639	Syan.g_01362
OG0000845	Prah.g_01640	Syan.g_01363
OG0000846	Prah.g_01641	Syan.g_01364
OG0000847	Prah.g_01642	Syan.g_01365
OG0000848	Prah.g_01643	Syan.g_01367
OG0000849	Prah.g_01644	Syan.g_01368
OG0000850	Prah.g_01645	Syan.g_01371
OG0000851	Prah.g_01648	Syan.g_01374
OG0000852	Prah.g_01649	Syan.g_01375
OG0000853	Prah.g_01653	Syan.g_01379
OG0000854	Prah.g_01655	Syan.g_01381
OG0000855	Prah.g_01656	Syan.g_01382
OG0000856	Prah.g_00515	Syan.g_01136
OG0000857	Prah.g_00651	Syan.g_00672
OG0000858	Prah.g_01667	Syan.g_01389
OG0000859	Prah.g_01668	Syan.g_01390
OG0000860	Prah.g_01678	Syan.g_01402
OG0000861	Prah.g_01679	Syan.g_01403
OG0000862	Prah.g_01681	Syan.g_01412
OG0000863	Prah.g_01685	Syan.g_01414
OG0000864	Prah.g_01687	Syan.g_00969
OG0000865	Prah.g_01688	Syan.g_01415
OG0000866	Prah.g_01689	Syan.g_01416
OG0000867	Prah.g_01690	Syan.g_01417
OG0000868	Prah.g_01692	Syan.g_01421
OG0000869	Prah.g_01695	Syan.g_01426
OG0000870	Prah.g_01700	Syan.g_01431
OG0000871	Prah.g_01701	Syan.g_01432
OG0000872	Prah.g_01703	Syan.g_01438
OG0000873	Prah.g_01707	Syan.g_01441
OG0000874	Prah.g_01711	Syan.g_01443
OG0000875	Prah.g_01713	Syan.g_01445
OG0000876	Prah.g_01714	Syan.g_00391
OG0000877	Prah.g_01717	Syan.g_01449
OG0000878	Prah.g_01718	Syan.g_01450
OG0000879	Prah.g_01719	Syan.g_01451
OG0000880	Prah.g_01720	Syan.g_01452
OG0000881	Prah.g_01728	Syan.g_01457
OG0000882	Prah.g_01733	Syan.g_01462
OG0000883	Prah.g_01736	Syan.g_01464
OG0000884	Prah.g_01738	Syan.g_01466
OG0000885	Prah.g_01739	Syan.g_01467
OG0000886	Prah.g_01740	Syan.g_01468
OG0000887	Prah.g_01741	Syan.g_01469
OG0000888	Prah.g_01743	Syan.g_01471
OG0000889	Prah.g_01745	Syan.g_01473
OG0000890	Prah.g_01759	Syan.g_01476
OG0000891	Prah.g_01760	Syan.g_01477
OG0000892	Prah.g_01762	Syan.g_01480
OG0000893	Prah.g_02073	Syan.g_02103
OG0000894	Prah.g_02070	Syan.g_02108
OG0000895	Prah.g_02066	Syan.g_02112
OG0000896	Prah.g_02065	Syan.g_02113
OG0000897	Prah.g_02063	Syan.g_02115
OG0000898	Prah.g_02062	Syan.g_02116
OG0000899	Prah.g_02061	Syan.g_02117
OG0000900	Prah.g_02060	Syan.g_02118
OG0000901	Prah.g_02056	Syan.g_02123
OG0000902	Prah.g_02054	Syan.g_02125
OG0000903	Prah.g_02041	Syan.g_02252
OG0000904	Prah.g_02046	Syan.g_02258
OG0000905	Prah.g_02048	Syan.g_02129
OG0000906	Prah.g_02050	Syan.g_02127
OG0000907	Prah.g_02039	Syan.g_02245
OG0000908	Prah.g_02036	Syan.g_02242
OG0000909	Prah.g_02035	Syan.g_02241
OG0000910	Prah.g_02034	Syan.g_02240
OG0000911	Prah.g_02032	Syan.g_02238
OG0000912	Prah.g_02031	Syan.g_02237
OG0000913	Prah.g_02030	Syan.g_02236
OG0000914	Prah.g_02029	Syan.g_02235
OG0000915	Prah.g_02028	Syan.g_02233
OG0000916	Prah.g_02027	Syan.g_02232
OG0000917	Prah.g_02026	Syan.g_02231
OG0000918	Prah.g_02025	Syan.g_02230
OG0000919	Prah.g_02024	Syan.g_02229
OG0000920	Prah.g_02023	Syan.g_02228
OG0000921	Prah.g_02022	Syan.g_02227
OG0000922	Prah.g_02021	Syan.g_02226
OG0000923	Prah.g_02017	Syan.g_02222
OG0000924	Prah.g_02016	Syan.g_02221
OG0000925	Prah.g_02015	Syan.g_02220
OG0000926	Prah.g_02014	Syan.g_02219
OG0000927	Prah.g_02012	Syan.g_02217
OG0000928	Prah.g_02011	Syan.g_02216
OG0000929	Prah.g_02010	Syan.g_02215
OG0000930	Prah.g_02009	Syan.g_02214
OG0000931	Prah.g_02008	Syan.g_02213
OG0000932	Prah.g_02007	Syan.g_02212
OG0000933	Prah.g_02002	Syan.g_02206
OG0000934	Prah.g_02000	Syan.g_02204
OG0000935	Prah.g_01999	Syan.g_02203
OG0000936	Prah.g_01998	Syan.g_02202
OG0000937	Prah.g_01997	Syan.g_02201
OG0000938	Prah.g_01994	Syan.g_02198
OG0000939	Prah.g_01993	Syan.g_02197
OG0000940	Prah.g_01985	Syan.g_02188
OG0000941	Prah.g_01983	Syan.g_02186
OG0000942	Prah.g_01981	Syan.g_02184
OG0000943	Prah.g_01980	Syan.g_02183
OG0000944	Prah.g_01978	Syan.g_02181
OG0000945	Prah.g_01977	Syan.g_02180
OG0000946	Prah.g_01966	Syan.g_02167
OG0000947	Prah.g_01963	Syan.g_02164
OG0000948	Prah.g_01962	Syan.g_02163
OG0000949	Prah.g_01958	Syan.g_01951
OG0000950	Prah.g_02231	Syan.g_01940
OG0000951	Prah.g_02236	Syan.g_01932
OG0000952	Prah.g_02241	Syan.g_01927
OG0000953	Prah.g_02245	Syan.g_01922
OG0000954	Prah.g_00167	Syan.g_01916
OG0000955	Prah.g_00166	Syan.g_01915
OG0000956	Prah.g_00164	Syan.g_01913
OG0000957	Prah.g_00152	Syan.g_01898
OG0000958	Prah.g_00151	Syan.g_01897
OG0000959	Prah.g_00146	Syan.g_01893
OG0000960	Prah.g_00145	Syan.g_01892
OG0000961	Prah.g_00136	Syan.g_03024
OG0000962	Prah.g_00134	Syan.g_01887
OG0000963	Prah.g_00129	Syan.g_01881
OG0000964	Prah.g_00128	Syan.g_01880
OG0000965	Prah.g_00127	Syan.g_01879
OG0000966	Prah.g_00086	Syan.g_01812
OG0000967	Prah.g_00079	Syan.g_01804
OG0000968	Prah.g_00076	Syan.g_01706
OG0000969	Prah.g_00074	Syan.g_01708
OG0000970	Prah.g_00073	Syan.g_01709
OG0000971	Prah.g_00071	Syan.g_01711
OG0000972	Prah.g_00070	Syan.g_01712
OG0000973	Prah.g_00068	Syan.g_01713
OG0000974	Prah.g_00067	Syan.g_01714
OG0000975	Prah.g_00066	Syan.g_01715
OG0000976	Prah.g_00065	Syan.g_01716
OG0000977	Prah.g_00063	Syan.g_01718
OG0000978	Prah.g_00062	Syan.g_01719
OG0000979	Prah.g_00059	Syan.g_01722
OG0000980	Prah.g_00055	Syan.g_01725
OG0000981	Prah.g_00052	Syan.g_01728
OG0000982	Prah.g_02491	Syan.g_01566
OG0000983	Prah.g_02492	Syan.g_01567
OG0000984	Prah.g_02493	Syan.g_01568
OG0000985	Prah.g_02497	Syan.g_01572
OG0000986	Prah.g_02499	Syan.g_01574
OG0000987	Prah.g_02501	Syan.g_01576
OG0000988	Prah.g_02505	Syan.g_01581
OG0000989	Prah.g_02513	Syan.g_01587
OG0000990	Prah.g_02536	Syan.g_01615
OG0000991	Prah.g_02540	Syan.g_01618
OG0000992	Prah.g_02543	Syan.g_01622
OG0000993	Prah.g_02544	Syan.g_01623
OG0000994	Prah.g_02547	Syan.g_01625
OG0000995	Prah.g_02552	Syan.g_01629
OG0000996	Prah.g_02565	Syan.g_01653
OG0000997	Prah.g_02574	Syan.g_01677
OG0000998	Prah.g_02576	Syan.g_01679
OG0000999	Prah.g_02577	Syan.g_01680
OG0001000	Prah.g_02580	Syan.g_01684
OG0001001	Prah.g_02584	Syan.g_01690
OG0001002	Prah.g_02591	Syan.g_01697
OG0001003	Prah.g_02593	Syan.g_01699
OG0001004	Prah.g_02594	Syan.g_01700
OG0001005	Prah.g_02596	Syan.g_01701
OG0001006	Prah.g_02602	Syan.g_01794
OG0001007	Prah.g_02604	Syan.g_01796
OG0001008	Prah.g_00231	Syan.g_02397
OG0001009	Prah.g_00033	Syan.g_01748
OG0001010	Prah.g_00034	Syan.g_01747
OG0001011	Prah.g_00036	Syan.g_01745
OG0001012	Prah.g_02488	Syan.g_00281
OG0001013	Prah.g_02466	Syan.g_01542
OG0001014	Prah.g_02454	Syan.g_01535
OG0001015	Prah.g_02453	Syan.g_01534
OG0001016	Prah.g_01843	Syan.g_02912
OG0001017	Prah.g_01849	Syan.g_02918
OG0001018	Prah.g_01851	Syan.g_02920
OG0001019	Prah.g_01867	Syan.g_02947
OG0001020	Prah.g_01873	Syan.g_02951
OG0001021	Prah.g_01877	Syan.g_02958
OG0001022	Prah.g_01882	Syan.g_02964
OG0001023	Prah.g_01883	Syan.g_02965
OG0001024	Prah.g_01887	Syan.g_00968
OG0001025	Prah.g_01894	Syan.g_02971
OG0001026	Prah.g_01908	Syan.g_02984
OG0001027	Prah.g_00195	Syan.g_02308
OG0001028	Prah.g_00193	Syan.g_02305
OG0001029	Prah.g_00191	Syan.g_02303
OG0001030	Prah.g_02257	Syan.g_02281
OG0001031	Prah.g_02336	Syan.g_03060
OG0001032	Prah.g_02339	Syan.g_03063
OG0001033	Prah.g_02372	Syan.g_00970
OG0001034	Prah.g_01779	Syan.g_02425
OG0001035	Prah.g_02099	Syan.g_02062
OG0001036	Prah.g_02103	Syan.g_02056
OG0001037	Prah.g_02105	Syan.g_02054
OG0001038	Prah.g_02132	Syan.g_02025
OG0001039	Prah.g_02135	Syan.g_02022
OG0001040	Prah.g_02138	Syan.g_02019
OG0001041	Prah.g_02143	Syan.g_02015
OG0001042	Prah.g_02168	Syan.g_01992
OG0001043	Prah.g_02170	Syan.g_01988
OG0001044	Prah.g_01941	Syan.g_02145
OG0001045	Prah.g_01929	Syan.g_02132
OG0001046	Prah.g_01661	Syan.g_00591
OG0001047	Prah.g_00233	Syan.g_02399
OG0001048	Prah.g_00234	Syan.g_02400
OG0001049	Prah.g_00237	Syan.g_01340
OG0001050	Prah.g_00238	Syan.g_01339
OG0001051	Prah.g_00239	Syan.g_01338
OG0001052	Prah.g_00308	Syan.g_02850
OG0001053	Prah.g_01563	Syan.g_02761
OG0001054	Prah.g_01545	Syan.g_02742
OG0001055	Prah.g_01524	Syan.g_02721
OG0001056	Prah.g_01496	Syan.g_01161
OG0001057	Prah.g_01482	Syan.g_00832
OG0001058	Prah.g_01468	Syan.g_00851
OG0001059	Prah.g_01464	Syan.g_00855
OG0001060	Prah.g_01458	Syan.g_00861
OG0001061	Prah.g_01440	Syan.g_00880
OG0001063	Prah.g_01434	Syan.g_00945
OG0001064	Prah.g_01433	Syan.g_00946
OG0001065	Prah.g_01432	Syan.g_00947
OG0001066	Prah.g_01431	Syan.g_00948
OG0001067	Prah.g_01430	Syan.g_00949
OG0001068	Prah.g_01429	Syan.g_00950
OG0001069	Prah.g_01428	Syan.g_00951
OG0001070	Prah.g_01424	Syan.g_00955
OG0001071	Prah.g_01423	Syan.g_00956
OG0001072	Prah.g_01418	Syan.g_00960
OG0001073	Prah.g_01399	Syan.g_01012
OG0001074	Prah.g_00532	Syan.g_00202
OG0001075	Prah.g_00531	Syan.g_00200
OG0001076	Prah.g_00523	Syan.g_00012
OG0001077	Prah.g_00513	Syan.g_01140
OG0001078	Prah.g_00500	Syan.g_00815
OG0001079	Prah.g_00482	Syan.g_00799
OG0001080	Prah.g_00472	Syan.g_00781
OG0001081	Prah.g_00465	Syan.g_00779
OG0001082	Prah.g_00464	Syan.g_00778
OG0001083	Prah.g_00456	Syan.g_00771
OG0001084	Prah.g_00455	Syan.g_00770
OG0001086	Prah.g_00442	Syan.g_00757
OG0001087	Prah.g_00968	Syan.g_01159
OG0001088	Prah.g_00972	Syan.g_02688
OG0001089	Prah.g_01025	Syan.g_00185
OG0001090	Prah.g_00886	Syan.g_00317
OG0001091	Prah.g_00884	Syan.g_00320
OG0001092	Prah.g_00882	Syan.g_00322
OG0001093	Prah.g_00878	Syan.g_00328
OG0001094	Prah.g_00673	Syan.g_00696
OG0001095	Prah.g_00654	Syan.g_00675
OG0001096	Prah.g_00637	Syan.g_00659
OG0001097	Prah.g_00593	Syan.g_00386
OG0001099	Prah.g_00192	Syan.g_02304
OG0001100	Prah.g_00740	Syan.g_00749
OG0001101	Prah.g_00739	Syan.g_00747
OG0001102	Prah.g_00736	Syan.g_00744
OG0001103	Prah.g_00734	Syan.g_00742
OG0001104	Prah.g_00684	Syan.g_00714
OG0001106	Prah.g_00784	Syan.g_00551
OG0001107	Prah.g_00794	Syan.g_00563
OG0001108	Prah.g_00801	Syan.g_00571
OG0001109	Prah.g_00803	Syan.g_00573
OG0001110	Prah.g_00806	Syan.g_00575
OG0001111	Prah.g_00808	Syan.g_00577
OG0001112	Prah.g_00810	Syan.g_00579
OG0001113	Prah.g_00811	Syan.g_00580
OG0001114	Prah.g_00812	Syan.g_00581
OG0001115	Prah.g_00814	Syan.g_00586
OG0001116	Prah.g_00815	Syan.g_00588
OG0001117	Prah.g_00816	Syan.g_00589
OG0001118	Prah.g_00817	Syan.g_00590
OG0001119	Prah.g_00818	Syan.g_00592
OG0001120	Prah.g_00821	Syan.g_00597
OG0001122	Prah.g_00849	Syan.g_00366
OG0001123	Prah.g_00856	Syan.g_00359
OG0001124	Prah.g_00858	Syan.g_00357
OG0001125	Prah.g_00860	Syan.g_00355
OG0001126	Prah.g_00903	Syan.g_00307
OG0001127	Prah.g_00904	Syan.g_00306
OG0001128	Prah.g_00907	Syan.g_00303
OG0001129	Prah.g_00908	Syan.g_00301
OG0001130	Prah.g_00909	Syan.g_00300
OG0001131	Prah.g_00893	Syan.g_00079
OG0001132	Prah.g_00539	Syan.g_00100
OG0001133	Prah.g_00521	Syan.g_00006
OG0001134	Prah.g_02524	Syan.g_01146
OG0001135	Prah.g_02526	Syan.g_02542
OG0001136	Prah.g_01324	Syan.g_02699
OG0001137	Prah.g_01305	Syan.g_02670
OG0001138	Prah.g_01253	Syan.g_02638
OG0001139	Prah.g_01251	Syan.g_02636
OG0001140	Prah.g_01250	Syan.g_02635
OG0001141	Prah.g_01249	Syan.g_02625
OG0001142	Prah.g_01248	Syan.g_02624
OG0001143	Prah.g_01264	Syan.g_02616
OG0001144	Prah.g_01273	Syan.g_02596
OG0001145	Prah.g_01353	Syan.g_01200
OG0001146	Prah.g_01369	Syan.g_01219
OG0001147	Prah.g_00323	Syan.g_02842
OG0001148	Prah.g_01577	Syan.g_02775
OG0001149	Prah.g_01578	Syan.g_02776
OG0001150	Prah.g_01579	Syan.g_02777
OG0001151	Prah.g_01591	Syan.g_02884
OG0001152	Prah.g_01592	Syan.g_02885
OG0001153	Prah.g_00366	Syan.g_02828
OG0001154	Prah.g_00365	Syan.g_02829
OG0001156	Prah.g_01620	Syan.g_02404
OG0001157	Prah.g_00538	Syan.g_02403
OG0001158	Prah.g_01621	Syan.g_02402
OG0001159	Prah.g_01622	Syan.g_02401
OG0001160	Prah.g_01651	Syan.g_01377
OG0001161	Prah.g_00541	Syan.g_01594
OG0001162	Prah.g_01050	Syan.g_02943
OG0001163	Prah.g_01665	Syan.g_01385
OG0001164	Prah.g_01670	Syan.g_01392
OG0001165	Prah.g_01673	Syan.g_01397
OG0001166	Prah.g_01699	Syan.g_01430
