Orthogroup	Prah	Prbe
OG0000560	Prah.g_01463	Prbe.g_00581
OG0000561	Prah.g_01462	Prbe.g_00580
OG0000562	Prah.g_01461	Prbe.g_00579
OG0000563	Prah.g_01460	Prbe.g_00578
OG0000564	Prah.g_01459	Prbe.g_00577
OG0000565	Prah.g_01457	Prbe.g_00575
OG0000566	Prah.g_01452	Prbe.g_00571
OG0000567	Prah.g_01448	Prbe.g_00567
OG0000568	Prah.g_01446	Prbe.g_00566
OG0000569	Prah.g_01445	Prbe.g_00565
OG0000570	Prah.g_01444	Prbe.g_00564
OG0000571	Prah.g_01441	Prbe.g_00562
OG0000572	Prah.g_01425	Prbe.g_00548
OG0000573	Prah.g_01416	Prbe.g_00542
OG0000574	Prah.g_01415	Prbe.g_00541
OG0000575	Prah.g_01406	Prbe.g_00537
OG0000576	Prah.g_01404	Prbe.g_00535
OG0000577	Prah.g_01403	Prbe.g_00534
OG0000578	Prah.g_01402	Prbe.g_00533
OG0000579	Prah.g_01401	Prbe.g_00532
OG0000580	Prah.g_01400	Prbe.g_00531
OG0000581	Prah.g_01396	Prbe.g_00528
OG0000582	Prah.g_01392	Prbe.g_00525
OG0000583	Prah.g_01391	Prbe.g_00524
OG0000584	Prah.g_01390	Prbe.g_00523
OG0000585	Prah.g_01388	Prbe.g_00521
OG0000586	Prah.g_01387	Prbe.g_00520
OG0000587	Prah.g_01385	Prbe.g_00519
OG0000588	Prah.g_00529	Prbe.g_00515
OG0000589	Prah.g_00526	Prbe.g_00513
OG0000590	Prah.g_00525	Prbe.g_00512
OG0000591	Prah.g_00518	Prbe.g_00508
OG0000592	Prah.g_00517	Prbe.g_00507
OG0000593	Prah.g_00505	Prbe.g_01488
OG0000594	Prah.g_00504	Prbe.g_01487
OG0000595	Prah.g_00503	Prbe.g_01486
OG0000596	Prah.g_00498	Prbe.g_01482
OG0000597	Prah.g_00495	Prbe.g_01479
OG0000598	Prah.g_00494	Prbe.g_01478
OG0000599	Prah.g_00485	Prbe.g_01475
OG0000600	Prah.g_00484	Prbe.g_01474
OG0000601	Prah.g_00483	Prbe.g_01473
OG0000602	Prah.g_00478	Prbe.g_01471
OG0000603	Prah.g_00477	Prbe.g_01470
OG0000604	Prah.g_00476	Prbe.g_01469
OG0000605	Prah.g_00474	Prbe.g_01468
OG0000606	Prah.g_00466	Prbe.g_01465
OG0000607	Prah.g_00463	Prbe.g_01462
OG0000608	Prah.g_00462	Prbe.g_01461
OG0000609	Prah.g_00460	Prbe.g_01460
OG0000610	Prah.g_00452	Prbe.g_01454
OG0000611	Prah.g_00449	Prbe.g_01451
OG0000612	Prah.g_00448	Prbe.g_01450
OG0000613	Prah.g_02193	Prbe.g_00447
OG0000614	Prah.g_00985	Prbe.g_00468
OG0000615	Prah.g_00706	Prbe.g_01209
OG0000616	Prah.g_02588	Prbe.g_01197
OG0000617	Prah.g_00881	Prbe.g_01434
OG0000618	Prah.g_00880	Prbe.g_01433
OG0000619	Prah.g_00879	Prbe.g_01432
OG0000620	Prah.g_00875	Prbe.g_01429
OG0000621	Prah.g_00874	Prbe.g_01428
OG0000622	Prah.g_00873	Prbe.g_01427
OG0000623	Prah.g_00872	Prbe.g_01426
OG0000624	Prah.g_00871	Prbe.g_01424
OG0000625	Prah.g_00870	Prbe.g_01423
OG0000626	Prah.g_00869	Prbe.g_01422
OG0000627	Prah.g_00746	Prbe.g_01421
OG0000628	Prah.g_00747	Prbe.g_01420
OG0000629	Prah.g_00750	Prbe.g_01419
OG0000630	Prah.g_00754	Prbe.g_01416
OG0000631	Prah.g_00758	Prbe.g_01323
OG0000632	Prah.g_00759	Prbe.g_01324
OG0000633	Prah.g_00760	Prbe.g_01325
OG0000634	Prah.g_00671	Prbe.g_01218
OG0000635	Prah.g_00670	Prbe.g_01219
OG0000636	Prah.g_00668	Prbe.g_01221
OG0000637	Prah.g_00666	Prbe.g_01223
OG0000638	Prah.g_00665	Prbe.g_01224
OG0000639	Prah.g_00664	Prbe.g_01225
OG0000640	Prah.g_00663	Prbe.g_01226
OG0000641	Prah.g_00659	Prbe.g_01230
OG0000642	Prah.g_00658	Prbe.g_01231
OG0000643	Prah.g_00657	Prbe.g_01232
OG0000644	Prah.g_00656	Prbe.g_01233
OG0000645	Prah.g_00655	Prbe.g_01234
OG0000646	Prah.g_00652	Prbe.g_01236
OG0000647	Prah.g_00650	Prbe.g_01238
OG0000648	Prah.g_00648	Prbe.g_01240
OG0000649	Prah.g_00647	Prbe.g_01241
OG0000650	Prah.g_00646	Prbe.g_01242
OG0000651	Prah.g_00645	Prbe.g_01243
OG0000652	Prah.g_00644	Prbe.g_01244
OG0000653	Prah.g_00640	Prbe.g_01246
OG0000654	Prah.g_00639	Prbe.g_01247
OG0000655	Prah.g_00638	Prbe.g_01248
OG0000656	Prah.g_00635	Prbe.g_01251
OG0000657	Prah.g_00603	Prbe.g_01259
OG0000658	Prah.g_00601	Prbe.g_01261
OG0000659	Prah.g_00600	Prbe.g_01262
OG0000660	Prah.g_00596	Prbe.g_01266
OG0000661	Prah.g_00594	Prbe.g_01268
OG0000662	Prah.g_00592	Prbe.g_01270
OG0000663	Prah.g_00589	Prbe.g_01272
OG0000664	Prah.g_00588	Prbe.g_01273
OG0000665	Prah.g_00574	Prbe.g_01279
OG0000666	Prah.g_00572	Prbe.g_01280
OG0000667	Prah.g_00564	Prbe.g_01284
OG0000668	Prah.g_00850	Prbe.g_00105
OG0000669	Prah.g_00558	Prbe.g_00406
OG0000670	Prah.g_01212	Prbe.g_00409
OG0000671	Prah.g_00738	Prbe.g_00412
OG0000672	Prah.g_00735	Prbe.g_00415
OG0000673	Prah.g_00732	Prbe.g_00418
OG0000674	Prah.g_00730	Prbe.g_00420
OG0000675	Prah.g_00729	Prbe.g_00421
OG0000676	Prah.g_00726	Prbe.g_00423
OG0000677	Prah.g_00724	Prbe.g_00424
OG0000678	Prah.g_00721	Prbe.g_00426
OG0000679	Prah.g_00702	Prbe.g_00430
OG0000680	Prah.g_00701	Prbe.g_00431
OG0000681	Prah.g_00699	Prbe.g_00434
OG0000682	Prah.g_00698	Prbe.g_00435
OG0000683	Prah.g_00697	Prbe.g_00436
OG0000684	Prah.g_00683	Prbe.g_00438
OG0000685	Prah.g_00685	Prbe.g_00440
OG0000686	Prah.g_00686	Prbe.g_00441
OG0000687	Prah.g_00687	Prbe.g_00442
OG0000688	Prah.g_00681	Prbe.g_01446
OG0000689	Prah.g_00680	Prbe.g_01445
OG0000690	Prah.g_00679	Prbe.g_01444
OG0000691	Prah.g_00678	Prbe.g_01443
OG0000692	Prah.g_00677	Prbe.g_01441
OG0000693	Prah.g_00675	Prbe.g_01440
OG0000694	Prah.g_00674	Prbe.g_01439
OG0000695	Prah.g_00762	Prbe.g_01327
OG0000696	Prah.g_00763	Prbe.g_01328
OG0000697	Prah.g_00765	Prbe.g_01329
OG0000698	Prah.g_00768	Prbe.g_01332
OG0000699	Prah.g_00770	Prbe.g_01333
OG0000700	Prah.g_00771	Prbe.g_01334
OG0000701	Prah.g_00772	Prbe.g_01335
OG0000702	Prah.g_00780	Prbe.g_01337
OG0000703	Prah.g_00781	Prbe.g_01338
OG0000704	Prah.g_00783	Prbe.g_01340
OG0000705	Prah.g_00789	Prbe.g_01343
OG0000706	Prah.g_00790	Prbe.g_01344
OG0000707	Prah.g_00791	Prbe.g_01345
OG0000708	Prah.g_00793	Prbe.g_01347
OG0000709	Prah.g_00800	Prbe.g_01351
OG0000710	Prah.g_00805	Prbe.g_01354
OG0000711	Prah.g_00828	Prbe.g_01372
OG0000712	Prah.g_00829	Prbe.g_01373
OG0000713	Prah.g_00830	Prbe.g_01374
OG0000714	Prah.g_00833	Prbe.g_01375
OG0000715	Prah.g_00835	Prbe.g_01377
OG0000716	Prah.g_00839	Prbe.g_01379
OG0000717	Prah.g_00840	Prbe.g_01380
OG0000718	Prah.g_00846	Prbe.g_01384
OG0000719	Prah.g_00848	Prbe.g_01386
OG0000720	Prah.g_00861	Prbe.g_01398
OG0000721	Prah.g_00862	Prbe.g_01402
OG0000722	Prah.g_00863	Prbe.g_01403
OG0000723	Prah.g_00867	Prbe.g_01407
OG0000724	Prah.g_00910	Prbe.g_01302
OG0000725	Prah.g_00919	Prbe.g_01296
OG0000726	Prah.g_00920	Prbe.g_01295
OG0000727	Prah.g_00921	Prbe.g_01294
OG0000728	Prah.g_00922	Prbe.g_01292
OG0000729	Prah.g_00133	Prbe.g_00915
OG0000730	Prah.g_01942	Prbe.g_01591
OG0000731	Prah.g_01932	Prbe.g_01898
OG0000732	Prah.g_00054	Prbe.g_01148
OG0000733	Prah.g_02532	Prbe.g_00042
OG0000734	Prah.g_01905	Prbe.g_01565
OG0000735	Prah.g_01340	Prbe.g_01563
OG0000736	Prah.g_01339	Prbe.g_01562
OG0000737	Prah.g_01338	Prbe.g_01561
OG0000738	Prah.g_01331	Prbe.g_01557
OG0000739	Prah.g_01329	Prbe.g_01556
OG0000740	Prah.g_01328	Prbe.g_01555
OG0000741	Prah.g_01325	Prbe.g_01553
OG0000742	Prah.g_01323	Prbe.g_01550
OG0000743	Prah.g_01321	Prbe.g_01548
OG0000744	Prah.g_01320	Prbe.g_01547
OG0000745	Prah.g_01318	Prbe.g_01546
OG0000746	Prah.g_01316	Prbe.g_01544
OG0000747	Prah.g_01315	Prbe.g_01543
OG0000748	Prah.g_01304	Prbe.g_01539
OG0000749	Prah.g_01303	Prbe.g_01538
OG0000750	Prah.g_01302	Prbe.g_01537
OG0000751	Prah.g_01297	Prbe.g_01534
OG0000752	Prah.g_01295	Prbe.g_01532
OG0000753	Prah.g_01292	Prbe.g_01530
OG0000754	Prah.g_01262	Prbe.g_01527
OG0000755	Prah.g_01255	Prbe.g_01521
OG0000756	Prah.g_01254	Prbe.g_01520
OG0000757	Prah.g_01247	Prbe.g_01513
OG0000758	Prah.g_01246	Prbe.g_01512
OG0000759	Prah.g_01245	Prbe.g_01511
OG0000760	Prah.g_01244	Prbe.g_01510
OG0000761	Prah.g_01243	Prbe.g_01509
OG0000762	Prah.g_01263	Prbe.g_01508
OG0000763	Prah.g_01265	Prbe.g_01506
OG0000764	Prah.g_01266	Prbe.g_01505
OG0000765	Prah.g_01282	Prbe.g_01497
OG0000766	Prah.g_01283	Prbe.g_01496
OG0000767	Prah.g_01285	Prbe.g_01494
OG0000768	Prah.g_01286	Prbe.g_01493
OG0000769	Prah.g_01290	Prbe.g_01491
OG0000770	Prah.g_01239	Prbe.g_00502
OG0000771	Prah.g_00905	Prbe.g_00215
OG0000772	Prah.g_01610	Prbe.g_01128
OG0000773	Prah.g_01351	Prbe.g_00902
OG0000774	Prah.g_01355	Prbe.g_00900
OG0000775	Prah.g_01357	Prbe.g_00898
OG0000776	Prah.g_01358	Prbe.g_00897
OG0000777	Prah.g_01359	Prbe.g_00896
OG0000778	Prah.g_01360	Prbe.g_00895
OG0000779	Prah.g_01365	Prbe.g_00891
OG0000780	Prah.g_01368	Prbe.g_00890
OG0000781	Prah.g_01372	Prbe.g_00886
OG0000782	Prah.g_01373	Prbe.g_00885
OG0000783	Prah.g_01374	Prbe.g_00884
OG0000784	Prah.g_01375	Prbe.g_00883
OG0000785	Prah.g_01377	Prbe.g_00881
OG0000786	Prah.g_01380	Prbe.g_00878
OG0000787	Prah.g_01381	Prbe.g_00877
OG0000788	Prah.g_00224	Prbe.g_00634
OG0000789	Prah.g_01183	Prbe.g_00212
OG0000790	Prah.g_01580	Prbe.g_00368
OG0000791	Prah.g_01582	Prbe.g_00366
OG0000792	Prah.g_01583	Prbe.g_00365
OG0000793	Prah.g_01587	Prbe.g_00362
OG0000794	Prah.g_01588	Prbe.g_00361
OG0000795	Prah.g_01589	Prbe.g_00360
OG0000796	Prah.g_01593	Prbe.g_00356
OG0000797	Prah.g_01594	Prbe.g_00355
OG0000799	Prah.g_00435	Prbe.g_00328
OG0000800	Prah.g_00434	Prbe.g_00327
OG0000801	Prah.g_00433	Prbe.g_00326
OG0000802	Prah.g_00427	Prbe.g_00324
OG0000803	Prah.g_00423	Prbe.g_00322
OG0000804	Prah.g_00421	Prbe.g_00321
OG0000805	Prah.g_00419	Prbe.g_00319
OG0000806	Prah.g_00417	Prbe.g_00317
OG0000807	Prah.g_00415	Prbe.g_00316
OG0000808	Prah.g_00414	Prbe.g_00315
OG0000809	Prah.g_00410	Prbe.g_00313
OG0000810	Prah.g_00409	Prbe.g_00312
OG0000811	Prah.g_00403	Prbe.g_00308
OG0000812	Prah.g_00401	Prbe.g_00306
OG0000813	Prah.g_00400	Prbe.g_00305
OG0000814	Prah.g_00398	Prbe.g_00303
OG0000815	Prah.g_00397	Prbe.g_00302
OG0000816	Prah.g_00395	Prbe.g_00300
OG0000817	Prah.g_00394	Prbe.g_00299
OG0000818	Prah.g_00386	Prbe.g_00294
OG0000819	Prah.g_00385	Prbe.g_00293
OG0000820	Prah.g_00384	Prbe.g_00292
OG0000821	Prah.g_00379	Prbe.g_00288
OG0000822	Prah.g_00376	Prbe.g_00287
OG0000823	Prah.g_00374	Prbe.g_00286
OG0000824	Prah.g_00370	Prbe.g_00283
OG0000825	Prah.g_00369	Prbe.g_00282
OG0000826	Prah.g_00368	Prbe.g_00281
OG0000827	Prah.g_00367	Prbe.g_00280
OG0000828	Prah.g_00364	Prbe.g_00277
OG0000829	Prah.g_00363	Prbe.g_00276
OG0000830	Prah.g_00362	Prbe.g_00275
OG0000831	Prah.g_00360	Prbe.g_00273
OG0000832	Prah.g_01615	Prbe.g_00263
OG0000833	Prah.g_01623	Prbe.g_00254
OG0000834	Prah.g_01624	Prbe.g_00253
OG0000835	Prah.g_01625	Prbe.g_00252
OG0000836	Prah.g_01627	Prbe.g_00251
OG0000837	Prah.g_01628	Prbe.g_00250
OG0000838	Prah.g_01632	Prbe.g_00248
OG0000839	Prah.g_01633	Prbe.g_00247
OG0000840	Prah.g_01634	Prbe.g_00246
OG0000841	Prah.g_01635	Prbe.g_00245
OG0000842	Prah.g_01636	Prbe.g_00244
OG0000843	Prah.g_01637	Prbe.g_00243
OG0000844	Prah.g_01639	Prbe.g_00242
OG0000845	Prah.g_01640	Prbe.g_00241
OG0000846	Prah.g_01641	Prbe.g_00240
OG0000847	Prah.g_01642	Prbe.g_00239
OG0000848	Prah.g_01643	Prbe.g_00238
OG0000849	Prah.g_01644	Prbe.g_00237
OG0000850	Prah.g_01645	Prbe.g_00235
OG0000851	Prah.g_01648	Prbe.g_00234
OG0000852	Prah.g_01649	Prbe.g_00233
OG0000853	Prah.g_01653	Prbe.g_00227
OG0000854	Prah.g_01655	Prbe.g_00225
OG0000855	Prah.g_01656	Prbe.g_00224
OG0000856	Prah.g_00515	Prbe.g_00505
OG0000857	Prah.g_00651	Prbe.g_01237
OG0000858	Prah.g_01667	Prbe.g_00992
OG0000859	Prah.g_01668	Prbe.g_00991
OG0000860	Prah.g_01678	Prbe.g_00983
OG0000861	Prah.g_01679	Prbe.g_00982
OG0000862	Prah.g_01681	Prbe.g_00981
OG0000863	Prah.g_01685	Prbe.g_00979
OG0000864	Prah.g_01687	Prbe.g_00978
OG0000865	Prah.g_01688	Prbe.g_00977
OG0000866	Prah.g_01689	Prbe.g_00976
OG0000867	Prah.g_01690	Prbe.g_00975
OG0000868	Prah.g_01692	Prbe.g_00973
OG0000869	Prah.g_01695	Prbe.g_00970
OG0000870	Prah.g_01700	Prbe.g_00965
OG0000871	Prah.g_01701	Prbe.g_00964
OG0000872	Prah.g_01703	Prbe.g_00963
OG0000873	Prah.g_01707	Prbe.g_00960
OG0000874	Prah.g_01711	Prbe.g_00957
OG0000875	Prah.g_01713	Prbe.g_00956
OG0000876	Prah.g_01714	Prbe.g_00955
OG0000877	Prah.g_01717	Prbe.g_00953
OG0000878	Prah.g_01718	Prbe.g_00952
OG0000879	Prah.g_01719	Prbe.g_00951
OG0000880	Prah.g_01720	Prbe.g_00950
OG0000881	Prah.g_01728	Prbe.g_00946
OG0000882	Prah.g_01733	Prbe.g_00941
OG0000883	Prah.g_01736	Prbe.g_00939
OG0000884	Prah.g_01738	Prbe.g_00937
OG0000885	Prah.g_01739	Prbe.g_00936
OG0000886	Prah.g_01740	Prbe.g_00935
OG0000887	Prah.g_01741	Prbe.g_00934
OG0000888	Prah.g_01743	Prbe.g_00932
OG0000889	Prah.g_01745	Prbe.g_00930
OG0000890	Prah.g_01759	Prbe.g_00929
OG0000891	Prah.g_01760	Prbe.g_00928
OG0000892	Prah.g_01762	Prbe.g_00926
OG0000893	Prah.g_02073	Prbe.g_00922
OG0000894	Prah.g_02070	Prbe.g_00919
OG0000895	Prah.g_02066	Prbe.g_01111
OG0000896	Prah.g_02065	Prbe.g_01110
OG0000897	Prah.g_02063	Prbe.g_01108
OG0000898	Prah.g_02062	Prbe.g_01107
OG0000899	Prah.g_02061	Prbe.g_01106
OG0000900	Prah.g_02060	Prbe.g_01105
OG0000901	Prah.g_02056	Prbe.g_01102
OG0000902	Prah.g_02054	Prbe.g_01100
OG0000903	Prah.g_02041	Prbe.g_01096
OG0000904	Prah.g_02046	Prbe.g_01092
OG0000905	Prah.g_02048	Prbe.g_01098
OG0000906	Prah.g_02050	Prbe.g_01099
OG0000907	Prah.g_02039	Prbe.g_01089
OG0000908	Prah.g_02036	Prbe.g_01086
OG0000909	Prah.g_02035	Prbe.g_01085
OG0000910	Prah.g_02034	Prbe.g_01084
OG0000911	Prah.g_02032	Prbe.g_01082
OG0000912	Prah.g_02031	Prbe.g_01081
OG0000913	Prah.g_02030	Prbe.g_01080
OG0000914	Prah.g_02029	Prbe.g_01079
OG0000915	Prah.g_02028	Prbe.g_01078
OG0000916	Prah.g_02027	Prbe.g_00867
OG0000917	Prah.g_02026	Prbe.g_00866
OG0000918	Prah.g_02025	Prbe.g_00865
OG0000919	Prah.g_02024	Prbe.g_00864
OG0000920	Prah.g_02023	Prbe.g_00863
OG0000921	Prah.g_02022	Prbe.g_00862
OG0000922	Prah.g_02021	Prbe.g_00861
OG0000923	Prah.g_02017	Prbe.g_00857
OG0000924	Prah.g_02016	Prbe.g_00856
OG0000925	Prah.g_02015	Prbe.g_00855
OG0000926	Prah.g_02014	Prbe.g_00854
OG0000927	Prah.g_02012	Prbe.g_00852
OG0000928	Prah.g_02011	Prbe.g_00851
OG0000929	Prah.g_02010	Prbe.g_00850
OG0000930	Prah.g_02009	Prbe.g_00849
OG0000931	Prah.g_02008	Prbe.g_00848
OG0000932	Prah.g_02007	Prbe.g_00847
OG0000933	Prah.g_02002	Prbe.g_00843
OG0000934	Prah.g_02000	Prbe.g_00841
OG0000935	Prah.g_01999	Prbe.g_00840
OG0000936	Prah.g_01998	Prbe.g_00839
OG0000937	Prah.g_01997	Prbe.g_00838
OG0000938	Prah.g_01994	Prbe.g_00835
OG0000939	Prah.g_01993	Prbe.g_00834
OG0000940	Prah.g_01985	Prbe.g_00827
OG0000941	Prah.g_01983	Prbe.g_00825
OG0000942	Prah.g_01981	Prbe.g_00823
OG0000943	Prah.g_01980	Prbe.g_00822
OG0000944	Prah.g_01978	Prbe.g_00820
OG0000945	Prah.g_01977	Prbe.g_00819
OG0000946	Prah.g_01966	Prbe.g_00814
OG0000947	Prah.g_01963	Prbe.g_00812
OG0000948	Prah.g_01962	Prbe.g_00811
OG0000949	Prah.g_01958	Prbe.g_00808
OG0000950	Prah.g_02231	Prbe.g_00801
OG0000951	Prah.g_02236	Prbe.g_00797
OG0000952	Prah.g_02241	Prbe.g_00793
OG0000953	Prah.g_02245	Prbe.g_00789
OG0000954	Prah.g_00167	Prbe.g_00785
OG0000955	Prah.g_00166	Prbe.g_00784
OG0000956	Prah.g_00164	Prbe.g_00782
OG0000957	Prah.g_00152	Prbe.g_00776
OG0000958	Prah.g_00151	Prbe.g_00775
OG0000959	Prah.g_00146	Prbe.g_00771
OG0000960	Prah.g_00145	Prbe.g_00770
OG0000961	Prah.g_00136	Prbe.g_00767
OG0000962	Prah.g_00134	Prbe.g_00765
OG0000963	Prah.g_00129	Prbe.g_00761
OG0000964	Prah.g_00128	Prbe.g_00760
OG0000965	Prah.g_00127	Prbe.g_00759
OG0000966	Prah.g_00086	Prbe.g_00749
OG0000967	Prah.g_00079	Prbe.g_00753
OG0000968	Prah.g_00076	Prbe.g_00755
OG0000969	Prah.g_00074	Prbe.g_00756
OG0000970	Prah.g_00073	Prbe.g_01134
OG0000971	Prah.g_00071	Prbe.g_01135
OG0000972	Prah.g_00070	Prbe.g_01136
OG0000973	Prah.g_00068	Prbe.g_01137
OG0000974	Prah.g_00067	Prbe.g_01138
OG0000975	Prah.g_00066	Prbe.g_01139
OG0000976	Prah.g_00065	Prbe.g_01140
OG0000977	Prah.g_00063	Prbe.g_01141
OG0000978	Prah.g_00062	Prbe.g_01142
OG0000979	Prah.g_00059	Prbe.g_01145
OG0000980	Prah.g_00055	Prbe.g_01147
OG0000981	Prah.g_00052	Prbe.g_01150
OG0000982	Prah.g_02491	Prbe.g_01152
OG0000983	Prah.g_02492	Prbe.g_01153
OG0000984	Prah.g_02493	Prbe.g_01154
OG0000985	Prah.g_02497	Prbe.g_01157
OG0000986	Prah.g_02499	Prbe.g_01159
OG0000987	Prah.g_02501	Prbe.g_01160
OG0000988	Prah.g_02505	Prbe.g_01163
OG0000989	Prah.g_02513	Prbe.g_01167
OG0000990	Prah.g_02536	Prbe.g_01171
OG0000991	Prah.g_02540	Prbe.g_01172
OG0000992	Prah.g_02543	Prbe.g_01175
OG0000993	Prah.g_02544	Prbe.g_01176
OG0000994	Prah.g_02547	Prbe.g_01177
OG0000995	Prah.g_02552	Prbe.g_01181
OG0000996	Prah.g_02565	Prbe.g_01182
OG0000997	Prah.g_02574	Prbe.g_01185
OG0000998	Prah.g_02576	Prbe.g_01187
OG0000999	Prah.g_02577	Prbe.g_01188
OG0001000	Prah.g_02580	Prbe.g_01191
OG0001001	Prah.g_02584	Prbe.g_01194
OG0001002	Prah.g_02591	Prbe.g_01056
OG0001003	Prah.g_02593	Prbe.g_01057
OG0001004	Prah.g_02594	Prbe.g_01058
OG0001005	Prah.g_02596	Prbe.g_01059
OG0001006	Prah.g_02602	Prbe.g_01063
OG0001007	Prah.g_02604	Prbe.g_01065
OG0001008	Prah.g_00231	Prbe.g_01935
OG0001009	Prah.g_00033	Prbe.g_00127
OG0001010	Prah.g_00034	Prbe.g_00128
OG0001011	Prah.g_00036	Prbe.g_00130
OG0001012	Prah.g_02488	Prbe.g_00144
OG0001013	Prah.g_02466	Prbe.g_00151
OG0001014	Prah.g_02454	Prbe.g_00154
OG0001015	Prah.g_02453	Prbe.g_00156
OG0001016	Prah.g_01843	Prbe.g_00178
OG0001017	Prah.g_01849	Prbe.g_00182
OG0001018	Prah.g_01851	Prbe.g_00184
OG0001019	Prah.g_01867	Prbe.g_00193
OG0001020	Prah.g_01873	Prbe.g_01630
OG0001021	Prah.g_01877	Prbe.g_01631
OG0001022	Prah.g_01882	Prbe.g_01634
OG0001023	Prah.g_01883	Prbe.g_01635
OG0001024	Prah.g_01887	Prbe.g_01639
OG0001025	Prah.g_01894	Prbe.g_01646
OG0001026	Prah.g_01908	Prbe.g_01655
OG0001027	Prah.g_00195	Prbe.g_01656
OG0001028	Prah.g_00193	Prbe.g_01658
OG0001029	Prah.g_00191	Prbe.g_01659
OG0001030	Prah.g_02257	Prbe.g_01675
OG0001031	Prah.g_02336	Prbe.g_01735
OG0001032	Prah.g_02339	Prbe.g_01736
OG0001033	Prah.g_02372	Prbe.g_01757
OG0001034	Prah.g_01779	Prbe.g_01788
OG0001035	Prah.g_02099	Prbe.g_01808
OG0001036	Prah.g_02103	Prbe.g_01812
OG0001037	Prah.g_02105	Prbe.g_01813
OG0001038	Prah.g_02132	Prbe.g_01832
OG0001039	Prah.g_02135	Prbe.g_01835
OG0001040	Prah.g_02138	Prbe.g_01837
OG0001041	Prah.g_02143	Prbe.g_01842
OG0001042	Prah.g_02168	Prbe.g_01859
OG0001043	Prah.g_02170	Prbe.g_01860
OG0001044	Prah.g_01941	Prbe.g_01891
OG0001045	Prah.g_01929	Prbe.g_01900
OG0001046	Prah.g_01661	Prbe.g_01033
OG0001047	Prah.g_00233	Prbe.g_01937
OG0001048	Prah.g_00234	Prbe.g_01938
OG0001049	Prah.g_00237	Prbe.g_01940
OG0001050	Prah.g_00238	Prbe.g_01941
OG0001051	Prah.g_00239	Prbe.g_01942
OG0001052	Prah.g_00308	Prbe.g_00662
OG0001053	Prah.g_01563	Prbe.g_00650
OG0001054	Prah.g_01545	Prbe.g_00635
OG0001055	Prah.g_01524	Prbe.g_00616
OG0001056	Prah.g_01496	Prbe.g_00599
OG0001057	Prah.g_01482	Prbe.g_00594
OG0001058	Prah.g_01468	Prbe.g_00586
OG0001059	Prah.g_01464	Prbe.g_00582
OG0001060	Prah.g_01458	Prbe.g_00576
OG0001061	Prah.g_01440	Prbe.g_00561
OG0001062	Prah.g_01438	Prbe.g_00559
OG0001063	Prah.g_01434	Prbe.g_00557
OG0001064	Prah.g_01433	Prbe.g_00556
OG0001065	Prah.g_01432	Prbe.g_00555
OG0001066	Prah.g_01431	Prbe.g_00554
OG0001067	Prah.g_01430	Prbe.g_00553
OG0001068	Prah.g_01429	Prbe.g_00552
OG0001069	Prah.g_01428	Prbe.g_00551
OG0001070	Prah.g_01424	Prbe.g_00547
OG0001071	Prah.g_01423	Prbe.g_00546
OG0001072	Prah.g_01418	Prbe.g_00544
OG0001073	Prah.g_01399	Prbe.g_00530
OG0001074	Prah.g_00532	Prbe.g_00518
OG0001075	Prah.g_00531	Prbe.g_00517
OG0001076	Prah.g_00523	Prbe.g_00510
OG0001077	Prah.g_00513	Prbe.g_00504
OG0001078	Prah.g_00500	Prbe.g_01484
OG0001079	Prah.g_00482	Prbe.g_01472
OG0001080	Prah.g_00472	Prbe.g_01466
OG0001081	Prah.g_00465	Prbe.g_01464
OG0001082	Prah.g_00464	Prbe.g_01463
OG0001083	Prah.g_00456	Prbe.g_01458
OG0001084	Prah.g_00455	Prbe.g_01457
OG0001085	Prah.g_00444	Prbe.g_00444
OG0001086	Prah.g_00442	Prbe.g_00445
OG0001087	Prah.g_00968	Prbe.g_00463
OG0001088	Prah.g_00972	Prbe.g_00464
OG0001089	Prah.g_01025	Prbe.g_01205
OG0001090	Prah.g_00886	Prbe.g_01215
OG0001091	Prah.g_00884	Prbe.g_01437
OG0001092	Prah.g_00882	Prbe.g_01436
OG0001093	Prah.g_00878	Prbe.g_01431
OG0001094	Prah.g_00673	Prbe.g_01438
OG0001095	Prah.g_00654	Prbe.g_01235
OG0001096	Prah.g_00637	Prbe.g_01249
OG0001097	Prah.g_00593	Prbe.g_01269
OG0001098	Prah.g_00743	Prbe.g_01288
OG0001099	Prah.g_00192	Prbe.g_00110
OG0001100	Prah.g_00740	Prbe.g_00408
OG0001101	Prah.g_00739	Prbe.g_00411
OG0001102	Prah.g_00736	Prbe.g_00414
OG0001103	Prah.g_00734	Prbe.g_00416
OG0001104	Prah.g_00684	Prbe.g_00439
OG0001105	Prah.g_00689	Prbe.g_00443
OG0001106	Prah.g_00784	Prbe.g_01341
OG0001107	Prah.g_00794	Prbe.g_01348
OG0001108	Prah.g_00801	Prbe.g_01352
OG0001109	Prah.g_00803	Prbe.g_01353
OG0001110	Prah.g_00806	Prbe.g_01355
OG0001111	Prah.g_00808	Prbe.g_01356
OG0001112	Prah.g_00810	Prbe.g_01357
OG0001113	Prah.g_00811	Prbe.g_01358
OG0001114	Prah.g_00812	Prbe.g_01359
OG0001115	Prah.g_00814	Prbe.g_01361
OG0001116	Prah.g_00815	Prbe.g_01362
OG0001117	Prah.g_00816	Prbe.g_01363
OG0001118	Prah.g_00817	Prbe.g_01364
OG0001119	Prah.g_00818	Prbe.g_01365
