Orthogroup	Prbi	Syap
OG0000558	Prbi.g_00550	Syap.g_01147
OG0000560	Prbi.g_00557	Syap.g_00305
OG0000561	Prbi.g_00558	Syap.g_00304
OG0000562	Prbi.g_00559	Syap.g_00302
OG0000563	Prbi.g_00560	Syap.g_00301
OG0000564	Prbi.g_00561	Syap.g_00300
OG0000565	Prbi.g_00564	Syap.g_00296
OG0000566	Prbi.g_00566	Syap.g_00291
OG0000567	Prbi.g_00570	Syap.g_01297
OG0000568	Prbi.g_00571	Syap.g_01302
OG0000569	Prbi.g_00572	Syap.g_01303
OG0000570	Prbi.g_00573	Syap.g_01304
OG0000571	Prbi.g_00575	Syap.g_01307
OG0000573	Prbi.g_00594	Syap.g_00765
OG0000574	Prbi.g_00595	Syap.g_00759
OG0000575	Prbi.g_00599	Syap.g_00445
OG0000576	Prbi.g_00601	Syap.g_00450
OG0000577	Prbi.g_00602	Syap.g_00451
OG0000578	Prbi.g_00603	Syap.g_00452
OG0000579	Prbi.g_00604	Syap.g_00453
OG0000580	Prbi.g_00605	Syap.g_00454
OG0000581	Prbi.g_00607	Syap.g_01521
OG0000582	Prbi.g_00610	Syap.g_01533
OG0000583	Prbi.g_00611	Syap.g_01532
OG0000584	Prbi.g_00612	Syap.g_01530
OG0000585	Prbi.g_00614	Syap.g_01526
OG0000586	Prbi.g_00615	Syap.g_01525
OG0000587	Prbi.g_00616	Syap.g_01523
OG0000588	Prbi.g_00620	Syap.g_00776
OG0000589	Prbi.g_00623	Syap.g_00941
OG0000590	Prbi.g_00624	Syap.g_00940
OG0000591	Prbi.g_00627	Syap.g_01289
OG0000592	Prbi.g_00628	Syap.g_01288
OG0000593	Prbi.g_00635	Syap.g_00890
OG0000594	Prbi.g_00636	Syap.g_00891
OG0000595	Prbi.g_00637	Syap.g_00892
OG0000596	Prbi.g_00641	Syap.g_00898
OG0000597	Prbi.g_00643	Syap.g_00903
OG0000598	Prbi.g_00644	Syap.g_00904
OG0000599	Prbi.g_00647	Syap.g_00908
OG0000600	Prbi.g_00648	Syap.g_00909
OG0000601	Prbi.g_00649	Syap.g_00910
OG0000602	Prbi.g_00651	Syap.g_00640
OG0000603	Prbi.g_00652	Syap.g_00641
OG0000604	Prbi.g_00653	Syap.g_02769
OG0000605	Prbi.g_00654	Syap.g_02501, Syap.g_02771
OG0000606	Prbi.g_00657	Syap.g_02506
OG0000607	Prbi.g_00660	Syap.g_00093
OG0000608	Prbi.g_00661	Syap.g_00094
OG0000609	Prbi.g_00662	Syap.g_00096
OG0000610	Prbi.g_00667	Syap.g_01963
OG0000611	Prbi.g_00670	Syap.g_01958
OG0000612	Prbi.g_00671	Syap.g_01957
OG0000613	Prbi.g_00676	Syap.g_02480
OG0000615	Prbi.g_00704	Syap.g_00154
OG0000616	Prbi.g_00708	Syap.g_00127
OG0000617	Prbi.g_00751	Syap.g_00513
OG0000618	Prbi.g_00752	Syap.g_00514
OG0000619	Prbi.g_00753	Syap.g_00515
OG0000620	Prbi.g_00756	Syap.g_00520
OG0000621	Prbi.g_00757	Syap.g_00521
OG0000622	Prbi.g_00758	Syap.g_00523
OG0000623	Prbi.g_00759	Syap.g_00526
OG0000624	Prbi.g_00760	Syap.g_00527
OG0000625	Prbi.g_00761	Syap.g_00528
OG0000626	Prbi.g_00762	Syap.g_00529
OG0000627	Prbi.g_00763	Syap.g_00848
OG0000628	Prbi.g_00764	Syap.g_00850
OG0000629	Prbi.g_00765	Syap.g_02334
OG0000630	Prbi.g_00768	Syap.g_02793
OG0000631	Prbi.g_00838	Syap.g_01724
OG0000632	Prbi.g_00839	Syap.g_01725
OG0000633	Prbi.g_00840	Syap.g_01726
OG0000634	Prbi.g_00843	Syap.g_00190
OG0000635	Prbi.g_00844	Syap.g_00191
OG0000636	Prbi.g_00846	Syap.g_00193
OG0000637	Prbi.g_00848	Syap.g_00195
OG0000638	Prbi.g_00849	Syap.g_00196
OG0000639	Prbi.g_00850	Syap.g_00197
OG0000640	Prbi.g_00851	Syap.g_00198
OG0000641	Prbi.g_00855	Syap.g_00203
OG0000642	Prbi.g_00856	Syap.g_02732
OG0000643	Prbi.g_00857	Syap.g_02731
OG0000644	Prbi.g_00858	Syap.g_02730
OG0000645	Prbi.g_00859	Syap.g_02726
OG0000646	Prbi.g_00861	Syap.g_02723
OG0000647	Prbi.g_00862	Syap.g_02721
OG0000648	Prbi.g_00864	Syap.g_02719
OG0000649	Prbi.g_00865	Syap.g_02718
OG0000650	Prbi.g_00866	Syap.g_02717
OG0000651	Prbi.g_00867	Syap.g_02716
OG0000652	Prbi.g_00868	Syap.g_02715
OG0000653	Prbi.g_00870	Syap.g_02713
OG0000654	Prbi.g_00871	Syap.g_02711
OG0000655	Prbi.g_00872	Syap.g_02710
OG0000656	Prbi.g_00875	Syap.g_02706
OG0000657	Prbi.g_00883	Syap.g_01845
OG0000658	Prbi.g_00884	Syap.g_01841
OG0000659	Prbi.g_00885	Syap.g_01840
OG0000660	Prbi.g_00889	Syap.g_01835
OG0000662	Prbi.g_00893	Syap.g_00823
OG0000663	Prbi.g_00895	Syap.g_00826
OG0000664	Prbi.g_00896	Syap.g_00828
OG0000665	Prbi.g_00900	Syap.g_02331
OG0000666	Prbi.g_00901	Syap.g_01573
OG0000667	Prbi.g_00905	Syap.g_01979
OG0000668	Prbi.g_00934	Syap.g_02765
OG0000669	Prbi.g_00942	Syap.g_02371
OG0000670	Prbi.g_00944	Syap.g_02368
OG0000671	Prbi.g_00946	Syap.g_01260
OG0000672	Prbi.g_00949	Syap.g_01257
OG0000673	Prbi.g_00952	Syap.g_01253
OG0000674	Prbi.g_00954	Syap.g_01251
OG0000675	Prbi.g_00955	Syap.g_01250
OG0000676	Prbi.g_00957	Syap.g_01248
OG0000677	Prbi.g_00958	Syap.g_01246
OG0000678	Prbi.g_00960	Syap.g_01239
OG0000679	Prbi.g_00964	Syap.g_00157
OG0000680	Prbi.g_00965	Syap.g_00158
OG0000681	Prbi.g_00968	Syap.g_00163
OG0000682	Prbi.g_00969	Syap.g_00165
OG0000683	Prbi.g_00970	Syap.g_00166
OG0000684	Prbi.g_00971	Syap.g_00169
OG0000685	Prbi.g_00973	Syap.g_00172
OG0000686	Prbi.g_00974	Syap.g_00173
OG0000687	Prbi.g_00975	Syap.g_00174
OG0000688	Prbi.g_00978	Syap.g_00178
OG0000689	Prbi.g_00979	Syap.g_00180
OG0000690	Prbi.g_00980	Syap.g_00181
OG0000691	Prbi.g_00981	Syap.g_00182
OG0000692	Prbi.g_00983	Syap.g_00184
OG0000693	Prbi.g_00984	Syap.g_00185
OG0000694	Prbi.g_00985	Syap.g_00186
OG0000695	Prbi.g_00987	Syap.g_01729
OG0000696	Prbi.g_00988	Syap.g_01730
OG0000697	Prbi.g_00989	Syap.g_01734
OG0000698	Prbi.g_00992	Syap.g_01737
OG0000699	Prbi.g_00993	Syap.g_01738
OG0000700	Prbi.g_00994	Syap.g_01739
OG0000701	Prbi.g_00995	Syap.g_01740
OG0000702	Prbi.g_00997	Syap.g_01747
OG0000703	Prbi.g_00998	Syap.g_01750
OG0000704	Prbi.g_00999	Syap.g_01753
OG0000705	Prbi.g_01003	Syap.g_02022
OG0000706	Prbi.g_01004	Syap.g_02020
OG0000707	Prbi.g_01005	Syap.g_02019
OG0000708	Prbi.g_01006	Syap.g_02016
OG0000709	Prbi.g_01010	Syap.g_00121
OG0000711	Prbi.g_01030	Syap.g_02686
OG0000712	Prbi.g_01032	Syap.g_02688
OG0000713	Prbi.g_01033	Syap.g_02689
OG0000714	Prbi.g_01034	Syap.g_02691
OG0000715	Prbi.g_01036	Syap.g_02693
OG0000716	Prbi.g_01038	Syap.g_02696
OG0000717	Prbi.g_01039	Syap.g_02697
OG0000718	Prbi.g_01055	Syap.g_02701
OG0000719	Prbi.g_01057	Syap.g_02767
OG0000720	Prbi.g_01066	Syap.g_02780
OG0000721	Prbi.g_01068	Syap.g_02782
OG0000722	Prbi.g_01069	Syap.g_02783
OG0000723	Prbi.g_01072	Syap.g_00532
OG0000725	Prbi.g_01087	Syap.g_01559
OG0000726	Prbi.g_01088	Syap.g_01560
OG0000727	Prbi.g_01089	Syap.g_01561
OG0000728	Prbi.g_01091	Syap.g_01564
OG0000729	Prbi.g_01138	Syap.g_01122
OG0000730	Prbi.g_01142	Syap.g_00572
OG0000731	Prbi.g_01146	Syap.g_00560
OG0000732	Prbi.g_01155	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Prbi.g_01175	Syap.g_01971
OG0000734	Prbi.g_01192	Syap.g_02628
OG0000735	Prbi.g_01194	Syap.g_00244
OG0000736	Prbi.g_01195	Syap.g_00243
OG0000737	Prbi.g_01196	Syap.g_00242
OG0000738	Prbi.g_01200	Syap.g_00236
OG0000739	Prbi.g_01201	Syap.g_00235
OG0000740	Prbi.g_01202	Syap.g_00234
OG0000741	Prbi.g_01203	Syap.g_00231
OG0000742	Prbi.g_01206	Syap.g_00229
OG0000743	Prbi.g_01208	Syap.g_00226
OG0000744	Prbi.g_01209	Syap.g_00225
OG0000745	Prbi.g_01210	Syap.g_00222
OG0000746	Prbi.g_01212	Syap.g_00220
OG0000747	Prbi.g_01213	Syap.g_00219
OG0000748	Prbi.g_01216	Syap.g_00212
OG0000749	Prbi.g_01217	Syap.g_00211
OG0000750	Prbi.g_01218	Syap.g_00210
OG0000751	Prbi.g_01220	Syap.g_00205
OG0000752	Prbi.g_01222	Syap.g_01793
OG0000753	Prbi.g_01225	Syap.g_02775
OG0000754	Prbi.g_01228	Syap.g_01883
OG0000755	Prbi.g_01231	Syap.g_01893
OG0000757	Prbi.g_01238	Syap.g_00427
OG0000758	Prbi.g_01239	Syap.g_00428
OG0000759	Prbi.g_01240	Syap.g_00429
OG0000760	Prbi.g_01241	Syap.g_00430
OG0000761	Prbi.g_01242	Syap.g_00431
OG0000762	Prbi.g_01243	Syap.g_00434
OG0000763	Prbi.g_01245	Syap.g_02624
OG0000764	Prbi.g_01246	Syap.g_02623
OG0000765	Prbi.g_01255	Syap.g_02440
OG0000766	Prbi.g_01256	Syap.g_02439
OG0000767	Prbi.g_01258	Syap.g_02437
OG0000768	Prbi.g_01259	Syap.g_02436
OG0000769	Prbi.g_01261	Syap.g_02434
OG0000770	Prbi.g_01263	Syap.g_02431
OG0000772	Prbi.g_01363	Syap.g_02295
OG0000773	Prbi.g_01382	Syap.g_00885
OG0000774	Prbi.g_01384	Syap.g_01473
OG0000775	Prbi.g_01386	Syap.g_01475
OG0000776	Prbi.g_01387	Syap.g_01476
OG0000777	Prbi.g_01388	Syap.g_01478
OG0000778	Prbi.g_01389	Syap.g_01479
OG0000779	Prbi.g_01393	Syap.g_01494
OG0000780	Prbi.g_01394	Syap.g_01496
OG0000781	Prbi.g_01397	Syap.g_02609
OG0000782	Prbi.g_01398	Syap.g_02611
OG0000783	Prbi.g_01399	Syap.g_02612
OG0000784	Prbi.g_01400	Syap.g_02613
OG0000785	Prbi.g_01402	Syap.g_02281
OG0000786	Prbi.g_01404	Syap.g_02287
OG0000787	Prbi.g_01405	Syap.g_02288
OG0000788	Prbi.g_01426	Syap.g_01932
OG0000789	Prbi.g_01429	Syap.g_00372
OG0000791	Prbi.g_01446	Syap.g_02520
OG0000792	Prbi.g_01447	Syap.g_02519
OG0000793	Prbi.g_01450	Syap.g_02141
OG0000794	Prbi.g_01451	Syap.g_02200
OG0000795	Prbi.g_01452	Syap.g_02199
OG0000796	Prbi.g_01456	Syap.g_02448
OG0000797	Prbi.g_01457	Syap.g_02449
OG0000799	Prbi.g_01571	Syap.g_02488
OG0000800	Prbi.g_01572	Syap.g_02487
OG0000801	Prbi.g_01573	Syap.g_02486
OG0000802	Prbi.g_01575	Syap.g_02659
OG0000803	Prbi.g_01577	Syap.g_02109
OG0000804	Prbi.g_01578	Syap.g_02113
OG0000805	Prbi.g_01580	Syap.g_02115
OG0000806	Prbi.g_01582	Syap.g_02117
OG0000807	Prbi.g_01583	Syap.g_02118
OG0000808	Prbi.g_01584	Syap.g_02119
OG0000809	Prbi.g_01587	Syap.g_02122
OG0000810	Prbi.g_01588	Syap.g_02124
OG0000811	Prbi.g_01594	Syap.g_02472
OG0000812	Prbi.g_01596	Syap.g_02474
OG0000813	Prbi.g_01597	Syap.g_02475
OG0000814	Prbi.g_01599	Syap.g_02753
OG0000815	Prbi.g_01600	Syap.g_02752
OG0000816	Prbi.g_01602	Syap.g_02289
OG0000817	Prbi.g_01603	Syap.g_02527
OG0000818	Prbi.g_01608	Syap.g_02001
OG0000819	Prbi.g_01609	Syap.g_02002
OG0000820	Prbi.g_01610	Syap.g_02003
OG0000821	Prbi.g_01613	Syap.g_02009
OG0000822	Prbi.g_01614	Syap.g_02011
OG0000824	Prbi.g_01618	Syap.g_00008
OG0000825	Prbi.g_01619	Syap.g_00009
OG0000826	Prbi.g_01620	Syap.g_00010
OG0000827	Prbi.g_01621	Syap.g_00011
OG0000828	Prbi.g_01624	Syap.g_00014
OG0000829	Prbi.g_01625	Syap.g_00015
OG0000830	Prbi.g_01626	Syap.g_00016
OG0000831	Prbi.g_01628	Syap.g_00019
OG0000832	Prbi.g_01634	Syap.g_00752
OG0000833	Prbi.g_01642	Syap.g_00021
OG0000834	Prbi.g_01643	Syap.g_00023
OG0000835	Prbi.g_01644	Syap.g_00024
OG0000836	Prbi.g_01645	Syap.g_00026
OG0000837	Prbi.g_01646	Syap.g_00027
OG0000838	Prbi.g_01648	Syap.g_00031
OG0000839	Prbi.g_01649	Syap.g_00032
OG0000840	Prbi.g_01650	Syap.g_00033
OG0000841	Prbi.g_01651	Syap.g_00034
OG0000842	Prbi.g_01652	Syap.g_00035
OG0000843	Prbi.g_01653	Syap.g_00036
OG0000844	Prbi.g_01654	Syap.g_00039
OG0000845	Prbi.g_01655	Syap.g_00040
OG0000846	Prbi.g_01656	Syap.g_00042
OG0000847	Prbi.g_01657	Syap.g_00043
OG0000848	Prbi.g_01658	Syap.g_00045
OG0000849	Prbi.g_01659	Syap.g_00046
OG0000850	Prbi.g_01661	Syap.g_00310
OG0000851	Prbi.g_01662	Syap.g_01214
OG0000852	Prbi.g_01663	Syap.g_01215
OG0000853	Prbi.g_01667	Syap.g_01219
OG0000854	Prbi.g_01669	Syap.g_01222
OG0000855	Prbi.g_01670	Syap.g_01223
OG0000856	Prbi.g_01685	Syap.g_01286
OG0000857	Prbi.g_01711	Syap.g_02722
OG0000858	Prbi.g_01781	Syap.g_00612
OG0000859	Prbi.g_01782	Syap.g_00613
OG0000860	Prbi.g_01789	Syap.g_00623
OG0000861	Prbi.g_01790	Syap.g_02789
OG0000862	Prbi.g_01791	Syap.g_01789
OG0000863	Prbi.g_01793	Syap.g_01784
OG0000864	Prbi.g_01794	Syap.g_01783
OG0000865	Prbi.g_01795	Syap.g_01781, Syap.g_01782
OG0000866	Prbi.g_01796	Syap.g_01780
OG0000867	Prbi.g_01797	Syap.g_01779
OG0000868	Prbi.g_01798	Syap.g_01775
OG0000869	Prbi.g_01802	Syap.g_01770
OG0000870	Prbi.g_01807	Syap.g_01401
OG0000871	Prbi.g_01808	Syap.g_01400
OG0000872	Prbi.g_01809	Syap.g_01394
OG0000873	Prbi.g_01812	Syap.g_01390
OG0000874	Prbi.g_01815	Syap.g_01388
OG0000875	Prbi.g_01816	Syap.g_01386
OG0000876	Prbi.g_01817	Syap.g_00822
OG0000877	Prbi.g_01819	Syap.g_01380
OG0000878	Prbi.g_01820	Syap.g_01378
OG0000879	Prbi.g_01821	Syap.g_01377
OG0000880	Prbi.g_01822	Syap.g_01376
OG0000882	Prbi.g_01831	Syap.g_01516
OG0000883	Prbi.g_01832	Syap.g_01511
OG0000884	Prbi.g_01834	Syap.g_01509
OG0000885	Prbi.g_01835	Syap.g_01508
OG0000886	Prbi.g_01836	Syap.g_01507
OG0000887	Prbi.g_01837	Syap.g_01506
OG0000888	Prbi.g_01839	Syap.g_01504
OG0000889	Prbi.g_01841	Syap.g_01502
OG0000890	Prbi.g_01842	Syap.g_01499
OG0000891	Prbi.g_01843	Syap.g_01498
OG0000892	Prbi.g_01845	Syap.g_02671
OG0000893	Prbi.g_01848	Syap.g_02497
OG0000894	Prbi.g_01850	Syap.g_02679
OG0000895	Prbi.g_01853	Syap.g_00546
OG0000896	Prbi.g_01854	Syap.g_00545
OG0000897	Prbi.g_01856	Syap.g_00543
OG0000898	Prbi.g_01857	Syap.g_00542
OG0000899	Prbi.g_01858	Syap.g_00541
OG0000900	Prbi.g_01859	Syap.g_00540
OG0000901	Prbi.g_01863	Syap.g_01930
OG0000902	Prbi.g_01865	Syap.g_01929
OG0000903	Prbi.g_01868	Syap.g_01916
OG0000904	Prbi.g_01870	Syap.g_01922
OG0000905	Prbi.g_01875	Syap.g_01925
OG0000906	Prbi.g_01876	Syap.g_01927
OG0000907	Prbi.g_01896	Syap.g_01914
OG0000908	Prbi.g_01899	Syap.g_01235
OG0000909	Prbi.g_01900	Syap.g_01236
OG0000910	Prbi.g_01901	Syap.g_01237
OG0000911	Prbi.g_01903	Syap.g_00511
OG0000912	Prbi.g_01904	Syap.g_00510
OG0000913	Prbi.g_01905	Syap.g_00509
OG0000914	Prbi.g_01906	Syap.g_00508
OG0000915	Prbi.g_01907	Syap.g_00506
OG0000916	Prbi.g_01908	Syap.g_00505
OG0000917	Prbi.g_01909	Syap.g_00504
OG0000918	Prbi.g_01910	Syap.g_00503
OG0000919	Prbi.g_01911	Syap.g_00502
OG0000920	Prbi.g_01912	Syap.g_00501
OG0000921	Prbi.g_01913	Syap.g_00500
OG0000922	Prbi.g_01914	Syap.g_00499
OG0000923	Prbi.g_01918	Syap.g_00495
OG0000924	Prbi.g_01919	Syap.g_00494
OG0000925	Prbi.g_01920	Syap.g_00493
OG0000926	Prbi.g_01921	Syap.g_00492
OG0000927	Prbi.g_01923	Syap.g_00490
OG0000928	Prbi.g_01924	Syap.g_00489
OG0000929	Prbi.g_01925	Syap.g_00488
OG0000930	Prbi.g_01926	Syap.g_00487
OG0000931	Prbi.g_01927	Syap.g_00486
OG0000932	Prbi.g_01928	Syap.g_00485
OG0000933	Prbi.g_01932	Syap.g_00479
OG0000934	Prbi.g_01934	Syap.g_00477
OG0000935	Prbi.g_01935	Syap.g_00476
OG0000936	Prbi.g_01936	Syap.g_00475
OG0000937	Prbi.g_01937	Syap.g_00474
OG0000938	Prbi.g_01939	Syap.g_00471
OG0000939	Prbi.g_01940	Syap.g_00469
OG0000940	Prbi.g_01947	Syap.g_00460
OG0000941	Prbi.g_01949	Syap.g_00458
OG0000942	Prbi.g_01951	Syap.g_00606
OG0000943	Prbi.g_01952	Syap.g_00604
OG0000944	Prbi.g_01953	Syap.g_00602
OG0000945	Prbi.g_01954	Syap.g_00601
OG0000946	Prbi.g_01958	Syap.g_00595
OG0000947	Prbi.g_01960	Syap.g_00591
OG0000948	Prbi.g_01961	Syap.g_00590
OG0000949	Prbi.g_01964	Syap.g_01051
OG0000950	Prbi.g_01969	Syap.g_01061
OG0000951	Prbi.g_01973	Syap.g_01070
OG0000952	Prbi.g_01977	Syap.g_01074
OG0000953	Prbi.g_01980	Syap.g_01078
OG0000954	Prbi.g_01984	Syap.g_01089
OG0000955	Prbi.g_01985	Syap.g_01090
OG0000956	Prbi.g_01987	Syap.g_01092
OG0000957	Prbi.g_01992	Syap.g_01109
OG0000958	Prbi.g_01993	Syap.g_01110
OG0000959	Prbi.g_01997	Syap.g_01114
OG0000960	Prbi.g_01998	Syap.g_01115
OG0000961	Prbi.g_02000	Syap.g_02170
OG0000962	Prbi.g_02002	Syap.g_01121
OG0000963	Prbi.g_02006	Syap.g_01124
OG0000964	Prbi.g_02007	Syap.g_01125
OG0000965	Prbi.g_02008	Syap.g_01126
OG0000966	Prbi.g_02027	Syap.g_01141
OG0000967	Prbi.g_02032	Syap.g_00633
OG0000968	Prbi.g_02034	Syap.g_00998
OG0000969	Prbi.g_02035	Syap.g_00996
OG0000970	Prbi.g_02036	Syap.g_00995
OG0000971	Prbi.g_02037	Syap.g_00993
OG0000972	Prbi.g_02038	Syap.g_00992
OG0000973	Prbi.g_02039	Syap.g_00991
OG0000974	Prbi.g_02040	Syap.g_00990
OG0000975	Prbi.g_02041	Syap.g_00989
OG0000976	Prbi.g_02042	Syap.g_00988
OG0000977	Prbi.g_02043	Syap.g_00986
OG0000978	Prbi.g_02044	Syap.g_00985
OG0000979	Prbi.g_02047	Syap.g_00980
OG0000980	Prbi.g_02049	Syap.g_00977
OG0000981	Prbi.g_02051	Syap.g_01812
OG0000982	Prbi.g_02053	Syap.g_00132
OG0000983	Prbi.g_02054	Syap.g_00134
OG0000984	Prbi.g_02055	Syap.g_00135
OG0000985	Prbi.g_02058	Syap.g_00140
OG0000986	Prbi.g_02060	Syap.g_01044
OG0000987	Prbi.g_02061	Syap.g_01033
OG0000988	Prbi.g_02064	Syap.g_01027
OG0000989	Prbi.g_02068	Syap.g_01011
OG0000990	Prbi.g_02071	Syap.g_02087
OG0000991	Prbi.g_02072	Syap.g_02091
OG0000992	Prbi.g_02074	Syap.g_02095
OG0000993	Prbi.g_02075	Syap.g_02097
OG0000994	Prbi.g_02076	Syap.g_02101
OG0000996	Prbi.g_02081	Syap.g_01817
OG0000997	Prbi.g_02082	Syap.g_02590
OG0000998	Prbi.g_02084	Syap.g_02591
OG0000999	Prbi.g_02085	Syap.g_02592
OG0001001	Prbi.g_02090	Syap.g_02605
OG0001002	Prbi.g_02094	Syap.g_00124
OG0001003	Prbi.g_02095	Syap.g_02310
OG0001004	Prbi.g_02096	Syap.g_02311
OG0001005	Prbi.g_02097	Syap.g_02312
OG0001006	Prbi.g_02101	Syap.g_00053
OG0001007	Prbi.g_02103	Syap.g_00055
OG0001008	Prbi.g_00438	Syap.g_02060
OG0001012	Prbi.g_00052	Syap.g_00371
OG0001013	Prbi.g_00059	Syap.g_01325
OG0001016	Prbi.g_00080	Syap.g_01695
OG0001033	Prbi.g_00232	Syap.g_00105
OG0001035	Prbi.g_00278	Syap.g_01594
OG0001038	Prbi.g_00302	Syap.g_01362
OG0001039	Prbi.g_00305	Syap.g_01359
OG0001040	Prbi.g_00307	Syap.g_01356
OG0001041	Prbi.g_00311	Syap.g_01352
OG0001043	Prbi.g_00329	Syap.g_01676
OG0001044	Prbi.g_00357	Syap.g_00571
OG0001053	Prbi.g_00486	Syap.g_02253
OG0001054	Prbi.g_00501	Syap.g_00274
OG0001055	Prbi.g_00520	Syap.g_00252
OG0001059	Prbi.g_00556	Syap.g_00306
OG0001060	Prbi.g_00563	Syap.g_00299
OG0001061	Prbi.g_00576	Syap.g_01309
OG0001062	Prbi.g_00578	Syap.g_01314
OG0001072	Prbi.g_00592	Syap.g_00441
OG0001073	Prbi.g_00606	Syap.g_00122, Syap.g_00455
OG0001078	Prbi.g_00639	Syap.g_00896
OG0001080	Prbi.g_00656	Syap.g_02505
OG0001085	Prbi.g_00673	Syap.g_01953
OG0001094	Prbi.g_00841	Syap.g_00187
OG0001095	Prbi.g_00860	Syap.g_02725
OG0001096	Prbi.g_00873	Syap.g_02709
OG0001100	Prbi.g_00943	Syap.g_02369
OG0001102	Prbi.g_00948	Syap.g_01258
OG0001103	Prbi.g_00950	Syap.g_01256
OG0001104	Prbi.g_00972	Syap.g_00171
OG0001105	Prbi.g_00976	Syap.g_00175
OG0001107	Prbi.g_01007	Syap.g_02015
OG0001108	Prbi.g_01011	Syap.g_00119
OG0001122	Prbi.g_01058	Syap.g_02766
OG0001123	Prbi.g_01062	Syap.g_01872
OG0001133	Prbi.g_01161	Syap.g_01292
OG0001136	Prbi.g_01204	Syap.g_00230
OG0001137	Prbi.g_01215	Syap.g_00213
OG0001140	Prbi.g_01235	Syap.g_02134
OG0001152	Prbi.g_01455	Syap.g_02447
OG0001154	Prbi.g_01623	Syap.g_00013
OG0001155	Prbi.g_01635	Syap.g_00750
OG0001160	Prbi.g_01665	Syap.g_01217
OG0001162	Prbi.g_01689	Syap.g_02366
OG0001163	Prbi.g_01779	Syap.g_00609
OG0001164	Prbi.g_01783	Syap.g_00614
OG0001168	Prbi.g_01825	Syap.g_01372
OG0001171	Prbi.g_01838	Syap.g_01505
OG0001172	Prbi.g_01851	Syap.g_00547
OG0001177	Prbi.g_01872	Syap.g_01920
OG0001178	Prbi.g_01877	Syap.g_01786, Syap.g_01787
OG0001179	Prbi.g_01922	Syap.g_00491
OG0001180	Prbi.g_01944	Syap.g_00097, Syap.g_00465
OG0001181	Prbi.g_01948	Syap.g_00459
OG0001183	Prbi.g_01959	Syap.g_00594
OG0001185	Prbi.g_01989	Syap.g_01104
OG0001186	Prbi.g_02012	Syap.g_01140
OG0001187	Prbi.g_02028	Syap.g_01142
OG0001188	Prbi.g_02031	Syap.g_00634
OG0001189	Prbi.g_02048	Syap.g_00979
OG0001191	Prbi.g_02062	Syap.g_01030
OG0001192	Prbi.g_02067	Syap.g_01021
OG0001197	Prbi.g_02093	Syap.g_00126
OG0001198	Prbi.g_02100	Syap.g_00052
OG0001199	Prbi.g_00081	Syap.g_01696
OG0001200	Prbi.g_00083	Syap.g_01698
OG0001202	Prbi.g_00223	Syap.g_01613
OG0001203	Prbi.g_00262	Syap.g_01154
OG0001204	Prbi.g_00267	Syap.g_01577
OG0001214	Prbi.g_00640	Syap.g_00897
OG0001217	Prbi.g_00792	Syap.g_01464
OG0001218	Prbi.g_00800	Syap.g_00020
OG0001219	Prbi.g_00835	Syap.g_02794
OG0001221	Prbi.g_00962	Syap.g_01777
OG0001222	Prbi.g_01001	Syap.g_02027
OG0001224	Prbi.g_01082	Syap.g_01551
OG0001225	Prbi.g_01084	Syap.g_01553
OG0001226	Prbi.g_01111	Syap.g_02551
OG0001228	Prbi.g_01252	Syap.g_01063
OG0001229	Prbi.g_01437	Syap.g_00827
OG0001230	Prbi.g_01581	Syap.g_02116
OG0001231	Prbi.g_01687	Syap.g_00073
OG0001232	Prbi.g_01810	Syap.g_01393
OG0001235	Prbi.g_01874	Syap.g_01924
OG0001236	Prbi.g_01972	Syap.g_01069
OG0001237	Prbi.g_01976	Syap.g_01073
OG0001238	Prbi.g_02063	Syap.g_01028
OG0001239	Prbi.g_00078	Syap.g_01693, Syap.g_01692
OG0001242	Prbi.g_00127	Syap.g_02227, Syap.g_02229
OG0001243	Prbi.g_00133	Syap.g_02219
OG0001244	Prbi.g_00149	Syap.g_02192
OG0001246	Prbi.g_00507	Syap.g_01165, Syap.g_00267
OG0001248	Prbi.g_00688	Syap.g_00423
OG0001249	Prbi.g_00825	Syap.g_00575
OG0001250	Prbi.g_00888	Syap.g_01836
OG0001251	Prbi.g_00935	Syap.g_01549, Syap.g_01727
OG0001253	Prbi.g_01131	Syap.g_01969
OG0001255	Prbi.g_01191	Syap.g_02523
OG0001256	Prbi.g_01680	Syap.g_01225
OG0001257	Prbi.g_01686	Syap.g_00374, Syap.g_00373, Syap.g_01821
OG0001258	Prbi.g_01784	Syap.g_00617
OG0001260	Prbi.g_01844	Syap.g_01497
OG0001261	Prbi.g_01930	Syap.g_00482
OG0001262	Prbi.g_02046	Syap.g_00981
OG0001263	Prbi.g_00136	Syap.g_02216
OG0001265	Prbi.g_00126	Syap.g_02231
OG0001266	Prbi.g_00227	Syap.g_01618
OG0001267	Prbi.g_00304	Syap.g_01360
OG0001268	Prbi.g_00363	Syap.g_00563
OG0001270	Prbi.g_00435	Syap.g_02056
OG0001271	Prbi.g_00475	Syap.g_02759
OG0001272	Prbi.g_00489	Syap.g_02250
OG0001274	Prbi.g_00707	Syap.g_01897
OG0001275	Prbi.g_01037	Syap.g_02694
OG0001276	Prbi.g_01061	Syap.g_01873
OG0001277	Prbi.g_01119	Syap.g_01293
OG0001278	Prbi.g_01257	Syap.g_02438
