Orthogroup	Prbi	Syat
OG0000567	Prbi.g_00570	Syat.g_00059
OG0000568	Prbi.g_00571	Syat.g_00057
OG0000569	Prbi.g_00572	Syat.g_00056
OG0000570	Prbi.g_00573	Syat.g_00055
OG0000571	Prbi.g_00575	Syat.g_00052
OG0000572	Prbi.g_00588	Syat.g_00033
OG0000573	Prbi.g_00594	Syat.g_00024
OG0000574	Prbi.g_00595	Syat.g_00023
OG0000575	Prbi.g_00599	Syat.g_00018
OG0000576	Prbi.g_00601	Syat.g_00014
OG0000577	Prbi.g_00602	Syat.g_00013
OG0000578	Prbi.g_00603	Syat.g_00012
OG0000579	Prbi.g_00604	Syat.g_00011
OG0000580	Prbi.g_00605	Syat.g_00010
OG0000581	Prbi.g_00607	Syat.g_00003
OG0000582	Prbi.g_00610	Syat.g_03403
OG0000583	Prbi.g_00611	Syat.g_03404
OG0000584	Prbi.g_00612	Syat.g_03405
OG0000585	Prbi.g_00614	Syat.g_03408
OG0000586	Prbi.g_00615	Syat.g_03409
OG0000587	Prbi.g_00616	Syat.g_00001
OG0000588	Prbi.g_00620	Syat.g_00338
OG0000589	Prbi.g_00623	Syat.g_03318
OG0000590	Prbi.g_00624	Syat.g_03317
OG0000591	Prbi.g_00627	Syat.g_03308
OG0000592	Prbi.g_00628	Syat.g_03307
OG0000593	Prbi.g_00635	Syat.g_00113
OG0000594	Prbi.g_00636	Syat.g_00114
OG0000595	Prbi.g_00637	Syat.g_00115
OG0000596	Prbi.g_00641	Syat.g_00129
OG0000597	Prbi.g_00643	Syat.g_00132
OG0000598	Prbi.g_00644	Syat.g_00133
OG0000599	Prbi.g_00647	Syat.g_00381
OG0000600	Prbi.g_00648	Syat.g_00380
OG0000601	Prbi.g_00649	Syat.g_00379
OG0000602	Prbi.g_00651	Syat.g_00375
OG0000603	Prbi.g_00652	Syat.g_00374
OG0000604	Prbi.g_00653	Syat.g_00372
OG0000605	Prbi.g_00654	Syat.g_00370
OG0000606	Prbi.g_00657	Syat.g_00367
OG0000607	Prbi.g_00660	Syat.g_00364
OG0000608	Prbi.g_00661	Syat.g_00363
OG0000609	Prbi.g_00662	Syat.g_00344
OG0000610	Prbi.g_00667	Syat.g_00399
OG0000611	Prbi.g_00670	Syat.g_00402
OG0000612	Prbi.g_00671	Syat.g_00403
OG0000613	Prbi.g_00676	Syat.g_02129
OG0000614	Prbi.g_00695	Syat.g_01084
OG0000615	Prbi.g_00704	Syat.g_00442
OG0000616	Prbi.g_00708	Syat.g_02397
OG0000617	Prbi.g_00751	Syat.g_00665
OG0000618	Prbi.g_00752	Syat.g_00666
OG0000619	Prbi.g_00753	Syat.g_00667
OG0000620	Prbi.g_00756	Syat.g_02591
OG0000621	Prbi.g_00757	Syat.g_02590
OG0000622	Prbi.g_00758	Syat.g_02572
OG0000623	Prbi.g_00759	Syat.g_00672
OG0000624	Prbi.g_00760	Syat.g_00673
OG0000625	Prbi.g_00761	Syat.g_00674
OG0000626	Prbi.g_00762	Syat.g_00675
OG0000627	Prbi.g_00763	Syat.g_00641
OG0000628	Prbi.g_00764	Syat.g_00640
OG0000629	Prbi.g_00765	Syat.g_00637
OG0000630	Prbi.g_00768	Syat.g_00631
OG0000631	Prbi.g_00838	Syat.g_00624
OG0000632	Prbi.g_00839	Syat.g_00623
OG0000633	Prbi.g_00840	Syat.g_00622
OG0000634	Prbi.g_00843	Syat.g_00475
OG0000635	Prbi.g_00844	Syat.g_00476
OG0000636	Prbi.g_00846	Syat.g_00478
OG0000637	Prbi.g_00848	Syat.g_00480
OG0000638	Prbi.g_00849	Syat.g_00481
OG0000639	Prbi.g_00850	Syat.g_00482
OG0000640	Prbi.g_00851	Syat.g_00483
OG0000641	Prbi.g_00855	Syat.g_00488
OG0000642	Prbi.g_00856	Syat.g_00489
OG0000643	Prbi.g_00857	Syat.g_00494
OG0000644	Prbi.g_00858	Syat.g_00495
OG0000645	Prbi.g_00859	Syat.g_00496
OG0000646	Prbi.g_00861	Syat.g_00499
OG0000647	Prbi.g_00862	Syat.g_00501
OG0000648	Prbi.g_00864	Syat.g_00504
OG0000649	Prbi.g_00865	Syat.g_00505
OG0000650	Prbi.g_00866	Syat.g_00506
OG0000651	Prbi.g_00867	Syat.g_00507
OG0000652	Prbi.g_00868	Syat.g_00508
OG0000653	Prbi.g_00870	Syat.g_00510
OG0000654	Prbi.g_00871	Syat.g_00514
OG0000655	Prbi.g_00872	Syat.g_00515
OG0000656	Prbi.g_00875	Syat.g_00518
OG0000657	Prbi.g_00883	Syat.g_00720
OG0000658	Prbi.g_00884	Syat.g_00723
OG0000659	Prbi.g_00885	Syat.g_00724
OG0000660	Prbi.g_00889	Syat.g_00740
OG0000661	Prbi.g_00891	Syat.g_00742
OG0000662	Prbi.g_00893	Syat.g_00746
OG0000663	Prbi.g_00895	Syat.g_00749
OG0000664	Prbi.g_00896	Syat.g_00752
OG0000665	Prbi.g_00900	Syat.g_03302
OG0000666	Prbi.g_00901	Syat.g_01415
OG0000667	Prbi.g_00905	Syat.g_00958, Syat.g_03278
OG0000668	Prbi.g_00934	Syat.g_00710
OG0000669	Prbi.g_00942	Syat.g_00416
OG0000670	Prbi.g_00944	Syat.g_00419
OG0000671	Prbi.g_00946	Syat.g_00421
OG0000672	Prbi.g_00949	Syat.g_00424
OG0000673	Prbi.g_00952	Syat.g_00430
OG0000674	Prbi.g_00954	Syat.g_00432
OG0000675	Prbi.g_00955	Syat.g_00433
OG0000676	Prbi.g_00957	Syat.g_00436
OG0000677	Prbi.g_00958	Syat.g_00437
OG0000678	Prbi.g_00960	Syat.g_00439
OG0000679	Prbi.g_00964	Syat.g_00448
OG0000680	Prbi.g_00965	Syat.g_00449
OG0000681	Prbi.g_00968	Syat.g_00452
OG0000682	Prbi.g_00969	Syat.g_00453
OG0000683	Prbi.g_00970	Syat.g_00454
OG0000684	Prbi.g_00971	Syat.g_00457
OG0000685	Prbi.g_00973	Syat.g_02571
OG0000686	Prbi.g_00974	Syat.g_00459
OG0000687	Prbi.g_00975	Syat.g_00460
OG0000688	Prbi.g_00978	Syat.g_00463
OG0000689	Prbi.g_00979	Syat.g_00465
OG0000690	Prbi.g_00980	Syat.g_00466
OG0000691	Prbi.g_00981	Syat.g_00467
OG0000692	Prbi.g_00983	Syat.g_00469
OG0000693	Prbi.g_00984	Syat.g_00471
OG0000694	Prbi.g_00985	Syat.g_00472
OG0000695	Prbi.g_00987	Syat.g_00619
OG0000696	Prbi.g_00988	Syat.g_00618
OG0000697	Prbi.g_00989	Syat.g_00616
OG0000698	Prbi.g_00992	Syat.g_00613
OG0000699	Prbi.g_00993	Syat.g_00611
OG0000700	Prbi.g_00994	Syat.g_00610
OG0000701	Prbi.g_00995	Syat.g_00609
OG0000702	Prbi.g_00997	Syat.g_00606
OG0000703	Prbi.g_00998	Syat.g_00601
OG0000704	Prbi.g_00999	Syat.g_00599
OG0000705	Prbi.g_01003	Syat.g_00592
OG0000706	Prbi.g_01004	Syat.g_00591
OG0000707	Prbi.g_01005	Syat.g_00590
OG0000708	Prbi.g_01006	Syat.g_00587
OG0000709	Prbi.g_01010	Syat.g_00573
OG0000710	Prbi.g_01013	Syat.g_00567
OG0000711	Prbi.g_01030	Syat.g_00539
OG0000712	Prbi.g_01032	Syat.g_00537
OG0000713	Prbi.g_01033	Syat.g_00536
OG0000714	Prbi.g_01034	Syat.g_00532
OG0000715	Prbi.g_01036	Syat.g_00530
OG0000716	Prbi.g_01038	Syat.g_00527
OG0000717	Prbi.g_01039	Syat.g_00526
OG0000718	Prbi.g_01055	Syat.g_00522
OG0000719	Prbi.g_01057	Syat.g_00712
OG0000720	Prbi.g_01066	Syat.g_00699
OG0000721	Prbi.g_01068	Syat.g_00697
OG0000722	Prbi.g_01069	Syat.g_00696
OG0000723	Prbi.g_01072	Syat.g_00686
OG0000724	Prbi.g_01081	Syat.g_00782
OG0000725	Prbi.g_01087	Syat.g_00810
OG0000726	Prbi.g_01088	Syat.g_00811
OG0000727	Prbi.g_01089	Syat.g_00812
OG0000728	Prbi.g_01091	Syat.g_00814
OG0000729	Prbi.g_01138	Syat.g_02224
OG0000730	Prbi.g_01142	Syat.g_01617
OG0000731	Prbi.g_01146	Syat.g_01605
OG0000732	Prbi.g_01155	Syat.g_02290
OG0000733	Prbi.g_01175	Syat.g_03285
OG0000734	Prbi.g_01192	Syat.g_01579
OG0000735	Prbi.g_01194	Syat.g_03235
OG0000736	Prbi.g_01195	Syat.g_03236
OG0000737	Prbi.g_01196	Syat.g_03237
OG0000738	Prbi.g_01200	Syat.g_03251
OG0000739	Prbi.g_01201	Syat.g_03252
OG0000740	Prbi.g_01202	Syat.g_03253
OG0000741	Prbi.g_01203	Syat.g_03256
OG0000742	Prbi.g_01206	Syat.g_03259
OG0000743	Prbi.g_01208	Syat.g_03262
OG0000744	Prbi.g_01209	Syat.g_03263
OG0000745	Prbi.g_01210	Syat.g_03266
OG0000746	Prbi.g_01212	Syat.g_00314
OG0000747	Prbi.g_01213	Syat.g_00313
OG0000748	Prbi.g_01216	Syat.g_00305
OG0000749	Prbi.g_01217	Syat.g_00303
OG0000750	Prbi.g_01218	Syat.g_00302
OG0000751	Prbi.g_01220	Syat.g_00296
OG0000752	Prbi.g_01222	Syat.g_00294
OG0000753	Prbi.g_01225	Syat.g_00291
OG0000754	Prbi.g_01228	Syat.g_00250
OG0000755	Prbi.g_01231	Syat.g_00217
OG0000756	Prbi.g_01232	Syat.g_00216
OG0000757	Prbi.g_01238	Syat.g_00205
OG0000758	Prbi.g_01239	Syat.g_00204
OG0000759	Prbi.g_01240	Syat.g_00203
OG0000760	Prbi.g_01241	Syat.g_00202
OG0000761	Prbi.g_01242	Syat.g_00201
OG0000762	Prbi.g_01243	Syat.g_00199
OG0000763	Prbi.g_01245	Syat.g_00924
OG0000764	Prbi.g_01246	Syat.g_00923
OG0000765	Prbi.g_01255	Syat.g_00897
OG0000766	Prbi.g_01256	Syat.g_00896
OG0000767	Prbi.g_01258	Syat.g_00894
OG0000768	Prbi.g_01259	Syat.g_00893
OG0000769	Prbi.g_01261	Syat.g_00891
OG0000770	Prbi.g_01263	Syat.g_00886
OG0000771	Prbi.g_01277	Syat.g_00788
OG0000772	Prbi.g_01363	Syat.g_01768
OG0000773	Prbi.g_01382	Syat.g_01114
OG0000774	Prbi.g_01384	Syat.g_01146
OG0000775	Prbi.g_01386	Syat.g_01148
OG0000776	Prbi.g_01387	Syat.g_01149
OG0000777	Prbi.g_01388	Syat.g_01150
OG0000778	Prbi.g_01389	Syat.g_01151
OG0000779	Prbi.g_01393	Syat.g_01154
OG0000780	Prbi.g_01394	Syat.g_01157
OG0000781	Prbi.g_01397	Syat.g_01161
OG0000782	Prbi.g_01398	Syat.g_01162
OG0000783	Prbi.g_01399	Syat.g_01163
OG0000784	Prbi.g_01400	Syat.g_01164
OG0000785	Prbi.g_01402	Syat.g_01166
OG0000786	Prbi.g_01404	Syat.g_01170
OG0000787	Prbi.g_01405	Syat.g_01171
OG0000788	Prbi.g_01426	Syat.g_00087
OG0000789	Prbi.g_01429	Syat.g_00845
OG0000790	Prbi.g_01444	Syat.g_01300
OG0000791	Prbi.g_01446	Syat.g_01302
OG0000792	Prbi.g_01447	Syat.g_01303
OG0000793	Prbi.g_01450	Syat.g_01412
OG0000794	Prbi.g_01451	Syat.g_01414
OG0000795	Prbi.g_01452	Syat.g_01416
OG0000796	Prbi.g_01456	Syat.g_01422
OG0000797	Prbi.g_01457	Syat.g_01423
OG0000799	Prbi.g_01571	Syat.g_01256
OG0000800	Prbi.g_01572	Syat.g_01255
OG0000801	Prbi.g_01573	Syat.g_01253
OG0000802	Prbi.g_01575	Syat.g_01245
OG0000803	Prbi.g_01577	Syat.g_01241
OG0000804	Prbi.g_01578	Syat.g_01238
OG0000805	Prbi.g_01580	Syat.g_01236
OG0000806	Prbi.g_01582	Syat.g_01234
OG0000807	Prbi.g_01583	Syat.g_01233
OG0000808	Prbi.g_01584	Syat.g_01232
OG0000809	Prbi.g_01587	Syat.g_01229
OG0000810	Prbi.g_01588	Syat.g_01228
OG0000811	Prbi.g_01594	Syat.g_01186
OG0000812	Prbi.g_01596	Syat.g_01182
OG0000813	Prbi.g_01597	Syat.g_01181
OG0000814	Prbi.g_01599	Syat.g_01179
OG0000815	Prbi.g_01600	Syat.g_01177
OG0000816	Prbi.g_01602	Syat.g_01175
OG0000817	Prbi.g_01603	Syat.g_01279
OG0000818	Prbi.g_01608	Syat.g_01325
OG0000819	Prbi.g_01609	Syat.g_01326
OG0000820	Prbi.g_01610	Syat.g_01327
OG0000821	Prbi.g_01613	Syat.g_01333
OG0000822	Prbi.g_01614	Syat.g_01335
OG0000823	Prbi.g_01615	Syat.g_01336
OG0000824	Prbi.g_01618	Syat.g_01342
OG0000825	Prbi.g_01619	Syat.g_01343
OG0000826	Prbi.g_01620	Syat.g_01344
OG0000827	Prbi.g_01621	Syat.g_01345
OG0000828	Prbi.g_01624	Syat.g_01348
OG0000829	Prbi.g_01625	Syat.g_01349
OG0000830	Prbi.g_01626	Syat.g_01350
OG0000831	Prbi.g_01628	Syat.g_01353
OG0000832	Prbi.g_01634	Syat.g_02982
OG0000833	Prbi.g_01642	Syat.g_03072
OG0000834	Prbi.g_01643	Syat.g_03073
OG0000835	Prbi.g_01644	Syat.g_03075
OG0000836	Prbi.g_01645	Syat.g_03078
OG0000837	Prbi.g_01646	Syat.g_03079
OG0000838	Prbi.g_01648	Syat.g_03083
OG0000839	Prbi.g_01649	Syat.g_03084
OG0000840	Prbi.g_01650	Syat.g_03085
OG0000841	Prbi.g_01651	Syat.g_03086
OG0000842	Prbi.g_01652	Syat.g_03087
OG0000843	Prbi.g_01653	Syat.g_03088
OG0000844	Prbi.g_01654	Syat.g_03090
OG0000845	Prbi.g_01655	Syat.g_03091
OG0000846	Prbi.g_01656	Syat.g_03092
OG0000847	Prbi.g_01657	Syat.g_03093
OG0000848	Prbi.g_01658	Syat.g_03095
OG0000849	Prbi.g_01659	Syat.g_03096
OG0000850	Prbi.g_01661	Syat.g_03098
OG0000851	Prbi.g_01662	Syat.g_03101
OG0000852	Prbi.g_01663	Syat.g_03102
OG0000853	Prbi.g_01667	Syat.g_03106
OG0000854	Prbi.g_01669	Syat.g_03108
OG0000855	Prbi.g_01670	Syat.g_03109
OG0000856	Prbi.g_01685	Syat.g_03305
OG0000857	Prbi.g_01711	Syat.g_00500
OG0000858	Prbi.g_01781	Syat.g_03114
OG0000859	Prbi.g_01782	Syat.g_03115
OG0000860	Prbi.g_01789	Syat.g_03126
OG0000861	Prbi.g_01790	Syat.g_03127
OG0000862	Prbi.g_01791	Syat.g_03136
OG0000863	Prbi.g_01793	Syat.g_03138
OG0000864	Prbi.g_01794	Syat.g_03139
OG0000865	Prbi.g_01795	Syat.g_03140
OG0000866	Prbi.g_01796	Syat.g_03141
OG0000867	Prbi.g_01797	Syat.g_03142
OG0000868	Prbi.g_01798	Syat.g_03067
OG0000869	Prbi.g_01802	Syat.g_03054
OG0000870	Prbi.g_01807	Syat.g_03049
OG0000871	Prbi.g_01808	Syat.g_03048
OG0000872	Prbi.g_01809	Syat.g_03042
OG0000873	Prbi.g_01812	Syat.g_03039
OG0000874	Prbi.g_01815	Syat.g_03037
OG0000875	Prbi.g_01816	Syat.g_03035
OG0000876	Prbi.g_01817	Syat.g_00745
OG0000877	Prbi.g_01819	Syat.g_03024
OG0000878	Prbi.g_01820	Syat.g_03023
OG0000879	Prbi.g_01821	Syat.g_03022
OG0000880	Prbi.g_01822	Syat.g_03021
OG0000881	Prbi.g_01826	Syat.g_03016
OG0000882	Prbi.g_01831	Syat.g_03011
OG0000883	Prbi.g_01832	Syat.g_03007
OG0000884	Prbi.g_01834	Syat.g_03005
OG0000885	Prbi.g_01835	Syat.g_03004
OG0000886	Prbi.g_01836	Syat.g_03003
OG0000887	Prbi.g_01837	Syat.g_03002
OG0000888	Prbi.g_01839	Syat.g_03000
OG0000889	Prbi.g_01841	Syat.g_02997
OG0000890	Prbi.g_01842	Syat.g_02994
OG0000891	Prbi.g_01843	Syat.g_02993
OG0000892	Prbi.g_01845	Syat.g_02992
OG0000893	Prbi.g_01848	Syat.g_01864
OG0000894	Prbi.g_01850	Syat.g_01860
OG0000895	Prbi.g_01853	Syat.g_01856
OG0000896	Prbi.g_01854	Syat.g_01855
OG0000897	Prbi.g_01856	Syat.g_01853
OG0000898	Prbi.g_01857	Syat.g_01852
OG0000899	Prbi.g_01858	Syat.g_01851
OG0000900	Prbi.g_01859	Syat.g_01850
OG0000901	Prbi.g_01863	Syat.g_01845
OG0000902	Prbi.g_01865	Syat.g_01843
OG0000903	Prbi.g_01868	Syat.g_01830
OG0000904	Prbi.g_01870	Syat.g_01834
OG0000905	Prbi.g_01875	Syat.g_01839
OG0000906	Prbi.g_01876	Syat.g_01841
OG0000907	Prbi.g_01896	Syat.g_01828
OG0000908	Prbi.g_01899	Syat.g_01825
OG0000909	Prbi.g_01900	Syat.g_01824
OG0000910	Prbi.g_01901	Syat.g_01823
OG0000911	Prbi.g_01903	Syat.g_01821
OG0000912	Prbi.g_01904	Syat.g_01820
OG0000913	Prbi.g_01905	Syat.g_01819
OG0000914	Prbi.g_01906	Syat.g_01818
OG0000915	Prbi.g_01907	Syat.g_01816
OG0000916	Prbi.g_01908	Syat.g_01815
OG0000917	Prbi.g_01909	Syat.g_01814
OG0000918	Prbi.g_01910	Syat.g_01813
OG0000919	Prbi.g_01911	Syat.g_01812
OG0000920	Prbi.g_01912	Syat.g_01811
OG0000921	Prbi.g_01913	Syat.g_01810
OG0000922	Prbi.g_01914	Syat.g_01809
OG0000923	Prbi.g_01918	Syat.g_01805
OG0000924	Prbi.g_01919	Syat.g_01804
OG0000925	Prbi.g_01920	Syat.g_01803
OG0000926	Prbi.g_01921	Syat.g_01802
OG0000927	Prbi.g_01923	Syat.g_01800
OG0000928	Prbi.g_01924	Syat.g_01799
OG0000929	Prbi.g_01925	Syat.g_01798
OG0000930	Prbi.g_01926	Syat.g_01797
OG0000931	Prbi.g_01927	Syat.g_01796
OG0000932	Prbi.g_01928	Syat.g_01794
OG0000933	Prbi.g_01932	Syat.g_01788
OG0000934	Prbi.g_01934	Syat.g_01786
OG0000935	Prbi.g_01935	Syat.g_01665
OG0000936	Prbi.g_01936	Syat.g_01664
OG0000937	Prbi.g_01937	Syat.g_01663
OG0000938	Prbi.g_01939	Syat.g_01659
OG0000939	Prbi.g_01940	Syat.g_01658
OG0000940	Prbi.g_01947	Syat.g_01651
OG0000941	Prbi.g_01949	Syat.g_01649
OG0000942	Prbi.g_01951	Syat.g_01647
OG0000943	Prbi.g_01952	Syat.g_01646
OG0000944	Prbi.g_01953	Syat.g_01644
OG0000945	Prbi.g_01954	Syat.g_01643
OG0000946	Prbi.g_01958	Syat.g_01633
OG0000947	Prbi.g_01960	Syat.g_01630
OG0000948	Prbi.g_01961	Syat.g_01629
OG0000949	Prbi.g_01964	Syat.g_02142
OG0000950	Prbi.g_01969	Syat.g_02152
OG0000951	Prbi.g_01973	Syat.g_02157
OG0000952	Prbi.g_01977	Syat.g_02162
OG0000953	Prbi.g_01980	Syat.g_02166
OG0000954	Prbi.g_01984	Syat.g_02187
OG0000955	Prbi.g_01985	Syat.g_02188
OG0000956	Prbi.g_01987	Syat.g_02191
OG0000957	Prbi.g_01992	Syat.g_02204
OG0000958	Prbi.g_01993	Syat.g_02205
OG0000959	Prbi.g_01997	Syat.g_02212
OG0000960	Prbi.g_01998	Syat.g_02213
OG0000961	Prbi.g_02000	Syat.g_02873
OG0000962	Prbi.g_02002	Syat.g_02223
OG0000963	Prbi.g_02006	Syat.g_02226
OG0000964	Prbi.g_02007	Syat.g_02227
OG0000965	Prbi.g_02008	Syat.g_02228
OG0000966	Prbi.g_02027	Syat.g_02259
OG0000967	Prbi.g_02032	Syat.g_02263
OG0000968	Prbi.g_02034	Syat.g_02269
OG0000969	Prbi.g_02035	Syat.g_02271
OG0000970	Prbi.g_02036	Syat.g_02272
OG0000971	Prbi.g_02037	Syat.g_02274
OG0000972	Prbi.g_02038	Syat.g_02275
OG0000973	Prbi.g_02039	Syat.g_02276
OG0000974	Prbi.g_02040	Syat.g_02277
OG0000975	Prbi.g_02041	Syat.g_02278
OG0000976	Prbi.g_02042	Syat.g_02279
OG0000977	Prbi.g_02043	Syat.g_02281
OG0000978	Prbi.g_02044	Syat.g_02283
OG0000979	Prbi.g_02047	Syat.g_02286
OG0000980	Prbi.g_02049	Syat.g_02289
OG0000981	Prbi.g_02051	Syat.g_02292
OG0000982	Prbi.g_02053	Syat.g_02691
OG0000983	Prbi.g_02054	Syat.g_02690
OG0000984	Prbi.g_02055	Syat.g_02689
OG0000985	Prbi.g_02058	Syat.g_02685
OG0000986	Prbi.g_02060	Syat.g_02680
OG0000987	Prbi.g_02061	Syat.g_02678
OG0000988	Prbi.g_02064	Syat.g_02672
OG0000989	Prbi.g_02068	Syat.g_02657
OG0000990	Prbi.g_02071	Syat.g_02500
OG0000991	Prbi.g_02072	Syat.g_02503
OG0000992	Prbi.g_02074	Syat.g_02507
OG0000993	Prbi.g_02075	Syat.g_02508
OG0000994	Prbi.g_02076	Syat.g_02512
OG0000995	Prbi.g_02080	Syat.g_02517
OG0000996	Prbi.g_02081	Syat.g_02446
OG0000997	Prbi.g_02082	Syat.g_02417
OG0000998	Prbi.g_02084	Syat.g_02415
OG0000999	Prbi.g_02085	Syat.g_02414
OG0001001	Prbi.g_02090	Syat.g_02400
OG0001002	Prbi.g_02094	Syat.g_02394
OG0001003	Prbi.g_02095	Syat.g_02392
OG0001004	Prbi.g_02096	Syat.g_02391
OG0001005	Prbi.g_02097	Syat.g_02390
OG0001006	Prbi.g_02101	Syat.g_02378
OG0001007	Prbi.g_02103	Syat.g_02376
OG0001008	Prbi.g_00438	Syat.g_02971
OG0001009	Prbi.g_00027	Syat.g_02311
OG0001010	Prbi.g_00028	Syat.g_02310
OG0001011	Prbi.g_00029	Syat.g_02308
OG0001012	Prbi.g_00052	Syat.g_01004
OG0001013	Prbi.g_00059	Syat.g_02716
OG0001014	Prbi.g_00062	Syat.g_02721
OG0001015	Prbi.g_00063	Syat.g_02722
OG0001016	Prbi.g_00080	Syat.g_01474
OG0001017	Prbi.g_00084	Syat.g_01480
OG0001018	Prbi.g_00087	Syat.g_01482
OG0001019	Prbi.g_00096	Syat.g_01532
OG0001020	Prbi.g_00097	Syat.g_01539
OG0001021	Prbi.g_00098	Syat.g_01552
OG0001022	Prbi.g_00101	Syat.g_01555
OG0001023	Prbi.g_00102	Syat.g_01556
OG0001024	Prbi.g_00105	Syat.g_01560
OG0001025	Prbi.g_00111	Syat.g_01566
OG0001026	Prbi.g_00118	Syat.g_01582
OG0001027	Prbi.g_00119	Syat.g_02947
OG0001028	Prbi.g_00121	Syat.g_02944
OG0001029	Prbi.g_00123	Syat.g_02942
OG0001030	Prbi.g_00138	Syat.g_02922
OG0001031	Prbi.g_00210	Syat.g_02836
OG0001032	Prbi.g_00211	Syat.g_02834
OG0001033	Prbi.g_00232	Syat.g_02784
OG0001034	Prbi.g_00260	Syat.g_01448
OG0001035	Prbi.g_00278	Syat.g_01885
OG0001036	Prbi.g_00283	Syat.g_01939
OG0001037	Prbi.g_00284	Syat.g_01941
OG0001038	Prbi.g_00302	Syat.g_02058
OG0001039	Prbi.g_00305	Syat.g_02061
OG0001040	Prbi.g_00307	Syat.g_02064
OG0001041	Prbi.g_00311	Syat.g_02070
OG0001042	Prbi.g_00328	Syat.g_02100
OG0001043	Prbi.g_00329	Syat.g_02103
OG0001044	Prbi.g_00357	Syat.g_01615
OG0001045	Prbi.g_00366	Syat.g_01602
OG0001046	Prbi.g_00403	Syat.g_00552
OG0001047	Prbi.g_00440	Syat.g_02973
OG0001048	Prbi.g_00441	Syat.g_02974
OG0001049	Prbi.g_00443	Syat.g_01290
OG0001050	Prbi.g_00444	Syat.g_01289
OG0001051	Prbi.g_00445	Syat.g_01288
OG0001052	Prbi.g_00474	Syat.g_01375
OG0001053	Prbi.g_00486	Syat.g_03173
OG0001054	Prbi.g_00501	Syat.g_03192
OG0001055	Prbi.g_00520	Syat.g_03224
OG0001056	Prbi.g_00539	Syat.g_03275
OG0001057	Prbi.g_00544	Syat.g_00102
OG0001058	Prbi.g_00552	Syat.g_00079
OG0001059	Prbi.g_00556	Syat.g_00075
OG0001061	Prbi.g_00576	Syat.g_00051
OG0001062	Prbi.g_00578	Syat.g_00048
OG0001063	Prbi.g_00580	Syat.g_00042
OG0001064	Prbi.g_00581	Syat.g_00041
OG0001065	Prbi.g_00582	Syat.g_00040
OG0001066	Prbi.g_00583	Syat.g_00039
OG0001067	Prbi.g_00584	Syat.g_00038
OG0001068	Prbi.g_00585	Syat.g_00037
OG0001069	Prbi.g_00586	Syat.g_00036
OG0001070	Prbi.g_00589	Syat.g_00032
OG0001071	Prbi.g_00590	Syat.g_00031
OG0001072	Prbi.g_00592	Syat.g_00028
OG0001073	Prbi.g_00606	Syat.g_00009
OG0001074	Prbi.g_00617	Syat.g_01015
OG0001075	Prbi.g_00618	Syat.g_01037
OG0001076	Prbi.g_00626	Syat.g_03315
OG0001077	Prbi.g_00630	Syat.g_03290
OG0001078	Prbi.g_00639	Syat.g_00118
OG0001079	Prbi.g_00650	Syat.g_00378
OG0001080	Prbi.g_00656	Syat.g_00368
OG0001081	Prbi.g_00658	Syat.g_00366
OG0001082	Prbi.g_00659	Syat.g_00365
OG0001083	Prbi.g_00664	Syat.g_00390
OG0001084	Prbi.g_00665	Syat.g_00391
OG0001085	Prbi.g_00673	Syat.g_00408
OG0001086	Prbi.g_00674	Syat.g_00410
OG0001087	Prbi.g_00691	Syat.g_03277
OG0001088	Prbi.g_00692	Syat.g_02496
OG0001089	Prbi.g_00700	Syat.g_00818
OG0001090	Prbi.g_00746	Syat.g_00659
OG0001091	Prbi.g_00748	Syat.g_00661
OG0001092	Prbi.g_00749	Syat.g_00663
OG0001093	Prbi.g_00754	Syat.g_00669
OG0001094	Prbi.g_00841	Syat.g_00473
OG0001095	Prbi.g_00860	Syat.g_00497
OG0001096	Prbi.g_00873	Syat.g_00516
OG0001097	Prbi.g_00892	Syat.g_00743
OG0001098	Prbi.g_00907	Syat.g_01672
OG0001099	Prbi.g_00939	Syat.g_02943
OG0001100	Prbi.g_00943	Syat.g_00418
OG0001101	Prbi.g_00945	Syat.g_00420
OG0001102	Prbi.g_00948	Syat.g_00423
OG0001103	Prbi.g_00950	Syat.g_00425
OG0001104	Prbi.g_00972	Syat.g_00458
OG0001105	Prbi.g_00976	Syat.g_00461
OG0001106	Prbi.g_01000	Syat.g_00598
OG0001107	Prbi.g_01007	Syat.g_00580
OG0001108	Prbi.g_01011	Syat.g_00570
OG0001109	Prbi.g_01012	Syat.g_00568
OG0001110	Prbi.g_01014	Syat.g_00566
OG0001111	Prbi.g_01015	Syat.g_00564
OG0001112	Prbi.g_01016	Syat.g_00562
OG0001113	Prbi.g_01017	Syat.g_00561
OG0001114	Prbi.g_01018	Syat.g_00560
OG0001115	Prbi.g_01020	Syat.g_00557
OG0001116	Prbi.g_01021	Syat.g_00555
OG0001117	Prbi.g_01022	Syat.g_00554
OG0001118	Prbi.g_01023	Syat.g_00553
OG0001119	Prbi.g_01024	Syat.g_00551
OG0001120	Prbi.g_01026	Syat.g_00546
OG0001122	Prbi.g_01058	Syat.g_00711
OG0001123	Prbi.g_01062	Syat.g_00704
OG0001124	Prbi.g_01064	Syat.g_00702
OG0001125	Prbi.g_01065	Syat.g_00700
OG0001126	Prbi.g_01075	Syat.g_00790
OG0001127	Prbi.g_01076	Syat.g_00789
OG0001128	Prbi.g_01078	Syat.g_00786
OG0001129	Prbi.g_01079	Syat.g_00784
