Orthogroup	Prbi	Syaq
OG0000548	Prbi.g_00519	Syaq.g_01814
OG0000549	Prbi.g_00521	Syaq.g_01819
OG0000550	Prbi.g_00526	Syaq.g_01824
OG0000551	Prbi.g_00530	Syaq.g_01829
OG0000552	Prbi.g_00531	Syaq.g_01830
OG0000553	Prbi.g_00532	Syaq.g_01834
OG0000554	Prbi.g_00537	Syaq.g_01839
OG0000555	Prbi.g_00545	Syaq.g_01857
OG0000556	Prbi.g_00547	Syaq.g_01925
OG0000557	Prbi.g_00548	Syaq.g_01927
OG0000558	Prbi.g_00550	Syaq.g_01929
OG0000559	Prbi.g_00554	Syaq.g_01933
OG0000560	Prbi.g_00557	Syaq.g_01936
OG0000561	Prbi.g_00558	Syaq.g_01937
OG0000562	Prbi.g_00559	Syaq.g_01938
OG0000563	Prbi.g_00560	Syaq.g_01939
OG0000564	Prbi.g_00561	Syaq.g_01940
OG0000565	Prbi.g_00564	Syaq.g_01943
OG0000566	Prbi.g_00566	Syaq.g_01947
OG0000567	Prbi.g_00570	Syaq.g_01951
OG0000568	Prbi.g_00571	Syaq.g_01954
OG0000569	Prbi.g_00572	Syaq.g_01955
OG0000570	Prbi.g_00573	Syaq.g_01956
OG0000571	Prbi.g_00575	Syaq.g_01960
OG0000572	Prbi.g_00588	Syaq.g_01977
OG0000573	Prbi.g_00594	Syaq.g_01985
OG0000574	Prbi.g_00595	Syaq.g_01986
OG0000575	Prbi.g_00599	Syaq.g_01991
OG0000576	Prbi.g_00601	Syaq.g_01993
OG0000577	Prbi.g_00602	Syaq.g_01994
OG0000578	Prbi.g_00603	Syaq.g_01995
OG0000579	Prbi.g_00604	Syaq.g_01996
OG0000580	Prbi.g_00605	Syaq.g_01997
OG0000581	Prbi.g_00607	Syaq.g_02003
OG0000582	Prbi.g_00610	Syaq.g_02012
OG0000583	Prbi.g_00611	Syaq.g_02013
OG0000584	Prbi.g_00612	Syaq.g_02014
OG0000585	Prbi.g_00614	Syaq.g_02017
OG0000586	Prbi.g_00615	Syaq.g_02018
OG0000587	Prbi.g_00616	Syaq.g_02020
OG0000588	Prbi.g_00620	Syaq.g_02043
OG0000589	Prbi.g_00623	Syaq.g_02057
OG0000590	Prbi.g_00624	Syaq.g_02058
OG0000591	Prbi.g_00627	Syaq.g_02066
OG0000592	Prbi.g_00628	Syaq.g_02067
OG0000593	Prbi.g_00635	Syaq.g_02078
OG0000594	Prbi.g_00636	Syaq.g_02079
OG0000595	Prbi.g_00637	Syaq.g_02080
OG0000596	Prbi.g_00641	Syaq.g_02085
OG0000597	Prbi.g_00643	Syaq.g_02088
OG0000598	Prbi.g_00644	Syaq.g_02089
OG0000599	Prbi.g_00647	Syaq.g_02096
OG0000600	Prbi.g_00648	Syaq.g_02097
OG0000601	Prbi.g_00649	Syaq.g_02098
OG0000602	Prbi.g_00651	Syaq.g_02104
OG0000603	Prbi.g_00652	Syaq.g_02105
OG0000604	Prbi.g_00653	Syaq.g_02107
OG0000605	Prbi.g_00654	Syaq.g_02151
OG0000606	Prbi.g_00657	Syaq.g_02231
OG0000607	Prbi.g_00660	Syaq.g_02234
OG0000608	Prbi.g_00661	Syaq.g_02235
OG0000609	Prbi.g_00662	Syaq.g_02237
OG0000610	Prbi.g_00667	Syaq.g_02244
OG0000611	Prbi.g_00670	Syaq.g_02247
OG0000612	Prbi.g_00671	Syaq.g_02248
OG0000613	Prbi.g_00676	Syaq.g_00885
OG0000614	Prbi.g_00695	Syaq.g_02588
OG0000615	Prbi.g_00704	Syaq.g_02302
OG0000616	Prbi.g_00708	Syaq.g_01168
OG0000617	Prbi.g_00751	Syaq.g_00031
OG0000618	Prbi.g_00752	Syaq.g_00032
OG0000619	Prbi.g_00753	Syaq.g_00033
OG0000620	Prbi.g_00756	Syaq.g_00038
OG0000621	Prbi.g_00757	Syaq.g_00039
OG0000622	Prbi.g_00758	Syaq.g_00040
OG0000623	Prbi.g_00759	Syaq.g_00041
OG0000624	Prbi.g_00760	Syaq.g_00042
OG0000625	Prbi.g_00761	Syaq.g_00043
OG0000626	Prbi.g_00762	Syaq.g_00044
OG0000627	Prbi.g_00763	Syaq.g_02425
OG0000628	Prbi.g_00764	Syaq.g_02426
OG0000629	Prbi.g_00765	Syaq.g_02429
OG0000630	Prbi.g_00768	Syaq.g_02433
OG0000631	Prbi.g_00838	Syaq.g_02441
OG0000632	Prbi.g_00839	Syaq.g_02442
OG0000633	Prbi.g_00840	Syaq.g_02444
OG0000634	Prbi.g_00843	Syaq.g_02336
OG0000635	Prbi.g_00844	Syaq.g_02337
OG0000636	Prbi.g_00846	Syaq.g_02339
OG0000637	Prbi.g_00848	Syaq.g_02341
OG0000638	Prbi.g_00849	Syaq.g_02342
OG0000639	Prbi.g_00850	Syaq.g_02343
OG0000640	Prbi.g_00851	Syaq.g_02344
OG0000641	Prbi.g_00855	Syaq.g_02348
OG0000642	Prbi.g_00856	Syaq.g_02349
OG0000643	Prbi.g_00857	Syaq.g_02350
OG0000644	Prbi.g_00858	Syaq.g_02351
OG0000645	Prbi.g_00859	Syaq.g_02353
OG0000646	Prbi.g_00861	Syaq.g_02356
OG0000647	Prbi.g_00862	Syaq.g_02358
OG0000648	Prbi.g_00864	Syaq.g_02360
OG0000649	Prbi.g_00865	Syaq.g_02361
OG0000650	Prbi.g_00866	Syaq.g_02362
OG0000651	Prbi.g_00867	Syaq.g_02363
OG0000652	Prbi.g_00868	Syaq.g_02364
OG0000653	Prbi.g_00870	Syaq.g_02367
OG0000654	Prbi.g_00871	Syaq.g_02368
OG0000655	Prbi.g_00872	Syaq.g_02369
OG0000656	Prbi.g_00875	Syaq.g_02372
OG0000657	Prbi.g_00883	Syaq.g_02382
OG0000658	Prbi.g_00884	Syaq.g_02385
OG0000659	Prbi.g_00885	Syaq.g_02386
OG0000660	Prbi.g_00889	Syaq.g_02390
OG0000661	Prbi.g_00891	Syaq.g_02392
OG0000662	Prbi.g_00893	Syaq.g_02394
OG0000663	Prbi.g_00895	Syaq.g_02397
OG0000664	Prbi.g_00896	Syaq.g_02400
OG0000665	Prbi.g_00900	Syaq.g_02124
OG0000666	Prbi.g_00901	Syaq.g_02117
OG0000667	Prbi.g_00905	Syaq.g_02222
OG0000668	Prbi.g_00934	Syaq.g_00068
OG0000669	Prbi.g_00942	Syaq.g_02260
OG0000670	Prbi.g_00944	Syaq.g_00079
OG0000671	Prbi.g_00946	Syaq.g_02264
OG0000672	Prbi.g_00949	Syaq.g_02267
OG0000673	Prbi.g_00952	Syaq.g_02270
OG0000674	Prbi.g_00954	Syaq.g_02272
OG0000675	Prbi.g_00955	Syaq.g_02273
OG0000676	Prbi.g_00957	Syaq.g_02275
OG0000677	Prbi.g_00958	Syaq.g_02276
OG0000678	Prbi.g_00960	Syaq.g_02282
OG0000679	Prbi.g_00964	Syaq.g_02305
OG0000680	Prbi.g_00965	Syaq.g_02306
OG0000681	Prbi.g_00968	Syaq.g_02309
OG0000682	Prbi.g_00969	Syaq.g_02310
OG0000683	Prbi.g_00970	Syaq.g_02311
OG0000684	Prbi.g_00971	Syaq.g_02315
OG0000685	Prbi.g_00973	Syaq.g_02317
OG0000686	Prbi.g_00974	Syaq.g_02318
OG0000687	Prbi.g_00975	Syaq.g_02319
OG0000688	Prbi.g_00978	Syaq.g_02325
OG0000689	Prbi.g_00979	Syaq.g_02327
OG0000690	Prbi.g_00980	Syaq.g_02328
OG0000691	Prbi.g_00981	Syaq.g_02329
OG0000692	Prbi.g_00983	Syaq.g_02330
OG0000693	Prbi.g_00984	Syaq.g_02332
OG0000694	Prbi.g_00985	Syaq.g_02333
OG0000695	Prbi.g_00987	Syaq.g_02446
OG0000696	Prbi.g_00988	Syaq.g_02447
OG0000697	Prbi.g_00989	Syaq.g_02448
OG0000698	Prbi.g_00992	Syaq.g_02451
OG0000699	Prbi.g_00993	Syaq.g_02452
OG0000700	Prbi.g_00994	Syaq.g_02453
OG0000701	Prbi.g_00995	Syaq.g_02454
OG0000702	Prbi.g_00997	Syaq.g_02467
OG0000703	Prbi.g_00998	Syaq.g_02468
OG0000704	Prbi.g_00999	Syaq.g_02470
OG0000705	Prbi.g_01003	Syaq.g_02477
OG0000706	Prbi.g_01004	Syaq.g_02478
OG0000707	Prbi.g_01005	Syaq.g_02479
OG0000708	Prbi.g_01006	Syaq.g_02482
OG0000709	Prbi.g_01010	Syaq.g_02490
OG0000710	Prbi.g_01013	Syaq.g_02494
OG0000711	Prbi.g_01030	Syaq.g_02521
OG0000712	Prbi.g_01032	Syaq.g_02523
OG0000713	Prbi.g_01033	Syaq.g_02524
OG0000714	Prbi.g_01034	Syaq.g_02527
OG0000715	Prbi.g_01036	Syaq.g_02529
OG0000716	Prbi.g_01038	Syaq.g_02533
OG0000717	Prbi.g_01039	Syaq.g_02534
OG0000718	Prbi.g_01055	Syaq.g_00072
OG0000719	Prbi.g_01057	Syaq.g_00070
OG0000720	Prbi.g_01066	Syaq.g_00057
OG0000721	Prbi.g_01068	Syaq.g_00055
OG0000722	Prbi.g_01069	Syaq.g_00054
OG0000723	Prbi.g_01072	Syaq.g_00046
OG0000724	Prbi.g_01081	Syaq.g_02685
OG0000725	Prbi.g_01087	Syaq.g_02676
OG0000726	Prbi.g_01088	Syaq.g_02675
OG0000727	Prbi.g_01089	Syaq.g_02674
OG0000728	Prbi.g_01091	Syaq.g_02672
OG0000729	Prbi.g_01138	Syaq.g_01046
OG0000730	Prbi.g_01142	Syaq.g_00561
OG0000731	Prbi.g_01146	Syaq.g_00550
OG0000732	Prbi.g_01155	Syaq.g_01098
OG0000733	Prbi.g_01175	Syaq.g_01232
OG0000734	Prbi.g_01192	Syaq.g_01479
OG0000735	Prbi.g_01194	Syaq.g_00266
OG0000736	Prbi.g_01195	Syaq.g_00265
OG0000737	Prbi.g_01196	Syaq.g_00264
OG0000738	Prbi.g_01200	Syaq.g_00258
OG0000739	Prbi.g_01201	Syaq.g_00257
OG0000740	Prbi.g_01202	Syaq.g_00256
OG0000741	Prbi.g_01203	Syaq.g_00253
OG0000742	Prbi.g_01206	Syaq.g_00250
OG0000743	Prbi.g_01208	Syaq.g_00248
OG0000744	Prbi.g_01209	Syaq.g_00247
OG0000745	Prbi.g_01210	Syaq.g_00245
OG0000746	Prbi.g_01212	Syaq.g_00242
OG0000747	Prbi.g_01213	Syaq.g_00241
OG0000748	Prbi.g_01216	Syaq.g_00227
OG0000749	Prbi.g_01217	Syaq.g_00226
OG0000750	Prbi.g_01218	Syaq.g_00225
OG0000751	Prbi.g_01220	Syaq.g_00219
OG0000752	Prbi.g_01222	Syaq.g_00217
OG0000753	Prbi.g_01225	Syaq.g_00214
OG0000754	Prbi.g_01228	Syaq.g_00209
OG0000755	Prbi.g_01231	Syaq.g_00198
OG0000756	Prbi.g_01232	Syaq.g_00197
OG0000757	Prbi.g_01238	Syaq.g_00190
OG0000758	Prbi.g_01239	Syaq.g_00189
OG0000759	Prbi.g_01240	Syaq.g_00188
OG0000760	Prbi.g_01241	Syaq.g_00187
OG0000761	Prbi.g_01242	Syaq.g_00186
OG0000762	Prbi.g_01243	Syaq.g_00183
OG0000763	Prbi.g_01245	Syaq.g_00181
OG0000764	Prbi.g_01246	Syaq.g_00180
OG0000765	Prbi.g_01255	Syaq.g_00157
OG0000766	Prbi.g_01256	Syaq.g_00156
OG0000767	Prbi.g_01258	Syaq.g_00154
OG0000768	Prbi.g_01259	Syaq.g_00153
OG0000769	Prbi.g_01261	Syaq.g_00151
OG0000770	Prbi.g_01263	Syaq.g_00148
OG0000771	Prbi.g_01277	Syaq.g_02691
OG0000772	Prbi.g_01363	Syaq.g_01887
OG0000773	Prbi.g_01382	Syaq.g_00283
OG0000774	Prbi.g_01384	Syaq.g_00288
OG0000775	Prbi.g_01386	Syaq.g_00290
OG0000776	Prbi.g_01387	Syaq.g_00291
OG0000777	Prbi.g_01388	Syaq.g_00292
OG0000778	Prbi.g_01389	Syaq.g_00293
OG0000779	Prbi.g_01393	Syaq.g_00299
OG0000780	Prbi.g_01394	Syaq.g_00304
OG0000781	Prbi.g_01397	Syaq.g_00308
OG0000782	Prbi.g_01398	Syaq.g_00309
OG0000783	Prbi.g_01399	Syaq.g_00310
OG0000784	Prbi.g_01400	Syaq.g_00311
OG0000785	Prbi.g_01402	Syaq.g_00313
OG0000786	Prbi.g_01404	Syaq.g_00328
OG0000787	Prbi.g_01405	Syaq.g_00329
OG0000788	Prbi.g_01426	Syaq.g_02099
OG0000789	Prbi.g_01429	Syaq.g_02123
OG0000790	Prbi.g_01444	Syaq.g_01758
OG0000791	Prbi.g_01446	Syaq.g_01756
OG0000792	Prbi.g_01447	Syaq.g_01755
OG0000793	Prbi.g_01450	Syaq.g_01750
OG0000794	Prbi.g_01451	Syaq.g_01749
OG0000795	Prbi.g_01452	Syaq.g_01748
OG0000796	Prbi.g_01456	Syaq.g_01744
OG0000797	Prbi.g_01457	Syaq.g_01743
OG0000799	Prbi.g_01571	Syaq.g_00341
OG0000800	Prbi.g_01572	Syaq.g_00342
OG0000801	Prbi.g_01573	Syaq.g_00343
OG0000802	Prbi.g_01575	Syaq.g_00350
OG0000803	Prbi.g_01577	Syaq.g_00353
OG0000804	Prbi.g_01578	Syaq.g_00358
OG0000805	Prbi.g_01580	Syaq.g_00360
OG0000806	Prbi.g_01582	Syaq.g_00362
OG0000807	Prbi.g_01583	Syaq.g_00364
OG0000808	Prbi.g_01584	Syaq.g_00365
OG0000809	Prbi.g_01587	Syaq.g_00369
OG0000810	Prbi.g_01588	Syaq.g_00370
OG0000811	Prbi.g_01594	Syaq.g_00378
OG0000812	Prbi.g_01596	Syaq.g_00380
OG0000813	Prbi.g_01597	Syaq.g_00381
OG0000814	Prbi.g_01599	Syaq.g_00383
OG0000815	Prbi.g_01600	Syaq.g_00384
OG0000816	Prbi.g_01602	Syaq.g_00386
OG0000817	Prbi.g_01603	Syaq.g_00387
OG0000818	Prbi.g_01608	Syaq.g_00392
OG0000819	Prbi.g_01609	Syaq.g_00393
OG0000820	Prbi.g_01610	Syaq.g_00394
OG0000821	Prbi.g_01613	Syaq.g_00400
OG0000822	Prbi.g_01614	Syaq.g_00402
OG0000823	Prbi.g_01615	Syaq.g_00403
OG0000824	Prbi.g_01618	Syaq.g_00409
OG0000825	Prbi.g_01619	Syaq.g_00410
OG0000826	Prbi.g_01620	Syaq.g_00411
OG0000827	Prbi.g_01621	Syaq.g_00412
OG0000828	Prbi.g_01624	Syaq.g_00415
OG0000829	Prbi.g_01625	Syaq.g_00416
OG0000830	Prbi.g_01626	Syaq.g_00417
OG0000831	Prbi.g_01628	Syaq.g_00419
OG0000832	Prbi.g_01634	Syaq.g_01737
OG0000833	Prbi.g_01642	Syaq.g_01725
OG0000834	Prbi.g_01643	Syaq.g_01724
OG0000835	Prbi.g_01644	Syaq.g_01723
OG0000836	Prbi.g_01645	Syaq.g_01720
OG0000837	Prbi.g_01646	Syaq.g_01719
OG0000838	Prbi.g_01648	Syaq.g_01715
OG0000839	Prbi.g_01649	Syaq.g_01714
OG0000840	Prbi.g_01650	Syaq.g_01713
OG0000841	Prbi.g_01651	Syaq.g_01712
OG0000842	Prbi.g_01652	Syaq.g_01711
OG0000843	Prbi.g_01653	Syaq.g_01710
OG0000844	Prbi.g_01654	Syaq.g_01708
OG0000845	Prbi.g_01655	Syaq.g_01707
OG0000846	Prbi.g_01656	Syaq.g_01706
OG0000847	Prbi.g_01657	Syaq.g_01705
OG0000848	Prbi.g_01658	Syaq.g_01703
OG0000849	Prbi.g_01659	Syaq.g_01702
OG0000850	Prbi.g_01661	Syaq.g_01699
OG0000851	Prbi.g_01662	Syaq.g_01696
OG0000852	Prbi.g_01663	Syaq.g_01695
OG0000853	Prbi.g_01667	Syaq.g_01691
OG0000854	Prbi.g_01669	Syaq.g_01689
OG0000855	Prbi.g_01670	Syaq.g_01688
OG0000856	Prbi.g_01685	Syaq.g_02069
OG0000857	Prbi.g_01711	Syaq.g_02357
OG0000858	Prbi.g_01781	Syaq.g_01682
OG0000859	Prbi.g_01782	Syaq.g_01681
OG0000860	Prbi.g_01789	Syaq.g_01671
OG0000861	Prbi.g_01790	Syaq.g_01670
OG0000862	Prbi.g_01791	Syaq.g_01668
OG0000863	Prbi.g_01793	Syaq.g_01665
OG0000864	Prbi.g_01794	Syaq.g_01664
OG0000865	Prbi.g_01795	Syaq.g_01663
OG0000866	Prbi.g_01796	Syaq.g_01662
OG0000867	Prbi.g_01797	Syaq.g_01661
OG0000868	Prbi.g_01798	Syaq.g_01659
OG0000869	Prbi.g_01802	Syaq.g_01656
OG0000870	Prbi.g_01807	Syaq.g_01651
OG0000871	Prbi.g_01808	Syaq.g_01650
OG0000872	Prbi.g_01809	Syaq.g_01644
OG0000873	Prbi.g_01812	Syaq.g_01641
OG0000874	Prbi.g_01815	Syaq.g_01637
OG0000875	Prbi.g_01816	Syaq.g_01633
OG0000876	Prbi.g_01817	Syaq.g_01631
OG0000877	Prbi.g_01819	Syaq.g_01628
OG0000878	Prbi.g_01820	Syaq.g_01627
OG0000879	Prbi.g_01821	Syaq.g_01626
OG0000880	Prbi.g_01822	Syaq.g_01625
OG0000881	Prbi.g_01826	Syaq.g_01621
OG0000882	Prbi.g_01831	Syaq.g_01616
OG0000883	Prbi.g_01832	Syaq.g_01613
OG0000884	Prbi.g_01834	Syaq.g_01611
OG0000885	Prbi.g_01835	Syaq.g_01610
OG0000886	Prbi.g_01836	Syaq.g_01609
OG0000887	Prbi.g_01837	Syaq.g_01608
OG0000888	Prbi.g_01839	Syaq.g_01606
OG0000889	Prbi.g_01841	Syaq.g_01604
OG0000890	Prbi.g_01842	Syaq.g_01597
OG0000891	Prbi.g_01843	Syaq.g_01596
OG0000892	Prbi.g_01845	Syaq.g_01594
OG0000893	Prbi.g_01848	Syaq.g_00695
OG0000894	Prbi.g_01850	Syaq.g_00692
OG0000895	Prbi.g_01853	Syaq.g_00688
OG0000896	Prbi.g_01854	Syaq.g_00687
OG0000897	Prbi.g_01856	Syaq.g_00685
OG0000898	Prbi.g_01857	Syaq.g_00684
OG0000899	Prbi.g_01858	Syaq.g_00683
OG0000900	Prbi.g_01859	Syaq.g_00682
OG0000901	Prbi.g_01863	Syaq.g_00677
OG0000902	Prbi.g_01865	Syaq.g_00671
OG0000903	Prbi.g_01868	Syaq.g_00655
OG0000904	Prbi.g_01870	Syaq.g_00660
OG0000905	Prbi.g_01875	Syaq.g_00666
OG0000906	Prbi.g_01876	Syaq.g_00669
OG0000907	Prbi.g_01896	Syaq.g_00653
OG0000908	Prbi.g_01899	Syaq.g_00650
OG0000909	Prbi.g_01900	Syaq.g_00649
OG0000910	Prbi.g_01901	Syaq.g_00648
OG0000911	Prbi.g_01903	Syaq.g_00646
OG0000912	Prbi.g_01904	Syaq.g_00645
OG0000913	Prbi.g_01905	Syaq.g_00644
OG0000914	Prbi.g_01906	Syaq.g_00643
OG0000915	Prbi.g_01907	Syaq.g_00641
OG0000916	Prbi.g_01908	Syaq.g_00640
OG0000917	Prbi.g_01909	Syaq.g_00639
OG0000918	Prbi.g_01910	Syaq.g_00638
OG0000919	Prbi.g_01911	Syaq.g_00637
OG0000920	Prbi.g_01912	Syaq.g_00636
OG0000921	Prbi.g_01913	Syaq.g_00635
OG0000922	Prbi.g_01914	Syaq.g_00634
OG0000923	Prbi.g_01918	Syaq.g_00630
OG0000924	Prbi.g_01919	Syaq.g_00629
OG0000925	Prbi.g_01920	Syaq.g_00628
OG0000926	Prbi.g_01921	Syaq.g_00627
OG0000927	Prbi.g_01923	Syaq.g_00625
OG0000928	Prbi.g_01924	Syaq.g_00624
OG0000929	Prbi.g_01925	Syaq.g_00623
OG0000930	Prbi.g_01926	Syaq.g_00622
OG0000931	Prbi.g_01927	Syaq.g_00621
OG0000932	Prbi.g_01928	Syaq.g_00620
OG0000933	Prbi.g_01932	Syaq.g_00614
OG0000934	Prbi.g_01934	Syaq.g_00612
OG0000935	Prbi.g_01935	Syaq.g_00611
OG0000936	Prbi.g_01936	Syaq.g_00610
OG0000937	Prbi.g_01937	Syaq.g_00609
OG0000938	Prbi.g_01939	Syaq.g_00606
OG0000939	Prbi.g_01940	Syaq.g_00604
OG0000940	Prbi.g_01947	Syaq.g_00597
OG0000941	Prbi.g_01949	Syaq.g_00595
OG0000942	Prbi.g_01951	Syaq.g_00593
OG0000943	Prbi.g_01952	Syaq.g_00592
OG0000944	Prbi.g_01953	Syaq.g_00590
OG0000945	Prbi.g_01954	Syaq.g_00588
OG0000946	Prbi.g_01958	Syaq.g_00580
OG0000947	Prbi.g_01960	Syaq.g_00577
OG0000948	Prbi.g_01961	Syaq.g_00576
OG0000949	Prbi.g_01964	Syaq.g_00971
OG0000950	Prbi.g_01969	Syaq.g_00984
OG0000951	Prbi.g_01973	Syaq.g_00991
OG0000952	Prbi.g_01977	Syaq.g_01002
OG0000953	Prbi.g_01980	Syaq.g_01006
OG0000954	Prbi.g_01984	Syaq.g_01012
OG0000955	Prbi.g_01985	Syaq.g_01013
OG0000956	Prbi.g_01987	Syaq.g_01015
OG0000957	Prbi.g_01992	Syaq.g_01026
OG0000958	Prbi.g_01993	Syaq.g_01027
OG0000959	Prbi.g_01997	Syaq.g_01031
OG0000960	Prbi.g_01998	Syaq.g_01032
OG0000961	Prbi.g_02000	Syaq.g_01043
OG0000962	Prbi.g_02002	Syaq.g_01045
OG0000963	Prbi.g_02006	Syaq.g_01049
OG0000964	Prbi.g_02007	Syaq.g_01050
OG0000965	Prbi.g_02008	Syaq.g_01051
OG0000966	Prbi.g_02027	Syaq.g_01060
OG0000967	Prbi.g_02032	Syaq.g_01067
OG0000968	Prbi.g_02034	Syaq.g_01071
OG0000969	Prbi.g_02035	Syaq.g_01078
OG0000970	Prbi.g_02036	Syaq.g_01079
OG0000971	Prbi.g_02037	Syaq.g_01081
OG0000972	Prbi.g_02038	Syaq.g_01082
OG0000973	Prbi.g_02039	Syaq.g_01083
OG0000974	Prbi.g_02040	Syaq.g_01084
OG0000975	Prbi.g_02041	Syaq.g_01085
OG0000976	Prbi.g_02042	Syaq.g_01086
OG0000977	Prbi.g_02043	Syaq.g_01088
OG0000978	Prbi.g_02044	Syaq.g_01091
OG0000979	Prbi.g_02047	Syaq.g_01094
OG0000980	Prbi.g_02049	Syaq.g_01097
OG0000981	Prbi.g_02051	Syaq.g_01100
OG0000982	Prbi.g_02053	Syaq.g_01263
OG0000983	Prbi.g_02054	Syaq.g_01262
OG0000984	Prbi.g_02055	Syaq.g_01261
OG0000985	Prbi.g_02058	Syaq.g_01257
OG0000986	Prbi.g_02060	Syaq.g_01253
OG0000987	Prbi.g_02061	Syaq.g_01251
OG0000988	Prbi.g_02064	Syaq.g_01245
OG0000989	Prbi.g_02068	Syaq.g_01239
OG0000990	Prbi.g_02071	Syaq.g_01229
OG0000991	Prbi.g_02072	Syaq.g_01225
OG0000992	Prbi.g_02074	Syaq.g_01222
OG0000993	Prbi.g_02075	Syaq.g_01221
OG0000994	Prbi.g_02076	Syaq.g_01218
OG0000995	Prbi.g_02080	Syaq.g_01212
OG0000996	Prbi.g_02081	Syaq.g_01193
OG0000997	Prbi.g_02082	Syaq.g_01184
OG0000998	Prbi.g_02084	Syaq.g_01182
OG0000999	Prbi.g_02085	Syaq.g_01181
OG0001000	Prbi.g_02088	Syaq.g_01177
OG0001001	Prbi.g_02090	Syaq.g_01172
OG0001002	Prbi.g_02094	Syaq.g_01165
OG0001003	Prbi.g_02095	Syaq.g_01163
OG0001004	Prbi.g_02096	Syaq.g_01162
OG0001005	Prbi.g_02097	Syaq.g_01161
OG0001006	Prbi.g_02101	Syaq.g_01152
OG0001007	Prbi.g_02103	Syaq.g_01150
OG0001008	Prbi.g_00438	Syaq.g_00500
OG0001009	Prbi.g_00027	Syaq.g_01118
OG0001010	Prbi.g_00028	Syaq.g_01117
OG0001011	Prbi.g_00029	Syaq.g_01115
OG0001012	Prbi.g_00052	Syaq.g_01267
OG0001013	Prbi.g_00059	Syaq.g_01289
OG0001014	Prbi.g_00062	Syaq.g_01295
OG0001015	Prbi.g_00063	Syaq.g_01296
OG0001016	Prbi.g_00080	Syaq.g_01554
OG0001017	Prbi.g_00084	Syaq.g_01548
OG0001018	Prbi.g_00087	Syaq.g_01546
OG0001019	Prbi.g_00096	Syaq.g_01524
OG0001020	Prbi.g_00097	Syaq.g_01510
OG0001021	Prbi.g_00098	Syaq.g_01506
OG0001022	Prbi.g_00101	Syaq.g_01501
OG0001023	Prbi.g_00102	Syaq.g_01500
OG0001024	Prbi.g_00105	Syaq.g_01496
OG0001025	Prbi.g_00111	Syaq.g_01490
OG0001026	Prbi.g_00118	Syaq.g_01477
OG0001027	Prbi.g_00119	Syaq.g_01474
OG0001028	Prbi.g_00121	Syaq.g_01472
OG0001029	Prbi.g_00123	Syaq.g_01470
OG0001030	Prbi.g_00138	Syaq.g_01450
OG0001031	Prbi.g_00210	Syaq.g_01378
OG0001032	Prbi.g_00211	Syaq.g_01376
OG0001033	Prbi.g_00232	Syaq.g_01344
OG0001034	Prbi.g_00260	Syaq.g_01579
OG0001035	Prbi.g_00278	Syaq.g_00726
OG0001036	Prbi.g_00283	Syaq.g_00731
OG0001037	Prbi.g_00284	Syaq.g_00733
OG0001038	Prbi.g_00302	Syaq.g_00761
OG0001039	Prbi.g_00305	Syaq.g_00764
OG0001040	Prbi.g_00307	Syaq.g_00767
OG0001041	Prbi.g_00311	Syaq.g_00772
OG0001042	Prbi.g_00328	Syaq.g_00858
OG0001044	Prbi.g_00357	Syaq.g_00560
OG0001045	Prbi.g_00366	Syaq.g_00547
OG0001046	Prbi.g_00403	Syaq.g_02509
OG0001047	Prbi.g_00440	Syaq.g_00498
OG0001048	Prbi.g_00441	Syaq.g_00497
OG0001049	Prbi.g_00443	Syaq.g_00494
OG0001050	Prbi.g_00444	Syaq.g_00493
OG0001051	Prbi.g_00445	Syaq.g_00492
OG0001052	Prbi.g_00474	Syaq.g_00446
OG0001053	Prbi.g_00486	Syaq.g_01775
OG0001054	Prbi.g_00501	Syaq.g_01794
OG0001055	Prbi.g_00520	Syaq.g_01815
OG0001056	Prbi.g_00539	Syaq.g_01843
OG0001057	Prbi.g_00544	Syaq.g_00334
OG0001058	Prbi.g_00552	Syaq.g_01931
OG0001059	Prbi.g_00556	Syaq.g_01935
OG0001060	Prbi.g_00563	Syaq.g_01941
OG0001061	Prbi.g_00576	Syaq.g_01961
OG0001062	Prbi.g_00578	Syaq.g_01963
OG0001063	Prbi.g_00580	Syaq.g_01968
OG0001064	Prbi.g_00581	Syaq.g_01969
OG0001065	Prbi.g_00582	Syaq.g_01970
OG0001066	Prbi.g_00583	Syaq.g_01971
OG0001067	Prbi.g_00584	Syaq.g_01972
OG0001068	Prbi.g_00585	Syaq.g_01973
OG0001069	Prbi.g_00586	Syaq.g_01974
OG0001070	Prbi.g_00589	Syaq.g_01978
OG0001071	Prbi.g_00590	Syaq.g_01979
OG0001072	Prbi.g_00592	Syaq.g_01983
OG0001073	Prbi.g_00606	Syaq.g_01998
OG0001074	Prbi.g_00617	Syaq.g_02132
OG0001075	Prbi.g_00618	Syaq.g_02025
OG0001076	Prbi.g_00626	Syaq.g_02060
OG0001077	Prbi.g_00630	Syaq.g_02071
OG0001078	Prbi.g_00639	Syaq.g_02083
OG0001079	Prbi.g_00650	Syaq.g_02100
OG0001080	Prbi.g_00656	Syaq.g_02161
OG0001081	Prbi.g_00658	Syaq.g_02232
OG0001082	Prbi.g_00659	Syaq.g_02233
OG0001083	Prbi.g_00664	Syaq.g_02240
OG0001084	Prbi.g_00665	Syaq.g_02241
OG0001085	Prbi.g_00673	Syaq.g_02251
OG0001086	Prbi.g_00674	Syaq.g_02253
