Orthogroup	Prbi	Syai
OG0000557	Prbi.g_00548	Syai.g_00730
OG0000558	Prbi.g_00550	Syai.g_00732
OG0000559	Prbi.g_00554	Syai.g_00736
OG0000560	Prbi.g_00557	Syai.g_00739
OG0000561	Prbi.g_00558	Syai.g_00740
OG0000562	Prbi.g_00559	Syai.g_00741
OG0000563	Prbi.g_00560	Syai.g_00742
OG0000564	Prbi.g_00561	Syai.g_00743
OG0000565	Prbi.g_00564	Syai.g_00746
OG0000566	Prbi.g_00566	Syai.g_00750
OG0000567	Prbi.g_00570	Syai.g_00754
OG0000568	Prbi.g_00571	Syai.g_00758
OG0000569	Prbi.g_00572	Syai.g_00759
OG0000570	Prbi.g_00573	Syai.g_00760
OG0000571	Prbi.g_00575	Syai.g_00764
OG0000572	Prbi.g_00588	Syai.g_00782
OG0000573	Prbi.g_00594	Syai.g_00790
OG0000574	Prbi.g_00595	Syai.g_00796
OG0000575	Prbi.g_00599	Syai.g_00800
OG0000576	Prbi.g_00601	Syai.g_00802
OG0000577	Prbi.g_00602	Syai.g_00803
OG0000578	Prbi.g_00603	Syai.g_00804
OG0000579	Prbi.g_00604	Syai.g_00805
OG0000580	Prbi.g_00605	Syai.g_00806
OG0000581	Prbi.g_00607	Syai.g_00812
OG0000582	Prbi.g_00610	Syai.g_01042
OG0000583	Prbi.g_00611	Syai.g_01043
OG0000584	Prbi.g_00612	Syai.g_01044
OG0000585	Prbi.g_00614	Syai.g_01046
OG0000586	Prbi.g_00615	Syai.g_01047
OG0000587	Prbi.g_00616	Syai.g_01049
OG0000588	Prbi.g_00620	Syai.g_01063
OG0000589	Prbi.g_00623	Syai.g_01066
OG0000590	Prbi.g_00624	Syai.g_01067
OG0000591	Prbi.g_00627	Syai.g_01075
OG0000592	Prbi.g_00628	Syai.g_01076
OG0000593	Prbi.g_00635	Syai.g_01100
OG0000594	Prbi.g_00636	Syai.g_01101
OG0000595	Prbi.g_00637	Syai.g_01102
OG0000596	Prbi.g_00641	Syai.g_01107
OG0000597	Prbi.g_00643	Syai.g_01110
OG0000598	Prbi.g_00644	Syai.g_01111
OG0000599	Prbi.g_00647	Syai.g_01114
OG0000600	Prbi.g_00648	Syai.g_01115
OG0000601	Prbi.g_00649	Syai.g_01116
OG0000602	Prbi.g_00651	Syai.g_01121
OG0000603	Prbi.g_00652	Syai.g_01122
OG0000604	Prbi.g_00653	Syai.g_01125
OG0000605	Prbi.g_00654	Syai.g_01609
OG0000606	Prbi.g_00657	Syai.g_01221
OG0000607	Prbi.g_00660	Syai.g_01224
OG0000608	Prbi.g_00661	Syai.g_01225
OG0000609	Prbi.g_00662	Syai.g_01227
OG0000610	Prbi.g_00667	Syai.g_01234
OG0000611	Prbi.g_00670	Syai.g_01237
OG0000612	Prbi.g_00671	Syai.g_01238
OG0000613	Prbi.g_00676	Syai.g_00196
OG0000614	Prbi.g_00695	Syai.g_01981
OG0000615	Prbi.g_00704	Syai.g_01286
OG0000616	Prbi.g_00708	Syai.g_02914
OG0000617	Prbi.g_00751	Syai.g_01393
OG0000618	Prbi.g_00752	Syai.g_01394
OG0000619	Prbi.g_00753	Syai.g_01395
OG0000620	Prbi.g_00756	Syai.g_01402
OG0000621	Prbi.g_00757	Syai.g_01403
OG0000622	Prbi.g_00758	Syai.g_01404
OG0000623	Prbi.g_00759	Syai.g_01405
OG0000624	Prbi.g_00760	Syai.g_01407
OG0000625	Prbi.g_00761	Syai.g_01408
OG0000626	Prbi.g_00762	Syai.g_01409
OG0000627	Prbi.g_00763	Syai.g_01575
OG0000628	Prbi.g_00764	Syai.g_01573
OG0000629	Prbi.g_00765	Syai.g_01570
OG0000630	Prbi.g_00768	Syai.g_01566
OG0000631	Prbi.g_00838	Syai.g_01557
OG0000632	Prbi.g_00839	Syai.g_01556
OG0000633	Prbi.g_00840	Syai.g_01555
OG0000634	Prbi.g_00843	Syai.g_01317
OG0000635	Prbi.g_00844	Syai.g_01318
OG0000636	Prbi.g_00846	Syai.g_01320
OG0000637	Prbi.g_00848	Syai.g_01322
OG0000638	Prbi.g_00849	Syai.g_01323
OG0000639	Prbi.g_00850	Syai.g_01324
OG0000640	Prbi.g_00851	Syai.g_01325
OG0000641	Prbi.g_00855	Syai.g_01329
OG0000642	Prbi.g_00856	Syai.g_01330
OG0000643	Prbi.g_00857	Syai.g_01349
OG0000644	Prbi.g_00858	Syai.g_01350
OG0000645	Prbi.g_00859	Syai.g_01352
OG0000646	Prbi.g_00861	Syai.g_01355
OG0000647	Prbi.g_00862	Syai.g_01357
OG0000648	Prbi.g_00864	Syai.g_01362
OG0000649	Prbi.g_00865	Syai.g_01363
OG0000650	Prbi.g_00866	Syai.g_01364
OG0000651	Prbi.g_00867	Syai.g_01365
OG0000652	Prbi.g_00868	Syai.g_01366
OG0000653	Prbi.g_00870	Syai.g_01368
OG0000654	Prbi.g_00871	Syai.g_01369
OG0000655	Prbi.g_00872	Syai.g_01370
OG0000656	Prbi.g_00875	Syai.g_01373
OG0000657	Prbi.g_00883	Syai.g_02045
OG0000658	Prbi.g_00884	Syai.g_02049
OG0000659	Prbi.g_00885	Syai.g_02050
OG0000660	Prbi.g_00889	Syai.g_02054
OG0000661	Prbi.g_00891	Syai.g_02056
OG0000662	Prbi.g_00893	Syai.g_02058
OG0000663	Prbi.g_00895	Syai.g_02061
OG0000664	Prbi.g_00896	Syai.g_02062
OG0000665	Prbi.g_00900	Syai.g_02431
OG0000666	Prbi.g_00901	Syai.g_01610
OG0000667	Prbi.g_00905	Syai.g_01724
OG0000668	Prbi.g_00934	Syai.g_01436
OG0000669	Prbi.g_00942	Syai.g_01251
OG0000670	Prbi.g_00944	Syai.g_00561
OG0000671	Prbi.g_00946	Syai.g_01255
OG0000672	Prbi.g_00949	Syai.g_01259
OG0000673	Prbi.g_00952	Syai.g_01262
OG0000674	Prbi.g_00954	Syai.g_01264
OG0000675	Prbi.g_00955	Syai.g_01265
OG0000676	Prbi.g_00957	Syai.g_01275
OG0000677	Prbi.g_00958	Syai.g_01276
OG0000678	Prbi.g_00960	Syai.g_01279
OG0000679	Prbi.g_00964	Syai.g_01288
OG0000680	Prbi.g_00965	Syai.g_01289
OG0000681	Prbi.g_00968	Syai.g_01292
OG0000682	Prbi.g_00969	Syai.g_01293
OG0000683	Prbi.g_00970	Syai.g_01294
OG0000684	Prbi.g_00971	Syai.g_01299
OG0000685	Prbi.g_00973	Syai.g_01301
OG0000686	Prbi.g_00974	Syai.g_01302
OG0000687	Prbi.g_00975	Syai.g_01303
OG0000688	Prbi.g_00978	Syai.g_01307
OG0000689	Prbi.g_00979	Syai.g_01309
OG0000690	Prbi.g_00980	Syai.g_01310
OG0000691	Prbi.g_00981	Syai.g_01311
OG0000692	Prbi.g_00983	Syai.g_01312
OG0000693	Prbi.g_00984	Syai.g_01313
OG0000694	Prbi.g_00985	Syai.g_01314
OG0000695	Prbi.g_00987	Syai.g_01553
OG0000696	Prbi.g_00988	Syai.g_01552
OG0000697	Prbi.g_00989	Syai.g_01550
OG0000698	Prbi.g_00992	Syai.g_01547
OG0000699	Prbi.g_00993	Syai.g_01545
OG0000700	Prbi.g_00994	Syai.g_01544
OG0000701	Prbi.g_00995	Syai.g_01543
OG0000702	Prbi.g_00997	Syai.g_01521
OG0000703	Prbi.g_00998	Syai.g_01520
OG0000704	Prbi.g_00999	Syai.g_01518
OG0000705	Prbi.g_01003	Syai.g_01511
OG0000706	Prbi.g_01004	Syai.g_01510
OG0000707	Prbi.g_01005	Syai.g_01509
OG0000708	Prbi.g_01006	Syai.g_01506
OG0000709	Prbi.g_01010	Syai.g_01497
OG0000710	Prbi.g_01013	Syai.g_01487
OG0000711	Prbi.g_01030	Syai.g_01456
OG0000712	Prbi.g_01032	Syai.g_01454
OG0000713	Prbi.g_01033	Syai.g_01453
OG0000714	Prbi.g_01034	Syai.g_01451
OG0000715	Prbi.g_01036	Syai.g_01449
OG0000716	Prbi.g_01038	Syai.g_01445
OG0000717	Prbi.g_01039	Syai.g_01444
OG0000718	Prbi.g_01055	Syai.g_01440
OG0000719	Prbi.g_01057	Syai.g_01438
OG0000720	Prbi.g_01066	Syai.g_01425
OG0000721	Prbi.g_01068	Syai.g_01423
OG0000722	Prbi.g_01069	Syai.g_01422
OG0000723	Prbi.g_01072	Syai.g_01411
OG0000724	Prbi.g_01081	Syai.g_02013
OG0000725	Prbi.g_01087	Syai.g_02004
OG0000726	Prbi.g_01088	Syai.g_02003
OG0000727	Prbi.g_01089	Syai.g_02002
OG0000728	Prbi.g_01091	Syai.g_02000
OG0000729	Prbi.g_01138	Syai.g_00097
OG0000730	Prbi.g_01142	Syai.g_00483
OG0000731	Prbi.g_01146	Syai.g_00495
OG0000732	Prbi.g_01155	Syai.g_00058
OG0000733	Prbi.g_01175	Syai.g_02805
OG0000734	Prbi.g_01192	Syai.g_02548
OG0000735	Prbi.g_01194	Syai.g_02159
OG0000736	Prbi.g_01195	Syai.g_02158
OG0000737	Prbi.g_01196	Syai.g_02157
OG0000738	Prbi.g_01200	Syai.g_02152
OG0000739	Prbi.g_01201	Syai.g_02151
OG0000740	Prbi.g_01202	Syai.g_02150
OG0000741	Prbi.g_01203	Syai.g_02147
OG0000742	Prbi.g_01206	Syai.g_02145
OG0000743	Prbi.g_01208	Syai.g_02143
OG0000744	Prbi.g_01209	Syai.g_02142
OG0000745	Prbi.g_01210	Syai.g_02140
OG0000746	Prbi.g_01212	Syai.g_02138
OG0000747	Prbi.g_01213	Syai.g_02137
OG0000748	Prbi.g_01216	Syai.g_02125
OG0000749	Prbi.g_01217	Syai.g_02123
OG0000750	Prbi.g_01218	Syai.g_02122
OG0000751	Prbi.g_01220	Syai.g_02116
OG0000752	Prbi.g_01222	Syai.g_02114
OG0000753	Prbi.g_01225	Syai.g_02111
OG0000754	Prbi.g_01228	Syai.g_01750
OG0000755	Prbi.g_01231	Syai.g_01760
OG0000756	Prbi.g_01232	Syai.g_01761
OG0000757	Prbi.g_01238	Syai.g_01769
OG0000758	Prbi.g_01239	Syai.g_01770
OG0000759	Prbi.g_01240	Syai.g_01771
OG0000760	Prbi.g_01241	Syai.g_01772
OG0000761	Prbi.g_01242	Syai.g_01775
OG0000762	Prbi.g_01243	Syai.g_01777
OG0000763	Prbi.g_01245	Syai.g_01779
OG0000764	Prbi.g_01246	Syai.g_01780
OG0000765	Prbi.g_01255	Syai.g_01797
OG0000766	Prbi.g_01256	Syai.g_01798
OG0000767	Prbi.g_01258	Syai.g_01800
OG0000768	Prbi.g_01259	Syai.g_01801
OG0000769	Prbi.g_01261	Syai.g_01803
OG0000770	Prbi.g_01263	Syai.g_01822
OG0000771	Prbi.g_01277	Syai.g_02019
OG0000772	Prbi.g_01363	Syai.g_01639
OG0000773	Prbi.g_01382	Syai.g_02164
OG0000774	Prbi.g_01384	Syai.g_02168
OG0000775	Prbi.g_01386	Syai.g_02172
OG0000776	Prbi.g_01387	Syai.g_02173
OG0000777	Prbi.g_01388	Syai.g_02174
OG0000778	Prbi.g_01389	Syai.g_02175
OG0000779	Prbi.g_01393	Syai.g_02181
OG0000780	Prbi.g_01394	Syai.g_02184
OG0000781	Prbi.g_01397	Syai.g_02188
OG0000782	Prbi.g_01398	Syai.g_02189
OG0000783	Prbi.g_01399	Syai.g_02190
OG0000784	Prbi.g_01400	Syai.g_02191
OG0000785	Prbi.g_01402	Syai.g_02193
OG0000786	Prbi.g_01404	Syai.g_00816
OG0000787	Prbi.g_01405	Syai.g_00815
OG0000788	Prbi.g_01426	Syai.g_01117
OG0000789	Prbi.g_01429	Syai.g_01596
OG0000790	Prbi.g_01444	Syai.g_00623
OG0000791	Prbi.g_01446	Syai.g_00621
OG0000792	Prbi.g_01447	Syai.g_00620
OG0000793	Prbi.g_01450	Syai.g_00615
OG0000794	Prbi.g_01451	Syai.g_00614
OG0000795	Prbi.g_01452	Syai.g_00613
OG0000796	Prbi.g_01456	Syai.g_00609
OG0000797	Prbi.g_01457	Syai.g_00608
OG0000799	Prbi.g_01571	Syai.g_00996
OG0000800	Prbi.g_01572	Syai.g_00993
OG0000801	Prbi.g_01573	Syai.g_00992
OG0000802	Prbi.g_01575	Syai.g_00988
OG0000803	Prbi.g_01577	Syai.g_00983
OG0000804	Prbi.g_01578	Syai.g_00980
OG0000805	Prbi.g_01580	Syai.g_00965
OG0000806	Prbi.g_01582	Syai.g_00963
OG0000807	Prbi.g_01583	Syai.g_00961
OG0000808	Prbi.g_01584	Syai.g_00960
OG0000809	Prbi.g_01587	Syai.g_00957
OG0000810	Prbi.g_01588	Syai.g_00956
OG0000811	Prbi.g_01594	Syai.g_00950
OG0000812	Prbi.g_01596	Syai.g_00948
OG0000813	Prbi.g_01597	Syai.g_00947
OG0000814	Prbi.g_01599	Syai.g_00945
OG0000815	Prbi.g_01600	Syai.g_00944
OG0000816	Prbi.g_01602	Syai.g_00942
OG0000817	Prbi.g_01603	Syai.g_00941
OG0000818	Prbi.g_01608	Syai.g_00935
OG0000819	Prbi.g_01609	Syai.g_00934
OG0000820	Prbi.g_01610	Syai.g_00933
OG0000821	Prbi.g_01613	Syai.g_00916
OG0000822	Prbi.g_01614	Syai.g_00914
OG0000823	Prbi.g_01615	Syai.g_00913
OG0000824	Prbi.g_01618	Syai.g_00907
OG0000825	Prbi.g_01619	Syai.g_00906
OG0000826	Prbi.g_01620	Syai.g_00905
OG0000827	Prbi.g_01621	Syai.g_00904
OG0000828	Prbi.g_01624	Syai.g_00900
OG0000829	Prbi.g_01625	Syai.g_00899
OG0000830	Prbi.g_01626	Syai.g_00898
OG0000831	Prbi.g_01628	Syai.g_00896
OG0000832	Prbi.g_01634	Syai.g_02296
OG0000833	Prbi.g_01642	Syai.g_02305
OG0000834	Prbi.g_01643	Syai.g_02307
OG0000835	Prbi.g_01644	Syai.g_02308
OG0000836	Prbi.g_01645	Syai.g_02312
OG0000837	Prbi.g_01646	Syai.g_02313
OG0000838	Prbi.g_01648	Syai.g_02323
OG0000839	Prbi.g_01649	Syai.g_02324
OG0000840	Prbi.g_01650	Syai.g_02325
OG0000841	Prbi.g_01651	Syai.g_02326
OG0000842	Prbi.g_01652	Syai.g_02327
OG0000843	Prbi.g_01653	Syai.g_02328
OG0000844	Prbi.g_01654	Syai.g_02330
OG0000845	Prbi.g_01655	Syai.g_02331
OG0000846	Prbi.g_01656	Syai.g_02332
OG0000847	Prbi.g_01657	Syai.g_02333
OG0000848	Prbi.g_01658	Syai.g_02335
OG0000849	Prbi.g_01659	Syai.g_02336
OG0000850	Prbi.g_01661	Syai.g_02339
OG0000851	Prbi.g_01662	Syai.g_02352
OG0000852	Prbi.g_01663	Syai.g_02353
OG0000853	Prbi.g_01667	Syai.g_02357
OG0000854	Prbi.g_01669	Syai.g_02359
OG0000855	Prbi.g_01670	Syai.g_02360
OG0000856	Prbi.g_01685	Syai.g_01078
OG0000857	Prbi.g_01711	Syai.g_01356
OG0000858	Prbi.g_01781	Syai.g_02366
OG0000859	Prbi.g_01782	Syai.g_02367
OG0000860	Prbi.g_01789	Syai.g_02380
OG0000861	Prbi.g_01790	Syai.g_02381
OG0000862	Prbi.g_01791	Syai.g_02382
OG0000863	Prbi.g_01793	Syai.g_02385
OG0000864	Prbi.g_01794	Syai.g_02386
OG0000865	Prbi.g_01795	Syai.g_02387
OG0000866	Prbi.g_01796	Syai.g_02388
OG0000867	Prbi.g_01797	Syai.g_02389
OG0000868	Prbi.g_01798	Syai.g_02392
OG0000869	Prbi.g_01802	Syai.g_02396
OG0000870	Prbi.g_01807	Syai.g_02401
OG0000871	Prbi.g_01808	Syai.g_02402
OG0000872	Prbi.g_01809	Syai.g_02409
OG0000873	Prbi.g_01812	Syai.g_02412
OG0000874	Prbi.g_01815	Syai.g_02408
OG0000875	Prbi.g_01816	Syai.g_02416
OG0000876	Prbi.g_01817	Syai.g_02243
OG0000877	Prbi.g_01819	Syai.g_02250
OG0000878	Prbi.g_01820	Syai.g_02251
OG0000879	Prbi.g_01821	Syai.g_02252
OG0000880	Prbi.g_01822	Syai.g_02253
OG0000881	Prbi.g_01826	Syai.g_02257
OG0000882	Prbi.g_01831	Syai.g_02262
OG0000883	Prbi.g_01832	Syai.g_02264
OG0000884	Prbi.g_01834	Syai.g_02266
OG0000885	Prbi.g_01835	Syai.g_02267
OG0000886	Prbi.g_01836	Syai.g_02268
OG0000887	Prbi.g_01837	Syai.g_02269
OG0000888	Prbi.g_01839	Syai.g_02271
OG0000889	Prbi.g_01841	Syai.g_02273
OG0000890	Prbi.g_01842	Syai.g_02279
OG0000891	Prbi.g_01843	Syai.g_02280
OG0000892	Prbi.g_01845	Syai.g_02282
OG0000893	Prbi.g_01848	Syai.g_00318
OG0000894	Prbi.g_01850	Syai.g_00321
OG0000895	Prbi.g_01853	Syai.g_00325
OG0000896	Prbi.g_01854	Syai.g_00326
OG0000897	Prbi.g_01856	Syai.g_00328
OG0000898	Prbi.g_01857	Syai.g_00329
OG0000899	Prbi.g_01858	Syai.g_00330
OG0000900	Prbi.g_01859	Syai.g_00331
OG0000901	Prbi.g_01863	Syai.g_00336
OG0000902	Prbi.g_01865	Syai.g_00338
OG0000903	Prbi.g_01868	Syai.g_00353
OG0000904	Prbi.g_01870	Syai.g_00348
OG0000905	Prbi.g_01875	Syai.g_00342
OG0000906	Prbi.g_01876	Syai.g_00340
OG0000907	Prbi.g_01896	Syai.g_00358
OG0000908	Prbi.g_01899	Syai.g_00361
OG0000909	Prbi.g_01900	Syai.g_00362
OG0000910	Prbi.g_01901	Syai.g_00363
OG0000911	Prbi.g_01903	Syai.g_00365
OG0000912	Prbi.g_01904	Syai.g_00366
OG0000913	Prbi.g_01905	Syai.g_00367
OG0000914	Prbi.g_01906	Syai.g_00368
OG0000915	Prbi.g_01907	Syai.g_00370
OG0000916	Prbi.g_01908	Syai.g_00371
OG0000917	Prbi.g_01909	Syai.g_00372
OG0000918	Prbi.g_01910	Syai.g_00373
OG0000919	Prbi.g_01911	Syai.g_00374
OG0000920	Prbi.g_01912	Syai.g_00375
OG0000921	Prbi.g_01913	Syai.g_00376
OG0000922	Prbi.g_01914	Syai.g_00377
OG0000923	Prbi.g_01918	Syai.g_00381
OG0000924	Prbi.g_01919	Syai.g_00382
OG0000925	Prbi.g_01920	Syai.g_00383
OG0000926	Prbi.g_01921	Syai.g_00384
OG0000927	Prbi.g_01923	Syai.g_00386
OG0000928	Prbi.g_01924	Syai.g_00387
OG0000929	Prbi.g_01925	Syai.g_00388
OG0000930	Prbi.g_01926	Syai.g_00389
OG0000931	Prbi.g_01927	Syai.g_00390
OG0000932	Prbi.g_01928	Syai.g_00391
OG0000933	Prbi.g_01932	Syai.g_00397
OG0000934	Prbi.g_01934	Syai.g_00399
OG0000935	Prbi.g_01935	Syai.g_00400
OG0000936	Prbi.g_01936	Syai.g_00401
OG0000937	Prbi.g_01937	Syai.g_00402
OG0000938	Prbi.g_01939	Syai.g_00405
OG0000939	Prbi.g_01940	Syai.g_00406
OG0000940	Prbi.g_01947	Syai.g_00413
OG0000941	Prbi.g_01949	Syai.g_00415
OG0000942	Prbi.g_01951	Syai.g_00417
OG0000943	Prbi.g_01952	Syai.g_00418
OG0000944	Prbi.g_01953	Syai.g_00420
OG0000945	Prbi.g_01954	Syai.g_00422
OG0000946	Prbi.g_01958	Syai.g_00428
OG0000947	Prbi.g_01960	Syai.g_00431
OG0000948	Prbi.g_01961	Syai.g_00432
OG0000949	Prbi.g_01964	Syai.g_00174
OG0000950	Prbi.g_01969	Syai.g_00163
OG0000951	Prbi.g_01973	Syai.g_00158
OG0000952	Prbi.g_01977	Syai.g_00136
OG0000953	Prbi.g_01980	Syai.g_00132
OG0000954	Prbi.g_01984	Syai.g_00127
OG0000955	Prbi.g_01985	Syai.g_00126
OG0000956	Prbi.g_01987	Syai.g_00124
OG0000957	Prbi.g_01992	Syai.g_00113
OG0000958	Prbi.g_01993	Syai.g_00112
OG0000959	Prbi.g_01997	Syai.g_00108
OG0000960	Prbi.g_01998	Syai.g_00107
OG0000961	Prbi.g_02000	Syai.g_00100
OG0000962	Prbi.g_02002	Syai.g_00098
OG0000963	Prbi.g_02006	Syai.g_00094
OG0000964	Prbi.g_02007	Syai.g_00093
OG0000965	Prbi.g_02008	Syai.g_00092
OG0000966	Prbi.g_02027	Syai.g_00082
OG0000967	Prbi.g_02032	Syai.g_00077
OG0000968	Prbi.g_02034	Syai.g_00085
OG0000969	Prbi.g_02035	Syai.g_00080
OG0000970	Prbi.g_02036	Syai.g_00079
OG0000971	Prbi.g_02037	Syai.g_00074
OG0000972	Prbi.g_02038	Syai.g_00073
OG0000973	Prbi.g_02039	Syai.g_00072
OG0000974	Prbi.g_02040	Syai.g_00071
OG0000975	Prbi.g_02041	Syai.g_00070
OG0000976	Prbi.g_02042	Syai.g_00069
OG0000977	Prbi.g_02043	Syai.g_00067
OG0000978	Prbi.g_02044	Syai.g_00065
OG0000979	Prbi.g_02047	Syai.g_00062
OG0000980	Prbi.g_02049	Syai.g_00059
OG0000981	Prbi.g_02051	Syai.g_00056
OG0000982	Prbi.g_02053	Syai.g_02777
OG0000983	Prbi.g_02054	Syai.g_02778
OG0000984	Prbi.g_02055	Syai.g_02779
OG0000985	Prbi.g_02058	Syai.g_02781
OG0000986	Prbi.g_02060	Syai.g_02784
OG0000987	Prbi.g_02061	Syai.g_02786
OG0000988	Prbi.g_02064	Syai.g_02790
OG0000989	Prbi.g_02068	Syai.g_02797
OG0000990	Prbi.g_02071	Syai.g_02825
OG0000991	Prbi.g_02072	Syai.g_02827
OG0000992	Prbi.g_02074	Syai.g_02830
OG0000993	Prbi.g_02075	Syai.g_02831
OG0000994	Prbi.g_02076	Syai.g_02834
OG0000995	Prbi.g_02080	Syai.g_02840
OG0000996	Prbi.g_02081	Syai.g_02891
OG0000997	Prbi.g_02082	Syai.g_02900
OG0000998	Prbi.g_02084	Syai.g_02902
OG0000999	Prbi.g_02085	Syai.g_02903
OG0001000	Prbi.g_02088	Syai.g_02906
OG0001001	Prbi.g_02090	Syai.g_02911
OG0001002	Prbi.g_02094	Syai.g_02918
OG0001003	Prbi.g_02095	Syai.g_02919
OG0001004	Prbi.g_02096	Syai.g_02920
OG0001005	Prbi.g_02097	Syai.g_02921
OG0001006	Prbi.g_02101	Syai.g_02931
OG0001007	Prbi.g_02103	Syai.g_02933
OG0001008	Prbi.g_00438	Syai.g_02227
OG0001009	Prbi.g_00027	Syai.g_00034
OG0001010	Prbi.g_00028	Syai.g_00035
OG0001011	Prbi.g_00029	Syai.g_00037
OG0001012	Prbi.g_00052	Syai.g_02773
OG0001013	Prbi.g_00059	Syai.g_02750
OG0001014	Prbi.g_00062	Syai.g_02726
OG0001015	Prbi.g_00063	Syai.g_02725
OG0001016	Prbi.g_00080	Syai.g_02479
OG0001017	Prbi.g_00084	Syai.g_02485
OG0001018	Prbi.g_00087	Syai.g_02487
OG0001019	Prbi.g_00096	Syai.g_02508
OG0001020	Prbi.g_00097	Syai.g_02516
OG0001021	Prbi.g_00098	Syai.g_02523
OG0001022	Prbi.g_00101	Syai.g_02528
OG0001023	Prbi.g_00102	Syai.g_02529
OG0001024	Prbi.g_00105	Syai.g_02533
OG0001025	Prbi.g_00111	Syai.g_02540
OG0001026	Prbi.g_00118	Syai.g_02550
OG0001027	Prbi.g_00119	Syai.g_02555
OG0001028	Prbi.g_00121	Syai.g_02557
OG0001029	Prbi.g_00123	Syai.g_02559
OG0001030	Prbi.g_00138	Syai.g_02580
OG0001031	Prbi.g_00210	Syai.g_02656
OG0001032	Prbi.g_00211	Syai.g_02658
OG0001033	Prbi.g_00232	Syai.g_02685
OG0001034	Prbi.g_00260	Syai.g_00537
OG0001035	Prbi.g_00278	Syai.g_00295
OG0001036	Prbi.g_00283	Syai.g_00290
OG0001037	Prbi.g_00284	Syai.g_00288
OG0001038	Prbi.g_00302	Syai.g_00261
OG0001039	Prbi.g_00305	Syai.g_00258
OG0001040	Prbi.g_00307	Syai.g_00255
OG0001041	Prbi.g_00311	Syai.g_00250
OG0001042	Prbi.g_00328	Syai.g_00225
OG0001043	Prbi.g_00329	Syai.g_00221
OG0001044	Prbi.g_00357	Syai.g_00485
OG0001045	Prbi.g_00366	Syai.g_00498
OG0001046	Prbi.g_00403	Syai.g_01471
OG0001047	Prbi.g_00440	Syai.g_02225
OG0001048	Prbi.g_00441	Syai.g_02224
OG0001049	Prbi.g_00443	Syai.g_02215
OG0001050	Prbi.g_00444	Syai.g_02214
OG0001051	Prbi.g_00445	Syai.g_02213
OG0001052	Prbi.g_00474	Syai.g_00861
OG0001053	Prbi.g_00486	Syai.g_00641
OG0001054	Prbi.g_00501	Syai.g_00658
OG0001055	Prbi.g_00520	Syai.g_00679
OG0001056	Prbi.g_00539	Syai.g_00713
OG0001057	Prbi.g_00544	Syai.g_00721
OG0001058	Prbi.g_00552	Syai.g_00734
OG0001059	Prbi.g_00556	Syai.g_00738
OG0001060	Prbi.g_00563	Syai.g_00744
OG0001061	Prbi.g_00576	Syai.g_00765
OG0001062	Prbi.g_00578	Syai.g_00767
OG0001063	Prbi.g_00580	Syai.g_00774
OG0001064	Prbi.g_00581	Syai.g_00775
OG0001065	Prbi.g_00582	Syai.g_00776
OG0001066	Prbi.g_00583	Syai.g_00777
OG0001067	Prbi.g_00584	Syai.g_00778
OG0001068	Prbi.g_00585	Syai.g_00779
OG0001069	Prbi.g_00586	Syai.g_00780
OG0001070	Prbi.g_00589	Syai.g_00783
OG0001071	Prbi.g_00590	Syai.g_00784
OG0001072	Prbi.g_00592	Syai.g_00788
OG0001073	Prbi.g_00606	Syai.g_00807
OG0001074	Prbi.g_00617	Syai.g_01051
OG0001075	Prbi.g_00618	Syai.g_01053
OG0001076	Prbi.g_00626	Syai.g_01069
OG0001077	Prbi.g_00630	Syai.g_01081
OG0001078	Prbi.g_00639	Syai.g_01105
OG0001079	Prbi.g_00650	Syai.g_01118
OG0001080	Prbi.g_00656	Syai.g_01606
OG0001081	Prbi.g_00658	Syai.g_01222
OG0001082	Prbi.g_00659	Syai.g_01223
OG0001083	Prbi.g_00664	Syai.g_01230
OG0001084	Prbi.g_00665	Syai.g_01231
OG0001085	Prbi.g_00673	Syai.g_01241
OG0001086	Prbi.g_00674	Syai.g_01243
OG0001087	Prbi.g_00691	Syai.g_01953
OG0001088	Prbi.g_00692	Syai.g_01957
OG0001089	Prbi.g_00700	Syai.g_01996
OG0001090	Prbi.g_00746	Syai.g_01387
OG0001091	Prbi.g_00748	Syai.g_01389
OG0001092	Prbi.g_00749	Syai.g_01391
OG0001093	Prbi.g_00754	Syai.g_01397
OG0001094	Prbi.g_00841	Syai.g_01315
OG0001096	Prbi.g_00873	Syai.g_01371
OG0001097	Prbi.g_00892	Syai.g_02057
OG0001098	Prbi.g_00907	Syai.g_01603
OG0001099	Prbi.g_00939	Syai.g_02558
OG0001100	Prbi.g_00943	Syai.g_01253
OG0001101	Prbi.g_00945	Syai.g_01254
OG0001102	Prbi.g_00948	Syai.g_01257
OG0001103	Prbi.g_00950	Syai.g_01260
OG0001104	Prbi.g_00972	Syai.g_01300
OG0001105	Prbi.g_00976	Syai.g_01304
OG0001106	Prbi.g_01000	Syai.g_01517
OG0001107	Prbi.g_01007	Syai.g_01505
OG0001108	Prbi.g_01011	Syai.g_01496
OG0001109	Prbi.g_01012	Syai.g_01488
OG0001110	Prbi.g_01014	Syai.g_01486
OG0001111	Prbi.g_01015	Syai.g_01484
OG0001112	Prbi.g_01016	Syai.g_01482
OG0001113	Prbi.g_01017	Syai.g_01481
OG0001114	Prbi.g_01018	Syai.g_01480
OG0001115	Prbi.g_01020	Syai.g_01476
OG0001116	Prbi.g_01021	Syai.g_01474
OG0001117	Prbi.g_01022	Syai.g_01473
