Orthogroup	Prbi	Syaa
OG0000538	Prbi.g_00503	Syaa.g_02027
OG0000539	Prbi.g_00504	Syaa.g_02026
OG0000540	Prbi.g_00505	Syaa.g_02025
OG0000541	Prbi.g_00506	Syaa.g_02024
OG0000542	Prbi.g_00508	Syaa.g_02021
OG0000543	Prbi.g_00510	Syaa.g_02019
OG0000544	Prbi.g_00511	Syaa.g_02018
OG0000545	Prbi.g_00513	Syaa.g_02016
OG0000546	Prbi.g_00516	Syaa.g_02014
OG0000547	Prbi.g_00518	Syaa.g_02012
OG0000548	Prbi.g_00519	Syaa.g_02011
OG0000549	Prbi.g_00521	Syaa.g_02003
OG0000550	Prbi.g_00526	Syaa.g_01998
OG0000551	Prbi.g_00530	Syaa.g_01993
OG0000552	Prbi.g_00531	Syaa.g_01992
OG0000553	Prbi.g_00532	Syaa.g_01990
OG0000554	Prbi.g_00537	Syaa.g_01979
OG0000555	Prbi.g_00545	Syaa.g_01961
OG0000556	Prbi.g_00547	Syaa.g_01957
OG0000557	Prbi.g_00548	Syaa.g_01955
OG0000558	Prbi.g_00550	Syaa.g_01953
OG0000559	Prbi.g_00554	Syaa.g_01949
OG0000560	Prbi.g_00557	Syaa.g_01946
OG0000561	Prbi.g_00558	Syaa.g_01945
OG0000562	Prbi.g_00559	Syaa.g_01944
OG0000563	Prbi.g_00560	Syaa.g_01943
OG0000564	Prbi.g_00561	Syaa.g_01942
OG0000565	Prbi.g_00564	Syaa.g_01939
OG0000566	Prbi.g_00566	Syaa.g_01935
OG0000567	Prbi.g_00570	Syaa.g_01931
OG0000568	Prbi.g_00571	Syaa.g_01928
OG0000569	Prbi.g_00572	Syaa.g_01925
OG0000570	Prbi.g_00573	Syaa.g_01924
OG0000571	Prbi.g_00575	Syaa.g_01920
OG0000572	Prbi.g_00588	Syaa.g_01904
OG0000573	Prbi.g_00594	Syaa.g_01896
OG0000574	Prbi.g_00595	Syaa.g_01895
OG0000575	Prbi.g_00599	Syaa.g_01891
OG0000576	Prbi.g_00601	Syaa.g_01889
OG0000577	Prbi.g_00602	Syaa.g_01888
OG0000578	Prbi.g_00603	Syaa.g_01887
OG0000579	Prbi.g_00604	Syaa.g_01886
OG0000580	Prbi.g_00605	Syaa.g_01885
OG0000581	Prbi.g_00607	Syaa.g_01879
OG0000582	Prbi.g_00610	Syaa.g_01687
OG0000583	Prbi.g_00611	Syaa.g_01686
OG0000584	Prbi.g_00612	Syaa.g_01685
OG0000585	Prbi.g_00614	Syaa.g_01683
OG0000586	Prbi.g_00615	Syaa.g_01682
OG0000587	Prbi.g_00616	Syaa.g_01680
OG0000588	Prbi.g_00620	Syaa.g_01666
OG0000589	Prbi.g_00623	Syaa.g_01662
OG0000590	Prbi.g_00624	Syaa.g_01661
OG0000591	Prbi.g_00627	Syaa.g_01653
OG0000592	Prbi.g_00628	Syaa.g_01652
OG0000593	Prbi.g_00635	Syaa.g_01638
OG0000594	Prbi.g_00636	Syaa.g_01637
OG0000595	Prbi.g_00637	Syaa.g_01636
OG0000596	Prbi.g_00641	Syaa.g_01630
OG0000597	Prbi.g_00643	Syaa.g_01627
OG0000598	Prbi.g_00644	Syaa.g_01626
OG0000599	Prbi.g_00647	Syaa.g_01623
OG0000600	Prbi.g_00648	Syaa.g_01622
OG0000601	Prbi.g_00649	Syaa.g_01621
OG0000602	Prbi.g_00651	Syaa.g_01616
OG0000603	Prbi.g_00652	Syaa.g_01615
OG0000604	Prbi.g_00653	Syaa.g_01612
OG0000605	Prbi.g_00654	Syaa.g_01447
OG0000606	Prbi.g_00657	Syaa.g_01055
OG0000607	Prbi.g_00660	Syaa.g_01058
OG0000608	Prbi.g_00661	Syaa.g_01059
OG0000609	Prbi.g_00662	Syaa.g_01061
OG0000610	Prbi.g_00667	Syaa.g_01068
OG0000611	Prbi.g_00670	Syaa.g_01071
OG0000612	Prbi.g_00671	Syaa.g_01072
OG0000613	Prbi.g_00676	Syaa.g_00199
OG0000614	Prbi.g_00695	Syaa.g_00906
OG0000615	Prbi.g_00704	Syaa.g_01113
OG0000616	Prbi.g_00708	Syaa.g_02742
OG0000617	Prbi.g_00751	Syaa.g_01244
OG0000618	Prbi.g_00752	Syaa.g_01245
OG0000619	Prbi.g_00753	Syaa.g_01246
OG0000620	Prbi.g_00756	Syaa.g_01259
OG0000621	Prbi.g_00757	Syaa.g_01260
OG0000622	Prbi.g_00758	Syaa.g_01261
OG0000623	Prbi.g_00759	Syaa.g_01262
OG0000624	Prbi.g_00760	Syaa.g_01264
OG0000625	Prbi.g_00761	Syaa.g_01265
OG0000626	Prbi.g_00762	Syaa.g_01266
OG0000627	Prbi.g_00763	Syaa.g_01414
OG0000628	Prbi.g_00764	Syaa.g_01413
OG0000629	Prbi.g_00765	Syaa.g_01410
OG0000630	Prbi.g_00768	Syaa.g_01406
OG0000631	Prbi.g_00838	Syaa.g_01400
OG0000632	Prbi.g_00839	Syaa.g_01399
OG0000633	Prbi.g_00840	Syaa.g_01397
OG0000634	Prbi.g_00843	Syaa.g_01150
OG0000635	Prbi.g_00844	Syaa.g_01151
OG0000636	Prbi.g_00846	Syaa.g_01153
OG0000637	Prbi.g_00848	Syaa.g_01155
OG0000638	Prbi.g_00849	Syaa.g_01156
OG0000639	Prbi.g_00850	Syaa.g_01157
OG0000640	Prbi.g_00851	Syaa.g_01158
OG0000641	Prbi.g_00855	Syaa.g_01162
OG0000642	Prbi.g_00856	Syaa.g_01163
OG0000643	Prbi.g_00857	Syaa.g_01165
OG0000644	Prbi.g_00858	Syaa.g_01166
OG0000645	Prbi.g_00859	Syaa.g_01184
OG0000646	Prbi.g_00861	Syaa.g_01187
OG0000647	Prbi.g_00862	Syaa.g_01189
OG0000648	Prbi.g_00864	Syaa.g_01191
OG0000649	Prbi.g_00865	Syaa.g_01192
OG0000650	Prbi.g_00866	Syaa.g_01193
OG0000651	Prbi.g_00867	Syaa.g_01194
OG0000652	Prbi.g_00868	Syaa.g_01195
OG0000653	Prbi.g_00870	Syaa.g_01197
OG0000654	Prbi.g_00871	Syaa.g_01198
OG0000655	Prbi.g_00872	Syaa.g_01199
OG0000656	Prbi.g_00875	Syaa.g_01202
OG0000657	Prbi.g_00883	Syaa.g_00838
OG0000658	Prbi.g_00884	Syaa.g_00836
OG0000659	Prbi.g_00885	Syaa.g_00835
OG0000660	Prbi.g_00889	Syaa.g_00831
OG0000661	Prbi.g_00891	Syaa.g_00829
OG0000662	Prbi.g_00893	Syaa.g_00827
OG0000663	Prbi.g_00895	Syaa.g_00824
OG0000664	Prbi.g_00896	Syaa.g_00823
OG0000665	Prbi.g_00900	Syaa.g_01442
OG0000666	Prbi.g_00901	Syaa.g_01448
OG0000668	Prbi.g_00934	Syaa.g_01300
OG0000669	Prbi.g_00942	Syaa.g_01084
OG0000670	Prbi.g_00944	Syaa.g_01087
OG0000671	Prbi.g_00946	Syaa.g_01089
OG0000672	Prbi.g_00949	Syaa.g_01092
OG0000673	Prbi.g_00952	Syaa.g_01095
OG0000674	Prbi.g_00954	Syaa.g_01097
OG0000675	Prbi.g_00955	Syaa.g_01098
OG0000676	Prbi.g_00957	Syaa.g_01100
OG0000677	Prbi.g_00958	Syaa.g_01101
OG0000678	Prbi.g_00960	Syaa.g_01106
OG0000679	Prbi.g_00964	Syaa.g_01116
OG0000680	Prbi.g_00965	Syaa.g_01117
OG0000681	Prbi.g_00968	Syaa.g_01120
OG0000682	Prbi.g_00969	Syaa.g_01121
OG0000683	Prbi.g_00970	Syaa.g_01122
OG0000684	Prbi.g_00971	Syaa.g_01132
OG0000685	Prbi.g_00973	Syaa.g_01134
OG0000686	Prbi.g_00974	Syaa.g_01135
OG0000687	Prbi.g_00975	Syaa.g_01136
OG0000688	Prbi.g_00978	Syaa.g_01140
OG0000689	Prbi.g_00979	Syaa.g_01142
OG0000690	Prbi.g_00980	Syaa.g_01143
OG0000691	Prbi.g_00981	Syaa.g_01144
OG0000692	Prbi.g_00983	Syaa.g_01145
OG0000693	Prbi.g_00984	Syaa.g_01146
OG0000694	Prbi.g_00985	Syaa.g_01147
OG0000695	Prbi.g_00987	Syaa.g_01395
OG0000696	Prbi.g_00988	Syaa.g_01394
OG0000697	Prbi.g_00989	Syaa.g_01392
OG0000698	Prbi.g_00992	Syaa.g_01389
OG0000699	Prbi.g_00993	Syaa.g_01387
OG0000700	Prbi.g_00994	Syaa.g_01386
OG0000701	Prbi.g_00995	Syaa.g_01385
OG0000702	Prbi.g_00997	Syaa.g_01376
OG0000703	Prbi.g_00998	Syaa.g_01375
OG0000704	Prbi.g_00999	Syaa.g_01373
OG0000705	Prbi.g_01003	Syaa.g_01365
OG0000706	Prbi.g_01004	Syaa.g_01364
OG0000707	Prbi.g_01005	Syaa.g_01363
OG0000708	Prbi.g_01006	Syaa.g_01360
OG0000709	Prbi.g_01010	Syaa.g_01351
OG0000710	Prbi.g_01013	Syaa.g_01348
OG0000711	Prbi.g_01030	Syaa.g_01320
OG0000712	Prbi.g_01032	Syaa.g_01318
OG0000713	Prbi.g_01033	Syaa.g_01317
OG0000714	Prbi.g_01034	Syaa.g_01315
OG0000715	Prbi.g_01036	Syaa.g_01313
OG0000716	Prbi.g_01038	Syaa.g_01309
OG0000717	Prbi.g_01039	Syaa.g_01308
OG0000718	Prbi.g_01055	Syaa.g_01304
OG0000719	Prbi.g_01057	Syaa.g_01302
OG0000720	Prbi.g_01066	Syaa.g_01289
OG0000721	Prbi.g_01068	Syaa.g_01287
OG0000722	Prbi.g_01069	Syaa.g_01286
OG0000723	Prbi.g_01072	Syaa.g_01268
OG0000724	Prbi.g_01081	Syaa.g_00872
OG0000725	Prbi.g_01087	Syaa.g_00882
OG0000726	Prbi.g_01088	Syaa.g_00883
OG0000727	Prbi.g_01089	Syaa.g_00884
OG0000728	Prbi.g_01091	Syaa.g_00886
OG0000729	Prbi.g_01138	Syaa.g_00100
OG0000730	Prbi.g_01142	Syaa.g_02185
OG0000731	Prbi.g_01146	Syaa.g_02173
OG0000732	Prbi.g_01155	Syaa.g_00054
OG0000733	Prbi.g_01175	Syaa.g_02621
OG0000734	Prbi.g_01192	Syaa.g_02388
OG0000735	Prbi.g_01194	Syaa.g_00754
OG0000736	Prbi.g_01195	Syaa.g_00755
OG0000737	Prbi.g_01196	Syaa.g_00756
OG0000738	Prbi.g_01200	Syaa.g_00761
OG0000739	Prbi.g_01201	Syaa.g_00762
OG0000740	Prbi.g_01202	Syaa.g_00763
OG0000741	Prbi.g_01203	Syaa.g_00766
OG0000742	Prbi.g_01206	Syaa.g_00769
OG0000743	Prbi.g_01208	Syaa.g_00771
OG0000744	Prbi.g_01209	Syaa.g_00772
OG0000745	Prbi.g_01210	Syaa.g_00774
OG0000746	Prbi.g_01212	Syaa.g_00776
OG0000747	Prbi.g_01213	Syaa.g_00777
OG0000748	Prbi.g_01216	Syaa.g_00787
OG0000749	Prbi.g_01217	Syaa.g_00789
OG0000750	Prbi.g_01218	Syaa.g_00790
OG0000751	Prbi.g_01220	Syaa.g_00797
OG0000752	Prbi.g_01222	Syaa.g_00799
OG0000753	Prbi.g_01225	Syaa.g_00802
OG0000754	Prbi.g_01228	Syaa.g_01025
OG0000755	Prbi.g_01231	Syaa.g_01005
OG0000756	Prbi.g_01232	Syaa.g_01004
OG0000757	Prbi.g_01238	Syaa.g_00996
OG0000758	Prbi.g_01239	Syaa.g_00995
OG0000759	Prbi.g_01240	Syaa.g_00994
OG0000760	Prbi.g_01241	Syaa.g_00993
OG0000761	Prbi.g_01242	Syaa.g_00992
OG0000762	Prbi.g_01243	Syaa.g_00988
OG0000763	Prbi.g_01245	Syaa.g_00986
OG0000764	Prbi.g_01246	Syaa.g_00985
OG0000765	Prbi.g_01255	Syaa.g_00968
OG0000766	Prbi.g_01256	Syaa.g_00967
OG0000767	Prbi.g_01258	Syaa.g_00965
OG0000768	Prbi.g_01259	Syaa.g_00964
OG0000769	Prbi.g_01261	Syaa.g_00962
OG0000770	Prbi.g_01263	Syaa.g_00959
OG0000771	Prbi.g_01277	Syaa.g_00866
OG0000772	Prbi.g_01363	Syaa.g_01526
OG0000773	Prbi.g_01382	Syaa.g_00749
OG0000774	Prbi.g_01384	Syaa.g_00745
OG0000775	Prbi.g_01386	Syaa.g_00742
OG0000776	Prbi.g_01387	Syaa.g_00741
OG0000777	Prbi.g_01388	Syaa.g_00740
OG0000778	Prbi.g_01389	Syaa.g_00739
OG0000779	Prbi.g_01393	Syaa.g_00733
OG0000780	Prbi.g_01394	Syaa.g_00730
OG0000781	Prbi.g_01397	Syaa.g_00726
OG0000782	Prbi.g_01398	Syaa.g_00725
OG0000783	Prbi.g_01399	Syaa.g_00724
OG0000784	Prbi.g_01400	Syaa.g_00723
OG0000785	Prbi.g_01402	Syaa.g_00721
OG0000786	Prbi.g_01404	Syaa.g_01875
OG0000787	Prbi.g_01405	Syaa.g_01876
OG0000788	Prbi.g_01426	Syaa.g_01620
OG0000789	Prbi.g_01429	Syaa.g_01434
OG0000790	Prbi.g_01444	Syaa.g_02064
OG0000791	Prbi.g_01446	Syaa.g_02066
OG0000792	Prbi.g_01447	Syaa.g_02067
OG0000793	Prbi.g_01450	Syaa.g_02072
OG0000794	Prbi.g_01451	Syaa.g_02073
OG0000795	Prbi.g_01452	Syaa.g_02074
OG0000796	Prbi.g_01456	Syaa.g_02078
OG0000797	Prbi.g_01457	Syaa.g_02079
OG0000799	Prbi.g_01571	Syaa.g_01743
OG0000800	Prbi.g_01572	Syaa.g_01747
OG0000801	Prbi.g_01573	Syaa.g_01748
OG0000802	Prbi.g_01575	Syaa.g_01753
OG0000803	Prbi.g_01577	Syaa.g_01758
OG0000804	Prbi.g_01578	Syaa.g_01761
OG0000805	Prbi.g_01580	Syaa.g_01763
OG0000806	Prbi.g_01582	Syaa.g_01765
OG0000807	Prbi.g_01583	Syaa.g_01767
OG0000808	Prbi.g_01584	Syaa.g_01768
OG0000809	Prbi.g_01587	Syaa.g_01771
OG0000810	Prbi.g_01588	Syaa.g_01772
OG0000811	Prbi.g_01594	Syaa.g_01778
OG0000812	Prbi.g_01596	Syaa.g_01780
OG0000813	Prbi.g_01597	Syaa.g_01781
OG0000814	Prbi.g_01599	Syaa.g_01783
OG0000815	Prbi.g_01600	Syaa.g_01784
OG0000816	Prbi.g_01602	Syaa.g_01785
OG0000817	Prbi.g_01603	Syaa.g_01786
OG0000818	Prbi.g_01608	Syaa.g_01792
OG0000819	Prbi.g_01609	Syaa.g_01793
OG0000820	Prbi.g_01610	Syaa.g_01794
OG0000821	Prbi.g_01613	Syaa.g_01800
OG0000822	Prbi.g_01614	Syaa.g_01802
OG0000823	Prbi.g_01615	Syaa.g_01803
OG0000824	Prbi.g_01618	Syaa.g_01807
OG0000825	Prbi.g_01619	Syaa.g_01808
OG0000826	Prbi.g_01620	Syaa.g_01809
OG0000827	Prbi.g_01621	Syaa.g_01810
OG0000828	Prbi.g_01624	Syaa.g_01813
OG0000829	Prbi.g_01625	Syaa.g_01814
OG0000830	Prbi.g_01626	Syaa.g_01815
OG0000831	Prbi.g_01628	Syaa.g_01817
OG0000832	Prbi.g_01634	Syaa.g_00627
OG0000833	Prbi.g_01642	Syaa.g_00611
OG0000834	Prbi.g_01643	Syaa.g_00608
OG0000835	Prbi.g_01644	Syaa.g_00607
OG0000836	Prbi.g_01645	Syaa.g_00603
OG0000837	Prbi.g_01646	Syaa.g_00601
OG0000838	Prbi.g_01648	Syaa.g_00597
OG0000839	Prbi.g_01649	Syaa.g_00596
OG0000840	Prbi.g_01650	Syaa.g_00595
OG0000841	Prbi.g_01651	Syaa.g_00594
OG0000842	Prbi.g_01652	Syaa.g_00593
OG0000843	Prbi.g_01653	Syaa.g_00592
OG0000844	Prbi.g_01654	Syaa.g_00590
OG0000845	Prbi.g_01655	Syaa.g_00589
OG0000846	Prbi.g_01656	Syaa.g_00588
OG0000847	Prbi.g_01657	Syaa.g_00587
OG0000848	Prbi.g_01658	Syaa.g_00585
OG0000849	Prbi.g_01659	Syaa.g_00584
OG0000850	Prbi.g_01661	Syaa.g_00582
OG0000851	Prbi.g_01662	Syaa.g_00577
OG0000852	Prbi.g_01663	Syaa.g_00576
OG0000853	Prbi.g_01667	Syaa.g_00572
OG0000854	Prbi.g_01669	Syaa.g_00570
OG0000855	Prbi.g_01670	Syaa.g_00569
OG0000856	Prbi.g_01685	Syaa.g_01650
OG0000857	Prbi.g_01711	Syaa.g_01188
OG0000858	Prbi.g_01781	Syaa.g_00563
OG0000859	Prbi.g_01782	Syaa.g_00562
OG0000860	Prbi.g_01789	Syaa.g_00549
OG0000861	Prbi.g_01790	Syaa.g_00548
OG0000862	Prbi.g_01791	Syaa.g_00547
OG0000863	Prbi.g_01793	Syaa.g_00543
OG0000864	Prbi.g_01794	Syaa.g_00542
OG0000865	Prbi.g_01795	Syaa.g_00541
OG0000866	Prbi.g_01796	Syaa.g_00540
OG0000867	Prbi.g_01797	Syaa.g_00539
OG0000868	Prbi.g_01798	Syaa.g_00536
OG0000869	Prbi.g_01802	Syaa.g_00531
OG0000870	Prbi.g_01807	Syaa.g_00526
OG0000871	Prbi.g_01808	Syaa.g_00525
OG0000872	Prbi.g_01809	Syaa.g_00511
OG0000873	Prbi.g_01812	Syaa.g_00497
OG0000874	Prbi.g_01815	Syaa.g_00519
OG0000875	Prbi.g_01816	Syaa.g_00438
OG0000876	Prbi.g_01817	Syaa.g_00682
OG0000877	Prbi.g_01819	Syaa.g_00679
OG0000878	Prbi.g_01820	Syaa.g_00678
OG0000879	Prbi.g_01821	Syaa.g_00677
OG0000880	Prbi.g_01822	Syaa.g_00676
OG0000881	Prbi.g_01826	Syaa.g_00671
OG0000882	Prbi.g_01831	Syaa.g_00666
OG0000883	Prbi.g_01832	Syaa.g_00661
OG0000884	Prbi.g_01834	Syaa.g_00659
OG0000885	Prbi.g_01835	Syaa.g_00658
OG0000886	Prbi.g_01836	Syaa.g_00657
OG0000887	Prbi.g_01837	Syaa.g_00656
OG0000888	Prbi.g_01839	Syaa.g_00654
OG0000889	Prbi.g_01841	Syaa.g_00652
OG0000890	Prbi.g_01842	Syaa.g_00644
OG0000891	Prbi.g_01843	Syaa.g_00643
OG0000892	Prbi.g_01845	Syaa.g_00640
OG0000893	Prbi.g_01848	Syaa.g_02352
OG0000894	Prbi.g_01850	Syaa.g_02349
OG0000895	Prbi.g_01853	Syaa.g_02345
OG0000896	Prbi.g_01854	Syaa.g_02344
OG0000897	Prbi.g_01856	Syaa.g_02342
OG0000898	Prbi.g_01857	Syaa.g_02341
OG0000899	Prbi.g_01858	Syaa.g_02340
OG0000900	Prbi.g_01859	Syaa.g_02339
OG0000901	Prbi.g_01863	Syaa.g_02334
OG0000902	Prbi.g_01865	Syaa.g_02332
OG0000903	Prbi.g_01868	Syaa.g_02313
OG0000904	Prbi.g_01870	Syaa.g_02318
OG0000905	Prbi.g_01875	Syaa.g_02324
OG0000906	Prbi.g_01876	Syaa.g_02327
OG0000907	Prbi.g_01896	Syaa.g_02295
OG0000908	Prbi.g_01899	Syaa.g_02292
OG0000909	Prbi.g_01900	Syaa.g_02291
OG0000910	Prbi.g_01901	Syaa.g_02290
OG0000911	Prbi.g_01903	Syaa.g_02288
OG0000912	Prbi.g_01904	Syaa.g_02287
OG0000913	Prbi.g_01905	Syaa.g_02286
OG0000914	Prbi.g_01906	Syaa.g_02285
OG0000915	Prbi.g_01907	Syaa.g_02283
OG0000916	Prbi.g_01908	Syaa.g_02282
OG0000917	Prbi.g_01909	Syaa.g_02281
OG0000918	Prbi.g_01910	Syaa.g_02280
OG0000919	Prbi.g_01911	Syaa.g_02279
OG0000920	Prbi.g_01912	Syaa.g_02278
OG0000921	Prbi.g_01913	Syaa.g_02277
OG0000922	Prbi.g_01914	Syaa.g_02276
OG0000923	Prbi.g_01918	Syaa.g_02272
OG0000924	Prbi.g_01919	Syaa.g_02271
OG0000925	Prbi.g_01920	Syaa.g_02270
OG0000926	Prbi.g_01921	Syaa.g_02269
OG0000927	Prbi.g_01923	Syaa.g_02267
OG0000928	Prbi.g_01924	Syaa.g_02266
OG0000929	Prbi.g_01925	Syaa.g_02265
OG0000930	Prbi.g_01926	Syaa.g_02264
OG0000931	Prbi.g_01927	Syaa.g_02263
OG0000932	Prbi.g_01928	Syaa.g_02262
OG0000933	Prbi.g_01932	Syaa.g_02256
OG0000934	Prbi.g_01934	Syaa.g_02254
OG0000935	Prbi.g_01935	Syaa.g_02253
OG0000936	Prbi.g_01936	Syaa.g_02252
OG0000937	Prbi.g_01937	Syaa.g_02251
OG0000938	Prbi.g_01939	Syaa.g_02248
OG0000939	Prbi.g_01940	Syaa.g_02247
OG0000940	Prbi.g_01947	Syaa.g_02240
OG0000941	Prbi.g_01949	Syaa.g_02238
OG0000942	Prbi.g_01951	Syaa.g_02236
OG0000943	Prbi.g_01952	Syaa.g_02235
OG0000944	Prbi.g_01953	Syaa.g_02233
OG0000945	Prbi.g_01954	Syaa.g_02231
OG0000946	Prbi.g_01958	Syaa.g_02225
OG0000947	Prbi.g_01960	Syaa.g_02222
OG0000948	Prbi.g_01961	Syaa.g_02221
OG0000949	Prbi.g_01964	Syaa.g_00172
OG0000950	Prbi.g_01969	Syaa.g_00159
OG0000951	Prbi.g_01973	Syaa.g_00153
OG0000952	Prbi.g_01977	Syaa.g_00149
OG0000953	Prbi.g_01980	Syaa.g_00143
OG0000954	Prbi.g_01984	Syaa.g_00138
OG0000955	Prbi.g_01985	Syaa.g_00137
OG0000956	Prbi.g_01987	Syaa.g_00135
OG0000957	Prbi.g_01992	Syaa.g_00125
OG0000958	Prbi.g_01993	Syaa.g_00124
OG0000959	Prbi.g_01997	Syaa.g_00120
OG0000960	Prbi.g_01998	Syaa.g_00119
OG0000961	Prbi.g_02000	Syaa.g_00106
OG0000962	Prbi.g_02002	Syaa.g_00102
OG0000963	Prbi.g_02006	Syaa.g_00097
OG0000964	Prbi.g_02007	Syaa.g_00096
OG0000965	Prbi.g_02008	Syaa.g_00095
OG0000966	Prbi.g_02027	Syaa.g_00083
OG0000967	Prbi.g_02032	Syaa.g_00074
OG0000968	Prbi.g_02034	Syaa.g_00078
OG0000969	Prbi.g_02035	Syaa.g_00077
OG0000970	Prbi.g_02036	Syaa.g_00076
OG0000971	Prbi.g_02037	Syaa.g_00069
OG0000972	Prbi.g_02038	Syaa.g_00068
OG0000973	Prbi.g_02039	Syaa.g_00067
OG0000974	Prbi.g_02040	Syaa.g_00066
OG0000975	Prbi.g_02041	Syaa.g_00065
OG0000976	Prbi.g_02042	Syaa.g_00064
OG0000977	Prbi.g_02043	Syaa.g_00062
OG0000978	Prbi.g_02044	Syaa.g_00061
OG0000979	Prbi.g_02047	Syaa.g_00058
OG0000980	Prbi.g_02049	Syaa.g_00055
OG0000981	Prbi.g_02051	Syaa.g_00052
OG0000982	Prbi.g_02053	Syaa.g_02593
OG0000983	Prbi.g_02054	Syaa.g_02594
OG0000984	Prbi.g_02055	Syaa.g_02595
OG0000985	Prbi.g_02058	Syaa.g_02597
OG0000986	Prbi.g_02060	Syaa.g_02601
OG0000987	Prbi.g_02061	Syaa.g_02603
OG0000988	Prbi.g_02064	Syaa.g_02608
OG0000989	Prbi.g_02068	Syaa.g_02616
OG0000990	Prbi.g_02071	Syaa.g_02647
OG0000991	Prbi.g_02072	Syaa.g_02650
OG0000992	Prbi.g_02074	Syaa.g_02653
OG0000993	Prbi.g_02075	Syaa.g_02654
OG0000994	Prbi.g_02076	Syaa.g_02657
OG0000995	Prbi.g_02080	Syaa.g_02662
OG0000996	Prbi.g_02081	Syaa.g_02705
OG0000997	Prbi.g_02082	Syaa.g_02725
OG0000998	Prbi.g_02084	Syaa.g_02727
OG0000999	Prbi.g_02085	Syaa.g_02728
OG0001000	Prbi.g_02088	Syaa.g_02732
OG0001001	Prbi.g_02090	Syaa.g_02738
OG0001002	Prbi.g_02094	Syaa.g_02745
OG0001003	Prbi.g_02095	Syaa.g_02747
OG0001004	Prbi.g_02096	Syaa.g_02748
OG0001005	Prbi.g_02097	Syaa.g_02749
OG0001006	Prbi.g_02101	Syaa.g_02756
OG0001007	Prbi.g_02103	Syaa.g_02758
OG0001008	Prbi.g_00438	Syaa.g_00704
OG0001009	Prbi.g_00027	Syaa.g_00034
OG0001010	Prbi.g_00028	Syaa.g_00035
OG0001011	Prbi.g_00029	Syaa.g_00037
OG0001012	Prbi.g_00052	Syaa.g_02589
OG0001013	Prbi.g_00059	Syaa.g_02576
OG0001014	Prbi.g_00062	Syaa.g_02572
OG0001015	Prbi.g_00063	Syaa.g_02571
OG0001016	Prbi.g_00080	Syaa.g_00348
OG0001017	Prbi.g_00084	Syaa.g_00342
OG0001018	Prbi.g_00087	Syaa.g_00340
OG0001019	Prbi.g_00096	Syaa.g_00323
OG0001020	Prbi.g_00097	Syaa.g_02355
OG0001021	Prbi.g_00098	Syaa.g_02359
OG0001022	Prbi.g_00101	Syaa.g_02365
OG0001023	Prbi.g_00102	Syaa.g_02366
OG0001024	Prbi.g_00105	Syaa.g_02370
OG0001025	Prbi.g_00111	Syaa.g_02377
OG0001026	Prbi.g_00118	Syaa.g_02390
OG0001027	Prbi.g_00119	Syaa.g_02397
OG0001028	Prbi.g_00121	Syaa.g_02399
OG0001029	Prbi.g_00123	Syaa.g_02401
OG0001030	Prbi.g_00138	Syaa.g_02422
OG0001031	Prbi.g_00210	Syaa.g_02500
OG0001032	Prbi.g_00211	Syaa.g_02502
OG0001033	Prbi.g_00232	Syaa.g_02539
OG0001034	Prbi.g_00260	Syaa.g_02108
OG0001035	Prbi.g_00278	Syaa.g_00298
OG0001036	Prbi.g_00283	Syaa.g_00293
OG0001037	Prbi.g_00284	Syaa.g_00291
OG0001038	Prbi.g_00302	Syaa.g_00264
OG0001039	Prbi.g_00305	Syaa.g_00261
OG0001040	Prbi.g_00307	Syaa.g_00258
OG0001041	Prbi.g_00311	Syaa.g_00253
OG0001042	Prbi.g_00328	Syaa.g_00227
OG0001043	Prbi.g_00329	Syaa.g_00223
OG0001044	Prbi.g_00357	Syaa.g_02183
OG0001045	Prbi.g_00366	Syaa.g_02170
OG0001046	Prbi.g_00403	Syaa.g_01332
OG0001047	Prbi.g_00440	Syaa.g_00706
OG0001048	Prbi.g_00441	Syaa.g_00707
OG0001049	Prbi.g_00443	Syaa.g_00710
OG0001050	Prbi.g_00444	Syaa.g_00711
OG0001051	Prbi.g_00445	Syaa.g_00712
OG0001052	Prbi.g_00474	Syaa.g_01846
OG0001053	Prbi.g_00486	Syaa.g_02048
OG0001054	Prbi.g_00501	Syaa.g_02031
OG0001055	Prbi.g_00520	Syaa.g_02010
OG0001056	Prbi.g_00539	Syaa.g_01975
OG0001057	Prbi.g_00544	Syaa.g_01966
OG0001058	Prbi.g_00552	Syaa.g_01951
OG0001059	Prbi.g_00556	Syaa.g_01947
OG0001060	Prbi.g_00563	Syaa.g_01941
OG0001061	Prbi.g_00576	Syaa.g_01919
OG0001062	Prbi.g_00578	Syaa.g_01917
OG0001063	Prbi.g_00580	Syaa.g_01912
OG0001064	Prbi.g_00581	Syaa.g_01911
OG0001065	Prbi.g_00582	Syaa.g_01910
OG0001066	Prbi.g_00583	Syaa.g_01909
OG0001067	Prbi.g_00584	Syaa.g_01908
OG0001068	Prbi.g_00585	Syaa.g_01907
OG0001069	Prbi.g_00586	Syaa.g_01906
OG0001070	Prbi.g_00589	Syaa.g_01903
OG0001071	Prbi.g_00590	Syaa.g_01902
OG0001072	Prbi.g_00592	Syaa.g_01898
OG0001073	Prbi.g_00606	Syaa.g_01884
OG0001074	Prbi.g_00617	Syaa.g_01678
OG0001075	Prbi.g_00618	Syaa.g_01676
OG0001076	Prbi.g_00626	Syaa.g_01659
