Orthogroup	Prbi	Syar
OG0000535	Prbi.g_00493	Syar.g_01481
OG0000536	Prbi.g_00494	Syar.g_01482
OG0000537	Prbi.g_00495	Syar.g_01483
OG0000538	Prbi.g_00503	Syar.g_01496
OG0000539	Prbi.g_00504	Syar.g_01497
OG0000540	Prbi.g_00505	Syar.g_01498
OG0000541	Prbi.g_00506	Syar.g_01499
OG0000542	Prbi.g_00508	Syar.g_01502
OG0000543	Prbi.g_00510	Syar.g_01504
OG0000544	Prbi.g_00511	Syar.g_01505
OG0000545	Prbi.g_00513	Syar.g_01507
OG0000546	Prbi.g_00516	Syar.g_01509
OG0000547	Prbi.g_00518	Syar.g_01511
OG0000548	Prbi.g_00519	Syar.g_01512
OG0000549	Prbi.g_00521	Syar.g_02693
OG0000550	Prbi.g_00526	Syar.g_02689
OG0000551	Prbi.g_00530	Syar.g_02684
OG0000552	Prbi.g_00531	Syar.g_02683
OG0000553	Prbi.g_00532	Syar.g_02679
OG0000554	Prbi.g_00537	Syar.g_02352
OG0000555	Prbi.g_00545	Syar.g_02336
OG0000556	Prbi.g_00547	Syar.g_02332
OG0000557	Prbi.g_00548	Syar.g_02328
OG0000558	Prbi.g_00550	Syar.g_02326
OG0000559	Prbi.g_00554	Syar.g_02322
OG0000560	Prbi.g_00557	Syar.g_02320
OG0000561	Prbi.g_00558	Syar.g_02319
OG0000562	Prbi.g_00559	Syar.g_02318
OG0000563	Prbi.g_00560	Syar.g_02317
OG0000564	Prbi.g_00561	Syar.g_02316
OG0000565	Prbi.g_00564	Syar.g_02312
OG0000566	Prbi.g_00566	Syar.g_02308
OG0000567	Prbi.g_00570	Syar.g_02304
OG0000568	Prbi.g_00571	Syar.g_02302
OG0000569	Prbi.g_00572	Syar.g_02301
OG0000570	Prbi.g_00573	Syar.g_02300
OG0000571	Prbi.g_00575	Syar.g_02298
OG0000572	Prbi.g_00588	Syar.g_02201
OG0000573	Prbi.g_00594	Syar.g_02191
OG0000574	Prbi.g_00595	Syar.g_02190
OG0000575	Prbi.g_00599	Syar.g_03180
OG0000576	Prbi.g_00601	Syar.g_02187
OG0000577	Prbi.g_00602	Syar.g_02186
OG0000578	Prbi.g_00603	Syar.g_02185
OG0000579	Prbi.g_00604	Syar.g_02184
OG0000580	Prbi.g_00605	Syar.g_02183
OG0000581	Prbi.g_00607	Syar.g_02175
OG0000582	Prbi.g_00610	Syar.g_02131
OG0000583	Prbi.g_00611	Syar.g_02132
OG0000584	Prbi.g_00612	Syar.g_02133
OG0000585	Prbi.g_00614	Syar.g_02170
OG0000586	Prbi.g_00615	Syar.g_02171
OG0000587	Prbi.g_00616	Syar.g_02173
OG0000588	Prbi.g_00620	Syar.g_02275
OG0000589	Prbi.g_00623	Syar.g_02261
OG0000590	Prbi.g_00624	Syar.g_02260
OG0000591	Prbi.g_00627	Syar.g_02246
OG0000592	Prbi.g_00628	Syar.g_02245
OG0000593	Prbi.g_00635	Syar.g_02414
OG0000594	Prbi.g_00636	Syar.g_02415
OG0000595	Prbi.g_00637	Syar.g_02416
OG0000596	Prbi.g_00641	Syar.g_02421
OG0000597	Prbi.g_00643	Syar.g_02424
OG0000598	Prbi.g_00644	Syar.g_02425
OG0000599	Prbi.g_00647	Syar.g_02428
OG0000600	Prbi.g_00648	Syar.g_02429
OG0000601	Prbi.g_00649	Syar.g_02430
OG0000602	Prbi.g_00651	Syar.g_02435
OG0000603	Prbi.g_00652	Syar.g_02436
OG0000604	Prbi.g_00653	Syar.g_02438
OG0000605	Prbi.g_00654	Syar.g_02440
OG0000606	Prbi.g_00657	Syar.g_02443
OG0000607	Prbi.g_00660	Syar.g_02446
OG0000608	Prbi.g_00661	Syar.g_02447
OG0000609	Prbi.g_00662	Syar.g_02470
OG0000610	Prbi.g_00667	Syar.g_01917
OG0000611	Prbi.g_00670	Syar.g_01914
OG0000612	Prbi.g_00671	Syar.g_01913
OG0000613	Prbi.g_00676	Syar.g_00712
OG0000614	Prbi.g_00695	Syar.g_02012, Syar.g_01344
OG0000615	Prbi.g_00704	Syar.g_02603
OG0000616	Prbi.g_00708	Syar.g_00454
OG0000617	Prbi.g_00751	Syar.g_01576
OG0000618	Prbi.g_00752	Syar.g_01575
OG0000619	Prbi.g_00753	Syar.g_01574
OG0000620	Prbi.g_00756	Syar.g_01569
OG0000621	Prbi.g_00757	Syar.g_01568
OG0000622	Prbi.g_00758	Syar.g_01566
OG0000623	Prbi.g_00759	Syar.g_01565
OG0000624	Prbi.g_00760	Syar.g_01564
OG0000625	Prbi.g_00761	Syar.g_01563
OG0000626	Prbi.g_00762	Syar.g_01562
OG0000627	Prbi.g_00763	Syar.g_01868
OG0000628	Prbi.g_00764	Syar.g_01869
OG0000629	Prbi.g_00765	Syar.g_01872
OG0000630	Prbi.g_00768	Syar.g_02586
OG0000631	Prbi.g_00838	Syar.g_02579
OG0000632	Prbi.g_00839	Syar.g_02578
OG0000633	Prbi.g_00840	Syar.g_02576
OG0000634	Prbi.g_00843	Syar.g_02635
OG0000635	Prbi.g_00844	Syar.g_02636
OG0000636	Prbi.g_00846	Syar.g_02638
OG0000637	Prbi.g_00848	Syar.g_02640
OG0000638	Prbi.g_00849	Syar.g_02641
OG0000639	Prbi.g_00850	Syar.g_02642
OG0000640	Prbi.g_00851	Syar.g_02643
OG0000641	Prbi.g_00855	Syar.g_02648
OG0000642	Prbi.g_00856	Syar.g_02649
OG0000643	Prbi.g_00857	Syar.g_02650
OG0000644	Prbi.g_00858	Syar.g_02651
OG0000645	Prbi.g_00859	Syar.g_02652
OG0000646	Prbi.g_00861	Syar.g_02655
OG0000647	Prbi.g_00862	Syar.g_02657
OG0000648	Prbi.g_00864	Syar.g_02659
OG0000649	Prbi.g_00865	Syar.g_02660
OG0000650	Prbi.g_00866	Syar.g_02661
OG0000651	Prbi.g_00867	Syar.g_02662
OG0000652	Prbi.g_00868	Syar.g_02663
OG0000653	Prbi.g_00870	Syar.g_02665
OG0000654	Prbi.g_00871	Syar.g_02666
OG0000655	Prbi.g_00872	Syar.g_02667
OG0000656	Prbi.g_00875	Syar.g_02479
OG0000657	Prbi.g_00883	Syar.g_01812
OG0000658	Prbi.g_00884	Syar.g_01815
OG0000659	Prbi.g_00885	Syar.g_01816
OG0000660	Prbi.g_00889	Syar.g_01820
OG0000661	Prbi.g_00891	Syar.g_03175, Syar.g_01822
OG0000662	Prbi.g_00893	Syar.g_01829
OG0000663	Prbi.g_00895	Syar.g_01832
OG0000664	Prbi.g_00896	Syar.g_01837
OG0000665	Prbi.g_00900	Syar.g_02774
OG0000666	Prbi.g_00901	Syar.g_01241
OG0000667	Prbi.g_00905	Syar.g_02346
OG0000668	Prbi.g_00934	Syar.g_01802
OG0000669	Prbi.g_00942	Syar.g_01627
OG0000670	Prbi.g_00944	Syar.g_01624
OG0000671	Prbi.g_00946	Syar.g_01622
OG0000672	Prbi.g_00949	Syar.g_01619
OG0000673	Prbi.g_00952	Syar.g_01615
OG0000674	Prbi.g_00954	Syar.g_01613
OG0000675	Prbi.g_00955	Syar.g_01612
OG0000676	Prbi.g_00957	Syar.g_01608
OG0000677	Prbi.g_00958	Syar.g_01607
OG0000678	Prbi.g_00960	Syar.g_02037
OG0000679	Prbi.g_00964	Syar.g_02606
OG0000680	Prbi.g_00965	Syar.g_02607
OG0000681	Prbi.g_00968	Syar.g_02610
OG0000682	Prbi.g_00969	Syar.g_02611
OG0000683	Prbi.g_00970	Syar.g_02612
OG0000684	Prbi.g_00971	Syar.g_02615
OG0000685	Prbi.g_00973	Syar.g_02617
OG0000686	Prbi.g_00974	Syar.g_02618
OG0000687	Prbi.g_00975	Syar.g_02619
OG0000688	Prbi.g_00978	Syar.g_02624
OG0000689	Prbi.g_00979	Syar.g_02626
OG0000690	Prbi.g_00980	Syar.g_02627
OG0000691	Prbi.g_00981	Syar.g_02628
OG0000692	Prbi.g_00983	Syar.g_02629
OG0000693	Prbi.g_00984	Syar.g_02631
OG0000694	Prbi.g_00985	Syar.g_02632
OG0000695	Prbi.g_00987	Syar.g_02573
OG0000696	Prbi.g_00988	Syar.g_02572
OG0000697	Prbi.g_00989	Syar.g_02570
OG0000698	Prbi.g_00992	Syar.g_02567
OG0000699	Prbi.g_00993	Syar.g_02566
OG0000700	Prbi.g_00994	Syar.g_02565
OG0000701	Prbi.g_00995	Syar.g_02564
OG0000702	Prbi.g_00997	Syar.g_02559
OG0000703	Prbi.g_00998	Syar.g_02557
OG0000704	Prbi.g_00999	Syar.g_02555
OG0000705	Prbi.g_01003	Syar.g_02547
OG0000706	Prbi.g_01004	Syar.g_02546
OG0000707	Prbi.g_01005	Syar.g_02545
OG0000708	Prbi.g_01006	Syar.g_02542
OG0000709	Prbi.g_01010	Syar.g_02534
OG0000710	Prbi.g_01013	Syar.g_02528
OG0000711	Prbi.g_01030	Syar.g_02499
OG0000712	Prbi.g_01032	Syar.g_02497
OG0000713	Prbi.g_01033	Syar.g_02496
OG0000714	Prbi.g_01034	Syar.g_02494
OG0000715	Prbi.g_01036	Syar.g_02492
OG0000716	Prbi.g_01038	Syar.g_02488
OG0000717	Prbi.g_01039	Syar.g_02487
OG0000718	Prbi.g_01055	Syar.g_02483
OG0000719	Prbi.g_01057	Syar.g_01804
OG0000720	Prbi.g_01066	Syar.g_01790
OG0000721	Prbi.g_01068	Syar.g_01788
OG0000722	Prbi.g_01069	Syar.g_01787
OG0000723	Prbi.g_01072	Syar.g_01560
OG0000724	Prbi.g_01081	Syar.g_01367, Syar.g_02120
OG0000725	Prbi.g_01087	Syar.g_01934
OG0000726	Prbi.g_01088	Syar.g_01935
OG0000727	Prbi.g_01089	Syar.g_01936
OG0000728	Prbi.g_01091	Syar.g_01938
OG0000729	Prbi.g_01138	Syar.g_00593
OG0000730	Prbi.g_01142	Syar.g_01115
OG0000731	Prbi.g_01146	Syar.g_01127
OG0000732	Prbi.g_01155	Syar.g_00522
OG0000733	Prbi.g_01175	Syar.g_02234
OG0000734	Prbi.g_01192	Syar.g_03128
OG0000735	Prbi.g_01194	Syar.g_01522
OG0000736	Prbi.g_01195	Syar.g_01523
OG0000737	Prbi.g_01196	Syar.g_01524
OG0000738	Prbi.g_01200	Syar.g_01530
OG0000739	Prbi.g_01201	Syar.g_01531
OG0000740	Prbi.g_01202	Syar.g_01532
OG0000741	Prbi.g_01203	Syar.g_01535
OG0000742	Prbi.g_01206	Syar.g_01538
OG0000743	Prbi.g_01208	Syar.g_01541
OG0000744	Prbi.g_01209	Syar.g_01542
OG0000745	Prbi.g_01210	Syar.g_01545
OG0000746	Prbi.g_01212	Syar.g_01549
OG0000747	Prbi.g_01213	Syar.g_01551
OG0000748	Prbi.g_01216	Syar.g_01945
OG0000749	Prbi.g_01217	Syar.g_01946
OG0000750	Prbi.g_01218	Syar.g_01947
OG0000751	Prbi.g_01220	Syar.g_01952
OG0000752	Prbi.g_01222	Syar.g_01954
OG0000753	Prbi.g_01225	Syar.g_01957
OG0000754	Prbi.g_01228	Syar.g_01963
OG0000755	Prbi.g_01231	Syar.g_01974
OG0000756	Prbi.g_01232	Syar.g_01975
OG0000757	Prbi.g_01238	Syar.g_01984
OG0000758	Prbi.g_01239	Syar.g_01985
OG0000759	Prbi.g_01240	Syar.g_01986
OG0000760	Prbi.g_01241	Syar.g_01987
OG0000761	Prbi.g_01242	Syar.g_01988
OG0000762	Prbi.g_01243	Syar.g_01992
OG0000763	Prbi.g_01245	Syar.g_01699
OG0000764	Prbi.g_01246	Syar.g_01700
OG0000765	Prbi.g_01255	Syar.g_01718
OG0000766	Prbi.g_01256	Syar.g_01719
OG0000767	Prbi.g_01258	Syar.g_01721
OG0000768	Prbi.g_01259	Syar.g_01722
OG0000769	Prbi.g_01261	Syar.g_01724
OG0000770	Prbi.g_01263	Syar.g_01727
OG0000771	Prbi.g_01277	Syar.g_01373
OG0000772	Prbi.g_01363	Syar.g_00746
OG0000773	Prbi.g_01382	Syar.g_02694
OG0000774	Prbi.g_01384	Syar.g_02771
OG0000775	Prbi.g_01386	Syar.g_02773
OG0000776	Prbi.g_01387	Syar.g_01755
OG0000777	Prbi.g_01388	Syar.g_01754
OG0000778	Prbi.g_01389	Syar.g_01753
OG0000779	Prbi.g_01393	Syar.g_02779
OG0000780	Prbi.g_01394	Syar.g_02781
OG0000781	Prbi.g_01397	Syar.g_02785
OG0000782	Prbi.g_01398	Syar.g_02786
OG0000783	Prbi.g_01399	Syar.g_02787
OG0000784	Prbi.g_01400	Syar.g_02788
OG0000785	Prbi.g_01402	Syar.g_02791
OG0000786	Prbi.g_01404	Syar.g_02795
OG0000787	Prbi.g_01405	Syar.g_02796
OG0000788	Prbi.g_01426	Syar.g_02331
OG0000789	Prbi.g_01429	Syar.g_02040
OG0000790	Prbi.g_01444	Syar.g_01456
OG0000791	Prbi.g_01446	Syar.g_01454
OG0000792	Prbi.g_01447	Syar.g_01453
OG0000793	Prbi.g_01450	Syar.g_01243
OG0000794	Prbi.g_01451	Syar.g_01242
OG0000795	Prbi.g_01452	Syar.g_01240
OG0000796	Prbi.g_01456	Syar.g_01236
OG0000797	Prbi.g_01457	Syar.g_01235
OG0000799	Prbi.g_01571	Syar.g_02844
OG0000800	Prbi.g_01572	Syar.g_02843
OG0000801	Prbi.g_01573	Syar.g_02842
OG0000802	Prbi.g_01575	Syar.g_02825
OG0000803	Prbi.g_01577	Syar.g_02822
OG0000804	Prbi.g_01578	Syar.g_02819
OG0000805	Prbi.g_01580	Syar.g_02817
OG0000806	Prbi.g_01582	Syar.g_02815
OG0000807	Prbi.g_01583	Syar.g_02814
OG0000808	Prbi.g_01584	Syar.g_02813
OG0000809	Prbi.g_01587	Syar.g_02811
OG0000810	Prbi.g_01588	Syar.g_02810
OG0000811	Prbi.g_01594	Syar.g_02805
OG0000812	Prbi.g_01596	Syar.g_02803
OG0000813	Prbi.g_01597	Syar.g_02802
OG0000814	Prbi.g_01599	Syar.g_02800
OG0000815	Prbi.g_01600	Syar.g_02799
OG0000816	Prbi.g_01602	Syar.g_02797
OG0000817	Prbi.g_01603	Syar.g_02861
OG0000818	Prbi.g_01608	Syar.g_01418
OG0000819	Prbi.g_01609	Syar.g_01417
OG0000820	Prbi.g_01610	Syar.g_01416
OG0000821	Prbi.g_01613	Syar.g_01410
OG0000822	Prbi.g_01614	Syar.g_01408
OG0000823	Prbi.g_01615	Syar.g_00017, Syar.g_01407
OG0000824	Prbi.g_01618	Syar.g_01402
OG0000825	Prbi.g_01619	Syar.g_01401
OG0000826	Prbi.g_01620	Syar.g_01400
OG0000827	Prbi.g_01621	Syar.g_01399
OG0000828	Prbi.g_01624	Syar.g_01396
OG0000829	Prbi.g_01625	Syar.g_01395
OG0000830	Prbi.g_01626	Syar.g_01394
OG0000831	Prbi.g_01628	Syar.g_01391
OG0000832	Prbi.g_01634	Syar.g_01213
OG0000833	Prbi.g_01642	Syar.g_02877
OG0000834	Prbi.g_01643	Syar.g_02878
OG0000835	Prbi.g_01644	Syar.g_02879
OG0000836	Prbi.g_01645	Syar.g_02881
OG0000837	Prbi.g_01646	Syar.g_02882
OG0000838	Prbi.g_01648	Syar.g_02886
OG0000839	Prbi.g_01649	Syar.g_02887
OG0000840	Prbi.g_01650	Syar.g_02888
OG0000841	Prbi.g_01651	Syar.g_02889
OG0000842	Prbi.g_01652	Syar.g_02890
OG0000843	Prbi.g_01653	Syar.g_02891
OG0000844	Prbi.g_01654	Syar.g_02893
OG0000845	Prbi.g_01655	Syar.g_02894
OG0000846	Prbi.g_01656	Syar.g_02895
OG0000847	Prbi.g_01657	Syar.g_02896
OG0000848	Prbi.g_01658	Syar.g_02898
OG0000849	Prbi.g_01659	Syar.g_02899
OG0000850	Prbi.g_01661	Syar.g_02902
OG0000851	Prbi.g_01662	Syar.g_02905
OG0000852	Prbi.g_01663	Syar.g_02906
OG0000853	Prbi.g_01667	Syar.g_02910
OG0000854	Prbi.g_01669	Syar.g_02912
OG0000855	Prbi.g_01670	Syar.g_02913
OG0000856	Prbi.g_01685	Syar.g_02243
OG0000857	Prbi.g_01711	Syar.g_02656
OG0000858	Prbi.g_01781	Syar.g_02920
OG0000859	Prbi.g_01782	Syar.g_02921
OG0000860	Prbi.g_01789	Syar.g_02931
OG0000861	Prbi.g_01790	Syar.g_02932
OG0000862	Prbi.g_01791	Syar.g_02942
OG0000863	Prbi.g_01793	Syar.g_02944
OG0000864	Prbi.g_01794	Syar.g_02945
OG0000865	Prbi.g_01795	Syar.g_02946
OG0000866	Prbi.g_01796	Syar.g_02947
OG0000867	Prbi.g_01797	Syar.g_02948
OG0000868	Prbi.g_01798	Syar.g_02950
OG0000869	Prbi.g_01802	Syar.g_02955
OG0000870	Prbi.g_01807	Syar.g_02960
OG0000871	Prbi.g_01808	Syar.g_02961
OG0000872	Prbi.g_01809	Syar.g_02967
OG0000873	Prbi.g_01812	Syar.g_02970
OG0000874	Prbi.g_01815	Syar.g_02974
OG0000875	Prbi.g_01816	Syar.g_02975
OG0000876	Prbi.g_01817	Syar.g_01828
OG0000877	Prbi.g_01819	Syar.g_02977
OG0000878	Prbi.g_01820	Syar.g_02978
OG0000879	Prbi.g_01821	Syar.g_02979
OG0000880	Prbi.g_01822	Syar.g_02980
OG0000881	Prbi.g_01826	Syar.g_02984
OG0000882	Prbi.g_01831	Syar.g_02989
OG0000883	Prbi.g_01832	Syar.g_02992
OG0000884	Prbi.g_01834	Syar.g_02994
OG0000885	Prbi.g_01835	Syar.g_02995
OG0000886	Prbi.g_01836	Syar.g_02996
OG0000887	Prbi.g_01837	Syar.g_02998
OG0000888	Prbi.g_01839	Syar.g_03000
OG0000889	Prbi.g_01841	Syar.g_03002
OG0000890	Prbi.g_01842	Syar.g_03005
OG0000891	Prbi.g_01843	Syar.g_03006
OG0000892	Prbi.g_01845	Syar.g_03008
OG0000893	Prbi.g_01848	Syar.g_00150
OG0000894	Prbi.g_01850	Syar.g_00145
OG0000895	Prbi.g_01853	Syar.g_00141
OG0000896	Prbi.g_01854	Syar.g_00140
OG0000897	Prbi.g_01856	Syar.g_00138
OG0000898	Prbi.g_01857	Syar.g_00137
OG0000899	Prbi.g_01858	Syar.g_00136
OG0000900	Prbi.g_01859	Syar.g_00135
OG0000901	Prbi.g_01863	Syar.g_00130
OG0000902	Prbi.g_01865	Syar.g_01013
OG0000903	Prbi.g_01868	Syar.g_01026
OG0000904	Prbi.g_01870	Syar.g_01021
OG0000905	Prbi.g_01875	Syar.g_01018
OG0000906	Prbi.g_01876	Syar.g_01015
OG0000907	Prbi.g_01896	Syar.g_01028
OG0000908	Prbi.g_01899	Syar.g_01031
OG0000909	Prbi.g_01900	Syar.g_01032
OG0000910	Prbi.g_01901	Syar.g_01033
OG0000911	Prbi.g_01903	Syar.g_01035
OG0000912	Prbi.g_01904	Syar.g_01036
OG0000913	Prbi.g_01905	Syar.g_01037
OG0000914	Prbi.g_01906	Syar.g_01038
OG0000915	Prbi.g_01907	Syar.g_01040
OG0000916	Prbi.g_01908	Syar.g_01041
OG0000917	Prbi.g_01909	Syar.g_01042
OG0000918	Prbi.g_01910	Syar.g_01043
OG0000919	Prbi.g_01911	Syar.g_01044
OG0000920	Prbi.g_01912	Syar.g_01045
OG0000921	Prbi.g_01913	Syar.g_01046
OG0000922	Prbi.g_01914	Syar.g_01047
OG0000923	Prbi.g_01918	Syar.g_01051
OG0000924	Prbi.g_01919	Syar.g_01052
OG0000925	Prbi.g_01920	Syar.g_01053
OG0000926	Prbi.g_01921	Syar.g_01054
OG0000927	Prbi.g_01923	Syar.g_01056
OG0000928	Prbi.g_01924	Syar.g_01057
OG0000929	Prbi.g_01925	Syar.g_01058
OG0000930	Prbi.g_01926	Syar.g_01059
OG0000931	Prbi.g_01927	Syar.g_01060
OG0000932	Prbi.g_01928	Syar.g_01061
OG0000933	Prbi.g_01932	Syar.g_01066
OG0000934	Prbi.g_01934	Syar.g_01068
OG0000935	Prbi.g_01935	Syar.g_01069
OG0000936	Prbi.g_01936	Syar.g_01070
OG0000937	Prbi.g_01937	Syar.g_01071
OG0000938	Prbi.g_01939	Syar.g_01074
OG0000939	Prbi.g_01940	Syar.g_01075
OG0000940	Prbi.g_01947	Syar.g_01081
OG0000941	Prbi.g_01949	Syar.g_01083
OG0000942	Prbi.g_01951	Syar.g_01085
OG0000943	Prbi.g_01952	Syar.g_01086
OG0000944	Prbi.g_01953	Syar.g_01088
OG0000945	Prbi.g_01954	Syar.g_01089
OG0000946	Prbi.g_01958	Syar.g_01095
OG0000947	Prbi.g_01960	Syar.g_01098
OG0000948	Prbi.g_01961	Syar.g_01099
OG0000949	Prbi.g_01964	Syar.g_00283
OG0000950	Prbi.g_01969	Syar.g_00661
OG0000951	Prbi.g_01973	Syar.g_00656
OG0000952	Prbi.g_01977	Syar.g_00651
OG0000953	Prbi.g_01980	Syar.g_00248
OG0000954	Prbi.g_01984	Syar.g_00258
OG0000955	Prbi.g_01985	Syar.g_00259
OG0000956	Prbi.g_01987	Syar.g_00261
OG0000957	Prbi.g_01992	Syar.g_00610
OG0000958	Prbi.g_01993	Syar.g_00609
OG0000959	Prbi.g_01997	Syar.g_00605
OG0000960	Prbi.g_01998	Syar.g_00604
OG0000961	Prbi.g_02000	Syar.g_00094
OG0000962	Prbi.g_02002	Syar.g_00594
OG0000963	Prbi.g_02006	Syar.g_00590
OG0000964	Prbi.g_02007	Syar.g_00589
OG0000965	Prbi.g_02008	Syar.g_00588
OG0000966	Prbi.g_02027	Syar.g_00549
OG0000967	Prbi.g_02032	Syar.g_00545
OG0000968	Prbi.g_02034	Syar.g_00542
OG0000969	Prbi.g_02035	Syar.g_00540
OG0000970	Prbi.g_02036	Syar.g_00539
OG0000971	Prbi.g_02037	Syar.g_00537
OG0000972	Prbi.g_02038	Syar.g_00536
OG0000973	Prbi.g_02039	Syar.g_00535
OG0000974	Prbi.g_02040	Syar.g_00534
OG0000975	Prbi.g_02041	Syar.g_00533
OG0000976	Prbi.g_02042	Syar.g_00532
OG0000977	Prbi.g_02043	Syar.g_00530
OG0000978	Prbi.g_02044	Syar.g_00529
OG0000979	Prbi.g_02047	Syar.g_00526
OG0000980	Prbi.g_02049	Syar.g_00523
OG0000981	Prbi.g_02051	Syar.g_00520
OG0000982	Prbi.g_02053	Syar.g_00331
OG0000983	Prbi.g_02054	Syar.g_00332
OG0000984	Prbi.g_02055	Syar.g_00333
OG0000985	Prbi.g_02058	Syar.g_00337
OG0000986	Prbi.g_02060	Syar.g_00344
OG0000987	Prbi.g_02061	Syar.g_00346
OG0000988	Prbi.g_02064	Syar.g_00352
OG0000989	Prbi.g_02068	Syar.g_00377
OG0000990	Prbi.g_02071	Syar.g_00697
OG0000991	Prbi.g_02072	Syar.g_00700
OG0000992	Prbi.g_02074	Syar.g_00704
OG0000993	Prbi.g_02075	Syar.g_00705
OG0000994	Prbi.g_02076	Syar.g_00708
OG0000995	Prbi.g_02080	Syar.g_03212, Syar.g_00624
OG0000996	Prbi.g_02081	Syar.g_00861
OG0000997	Prbi.g_02082	Syar.g_00437
OG0000998	Prbi.g_02084	Syar.g_00439
OG0000999	Prbi.g_02085	Syar.g_00440
OG0001000	Prbi.g_02088	Syar.g_00955, Syar.g_00444
OG0001001	Prbi.g_02090	Syar.g_00450
OG0001002	Prbi.g_02094	Syar.g_00457
OG0001003	Prbi.g_02095	Syar.g_00459
OG0001004	Prbi.g_02096	Syar.g_00460
OG0001005	Prbi.g_02097	Syar.g_00461
OG0001006	Prbi.g_02101	Syar.g_00468
OG0001007	Prbi.g_02103	Syar.g_00470
OG0001008	Prbi.g_00438	Syar.g_01178, Syar.g_03274
OG0001009	Prbi.g_00027	Syar.g_00500
OG0001010	Prbi.g_00028	Syar.g_00501
OG0001011	Prbi.g_00029	Syar.g_00503
OG0001013	Prbi.g_00059	Syar.g_00906
OG0001014	Prbi.g_00062	Syar.g_00914
OG0001015	Prbi.g_00063	Syar.g_00915
OG0001017	Prbi.g_00084	Syar.g_03050
OG0001018	Prbi.g_00087	Syar.g_03052
OG0001019	Prbi.g_00096	Syar.g_03086
OG0001020	Prbi.g_00097	Syar.g_03092
OG0001021	Prbi.g_00098	Syar.g_03098
OG0001022	Prbi.g_00101	Syar.g_03102
OG0001023	Prbi.g_00102	Syar.g_03103
OG0001024	Prbi.g_00105	Syar.g_02276
OG0001025	Prbi.g_00111	Syar.g_03115
OG0001026	Prbi.g_00118	Syar.g_03131
OG0001027	Prbi.g_00119	Syar.g_00031
OG0001028	Prbi.g_00121	Syar.g_00034
OG0001029	Prbi.g_00123	Syar.g_00036
OG0001030	Prbi.g_00138	Syar.g_00058
OG0001031	Prbi.g_00210	Syar.g_00129
OG0001032	Prbi.g_00211	Syar.g_01011
OG0001033	Prbi.g_00232	Syar.g_00962
OG0001034	Prbi.g_00260	Syar.g_03022
OG0001035	Prbi.g_00278	Syar.g_00171
OG0001036	Prbi.g_00283	Syar.g_00193
OG0001037	Prbi.g_00284	Syar.g_00195
OG0001038	Prbi.g_00302	Syar.g_00223
OG0001039	Prbi.g_00305	Syar.g_00226
OG0001040	Prbi.g_00307	Syar.g_00229
OG0001041	Prbi.g_00311	Syar.g_00234
OG0001042	Prbi.g_00328	Syar.g_00831
OG0001043	Prbi.g_00329	Syar.g_00826
OG0001044	Prbi.g_00357	Syar.g_01117
OG0001045	Prbi.g_00366	Syar.g_01130
OG0001046	Prbi.g_00403	Syar.g_02514
OG0001047	Prbi.g_00440	Syar.g_01180
OG0001048	Prbi.g_00441	Syar.g_01181
OG0001049	Prbi.g_00443	Syar.g_02872
OG0001050	Prbi.g_00444	Syar.g_02871
OG0001051	Prbi.g_00445	Syar.g_02870
OG0001052	Prbi.g_00474	Syar.g_01269
OG0001053	Prbi.g_00486	Syar.g_01472
OG0001054	Prbi.g_00501	Syar.g_01492
OG0001055	Prbi.g_00520	Syar.g_01513
OG0001056	Prbi.g_00539	Syar.g_02349
OG0001057	Prbi.g_00544	Syar.g_02341
OG0001058	Prbi.g_00552	Syar.g_02324
OG0001059	Prbi.g_00556	Syar.g_00422
OG0001060	Prbi.g_00563	Syar.g_02315
OG0001061	Prbi.g_00576	Syar.g_02297
OG0001062	Prbi.g_00578	Syar.g_02294
OG0001063	Prbi.g_00580	Syar.g_02209
OG0001064	Prbi.g_00581	Syar.g_02208
OG0001065	Prbi.g_00582	Syar.g_02207
OG0001066	Prbi.g_00583	Syar.g_02206
OG0001067	Prbi.g_00584	Syar.g_02205
OG0001068	Prbi.g_00585	Syar.g_02204
OG0001069	Prbi.g_00586	Syar.g_02203
OG0001070	Prbi.g_00589	Syar.g_02200
OG0001071	Prbi.g_00590	Syar.g_02199
OG0001072	Prbi.g_00592	Syar.g_02195
OG0001073	Prbi.g_00606	Syar.g_02182
OG0001074	Prbi.g_00617	Syar.g_02031
OG0001075	Prbi.g_00618	Syar.g_02215
OG0001076	Prbi.g_00626	Syar.g_02253
OG0001077	Prbi.g_00630	Syar.g_02240
OG0001078	Prbi.g_00639	Syar.g_02419
OG0001079	Prbi.g_00650	Syar.g_02431
OG0001080	Prbi.g_00656	Syar.g_02442
OG0001081	Prbi.g_00658	Syar.g_02444
OG0001082	Prbi.g_00659	Syar.g_02445
OG0001083	Prbi.g_00664	Syar.g_02473
OG0001084	Prbi.g_00665	Syar.g_02474
OG0001085	Prbi.g_00673	Syar.g_01688
OG0001086	Prbi.g_00674	Syar.g_01686
OG0001087	Prbi.g_00691	Syar.g_02347
OG0001088	Prbi.g_00692	Syar.g_00431
OG0001089	Prbi.g_00700	Syar.g_01942
OG0001090	Prbi.g_00746	Syar.g_01582
OG0001091	Prbi.g_00748	Syar.g_01580
OG0001092	Prbi.g_00749	Syar.g_01578
OG0001093	Prbi.g_00754	Syar.g_01572
