Orthogroup	Prbi	Syak
OG0000560	Prbi.g_00557	Syak.g_02672
OG0000561	Prbi.g_00558	Syak.g_02673
OG0000562	Prbi.g_00559	Syak.g_02674
OG0000563	Prbi.g_00560	Syak.g_02675
OG0000564	Prbi.g_00561	Syak.g_02676
OG0000565	Prbi.g_00564	Syak.g_02679
OG0000566	Prbi.g_00566	Syak.g_02683
OG0000567	Prbi.g_00570	Syak.g_02687
OG0000568	Prbi.g_00571	Syak.g_02690
OG0000569	Prbi.g_00572	Syak.g_02691
OG0000570	Prbi.g_00573	Syak.g_02692
OG0000571	Prbi.g_00575	Syak.g_02696
OG0000572	Prbi.g_00588	Syak.g_02713
OG0000573	Prbi.g_00594	Syak.g_02723
OG0000574	Prbi.g_00595	Syak.g_02724
OG0000575	Prbi.g_00599	Syak.g_02729
OG0000576	Prbi.g_00601	Syak.g_02731
OG0000577	Prbi.g_00602	Syak.g_02732
OG0000578	Prbi.g_00603	Syak.g_02733
OG0000579	Prbi.g_00604	Syak.g_02734
OG0000580	Prbi.g_00605	Syak.g_02735
OG0000581	Prbi.g_00607	Syak.g_02742
OG0000582	Prbi.g_00610	Syak.g_02748
OG0000583	Prbi.g_00611	Syak.g_02749
OG0000584	Prbi.g_00612	Syak.g_02750
OG0000585	Prbi.g_00614	Syak.g_02753
OG0000586	Prbi.g_00615	Syak.g_02754
OG0000587	Prbi.g_00616	Syak.g_02756
OG0000588	Prbi.g_00620	Syak.g_00004
OG0000589	Prbi.g_00623	Syak.g_00008
OG0000590	Prbi.g_00624	Syak.g_00009
OG0000591	Prbi.g_00627	Syak.g_00017
OG0000592	Prbi.g_00628	Syak.g_00018
OG0000593	Prbi.g_00635	Syak.g_00031
OG0000594	Prbi.g_00636	Syak.g_00032
OG0000595	Prbi.g_00637	Syak.g_00033
OG0000596	Prbi.g_00641	Syak.g_00038
OG0000597	Prbi.g_00643	Syak.g_00041
OG0000598	Prbi.g_00644	Syak.g_00042
OG0000599	Prbi.g_00647	Syak.g_00045
OG0000600	Prbi.g_00648	Syak.g_00046
OG0000601	Prbi.g_00649	Syak.g_00047
OG0000602	Prbi.g_00651	Syak.g_00053
OG0000603	Prbi.g_00652	Syak.g_00054
OG0000604	Prbi.g_00653	Syak.g_00056
OG0000605	Prbi.g_00654	Syak.g_00259
OG0000606	Prbi.g_00657	Syak.g_00326
OG0000607	Prbi.g_00660	Syak.g_00329
OG0000608	Prbi.g_00661	Syak.g_00330
OG0000609	Prbi.g_00662	Syak.g_00332
OG0000610	Prbi.g_00667	Syak.g_00347
OG0000611	Prbi.g_00670	Syak.g_00350
OG0000612	Prbi.g_00671	Syak.g_00351
OG0000613	Prbi.g_00676	Syak.g_01525
OG0000614	Prbi.g_00695	Syak.g_00705
OG0000615	Prbi.g_00704	Syak.g_00393
OG0000616	Prbi.g_00708	Syak.g_01810
OG0000617	Prbi.g_00751	Syak.g_00799
OG0000618	Prbi.g_00752	Syak.g_00798
OG0000619	Prbi.g_00753	Syak.g_00797
OG0000620	Prbi.g_00756	Syak.g_00779
OG0000621	Prbi.g_00757	Syak.g_00780
OG0000622	Prbi.g_00758	Syak.g_00781
OG0000623	Prbi.g_00759	Syak.g_00782
OG0000624	Prbi.g_00760	Syak.g_00784
OG0000625	Prbi.g_00761	Syak.g_00785
OG0000626	Prbi.g_00762	Syak.g_00786
OG0000627	Prbi.g_00763	Syak.g_00561
OG0000628	Prbi.g_00764	Syak.g_00560
OG0000629	Prbi.g_00765	Syak.g_00556
OG0000630	Prbi.g_00768	Syak.g_00552
OG0000631	Prbi.g_00838	Syak.g_00545
OG0000632	Prbi.g_00839	Syak.g_00544
OG0000633	Prbi.g_00840	Syak.g_00542
OG0000634	Prbi.g_00843	Syak.g_00430
OG0000635	Prbi.g_00844	Syak.g_00431
OG0000636	Prbi.g_00846	Syak.g_00433
OG0000637	Prbi.g_00848	Syak.g_00435
OG0000638	Prbi.g_00849	Syak.g_00436
OG0000639	Prbi.g_00850	Syak.g_00437
OG0000640	Prbi.g_00851	Syak.g_00438
OG0000641	Prbi.g_00855	Syak.g_00442
OG0000642	Prbi.g_00856	Syak.g_00443
OG0000643	Prbi.g_00857	Syak.g_00444
OG0000644	Prbi.g_00858	Syak.g_00445
OG0000645	Prbi.g_00859	Syak.g_00447
OG0000646	Prbi.g_00861	Syak.g_00450
OG0000647	Prbi.g_00862	Syak.g_00452
OG0000648	Prbi.g_00864	Syak.g_00456
OG0000649	Prbi.g_00865	Syak.g_00457
OG0000650	Prbi.g_00866	Syak.g_00458
OG0000651	Prbi.g_00867	Syak.g_00459
OG0000652	Prbi.g_00868	Syak.g_00460
OG0000653	Prbi.g_00870	Syak.g_00462
OG0000654	Prbi.g_00871	Syak.g_00625
OG0000655	Prbi.g_00872	Syak.g_00624
OG0000656	Prbi.g_00875	Syak.g_00621
OG0000657	Prbi.g_00883	Syak.g_00609
OG0000658	Prbi.g_00884	Syak.g_00606
OG0000659	Prbi.g_00885	Syak.g_00605
OG0000660	Prbi.g_00889	Syak.g_00601
OG0000661	Prbi.g_00891	Syak.g_00599
OG0000662	Prbi.g_00893	Syak.g_00597
OG0000663	Prbi.g_00895	Syak.g_00594
OG0000664	Prbi.g_00896	Syak.g_00593
OG0000665	Prbi.g_00900	Syak.g_00086
OG0000666	Prbi.g_00901	Syak.g_00078
OG0000667	Prbi.g_00905	Syak.g_00340
OG0000668	Prbi.g_00934	Syak.g_00643
OG0000669	Prbi.g_00942	Syak.g_00363
OG0000670	Prbi.g_00944	Syak.g_00366
OG0000671	Prbi.g_00946	Syak.g_00368
OG0000672	Prbi.g_00949	Syak.g_00371
OG0000673	Prbi.g_00952	Syak.g_00374
OG0000674	Prbi.g_00954	Syak.g_00376
OG0000675	Prbi.g_00955	Syak.g_00377
OG0000676	Prbi.g_00957	Syak.g_00379
OG0000677	Prbi.g_00958	Syak.g_00380
OG0000678	Prbi.g_00960	Syak.g_00386
OG0000679	Prbi.g_00964	Syak.g_00397
OG0000680	Prbi.g_00965	Syak.g_00398
OG0000681	Prbi.g_00968	Syak.g_00401
OG0000682	Prbi.g_00969	Syak.g_00402
OG0000683	Prbi.g_00970	Syak.g_00403
OG0000684	Prbi.g_00971	Syak.g_00409
OG0000685	Prbi.g_00973	Syak.g_00411
OG0000686	Prbi.g_00974	Syak.g_00412
OG0000687	Prbi.g_00975	Syak.g_00413
OG0000688	Prbi.g_00978	Syak.g_00418
OG0000689	Prbi.g_00979	Syak.g_00421
OG0000690	Prbi.g_00980	Syak.g_00422
OG0000691	Prbi.g_00981	Syak.g_00423
OG0000692	Prbi.g_00983	Syak.g_00424
OG0000693	Prbi.g_00984	Syak.g_00426
OG0000694	Prbi.g_00985	Syak.g_00427
OG0000695	Prbi.g_00987	Syak.g_00540
OG0000696	Prbi.g_00988	Syak.g_00539
OG0000697	Prbi.g_00989	Syak.g_00538
OG0000698	Prbi.g_00992	Syak.g_00535
OG0000699	Prbi.g_00993	Syak.g_00534
OG0000700	Prbi.g_00994	Syak.g_00533
OG0000701	Prbi.g_00995	Syak.g_00532
OG0000702	Prbi.g_00997	Syak.g_00522
OG0000703	Prbi.g_00998	Syak.g_00521
OG0000704	Prbi.g_00999	Syak.g_00519
OG0000705	Prbi.g_01003	Syak.g_00511
OG0000706	Prbi.g_01004	Syak.g_00510
OG0000707	Prbi.g_01005	Syak.g_00509
OG0000708	Prbi.g_01006	Syak.g_00506
OG0000709	Prbi.g_01010	Syak.g_00498
OG0000710	Prbi.g_01013	Syak.g_00494
OG0000711	Prbi.g_01030	Syak.g_00466
OG0000712	Prbi.g_01032	Syak.g_00464
OG0000713	Prbi.g_01033	Syak.g_00463
OG0000714	Prbi.g_01034	Syak.g_00629
OG0000715	Prbi.g_01036	Syak.g_00631
OG0000716	Prbi.g_01038	Syak.g_00635
OG0000717	Prbi.g_01039	Syak.g_00636
OG0000718	Prbi.g_01055	Syak.g_00640
OG0000719	Prbi.g_01057	Syak.g_00642
OG0000720	Prbi.g_01066	Syak.g_00655
OG0000721	Prbi.g_01068	Syak.g_00657
OG0000722	Prbi.g_01069	Syak.g_00658
OG0000723	Prbi.g_01072	Syak.g_00790
OG0000724	Prbi.g_01081	Syak.g_00749
OG0000725	Prbi.g_01087	Syak.g_00731
OG0000726	Prbi.g_01088	Syak.g_00730
OG0000727	Prbi.g_01089	Syak.g_00729
OG0000728	Prbi.g_01091	Syak.g_00727
OG0000729	Prbi.g_01138	Syak.g_01683
OG0000730	Prbi.g_01142	Syak.g_01248
OG0000731	Prbi.g_01146	Syak.g_01237
OG0000732	Prbi.g_01155	Syak.g_01739
OG0000733	Prbi.g_01175	Syak.g_01905
OG0000734	Prbi.g_01192	Syak.g_02184
OG0000735	Prbi.g_01194	Syak.g_00914
OG0000736	Prbi.g_01195	Syak.g_00913
OG0000737	Prbi.g_01196	Syak.g_00912
OG0000738	Prbi.g_01200	Syak.g_00907
OG0000739	Prbi.g_01201	Syak.g_00906
OG0000740	Prbi.g_01202	Syak.g_00905
OG0000741	Prbi.g_01203	Syak.g_00902
OG0000742	Prbi.g_01206	Syak.g_00899
OG0000743	Prbi.g_01208	Syak.g_00897
OG0000744	Prbi.g_01209	Syak.g_00896
OG0000745	Prbi.g_01210	Syak.g_00894
OG0000746	Prbi.g_01212	Syak.g_00892
OG0000747	Prbi.g_01213	Syak.g_00891
OG0000748	Prbi.g_01216	Syak.g_00875
OG0000749	Prbi.g_01217	Syak.g_00874
OG0000750	Prbi.g_01218	Syak.g_00873
OG0000751	Prbi.g_01220	Syak.g_00862
OG0000752	Prbi.g_01222	Syak.g_00860
OG0000753	Prbi.g_01225	Syak.g_00857
OG0000754	Prbi.g_01228	Syak.g_00852
OG0000755	Prbi.g_01231	Syak.g_00841
OG0000756	Prbi.g_01232	Syak.g_00840
OG0000757	Prbi.g_01238	Syak.g_00833
OG0000758	Prbi.g_01239	Syak.g_00832
OG0000759	Prbi.g_01240	Syak.g_00831
OG0000760	Prbi.g_01241	Syak.g_00830
OG0000761	Prbi.g_01242	Syak.g_00829
OG0000762	Prbi.g_01243	Syak.g_00827
OG0000763	Prbi.g_01245	Syak.g_00825
OG0000764	Prbi.g_01246	Syak.g_00824
OG0000765	Prbi.g_01255	Syak.g_00669
OG0000766	Prbi.g_01256	Syak.g_00670
OG0000767	Prbi.g_01258	Syak.g_00672
OG0000768	Prbi.g_01259	Syak.g_00673
OG0000769	Prbi.g_01261	Syak.g_00675
OG0000770	Prbi.g_01263	Syak.g_00678
OG0000771	Prbi.g_01277	Syak.g_00755
OG0000772	Prbi.g_01363	Syak.g_02048
OG0000773	Prbi.g_01382	Syak.g_00921
OG0000774	Prbi.g_01384	Syak.g_00926
OG0000775	Prbi.g_01386	Syak.g_00929
OG0000776	Prbi.g_01387	Syak.g_00930
OG0000777	Prbi.g_01388	Syak.g_00931
OG0000778	Prbi.g_01389	Syak.g_00932
OG0000779	Prbi.g_01393	Syak.g_00938
OG0000780	Prbi.g_01394	Syak.g_00942
OG0000781	Prbi.g_01397	Syak.g_00946
OG0000782	Prbi.g_01398	Syak.g_00947
OG0000783	Prbi.g_01399	Syak.g_00948
OG0000784	Prbi.g_01400	Syak.g_00949
OG0000785	Prbi.g_01402	Syak.g_00951
OG0000786	Prbi.g_01404	Syak.g_00956
OG0000787	Prbi.g_01405	Syak.g_00957
OG0000788	Prbi.g_01426	Syak.g_00048
OG0000789	Prbi.g_01429	Syak.g_00085
OG0000790	Prbi.g_01444	Syak.g_02560
OG0000791	Prbi.g_01446	Syak.g_02558
OG0000792	Prbi.g_01447	Syak.g_02557
OG0000793	Prbi.g_01450	Syak.g_02552
OG0000794	Prbi.g_01451	Syak.g_02551
OG0000795	Prbi.g_01452	Syak.g_02550
OG0000796	Prbi.g_01456	Syak.g_02547
OG0000797	Prbi.g_01457	Syak.g_02546
OG0000799	Prbi.g_01571	Syak.g_00981
OG0000800	Prbi.g_01572	Syak.g_00989
OG0000801	Prbi.g_01573	Syak.g_00990
OG0000802	Prbi.g_01575	Syak.g_00995
OG0000803	Prbi.g_01577	Syak.g_01021
OG0000804	Prbi.g_01578	Syak.g_01026
OG0000805	Prbi.g_01580	Syak.g_01029
OG0000806	Prbi.g_01582	Syak.g_01031
OG0000807	Prbi.g_01583	Syak.g_01033
OG0000808	Prbi.g_01584	Syak.g_01034
OG0000809	Prbi.g_01587	Syak.g_01038
OG0000810	Prbi.g_01588	Syak.g_01039
OG0000811	Prbi.g_01594	Syak.g_01045
OG0000812	Prbi.g_01596	Syak.g_01047
OG0000813	Prbi.g_01597	Syak.g_01048
OG0000814	Prbi.g_01599	Syak.g_01051
OG0000815	Prbi.g_01600	Syak.g_01053
OG0000816	Prbi.g_01602	Syak.g_01055
OG0000817	Prbi.g_01603	Syak.g_01056
OG0000818	Prbi.g_01608	Syak.g_01060
OG0000819	Prbi.g_01609	Syak.g_01064
OG0000820	Prbi.g_01610	Syak.g_01065
OG0000821	Prbi.g_01613	Syak.g_01071
OG0000822	Prbi.g_01614	Syak.g_01073
OG0000823	Prbi.g_01615	Syak.g_01074
OG0000824	Prbi.g_01618	Syak.g_01080
OG0000825	Prbi.g_01619	Syak.g_01081
OG0000826	Prbi.g_01620	Syak.g_01082
OG0000827	Prbi.g_01621	Syak.g_01083
OG0000828	Prbi.g_01624	Syak.g_01086
OG0000829	Prbi.g_01625	Syak.g_01087
OG0000830	Prbi.g_01626	Syak.g_01088
OG0000831	Prbi.g_01628	Syak.g_01091
OG0000832	Prbi.g_01634	Syak.g_02482
OG0000833	Prbi.g_01642	Syak.g_02473
OG0000834	Prbi.g_01643	Syak.g_02470
OG0000835	Prbi.g_01644	Syak.g_02469
OG0000836	Prbi.g_01645	Syak.g_02466
OG0000837	Prbi.g_01646	Syak.g_02465
OG0000838	Prbi.g_01648	Syak.g_02461
OG0000839	Prbi.g_01649	Syak.g_02460
OG0000840	Prbi.g_01650	Syak.g_02459
OG0000841	Prbi.g_01651	Syak.g_02458
OG0000842	Prbi.g_01652	Syak.g_02457
OG0000843	Prbi.g_01653	Syak.g_02456
OG0000844	Prbi.g_01654	Syak.g_02454
OG0000845	Prbi.g_01655	Syak.g_02453
OG0000846	Prbi.g_01656	Syak.g_02452
OG0000847	Prbi.g_01657	Syak.g_02451
OG0000848	Prbi.g_01658	Syak.g_02449
OG0000849	Prbi.g_01659	Syak.g_02448
OG0000850	Prbi.g_01661	Syak.g_02445
OG0000851	Prbi.g_01662	Syak.g_02440
OG0000852	Prbi.g_01663	Syak.g_02439
OG0000853	Prbi.g_01667	Syak.g_02435
OG0000854	Prbi.g_01669	Syak.g_02433
OG0000855	Prbi.g_01670	Syak.g_02432
OG0000856	Prbi.g_01685	Syak.g_00021
OG0000857	Prbi.g_01711	Syak.g_00451
OG0000858	Prbi.g_01781	Syak.g_02426
OG0000859	Prbi.g_01782	Syak.g_02425
OG0000860	Prbi.g_01789	Syak.g_02414
OG0000861	Prbi.g_01790	Syak.g_02413
OG0000862	Prbi.g_01791	Syak.g_02412
OG0000863	Prbi.g_01793	Syak.g_02409
OG0000864	Prbi.g_01794	Syak.g_02408
OG0000865	Prbi.g_01795	Syak.g_02407
OG0000866	Prbi.g_01796	Syak.g_02406
OG0000867	Prbi.g_01797	Syak.g_02405
OG0000868	Prbi.g_01798	Syak.g_02402
OG0000869	Prbi.g_01802	Syak.g_02398
OG0000870	Prbi.g_01807	Syak.g_02393
OG0000871	Prbi.g_01808	Syak.g_02392
OG0000872	Prbi.g_01809	Syak.g_02386
OG0000873	Prbi.g_01812	Syak.g_02383
OG0000874	Prbi.g_01815	Syak.g_02379
OG0000875	Prbi.g_01816	Syak.g_02377
OG0000876	Prbi.g_01817	Syak.g_02375
OG0000877	Prbi.g_01819	Syak.g_02372
OG0000878	Prbi.g_01820	Syak.g_02371
OG0000879	Prbi.g_01821	Syak.g_02370
OG0000880	Prbi.g_01822	Syak.g_02369
OG0000881	Prbi.g_01826	Syak.g_02363
OG0000882	Prbi.g_01831	Syak.g_02358
OG0000883	Prbi.g_01832	Syak.g_02355
OG0000884	Prbi.g_01834	Syak.g_02353
OG0000885	Prbi.g_01835	Syak.g_02352
OG0000886	Prbi.g_01836	Syak.g_02351
OG0000887	Prbi.g_01837	Syak.g_02350
OG0000888	Prbi.g_01839	Syak.g_02348
OG0000889	Prbi.g_01841	Syak.g_02346
OG0000890	Prbi.g_01842	Syak.g_02334
OG0000891	Prbi.g_01843	Syak.g_02333
OG0000892	Prbi.g_01845	Syak.g_02329
OG0000893	Prbi.g_01848	Syak.g_01393
OG0000894	Prbi.g_01850	Syak.g_01390
OG0000895	Prbi.g_01853	Syak.g_01386
OG0000896	Prbi.g_01854	Syak.g_01385
OG0000897	Prbi.g_01856	Syak.g_01383
OG0000898	Prbi.g_01857	Syak.g_01382
OG0000899	Prbi.g_01858	Syak.g_01381
OG0000900	Prbi.g_01859	Syak.g_01380
OG0000901	Prbi.g_01863	Syak.g_01375
OG0000902	Prbi.g_01865	Syak.g_01368
OG0000903	Prbi.g_01868	Syak.g_01353
OG0000904	Prbi.g_01870	Syak.g_01358
OG0000905	Prbi.g_01875	Syak.g_01363
OG0000906	Prbi.g_01876	Syak.g_01366
OG0000907	Prbi.g_01896	Syak.g_01351
OG0000908	Prbi.g_01899	Syak.g_01348
OG0000909	Prbi.g_01900	Syak.g_01347
OG0000910	Prbi.g_01901	Syak.g_01346
OG0000911	Prbi.g_01903	Syak.g_01344
OG0000912	Prbi.g_01904	Syak.g_01343
OG0000913	Prbi.g_01905	Syak.g_01342
OG0000914	Prbi.g_01906	Syak.g_01341
OG0000915	Prbi.g_01907	Syak.g_01339
OG0000916	Prbi.g_01908	Syak.g_01338
OG0000917	Prbi.g_01909	Syak.g_01337
OG0000918	Prbi.g_01910	Syak.g_01336
OG0000919	Prbi.g_01911	Syak.g_01335
OG0000920	Prbi.g_01912	Syak.g_01334
OG0000921	Prbi.g_01913	Syak.g_01333
OG0000922	Prbi.g_01914	Syak.g_01332
OG0000923	Prbi.g_01918	Syak.g_01328
OG0000924	Prbi.g_01919	Syak.g_01327
OG0000925	Prbi.g_01920	Syak.g_01326
OG0000926	Prbi.g_01921	Syak.g_01325
OG0000927	Prbi.g_01923	Syak.g_01323
OG0000928	Prbi.g_01924	Syak.g_01322
OG0000929	Prbi.g_01925	Syak.g_01321
OG0000930	Prbi.g_01926	Syak.g_01320
OG0000931	Prbi.g_01927	Syak.g_01319
OG0000932	Prbi.g_01928	Syak.g_01318
OG0000933	Prbi.g_01932	Syak.g_01312
OG0000934	Prbi.g_01934	Syak.g_01310
OG0000935	Prbi.g_01935	Syak.g_01309
OG0000936	Prbi.g_01936	Syak.g_01308
OG0000937	Prbi.g_01937	Syak.g_01307
OG0000938	Prbi.g_01939	Syak.g_01304
OG0000939	Prbi.g_01940	Syak.g_01303
OG0000940	Prbi.g_01947	Syak.g_01297
OG0000941	Prbi.g_01949	Syak.g_01295
OG0000942	Prbi.g_01951	Syak.g_01293
OG0000943	Prbi.g_01952	Syak.g_01292
OG0000944	Prbi.g_01953	Syak.g_01290
OG0000945	Prbi.g_01954	Syak.g_01288
OG0000946	Prbi.g_01958	Syak.g_01283
OG0000947	Prbi.g_01960	Syak.g_01280
OG0000948	Prbi.g_01961	Syak.g_01279
OG0000949	Prbi.g_01964	Syak.g_01551
OG0000950	Prbi.g_01969	Syak.g_01562
OG0000951	Prbi.g_01973	Syak.g_01569
OG0000952	Prbi.g_01977	Syak.g_01574
OG0000953	Prbi.g_01980	Syak.g_01627
OG0000954	Prbi.g_01984	Syak.g_01633
OG0000955	Prbi.g_01985	Syak.g_01634
OG0000956	Prbi.g_01987	Syak.g_01636
OG0000957	Prbi.g_01992	Syak.g_01648
OG0000958	Prbi.g_01993	Syak.g_01649
OG0000959	Prbi.g_01997	Syak.g_01653
OG0000960	Prbi.g_01998	Syak.g_01654
OG0000961	Prbi.g_02000	Syak.g_01679
OG0000962	Prbi.g_02002	Syak.g_01682
OG0000963	Prbi.g_02006	Syak.g_01687
OG0000964	Prbi.g_02007	Syak.g_01688
OG0000965	Prbi.g_02008	Syak.g_01689
OG0000966	Prbi.g_02027	Syak.g_01711
OG0000967	Prbi.g_02032	Syak.g_01715
OG0000968	Prbi.g_02034	Syak.g_01719
OG0000969	Prbi.g_02035	Syak.g_01721
OG0000970	Prbi.g_02036	Syak.g_01722
OG0000971	Prbi.g_02037	Syak.g_01724
OG0000972	Prbi.g_02038	Syak.g_01725
OG0000973	Prbi.g_02039	Syak.g_01726
OG0000974	Prbi.g_02040	Syak.g_01727
OG0000975	Prbi.g_02041	Syak.g_01728
OG0000976	Prbi.g_02042	Syak.g_01729
OG0000977	Prbi.g_02043	Syak.g_01731
OG0000978	Prbi.g_02044	Syak.g_01732
OG0000979	Prbi.g_02047	Syak.g_01735
OG0000980	Prbi.g_02049	Syak.g_01738
OG0000981	Prbi.g_02051	Syak.g_01741
OG0000982	Prbi.g_02053	Syak.g_01941
OG0000983	Prbi.g_02054	Syak.g_01940
OG0000984	Prbi.g_02055	Syak.g_01939
OG0000985	Prbi.g_02058	Syak.g_01935
OG0000986	Prbi.g_02060	Syak.g_01933
OG0000987	Prbi.g_02061	Syak.g_01931
OG0000988	Prbi.g_02064	Syak.g_01925
OG0000989	Prbi.g_02068	Syak.g_01912
OG0000990	Prbi.g_02071	Syak.g_01900
OG0000991	Prbi.g_02072	Syak.g_01896
OG0000992	Prbi.g_02074	Syak.g_01893
OG0000993	Prbi.g_02075	Syak.g_01892
OG0000994	Prbi.g_02076	Syak.g_01889
OG0000995	Prbi.g_02080	Syak.g_01880
OG0000996	Prbi.g_02081	Syak.g_01839
OG0000997	Prbi.g_02082	Syak.g_01828
OG0000998	Prbi.g_02084	Syak.g_01826
OG0000999	Prbi.g_02085	Syak.g_01825
OG0001000	Prbi.g_02088	Syak.g_01821
OG0001001	Prbi.g_02090	Syak.g_01814
OG0001002	Prbi.g_02094	Syak.g_01807
OG0001003	Prbi.g_02095	Syak.g_01806
OG0001004	Prbi.g_02096	Syak.g_01805
OG0001005	Prbi.g_02097	Syak.g_01804
OG0001006	Prbi.g_02101	Syak.g_01797
OG0001007	Prbi.g_02103	Syak.g_01795
OG0001008	Prbi.g_00438	Syak.g_01190
OG0001009	Prbi.g_00027	Syak.g_01762
OG0001010	Prbi.g_00028	Syak.g_01761
OG0001011	Prbi.g_00029	Syak.g_01759
OG0001012	Prbi.g_00052	Syak.g_01946
OG0001013	Prbi.g_00059	Syak.g_01969
OG0001014	Prbi.g_00062	Syak.g_01975
OG0001015	Prbi.g_00063	Syak.g_01976
OG0001016	Prbi.g_00080	Syak.g_02250
OG0001017	Prbi.g_00084	Syak.g_02244
OG0001018	Prbi.g_00087	Syak.g_02242
OG0001019	Prbi.g_00096	Syak.g_02218
OG0001020	Prbi.g_00097	Syak.g_02214
OG0001021	Prbi.g_00098	Syak.g_02210
OG0001022	Prbi.g_00101	Syak.g_02205
OG0001023	Prbi.g_00102	Syak.g_02204
OG0001024	Prbi.g_00105	Syak.g_02201
OG0001025	Prbi.g_00111	Syak.g_02195
OG0001026	Prbi.g_00118	Syak.g_02182
OG0001027	Prbi.g_00119	Syak.g_02178
OG0001028	Prbi.g_00121	Syak.g_02176
OG0001029	Prbi.g_00123	Syak.g_02174
OG0001030	Prbi.g_00138	Syak.g_02153
OG0001031	Prbi.g_00210	Syak.g_02079
OG0001032	Prbi.g_00211	Syak.g_02077
OG0001033	Prbi.g_00232	Syak.g_02037
OG0001034	Prbi.g_00260	Syak.g_02305
OG0001035	Prbi.g_00278	Syak.g_01422
OG0001036	Prbi.g_00283	Syak.g_01427
OG0001037	Prbi.g_00284	Syak.g_01429
OG0001038	Prbi.g_00302	Syak.g_01457
OG0001039	Prbi.g_00305	Syak.g_01460
OG0001040	Prbi.g_00307	Syak.g_01463
OG0001041	Prbi.g_00311	Syak.g_01468
OG0001042	Prbi.g_00328	Syak.g_01500
OG0001043	Prbi.g_00329	Syak.g_01504
OG0001044	Prbi.g_00357	Syak.g_01247
OG0001045	Prbi.g_00366	Syak.g_01234
OG0001046	Prbi.g_00403	Syak.g_00479
OG0001047	Prbi.g_00440	Syak.g_01188
OG0001048	Prbi.g_00441	Syak.g_01187
OG0001049	Prbi.g_00443	Syak.g_01184
OG0001050	Prbi.g_00444	Syak.g_01183
OG0001051	Prbi.g_00445	Syak.g_01182
OG0001052	Prbi.g_00474	Syak.g_01122
OG0001053	Prbi.g_00486	Syak.g_02577
OG0001054	Prbi.g_00501	Syak.g_02596
OG0001055	Prbi.g_00520	Syak.g_02617
OG0001056	Prbi.g_00539	Syak.g_02645
OG0001057	Prbi.g_00544	Syak.g_00964
OG0001058	Prbi.g_00552	Syak.g_02668
OG0001060	Prbi.g_00563	Syak.g_02677
OG0001061	Prbi.g_00576	Syak.g_02697
OG0001062	Prbi.g_00578	Syak.g_02699
OG0001063	Prbi.g_00580	Syak.g_02704
OG0001064	Prbi.g_00581	Syak.g_02705
OG0001065	Prbi.g_00582	Syak.g_02706
OG0001066	Prbi.g_00583	Syak.g_02707
OG0001067	Prbi.g_00584	Syak.g_02708
OG0001068	Prbi.g_00585	Syak.g_02709
OG0001069	Prbi.g_00586	Syak.g_02710
OG0001070	Prbi.g_00589	Syak.g_02714
OG0001071	Prbi.g_00590	Syak.g_02715
OG0001072	Prbi.g_00592	Syak.g_02721
OG0001073	Prbi.g_00606	Syak.g_02736
OG0001074	Prbi.g_00617	Syak.g_00098
OG0001075	Prbi.g_00618	Syak.g_02760
OG0001076	Prbi.g_00626	Syak.g_00011
OG0001077	Prbi.g_00630	Syak.g_00024
OG0001078	Prbi.g_00639	Syak.g_00036
OG0001079	Prbi.g_00650	Syak.g_00049
OG0001080	Prbi.g_00656	Syak.g_00264
OG0001081	Prbi.g_00658	Syak.g_00327
OG0001082	Prbi.g_00659	Syak.g_00328
OG0001083	Prbi.g_00664	Syak.g_00336
OG0001084	Prbi.g_00665	Syak.g_00337
OG0001085	Prbi.g_00673	Syak.g_00354
OG0001086	Prbi.g_00674	Syak.g_00356
OG0001087	Prbi.g_00691	Syak.g_00691
OG0001088	Prbi.g_00692	Syak.g_00694
OG0001089	Prbi.g_00700	Syak.g_00722
OG0001090	Prbi.g_00746	Syak.g_00806
OG0001091	Prbi.g_00748	Syak.g_00804
OG0001092	Prbi.g_00749	Syak.g_00801
OG0001093	Prbi.g_00754	Syak.g_00794
OG0001094	Prbi.g_00841	Syak.g_00428
OG0001095	Prbi.g_00860	Syak.g_00448
OG0001096	Prbi.g_00873	Syak.g_00623
OG0001097	Prbi.g_00892	Syak.g_00598
OG0001098	Prbi.g_00907	Syak.g_00578
OG0001099	Prbi.g_00939	Syak.g_02175
OG0001100	Prbi.g_00943	Syak.g_00365
OG0001101	Prbi.g_00945	Syak.g_00367
OG0001102	Prbi.g_00948	Syak.g_00370
OG0001103	Prbi.g_00950	Syak.g_00372
OG0001104	Prbi.g_00972	Syak.g_00410
OG0001105	Prbi.g_00976	Syak.g_00414
OG0001106	Prbi.g_01000	Syak.g_00518
OG0001107	Prbi.g_01007	Syak.g_00505
OG0001108	Prbi.g_01011	Syak.g_00497
OG0001109	Prbi.g_01012	Syak.g_00495
OG0001110	Prbi.g_01014	Syak.g_00493
OG0001111	Prbi.g_01015	Syak.g_00491
OG0001112	Prbi.g_01016	Syak.g_00489
OG0001113	Prbi.g_01017	Syak.g_00406
OG0001114	Prbi.g_01018	Syak.g_00488
OG0001115	Prbi.g_01020	Syak.g_00484
OG0001116	Prbi.g_01021	Syak.g_00482
OG0001117	Prbi.g_01022	Syak.g_00481
OG0001118	Prbi.g_01023	Syak.g_00480
OG0001119	Prbi.g_01024	Syak.g_00478
OG0001120	Prbi.g_01026	Syak.g_00474
