Orthogroup	Pras	Pram
OG0000584	Pras.g_01514	Pram.g_01073
OG0000585	Pras.g_01515	Pram.g_01072
OG0000586	Pras.g_01516	Pram.g_01070
OG0000587	Pras.g_01517	Pram.g_01069
OG0000588	Pras.g_01518	Pram.g_01068
OG0000589	Pras.g_01519	Pram.g_01067
OG0000590	Pras.g_01520	Pram.g_01066
OG0000591	Pras.g_01521	Pram.g_01065
OG0000592	Pras.g_01522	Pram.g_01064
OG0000593	Pras.g_01523	Pram.g_01063
OG0000594	Pras.g_01524	Pram.g_01062
OG0000595	Pras.g_01525	Pram.g_01061
OG0000596	Pras.g_01526	Pram.g_01060
OG0000597	Pras.g_01530	Pram.g_01056
OG0000598	Pras.g_01531	Pram.g_01055
OG0000599	Pras.g_01532	Pram.g_01054
OG0000600	Pras.g_01533	Pram.g_01053
OG0000601	Pras.g_01534	Pram.g_01052
OG0000602	Pras.g_01535	Pram.g_01051
OG0000603	Pras.g_01536	Pram.g_01050
OG0000604	Pras.g_01537	Pram.g_01049
OG0000605	Pras.g_01538	Pram.g_01048
OG0000606	Pras.g_01539	Pram.g_01047
OG0000607	Pras.g_01540	Pram.g_01045
OG0000608	Pras.g_01541	Pram.g_01044
OG0000609	Pras.g_01543	Pram.g_01042
OG0000610	Pras.g_01544	Pram.g_01041
OG0000611	Pras.g_01546	Pram.g_00760
OG0000612	Pras.g_01547	Pram.g_00761
OG0000613	Pras.g_01549	Pram.g_00763
OG0000614	Pras.g_01555	Pram.g_00769
OG0000615	Pras.g_01556	Pram.g_00770
OG0000616	Pras.g_01557	Pram.g_00771
OG0000617	Pras.g_01559	Pram.g_00774
OG0000618	Pras.g_01560	Pram.g_00775
OG0000619	Pras.g_01561	Pram.g_00776
OG0000620	Pras.g_01563	Pram.g_00778
OG0000621	Pras.g_01564	Pram.g_00779
OG0000622	Pras.g_01565	Pram.g_00780
OG0000623	Pras.g_01566	Pram.g_00781
OG0000624	Pras.g_01568	Pram.g_00784
OG0000625	Pras.g_01569	Pram.g_00785
OG0000626	Pras.g_01570	Pram.g_00786
OG0000627	Pras.g_01571	Pram.g_00789
OG0000628	Pras.g_01572	Pram.g_00790
OG0000629	Pras.g_01573	Pram.g_00791
OG0000630	Pras.g_01575	Pram.g_00793
OG0000631	Pras.g_01576	Pram.g_00795
OG0000632	Pras.g_01580	Pram.g_01927
OG0000633	Pras.g_01581	Pram.g_00720
OG0000634	Pras.g_01607	Pram.g_00802
OG0000635	Pras.g_01609	Pram.g_01027
OG0000636	Pras.g_01610	Pram.g_01026
OG0000637	Pras.g_01612	Pram.g_01024
OG0000638	Pras.g_01613	Pram.g_01023
OG0000639	Pras.g_01614	Pram.g_01022
OG0000640	Pras.g_01615	Pram.g_01021
OG0000641	Pras.g_01616	Pram.g_01020
OG0000642	Pras.g_01617	Pram.g_01019
OG0000643	Pras.g_01618	Pram.g_01018
OG0000644	Pras.g_01620	Pram.g_01016
OG0000645	Pras.g_01621	Pram.g_01014
OG0000646	Pras.g_01622	Pram.g_01013
OG0000647	Pras.g_01623	Pram.g_01012
OG0000648	Pras.g_01624	Pram.g_01011
OG0000649	Pras.g_01625	Pram.g_01010
OG0000650	Pras.g_01626	Pram.g_01008
OG0000651	Pras.g_01627	Pram.g_01007
OG0000652	Pras.g_01629	Pram.g_01005
OG0000653	Pras.g_01647	Pram.g_01533
OG0000654	Pras.g_01649	Pram.g_01539
OG0000655	Pras.g_01659	Pram.g_00576
OG0000656	Pras.g_01664	Pram.g_01534
OG0000657	Pras.g_01665	Pram.g_00935
OG0000658	Pras.g_01666	Pram.g_00934
OG0000659	Pras.g_01667	Pram.g_00933
OG0000660	Pras.g_01679	Pram.g_00325
OG0000661	Pras.g_01688	Pram.g_00908
OG0000662	Pras.g_01690	Pram.g_00911
OG0000663	Pras.g_01692	Pram.g_00913
OG0000664	Pras.g_01693	Pram.g_00914
OG0000665	Pras.g_01694	Pram.g_00915
OG0000666	Pras.g_01695	Pram.g_01028
OG0000667	Pras.g_01696	Pram.g_00804
OG0000668	Pras.g_01697	Pram.g_00805
OG0000669	Pras.g_01698	Pram.g_00806
OG0000670	Pras.g_01700	Pram.g_00808
OG0000671	Pras.g_01701	Pram.g_00809
OG0000672	Pras.g_01702	Pram.g_00810
OG0000673	Pras.g_01703	Pram.g_00811
OG0000674	Pras.g_01704	Pram.g_00812
OG0000675	Pras.g_01705	Pram.g_00813
OG0000676	Pras.g_01707	Pram.g_00815
OG0000677	Pras.g_01709	Pram.g_00817
OG0000678	Pras.g_01710	Pram.g_00818
OG0000679	Pras.g_01711	Pram.g_00819
OG0000680	Pras.g_01712	Pram.g_00820
OG0000681	Pras.g_01713	Pram.g_00821
OG0000682	Pras.g_01714	Pram.g_00822
OG0000683	Pras.g_01715	Pram.g_00823
OG0000684	Pras.g_01716	Pram.g_00825
OG0000685	Pras.g_01717	Pram.g_00826
OG0000686	Pras.g_01718	Pram.g_00827
OG0000687	Pras.g_01719	Pram.g_00828
OG0000688	Pras.g_01720	Pram.g_00829
OG0000689	Pras.g_01721	Pram.g_00830
OG0000690	Pras.g_01722	Pram.g_00831
OG0000691	Pras.g_01724	Pram.g_00833
OG0000692	Pras.g_01725	Pram.g_00834
OG0000693	Pras.g_01726	Pram.g_00835
OG0000694	Pras.g_01727	Pram.g_00836
OG0000695	Pras.g_01728	Pram.g_00837
OG0000696	Pras.g_01729	Pram.g_00838
OG0000697	Pras.g_01731	Pram.g_00839
OG0000698	Pras.g_01732	Pram.g_00840
OG0000699	Pras.g_01735	Pram.g_00844
OG0000700	Pras.g_01736	Pram.g_00845
OG0000701	Pras.g_01737	Pram.g_00847
OG0000702	Pras.g_01738	Pram.g_00848
OG0000703	Pras.g_01739	Pram.g_00849
OG0000704	Pras.g_01740	Pram.g_00850
OG0000705	Pras.g_01742	Pram.g_00852
OG0000706	Pras.g_01743	Pram.g_00853
OG0000707	Pras.g_01744	Pram.g_00854
OG0000708	Pras.g_01745	Pram.g_00855
OG0000709	Pras.g_01746	Pram.g_00857
OG0000710	Pras.g_01747	Pram.g_00858
OG0000711	Pras.g_01748	Pram.g_00859
OG0000712	Pras.g_01749	Pram.g_00860
OG0000713	Pras.g_01750	Pram.g_00861
OG0000714	Pras.g_01752	Pram.g_00865
OG0000715	Pras.g_01753	Pram.g_00866
OG0000716	Pras.g_01754	Pram.g_00867
OG0000717	Pras.g_01755	Pram.g_00868
OG0000718	Pras.g_01756	Pram.g_00870
OG0000719	Pras.g_01758	Pram.g_00872
OG0000720	Pras.g_01760	Pram.g_00876
OG0000721	Pras.g_01761	Pram.g_00877
OG0000722	Pras.g_01788	Pram.g_00713
OG0000723	Pras.g_01791	Pram.g_00717
OG0000724	Pras.g_01792	Pram.g_00724
OG0000725	Pras.g_01793	Pram.g_00726
OG0000726	Pras.g_01794	Pram.g_00727
OG0000727	Pras.g_01795	Pram.g_00728
OG0000728	Pras.g_01796	Pram.g_00729
OG0000729	Pras.g_01798	Pram.g_00731
OG0000730	Pras.g_01799	Pram.g_00732
OG0000731	Pras.g_01801	Pram.g_00734
OG0000732	Pras.g_01802	Pram.g_00735
OG0000733	Pras.g_01803	Pram.g_00736
OG0000734	Pras.g_01804	Pram.g_00737
OG0000735	Pras.g_01805	Pram.g_00738
OG0000736	Pras.g_01807	Pram.g_00740
OG0000737	Pras.g_01808	Pram.g_00741
OG0000738	Pras.g_01810	Pram.g_00743
OG0000739	Pras.g_01811	Pram.g_00744
OG0000740	Pras.g_01812	Pram.g_00745
OG0000741	Pras.g_01814	Pram.g_00747
OG0000742	Pras.g_01815	Pram.g_00748
OG0000743	Pras.g_01819	Pram.g_00752
OG0000744	Pras.g_01820	Pram.g_00753
OG0000745	Pras.g_01821	Pram.g_00754
OG0000746	Pras.g_01822	Pram.g_00755
OG0000747	Pras.g_01823	Pram.g_00756
OG0000748	Pras.g_01824	Pram.g_00757
OG0000749	Pras.g_01825	Pram.g_00758
OG0000750	Pras.g_01826	Pram.g_00759
OG0000751	Pras.g_01828	Pram.g_01036
OG0000752	Pras.g_01829	Pram.g_01035
OG0000753	Pras.g_01830	Pram.g_01034
OG0000754	Pras.g_01831	Pram.g_01033
OG0000755	Pras.g_01833	Pram.g_01031
OG0000756	Pras.g_01834	Pram.g_01030
OG0000757	Pras.g_01835	Pram.g_01029
OG0000758	Pras.g_01836	Pram.g_00916
OG0000759	Pras.g_01837	Pram.g_00917
OG0000760	Pras.g_01838	Pram.g_00918
OG0000761	Pras.g_01839	Pram.g_00919
OG0000762	Pras.g_01841	Pram.g_00921
OG0000763	Pras.g_01842	Pram.g_00922
OG0000764	Pras.g_01843	Pram.g_00923
OG0000765	Pras.g_01844	Pram.g_00924
OG0000766	Pras.g_01845	Pram.g_00925
OG0000767	Pras.g_01846	Pram.g_00926
OG0000768	Pras.g_01847	Pram.g_00927
OG0000769	Pras.g_01848	Pram.g_00928
OG0000770	Pras.g_01849	Pram.g_00930
OG0000771	Pras.g_01850	Pram.g_00931
OG0000772	Pras.g_01851	Pram.g_00988
OG0000773	Pras.g_01853	Pram.g_00936
OG0000774	Pras.g_01854	Pram.g_00937
OG0000775	Pras.g_01855	Pram.g_00938
OG0000776	Pras.g_01856	Pram.g_00940
OG0000777	Pras.g_01857	Pram.g_00941
OG0000778	Pras.g_01858	Pram.g_00942
OG0000779	Pras.g_01860	Pram.g_00944
OG0000780	Pras.g_01861	Pram.g_00945
OG0000781	Pras.g_01862	Pram.g_00946
OG0000782	Pras.g_01864	Pram.g_00948
OG0000783	Pras.g_01865	Pram.g_00949
OG0000784	Pras.g_01866	Pram.g_00950
OG0000785	Pras.g_01867	Pram.g_00951
OG0000786	Pras.g_01868	Pram.g_00952
OG0000787	Pras.g_01870	Pram.g_00954
OG0000788	Pras.g_01871	Pram.g_00955
OG0000789	Pras.g_01872	Pram.g_00956
OG0000790	Pras.g_01873	Pram.g_00957
OG0000791	Pras.g_01874	Pram.g_00958
OG0000792	Pras.g_01875	Pram.g_01199
OG0000793	Pras.g_01876	Pram.g_00959
OG0000794	Pras.g_01877	Pram.g_00960
OG0000795	Pras.g_01878	Pram.g_00961
OG0000796	Pras.g_01881	Pram.g_00963
OG0000797	Pras.g_01883	Pram.g_00964
OG0000798	Pras.g_01884	Pram.g_00965
OG0000799	Pras.g_01885	Pram.g_00966
OG0000800	Pras.g_01886	Pram.g_00967
OG0000801	Pras.g_01887	Pram.g_00968
OG0000802	Pras.g_01889	Pram.g_00970
OG0000803	Pras.g_01890	Pram.g_00971
OG0000804	Pras.g_01903	Pram.g_00973
OG0000805	Pras.g_01905	Pram.g_00975
OG0000806	Pras.g_01906	Pram.g_00976
OG0000807	Pras.g_01907	Pram.g_00977
OG0000808	Pras.g_01908	Pram.g_00978
OG0000809	Pras.g_01912	Pram.g_00983
OG0000810	Pras.g_01913	Pram.g_00985
OG0000811	Pras.g_01914	Pram.g_00986
OG0000812	Pras.g_01915	Pram.g_00987
OG0000813	Pras.g_01916	Pram.g_00990
OG0000814	Pras.g_01917	Pram.g_00991
OG0000815	Pras.g_01918	Pram.g_00992
OG0000816	Pras.g_01920	Pram.g_00995
OG0000817	Pras.g_01923	Pram.g_00899
OG0000818	Pras.g_01924	Pram.g_00898
OG0000819	Pras.g_01926	Pram.g_00896
OG0000820	Pras.g_01927	Pram.g_00895
OG0000821	Pras.g_01928	Pram.g_00894
OG0000822	Pras.g_01929	Pram.g_00893
OG0000823	Pras.g_01932	Pram.g_00890
OG0000824	Pras.g_01933	Pram.g_00889
OG0000825	Pras.g_01935	Pram.g_00887
OG0000826	Pras.g_01936	Pram.g_00886
OG0000827	Pras.g_01937	Pram.g_00885
OG0000828	Pras.g_01939	Pram.g_00883
OG0000829	Pras.g_01964	Pram.g_00356
OG0000830	Pras.g_01973	Pram.g_00683
OG0000831	Pras.g_01976	Pram.g_01188
OG0000832	Pras.g_01977	Pram.g_00579
OG0000833	Pras.g_01984	Pram.g_01208
OG0000834	Pras.g_01988	Pram.g_01182
OG0000835	Pras.g_01992	Pram.g_00335
OG0000836	Pras.g_01994	Pram.g_01201
OG0000837	Pras.g_00009	Pram.g_01469
OG0000838	Pras.g_00024	Pram.g_01547
OG0000839	Pras.g_00025	Pram.g_01548
OG0000840	Pras.g_00030	Pram.g_00690
OG0000841	Pras.g_00037	Pram.g_01162
OG0000842	Pras.g_00041	Pram.g_01156
OG0000843	Pras.g_00043	Pram.g_01154
OG0000844	Pras.g_00044	Pram.g_01153
OG0000845	Pras.g_00045	Pram.g_01152
OG0000846	Pras.g_00046	Pram.g_01151
OG0000847	Pras.g_00047	Pram.g_01150
OG0000848	Pras.g_00048	Pram.g_01149
OG0000849	Pras.g_00049	Pram.g_01148
OG0000850	Pras.g_00050	Pram.g_01147
OG0000851	Pras.g_00052	Pram.g_01144
OG0000852	Pras.g_00055	Pram.g_01141
OG0000853	Pras.g_00057	Pram.g_01139
OG0000854	Pras.g_00058	Pram.g_01137
OG0000855	Pras.g_00059	Pram.g_01136
OG0000856	Pras.g_00060	Pram.g_01135
OG0000857	Pras.g_00061	Pram.g_01134
OG0000858	Pras.g_00063	Pram.g_01131
OG0000859	Pras.g_00064	Pram.g_01130
OG0000860	Pras.g_00065	Pram.g_01129
OG0000861	Pras.g_00066	Pram.g_01128
OG0000862	Pras.g_00067	Pram.g_01127
OG0000863	Pras.g_00068	Pram.g_01125
OG0000864	Pras.g_00069	Pram.g_01124
OG0000865	Pras.g_00070	Pram.g_01123
OG0000866	Pras.g_00071	Pram.g_01122
OG0000867	Pras.g_00074	Pram.g_01119
OG0000868	Pras.g_00076	Pram.g_01118
OG0000869	Pras.g_00077	Pram.g_01117
OG0000870	Pras.g_00078	Pram.g_01114
OG0000871	Pras.g_00079	Pram.g_01113
OG0000872	Pras.g_00080	Pram.g_01111
OG0000873	Pras.g_00081	Pram.g_01110
OG0000874	Pras.g_00082	Pram.g_01109
OG0000875	Pras.g_00083	Pram.g_01107
OG0000876	Pras.g_00085	Pram.g_01105
OG0000877	Pras.g_00086	Pram.g_01104
OG0000878	Pras.g_00087	Pram.g_01103
OG0000879	Pras.g_00088	Pram.g_01102
OG0000880	Pras.g_00089	Pram.g_01101
OG0000881	Pras.g_00090	Pram.g_01100
OG0000882	Pras.g_00091	Pram.g_01099
OG0000883	Pras.g_00092	Pram.g_01098
OG0000884	Pras.g_00093	Pram.g_01097
OG0000885	Pras.g_00094	Pram.g_01096
OG0000886	Pras.g_00095	Pram.g_01095
OG0000887	Pras.g_00097	Pram.g_01094
OG0000888	Pras.g_00098	Pram.g_01093
OG0000889	Pras.g_00099	Pram.g_01092
OG0000890	Pras.g_00100	Pram.g_01091
OG0000891	Pras.g_00101	Pram.g_01090
OG0000892	Pras.g_00102	Pram.g_01089
OG0000893	Pras.g_00103	Pram.g_01088
OG0000894	Pras.g_00105	Pram.g_01087
OG0000895	Pras.g_00106	Pram.g_01086
OG0000896	Pras.g_00108	Pram.g_01084
OG0000897	Pras.g_00109	Pram.g_01083
OG0000898	Pras.g_00110	Pram.g_01082
OG0000899	Pras.g_00111	Pram.g_01081
OG0000900	Pras.g_00113	Pram.g_00570
OG0000901	Pras.g_00178	Pram.g_01569
OG0000902	Pras.g_00197	Pram.g_01219
OG0000903	Pras.g_00198	Pram.g_01220
OG0000904	Pras.g_00199	Pram.g_01221
OG0000905	Pras.g_00200	Pram.g_01222
OG0000906	Pras.g_00201	Pram.g_01223
OG0000907	Pras.g_00204	Pram.g_01225
OG0000908	Pras.g_00205	Pram.g_01226
OG0000909	Pras.g_00206	Pram.g_01227
OG0000910	Pras.g_00207	Pram.g_01228
OG0000911	Pras.g_00208	Pram.g_01229
OG0000912	Pras.g_00211	Pram.g_01232
OG0000913	Pras.g_00212	Pram.g_01233
OG0000914	Pras.g_00213	Pram.g_01234
OG0000915	Pras.g_00214	Pram.g_01236
OG0000916	Pras.g_00216	Pram.g_01237
OG0000917	Pras.g_00217	Pram.g_01238
OG0000918	Pras.g_00218	Pram.g_01239
OG0000919	Pras.g_00219	Pram.g_01240
OG0000920	Pras.g_00220	Pram.g_01241
OG0000921	Pras.g_00223	Pram.g_01244
OG0000922	Pras.g_00224	Pram.g_01245
OG0000923	Pras.g_00232	Pram.g_01478
OG0000924	Pras.g_00233	Pram.g_01477
OG0000925	Pras.g_00236	Pram.g_01475
OG0000926	Pras.g_00237	Pram.g_01271
OG0000927	Pras.g_00238	Pram.g_01198
OG0000928	Pras.g_00240	Pram.g_01281
OG0000929	Pras.g_00242	Pram.g_01183
OG0000930	Pras.g_00244	Pram.g_01165
OG0000931	Pras.g_00245	Pram.g_00874
OG0000932	Pras.g_00248	Pram.g_01542
OG0000933	Pras.g_00252	Pram.g_01466
OG0000934	Pras.g_00253	Pram.g_01465
OG0000935	Pras.g_00254	Pram.g_01464
OG0000936	Pras.g_00255	Pram.g_01463
OG0000937	Pras.g_00256	Pram.g_01462
OG0000938	Pras.g_00257	Pram.g_01461
OG0000939	Pras.g_00258	Pram.g_01460
OG0000940	Pras.g_00259	Pram.g_01458
OG0000941	Pras.g_00260	Pram.g_01457
OG0000942	Pras.g_00261	Pram.g_01456
OG0000943	Pras.g_00262	Pram.g_01455
OG0000944	Pras.g_00263	Pram.g_01454
OG0000945	Pras.g_00264	Pram.g_01453
OG0000946	Pras.g_00265	Pram.g_01452
OG0000947	Pras.g_00266	Pram.g_01451
OG0000948	Pras.g_00267	Pram.g_01450
OG0000949	Pras.g_00268	Pram.g_01449
OG0000950	Pras.g_00289	Pram.g_01815
OG0000951	Pras.g_00332	Pram.g_01398
OG0000952	Pras.g_00333	Pram.g_01397
OG0000953	Pras.g_00334	Pram.g_01396
OG0000954	Pras.g_00335	Pram.g_01395
OG0000955	Pras.g_00336	Pram.g_01394
OG0000956	Pras.g_00338	Pram.g_01392
OG0000957	Pras.g_00339	Pram.g_01391
OG0000958	Pras.g_00340	Pram.g_01390
OG0000959	Pras.g_00341	Pram.g_01389
OG0000960	Pras.g_00342	Pram.g_01388
OG0000961	Pras.g_00343	Pram.g_01387
OG0000962	Pras.g_00344	Pram.g_01386
OG0000963	Pras.g_00345	Pram.g_01385
OG0000964	Pras.g_00346	Pram.g_01384
OG0000965	Pras.g_00348	Pram.g_01383
OG0000966	Pras.g_00349	Pram.g_01382
OG0000967	Pras.g_00352	Pram.g_01376
OG0000968	Pras.g_00353	Pram.g_01375
OG0000969	Pras.g_00354	Pram.g_01374
OG0000970	Pras.g_00355	Pram.g_01373
OG0000971	Pras.g_00356	Pram.g_01372
OG0000972	Pras.g_00357	Pram.g_01371
OG0000973	Pras.g_00359	Pram.g_01369
OG0000974	Pras.g_00360	Pram.g_01368
OG0000975	Pras.g_00361	Pram.g_01367
OG0000976	Pras.g_00362	Pram.g_01366
OG0000977	Pras.g_00363	Pram.g_01365
OG0000978	Pras.g_00364	Pram.g_01364
OG0000979	Pras.g_00365	Pram.g_01363
OG0000980	Pras.g_00366	Pram.g_01362
OG0000981	Pras.g_00367	Pram.g_01361
OG0000982	Pras.g_00368	Pram.g_01360
OG0000983	Pras.g_00369	Pram.g_01359
OG0000984	Pras.g_00373	Pram.g_01355
OG0000985	Pras.g_00374	Pram.g_01354
OG0000986	Pras.g_00375	Pram.g_01353
OG0000987	Pras.g_00377	Pram.g_01351
OG0000988	Pras.g_00378	Pram.g_01350
OG0000989	Pras.g_00379	Pram.g_01349
OG0000990	Pras.g_00380	Pram.g_01348
OG0000991	Pras.g_00381	Pram.g_01347
OG0000992	Pras.g_00382	Pram.g_01346
OG0000993	Pras.g_00384	Pram.g_01345
OG0000994	Pras.g_00385	Pram.g_01344
OG0000995	Pras.g_00386	Pram.g_01343
OG0000996	Pras.g_00387	Pram.g_01342
OG0000997	Pras.g_00389	Pram.g_01340
OG0000998	Pras.g_00392	Pram.g_01333
OG0000999	Pras.g_00394	Pram.g_01331
OG0001000	Pras.g_00395	Pram.g_01330
OG0001001	Pras.g_00396	Pram.g_01328
OG0001002	Pras.g_00399	Pram.g_01326
OG0001003	Pras.g_00400	Pram.g_01325
OG0001004	Pras.g_00401	Pram.g_01324
OG0001005	Pras.g_00402	Pram.g_01323
OG0001006	Pras.g_00405	Pram.g_01321
OG0001007	Pras.g_00406	Pram.g_01320
OG0001008	Pras.g_00407	Pram.g_01319
OG0001009	Pras.g_00408	Pram.g_01318
OG0001010	Pras.g_00409	Pram.g_01317
OG0001011	Pras.g_00410	Pram.g_01315
OG0001012	Pras.g_00411	Pram.g_01314
OG0001013	Pras.g_00412	Pram.g_01313
OG0001014	Pras.g_00413	Pram.g_01312
OG0001015	Pras.g_00414	Pram.g_01311
OG0001016	Pras.g_00415	Pram.g_01310
OG0001017	Pras.g_00416	Pram.g_01309
OG0001018	Pras.g_00417	Pram.g_01308
OG0001019	Pras.g_00418	Pram.g_01307
OG0001020	Pras.g_00419	Pram.g_01306
OG0001021	Pras.g_00420	Pram.g_01305
OG0001022	Pras.g_00421	Pram.g_01304
OG0001023	Pras.g_00422	Pram.g_01303
OG0001024	Pras.g_00424	Pram.g_01301
OG0001025	Pras.g_00425	Pram.g_01300
OG0001026	Pras.g_00426	Pram.g_01299
OG0001027	Pras.g_00427	Pram.g_01298
OG0001028	Pras.g_00428	Pram.g_01296
OG0001029	Pras.g_00429	Pram.g_01295
OG0001030	Pras.g_00432	Pram.g_01292
OG0001031	Pras.g_00433	Pram.g_01291
OG0001032	Pras.g_00441	Pram.g_01577
OG0001033	Pras.g_00448	Pram.g_00567
OG0001034	Pras.g_00473	Pram.g_00824
OG0001035	Pras.g_00544	Pram.g_01625
OG0001036	Pras.g_00545	Pram.g_01626
OG0001037	Pras.g_00551	Pram.g_01633
OG0001038	Pras.g_00552	Pram.g_01634
OG0001039	Pras.g_00553	Pram.g_01635
OG0001040	Pras.g_00554	Pram.g_01636
OG0001041	Pras.g_00556	Pram.g_01638
OG0001042	Pras.g_00557	Pram.g_01639
OG0001043	Pras.g_00558	Pram.g_01640
OG0001044	Pras.g_00559	Pram.g_01641
OG0001045	Pras.g_00560	Pram.g_01642
OG0001046	Pras.g_00561	Pram.g_01644
OG0001047	Pras.g_00562	Pram.g_01645
OG0001048	Pras.g_00564	Pram.g_01646
OG0001049	Pras.g_00565	Pram.g_01647
OG0001050	Pras.g_00566	Pram.g_01648
OG0001051	Pras.g_00567	Pram.g_01649
OG0001052	Pras.g_00568	Pram.g_01650
OG0001053	Pras.g_00569	Pram.g_01651
OG0001054	Pras.g_00570	Pram.g_01652
OG0001055	Pras.g_00571	Pram.g_01653
OG0001056	Pras.g_00572	Pram.g_01654
OG0001057	Pras.g_00574	Pram.g_01656
OG0001058	Pras.g_00575	Pram.g_01657
OG0001059	Pras.g_00576	Pram.g_01658
OG0001060	Pras.g_00577	Pram.g_01659
OG0001061	Pras.g_00578	Pram.g_01660
OG0001062	Pras.g_00579	Pram.g_01662
OG0001063	Pras.g_00580	Pram.g_01663
OG0001064	Pras.g_00581	Pram.g_01664
OG0001065	Pras.g_00582	Pram.g_01665
OG0001066	Pras.g_00583	Pram.g_01666
OG0001067	Pras.g_00584	Pram.g_01667
OG0001068	Pras.g_00585	Pram.g_01668
OG0001069	Pras.g_00588	Pram.g_01671
OG0001070	Pras.g_00590	Pram.g_01673
OG0001071	Pras.g_00591	Pram.g_01674
OG0001072	Pras.g_00592	Pram.g_01675
OG0001073	Pras.g_00593	Pram.g_01676
OG0001074	Pras.g_00594	Pram.g_01677
OG0001075	Pras.g_00596	Pram.g_01679
OG0001076	Pras.g_00598	Pram.g_01681
OG0001077	Pras.g_00599	Pram.g_01682
OG0001078	Pras.g_00600	Pram.g_01683
OG0001079	Pras.g_00601	Pram.g_01684
OG0001080	Pras.g_00602	Pram.g_01685
OG0001081	Pras.g_00603	Pram.g_01686
OG0001082	Pras.g_00604	Pram.g_01687
OG0001083	Pras.g_00605	Pram.g_01688
OG0001084	Pras.g_00606	Pram.g_01689
OG0001085	Pras.g_00607	Pram.g_01690
OG0001086	Pras.g_00613	Pram.g_01695
OG0001087	Pras.g_00614	Pram.g_01697
OG0001088	Pras.g_00615	Pram.g_01698
OG0001089	Pras.g_00617	Pram.g_01701
OG0001090	Pras.g_00618	Pram.g_01702
OG0001091	Pras.g_00619	Pram.g_01703
OG0001092	Pras.g_00620	Pram.g_01704
OG0001093	Pras.g_00621	Pram.g_01705
OG0001094	Pras.g_00622	Pram.g_01706
OG0001095	Pras.g_00623	Pram.g_01707
OG0001096	Pras.g_00624	Pram.g_01708
OG0001097	Pras.g_00625	Pram.g_01709
OG0001098	Pras.g_00626	Pram.g_01710
OG0001099	Pras.g_00627	Pram.g_01711
OG0001100	Pras.g_00628	Pram.g_01712
OG0001101	Pras.g_00629	Pram.g_01713
OG0001102	Pras.g_00632	Pram.g_01717
OG0001103	Pras.g_00633	Pram.g_01718
OG0001104	Pras.g_00634	Pram.g_01722
OG0001105	Pras.g_00636	Pram.g_01720
OG0001106	Pras.g_00638	Pram.g_01716
OG0001107	Pras.g_00639	Pram.g_01715
OG0001108	Pras.g_00640	Pram.g_01714
OG0001109	Pras.g_00645	Pram.g_01727
OG0001110	Pras.g_00647	Pram.g_01729
OG0001111	Pras.g_00648	Pram.g_01730
OG0001112	Pras.g_00649	Pram.g_01731
OG0001113	Pras.g_00650	Pram.g_01732
OG0001114	Pras.g_00651	Pram.g_01733
OG0001115	Pras.g_00652	Pram.g_01734
OG0001116	Pras.g_00653	Pram.g_01735
OG0001117	Pras.g_00654	Pram.g_01736
OG0001118	Pras.g_00655	Pram.g_01737
OG0001119	Pras.g_00656	Pram.g_01738
OG0001120	Pras.g_00657	Pram.g_01739
OG0001121	Pras.g_00658	Pram.g_01740
OG0001122	Pras.g_00659	Pram.g_01741
OG0001123	Pras.g_00660	Pram.g_01742
OG0001124	Pras.g_00661	Pram.g_01743
OG0001125	Pras.g_00662	Pram.g_01744
OG0001126	Pras.g_00663	Pram.g_01745
OG0001127	Pras.g_00664	Pram.g_01746
OG0001128	Pras.g_00665	Pram.g_01747
OG0001129	Pras.g_00666	Pram.g_01748
OG0001130	Pras.g_00667	Pram.g_01749
OG0001131	Pras.g_00668	Pram.g_01750
OG0001132	Pras.g_00669	Pram.g_01751
OG0001133	Pras.g_00670	Pram.g_01752
OG0001134	Pras.g_00671	Pram.g_01753
OG0001135	Pras.g_00672	Pram.g_01754
OG0001136	Pras.g_00673	Pram.g_01755
OG0001137	Pras.g_00674	Pram.g_01756
OG0001138	Pras.g_00675	Pram.g_01757
OG0001139	Pras.g_00676	Pram.g_01758
OG0001140	Pras.g_00677	Pram.g_01759
OG0001141	Pras.g_00679	Pram.g_01761
OG0001142	Pras.g_00680	Pram.g_01762
OG0001143	Pras.g_00681	Pram.g_01763
OG0001144	Pras.g_00683	Pram.g_01765
OG0001145	Pras.g_00685	Pram.g_01767
OG0001146	Pras.g_00686	Pram.g_01768
OG0001147	Pras.g_00688	Pram.g_01771
OG0001148	Pras.g_00689	Pram.g_01772
OG0001149	Pras.g_00690	Pram.g_01773
OG0001150	Pras.g_00693	Pram.g_01776
OG0001151	Pras.g_00694	Pram.g_01777
OG0001152	Pras.g_00695	Pram.g_01778
OG0001153	Pras.g_00696	Pram.g_01779
OG0001154	Pras.g_00697	Pram.g_01780
OG0001155	Pras.g_00698	Pram.g_01781
OG0001156	Pras.g_00699	Pram.g_01782
OG0001157	Pras.g_00701	Pram.g_01784
OG0001158	Pras.g_00702	Pram.g_01786
OG0001159	Pras.g_00703	Pram.g_01787
OG0001160	Pras.g_00704	Pram.g_01788
OG0001161	Pras.g_00707	Pram.g_01793
OG0001162	Pras.g_00708	Pram.g_01794
OG0001163	Pras.g_00709	Pram.g_01795
OG0001164	Pras.g_00710	Pram.g_01796
OG0001165	Pras.g_00711	Pram.g_01797
