Orthogroup	Pras	Prbe
OG0000561	Pras.g_01487	Prbe.g_00522
OG0000562	Pras.g_01488	Prbe.g_00521
OG0000563	Pras.g_01489	Prbe.g_00520
OG0000564	Pras.g_01490	Prbe.g_00519
OG0000565	Pras.g_01491	Prbe.g_00518
OG0000566	Pras.g_01492	Prbe.g_00517
OG0000567	Pras.g_01493	Prbe.g_00516
OG0000568	Pras.g_01494	Prbe.g_00515
OG0000569	Pras.g_01497	Prbe.g_00513
OG0000570	Pras.g_01498	Prbe.g_00512
OG0000571	Pras.g_01500	Prbe.g_00510
OG0000572	Pras.g_01501	Prbe.g_00508
OG0000573	Pras.g_01502	Prbe.g_00507
OG0000574	Pras.g_01503	Prbe.g_00506
OG0000575	Pras.g_01504	Prbe.g_00504
OG0000576	Pras.g_01505	Prbe.g_00503
OG0000577	Pras.g_01506	Prbe.g_01490
OG0000578	Pras.g_01507	Prbe.g_01489
OG0000579	Pras.g_01508	Prbe.g_01488
OG0000580	Pras.g_01509	Prbe.g_01487
OG0000581	Pras.g_01510	Prbe.g_01486
OG0000582	Pras.g_01511	Prbe.g_01485
OG0000583	Pras.g_01512	Prbe.g_01484
OG0000584	Pras.g_01514	Prbe.g_01482
OG0000585	Pras.g_01515	Prbe.g_01481
OG0000586	Pras.g_01516	Prbe.g_01479
OG0000587	Pras.g_01517	Prbe.g_01478
OG0000588	Pras.g_01518	Prbe.g_01477
OG0000589	Pras.g_01519	Prbe.g_01476
OG0000590	Pras.g_01520	Prbe.g_01475
OG0000591	Pras.g_01521	Prbe.g_01474
OG0000592	Pras.g_01522	Prbe.g_01473
OG0000593	Pras.g_01523	Prbe.g_01472
OG0000594	Pras.g_01524	Prbe.g_01471
OG0000595	Pras.g_01525	Prbe.g_01470
OG0000596	Pras.g_01526	Prbe.g_01469
OG0000597	Pras.g_01530	Prbe.g_01465
OG0000598	Pras.g_01531	Prbe.g_01464
OG0000599	Pras.g_01532	Prbe.g_01463
OG0000600	Pras.g_01533	Prbe.g_01462
OG0000601	Pras.g_01534	Prbe.g_01461
OG0000602	Pras.g_01535	Prbe.g_01460
OG0000603	Pras.g_01536	Prbe.g_01459
OG0000604	Pras.g_01537	Prbe.g_01458
OG0000605	Pras.g_01538	Prbe.g_01457
OG0000606	Pras.g_01539	Prbe.g_01456
OG0000607	Pras.g_01540	Prbe.g_01454
OG0000608	Pras.g_01541	Prbe.g_01453
OG0000609	Pras.g_01543	Prbe.g_01451
OG0000610	Pras.g_01544	Prbe.g_01450
OG0000611	Pras.g_01546	Prbe.g_00444
OG0000612	Pras.g_01547	Prbe.g_00445
OG0000613	Pras.g_01549	Prbe.g_00447
OG0000614	Pras.g_01555	Prbe.g_00453
OG0000615	Pras.g_01556	Prbe.g_00454
OG0000616	Pras.g_01557	Prbe.g_00455
OG0000617	Pras.g_01559	Prbe.g_00458
OG0000618	Pras.g_01560	Prbe.g_00459
OG0000619	Pras.g_01561	Prbe.g_00460
OG0000620	Pras.g_01563	Prbe.g_00462
OG0000621	Pras.g_01564	Prbe.g_00463
OG0000622	Pras.g_01565	Prbe.g_00464
OG0000623	Pras.g_01566	Prbe.g_00465
OG0000624	Pras.g_01568	Prbe.g_00468
OG0000625	Pras.g_01569	Prbe.g_01199
OG0000626	Pras.g_01570	Prbe.g_01200
OG0000627	Pras.g_01571	Prbe.g_01203
OG0000628	Pras.g_01572	Prbe.g_01204
OG0000629	Pras.g_01573	Prbe.g_01205
OG0000630	Pras.g_01575	Prbe.g_01207
OG0000631	Pras.g_01576	Prbe.g_01209
OG0000632	Pras.g_01580	Prbe.g_01197
OG0000633	Pras.g_01581	Prbe.g_00403
OG0000634	Pras.g_01607	Prbe.g_01215
OG0000635	Pras.g_01609	Prbe.g_01437
OG0000636	Pras.g_01610	Prbe.g_01436
OG0000637	Pras.g_01612	Prbe.g_01434
OG0000638	Pras.g_01613	Prbe.g_01433
OG0000639	Pras.g_01614	Prbe.g_01432
OG0000640	Pras.g_01615	Prbe.g_01431
OG0000641	Pras.g_01616	Prbe.g_01430
OG0000642	Pras.g_01617	Prbe.g_01429
OG0000643	Pras.g_01618	Prbe.g_01428
OG0000644	Pras.g_01620	Prbe.g_01426
OG0000645	Pras.g_01621	Prbe.g_01424
OG0000646	Pras.g_01622	Prbe.g_01423
OG0000647	Pras.g_01623	Prbe.g_01422
OG0000648	Pras.g_01624	Prbe.g_01421
OG0000649	Pras.g_01625	Prbe.g_01420
OG0000650	Pras.g_01626	Prbe.g_01419
OG0000651	Pras.g_01627	Prbe.g_01418
OG0000652	Pras.g_01629	Prbe.g_01416
OG0000653	Pras.g_01647	Prbe.g_01604
OG0000654	Pras.g_01649	Prbe.g_00055
OG0000655	Pras.g_01659	Prbe.g_00496
OG0000656	Pras.g_01664	Prbe.g_00909
OG0000657	Pras.g_01665	Prbe.g_00487
OG0000658	Pras.g_01666	Prbe.g_00488
OG0000659	Pras.g_01667	Prbe.g_00489
OG0000660	Pras.g_01679	Prbe.g_01889
OG0000661	Pras.g_01688	Prbe.g_01317
OG0000662	Pras.g_01690	Prbe.g_01321
OG0000663	Pras.g_01692	Prbe.g_01323
OG0000664	Pras.g_01693	Prbe.g_01324
OG0000665	Pras.g_01694	Prbe.g_01325
OG0000666	Pras.g_01695	Prbe.g_01438
OG0000667	Pras.g_01696	Prbe.g_01217
OG0000668	Pras.g_01697	Prbe.g_01218
OG0000669	Pras.g_01698	Prbe.g_01219
OG0000670	Pras.g_01700	Prbe.g_01221
OG0000671	Pras.g_01701	Prbe.g_01222
OG0000672	Pras.g_01702	Prbe.g_01223
OG0000673	Pras.g_01703	Prbe.g_01224
OG0000674	Pras.g_01704	Prbe.g_01225
OG0000675	Pras.g_01705	Prbe.g_01226
OG0000676	Pras.g_01707	Prbe.g_01228
OG0000677	Pras.g_01709	Prbe.g_01230
OG0000678	Pras.g_01710	Prbe.g_01231
OG0000679	Pras.g_01711	Prbe.g_01232
OG0000680	Pras.g_01712	Prbe.g_01233
OG0000681	Pras.g_01713	Prbe.g_01234
OG0000682	Pras.g_01714	Prbe.g_01235
OG0000683	Pras.g_01715	Prbe.g_01236
OG0000684	Pras.g_01716	Prbe.g_01238
OG0000685	Pras.g_01717	Prbe.g_01239
OG0000686	Pras.g_01718	Prbe.g_01240
OG0000687	Pras.g_01719	Prbe.g_01241
OG0000688	Pras.g_01720	Prbe.g_01242
OG0000689	Pras.g_01721	Prbe.g_01243
OG0000690	Pras.g_01722	Prbe.g_01244
OG0000691	Pras.g_01724	Prbe.g_01246
OG0000692	Pras.g_01725	Prbe.g_01247
OG0000693	Pras.g_01726	Prbe.g_01248
OG0000694	Pras.g_01727	Prbe.g_01249
OG0000695	Pras.g_01728	Prbe.g_01250
OG0000696	Pras.g_01729	Prbe.g_01251
OG0000697	Pras.g_01731	Prbe.g_01253
OG0000698	Pras.g_01732	Prbe.g_01254
OG0000699	Pras.g_01735	Prbe.g_01258
OG0000700	Pras.g_01736	Prbe.g_01259
OG0000701	Pras.g_01737	Prbe.g_01261
OG0000702	Pras.g_01738	Prbe.g_01262
OG0000703	Pras.g_01739	Prbe.g_01263
OG0000704	Pras.g_01740	Prbe.g_01264
OG0000705	Pras.g_01742	Prbe.g_01266
OG0000706	Pras.g_01743	Prbe.g_01267
OG0000707	Pras.g_01744	Prbe.g_01268
OG0000708	Pras.g_01745	Prbe.g_01269
OG0000709	Pras.g_01746	Prbe.g_01270
OG0000710	Pras.g_01747	Prbe.g_01271
OG0000711	Pras.g_01748	Prbe.g_01272
OG0000712	Pras.g_01749	Prbe.g_01273
OG0000713	Pras.g_01750	Prbe.g_01274
OG0000714	Pras.g_01752	Prbe.g_01278
OG0000715	Pras.g_01753	Prbe.g_01279
OG0000716	Pras.g_01754	Prbe.g_01280
OG0000717	Pras.g_01755	Prbe.g_01281
OG0000718	Pras.g_01756	Prbe.g_01282
OG0000719	Pras.g_01758	Prbe.g_01284
OG0000720	Pras.g_01760	Prbe.g_01288
OG0000721	Pras.g_01761	Prbe.g_01289
OG0000722	Pras.g_01788	Prbe.g_00105
OG0000723	Pras.g_01791	Prbe.g_00110
OG0000724	Pras.g_01792	Prbe.g_00406
OG0000725	Pras.g_01793	Prbe.g_00408
OG0000726	Pras.g_01794	Prbe.g_00409
OG0000727	Pras.g_01795	Prbe.g_00411
OG0000728	Pras.g_01796	Prbe.g_00412
OG0000729	Pras.g_01798	Prbe.g_00414
OG0000730	Pras.g_01799	Prbe.g_00415
OG0000731	Pras.g_01801	Prbe.g_00417
OG0000732	Pras.g_01802	Prbe.g_00418
OG0000733	Pras.g_01803	Prbe.g_00419
OG0000734	Pras.g_01804	Prbe.g_00420
OG0000735	Pras.g_01805	Prbe.g_00421
OG0000736	Pras.g_01807	Prbe.g_00423
OG0000737	Pras.g_01808	Prbe.g_00424
OG0000738	Pras.g_01810	Prbe.g_00426
OG0000739	Pras.g_01811	Prbe.g_00427
OG0000740	Pras.g_01812	Prbe.g_00428
OG0000741	Pras.g_01814	Prbe.g_00430
OG0000742	Pras.g_01815	Prbe.g_00431
OG0000743	Pras.g_01819	Prbe.g_00435
OG0000744	Pras.g_01820	Prbe.g_00436
OG0000745	Pras.g_01821	Prbe.g_00438
OG0000746	Pras.g_01822	Prbe.g_00439
OG0000747	Pras.g_01823	Prbe.g_00440
OG0000748	Pras.g_01824	Prbe.g_00441
OG0000749	Pras.g_01825	Prbe.g_00442
OG0000750	Pras.g_01826	Prbe.g_00443
OG0000751	Pras.g_01828	Prbe.g_01446
OG0000752	Pras.g_01829	Prbe.g_01445
OG0000753	Pras.g_01830	Prbe.g_01444
OG0000754	Pras.g_01831	Prbe.g_01443
OG0000755	Pras.g_01833	Prbe.g_01441
OG0000756	Pras.g_01834	Prbe.g_01440
OG0000757	Pras.g_01835	Prbe.g_01439
OG0000758	Pras.g_01836	Prbe.g_01326
OG0000759	Pras.g_01837	Prbe.g_01327
OG0000760	Pras.g_01838	Prbe.g_01328
OG0000761	Pras.g_01839	Prbe.g_01329
OG0000762	Pras.g_01841	Prbe.g_01331
OG0000763	Pras.g_01842	Prbe.g_01332
OG0000764	Pras.g_01843	Prbe.g_01333
OG0000765	Pras.g_01844	Prbe.g_01334
OG0000766	Pras.g_01845	Prbe.g_01335
OG0000767	Pras.g_01846	Prbe.g_01336
OG0000768	Pras.g_01847	Prbe.g_01337
OG0000769	Pras.g_01848	Prbe.g_01338
OG0000770	Pras.g_01849	Prbe.g_01340
OG0000771	Pras.g_01850	Prbe.g_01341
OG0000772	Pras.g_01851	Prbe.g_01400
OG0000773	Pras.g_01853	Prbe.g_01343
OG0000774	Pras.g_01854	Prbe.g_01344
OG0000775	Pras.g_01855	Prbe.g_01345
OG0000776	Pras.g_01856	Prbe.g_01347
OG0000777	Pras.g_01857	Prbe.g_01348
OG0000778	Pras.g_01858	Prbe.g_01349
OG0000779	Pras.g_01860	Prbe.g_01351
OG0000780	Pras.g_01861	Prbe.g_01352
OG0000781	Pras.g_01862	Prbe.g_01353
OG0000782	Pras.g_01864	Prbe.g_01355
OG0000783	Pras.g_01865	Prbe.g_01356
OG0000784	Pras.g_01866	Prbe.g_01357
OG0000785	Pras.g_01867	Prbe.g_01358
OG0000786	Pras.g_01868	Prbe.g_01359
OG0000787	Pras.g_01870	Prbe.g_01361
OG0000788	Pras.g_01871	Prbe.g_01362
OG0000789	Pras.g_01872	Prbe.g_01363
OG0000790	Pras.g_01873	Prbe.g_01364
OG0000791	Pras.g_01874	Prbe.g_01365
OG0000792	Pras.g_01875	Prbe.g_01615
OG0000793	Pras.g_01876	Prbe.g_01367
OG0000794	Pras.g_01877	Prbe.g_01368
OG0000795	Pras.g_01878	Prbe.g_01369
OG0000796	Pras.g_01881	Prbe.g_01372
OG0000797	Pras.g_01883	Prbe.g_01373
OG0000798	Pras.g_01884	Prbe.g_01374
OG0000799	Pras.g_01885	Prbe.g_01375
OG0000800	Pras.g_01886	Prbe.g_01376
OG0000801	Pras.g_01887	Prbe.g_01377
OG0000802	Pras.g_01889	Prbe.g_01379
OG0000803	Pras.g_01890	Prbe.g_01380
OG0000804	Pras.g_01903	Prbe.g_01384
OG0000805	Pras.g_01905	Prbe.g_01386
OG0000806	Pras.g_01906	Prbe.g_01387
OG0000807	Pras.g_01907	Prbe.g_01388
OG0000808	Pras.g_01908	Prbe.g_01389
OG0000809	Pras.g_01912	Prbe.g_01395
OG0000810	Pras.g_01913	Prbe.g_01397
OG0000811	Pras.g_01914	Prbe.g_01398
OG0000812	Pras.g_01915	Prbe.g_01399
OG0000813	Pras.g_01916	Prbe.g_01402
OG0000814	Pras.g_01917	Prbe.g_01403
OG0000815	Pras.g_01918	Prbe.g_01404
OG0000816	Pras.g_01920	Prbe.g_01407
OG0000817	Pras.g_01923	Prbe.g_01308
OG0000818	Pras.g_01924	Prbe.g_01307
OG0000819	Pras.g_01926	Prbe.g_01305
OG0000820	Pras.g_01927	Prbe.g_01304
OG0000821	Pras.g_01928	Prbe.g_01303
OG0000822	Pras.g_01929	Prbe.g_01302
OG0000823	Pras.g_01932	Prbe.g_01299
OG0000824	Pras.g_01933	Prbe.g_01298
OG0000825	Pras.g_01935	Prbe.g_01296
OG0000826	Pras.g_01936	Prbe.g_01295
OG0000827	Pras.g_01937	Prbe.g_01294
OG0000828	Pras.g_01939	Prbe.g_01292
OG0000829	Pras.g_01964	Prbe.g_01919
OG0000830	Pras.g_01973	Prbe.g_00071
OG0000831	Pras.g_01976	Prbe.g_01597
OG0000832	Pras.g_01977	Prbe.g_00492
OG0000833	Pras.g_01984	Prbe.g_00915
OG0000834	Pras.g_01988	Prbe.g_01591
OG0000835	Pras.g_01992	Prbe.g_01898
OG0000836	Pras.g_01994	Prbe.g_01618
OG0000837	Pras.g_00009	Prbe.g_00374
OG0000838	Pras.g_00024	Prbe.g_00042
OG0000839	Pras.g_00025	Prbe.g_00043
OG0000840	Pras.g_00030	Prbe.g_00060
OG0000841	Pras.g_00037	Prbe.g_01571
OG0000842	Pras.g_00041	Prbe.g_01565
OG0000843	Pras.g_00043	Prbe.g_01563
OG0000844	Pras.g_00044	Prbe.g_01562
OG0000845	Pras.g_00045	Prbe.g_01561
OG0000846	Pras.g_00046	Prbe.g_01560
OG0000847	Pras.g_00047	Prbe.g_01559
OG0000848	Pras.g_00048	Prbe.g_01558
OG0000849	Pras.g_00049	Prbe.g_01557
OG0000850	Pras.g_00050	Prbe.g_01556
OG0000851	Pras.g_00052	Prbe.g_01553
OG0000852	Pras.g_00055	Prbe.g_01550
OG0000853	Pras.g_00057	Prbe.g_01548
OG0000854	Pras.g_00058	Prbe.g_01547
OG0000855	Pras.g_00059	Prbe.g_01546
OG0000856	Pras.g_00060	Prbe.g_01545
OG0000857	Pras.g_00061	Prbe.g_01544
OG0000858	Pras.g_00063	Prbe.g_01541
OG0000859	Pras.g_00064	Prbe.g_01540
OG0000860	Pras.g_00065	Prbe.g_01539
OG0000861	Pras.g_00066	Prbe.g_01538
OG0000862	Pras.g_00067	Prbe.g_01537
OG0000863	Pras.g_00068	Prbe.g_01535
OG0000864	Pras.g_00069	Prbe.g_01534
OG0000865	Pras.g_00070	Prbe.g_01533
OG0000866	Pras.g_00071	Prbe.g_01532
OG0000867	Pras.g_00074	Prbe.g_01530
OG0000868	Pras.g_00076	Prbe.g_01528
OG0000869	Pras.g_00077	Prbe.g_01527
OG0000870	Pras.g_00078	Prbe.g_01524
OG0000871	Pras.g_00079	Prbe.g_01523
OG0000872	Pras.g_00080	Prbe.g_01521
OG0000873	Pras.g_00081	Prbe.g_01520
OG0000874	Pras.g_00082	Prbe.g_01519
OG0000875	Pras.g_00083	Prbe.g_01517
OG0000876	Pras.g_00085	Prbe.g_01515
OG0000877	Pras.g_00086	Prbe.g_01514
OG0000878	Pras.g_00087	Prbe.g_01513
OG0000879	Pras.g_00088	Prbe.g_01512
OG0000880	Pras.g_00089	Prbe.g_01511
OG0000881	Pras.g_00090	Prbe.g_01510
OG0000882	Pras.g_00091	Prbe.g_01509
OG0000883	Pras.g_00092	Prbe.g_01508
OG0000884	Pras.g_00093	Prbe.g_01507
OG0000885	Pras.g_00094	Prbe.g_01506
OG0000886	Pras.g_00095	Prbe.g_01505
OG0000887	Pras.g_00097	Prbe.g_01504
OG0000888	Pras.g_00098	Prbe.g_01503
OG0000889	Pras.g_00099	Prbe.g_01502
OG0000890	Pras.g_00100	Prbe.g_01501
OG0000891	Pras.g_00101	Prbe.g_01500
OG0000892	Pras.g_00102	Prbe.g_01499
OG0000893	Pras.g_00103	Prbe.g_01498
OG0000894	Pras.g_00105	Prbe.g_01497
OG0000895	Pras.g_00106	Prbe.g_01496
OG0000896	Pras.g_00108	Prbe.g_01494
OG0000897	Pras.g_00109	Prbe.g_01493
OG0000898	Pras.g_00110	Prbe.g_01492
OG0000899	Pras.g_00111	Prbe.g_01491
OG0000900	Pras.g_00113	Prbe.g_00502
OG0000901	Pras.g_00178	Prbe.g_01128
OG0000902	Pras.g_00197	Prbe.g_00904
OG0000903	Pras.g_00198	Prbe.g_00903
OG0000904	Pras.g_00199	Prbe.g_00902
OG0000905	Pras.g_00200	Prbe.g_00901
OG0000906	Pras.g_00201	Prbe.g_00900
OG0000907	Pras.g_00204	Prbe.g_00898
OG0000908	Pras.g_00205	Prbe.g_00897
OG0000909	Pras.g_00206	Prbe.g_00896
OG0000910	Pras.g_00207	Prbe.g_00895
OG0000911	Pras.g_00208	Prbe.g_00894
OG0000912	Pras.g_00211	Prbe.g_00891
OG0000913	Pras.g_00212	Prbe.g_00890
OG0000914	Pras.g_00213	Prbe.g_00889
OG0000915	Pras.g_00214	Prbe.g_00886
OG0000916	Pras.g_00216	Prbe.g_00885
OG0000917	Pras.g_00217	Prbe.g_00884
OG0000918	Pras.g_00218	Prbe.g_00883
OG0000919	Pras.g_00219	Prbe.g_00882
OG0000920	Pras.g_00220	Prbe.g_00881
OG0000921	Pras.g_00223	Prbe.g_00878
OG0000922	Pras.g_00224	Prbe.g_00877
OG0000923	Pras.g_00232	Prbe.g_00397
OG0000924	Pras.g_00233	Prbe.g_00398
OG0000925	Pras.g_00236	Prbe.g_00869
OG0000926	Pras.g_00237	Prbe.g_00634
OG0000927	Pras.g_00238	Prbe.g_01614
OG0000928	Pras.g_00240	Prbe.g_00212
OG0000929	Pras.g_00242	Prbe.g_01592
OG0000930	Pras.g_00244	Prbe.g_01574
OG0000931	Pras.g_00245	Prbe.g_01286
OG0000932	Pras.g_00248	Prbe.g_01611
OG0000933	Pras.g_00252	Prbe.g_00371
OG0000934	Pras.g_00253	Prbe.g_00370
OG0000935	Pras.g_00254	Prbe.g_00369
OG0000936	Pras.g_00255	Prbe.g_00368
OG0000937	Pras.g_00256	Prbe.g_00367
OG0000938	Pras.g_00257	Prbe.g_00366
OG0000939	Pras.g_00258	Prbe.g_00365
OG0000940	Pras.g_00259	Prbe.g_00364
OG0000941	Pras.g_00260	Prbe.g_00363
OG0000942	Pras.g_00261	Prbe.g_00362
OG0000943	Pras.g_00262	Prbe.g_00361
OG0000944	Pras.g_00263	Prbe.g_00360
OG0000945	Pras.g_00264	Prbe.g_00359
OG0000946	Pras.g_00265	Prbe.g_00358
OG0000947	Pras.g_00266	Prbe.g_00357
OG0000948	Pras.g_00267	Prbe.g_00356
OG0000949	Pras.g_00268	Prbe.g_00355
OG0000950	Pras.g_00289	Prbe.g_00792
OG0000951	Pras.g_00332	Prbe.g_00328
OG0000952	Pras.g_00333	Prbe.g_00327
OG0000953	Pras.g_00334	Prbe.g_00326
OG0000954	Pras.g_00335	Prbe.g_00325
OG0000955	Pras.g_00336	Prbe.g_00324
OG0000956	Pras.g_00338	Prbe.g_00322
OG0000957	Pras.g_00339	Prbe.g_00321
OG0000958	Pras.g_00340	Prbe.g_00320
OG0000959	Pras.g_00341	Prbe.g_00319
OG0000960	Pras.g_00342	Prbe.g_00318
OG0000961	Pras.g_00343	Prbe.g_00317
OG0000962	Pras.g_00344	Prbe.g_00316
OG0000963	Pras.g_00345	Prbe.g_00315
OG0000964	Pras.g_00346	Prbe.g_00314
OG0000965	Pras.g_00348	Prbe.g_00313
OG0000966	Pras.g_00349	Prbe.g_00312
OG0000967	Pras.g_00352	Prbe.g_00309
OG0000968	Pras.g_00353	Prbe.g_00308
OG0000969	Pras.g_00354	Prbe.g_00307
OG0000970	Pras.g_00355	Prbe.g_00306
OG0000971	Pras.g_00356	Prbe.g_00305
OG0000972	Pras.g_00357	Prbe.g_00304
OG0000973	Pras.g_00359	Prbe.g_00302
OG0000974	Pras.g_00360	Prbe.g_00301
OG0000975	Pras.g_00361	Prbe.g_00300
OG0000976	Pras.g_00362	Prbe.g_00299
OG0000977	Pras.g_00363	Prbe.g_00298
OG0000978	Pras.g_00364	Prbe.g_00297
OG0000979	Pras.g_00365	Prbe.g_00296
OG0000980	Pras.g_00366	Prbe.g_00295
OG0000981	Pras.g_00367	Prbe.g_00294
OG0000982	Pras.g_00368	Prbe.g_00293
OG0000983	Pras.g_00369	Prbe.g_00292
OG0000984	Pras.g_00373	Prbe.g_00288
OG0000985	Pras.g_00374	Prbe.g_00287
OG0000986	Pras.g_00375	Prbe.g_00286
OG0000987	Pras.g_00377	Prbe.g_00284
OG0000988	Pras.g_00378	Prbe.g_00283
OG0000989	Pras.g_00379	Prbe.g_00282
OG0000990	Pras.g_00380	Prbe.g_00281
OG0000991	Pras.g_00381	Prbe.g_00280
OG0000992	Pras.g_00382	Prbe.g_00279
OG0000993	Pras.g_00384	Prbe.g_00278
OG0000994	Pras.g_00385	Prbe.g_00277
OG0000995	Pras.g_00386	Prbe.g_00276
OG0000996	Pras.g_00387	Prbe.g_00275
OG0000997	Pras.g_00389	Prbe.g_00273
OG0000998	Pras.g_00392	Prbe.g_00267
OG0000999	Pras.g_00394	Prbe.g_00265
OG0001000	Pras.g_00395	Prbe.g_00263
OG0001001	Pras.g_00396	Prbe.g_00261
OG0001002	Pras.g_00399	Prbe.g_00259
OG0001003	Pras.g_00400	Prbe.g_00258
OG0001004	Pras.g_00401	Prbe.g_00257
OG0001005	Pras.g_00402	Prbe.g_00256
OG0001006	Pras.g_00405	Prbe.g_00254
OG0001007	Pras.g_00406	Prbe.g_00253
OG0001008	Pras.g_00407	Prbe.g_00252
OG0001009	Pras.g_00408	Prbe.g_00251
OG0001010	Pras.g_00409	Prbe.g_00250
OG0001011	Pras.g_00410	Prbe.g_00249
OG0001012	Pras.g_00411	Prbe.g_00248
OG0001013	Pras.g_00412	Prbe.g_00247
OG0001014	Pras.g_00413	Prbe.g_00246
OG0001015	Pras.g_00414	Prbe.g_00245
OG0001016	Pras.g_00415	Prbe.g_00244
OG0001017	Pras.g_00416	Prbe.g_00243
OG0001018	Pras.g_00417	Prbe.g_00242
OG0001019	Pras.g_00418	Prbe.g_00241
OG0001020	Pras.g_00419	Prbe.g_00240
OG0001021	Pras.g_00420	Prbe.g_00239
OG0001022	Pras.g_00421	Prbe.g_00238
OG0001023	Pras.g_00422	Prbe.g_00237
OG0001024	Pras.g_00424	Prbe.g_00235
OG0001025	Pras.g_00425	Prbe.g_00234
OG0001026	Pras.g_00426	Prbe.g_00233
OG0001027	Pras.g_00427	Prbe.g_00232
OG0001028	Pras.g_00428	Prbe.g_00229
OG0001029	Pras.g_00429	Prbe.g_00228
OG0001030	Pras.g_00432	Prbe.g_00225
OG0001031	Pras.g_00433	Prbe.g_00224
OG0001032	Pras.g_00441	Prbe.g_01042
OG0001033	Pras.g_00448	Prbe.g_00505
OG0001034	Pras.g_00473	Prbe.g_01237
OG0001035	Pras.g_00544	Prbe.g_00992
OG0001036	Pras.g_00545	Prbe.g_00991
OG0001037	Pras.g_00551	Prbe.g_00984
OG0001038	Pras.g_00552	Prbe.g_00983
OG0001039	Pras.g_00553	Prbe.g_00982
OG0001040	Pras.g_00554	Prbe.g_00981
OG0001041	Pras.g_00556	Prbe.g_00979
OG0001042	Pras.g_00557	Prbe.g_00978
OG0001043	Pras.g_00558	Prbe.g_00977
OG0001044	Pras.g_00559	Prbe.g_00976
OG0001045	Pras.g_00560	Prbe.g_00975
OG0001046	Pras.g_00561	Prbe.g_00973
OG0001047	Pras.g_00562	Prbe.g_00972
OG0001048	Pras.g_00564	Prbe.g_00971
OG0001049	Pras.g_00565	Prbe.g_00970
OG0001050	Pras.g_00566	Prbe.g_00969
OG0001051	Pras.g_00567	Prbe.g_00968
OG0001052	Pras.g_00568	Prbe.g_00967
OG0001053	Pras.g_00569	Prbe.g_00966
OG0001054	Pras.g_00570	Prbe.g_00965
OG0001055	Pras.g_00571	Prbe.g_00964
OG0001056	Pras.g_00572	Prbe.g_00963
OG0001057	Pras.g_00574	Prbe.g_00961
OG0001058	Pras.g_00575	Prbe.g_00960
OG0001059	Pras.g_00576	Prbe.g_00959
OG0001060	Pras.g_00577	Prbe.g_00958
OG0001061	Pras.g_00578	Prbe.g_00957
OG0001062	Pras.g_00579	Prbe.g_00956
OG0001063	Pras.g_00580	Prbe.g_00955
OG0001064	Pras.g_00581	Prbe.g_00954
OG0001065	Pras.g_00582	Prbe.g_00953
OG0001066	Pras.g_00583	Prbe.g_00952
OG0001067	Pras.g_00584	Prbe.g_00951
OG0001068	Pras.g_00585	Prbe.g_00950
OG0001069	Pras.g_00588	Prbe.g_00947
OG0001070	Pras.g_00590	Prbe.g_00945
OG0001071	Pras.g_00591	Prbe.g_00944
OG0001072	Pras.g_00592	Prbe.g_00943
OG0001073	Pras.g_00593	Prbe.g_00942
OG0001074	Pras.g_00594	Prbe.g_00941
OG0001075	Pras.g_00596	Prbe.g_00939
OG0001076	Pras.g_00598	Prbe.g_00937
OG0001077	Pras.g_00599	Prbe.g_00936
OG0001078	Pras.g_00600	Prbe.g_00935
OG0001079	Pras.g_00601	Prbe.g_00934
OG0001080	Pras.g_00602	Prbe.g_00933
OG0001081	Pras.g_00603	Prbe.g_00932
OG0001082	Pras.g_00604	Prbe.g_00931
OG0001083	Pras.g_00605	Prbe.g_00930
OG0001084	Pras.g_00606	Prbe.g_00929
OG0001085	Pras.g_00607	Prbe.g_00928
OG0001086	Pras.g_00613	Prbe.g_00922
OG0001087	Pras.g_00614	Prbe.g_00920
OG0001088	Pras.g_00615	Prbe.g_00919
OG0001089	Pras.g_00617	Prbe.g_01112
OG0001090	Pras.g_00618	Prbe.g_01111
OG0001091	Pras.g_00619	Prbe.g_01110
OG0001092	Pras.g_00620	Prbe.g_01109
OG0001093	Pras.g_00621	Prbe.g_01108
OG0001094	Pras.g_00622	Prbe.g_01107
OG0001095	Pras.g_00623	Prbe.g_01106
OG0001096	Pras.g_00624	Prbe.g_01105
OG0001097	Pras.g_00625	Prbe.g_01104
OG0001098	Pras.g_00626	Prbe.g_01103
OG0001099	Pras.g_00627	Prbe.g_01102
OG0001100	Pras.g_00628	Prbe.g_01101
OG0001101	Pras.g_00629	Prbe.g_01100
OG0001102	Pras.g_00632	Prbe.g_01096
OG0001103	Pras.g_00633	Prbe.g_01095
OG0001104	Pras.g_00634	Prbe.g_01092
OG0001105	Pras.g_00636	Prbe.g_01093
OG0001106	Pras.g_00638	Prbe.g_01097
OG0001107	Pras.g_00639	Prbe.g_01098
OG0001108	Pras.g_00640	Prbe.g_01099
OG0001109	Pras.g_00645	Prbe.g_01089
OG0001110	Pras.g_00647	Prbe.g_01087
OG0001111	Pras.g_00648	Prbe.g_01086
OG0001112	Pras.g_00649	Prbe.g_01085
OG0001113	Pras.g_00650	Prbe.g_01084
OG0001114	Pras.g_00651	Prbe.g_01083
OG0001115	Pras.g_00652	Prbe.g_01082
OG0001116	Pras.g_00653	Prbe.g_01081
OG0001117	Pras.g_00654	Prbe.g_01080
OG0001118	Pras.g_00655	Prbe.g_01079
OG0001119	Pras.g_00656	Prbe.g_01078
