Orthogroup	Pras	Prbb
OG0000535	Pras.g_01456	Prbb.g_00582
OG0000536	Pras.g_01457	Prbb.g_00583
OG0000537	Pras.g_01459	Prbb.g_00584
OG0000538	Pras.g_01460	Prbb.g_00585
OG0000539	Pras.g_01463	Prbb.g_00587
OG0000540	Pras.g_01464	Prbb.g_00588
OG0000541	Pras.g_01465	Prbb.g_00589
OG0000542	Pras.g_01467	Prbb.g_00591
OG0000543	Pras.g_01468	Prbb.g_00592
OG0000544	Pras.g_01469	Prbb.g_00594
OG0000545	Pras.g_01470	Prbb.g_00593
OG0000546	Pras.g_01471	Prbb.g_00595
OG0000547	Pras.g_01472	Prbb.g_00596
OG0000548	Pras.g_01473	Prbb.g_00597
OG0000549	Pras.g_01475	Prbb.g_00599
OG0000550	Pras.g_01476	Prbb.g_00600
OG0000551	Pras.g_01477	Prbb.g_00601
OG0000552	Pras.g_01478	Prbb.g_00602
OG0000553	Pras.g_01479	Prbb.g_00603
OG0000554	Pras.g_01480	Prbb.g_00604
OG0000555	Pras.g_01481	Prbb.g_00606
OG0000556	Pras.g_01482	Prbb.g_00607
OG0000557	Pras.g_01483	Prbb.g_00608
OG0000558	Pras.g_01484	Prbb.g_00609
OG0000559	Pras.g_01485	Prbb.g_00610
OG0000560	Pras.g_01486	Prbb.g_00611
OG0000561	Pras.g_01487	Prbb.g_00612
OG0000562	Pras.g_01488	Prbb.g_00613
OG0000563	Pras.g_01489	Prbb.g_00614
OG0000564	Pras.g_01490	Prbb.g_00615
OG0000565	Pras.g_01491	Prbb.g_00616
OG0000566	Pras.g_01492	Prbb.g_00617
OG0000567	Pras.g_01493	Prbb.g_00618
OG0000568	Pras.g_01494	Prbb.g_00619
OG0000569	Pras.g_01497	Prbb.g_00622
OG0000570	Pras.g_01498	Prbb.g_00623
OG0000571	Pras.g_01500	Prbb.g_00624
OG0000572	Pras.g_01501	Prbb.g_00626
OG0000573	Pras.g_01502	Prbb.g_00627
OG0000574	Pras.g_01503	Prbb.g_00628
OG0000575	Pras.g_01504	Prbb.g_00629
OG0000576	Pras.g_01505	Prbb.g_00630
OG0000577	Pras.g_01506	Prbb.g_00631
OG0000578	Pras.g_01507	Prbb.g_00632
OG0000579	Pras.g_01508	Prbb.g_00633
OG0000580	Pras.g_01509	Prbb.g_00634
OG0000581	Pras.g_01510	Prbb.g_00635
OG0000582	Pras.g_01511	Prbb.g_00636
OG0000583	Pras.g_01512	Prbb.g_00637
OG0000584	Pras.g_01514	Prbb.g_00639
OG0000585	Pras.g_01515	Prbb.g_00640
OG0000586	Pras.g_01516	Prbb.g_00641
OG0000587	Pras.g_01517	Prbb.g_00642
OG0000588	Pras.g_01518	Prbb.g_00643
OG0000589	Pras.g_01519	Prbb.g_00644
OG0000590	Pras.g_01520	Prbb.g_00645
OG0000591	Pras.g_01521	Prbb.g_00646
OG0000592	Pras.g_01522	Prbb.g_00647
OG0000593	Pras.g_01523	Prbb.g_00648
OG0000594	Pras.g_01524	Prbb.g_00649
OG0000595	Pras.g_01525	Prbb.g_00650
OG0000596	Pras.g_01526	Prbb.g_00651
OG0000597	Pras.g_01530	Prbb.g_00655
OG0000598	Pras.g_01531	Prbb.g_00656
OG0000599	Pras.g_01532	Prbb.g_00657
OG0000600	Pras.g_01533	Prbb.g_00658
OG0000601	Pras.g_01534	Prbb.g_00659
OG0000602	Pras.g_01535	Prbb.g_00660
OG0000603	Pras.g_01536	Prbb.g_00661
OG0000604	Pras.g_01537	Prbb.g_00662
OG0000605	Pras.g_01538	Prbb.g_00664
OG0000606	Pras.g_01539	Prbb.g_00665
OG0000607	Pras.g_01540	Prbb.g_00667
OG0000608	Pras.g_01541	Prbb.g_00668
OG0000609	Pras.g_01543	Prbb.g_00670
OG0000610	Pras.g_01544	Prbb.g_00671
OG0000611	Pras.g_01546	Prbb.g_00674
OG0000612	Pras.g_01547	Prbb.g_00675
OG0000613	Pras.g_01549	Prbb.g_00677
OG0000614	Pras.g_01555	Prbb.g_00684
OG0000615	Pras.g_01556	Prbb.g_00685
OG0000616	Pras.g_01557	Prbb.g_00686
OG0000617	Pras.g_01559	Prbb.g_00689
OG0000618	Pras.g_01560	Prbb.g_00690
OG0000619	Pras.g_01561	Prbb.g_00691
OG0000620	Pras.g_01563	Prbb.g_00693
OG0000621	Pras.g_01564	Prbb.g_00694
OG0000622	Pras.g_01565	Prbb.g_00695
OG0000623	Pras.g_01566	Prbb.g_00696
OG0000624	Pras.g_01568	Prbb.g_00700
OG0000625	Pras.g_01569	Prbb.g_00701
OG0000626	Pras.g_01570	Prbb.g_00702
OG0000627	Pras.g_01571	Prbb.g_01450
OG0000628	Pras.g_01572	Prbb.g_00703
OG0000629	Pras.g_01573	Prbb.g_00705
OG0000630	Pras.g_01575	Prbb.g_00707
OG0000631	Pras.g_01576	Prbb.g_00708
OG0000632	Pras.g_01580	Prbb.g_02176
OG0000633	Pras.g_01581	Prbb.g_01260
OG0000634	Pras.g_01607	Prbb.g_00714
OG0000635	Pras.g_01609	Prbb.g_00716
OG0000636	Pras.g_01610	Prbb.g_00717
OG0000637	Pras.g_01612	Prbb.g_00719
OG0000638	Pras.g_01613	Prbb.g_00720
OG0000639	Pras.g_01614	Prbb.g_00721
OG0000640	Pras.g_01615	Prbb.g_00722
OG0000641	Pras.g_01616	Prbb.g_00723
OG0000642	Pras.g_01617	Prbb.g_00724
OG0000643	Pras.g_01618	Prbb.g_00725
OG0000644	Pras.g_01620	Prbb.g_00727
OG0000645	Pras.g_01621	Prbb.g_00729
OG0000646	Pras.g_01622	Prbb.g_00730
OG0000647	Pras.g_01623	Prbb.g_00731
OG0000648	Pras.g_01624	Prbb.g_00733
OG0000649	Pras.g_01625	Prbb.g_00734
OG0000650	Pras.g_01626	Prbb.g_00735
OG0000651	Pras.g_01627	Prbb.g_00736
OG0000652	Pras.g_01629	Prbb.g_00738
OG0000653	Pras.g_01647	Prbb.g_00086
OG0000654	Pras.g_01649	Prbb.g_00108
OG0000655	Pras.g_01659	Prbb.g_01452
OG0000656	Pras.g_01664	Prbb.g_01099
OG0000657	Pras.g_01665	Prbb.g_00983
OG0000658	Pras.g_01666	Prbb.g_00982
OG0000659	Pras.g_01667	Prbb.g_00981
OG0000660	Pras.g_01679	Prbb.g_00389
OG0000661	Pras.g_01688	Prbb.g_00958
OG0000662	Pras.g_01690	Prbb.g_00960
OG0000663	Pras.g_01692	Prbb.g_00962
OG0000664	Pras.g_01693	Prbb.g_00963
OG0000665	Pras.g_01694	Prbb.g_00964
OG0000666	Pras.g_01695	Prbb.g_00777
OG0000667	Pras.g_01696	Prbb.g_00778
OG0000668	Pras.g_01697	Prbb.g_00779
OG0000669	Pras.g_01698	Prbb.g_00780
OG0000670	Pras.g_01700	Prbb.g_00782
OG0000671	Pras.g_01701	Prbb.g_00783
OG0000672	Pras.g_01702	Prbb.g_00784
OG0000673	Pras.g_01703	Prbb.g_00785
OG0000674	Pras.g_01704	Prbb.g_00786
OG0000675	Pras.g_01705	Prbb.g_00787
OG0000676	Pras.g_01707	Prbb.g_00789
OG0000677	Pras.g_01709	Prbb.g_00791
OG0000678	Pras.g_01710	Prbb.g_00792
OG0000679	Pras.g_01711	Prbb.g_00793
OG0000680	Pras.g_01712	Prbb.g_00794
OG0000681	Pras.g_01713	Prbb.g_00795
OG0000682	Pras.g_01714	Prbb.g_00796
OG0000683	Pras.g_01715	Prbb.g_00798
OG0000684	Pras.g_01716	Prbb.g_00800
OG0000685	Pras.g_01717	Prbb.g_00801
OG0000686	Pras.g_01718	Prbb.g_00802
OG0000687	Pras.g_01719	Prbb.g_00803
OG0000688	Pras.g_01720	Prbb.g_00804
OG0000689	Pras.g_01721	Prbb.g_00805
OG0000690	Pras.g_01722	Prbb.g_00806
OG0000691	Pras.g_01724	Prbb.g_00808
OG0000692	Pras.g_01725	Prbb.g_00809
OG0000693	Pras.g_01726	Prbb.g_00810
OG0000694	Pras.g_01727	Prbb.g_00811
OG0000695	Pras.g_01728	Prbb.g_00812
OG0000696	Pras.g_01729	Prbb.g_00813
OG0000697	Pras.g_01731	Prbb.g_00814
OG0000698	Pras.g_01732	Prbb.g_00815
OG0000699	Pras.g_01735	Prbb.g_00818
OG0000700	Pras.g_01736	Prbb.g_00819
OG0000701	Pras.g_01737	Prbb.g_00821
OG0000702	Pras.g_01738	Prbb.g_00822
OG0000703	Pras.g_01739	Prbb.g_00823
OG0000704	Pras.g_01740	Prbb.g_00824
OG0000705	Pras.g_01742	Prbb.g_00827
OG0000706	Pras.g_01743	Prbb.g_00828
OG0000707	Pras.g_01744	Prbb.g_00829
OG0000708	Pras.g_01745	Prbb.g_00830
OG0000709	Pras.g_01746	Prbb.g_00831
OG0000710	Pras.g_01747	Prbb.g_00832
OG0000711	Pras.g_01748	Prbb.g_00833
OG0000712	Pras.g_01749	Prbb.g_00834
OG0000713	Pras.g_01750	Prbb.g_00835
OG0000714	Pras.g_01752	Prbb.g_00837
OG0000715	Pras.g_01753	Prbb.g_00838
OG0000716	Pras.g_01754	Prbb.g_00839
OG0000717	Pras.g_01755	Prbb.g_00840
OG0000718	Pras.g_01756	Prbb.g_00841
OG0000719	Pras.g_01758	Prbb.g_00843
OG0000720	Pras.g_01760	Prbb.g_00847
OG0000721	Pras.g_01761	Prbb.g_00848
OG0000722	Pras.g_01788	Prbb.g_00914
OG0000723	Pras.g_01791	Prbb.g_00917
OG0000724	Pras.g_01792	Prbb.g_00922
OG0000725	Pras.g_01793	Prbb.g_00924
OG0000726	Pras.g_01794	Prbb.g_00925
OG0000727	Pras.g_01795	Prbb.g_00926
OG0000728	Pras.g_01796	Prbb.g_00927
OG0000729	Pras.g_01798	Prbb.g_00929
OG0000730	Pras.g_01799	Prbb.g_00930
OG0000731	Pras.g_01801	Prbb.g_00932
OG0000732	Pras.g_01802	Prbb.g_00933
OG0000733	Pras.g_01803	Prbb.g_00934
OG0000734	Pras.g_01804	Prbb.g_00935
OG0000735	Pras.g_01805	Prbb.g_00936
OG0000736	Pras.g_01807	Prbb.g_00938
OG0000737	Pras.g_01808	Prbb.g_00939
OG0000738	Pras.g_01810	Prbb.g_00942
OG0000739	Pras.g_01811	Prbb.g_00943
OG0000740	Pras.g_01812	Prbb.g_00944
OG0000741	Pras.g_01814	Prbb.g_00946
OG0000742	Pras.g_01815	Prbb.g_00947
OG0000743	Pras.g_01819	Prbb.g_00951
OG0000744	Pras.g_01820	Prbb.g_00952
OG0000745	Pras.g_01821	Prbb.g_00762
OG0000746	Pras.g_01822	Prbb.g_00763
OG0000747	Pras.g_01823	Prbb.g_00764
OG0000748	Pras.g_01824	Prbb.g_00765
OG0000749	Pras.g_01825	Prbb.g_00766
OG0000750	Pras.g_01826	Prbb.g_00767
OG0000751	Pras.g_01828	Prbb.g_00769
OG0000752	Pras.g_01829	Prbb.g_00770
OG0000753	Pras.g_01830	Prbb.g_00771
OG0000754	Pras.g_01831	Prbb.g_00772
OG0000755	Pras.g_01833	Prbb.g_00774
OG0000756	Pras.g_01834	Prbb.g_00775
OG0000757	Pras.g_01835	Prbb.g_00776
OG0000758	Pras.g_01836	Prbb.g_00965
OG0000759	Pras.g_01837	Prbb.g_00966
OG0000760	Pras.g_01838	Prbb.g_00967
OG0000761	Pras.g_01839	Prbb.g_00968
OG0000762	Pras.g_01841	Prbb.g_00970
OG0000763	Pras.g_01842	Prbb.g_00971
OG0000764	Pras.g_01843	Prbb.g_00972
OG0000765	Pras.g_01844	Prbb.g_00973
OG0000766	Pras.g_01845	Prbb.g_00974
OG0000767	Pras.g_01846	Prbb.g_00975
OG0000768	Pras.g_01847	Prbb.g_00976
OG0000769	Pras.g_01848	Prbb.g_00977
OG0000770	Pras.g_01849	Prbb.g_00978
OG0000771	Pras.g_01850	Prbb.g_00979
OG0000772	Pras.g_01851	Prbb.g_00893
OG0000773	Pras.g_01853	Prbb.g_00984
OG0000774	Pras.g_01854	Prbb.g_00985
OG0000775	Pras.g_01855	Prbb.g_00986
OG0000776	Pras.g_01856	Prbb.g_00988
OG0000777	Pras.g_01857	Prbb.g_00989
OG0000778	Pras.g_01858	Prbb.g_00990
OG0000779	Pras.g_01860	Prbb.g_00992
OG0000780	Pras.g_01861	Prbb.g_00993
OG0000781	Pras.g_01862	Prbb.g_00994
OG0000782	Pras.g_01864	Prbb.g_00996
OG0000783	Pras.g_01865	Prbb.g_00997
OG0000784	Pras.g_01866	Prbb.g_00998
OG0000785	Pras.g_01867	Prbb.g_00999
OG0000786	Pras.g_01868	Prbb.g_01000
OG0000787	Pras.g_01870	Prbb.g_01002
OG0000788	Pras.g_01871	Prbb.g_01003
OG0000789	Pras.g_01872	Prbb.g_01004
OG0000790	Pras.g_01873	Prbb.g_01005
OG0000791	Pras.g_01874	Prbb.g_01006
OG0000792	Pras.g_01875	Prbb.g_00101
OG0000793	Pras.g_01876	Prbb.g_01007
OG0000794	Pras.g_01877	Prbb.g_01008
OG0000795	Pras.g_01878	Prbb.g_01009
OG0000796	Pras.g_01881	Prbb.g_01010
OG0000797	Pras.g_01883	Prbb.g_01012
OG0000798	Pras.g_01884	Prbb.g_01013
OG0000799	Pras.g_01885	Prbb.g_01014
OG0000800	Pras.g_01886	Prbb.g_01015
OG0000801	Pras.g_01887	Prbb.g_01016
OG0000802	Pras.g_01889	Prbb.g_01017
OG0000803	Pras.g_01890	Prbb.g_01018
OG0000804	Pras.g_01903	Prbb.g_01036
OG0000805	Pras.g_01905	Prbb.g_01037
OG0000806	Pras.g_01906	Prbb.g_01038
OG0000807	Pras.g_01907	Prbb.g_01039
OG0000808	Pras.g_01908	Prbb.g_01040
OG0000809	Pras.g_01912	Prbb.g_01045
OG0000810	Pras.g_01913	Prbb.g_01047
OG0000811	Pras.g_01914	Prbb.g_01048
OG0000812	Pras.g_01915	Prbb.g_00892
OG0000813	Pras.g_01916	Prbb.g_01049
OG0000814	Pras.g_01917	Prbb.g_01050
OG0000815	Pras.g_01918	Prbb.g_01051
OG0000816	Pras.g_01920	Prbb.g_01054
OG0000817	Pras.g_01923	Prbb.g_01058
OG0000818	Pras.g_01924	Prbb.g_01059
OG0000819	Pras.g_01926	Prbb.g_01062
OG0000820	Pras.g_01927	Prbb.g_01063
OG0000821	Pras.g_01928	Prbb.g_01064
OG0000822	Pras.g_01929	Prbb.g_01065
OG0000823	Pras.g_01932	Prbb.g_01068
OG0000824	Pras.g_01933	Prbb.g_01069
OG0000825	Pras.g_01935	Prbb.g_00891
OG0000826	Pras.g_01936	Prbb.g_00890
OG0000827	Pras.g_01937	Prbb.g_00889
OG0000828	Pras.g_01939	Prbb.g_00887
OG0000829	Pras.g_01964	Prbb.g_00897
OG0000830	Pras.g_01973	Prbb.g_01108
OG0000831	Pras.g_01976	Prbb.g_01090
OG0000832	Pras.g_01977	Prbb.g_01783
OG0000833	Pras.g_01984	Prbb.g_02071
OG0000834	Pras.g_01988	Prbb.g_00392
OG0000835	Pras.g_01992	Prbb.g_00400
OG0000836	Pras.g_01994	Prbb.g_01780
OG0000837	Pras.g_00009	Prbb.g_01085
OG0000838	Pras.g_00024	Prbb.g_01888
OG0000839	Pras.g_00025	Prbb.g_01889
OG0000840	Pras.g_00030	Prbb.g_01126
OG0000841	Pras.g_00037	Prbb.g_01539
OG0000842	Pras.g_00041	Prbb.g_01533
OG0000843	Pras.g_00043	Prbb.g_01531
OG0000844	Pras.g_00044	Prbb.g_01530
OG0000845	Pras.g_00045	Prbb.g_01529
OG0000846	Pras.g_00046	Prbb.g_01528
OG0000847	Pras.g_00047	Prbb.g_01527
OG0000848	Pras.g_00048	Prbb.g_01526
OG0000849	Pras.g_00049	Prbb.g_01525
OG0000850	Pras.g_00050	Prbb.g_01524
OG0000851	Pras.g_00052	Prbb.g_01521
OG0000852	Pras.g_00055	Prbb.g_01518
OG0000853	Pras.g_00057	Prbb.g_01516
OG0000854	Pras.g_00058	Prbb.g_01515
OG0000855	Pras.g_00059	Prbb.g_01513
OG0000856	Pras.g_00060	Prbb.g_01512
OG0000857	Pras.g_00061	Prbb.g_01511
OG0000858	Pras.g_00063	Prbb.g_01508
OG0000859	Pras.g_00064	Prbb.g_01507
OG0000860	Pras.g_00065	Prbb.g_01506
OG0000861	Pras.g_00066	Prbb.g_01505
OG0000862	Pras.g_00067	Prbb.g_01504
OG0000863	Pras.g_00068	Prbb.g_01502
OG0000864	Pras.g_00069	Prbb.g_01501
OG0000865	Pras.g_00070	Prbb.g_01500
OG0000866	Pras.g_00071	Prbb.g_01499
OG0000867	Pras.g_00074	Prbb.g_01497
OG0000868	Pras.g_00076	Prbb.g_01495
OG0000869	Pras.g_00077	Prbb.g_01493
OG0000870	Pras.g_00078	Prbb.g_01491
OG0000871	Pras.g_00079	Prbb.g_01490
OG0000872	Pras.g_00080	Prbb.g_01488
OG0000873	Pras.g_00081	Prbb.g_01487
OG0000874	Pras.g_00082	Prbb.g_01486
OG0000875	Pras.g_00083	Prbb.g_01484
OG0000876	Pras.g_00085	Prbb.g_01482
OG0000877	Pras.g_00086	Prbb.g_01481
OG0000878	Pras.g_00087	Prbb.g_01480
OG0000879	Pras.g_00088	Prbb.g_01479
OG0000880	Pras.g_00089	Prbb.g_01478
OG0000881	Pras.g_00090	Prbb.g_01477
OG0000882	Pras.g_00091	Prbb.g_01476
OG0000883	Pras.g_00092	Prbb.g_01475
OG0000884	Pras.g_00093	Prbb.g_01474
OG0000885	Pras.g_00094	Prbb.g_01473
OG0000886	Pras.g_00095	Prbb.g_01472
OG0000887	Pras.g_00097	Prbb.g_01471
OG0000888	Pras.g_00098	Prbb.g_01470
OG0000889	Pras.g_00099	Prbb.g_01469
OG0000890	Pras.g_00100	Prbb.g_01468
OG0000891	Pras.g_00101	Prbb.g_01467
OG0000892	Pras.g_00102	Prbb.g_01465
OG0000893	Pras.g_00103	Prbb.g_01464
OG0000894	Pras.g_00105	Prbb.g_01463
OG0000895	Pras.g_00106	Prbb.g_01462
OG0000896	Pras.g_00108	Prbb.g_01461
OG0000897	Pras.g_00109	Prbb.g_01460
OG0000898	Pras.g_00110	Prbb.g_01459
OG0000899	Pras.g_00111	Prbb.g_01458
OG0000900	Pras.g_00113	Prbb.g_01457
OG0000901	Pras.g_00178	Prbb.g_01291
OG0000902	Pras.g_00197	Prbb.g_01575
OG0000903	Pras.g_00198	Prbb.g_01576
OG0000904	Pras.g_00199	Prbb.g_01577
OG0000905	Pras.g_00200	Prbb.g_01578
OG0000906	Pras.g_00201	Prbb.g_01580
OG0000907	Pras.g_00204	Prbb.g_01581
OG0000908	Pras.g_00205	Prbb.g_01582
OG0000909	Pras.g_00206	Prbb.g_01583
OG0000910	Pras.g_00207	Prbb.g_01584
OG0000911	Pras.g_00208	Prbb.g_01585
OG0000912	Pras.g_00211	Prbb.g_01588
OG0000913	Pras.g_00212	Prbb.g_01589
OG0000914	Pras.g_00213	Prbb.g_01590
OG0000915	Pras.g_00214	Prbb.g_01592
OG0000916	Pras.g_00216	Prbb.g_01593
OG0000917	Pras.g_00217	Prbb.g_01594
OG0000918	Pras.g_00218	Prbb.g_01595
OG0000919	Pras.g_00219	Prbb.g_01596
OG0000920	Pras.g_00220	Prbb.g_01597
OG0000921	Pras.g_00223	Prbb.g_01600
OG0000922	Pras.g_00224	Prbb.g_01601
OG0000923	Pras.g_00232	Prbb.g_01608
OG0000924	Pras.g_00233	Prbb.g_01609
OG0000925	Pras.g_00236	Prbb.g_01612
OG0000926	Pras.g_00237	Prbb.g_00746
OG0000927	Pras.g_00238	Prbb.g_01541
OG0000928	Pras.g_00240	Prbb.g_01057
OG0000929	Pras.g_00242	Prbb.g_01789
OG0000930	Pras.g_00244	Prbb.g_01637
OG0000931	Pras.g_00245	Prbb.g_00845
OG0000932	Pras.g_00248	Prbb.g_01201
OG0000933	Pras.g_00252	Prbb.g_01641
OG0000934	Pras.g_00253	Prbb.g_01642
OG0000935	Pras.g_00254	Prbb.g_01643
OG0000936	Pras.g_00255	Prbb.g_01644
OG0000937	Pras.g_00256	Prbb.g_01645
OG0000938	Pras.g_00257	Prbb.g_01646
OG0000939	Pras.g_00258	Prbb.g_01647
OG0000940	Pras.g_00259	Prbb.g_01648
OG0000941	Pras.g_00260	Prbb.g_01649
OG0000942	Pras.g_00261	Prbb.g_01650
OG0000943	Pras.g_00262	Prbb.g_01651
OG0000944	Pras.g_00263	Prbb.g_01652
OG0000945	Pras.g_00264	Prbb.g_01653
OG0000946	Pras.g_00265	Prbb.g_01654
OG0000947	Pras.g_00266	Prbb.g_01655
OG0000948	Pras.g_00267	Prbb.g_01656
OG0000949	Pras.g_00268	Prbb.g_01657
OG0000950	Pras.g_00289	Prbb.g_02044
OG0000951	Pras.g_00332	Prbb.g_01668
OG0000952	Pras.g_00333	Prbb.g_01669
OG0000953	Pras.g_00334	Prbb.g_01670
OG0000954	Pras.g_00335	Prbb.g_01671
OG0000955	Pras.g_00336	Prbb.g_01672
OG0000956	Pras.g_00338	Prbb.g_01674
OG0000957	Pras.g_00339	Prbb.g_01675
OG0000958	Pras.g_00340	Prbb.g_01676
OG0000959	Pras.g_00341	Prbb.g_01677
OG0000960	Pras.g_00342	Prbb.g_01678
OG0000961	Pras.g_00343	Prbb.g_01679
OG0000962	Pras.g_00344	Prbb.g_01680
OG0000963	Pras.g_00345	Prbb.g_01681
OG0000964	Pras.g_00346	Prbb.g_01683
OG0000965	Pras.g_00348	Prbb.g_01684
OG0000966	Pras.g_00349	Prbb.g_01685
OG0000967	Pras.g_00352	Prbb.g_01688
OG0000968	Pras.g_00353	Prbb.g_01689
OG0000969	Pras.g_00354	Prbb.g_01690
OG0000970	Pras.g_00355	Prbb.g_01691
OG0000971	Pras.g_00356	Prbb.g_01692
OG0000972	Pras.g_00357	Prbb.g_01693
OG0000973	Pras.g_00359	Prbb.g_01695
OG0000974	Pras.g_00360	Prbb.g_01696
OG0000975	Pras.g_00361	Prbb.g_01697
OG0000976	Pras.g_00362	Prbb.g_01698
OG0000977	Pras.g_00363	Prbb.g_01699
OG0000978	Pras.g_00364	Prbb.g_01700
OG0000979	Pras.g_00365	Prbb.g_01701
OG0000980	Pras.g_00366	Prbb.g_00465
OG0000981	Pras.g_00367	Prbb.g_01702
OG0000982	Pras.g_00368	Prbb.g_01703
OG0000983	Pras.g_00369	Prbb.g_01704
OG0000984	Pras.g_00373	Prbb.g_01707
OG0000985	Pras.g_00374	Prbb.g_01708
OG0000986	Pras.g_00375	Prbb.g_01709
OG0000987	Pras.g_00377	Prbb.g_01711
OG0000988	Pras.g_00378	Prbb.g_01712
OG0000989	Pras.g_00379	Prbb.g_01713
OG0000990	Pras.g_00380	Prbb.g_01714
OG0000991	Pras.g_00381	Prbb.g_01715
OG0000992	Pras.g_00382	Prbb.g_01716
OG0000993	Pras.g_00384	Prbb.g_01717
OG0000994	Pras.g_00385	Prbb.g_01718
OG0000995	Pras.g_00386	Prbb.g_01719
OG0000996	Pras.g_00387	Prbb.g_01720
OG0000997	Pras.g_00389	Prbb.g_01722
OG0000998	Pras.g_00392	Prbb.g_01728
OG0000999	Pras.g_00394	Prbb.g_01731
OG0001000	Pras.g_00395	Prbb.g_01732
OG0001001	Pras.g_00396	Prbb.g_01733
OG0001002	Pras.g_00399	Prbb.g_01735
OG0001003	Pras.g_00400	Prbb.g_01736
OG0001004	Pras.g_00401	Prbb.g_01737
OG0001005	Pras.g_00402	Prbb.g_01738
OG0001006	Pras.g_00405	Prbb.g_01740
OG0001007	Pras.g_00406	Prbb.g_01741
OG0001008	Pras.g_00407	Prbb.g_01742
OG0001009	Pras.g_00408	Prbb.g_01744
OG0001010	Pras.g_00409	Prbb.g_01745
OG0001011	Pras.g_00410	Prbb.g_01746
OG0001012	Pras.g_00411	Prbb.g_01747
OG0001013	Pras.g_00412	Prbb.g_01748
OG0001014	Pras.g_00413	Prbb.g_01749
OG0001015	Pras.g_00414	Prbb.g_01750
OG0001016	Pras.g_00415	Prbb.g_01751
OG0001017	Pras.g_00416	Prbb.g_01752
OG0001018	Pras.g_00417	Prbb.g_01753
OG0001019	Pras.g_00418	Prbb.g_01754
OG0001020	Pras.g_00419	Prbb.g_01755
OG0001021	Pras.g_00420	Prbb.g_01756
OG0001022	Pras.g_00421	Prbb.g_01757
OG0001023	Pras.g_00422	Prbb.g_01758
OG0001024	Pras.g_00424	Prbb.g_01760
OG0001025	Pras.g_00425	Prbb.g_01761
OG0001026	Pras.g_00426	Prbb.g_01762
OG0001027	Pras.g_00427	Prbb.g_01763
OG0001028	Pras.g_00428	Prbb.g_01765
OG0001029	Pras.g_00429	Prbb.g_01766
OG0001030	Pras.g_00432	Prbb.g_01769
OG0001031	Pras.g_00433	Prbb.g_01770
OG0001032	Pras.g_00441	Prbb.g_01555
OG0001033	Pras.g_00448	Prbb.g_01659
OG0001034	Pras.g_00473	Prbb.g_00799
OG0001035	Pras.g_00544	Prbb.g_01817
OG0001036	Pras.g_00545	Prbb.g_01818
OG0001037	Pras.g_00551	Prbb.g_01824
OG0001038	Pras.g_00552	Prbb.g_01825
OG0001039	Pras.g_00553	Prbb.g_01826
OG0001040	Pras.g_00554	Prbb.g_01827
OG0001041	Pras.g_00556	Prbb.g_01828
OG0001042	Pras.g_00557	Prbb.g_01829
OG0001043	Pras.g_00558	Prbb.g_01830
OG0001044	Pras.g_00559	Prbb.g_01831
OG0001045	Pras.g_00560	Prbb.g_01832
OG0001046	Pras.g_00561	Prbb.g_01833
OG0001047	Pras.g_00562	Prbb.g_01834
OG0001048	Pras.g_00564	Prbb.g_01835
OG0001049	Pras.g_00565	Prbb.g_01836
OG0001050	Pras.g_00566	Prbb.g_01837
OG0001051	Pras.g_00567	Prbb.g_01838
OG0001052	Pras.g_00568	Prbb.g_01839
OG0001053	Pras.g_00569	Prbb.g_01840
OG0001054	Pras.g_00570	Prbb.g_01841
OG0001055	Pras.g_00571	Prbb.g_01842
OG0001056	Pras.g_00572	Prbb.g_01843
OG0001057	Pras.g_00574	Prbb.g_01845
OG0001058	Pras.g_00575	Prbb.g_01846
OG0001059	Pras.g_00576	Prbb.g_01847
OG0001060	Pras.g_00577	Prbb.g_01848
OG0001061	Pras.g_00578	Prbb.g_01849
OG0001062	Pras.g_00579	Prbb.g_01851
OG0001063	Pras.g_00580	Prbb.g_01852
OG0001064	Pras.g_00581	Prbb.g_01853
OG0001065	Pras.g_00582	Prbb.g_01854
OG0001066	Pras.g_00583	Prbb.g_01855
OG0001067	Pras.g_00584	Prbb.g_01856
OG0001068	Pras.g_00585	Prbb.g_01857
OG0001069	Pras.g_00588	Prbb.g_01859
OG0001070	Pras.g_00590	Prbb.g_01861
OG0001071	Pras.g_00591	Prbb.g_01862
OG0001072	Pras.g_00592	Prbb.g_01863
OG0001073	Pras.g_00593	Prbb.g_01864
OG0001074	Pras.g_00594	Prbb.g_01865
OG0001075	Pras.g_00596	Prbb.g_01867
OG0001076	Pras.g_00598	Prbb.g_01869
OG0001077	Pras.g_00599	Prbb.g_01870
OG0001078	Pras.g_00600	Prbb.g_01871
OG0001079	Pras.g_00601	Prbb.g_01872
OG0001080	Pras.g_00602	Prbb.g_01873
OG0001081	Pras.g_00603	Prbb.g_01874
OG0001082	Pras.g_00604	Prbb.g_01875
OG0001083	Pras.g_00605	Prbb.g_01876
OG0001084	Pras.g_00606	Prbb.g_01877
OG0001085	Pras.g_00607	Prbb.g_01878
OG0001086	Pras.g_00613	Prbb.g_01922
OG0001087	Pras.g_00614	Prbb.g_01924
OG0001088	Pras.g_00615	Prbb.g_01925
OG0001089	Pras.g_00617	Prbb.g_01927
OG0001090	Pras.g_00618	Prbb.g_01928
OG0001091	Pras.g_00619	Prbb.g_01929
OG0001092	Pras.g_00620	Prbb.g_01930
OG0001093	Pras.g_00621	Prbb.g_01931
