Orthogroup	Prbm	Syao
OG0000571	Prbm.g_00605	Syao.g_00834
OG0000572	Prbm.g_00616	Syao.g_01033
OG0000573	Prbm.g_00621	Syao.g_01022
OG0000574	Prbm.g_00624	Syao.g_01021
OG0000575	Prbm.g_00627	Syao.g_01000
OG0000576	Prbm.g_00629	Syao.g_00996
OG0000577	Prbm.g_00630	Syao.g_00995
OG0000578	Prbm.g_00631	Syao.g_00994
OG0000579	Prbm.g_00632	Syao.g_00993
OG0000580	Prbm.g_00633	Syao.g_00992
OG0000581	Prbm.g_00636	Syao.g_01059
OG0000582	Prbm.g_00639	Syao.g_01204
OG0000583	Prbm.g_00640	Syao.g_01205
OG0000584	Prbm.g_00641	Syao.g_01206
OG0000585	Prbm.g_00643	Syao.g_01054
OG0000586	Prbm.g_00644	Syao.g_01055
OG0000587	Prbm.g_00645	Syao.g_01057
OG0000588	Prbm.g_00649	Syao.g_00406
OG0000589	Prbm.g_00652	Syao.g_01342
OG0000590	Prbm.g_00653	Syao.g_01341
OG0000591	Prbm.g_00656	Syao.g_01330
OG0000592	Prbm.g_00657	Syao.g_01329
OG0000593	Prbm.g_00663	Syao.g_00890
OG0000594	Prbm.g_00664	Syao.g_00891
OG0000595	Prbm.g_00665	Syao.g_00892
OG0000596	Prbm.g_00669	Syao.g_00897
OG0000597	Prbm.g_00671	Syao.g_00900
OG0000598	Prbm.g_00672	Syao.g_00901
OG0000599	Prbm.g_00675	Syao.g_00908
OG0000600	Prbm.g_00676	Syao.g_00909
OG0000601	Prbm.g_00677	Syao.g_00910
OG0000602	Prbm.g_00679	Syao.g_00914
OG0000603	Prbm.g_00680	Syao.g_00915
OG0000604	Prbm.g_00681	Syao.g_00918
OG0000606	Prbm.g_00685	Syao.g_00924
OG0000607	Prbm.g_00688	Syao.g_00927
OG0000608	Prbm.g_00689	Syao.g_00928
OG0000609	Prbm.g_00690	Syao.g_00930
OG0000610	Prbm.g_00696	Syao.g_00940
OG0000611	Prbm.g_00699	Syao.g_00943
OG0000612	Prbm.g_00700	Syao.g_00944
OG0000613	Prbm.g_00706	Syao.g_01979
OG0000614	Prbm.g_00730	Syao.g_00375
OG0000615	Prbm.g_00737	Syao.g_00978
OG0000616	Prbm.g_02220	Syao.g_02342
OG0000617	Prbm.g_00748	Syao.g_00486
OG0000618	Prbm.g_00749	Syao.g_00485
OG0000619	Prbm.g_00750	Syao.g_00484
OG0000620	Prbm.g_00753	Syao.g_00479
OG0000621	Prbm.g_00754	Syao.g_00478
OG0000622	Prbm.g_00755	Syao.g_00476
OG0000623	Prbm.g_00756	Syao.g_00475
OG0000624	Prbm.g_00758	Syao.g_00473
OG0000625	Prbm.g_00759	Syao.g_00472
OG0000626	Prbm.g_00760	Syao.g_00471
OG0000627	Prbm.g_00762	Syao.g_00567
OG0000628	Prbm.g_00763	Syao.g_00566
OG0000629	Prbm.g_00764	Syao.g_00590
OG0000630	Prbm.g_00767	Syao.g_00585
OG0000631	Prbm.g_00959	Syao.g_00644
OG0000632	Prbm.g_00960	Syao.g_00643
OG0000633	Prbm.g_00961	Syao.g_00642
OG0000634	Prbm.g_00810	Syao.g_00752
OG0000635	Prbm.g_00811	Syao.g_00753
OG0000636	Prbm.g_00813	Syao.g_00755
OG0000637	Prbm.g_00815	Syao.g_00757
OG0000638	Prbm.g_00816	Syao.g_00758
OG0000639	Prbm.g_00817	Syao.g_00759
OG0000640	Prbm.g_00818	Syao.g_00760
OG0000641	Prbm.g_00822	Syao.g_00764
OG0000642	Prbm.g_00823	Syao.g_00765
OG0000643	Prbm.g_00824	Syao.g_00767
OG0000644	Prbm.g_00825	Syao.g_00768
OG0000645	Prbm.g_00826	Syao.g_00770
OG0000646	Prbm.g_00829	Syao.g_00773
OG0000647	Prbm.g_00831	Syao.g_00775
OG0000648	Prbm.g_00833	Syao.g_00777
OG0000649	Prbm.g_00834	Syao.g_00778
OG0000650	Prbm.g_00835	Syao.g_00779
OG0000651	Prbm.g_00836	Syao.g_00780
OG0000652	Prbm.g_00837	Syao.g_00781
OG0000653	Prbm.g_00839	Syao.g_00783
OG0000654	Prbm.g_00840	Syao.g_00784
OG0000655	Prbm.g_00841	Syao.g_00785
OG0000656	Prbm.g_00844	Syao.g_00789
OG0000657	Prbm.g_00850	Syao.g_00435
OG0000658	Prbm.g_00852	Syao.g_00560
OG0000659	Prbm.g_00853	Syao.g_00559
OG0000660	Prbm.g_00857	Syao.g_00555
OG0000661	Prbm.g_00859	Syao.g_00553
OG0000662	Prbm.g_00861	Syao.g_00535
OG0000663	Prbm.g_00863	Syao.g_00532
OG0000664	Prbm.g_00864	Syao.g_00530
OG0000665	Prbm.g_00868	Syao.g_01436
OG0000666	Prbm.g_00869	Syao.g_02120
OG0000667	Prbm.g_00873	Syao.g_01375
OG0000668	Prbm.g_00911	Syao.g_02678
OG0000669	Prbm.g_00919	Syao.g_00955
OG0000670	Prbm.g_00922	Syao.g_00958
OG0000671	Prbm.g_00924	Syao.g_00960
OG0000672	Prbm.g_00927	Syao.g_00963
OG0000673	Prbm.g_00930	Syao.g_00966
OG0000674	Prbm.g_00932	Syao.g_00968
OG0000675	Prbm.g_00933	Syao.g_00969
OG0000676	Prbm.g_00935	Syao.g_00971
OG0000677	Prbm.g_00936	Syao.g_00972
OG0000678	Prbm.g_00939	Syao.g_00974
OG0000679	Prbm.g_00943	Syao.g_00981
OG0000680	Prbm.g_00944	Syao.g_00982
OG0000681	Prbm.g_00946	Syao.g_00985
OG0000682	Prbm.g_00947	Syao.g_00986
OG0000683	Prbm.g_00948	Syao.g_00987
OG0000684	Prbm.g_00793	Syao.g_00990
OG0000685	Prbm.g_00795	Syao.g_00733
OG0000686	Prbm.g_00796	Syao.g_00734
OG0000687	Prbm.g_00797	Syao.g_00735
OG0000688	Prbm.g_00800	Syao.g_00741
OG0000689	Prbm.g_00801	Syao.g_00743
OG0000690	Prbm.g_00802	Syao.g_00744
OG0000691	Prbm.g_00803	Syao.g_00745
OG0000692	Prbm.g_00805	Syao.g_00747
OG0000693	Prbm.g_00806	Syao.g_00748
OG0000694	Prbm.g_00807	Syao.g_00749
OG0000695	Prbm.g_00963	Syao.g_00639
OG0000696	Prbm.g_00964	Syao.g_00638
OG0000697	Prbm.g_00965	Syao.g_00636
OG0000698	Prbm.g_00968	Syao.g_00633
OG0000699	Prbm.g_00969	Syao.g_00631
OG0000700	Prbm.g_00970	Syao.g_00630
OG0000701	Prbm.g_00971	Syao.g_00629
OG0000702	Prbm.g_00973	Syao.g_00705
OG0000703	Prbm.g_00974	Syao.g_00693
OG0000704	Prbm.g_00975	Syao.g_00689
OG0000705	Prbm.g_00981	Syao.g_00682
OG0000706	Prbm.g_00982	Syao.g_00681
OG0000707	Prbm.g_00983	Syao.g_00680
OG0000708	Prbm.g_00985	Syao.g_00677
OG0000709	Prbm.g_00989	Syao.g_00670
OG0000710	Prbm.g_00992	Syao.g_00666
OG0000711	Prbm.g_01007	Syao.g_00815
OG0000712	Prbm.g_01009	Syao.g_00813
OG0000713	Prbm.g_01010	Syao.g_00812
OG0000714	Prbm.g_01011	Syao.g_00810
OG0000715	Prbm.g_01013	Syao.g_00808
OG0000716	Prbm.g_01014	Syao.g_00804
OG0000717	Prbm.g_01015	Syao.g_00803
OG0000718	Prbm.g_01031	Syao.g_00794
OG0000719	Prbm.g_01032	Syao.g_00444
OG0000720	Prbm.g_01042	Syao.g_00457
OG0000721	Prbm.g_01043	Syao.g_00459
OG0000722	Prbm.g_01044	Syao.g_00460
OG0000723	Prbm.g_01048	Syao.g_00469
OG0000724	Prbm.g_01059	Syao.g_00513
OG0000725	Prbm.g_00887	Syao.g_00385
OG0000726	Prbm.g_00886	Syao.g_00384
OG0000727	Prbm.g_00885	Syao.g_00383
OG0000728	Prbm.g_00883	Syao.g_00381
OG0000729	Prbm.g_02104	Syao.g_02190
OG0000730	Prbm.g_00398	Syao.g_01880
OG0000731	Prbm.g_00406	Syao.g_01868
OG0000732	Prbm.g_02166	Syao.g_02218
OG0000733	Prbm.g_01911	Syao.g_01427
OG0000734	Prbm.g_01565	Syao.g_02592
OG0000735	Prbm.g_01563	Syao.g_00140
OG0000736	Prbm.g_01562	Syao.g_00139
OG0000737	Prbm.g_01561	Syao.g_00138
OG0000738	Prbm.g_01557	Syao.g_00132
OG0000739	Prbm.g_01556	Syao.g_00131
OG0000740	Prbm.g_01555	Syao.g_00130
OG0000741	Prbm.g_01553	Syao.g_00127
OG0000742	Prbm.g_01550	Syao.g_00124
OG0000743	Prbm.g_01548	Syao.g_00217
OG0000744	Prbm.g_01547	Syao.g_00216
OG0000745	Prbm.g_01545	Syao.g_00213
OG0000746	Prbm.g_01543	Syao.g_00210
OG0000747	Prbm.g_01542	Syao.g_00208
OG0000748	Prbm.g_01538	Syao.g_00193
OG0000749	Prbm.g_01537	Syao.g_00192
OG0000750	Prbm.g_01536	Syao.g_00191
OG0000751	Prbm.g_01533	Syao.g_00185
OG0000752	Prbm.g_01531	Syao.g_00183
OG0000753	Prbm.g_01529	Syao.g_00180
OG0000754	Prbm.g_01525	Syao.g_00175
OG0000755	Prbm.g_01520	Syao.g_00021
OG0000756	Prbm.g_01519	Syao.g_00229
OG0000757	Prbm.g_01512	Syao.g_00252
OG0000758	Prbm.g_01511	Syao.g_00251
OG0000759	Prbm.g_01510	Syao.g_00250
OG0000760	Prbm.g_01509	Syao.g_00249
OG0000761	Prbm.g_01508	Syao.g_00248
OG0000762	Prbm.g_01507	Syao.g_00246
OG0000763	Prbm.g_01505	Syao.g_00242
OG0000764	Prbm.g_01504	Syao.g_00241
OG0000765	Prbm.g_01496	Syao.g_00267
OG0000766	Prbm.g_01495	Syao.g_00266
OG0000767	Prbm.g_01494	Syao.g_00264
OG0000768	Prbm.g_01493	Syao.g_00263
OG0000769	Prbm.g_01491	Syao.g_00261
OG0000770	Prbm.g_01490	Syao.g_00257
OG0000771	Prbm.g_01054	Syao.g_00506
OG0000772	Prbm.g_01356	Syao.g_01523
OG0000773	Prbm.g_01602	Syao.g_01447
OG0000774	Prbm.g_01605	Syao.g_01442
OG0000775	Prbm.g_01606	Syao.g_01440
OG0000776	Prbm.g_01607	Syao.g_01439
OG0000777	Prbm.g_01608	Syao.g_01438
OG0000778	Prbm.g_01609	Syao.g_01437
OG0000779	Prbm.g_01613	Syao.g_01469
OG0000780	Prbm.g_01614	Syao.g_01456
OG0000781	Prbm.g_01616	Syao.g_01452
OG0000782	Prbm.g_01617	Syao.g_01451
OG0000783	Prbm.g_01618	Syao.g_01450
OG0000784	Prbm.g_01619	Syao.g_01449
OG0000785	Prbm.g_01621	Syao.g_01481
OG0000786	Prbm.g_01624	Syao.g_01473
OG0000787	Prbm.g_01625	Syao.g_01472
OG0000788	Prbm.g_00777	Syao.g_00870
OG0000789	Prbm.g_01051	Syao.g_00623
OG0000790	Prbm.g_01665	Syao.g_00041, Syao.g_00315
OG0000791	Prbm.g_01667	Syao.g_00043
OG0000792	Prbm.g_01668	Syao.g_00044
OG0000793	Prbm.g_01671	Syao.g_02700
OG0000794	Prbm.g_01672	Syao.g_02703
OG0000795	Prbm.g_01673	Syao.g_02704
OG0000796	Prbm.g_01677	Syao.g_02708
OG0000797	Prbm.g_01678	Syao.g_02709
OG0000799	Prbm.g_01691	Syao.g_01525
OG0000800	Prbm.g_01692	Syao.g_01526
OG0000801	Prbm.g_01693	Syao.g_01527
OG0000802	Prbm.g_01695	Syao.g_01531
OG0000803	Prbm.g_01697	Syao.g_01534
OG0000804	Prbm.g_01698	Syao.g_01537
OG0000805	Prbm.g_01700	Syao.g_01502
OG0000806	Prbm.g_01702	Syao.g_01504
OG0000807	Prbm.g_01703	Syao.g_01506
OG0000808	Prbm.g_01704	Syao.g_01507
OG0000809	Prbm.g_01708	Syao.g_01511
OG0000810	Prbm.g_01709	Syao.g_01482
OG0000811	Prbm.g_01713	Syao.g_01490
OG0000812	Prbm.g_01715	Syao.g_01492
OG0000813	Prbm.g_01716	Syao.g_01493
OG0000814	Prbm.g_01718	Syao.g_01495
OG0000815	Prbm.g_01719	Syao.g_01499
OG0000816	Prbm.g_01721	Syao.g_01471
OG0000817	Prbm.g_01722	Syao.g_01519
OG0000818	Prbm.g_01726	Syao.g_00062
OG0000819	Prbm.g_01727	Syao.g_00063
OG0000820	Prbm.g_01728	Syao.g_00064
OG0000821	Prbm.g_01731	Syao.g_00070
OG0000822	Prbm.g_01732	Syao.g_00072
OG0000823	Prbm.g_01733	Syao.g_00073
OG0000824	Prbm.g_01736	Syao.g_00079
OG0000825	Prbm.g_01737	Syao.g_00080
OG0000826	Prbm.g_01738	Syao.g_00081
OG0000827	Prbm.g_01739	Syao.g_00082
OG0000828	Prbm.g_01742	Syao.g_00085
OG0000829	Prbm.g_01743	Syao.g_00086
OG0000830	Prbm.g_01744	Syao.g_00087
OG0000831	Prbm.g_01746	Syao.g_00089
OG0000832	Prbm.g_01756	Syao.g_01696
OG0000833	Prbm.g_01764	Syao.g_01612
OG0000834	Prbm.g_01765	Syao.g_01610
OG0000835	Prbm.g_01766	Syao.g_01609
OG0000836	Prbm.g_01768	Syao.g_01606
OG0000837	Prbm.g_01769	Syao.g_01605
OG0000838	Prbm.g_01771	Syao.g_01601
OG0000839	Prbm.g_01772	Syao.g_01600
OG0000840	Prbm.g_01773	Syao.g_01599
OG0000841	Prbm.g_01774	Syao.g_01598
OG0000842	Prbm.g_01775	Syao.g_01597
OG0000843	Prbm.g_01776	Syao.g_01596
OG0000844	Prbm.g_01777	Syao.g_01594
OG0000845	Prbm.g_01778	Syao.g_01593
OG0000846	Prbm.g_01779	Syao.g_01592
OG0000847	Prbm.g_01780	Syao.g_01591
OG0000848	Prbm.g_01781	Syao.g_01589
OG0000849	Prbm.g_01782	Syao.g_01588
OG0000850	Prbm.g_01784	Syao.g_01585
OG0000851	Prbm.g_01785	Syao.g_01582
OG0000852	Prbm.g_01786	Syao.g_01581
OG0000853	Prbm.g_01791	Syao.g_01577
OG0000854	Prbm.g_01793	Syao.g_01575
OG0000855	Prbm.g_01794	Syao.g_01574
OG0000856	Prbm.g_01685	Syao.g_01327
OG0000857	Prbm.g_00830	Syao.g_00774
OG0000858	Prbm.g_01835	Syao.g_01567
OG0000859	Prbm.g_01836	Syao.g_01566
OG0000860	Prbm.g_01843	Syao.g_01552
OG0000861	Prbm.g_01844	Syao.g_01551
OG0000862	Prbm.g_01845	Syao.g_01542
OG0000863	Prbm.g_01846	Syao.g_01540
OG0000864	Prbm.g_01847	Syao.g_01017
OG0000866	Prbm.g_01849	Syao.g_01686
OG0000867	Prbm.g_01850	Syao.g_01685
OG0000868	Prbm.g_01851	Syao.g_01682
OG0000869	Prbm.g_01854	Syao.g_01677
OG0000870	Prbm.g_01859	Syao.g_01672
OG0000871	Prbm.g_01860	Syao.g_01671
OG0000872	Prbm.g_01861	Syao.g_01665
OG0000873	Prbm.g_01864	Syao.g_01662
OG0000874	Prbm.g_01867	Syao.g_01660
OG0000875	Prbm.g_01869	Syao.g_01658
OG0000876	Prbm.g_01870	Syao.g_00536
OG0000877	Prbm.g_01872	Syao.g_01654
OG0000878	Prbm.g_01873	Syao.g_01653
OG0000879	Prbm.g_01874	Syao.g_01652
OG0000880	Prbm.g_01875	Syao.g_01651
OG0000881	Prbm.g_01878	Syao.g_01647
OG0000882	Prbm.g_01883	Syao.g_01642
OG0000883	Prbm.g_01885	Syao.g_01638
OG0000884	Prbm.g_01887	Syao.g_01636
OG0000885	Prbm.g_01888	Syao.g_01635
OG0000886	Prbm.g_01889	Syao.g_01634
OG0000887	Prbm.g_01890	Syao.g_01633
OG0000888	Prbm.g_01892	Syao.g_01631
OG0000889	Prbm.g_01894	Syao.g_01629
OG0000890	Prbm.g_01895	Syao.g_01626
OG0000891	Prbm.g_01896	Syao.g_01625
OG0000892	Prbm.g_01898	Syao.g_01695
OG0000893	Prbm.g_01948	Syao.g_01934
OG0000894	Prbm.g_01951	Syao.g_01937
OG0000895	Prbm.g_01954	Syao.g_01916
OG0000896	Prbm.g_01955	Syao.g_01917
OG0000897	Prbm.g_01957	Syao.g_01919
OG0000898	Prbm.g_01958	Syao.g_01920
OG0000899	Prbm.g_01959	Syao.g_01921
OG0000900	Prbm.g_01960	Syao.g_01922
OG0000901	Prbm.g_01963	Syao.g_01927
OG0000902	Prbm.g_01965	Syao.g_01929
OG0000903	Prbm.g_01975	Syao.g_01798
OG0000904	Prbm.g_01970	Syao.g_01804
OG0000905	Prbm.g_01967	Syao.g_01862
OG0000906	Prbm.g_01966	Syao.g_01931
OG0000907	Prbm.g_01990	Syao.g_01796
OG0000908	Prbm.g_01993	Syao.g_01793
OG0000909	Prbm.g_01994	Syao.g_01792
OG0000910	Prbm.g_01995	Syao.g_01791
OG0000911	Prbm.g_01997	Syao.g_01789
OG0000912	Prbm.g_01998	Syao.g_01788
OG0000913	Prbm.g_01999	Syao.g_01787
OG0000914	Prbm.g_02000	Syao.g_01786
OG0000915	Prbm.g_02001	Syao.g_01784
OG0000916	Prbm.g_02002	Syao.g_01783
OG0000917	Prbm.g_02003	Syao.g_01782
OG0000918	Prbm.g_02004	Syao.g_01781
OG0000919	Prbm.g_02005	Syao.g_01780
OG0000920	Prbm.g_02006	Syao.g_01779
OG0000921	Prbm.g_02007	Syao.g_01778
OG0000922	Prbm.g_02008	Syao.g_01777
OG0000923	Prbm.g_02012	Syao.g_01772
OG0000924	Prbm.g_02013	Syao.g_01771
OG0000925	Prbm.g_02014	Syao.g_01770
OG0000926	Prbm.g_02015	Syao.g_01769
OG0000927	Prbm.g_02017	Syao.g_01767
OG0000928	Prbm.g_02018	Syao.g_01766
OG0000929	Prbm.g_02019	Syao.g_01765
OG0000930	Prbm.g_02020	Syao.g_01764
OG0000931	Prbm.g_02021	Syao.g_01763
OG0000932	Prbm.g_02022	Syao.g_01762
OG0000933	Prbm.g_02026	Syao.g_01811
OG0000934	Prbm.g_02028	Syao.g_01809
OG0000935	Prbm.g_02029	Syao.g_01808
OG0000936	Prbm.g_02030	Syao.g_01843
OG0000937	Prbm.g_02031	Syao.g_01842
OG0000938	Prbm.g_02034	Syao.g_01839
OG0000939	Prbm.g_02035	Syao.g_01838
OG0000940	Prbm.g_02042	Syao.g_01830
OG0000941	Prbm.g_02044	Syao.g_01828
OG0000942	Prbm.g_02046	Syao.g_01826
OG0000943	Prbm.g_02048	Syao.g_01824
OG0000944	Prbm.g_02050	Syao.g_01822
OG0000945	Prbm.g_02051	Syao.g_01821
OG0000946	Prbm.g_02057	Syao.g_01852
OG0000947	Prbm.g_02059	Syao.g_01849
OG0000948	Prbm.g_02060	Syao.g_01848
OG0000949	Prbm.g_02063	Syao.g_01970
OG0000950	Prbm.g_02068	Syao.g_01957
OG0000951	Prbm.g_02072	Syao.g_02262
OG0000952	Prbm.g_02076	Syao.g_02266
OG0000953	Prbm.g_02080	Syao.g_02130
OG0000954	Prbm.g_02084	Syao.g_02135
OG0000955	Prbm.g_02085	Syao.g_02136
OG0000956	Prbm.g_02087	Syao.g_02138
OG0000957	Prbm.g_02092	Syao.g_01951
OG0000958	Prbm.g_02093	Syao.g_01950
OG0000959	Prbm.g_02097	Syao.g_01947
OG0000960	Prbm.g_02098	Syao.g_01946
OG0000961	Prbm.g_02101	Syao.g_02496
OG0000962	Prbm.g_02103	Syao.g_02191
OG0000963	Prbm.g_02107	Syao.g_02186
OG0000964	Prbm.g_02108	Syao.g_02185
OG0000965	Prbm.g_02109	Syao.g_02184
OG0000966	Prbm.g_02144	Syao.g_02172
OG0000967	Prbm.g_02148	Syao.g_02167
OG0000968	Prbm.g_02150	Syao.g_02199
OG0000969	Prbm.g_02151	Syao.g_02200
OG0000970	Prbm.g_02152	Syao.g_02201
OG0000971	Prbm.g_02153	Syao.g_02203
OG0000972	Prbm.g_02154	Syao.g_02204
OG0000973	Prbm.g_02155	Syao.g_02205
OG0000974	Prbm.g_02156	Syao.g_02206
OG0000975	Prbm.g_02157	Syao.g_02207
OG0000976	Prbm.g_02158	Syao.g_02208
OG0000977	Prbm.g_02159	Syao.g_02210
OG0000978	Prbm.g_02160	Syao.g_02211
OG0000979	Prbm.g_02163	Syao.g_02214
OG0000980	Prbm.g_02165	Syao.g_02217
OG0000981	Prbm.g_02168	Syao.g_02220
OG0000982	Prbm.g_02170	Syao.g_02437
OG0000983	Prbm.g_02171	Syao.g_02438
OG0000984	Prbm.g_02172	Syao.g_02439
OG0000985	Prbm.g_02175	Syao.g_02443
OG0000986	Prbm.g_02177	Syao.g_02445
OG0000987	Prbm.g_02178	Syao.g_02447
OG0000988	Prbm.g_02181	Syao.g_02452
OG0000989	Prbm.g_02185	Syao.g_02368
OG0000990	Prbm.g_02190	Syao.g_02362
OG0000991	Prbm.g_02191	Syao.g_02354
OG0000992	Prbm.g_02194	Syao.g_02279
OG0000993	Prbm.g_02195	Syao.g_02280
OG0000994	Prbm.g_02196	Syao.g_02283
OG0000995	Prbm.g_02200	Syao.g_02287
OG0000996	Prbm.g_02201	Syao.g_02305
OG0000997	Prbm.g_02208	Syao.g_02326
OG0000998	Prbm.g_02210	Syao.g_02328
OG0000999	Prbm.g_02211	Syao.g_02329
OG0001000	Prbm.g_02214	Syao.g_02333
OG0001001	Prbm.g_02217	Syao.g_02338
OG0001002	Prbm.g_02222	Syao.g_02345
OG0001003	Prbm.g_02225	Syao.g_02347
OG0001004	Prbm.g_02226	Syao.g_02348
OG0001005	Prbm.g_02227	Syao.g_02194
OG0001006	Prbm.g_02231	Syao.g_02159
OG0001007	Prbm.g_02233	Syao.g_02161
OG0001008	Prbm.g_00447	Syao.g_01737
OG0001009	Prbm.g_00027	Syao.g_02239
OG0001010	Prbm.g_00028	Syao.g_02238
OG0001011	Prbm.g_00029	Syao.g_02236
OG0001012	Prbm.g_00052	Syao.g_00322
OG0001013	Prbm.g_00057	Syao.g_02413
OG0001014	Prbm.g_00060	Syao.g_02407
OG0001015	Prbm.g_00061	Syao.g_02406
OG0001016	Prbm.g_00130	Syao.g_02622
OG0001017	Prbm.g_00134	Syao.g_02628
OG0001018	Prbm.g_00137	Syao.g_02630
OG0001019	Prbm.g_00146	Syao.g_02654
OG0001020	Prbm.g_00147	Syao.g_02663
OG0001021	Prbm.g_00148	Syao.g_02666
OG0001022	Prbm.g_00151	Syao.g_02670
OG0001023	Prbm.g_00152	Syao.g_02671
OG0001024	Prbm.g_00155	Syao.g_01018
OG0001025	Prbm.g_00162	Syao.g_02597
OG0001026	Prbm.g_00170	Syao.g_02594
OG0001027	Prbm.g_00171	Syao.g_02564
OG0001028	Prbm.g_00173	Syao.g_02568
OG0001029	Prbm.g_00175	Syao.g_02570
OG0001030	Prbm.g_00191	Syao.g_02545
OG0001031	Prbm.g_00246	Syao.g_02528
OG0001032	Prbm.g_00247	Syao.g_02530
OG0001033	Prbm.g_00267	Syao.g_01016
OG0001034	Prbm.g_00296	Syao.g_01704
OG0001035	Prbm.g_00313	Syao.g_02101
OG0001036	Prbm.g_00318	Syao.g_02096
OG0001037	Prbm.g_00319	Syao.g_02094
OG0001038	Prbm.g_00335	Syao.g_02065
OG0001039	Prbm.g_00337	Syao.g_02062
OG0001040	Prbm.g_00340	Syao.g_02059
OG0001041	Prbm.g_00344	Syao.g_02055
OG0001042	Prbm.g_00360	Syao.g_02032
OG0001043	Prbm.g_00361	Syao.g_02028
OG0001044	Prbm.g_00399	Syao.g_01878
OG0001045	Prbm.g_00408	Syao.g_01865
OG0001046	Prbm.g_01121	Syao.g_00827
OG0001047	Prbm.g_00449	Syao.g_01739
OG0001048	Prbm.g_00450	Syao.g_01740
OG0001049	Prbm.g_00452	Syao.g_01616
OG0001050	Prbm.g_00453	Syao.g_01618
OG0001051	Prbm.g_00454	Syao.g_01619
OG0001052	Prbm.g_00497	Syao.g_02686
OG0001053	Prbm.g_00509	Syao.g_00025
OG0001054	Prbm.g_00523	Syao.g_00104
OG0001055	Prbm.g_00551	Syao.g_00156
OG0001056	Prbm.g_00569	Syao.g_01417
OG0001057	Prbm.g_00574	Syao.g_00879
OG0001058	Prbm.g_00582	Syao.g_00862
OG0001059	Prbm.g_00586	Syao.g_00858
OG0001060	Prbm.g_00593	Syao.g_00852
OG0001062	Prbm.g_00608	Syao.g_01050
OG0001063	Prbm.g_00609	Syao.g_01042
OG0001064	Prbm.g_00610	Syao.g_01041
OG0001065	Prbm.g_00611	Syao.g_01040
OG0001066	Prbm.g_00612	Syao.g_01039
OG0001067	Prbm.g_00613	Syao.g_01038
OG0001068	Prbm.g_00614	Syao.g_01037
OG0001069	Prbm.g_00615	Syao.g_01036
OG0001070	Prbm.g_00617	Syao.g_01032
OG0001071	Prbm.g_00618	Syao.g_01031
OG0001072	Prbm.g_00619	Syao.g_01027
OG0001073	Prbm.g_00634	Syao.g_00991
OG0001074	Prbm.g_00646	Syao.g_00392
OG0001075	Prbm.g_00647	Syao.g_00391
OG0001076	Prbm.g_00654	Syao.g_01339
OG0001077	Prbm.g_00659	Syao.g_01323
OG0001078	Prbm.g_00667	Syao.g_00895
OG0001079	Prbm.g_00678	Syao.g_00911
OG0001081	Prbm.g_00686	Syao.g_00925
OG0001082	Prbm.g_00687	Syao.g_00926
OG0001083	Prbm.g_00692	Syao.g_00934
OG0001084	Prbm.g_00693	Syao.g_00935
OG0001085	Prbm.g_00703	Syao.g_00947
OG0001086	Prbm.g_00704	Syao.g_00949
OG0001087	Prbm.g_00725	Syao.g_01419
OG0001088	Prbm.g_00726	Syao.g_00211
OG0001089	Prbm.g_00734	Syao.g_00376
OG0001090	Prbm.g_00743	Syao.g_00494
OG0001091	Prbm.g_00745	Syao.g_00491
OG0001092	Prbm.g_00746	Syao.g_00489
OG0001093	Prbm.g_00751	Syao.g_00482
OG0001094	Prbm.g_00808	Syao.g_00750
OG0001095	Prbm.g_00827	Syao.g_00771
OG0001096	Prbm.g_00842	Syao.g_00786
OG0001097	Prbm.g_00860	Syao.g_00552
OG0001098	Prbm.g_00877	Syao.g_00731
OG0001099	Prbm.g_00914	Syao.g_02569
OG0001100	Prbm.g_00921	Syao.g_00957
OG0001101	Prbm.g_00923	Syao.g_00959
OG0001102	Prbm.g_00926	Syao.g_00962
OG0001103	Prbm.g_00928	Syao.g_00964
OG0001105	Prbm.g_00798	Syao.g_00736
OG0001106	Prbm.g_00976	Syao.g_00688
OG0001107	Prbm.g_00986	Syao.g_00676
OG0001108	Prbm.g_00990	Syao.g_00669
OG0001109	Prbm.g_00991	Syao.g_00667
OG0001110	Prbm.g_00993	Syao.g_00665
OG0001111	Prbm.g_00994	Syao.g_00663
OG0001112	Prbm.g_00995	Syao.g_00661
OG0001113	Prbm.g_00996	Syao.g_00660
OG0001114	Prbm.g_00997	Syao.g_00659
OG0001115	Prbm.g_00999	Syao.g_00832
OG0001116	Prbm.g_01000	Syao.g_00830
OG0001117	Prbm.g_01001	Syao.g_00829
OG0001118	Prbm.g_01002	Syao.g_00828
OG0001119	Prbm.g_01003	Syao.g_00826
OG0001120	Prbm.g_01004	Syao.g_00822
OG0001121	Prbm.g_01648	Syao.g_01294
OG0001122	Prbm.g_01033	Syao.g_00445
OG0001123	Prbm.g_01037	Syao.g_00451
OG0001124	Prbm.g_01039	Syao.g_00453
OG0001125	Prbm.g_01041	Syao.g_00456
OG0001126	Prbm.g_01052	Syao.g_00504
OG0001127	Prbm.g_01053	Syao.g_00505
OG0001128	Prbm.g_01056	Syao.g_00508
OG0001129	Prbm.g_01057	Syao.g_00510
OG0001130	Prbm.g_01058	Syao.g_00511
OG0001131	Prbm.g_00894	Syao.g_01387
OG0001132	Prbm.g_01103	Syao.g_01221
OG0001133	Prbm.g_01079	Syao.g_01333
OG0001134	Prbm.g_01910	Syao.g_01428
OG0001135	Prbm.g_01913	Syao.g_01424
