Orthogroup	Prbm	Syag
OG0000570	Prbm.g_00603	Syag.g_00297
OG0000571	Prbm.g_00605	Syag.g_00301
OG0000572	Prbm.g_00616	Syag.g_00251, Syag.g_00320
OG0000573	Prbm.g_00621	Syag.g_00329
OG0000574	Prbm.g_00624	Syag.g_00330
OG0000575	Prbm.g_00627	Syag.g_00335
OG0000576	Prbm.g_00629	Syag.g_00337
OG0000577	Prbm.g_00630	Syag.g_00338
OG0000578	Prbm.g_00631	Syag.g_00339
OG0000579	Prbm.g_00632	Syag.g_00340
OG0000580	Prbm.g_00633	Syag.g_00341
OG0000581	Prbm.g_00636	Syag.g_00348
OG0000582	Prbm.g_00639	Syag.g_00353
OG0000583	Prbm.g_00640	Syag.g_00354
OG0000584	Prbm.g_00641	Syag.g_00355
OG0000585	Prbm.g_00643	Syag.g_00357
OG0000586	Prbm.g_00644	Syag.g_00358
OG0000587	Prbm.g_00645	Syag.g_00360
OG0000588	Prbm.g_00649	Syag.g_00371
OG0000589	Prbm.g_00652	Syag.g_00375
OG0000590	Prbm.g_00653	Syag.g_00376
OG0000591	Prbm.g_00656	Syag.g_00383
OG0000592	Prbm.g_00657	Syag.g_00384
OG0000593	Prbm.g_00663	Syag.g_00406
OG0000594	Prbm.g_00664	Syag.g_00407
OG0000595	Prbm.g_00665	Syag.g_00408
OG0000596	Prbm.g_00669	Syag.g_00413
OG0000597	Prbm.g_00671	Syag.g_00416
OG0000598	Prbm.g_00672	Syag.g_00417
OG0000599	Prbm.g_00675	Syag.g_00424
OG0000600	Prbm.g_00676	Syag.g_00425
OG0000601	Prbm.g_00677	Syag.g_00426
OG0000602	Prbm.g_00679	Syag.g_00431
OG0000603	Prbm.g_00680	Syag.g_00432
OG0000604	Prbm.g_00681	Syag.g_00434
OG0000605	Prbm.g_00682	Syag.g_00522
OG0000606	Prbm.g_00685	Syag.g_00550
OG0000607	Prbm.g_00688	Syag.g_00553
OG0000608	Prbm.g_00689	Syag.g_00554
OG0000609	Prbm.g_00690	Syag.g_00556
OG0000610	Prbm.g_00696	Syag.g_00580
OG0000611	Prbm.g_00699	Syag.g_00583
OG0000612	Prbm.g_00700	Syag.g_00584
OG0000613	Prbm.g_00706	Syag.g_02533
OG0000614	Prbm.g_00730	Syag.g_01004
OG0000615	Prbm.g_00737	Syag.g_00630
OG0000616	Prbm.g_02220	Syag.g_02255
OG0000617	Prbm.g_00748	Syag.g_00915
OG0000618	Prbm.g_00749	Syag.g_00914
OG0000619	Prbm.g_00750	Syag.g_00913
OG0000620	Prbm.g_00753	Syag.g_00906
OG0000621	Prbm.g_00754	Syag.g_00905
OG0000622	Prbm.g_00755	Syag.g_00904
OG0000623	Prbm.g_00756	Syag.g_00903
OG0000624	Prbm.g_00758	Syag.g_00901
OG0000625	Prbm.g_00759	Syag.g_00900
OG0000626	Prbm.g_00760	Syag.g_00899
OG0000627	Prbm.g_00762	Syag.g_00756
OG0000628	Prbm.g_00763	Syag.g_00757
OG0000629	Prbm.g_00764	Syag.g_00761
OG0000630	Prbm.g_00767	Syag.g_00765
OG0000631	Prbm.g_00959	Syag.g_00772
OG0000632	Prbm.g_00960	Syag.g_00773
OG0000633	Prbm.g_00961	Syag.g_00774
OG0000634	Prbm.g_00810	Syag.g_00663
OG0000635	Prbm.g_00811	Syag.g_00664
OG0000636	Prbm.g_00813	Syag.g_00666
OG0000637	Prbm.g_00815	Syag.g_00668
OG0000638	Prbm.g_00816	Syag.g_00669
OG0000639	Prbm.g_00817	Syag.g_00670
OG0000640	Prbm.g_00818	Syag.g_00671
OG0000641	Prbm.g_00822	Syag.g_00675
OG0000642	Prbm.g_00823	Syag.g_00676
OG0000643	Prbm.g_00824	Syag.g_00677
OG0000644	Prbm.g_00825	Syag.g_00678
OG0000645	Prbm.g_00826	Syag.g_00680
OG0000646	Prbm.g_00829	Syag.g_00683
OG0000647	Prbm.g_00831	Syag.g_00685
OG0000648	Prbm.g_00833	Syag.g_00694
OG0000649	Prbm.g_00834	Syag.g_00695
OG0000650	Prbm.g_00835	Syag.g_00696
OG0000651	Prbm.g_00836	Syag.g_00697
OG0000652	Prbm.g_00837	Syag.g_00698
OG0000653	Prbm.g_00839	Syag.g_00700
OG0000654	Prbm.g_00840	Syag.g_00701
OG0000655	Prbm.g_00841	Syag.g_00702
OG0000656	Prbm.g_00844	Syag.g_00705
OG0000657	Prbm.g_00850	Syag.g_00719
OG0000658	Prbm.g_00852	Syag.g_00721
OG0000659	Prbm.g_00853	Syag.g_00722
OG0000660	Prbm.g_00857	Syag.g_00726
OG0000661	Prbm.g_00859	Syag.g_00728
OG0000662	Prbm.g_00861	Syag.g_00730
OG0000663	Prbm.g_00863	Syag.g_00733
OG0000664	Prbm.g_00864	Syag.g_00734
OG0000665	Prbm.g_00868	Syag.g_00456
OG0000666	Prbm.g_00869	Syag.g_00445
OG0000667	Prbm.g_00873	Syag.g_00574
OG0000668	Prbm.g_00911	Syag.g_00868
OG0000669	Prbm.g_00919	Syag.g_00600
OG0000670	Prbm.g_00922	Syag.g_00399
OG0000671	Prbm.g_00924	Syag.g_00604
OG0000672	Prbm.g_00927	Syag.g_00607
OG0000673	Prbm.g_00930	Syag.g_00610
OG0000674	Prbm.g_00932	Syag.g_00612
OG0000675	Prbm.g_00933	Syag.g_00613
OG0000676	Prbm.g_00935	Syag.g_00615
OG0000677	Prbm.g_00936	Syag.g_00616
OG0000678	Prbm.g_00939	Syag.g_00622
OG0000679	Prbm.g_00943	Syag.g_00633
OG0000680	Prbm.g_00944	Syag.g_00634
OG0000681	Prbm.g_00946	Syag.g_00637
OG0000682	Prbm.g_00947	Syag.g_00638
OG0000683	Prbm.g_00948	Syag.g_00639
OG0000684	Prbm.g_00793	Syag.g_00641
OG0000685	Prbm.g_00795	Syag.g_00643
OG0000686	Prbm.g_00796	Syag.g_00644
OG0000687	Prbm.g_00797	Syag.g_00645
OG0000688	Prbm.g_00800	Syag.g_00651
OG0000689	Prbm.g_00801	Syag.g_00653
OG0000690	Prbm.g_00802	Syag.g_00654
OG0000691	Prbm.g_00803	Syag.g_00655
OG0000692	Prbm.g_00805	Syag.g_00656
OG0000693	Prbm.g_00806	Syag.g_00658
OG0000694	Prbm.g_00807	Syag.g_00659
OG0000695	Prbm.g_00963	Syag.g_00776
OG0000696	Prbm.g_00964	Syag.g_00777
OG0000697	Prbm.g_00965	Syag.g_00778
OG0000698	Prbm.g_00968	Syag.g_00781
OG0000699	Prbm.g_00969	Syag.g_00782
OG0000700	Prbm.g_00970	Syag.g_00783
OG0000701	Prbm.g_00971	Syag.g_00784
OG0000702	Prbm.g_00973	Syag.g_00792
OG0000703	Prbm.g_00974	Syag.g_00793
OG0000704	Prbm.g_00975	Syag.g_00795
OG0000705	Prbm.g_00981	Syag.g_00802
OG0000706	Prbm.g_00982	Syag.g_00803
OG0000707	Prbm.g_00983	Syag.g_00804
OG0000708	Prbm.g_00985	Syag.g_00807
OG0000709	Prbm.g_00989	Syag.g_00816
OG0000710	Prbm.g_00992	Syag.g_00820
OG0000711	Prbm.g_01007	Syag.g_00848
OG0000712	Prbm.g_01009	Syag.g_00850
OG0000713	Prbm.g_01010	Syag.g_00851
OG0000714	Prbm.g_01011	Syag.g_00853
OG0000715	Prbm.g_01013	Syag.g_00855
OG0000716	Prbm.g_01014	Syag.g_00859
OG0000717	Prbm.g_01015	Syag.g_00860
OG0000718	Prbm.g_01031	Syag.g_00864
OG0000719	Prbm.g_01032	Syag.g_00866
OG0000720	Prbm.g_01042	Syag.g_00880
OG0000721	Prbm.g_01043	Syag.g_00882
OG0000722	Prbm.g_01044	Syag.g_00883
OG0000723	Prbm.g_01048	Syag.g_00897
OG0000724	Prbm.g_01059	Syag.g_00967
OG0000725	Prbm.g_00887	Syag.g_00978
OG0000726	Prbm.g_00886	Syag.g_00979
OG0000727	Prbm.g_00885	Syag.g_00980
OG0000728	Prbm.g_00883	Syag.g_00982
OG0000729	Prbm.g_02104	Syag.g_02376
OG0000730	Prbm.g_00398	Syag.g_02840
OG0000731	Prbm.g_00406	Syag.g_02853
OG0000732	Prbm.g_02166	Syag.g_02331
OG0000733	Prbm.g_01911	Syag.g_00145
OG0000734	Prbm.g_01565	Syag.g_01892
OG0000735	Prbm.g_01563	Syag.g_01159
OG0000736	Prbm.g_01562	Syag.g_01158
OG0000737	Prbm.g_01561	Syag.g_01157
OG0000738	Prbm.g_01557	Syag.g_01152
OG0000739	Prbm.g_01556	Syag.g_01149
OG0000740	Prbm.g_01555	Syag.g_01148
OG0000741	Prbm.g_01553	Syag.g_01145
OG0000742	Prbm.g_01550	Syag.g_01142
OG0000743	Prbm.g_01548	Syag.g_01140
OG0000744	Prbm.g_01547	Syag.g_01139
OG0000745	Prbm.g_01545	Syag.g_01137
OG0000746	Prbm.g_01543	Syag.g_01135
OG0000747	Prbm.g_01542	Syag.g_01134
OG0000748	Prbm.g_01538	Syag.g_01122
OG0000749	Prbm.g_01537	Syag.g_01121
OG0000750	Prbm.g_01536	Syag.g_01120
OG0000751	Prbm.g_01533	Syag.g_01114
OG0000752	Prbm.g_01531	Syag.g_01112
OG0000753	Prbm.g_01529	Syag.g_01109
OG0000754	Prbm.g_01525	Syag.g_01103
OG0000755	Prbm.g_01520	Syag.g_01092
OG0000756	Prbm.g_01519	Syag.g_01091
OG0000757	Prbm.g_01512	Syag.g_01084
OG0000758	Prbm.g_01511	Syag.g_01083
OG0000759	Prbm.g_01510	Syag.g_01082
OG0000760	Prbm.g_01509	Syag.g_01081
OG0000761	Prbm.g_01508	Syag.g_01080
OG0000762	Prbm.g_01507	Syag.g_01078
OG0000763	Prbm.g_01505	Syag.g_01076
OG0000764	Prbm.g_01504	Syag.g_01075
OG0000765	Prbm.g_01496	Syag.g_01056
OG0000766	Prbm.g_01495	Syag.g_01055
OG0000767	Prbm.g_01494	Syag.g_01053
OG0000768	Prbm.g_01493	Syag.g_01052
OG0000769	Prbm.g_01491	Syag.g_01047
OG0000770	Prbm.g_01490	Syag.g_01043
OG0000771	Prbm.g_01054	Syag.g_00959
OG0000772	Prbm.g_01356	Syag.g_02043
OG0000773	Prbm.g_01602	Syag.g_01168
OG0000774	Prbm.g_01605	Syag.g_01182
OG0000775	Prbm.g_01606	Syag.g_01185
OG0000776	Prbm.g_01607	Syag.g_01186
OG0000777	Prbm.g_01608	Syag.g_01187
OG0000778	Prbm.g_01609	Syag.g_01188
OG0000779	Prbm.g_01613	Syag.g_01194
OG0000780	Prbm.g_01614	Syag.g_01217
OG0000781	Prbm.g_01616	Syag.g_01221
OG0000782	Prbm.g_01617	Syag.g_01222
OG0000783	Prbm.g_01618	Syag.g_01223
OG0000784	Prbm.g_01619	Syag.g_01224
OG0000785	Prbm.g_01621	Syag.g_01226
OG0000786	Prbm.g_01624	Syag.g_01235
OG0000787	Prbm.g_01625	Syag.g_01236
OG0000788	Prbm.g_00777	Syag.g_00427
OG0000789	Prbm.g_01051	Syag.g_00453
OG0000790	Prbm.g_01665	Syag.g_01542
OG0000791	Prbm.g_01667	Syag.g_01544
OG0000792	Prbm.g_01668	Syag.g_01545
OG0000793	Prbm.g_01671	Syag.g_01550
OG0000794	Prbm.g_01672	Syag.g_01551
OG0000795	Prbm.g_01673	Syag.g_01552
OG0000796	Prbm.g_01677	Syag.g_01556
OG0000797	Prbm.g_01678	Syag.g_01557
OG0000799	Prbm.g_01691	Syag.g_01278
OG0000800	Prbm.g_01692	Syag.g_01280
OG0000801	Prbm.g_01693	Syag.g_01285
OG0000802	Prbm.g_01695	Syag.g_01293
OG0000803	Prbm.g_01697	Syag.g_01321
OG0000804	Prbm.g_01698	Syag.g_01438
OG0000805	Prbm.g_01700	Syag.g_01433
OG0000806	Prbm.g_01702	Syag.g_01429
OG0000807	Prbm.g_01703	Syag.g_01428
OG0000808	Prbm.g_01704	Syag.g_01427
OG0000809	Prbm.g_01708	Syag.g_01423
OG0000810	Prbm.g_01709	Syag.g_01422
OG0000811	Prbm.g_01713	Syag.g_01413
OG0000812	Prbm.g_01715	Syag.g_01411
OG0000813	Prbm.g_01716	Syag.g_01410
OG0000814	Prbm.g_01718	Syag.g_01408
OG0000815	Prbm.g_01719	Syag.g_01407
OG0000816	Prbm.g_01721	Syag.g_01405
OG0000817	Prbm.g_01722	Syag.g_01404
OG0000818	Prbm.g_01726	Syag.g_01400
OG0000819	Prbm.g_01727	Syag.g_01399
OG0000820	Prbm.g_01728	Syag.g_01398
OG0000821	Prbm.g_01731	Syag.g_01388
OG0000822	Prbm.g_01732	Syag.g_01386
OG0000823	Prbm.g_01733	Syag.g_01385
OG0000824	Prbm.g_01736	Syag.g_01379
OG0000825	Prbm.g_01737	Syag.g_01378
OG0000826	Prbm.g_01738	Syag.g_01377
OG0000827	Prbm.g_01739	Syag.g_01376
OG0000828	Prbm.g_01742	Syag.g_01373
OG0000829	Prbm.g_01743	Syag.g_01372
OG0000830	Prbm.g_01744	Syag.g_01371
OG0000831	Prbm.g_01746	Syag.g_01367
OG0000832	Prbm.g_01756	Syag.g_01614
OG0000833	Prbm.g_01764	Syag.g_01628
OG0000834	Prbm.g_01765	Syag.g_01632
OG0000835	Prbm.g_01766	Syag.g_01633
OG0000836	Prbm.g_01768	Syag.g_01637
OG0000837	Prbm.g_01769	Syag.g_01638
OG0000838	Prbm.g_01771	Syag.g_01642
OG0000839	Prbm.g_01772	Syag.g_01643
OG0000840	Prbm.g_01773	Syag.g_01644
OG0000841	Prbm.g_01774	Syag.g_01645
OG0000842	Prbm.g_01775	Syag.g_01646
OG0000843	Prbm.g_01776	Syag.g_01647
OG0000844	Prbm.g_01777	Syag.g_01649
OG0000845	Prbm.g_01778	Syag.g_01650
OG0000846	Prbm.g_01779	Syag.g_01651
OG0000847	Prbm.g_01780	Syag.g_01652
OG0000848	Prbm.g_01781	Syag.g_01654
OG0000849	Prbm.g_01782	Syag.g_01655
OG0000850	Prbm.g_01784	Syag.g_01657
OG0000851	Prbm.g_01785	Syag.g_01663
OG0000852	Prbm.g_01786	Syag.g_01664
OG0000853	Prbm.g_01791	Syag.g_01668
OG0000854	Prbm.g_01793	Syag.g_01670
OG0000855	Prbm.g_01794	Syag.g_01671
OG0000856	Prbm.g_01685	Syag.g_00386
OG0000857	Prbm.g_00830	Syag.g_00684
OG0000858	Prbm.g_01835	Syag.g_01677
OG0000859	Prbm.g_01836	Syag.g_01678
OG0000860	Prbm.g_01843	Syag.g_01689
OG0000861	Prbm.g_01844	Syag.g_01690
OG0000862	Prbm.g_01845	Syag.g_01693
OG0000863	Prbm.g_01846	Syag.g_01695
OG0000864	Prbm.g_01847	Syag.g_01696
OG0000865	Prbm.g_01848	Syag.g_01697
OG0000866	Prbm.g_01849	Syag.g_01698
OG0000867	Prbm.g_01850	Syag.g_01699
OG0000868	Prbm.g_01851	Syag.g_01707
OG0000869	Prbm.g_01854	Syag.g_01711
OG0000870	Prbm.g_01859	Syag.g_01716
OG0000871	Prbm.g_01860	Syag.g_01717
OG0000872	Prbm.g_01861	Syag.g_01723
OG0000873	Prbm.g_01864	Syag.g_01726
OG0000874	Prbm.g_01867	Syag.g_01729
OG0000875	Prbm.g_01869	Syag.g_01731
OG0000876	Prbm.g_01870	Syag.g_01732
OG0000877	Prbm.g_01872	Syag.g_01734
OG0000878	Prbm.g_01873	Syag.g_01735
OG0000879	Prbm.g_01874	Syag.g_02356
OG0000880	Prbm.g_01875	Syag.g_01736
OG0000881	Prbm.g_01878	Syag.g_01741
OG0000882	Prbm.g_01883	Syag.g_01746
OG0000883	Prbm.g_01885	Syag.g_01749
OG0000884	Prbm.g_01887	Syag.g_01751
OG0000885	Prbm.g_01888	Syag.g_01752
OG0000886	Prbm.g_01889	Syag.g_01753
OG0000887	Prbm.g_01890	Syag.g_01754
OG0000888	Prbm.g_01892	Syag.g_01756
OG0000889	Prbm.g_01894	Syag.g_01758
OG0000890	Prbm.g_01895	Syag.g_01761
OG0000891	Prbm.g_01896	Syag.g_01762
OG0000892	Prbm.g_01898	Syag.g_01765
OG0000893	Prbm.g_01948	Syag.g_02688
OG0000894	Prbm.g_01951	Syag.g_02691
OG0000895	Prbm.g_01954	Syag.g_02695
OG0000896	Prbm.g_01955	Syag.g_02696
OG0000897	Prbm.g_01957	Syag.g_02699
OG0000898	Prbm.g_01958	Syag.g_02700
OG0000899	Prbm.g_01959	Syag.g_02701
OG0000900	Prbm.g_01960	Syag.g_02702
OG0000901	Prbm.g_01963	Syag.g_02707
OG0000902	Prbm.g_01965	Syag.g_02709
OG0000903	Prbm.g_01975	Syag.g_02724
OG0000904	Prbm.g_01970	Syag.g_02718
OG0000905	Prbm.g_01967	Syag.g_02714
OG0000906	Prbm.g_01966	Syag.g_02711
OG0000907	Prbm.g_01990	Syag.g_02727
OG0000908	Prbm.g_01993	Syag.g_02730
OG0000909	Prbm.g_01994	Syag.g_02731
OG0000910	Prbm.g_01995	Syag.g_02732
OG0000911	Prbm.g_01997	Syag.g_02734
OG0000912	Prbm.g_01998	Syag.g_02735
OG0000913	Prbm.g_01999	Syag.g_02736
OG0000914	Prbm.g_02000	Syag.g_02737
OG0000915	Prbm.g_02001	Syag.g_02739
OG0000916	Prbm.g_02002	Syag.g_02740
OG0000917	Prbm.g_02003	Syag.g_02741
OG0000918	Prbm.g_02004	Syag.g_02742
OG0000919	Prbm.g_02005	Syag.g_02743
OG0000920	Prbm.g_02006	Syag.g_02744
OG0000921	Prbm.g_02007	Syag.g_02745
OG0000922	Prbm.g_02008	Syag.g_02746
OG0000923	Prbm.g_02012	Syag.g_02750
OG0000924	Prbm.g_02013	Syag.g_02751
OG0000925	Prbm.g_02014	Syag.g_02752
OG0000926	Prbm.g_02015	Syag.g_02753
OG0000927	Prbm.g_02017	Syag.g_02755
OG0000928	Prbm.g_02018	Syag.g_02756
OG0000929	Prbm.g_02019	Syag.g_02757
OG0000930	Prbm.g_02020	Syag.g_02758
OG0000931	Prbm.g_02021	Syag.g_02759
OG0000932	Prbm.g_02022	Syag.g_02760
OG0000933	Prbm.g_02026	Syag.g_02766
OG0000934	Prbm.g_02028	Syag.g_02768
OG0000935	Prbm.g_02029	Syag.g_02769
OG0000936	Prbm.g_02030	Syag.g_02770
OG0000937	Prbm.g_02031	Syag.g_02771
OG0000938	Prbm.g_02034	Syag.g_02774
OG0000939	Prbm.g_02035	Syag.g_02775
OG0000940	Prbm.g_02042	Syag.g_02783
OG0000941	Prbm.g_02044	Syag.g_02785
OG0000942	Prbm.g_02046	Syag.g_02787
OG0000943	Prbm.g_02048	Syag.g_02788
OG0000944	Prbm.g_02050	Syag.g_02790
OG0000945	Prbm.g_02051	Syag.g_02792
OG0000946	Prbm.g_02057	Syag.g_02797
OG0000947	Prbm.g_02059	Syag.g_02801
OG0000948	Prbm.g_02060	Syag.g_02802
OG0000949	Prbm.g_02063	Syag.g_02449
OG0000950	Prbm.g_02068	Syag.g_02436
OG0000951	Prbm.g_02072	Syag.g_02431
OG0000952	Prbm.g_02076	Syag.g_02423
OG0000953	Prbm.g_02080	Syag.g_02415
OG0000954	Prbm.g_02084	Syag.g_02409
OG0000955	Prbm.g_02085	Syag.g_02408
OG0000956	Prbm.g_02087	Syag.g_02406
OG0000957	Prbm.g_02092	Syag.g_02395
OG0000958	Prbm.g_02093	Syag.g_02394
OG0000959	Prbm.g_02097	Syag.g_02389
OG0000960	Prbm.g_02098	Syag.g_02388
OG0000961	Prbm.g_02101	Syag.g_02379
OG0000962	Prbm.g_02103	Syag.g_02377
OG0000963	Prbm.g_02107	Syag.g_02372
OG0000964	Prbm.g_02108	Syag.g_02371
OG0000965	Prbm.g_02109	Syag.g_02370
OG0000966	Prbm.g_02144	Syag.g_02362
OG0000967	Prbm.g_02148	Syag.g_02358
OG0000968	Prbm.g_02150	Syag.g_02355
OG0000969	Prbm.g_02151	Syag.g_02354
OG0000970	Prbm.g_02152	Syag.g_02353
OG0000971	Prbm.g_02153	Syag.g_02348
OG0000972	Prbm.g_02154	Syag.g_02347
OG0000973	Prbm.g_02155	Syag.g_02346
OG0000974	Prbm.g_02156	Syag.g_02345
OG0000975	Prbm.g_02157	Syag.g_02344
OG0000976	Prbm.g_02158	Syag.g_02343
OG0000977	Prbm.g_02159	Syag.g_02340
OG0000978	Prbm.g_02160	Syag.g_02338
OG0000979	Prbm.g_02163	Syag.g_02335
OG0000980	Prbm.g_02165	Syag.g_02332
OG0000981	Prbm.g_02168	Syag.g_02329
OG0000982	Prbm.g_02170	Syag.g_02127
OG0000983	Prbm.g_02171	Syag.g_02128
OG0000984	Prbm.g_02172	Syag.g_02129
OG0000985	Prbm.g_02175	Syag.g_02133
OG0000986	Prbm.g_02177	Syag.g_02138
OG0000987	Prbm.g_02178	Syag.g_02140
OG0000988	Prbm.g_02181	Syag.g_02145
OG0000989	Prbm.g_02185	Syag.g_02156
OG0000990	Prbm.g_02190	Syag.g_02169
OG0000991	Prbm.g_02191	Syag.g_02174
OG0000992	Prbm.g_02194	Syag.g_02177
OG0000993	Prbm.g_02195	Syag.g_02178
OG0000994	Prbm.g_02196	Syag.g_02181
OG0000995	Prbm.g_02200	Syag.g_02187
OG0000996	Prbm.g_02201	Syag.g_02229
OG0000997	Prbm.g_02208	Syag.g_02239
OG0000998	Prbm.g_02210	Syag.g_02241
OG0000999	Prbm.g_02211	Syag.g_02242
OG0001000	Prbm.g_02214	Syag.g_02246
OG0001001	Prbm.g_02217	Syag.g_02251
OG0001002	Prbm.g_02222	Syag.g_02258
OG0001003	Prbm.g_02225	Syag.g_02260
OG0001004	Prbm.g_02226	Syag.g_02261
OG0001005	Prbm.g_02227	Syag.g_02263
OG0001006	Prbm.g_02231	Syag.g_02270
OG0001007	Prbm.g_02233	Syag.g_02272
OG0001008	Prbm.g_00447	Syag.g_00034
OG0001009	Prbm.g_00027	Syag.g_02304
OG0001010	Prbm.g_00028	Syag.g_02305
OG0001011	Prbm.g_00029	Syag.g_02307
OG0001012	Prbm.g_00052	Syag.g_02123
OG0001013	Prbm.g_00057	Syag.g_02098
OG0001014	Prbm.g_00060	Syag.g_02084
OG0001015	Prbm.g_00061	Syag.g_02083
OG0001016	Prbm.g_00130	Syag.g_01824
OG0001017	Prbm.g_00134	Syag.g_01830
OG0001018	Prbm.g_00137	Syag.g_01832
OG0001019	Prbm.g_00146	Syag.g_01854
OG0001020	Prbm.g_00147	Syag.g_01861
OG0001021	Prbm.g_00148	Syag.g_01865
OG0001022	Prbm.g_00151	Syag.g_01870
OG0001023	Prbm.g_00152	Syag.g_01871
OG0001024	Prbm.g_00155	Syag.g_01875
OG0001025	Prbm.g_00162	Syag.g_01882
OG0001026	Prbm.g_00170	Syag.g_01894
OG0001027	Prbm.g_00171	Syag.g_01902
OG0001028	Prbm.g_00173	Syag.g_01904
OG0001029	Prbm.g_00175	Syag.g_01906
OG0001030	Prbm.g_00191	Syag.g_01927
OG0001031	Prbm.g_00246	Syag.g_02000
OG0001032	Prbm.g_00247	Syag.g_02005
OG0001033	Prbm.g_00267	Syag.g_02048
OG0001034	Prbm.g_00296	Syag.g_01784
OG0001035	Prbm.g_00313	Syag.g_02635
OG0001036	Prbm.g_00318	Syag.g_02630
OG0001037	Prbm.g_00319	Syag.g_02628
OG0001038	Prbm.g_00335	Syag.g_02600
OG0001039	Prbm.g_00337	Syag.g_02597
OG0001040	Prbm.g_00340	Syag.g_02594
OG0001041	Prbm.g_00344	Syag.g_02589
OG0001042	Prbm.g_00360	Syag.g_02564
OG0001043	Prbm.g_00361	Syag.g_02560
OG0001044	Prbm.g_00399	Syag.g_02842
OG0001045	Prbm.g_00408	Syag.g_02856
OG0001046	Prbm.g_01121	Syag.g_00836
OG0001047	Prbm.g_00449	Syag.g_00036
OG0001048	Prbm.g_00450	Syag.g_00037
OG0001049	Prbm.g_00452	Syag.g_00040
OG0001050	Prbm.g_00453	Syag.g_00041
OG0001051	Prbm.g_00454	Syag.g_00042
OG0001052	Prbm.g_00497	Syag.g_01352
OG0001053	Prbm.g_00509	Syag.g_01525
OG0001054	Prbm.g_00523	Syag.g_01506
OG0001055	Prbm.g_00551	Syag.g_01485
OG0001056	Prbm.g_00569	Syag.g_01449
OG0001057	Prbm.g_00574	Syag.g_01241
OG0001058	Prbm.g_00582	Syag.g_00271
OG0001059	Prbm.g_00586	Syag.g_00275
OG0001060	Prbm.g_00593	Syag.g_00282
OG0001061	Prbm.g_00606	Syag.g_00302
OG0001062	Prbm.g_00608	Syag.g_00304
OG0001063	Prbm.g_00609	Syag.g_00310
OG0001064	Prbm.g_00610	Syag.g_00311
OG0001065	Prbm.g_00611	Syag.g_00312
OG0001066	Prbm.g_00612	Syag.g_00313
OG0001067	Prbm.g_00613	Syag.g_00314
OG0001068	Prbm.g_00614	Syag.g_00315
OG0001069	Prbm.g_00615	Syag.g_00317
OG0001070	Prbm.g_00617	Syag.g_00321
OG0001071	Prbm.g_00618	Syag.g_00322
OG0001072	Prbm.g_00619	Syag.g_00327
OG0001073	Prbm.g_00634	Syag.g_00342
OG0001074	Prbm.g_00646	Syag.g_00467
OG0001075	Prbm.g_00647	Syag.g_00362
OG0001076	Prbm.g_00654	Syag.g_00378
OG0001077	Prbm.g_00659	Syag.g_00388
OG0001078	Prbm.g_00667	Syag.g_00411
OG0001079	Prbm.g_00678	Syag.g_00428
OG0001080	Prbm.g_00684	Syag.g_00495
OG0001081	Prbm.g_00686	Syag.g_00551
OG0001082	Prbm.g_00687	Syag.g_00552
OG0001083	Prbm.g_00692	Syag.g_00565
OG0001084	Prbm.g_00693	Syag.g_00569
OG0001085	Prbm.g_00703	Syag.g_00592
OG0001086	Prbm.g_00704	Syag.g_00594
OG0001087	Prbm.g_00725	Syag.g_01018
OG0001088	Prbm.g_00726	Syag.g_01016
OG0001089	Prbm.g_00734	Syag.g_00986
OG0001090	Prbm.g_00743	Syag.g_00922
OG0001091	Prbm.g_00745	Syag.g_00919
OG0001092	Prbm.g_00746	Syag.g_00917
OG0001093	Prbm.g_00751	Syag.g_00910
OG0001094	Prbm.g_00808	Syag.g_00661
OG0001095	Prbm.g_00827	Syag.g_00681
OG0001096	Prbm.g_00842	Syag.g_00703
OG0001097	Prbm.g_00860	Syag.g_00729
OG0001098	Prbm.g_00877	Syag.g_00744
OG0001099	Prbm.g_00914	Syag.g_01905
OG0001101	Prbm.g_00923	Syag.g_00603
OG0001102	Prbm.g_00926	Syag.g_00606
OG0001103	Prbm.g_00928	Syag.g_00608
OG0001104	Prbm.g_00794	Syag.g_00642
OG0001105	Prbm.g_00798	Syag.g_00646
OG0001106	Prbm.g_00976	Syag.g_00796
OG0001107	Prbm.g_00986	Syag.g_00808
OG0001108	Prbm.g_00990	Syag.g_00817
OG0001109	Prbm.g_00991	Syag.g_00819
OG0001110	Prbm.g_00993	Syag.g_00821
OG0001111	Prbm.g_00994	Syag.g_00823
OG0001112	Prbm.g_00995	Syag.g_00825
OG0001113	Prbm.g_00996	Syag.g_00826
OG0001114	Prbm.g_00997	Syag.g_00827
OG0001115	Prbm.g_00999	Syag.g_00831
OG0001116	Prbm.g_01000	Syag.g_00833
OG0001117	Prbm.g_01001	Syag.g_00834
OG0001118	Prbm.g_01002	Syag.g_00835
OG0001119	Prbm.g_01003	Syag.g_00837
OG0001120	Prbm.g_01004	Syag.g_00841
OG0001121	Prbm.g_01648	Syag.g_01584
OG0001122	Prbm.g_01033	Syag.g_00867
OG0001123	Prbm.g_01037	Syag.g_00875
OG0001124	Prbm.g_01039	Syag.g_00877
OG0001125	Prbm.g_01041	Syag.g_00879
OG0001126	Prbm.g_01052	Syag.g_00957
OG0001127	Prbm.g_01053	Syag.g_00958
OG0001128	Prbm.g_01056	Syag.g_00961
OG0001129	Prbm.g_01057	Syag.g_00963
OG0001130	Prbm.g_01058	Syag.g_00964
