Orthogroup	Prbm	Syab
OG0000552	Prbm.g_00561	Syab.g_02154
OG0000553	Prbm.g_00562	Syab.g_02046
OG0000554	Prbm.g_00567	Syab.g_02040
OG0000555	Prbm.g_00575	Syab.g_02026
OG0000556	Prbm.g_00577	Syab.g_02022
OG0000557	Prbm.g_00578	Syab.g_02019
OG0000558	Prbm.g_00580	Syab.g_02016
OG0000559	Prbm.g_00584	Syab.g_02012
OG0000560	Prbm.g_00587	Syab.g_02009
OG0000561	Prbm.g_00588	Syab.g_02008
OG0000562	Prbm.g_00589	Syab.g_02007
OG0000563	Prbm.g_00590	Syab.g_02006
OG0000564	Prbm.g_00591	Syab.g_02005
OG0000565	Prbm.g_00594	Syab.g_02001
OG0000566	Prbm.g_00596	Syab.g_01997
OG0000567	Prbm.g_00600	Syab.g_01993
OG0000568	Prbm.g_00601	Syab.g_01991
OG0000569	Prbm.g_00602	Syab.g_01990
OG0000570	Prbm.g_00603	Syab.g_01989
OG0000571	Prbm.g_00605	Syab.g_01986
OG0000572	Prbm.g_00616	Syab.g_01969
OG0000573	Prbm.g_00621	Syab.g_01960
OG0000574	Prbm.g_00624	Syab.g_01959
OG0000575	Prbm.g_00627	Syab.g_01954
OG0000576	Prbm.g_00629	Syab.g_01952
OG0000577	Prbm.g_00630	Syab.g_01951
OG0000578	Prbm.g_00631	Syab.g_01950
OG0000579	Prbm.g_00632	Syab.g_01949
OG0000580	Prbm.g_00633	Syab.g_01948
OG0000581	Prbm.g_00636	Syab.g_01934
OG0000582	Prbm.g_00639	Syab.g_01929
OG0000583	Prbm.g_00640	Syab.g_01928
OG0000584	Prbm.g_00641	Syab.g_01927
OG0000585	Prbm.g_00643	Syab.g_01924
OG0000586	Prbm.g_00644	Syab.g_01923
OG0000587	Prbm.g_00645	Syab.g_01921
OG0000588	Prbm.g_00649	Syab.g_01910
OG0000589	Prbm.g_00652	Syab.g_01899
OG0000590	Prbm.g_00653	Syab.g_01898
OG0000591	Prbm.g_00656	Syab.g_01892
OG0000592	Prbm.g_00657	Syab.g_01891
OG0000593	Prbm.g_00663	Syab.g_01877
OG0000594	Prbm.g_00664	Syab.g_01876
OG0000595	Prbm.g_00665	Syab.g_01875
OG0000596	Prbm.g_00669	Syab.g_01871
OG0000597	Prbm.g_00671	Syab.g_01868
OG0000598	Prbm.g_00672	Syab.g_01867
OG0000599	Prbm.g_00675	Syab.g_01860
OG0000600	Prbm.g_00676	Syab.g_01859
OG0000601	Prbm.g_00677	Syab.g_01858
OG0000602	Prbm.g_00679	Syab.g_01853
OG0000603	Prbm.g_00680	Syab.g_01852
OG0000604	Prbm.g_00681	Syab.g_01850
OG0000605	Prbm.g_00682	Syab.g_01758
OG0000606	Prbm.g_00685	Syab.g_01529
OG0000607	Prbm.g_00688	Syab.g_01533
OG0000608	Prbm.g_00689	Syab.g_01534
OG0000609	Prbm.g_00690	Syab.g_01536
OG0000610	Prbm.g_00696	Syab.g_01555
OG0000611	Prbm.g_00699	Syab.g_01558
OG0000612	Prbm.g_00700	Syab.g_01559
OG0000613	Prbm.g_00706	Syab.g_00228
OG0000614	Prbm.g_00730	Syab.g_01179
OG0000615	Prbm.g_00737	Syab.g_01605
OG0000616	Prbm.g_02220	Syab.g_02897
OG0000617	Prbm.g_00748	Syab.g_01274
OG0000618	Prbm.g_00749	Syab.g_01275
OG0000619	Prbm.g_00750	Syab.g_01662
OG0000620	Prbm.g_00753	Syab.g_01668
OG0000621	Prbm.g_00754	Syab.g_01669
OG0000622	Prbm.g_00755	Syab.g_01670
OG0000623	Prbm.g_00756	Syab.g_01671
OG0000624	Prbm.g_00758	Syab.g_01673
OG0000625	Prbm.g_00759	Syab.g_01674
OG0000626	Prbm.g_00760	Syab.g_01675
OG0000627	Prbm.g_00762	Syab.g_01438
OG0000628	Prbm.g_00763	Syab.g_01437
OG0000629	Prbm.g_00764	Syab.g_01434
OG0000630	Prbm.g_00767	Syab.g_01430
OG0000631	Prbm.g_00959	Syab.g_01421
OG0000632	Prbm.g_00960	Syab.g_01420
OG0000633	Prbm.g_00961	Syab.g_01419
OG0000634	Prbm.g_00810	Syab.g_01651
OG0000635	Prbm.g_00811	Syab.g_01656
OG0000636	Prbm.g_00813	Syab.g_01658
OG0000637	Prbm.g_00815	Syab.g_01660
OG0000638	Prbm.g_00816	Syab.g_01661
OG0000639	Prbm.g_00817	Syab.g_01276
OG0000640	Prbm.g_00818	Syab.g_01277
OG0000641	Prbm.g_00822	Syab.g_01281
OG0000642	Prbm.g_00823	Syab.g_01282
OG0000643	Prbm.g_00824	Syab.g_01283
OG0000644	Prbm.g_00825	Syab.g_01284
OG0000645	Prbm.g_00826	Syab.g_01286
OG0000646	Prbm.g_00829	Syab.g_01289
OG0000647	Prbm.g_00831	Syab.g_01291
OG0000648	Prbm.g_00833	Syab.g_01684
OG0000649	Prbm.g_00834	Syab.g_01685
OG0000650	Prbm.g_00835	Syab.g_01686
OG0000651	Prbm.g_00836	Syab.g_01687
OG0000652	Prbm.g_00837	Syab.g_01688
OG0000653	Prbm.g_00839	Syab.g_01690
OG0000654	Prbm.g_00840	Syab.g_01691
OG0000655	Prbm.g_00841	Syab.g_01692
OG0000656	Prbm.g_00844	Syab.g_01695
OG0000657	Prbm.g_00850	Syab.g_01706
OG0000658	Prbm.g_00852	Syab.g_01710
OG0000659	Prbm.g_00853	Syab.g_01711
OG0000660	Prbm.g_00857	Syab.g_01715
OG0000661	Prbm.g_00859	Syab.g_01717
OG0000662	Prbm.g_00861	Syab.g_01719
OG0000663	Prbm.g_00863	Syab.g_01722
OG0000664	Prbm.g_00864	Syab.g_01723
OG0000665	Prbm.g_00868	Syab.g_01829
OG0000666	Prbm.g_00869	Syab.g_01842
OG0000667	Prbm.g_00873	Syab.g_01548
OG0000668	Prbm.g_00911	Syab.g_01319
OG0000669	Prbm.g_00919	Syab.g_01642
OG0000670	Prbm.g_00922	Syab.g_02156
OG0000671	Prbm.g_00924	Syab.g_01638
OG0000672	Prbm.g_00927	Syab.g_01635
OG0000673	Prbm.g_00930	Syab.g_01632
OG0000674	Prbm.g_00932	Syab.g_01630
OG0000675	Prbm.g_00933	Syab.g_01629
OG0000676	Prbm.g_00935	Syab.g_01620
OG0000677	Prbm.g_00936	Syab.g_01619
OG0000678	Prbm.g_00939	Syab.g_01613
OG0000679	Prbm.g_00943	Syab.g_01601
OG0000680	Prbm.g_00944	Syab.g_01600
OG0000681	Prbm.g_00946	Syab.g_01597
OG0000682	Prbm.g_00947	Syab.g_01596
OG0000683	Prbm.g_00948	Syab.g_01595
OG0000684	Prbm.g_00793	Syab.g_01591
OG0000685	Prbm.g_00795	Syab.g_01589
OG0000686	Prbm.g_00796	Syab.g_01588
OG0000687	Prbm.g_00797	Syab.g_01586
OG0000688	Prbm.g_00800	Syab.g_01576
OG0000689	Prbm.g_00801	Syab.g_01574
OG0000690	Prbm.g_00802	Syab.g_01573
OG0000691	Prbm.g_00803	Syab.g_01572
OG0000692	Prbm.g_00805	Syab.g_01571
OG0000693	Prbm.g_00806	Syab.g_01569
OG0000694	Prbm.g_00807	Syab.g_01568
OG0000695	Prbm.g_00963	Syab.g_01417
OG0000696	Prbm.g_00964	Syab.g_01416
OG0000697	Prbm.g_00965	Syab.g_01415
OG0000698	Prbm.g_00968	Syab.g_01412
OG0000699	Prbm.g_00969	Syab.g_01411
OG0000700	Prbm.g_00970	Syab.g_01410
OG0000701	Prbm.g_00971	Syab.g_01409
OG0000702	Prbm.g_00973	Syab.g_01401
OG0000703	Prbm.g_00974	Syab.g_01400
OG0000704	Prbm.g_00975	Syab.g_01398
OG0000705	Prbm.g_00981	Syab.g_01391
OG0000706	Prbm.g_00982	Syab.g_01390
OG0000707	Prbm.g_00983	Syab.g_01389
OG0000708	Prbm.g_00985	Syab.g_01386
OG0000709	Prbm.g_00989	Syab.g_01378
OG0000710	Prbm.g_00992	Syab.g_01367
OG0000711	Prbm.g_01007	Syab.g_01340
OG0000712	Prbm.g_01009	Syab.g_01338
OG0000713	Prbm.g_01010	Syab.g_01337
OG0000714	Prbm.g_01011	Syab.g_01334
OG0000715	Prbm.g_01013	Syab.g_01332
OG0000716	Prbm.g_01014	Syab.g_01328
OG0000717	Prbm.g_01015	Syab.g_01327
OG0000718	Prbm.g_01031	Syab.g_01323
OG0000719	Prbm.g_01032	Syab.g_01321
OG0000720	Prbm.g_01042	Syab.g_01307
OG0000721	Prbm.g_01043	Syab.g_01305
OG0000722	Prbm.g_01044	Syab.g_01304
OG0000723	Prbm.g_01048	Syab.g_01678
OG0000724	Prbm.g_01059	Syab.g_01223
OG0000725	Prbm.g_00887	Syab.g_01207
OG0000726	Prbm.g_00886	Syab.g_01206
OG0000727	Prbm.g_00885	Syab.g_01205
OG0000728	Prbm.g_00883	Syab.g_01203
OG0000729	Prbm.g_02104	Syab.g_00097
OG0000730	Prbm.g_00398	Syab.g_00521
OG0000731	Prbm.g_00406	Syab.g_00531
OG0000732	Prbm.g_02166	Syab.g_00055
OG0000733	Prbm.g_01911	Syab.g_02798
OG0000734	Prbm.g_01565	Syab.g_02508
OG0000735	Prbm.g_01563	Syab.g_00942
OG0000736	Prbm.g_01562	Syab.g_00943
OG0000737	Prbm.g_01561	Syab.g_00944
OG0000738	Prbm.g_01557	Syab.g_00949
OG0000739	Prbm.g_01556	Syab.g_00961
OG0000740	Prbm.g_01555	Syab.g_00962
OG0000741	Prbm.g_01553	Syab.g_00965
OG0000742	Prbm.g_01550	Syab.g_00968
OG0000743	Prbm.g_01548	Syab.g_00970
OG0000744	Prbm.g_01547	Syab.g_00971
OG0000745	Prbm.g_01545	Syab.g_00973
OG0000746	Prbm.g_01543	Syab.g_00975
OG0000747	Prbm.g_01542	Syab.g_00976
OG0000748	Prbm.g_01538	Syab.g_00991
OG0000749	Prbm.g_01537	Syab.g_00992
OG0000750	Prbm.g_01536	Syab.g_00993
OG0000751	Prbm.g_01533	Syab.g_01002
OG0000752	Prbm.g_01531	Syab.g_01004
OG0000753	Prbm.g_01529	Syab.g_01007
OG0000754	Prbm.g_01525	Syab.g_01012
OG0000755	Prbm.g_01520	Syab.g_01021
OG0000756	Prbm.g_01519	Syab.g_01022
OG0000757	Prbm.g_01512	Syab.g_01029
OG0000758	Prbm.g_01511	Syab.g_01030
OG0000759	Prbm.g_01510	Syab.g_01031
OG0000760	Prbm.g_01509	Syab.g_01032
OG0000761	Prbm.g_01508	Syab.g_01034
OG0000762	Prbm.g_01507	Syab.g_01036
OG0000763	Prbm.g_01505	Syab.g_01038
OG0000764	Prbm.g_01504	Syab.g_01039
OG0000765	Prbm.g_01496	Syab.g_01154
OG0000766	Prbm.g_01495	Syab.g_01153
OG0000767	Prbm.g_01494	Syab.g_01151
OG0000768	Prbm.g_01493	Syab.g_01150
OG0000769	Prbm.g_01491	Syab.g_01148
OG0000770	Prbm.g_01490	Syab.g_01145
OG0000771	Prbm.g_01054	Syab.g_01229
OG0000772	Prbm.g_01356	Syab.g_00957
OG0000773	Prbm.g_01602	Syab.g_00931
OG0000774	Prbm.g_01605	Syab.g_00924
OG0000775	Prbm.g_01606	Syab.g_00922
OG0000776	Prbm.g_01607	Syab.g_00921
OG0000777	Prbm.g_01608	Syab.g_00920
OG0000778	Prbm.g_01609	Syab.g_00919
OG0000779	Prbm.g_01613	Syab.g_00913
OG0000780	Prbm.g_01614	Syab.g_00908
OG0000781	Prbm.g_01616	Syab.g_00904
OG0000782	Prbm.g_01617	Syab.g_00903
OG0000783	Prbm.g_01618	Syab.g_00902
OG0000784	Prbm.g_01619	Syab.g_00901
OG0000785	Prbm.g_01621	Syab.g_00899
OG0000786	Prbm.g_01624	Syab.g_00895
OG0000787	Prbm.g_01625	Syab.g_00894
OG0000788	Prbm.g_00777	Syab.g_01857
OG0000789	Prbm.g_01051	Syab.g_01835
OG0000790	Prbm.g_01665	Syab.g_02082
OG0000791	Prbm.g_01667	Syab.g_02080
OG0000792	Prbm.g_01668	Syab.g_02079
OG0000793	Prbm.g_01671	Syab.g_02074
OG0000794	Prbm.g_01672	Syab.g_02073
OG0000795	Prbm.g_01673	Syab.g_02072
OG0000796	Prbm.g_01677	Syab.g_02068
OG0000797	Prbm.g_01678	Syab.g_02067
OG0000799	Prbm.g_01691	Syab.g_00826
OG0000800	Prbm.g_01692	Syab.g_00821
OG0000801	Prbm.g_01693	Syab.g_00820
OG0000802	Prbm.g_01695	Syab.g_00816
OG0000803	Prbm.g_01697	Syab.g_00806
OG0000804	Prbm.g_01698	Syab.g_00802
OG0000805	Prbm.g_01700	Syab.g_00792
OG0000806	Prbm.g_01702	Syab.g_00790
OG0000807	Prbm.g_01703	Syab.g_00788
OG0000808	Prbm.g_01704	Syab.g_00783
OG0000809	Prbm.g_01708	Syab.g_00780
OG0000810	Prbm.g_01709	Syab.g_00779
OG0000811	Prbm.g_01713	Syab.g_00770
OG0000812	Prbm.g_01715	Syab.g_00768
OG0000813	Prbm.g_01716	Syab.g_00767
OG0000814	Prbm.g_01718	Syab.g_00765
OG0000815	Prbm.g_01719	Syab.g_00760
OG0000816	Prbm.g_01721	Syab.g_00758
OG0000817	Prbm.g_01722	Syab.g_00757
OG0000818	Prbm.g_01726	Syab.g_00751
OG0000819	Prbm.g_01727	Syab.g_00750
OG0000820	Prbm.g_01728	Syab.g_00749
OG0000821	Prbm.g_01731	Syab.g_00743
OG0000822	Prbm.g_01732	Syab.g_00741
OG0000823	Prbm.g_01733	Syab.g_00740
OG0000824	Prbm.g_01736	Syab.g_00735
OG0000825	Prbm.g_01737	Syab.g_00734
OG0000826	Prbm.g_01738	Syab.g_00733
OG0000827	Prbm.g_01739	Syab.g_00732
OG0000828	Prbm.g_01742	Syab.g_00729
OG0000829	Prbm.g_01743	Syab.g_00728
OG0000830	Prbm.g_01744	Syab.g_00727
OG0000831	Prbm.g_01746	Syab.g_00725
OG0000832	Prbm.g_01756	Syab.g_02169
OG0000833	Prbm.g_01764	Syab.g_02178
OG0000834	Prbm.g_01765	Syab.g_02181
OG0000835	Prbm.g_01766	Syab.g_02182
OG0000836	Prbm.g_01768	Syab.g_02185
OG0000837	Prbm.g_01769	Syab.g_02186
OG0000838	Prbm.g_01771	Syab.g_02190
OG0000839	Prbm.g_01772	Syab.g_02191
OG0000840	Prbm.g_01773	Syab.g_02192
OG0000841	Prbm.g_01774	Syab.g_02193
OG0000842	Prbm.g_01775	Syab.g_02194
OG0000843	Prbm.g_01776	Syab.g_02195
OG0000844	Prbm.g_01777	Syab.g_02197
OG0000845	Prbm.g_01778	Syab.g_02198
OG0000846	Prbm.g_01779	Syab.g_02199
OG0000847	Prbm.g_01780	Syab.g_02200
OG0000848	Prbm.g_01781	Syab.g_02202
OG0000849	Prbm.g_01782	Syab.g_02203
OG0000850	Prbm.g_01784	Syab.g_02212
OG0000851	Prbm.g_01785	Syab.g_02226
OG0000852	Prbm.g_01786	Syab.g_02227
OG0000853	Prbm.g_01791	Syab.g_02233
OG0000854	Prbm.g_01793	Syab.g_02235
OG0000855	Prbm.g_01794	Syab.g_02236
OG0000856	Prbm.g_01685	Syab.g_01889
OG0000857	Prbm.g_00830	Syab.g_01290
OG0000858	Prbm.g_01835	Syab.g_02244
OG0000859	Prbm.g_01836	Syab.g_02245
OG0000860	Prbm.g_01843	Syab.g_02258
OG0000861	Prbm.g_01844	Syab.g_02259
OG0000862	Prbm.g_01845	Syab.g_02261
OG0000863	Prbm.g_01846	Syab.g_02265
OG0000864	Prbm.g_01847	Syab.g_02266
OG0000865	Prbm.g_01848	Syab.g_02267
OG0000866	Prbm.g_01849	Syab.g_02268
OG0000867	Prbm.g_01850	Syab.g_02269
OG0000868	Prbm.g_01851	Syab.g_02287
OG0000869	Prbm.g_01854	Syab.g_02292
OG0000870	Prbm.g_01859	Syab.g_02297
OG0000871	Prbm.g_01860	Syab.g_02298
OG0000872	Prbm.g_01861	Syab.g_02305
OG0000873	Prbm.g_01864	Syab.g_02308
OG0000874	Prbm.g_01867	Syab.g_02311
OG0000875	Prbm.g_01869	Syab.g_02313
OG0000876	Prbm.g_01870	Syab.g_02315
OG0000877	Prbm.g_01872	Syab.g_02317
OG0000878	Prbm.g_01873	Syab.g_02318
OG0000879	Prbm.g_01874	Syab.g_02319
OG0000880	Prbm.g_01875	Syab.g_02320
OG0000881	Prbm.g_01878	Syab.g_02325
OG0000882	Prbm.g_01883	Syab.g_02330
OG0000883	Prbm.g_01885	Syab.g_02332
OG0000884	Prbm.g_01887	Syab.g_02334
OG0000885	Prbm.g_01888	Syab.g_02335
OG0000886	Prbm.g_01889	Syab.g_02336
OG0000887	Prbm.g_01890	Syab.g_02338
OG0000888	Prbm.g_01892	Syab.g_02340
OG0000889	Prbm.g_01894	Syab.g_02342
OG0000890	Prbm.g_01895	Syab.g_02348
OG0000891	Prbm.g_01896	Syab.g_02349
OG0000892	Prbm.g_01898	Syab.g_02353
OG0000893	Prbm.g_01948	Syab.g_00366
OG0000894	Prbm.g_01951	Syab.g_00369
OG0000895	Prbm.g_01954	Syab.g_00373
OG0000896	Prbm.g_01955	Syab.g_00374
OG0000897	Prbm.g_01957	Syab.g_00376
OG0000898	Prbm.g_01958	Syab.g_00377
OG0000899	Prbm.g_01959	Syab.g_00378
OG0000900	Prbm.g_01960	Syab.g_00379
OG0000901	Prbm.g_01963	Syab.g_00384
OG0000902	Prbm.g_01965	Syab.g_00386
OG0000903	Prbm.g_01975	Syab.g_00399
OG0000904	Prbm.g_01970	Syab.g_00395
OG0000905	Prbm.g_01967	Syab.g_00390
OG0000906	Prbm.g_01966	Syab.g_00388
OG0000907	Prbm.g_01990	Syab.g_00401
OG0000908	Prbm.g_01993	Syab.g_00404
OG0000909	Prbm.g_01994	Syab.g_00405
OG0000910	Prbm.g_01995	Syab.g_00406
OG0000911	Prbm.g_01997	Syab.g_00408
OG0000912	Prbm.g_01998	Syab.g_00409
OG0000913	Prbm.g_01999	Syab.g_00410
OG0000914	Prbm.g_02000	Syab.g_00411
OG0000915	Prbm.g_02001	Syab.g_00412
OG0000916	Prbm.g_02002	Syab.g_00413
OG0000917	Prbm.g_02003	Syab.g_00414
OG0000918	Prbm.g_02004	Syab.g_00415
OG0000919	Prbm.g_02005	Syab.g_00416
OG0000920	Prbm.g_02006	Syab.g_00417
OG0000921	Prbm.g_02007	Syab.g_00418
OG0000922	Prbm.g_02008	Syab.g_00419
OG0000923	Prbm.g_02012	Syab.g_00423
OG0000924	Prbm.g_02013	Syab.g_00424
OG0000925	Prbm.g_02014	Syab.g_00425
OG0000926	Prbm.g_02015	Syab.g_00426
OG0000927	Prbm.g_02017	Syab.g_00428
OG0000928	Prbm.g_02018	Syab.g_00429
OG0000929	Prbm.g_02019	Syab.g_00430
OG0000930	Prbm.g_02020	Syab.g_00431
OG0000931	Prbm.g_02021	Syab.g_00432
OG0000932	Prbm.g_02022	Syab.g_00433
OG0000933	Prbm.g_02026	Syab.g_00439
OG0000934	Prbm.g_02028	Syab.g_00441
OG0000935	Prbm.g_02029	Syab.g_00442
OG0000936	Prbm.g_02030	Syab.g_00443
OG0000937	Prbm.g_02031	Syab.g_00444
OG0000938	Prbm.g_02034	Syab.g_00447
OG0000939	Prbm.g_02035	Syab.g_00448
OG0000940	Prbm.g_02042	Syab.g_00456
OG0000941	Prbm.g_02044	Syab.g_00458
OG0000942	Prbm.g_02046	Syab.g_00460
OG0000943	Prbm.g_02048	Syab.g_00461
OG0000944	Prbm.g_02050	Syab.g_00463
OG0000945	Prbm.g_02051	Syab.g_00466
OG0000946	Prbm.g_02057	Syab.g_00473
OG0000947	Prbm.g_02059	Syab.g_00476
OG0000948	Prbm.g_02060	Syab.g_00477
OG0000949	Prbm.g_02063	Syab.g_00212
OG0000950	Prbm.g_02068	Syab.g_00204
OG0000951	Prbm.g_02072	Syab.g_00199
OG0000952	Prbm.g_02076	Syab.g_00191
OG0000953	Prbm.g_02080	Syab.g_00134
OG0000954	Prbm.g_02084	Syab.g_00129
OG0000955	Prbm.g_02085	Syab.g_00128
OG0000956	Prbm.g_02087	Syab.g_00126
OG0000957	Prbm.g_02092	Syab.g_00115
OG0000958	Prbm.g_02093	Syab.g_00114
OG0000959	Prbm.g_02097	Syab.g_00110
OG0000960	Prbm.g_02098	Syab.g_00109
OG0000961	Prbm.g_02101	Syab.g_00100
OG0000962	Prbm.g_02103	Syab.g_00098
OG0000963	Prbm.g_02107	Syab.g_00093
OG0000964	Prbm.g_02108	Syab.g_00092
OG0000965	Prbm.g_02109	Syab.g_00091
OG0000966	Prbm.g_02144	Syab.g_00082
OG0000967	Prbm.g_02148	Syab.g_00078
OG0000968	Prbm.g_02150	Syab.g_00075
OG0000969	Prbm.g_02151	Syab.g_00073
OG0000970	Prbm.g_02152	Syab.g_00072
OG0000971	Prbm.g_02153	Syab.g_00070
OG0000972	Prbm.g_02154	Syab.g_00069
OG0000973	Prbm.g_02155	Syab.g_00068
OG0000974	Prbm.g_02156	Syab.g_00067
OG0000975	Prbm.g_02157	Syab.g_00066
OG0000976	Prbm.g_02158	Syab.g_00065
OG0000977	Prbm.g_02159	Syab.g_00063
OG0000978	Prbm.g_02160	Syab.g_00062
OG0000979	Prbm.g_02163	Syab.g_00059
OG0000980	Prbm.g_02165	Syab.g_00056
OG0000981	Prbm.g_02168	Syab.g_00053
OG0000982	Prbm.g_02170	Syab.g_02756
OG0000983	Prbm.g_02171	Syab.g_02757
OG0000984	Prbm.g_02172	Syab.g_02758
OG0000985	Prbm.g_02175	Syab.g_02762
OG0000986	Prbm.g_02177	Syab.g_02764
OG0000987	Prbm.g_02178	Syab.g_02768
OG0000988	Prbm.g_02181	Syab.g_02774
OG0000989	Prbm.g_02185	Syab.g_02792
OG0000990	Prbm.g_02190	Syab.g_02811
OG0000991	Prbm.g_02191	Syab.g_02818
OG0000992	Prbm.g_02194	Syab.g_02821
OG0000993	Prbm.g_02195	Syab.g_02822
OG0000994	Prbm.g_02196	Syab.g_02826
OG0000995	Prbm.g_02200	Syab.g_02835
OG0000996	Prbm.g_02201	Syab.g_02866
OG0000997	Prbm.g_02208	Syab.g_02875
OG0000998	Prbm.g_02210	Syab.g_02877
OG0000999	Prbm.g_02211	Syab.g_02878
OG0001000	Prbm.g_02214	Syab.g_02881
OG0001001	Prbm.g_02217	Syab.g_02888
OG0001002	Prbm.g_02222	Syab.g_02900
OG0001003	Prbm.g_02225	Syab.g_02902
OG0001004	Prbm.g_02226	Syab.g_02903
OG0001005	Prbm.g_02227	Syab.g_02905
OG0001006	Prbm.g_02231	Syab.g_02912
OG0001007	Prbm.g_02233	Syab.g_02914
OG0001008	Prbm.g_00447	Syab.g_00584
OG0001009	Prbm.g_00027	Syab.g_00033
OG0001010	Prbm.g_00028	Syab.g_00034
OG0001011	Prbm.g_00029	Syab.g_00035
OG0001012	Prbm.g_00052	Syab.g_02752
OG0001013	Prbm.g_00057	Syab.g_02716
OG0001014	Prbm.g_00060	Syab.g_02712
OG0001015	Prbm.g_00061	Syab.g_02711
OG0001016	Prbm.g_00130	Syab.g_02439
OG0001017	Prbm.g_00134	Syab.g_02445
OG0001018	Prbm.g_00137	Syab.g_02447
OG0001019	Prbm.g_00146	Syab.g_02469
OG0001020	Prbm.g_00147	Syab.g_02477
OG0001021	Prbm.g_00148	Syab.g_02481
OG0001022	Prbm.g_00151	Syab.g_02485
OG0001023	Prbm.g_00152	Syab.g_02486
OG0001024	Prbm.g_00155	Syab.g_02490
OG0001025	Prbm.g_00162	Syab.g_02497
OG0001026	Prbm.g_00170	Syab.g_02510
OG0001027	Prbm.g_00171	Syab.g_02515
OG0001028	Prbm.g_00173	Syab.g_02517
OG0001029	Prbm.g_00175	Syab.g_02519
OG0001030	Prbm.g_00191	Syab.g_02540
OG0001031	Prbm.g_00246	Syab.g_02615
OG0001032	Prbm.g_00247	Syab.g_02617
OG0001033	Prbm.g_00267	Syab.g_02675
OG0001034	Prbm.g_00296	Syab.g_02370
OG0001035	Prbm.g_00313	Syab.g_00335
OG0001036	Prbm.g_00318	Syab.g_00327
OG0001037	Prbm.g_00319	Syab.g_00325
OG0001038	Prbm.g_00335	Syab.g_00297
OG0001039	Prbm.g_00337	Syab.g_00294
OG0001040	Prbm.g_00340	Syab.g_00291
OG0001041	Prbm.g_00344	Syab.g_00286
OG0001042	Prbm.g_00360	Syab.g_00254
OG0001043	Prbm.g_00361	Syab.g_00250
OG0001044	Prbm.g_00399	Syab.g_00522
OG0001045	Prbm.g_00408	Syab.g_00534
OG0001046	Prbm.g_01121	Syab.g_01352
OG0001047	Prbm.g_00449	Syab.g_00586
OG0001048	Prbm.g_00450	Syab.g_00587
OG0001049	Prbm.g_00452	Syab.g_00590
OG0001050	Prbm.g_00453	Syab.g_00591
OG0001051	Prbm.g_00454	Syab.g_00592
OG0001052	Prbm.g_00497	Syab.g_00693
OG0001053	Prbm.g_00509	Syab.g_02099
OG0001054	Prbm.g_00523	Syab.g_02118
OG0001055	Prbm.g_00551	Syab.g_02139
OG0001056	Prbm.g_00569	Syab.g_02036
OG0001057	Prbm.g_00574	Syab.g_00882
OG0001058	Prbm.g_00582	Syab.g_02014
OG0001059	Prbm.g_00586	Syab.g_02010
OG0001060	Prbm.g_00593	Syab.g_02003
OG0001061	Prbm.g_00606	Syab.g_01985
OG0001062	Prbm.g_00608	Syab.g_01983
OG0001063	Prbm.g_00609	Syab.g_01979
OG0001064	Prbm.g_00610	Syab.g_01978
OG0001065	Prbm.g_00611	Syab.g_01976
OG0001066	Prbm.g_00612	Syab.g_01975
OG0001067	Prbm.g_00613	Syab.g_01974
OG0001068	Prbm.g_00614	Syab.g_01973
OG0001069	Prbm.g_00615	Syab.g_01972
OG0001070	Prbm.g_00617	Syab.g_01968
OG0001071	Prbm.g_00618	Syab.g_01967
OG0001072	Prbm.g_00619	Syab.g_01962
OG0001073	Prbm.g_00634	Syab.g_01947
OG0001074	Prbm.g_00646	Syab.g_01815
OG0001075	Prbm.g_00647	Syab.g_01919
OG0001076	Prbm.g_00654	Syab.g_01897
OG0001077	Prbm.g_00659	Syab.g_01887
OG0001079	Prbm.g_00678	Syab.g_01856
OG0001080	Prbm.g_00684	Syab.g_01756
OG0001081	Prbm.g_00686	Syab.g_01530
OG0001082	Prbm.g_00687	Syab.g_01531
OG0001083	Prbm.g_00692	Syab.g_01540
OG0001084	Prbm.g_00693	Syab.g_01543
OG0001085	Prbm.g_00703	Syab.g_01563
OG0001086	Prbm.g_00704	Syab.g_01565
OG0001087	Prbm.g_00725	Syab.g_01167
OG0001088	Prbm.g_00726	Syab.g_01170
OG0001089	Prbm.g_00734	Syab.g_01198
OG0001090	Prbm.g_00743	Syab.g_01267
OG0001091	Prbm.g_00745	Syab.g_01270
OG0001092	Prbm.g_00746	Syab.g_01272
OG0001093	Prbm.g_00751	Syab.g_01664
OG0001094	Prbm.g_00808	Syab.g_01567
OG0001095	Prbm.g_00827	Syab.g_01287
OG0001096	Prbm.g_00842	Syab.g_01693
OG0001097	Prbm.g_00860	Syab.g_01718
OG0001098	Prbm.g_00877	Syab.g_01497
OG0001099	Prbm.g_00914	Syab.g_02518
OG0001100	Prbm.g_00921	Syab.g_01640
OG0001101	Prbm.g_00923	Syab.g_01639
OG0001102	Prbm.g_00926	Syab.g_01636
OG0001103	Prbm.g_00928	Syab.g_01634
OG0001104	Prbm.g_00794	Syab.g_01590
OG0001105	Prbm.g_00798	Syab.g_01585
OG0001106	Prbm.g_00976	Syab.g_01397
OG0001107	Prbm.g_00986	Syab.g_01385
OG0001108	Prbm.g_00990	Syab.g_01377
OG0001109	Prbm.g_00991	Syab.g_01368
OG0001110	Prbm.g_00993	Syab.g_01366
OG0001111	Prbm.g_00994	Syab.g_01364
OG0001112	Prbm.g_00995	Syab.g_01362
