Orthogroup	Prbm	Syas
OG0000584	Prbm.g_00641	Syas.g_00871
OG0000585	Prbm.g_00643	Syas.g_00868
OG0000586	Prbm.g_00644	Syas.g_00867
OG0000587	Prbm.g_00645	Syas.g_00865
OG0000588	Prbm.g_00649	Syas.g_00960
OG0000589	Prbm.g_00652	Syas.g_00121
OG0000590	Prbm.g_00653	Syas.g_00120
OG0000591	Prbm.g_00656	Syas.g_00106
OG0000592	Prbm.g_00657	Syas.g_00105
OG0000593	Prbm.g_00663	Syas.g_00750
OG0000594	Prbm.g_00664	Syas.g_00749
OG0000595	Prbm.g_00665	Syas.g_00748
OG0000596	Prbm.g_00669	Syas.g_00743
OG0000597	Prbm.g_00671	Syas.g_00740
OG0000598	Prbm.g_00672	Syas.g_00739
OG0000599	Prbm.g_00675	Syas.g_00732
OG0000600	Prbm.g_00676	Syas.g_00731
OG0000601	Prbm.g_00677	Syas.g_00730
OG0000602	Prbm.g_00679	Syas.g_00725
OG0000603	Prbm.g_00680	Syas.g_00724
OG0000604	Prbm.g_00681	Syas.g_00721
OG0000605	Prbm.g_00682	Syas.g_00719
OG0000606	Prbm.g_00685	Syas.g_00716
OG0000607	Prbm.g_00688	Syas.g_00713
OG0000608	Prbm.g_00689	Syas.g_00712
OG0000609	Prbm.g_00690	Syas.g_00710
OG0000610	Prbm.g_00696	Syas.g_00702
OG0000611	Prbm.g_00699	Syas.g_00699
OG0000612	Prbm.g_00700	Syas.g_00698
OG0000613	Prbm.g_00706	Syas.g_01825
OG0000614	Prbm.g_00730	Syas.g_01044
OG0000615	Prbm.g_00737	Syas.g_00650
OG0000616	Prbm.g_02220	Syas.g_02011
OG0000617	Prbm.g_00748	Syas.g_00180
OG0000618	Prbm.g_00749	Syas.g_00181
OG0000619	Prbm.g_00750	Syas.g_00182
OG0000620	Prbm.g_00753	Syas.g_00188
OG0000621	Prbm.g_00754	Syas.g_00189
OG0000622	Prbm.g_00755	Syas.g_00190
OG0000623	Prbm.g_00756	Syas.g_00191
OG0000624	Prbm.g_00758	Syas.g_00192
OG0000625	Prbm.g_00759	Syas.g_00193
OG0000626	Prbm.g_00760	Syas.g_00194
OG0000627	Prbm.g_00762	Syas.g_00372
OG0000628	Prbm.g_00763	Syas.g_00373
OG0000629	Prbm.g_00764	Syas.g_00376
OG0000630	Prbm.g_00767	Syas.g_00397
OG0000631	Prbm.g_00959	Syas.g_00405
OG0000632	Prbm.g_00960	Syas.g_00406
OG0000633	Prbm.g_00961	Syas.g_00407
OG0000634	Prbm.g_00810	Syas.g_00600
OG0000635	Prbm.g_00811	Syas.g_00599
OG0000636	Prbm.g_00813	Syas.g_00597
OG0000637	Prbm.g_00815	Syas.g_00595
OG0000638	Prbm.g_00816	Syas.g_00594
OG0000639	Prbm.g_00817	Syas.g_00593
OG0000640	Prbm.g_00818	Syas.g_00592
OG0000641	Prbm.g_00822	Syas.g_00587
OG0000642	Prbm.g_00823	Syas.g_00586
OG0000643	Prbm.g_00824	Syas.g_00585
OG0000644	Prbm.g_00825	Syas.g_00584
OG0000645	Prbm.g_00826	Syas.g_00583
OG0000646	Prbm.g_00829	Syas.g_00580
OG0000647	Prbm.g_00831	Syas.g_00578
OG0000648	Prbm.g_00833	Syas.g_00576
OG0000649	Prbm.g_00834	Syas.g_00575
OG0000650	Prbm.g_00835	Syas.g_00574
OG0000651	Prbm.g_00836	Syas.g_00573
OG0000652	Prbm.g_00837	Syas.g_00572
OG0000653	Prbm.g_00839	Syas.g_00570
OG0000654	Prbm.g_00840	Syas.g_00569
OG0000655	Prbm.g_00841	Syas.g_00568
OG0000656	Prbm.g_00844	Syas.g_00565
OG0000657	Prbm.g_00850	Syas.g_00232
OG0000658	Prbm.g_00852	Syas.g_00235
OG0000659	Prbm.g_00853	Syas.g_00236
OG0000660	Prbm.g_00857	Syas.g_00240
OG0000661	Prbm.g_00859	Syas.g_00242
OG0000662	Prbm.g_00861	Syas.g_00281
OG0000663	Prbm.g_00863	Syas.g_00284
OG0000664	Prbm.g_00864	Syas.g_00287
OG0000665	Prbm.g_00868	Syas.g_00385
OG0000666	Prbm.g_00869	Syas.g_01362
OG0000667	Prbm.g_00873	Syas.g_00088
OG0000668	Prbm.g_00911	Syas.g_00221
OG0000669	Prbm.g_00919	Syas.g_00684
OG0000670	Prbm.g_00922	Syas.g_00681
OG0000671	Prbm.g_00924	Syas.g_00679
OG0000672	Prbm.g_00927	Syas.g_00676
OG0000673	Prbm.g_00930	Syas.g_00673
OG0000674	Prbm.g_00932	Syas.g_00671
OG0000675	Prbm.g_00933	Syas.g_00670
OG0000676	Prbm.g_00935	Syas.g_00668
OG0000677	Prbm.g_00936	Syas.g_00667
OG0000678	Prbm.g_00939	Syas.g_00660
OG0000679	Prbm.g_00943	Syas.g_00629
OG0000680	Prbm.g_00944	Syas.g_00628
OG0000681	Prbm.g_00946	Syas.g_00625
OG0000682	Prbm.g_00947	Syas.g_00624
OG0000683	Prbm.g_00948	Syas.g_00623
OG0000684	Prbm.g_00793	Syas.g_00621
OG0000685	Prbm.g_00795	Syas.g_00187
OG0000686	Prbm.g_00796	Syas.g_00619
OG0000687	Prbm.g_00797	Syas.g_00618
OG0000688	Prbm.g_00800	Syas.g_00612
OG0000689	Prbm.g_00801	Syas.g_00610
OG0000690	Prbm.g_00802	Syas.g_00609
OG0000691	Prbm.g_00803	Syas.g_00608
OG0000692	Prbm.g_00805	Syas.g_00606
OG0000693	Prbm.g_00806	Syas.g_00604
OG0000694	Prbm.g_00807	Syas.g_00603
OG0000695	Prbm.g_00963	Syas.g_00410
OG0000696	Prbm.g_00964	Syas.g_00411
OG0000697	Prbm.g_00965	Syas.g_00413
OG0000698	Prbm.g_00968	Syas.g_00417
OG0000699	Prbm.g_00969	Syas.g_00419
OG0000700	Prbm.g_00970	Syas.g_00420
OG0000701	Prbm.g_00971	Syas.g_00421
OG0000702	Prbm.g_00973	Syas.g_00437
OG0000703	Prbm.g_00974	Syas.g_00438
OG0000704	Prbm.g_00975	Syas.g_00446
OG0000705	Prbm.g_00981	Syas.g_00453
OG0000706	Prbm.g_00982	Syas.g_00454
OG0000707	Prbm.g_00983	Syas.g_00455
OG0000708	Prbm.g_00985	Syas.g_00458
OG0000709	Prbm.g_00989	Syas.g_00466
OG0000710	Prbm.g_00992	Syas.g_00497
OG0000711	Prbm.g_01007	Syas.g_00546
OG0000712	Prbm.g_01009	Syas.g_00548
OG0000713	Prbm.g_01010	Syas.g_00549
OG0000714	Prbm.g_01011	Syas.g_00551
OG0000715	Prbm.g_01013	Syas.g_00553
OG0000716	Prbm.g_01014	Syas.g_00556
OG0000717	Prbm.g_01015	Syas.g_00557
OG0000718	Prbm.g_01031	Syas.g_00561
OG0000719	Prbm.g_01032	Syas.g_00223
OG0000720	Prbm.g_01042	Syas.g_00209
OG0000721	Prbm.g_01043	Syas.g_00207
OG0000722	Prbm.g_01044	Syas.g_00206
OG0000723	Prbm.g_01048	Syas.g_00196
OG0000724	Prbm.g_01059	Syas.g_00999
OG0000725	Prbm.g_00887	Syas.g_01024
OG0000726	Prbm.g_00886	Syas.g_01025
OG0000727	Prbm.g_00885	Syas.g_01026
OG0000728	Prbm.g_00883	Syas.g_01028
OG0000729	Prbm.g_02104	Syas.g_02145
OG0000730	Prbm.g_00398	Syas.g_01544
OG0000731	Prbm.g_00406	Syas.g_01532
OG0000732	Prbm.g_02166	Syas.g_02086
OG0000733	Prbm.g_01911	Syas.g_00096
OG0000734	Prbm.g_01565	Syas.g_02414
OG0000735	Prbm.g_01563	Syas.g_01201
OG0000736	Prbm.g_01562	Syas.g_01200
OG0000737	Prbm.g_01561	Syas.g_01199
OG0000738	Prbm.g_01557	Syas.g_01193
OG0000739	Prbm.g_01556	Syas.g_01192
OG0000740	Prbm.g_01555	Syas.g_01191
OG0000741	Prbm.g_01553	Syas.g_01188
OG0000742	Prbm.g_01550	Syas.g_01185
OG0000743	Prbm.g_01548	Syas.g_01182
OG0000744	Prbm.g_01547	Syas.g_01181
OG0000745	Prbm.g_01545	Syas.g_01178
OG0000746	Prbm.g_01543	Syas.g_01176
OG0000747	Prbm.g_01542	Syas.g_01174
OG0000748	Prbm.g_01538	Syas.g_01146
OG0000749	Prbm.g_01537	Syas.g_01144
OG0000750	Prbm.g_01536	Syas.g_01143
OG0000751	Prbm.g_01533	Syas.g_01138
OG0000752	Prbm.g_01531	Syas.g_01136
OG0000753	Prbm.g_01529	Syas.g_01133
OG0000754	Prbm.g_01525	Syas.g_01128
OG0000755	Prbm.g_01520	Syas.g_01117
OG0000756	Prbm.g_01519	Syas.g_01116
OG0000757	Prbm.g_01512	Syas.g_01108
OG0000758	Prbm.g_01511	Syas.g_01107
OG0000759	Prbm.g_01510	Syas.g_01106
OG0000760	Prbm.g_01509	Syas.g_01105
OG0000761	Prbm.g_01508	Syas.g_01104
OG0000762	Prbm.g_01507	Syas.g_01102
OG0000763	Prbm.g_01505	Syas.g_01091
OG0000764	Prbm.g_01504	Syas.g_01090
OG0000765	Prbm.g_01496	Syas.g_01076
OG0000766	Prbm.g_01495	Syas.g_01075
OG0000767	Prbm.g_01494	Syas.g_01073
OG0000768	Prbm.g_01493	Syas.g_01072
OG0000769	Prbm.g_01491	Syas.g_01070
OG0000770	Prbm.g_01490	Syas.g_01067
OG0000771	Prbm.g_01054	Syas.g_00993
OG0000772	Prbm.g_01356	Syas.g_01461
OG0000773	Prbm.g_01602	Syas.g_00002
OG0000774	Prbm.g_01605	Syas.g_02862
OG0000775	Prbm.g_01606	Syas.g_02860
OG0000776	Prbm.g_01607	Syas.g_02859
OG0000777	Prbm.g_01608	Syas.g_02858
OG0000778	Prbm.g_01609	Syas.g_02857
OG0000779	Prbm.g_01613	Syas.g_02852
OG0000780	Prbm.g_01614	Syas.g_02847
OG0000781	Prbm.g_01616	Syas.g_02842
OG0000782	Prbm.g_01617	Syas.g_02841
OG0000783	Prbm.g_01618	Syas.g_02840
OG0000784	Prbm.g_01619	Syas.g_02839
OG0000785	Prbm.g_01621	Syas.g_02837
OG0000786	Prbm.g_01624	Syas.g_02833
OG0000787	Prbm.g_01625	Syas.g_02832
OG0000788	Prbm.g_00777	Syas.g_00782
OG0000789	Prbm.g_01051	Syas.g_01507
OG0000790	Prbm.g_01665	Syas.g_01266
OG0000791	Prbm.g_01667	Syas.g_01268
OG0000792	Prbm.g_01668	Syas.g_01269
OG0000793	Prbm.g_01671	Syas.g_01359
OG0000794	Prbm.g_01672	Syas.g_01361
OG0000795	Prbm.g_01673	Syas.g_01363
OG0000796	Prbm.g_01677	Syas.g_01368
OG0000797	Prbm.g_01678	Syas.g_01369
OG0000799	Prbm.g_01691	Syas.g_02789
OG0000800	Prbm.g_01692	Syas.g_02790
OG0000801	Prbm.g_01693	Syas.g_02791
OG0000802	Prbm.g_01695	Syas.g_02797
OG0000803	Prbm.g_01697	Syas.g_02800
OG0000804	Prbm.g_01698	Syas.g_02803
OG0000805	Prbm.g_01700	Syas.g_02805
OG0000806	Prbm.g_01702	Syas.g_02807
OG0000807	Prbm.g_01703	Syas.g_02808
OG0000808	Prbm.g_01704	Syas.g_02809
OG0000809	Prbm.g_01708	Syas.g_02811
OG0000810	Prbm.g_01709	Syas.g_02813
OG0000811	Prbm.g_01713	Syas.g_02822
OG0000812	Prbm.g_01715	Syas.g_02824
OG0000813	Prbm.g_01716	Syas.g_02825
OG0000814	Prbm.g_01718	Syas.g_02827
OG0000815	Prbm.g_01719	Syas.g_02829
OG0000816	Prbm.g_01721	Syas.g_02831
OG0000817	Prbm.g_01722	Syas.g_02753
OG0000818	Prbm.g_01726	Syas.g_01282
OG0000819	Prbm.g_01727	Syas.g_01283
OG0000820	Prbm.g_01728	Syas.g_01284
OG0000821	Prbm.g_01731	Syas.g_01289
OG0000822	Prbm.g_01732	Syas.g_01291
OG0000823	Prbm.g_01733	Syas.g_01292
OG0000824	Prbm.g_01736	Syas.g_01297
OG0000825	Prbm.g_01737	Syas.g_01298
OG0000826	Prbm.g_01738	Syas.g_01299
OG0000827	Prbm.g_01739	Syas.g_01300
OG0000828	Prbm.g_01742	Syas.g_01303
OG0000829	Prbm.g_01743	Syas.g_01304
OG0000830	Prbm.g_01744	Syas.g_01305
OG0000831	Prbm.g_01746	Syas.g_01308
OG0000832	Prbm.g_01756	Syas.g_01476
OG0000833	Prbm.g_01764	Syas.g_02738
OG0000834	Prbm.g_01765	Syas.g_02737
OG0000835	Prbm.g_01766	Syas.g_02736
OG0000836	Prbm.g_01768	Syas.g_02732
OG0000837	Prbm.g_01769	Syas.g_02731
OG0000838	Prbm.g_01771	Syas.g_02727
OG0000839	Prbm.g_01772	Syas.g_02726
OG0000840	Prbm.g_01773	Syas.g_02725
OG0000841	Prbm.g_01774	Syas.g_02724
OG0000842	Prbm.g_01775	Syas.g_02723
OG0000843	Prbm.g_01776	Syas.g_02722
OG0000844	Prbm.g_01777	Syas.g_02720
OG0000845	Prbm.g_01778	Syas.g_02719
OG0000846	Prbm.g_01779	Syas.g_02718
OG0000847	Prbm.g_01780	Syas.g_02717
OG0000848	Prbm.g_01781	Syas.g_02715
OG0000849	Prbm.g_01782	Syas.g_02714
OG0000850	Prbm.g_01784	Syas.g_02711
OG0000851	Prbm.g_01785	Syas.g_02708
OG0000852	Prbm.g_01786	Syas.g_02707
OG0000853	Prbm.g_01791	Syas.g_02703
OG0000854	Prbm.g_01793	Syas.g_02701
OG0000855	Prbm.g_01794	Syas.g_02700
OG0000856	Prbm.g_01685	Syas.g_00103
OG0000857	Prbm.g_00830	Syas.g_00579
OG0000858	Prbm.g_01835	Syas.g_02693
OG0000859	Prbm.g_01836	Syas.g_02692
OG0000860	Prbm.g_01843	Syas.g_02679
OG0000861	Prbm.g_01844	Syas.g_02678
OG0000862	Prbm.g_01845	Syas.g_02677
OG0000863	Prbm.g_01846	Syas.g_02675
OG0000864	Prbm.g_01847	Syas.g_02674
OG0000865	Prbm.g_01848	Syas.g_02673
OG0000866	Prbm.g_01849	Syas.g_02672
OG0000867	Prbm.g_01850	Syas.g_02671
OG0000868	Prbm.g_01851	Syas.g_02667
OG0000869	Prbm.g_01854	Syas.g_02662
OG0000870	Prbm.g_01859	Syas.g_02657
OG0000871	Prbm.g_01860	Syas.g_02656
OG0000872	Prbm.g_01861	Syas.g_02650
OG0000873	Prbm.g_01864	Syas.g_02647
OG0000874	Prbm.g_01867	Syas.g_02645
OG0000875	Prbm.g_01869	Syas.g_02644
OG0000876	Prbm.g_01870	Syas.g_00280
OG0000877	Prbm.g_01872	Syas.g_02603
OG0000878	Prbm.g_01873	Syas.g_02602
OG0000879	Prbm.g_01874	Syas.g_02601
OG0000880	Prbm.g_01875	Syas.g_02600
OG0000881	Prbm.g_01878	Syas.g_02596
OG0000882	Prbm.g_01883	Syas.g_02591
OG0000883	Prbm.g_01885	Syas.g_02586
OG0000884	Prbm.g_01887	Syas.g_02584
OG0000885	Prbm.g_01888	Syas.g_02583
OG0000886	Prbm.g_01889	Syas.g_02582
OG0000887	Prbm.g_01890	Syas.g_02581
OG0000888	Prbm.g_01892	Syas.g_02579
OG0000889	Prbm.g_01894	Syas.g_02577
OG0000890	Prbm.g_01895	Syas.g_02574
OG0000891	Prbm.g_01896	Syas.g_02573
OG0000892	Prbm.g_01898	Syas.g_02571
OG0000893	Prbm.g_01948	Syas.g_01677
OG0000894	Prbm.g_01951	Syas.g_01667
OG0000895	Prbm.g_01954	Syas.g_01663
OG0000896	Prbm.g_01955	Syas.g_01662
OG0000897	Prbm.g_01957	Syas.g_01660
OG0000898	Prbm.g_01958	Syas.g_01659
OG0000899	Prbm.g_01959	Syas.g_01658
OG0000900	Prbm.g_01960	Syas.g_01657
OG0000901	Prbm.g_01963	Syas.g_01652
OG0000902	Prbm.g_01965	Syas.g_01651
OG0000903	Prbm.g_01975	Syas.g_01637
OG0000904	Prbm.g_01970	Syas.g_01642
OG0000905	Prbm.g_01967	Syas.g_01647
OG0000906	Prbm.g_01966	Syas.g_01649
OG0000907	Prbm.g_01990	Syas.g_01635
OG0000908	Prbm.g_01993	Syas.g_01632
OG0000909	Prbm.g_01994	Syas.g_01631
OG0000910	Prbm.g_01995	Syas.g_01630
OG0000911	Prbm.g_01997	Syas.g_01628
OG0000912	Prbm.g_01998	Syas.g_01627
OG0000913	Prbm.g_01999	Syas.g_01626
OG0000914	Prbm.g_02000	Syas.g_01625
OG0000915	Prbm.g_02001	Syas.g_01623
OG0000916	Prbm.g_02002	Syas.g_01622
OG0000917	Prbm.g_02003	Syas.g_01621
OG0000918	Prbm.g_02004	Syas.g_01620
OG0000919	Prbm.g_02005	Syas.g_01619
OG0000920	Prbm.g_02006	Syas.g_01618
OG0000921	Prbm.g_02007	Syas.g_01617
OG0000922	Prbm.g_02008	Syas.g_01616
OG0000923	Prbm.g_02012	Syas.g_01612
OG0000924	Prbm.g_02013	Syas.g_01611
OG0000925	Prbm.g_02014	Syas.g_01610
OG0000926	Prbm.g_02015	Syas.g_01609
OG0000927	Prbm.g_02017	Syas.g_01607
OG0000928	Prbm.g_02018	Syas.g_01606
OG0000929	Prbm.g_02019	Syas.g_01605
OG0000930	Prbm.g_02020	Syas.g_01604
OG0000931	Prbm.g_02021	Syas.g_01603
OG0000932	Prbm.g_02022	Syas.g_01602
OG0000933	Prbm.g_02026	Syas.g_01596
OG0000934	Prbm.g_02028	Syas.g_01594
OG0000935	Prbm.g_02029	Syas.g_01593
OG0000936	Prbm.g_02030	Syas.g_01592
OG0000937	Prbm.g_02031	Syas.g_01591
OG0000938	Prbm.g_02034	Syas.g_01588
OG0000939	Prbm.g_02035	Syas.g_01587
OG0000940	Prbm.g_02042	Syas.g_01580
OG0000941	Prbm.g_02044	Syas.g_01578
OG0000942	Prbm.g_02046	Syas.g_01576
OG0000943	Prbm.g_02048	Syas.g_01575
OG0000944	Prbm.g_02050	Syas.g_01573
OG0000945	Prbm.g_02051	Syas.g_01572
OG0000946	Prbm.g_02057	Syas.g_01565
OG0000947	Prbm.g_02059	Syas.g_01562
OG0000948	Prbm.g_02060	Syas.g_01561
OG0000949	Prbm.g_02063	Syas.g_02213
OG0000950	Prbm.g_02068	Syas.g_02197
OG0000951	Prbm.g_02072	Syas.g_02190
OG0000952	Prbm.g_02076	Syas.g_02186
OG0000953	Prbm.g_02080	Syas.g_02182
OG0000954	Prbm.g_02084	Syas.g_02174
OG0000955	Prbm.g_02085	Syas.g_02173
OG0000956	Prbm.g_02087	Syas.g_02171
OG0000957	Prbm.g_02092	Syas.g_02158
OG0000958	Prbm.g_02093	Syas.g_02157
OG0000959	Prbm.g_02097	Syas.g_02154
OG0000960	Prbm.g_02098	Syas.g_02153
OG0000961	Prbm.g_02101	Syas.g_02345
OG0000962	Prbm.g_02103	Syas.g_02146
OG0000963	Prbm.g_02107	Syas.g_02143
OG0000964	Prbm.g_02108	Syas.g_02142
OG0000965	Prbm.g_02109	Syas.g_02141
OG0000966	Prbm.g_02144	Syas.g_02112
OG0000967	Prbm.g_02148	Syas.g_02108
OG0000968	Prbm.g_02150	Syas.g_02106
OG0000969	Prbm.g_02151	Syas.g_02104
OG0000970	Prbm.g_02152	Syas.g_02103
OG0000971	Prbm.g_02153	Syas.g_02101
OG0000972	Prbm.g_02154	Syas.g_02100
OG0000973	Prbm.g_02155	Syas.g_02099
OG0000974	Prbm.g_02156	Syas.g_02098
OG0000975	Prbm.g_02157	Syas.g_02097
OG0000976	Prbm.g_02158	Syas.g_02096
OG0000977	Prbm.g_02159	Syas.g_02094
OG0000978	Prbm.g_02160	Syas.g_02093
OG0000979	Prbm.g_02163	Syas.g_02090
OG0000980	Prbm.g_02165	Syas.g_02087
OG0000981	Prbm.g_02168	Syas.g_02084
OG0000982	Prbm.g_02170	Syas.g_01882
OG0000983	Prbm.g_02171	Syas.g_01883
OG0000984	Prbm.g_02172	Syas.g_01884
OG0000985	Prbm.g_02175	Syas.g_01888
OG0000986	Prbm.g_02177	Syas.g_01891
OG0000987	Prbm.g_02178	Syas.g_01897
OG0000988	Prbm.g_02181	Syas.g_01902
OG0000989	Prbm.g_02185	Syas.g_01908
OG0000990	Prbm.g_02190	Syas.g_01937
OG0000991	Prbm.g_02191	Syas.g_01939
OG0000992	Prbm.g_02194	Syas.g_01943
OG0000993	Prbm.g_02195	Syas.g_01945
OG0000994	Prbm.g_02196	Syas.g_01948
OG0000995	Prbm.g_02200	Syas.g_01955
OG0000996	Prbm.g_02201	Syas.g_01977
OG0000997	Prbm.g_02208	Syas.g_01993
OG0000998	Prbm.g_02210	Syas.g_01995
OG0000999	Prbm.g_02211	Syas.g_01996
OG0001000	Prbm.g_02214	Syas.g_02000
OG0001001	Prbm.g_02217	Syas.g_02006
OG0001002	Prbm.g_02222	Syas.g_02014
OG0001003	Prbm.g_02225	Syas.g_02016
OG0001004	Prbm.g_02226	Syas.g_02017
OG0001005	Prbm.g_02227	Syas.g_02018
OG0001006	Prbm.g_02231	Syas.g_02032
OG0001007	Prbm.g_02233	Syas.g_02034
OG0001008	Prbm.g_00447	Syas.g_01496
OG0001009	Prbm.g_00027	Syas.g_02065
OG0001010	Prbm.g_00028	Syas.g_02066
OG0001011	Prbm.g_00029	Syas.g_02068
OG0001012	Prbm.g_00052	Syas.g_00152
OG0001013	Prbm.g_00057	Syas.g_01866
OG0001014	Prbm.g_00060	Syas.g_01857
OG0001015	Prbm.g_00061	Syas.g_01856
OG0001016	Prbm.g_00130	Syas.g_02517
OG0001017	Prbm.g_00134	Syas.g_02511
OG0001018	Prbm.g_00137	Syas.g_02509
OG0001019	Prbm.g_00146	Syas.g_02469
OG0001020	Prbm.g_00147	Syas.g_02443
OG0001021	Prbm.g_00148	Syas.g_02437
OG0001022	Prbm.g_00151	Syas.g_02434
OG0001023	Prbm.g_00152	Syas.g_02433
OG0001024	Prbm.g_00155	Syas.g_00135
OG0001025	Prbm.g_00162	Syas.g_02424
OG0001026	Prbm.g_00170	Syas.g_02412
OG0001027	Prbm.g_00171	Syas.g_02408
OG0001028	Prbm.g_00173	Syas.g_02405
OG0001029	Prbm.g_00175	Syas.g_02403
OG0001030	Prbm.g_00191	Syas.g_02384
OG0001031	Prbm.g_00246	Syas.g_02293
OG0001032	Prbm.g_00247	Syas.g_02290
OG0001033	Prbm.g_00267	Syas.g_02239
OG0001034	Prbm.g_00296	Syas.g_02556
OG0001035	Prbm.g_00313	Syas.g_01704
OG0001036	Prbm.g_00318	Syas.g_01709
OG0001037	Prbm.g_00319	Syas.g_01711
OG0001038	Prbm.g_00335	Syas.g_01751
OG0001039	Prbm.g_00337	Syas.g_01754
OG0001041	Prbm.g_00344	Syas.g_01761
OG0001042	Prbm.g_00360	Syas.g_01821
OG0001043	Prbm.g_00361	Syas.g_01817
OG0001044	Prbm.g_00399	Syas.g_01542
OG0001045	Prbm.g_00408	Syas.g_01529
OG0001046	Prbm.g_01121	Syas.g_00532
OG0001047	Prbm.g_00449	Syas.g_01494
OG0001048	Prbm.g_00450	Syas.g_01493
OG0001049	Prbm.g_00452	Syas.g_02742
OG0001050	Prbm.g_00453	Syas.g_02743
OG0001051	Prbm.g_00454	Syas.g_02744
OG0001052	Prbm.g_00497	Syas.g_01337
OG0001053	Prbm.g_00509	Syas.g_01250
OG0001054	Prbm.g_00523	Syas.g_01231
OG0001055	Prbm.g_00551	Syas.g_01210
OG0001056	Prbm.g_00569	Syas.g_00068
OG0001057	Prbm.g_00574	Syas.g_00763
OG0001058	Prbm.g_00582	Syas.g_00787
OG0001059	Prbm.g_00586	Syas.g_00791
OG0001060	Prbm.g_00593	Syas.g_00797
OG0001061	Prbm.g_00606	Syas.g_00816
OG0001062	Prbm.g_00608	Syas.g_00819
OG0001063	Prbm.g_00609	Syas.g_00830
OG0001064	Prbm.g_00610	Syas.g_00831
OG0001065	Prbm.g_00611	Syas.g_00832
OG0001066	Prbm.g_00612	Syas.g_00833
OG0001067	Prbm.g_00613	Syas.g_00834
OG0001068	Prbm.g_00614	Syas.g_00835
OG0001069	Prbm.g_00615	Syas.g_00836
OG0001070	Prbm.g_00617	Syas.g_00840
OG0001071	Prbm.g_00618	Syas.g_00841
OG0001072	Prbm.g_00619	Syas.g_00844
OG0001073	Prbm.g_00634	Syas.g_00855
OG0001074	Prbm.g_00646	Syas.g_00157
OG0001075	Prbm.g_00647	Syas.g_00163
OG0001076	Prbm.g_00654	Syas.g_00113
OG0001077	Prbm.g_00659	Syas.g_00101
OG0001078	Prbm.g_00667	Syas.g_00745
OG0001079	Prbm.g_00678	Syas.g_00729
OG0001080	Prbm.g_00684	Syas.g_00717
OG0001081	Prbm.g_00686	Syas.g_00715
OG0001082	Prbm.g_00687	Syas.g_00714
OG0001083	Prbm.g_00692	Syas.g_00707
OG0001084	Prbm.g_00693	Syas.g_00706
OG0001085	Prbm.g_00703	Syas.g_00693
OG0001086	Prbm.g_00704	Syas.g_00691
OG0001087	Prbm.g_00725	Syas.g_00071
OG0001088	Prbm.g_00726	Syas.g_01060
OG0001089	Prbm.g_00734	Syas.g_01039
OG0001090	Prbm.g_00743	Syas.g_00980
OG0001091	Prbm.g_00745	Syas.g_00979
OG0001092	Prbm.g_00746	Syas.g_00178
OG0001093	Prbm.g_00751	Syas.g_00184
OG0001095	Prbm.g_00827	Syas.g_00582
OG0001097	Prbm.g_00860	Syas.g_00243
OG0001098	Prbm.g_00877	Syas.g_00880
OG0001099	Prbm.g_00914	Syas.g_02404
OG0001100	Prbm.g_00921	Syas.g_00682
OG0001101	Prbm.g_00923	Syas.g_00680
OG0001102	Prbm.g_00926	Syas.g_00677
OG0001103	Prbm.g_00928	Syas.g_00675
OG0001104	Prbm.g_00794	Syas.g_00620
OG0001105	Prbm.g_00798	Syas.g_00617
OG0001106	Prbm.g_00976	Syas.g_00447
OG0001107	Prbm.g_00986	Syas.g_00459
OG0001108	Prbm.g_00990	Syas.g_00494
OG0001109	Prbm.g_00991	Syas.g_00496
OG0001110	Prbm.g_00993	Syas.g_00498
OG0001111	Prbm.g_00994	Syas.g_00500
OG0001112	Prbm.g_00995	Syas.g_00503
OG0001113	Prbm.g_00996	Syas.g_00504
OG0001114	Prbm.g_00997	Syas.g_00505
OG0001115	Prbm.g_00999	Syas.g_00527
OG0001116	Prbm.g_01000	Syas.g_00529
OG0001117	Prbm.g_01001	Syas.g_00530
OG0001118	Prbm.g_01002	Syas.g_00531
OG0001119	Prbm.g_01003	Syas.g_00533
OG0001120	Prbm.g_01004	Syas.g_00539
OG0001122	Prbm.g_01033	Syas.g_00222
OG0001123	Prbm.g_01037	Syas.g_00214
OG0001124	Prbm.g_01039	Syas.g_00212
OG0001125	Prbm.g_01041	Syas.g_00210
OG0001126	Prbm.g_01052	Syas.g_00991
OG0001127	Prbm.g_01053	Syas.g_00992
OG0001128	Prbm.g_01056	Syas.g_00995
OG0001129	Prbm.g_01057	Syas.g_00997
OG0001130	Prbm.g_01058	Syas.g_00998
OG0001131	Prbm.g_00894	Syas.g_01401
OG0001132	Prbm.g_01103	Syas.g_00525
OG0001133	Prbm.g_01079	Syas.g_00109
OG0001136	Prbm.g_01552	Syas.g_01187
OG0001138	Prbm.g_01518	Syas.g_01114
OG0001139	Prbm.g_01516	Syas.g_01112
OG0001140	Prbm.g_01515	Syas.g_01111
OG0001141	Prbm.g_01514	Syas.g_01110
OG0001142	Prbm.g_01513	Syas.g_01109
OG0001143	Prbm.g_01506	Syas.g_01092
OG0001144	Prbm.g_01501	Syas.g_01084
OG0001145	Prbm.g_01603	Syas.g_02867
OG0001146	Prbm.g_01615	Syas.g_02846
OG0001147	Prbm.g_01634	Syas.g_01329
OG0001148	Prbm.g_01662	Syas.g_01263
OG0001149	Prbm.g_01663	Syas.g_01264
OG0001150	Prbm.g_01664	Syas.g_01265
