Orthogroup	Prbm	Syan
OG0000566	Prbm.g_00596	Syan.g_00868
OG0000567	Prbm.g_00600	Syan.g_00872
OG0000568	Prbm.g_00601	Syan.g_00874
OG0000569	Prbm.g_00602	Syan.g_00875
OG0000570	Prbm.g_00603	Syan.g_00876
OG0000571	Prbm.g_00605	Syan.g_00879
OG0000572	Prbm.g_00616	Syan.g_00954
OG0000573	Prbm.g_00621	Syan.g_00963
OG0000574	Prbm.g_00624	Syan.g_00965
OG0000575	Prbm.g_00627	Syan.g_01003
OG0000576	Prbm.g_00629	Syan.g_01007
OG0000577	Prbm.g_00630	Syan.g_01008
OG0000578	Prbm.g_00631	Syan.g_01009
OG0000579	Prbm.g_00632	Syan.g_01010
OG0000580	Prbm.g_00633	Syan.g_01011
OG0000581	Prbm.g_00636	Syan.g_01018
OG0000582	Prbm.g_00639	Syan.g_01030
OG0000583	Prbm.g_00640	Syan.g_01029
OG0000584	Prbm.g_00641	Syan.g_01028
OG0000585	Prbm.g_00643	Syan.g_01024
OG0000586	Prbm.g_00644	Syan.g_01022
OG0000587	Prbm.g_00645	Syan.g_01020
OG0000588	Prbm.g_00649	Syan.g_00215
OG0000589	Prbm.g_00652	Syan.g_00016
OG0000590	Prbm.g_00653	Syan.g_00015
OG0000591	Prbm.g_00656	Syan.g_00003
OG0000592	Prbm.g_00657	Syan.g_00002
OG0000593	Prbm.g_00663	Syan.g_00820
OG0000594	Prbm.g_00664	Syan.g_00819
OG0000595	Prbm.g_00665	Syan.g_00818
OG0000596	Prbm.g_00669	Syan.g_00813
OG0000597	Prbm.g_00671	Syan.g_00810
OG0000598	Prbm.g_00672	Syan.g_00809
OG0000599	Prbm.g_00675	Syan.g_00802
OG0000600	Prbm.g_00676	Syan.g_00801
OG0000601	Prbm.g_00677	Syan.g_00800
OG0000602	Prbm.g_00679	Syan.g_00796
OG0000603	Prbm.g_00680	Syan.g_00795
OG0000604	Prbm.g_00681	Syan.g_00792
OG0000605	Prbm.g_00682	Syan.g_00783
OG0000606	Prbm.g_00685	Syan.g_00780
OG0000607	Prbm.g_00688	Syan.g_00777
OG0000608	Prbm.g_00689	Syan.g_00776
OG0000609	Prbm.g_00690	Syan.g_00774
OG0000610	Prbm.g_00696	Syan.g_00766
OG0000611	Prbm.g_00699	Syan.g_00763
OG0000612	Prbm.g_00700	Syan.g_00762
OG0000613	Prbm.g_00706	Syan.g_01965
OG0000614	Prbm.g_00730	Syan.g_00184
OG0000615	Prbm.g_00737	Syan.g_00728
OG0000616	Prbm.g_02220	Syan.g_01694
OG0000617	Prbm.g_00748	Syan.g_00324
OG0000618	Prbm.g_00749	Syan.g_00325
OG0000619	Prbm.g_00750	Syan.g_00326
OG0000620	Prbm.g_00753	Syan.g_00331
OG0000621	Prbm.g_00754	Syan.g_00332
OG0000622	Prbm.g_00755	Syan.g_00334
OG0000623	Prbm.g_00756	Syan.g_00335
OG0000624	Prbm.g_00758	Syan.g_00337
OG0000625	Prbm.g_00759	Syan.g_00338
OG0000626	Prbm.g_00760	Syan.g_00339
OG0000627	Prbm.g_00762	Syan.g_00465
OG0000628	Prbm.g_00763	Syan.g_00466
OG0000629	Prbm.g_00764	Syan.g_00469
OG0000630	Prbm.g_00767	Syan.g_00474
OG0000631	Prbm.g_00959	Syan.g_00484
OG0000632	Prbm.g_00960	Syan.g_00485
OG0000633	Prbm.g_00961	Syan.g_00489
OG0000634	Prbm.g_00810	Syan.g_00694
OG0000635	Prbm.g_00811	Syan.g_00693
OG0000636	Prbm.g_00813	Syan.g_00691
OG0000637	Prbm.g_00815	Syan.g_00689
OG0000638	Prbm.g_00816	Syan.g_00688
OG0000639	Prbm.g_00817	Syan.g_00687
OG0000640	Prbm.g_00818	Syan.g_00686
OG0000641	Prbm.g_00822	Syan.g_00682
OG0000642	Prbm.g_00823	Syan.g_00681
OG0000643	Prbm.g_00824	Syan.g_00679
OG0000644	Prbm.g_00825	Syan.g_00678
OG0000645	Prbm.g_00826	Syan.g_00676
OG0000646	Prbm.g_00829	Syan.g_00673
OG0000647	Prbm.g_00831	Syan.g_00671
OG0000648	Prbm.g_00833	Syan.g_00669
OG0000649	Prbm.g_00834	Syan.g_00668
OG0000650	Prbm.g_00835	Syan.g_00667
OG0000651	Prbm.g_00836	Syan.g_00666
OG0000652	Prbm.g_00837	Syan.g_00665
OG0000653	Prbm.g_00839	Syan.g_00663
OG0000654	Prbm.g_00840	Syan.g_00661
OG0000655	Prbm.g_00841	Syan.g_00660
OG0000656	Prbm.g_00844	Syan.g_00656
OG0000657	Prbm.g_00850	Syan.g_00375
OG0000658	Prbm.g_00852	Syan.g_00378
OG0000659	Prbm.g_00853	Syan.g_00379
OG0000660	Prbm.g_00857	Syan.g_00383
OG0000661	Prbm.g_00859	Syan.g_00385
OG0000662	Prbm.g_00861	Syan.g_00392
OG0000663	Prbm.g_00863	Syan.g_00395
OG0000664	Prbm.g_00864	Syan.g_00397
OG0000665	Prbm.g_00868	Syan.g_00788
OG0000666	Prbm.g_00869	Syan.g_02100
OG0000667	Prbm.g_00873	Syan.g_00044
OG0000668	Prbm.g_00911	Syan.g_00365
OG0000669	Prbm.g_00919	Syan.g_00751
OG0000670	Prbm.g_00922	Syan.g_00748
OG0000671	Prbm.g_00924	Syan.g_00746
OG0000672	Prbm.g_00927	Syan.g_00743
OG0000673	Prbm.g_00930	Syan.g_00740
OG0000674	Prbm.g_00932	Syan.g_00738
OG0000675	Prbm.g_00933	Syan.g_00737
OG0000676	Prbm.g_00935	Syan.g_00735
OG0000677	Prbm.g_00936	Syan.g_00734
OG0000678	Prbm.g_00939	Syan.g_00732
OG0000679	Prbm.g_00943	Syan.g_00724
OG0000680	Prbm.g_00944	Syan.g_00723
OG0000681	Prbm.g_00946	Syan.g_00720
OG0000682	Prbm.g_00947	Syan.g_00719
OG0000683	Prbm.g_00948	Syan.g_00718
OG0000684	Prbm.g_00793	Syan.g_00715
OG0000685	Prbm.g_00795	Syan.g_00713
OG0000686	Prbm.g_00796	Syan.g_00712
OG0000687	Prbm.g_00797	Syan.g_00711
OG0000688	Prbm.g_00800	Syan.g_00706
OG0000689	Prbm.g_00801	Syan.g_00704
OG0000690	Prbm.g_00802	Syan.g_00703
OG0000691	Prbm.g_00803	Syan.g_00702
OG0000692	Prbm.g_00805	Syan.g_00700
OG0000693	Prbm.g_00806	Syan.g_00698
OG0000694	Prbm.g_00807	Syan.g_00697
OG0000695	Prbm.g_00963	Syan.g_00492
OG0000696	Prbm.g_00964	Syan.g_00493
OG0000697	Prbm.g_00965	Syan.g_00495
OG0000698	Prbm.g_00968	Syan.g_00498
OG0000699	Prbm.g_00969	Syan.g_00500
OG0000700	Prbm.g_00970	Syan.g_00501
OG0000701	Prbm.g_00971	Syan.g_00502
OG0000702	Prbm.g_00973	Syan.g_00534
OG0000703	Prbm.g_00974	Syan.g_00546
OG0000704	Prbm.g_00975	Syan.g_00550
OG0000705	Prbm.g_00981	Syan.g_00557
OG0000706	Prbm.g_00982	Syan.g_00558
OG0000707	Prbm.g_00983	Syan.g_00559
OG0000708	Prbm.g_00985	Syan.g_00562
OG0000709	Prbm.g_00989	Syan.g_00570
OG0000710	Prbm.g_00992	Syan.g_00574
OG0000711	Prbm.g_01007	Syan.g_00607
OG0000712	Prbm.g_01009	Syan.g_00609
OG0000713	Prbm.g_01010	Syan.g_00610
OG0000714	Prbm.g_01011	Syan.g_00624
OG0000715	Prbm.g_01013	Syan.g_00626
OG0000716	Prbm.g_01014	Syan.g_00630
OG0000717	Prbm.g_01015	Syan.g_00631
OG0000718	Prbm.g_01031	Syan.g_00651
OG0000719	Prbm.g_01032	Syan.g_00367
OG0000720	Prbm.g_01042	Syan.g_00354
OG0000721	Prbm.g_01043	Syan.g_00352
OG0000722	Prbm.g_01044	Syan.g_00351
OG0000723	Prbm.g_01048	Syan.g_00341
OG0000724	Prbm.g_01059	Syan.g_00299
OG0000725	Prbm.g_00887	Syan.g_00194
OG0000726	Prbm.g_00886	Syan.g_00193
OG0000727	Prbm.g_00885	Syan.g_00192
OG0000728	Prbm.g_00883	Syan.g_00190
OG0000729	Prbm.g_02104	Syan.g_01885
OG0000730	Prbm.g_00398	Syan.g_02147
OG0000731	Prbm.g_00406	Syan.g_02135
OG0000732	Prbm.g_02166	Syan.g_01726
OG0000733	Prbm.g_01911	Syan.g_01147
OG0000734	Prbm.g_01565	Syan.g_02982
OG0000735	Prbm.g_01563	Syan.g_02713
OG0000736	Prbm.g_01562	Syan.g_02712
OG0000737	Prbm.g_01561	Syan.g_02711
OG0000738	Prbm.g_01557	Syan.g_02705
OG0000739	Prbm.g_01556	Syan.g_02704
OG0000740	Prbm.g_01555	Syan.g_02703
OG0000741	Prbm.g_01553	Syan.g_02700
OG0000742	Prbm.g_01550	Syan.g_02697
OG0000743	Prbm.g_01548	Syan.g_02694
OG0000744	Prbm.g_01547	Syan.g_02693
OG0000745	Prbm.g_01545	Syan.g_02690
OG0000746	Prbm.g_01543	Syan.g_02687
OG0000747	Prbm.g_01542	Syan.g_02685
OG0000748	Prbm.g_01538	Syan.g_02669
OG0000749	Prbm.g_01537	Syan.g_02668
OG0000750	Prbm.g_01536	Syan.g_02667
OG0000751	Prbm.g_01533	Syan.g_02661
OG0000752	Prbm.g_01531	Syan.g_02659
OG0000753	Prbm.g_01529	Syan.g_02656
OG0000754	Prbm.g_01525	Syan.g_02650
OG0000755	Prbm.g_01520	Syan.g_02641
OG0000756	Prbm.g_01519	Syan.g_02640
OG0000757	Prbm.g_01512	Syan.g_02623
OG0000758	Prbm.g_01511	Syan.g_02622
OG0000759	Prbm.g_01510	Syan.g_02621
OG0000760	Prbm.g_01509	Syan.g_02620
OG0000761	Prbm.g_01508	Syan.g_02619
OG0000762	Prbm.g_01507	Syan.g_02617
OG0000763	Prbm.g_01505	Syan.g_02615
OG0000764	Prbm.g_01504	Syan.g_02614
OG0000765	Prbm.g_01496	Syan.g_02587
OG0000766	Prbm.g_01495	Syan.g_02586
OG0000767	Prbm.g_01494	Syan.g_02584
OG0000768	Prbm.g_01493	Syan.g_02583
OG0000769	Prbm.g_01491	Syan.g_02581
OG0000770	Prbm.g_01490	Syan.g_02561
OG0000771	Prbm.g_01054	Syan.g_00305
OG0000772	Prbm.g_01356	Syan.g_00436
OG0000773	Prbm.g_01602	Syan.g_01199
OG0000774	Prbm.g_01605	Syan.g_01205
OG0000775	Prbm.g_01606	Syan.g_01207
OG0000776	Prbm.g_01607	Syan.g_01208
OG0000777	Prbm.g_01608	Syan.g_01209
OG0000778	Prbm.g_01609	Syan.g_01210
OG0000779	Prbm.g_01613	Syan.g_01215
OG0000780	Prbm.g_01614	Syan.g_01218
OG0000781	Prbm.g_01616	Syan.g_01222
OG0000782	Prbm.g_01617	Syan.g_01223
OG0000783	Prbm.g_01618	Syan.g_01224
OG0000784	Prbm.g_01619	Syan.g_01225
OG0000785	Prbm.g_01621	Syan.g_01228
OG0000786	Prbm.g_01624	Syan.g_01243
OG0000787	Prbm.g_01625	Syan.g_01244
OG0000788	Prbm.g_00777	Syan.g_00843
OG0000789	Prbm.g_01051	Syan.g_00075
OG0000790	Prbm.g_01665	Syan.g_02778
OG0000791	Prbm.g_01667	Syan.g_02780
OG0000792	Prbm.g_01668	Syan.g_02781
OG0000793	Prbm.g_01671	Syan.g_02879
OG0000794	Prbm.g_01672	Syan.g_02881
OG0000795	Prbm.g_01673	Syan.g_02882
OG0000796	Prbm.g_01677	Syan.g_02886
OG0000797	Prbm.g_01678	Syan.g_02888
OG0000799	Prbm.g_01691	Syan.g_01310
OG0000800	Prbm.g_01692	Syan.g_01308
OG0000801	Prbm.g_01693	Syan.g_01307
OG0000802	Prbm.g_01695	Syan.g_01303
OG0000803	Prbm.g_01697	Syan.g_01294
OG0000804	Prbm.g_01698	Syan.g_01291
OG0000805	Prbm.g_01700	Syan.g_01289
OG0000806	Prbm.g_01702	Syan.g_01287
OG0000807	Prbm.g_01703	Syan.g_01286
OG0000808	Prbm.g_01704	Syan.g_01285
OG0000809	Prbm.g_01708	Syan.g_01281
OG0000810	Prbm.g_01709	Syan.g_01280
OG0000811	Prbm.g_01713	Syan.g_01272
OG0000812	Prbm.g_01715	Syan.g_01270
OG0000813	Prbm.g_01716	Syan.g_01269
OG0000814	Prbm.g_01718	Syan.g_01267
OG0000815	Prbm.g_01719	Syan.g_01249
OG0000816	Prbm.g_01721	Syan.g_01247
OG0000817	Prbm.g_01722	Syan.g_01328
OG0000818	Prbm.g_01726	Syan.g_02807
OG0000819	Prbm.g_01727	Syan.g_02808
OG0000820	Prbm.g_01728	Syan.g_02809
OG0000821	Prbm.g_01731	Syan.g_02815
OG0000822	Prbm.g_01732	Syan.g_02817
OG0000823	Prbm.g_01733	Syan.g_02818
OG0000824	Prbm.g_01736	Syan.g_02824
OG0000825	Prbm.g_01737	Syan.g_02825
OG0000826	Prbm.g_01738	Syan.g_02826
OG0000827	Prbm.g_01739	Syan.g_02827
OG0000828	Prbm.g_01742	Syan.g_02830
OG0000829	Prbm.g_01743	Syan.g_02831
OG0000830	Prbm.g_01744	Syan.g_02832
OG0000831	Prbm.g_01746	Syan.g_02834
OG0000832	Prbm.g_01756	Syan.g_02408
OG0000833	Prbm.g_01764	Syan.g_01343
OG0000834	Prbm.g_01765	Syan.g_01345
OG0000835	Prbm.g_01766	Syan.g_01346
OG0000836	Prbm.g_01768	Syan.g_01349
OG0000837	Prbm.g_01769	Syan.g_01351
OG0000838	Prbm.g_01771	Syan.g_01355
OG0000839	Prbm.g_01772	Syan.g_01356
OG0000840	Prbm.g_01773	Syan.g_01357
OG0000841	Prbm.g_01774	Syan.g_01358
OG0000842	Prbm.g_01775	Syan.g_01359
OG0000843	Prbm.g_01776	Syan.g_01360
OG0000844	Prbm.g_01777	Syan.g_01362
OG0000845	Prbm.g_01778	Syan.g_01363
OG0000846	Prbm.g_01779	Syan.g_01364
OG0000847	Prbm.g_01780	Syan.g_01365
OG0000848	Prbm.g_01781	Syan.g_01367
OG0000849	Prbm.g_01782	Syan.g_01368
OG0000850	Prbm.g_01784	Syan.g_01371
OG0000851	Prbm.g_01785	Syan.g_01374
OG0000852	Prbm.g_01786	Syan.g_01375
OG0000853	Prbm.g_01791	Syan.g_01379
OG0000854	Prbm.g_01793	Syan.g_01381
OG0000855	Prbm.g_01794	Syan.g_01382
OG0000856	Prbm.g_01685	Syan.g_01136
OG0000857	Prbm.g_00830	Syan.g_00672
OG0000858	Prbm.g_01835	Syan.g_01389
OG0000859	Prbm.g_01836	Syan.g_01390
OG0000860	Prbm.g_01843	Syan.g_01402
OG0000861	Prbm.g_01844	Syan.g_01403
OG0000862	Prbm.g_01845	Syan.g_01412
OG0000863	Prbm.g_01846	Syan.g_01414
OG0000864	Prbm.g_01847	Syan.g_00969
OG0000865	Prbm.g_01848	Syan.g_01415
OG0000866	Prbm.g_01849	Syan.g_01416
OG0000867	Prbm.g_01850	Syan.g_01417
OG0000868	Prbm.g_01851	Syan.g_01421
OG0000869	Prbm.g_01854	Syan.g_01426
OG0000870	Prbm.g_01859	Syan.g_01431
OG0000871	Prbm.g_01860	Syan.g_01432
OG0000872	Prbm.g_01861	Syan.g_01438
OG0000873	Prbm.g_01864	Syan.g_01441
OG0000874	Prbm.g_01867	Syan.g_01443
OG0000875	Prbm.g_01869	Syan.g_01445
OG0000876	Prbm.g_01870	Syan.g_00391
OG0000877	Prbm.g_01872	Syan.g_01449
OG0000878	Prbm.g_01873	Syan.g_01450
OG0000879	Prbm.g_01874	Syan.g_01451
OG0000880	Prbm.g_01875	Syan.g_01452
OG0000881	Prbm.g_01878	Syan.g_01457
OG0000882	Prbm.g_01883	Syan.g_01462
OG0000883	Prbm.g_01885	Syan.g_01464
OG0000884	Prbm.g_01887	Syan.g_01466
OG0000885	Prbm.g_01888	Syan.g_01467
OG0000886	Prbm.g_01889	Syan.g_01468
OG0000887	Prbm.g_01890	Syan.g_01469
OG0000888	Prbm.g_01892	Syan.g_01471
OG0000889	Prbm.g_01894	Syan.g_01473
OG0000890	Prbm.g_01895	Syan.g_01476
OG0000891	Prbm.g_01896	Syan.g_01477
OG0000892	Prbm.g_01898	Syan.g_01480
OG0000893	Prbm.g_01948	Syan.g_02103
OG0000894	Prbm.g_01951	Syan.g_02108
OG0000895	Prbm.g_01954	Syan.g_02112
OG0000896	Prbm.g_01955	Syan.g_02113
OG0000897	Prbm.g_01957	Syan.g_02115
OG0000898	Prbm.g_01958	Syan.g_02116
OG0000899	Prbm.g_01959	Syan.g_02117
OG0000900	Prbm.g_01960	Syan.g_02118
OG0000901	Prbm.g_01963	Syan.g_02123
OG0000902	Prbm.g_01965	Syan.g_02125
OG0000903	Prbm.g_01975	Syan.g_02252
OG0000904	Prbm.g_01970	Syan.g_02258
OG0000905	Prbm.g_01967	Syan.g_02129
OG0000906	Prbm.g_01966	Syan.g_02127
OG0000907	Prbm.g_01990	Syan.g_02245
OG0000908	Prbm.g_01993	Syan.g_02242
OG0000909	Prbm.g_01994	Syan.g_02241
OG0000910	Prbm.g_01995	Syan.g_02240
OG0000911	Prbm.g_01997	Syan.g_02238
OG0000912	Prbm.g_01998	Syan.g_02237
OG0000913	Prbm.g_01999	Syan.g_02236
OG0000914	Prbm.g_02000	Syan.g_02235
OG0000915	Prbm.g_02001	Syan.g_02233
OG0000916	Prbm.g_02002	Syan.g_02232
OG0000917	Prbm.g_02003	Syan.g_02231
OG0000918	Prbm.g_02004	Syan.g_02230
OG0000919	Prbm.g_02005	Syan.g_02229
OG0000920	Prbm.g_02006	Syan.g_02228
OG0000921	Prbm.g_02007	Syan.g_02227
OG0000922	Prbm.g_02008	Syan.g_02226
OG0000923	Prbm.g_02012	Syan.g_02222
OG0000924	Prbm.g_02013	Syan.g_02221
OG0000925	Prbm.g_02014	Syan.g_02220
OG0000926	Prbm.g_02015	Syan.g_02219
OG0000927	Prbm.g_02017	Syan.g_02217
OG0000928	Prbm.g_02018	Syan.g_02216
OG0000929	Prbm.g_02019	Syan.g_02215
OG0000930	Prbm.g_02020	Syan.g_02214
OG0000931	Prbm.g_02021	Syan.g_02213
OG0000932	Prbm.g_02022	Syan.g_02212
OG0000933	Prbm.g_02026	Syan.g_02206
OG0000934	Prbm.g_02028	Syan.g_02204
OG0000935	Prbm.g_02029	Syan.g_02203
OG0000936	Prbm.g_02030	Syan.g_02202
OG0000937	Prbm.g_02031	Syan.g_02201
OG0000938	Prbm.g_02034	Syan.g_02198
OG0000939	Prbm.g_02035	Syan.g_02197
OG0000940	Prbm.g_02042	Syan.g_02188
OG0000941	Prbm.g_02044	Syan.g_02186
OG0000942	Prbm.g_02046	Syan.g_02184
OG0000943	Prbm.g_02048	Syan.g_02183
OG0000944	Prbm.g_02050	Syan.g_02181
OG0000945	Prbm.g_02051	Syan.g_02180
OG0000946	Prbm.g_02057	Syan.g_02167
OG0000947	Prbm.g_02059	Syan.g_02164
OG0000948	Prbm.g_02060	Syan.g_02163
OG0000949	Prbm.g_02063	Syan.g_01951
OG0000950	Prbm.g_02068	Syan.g_01940
OG0000951	Prbm.g_02072	Syan.g_01932
OG0000952	Prbm.g_02076	Syan.g_01927
OG0000953	Prbm.g_02080	Syan.g_01922
OG0000954	Prbm.g_02084	Syan.g_01916
OG0000955	Prbm.g_02085	Syan.g_01915
OG0000956	Prbm.g_02087	Syan.g_01913
OG0000957	Prbm.g_02092	Syan.g_01898
OG0000958	Prbm.g_02093	Syan.g_01897
OG0000959	Prbm.g_02097	Syan.g_01893
OG0000960	Prbm.g_02098	Syan.g_01892
OG0000961	Prbm.g_02101	Syan.g_03024
OG0000962	Prbm.g_02103	Syan.g_01887
OG0000963	Prbm.g_02107	Syan.g_01881
OG0000964	Prbm.g_02108	Syan.g_01880
OG0000965	Prbm.g_02109	Syan.g_01879
OG0000966	Prbm.g_02144	Syan.g_01812
OG0000967	Prbm.g_02148	Syan.g_01804
OG0000968	Prbm.g_02150	Syan.g_01706
OG0000969	Prbm.g_02151	Syan.g_01708
OG0000970	Prbm.g_02152	Syan.g_01709
OG0000971	Prbm.g_02153	Syan.g_01711
OG0000972	Prbm.g_02154	Syan.g_01712
OG0000973	Prbm.g_02155	Syan.g_01713
OG0000974	Prbm.g_02156	Syan.g_01714
OG0000975	Prbm.g_02157	Syan.g_01715
OG0000976	Prbm.g_02158	Syan.g_01716
OG0000977	Prbm.g_02159	Syan.g_01718
OG0000978	Prbm.g_02160	Syan.g_01719
OG0000979	Prbm.g_02163	Syan.g_01722
OG0000980	Prbm.g_02165	Syan.g_01725
OG0000981	Prbm.g_02168	Syan.g_01728
OG0000982	Prbm.g_02170	Syan.g_01566
OG0000983	Prbm.g_02171	Syan.g_01567
OG0000984	Prbm.g_02172	Syan.g_01568
OG0000985	Prbm.g_02175	Syan.g_01572
OG0000986	Prbm.g_02177	Syan.g_01574
OG0000987	Prbm.g_02178	Syan.g_01576
OG0000988	Prbm.g_02181	Syan.g_01581
OG0000989	Prbm.g_02185	Syan.g_01587
OG0000990	Prbm.g_02190	Syan.g_01615
OG0000991	Prbm.g_02191	Syan.g_01618
OG0000992	Prbm.g_02194	Syan.g_01622
OG0000993	Prbm.g_02195	Syan.g_01623
OG0000994	Prbm.g_02196	Syan.g_01625
OG0000995	Prbm.g_02200	Syan.g_01629
OG0000996	Prbm.g_02201	Syan.g_01653
OG0000997	Prbm.g_02208	Syan.g_01677
OG0000998	Prbm.g_02210	Syan.g_01679
OG0000999	Prbm.g_02211	Syan.g_01680
OG0001000	Prbm.g_02214	Syan.g_01684
OG0001001	Prbm.g_02217	Syan.g_01690
OG0001002	Prbm.g_02222	Syan.g_01697
OG0001003	Prbm.g_02225	Syan.g_01699
OG0001004	Prbm.g_02226	Syan.g_01700
OG0001005	Prbm.g_02227	Syan.g_01701
OG0001006	Prbm.g_02231	Syan.g_01794
OG0001007	Prbm.g_02233	Syan.g_01796
OG0001008	Prbm.g_00447	Syan.g_02397
OG0001009	Prbm.g_00027	Syan.g_01748
OG0001010	Prbm.g_00028	Syan.g_01747
OG0001011	Prbm.g_00029	Syan.g_01745
OG0001012	Prbm.g_00052	Syan.g_00281
OG0001013	Prbm.g_00057	Syan.g_01542
OG0001014	Prbm.g_00060	Syan.g_01535
OG0001015	Prbm.g_00061	Syan.g_01534
OG0001016	Prbm.g_00130	Syan.g_02912
OG0001017	Prbm.g_00134	Syan.g_02918
OG0001018	Prbm.g_00137	Syan.g_02920
OG0001019	Prbm.g_00146	Syan.g_02947
OG0001020	Prbm.g_00147	Syan.g_02951
OG0001021	Prbm.g_00148	Syan.g_02958
OG0001022	Prbm.g_00151	Syan.g_02964
OG0001023	Prbm.g_00152	Syan.g_02965
OG0001024	Prbm.g_00155	Syan.g_00968
OG0001025	Prbm.g_00162	Syan.g_02971
OG0001026	Prbm.g_00170	Syan.g_02984
OG0001027	Prbm.g_00171	Syan.g_02308
OG0001028	Prbm.g_00173	Syan.g_02305
OG0001029	Prbm.g_00175	Syan.g_02303
OG0001030	Prbm.g_00191	Syan.g_02281
OG0001031	Prbm.g_00246	Syan.g_03060
OG0001032	Prbm.g_00247	Syan.g_03063
OG0001033	Prbm.g_00267	Syan.g_00970
OG0001034	Prbm.g_00296	Syan.g_02425
OG0001035	Prbm.g_00313	Syan.g_02062
OG0001036	Prbm.g_00318	Syan.g_02056
OG0001037	Prbm.g_00319	Syan.g_02054
OG0001038	Prbm.g_00335	Syan.g_02025
OG0001039	Prbm.g_00337	Syan.g_02022
OG0001040	Prbm.g_00340	Syan.g_02019
OG0001041	Prbm.g_00344	Syan.g_02015
OG0001042	Prbm.g_00360	Syan.g_01992
OG0001043	Prbm.g_00361	Syan.g_01988
OG0001044	Prbm.g_00399	Syan.g_02145
OG0001045	Prbm.g_00408	Syan.g_02132
OG0001046	Prbm.g_01121	Syan.g_00591
OG0001047	Prbm.g_00449	Syan.g_02399
OG0001048	Prbm.g_00450	Syan.g_02400
OG0001049	Prbm.g_00452	Syan.g_01340
OG0001050	Prbm.g_00453	Syan.g_01339
OG0001051	Prbm.g_00454	Syan.g_01338
OG0001052	Prbm.g_00497	Syan.g_02850
OG0001053	Prbm.g_00509	Syan.g_02761
OG0001054	Prbm.g_00523	Syan.g_02742
OG0001055	Prbm.g_00551	Syan.g_02721
OG0001056	Prbm.g_00569	Syan.g_01161
OG0001057	Prbm.g_00574	Syan.g_00832
OG0001058	Prbm.g_00582	Syan.g_00851
OG0001059	Prbm.g_00586	Syan.g_00855
OG0001060	Prbm.g_00593	Syan.g_00861
OG0001061	Prbm.g_00606	Syan.g_00880
OG0001063	Prbm.g_00609	Syan.g_00945
OG0001064	Prbm.g_00610	Syan.g_00946
OG0001065	Prbm.g_00611	Syan.g_00947
OG0001066	Prbm.g_00612	Syan.g_00948
OG0001067	Prbm.g_00613	Syan.g_00949
OG0001068	Prbm.g_00614	Syan.g_00950
OG0001069	Prbm.g_00615	Syan.g_00951
OG0001070	Prbm.g_00617	Syan.g_00955
OG0001071	Prbm.g_00618	Syan.g_00956
OG0001072	Prbm.g_00619	Syan.g_00960
OG0001073	Prbm.g_00634	Syan.g_01012
OG0001074	Prbm.g_00646	Syan.g_00202
OG0001075	Prbm.g_00647	Syan.g_00200
OG0001076	Prbm.g_00654	Syan.g_00012
OG0001077	Prbm.g_00659	Syan.g_01140
OG0001078	Prbm.g_00667	Syan.g_00815
OG0001079	Prbm.g_00678	Syan.g_00799
OG0001080	Prbm.g_00684	Syan.g_00781
OG0001081	Prbm.g_00686	Syan.g_00779
OG0001082	Prbm.g_00687	Syan.g_00778
OG0001083	Prbm.g_00692	Syan.g_00771
OG0001084	Prbm.g_00693	Syan.g_00770
OG0001086	Prbm.g_00704	Syan.g_00757
OG0001087	Prbm.g_00725	Syan.g_01159
OG0001088	Prbm.g_00726	Syan.g_02688
OG0001089	Prbm.g_00734	Syan.g_00185
OG0001090	Prbm.g_00743	Syan.g_00317
OG0001091	Prbm.g_00745	Syan.g_00320
OG0001092	Prbm.g_00746	Syan.g_00322
OG0001093	Prbm.g_00751	Syan.g_00328
OG0001094	Prbm.g_00808	Syan.g_00696
OG0001095	Prbm.g_00827	Syan.g_00675
OG0001096	Prbm.g_00842	Syan.g_00659
OG0001097	Prbm.g_00860	Syan.g_00386
OG0001099	Prbm.g_00914	Syan.g_02304
OG0001100	Prbm.g_00921	Syan.g_00749
OG0001101	Prbm.g_00923	Syan.g_00747
OG0001102	Prbm.g_00926	Syan.g_00744
OG0001103	Prbm.g_00928	Syan.g_00742
OG0001104	Prbm.g_00794	Syan.g_00714
OG0001106	Prbm.g_00976	Syan.g_00551
OG0001107	Prbm.g_00986	Syan.g_00563
OG0001108	Prbm.g_00990	Syan.g_00571
OG0001109	Prbm.g_00991	Syan.g_00573
OG0001110	Prbm.g_00993	Syan.g_00575
OG0001111	Prbm.g_00994	Syan.g_00577
OG0001112	Prbm.g_00995	Syan.g_00579
OG0001113	Prbm.g_00996	Syan.g_00580
OG0001114	Prbm.g_00997	Syan.g_00581
OG0001115	Prbm.g_00999	Syan.g_00586
OG0001116	Prbm.g_01000	Syan.g_00588
OG0001117	Prbm.g_01001	Syan.g_00589
OG0001118	Prbm.g_01002	Syan.g_00590
OG0001119	Prbm.g_01003	Syan.g_00592
OG0001120	Prbm.g_01004	Syan.g_00597
OG0001122	Prbm.g_01033	Syan.g_00366
OG0001123	Prbm.g_01037	Syan.g_00359
OG0001124	Prbm.g_01039	Syan.g_00357
OG0001125	Prbm.g_01041	Syan.g_00355
OG0001126	Prbm.g_01052	Syan.g_00307
OG0001127	Prbm.g_01053	Syan.g_00306
OG0001128	Prbm.g_01056	Syan.g_00303
OG0001129	Prbm.g_01057	Syan.g_00301
OG0001130	Prbm.g_01058	Syan.g_00300
