Orthogroup	Prbm	Syae
OG0000565	Prbm.g_00594	Syae.g_02414
OG0000566	Prbm.g_00596	Syae.g_02418
OG0000567	Prbm.g_00600	Syae.g_02422
OG0000568	Prbm.g_00601	Syae.g_02427
OG0000569	Prbm.g_00602	Syae.g_02428
OG0000570	Prbm.g_00603	Syae.g_02429
OG0000571	Prbm.g_00605	Syae.g_02433
OG0000572	Prbm.g_00616	Syae.g_02448
OG0000573	Prbm.g_00621	Syae.g_02456
OG0000574	Prbm.g_00624	Syae.g_02457
OG0000575	Prbm.g_00627	Syae.g_02461
OG0000576	Prbm.g_00629	Syae.g_02463
OG0000577	Prbm.g_00630	Syae.g_02464
OG0000578	Prbm.g_00631	Syae.g_02465
OG0000579	Prbm.g_00632	Syae.g_02466
OG0000580	Prbm.g_00633	Syae.g_02467
OG0000581	Prbm.g_00636	Syae.g_02473
OG0000582	Prbm.g_00639	Syae.g_00018
OG0000583	Prbm.g_00640	Syae.g_00019
OG0000584	Prbm.g_00641	Syae.g_00020
OG0000585	Prbm.g_00643	Syae.g_00022
OG0000586	Prbm.g_00644	Syae.g_00023
OG0000587	Prbm.g_00645	Syae.g_00025
OG0000588	Prbm.g_00649	Syae.g_00043
OG0000589	Prbm.g_00652	Syae.g_00047
OG0000590	Prbm.g_00653	Syae.g_00048
OG0000591	Prbm.g_00656	Syae.g_00056
OG0000592	Prbm.g_00657	Syae.g_00057
OG0000593	Prbm.g_00663	Syae.g_00070
OG0000594	Prbm.g_00664	Syae.g_00071
OG0000595	Prbm.g_00665	Syae.g_00072
OG0000596	Prbm.g_00669	Syae.g_00077
OG0000597	Prbm.g_00671	Syae.g_00080
OG0000598	Prbm.g_00672	Syae.g_00081
OG0000599	Prbm.g_00675	Syae.g_00084
OG0000600	Prbm.g_00676	Syae.g_00085
OG0000601	Prbm.g_00677	Syae.g_00086
OG0000602	Prbm.g_00679	Syae.g_00091
OG0000603	Prbm.g_00680	Syae.g_00092
OG0000604	Prbm.g_00681	Syae.g_00095
OG0000605	Prbm.g_00682	Syae.g_00260
OG0000606	Prbm.g_00685	Syae.g_00616
OG0000607	Prbm.g_00688	Syae.g_00613
OG0000608	Prbm.g_00689	Syae.g_00612
OG0000609	Prbm.g_00690	Syae.g_00610
OG0000610	Prbm.g_00696	Syae.g_00601
OG0000611	Prbm.g_00699	Syae.g_00598
OG0000612	Prbm.g_00700	Syae.g_00597
OG0000613	Prbm.g_00706	Syae.g_01910
OG0000614	Prbm.g_00730	Syae.g_00765
OG0000615	Prbm.g_00737	Syae.g_00557
OG0000616	Prbm.g_02220	Syae.g_01696
OG0000617	Prbm.g_00748	Syae.g_00464
OG0000618	Prbm.g_00749	Syae.g_00463
OG0000619	Prbm.g_00750	Syae.g_00462
OG0000620	Prbm.g_00753	Syae.g_00456
OG0000621	Prbm.g_00754	Syae.g_00455
OG0000622	Prbm.g_00755	Syae.g_00454
OG0000623	Prbm.g_00756	Syae.g_00453
OG0000624	Prbm.g_00758	Syae.g_00451
OG0000625	Prbm.g_00759	Syae.g_00450
OG0000626	Prbm.g_00760	Syae.g_00449
OG0000627	Prbm.g_00762	Syae.g_00299
OG0000628	Prbm.g_00763	Syae.g_00300
OG0000629	Prbm.g_00764	Syae.g_00303
OG0000630	Prbm.g_00767	Syae.g_00310
OG0000631	Prbm.g_00959	Syae.g_00317
OG0000632	Prbm.g_00960	Syae.g_00318
OG0000633	Prbm.g_00961	Syae.g_00320
OG0000634	Prbm.g_00810	Syae.g_00525
OG0000635	Prbm.g_00811	Syae.g_00524
OG0000636	Prbm.g_00813	Syae.g_00522
OG0000637	Prbm.g_00815	Syae.g_00520
OG0000638	Prbm.g_00816	Syae.g_00519
OG0000639	Prbm.g_00817	Syae.g_00518
OG0000640	Prbm.g_00818	Syae.g_00517
OG0000641	Prbm.g_00822	Syae.g_00513
OG0000642	Prbm.g_00823	Syae.g_00512
OG0000643	Prbm.g_00824	Syae.g_00510
OG0000644	Prbm.g_00825	Syae.g_00509
OG0000645	Prbm.g_00826	Syae.g_00507
OG0000646	Prbm.g_00829	Syae.g_00504
OG0000647	Prbm.g_00831	Syae.g_00502
OG0000648	Prbm.g_00833	Syae.g_00499
OG0000649	Prbm.g_00834	Syae.g_00498
OG0000650	Prbm.g_00835	Syae.g_00497
OG0000651	Prbm.g_00836	Syae.g_00496
OG0000652	Prbm.g_00837	Syae.g_00495
OG0000653	Prbm.g_00839	Syae.g_00493
OG0000654	Prbm.g_00840	Syae.g_00492
OG0000655	Prbm.g_00841	Syae.g_00491
OG0000656	Prbm.g_00844	Syae.g_00488
OG0000657	Prbm.g_00850	Syae.g_00834
OG0000658	Prbm.g_00852	Syae.g_00837
OG0000659	Prbm.g_00853	Syae.g_00838
OG0000660	Prbm.g_00857	Syae.g_00842
OG0000661	Prbm.g_00859	Syae.g_00844
OG0000662	Prbm.g_00861	Syae.g_00846
OG0000663	Prbm.g_00863	Syae.g_00849
OG0000664	Prbm.g_00864	Syae.g_00850
OG0000665	Prbm.g_00868	Syae.g_00121
OG0000666	Prbm.g_00869	Syae.g_00258
OG0000667	Prbm.g_00873	Syae.g_02056
OG0000668	Prbm.g_00911	Syae.g_00418
OG0000669	Prbm.g_00919	Syae.g_00585
OG0000670	Prbm.g_00922	Syae.g_00582
OG0000671	Prbm.g_00924	Syae.g_00580
OG0000672	Prbm.g_00927	Syae.g_00577
OG0000673	Prbm.g_00930	Syae.g_00574
OG0000674	Prbm.g_00932	Syae.g_00572
OG0000675	Prbm.g_00933	Syae.g_00571
OG0000676	Prbm.g_00935	Syae.g_00569
OG0000677	Prbm.g_00936	Syae.g_00568
OG0000678	Prbm.g_00939	Syae.g_00564
OG0000679	Prbm.g_00943	Syae.g_00555
OG0000680	Prbm.g_00944	Syae.g_00554
OG0000681	Prbm.g_00946	Syae.g_00551
OG0000682	Prbm.g_00947	Syae.g_00550
OG0000683	Prbm.g_00948	Syae.g_00549
OG0000684	Prbm.g_00793	Syae.g_00545
OG0000685	Prbm.g_00795	Syae.g_00543
OG0000686	Prbm.g_00796	Syae.g_00542
OG0000687	Prbm.g_00797	Syae.g_00541
OG0000688	Prbm.g_00800	Syae.g_00536
OG0000689	Prbm.g_00801	Syae.g_00534
OG0000690	Prbm.g_00802	Syae.g_00533
OG0000691	Prbm.g_00803	Syae.g_00532
OG0000692	Prbm.g_00805	Syae.g_00531
OG0000693	Prbm.g_00806	Syae.g_00529
OG0000694	Prbm.g_00807	Syae.g_00528
OG0000695	Prbm.g_00963	Syae.g_00322
OG0000696	Prbm.g_00964	Syae.g_00323
OG0000697	Prbm.g_00965	Syae.g_00325
OG0000698	Prbm.g_00968	Syae.g_00328
OG0000699	Prbm.g_00969	Syae.g_00330
OG0000700	Prbm.g_00970	Syae.g_00331
OG0000701	Prbm.g_00971	Syae.g_00332
OG0000702	Prbm.g_00973	Syae.g_00341
OG0000703	Prbm.g_00974	Syae.g_00342
OG0000704	Prbm.g_00975	Syae.g_00345
OG0000705	Prbm.g_00981	Syae.g_00352
OG0000706	Prbm.g_00982	Syae.g_00353
OG0000707	Prbm.g_00983	Syae.g_00354
OG0000708	Prbm.g_00985	Syae.g_00357
OG0000709	Prbm.g_00989	Syae.g_00365
OG0000710	Prbm.g_00992	Syae.g_00369
OG0000711	Prbm.g_01007	Syae.g_00398
OG0000712	Prbm.g_01009	Syae.g_00400
OG0000713	Prbm.g_01010	Syae.g_00401
OG0000714	Prbm.g_01011	Syae.g_00403
OG0000715	Prbm.g_01013	Syae.g_00405
OG0000716	Prbm.g_01014	Syae.g_00409
OG0000717	Prbm.g_01015	Syae.g_00410
OG0000718	Prbm.g_01031	Syae.g_00414
OG0000719	Prbm.g_01032	Syae.g_00416
OG0000720	Prbm.g_01042	Syae.g_00429
OG0000721	Prbm.g_01043	Syae.g_00431
OG0000722	Prbm.g_01044	Syae.g_00432
OG0000723	Prbm.g_01048	Syae.g_00445
OG0000724	Prbm.g_01059	Syae.g_00799
OG0000725	Prbm.g_00887	Syae.g_00789
OG0000726	Prbm.g_00886	Syae.g_00788
OG0000727	Prbm.g_00885	Syae.g_00787
OG0000728	Prbm.g_00883	Syae.g_00785
OG0000729	Prbm.g_02104	Syae.g_01819
OG0000730	Prbm.g_00398	Syae.g_02189
OG0000731	Prbm.g_00406	Syae.g_02201
OG0000732	Prbm.g_02166	Syae.g_01764
OG0000733	Prbm.g_01911	Syae.g_01599
OG0000734	Prbm.g_01565	Syae.g_01371
OG0000735	Prbm.g_01563	Syae.g_00942
OG0000736	Prbm.g_01562	Syae.g_00941
OG0000737	Prbm.g_01561	Syae.g_00940
OG0000738	Prbm.g_01557	Syae.g_00935
OG0000739	Prbm.g_01556	Syae.g_00928
OG0000740	Prbm.g_01555	Syae.g_00927
OG0000741	Prbm.g_01553	Syae.g_00924
OG0000742	Prbm.g_01550	Syae.g_00922
OG0000743	Prbm.g_01548	Syae.g_00920
OG0000744	Prbm.g_01547	Syae.g_00919
OG0000745	Prbm.g_01545	Syae.g_00917
OG0000746	Prbm.g_01543	Syae.g_00915
OG0000747	Prbm.g_01542	Syae.g_00914
OG0000748	Prbm.g_01538	Syae.g_00902
OG0000749	Prbm.g_01537	Syae.g_00900
OG0000750	Prbm.g_01536	Syae.g_00899
OG0000751	Prbm.g_01533	Syae.g_00892
OG0000752	Prbm.g_01531	Syae.g_00890
OG0000753	Prbm.g_01529	Syae.g_00887
OG0000754	Prbm.g_01525	Syae.g_00641
OG0000755	Prbm.g_01520	Syae.g_00651
OG0000756	Prbm.g_01519	Syae.g_00652
OG0000757	Prbm.g_01512	Syae.g_00661
OG0000758	Prbm.g_01511	Syae.g_00662
OG0000759	Prbm.g_01510	Syae.g_00663
OG0000760	Prbm.g_01509	Syae.g_00664
OG0000761	Prbm.g_01508	Syae.g_00668
OG0000762	Prbm.g_01507	Syae.g_00672
OG0000763	Prbm.g_01505	Syae.g_00676
OG0000764	Prbm.g_01504	Syae.g_00677
OG0000765	Prbm.g_01496	Syae.g_00695
OG0000766	Prbm.g_01495	Syae.g_00696
OG0000767	Prbm.g_01494	Syae.g_00698
OG0000768	Prbm.g_01493	Syae.g_00699
OG0000769	Prbm.g_01491	Syae.g_00701
OG0000770	Prbm.g_01490	Syae.g_00704
OG0000771	Prbm.g_01054	Syae.g_00805
OG0000772	Prbm.g_01356	Syae.g_00168
OG0000773	Prbm.g_01602	Syae.g_00947
OG0000774	Prbm.g_01605	Syae.g_00951
OG0000775	Prbm.g_01606	Syae.g_00954
OG0000776	Prbm.g_01607	Syae.g_00955
OG0000777	Prbm.g_01608	Syae.g_00956
OG0000778	Prbm.g_01609	Syae.g_00957
OG0000779	Prbm.g_01613	Syae.g_00963
OG0000780	Prbm.g_01614	Syae.g_00967
OG0000781	Prbm.g_01616	Syae.g_00971
OG0000782	Prbm.g_01617	Syae.g_00972
OG0000783	Prbm.g_01618	Syae.g_00973
OG0000784	Prbm.g_01619	Syae.g_00974
OG0000785	Prbm.g_01621	Syae.g_00976
OG0000786	Prbm.g_01624	Syae.g_02477
OG0000787	Prbm.g_01625	Syae.g_02476
OG0000788	Prbm.g_00777	Syae.g_00087
OG0000789	Prbm.g_01051	Syae.g_00281
OG0000790	Prbm.g_01665	Syae.g_02294
OG0000791	Prbm.g_01667	Syae.g_02292
OG0000792	Prbm.g_01668	Syae.g_02291
OG0000793	Prbm.g_01671	Syae.g_02286
OG0000794	Prbm.g_01672	Syae.g_02285
OG0000795	Prbm.g_01673	Syae.g_02284
OG0000796	Prbm.g_01677	Syae.g_02280
OG0000797	Prbm.g_01678	Syae.g_02279
OG0000799	Prbm.g_01691	Syae.g_00010
OG0000800	Prbm.g_01692	Syae.g_00009
OG0000801	Prbm.g_01693	Syae.g_00008
OG0000802	Prbm.g_01695	Syae.g_02686
OG0000803	Prbm.g_01697	Syae.g_02680
OG0000804	Prbm.g_01698	Syae.g_02677
OG0000805	Prbm.g_01700	Syae.g_02663
OG0000806	Prbm.g_01702	Syae.g_02661
OG0000807	Prbm.g_01703	Syae.g_02659
OG0000808	Prbm.g_01704	Syae.g_02658
OG0000809	Prbm.g_01708	Syae.g_02655
OG0000810	Prbm.g_01709	Syae.g_02654
OG0000811	Prbm.g_01713	Syae.g_02648
OG0000812	Prbm.g_01715	Syae.g_02646
OG0000813	Prbm.g_01716	Syae.g_02645
OG0000814	Prbm.g_01718	Syae.g_02643
OG0000815	Prbm.g_01719	Syae.g_02642
OG0000816	Prbm.g_01721	Syae.g_02641
OG0000817	Prbm.g_01722	Syae.g_02640
OG0000818	Prbm.g_01726	Syae.g_02634
OG0000819	Prbm.g_01727	Syae.g_02633
OG0000820	Prbm.g_01728	Syae.g_02632
OG0000821	Prbm.g_01731	Syae.g_02626
OG0000822	Prbm.g_01732	Syae.g_02624
OG0000823	Prbm.g_01733	Syae.g_02623
OG0000824	Prbm.g_01736	Syae.g_02617
OG0000825	Prbm.g_01737	Syae.g_02616
OG0000826	Prbm.g_01738	Syae.g_02615
OG0000827	Prbm.g_01739	Syae.g_02614
OG0000828	Prbm.g_01742	Syae.g_02612
OG0000829	Prbm.g_01743	Syae.g_02611
OG0000830	Prbm.g_01744	Syae.g_02610
OG0000831	Prbm.g_01746	Syae.g_02608
OG0000832	Prbm.g_01756	Syae.g_01081
OG0000833	Prbm.g_01764	Syae.g_01106
OG0000834	Prbm.g_01765	Syae.g_01108
OG0000835	Prbm.g_01766	Syae.g_01109
OG0000836	Prbm.g_01768	Syae.g_01113
OG0000837	Prbm.g_01769	Syae.g_01115
OG0000838	Prbm.g_01771	Syae.g_01119
OG0000839	Prbm.g_01772	Syae.g_01120
OG0000840	Prbm.g_01773	Syae.g_01121
OG0000841	Prbm.g_01774	Syae.g_01122
OG0000842	Prbm.g_01775	Syae.g_01123
OG0000843	Prbm.g_01776	Syae.g_01124
OG0000844	Prbm.g_01777	Syae.g_01125
OG0000845	Prbm.g_01778	Syae.g_01126
OG0000846	Prbm.g_01779	Syae.g_01127
OG0000847	Prbm.g_01780	Syae.g_01128
OG0000848	Prbm.g_01781	Syae.g_01130
OG0000849	Prbm.g_01782	Syae.g_01131
OG0000850	Prbm.g_01784	Syae.g_01133
OG0000851	Prbm.g_01785	Syae.g_01139
OG0000852	Prbm.g_01786	Syae.g_01140
OG0000853	Prbm.g_01791	Syae.g_01144
OG0000854	Prbm.g_01793	Syae.g_01146
OG0000855	Prbm.g_01794	Syae.g_01147
OG0000856	Prbm.g_01685	Syae.g_00059
OG0000857	Prbm.g_00830	Syae.g_00503
OG0000858	Prbm.g_01835	Syae.g_01153
OG0000859	Prbm.g_01836	Syae.g_01154
OG0000860	Prbm.g_01843	Syae.g_01165
OG0000861	Prbm.g_01844	Syae.g_01166
OG0000862	Prbm.g_01845	Syae.g_01167
OG0000863	Prbm.g_01846	Syae.g_01170
OG0000864	Prbm.g_01847	Syae.g_01171
OG0000865	Prbm.g_01848	Syae.g_01172
OG0000866	Prbm.g_01849	Syae.g_01173
OG0000867	Prbm.g_01850	Syae.g_01174
OG0000868	Prbm.g_01851	Syae.g_01177
OG0000869	Prbm.g_01854	Syae.g_01182
OG0000870	Prbm.g_01859	Syae.g_01187
OG0000871	Prbm.g_01860	Syae.g_01188
OG0000872	Prbm.g_01861	Syae.g_01196
OG0000873	Prbm.g_01864	Syae.g_01199
OG0000874	Prbm.g_01867	Syae.g_01194
OG0000875	Prbm.g_01869	Syae.g_01244
OG0000876	Prbm.g_01870	Syae.g_01020
OG0000877	Prbm.g_01872	Syae.g_01025
OG0000878	Prbm.g_01873	Syae.g_01026
OG0000879	Prbm.g_01874	Syae.g_01027
OG0000880	Prbm.g_01875	Syae.g_01028
OG0000881	Prbm.g_01878	Syae.g_01034
OG0000882	Prbm.g_01883	Syae.g_01039
OG0000883	Prbm.g_01885	Syae.g_01041
OG0000884	Prbm.g_01887	Syae.g_01043
OG0000885	Prbm.g_01888	Syae.g_01044
OG0000886	Prbm.g_01889	Syae.g_01045
OG0000887	Prbm.g_01890	Syae.g_01046
OG0000888	Prbm.g_01892	Syae.g_01048
OG0000889	Prbm.g_01894	Syae.g_01050
OG0000890	Prbm.g_01895	Syae.g_01056
OG0000891	Prbm.g_01896	Syae.g_01057
OG0000892	Prbm.g_01898	Syae.g_01059
OG0000893	Prbm.g_01948	Syae.g_02031
OG0000894	Prbm.g_01951	Syae.g_02034
OG0000895	Prbm.g_01954	Syae.g_02038
OG0000896	Prbm.g_01955	Syae.g_02039
OG0000897	Prbm.g_01957	Syae.g_02041
OG0000898	Prbm.g_01958	Syae.g_02042
OG0000899	Prbm.g_01959	Syae.g_02043
OG0000900	Prbm.g_01960	Syae.g_02044
OG0000901	Prbm.g_01963	Syae.g_02049
OG0000902	Prbm.g_01965	Syae.g_02051
OG0000903	Prbm.g_01975	Syae.g_02077
OG0000904	Prbm.g_01970	Syae.g_02071
OG0000905	Prbm.g_01967	Syae.g_02065
OG0000906	Prbm.g_01966	Syae.g_02063
OG0000907	Prbm.g_01990	Syae.g_02079
OG0000908	Prbm.g_01993	Syae.g_02082
OG0000909	Prbm.g_01994	Syae.g_02083
OG0000910	Prbm.g_01995	Syae.g_02084
OG0000911	Prbm.g_01997	Syae.g_02086
OG0000912	Prbm.g_01998	Syae.g_02087
OG0000913	Prbm.g_01999	Syae.g_02088
OG0000914	Prbm.g_02000	Syae.g_02089
OG0000915	Prbm.g_02001	Syae.g_02091
OG0000916	Prbm.g_02002	Syae.g_02092
OG0000917	Prbm.g_02003	Syae.g_02093
OG0000918	Prbm.g_02004	Syae.g_02094
OG0000919	Prbm.g_02005	Syae.g_02095
OG0000920	Prbm.g_02006	Syae.g_02096
OG0000921	Prbm.g_02007	Syae.g_02097
OG0000922	Prbm.g_02008	Syae.g_02098
OG0000923	Prbm.g_02012	Syae.g_02102
OG0000924	Prbm.g_02013	Syae.g_02103
OG0000925	Prbm.g_02014	Syae.g_02104
OG0000926	Prbm.g_02015	Syae.g_02105
OG0000927	Prbm.g_02017	Syae.g_02107
OG0000928	Prbm.g_02018	Syae.g_02108
OG0000929	Prbm.g_02019	Syae.g_02109
OG0000930	Prbm.g_02020	Syae.g_02110
OG0000931	Prbm.g_02021	Syae.g_02111
OG0000932	Prbm.g_02022	Syae.g_02112
OG0000933	Prbm.g_02026	Syae.g_02118
OG0000934	Prbm.g_02028	Syae.g_02120
OG0000935	Prbm.g_02029	Syae.g_02121
OG0000936	Prbm.g_02030	Syae.g_02122
OG0000937	Prbm.g_02031	Syae.g_02123
OG0000938	Prbm.g_02034	Syae.g_02126
OG0000939	Prbm.g_02035	Syae.g_02127
OG0000940	Prbm.g_02042	Syae.g_02133
OG0000941	Prbm.g_02044	Syae.g_02135
OG0000942	Prbm.g_02046	Syae.g_02137
OG0000943	Prbm.g_02048	Syae.g_02138
OG0000944	Prbm.g_02050	Syae.g_02140
OG0000945	Prbm.g_02051	Syae.g_02142
OG0000946	Prbm.g_02057	Syae.g_02146
OG0000947	Prbm.g_02059	Syae.g_02149
OG0000948	Prbm.g_02060	Syae.g_02150
OG0000949	Prbm.g_02063	Syae.g_01884
OG0000950	Prbm.g_02068	Syae.g_01873
OG0000951	Prbm.g_02072	Syae.g_01866
OG0000952	Prbm.g_02076	Syae.g_01859
OG0000953	Prbm.g_02080	Syae.g_01854
OG0000954	Prbm.g_02084	Syae.g_01845
OG0000955	Prbm.g_02085	Syae.g_01844
OG0000956	Prbm.g_02087	Syae.g_01842
OG0000957	Prbm.g_02092	Syae.g_01831
OG0000958	Prbm.g_02093	Syae.g_01830
OG0000959	Prbm.g_02097	Syae.g_01826
OG0000960	Prbm.g_02098	Syae.g_01825
OG0000961	Prbm.g_02101	Syae.g_01822
OG0000962	Prbm.g_02103	Syae.g_01820
OG0000963	Prbm.g_02107	Syae.g_01814
OG0000964	Prbm.g_02108	Syae.g_01813
OG0000965	Prbm.g_02109	Syae.g_01812
OG0000966	Prbm.g_02144	Syae.g_01789
OG0000967	Prbm.g_02148	Syae.g_01782
OG0000968	Prbm.g_02150	Syae.g_01787
OG0000969	Prbm.g_02151	Syae.g_01785
OG0000970	Prbm.g_02152	Syae.g_01784
OG0000971	Prbm.g_02153	Syae.g_01779
OG0000972	Prbm.g_02154	Syae.g_01778
OG0000973	Prbm.g_02155	Syae.g_01777
OG0000974	Prbm.g_02156	Syae.g_01776
OG0000975	Prbm.g_02157	Syae.g_01775
OG0000976	Prbm.g_02158	Syae.g_01774
OG0000977	Prbm.g_02159	Syae.g_01772
OG0000978	Prbm.g_02160	Syae.g_01771
OG0000979	Prbm.g_02163	Syae.g_01768
OG0000980	Prbm.g_02165	Syae.g_01765
OG0000981	Prbm.g_02168	Syae.g_01762
OG0000982	Prbm.g_02170	Syae.g_01568
OG0000983	Prbm.g_02171	Syae.g_01569
OG0000984	Prbm.g_02172	Syae.g_01570
OG0000985	Prbm.g_02175	Syae.g_01572
OG0000986	Prbm.g_02177	Syae.g_01575
OG0000987	Prbm.g_02178	Syae.g_01577
OG0000988	Prbm.g_02181	Syae.g_01583
OG0000989	Prbm.g_02185	Syae.g_01591
OG0000990	Prbm.g_02190	Syae.g_01606
OG0000991	Prbm.g_02191	Syae.g_01609
OG0000992	Prbm.g_02194	Syae.g_01612
OG0000993	Prbm.g_02195	Syae.g_01613
OG0000994	Prbm.g_02196	Syae.g_01616
OG0000995	Prbm.g_02200	Syae.g_01627
OG0000996	Prbm.g_02201	Syae.g_01667
OG0000997	Prbm.g_02208	Syae.g_01678
OG0000998	Prbm.g_02210	Syae.g_01680
OG0000999	Prbm.g_02211	Syae.g_01683
OG0001000	Prbm.g_02214	Syae.g_01686
OG0001001	Prbm.g_02217	Syae.g_01692
OG0001002	Prbm.g_02222	Syae.g_01699
OG0001003	Prbm.g_02225	Syae.g_01701
OG0001004	Prbm.g_02226	Syae.g_01702
OG0001005	Prbm.g_02227	Syae.g_01703
OG0001006	Prbm.g_02231	Syae.g_01710
OG0001007	Prbm.g_02233	Syae.g_01712
OG0001008	Prbm.g_00447	Syae.g_00993
OG0001009	Prbm.g_00027	Syae.g_01744
OG0001010	Prbm.g_00028	Syae.g_01745
OG0001011	Prbm.g_00029	Syae.g_01747
OG0001012	Prbm.g_00052	Syae.g_01564
OG0001013	Prbm.g_00057	Syae.g_01552
OG0001014	Prbm.g_00060	Syae.g_01548
OG0001015	Prbm.g_00061	Syae.g_01547
OG0001016	Prbm.g_00130	Syae.g_01290
OG0001017	Prbm.g_00134	Syae.g_01296
OG0001018	Prbm.g_00137	Syae.g_01298
OG0001019	Prbm.g_00146	Syae.g_01334
OG0001020	Prbm.g_00147	Syae.g_01340
OG0001021	Prbm.g_00148	Syae.g_01344
OG0001022	Prbm.g_00151	Syae.g_01348
OG0001023	Prbm.g_00152	Syae.g_01349
OG0001024	Prbm.g_00155	Syae.g_01353
OG0001025	Prbm.g_00162	Syae.g_01360
OG0001026	Prbm.g_00170	Syae.g_01373
OG0001027	Prbm.g_00171	Syae.g_01377
OG0001028	Prbm.g_00173	Syae.g_01379
OG0001029	Prbm.g_00175	Syae.g_01381
OG0001030	Prbm.g_00191	Syae.g_01403
OG0001031	Prbm.g_00246	Syae.g_01475
OG0001032	Prbm.g_00247	Syae.g_01479
OG0001033	Prbm.g_00267	Syae.g_01505
OG0001034	Prbm.g_00296	Syae.g_02238
OG0001035	Prbm.g_00313	Syae.g_02006
OG0001036	Prbm.g_00318	Syae.g_02001
OG0001037	Prbm.g_00319	Syae.g_01999
OG0001038	Prbm.g_00335	Syae.g_01971
OG0001039	Prbm.g_00337	Syae.g_01968
OG0001040	Prbm.g_00340	Syae.g_01965
OG0001041	Prbm.g_00344	Syae.g_01960
OG0001042	Prbm.g_00360	Syae.g_01935
OG0001043	Prbm.g_00361	Syae.g_01931
OG0001044	Prbm.g_00399	Syae.g_02191
OG0001045	Prbm.g_00408	Syae.g_02204
OG0001046	Prbm.g_01121	Syae.g_00385
OG0001047	Prbm.g_00449	Syae.g_00991
OG0001048	Prbm.g_00450	Syae.g_00990
OG0001049	Prbm.g_00452	Syae.g_00987
OG0001050	Prbm.g_00453	Syae.g_00986
OG0001051	Prbm.g_00454	Syae.g_00985
OG0001052	Prbm.g_00497	Syae.g_02526
OG0001053	Prbm.g_00509	Syae.g_02312
OG0001054	Prbm.g_00523	Syae.g_02329
OG0001055	Prbm.g_00551	Syae.g_02350
OG0001056	Prbm.g_00569	Syae.g_02379
OG0001057	Prbm.g_00574	Syae.g_02388
OG0001058	Prbm.g_00582	Syae.g_02402
OG0001059	Prbm.g_00586	Syae.g_02406
OG0001060	Prbm.g_00593	Syae.g_02412
OG0001061	Prbm.g_00606	Syae.g_02434
OG0001062	Prbm.g_00608	Syae.g_02436
OG0001063	Prbm.g_00609	Syae.g_02440
OG0001064	Prbm.g_00610	Syae.g_02441
OG0001065	Prbm.g_00611	Syae.g_02442
OG0001066	Prbm.g_00612	Syae.g_02443
OG0001067	Prbm.g_00613	Syae.g_02444
OG0001068	Prbm.g_00614	Syae.g_02445
OG0001069	Prbm.g_00615	Syae.g_02446
OG0001070	Prbm.g_00617	Syae.g_02449
OG0001071	Prbm.g_00618	Syae.g_02450
OG0001072	Prbm.g_00619	Syae.g_02454
OG0001073	Prbm.g_00634	Syae.g_02468
OG0001074	Prbm.g_00646	Syae.g_00027
OG0001075	Prbm.g_00647	Syae.g_00029
OG0001076	Prbm.g_00654	Syae.g_00050
OG0001077	Prbm.g_00659	Syae.g_00061
OG0001078	Prbm.g_00667	Syae.g_00075
OG0001079	Prbm.g_00678	Syae.g_00088
OG0001080	Prbm.g_00684	Syae.g_00267
OG0001081	Prbm.g_00686	Syae.g_00615
OG0001082	Prbm.g_00687	Syae.g_00614
OG0001083	Prbm.g_00692	Syae.g_00605
OG0001084	Prbm.g_00693	Syae.g_00604
OG0001085	Prbm.g_00703	Syae.g_00594
OG0001086	Prbm.g_00704	Syae.g_00592
OG0001087	Prbm.g_00725	Syae.g_00751
OG0001088	Prbm.g_00726	Syae.g_00755
OG0001089	Prbm.g_00734	Syae.g_00781
OG0001090	Prbm.g_00743	Syae.g_00471
OG0001091	Prbm.g_00745	Syae.g_00469
OG0001092	Prbm.g_00746	Syae.g_00466
OG0001093	Prbm.g_00751	Syae.g_00460
OG0001094	Prbm.g_00808	Syae.g_00527
OG0001095	Prbm.g_00827	Syae.g_00506
OG0001096	Prbm.g_00842	Syae.g_00490
OG0001097	Prbm.g_00860	Syae.g_00845
OG0001098	Prbm.g_00877	Syae.g_00269
OG0001099	Prbm.g_00914	Syae.g_01380
OG0001100	Prbm.g_00921	Syae.g_00583
OG0001101	Prbm.g_00923	Syae.g_00581
OG0001102	Prbm.g_00926	Syae.g_00578
OG0001103	Prbm.g_00928	Syae.g_00576
OG0001104	Prbm.g_00794	Syae.g_00544
OG0001105	Prbm.g_00798	Syae.g_00540
OG0001106	Prbm.g_00976	Syae.g_00346
OG0001107	Prbm.g_00986	Syae.g_00358
OG0001108	Prbm.g_00990	Syae.g_00366
OG0001109	Prbm.g_00991	Syae.g_00368
OG0001110	Prbm.g_00993	Syae.g_00370
OG0001111	Prbm.g_00994	Syae.g_00372
OG0001112	Prbm.g_00995	Syae.g_00374
OG0001113	Prbm.g_00996	Syae.g_00375
OG0001114	Prbm.g_00997	Syae.g_00376
OG0001115	Prbm.g_00999	Syae.g_00380
OG0001116	Prbm.g_01000	Syae.g_00382
OG0001117	Prbm.g_01001	Syae.g_00383
OG0001118	Prbm.g_01002	Syae.g_00384
OG0001119	Prbm.g_01003	Syae.g_00386
OG0001120	Prbm.g_01004	Syae.g_00390
OG0001121	Prbm.g_01648	Syae.g_00133
OG0001122	Prbm.g_01033	Syae.g_00417
OG0001123	Prbm.g_01037	Syae.g_00424
OG0001124	Prbm.g_01039	Syae.g_00426
