Orthogroup	Prbm	Prad
OG0000540	Prbm.g_00536	Prad.g_00127
OG0000541	Prbm.g_00537	Prad.g_00126
OG0000542	Prbm.g_00539	Prad.g_00124
OG0000543	Prbm.g_00541	Prad.g_00122
OG0000544	Prbm.g_00542	Prad.g_00121
OG0000545	Prbm.g_00544	Prad.g_00119
OG0000546	Prbm.g_00547	Prad.g_00116
OG0000547	Prbm.g_00549	Prad.g_00114
OG0000548	Prbm.g_00550	Prad.g_00113
OG0000549	Prbm.g_00553	Prad.g_00111
OG0000550	Prbm.g_00557	Prad.g_00106
OG0000551	Prbm.g_00560	Prad.g_00102
OG0000552	Prbm.g_00561	Prad.g_00101
OG0000553	Prbm.g_00562	Prad.g_00100
OG0000554	Prbm.g_00567	Prad.g_00095
OG0000555	Prbm.g_00575	Prad.g_01332
OG0000556	Prbm.g_00577	Prad.g_01334
OG0000557	Prbm.g_00578	Prad.g_01335
OG0000558	Prbm.g_00580	Prad.g_01337
OG0000559	Prbm.g_00584	Prad.g_01341
OG0000560	Prbm.g_00587	Prad.g_01344
OG0000561	Prbm.g_00588	Prad.g_01345
OG0000562	Prbm.g_00589	Prad.g_01346
OG0000563	Prbm.g_00590	Prad.g_01347
OG0000564	Prbm.g_00591	Prad.g_01348
OG0000565	Prbm.g_00594	Prad.g_01351
OG0000566	Prbm.g_00596	Prad.g_01353
OG0000567	Prbm.g_00600	Prad.g_01357
OG0000568	Prbm.g_00601	Prad.g_01358
OG0000569	Prbm.g_00602	Prad.g_01359
OG0000570	Prbm.g_00603	Prad.g_01360
OG0000571	Prbm.g_00605	Prad.g_01362
OG0000572	Prbm.g_00616	Prad.g_01375
OG0000573	Prbm.g_00621	Prad.g_01381
OG0000574	Prbm.g_00624	Prad.g_01382
OG0000575	Prbm.g_00627	Prad.g_01386
OG0000576	Prbm.g_00629	Prad.g_01388
OG0000577	Prbm.g_00630	Prad.g_01389
OG0000578	Prbm.g_00631	Prad.g_01390
OG0000579	Prbm.g_00632	Prad.g_01391
OG0000580	Prbm.g_00633	Prad.g_01392
OG0000581	Prbm.g_00636	Prad.g_01394
OG0000582	Prbm.g_00639	Prad.g_01397
OG0000583	Prbm.g_00640	Prad.g_01398
OG0000584	Prbm.g_00641	Prad.g_01399
OG0000585	Prbm.g_00643	Prad.g_01401
OG0000586	Prbm.g_00644	Prad.g_01402
OG0000587	Prbm.g_00645	Prad.g_01403
OG0000588	Prbm.g_00649	Prad.g_01407
OG0000589	Prbm.g_00652	Prad.g_01410
OG0000590	Prbm.g_00653	Prad.g_01411
OG0000591	Prbm.g_00656	Prad.g_01414
OG0000592	Prbm.g_00657	Prad.g_01415
OG0000593	Prbm.g_00663	Prad.g_01421
OG0000594	Prbm.g_00664	Prad.g_01422
OG0000595	Prbm.g_00665	Prad.g_01423
OG0000596	Prbm.g_00669	Prad.g_01427
OG0000597	Prbm.g_00671	Prad.g_01429
OG0000598	Prbm.g_00672	Prad.g_01430
OG0000599	Prbm.g_00675	Prad.g_01433
OG0000600	Prbm.g_00676	Prad.g_01219
OG0000601	Prbm.g_00677	Prad.g_01220
OG0000602	Prbm.g_00679	Prad.g_01222
OG0000603	Prbm.g_00680	Prad.g_01223
OG0000604	Prbm.g_00681	Prad.g_01224
OG0000605	Prbm.g_00682	Prad.g_01225
OG0000606	Prbm.g_00685	Prad.g_01228
OG0000607	Prbm.g_00688	Prad.g_01231
OG0000608	Prbm.g_00689	Prad.g_01232
OG0000609	Prbm.g_00690	Prad.g_01233
OG0000610	Prbm.g_00696	Prad.g_01238
OG0000611	Prbm.g_00699	Prad.g_01241
OG0000612	Prbm.g_00700	Prad.g_01242
OG0000613	Prbm.g_00706	Prad.g_01247
OG0000614	Prbm.g_00730	Prad.g_01266
OG0000615	Prbm.g_00737	Prad.g_01274
OG0000616	Prbm.g_02220	Prad.g_01278
OG0000617	Prbm.g_00748	Prad.g_01055
OG0000618	Prbm.g_00749	Prad.g_01056
OG0000619	Prbm.g_00750	Prad.g_01057
OG0000620	Prbm.g_00753	Prad.g_01060
OG0000621	Prbm.g_00754	Prad.g_01061
OG0000622	Prbm.g_00755	Prad.g_01062
OG0000623	Prbm.g_00756	Prad.g_01063
OG0000624	Prbm.g_00758	Prad.g_01064
OG0000625	Prbm.g_00759	Prad.g_01065
OG0000626	Prbm.g_00760	Prad.g_01066
OG0000627	Prbm.g_00762	Prad.g_01067
OG0000628	Prbm.g_00763	Prad.g_01068
OG0000629	Prbm.g_00764	Prad.g_01069
OG0000630	Prbm.g_00767	Prad.g_01072
OG0000631	Prbm.g_00959	Prad.g_01137
OG0000632	Prbm.g_00960	Prad.g_01138
OG0000633	Prbm.g_00961	Prad.g_01139
OG0000634	Prbm.g_00810	Prad.g_01142
OG0000635	Prbm.g_00811	Prad.g_01143
OG0000636	Prbm.g_00813	Prad.g_01145
OG0000637	Prbm.g_00815	Prad.g_01147
OG0000638	Prbm.g_00816	Prad.g_01148
OG0000639	Prbm.g_00817	Prad.g_01149
OG0000640	Prbm.g_00818	Prad.g_01150
OG0000641	Prbm.g_00822	Prad.g_01154
OG0000642	Prbm.g_00823	Prad.g_01155
OG0000643	Prbm.g_00824	Prad.g_01156
OG0000644	Prbm.g_00825	Prad.g_01157
OG0000645	Prbm.g_00826	Prad.g_01158
OG0000646	Prbm.g_00829	Prad.g_01160
OG0000647	Prbm.g_00831	Prad.g_01161
OG0000648	Prbm.g_00833	Prad.g_01163
OG0000649	Prbm.g_00834	Prad.g_01164
OG0000650	Prbm.g_00835	Prad.g_01165
OG0000651	Prbm.g_00836	Prad.g_01166
OG0000652	Prbm.g_00837	Prad.g_01167
OG0000653	Prbm.g_00839	Prad.g_01169
OG0000654	Prbm.g_00840	Prad.g_01170
OG0000655	Prbm.g_00841	Prad.g_01171
OG0000656	Prbm.g_00844	Prad.g_01174
OG0000657	Prbm.g_00850	Prad.g_01182
OG0000658	Prbm.g_00852	Prad.g_01183
OG0000659	Prbm.g_00853	Prad.g_01184
OG0000660	Prbm.g_00857	Prad.g_00306
OG0000661	Prbm.g_00859	Prad.g_00304
OG0000662	Prbm.g_00861	Prad.g_00302
OG0000663	Prbm.g_00863	Prad.g_00300
OG0000664	Prbm.g_00864	Prad.g_00299
OG0000665	Prbm.g_00868	Prad.g_00295
OG0000666	Prbm.g_00869	Prad.g_00294
OG0000667	Prbm.g_00873	Prad.g_00290
OG0000668	Prbm.g_00911	Prad.g_00260
OG0000669	Prbm.g_00919	Prad.g_00253
OG0000670	Prbm.g_00922	Prad.g_00251
OG0000671	Prbm.g_00924	Prad.g_00249
OG0000672	Prbm.g_00927	Prad.g_00247
OG0000673	Prbm.g_00930	Prad.g_00244
OG0000674	Prbm.g_00932	Prad.g_00242
OG0000675	Prbm.g_00933	Prad.g_00241
OG0000676	Prbm.g_00935	Prad.g_00239
OG0000677	Prbm.g_00936	Prad.g_00238
OG0000678	Prbm.g_00939	Prad.g_00236
OG0000679	Prbm.g_00943	Prad.g_00232
OG0000680	Prbm.g_00944	Prad.g_00231
OG0000681	Prbm.g_00946	Prad.g_00228
OG0000682	Prbm.g_00947	Prad.g_00227
OG0000683	Prbm.g_00948	Prad.g_00226
OG0000684	Prbm.g_00793	Prad.g_00224
OG0000685	Prbm.g_00795	Prad.g_00222
OG0000686	Prbm.g_00796	Prad.g_00221
OG0000687	Prbm.g_00797	Prad.g_00220
OG0000688	Prbm.g_00800	Prad.g_00217
OG0000689	Prbm.g_00801	Prad.g_00216
OG0000690	Prbm.g_00802	Prad.g_00215
OG0000691	Prbm.g_00803	Prad.g_00214
OG0000692	Prbm.g_00805	Prad.g_00212
OG0000693	Prbm.g_00806	Prad.g_00211
OG0000694	Prbm.g_00807	Prad.g_00210
OG0000695	Prbm.g_00963	Prad.g_00208
OG0000696	Prbm.g_00964	Prad.g_00207
OG0000697	Prbm.g_00965	Prad.g_00206
OG0000698	Prbm.g_00968	Prad.g_00203
OG0000699	Prbm.g_00969	Prad.g_00202
OG0000700	Prbm.g_00970	Prad.g_00201
OG0000701	Prbm.g_00971	Prad.g_00200
OG0000702	Prbm.g_00973	Prad.g_00198
OG0000703	Prbm.g_00974	Prad.g_00197
OG0000704	Prbm.g_00975	Prad.g_00196
OG0000705	Prbm.g_00981	Prad.g_00192
OG0000706	Prbm.g_00982	Prad.g_00191
OG0000707	Prbm.g_00983	Prad.g_00190
OG0000708	Prbm.g_00985	Prad.g_00189
OG0000709	Prbm.g_00989	Prad.g_00185
OG0000710	Prbm.g_00992	Prad.g_00182
OG0000711	Prbm.g_01007	Prad.g_00165
OG0000712	Prbm.g_01009	Prad.g_00163
OG0000713	Prbm.g_01010	Prad.g_00162
OG0000714	Prbm.g_01011	Prad.g_00161
OG0000715	Prbm.g_01013	Prad.g_00159
OG0000716	Prbm.g_01014	Prad.g_00157
OG0000717	Prbm.g_01015	Prad.g_00156
OG0000718	Prbm.g_01031	Prad.g_00144
OG0000719	Prbm.g_01032	Prad.g_00142
OG0000720	Prbm.g_01042	Prad.g_01039
OG0000721	Prbm.g_01043	Prad.g_01037
OG0000722	Prbm.g_01044	Prad.g_01036
OG0000723	Prbm.g_01048	Prad.g_01033
OG0000724	Prbm.g_01059	Prad.g_01023
OG0000725	Prbm.g_00887	Prad.g_01017
OG0000726	Prbm.g_00886	Prad.g_01016
OG0000727	Prbm.g_00885	Prad.g_01015
OG0000728	Prbm.g_00883	Prad.g_01013
OG0000729	Prbm.g_02104	Prad.g_00970
OG0000730	Prbm.g_00398	Prad.g_00635
OG0000731	Prbm.g_00406	Prad.g_00639
OG0000732	Prbm.g_02166	Prad.g_00649
OG0000733	Prbm.g_01911	Prad.g_01988
OG0000734	Prbm.g_01565	Prad.g_01511
OG0000735	Prbm.g_01563	Prad.g_01509
OG0000736	Prbm.g_01562	Prad.g_01508
OG0000737	Prbm.g_01561	Prad.g_01507
OG0000738	Prbm.g_01557	Prad.g_01503
OG0000739	Prbm.g_01556	Prad.g_01502
OG0000740	Prbm.g_01555	Prad.g_01501
OG0000741	Prbm.g_01553	Prad.g_01500
OG0000742	Prbm.g_01550	Prad.g_01497
OG0000743	Prbm.g_01548	Prad.g_01495
OG0000744	Prbm.g_01547	Prad.g_01494
OG0000745	Prbm.g_01545	Prad.g_01493
OG0000746	Prbm.g_01543	Prad.g_01491
OG0000747	Prbm.g_01542	Prad.g_01490
OG0000748	Prbm.g_01538	Prad.g_01487
OG0000749	Prbm.g_01537	Prad.g_01486
OG0000750	Prbm.g_01536	Prad.g_01485
OG0000751	Prbm.g_01533	Prad.g_01483
OG0000752	Prbm.g_01531	Prad.g_01481
OG0000753	Prbm.g_01529	Prad.g_01478
OG0000754	Prbm.g_01525	Prad.g_01475
OG0000755	Prbm.g_01520	Prad.g_01472
OG0000756	Prbm.g_01519	Prad.g_01470, Prad.g_01471
OG0000757	Prbm.g_01512	Prad.g_01464
OG0000758	Prbm.g_01511	Prad.g_01463
OG0000759	Prbm.g_01510	Prad.g_01462
OG0000760	Prbm.g_01509	Prad.g_01461
OG0000761	Prbm.g_01508	Prad.g_01460
OG0000762	Prbm.g_01507	Prad.g_01459
OG0000763	Prbm.g_01505	Prad.g_01457
OG0000764	Prbm.g_01504	Prad.g_01456
OG0000765	Prbm.g_01496	Prad.g_01447
OG0000766	Prbm.g_01495	Prad.g_01446
OG0000767	Prbm.g_01494	Prad.g_01444
OG0000768	Prbm.g_01493	Prad.g_01443
OG0000769	Prbm.g_01491	Prad.g_01441
OG0000770	Prbm.g_01490	Prad.g_01439
OG0000771	Prbm.g_01054	Prad.g_00076
OG0000772	Prbm.g_01356	Prad.g_00341
OG0000773	Prbm.g_01602	Prad.g_00361
OG0000774	Prbm.g_01605	Prad.g_00363
OG0000775	Prbm.g_01606	Prad.g_00365
OG0000776	Prbm.g_01607	Prad.g_00366
OG0000777	Prbm.g_01608	Prad.g_00631
OG0000778	Prbm.g_01609	Prad.g_00630
OG0000779	Prbm.g_01613	Prad.g_00626
OG0000780	Prbm.g_01614	Prad.g_00625
OG0000781	Prbm.g_01616	Prad.g_00622
OG0000782	Prbm.g_01617	Prad.g_00621
OG0000783	Prbm.g_01618	Prad.g_00620
OG0000784	Prbm.g_01619	Prad.g_00619
OG0000785	Prbm.g_01621	Prad.g_00617
OG0000786	Prbm.g_01624	Prad.g_00615
OG0000787	Prbm.g_01625	Prad.g_00614
OG0000788	Prbm.g_00777	Prad.g_00607
OG0000789	Prbm.g_01051	Prad.g_00604
OG0000790	Prbm.g_01665	Prad.g_00589
OG0000791	Prbm.g_01667	Prad.g_00587
OG0000792	Prbm.g_01668	Prad.g_00586
OG0000793	Prbm.g_01671	Prad.g_00583
OG0000794	Prbm.g_01672	Prad.g_00582
OG0000795	Prbm.g_01673	Prad.g_00581
OG0000796	Prbm.g_01677	Prad.g_00577
OG0000797	Prbm.g_01678	Prad.g_00576
OG0000799	Prbm.g_01691	Prad.g_00533
OG0000800	Prbm.g_01692	Prad.g_00532
OG0000801	Prbm.g_01693	Prad.g_00531
OG0000802	Prbm.g_01695	Prad.g_00529
OG0000803	Prbm.g_01697	Prad.g_00527
OG0000804	Prbm.g_01698	Prad.g_00526
OG0000805	Prbm.g_01700	Prad.g_00524
OG0000806	Prbm.g_01702	Prad.g_00522
OG0000807	Prbm.g_01703	Prad.g_00521
OG0000808	Prbm.g_01704	Prad.g_00520
OG0000809	Prbm.g_01708	Prad.g_00517
OG0000810	Prbm.g_01709	Prad.g_00516
OG0000811	Prbm.g_01713	Prad.g_00512
OG0000812	Prbm.g_01715	Prad.g_00510
OG0000813	Prbm.g_01716	Prad.g_00509
OG0000814	Prbm.g_01718	Prad.g_00507
OG0000815	Prbm.g_01719	Prad.g_00506
OG0000816	Prbm.g_01721	Prad.g_00504
OG0000817	Prbm.g_01722	Prad.g_00503
OG0000818	Prbm.g_01726	Prad.g_00498
OG0000819	Prbm.g_01727	Prad.g_00497
OG0000820	Prbm.g_01728	Prad.g_00496
OG0000821	Prbm.g_01731	Prad.g_00491
OG0000822	Prbm.g_01732	Prad.g_00490
OG0000823	Prbm.g_01733	Prad.g_00489
OG0000824	Prbm.g_01736	Prad.g_00486
OG0000825	Prbm.g_01737	Prad.g_00485
OG0000826	Prbm.g_01738	Prad.g_00484
OG0000827	Prbm.g_01739	Prad.g_00483
OG0000828	Prbm.g_01742	Prad.g_00480
OG0000829	Prbm.g_01743	Prad.g_00479
OG0000830	Prbm.g_01744	Prad.g_00478
OG0000831	Prbm.g_01746	Prad.g_00476
OG0000832	Prbm.g_01756	Prad.g_00470
OG0000833	Prbm.g_01764	Prad.g_00462
OG0000834	Prbm.g_01765	Prad.g_00461
OG0000835	Prbm.g_01766	Prad.g_00460
OG0000836	Prbm.g_01768	Prad.g_00459
OG0000837	Prbm.g_01769	Prad.g_00458
OG0000838	Prbm.g_01771	Prad.g_00456
OG0000839	Prbm.g_01772	Prad.g_00455
OG0000840	Prbm.g_01773	Prad.g_00454
OG0000841	Prbm.g_01774	Prad.g_00453
OG0000842	Prbm.g_01775	Prad.g_00452
OG0000843	Prbm.g_01776	Prad.g_00451
OG0000844	Prbm.g_01777	Prad.g_00450
OG0000845	Prbm.g_01778	Prad.g_00449
OG0000846	Prbm.g_01779	Prad.g_00448
OG0000847	Prbm.g_01780	Prad.g_00447
OG0000848	Prbm.g_01781	Prad.g_00446
OG0000849	Prbm.g_01782	Prad.g_00445
OG0000850	Prbm.g_01784	Prad.g_00443
OG0000851	Prbm.g_01785	Prad.g_00442
OG0000852	Prbm.g_01786	Prad.g_00441
OG0000853	Prbm.g_01791	Prad.g_00437
OG0000854	Prbm.g_01793	Prad.g_00435
OG0000855	Prbm.g_01794	Prad.g_00434
OG0000856	Prbm.g_01685	Prad.g_00419
OG0000857	Prbm.g_00830	Prad.g_00388
OG0000858	Prbm.g_01835	Prad.g_00947
OG0000859	Prbm.g_01836	Prad.g_00946
OG0000860	Prbm.g_01843	Prad.g_00939
OG0000861	Prbm.g_01844	Prad.g_00938
OG0000862	Prbm.g_01845	Prad.g_00937
OG0000863	Prbm.g_01846	Prad.g_00935
OG0000864	Prbm.g_01847	Prad.g_00934
OG0000865	Prbm.g_01848	Prad.g_00933
OG0000866	Prbm.g_01849	Prad.g_00932
OG0000867	Prbm.g_01850	Prad.g_00931
OG0000868	Prbm.g_01851	Prad.g_00930
OG0000869	Prbm.g_01854	Prad.g_00926
OG0000870	Prbm.g_01859	Prad.g_00921
OG0000871	Prbm.g_01860	Prad.g_00920
OG0000872	Prbm.g_01861	Prad.g_00919
OG0000873	Prbm.g_01864	Prad.g_00916
OG0000874	Prbm.g_01867	Prad.g_00913
OG0000875	Prbm.g_01869	Prad.g_00912
OG0000876	Prbm.g_01870	Prad.g_00911
OG0000877	Prbm.g_01872	Prad.g_00909
OG0000878	Prbm.g_01873	Prad.g_00908
OG0000879	Prbm.g_01874	Prad.g_00907
OG0000880	Prbm.g_01875	Prad.g_00906
OG0000881	Prbm.g_01878	Prad.g_00902
OG0000882	Prbm.g_01883	Prad.g_00897
OG0000883	Prbm.g_01885	Prad.g_00895
OG0000884	Prbm.g_01887	Prad.g_00893
OG0000885	Prbm.g_01888	Prad.g_00892
OG0000886	Prbm.g_01889	Prad.g_00891
OG0000887	Prbm.g_01890	Prad.g_00890
OG0000888	Prbm.g_01892	Prad.g_00888
OG0000889	Prbm.g_01894	Prad.g_00886
OG0000890	Prbm.g_01895	Prad.g_00885
OG0000891	Prbm.g_01896	Prad.g_00884
OG0000892	Prbm.g_01898	Prad.g_00882
OG0000893	Prbm.g_01948	Prad.g_00879
OG0000894	Prbm.g_01951	Prad.g_00877
OG0000895	Prbm.g_01954	Prad.g_00874
OG0000896	Prbm.g_01955	Prad.g_00873
OG0000897	Prbm.g_01957	Prad.g_00871
OG0000898	Prbm.g_01958	Prad.g_00870
OG0000899	Prbm.g_01959	Prad.g_00869
OG0000900	Prbm.g_01960	Prad.g_00868
OG0000901	Prbm.g_01963	Prad.g_00865
OG0000902	Prbm.g_01965	Prad.g_00863
OG0000903	Prbm.g_01975	Prad.g_00860
OG0000904	Prbm.g_01970	Prad.g_00858
OG0000905	Prbm.g_01967	Prad.g_00853
OG0000906	Prbm.g_01966	Prad.g_00852
OG0000907	Prbm.g_01990	Prad.g_00849
OG0000908	Prbm.g_01993	Prad.g_00846
OG0000909	Prbm.g_01994	Prad.g_00845
OG0000910	Prbm.g_01995	Prad.g_00844
OG0000911	Prbm.g_01997	Prad.g_00842
OG0000912	Prbm.g_01998	Prad.g_00841
OG0000913	Prbm.g_01999	Prad.g_00840
OG0000914	Prbm.g_02000	Prad.g_00839
OG0000915	Prbm.g_02001	Prad.g_00838
OG0000916	Prbm.g_02002	Prad.g_00837
OG0000917	Prbm.g_02003	Prad.g_00836
OG0000918	Prbm.g_02004	Prad.g_00835
OG0000919	Prbm.g_02005	Prad.g_00834
OG0000920	Prbm.g_02006	Prad.g_00833
OG0000921	Prbm.g_02007	Prad.g_00832
OG0000922	Prbm.g_02008	Prad.g_00831
OG0000923	Prbm.g_02012	Prad.g_00827
OG0000924	Prbm.g_02013	Prad.g_00826
OG0000925	Prbm.g_02014	Prad.g_00825
OG0000926	Prbm.g_02015	Prad.g_00824
OG0000927	Prbm.g_02017	Prad.g_00822
OG0000928	Prbm.g_02018	Prad.g_00821
OG0000929	Prbm.g_02019	Prad.g_00820
OG0000930	Prbm.g_02020	Prad.g_00819
OG0000931	Prbm.g_02021	Prad.g_00818
OG0000932	Prbm.g_02022	Prad.g_00817
OG0000933	Prbm.g_02026	Prad.g_00813
OG0000934	Prbm.g_02028	Prad.g_00811
OG0000935	Prbm.g_02029	Prad.g_00810
OG0000936	Prbm.g_02030	Prad.g_00809
OG0000937	Prbm.g_02031	Prad.g_00808
OG0000938	Prbm.g_02034	Prad.g_00806
OG0000939	Prbm.g_02035	Prad.g_00805
OG0000940	Prbm.g_02042	Prad.g_00798
OG0000941	Prbm.g_02044	Prad.g_00796
OG0000942	Prbm.g_02046	Prad.g_00794
OG0000943	Prbm.g_02048	Prad.g_00793
OG0000944	Prbm.g_02050	Prad.g_00792
OG0000945	Prbm.g_02051	Prad.g_00791
OG0000946	Prbm.g_02057	Prad.g_00787
OG0000947	Prbm.g_02059	Prad.g_00785
OG0000948	Prbm.g_02060	Prad.g_00784
OG0000949	Prbm.g_02063	Prad.g_00781
OG0000950	Prbm.g_02068	Prad.g_00776
OG0000951	Prbm.g_02072	Prad.g_00772
OG0000952	Prbm.g_02076	Prad.g_00768
OG0000953	Prbm.g_02080	Prad.g_00765
OG0000954	Prbm.g_02084	Prad.g_01641
OG0000955	Prbm.g_02085	Prad.g_01640
OG0000956	Prbm.g_02087	Prad.g_01638
OG0000957	Prbm.g_02092	Prad.g_01633
OG0000958	Prbm.g_02093	Prad.g_01632
OG0000959	Prbm.g_02097	Prad.g_01628
OG0000960	Prbm.g_02098	Prad.g_01627
OG0000961	Prbm.g_02101	Prad.g_01625
OG0000962	Prbm.g_02103	Prad.g_01623
OG0000963	Prbm.g_02107	Prad.g_01620
OG0000964	Prbm.g_02108	Prad.g_01619
OG0000965	Prbm.g_02109	Prad.g_01618
OG0000966	Prbm.g_02144	Prad.g_01611
OG0000967	Prbm.g_02148	Prad.g_01607
OG0000968	Prbm.g_02150	Prad.g_01605
OG0000969	Prbm.g_02151	Prad.g_01604
OG0000970	Prbm.g_02152	Prad.g_01603
OG0000971	Prbm.g_02153	Prad.g_01602
OG0000972	Prbm.g_02154	Prad.g_01601
OG0000973	Prbm.g_02155	Prad.g_01600
OG0000974	Prbm.g_02156	Prad.g_01599
OG0000975	Prbm.g_02157	Prad.g_01598
OG0000976	Prbm.g_02158	Prad.g_01597
OG0000977	Prbm.g_02159	Prad.g_01596
OG0000978	Prbm.g_02160	Prad.g_01595
OG0000979	Prbm.g_02163	Prad.g_01592
OG0000980	Prbm.g_02165	Prad.g_01590
OG0000981	Prbm.g_02168	Prad.g_01588
OG0000982	Prbm.g_02170	Prad.g_01586
OG0000983	Prbm.g_02171	Prad.g_01585
OG0000984	Prbm.g_02172	Prad.g_01584
OG0000985	Prbm.g_02175	Prad.g_01581
OG0000986	Prbm.g_02177	Prad.g_01579
OG0000987	Prbm.g_02178	Prad.g_01578
OG0000988	Prbm.g_02181	Prad.g_01575
OG0000989	Prbm.g_02185	Prad.g_01571
OG0000990	Prbm.g_02190	Prad.g_01568
OG0000991	Prbm.g_02191	Prad.g_01567
OG0000992	Prbm.g_02194	Prad.g_01565
OG0000993	Prbm.g_02195	Prad.g_01564
OG0000994	Prbm.g_02196	Prad.g_01563
OG0000995	Prbm.g_02200	Prad.g_01559
OG0000996	Prbm.g_02201	Prad.g_01558
OG0000997	Prbm.g_02208	Prad.g_01557
OG0000998	Prbm.g_02210	Prad.g_01555
OG0000999	Prbm.g_02211	Prad.g_01554
OG0001000	Prbm.g_02214	Prad.g_01551
OG0001001	Prbm.g_02217	Prad.g_01549
OG0001002	Prbm.g_02222	Prad.g_01545
OG0001003	Prbm.g_02225	Prad.g_01544
OG0001004	Prbm.g_02226	Prad.g_01543
OG0001005	Prbm.g_02227	Prad.g_01542
OG0001006	Prbm.g_02231	Prad.g_01538
OG0001007	Prbm.g_02233	Prad.g_01536
OG0001008	Prbm.g_00447	Prad.g_00070
OG0001009	Prbm.g_00027	Prad.g_01959
OG0001010	Prbm.g_00028	Prad.g_01958
OG0001011	Prbm.g_00029	Prad.g_01957
OG0001012	Prbm.g_00052	Prad.g_01944
OG0001013	Prbm.g_00057	Prad.g_01938
OG0001014	Prbm.g_00060	Prad.g_01935
OG0001015	Prbm.g_00061	Prad.g_01934
OG0001016	Prbm.g_00130	Prad.g_01920
OG0001017	Prbm.g_00134	Prad.g_01916
OG0001018	Prbm.g_00137	Prad.g_01913
OG0001019	Prbm.g_00146	Prad.g_01904
OG0001020	Prbm.g_00147	Prad.g_01903
OG0001021	Prbm.g_00148	Prad.g_01902
OG0001022	Prbm.g_00151	Prad.g_01899
OG0001023	Prbm.g_00152	Prad.g_01898
OG0001024	Prbm.g_00155	Prad.g_01895
OG0001025	Prbm.g_00162	Prad.g_01889
OG0001026	Prbm.g_00170	Prad.g_01882
OG0001027	Prbm.g_00171	Prad.g_01881
OG0001028	Prbm.g_00173	Prad.g_01879
OG0001029	Prbm.g_00175	Prad.g_01878
OG0001030	Prbm.g_00191	Prad.g_01863
OG0001031	Prbm.g_00246	Prad.g_01805
OG0001032	Prbm.g_00247	Prad.g_01804
OG0001033	Prbm.g_00267	Prad.g_01783
OG0001034	Prbm.g_00296	Prad.g_01755
OG0001035	Prbm.g_00313	Prad.g_01737
OG0001036	Prbm.g_00318	Prad.g_01732
OG0001037	Prbm.g_00319	Prad.g_01731
OG0001038	Prbm.g_00335	Prad.g_01713
OG0001039	Prbm.g_00337	Prad.g_01710
OG0001040	Prbm.g_00340	Prad.g_01708
OG0001041	Prbm.g_00344	Prad.g_01704
OG0001042	Prbm.g_00360	Prad.g_01687
OG0001043	Prbm.g_00361	Prad.g_01686
OG0001044	Prbm.g_00399	Prad.g_01658
OG0001045	Prbm.g_00408	Prad.g_01649
OG0001046	Prbm.g_01121	Prad.g_00730
OG0001047	Prbm.g_00449	Prad.g_00068
OG0001048	Prbm.g_00450	Prad.g_00067
OG0001049	Prbm.g_00452	Prad.g_00065
OG0001050	Prbm.g_00453	Prad.g_00064
OG0001051	Prbm.g_00454	Prad.g_00063
OG0001052	Prbm.g_00497	Prad.g_00036
OG0001053	Prbm.g_00509	Prad.g_00024
OG0001054	Prbm.g_00523	Prad.g_00131
OG0001055	Prbm.g_00551	Prad.g_00112
OG0001056	Prbm.g_00569	Prad.g_00093
OG0001057	Prbm.g_00574	Prad.g_01331
OG0001058	Prbm.g_00582	Prad.g_01339
OG0001059	Prbm.g_00586	Prad.g_01343
OG0001060	Prbm.g_00593	Prad.g_01350
OG0001061	Prbm.g_00606	Prad.g_01363
OG0001062	Prbm.g_00608	Prad.g_01365
OG0001063	Prbm.g_00609	Prad.g_01367
OG0001064	Prbm.g_00610	Prad.g_01368
OG0001065	Prbm.g_00611	Prad.g_01369
OG0001066	Prbm.g_00612	Prad.g_01370
OG0001067	Prbm.g_00613	Prad.g_01371
OG0001068	Prbm.g_00614	Prad.g_01372
OG0001069	Prbm.g_00615	Prad.g_01373
OG0001070	Prbm.g_00617	Prad.g_01376
OG0001071	Prbm.g_00618	Prad.g_01377
OG0001072	Prbm.g_00619	Prad.g_01379
OG0001073	Prbm.g_00634	Prad.g_01393
OG0001074	Prbm.g_00646	Prad.g_01404
OG0001075	Prbm.g_00647	Prad.g_01405
OG0001076	Prbm.g_00654	Prad.g_01413
OG0001077	Prbm.g_00659	Prad.g_01417
OG0001078	Prbm.g_00667	Prad.g_01425
OG0001079	Prbm.g_00678	Prad.g_01221
OG0001080	Prbm.g_00684	Prad.g_01227
OG0001081	Prbm.g_00686	Prad.g_01229
OG0001082	Prbm.g_00687	Prad.g_01230
OG0001083	Prbm.g_00692	Prad.g_01235
OG0001084	Prbm.g_00693	Prad.g_01236
OG0001085	Prbm.g_00703	Prad.g_01244
OG0001086	Prbm.g_00704	Prad.g_01245
OG0001087	Prbm.g_00725	Prad.g_01262
OG0001088	Prbm.g_00726	Prad.g_01263
OG0001089	Prbm.g_00734	Prad.g_01271
OG0001090	Prbm.g_00743	Prad.g_01050
OG0001091	Prbm.g_00745	Prad.g_01052
OG0001092	Prbm.g_00746	Prad.g_01053
OG0001093	Prbm.g_00751	Prad.g_01058
OG0001094	Prbm.g_00808	Prad.g_01140
OG0001095	Prbm.g_00827	Prad.g_01159
OG0001096	Prbm.g_00842	Prad.g_01172
OG0001097	Prbm.g_00860	Prad.g_00303
OG0001098	Prbm.g_00877	Prad.g_00288
OG0001099	Prbm.g_00914	Prad.g_00256
