Orthogroup	Prbm	Syaa
OG0000547	Prbm.g_00549	Syaa.g_02012
OG0000548	Prbm.g_00550	Syaa.g_02011
OG0000549	Prbm.g_00553	Syaa.g_02003
OG0000550	Prbm.g_00557	Syaa.g_01998
OG0000551	Prbm.g_00560	Syaa.g_01993
OG0000552	Prbm.g_00561	Syaa.g_01992
OG0000553	Prbm.g_00562	Syaa.g_01990
OG0000554	Prbm.g_00567	Syaa.g_01979
OG0000555	Prbm.g_00575	Syaa.g_01961
OG0000556	Prbm.g_00577	Syaa.g_01957
OG0000557	Prbm.g_00578	Syaa.g_01955
OG0000558	Prbm.g_00580	Syaa.g_01953
OG0000559	Prbm.g_00584	Syaa.g_01949
OG0000560	Prbm.g_00587	Syaa.g_01946
OG0000561	Prbm.g_00588	Syaa.g_01945
OG0000562	Prbm.g_00589	Syaa.g_01944
OG0000563	Prbm.g_00590	Syaa.g_01943
OG0000564	Prbm.g_00591	Syaa.g_01942
OG0000565	Prbm.g_00594	Syaa.g_01939
OG0000566	Prbm.g_00596	Syaa.g_01935
OG0000567	Prbm.g_00600	Syaa.g_01931
OG0000568	Prbm.g_00601	Syaa.g_01928
OG0000569	Prbm.g_00602	Syaa.g_01925
OG0000570	Prbm.g_00603	Syaa.g_01924
OG0000571	Prbm.g_00605	Syaa.g_01920
OG0000572	Prbm.g_00616	Syaa.g_01904
OG0000573	Prbm.g_00621	Syaa.g_01896
OG0000574	Prbm.g_00624	Syaa.g_01895
OG0000575	Prbm.g_00627	Syaa.g_01891
OG0000576	Prbm.g_00629	Syaa.g_01889
OG0000577	Prbm.g_00630	Syaa.g_01888
OG0000578	Prbm.g_00631	Syaa.g_01887
OG0000579	Prbm.g_00632	Syaa.g_01886
OG0000580	Prbm.g_00633	Syaa.g_01885
OG0000581	Prbm.g_00636	Syaa.g_01879
OG0000582	Prbm.g_00639	Syaa.g_01687
OG0000583	Prbm.g_00640	Syaa.g_01686
OG0000584	Prbm.g_00641	Syaa.g_01685
OG0000585	Prbm.g_00643	Syaa.g_01683
OG0000586	Prbm.g_00644	Syaa.g_01682
OG0000587	Prbm.g_00645	Syaa.g_01680
OG0000588	Prbm.g_00649	Syaa.g_01666
OG0000589	Prbm.g_00652	Syaa.g_01662
OG0000590	Prbm.g_00653	Syaa.g_01661
OG0000591	Prbm.g_00656	Syaa.g_01653
OG0000592	Prbm.g_00657	Syaa.g_01652
OG0000593	Prbm.g_00663	Syaa.g_01638
OG0000594	Prbm.g_00664	Syaa.g_01637
OG0000595	Prbm.g_00665	Syaa.g_01636
OG0000596	Prbm.g_00669	Syaa.g_01630
OG0000597	Prbm.g_00671	Syaa.g_01627
OG0000598	Prbm.g_00672	Syaa.g_01626
OG0000599	Prbm.g_00675	Syaa.g_01623
OG0000600	Prbm.g_00676	Syaa.g_01622
OG0000601	Prbm.g_00677	Syaa.g_01621
OG0000602	Prbm.g_00679	Syaa.g_01616
OG0000603	Prbm.g_00680	Syaa.g_01615
OG0000604	Prbm.g_00681	Syaa.g_01612
OG0000605	Prbm.g_00682	Syaa.g_01447
OG0000606	Prbm.g_00685	Syaa.g_01055
OG0000607	Prbm.g_00688	Syaa.g_01058
OG0000608	Prbm.g_00689	Syaa.g_01059
OG0000609	Prbm.g_00690	Syaa.g_01061
OG0000610	Prbm.g_00696	Syaa.g_01068
OG0000611	Prbm.g_00699	Syaa.g_01071
OG0000612	Prbm.g_00700	Syaa.g_01072
OG0000613	Prbm.g_00706	Syaa.g_00199
OG0000614	Prbm.g_00730	Syaa.g_00906
OG0000615	Prbm.g_00737	Syaa.g_01113
OG0000616	Prbm.g_02220	Syaa.g_02742
OG0000617	Prbm.g_00748	Syaa.g_01244
OG0000618	Prbm.g_00749	Syaa.g_01245
OG0000619	Prbm.g_00750	Syaa.g_01246
OG0000620	Prbm.g_00753	Syaa.g_01259
OG0000621	Prbm.g_00754	Syaa.g_01260
OG0000622	Prbm.g_00755	Syaa.g_01261
OG0000623	Prbm.g_00756	Syaa.g_01262
OG0000624	Prbm.g_00758	Syaa.g_01264
OG0000625	Prbm.g_00759	Syaa.g_01265
OG0000626	Prbm.g_00760	Syaa.g_01266
OG0000627	Prbm.g_00762	Syaa.g_01414
OG0000628	Prbm.g_00763	Syaa.g_01413
OG0000629	Prbm.g_00764	Syaa.g_01410
OG0000630	Prbm.g_00767	Syaa.g_01406
OG0000631	Prbm.g_00959	Syaa.g_01400
OG0000632	Prbm.g_00960	Syaa.g_01399
OG0000633	Prbm.g_00961	Syaa.g_01397
OG0000634	Prbm.g_00810	Syaa.g_01150
OG0000635	Prbm.g_00811	Syaa.g_01151
OG0000636	Prbm.g_00813	Syaa.g_01153
OG0000637	Prbm.g_00815	Syaa.g_01155
OG0000638	Prbm.g_00816	Syaa.g_01156
OG0000639	Prbm.g_00817	Syaa.g_01157
OG0000640	Prbm.g_00818	Syaa.g_01158
OG0000641	Prbm.g_00822	Syaa.g_01162
OG0000642	Prbm.g_00823	Syaa.g_01163
OG0000643	Prbm.g_00824	Syaa.g_01165
OG0000644	Prbm.g_00825	Syaa.g_01166
OG0000645	Prbm.g_00826	Syaa.g_01184
OG0000646	Prbm.g_00829	Syaa.g_01187
OG0000647	Prbm.g_00831	Syaa.g_01189
OG0000648	Prbm.g_00833	Syaa.g_01191
OG0000649	Prbm.g_00834	Syaa.g_01192
OG0000650	Prbm.g_00835	Syaa.g_01193
OG0000651	Prbm.g_00836	Syaa.g_01194
OG0000652	Prbm.g_00837	Syaa.g_01195
OG0000653	Prbm.g_00839	Syaa.g_01197
OG0000654	Prbm.g_00840	Syaa.g_01198
OG0000655	Prbm.g_00841	Syaa.g_01199
OG0000656	Prbm.g_00844	Syaa.g_01202
OG0000657	Prbm.g_00850	Syaa.g_00838
OG0000658	Prbm.g_00852	Syaa.g_00836
OG0000659	Prbm.g_00853	Syaa.g_00835
OG0000660	Prbm.g_00857	Syaa.g_00831
OG0000661	Prbm.g_00859	Syaa.g_00829
OG0000662	Prbm.g_00861	Syaa.g_00827
OG0000663	Prbm.g_00863	Syaa.g_00824
OG0000664	Prbm.g_00864	Syaa.g_00823
OG0000665	Prbm.g_00868	Syaa.g_01442
OG0000666	Prbm.g_00869	Syaa.g_01448
OG0000668	Prbm.g_00911	Syaa.g_01300
OG0000669	Prbm.g_00919	Syaa.g_01084
OG0000670	Prbm.g_00922	Syaa.g_01087
OG0000671	Prbm.g_00924	Syaa.g_01089
OG0000672	Prbm.g_00927	Syaa.g_01092
OG0000673	Prbm.g_00930	Syaa.g_01095
OG0000674	Prbm.g_00932	Syaa.g_01097
OG0000675	Prbm.g_00933	Syaa.g_01098
OG0000676	Prbm.g_00935	Syaa.g_01100
OG0000677	Prbm.g_00936	Syaa.g_01101
OG0000678	Prbm.g_00939	Syaa.g_01106
OG0000679	Prbm.g_00943	Syaa.g_01116
OG0000680	Prbm.g_00944	Syaa.g_01117
OG0000681	Prbm.g_00946	Syaa.g_01120
OG0000682	Prbm.g_00947	Syaa.g_01121
OG0000683	Prbm.g_00948	Syaa.g_01122
OG0000684	Prbm.g_00793	Syaa.g_01132
OG0000685	Prbm.g_00795	Syaa.g_01134
OG0000686	Prbm.g_00796	Syaa.g_01135
OG0000687	Prbm.g_00797	Syaa.g_01136
OG0000688	Prbm.g_00800	Syaa.g_01140
OG0000689	Prbm.g_00801	Syaa.g_01142
OG0000690	Prbm.g_00802	Syaa.g_01143
OG0000691	Prbm.g_00803	Syaa.g_01144
OG0000692	Prbm.g_00805	Syaa.g_01145
OG0000693	Prbm.g_00806	Syaa.g_01146
OG0000694	Prbm.g_00807	Syaa.g_01147
OG0000695	Prbm.g_00963	Syaa.g_01395
OG0000696	Prbm.g_00964	Syaa.g_01394
OG0000697	Prbm.g_00965	Syaa.g_01392
OG0000698	Prbm.g_00968	Syaa.g_01389
OG0000699	Prbm.g_00969	Syaa.g_01387
OG0000700	Prbm.g_00970	Syaa.g_01386
OG0000701	Prbm.g_00971	Syaa.g_01385
OG0000702	Prbm.g_00973	Syaa.g_01376
OG0000703	Prbm.g_00974	Syaa.g_01375
OG0000704	Prbm.g_00975	Syaa.g_01373
OG0000705	Prbm.g_00981	Syaa.g_01365
OG0000706	Prbm.g_00982	Syaa.g_01364
OG0000707	Prbm.g_00983	Syaa.g_01363
OG0000708	Prbm.g_00985	Syaa.g_01360
OG0000709	Prbm.g_00989	Syaa.g_01351
OG0000710	Prbm.g_00992	Syaa.g_01348
OG0000711	Prbm.g_01007	Syaa.g_01320
OG0000712	Prbm.g_01009	Syaa.g_01318
OG0000713	Prbm.g_01010	Syaa.g_01317
OG0000714	Prbm.g_01011	Syaa.g_01315
OG0000715	Prbm.g_01013	Syaa.g_01313
OG0000716	Prbm.g_01014	Syaa.g_01309
OG0000717	Prbm.g_01015	Syaa.g_01308
OG0000718	Prbm.g_01031	Syaa.g_01304
OG0000719	Prbm.g_01032	Syaa.g_01302
OG0000720	Prbm.g_01042	Syaa.g_01289
OG0000721	Prbm.g_01043	Syaa.g_01287
OG0000722	Prbm.g_01044	Syaa.g_01286
OG0000723	Prbm.g_01048	Syaa.g_01268
OG0000724	Prbm.g_01059	Syaa.g_00872
OG0000725	Prbm.g_00887	Syaa.g_00882
OG0000726	Prbm.g_00886	Syaa.g_00883
OG0000727	Prbm.g_00885	Syaa.g_00884
OG0000728	Prbm.g_00883	Syaa.g_00886
OG0000729	Prbm.g_02104	Syaa.g_00100
OG0000730	Prbm.g_00398	Syaa.g_02185
OG0000731	Prbm.g_00406	Syaa.g_02173
OG0000732	Prbm.g_02166	Syaa.g_00054
OG0000733	Prbm.g_01911	Syaa.g_02621
OG0000734	Prbm.g_01565	Syaa.g_02388
OG0000735	Prbm.g_01563	Syaa.g_00754
OG0000736	Prbm.g_01562	Syaa.g_00755
OG0000737	Prbm.g_01561	Syaa.g_00756
OG0000738	Prbm.g_01557	Syaa.g_00761
OG0000739	Prbm.g_01556	Syaa.g_00762
OG0000740	Prbm.g_01555	Syaa.g_00763
OG0000741	Prbm.g_01553	Syaa.g_00766
OG0000742	Prbm.g_01550	Syaa.g_00769
OG0000743	Prbm.g_01548	Syaa.g_00771
OG0000744	Prbm.g_01547	Syaa.g_00772
OG0000745	Prbm.g_01545	Syaa.g_00774
OG0000746	Prbm.g_01543	Syaa.g_00776
OG0000747	Prbm.g_01542	Syaa.g_00777
OG0000748	Prbm.g_01538	Syaa.g_00787
OG0000749	Prbm.g_01537	Syaa.g_00789
OG0000750	Prbm.g_01536	Syaa.g_00790
OG0000751	Prbm.g_01533	Syaa.g_00797
OG0000752	Prbm.g_01531	Syaa.g_00799
OG0000753	Prbm.g_01529	Syaa.g_00802
OG0000754	Prbm.g_01525	Syaa.g_01025
OG0000755	Prbm.g_01520	Syaa.g_01005
OG0000756	Prbm.g_01519	Syaa.g_01004
OG0000757	Prbm.g_01512	Syaa.g_00996
OG0000758	Prbm.g_01511	Syaa.g_00995
OG0000759	Prbm.g_01510	Syaa.g_00994
OG0000760	Prbm.g_01509	Syaa.g_00993
OG0000761	Prbm.g_01508	Syaa.g_00992
OG0000762	Prbm.g_01507	Syaa.g_00988
OG0000763	Prbm.g_01505	Syaa.g_00986
OG0000764	Prbm.g_01504	Syaa.g_00985
OG0000765	Prbm.g_01496	Syaa.g_00968
OG0000766	Prbm.g_01495	Syaa.g_00967
OG0000767	Prbm.g_01494	Syaa.g_00965
OG0000768	Prbm.g_01493	Syaa.g_00964
OG0000769	Prbm.g_01491	Syaa.g_00962
OG0000770	Prbm.g_01490	Syaa.g_00959
OG0000771	Prbm.g_01054	Syaa.g_00866
OG0000772	Prbm.g_01356	Syaa.g_01526
OG0000773	Prbm.g_01602	Syaa.g_00749
OG0000774	Prbm.g_01605	Syaa.g_00745
OG0000775	Prbm.g_01606	Syaa.g_00742
OG0000776	Prbm.g_01607	Syaa.g_00741
OG0000777	Prbm.g_01608	Syaa.g_00740
OG0000778	Prbm.g_01609	Syaa.g_00739
OG0000779	Prbm.g_01613	Syaa.g_00733
OG0000780	Prbm.g_01614	Syaa.g_00730
OG0000781	Prbm.g_01616	Syaa.g_00726
OG0000782	Prbm.g_01617	Syaa.g_00725
OG0000783	Prbm.g_01618	Syaa.g_00724
OG0000784	Prbm.g_01619	Syaa.g_00723
OG0000785	Prbm.g_01621	Syaa.g_00721
OG0000786	Prbm.g_01624	Syaa.g_01875
OG0000787	Prbm.g_01625	Syaa.g_01876
OG0000788	Prbm.g_00777	Syaa.g_01620
OG0000789	Prbm.g_01051	Syaa.g_01434
OG0000790	Prbm.g_01665	Syaa.g_02064
OG0000791	Prbm.g_01667	Syaa.g_02066
OG0000792	Prbm.g_01668	Syaa.g_02067
OG0000793	Prbm.g_01671	Syaa.g_02072
OG0000794	Prbm.g_01672	Syaa.g_02073
OG0000795	Prbm.g_01673	Syaa.g_02074
OG0000796	Prbm.g_01677	Syaa.g_02078
OG0000797	Prbm.g_01678	Syaa.g_02079
OG0000799	Prbm.g_01691	Syaa.g_01743
OG0000800	Prbm.g_01692	Syaa.g_01747
OG0000801	Prbm.g_01693	Syaa.g_01748
OG0000802	Prbm.g_01695	Syaa.g_01753
OG0000803	Prbm.g_01697	Syaa.g_01758
OG0000804	Prbm.g_01698	Syaa.g_01761
OG0000805	Prbm.g_01700	Syaa.g_01763
OG0000806	Prbm.g_01702	Syaa.g_01765
OG0000807	Prbm.g_01703	Syaa.g_01767
OG0000808	Prbm.g_01704	Syaa.g_01768
OG0000809	Prbm.g_01708	Syaa.g_01771
OG0000810	Prbm.g_01709	Syaa.g_01772
OG0000811	Prbm.g_01713	Syaa.g_01778
OG0000812	Prbm.g_01715	Syaa.g_01780
OG0000813	Prbm.g_01716	Syaa.g_01781
OG0000814	Prbm.g_01718	Syaa.g_01783
OG0000815	Prbm.g_01719	Syaa.g_01784
OG0000816	Prbm.g_01721	Syaa.g_01785
OG0000817	Prbm.g_01722	Syaa.g_01786
OG0000818	Prbm.g_01726	Syaa.g_01792
OG0000819	Prbm.g_01727	Syaa.g_01793
OG0000820	Prbm.g_01728	Syaa.g_01794
OG0000821	Prbm.g_01731	Syaa.g_01800
OG0000822	Prbm.g_01732	Syaa.g_01802
OG0000823	Prbm.g_01733	Syaa.g_01803
OG0000824	Prbm.g_01736	Syaa.g_01807
OG0000825	Prbm.g_01737	Syaa.g_01808
OG0000826	Prbm.g_01738	Syaa.g_01809
OG0000827	Prbm.g_01739	Syaa.g_01810
OG0000828	Prbm.g_01742	Syaa.g_01813
OG0000829	Prbm.g_01743	Syaa.g_01814
OG0000830	Prbm.g_01744	Syaa.g_01815
OG0000831	Prbm.g_01746	Syaa.g_01817
OG0000832	Prbm.g_01756	Syaa.g_00627
OG0000833	Prbm.g_01764	Syaa.g_00611
OG0000834	Prbm.g_01765	Syaa.g_00608
OG0000835	Prbm.g_01766	Syaa.g_00607
OG0000836	Prbm.g_01768	Syaa.g_00603
OG0000837	Prbm.g_01769	Syaa.g_00601
OG0000838	Prbm.g_01771	Syaa.g_00597
OG0000839	Prbm.g_01772	Syaa.g_00596
OG0000840	Prbm.g_01773	Syaa.g_00595
OG0000841	Prbm.g_01774	Syaa.g_00594
OG0000842	Prbm.g_01775	Syaa.g_00593
OG0000843	Prbm.g_01776	Syaa.g_00592
OG0000844	Prbm.g_01777	Syaa.g_00590
OG0000845	Prbm.g_01778	Syaa.g_00589
OG0000846	Prbm.g_01779	Syaa.g_00588
OG0000847	Prbm.g_01780	Syaa.g_00587
OG0000848	Prbm.g_01781	Syaa.g_00585
OG0000849	Prbm.g_01782	Syaa.g_00584
OG0000850	Prbm.g_01784	Syaa.g_00582
OG0000851	Prbm.g_01785	Syaa.g_00577
OG0000852	Prbm.g_01786	Syaa.g_00576
OG0000853	Prbm.g_01791	Syaa.g_00572
OG0000854	Prbm.g_01793	Syaa.g_00570
OG0000855	Prbm.g_01794	Syaa.g_00569
OG0000856	Prbm.g_01685	Syaa.g_01650
OG0000857	Prbm.g_00830	Syaa.g_01188
OG0000858	Prbm.g_01835	Syaa.g_00563
OG0000859	Prbm.g_01836	Syaa.g_00562
OG0000860	Prbm.g_01843	Syaa.g_00549
OG0000861	Prbm.g_01844	Syaa.g_00548
OG0000862	Prbm.g_01845	Syaa.g_00547
OG0000863	Prbm.g_01846	Syaa.g_00543
OG0000864	Prbm.g_01847	Syaa.g_00542
OG0000865	Prbm.g_01848	Syaa.g_00541
OG0000866	Prbm.g_01849	Syaa.g_00540
OG0000867	Prbm.g_01850	Syaa.g_00539
OG0000868	Prbm.g_01851	Syaa.g_00536
OG0000869	Prbm.g_01854	Syaa.g_00531
OG0000870	Prbm.g_01859	Syaa.g_00526
OG0000871	Prbm.g_01860	Syaa.g_00525
OG0000872	Prbm.g_01861	Syaa.g_00511
OG0000873	Prbm.g_01864	Syaa.g_00497
OG0000874	Prbm.g_01867	Syaa.g_00519
OG0000875	Prbm.g_01869	Syaa.g_00438
OG0000876	Prbm.g_01870	Syaa.g_00682
OG0000877	Prbm.g_01872	Syaa.g_00679
OG0000878	Prbm.g_01873	Syaa.g_00678
OG0000879	Prbm.g_01874	Syaa.g_00677
OG0000880	Prbm.g_01875	Syaa.g_00676
OG0000881	Prbm.g_01878	Syaa.g_00671
OG0000882	Prbm.g_01883	Syaa.g_00666
OG0000883	Prbm.g_01885	Syaa.g_00661
OG0000884	Prbm.g_01887	Syaa.g_00659
OG0000885	Prbm.g_01888	Syaa.g_00658
OG0000886	Prbm.g_01889	Syaa.g_00657
OG0000887	Prbm.g_01890	Syaa.g_00656
OG0000888	Prbm.g_01892	Syaa.g_00654
OG0000889	Prbm.g_01894	Syaa.g_00652
OG0000890	Prbm.g_01895	Syaa.g_00644
OG0000891	Prbm.g_01896	Syaa.g_00643
OG0000892	Prbm.g_01898	Syaa.g_00640
OG0000893	Prbm.g_01948	Syaa.g_02352
OG0000894	Prbm.g_01951	Syaa.g_02349
OG0000895	Prbm.g_01954	Syaa.g_02345
OG0000896	Prbm.g_01955	Syaa.g_02344
OG0000897	Prbm.g_01957	Syaa.g_02342
OG0000898	Prbm.g_01958	Syaa.g_02341
OG0000899	Prbm.g_01959	Syaa.g_02340
OG0000900	Prbm.g_01960	Syaa.g_02339
OG0000901	Prbm.g_01963	Syaa.g_02334
OG0000902	Prbm.g_01965	Syaa.g_02332
OG0000903	Prbm.g_01975	Syaa.g_02313
OG0000904	Prbm.g_01970	Syaa.g_02318
OG0000905	Prbm.g_01967	Syaa.g_02324
OG0000906	Prbm.g_01966	Syaa.g_02327
OG0000907	Prbm.g_01990	Syaa.g_02295
OG0000908	Prbm.g_01993	Syaa.g_02292
OG0000909	Prbm.g_01994	Syaa.g_02291
OG0000910	Prbm.g_01995	Syaa.g_02290
OG0000911	Prbm.g_01997	Syaa.g_02288
OG0000912	Prbm.g_01998	Syaa.g_02287
OG0000913	Prbm.g_01999	Syaa.g_02286
OG0000914	Prbm.g_02000	Syaa.g_02285
OG0000915	Prbm.g_02001	Syaa.g_02283
OG0000916	Prbm.g_02002	Syaa.g_02282
OG0000917	Prbm.g_02003	Syaa.g_02281
OG0000918	Prbm.g_02004	Syaa.g_02280
OG0000919	Prbm.g_02005	Syaa.g_02279
OG0000920	Prbm.g_02006	Syaa.g_02278
OG0000921	Prbm.g_02007	Syaa.g_02277
OG0000922	Prbm.g_02008	Syaa.g_02276
OG0000923	Prbm.g_02012	Syaa.g_02272
OG0000924	Prbm.g_02013	Syaa.g_02271
OG0000925	Prbm.g_02014	Syaa.g_02270
OG0000926	Prbm.g_02015	Syaa.g_02269
OG0000927	Prbm.g_02017	Syaa.g_02267
OG0000928	Prbm.g_02018	Syaa.g_02266
OG0000929	Prbm.g_02019	Syaa.g_02265
OG0000930	Prbm.g_02020	Syaa.g_02264
OG0000931	Prbm.g_02021	Syaa.g_02263
OG0000932	Prbm.g_02022	Syaa.g_02262
OG0000933	Prbm.g_02026	Syaa.g_02256
OG0000934	Prbm.g_02028	Syaa.g_02254
OG0000935	Prbm.g_02029	Syaa.g_02253
OG0000936	Prbm.g_02030	Syaa.g_02252
OG0000937	Prbm.g_02031	Syaa.g_02251
OG0000938	Prbm.g_02034	Syaa.g_02248
OG0000939	Prbm.g_02035	Syaa.g_02247
OG0000940	Prbm.g_02042	Syaa.g_02240
OG0000941	Prbm.g_02044	Syaa.g_02238
OG0000942	Prbm.g_02046	Syaa.g_02236
OG0000943	Prbm.g_02048	Syaa.g_02235
OG0000944	Prbm.g_02050	Syaa.g_02233
OG0000945	Prbm.g_02051	Syaa.g_02231
OG0000946	Prbm.g_02057	Syaa.g_02225
OG0000947	Prbm.g_02059	Syaa.g_02222
OG0000948	Prbm.g_02060	Syaa.g_02221
OG0000949	Prbm.g_02063	Syaa.g_00172
OG0000950	Prbm.g_02068	Syaa.g_00159
OG0000951	Prbm.g_02072	Syaa.g_00153
OG0000952	Prbm.g_02076	Syaa.g_00149
OG0000953	Prbm.g_02080	Syaa.g_00143
OG0000954	Prbm.g_02084	Syaa.g_00138
OG0000955	Prbm.g_02085	Syaa.g_00137
OG0000956	Prbm.g_02087	Syaa.g_00135
OG0000957	Prbm.g_02092	Syaa.g_00125
OG0000958	Prbm.g_02093	Syaa.g_00124
OG0000959	Prbm.g_02097	Syaa.g_00120
OG0000960	Prbm.g_02098	Syaa.g_00119
OG0000961	Prbm.g_02101	Syaa.g_00106
OG0000962	Prbm.g_02103	Syaa.g_00102
OG0000963	Prbm.g_02107	Syaa.g_00097
OG0000964	Prbm.g_02108	Syaa.g_00096
OG0000965	Prbm.g_02109	Syaa.g_00095
OG0000966	Prbm.g_02144	Syaa.g_00083
OG0000967	Prbm.g_02148	Syaa.g_00074
OG0000968	Prbm.g_02150	Syaa.g_00078
OG0000969	Prbm.g_02151	Syaa.g_00077
OG0000970	Prbm.g_02152	Syaa.g_00076
OG0000971	Prbm.g_02153	Syaa.g_00069
OG0000972	Prbm.g_02154	Syaa.g_00068
OG0000973	Prbm.g_02155	Syaa.g_00067
OG0000974	Prbm.g_02156	Syaa.g_00066
OG0000975	Prbm.g_02157	Syaa.g_00065
OG0000976	Prbm.g_02158	Syaa.g_00064
OG0000977	Prbm.g_02159	Syaa.g_00062
OG0000978	Prbm.g_02160	Syaa.g_00061
OG0000979	Prbm.g_02163	Syaa.g_00058
OG0000980	Prbm.g_02165	Syaa.g_00055
OG0000981	Prbm.g_02168	Syaa.g_00052
OG0000982	Prbm.g_02170	Syaa.g_02593
OG0000983	Prbm.g_02171	Syaa.g_02594
OG0000984	Prbm.g_02172	Syaa.g_02595
OG0000985	Prbm.g_02175	Syaa.g_02597
OG0000986	Prbm.g_02177	Syaa.g_02601
OG0000987	Prbm.g_02178	Syaa.g_02603
OG0000988	Prbm.g_02181	Syaa.g_02608
OG0000989	Prbm.g_02185	Syaa.g_02616
OG0000990	Prbm.g_02190	Syaa.g_02647
OG0000991	Prbm.g_02191	Syaa.g_02650
OG0000992	Prbm.g_02194	Syaa.g_02653
OG0000993	Prbm.g_02195	Syaa.g_02654
OG0000994	Prbm.g_02196	Syaa.g_02657
OG0000995	Prbm.g_02200	Syaa.g_02662
OG0000996	Prbm.g_02201	Syaa.g_02705
OG0000997	Prbm.g_02208	Syaa.g_02725
OG0000998	Prbm.g_02210	Syaa.g_02727
OG0000999	Prbm.g_02211	Syaa.g_02728
OG0001000	Prbm.g_02214	Syaa.g_02732
OG0001001	Prbm.g_02217	Syaa.g_02738
OG0001002	Prbm.g_02222	Syaa.g_02745
OG0001003	Prbm.g_02225	Syaa.g_02747
OG0001004	Prbm.g_02226	Syaa.g_02748
OG0001005	Prbm.g_02227	Syaa.g_02749
OG0001006	Prbm.g_02231	Syaa.g_02756
OG0001007	Prbm.g_02233	Syaa.g_02758
OG0001008	Prbm.g_00447	Syaa.g_00704
OG0001009	Prbm.g_00027	Syaa.g_00034
OG0001010	Prbm.g_00028	Syaa.g_00035
OG0001011	Prbm.g_00029	Syaa.g_00037
OG0001012	Prbm.g_00052	Syaa.g_02589
OG0001013	Prbm.g_00057	Syaa.g_02576
OG0001014	Prbm.g_00060	Syaa.g_02572
OG0001015	Prbm.g_00061	Syaa.g_02571
OG0001016	Prbm.g_00130	Syaa.g_00348
OG0001017	Prbm.g_00134	Syaa.g_00342
OG0001018	Prbm.g_00137	Syaa.g_00340
OG0001019	Prbm.g_00146	Syaa.g_00323
OG0001020	Prbm.g_00147	Syaa.g_02355
OG0001021	Prbm.g_00148	Syaa.g_02359
OG0001022	Prbm.g_00151	Syaa.g_02365
OG0001023	Prbm.g_00152	Syaa.g_02366
OG0001024	Prbm.g_00155	Syaa.g_02370
OG0001025	Prbm.g_00162	Syaa.g_02377
OG0001026	Prbm.g_00170	Syaa.g_02390
OG0001027	Prbm.g_00171	Syaa.g_02397
OG0001028	Prbm.g_00173	Syaa.g_02399
OG0001029	Prbm.g_00175	Syaa.g_02401
OG0001030	Prbm.g_00191	Syaa.g_02422
OG0001031	Prbm.g_00246	Syaa.g_02500
OG0001032	Prbm.g_00247	Syaa.g_02502
OG0001033	Prbm.g_00267	Syaa.g_02539
OG0001034	Prbm.g_00296	Syaa.g_02108
OG0001035	Prbm.g_00313	Syaa.g_00298
OG0001036	Prbm.g_00318	Syaa.g_00293
OG0001037	Prbm.g_00319	Syaa.g_00291
OG0001038	Prbm.g_00335	Syaa.g_00264
OG0001039	Prbm.g_00337	Syaa.g_00261
OG0001040	Prbm.g_00340	Syaa.g_00258
OG0001041	Prbm.g_00344	Syaa.g_00253
OG0001042	Prbm.g_00360	Syaa.g_00227
OG0001043	Prbm.g_00361	Syaa.g_00223
OG0001044	Prbm.g_00399	Syaa.g_02183
OG0001045	Prbm.g_00408	Syaa.g_02170
OG0001046	Prbm.g_01121	Syaa.g_01332
OG0001047	Prbm.g_00449	Syaa.g_00706
OG0001048	Prbm.g_00450	Syaa.g_00707
OG0001049	Prbm.g_00452	Syaa.g_00710
OG0001050	Prbm.g_00453	Syaa.g_00711
OG0001051	Prbm.g_00454	Syaa.g_00712
OG0001052	Prbm.g_00497	Syaa.g_01846
OG0001053	Prbm.g_00509	Syaa.g_02048
OG0001054	Prbm.g_00523	Syaa.g_02031
OG0001055	Prbm.g_00551	Syaa.g_02010
OG0001056	Prbm.g_00569	Syaa.g_01975
OG0001057	Prbm.g_00574	Syaa.g_01966
OG0001058	Prbm.g_00582	Syaa.g_01951
OG0001059	Prbm.g_00586	Syaa.g_01947
OG0001060	Prbm.g_00593	Syaa.g_01941
OG0001061	Prbm.g_00606	Syaa.g_01919
OG0001062	Prbm.g_00608	Syaa.g_01917
OG0001063	Prbm.g_00609	Syaa.g_01912
OG0001064	Prbm.g_00610	Syaa.g_01911
OG0001065	Prbm.g_00611	Syaa.g_01910
OG0001066	Prbm.g_00612	Syaa.g_01909
OG0001067	Prbm.g_00613	Syaa.g_01908
OG0001068	Prbm.g_00614	Syaa.g_01907
OG0001069	Prbm.g_00615	Syaa.g_01906
OG0001070	Prbm.g_00617	Syaa.g_01903
OG0001071	Prbm.g_00618	Syaa.g_01902
OG0001072	Prbm.g_00619	Syaa.g_01898
OG0001073	Prbm.g_00634	Syaa.g_01884
OG0001074	Prbm.g_00646	Syaa.g_01678
OG0001075	Prbm.g_00647	Syaa.g_01676
OG0001076	Prbm.g_00654	Syaa.g_01659
OG0001077	Prbm.g_00659	Syaa.g_01647
OG0001078	Prbm.g_00667	Syaa.g_01632
OG0001079	Prbm.g_00678	Syaa.g_01619
OG0001080	Prbm.g_00684	Syaa.g_01443
OG0001081	Prbm.g_00686	Syaa.g_01056
OG0001082	Prbm.g_00687	Syaa.g_01057
OG0001083	Prbm.g_00692	Syaa.g_01064
OG0001084	Prbm.g_00693	Syaa.g_01065
OG0001085	Prbm.g_00703	Syaa.g_01075
