Orthogroup	Prbm	Syaj
OG0000540	Prbm.g_00536	Syaj.g_00098
OG0000541	Prbm.g_00537	Syaj.g_00099
OG0000542	Prbm.g_00539	Syaj.g_00102
OG0000543	Prbm.g_00541	Syaj.g_00104
OG0000544	Prbm.g_00542	Syaj.g_00105
OG0000545	Prbm.g_00544	Syaj.g_00107
OG0000546	Prbm.g_00547	Syaj.g_00109
OG0000547	Prbm.g_00549	Syaj.g_00111
OG0000548	Prbm.g_00550	Syaj.g_00112
OG0000549	Prbm.g_00553	Syaj.g_00118
OG0000550	Prbm.g_00557	Syaj.g_00123
OG0000551	Prbm.g_00560	Syaj.g_00128
OG0000552	Prbm.g_00561	Syaj.g_00129
OG0000553	Prbm.g_00562	Syaj.g_00133
OG0000554	Prbm.g_00567	Syaj.g_00145
OG0000555	Prbm.g_00575	Syaj.g_00163
OG0000556	Prbm.g_00577	Syaj.g_00167
OG0000557	Prbm.g_00578	Syaj.g_00178
OG0000558	Prbm.g_00580	Syaj.g_00181
OG0000559	Prbm.g_00584	Syaj.g_00185
OG0000560	Prbm.g_00587	Syaj.g_00188
OG0000561	Prbm.g_00588	Syaj.g_00189
OG0000562	Prbm.g_00589	Syaj.g_00190
OG0000563	Prbm.g_00590	Syaj.g_00191
OG0000564	Prbm.g_00591	Syaj.g_00192
OG0000565	Prbm.g_00594	Syaj.g_00195
OG0000566	Prbm.g_00596	Syaj.g_00199
OG0000567	Prbm.g_00600	Syaj.g_00203
OG0000568	Prbm.g_00601	Syaj.g_00207
OG0000569	Prbm.g_00602	Syaj.g_00208
OG0000570	Prbm.g_00603	Syaj.g_00209
OG0000571	Prbm.g_00605	Syaj.g_00213
OG0000572	Prbm.g_00616	Syaj.g_00230
OG0000573	Prbm.g_00621	Syaj.g_00238
OG0000574	Prbm.g_00624	Syaj.g_00242
OG0000575	Prbm.g_00627	Syaj.g_00247
OG0000576	Prbm.g_00629	Syaj.g_00249
OG0000577	Prbm.g_00630	Syaj.g_00250
OG0000578	Prbm.g_00631	Syaj.g_00251
OG0000579	Prbm.g_00632	Syaj.g_00252
OG0000580	Prbm.g_00633	Syaj.g_00253
OG0000581	Prbm.g_00636	Syaj.g_00261
OG0000582	Prbm.g_00639	Syaj.g_01338
OG0000583	Prbm.g_00640	Syaj.g_01337
OG0000584	Prbm.g_00641	Syaj.g_01336
OG0000585	Prbm.g_00643	Syaj.g_01334
OG0000586	Prbm.g_00644	Syaj.g_01333
OG0000587	Prbm.g_00645	Syaj.g_01331
OG0000588	Prbm.g_00649	Syaj.g_01313
OG0000589	Prbm.g_00652	Syaj.g_01308
OG0000590	Prbm.g_00653	Syaj.g_01307
OG0000591	Prbm.g_00656	Syaj.g_01299
OG0000592	Prbm.g_00657	Syaj.g_01298
OG0000593	Prbm.g_00663	Syaj.g_01287
OG0000594	Prbm.g_00664	Syaj.g_01286
OG0000595	Prbm.g_00665	Syaj.g_01285
OG0000596	Prbm.g_00669	Syaj.g_01280
OG0000597	Prbm.g_00671	Syaj.g_01277
OG0000598	Prbm.g_00672	Syaj.g_01276
OG0000599	Prbm.g_00675	Syaj.g_01273
OG0000600	Prbm.g_00676	Syaj.g_01272
OG0000601	Prbm.g_00677	Syaj.g_01271
OG0000602	Prbm.g_00679	Syaj.g_01266
OG0000603	Prbm.g_00680	Syaj.g_01265
OG0000604	Prbm.g_00681	Syaj.g_01262
OG0000605	Prbm.g_00682	Syaj.g_01153
OG0000606	Prbm.g_00685	Syaj.g_00698
OG0000607	Prbm.g_00688	Syaj.g_00702
OG0000608	Prbm.g_00689	Syaj.g_00703
OG0000609	Prbm.g_00690	Syaj.g_00705
OG0000610	Prbm.g_00696	Syaj.g_00714
OG0000611	Prbm.g_00699	Syaj.g_00717
OG0000612	Prbm.g_00700	Syaj.g_00718
OG0000613	Prbm.g_00706	Syaj.g_02500
OG0000614	Prbm.g_00730	Syaj.g_00480
OG0000615	Prbm.g_00737	Syaj.g_01065
OG0000616	Prbm.g_02220	Syaj.g_02245
OG0000617	Prbm.g_00748	Syaj.g_00952
OG0000618	Prbm.g_00749	Syaj.g_00951
OG0000619	Prbm.g_00750	Syaj.g_00950
OG0000620	Prbm.g_00753	Syaj.g_00945
OG0000621	Prbm.g_00754	Syaj.g_00944
OG0000622	Prbm.g_00755	Syaj.g_00943
OG0000623	Prbm.g_00756	Syaj.g_00942
OG0000624	Prbm.g_00758	Syaj.g_00940
OG0000625	Prbm.g_00759	Syaj.g_00939
OG0000626	Prbm.g_00760	Syaj.g_00938
OG0000627	Prbm.g_00762	Syaj.g_00765
OG0000628	Prbm.g_00763	Syaj.g_00766
OG0000629	Prbm.g_00764	Syaj.g_00769
OG0000630	Prbm.g_00767	Syaj.g_00773
OG0000631	Prbm.g_00959	Syaj.g_00786
OG0000632	Prbm.g_00960	Syaj.g_00787
OG0000633	Prbm.g_00961	Syaj.g_00789
OG0000634	Prbm.g_00810	Syaj.g_01030
OG0000635	Prbm.g_00811	Syaj.g_01029
OG0000636	Prbm.g_00813	Syaj.g_01024
OG0000637	Prbm.g_00815	Syaj.g_01022
OG0000638	Prbm.g_00816	Syaj.g_01021
OG0000639	Prbm.g_00817	Syaj.g_01020
OG0000640	Prbm.g_00818	Syaj.g_01019
OG0000641	Prbm.g_00822	Syaj.g_01015
OG0000642	Prbm.g_00823	Syaj.g_01014
OG0000643	Prbm.g_00824	Syaj.g_01012
OG0000644	Prbm.g_00825	Syaj.g_01011
OG0000645	Prbm.g_00826	Syaj.g_01009
OG0000646	Prbm.g_00829	Syaj.g_01006
OG0000647	Prbm.g_00831	Syaj.g_01004
OG0000648	Prbm.g_00833	Syaj.g_01001
OG0000649	Prbm.g_00834	Syaj.g_01000
OG0000650	Prbm.g_00835	Syaj.g_00999
OG0000651	Prbm.g_00836	Syaj.g_00998
OG0000652	Prbm.g_00837	Syaj.g_00997
OG0000653	Prbm.g_00839	Syaj.g_00991
OG0000654	Prbm.g_00840	Syaj.g_00990
OG0000655	Prbm.g_00841	Syaj.g_00989
OG0000656	Prbm.g_00844	Syaj.g_00986
OG0000657	Prbm.g_00850	Syaj.g_00382
OG0000658	Prbm.g_00852	Syaj.g_00379
OG0000659	Prbm.g_00853	Syaj.g_00378
OG0000660	Prbm.g_00857	Syaj.g_00374
OG0000661	Prbm.g_00859	Syaj.g_00372
OG0000662	Prbm.g_00861	Syaj.g_00370
OG0000663	Prbm.g_00863	Syaj.g_00367
OG0000664	Prbm.g_00864	Syaj.g_00358
OG0000665	Prbm.g_00868	Syaj.g_01243
OG0000666	Prbm.g_00869	Syaj.g_01154
OG0000667	Prbm.g_00873	Syaj.g_02661
OG0000668	Prbm.g_00911	Syaj.g_00816
OG0000669	Prbm.g_00919	Syaj.g_00730
OG0000670	Prbm.g_00922	Syaj.g_00733
OG0000671	Prbm.g_00924	Syaj.g_00735
OG0000672	Prbm.g_00927	Syaj.g_00739
OG0000673	Prbm.g_00930	Syaj.g_00742
OG0000674	Prbm.g_00932	Syaj.g_00744
OG0000675	Prbm.g_00933	Syaj.g_00757
OG0000676	Prbm.g_00935	Syaj.g_00759
OG0000677	Prbm.g_00936	Syaj.g_00760
OG0000678	Prbm.g_00939	Syaj.g_01075
OG0000679	Prbm.g_00943	Syaj.g_01061
OG0000680	Prbm.g_00944	Syaj.g_01060
OG0000681	Prbm.g_00946	Syaj.g_01057
OG0000682	Prbm.g_00947	Syaj.g_01056
OG0000683	Prbm.g_00948	Syaj.g_01055
OG0000684	Prbm.g_00793	Syaj.g_01051
OG0000685	Prbm.g_00795	Syaj.g_01049
OG0000686	Prbm.g_00796	Syaj.g_01048
OG0000687	Prbm.g_00797	Syaj.g_01047
OG0000688	Prbm.g_00800	Syaj.g_01041
OG0000689	Prbm.g_00801	Syaj.g_01039
OG0000690	Prbm.g_00802	Syaj.g_01038
OG0000691	Prbm.g_00803	Syaj.g_01037
OG0000692	Prbm.g_00805	Syaj.g_01036
OG0000693	Prbm.g_00806	Syaj.g_01034
OG0000694	Prbm.g_00807	Syaj.g_01033
OG0000695	Prbm.g_00963	Syaj.g_00791
OG0000696	Prbm.g_00964	Syaj.g_00792
OG0000697	Prbm.g_00965	Syaj.g_00932
OG0000698	Prbm.g_00968	Syaj.g_00929
OG0000699	Prbm.g_00969	Syaj.g_00928
OG0000700	Prbm.g_00970	Syaj.g_00927
OG0000701	Prbm.g_00971	Syaj.g_00926
OG0000702	Prbm.g_00973	Syaj.g_00916
OG0000703	Prbm.g_00974	Syaj.g_00915
OG0000704	Prbm.g_00975	Syaj.g_00913
OG0000705	Prbm.g_00981	Syaj.g_00906
OG0000706	Prbm.g_00982	Syaj.g_00905
OG0000707	Prbm.g_00983	Syaj.g_00904
OG0000708	Prbm.g_00985	Syaj.g_00901
OG0000709	Prbm.g_00989	Syaj.g_00872
OG0000710	Prbm.g_00992	Syaj.g_00867
OG0000711	Prbm.g_01007	Syaj.g_00839
OG0000712	Prbm.g_01009	Syaj.g_00837
OG0000713	Prbm.g_01010	Syaj.g_00836
OG0000714	Prbm.g_01011	Syaj.g_00834
OG0000715	Prbm.g_01013	Syaj.g_00832
OG0000716	Prbm.g_01014	Syaj.g_00825
OG0000717	Prbm.g_01015	Syaj.g_00824
OG0000718	Prbm.g_01031	Syaj.g_00820
OG0000719	Prbm.g_01032	Syaj.g_00818
OG0000720	Prbm.g_01042	Syaj.g_00805
OG0000721	Prbm.g_01043	Syaj.g_00803
OG0000722	Prbm.g_01044	Syaj.g_00802
OG0000723	Prbm.g_01048	Syaj.g_00934
OG0000724	Prbm.g_01059	Syaj.g_00421
OG0000725	Prbm.g_00887	Syaj.g_00430
OG0000726	Prbm.g_00886	Syaj.g_00431
OG0000727	Prbm.g_00885	Syaj.g_00432
OG0000728	Prbm.g_00883	Syaj.g_00434
OG0000729	Prbm.g_02104	Syaj.g_02397
OG0000730	Prbm.g_00398	Syaj.g_02802
OG0000731	Prbm.g_00406	Syaj.g_02814
OG0000732	Prbm.g_02166	Syaj.g_02315
OG0000733	Prbm.g_01911	Syaj.g_02151
OG0000734	Prbm.g_01565	Syaj.g_01895
OG0000735	Prbm.g_01563	Syaj.g_00286
OG0000736	Prbm.g_01562	Syaj.g_00287
OG0000737	Prbm.g_01561	Syaj.g_00288
OG0000738	Prbm.g_01557	Syaj.g_00293
OG0000739	Prbm.g_01556	Syaj.g_00295
OG0000740	Prbm.g_01555	Syaj.g_00296
OG0000741	Prbm.g_01553	Syaj.g_00299
OG0000742	Prbm.g_01550	Syaj.g_00301
OG0000743	Prbm.g_01548	Syaj.g_00303
OG0000744	Prbm.g_01547	Syaj.g_00304
OG0000745	Prbm.g_01545	Syaj.g_00306
OG0000746	Prbm.g_01543	Syaj.g_00308
OG0000747	Prbm.g_01542	Syaj.g_00309
OG0000748	Prbm.g_01538	Syaj.g_00319
OG0000749	Prbm.g_01537	Syaj.g_00322
OG0000750	Prbm.g_01536	Syaj.g_00323
OG0000751	Prbm.g_01533	Syaj.g_00331
OG0000752	Prbm.g_01531	Syaj.g_00333
OG0000753	Prbm.g_01529	Syaj.g_00336
OG0000754	Prbm.g_01525	Syaj.g_00643
OG0000755	Prbm.g_01520	Syaj.g_00631
OG0000756	Prbm.g_01519	Syaj.g_00625
OG0000757	Prbm.g_01512	Syaj.g_00614
OG0000758	Prbm.g_01511	Syaj.g_00613
OG0000759	Prbm.g_01510	Syaj.g_00612
OG0000760	Prbm.g_01509	Syaj.g_00611
OG0000761	Prbm.g_01508	Syaj.g_00609
OG0000762	Prbm.g_01507	Syaj.g_00603
OG0000763	Prbm.g_01505	Syaj.g_00597
OG0000764	Prbm.g_01504	Syaj.g_00596
OG0000765	Prbm.g_01496	Syaj.g_00577
OG0000766	Prbm.g_01495	Syaj.g_00576
OG0000767	Prbm.g_01494	Syaj.g_00574
OG0000768	Prbm.g_01493	Syaj.g_00573
OG0000769	Prbm.g_01491	Syaj.g_00571
OG0000770	Prbm.g_01490	Syaj.g_00567
OG0000771	Prbm.g_01054	Syaj.g_00415
OG0000772	Prbm.g_01356	Syaj.g_01208
OG0000773	Prbm.g_01602	Syaj.g_00280
OG0000774	Prbm.g_01605	Syaj.g_01502
OG0000775	Prbm.g_01606	Syaj.g_01504
OG0000776	Prbm.g_01607	Syaj.g_01505
OG0000777	Prbm.g_01608	Syaj.g_01506
OG0000778	Prbm.g_01609	Syaj.g_01507
OG0000779	Prbm.g_01613	Syaj.g_01513
OG0000780	Prbm.g_01614	Syaj.g_01517
OG0000781	Prbm.g_01616	Syaj.g_01521
OG0000782	Prbm.g_01617	Syaj.g_01522
OG0000783	Prbm.g_01618	Syaj.g_01524
OG0000784	Prbm.g_01619	Syaj.g_01525
OG0000785	Prbm.g_01621	Syaj.g_01526
OG0000786	Prbm.g_01624	Syaj.g_00265
OG0000787	Prbm.g_01625	Syaj.g_00264
OG0000788	Prbm.g_00777	Syaj.g_01270
OG0000789	Prbm.g_01051	Syaj.g_01121
OG0000790	Prbm.g_01665	Syaj.g_00054
OG0000791	Prbm.g_01667	Syaj.g_00053
OG0000792	Prbm.g_01668	Syaj.g_00052
OG0000793	Prbm.g_01671	Syaj.g_00047
OG0000794	Prbm.g_01672	Syaj.g_00046
OG0000795	Prbm.g_01673	Syaj.g_00045
OG0000796	Prbm.g_01677	Syaj.g_00039
OG0000797	Prbm.g_01678	Syaj.g_00038
OG0000799	Prbm.g_01691	Syaj.g_01352
OG0000800	Prbm.g_01692	Syaj.g_01354
OG0000801	Prbm.g_01693	Syaj.g_01355
OG0000802	Prbm.g_01695	Syaj.g_01359
OG0000803	Prbm.g_01697	Syaj.g_01363
OG0000804	Prbm.g_01698	Syaj.g_01366
OG0000805	Prbm.g_01700	Syaj.g_01369
OG0000806	Prbm.g_01702	Syaj.g_01370
OG0000807	Prbm.g_01703	Syaj.g_01372
OG0000808	Prbm.g_01704	Syaj.g_01373
OG0000809	Prbm.g_01708	Syaj.g_01376
OG0000810	Prbm.g_01709	Syaj.g_01377
OG0000811	Prbm.g_01713	Syaj.g_01385
OG0000812	Prbm.g_01715	Syaj.g_01387
OG0000813	Prbm.g_01716	Syaj.g_01388
OG0000814	Prbm.g_01718	Syaj.g_01390
OG0000815	Prbm.g_01719	Syaj.g_01391
OG0000816	Prbm.g_01721	Syaj.g_01392
OG0000817	Prbm.g_01722	Syaj.g_01393
OG0000818	Prbm.g_01726	Syaj.g_01399
OG0000819	Prbm.g_01727	Syaj.g_01400
OG0000820	Prbm.g_01728	Syaj.g_01401
OG0000821	Prbm.g_01731	Syaj.g_01412
OG0000822	Prbm.g_01732	Syaj.g_01414
OG0000823	Prbm.g_01733	Syaj.g_01415
OG0000824	Prbm.g_01736	Syaj.g_01421
OG0000825	Prbm.g_01737	Syaj.g_01422
OG0000826	Prbm.g_01738	Syaj.g_01423
OG0000827	Prbm.g_01739	Syaj.g_01424
OG0000828	Prbm.g_01742	Syaj.g_01427
OG0000829	Prbm.g_01743	Syaj.g_01428
OG0000830	Prbm.g_01744	Syaj.g_01429
OG0000831	Prbm.g_01746	Syaj.g_01431
OG0000832	Prbm.g_01756	Syaj.g_01635
OG0000833	Prbm.g_01764	Syaj.g_01647
OG0000834	Prbm.g_01765	Syaj.g_01649
OG0000835	Prbm.g_01766	Syaj.g_01650
OG0000836	Prbm.g_01768	Syaj.g_01654
OG0000837	Prbm.g_01769	Syaj.g_01661
OG0000838	Prbm.g_01771	Syaj.g_01665
OG0000839	Prbm.g_01772	Syaj.g_01666
OG0000840	Prbm.g_01773	Syaj.g_01667
OG0000841	Prbm.g_01774	Syaj.g_01668
OG0000842	Prbm.g_01775	Syaj.g_01669
OG0000843	Prbm.g_01776	Syaj.g_01670
OG0000844	Prbm.g_01777	Syaj.g_01680
OG0000845	Prbm.g_01778	Syaj.g_01681
OG0000846	Prbm.g_01779	Syaj.g_01682
OG0000847	Prbm.g_01780	Syaj.g_01683
OG0000848	Prbm.g_01781	Syaj.g_01685
OG0000849	Prbm.g_01782	Syaj.g_01686
OG0000850	Prbm.g_01784	Syaj.g_01689
OG0000851	Prbm.g_01785	Syaj.g_01694
OG0000852	Prbm.g_01786	Syaj.g_01695
OG0000853	Prbm.g_01791	Syaj.g_01699
OG0000854	Prbm.g_01793	Syaj.g_01701
OG0000855	Prbm.g_01794	Syaj.g_01702
OG0000856	Prbm.g_01685	Syaj.g_01296
OG0000857	Prbm.g_00830	Syaj.g_01005
OG0000858	Prbm.g_01835	Syaj.g_01708
OG0000859	Prbm.g_01836	Syaj.g_01709
OG0000860	Prbm.g_01843	Syaj.g_01723
OG0000861	Prbm.g_01844	Syaj.g_01724
OG0000862	Prbm.g_01845	Syaj.g_01725
OG0000863	Prbm.g_01846	Syaj.g_01728
OG0000864	Prbm.g_01847	Syaj.g_01729
OG0000865	Prbm.g_01848	Syaj.g_01730
OG0000866	Prbm.g_01849	Syaj.g_01731
OG0000867	Prbm.g_01850	Syaj.g_01732
OG0000868	Prbm.g_01851	Syaj.g_01734
OG0000869	Prbm.g_01854	Syaj.g_01742
OG0000870	Prbm.g_01859	Syaj.g_01747
OG0000871	Prbm.g_01860	Syaj.g_01748
OG0000872	Prbm.g_01861	Syaj.g_01756
OG0000873	Prbm.g_01864	Syaj.g_01759
OG0000874	Prbm.g_01867	Syaj.g_01754
OG0000875	Prbm.g_01869	Syaj.g_01762
OG0000876	Prbm.g_01870	Syaj.g_02084
OG0000877	Prbm.g_01872	Syaj.g_01586
OG0000878	Prbm.g_01873	Syaj.g_01587
OG0000879	Prbm.g_01874	Syaj.g_01588
OG0000880	Prbm.g_01875	Syaj.g_01589
OG0000881	Prbm.g_01878	Syaj.g_01595
OG0000882	Prbm.g_01883	Syaj.g_01599
OG0000883	Prbm.g_01885	Syaj.g_01601
OG0000884	Prbm.g_01887	Syaj.g_01603
OG0000885	Prbm.g_01888	Syaj.g_01604
OG0000886	Prbm.g_01889	Syaj.g_01605
OG0000887	Prbm.g_01890	Syaj.g_01606
OG0000888	Prbm.g_01892	Syaj.g_01608
OG0000889	Prbm.g_01894	Syaj.g_01610
OG0000890	Prbm.g_01895	Syaj.g_01615
OG0000891	Prbm.g_01896	Syaj.g_01616
OG0000892	Prbm.g_01898	Syaj.g_01620
OG0000893	Prbm.g_01948	Syaj.g_02636
OG0000894	Prbm.g_01951	Syaj.g_02639
OG0000895	Prbm.g_01954	Syaj.g_02643
OG0000896	Prbm.g_01955	Syaj.g_02644
OG0000897	Prbm.g_01957	Syaj.g_02646
OG0000898	Prbm.g_01958	Syaj.g_02647
OG0000899	Prbm.g_01959	Syaj.g_02648
OG0000900	Prbm.g_01960	Syaj.g_02649
OG0000901	Prbm.g_01963	Syaj.g_02654
OG0000902	Prbm.g_01965	Syaj.g_02656
OG0000903	Prbm.g_01975	Syaj.g_02689
OG0000904	Prbm.g_01970	Syaj.g_02684
OG0000905	Prbm.g_01967	Syaj.g_02678
OG0000906	Prbm.g_01966	Syaj.g_02676
OG0000907	Prbm.g_01990	Syaj.g_02692
OG0000908	Prbm.g_01993	Syaj.g_02695
OG0000909	Prbm.g_01994	Syaj.g_02696
OG0000910	Prbm.g_01995	Syaj.g_02697
OG0000911	Prbm.g_01997	Syaj.g_02699
OG0000912	Prbm.g_01998	Syaj.g_02700
OG0000913	Prbm.g_01999	Syaj.g_02701
OG0000914	Prbm.g_02000	Syaj.g_02702
OG0000915	Prbm.g_02001	Syaj.g_02704
OG0000916	Prbm.g_02002	Syaj.g_02705
OG0000917	Prbm.g_02003	Syaj.g_02706
OG0000918	Prbm.g_02004	Syaj.g_02707
OG0000919	Prbm.g_02005	Syaj.g_02708
OG0000920	Prbm.g_02006	Syaj.g_02709
OG0000921	Prbm.g_02007	Syaj.g_02710
OG0000922	Prbm.g_02008	Syaj.g_02711
OG0000923	Prbm.g_02012	Syaj.g_02715
OG0000924	Prbm.g_02013	Syaj.g_02716
OG0000925	Prbm.g_02014	Syaj.g_02717
OG0000926	Prbm.g_02015	Syaj.g_02718
OG0000927	Prbm.g_02017	Syaj.g_02720
OG0000928	Prbm.g_02018	Syaj.g_02721
OG0000929	Prbm.g_02019	Syaj.g_02722
OG0000930	Prbm.g_02020	Syaj.g_02723
OG0000931	Prbm.g_02021	Syaj.g_02724
OG0000932	Prbm.g_02022	Syaj.g_02725
OG0000933	Prbm.g_02026	Syaj.g_02731
OG0000934	Prbm.g_02028	Syaj.g_02733
OG0000935	Prbm.g_02029	Syaj.g_02734
OG0000936	Prbm.g_02030	Syaj.g_02735
OG0000937	Prbm.g_02031	Syaj.g_02736
OG0000938	Prbm.g_02034	Syaj.g_02739
OG0000939	Prbm.g_02035	Syaj.g_02740
OG0000940	Prbm.g_02042	Syaj.g_02747
OG0000941	Prbm.g_02044	Syaj.g_02749
OG0000942	Prbm.g_02046	Syaj.g_02751
OG0000943	Prbm.g_02048	Syaj.g_02752
OG0000944	Prbm.g_02050	Syaj.g_02754
OG0000945	Prbm.g_02051	Syaj.g_02756
OG0000946	Prbm.g_02057	Syaj.g_02761
OG0000947	Prbm.g_02059	Syaj.g_02764
OG0000948	Prbm.g_02060	Syaj.g_02765
OG0000949	Prbm.g_02063	Syaj.g_02474
OG0000950	Prbm.g_02068	Syaj.g_02459
OG0000951	Prbm.g_02072	Syaj.g_02452
OG0000952	Prbm.g_02076	Syaj.g_02446
OG0000953	Prbm.g_02080	Syaj.g_02442
OG0000954	Prbm.g_02084	Syaj.g_02435
OG0000955	Prbm.g_02085	Syaj.g_02434
OG0000956	Prbm.g_02087	Syaj.g_02432
OG0000957	Prbm.g_02092	Syaj.g_02419
OG0000958	Prbm.g_02093	Syaj.g_02418
OG0000959	Prbm.g_02097	Syaj.g_02413
OG0000960	Prbm.g_02098	Syaj.g_02412
OG0000961	Prbm.g_02101	Syaj.g_02402
OG0000962	Prbm.g_02103	Syaj.g_02398
OG0000963	Prbm.g_02107	Syaj.g_02393
OG0000964	Prbm.g_02108	Syaj.g_02392
OG0000965	Prbm.g_02109	Syaj.g_02391
OG0000966	Prbm.g_02144	Syaj.g_02370
OG0000967	Prbm.g_02148	Syaj.g_02334
OG0000968	Prbm.g_02150	Syaj.g_02363
OG0000969	Prbm.g_02151	Syaj.g_02338
OG0000970	Prbm.g_02152	Syaj.g_02337
OG0000971	Prbm.g_02153	Syaj.g_02331
OG0000972	Prbm.g_02154	Syaj.g_02330
OG0000973	Prbm.g_02155	Syaj.g_02329
OG0000974	Prbm.g_02156	Syaj.g_02328
OG0000975	Prbm.g_02157	Syaj.g_02327
OG0000976	Prbm.g_02158	Syaj.g_02326
OG0000977	Prbm.g_02159	Syaj.g_02324
OG0000978	Prbm.g_02160	Syaj.g_02322
OG0000979	Prbm.g_02163	Syaj.g_02319
OG0000980	Prbm.g_02165	Syaj.g_02316
OG0000981	Prbm.g_02168	Syaj.g_02313
OG0000982	Prbm.g_02170	Syaj.g_02112
OG0000983	Prbm.g_02171	Syaj.g_02113
OG0000984	Prbm.g_02172	Syaj.g_02114
OG0000985	Prbm.g_02175	Syaj.g_02116
OG0000986	Prbm.g_02177	Syaj.g_02123
OG0000987	Prbm.g_02178	Syaj.g_02125
OG0000988	Prbm.g_02181	Syaj.g_02131
OG0000989	Prbm.g_02185	Syaj.g_02142
OG0000990	Prbm.g_02190	Syaj.g_02165
OG0000991	Prbm.g_02191	Syaj.g_02168
OG0000992	Prbm.g_02194	Syaj.g_02171
OG0000993	Prbm.g_02195	Syaj.g_02173
OG0000994	Prbm.g_02196	Syaj.g_02177
OG0000995	Prbm.g_02200	Syaj.g_02182
OG0000996	Prbm.g_02201	Syaj.g_02221
OG0000997	Prbm.g_02208	Syaj.g_02228
OG0000998	Prbm.g_02210	Syaj.g_02230
OG0000999	Prbm.g_02211	Syaj.g_02231
OG0001000	Prbm.g_02214	Syaj.g_02236
OG0001001	Prbm.g_02217	Syaj.g_02241
OG0001002	Prbm.g_02222	Syaj.g_02248
OG0001003	Prbm.g_02225	Syaj.g_02250
OG0001004	Prbm.g_02226	Syaj.g_02251
OG0001005	Prbm.g_02227	Syaj.g_02252
OG0001006	Prbm.g_02231	Syaj.g_02260
OG0001007	Prbm.g_02233	Syaj.g_02262
OG0001008	Prbm.g_00447	Syaj.g_01554
OG0001009	Prbm.g_00027	Syaj.g_02294
OG0001010	Prbm.g_00028	Syaj.g_02295
OG0001011	Prbm.g_00029	Syaj.g_02296
OG0001012	Prbm.g_00052	Syaj.g_02108
OG0001014	Prbm.g_00060	Syaj.g_02083
OG0001015	Prbm.g_00061	Syaj.g_02082
OG0001016	Prbm.g_00130	Syaj.g_01824
OG0001017	Prbm.g_00134	Syaj.g_01830
OG0001018	Prbm.g_00137	Syaj.g_01832
OG0001019	Prbm.g_00146	Syaj.g_01849
OG0001020	Prbm.g_00147	Syaj.g_01862
OG0001021	Prbm.g_00148	Syaj.g_01867
OG0001022	Prbm.g_00151	Syaj.g_01872
OG0001023	Prbm.g_00152	Syaj.g_01873
OG0001024	Prbm.g_00155	Syaj.g_01877
OG0001025	Prbm.g_00162	Syaj.g_01884
OG0001026	Prbm.g_00170	Syaj.g_01897
OG0001027	Prbm.g_00171	Syaj.g_01903
OG0001028	Prbm.g_00173	Syaj.g_01905
OG0001029	Prbm.g_00175	Syaj.g_01907
OG0001030	Prbm.g_00191	Syaj.g_01933
OG0001031	Prbm.g_00246	Syaj.g_02012
OG0001032	Prbm.g_00247	Syaj.g_02015
OG0001033	Prbm.g_00267	Syaj.g_02044
OG0001034	Prbm.g_00296	Syaj.g_02875
OG0001035	Prbm.g_00313	Syaj.g_02603
OG0001036	Prbm.g_00318	Syaj.g_02599
OG0001037	Prbm.g_00319	Syaj.g_02597
OG0001038	Prbm.g_00335	Syaj.g_02567
OG0001039	Prbm.g_00337	Syaj.g_02564
OG0001040	Prbm.g_00340	Syaj.g_02561
OG0001041	Prbm.g_00344	Syaj.g_02556
OG0001042	Prbm.g_00360	Syaj.g_02527
OG0001043	Prbm.g_00361	Syaj.g_02523
OG0001044	Prbm.g_00399	Syaj.g_02804
OG0001045	Prbm.g_00408	Syaj.g_02817
OG0001046	Prbm.g_01121	Syaj.g_00851
OG0001047	Prbm.g_00449	Syaj.g_01552
OG0001048	Prbm.g_00450	Syaj.g_01551
OG0001049	Prbm.g_00452	Syaj.g_01548
OG0001050	Prbm.g_00453	Syaj.g_01547
OG0001051	Prbm.g_00454	Syaj.g_01546
OG0001052	Prbm.g_00497	Syaj.g_01448
OG0001053	Prbm.g_00509	Syaj.g_00075
OG0001054	Prbm.g_00523	Syaj.g_00092
OG0001055	Prbm.g_00551	Syaj.g_00113
OG0001056	Prbm.g_00569	Syaj.g_00149
OG0001057	Prbm.g_00574	Syaj.g_00160
OG0001058	Prbm.g_00582	Syaj.g_00183
OG0001059	Prbm.g_00586	Syaj.g_00187
OG0001060	Prbm.g_00593	Syaj.g_00193
OG0001061	Prbm.g_00606	Syaj.g_00214
OG0001062	Prbm.g_00608	Syaj.g_00216
OG0001063	Prbm.g_00609	Syaj.g_00222
OG0001064	Prbm.g_00610	Syaj.g_00223
OG0001065	Prbm.g_00611	Syaj.g_00224
OG0001066	Prbm.g_00612	Syaj.g_00225
OG0001067	Prbm.g_00613	Syaj.g_00226
OG0001068	Prbm.g_00614	Syaj.g_00227
OG0001069	Prbm.g_00615	Syaj.g_00228
OG0001070	Prbm.g_00617	Syaj.g_00231
OG0001071	Prbm.g_00618	Syaj.g_00232
OG0001072	Prbm.g_00619	Syaj.g_00236
OG0001073	Prbm.g_00634	Syaj.g_00254
OG0001074	Prbm.g_00646	Syaj.g_01327
OG0001075	Prbm.g_00647	Syaj.g_01325
OG0001076	Prbm.g_00654	Syaj.g_01305
OG0001077	Prbm.g_00659	Syaj.g_01294
OG0001078	Prbm.g_00667	Syaj.g_01282
