Orthogroup	Prbm	Prbi
OG0000517	Prbm.g_00445	Prbi.g_00436
OG0000518	Prbm.g_00456	Prbi.g_00447
OG0000519	Prbm.g_00457	Prbi.g_00448
OG0000520	Prbm.g_00458	Prbi.g_00449
OG0000521	Prbm.g_00480	Prbi.g_00454
OG0000522	Prbm.g_00482	Prbi.g_00456
OG0000523	Prbm.g_00483	Prbi.g_00457
OG0000524	Prbm.g_00490	Prbi.g_00463
OG0000525	Prbm.g_00494	Prbi.g_00466
OG0000526	Prbm.g_00495	Prbi.g_00467
OG0000527	Prbm.g_00498	Prbi.g_00476
OG0000528	Prbm.g_00504	Prbi.g_00481
OG0000529	Prbm.g_00507	Prbi.g_00484
OG0000530	Prbm.g_00510	Prbi.g_00487
OG0000531	Prbm.g_00511	Prbi.g_00488
OG0000532	Prbm.g_00512	Prbi.g_00490
OG0000533	Prbm.g_00513	Prbi.g_00491
OG0000534	Prbm.g_00514	Prbi.g_00492
OG0000535	Prbm.g_00515	Prbi.g_00493
OG0000536	Prbm.g_00516	Prbi.g_00494
OG0000537	Prbm.g_00517	Prbi.g_00495
OG0000538	Prbm.g_00534	Prbi.g_00503
OG0000539	Prbm.g_00535	Prbi.g_00504
OG0000540	Prbm.g_00536	Prbi.g_00505
OG0000541	Prbm.g_00537	Prbi.g_00506
OG0000542	Prbm.g_00539	Prbi.g_00508
OG0000543	Prbm.g_00541	Prbi.g_00510
OG0000544	Prbm.g_00542	Prbi.g_00511
OG0000545	Prbm.g_00544	Prbi.g_00513
OG0000546	Prbm.g_00547	Prbi.g_00516
OG0000547	Prbm.g_00549	Prbi.g_00518
OG0000548	Prbm.g_00550	Prbi.g_00519
OG0000549	Prbm.g_00553	Prbi.g_00521
OG0000550	Prbm.g_00557	Prbi.g_00526
OG0000551	Prbm.g_00560	Prbi.g_00530
OG0000552	Prbm.g_00561	Prbi.g_00531
OG0000553	Prbm.g_00562	Prbi.g_00532
OG0000554	Prbm.g_00567	Prbi.g_00537
OG0000555	Prbm.g_00575	Prbi.g_00545
OG0000556	Prbm.g_00577	Prbi.g_00547
OG0000557	Prbm.g_00578	Prbi.g_00548
OG0000558	Prbm.g_00580	Prbi.g_00550
OG0000559	Prbm.g_00584	Prbi.g_00554
OG0000560	Prbm.g_00587	Prbi.g_00557
OG0000561	Prbm.g_00588	Prbi.g_00558
OG0000562	Prbm.g_00589	Prbi.g_00559
OG0000563	Prbm.g_00590	Prbi.g_00560
OG0000564	Prbm.g_00591	Prbi.g_00561
OG0000565	Prbm.g_00594	Prbi.g_00564
OG0000566	Prbm.g_00596	Prbi.g_00566
OG0000567	Prbm.g_00600	Prbi.g_00570
OG0000568	Prbm.g_00601	Prbi.g_00571
OG0000569	Prbm.g_00602	Prbi.g_00572
OG0000570	Prbm.g_00603	Prbi.g_00573
OG0000571	Prbm.g_00605	Prbi.g_00575
OG0000572	Prbm.g_00616	Prbi.g_00588
OG0000573	Prbm.g_00621	Prbi.g_00594
OG0000574	Prbm.g_00624	Prbi.g_00595
OG0000575	Prbm.g_00627	Prbi.g_00599
OG0000576	Prbm.g_00629	Prbi.g_00601
OG0000577	Prbm.g_00630	Prbi.g_00602
OG0000578	Prbm.g_00631	Prbi.g_00603
OG0000579	Prbm.g_00632	Prbi.g_00604
OG0000580	Prbm.g_00633	Prbi.g_00605
OG0000581	Prbm.g_00636	Prbi.g_00607
OG0000582	Prbm.g_00639	Prbi.g_00610
OG0000583	Prbm.g_00640	Prbi.g_00611
OG0000584	Prbm.g_00641	Prbi.g_00612
OG0000585	Prbm.g_00643	Prbi.g_00614
OG0000586	Prbm.g_00644	Prbi.g_00615
OG0000587	Prbm.g_00645	Prbi.g_00616
OG0000588	Prbm.g_00649	Prbi.g_00620
OG0000589	Prbm.g_00652	Prbi.g_00623
OG0000590	Prbm.g_00653	Prbi.g_00624
OG0000591	Prbm.g_00656	Prbi.g_00627
OG0000592	Prbm.g_00657	Prbi.g_00628
OG0000593	Prbm.g_00663	Prbi.g_00635
OG0000594	Prbm.g_00664	Prbi.g_00636
OG0000595	Prbm.g_00665	Prbi.g_00637
OG0000596	Prbm.g_00669	Prbi.g_00641
OG0000597	Prbm.g_00671	Prbi.g_00643
OG0000598	Prbm.g_00672	Prbi.g_00644
OG0000599	Prbm.g_00675	Prbi.g_00647
OG0000600	Prbm.g_00676	Prbi.g_00648
OG0000601	Prbm.g_00677	Prbi.g_00649
OG0000602	Prbm.g_00679	Prbi.g_00651
OG0000603	Prbm.g_00680	Prbi.g_00652
OG0000604	Prbm.g_00681	Prbi.g_00653
OG0000605	Prbm.g_00682	Prbi.g_00654
OG0000606	Prbm.g_00685	Prbi.g_00657
OG0000607	Prbm.g_00688	Prbi.g_00660
OG0000608	Prbm.g_00689	Prbi.g_00661
OG0000609	Prbm.g_00690	Prbi.g_00662
OG0000610	Prbm.g_00696	Prbi.g_00667
OG0000611	Prbm.g_00699	Prbi.g_00670
OG0000612	Prbm.g_00700	Prbi.g_00671
OG0000613	Prbm.g_00706	Prbi.g_00676
OG0000614	Prbm.g_00730	Prbi.g_00695
OG0000615	Prbm.g_00737	Prbi.g_00704
OG0000616	Prbm.g_02220	Prbi.g_00708
OG0000617	Prbm.g_00748	Prbi.g_00751
OG0000618	Prbm.g_00749	Prbi.g_00752
OG0000619	Prbm.g_00750	Prbi.g_00753
OG0000620	Prbm.g_00753	Prbi.g_00756
OG0000621	Prbm.g_00754	Prbi.g_00757
OG0000622	Prbm.g_00755	Prbi.g_00758
OG0000623	Prbm.g_00756	Prbi.g_00759
OG0000624	Prbm.g_00758	Prbi.g_00760
OG0000625	Prbm.g_00759	Prbi.g_00761
OG0000626	Prbm.g_00760	Prbi.g_00762
OG0000627	Prbm.g_00762	Prbi.g_00763
OG0000628	Prbm.g_00763	Prbi.g_00764
OG0000629	Prbm.g_00764	Prbi.g_00765
OG0000630	Prbm.g_00767	Prbi.g_00768
OG0000631	Prbm.g_00959	Prbi.g_00838
OG0000632	Prbm.g_00960	Prbi.g_00839
OG0000633	Prbm.g_00961	Prbi.g_00840
OG0000634	Prbm.g_00810	Prbi.g_00843
OG0000635	Prbm.g_00811	Prbi.g_00844
OG0000636	Prbm.g_00813	Prbi.g_00846
OG0000637	Prbm.g_00815	Prbi.g_00848
OG0000638	Prbm.g_00816	Prbi.g_00849
OG0000639	Prbm.g_00817	Prbi.g_00850
OG0000640	Prbm.g_00818	Prbi.g_00851
OG0000641	Prbm.g_00822	Prbi.g_00855
OG0000642	Prbm.g_00823	Prbi.g_00856
OG0000643	Prbm.g_00824	Prbi.g_00857
OG0000644	Prbm.g_00825	Prbi.g_00858
OG0000645	Prbm.g_00826	Prbi.g_00859
OG0000646	Prbm.g_00829	Prbi.g_00861
OG0000647	Prbm.g_00831	Prbi.g_00862
OG0000648	Prbm.g_00833	Prbi.g_00864
OG0000649	Prbm.g_00834	Prbi.g_00865
OG0000650	Prbm.g_00835	Prbi.g_00866
OG0000651	Prbm.g_00836	Prbi.g_00867
OG0000652	Prbm.g_00837	Prbi.g_00868
OG0000653	Prbm.g_00839	Prbi.g_00870
OG0000654	Prbm.g_00840	Prbi.g_00871
OG0000655	Prbm.g_00841	Prbi.g_00872
OG0000656	Prbm.g_00844	Prbi.g_00875
OG0000657	Prbm.g_00850	Prbi.g_00883
OG0000658	Prbm.g_00852	Prbi.g_00884
OG0000659	Prbm.g_00853	Prbi.g_00885
OG0000660	Prbm.g_00857	Prbi.g_00889
OG0000661	Prbm.g_00859	Prbi.g_00891
OG0000662	Prbm.g_00861	Prbi.g_00893
OG0000663	Prbm.g_00863	Prbi.g_00895
OG0000664	Prbm.g_00864	Prbi.g_00896
OG0000665	Prbm.g_00868	Prbi.g_00900
OG0000666	Prbm.g_00869	Prbi.g_00901
OG0000667	Prbm.g_00873	Prbi.g_00905
OG0000668	Prbm.g_00911	Prbi.g_00934
OG0000669	Prbm.g_00919	Prbi.g_00942
OG0000670	Prbm.g_00922	Prbi.g_00944
OG0000671	Prbm.g_00924	Prbi.g_00946
OG0000672	Prbm.g_00927	Prbi.g_00949
OG0000673	Prbm.g_00930	Prbi.g_00952
OG0000674	Prbm.g_00932	Prbi.g_00954
OG0000675	Prbm.g_00933	Prbi.g_00955
OG0000676	Prbm.g_00935	Prbi.g_00957
OG0000677	Prbm.g_00936	Prbi.g_00958
OG0000678	Prbm.g_00939	Prbi.g_00960
OG0000679	Prbm.g_00943	Prbi.g_00964
OG0000680	Prbm.g_00944	Prbi.g_00965
OG0000681	Prbm.g_00946	Prbi.g_00968
OG0000682	Prbm.g_00947	Prbi.g_00969
OG0000683	Prbm.g_00948	Prbi.g_00970
OG0000684	Prbm.g_00793	Prbi.g_00971
OG0000685	Prbm.g_00795	Prbi.g_00973
OG0000686	Prbm.g_00796	Prbi.g_00974
OG0000687	Prbm.g_00797	Prbi.g_00975
OG0000688	Prbm.g_00800	Prbi.g_00978
OG0000689	Prbm.g_00801	Prbi.g_00979
OG0000690	Prbm.g_00802	Prbi.g_00980
OG0000691	Prbm.g_00803	Prbi.g_00981
OG0000692	Prbm.g_00805	Prbi.g_00983
OG0000693	Prbm.g_00806	Prbi.g_00984
OG0000694	Prbm.g_00807	Prbi.g_00985
OG0000695	Prbm.g_00963	Prbi.g_00987
OG0000696	Prbm.g_00964	Prbi.g_00988
OG0000697	Prbm.g_00965	Prbi.g_00989
OG0000698	Prbm.g_00968	Prbi.g_00992
OG0000699	Prbm.g_00969	Prbi.g_00993
OG0000700	Prbm.g_00970	Prbi.g_00994
OG0000701	Prbm.g_00971	Prbi.g_00995
OG0000702	Prbm.g_00973	Prbi.g_00997
OG0000703	Prbm.g_00974	Prbi.g_00998
OG0000704	Prbm.g_00975	Prbi.g_00999
OG0000705	Prbm.g_00981	Prbi.g_01003
OG0000706	Prbm.g_00982	Prbi.g_01004
OG0000707	Prbm.g_00983	Prbi.g_01005
OG0000708	Prbm.g_00985	Prbi.g_01006
OG0000709	Prbm.g_00989	Prbi.g_01010
OG0000710	Prbm.g_00992	Prbi.g_01013
OG0000711	Prbm.g_01007	Prbi.g_01030
OG0000712	Prbm.g_01009	Prbi.g_01032
OG0000713	Prbm.g_01010	Prbi.g_01033
OG0000714	Prbm.g_01011	Prbi.g_01034
OG0000715	Prbm.g_01013	Prbi.g_01036
OG0000716	Prbm.g_01014	Prbi.g_01038
OG0000717	Prbm.g_01015	Prbi.g_01039
OG0000718	Prbm.g_01031	Prbi.g_01055
OG0000719	Prbm.g_01032	Prbi.g_01057
OG0000720	Prbm.g_01042	Prbi.g_01066
OG0000721	Prbm.g_01043	Prbi.g_01068
OG0000722	Prbm.g_01044	Prbi.g_01069
OG0000723	Prbm.g_01048	Prbi.g_01072
OG0000724	Prbm.g_01059	Prbi.g_01081
OG0000725	Prbm.g_00887	Prbi.g_01087
OG0000726	Prbm.g_00886	Prbi.g_01088
OG0000727	Prbm.g_00885	Prbi.g_01089
OG0000728	Prbm.g_00883	Prbi.g_01091
OG0000729	Prbm.g_02104	Prbi.g_01138
OG0000730	Prbm.g_00398	Prbi.g_01142
OG0000731	Prbm.g_00406	Prbi.g_01146
OG0000732	Prbm.g_02166	Prbi.g_01155
OG0000733	Prbm.g_01911	Prbi.g_01175
OG0000734	Prbm.g_01565	Prbi.g_01192
OG0000735	Prbm.g_01563	Prbi.g_01194
OG0000736	Prbm.g_01562	Prbi.g_01195
OG0000737	Prbm.g_01561	Prbi.g_01196
OG0000738	Prbm.g_01557	Prbi.g_01200
OG0000739	Prbm.g_01556	Prbi.g_01201
OG0000740	Prbm.g_01555	Prbi.g_01202
OG0000741	Prbm.g_01553	Prbi.g_01203
OG0000742	Prbm.g_01550	Prbi.g_01206
OG0000743	Prbm.g_01548	Prbi.g_01208
OG0000744	Prbm.g_01547	Prbi.g_01209
OG0000745	Prbm.g_01545	Prbi.g_01210
OG0000746	Prbm.g_01543	Prbi.g_01212
OG0000747	Prbm.g_01542	Prbi.g_01213
OG0000748	Prbm.g_01538	Prbi.g_01216
OG0000749	Prbm.g_01537	Prbi.g_01217
OG0000750	Prbm.g_01536	Prbi.g_01218
OG0000751	Prbm.g_01533	Prbi.g_01220
OG0000752	Prbm.g_01531	Prbi.g_01222
OG0000753	Prbm.g_01529	Prbi.g_01225
OG0000754	Prbm.g_01525	Prbi.g_01228
OG0000755	Prbm.g_01520	Prbi.g_01231
OG0000756	Prbm.g_01519	Prbi.g_01232
OG0000757	Prbm.g_01512	Prbi.g_01238
OG0000758	Prbm.g_01511	Prbi.g_01239
OG0000759	Prbm.g_01510	Prbi.g_01240
OG0000760	Prbm.g_01509	Prbi.g_01241
OG0000761	Prbm.g_01508	Prbi.g_01242
OG0000762	Prbm.g_01507	Prbi.g_01243
OG0000763	Prbm.g_01505	Prbi.g_01245
OG0000764	Prbm.g_01504	Prbi.g_01246
OG0000765	Prbm.g_01496	Prbi.g_01255
OG0000766	Prbm.g_01495	Prbi.g_01256
OG0000767	Prbm.g_01494	Prbi.g_01258
OG0000768	Prbm.g_01493	Prbi.g_01259
OG0000769	Prbm.g_01491	Prbi.g_01261
OG0000770	Prbm.g_01490	Prbi.g_01263
OG0000771	Prbm.g_01054	Prbi.g_01277
OG0000772	Prbm.g_01356	Prbi.g_01363
OG0000773	Prbm.g_01602	Prbi.g_01382
OG0000774	Prbm.g_01605	Prbi.g_01384
OG0000775	Prbm.g_01606	Prbi.g_01386
OG0000776	Prbm.g_01607	Prbi.g_01387
OG0000777	Prbm.g_01608	Prbi.g_01388
OG0000778	Prbm.g_01609	Prbi.g_01389
OG0000779	Prbm.g_01613	Prbi.g_01393
OG0000780	Prbm.g_01614	Prbi.g_01394
OG0000781	Prbm.g_01616	Prbi.g_01397
OG0000782	Prbm.g_01617	Prbi.g_01398
OG0000783	Prbm.g_01618	Prbi.g_01399
OG0000784	Prbm.g_01619	Prbi.g_01400
OG0000785	Prbm.g_01621	Prbi.g_01402
OG0000786	Prbm.g_01624	Prbi.g_01404
OG0000787	Prbm.g_01625	Prbi.g_01405
OG0000788	Prbm.g_00777	Prbi.g_01426
OG0000789	Prbm.g_01051	Prbi.g_01429
OG0000790	Prbm.g_01665	Prbi.g_01444
OG0000791	Prbm.g_01667	Prbi.g_01446
OG0000792	Prbm.g_01668	Prbi.g_01447
OG0000793	Prbm.g_01671	Prbi.g_01450
OG0000794	Prbm.g_01672	Prbi.g_01451
OG0000795	Prbm.g_01673	Prbi.g_01452
OG0000796	Prbm.g_01677	Prbi.g_01456
OG0000797	Prbm.g_01678	Prbi.g_01457
OG0000799	Prbm.g_01691	Prbi.g_01571
OG0000800	Prbm.g_01692	Prbi.g_01572
OG0000801	Prbm.g_01693	Prbi.g_01573
OG0000802	Prbm.g_01695	Prbi.g_01575
OG0000803	Prbm.g_01697	Prbi.g_01577
OG0000804	Prbm.g_01698	Prbi.g_01578
OG0000805	Prbm.g_01700	Prbi.g_01580
OG0000806	Prbm.g_01702	Prbi.g_01582
OG0000807	Prbm.g_01703	Prbi.g_01583
OG0000808	Prbm.g_01704	Prbi.g_01584
OG0000809	Prbm.g_01708	Prbi.g_01587
OG0000810	Prbm.g_01709	Prbi.g_01588
OG0000811	Prbm.g_01713	Prbi.g_01594
OG0000812	Prbm.g_01715	Prbi.g_01596
OG0000813	Prbm.g_01716	Prbi.g_01597
OG0000814	Prbm.g_01718	Prbi.g_01599
OG0000815	Prbm.g_01719	Prbi.g_01600
OG0000816	Prbm.g_01721	Prbi.g_01602
OG0000817	Prbm.g_01722	Prbi.g_01603
OG0000818	Prbm.g_01726	Prbi.g_01608
OG0000819	Prbm.g_01727	Prbi.g_01609
OG0000820	Prbm.g_01728	Prbi.g_01610
OG0000821	Prbm.g_01731	Prbi.g_01613
OG0000822	Prbm.g_01732	Prbi.g_01614
OG0000823	Prbm.g_01733	Prbi.g_01615
OG0000824	Prbm.g_01736	Prbi.g_01618
OG0000825	Prbm.g_01737	Prbi.g_01619
OG0000826	Prbm.g_01738	Prbi.g_01620
OG0000827	Prbm.g_01739	Prbi.g_01621
OG0000828	Prbm.g_01742	Prbi.g_01624
OG0000829	Prbm.g_01743	Prbi.g_01625
OG0000830	Prbm.g_01744	Prbi.g_01626
OG0000831	Prbm.g_01746	Prbi.g_01628
OG0000832	Prbm.g_01756	Prbi.g_01634
OG0000833	Prbm.g_01764	Prbi.g_01642
OG0000834	Prbm.g_01765	Prbi.g_01643
OG0000835	Prbm.g_01766	Prbi.g_01644
OG0000836	Prbm.g_01768	Prbi.g_01645
OG0000837	Prbm.g_01769	Prbi.g_01646
OG0000838	Prbm.g_01771	Prbi.g_01648
OG0000839	Prbm.g_01772	Prbi.g_01649
OG0000840	Prbm.g_01773	Prbi.g_01650
OG0000841	Prbm.g_01774	Prbi.g_01651
OG0000842	Prbm.g_01775	Prbi.g_01652
OG0000843	Prbm.g_01776	Prbi.g_01653
OG0000844	Prbm.g_01777	Prbi.g_01654
OG0000845	Prbm.g_01778	Prbi.g_01655
OG0000846	Prbm.g_01779	Prbi.g_01656
OG0000847	Prbm.g_01780	Prbi.g_01657
OG0000848	Prbm.g_01781	Prbi.g_01658
OG0000849	Prbm.g_01782	Prbi.g_01659
OG0000850	Prbm.g_01784	Prbi.g_01661
OG0000851	Prbm.g_01785	Prbi.g_01662
OG0000852	Prbm.g_01786	Prbi.g_01663
OG0000853	Prbm.g_01791	Prbi.g_01667
OG0000854	Prbm.g_01793	Prbi.g_01669
OG0000855	Prbm.g_01794	Prbi.g_01670
OG0000856	Prbm.g_01685	Prbi.g_01685
OG0000857	Prbm.g_00830	Prbi.g_01711
OG0000858	Prbm.g_01835	Prbi.g_01781
OG0000859	Prbm.g_01836	Prbi.g_01782
OG0000860	Prbm.g_01843	Prbi.g_01789
OG0000861	Prbm.g_01844	Prbi.g_01790
OG0000862	Prbm.g_01845	Prbi.g_01791
OG0000863	Prbm.g_01846	Prbi.g_01793
OG0000864	Prbm.g_01847	Prbi.g_01794
OG0000865	Prbm.g_01848	Prbi.g_01795
OG0000866	Prbm.g_01849	Prbi.g_01796
OG0000867	Prbm.g_01850	Prbi.g_01797
OG0000868	Prbm.g_01851	Prbi.g_01798
OG0000869	Prbm.g_01854	Prbi.g_01802
OG0000870	Prbm.g_01859	Prbi.g_01807
OG0000871	Prbm.g_01860	Prbi.g_01808
OG0000872	Prbm.g_01861	Prbi.g_01809
OG0000873	Prbm.g_01864	Prbi.g_01812
OG0000874	Prbm.g_01867	Prbi.g_01815
OG0000875	Prbm.g_01869	Prbi.g_01816
OG0000876	Prbm.g_01870	Prbi.g_01817
OG0000877	Prbm.g_01872	Prbi.g_01819
OG0000878	Prbm.g_01873	Prbi.g_01820
OG0000879	Prbm.g_01874	Prbi.g_01821
OG0000880	Prbm.g_01875	Prbi.g_01822
OG0000881	Prbm.g_01878	Prbi.g_01826
OG0000882	Prbm.g_01883	Prbi.g_01831
OG0000883	Prbm.g_01885	Prbi.g_01832
OG0000884	Prbm.g_01887	Prbi.g_01834
OG0000885	Prbm.g_01888	Prbi.g_01835
OG0000886	Prbm.g_01889	Prbi.g_01836
OG0000887	Prbm.g_01890	Prbi.g_01837
OG0000888	Prbm.g_01892	Prbi.g_01839
OG0000889	Prbm.g_01894	Prbi.g_01841
OG0000890	Prbm.g_01895	Prbi.g_01842
OG0000891	Prbm.g_01896	Prbi.g_01843
OG0000892	Prbm.g_01898	Prbi.g_01845
OG0000893	Prbm.g_01948	Prbi.g_01848
OG0000894	Prbm.g_01951	Prbi.g_01850
OG0000895	Prbm.g_01954	Prbi.g_01853
OG0000896	Prbm.g_01955	Prbi.g_01854
OG0000897	Prbm.g_01957	Prbi.g_01856
OG0000898	Prbm.g_01958	Prbi.g_01857
OG0000899	Prbm.g_01959	Prbi.g_01858
OG0000900	Prbm.g_01960	Prbi.g_01859
OG0000901	Prbm.g_01963	Prbi.g_01863
OG0000902	Prbm.g_01965	Prbi.g_01865
OG0000903	Prbm.g_01975	Prbi.g_01868
OG0000904	Prbm.g_01970	Prbi.g_01870
OG0000905	Prbm.g_01967	Prbi.g_01875
OG0000906	Prbm.g_01966	Prbi.g_01876
OG0000907	Prbm.g_01990	Prbi.g_01896
OG0000908	Prbm.g_01993	Prbi.g_01899
OG0000909	Prbm.g_01994	Prbi.g_01900
OG0000910	Prbm.g_01995	Prbi.g_01901
OG0000911	Prbm.g_01997	Prbi.g_01903
OG0000912	Prbm.g_01998	Prbi.g_01904
OG0000913	Prbm.g_01999	Prbi.g_01905
OG0000914	Prbm.g_02000	Prbi.g_01906
OG0000915	Prbm.g_02001	Prbi.g_01907
OG0000916	Prbm.g_02002	Prbi.g_01908
OG0000917	Prbm.g_02003	Prbi.g_01909
OG0000918	Prbm.g_02004	Prbi.g_01910
OG0000919	Prbm.g_02005	Prbi.g_01911
OG0000920	Prbm.g_02006	Prbi.g_01912
OG0000921	Prbm.g_02007	Prbi.g_01913
OG0000922	Prbm.g_02008	Prbi.g_01914
OG0000923	Prbm.g_02012	Prbi.g_01918
OG0000924	Prbm.g_02013	Prbi.g_01919
OG0000925	Prbm.g_02014	Prbi.g_01920
OG0000926	Prbm.g_02015	Prbi.g_01921
OG0000927	Prbm.g_02017	Prbi.g_01923
OG0000928	Prbm.g_02018	Prbi.g_01924
OG0000929	Prbm.g_02019	Prbi.g_01925
OG0000930	Prbm.g_02020	Prbi.g_01926
OG0000931	Prbm.g_02021	Prbi.g_01927
OG0000932	Prbm.g_02022	Prbi.g_01928
OG0000933	Prbm.g_02026	Prbi.g_01932
OG0000934	Prbm.g_02028	Prbi.g_01934
OG0000935	Prbm.g_02029	Prbi.g_01935
OG0000936	Prbm.g_02030	Prbi.g_01936
OG0000937	Prbm.g_02031	Prbi.g_01937
OG0000938	Prbm.g_02034	Prbi.g_01939
OG0000939	Prbm.g_02035	Prbi.g_01940
OG0000940	Prbm.g_02042	Prbi.g_01947
OG0000941	Prbm.g_02044	Prbi.g_01949
OG0000942	Prbm.g_02046	Prbi.g_01951
OG0000943	Prbm.g_02048	Prbi.g_01952
OG0000944	Prbm.g_02050	Prbi.g_01953
OG0000945	Prbm.g_02051	Prbi.g_01954
OG0000946	Prbm.g_02057	Prbi.g_01958
OG0000947	Prbm.g_02059	Prbi.g_01960
OG0000948	Prbm.g_02060	Prbi.g_01961
OG0000949	Prbm.g_02063	Prbi.g_01964
OG0000950	Prbm.g_02068	Prbi.g_01969
OG0000951	Prbm.g_02072	Prbi.g_01973
OG0000952	Prbm.g_02076	Prbi.g_01977
OG0000953	Prbm.g_02080	Prbi.g_01980
OG0000954	Prbm.g_02084	Prbi.g_01984
OG0000955	Prbm.g_02085	Prbi.g_01985
OG0000956	Prbm.g_02087	Prbi.g_01987
OG0000957	Prbm.g_02092	Prbi.g_01992
OG0000958	Prbm.g_02093	Prbi.g_01993
OG0000959	Prbm.g_02097	Prbi.g_01997
OG0000960	Prbm.g_02098	Prbi.g_01998
OG0000961	Prbm.g_02101	Prbi.g_02000
OG0000962	Prbm.g_02103	Prbi.g_02002
OG0000963	Prbm.g_02107	Prbi.g_02006
OG0000964	Prbm.g_02108	Prbi.g_02007
OG0000965	Prbm.g_02109	Prbi.g_02008
OG0000966	Prbm.g_02144	Prbi.g_02027
OG0000967	Prbm.g_02148	Prbi.g_02032
OG0000968	Prbm.g_02150	Prbi.g_02034
OG0000969	Prbm.g_02151	Prbi.g_02035
OG0000970	Prbm.g_02152	Prbi.g_02036
OG0000971	Prbm.g_02153	Prbi.g_02037
OG0000972	Prbm.g_02154	Prbi.g_02038
OG0000973	Prbm.g_02155	Prbi.g_02039
OG0000974	Prbm.g_02156	Prbi.g_02040
OG0000975	Prbm.g_02157	Prbi.g_02041
OG0000976	Prbm.g_02158	Prbi.g_02042
OG0000977	Prbm.g_02159	Prbi.g_02043
OG0000978	Prbm.g_02160	Prbi.g_02044
OG0000979	Prbm.g_02163	Prbi.g_02047
OG0000980	Prbm.g_02165	Prbi.g_02049
OG0000981	Prbm.g_02168	Prbi.g_02051
OG0000982	Prbm.g_02170	Prbi.g_02053
OG0000983	Prbm.g_02171	Prbi.g_02054
OG0000984	Prbm.g_02172	Prbi.g_02055
OG0000985	Prbm.g_02175	Prbi.g_02058
OG0000986	Prbm.g_02177	Prbi.g_02060
OG0000987	Prbm.g_02178	Prbi.g_02061
OG0000988	Prbm.g_02181	Prbi.g_02064
OG0000989	Prbm.g_02185	Prbi.g_02068
OG0000990	Prbm.g_02190	Prbi.g_02071
OG0000991	Prbm.g_02191	Prbi.g_02072
OG0000992	Prbm.g_02194	Prbi.g_02074
OG0000993	Prbm.g_02195	Prbi.g_02075
OG0000994	Prbm.g_02196	Prbi.g_02076
OG0000995	Prbm.g_02200	Prbi.g_02080
OG0000996	Prbm.g_02201	Prbi.g_02081
OG0000997	Prbm.g_02208	Prbi.g_02082
OG0000998	Prbm.g_02210	Prbi.g_02084
OG0000999	Prbm.g_02211	Prbi.g_02085
OG0001000	Prbm.g_02214	Prbi.g_02088
OG0001001	Prbm.g_02217	Prbi.g_02090
OG0001002	Prbm.g_02222	Prbi.g_02094
OG0001003	Prbm.g_02225	Prbi.g_02095
OG0001004	Prbm.g_02226	Prbi.g_02096
OG0001005	Prbm.g_02227	Prbi.g_02097
OG0001006	Prbm.g_02231	Prbi.g_02101
OG0001007	Prbm.g_02233	Prbi.g_02103
OG0001008	Prbm.g_00447	Prbi.g_00438
OG0001009	Prbm.g_00027	Prbi.g_00027
OG0001010	Prbm.g_00028	Prbi.g_00028
OG0001011	Prbm.g_00029	Prbi.g_00029
OG0001012	Prbm.g_00052	Prbi.g_00052
OG0001013	Prbm.g_00057	Prbi.g_00059
OG0001014	Prbm.g_00060	Prbi.g_00062
OG0001015	Prbm.g_00061	Prbi.g_00063
OG0001016	Prbm.g_00130	Prbi.g_00080
OG0001017	Prbm.g_00134	Prbi.g_00084
OG0001018	Prbm.g_00137	Prbi.g_00087
OG0001019	Prbm.g_00146	Prbi.g_00096
OG0001020	Prbm.g_00147	Prbi.g_00097
OG0001021	Prbm.g_00148	Prbi.g_00098
OG0001022	Prbm.g_00151	Prbi.g_00101
OG0001023	Prbm.g_00152	Prbi.g_00102
OG0001024	Prbm.g_00155	Prbi.g_00105
OG0001025	Prbm.g_00162	Prbi.g_00111
OG0001026	Prbm.g_00170	Prbi.g_00118
OG0001027	Prbm.g_00171	Prbi.g_00119
OG0001028	Prbm.g_00173	Prbi.g_00121
OG0001029	Prbm.g_00175	Prbi.g_00123
OG0001030	Prbm.g_00191	Prbi.g_00138
OG0001031	Prbm.g_00246	Prbi.g_00210
OG0001032	Prbm.g_00247	Prbi.g_00211
OG0001033	Prbm.g_00267	Prbi.g_00232
OG0001034	Prbm.g_00296	Prbi.g_00260
OG0001035	Prbm.g_00313	Prbi.g_00278
OG0001036	Prbm.g_00318	Prbi.g_00283
OG0001037	Prbm.g_00319	Prbi.g_00284
OG0001038	Prbm.g_00335	Prbi.g_00302
OG0001039	Prbm.g_00337	Prbi.g_00305
OG0001040	Prbm.g_00340	Prbi.g_00307
OG0001041	Prbm.g_00344	Prbi.g_00311
OG0001042	Prbm.g_00360	Prbi.g_00328
OG0001043	Prbm.g_00361	Prbi.g_00329
OG0001044	Prbm.g_00399	Prbi.g_00357
OG0001045	Prbm.g_00408	Prbi.g_00366
OG0001046	Prbm.g_01121	Prbi.g_00403
OG0001047	Prbm.g_00449	Prbi.g_00440
OG0001048	Prbm.g_00450	Prbi.g_00441
OG0001049	Prbm.g_00452	Prbi.g_00443
OG0001050	Prbm.g_00453	Prbi.g_00444
OG0001051	Prbm.g_00454	Prbi.g_00445
OG0001052	Prbm.g_00497	Prbi.g_00474
OG0001053	Prbm.g_00509	Prbi.g_00486
OG0001054	Prbm.g_00523	Prbi.g_00501
