Orthogroup	Prbm	Syar
OG0000550	Prbm.g_00557	Syar.g_02689
OG0000551	Prbm.g_00560	Syar.g_02684
OG0000552	Prbm.g_00561	Syar.g_02683
OG0000553	Prbm.g_00562	Syar.g_02679
OG0000554	Prbm.g_00567	Syar.g_02352
OG0000555	Prbm.g_00575	Syar.g_02336
OG0000556	Prbm.g_00577	Syar.g_02332
OG0000557	Prbm.g_00578	Syar.g_02328
OG0000558	Prbm.g_00580	Syar.g_02326
OG0000559	Prbm.g_00584	Syar.g_02322
OG0000560	Prbm.g_00587	Syar.g_02320
OG0000561	Prbm.g_00588	Syar.g_02319
OG0000562	Prbm.g_00589	Syar.g_02318
OG0000563	Prbm.g_00590	Syar.g_02317
OG0000564	Prbm.g_00591	Syar.g_02316
OG0000565	Prbm.g_00594	Syar.g_02312
OG0000566	Prbm.g_00596	Syar.g_02308
OG0000567	Prbm.g_00600	Syar.g_02304
OG0000568	Prbm.g_00601	Syar.g_02302
OG0000569	Prbm.g_00602	Syar.g_02301
OG0000570	Prbm.g_00603	Syar.g_02300
OG0000571	Prbm.g_00605	Syar.g_02298
OG0000572	Prbm.g_00616	Syar.g_02201
OG0000573	Prbm.g_00621	Syar.g_02191
OG0000574	Prbm.g_00624	Syar.g_02190
OG0000575	Prbm.g_00627	Syar.g_03180
OG0000576	Prbm.g_00629	Syar.g_02187
OG0000577	Prbm.g_00630	Syar.g_02186
OG0000578	Prbm.g_00631	Syar.g_02185
OG0000579	Prbm.g_00632	Syar.g_02184
OG0000580	Prbm.g_00633	Syar.g_02183
OG0000581	Prbm.g_00636	Syar.g_02175
OG0000582	Prbm.g_00639	Syar.g_02131
OG0000583	Prbm.g_00640	Syar.g_02132
OG0000584	Prbm.g_00641	Syar.g_02133
OG0000585	Prbm.g_00643	Syar.g_02170
OG0000586	Prbm.g_00644	Syar.g_02171
OG0000587	Prbm.g_00645	Syar.g_02173
OG0000588	Prbm.g_00649	Syar.g_02275
OG0000589	Prbm.g_00652	Syar.g_02261
OG0000590	Prbm.g_00653	Syar.g_02260
OG0000591	Prbm.g_00656	Syar.g_02246
OG0000592	Prbm.g_00657	Syar.g_02245
OG0000593	Prbm.g_00663	Syar.g_02414
OG0000594	Prbm.g_00664	Syar.g_02415
OG0000595	Prbm.g_00665	Syar.g_02416
OG0000596	Prbm.g_00669	Syar.g_02421
OG0000597	Prbm.g_00671	Syar.g_02424
OG0000598	Prbm.g_00672	Syar.g_02425
OG0000599	Prbm.g_00675	Syar.g_02428
OG0000600	Prbm.g_00676	Syar.g_02429
OG0000601	Prbm.g_00677	Syar.g_02430
OG0000602	Prbm.g_00679	Syar.g_02435
OG0000603	Prbm.g_00680	Syar.g_02436
OG0000604	Prbm.g_00681	Syar.g_02438
OG0000605	Prbm.g_00682	Syar.g_02440
OG0000606	Prbm.g_00685	Syar.g_02443
OG0000607	Prbm.g_00688	Syar.g_02446
OG0000608	Prbm.g_00689	Syar.g_02447
OG0000609	Prbm.g_00690	Syar.g_02470
OG0000610	Prbm.g_00696	Syar.g_01917
OG0000611	Prbm.g_00699	Syar.g_01914
OG0000612	Prbm.g_00700	Syar.g_01913
OG0000613	Prbm.g_00706	Syar.g_00712
OG0000614	Prbm.g_00730	Syar.g_02012, Syar.g_01344
OG0000615	Prbm.g_00737	Syar.g_02603
OG0000616	Prbm.g_02220	Syar.g_00454
OG0000617	Prbm.g_00748	Syar.g_01576
OG0000618	Prbm.g_00749	Syar.g_01575
OG0000619	Prbm.g_00750	Syar.g_01574
OG0000620	Prbm.g_00753	Syar.g_01569
OG0000621	Prbm.g_00754	Syar.g_01568
OG0000622	Prbm.g_00755	Syar.g_01566
OG0000623	Prbm.g_00756	Syar.g_01565
OG0000624	Prbm.g_00758	Syar.g_01564
OG0000625	Prbm.g_00759	Syar.g_01563
OG0000626	Prbm.g_00760	Syar.g_01562
OG0000627	Prbm.g_00762	Syar.g_01868
OG0000628	Prbm.g_00763	Syar.g_01869
OG0000629	Prbm.g_00764	Syar.g_01872
OG0000630	Prbm.g_00767	Syar.g_02586
OG0000631	Prbm.g_00959	Syar.g_02579
OG0000632	Prbm.g_00960	Syar.g_02578
OG0000633	Prbm.g_00961	Syar.g_02576
OG0000634	Prbm.g_00810	Syar.g_02635
OG0000635	Prbm.g_00811	Syar.g_02636
OG0000636	Prbm.g_00813	Syar.g_02638
OG0000637	Prbm.g_00815	Syar.g_02640
OG0000638	Prbm.g_00816	Syar.g_02641
OG0000639	Prbm.g_00817	Syar.g_02642
OG0000640	Prbm.g_00818	Syar.g_02643
OG0000641	Prbm.g_00822	Syar.g_02648
OG0000642	Prbm.g_00823	Syar.g_02649
OG0000643	Prbm.g_00824	Syar.g_02650
OG0000644	Prbm.g_00825	Syar.g_02651
OG0000645	Prbm.g_00826	Syar.g_02652
OG0000646	Prbm.g_00829	Syar.g_02655
OG0000647	Prbm.g_00831	Syar.g_02657
OG0000648	Prbm.g_00833	Syar.g_02659
OG0000649	Prbm.g_00834	Syar.g_02660
OG0000650	Prbm.g_00835	Syar.g_02661
OG0000651	Prbm.g_00836	Syar.g_02662
OG0000652	Prbm.g_00837	Syar.g_02663
OG0000653	Prbm.g_00839	Syar.g_02665
OG0000654	Prbm.g_00840	Syar.g_02666
OG0000655	Prbm.g_00841	Syar.g_02667
OG0000656	Prbm.g_00844	Syar.g_02479
OG0000657	Prbm.g_00850	Syar.g_01812
OG0000658	Prbm.g_00852	Syar.g_01815
OG0000659	Prbm.g_00853	Syar.g_01816
OG0000660	Prbm.g_00857	Syar.g_01820
OG0000661	Prbm.g_00859	Syar.g_03175, Syar.g_01822
OG0000662	Prbm.g_00861	Syar.g_01829
OG0000663	Prbm.g_00863	Syar.g_01832
OG0000664	Prbm.g_00864	Syar.g_01837
OG0000665	Prbm.g_00868	Syar.g_02774
OG0000666	Prbm.g_00869	Syar.g_01241
OG0000667	Prbm.g_00873	Syar.g_02346
OG0000668	Prbm.g_00911	Syar.g_01802
OG0000669	Prbm.g_00919	Syar.g_01627
OG0000670	Prbm.g_00922	Syar.g_01624
OG0000671	Prbm.g_00924	Syar.g_01622
OG0000672	Prbm.g_00927	Syar.g_01619
OG0000673	Prbm.g_00930	Syar.g_01615
OG0000674	Prbm.g_00932	Syar.g_01613
OG0000675	Prbm.g_00933	Syar.g_01612
OG0000676	Prbm.g_00935	Syar.g_01608
OG0000677	Prbm.g_00936	Syar.g_01607
OG0000678	Prbm.g_00939	Syar.g_02037
OG0000679	Prbm.g_00943	Syar.g_02606
OG0000680	Prbm.g_00944	Syar.g_02607
OG0000681	Prbm.g_00946	Syar.g_02610
OG0000682	Prbm.g_00947	Syar.g_02611
OG0000683	Prbm.g_00948	Syar.g_02612
OG0000684	Prbm.g_00793	Syar.g_02615
OG0000685	Prbm.g_00795	Syar.g_02617
OG0000686	Prbm.g_00796	Syar.g_02618
OG0000687	Prbm.g_00797	Syar.g_02619
OG0000688	Prbm.g_00800	Syar.g_02624
OG0000689	Prbm.g_00801	Syar.g_02626
OG0000690	Prbm.g_00802	Syar.g_02627
OG0000691	Prbm.g_00803	Syar.g_02628
OG0000692	Prbm.g_00805	Syar.g_02629
OG0000693	Prbm.g_00806	Syar.g_02631
OG0000694	Prbm.g_00807	Syar.g_02632
OG0000695	Prbm.g_00963	Syar.g_02573
OG0000696	Prbm.g_00964	Syar.g_02572
OG0000697	Prbm.g_00965	Syar.g_02570
OG0000698	Prbm.g_00968	Syar.g_02567
OG0000699	Prbm.g_00969	Syar.g_02566
OG0000700	Prbm.g_00970	Syar.g_02565
OG0000701	Prbm.g_00971	Syar.g_02564
OG0000702	Prbm.g_00973	Syar.g_02559
OG0000703	Prbm.g_00974	Syar.g_02557
OG0000704	Prbm.g_00975	Syar.g_02555
OG0000705	Prbm.g_00981	Syar.g_02547
OG0000706	Prbm.g_00982	Syar.g_02546
OG0000707	Prbm.g_00983	Syar.g_02545
OG0000708	Prbm.g_00985	Syar.g_02542
OG0000709	Prbm.g_00989	Syar.g_02534
OG0000710	Prbm.g_00992	Syar.g_02528
OG0000711	Prbm.g_01007	Syar.g_02499
OG0000712	Prbm.g_01009	Syar.g_02497
OG0000713	Prbm.g_01010	Syar.g_02496
OG0000714	Prbm.g_01011	Syar.g_02494
OG0000715	Prbm.g_01013	Syar.g_02492
OG0000716	Prbm.g_01014	Syar.g_02488
OG0000717	Prbm.g_01015	Syar.g_02487
OG0000718	Prbm.g_01031	Syar.g_02483
OG0000719	Prbm.g_01032	Syar.g_01804
OG0000720	Prbm.g_01042	Syar.g_01790
OG0000721	Prbm.g_01043	Syar.g_01788
OG0000722	Prbm.g_01044	Syar.g_01787
OG0000723	Prbm.g_01048	Syar.g_01560
OG0000724	Prbm.g_01059	Syar.g_01367, Syar.g_02120
OG0000725	Prbm.g_00887	Syar.g_01934
OG0000726	Prbm.g_00886	Syar.g_01935
OG0000727	Prbm.g_00885	Syar.g_01936
OG0000728	Prbm.g_00883	Syar.g_01938
OG0000729	Prbm.g_02104	Syar.g_00593
OG0000730	Prbm.g_00398	Syar.g_01115
OG0000731	Prbm.g_00406	Syar.g_01127
OG0000732	Prbm.g_02166	Syar.g_00522
OG0000733	Prbm.g_01911	Syar.g_02234
OG0000734	Prbm.g_01565	Syar.g_03128
OG0000735	Prbm.g_01563	Syar.g_01522
OG0000736	Prbm.g_01562	Syar.g_01523
OG0000737	Prbm.g_01561	Syar.g_01524
OG0000738	Prbm.g_01557	Syar.g_01530
OG0000739	Prbm.g_01556	Syar.g_01531
OG0000740	Prbm.g_01555	Syar.g_01532
OG0000741	Prbm.g_01553	Syar.g_01535
OG0000742	Prbm.g_01550	Syar.g_01538
OG0000743	Prbm.g_01548	Syar.g_01541
OG0000744	Prbm.g_01547	Syar.g_01542
OG0000745	Prbm.g_01545	Syar.g_01545
OG0000746	Prbm.g_01543	Syar.g_01549
OG0000747	Prbm.g_01542	Syar.g_01551
OG0000748	Prbm.g_01538	Syar.g_01945
OG0000749	Prbm.g_01537	Syar.g_01946
OG0000750	Prbm.g_01536	Syar.g_01947
OG0000751	Prbm.g_01533	Syar.g_01952
OG0000752	Prbm.g_01531	Syar.g_01954
OG0000753	Prbm.g_01529	Syar.g_01957
OG0000754	Prbm.g_01525	Syar.g_01963
OG0000755	Prbm.g_01520	Syar.g_01974
OG0000756	Prbm.g_01519	Syar.g_01975
OG0000757	Prbm.g_01512	Syar.g_01984
OG0000758	Prbm.g_01511	Syar.g_01985
OG0000759	Prbm.g_01510	Syar.g_01986
OG0000760	Prbm.g_01509	Syar.g_01987
OG0000761	Prbm.g_01508	Syar.g_01988
OG0000762	Prbm.g_01507	Syar.g_01992
OG0000763	Prbm.g_01505	Syar.g_01699
OG0000764	Prbm.g_01504	Syar.g_01700
OG0000765	Prbm.g_01496	Syar.g_01718
OG0000766	Prbm.g_01495	Syar.g_01719
OG0000767	Prbm.g_01494	Syar.g_01721
OG0000768	Prbm.g_01493	Syar.g_01722
OG0000769	Prbm.g_01491	Syar.g_01724
OG0000770	Prbm.g_01490	Syar.g_01727
OG0000771	Prbm.g_01054	Syar.g_01373
OG0000772	Prbm.g_01356	Syar.g_00746
OG0000773	Prbm.g_01602	Syar.g_02694
OG0000774	Prbm.g_01605	Syar.g_02771
OG0000775	Prbm.g_01606	Syar.g_02773
OG0000776	Prbm.g_01607	Syar.g_01755
OG0000777	Prbm.g_01608	Syar.g_01754
OG0000778	Prbm.g_01609	Syar.g_01753
OG0000779	Prbm.g_01613	Syar.g_02779
OG0000780	Prbm.g_01614	Syar.g_02781
OG0000781	Prbm.g_01616	Syar.g_02785
OG0000782	Prbm.g_01617	Syar.g_02786
OG0000783	Prbm.g_01618	Syar.g_02787
OG0000784	Prbm.g_01619	Syar.g_02788
OG0000785	Prbm.g_01621	Syar.g_02791
OG0000786	Prbm.g_01624	Syar.g_02795
OG0000787	Prbm.g_01625	Syar.g_02796
OG0000788	Prbm.g_00777	Syar.g_02331
OG0000789	Prbm.g_01051	Syar.g_02040
OG0000790	Prbm.g_01665	Syar.g_01456
OG0000791	Prbm.g_01667	Syar.g_01454
OG0000792	Prbm.g_01668	Syar.g_01453
OG0000793	Prbm.g_01671	Syar.g_01243
OG0000794	Prbm.g_01672	Syar.g_01242
OG0000795	Prbm.g_01673	Syar.g_01240
OG0000796	Prbm.g_01677	Syar.g_01236
OG0000797	Prbm.g_01678	Syar.g_01235
OG0000799	Prbm.g_01691	Syar.g_02844
OG0000800	Prbm.g_01692	Syar.g_02843
OG0000801	Prbm.g_01693	Syar.g_02842
OG0000802	Prbm.g_01695	Syar.g_02825
OG0000803	Prbm.g_01697	Syar.g_02822
OG0000804	Prbm.g_01698	Syar.g_02819
OG0000805	Prbm.g_01700	Syar.g_02817
OG0000806	Prbm.g_01702	Syar.g_02815
OG0000807	Prbm.g_01703	Syar.g_02814
OG0000808	Prbm.g_01704	Syar.g_02813
OG0000809	Prbm.g_01708	Syar.g_02811
OG0000810	Prbm.g_01709	Syar.g_02810
OG0000811	Prbm.g_01713	Syar.g_02805
OG0000812	Prbm.g_01715	Syar.g_02803
OG0000813	Prbm.g_01716	Syar.g_02802
OG0000814	Prbm.g_01718	Syar.g_02800
OG0000815	Prbm.g_01719	Syar.g_02799
OG0000816	Prbm.g_01721	Syar.g_02797
OG0000817	Prbm.g_01722	Syar.g_02861
OG0000818	Prbm.g_01726	Syar.g_01418
OG0000819	Prbm.g_01727	Syar.g_01417
OG0000820	Prbm.g_01728	Syar.g_01416
OG0000821	Prbm.g_01731	Syar.g_01410
OG0000822	Prbm.g_01732	Syar.g_01408
OG0000823	Prbm.g_01733	Syar.g_01407
OG0000824	Prbm.g_01736	Syar.g_01402
OG0000825	Prbm.g_01737	Syar.g_01401
OG0000826	Prbm.g_01738	Syar.g_01400
OG0000827	Prbm.g_01739	Syar.g_01399
OG0000828	Prbm.g_01742	Syar.g_01396
OG0000829	Prbm.g_01743	Syar.g_01395
OG0000830	Prbm.g_01744	Syar.g_01394
OG0000831	Prbm.g_01746	Syar.g_01391
OG0000832	Prbm.g_01756	Syar.g_01213
OG0000833	Prbm.g_01764	Syar.g_02877
OG0000834	Prbm.g_01765	Syar.g_02878
OG0000835	Prbm.g_01766	Syar.g_02879
OG0000836	Prbm.g_01768	Syar.g_02881
OG0000837	Prbm.g_01769	Syar.g_02882
OG0000838	Prbm.g_01771	Syar.g_02886
OG0000839	Prbm.g_01772	Syar.g_02887
OG0000840	Prbm.g_01773	Syar.g_02888
OG0000841	Prbm.g_01774	Syar.g_02889
OG0000842	Prbm.g_01775	Syar.g_02890
OG0000843	Prbm.g_01776	Syar.g_02891
OG0000844	Prbm.g_01777	Syar.g_02893
OG0000845	Prbm.g_01778	Syar.g_02894
OG0000846	Prbm.g_01779	Syar.g_02895
OG0000847	Prbm.g_01780	Syar.g_02896
OG0000848	Prbm.g_01781	Syar.g_02898
OG0000849	Prbm.g_01782	Syar.g_02899
OG0000850	Prbm.g_01784	Syar.g_02902
OG0000851	Prbm.g_01785	Syar.g_02905
OG0000852	Prbm.g_01786	Syar.g_02906
OG0000853	Prbm.g_01791	Syar.g_02910
OG0000854	Prbm.g_01793	Syar.g_02912
OG0000855	Prbm.g_01794	Syar.g_02913
OG0000856	Prbm.g_01685	Syar.g_02243
OG0000857	Prbm.g_00830	Syar.g_02656
OG0000858	Prbm.g_01835	Syar.g_02920
OG0000859	Prbm.g_01836	Syar.g_02921
OG0000860	Prbm.g_01843	Syar.g_02931
OG0000861	Prbm.g_01844	Syar.g_02932
OG0000862	Prbm.g_01845	Syar.g_02942
OG0000863	Prbm.g_01846	Syar.g_02944
OG0000864	Prbm.g_01847	Syar.g_02945
OG0000865	Prbm.g_01848	Syar.g_02946
OG0000866	Prbm.g_01849	Syar.g_02947
OG0000867	Prbm.g_01850	Syar.g_02948
OG0000868	Prbm.g_01851	Syar.g_02950
OG0000869	Prbm.g_01854	Syar.g_02955
OG0000870	Prbm.g_01859	Syar.g_02960
OG0000871	Prbm.g_01860	Syar.g_02961
OG0000872	Prbm.g_01861	Syar.g_02967
OG0000873	Prbm.g_01864	Syar.g_02970
OG0000874	Prbm.g_01867	Syar.g_02974
OG0000875	Prbm.g_01869	Syar.g_02975
OG0000876	Prbm.g_01870	Syar.g_01828
OG0000877	Prbm.g_01872	Syar.g_02977
OG0000878	Prbm.g_01873	Syar.g_02978
OG0000879	Prbm.g_01874	Syar.g_02979
OG0000880	Prbm.g_01875	Syar.g_02980
OG0000881	Prbm.g_01878	Syar.g_02984
OG0000882	Prbm.g_01883	Syar.g_02989
OG0000883	Prbm.g_01885	Syar.g_02992
OG0000884	Prbm.g_01887	Syar.g_02994
OG0000885	Prbm.g_01888	Syar.g_02995
OG0000886	Prbm.g_01889	Syar.g_02996
OG0000887	Prbm.g_01890	Syar.g_02998
OG0000888	Prbm.g_01892	Syar.g_03000
OG0000889	Prbm.g_01894	Syar.g_03002
OG0000890	Prbm.g_01895	Syar.g_03005
OG0000891	Prbm.g_01896	Syar.g_03006
OG0000892	Prbm.g_01898	Syar.g_03008
OG0000893	Prbm.g_01948	Syar.g_00150
OG0000894	Prbm.g_01951	Syar.g_00145
OG0000895	Prbm.g_01954	Syar.g_00141
OG0000896	Prbm.g_01955	Syar.g_00140
OG0000897	Prbm.g_01957	Syar.g_00138
OG0000898	Prbm.g_01958	Syar.g_00137
OG0000899	Prbm.g_01959	Syar.g_00136
OG0000900	Prbm.g_01960	Syar.g_00135
OG0000901	Prbm.g_01963	Syar.g_00130
OG0000902	Prbm.g_01965	Syar.g_01013
OG0000903	Prbm.g_01975	Syar.g_01026
OG0000904	Prbm.g_01970	Syar.g_01021
OG0000905	Prbm.g_01967	Syar.g_01018
OG0000906	Prbm.g_01966	Syar.g_01015
OG0000907	Prbm.g_01990	Syar.g_01028
OG0000908	Prbm.g_01993	Syar.g_01031
OG0000909	Prbm.g_01994	Syar.g_01032
OG0000910	Prbm.g_01995	Syar.g_01033
OG0000911	Prbm.g_01997	Syar.g_01035
OG0000912	Prbm.g_01998	Syar.g_01036
OG0000913	Prbm.g_01999	Syar.g_01037
OG0000914	Prbm.g_02000	Syar.g_01038
OG0000915	Prbm.g_02001	Syar.g_01040
OG0000916	Prbm.g_02002	Syar.g_01041
OG0000917	Prbm.g_02003	Syar.g_01042
OG0000918	Prbm.g_02004	Syar.g_01043
OG0000919	Prbm.g_02005	Syar.g_01044
OG0000920	Prbm.g_02006	Syar.g_01045
OG0000921	Prbm.g_02007	Syar.g_01046
OG0000922	Prbm.g_02008	Syar.g_01047
OG0000923	Prbm.g_02012	Syar.g_01051
OG0000924	Prbm.g_02013	Syar.g_01052
OG0000925	Prbm.g_02014	Syar.g_01053
OG0000926	Prbm.g_02015	Syar.g_01054
OG0000927	Prbm.g_02017	Syar.g_01056
OG0000928	Prbm.g_02018	Syar.g_01057
OG0000929	Prbm.g_02019	Syar.g_01058
OG0000930	Prbm.g_02020	Syar.g_01059
OG0000931	Prbm.g_02021	Syar.g_01060
OG0000932	Prbm.g_02022	Syar.g_01061
OG0000933	Prbm.g_02026	Syar.g_01066
OG0000934	Prbm.g_02028	Syar.g_01068
OG0000935	Prbm.g_02029	Syar.g_01069
OG0000936	Prbm.g_02030	Syar.g_01070
OG0000937	Prbm.g_02031	Syar.g_01071
OG0000938	Prbm.g_02034	Syar.g_01074
OG0000939	Prbm.g_02035	Syar.g_01075
OG0000940	Prbm.g_02042	Syar.g_01081
OG0000941	Prbm.g_02044	Syar.g_01083
OG0000942	Prbm.g_02046	Syar.g_01085
OG0000943	Prbm.g_02048	Syar.g_01086
OG0000944	Prbm.g_02050	Syar.g_01088
OG0000945	Prbm.g_02051	Syar.g_01089
OG0000946	Prbm.g_02057	Syar.g_01095
OG0000947	Prbm.g_02059	Syar.g_01098
OG0000948	Prbm.g_02060	Syar.g_01099
OG0000949	Prbm.g_02063	Syar.g_00283
OG0000950	Prbm.g_02068	Syar.g_00661
OG0000951	Prbm.g_02072	Syar.g_00656
OG0000952	Prbm.g_02076	Syar.g_00651
OG0000953	Prbm.g_02080	Syar.g_00248
OG0000954	Prbm.g_02084	Syar.g_00258
OG0000955	Prbm.g_02085	Syar.g_00259
OG0000956	Prbm.g_02087	Syar.g_00261
OG0000957	Prbm.g_02092	Syar.g_00610
OG0000958	Prbm.g_02093	Syar.g_00609
OG0000959	Prbm.g_02097	Syar.g_00605
OG0000960	Prbm.g_02098	Syar.g_00604
OG0000961	Prbm.g_02101	Syar.g_00094
OG0000962	Prbm.g_02103	Syar.g_00594
OG0000963	Prbm.g_02107	Syar.g_00590
OG0000964	Prbm.g_02108	Syar.g_00589
OG0000965	Prbm.g_02109	Syar.g_00588
OG0000966	Prbm.g_02144	Syar.g_00549
OG0000967	Prbm.g_02148	Syar.g_00545
OG0000968	Prbm.g_02150	Syar.g_00542
OG0000969	Prbm.g_02151	Syar.g_00540
OG0000970	Prbm.g_02152	Syar.g_00539
OG0000971	Prbm.g_02153	Syar.g_00537
OG0000972	Prbm.g_02154	Syar.g_00536
OG0000973	Prbm.g_02155	Syar.g_00535
OG0000974	Prbm.g_02156	Syar.g_00534
OG0000975	Prbm.g_02157	Syar.g_00533
OG0000976	Prbm.g_02158	Syar.g_00532
OG0000977	Prbm.g_02159	Syar.g_00530
OG0000978	Prbm.g_02160	Syar.g_00529
OG0000979	Prbm.g_02163	Syar.g_00526
OG0000980	Prbm.g_02165	Syar.g_00523
OG0000981	Prbm.g_02168	Syar.g_00520
OG0000982	Prbm.g_02170	Syar.g_00331
OG0000983	Prbm.g_02171	Syar.g_00332
OG0000984	Prbm.g_02172	Syar.g_00333
OG0000985	Prbm.g_02175	Syar.g_00337
OG0000986	Prbm.g_02177	Syar.g_00344
OG0000987	Prbm.g_02178	Syar.g_00346
OG0000988	Prbm.g_02181	Syar.g_00352
OG0000989	Prbm.g_02185	Syar.g_00377
OG0000990	Prbm.g_02190	Syar.g_00697
OG0000991	Prbm.g_02191	Syar.g_00700
OG0000992	Prbm.g_02194	Syar.g_00704
OG0000993	Prbm.g_02195	Syar.g_00705
OG0000994	Prbm.g_02196	Syar.g_00708
OG0000995	Prbm.g_02200	Syar.g_03212, Syar.g_00624
OG0000996	Prbm.g_02201	Syar.g_00861
OG0000997	Prbm.g_02208	Syar.g_00437
OG0000998	Prbm.g_02210	Syar.g_00439
OG0000999	Prbm.g_02211	Syar.g_00440
OG0001000	Prbm.g_02214	Syar.g_00955, Syar.g_00444
OG0001001	Prbm.g_02217	Syar.g_00450
OG0001002	Prbm.g_02222	Syar.g_00457
OG0001003	Prbm.g_02225	Syar.g_00459
OG0001004	Prbm.g_02226	Syar.g_00460
OG0001005	Prbm.g_02227	Syar.g_00461
OG0001006	Prbm.g_02231	Syar.g_00468
OG0001007	Prbm.g_02233	Syar.g_00470
OG0001008	Prbm.g_00447	Syar.g_01178
OG0001009	Prbm.g_00027	Syar.g_00500
OG0001010	Prbm.g_00028	Syar.g_00501
OG0001011	Prbm.g_00029	Syar.g_00503
OG0001013	Prbm.g_00057	Syar.g_00906
OG0001014	Prbm.g_00060	Syar.g_00914
OG0001015	Prbm.g_00061	Syar.g_00915
OG0001017	Prbm.g_00134	Syar.g_03050
OG0001018	Prbm.g_00137	Syar.g_03052
OG0001019	Prbm.g_00146	Syar.g_03086
OG0001020	Prbm.g_00147	Syar.g_03092
OG0001021	Prbm.g_00148	Syar.g_03098
OG0001022	Prbm.g_00151	Syar.g_03102
OG0001023	Prbm.g_00152	Syar.g_03103
OG0001024	Prbm.g_00155	Syar.g_02276
OG0001025	Prbm.g_00162	Syar.g_03115
OG0001026	Prbm.g_00170	Syar.g_03131
OG0001027	Prbm.g_00171	Syar.g_00031
OG0001028	Prbm.g_00173	Syar.g_00034
OG0001029	Prbm.g_00175	Syar.g_00036
OG0001030	Prbm.g_00191	Syar.g_00058
OG0001031	Prbm.g_00246	Syar.g_00129
OG0001032	Prbm.g_00247	Syar.g_01011
OG0001033	Prbm.g_00267	Syar.g_00962
OG0001034	Prbm.g_00296	Syar.g_03022
OG0001035	Prbm.g_00313	Syar.g_00171
OG0001036	Prbm.g_00318	Syar.g_00193
OG0001037	Prbm.g_00319	Syar.g_00195
OG0001038	Prbm.g_00335	Syar.g_00223
OG0001039	Prbm.g_00337	Syar.g_00226
OG0001040	Prbm.g_00340	Syar.g_00229
OG0001041	Prbm.g_00344	Syar.g_00234
OG0001042	Prbm.g_00360	Syar.g_00831
OG0001043	Prbm.g_00361	Syar.g_00826
OG0001044	Prbm.g_00399	Syar.g_01117
OG0001045	Prbm.g_00408	Syar.g_01130
OG0001046	Prbm.g_01121	Syar.g_02514
OG0001047	Prbm.g_00449	Syar.g_01180
OG0001048	Prbm.g_00450	Syar.g_01181
OG0001049	Prbm.g_00452	Syar.g_02872
OG0001050	Prbm.g_00453	Syar.g_02871
OG0001051	Prbm.g_00454	Syar.g_02870
OG0001052	Prbm.g_00497	Syar.g_01269
OG0001053	Prbm.g_00509	Syar.g_01472
OG0001054	Prbm.g_00523	Syar.g_01492
OG0001055	Prbm.g_00551	Syar.g_01513
OG0001056	Prbm.g_00569	Syar.g_02349
OG0001057	Prbm.g_00574	Syar.g_02341
OG0001058	Prbm.g_00582	Syar.g_02324
OG0001059	Prbm.g_00586	Syar.g_00422
OG0001060	Prbm.g_00593	Syar.g_02315
OG0001061	Prbm.g_00606	Syar.g_02297
OG0001062	Prbm.g_00608	Syar.g_02294
OG0001063	Prbm.g_00609	Syar.g_02209
OG0001064	Prbm.g_00610	Syar.g_02208
OG0001065	Prbm.g_00611	Syar.g_02207
OG0001066	Prbm.g_00612	Syar.g_02206
OG0001067	Prbm.g_00613	Syar.g_02205
OG0001068	Prbm.g_00614	Syar.g_02204
OG0001069	Prbm.g_00615	Syar.g_02203
OG0001070	Prbm.g_00617	Syar.g_02200
OG0001071	Prbm.g_00618	Syar.g_02199
OG0001072	Prbm.g_00619	Syar.g_02195
OG0001073	Prbm.g_00634	Syar.g_02182
OG0001074	Prbm.g_00646	Syar.g_02031
OG0001075	Prbm.g_00647	Syar.g_02215
OG0001076	Prbm.g_00654	Syar.g_02253
OG0001077	Prbm.g_00659	Syar.g_02240
OG0001078	Prbm.g_00667	Syar.g_02419
OG0001079	Prbm.g_00678	Syar.g_02431
OG0001080	Prbm.g_00684	Syar.g_02442
OG0001081	Prbm.g_00686	Syar.g_02444
OG0001082	Prbm.g_00687	Syar.g_02445
OG0001083	Prbm.g_00692	Syar.g_02473
OG0001084	Prbm.g_00693	Syar.g_02474
OG0001085	Prbm.g_00703	Syar.g_01688
OG0001086	Prbm.g_00704	Syar.g_01686
OG0001087	Prbm.g_00725	Syar.g_02347
OG0001088	Prbm.g_00726	Syar.g_00431
OG0001089	Prbm.g_00734	Syar.g_01942
OG0001090	Prbm.g_00743	Syar.g_01582
OG0001091	Prbm.g_00745	Syar.g_01580
OG0001092	Prbm.g_00746	Syar.g_01578
OG0001093	Prbm.g_00751	Syar.g_01572
OG0001094	Prbm.g_00808	Syar.g_02633
OG0001095	Prbm.g_00827	Syar.g_02653
OG0001096	Prbm.g_00842	Syar.g_02476
OG0001097	Prbm.g_00860	Syar.g_01823
OG0001098	Prbm.g_00877	Syar.g_01672
OG0001099	Prbm.g_00914	Syar.g_00035
OG0001100	Prbm.g_00921	Syar.g_01625
OG0001101	Prbm.g_00923	Syar.g_01623
OG0001102	Prbm.g_00926	Syar.g_01620
OG0001103	Prbm.g_00928	Syar.g_01618
OG0001104	Prbm.g_00794	Syar.g_02616
OG0001105	Prbm.g_00798	Syar.g_02620
OG0001106	Prbm.g_00976	Syar.g_02553
OG0001107	Prbm.g_00986	Syar.g_02541
OG0001109	Prbm.g_00991	Syar.g_02529
OG0001110	Prbm.g_00993	Syar.g_02527
