Orthogroup	Syag	Syar
OG0000560	Syag.g_00276	Syar.g_02320
OG0000561	Syag.g_00277	Syar.g_02319
OG0000562	Syag.g_00278	Syar.g_02318
OG0000563	Syag.g_00279	Syar.g_02317
OG0000564	Syag.g_00280	Syar.g_02316
OG0000565	Syag.g_00284	Syar.g_02312
OG0000566	Syag.g_00288	Syar.g_02308
OG0000567	Syag.g_00292	Syar.g_02304
OG0000568	Syag.g_00295	Syar.g_02302
OG0000569	Syag.g_00296	Syar.g_02301
OG0000570	Syag.g_00297	Syar.g_02300
OG0000571	Syag.g_00301	Syar.g_02298
OG0000572	Syag.g_00320, Syag.g_00251	Syar.g_02201
OG0000573	Syag.g_00329	Syar.g_02191
OG0000574	Syag.g_00330	Syar.g_02190
OG0000575	Syag.g_00335	Syar.g_03180
OG0000576	Syag.g_00337	Syar.g_02187
OG0000577	Syag.g_00338	Syar.g_02186
OG0000578	Syag.g_00339	Syar.g_02185
OG0000579	Syag.g_00340	Syar.g_02184
OG0000580	Syag.g_00341	Syar.g_02183
OG0000581	Syag.g_00348	Syar.g_02175
OG0000582	Syag.g_00353	Syar.g_02131
OG0000583	Syag.g_00354	Syar.g_02132
OG0000584	Syag.g_00355	Syar.g_02133
OG0000585	Syag.g_00357	Syar.g_02170
OG0000586	Syag.g_00358	Syar.g_02171
OG0000587	Syag.g_00360	Syar.g_02173
OG0000588	Syag.g_00371	Syar.g_02275
OG0000589	Syag.g_00375	Syar.g_02261
OG0000590	Syag.g_00376	Syar.g_02260
OG0000591	Syag.g_00383	Syar.g_02246
OG0000592	Syag.g_00384	Syar.g_02245
OG0000593	Syag.g_00406	Syar.g_02414
OG0000594	Syag.g_00407	Syar.g_02415
OG0000595	Syag.g_00408	Syar.g_02416
OG0000596	Syag.g_00413	Syar.g_02421
OG0000597	Syag.g_00416	Syar.g_02424
OG0000598	Syag.g_00417	Syar.g_02425
OG0000599	Syag.g_00424	Syar.g_02428
OG0000600	Syag.g_00425	Syar.g_02429
OG0000601	Syag.g_00426	Syar.g_02430
OG0000602	Syag.g_00431	Syar.g_02435
OG0000603	Syag.g_00432	Syar.g_02436
OG0000604	Syag.g_00434	Syar.g_02438
OG0000605	Syag.g_00522	Syar.g_02440
OG0000606	Syag.g_00550	Syar.g_02443
OG0000607	Syag.g_00553	Syar.g_02446
OG0000608	Syag.g_00554	Syar.g_02447
OG0000609	Syag.g_00556	Syar.g_02470
OG0000610	Syag.g_00580	Syar.g_01917
OG0000611	Syag.g_00583	Syar.g_01914
OG0000612	Syag.g_00584	Syar.g_01913
OG0000613	Syag.g_02533	Syar.g_00712
OG0000614	Syag.g_01004	Syar.g_02012, Syar.g_01344
OG0000615	Syag.g_00630	Syar.g_02603
OG0000616	Syag.g_02255	Syar.g_00454
OG0000617	Syag.g_00915	Syar.g_01576
OG0000618	Syag.g_00914	Syar.g_01575
OG0000619	Syag.g_00913	Syar.g_01574
OG0000620	Syag.g_00906	Syar.g_01569
OG0000621	Syag.g_00905	Syar.g_01568
OG0000622	Syag.g_00904	Syar.g_01566
OG0000623	Syag.g_00903	Syar.g_01565
OG0000624	Syag.g_00901	Syar.g_01564
OG0000625	Syag.g_00900	Syar.g_01563
OG0000626	Syag.g_00899	Syar.g_01562
OG0000627	Syag.g_00756	Syar.g_01868
OG0000628	Syag.g_00757	Syar.g_01869
OG0000629	Syag.g_00761	Syar.g_01872
OG0000630	Syag.g_00765	Syar.g_02586
OG0000631	Syag.g_00772	Syar.g_02579
OG0000632	Syag.g_00773	Syar.g_02578
OG0000633	Syag.g_00774	Syar.g_02576
OG0000634	Syag.g_00663	Syar.g_02635
OG0000635	Syag.g_00664	Syar.g_02636
OG0000636	Syag.g_00666	Syar.g_02638
OG0000637	Syag.g_00668	Syar.g_02640
OG0000638	Syag.g_00669	Syar.g_02641
OG0000639	Syag.g_00670	Syar.g_02642
OG0000640	Syag.g_00671	Syar.g_02643
OG0000641	Syag.g_00675	Syar.g_02648
OG0000642	Syag.g_00676	Syar.g_02649
OG0000643	Syag.g_00677	Syar.g_02650
OG0000644	Syag.g_00678	Syar.g_02651
OG0000645	Syag.g_00680	Syar.g_02652
OG0000646	Syag.g_00683	Syar.g_02655
OG0000647	Syag.g_00685	Syar.g_02657
OG0000648	Syag.g_00694	Syar.g_02659
OG0000649	Syag.g_00695	Syar.g_02660
OG0000650	Syag.g_00696	Syar.g_02661
OG0000651	Syag.g_00697	Syar.g_02662
OG0000652	Syag.g_00698	Syar.g_02663
OG0000653	Syag.g_00700	Syar.g_02665
OG0000654	Syag.g_00701	Syar.g_02666
OG0000655	Syag.g_00702	Syar.g_02667
OG0000656	Syag.g_00705	Syar.g_02479
OG0000657	Syag.g_00719	Syar.g_01812
OG0000658	Syag.g_00721	Syar.g_01815
OG0000659	Syag.g_00722	Syar.g_01816
OG0000660	Syag.g_00726	Syar.g_01820
OG0000661	Syag.g_00728	Syar.g_03175, Syar.g_01822
OG0000662	Syag.g_00730	Syar.g_01829
OG0000663	Syag.g_00733	Syar.g_01832
OG0000664	Syag.g_00734	Syar.g_01837
OG0000665	Syag.g_00456	Syar.g_02774
OG0000666	Syag.g_00445	Syar.g_01241
OG0000667	Syag.g_00574	Syar.g_02346
OG0000668	Syag.g_00868	Syar.g_01802
OG0000669	Syag.g_00600	Syar.g_01627
OG0000670	Syag.g_00399	Syar.g_01624
OG0000671	Syag.g_00604	Syar.g_01622
OG0000672	Syag.g_00607	Syar.g_01619
OG0000673	Syag.g_00610	Syar.g_01615
OG0000674	Syag.g_00612	Syar.g_01613
OG0000675	Syag.g_00613	Syar.g_01612
OG0000676	Syag.g_00615	Syar.g_01608
OG0000677	Syag.g_00616	Syar.g_01607
OG0000678	Syag.g_00622	Syar.g_02037
OG0000679	Syag.g_00633	Syar.g_02606
OG0000680	Syag.g_00634	Syar.g_02607
OG0000681	Syag.g_00637	Syar.g_02610
OG0000682	Syag.g_00638	Syar.g_02611
OG0000683	Syag.g_00639	Syar.g_02612
OG0000684	Syag.g_00641	Syar.g_02615
OG0000685	Syag.g_00643	Syar.g_02617
OG0000686	Syag.g_00644	Syar.g_02618
OG0000687	Syag.g_00645	Syar.g_02619
OG0000688	Syag.g_00651	Syar.g_02624
OG0000689	Syag.g_00653	Syar.g_02626
OG0000690	Syag.g_00654	Syar.g_02627
OG0000691	Syag.g_00655	Syar.g_02628
OG0000692	Syag.g_00656	Syar.g_02629
OG0000693	Syag.g_00658	Syar.g_02631
OG0000694	Syag.g_00659	Syar.g_02632
OG0000695	Syag.g_00776	Syar.g_02573
OG0000696	Syag.g_00777	Syar.g_02572
OG0000697	Syag.g_00778	Syar.g_02570
OG0000698	Syag.g_00781	Syar.g_02567
OG0000699	Syag.g_00782	Syar.g_02566
OG0000700	Syag.g_00783	Syar.g_02565
OG0000701	Syag.g_00784	Syar.g_02564
OG0000702	Syag.g_00792	Syar.g_02559
OG0000703	Syag.g_00793	Syar.g_02557
OG0000704	Syag.g_00795	Syar.g_02555
OG0000705	Syag.g_00802	Syar.g_02547
OG0000706	Syag.g_00803	Syar.g_02546
OG0000707	Syag.g_00804	Syar.g_02545
OG0000708	Syag.g_00807	Syar.g_02542
OG0000709	Syag.g_00816	Syar.g_02534
OG0000710	Syag.g_00820	Syar.g_02528
OG0000711	Syag.g_00848	Syar.g_02499
OG0000712	Syag.g_00850	Syar.g_02497
OG0000713	Syag.g_00851	Syar.g_02496
OG0000714	Syag.g_00853	Syar.g_02494
OG0000715	Syag.g_00855	Syar.g_02492
OG0000716	Syag.g_00859	Syar.g_02488
OG0000717	Syag.g_00860	Syar.g_02487
OG0000718	Syag.g_00864	Syar.g_02483
OG0000719	Syag.g_00866	Syar.g_01804
OG0000720	Syag.g_00880	Syar.g_01790
OG0000721	Syag.g_00882	Syar.g_01788
OG0000722	Syag.g_00883	Syar.g_01787
OG0000723	Syag.g_00897	Syar.g_01560
OG0000724	Syag.g_00967	Syar.g_01367, Syar.g_02120
OG0000725	Syag.g_00978	Syar.g_01934
OG0000726	Syag.g_00979	Syar.g_01935
OG0000727	Syag.g_00980	Syar.g_01936
OG0000728	Syag.g_00982	Syar.g_01938
OG0000729	Syag.g_02376	Syar.g_00593
OG0000730	Syag.g_02840	Syar.g_01115
OG0000731	Syag.g_02853	Syar.g_01127
OG0000732	Syag.g_02331	Syar.g_00522
OG0000733	Syag.g_00145	Syar.g_02234
OG0000734	Syag.g_01892	Syar.g_03128
OG0000735	Syag.g_01159	Syar.g_01522
OG0000736	Syag.g_01158	Syar.g_01523
OG0000737	Syag.g_01157	Syar.g_01524
OG0000738	Syag.g_01152	Syar.g_01530
OG0000739	Syag.g_01149	Syar.g_01531
OG0000740	Syag.g_01148	Syar.g_01532
OG0000741	Syag.g_01145	Syar.g_01535
OG0000742	Syag.g_01142	Syar.g_01538
OG0000743	Syag.g_01140	Syar.g_01541
OG0000744	Syag.g_01139	Syar.g_01542
OG0000745	Syag.g_01137	Syar.g_01545
OG0000746	Syag.g_01135	Syar.g_01549
OG0000747	Syag.g_01134	Syar.g_01551
OG0000748	Syag.g_01122	Syar.g_01945
OG0000749	Syag.g_01121	Syar.g_01946
OG0000750	Syag.g_01120	Syar.g_01947
OG0000751	Syag.g_01114	Syar.g_01952
OG0000752	Syag.g_01112	Syar.g_01954
OG0000753	Syag.g_01109	Syar.g_01957
OG0000754	Syag.g_01103	Syar.g_01963
OG0000755	Syag.g_01092	Syar.g_01974
OG0000756	Syag.g_01091	Syar.g_01975
OG0000757	Syag.g_01084	Syar.g_01984
OG0000758	Syag.g_01083	Syar.g_01985
OG0000759	Syag.g_01082	Syar.g_01986
OG0000760	Syag.g_01081	Syar.g_01987
OG0000761	Syag.g_01080	Syar.g_01988
OG0000762	Syag.g_01078	Syar.g_01992
OG0000763	Syag.g_01076	Syar.g_01699
OG0000764	Syag.g_01075	Syar.g_01700
OG0000765	Syag.g_01056	Syar.g_01718
OG0000766	Syag.g_01055	Syar.g_01719
OG0000767	Syag.g_01053	Syar.g_01721
OG0000768	Syag.g_01052	Syar.g_01722
OG0000769	Syag.g_01047	Syar.g_01724
OG0000770	Syag.g_01043	Syar.g_01727
OG0000771	Syag.g_00959	Syar.g_01373
OG0000772	Syag.g_02043	Syar.g_00746
OG0000773	Syag.g_01168	Syar.g_02694
OG0000774	Syag.g_01182	Syar.g_02771
OG0000775	Syag.g_01185	Syar.g_02773
OG0000776	Syag.g_01186	Syar.g_01755
OG0000777	Syag.g_01187	Syar.g_01754
OG0000778	Syag.g_01188	Syar.g_01753
OG0000779	Syag.g_01194	Syar.g_02779
OG0000780	Syag.g_01217	Syar.g_02781
OG0000781	Syag.g_01221	Syar.g_02785
OG0000782	Syag.g_01222	Syar.g_02786
OG0000783	Syag.g_01223	Syar.g_02787
OG0000784	Syag.g_01224	Syar.g_02788
OG0000785	Syag.g_01226	Syar.g_02791
OG0000786	Syag.g_01235	Syar.g_02795
OG0000787	Syag.g_01236	Syar.g_02796
OG0000788	Syag.g_00427	Syar.g_02331
OG0000789	Syag.g_00453	Syar.g_02040
OG0000790	Syag.g_01542	Syar.g_01456
OG0000791	Syag.g_01544	Syar.g_01454
OG0000792	Syag.g_01545	Syar.g_01453
OG0000793	Syag.g_01550	Syar.g_01243
OG0000794	Syag.g_01551	Syar.g_01242
OG0000795	Syag.g_01552	Syar.g_01240
OG0000796	Syag.g_01556	Syar.g_01236
OG0000797	Syag.g_01557	Syar.g_01235
OG0000798	Syag.g_02601	Syar.g_00222
OG0000799	Syag.g_01278	Syar.g_02844
OG0000800	Syag.g_01280	Syar.g_02843
OG0000801	Syag.g_01285	Syar.g_02842
OG0000802	Syag.g_01293	Syar.g_02825
OG0000803	Syag.g_01321	Syar.g_02822
OG0000804	Syag.g_01438	Syar.g_02819
OG0000805	Syag.g_01433	Syar.g_02817
OG0000806	Syag.g_01429	Syar.g_02815
OG0000807	Syag.g_01428	Syar.g_02814
OG0000808	Syag.g_01427	Syar.g_02813
OG0000809	Syag.g_01423	Syar.g_02811
OG0000810	Syag.g_01422	Syar.g_02810
OG0000811	Syag.g_01413	Syar.g_02805
OG0000812	Syag.g_01411	Syar.g_02803
OG0000813	Syag.g_01410	Syar.g_02802
OG0000814	Syag.g_01408	Syar.g_02800
OG0000815	Syag.g_01407	Syar.g_02799
OG0000816	Syag.g_01405	Syar.g_02797
OG0000817	Syag.g_01404	Syar.g_02861
OG0000818	Syag.g_01400	Syar.g_01418
OG0000819	Syag.g_01399	Syar.g_01417
OG0000820	Syag.g_01398	Syar.g_01416
OG0000821	Syag.g_01388	Syar.g_01410
OG0000822	Syag.g_01386	Syar.g_01408
OG0000823	Syag.g_01385	Syar.g_00017, Syar.g_01407
OG0000824	Syag.g_01379	Syar.g_01402
OG0000825	Syag.g_01378	Syar.g_01401
OG0000826	Syag.g_01377	Syar.g_01400
OG0000827	Syag.g_01376	Syar.g_01399
OG0000828	Syag.g_01373	Syar.g_01396
OG0000829	Syag.g_01372	Syar.g_01395
OG0000830	Syag.g_01371	Syar.g_01394
OG0000831	Syag.g_01367	Syar.g_01391
OG0000832	Syag.g_01614	Syar.g_01213
OG0000833	Syag.g_01628	Syar.g_02877
OG0000834	Syag.g_01632	Syar.g_02878
OG0000835	Syag.g_01633	Syar.g_02879
OG0000836	Syag.g_01637	Syar.g_02881
OG0000837	Syag.g_01638	Syar.g_02882
OG0000838	Syag.g_01642	Syar.g_02886
OG0000839	Syag.g_01643	Syar.g_02887
OG0000840	Syag.g_01644	Syar.g_02888
OG0000841	Syag.g_01645	Syar.g_02889
OG0000842	Syag.g_01646	Syar.g_02890
OG0000843	Syag.g_01647	Syar.g_02891
OG0000844	Syag.g_01649	Syar.g_02893
OG0000845	Syag.g_01650	Syar.g_02894
OG0000846	Syag.g_01651	Syar.g_02895
OG0000847	Syag.g_01652	Syar.g_02896
OG0000848	Syag.g_01654	Syar.g_02898
OG0000849	Syag.g_01655	Syar.g_02899
OG0000850	Syag.g_01657	Syar.g_02902
OG0000851	Syag.g_01663	Syar.g_02905
OG0000852	Syag.g_01664	Syar.g_02906
OG0000853	Syag.g_01668	Syar.g_02910
OG0000854	Syag.g_01670	Syar.g_02912
OG0000855	Syag.g_01671	Syar.g_02913
OG0000856	Syag.g_00386	Syar.g_02243
OG0000857	Syag.g_00684	Syar.g_02656
OG0000858	Syag.g_01677	Syar.g_02920
OG0000859	Syag.g_01678	Syar.g_02921
OG0000860	Syag.g_01689	Syar.g_02931
OG0000861	Syag.g_01690	Syar.g_02932
OG0000862	Syag.g_01693	Syar.g_02942
OG0000863	Syag.g_01695	Syar.g_02944
OG0000864	Syag.g_01696	Syar.g_02945
OG0000865	Syag.g_01697	Syar.g_02946
OG0000866	Syag.g_01698	Syar.g_02947
OG0000867	Syag.g_01699	Syar.g_02948
OG0000868	Syag.g_01707	Syar.g_02950
OG0000869	Syag.g_01711	Syar.g_02955
OG0000870	Syag.g_01716	Syar.g_02960
OG0000871	Syag.g_01717	Syar.g_02961
OG0000872	Syag.g_01723	Syar.g_02967
OG0000873	Syag.g_01726	Syar.g_02970
OG0000874	Syag.g_01729	Syar.g_02974
OG0000875	Syag.g_01731	Syar.g_02975
OG0000876	Syag.g_01732	Syar.g_01828
OG0000877	Syag.g_01734	Syar.g_02977
OG0000878	Syag.g_01735	Syar.g_02978
OG0000879	Syag.g_02356	Syar.g_02979
OG0000880	Syag.g_01736	Syar.g_02980
OG0000881	Syag.g_01741	Syar.g_02984
OG0000882	Syag.g_01746	Syar.g_02989
OG0000883	Syag.g_01749	Syar.g_02992
OG0000884	Syag.g_01751	Syar.g_02994
OG0000885	Syag.g_01752	Syar.g_02995
OG0000886	Syag.g_01753	Syar.g_02996
OG0000887	Syag.g_01754	Syar.g_02998
OG0000888	Syag.g_01756	Syar.g_03000
OG0000889	Syag.g_01758	Syar.g_03002
OG0000890	Syag.g_01761	Syar.g_03005
OG0000891	Syag.g_01762	Syar.g_03006
OG0000892	Syag.g_01765	Syar.g_03008
OG0000893	Syag.g_02688	Syar.g_00150
OG0000894	Syag.g_02691	Syar.g_00145
OG0000895	Syag.g_02695	Syar.g_00141
OG0000896	Syag.g_02696	Syar.g_00140
OG0000897	Syag.g_02699	Syar.g_00138
OG0000898	Syag.g_02700	Syar.g_00137
OG0000899	Syag.g_02701	Syar.g_00136
OG0000900	Syag.g_02702	Syar.g_00135
OG0000901	Syag.g_02707	Syar.g_00130
OG0000902	Syag.g_02709	Syar.g_01013
OG0000903	Syag.g_02724	Syar.g_01026
OG0000904	Syag.g_02718	Syar.g_01021
OG0000905	Syag.g_02714	Syar.g_01018
OG0000906	Syag.g_02711	Syar.g_01015
OG0000907	Syag.g_02727	Syar.g_01028
OG0000908	Syag.g_02730	Syar.g_01031
OG0000909	Syag.g_02731	Syar.g_01032
OG0000910	Syag.g_02732	Syar.g_01033
OG0000911	Syag.g_02734	Syar.g_01035
OG0000912	Syag.g_02735	Syar.g_01036
OG0000913	Syag.g_02736	Syar.g_01037
OG0000914	Syag.g_02737	Syar.g_01038
OG0000915	Syag.g_02739	Syar.g_01040
OG0000916	Syag.g_02740	Syar.g_01041
OG0000917	Syag.g_02741	Syar.g_01042
OG0000918	Syag.g_02742	Syar.g_01043
OG0000919	Syag.g_02743	Syar.g_01044
OG0000920	Syag.g_02744	Syar.g_01045
OG0000921	Syag.g_02745	Syar.g_01046
OG0000922	Syag.g_02746	Syar.g_01047
OG0000923	Syag.g_02750	Syar.g_01051
OG0000924	Syag.g_02751	Syar.g_01052
OG0000925	Syag.g_02752	Syar.g_01053
OG0000926	Syag.g_02753	Syar.g_01054
OG0000927	Syag.g_02755	Syar.g_01056
OG0000928	Syag.g_02756	Syar.g_01057
OG0000929	Syag.g_02757	Syar.g_01058
OG0000930	Syag.g_02758	Syar.g_01059
OG0000931	Syag.g_02759	Syar.g_01060
OG0000932	Syag.g_02760	Syar.g_01061
OG0000933	Syag.g_02766	Syar.g_01066
OG0000934	Syag.g_02768	Syar.g_01068
OG0000935	Syag.g_02769	Syar.g_01069
OG0000936	Syag.g_02770	Syar.g_01070
OG0000937	Syag.g_02771	Syar.g_01071
OG0000938	Syag.g_02774	Syar.g_01074
OG0000939	Syag.g_02775	Syar.g_01075
OG0000940	Syag.g_02783	Syar.g_01081
OG0000941	Syag.g_02785	Syar.g_01083
OG0000942	Syag.g_02787	Syar.g_01085
OG0000943	Syag.g_02788	Syar.g_01086
OG0000944	Syag.g_02790	Syar.g_01088
OG0000945	Syag.g_02792	Syar.g_01089
OG0000946	Syag.g_02797	Syar.g_01095
OG0000947	Syag.g_02801	Syar.g_01098
OG0000948	Syag.g_02802	Syar.g_01099
OG0000949	Syag.g_02449	Syar.g_00283
OG0000950	Syag.g_02436	Syar.g_00661
OG0000951	Syag.g_02431	Syar.g_00656
OG0000952	Syag.g_02423	Syar.g_00651
OG0000953	Syag.g_02415	Syar.g_00248
OG0000954	Syag.g_02409	Syar.g_00258
OG0000955	Syag.g_02408	Syar.g_00259
OG0000956	Syag.g_02406	Syar.g_00261
OG0000957	Syag.g_02395	Syar.g_00610
OG0000958	Syag.g_02394	Syar.g_00609
OG0000959	Syag.g_02389	Syar.g_00605
OG0000960	Syag.g_02388	Syar.g_00604
OG0000961	Syag.g_02379	Syar.g_00094
OG0000962	Syag.g_02377	Syar.g_00594
OG0000963	Syag.g_02372	Syar.g_00590
OG0000964	Syag.g_02371	Syar.g_00589
OG0000965	Syag.g_02370	Syar.g_00588
OG0000966	Syag.g_02362	Syar.g_00549
OG0000967	Syag.g_02358	Syar.g_00545
OG0000968	Syag.g_02355	Syar.g_00542
OG0000969	Syag.g_02354	Syar.g_00540
OG0000970	Syag.g_02353	Syar.g_00539
OG0000971	Syag.g_02348	Syar.g_00537
OG0000972	Syag.g_02347	Syar.g_00536
OG0000973	Syag.g_02346	Syar.g_00535
OG0000974	Syag.g_02345	Syar.g_00534
OG0000975	Syag.g_02344	Syar.g_00533
OG0000976	Syag.g_02343	Syar.g_00532
OG0000977	Syag.g_02340	Syar.g_00530
OG0000978	Syag.g_02338	Syar.g_00529
OG0000979	Syag.g_02335	Syar.g_00526
OG0000980	Syag.g_02332	Syar.g_00523
OG0000981	Syag.g_02329	Syar.g_00520
OG0000982	Syag.g_02127	Syar.g_00331
OG0000983	Syag.g_02128	Syar.g_00332
OG0000984	Syag.g_02129	Syar.g_00333
OG0000985	Syag.g_02133	Syar.g_00337
OG0000986	Syag.g_02138	Syar.g_00344
OG0000987	Syag.g_02140	Syar.g_00346
OG0000988	Syag.g_02145	Syar.g_00352
OG0000989	Syag.g_02156	Syar.g_00377
OG0000990	Syag.g_02169	Syar.g_00697
OG0000991	Syag.g_02174	Syar.g_00700
OG0000992	Syag.g_02177	Syar.g_00704
OG0000993	Syag.g_02178	Syar.g_00705
OG0000994	Syag.g_02181	Syar.g_00708
OG0000995	Syag.g_02187	Syar.g_03212, Syar.g_00624
OG0000996	Syag.g_02229	Syar.g_00861
OG0000997	Syag.g_02239	Syar.g_00437
OG0000998	Syag.g_02241	Syar.g_00439
OG0000999	Syag.g_02242	Syar.g_00440
OG0001000	Syag.g_02246	Syar.g_00955, Syar.g_00444
OG0001001	Syag.g_02251	Syar.g_00450
OG0001002	Syag.g_02258	Syar.g_00457
OG0001003	Syag.g_02260	Syar.g_00459
OG0001004	Syag.g_02261	Syar.g_00460
OG0001005	Syag.g_02263	Syar.g_00461
OG0001006	Syag.g_02270	Syar.g_00468
OG0001007	Syag.g_02272	Syar.g_00470
OG0001008	Syag.g_00034	Syar.g_01178
OG0001009	Syag.g_02304	Syar.g_00500
OG0001010	Syag.g_02305	Syar.g_00501
OG0001011	Syag.g_02307	Syar.g_00503
OG0001013	Syag.g_02098	Syar.g_00906
OG0001014	Syag.g_02084	Syar.g_00914
OG0001015	Syag.g_02083	Syar.g_00915
OG0001017	Syag.g_01830	Syar.g_03050
OG0001018	Syag.g_01832	Syar.g_03052
OG0001019	Syag.g_01854	Syar.g_03086
OG0001020	Syag.g_01861	Syar.g_03092
OG0001021	Syag.g_01865	Syar.g_03098
OG0001022	Syag.g_01870	Syar.g_03102
OG0001023	Syag.g_01871	Syar.g_03103
OG0001024	Syag.g_01875	Syar.g_02276
OG0001025	Syag.g_01882	Syar.g_03115
OG0001026	Syag.g_01894	Syar.g_03131
OG0001027	Syag.g_01902	Syar.g_00031
OG0001028	Syag.g_01904	Syar.g_00034
OG0001029	Syag.g_01906	Syar.g_00036
OG0001030	Syag.g_01927	Syar.g_00058
OG0001031	Syag.g_02000	Syar.g_00129
OG0001032	Syag.g_02005	Syar.g_01011
OG0001033	Syag.g_02048	Syar.g_00962
OG0001034	Syag.g_01784	Syar.g_03022
OG0001035	Syag.g_02635	Syar.g_00171
OG0001036	Syag.g_02630	Syar.g_00193
OG0001037	Syag.g_02628	Syar.g_00195
OG0001038	Syag.g_02600	Syar.g_00223
OG0001039	Syag.g_02597	Syar.g_00226
OG0001040	Syag.g_02594	Syar.g_00229
OG0001041	Syag.g_02589	Syar.g_00234
OG0001042	Syag.g_02564	Syar.g_00831
OG0001043	Syag.g_02560	Syar.g_00826
OG0001044	Syag.g_02842	Syar.g_01117
OG0001045	Syag.g_02856	Syar.g_01130
OG0001046	Syag.g_00836	Syar.g_02514
OG0001047	Syag.g_00036	Syar.g_01180
OG0001048	Syag.g_00037	Syar.g_01181
OG0001049	Syag.g_00040	Syar.g_02872
OG0001050	Syag.g_00041	Syar.g_02871
OG0001051	Syag.g_00042	Syar.g_02870
OG0001052	Syag.g_01352	Syar.g_01269
OG0001053	Syag.g_01525	Syar.g_01472
OG0001054	Syag.g_01506	Syar.g_01492
OG0001055	Syag.g_01485	Syar.g_01513
OG0001056	Syag.g_01449	Syar.g_02349
OG0001057	Syag.g_01241	Syar.g_02341
OG0001058	Syag.g_00271	Syar.g_02324
OG0001059	Syag.g_00275	Syar.g_00422
OG0001060	Syag.g_00282	Syar.g_02315
OG0001061	Syag.g_00302	Syar.g_02297
OG0001062	Syag.g_00304	Syar.g_02294
OG0001063	Syag.g_00310	Syar.g_02209
OG0001064	Syag.g_00311	Syar.g_02208
OG0001065	Syag.g_00312	Syar.g_02207
OG0001066	Syag.g_00313	Syar.g_02206
OG0001067	Syag.g_00314	Syar.g_02205
OG0001068	Syag.g_00315	Syar.g_02204
OG0001069	Syag.g_00317	Syar.g_02203
OG0001070	Syag.g_00321	Syar.g_02200
OG0001071	Syag.g_00322	Syar.g_02199
OG0001072	Syag.g_00327	Syar.g_02195
OG0001073	Syag.g_00342	Syar.g_02182
OG0001074	Syag.g_00467	Syar.g_02031
OG0001075	Syag.g_00362	Syar.g_02215
OG0001076	Syag.g_00378	Syar.g_02253
OG0001077	Syag.g_00388	Syar.g_02240
OG0001078	Syag.g_00411	Syar.g_02419
OG0001079	Syag.g_00428	Syar.g_02431
OG0001080	Syag.g_00495	Syar.g_02442
OG0001081	Syag.g_00551	Syar.g_02444
OG0001082	Syag.g_00552	Syar.g_02445
OG0001083	Syag.g_00565	Syar.g_02473
OG0001084	Syag.g_00569	Syar.g_02474
OG0001085	Syag.g_00592	Syar.g_01688
OG0001086	Syag.g_00594	Syar.g_01686
OG0001087	Syag.g_01018	Syar.g_02347
OG0001088	Syag.g_01016	Syar.g_00431
OG0001089	Syag.g_00986	Syar.g_01942
OG0001090	Syag.g_00922	Syar.g_01582
OG0001091	Syag.g_00919	Syar.g_01580
OG0001092	Syag.g_00917	Syar.g_01578
OG0001093	Syag.g_00910	Syar.g_01572
OG0001094	Syag.g_00661	Syar.g_02633
OG0001095	Syag.g_00681	Syar.g_02653
OG0001096	Syag.g_00703	Syar.g_02476
OG0001097	Syag.g_00729	Syar.g_01823
OG0001098	Syag.g_00744	Syar.g_01672
OG0001099	Syag.g_01905	Syar.g_00035
OG0001101	Syag.g_00603	Syar.g_01623
OG0001102	Syag.g_00606	Syar.g_01620
OG0001103	Syag.g_00608	Syar.g_01618
OG0001104	Syag.g_00642	Syar.g_02616
OG0001105	Syag.g_00646	Syar.g_02620
OG0001106	Syag.g_00796	Syar.g_02553
OG0001107	Syag.g_00808	Syar.g_02541
OG0001109	Syag.g_00819	Syar.g_02529
OG0001110	Syag.g_00821	Syar.g_02527
OG0001111	Syag.g_00823	Syar.g_02525
OG0001112	Syag.g_00825	Syar.g_02523
OG0001113	Syag.g_00826	Syar.g_02522
OG0001114	Syag.g_00827	Syar.g_02521
OG0001115	Syag.g_00831	Syar.g_02519
OG0001116	Syag.g_00833	Syar.g_02517
OG0001117	Syag.g_00834	Syar.g_02516
OG0001118	Syag.g_00835	Syar.g_02515
OG0001119	Syag.g_00837	Syar.g_02513
OG0001120	Syag.g_00841	Syar.g_02507
OG0001122	Syag.g_00867	Syar.g_01803
OG0001123	Syag.g_00875	Syar.g_01796
OG0001124	Syag.g_00877	Syar.g_01793
OG0001125	Syag.g_00879	Syar.g_01791
OG0001126	Syag.g_00957	Syar.g_01375
OG0001127	Syag.g_00958	Syar.g_01374
OG0001128	Syag.g_00961	Syar.g_01371
OG0001129	Syag.g_00963	Syar.g_01369
OG0001130	Syag.g_00964	Syar.g_01368
OG0001131	Syag.g_00624	Syar.g_02448
OG0001132	Syag.g_00096	Syar.g_00684
OG0001133	Syag.g_00380	Syar.g_02249
OG0001134	Syag.g_02164	Syar.g_02235
OG0001135	Syag.g_00147	Syar.g_02232
OG0001136	Syag.g_01144	Syar.g_01536
OG0001137	Syag.g_01123	Syar.g_01944
OG0001138	Syag.g_01090	Syar.g_01977
OG0001139	Syag.g_01088	Syar.g_01980
OG0001140	Syag.g_01087	Syar.g_01981
OG0001141	Syag.g_01086	Syar.g_01982
OG0001142	Syag.g_01085	Syar.g_01983
OG0001143	Syag.g_01077	Syar.g_01698
OG0001144	Syag.g_01064	Syar.g_01707
