Orthogroup	Syag	Prbc
OG0000558	Syag.g_00269	Prbc.g_01627
OG0000559	Syag.g_00273	Prbc.g_01631
OG0000560	Syag.g_00276	Prbc.g_01634
OG0000561	Syag.g_00277	Prbc.g_01635
OG0000562	Syag.g_00278	Prbc.g_01636
OG0000563	Syag.g_00279	Prbc.g_01637
OG0000564	Syag.g_00280	Prbc.g_01638
OG0000565	Syag.g_00284	Prbc.g_01641
OG0000566	Syag.g_00288	Prbc.g_01643
OG0000567	Syag.g_00292	Prbc.g_01647
OG0000568	Syag.g_00295	Prbc.g_01648
OG0000569	Syag.g_00296	Prbc.g_01649
OG0000570	Syag.g_00297	Prbc.g_01650
OG0000571	Syag.g_00301	Prbc.g_01652
OG0000572	Syag.g_00320, Syag.g_00251	Prbc.g_01663
OG0000573	Syag.g_00329	Prbc.g_01668
OG0000574	Syag.g_00330	Prbc.g_01670
OG0000575	Syag.g_00335	Prbc.g_01673
OG0000576	Syag.g_00337	Prbc.g_01675
OG0000577	Syag.g_00338	Prbc.g_01676
OG0000578	Syag.g_00339	Prbc.g_01677
OG0000579	Syag.g_00340	Prbc.g_01678
OG0000580	Syag.g_00341	Prbc.g_01679
OG0000581	Syag.g_00348	Prbc.g_01682
OG0000582	Syag.g_00353	Prbc.g_01685
OG0000583	Syag.g_00354	Prbc.g_01686
OG0000584	Syag.g_00355	Prbc.g_01687
OG0000585	Syag.g_00357	Prbc.g_01689
OG0000586	Syag.g_00358	Prbc.g_01690
OG0000587	Syag.g_00360	Prbc.g_01691
OG0000588	Syag.g_00371	Prbc.g_01695
OG0000589	Syag.g_00375	Prbc.g_01698
OG0000590	Syag.g_00376	Prbc.g_01699
OG0000591	Syag.g_00383	Prbc.g_01702
OG0000592	Syag.g_00384	Prbc.g_01703
OG0000593	Syag.g_00406	Prbc.g_01709
OG0000594	Syag.g_00407	Prbc.g_01710
OG0000595	Syag.g_00408	Prbc.g_01711
OG0000596	Syag.g_00413	Prbc.g_01715
OG0000597	Syag.g_00416	Prbc.g_01717
OG0000598	Syag.g_00417	Prbc.g_01718
OG0000599	Syag.g_00424	Prbc.g_01721
OG0000600	Syag.g_00425	Prbc.g_01722
OG0000601	Syag.g_00426	Prbc.g_01723
OG0000602	Syag.g_00431	Prbc.g_01725
OG0000603	Syag.g_00432	Prbc.g_01726
OG0000604	Syag.g_00434	Prbc.g_01727
OG0000605	Syag.g_00522	Prbc.g_01728
OG0000606	Syag.g_00550	Prbc.g_01731
OG0000607	Syag.g_00553	Prbc.g_01734
OG0000608	Syag.g_00554	Prbc.g_01735
OG0000609	Syag.g_00556	Prbc.g_01736
OG0000610	Syag.g_00580	Prbc.g_01742
OG0000611	Syag.g_00583	Prbc.g_01745
OG0000612	Syag.g_00584	Prbc.g_01746
OG0000613	Syag.g_02533	Prbc.g_01752
OG0000614	Syag.g_01004	Prbc.g_01775
OG0000615	Syag.g_00630	Prbc.g_01782
OG0000616	Syag.g_02255	Prbc.g_01055
OG0000617	Syag.g_00915	Prbc.g_01793
OG0000618	Syag.g_00914	Prbc.g_01794
OG0000619	Syag.g_00913	Prbc.g_01795
OG0000620	Syag.g_00906	Prbc.g_01798
OG0000621	Syag.g_00905	Prbc.g_01799
OG0000622	Syag.g_00904	Prbc.g_01800
OG0000623	Syag.g_00903	Prbc.g_01801
OG0000624	Syag.g_00901	Prbc.g_01803
OG0000625	Syag.g_00900	Prbc.g_01804
OG0000626	Syag.g_00899	Prbc.g_01805
OG0000627	Syag.g_00756	Prbc.g_01807
OG0000628	Syag.g_00757	Prbc.g_01808
OG0000629	Syag.g_00761	Prbc.g_01809
OG0000630	Syag.g_00765	Prbc.g_01812
OG0000631	Syag.g_00772	Prbc.g_02007
OG0000632	Syag.g_00773	Prbc.g_02008
OG0000633	Syag.g_00774	Prbc.g_02009
OG0000634	Syag.g_00663	Prbc.g_01854
OG0000635	Syag.g_00664	Prbc.g_01855
OG0000636	Syag.g_00666	Prbc.g_01857
OG0000637	Syag.g_00668	Prbc.g_01859
OG0000638	Syag.g_00669	Prbc.g_01860
OG0000639	Syag.g_00670	Prbc.g_01861
OG0000640	Syag.g_00671	Prbc.g_01862
OG0000641	Syag.g_00675	Prbc.g_01866
OG0000642	Syag.g_00676	Prbc.g_01867
OG0000643	Syag.g_00677	Prbc.g_01868
OG0000644	Syag.g_00678	Prbc.g_01869
OG0000645	Syag.g_00680	Prbc.g_01870
OG0000646	Syag.g_00683	Prbc.g_01873
OG0000647	Syag.g_00685	Prbc.g_01875
OG0000648	Syag.g_00694	Prbc.g_01877
OG0000649	Syag.g_00695	Prbc.g_01878
OG0000650	Syag.g_00696	Prbc.g_01879
OG0000651	Syag.g_00697	Prbc.g_01880
OG0000652	Syag.g_00698	Prbc.g_01881
OG0000653	Syag.g_00700	Prbc.g_01883
OG0000654	Syag.g_00701	Prbc.g_01884
OG0000655	Syag.g_00702	Prbc.g_01885
OG0000656	Syag.g_00705	Prbc.g_01888
OG0000657	Syag.g_00719	Prbc.g_01895
OG0000658	Syag.g_00721	Prbc.g_01897
OG0000659	Syag.g_00722	Prbc.g_01898
OG0000660	Syag.g_00726	Prbc.g_01903
OG0000661	Syag.g_00728	Prbc.g_01905
OG0000662	Syag.g_00730	Prbc.g_01907
OG0000663	Syag.g_00733	Prbc.g_01909
OG0000664	Syag.g_00734	Prbc.g_01910
OG0000665	Syag.g_00456	Prbc.g_01914
OG0000666	Syag.g_00445	Prbc.g_01915
OG0000667	Syag.g_00574	Prbc.g_01919
OG0000668	Syag.g_00868	Prbc.g_01959
OG0000669	Syag.g_00600	Prbc.g_01967
OG0000670	Syag.g_00399	Prbc.g_01970
OG0000671	Syag.g_00604	Prbc.g_01972
OG0000672	Syag.g_00607	Prbc.g_01975
OG0000673	Syag.g_00610	Prbc.g_01978
OG0000674	Syag.g_00612	Prbc.g_01980
OG0000675	Syag.g_00613	Prbc.g_01981
OG0000676	Syag.g_00615	Prbc.g_01983
OG0000677	Syag.g_00616	Prbc.g_01984
OG0000678	Syag.g_00622	Prbc.g_01987
OG0000679	Syag.g_00633	Prbc.g_01991
OG0000680	Syag.g_00634	Prbc.g_01992
OG0000681	Syag.g_00637	Prbc.g_01995
OG0000682	Syag.g_00638	Prbc.g_01996
OG0000683	Syag.g_00639	Prbc.g_01997
OG0000684	Syag.g_00641	Prbc.g_01837
OG0000685	Syag.g_00643	Prbc.g_01839
OG0000686	Syag.g_00644	Prbc.g_01840
OG0000687	Syag.g_00645	Prbc.g_01841
OG0000688	Syag.g_00651	Prbc.g_01844
OG0000689	Syag.g_00653	Prbc.g_01845
OG0000690	Syag.g_00654	Prbc.g_01846
OG0000691	Syag.g_00655	Prbc.g_01847
OG0000692	Syag.g_00656	Prbc.g_01849
OG0000693	Syag.g_00658	Prbc.g_01850
OG0000694	Syag.g_00659	Prbc.g_01851
OG0000695	Syag.g_00776	Prbc.g_02011
OG0000696	Syag.g_00777	Prbc.g_02012
OG0000697	Syag.g_00778	Prbc.g_02013
OG0000698	Syag.g_00781	Prbc.g_02016
OG0000699	Syag.g_00782	Prbc.g_02017
OG0000700	Syag.g_00783	Prbc.g_02018
OG0000701	Syag.g_00784	Prbc.g_02019
OG0000702	Syag.g_00792	Prbc.g_02021
OG0000703	Syag.g_00793	Prbc.g_02022
OG0000704	Syag.g_00795	Prbc.g_02023
OG0000705	Syag.g_00802	Prbc.g_02029
OG0000706	Syag.g_00803	Prbc.g_02030
OG0000707	Syag.g_00804	Prbc.g_02031
OG0000708	Syag.g_00807	Prbc.g_02033
OG0000709	Syag.g_00816	Prbc.g_02037
OG0000710	Syag.g_00820	Prbc.g_02040
OG0000711	Syag.g_00848	Prbc.g_02055
OG0000712	Syag.g_00850	Prbc.g_02057
OG0000713	Syag.g_00851	Prbc.g_02058
OG0000714	Syag.g_00853	Prbc.g_02059
OG0000715	Syag.g_00855	Prbc.g_02061
OG0000716	Syag.g_00859	Prbc.g_02062
OG0000717	Syag.g_00860	Prbc.g_02063
OG0000718	Syag.g_00864	Prbc.g_02079
OG0000719	Syag.g_00866	Prbc.g_02080
OG0000720	Syag.g_00880	Prbc.g_02091
OG0000721	Syag.g_00882	Prbc.g_02092
OG0000722	Syag.g_00883	Prbc.g_02093
OG0000723	Syag.g_00897	Prbc.g_02097
OG0000724	Syag.g_00967	Prbc.g_02108
OG0000725	Syag.g_00978	Prbc.g_01934
OG0000726	Syag.g_00979	Prbc.g_01933
OG0000727	Syag.g_00980	Prbc.g_01932
OG0000728	Syag.g_00982	Prbc.g_01930
OG0000729	Syag.g_02376	Prbc.g_00201
OG0000730	Syag.g_02840	Prbc.g_01244
OG0000731	Syag.g_02853	Prbc.g_01252
OG0000732	Syag.g_02331	Prbc.g_00987
OG0000733	Syag.g_00145	Prbc.g_00897
OG0000734	Syag.g_01892	Prbc.g_01462
OG0000735	Syag.g_01159	Prbc.g_01460
OG0000736	Syag.g_01158	Prbc.g_01459
OG0000737	Syag.g_01157	Prbc.g_01458
OG0000738	Syag.g_01152	Prbc.g_01454
OG0000739	Syag.g_01149	Prbc.g_01453
OG0000740	Syag.g_01148	Prbc.g_01452
OG0000741	Syag.g_01145	Prbc.g_01450
OG0000742	Syag.g_01142	Prbc.g_01447
OG0000743	Syag.g_01140	Prbc.g_01445
OG0000744	Syag.g_01139	Prbc.g_01444
OG0000745	Syag.g_01137	Prbc.g_01442
OG0000746	Syag.g_01135	Prbc.g_01440
OG0000747	Syag.g_01134	Prbc.g_01439
OG0000748	Syag.g_01122	Prbc.g_01435
OG0000749	Syag.g_01121	Prbc.g_01434
OG0000750	Syag.g_01120	Prbc.g_01433
OG0000751	Syag.g_01114	Prbc.g_01430
OG0000752	Syag.g_01112	Prbc.g_01428
OG0000753	Syag.g_01109	Prbc.g_01426
OG0000754	Syag.g_01103	Prbc.g_01422
OG0000755	Syag.g_01092	Prbc.g_01418
OG0000756	Syag.g_01091	Prbc.g_01417
OG0000757	Syag.g_01084	Prbc.g_01410
OG0000758	Syag.g_01083	Prbc.g_01409
OG0000759	Syag.g_01082	Prbc.g_01408
OG0000760	Syag.g_01081	Prbc.g_01407
OG0000761	Syag.g_01080	Prbc.g_01406
OG0000762	Syag.g_01078	Prbc.g_01405
OG0000763	Syag.g_01076	Prbc.g_01403
OG0000764	Syag.g_01075	Prbc.g_01402
OG0000765	Syag.g_01056	Prbc.g_01394
OG0000766	Syag.g_01055	Prbc.g_01393
OG0000767	Syag.g_01053	Prbc.g_01392
OG0000768	Syag.g_01052	Prbc.g_01391
OG0000769	Syag.g_01047	Prbc.g_01389
OG0000770	Syag.g_01043	Prbc.g_01388
OG0000771	Syag.g_00959	Prbc.g_02103
OG0000772	Syag.g_02043	Prbc.g_01320
OG0000773	Syag.g_01168	Prbc.g_00557
OG0000774	Syag.g_01182	Prbc.g_00560
OG0000775	Syag.g_01185	Prbc.g_00561
OG0000776	Syag.g_01186	Prbc.g_00562
OG0000777	Syag.g_01187	Prbc.g_00563
OG0000778	Syag.g_01188	Prbc.g_00564
OG0000779	Syag.g_01194	Prbc.g_00568
OG0000780	Syag.g_01217	Prbc.g_00569
OG0000781	Syag.g_01221	Prbc.g_00571
OG0000782	Syag.g_01222	Prbc.g_00572
OG0000783	Syag.g_01223	Prbc.g_00573
OG0000784	Syag.g_01224	Prbc.g_00574
OG0000785	Syag.g_01226	Prbc.g_00576
OG0000786	Syag.g_01235	Prbc.g_00579
OG0000787	Syag.g_01236	Prbc.g_00580
OG0000788	Syag.g_00427	Prbc.g_01820
OG0000789	Syag.g_00453	Prbc.g_02100
OG0000790	Syag.g_01542	Prbc.g_00662
OG0000791	Syag.g_01544	Prbc.g_00664
OG0000792	Syag.g_01545	Prbc.g_00665
OG0000793	Syag.g_01550	Prbc.g_00668
OG0000794	Syag.g_01551	Prbc.g_00669
OG0000795	Syag.g_01552	Prbc.g_00670
OG0000796	Syag.g_01556	Prbc.g_00674
OG0000797	Syag.g_01557	Prbc.g_00675
OG0000799	Syag.g_01278	Prbc.g_00690
OG0000800	Syag.g_01280	Prbc.g_00691
OG0000801	Syag.g_01285	Prbc.g_00692
OG0000802	Syag.g_01293	Prbc.g_00694
OG0000803	Syag.g_01321	Prbc.g_00696
OG0000804	Syag.g_01438	Prbc.g_00697
OG0000805	Syag.g_01433	Prbc.g_00699
OG0000806	Syag.g_01429	Prbc.g_00701
OG0000807	Syag.g_01428	Prbc.g_00702
OG0000808	Syag.g_01427	Prbc.g_00703
OG0000809	Syag.g_01423	Prbc.g_00707
OG0000810	Syag.g_01422	Prbc.g_00708
OG0000811	Syag.g_01413	Prbc.g_00712
OG0000812	Syag.g_01411	Prbc.g_00714
OG0000813	Syag.g_01410	Prbc.g_00715
OG0000814	Syag.g_01408	Prbc.g_00717
OG0000815	Syag.g_01407	Prbc.g_00718
OG0000816	Syag.g_01405	Prbc.g_00720
OG0000817	Syag.g_01404	Prbc.g_00721
OG0000818	Syag.g_01400	Prbc.g_00725
OG0000819	Syag.g_01399	Prbc.g_00726
OG0000820	Syag.g_01398	Prbc.g_00727
OG0000821	Syag.g_01388	Prbc.g_00730
OG0000822	Syag.g_01386	Prbc.g_00731
OG0000823	Syag.g_01385	Prbc.g_00732
OG0000824	Syag.g_01379	Prbc.g_00735
OG0000825	Syag.g_01378	Prbc.g_00736
OG0000826	Syag.g_01377	Prbc.g_00737
OG0000827	Syag.g_01376	Prbc.g_00738
OG0000828	Syag.g_01373	Prbc.g_00741
OG0000829	Syag.g_01372	Prbc.g_00742
OG0000830	Syag.g_01371	Prbc.g_00743
OG0000831	Syag.g_01367	Prbc.g_00745
OG0000832	Syag.g_01614	Prbc.g_00755
OG0000833	Syag.g_01628	Prbc.g_00763
OG0000834	Syag.g_01632	Prbc.g_00764
OG0000835	Syag.g_01633	Prbc.g_00765
OG0000836	Syag.g_01637	Prbc.g_00766
OG0000837	Syag.g_01638	Prbc.g_00767
OG0000838	Syag.g_01642	Prbc.g_00769
OG0000839	Syag.g_01643	Prbc.g_00770
OG0000840	Syag.g_01644	Prbc.g_00771
OG0000841	Syag.g_01645	Prbc.g_00772
OG0000842	Syag.g_01646	Prbc.g_00773
OG0000843	Syag.g_01647	Prbc.g_00774
OG0000844	Syag.g_01649	Prbc.g_00775
OG0000845	Syag.g_01650	Prbc.g_00776
OG0000846	Syag.g_01651	Prbc.g_00777
OG0000847	Syag.g_01652	Prbc.g_00778
OG0000848	Syag.g_01654	Prbc.g_00779
OG0000849	Syag.g_01655	Prbc.g_00780
OG0000850	Syag.g_01657	Prbc.g_00782
OG0000851	Syag.g_01663	Prbc.g_00783
OG0000852	Syag.g_01664	Prbc.g_00784
OG0000853	Syag.g_01668	Prbc.g_00789
OG0000854	Syag.g_01670	Prbc.g_00791
OG0000855	Syag.g_01671	Prbc.g_00792
OG0000856	Syag.g_00386	Prbc.g_00677
OG0000857	Syag.g_00684	Prbc.g_01874
OG0000858	Syag.g_01677	Prbc.g_00827
OG0000859	Syag.g_01678	Prbc.g_00828
OG0000860	Syag.g_01689	Prbc.g_00834
OG0000861	Syag.g_01690	Prbc.g_00835
OG0000862	Syag.g_01693	Prbc.g_00836
OG0000863	Syag.g_01695	Prbc.g_00837
OG0000864	Syag.g_01696	Prbc.g_00838
OG0000865	Syag.g_01697	Prbc.g_00839
OG0000866	Syag.g_01698	Prbc.g_00840
OG0000867	Syag.g_01699	Prbc.g_00841
OG0000868	Syag.g_01707	Prbc.g_00842
OG0000869	Syag.g_01711	Prbc.g_00845
OG0000870	Syag.g_01716	Prbc.g_00850
OG0000871	Syag.g_01717	Prbc.g_00851
OG0000872	Syag.g_01723	Prbc.g_00852
OG0000873	Syag.g_01726	Prbc.g_00855
OG0000874	Syag.g_01729	Prbc.g_00858
OG0000875	Syag.g_01731	Prbc.g_00860
OG0000876	Syag.g_01732	Prbc.g_00861
OG0000877	Syag.g_01734	Prbc.g_00863
OG0000878	Syag.g_01735	Prbc.g_00864
OG0000879	Syag.g_02356	Prbc.g_00865
OG0000880	Syag.g_01736	Prbc.g_00866
OG0000881	Syag.g_01741	Prbc.g_00869
OG0000882	Syag.g_01746	Prbc.g_00874
OG0000883	Syag.g_01749	Prbc.g_00876
OG0000884	Syag.g_01751	Prbc.g_00878
OG0000885	Syag.g_01752	Prbc.g_00879
OG0000886	Syag.g_01753	Prbc.g_00880
OG0000887	Syag.g_01754	Prbc.g_00881
OG0000888	Syag.g_01756	Prbc.g_00883
OG0000889	Syag.g_01758	Prbc.g_00885
OG0000890	Syag.g_01761	Prbc.g_00886
OG0000891	Syag.g_01762	Prbc.g_00887
OG0000892	Syag.g_01765	Prbc.g_00889
OG0000893	Syag.g_02688	Prbc.g_00933
OG0000894	Syag.g_02691	Prbc.g_00936
OG0000895	Syag.g_02695	Prbc.g_00939
OG0000896	Syag.g_02696	Prbc.g_00940
OG0000897	Syag.g_02699	Prbc.g_00942
OG0000898	Syag.g_02700	Prbc.g_00943
OG0000899	Syag.g_02701	Prbc.g_00944
OG0000900	Syag.g_02702	Prbc.g_00945
OG0000901	Syag.g_02707	Prbc.g_00948
OG0000902	Syag.g_02709	Prbc.g_00950
OG0000903	Syag.g_02724	Prbc.g_00960
OG0000904	Syag.g_02718	Prbc.g_00955
OG0000905	Syag.g_02714	Prbc.g_00952
OG0000906	Syag.g_02711	Prbc.g_00951
OG0000907	Syag.g_02727	Prbc.g_00327
OG0000908	Syag.g_02730	Prbc.g_00324
OG0000909	Syag.g_02731	Prbc.g_00323
OG0000910	Syag.g_02732	Prbc.g_00322
OG0000911	Syag.g_02734	Prbc.g_00320
OG0000912	Syag.g_02735	Prbc.g_00319
OG0000913	Syag.g_02736	Prbc.g_00318
OG0000914	Syag.g_02737	Prbc.g_00317
OG0000915	Syag.g_02739	Prbc.g_00316
OG0000916	Syag.g_02740	Prbc.g_00315
OG0000917	Syag.g_02741	Prbc.g_00314
OG0000918	Syag.g_02742	Prbc.g_00313
OG0000919	Syag.g_02743	Prbc.g_00312
OG0000920	Syag.g_02744	Prbc.g_00311
OG0000921	Syag.g_02745	Prbc.g_00310
OG0000922	Syag.g_02746	Prbc.g_00309
OG0000923	Syag.g_02750	Prbc.g_00305
OG0000924	Syag.g_02751	Prbc.g_00304
OG0000925	Syag.g_02752	Prbc.g_00303
OG0000926	Syag.g_02753	Prbc.g_00302
OG0000927	Syag.g_02755	Prbc.g_00300
OG0000928	Syag.g_02756	Prbc.g_00299
OG0000929	Syag.g_02757	Prbc.g_00298
OG0000930	Syag.g_02758	Prbc.g_00297
OG0000931	Syag.g_02759	Prbc.g_00296
OG0000932	Syag.g_02760	Prbc.g_00295
OG0000933	Syag.g_02766	Prbc.g_00291
OG0000934	Syag.g_02768	Prbc.g_00289
OG0000935	Syag.g_02769	Prbc.g_00288
OG0000936	Syag.g_02770	Prbc.g_00287
OG0000937	Syag.g_02771	Prbc.g_00286
OG0000938	Syag.g_02774	Prbc.g_00283
OG0000939	Syag.g_02775	Prbc.g_00282
OG0000940	Syag.g_02783	Prbc.g_00275
OG0000941	Syag.g_02785	Prbc.g_00273
OG0000942	Syag.g_02787	Prbc.g_00271
OG0000943	Syag.g_02788	Prbc.g_00270
OG0000944	Syag.g_02790	Prbc.g_00268
OG0000945	Syag.g_02792	Prbc.g_00267
OG0000946	Syag.g_02797	Prbc.g_00248
OG0000947	Syag.g_02801	Prbc.g_00246
OG0000948	Syag.g_02802	Prbc.g_00245
OG0000949	Syag.g_02449	Prbc.g_00242
OG0000950	Syag.g_02436	Prbc.g_00237
OG0000951	Syag.g_02431	Prbc.g_00233
OG0000952	Syag.g_02423	Prbc.g_00229
OG0000953	Syag.g_02415	Prbc.g_00225
OG0000954	Syag.g_02409	Prbc.g_00221
OG0000955	Syag.g_02408	Prbc.g_00220
OG0000956	Syag.g_02406	Prbc.g_00218
OG0000957	Syag.g_02395	Prbc.g_00213
OG0000958	Syag.g_02394	Prbc.g_00212
OG0000959	Syag.g_02389	Prbc.g_00208
OG0000960	Syag.g_02388	Prbc.g_00207
OG0000961	Syag.g_02379	Prbc.g_00204
OG0000962	Syag.g_02377	Prbc.g_00202
OG0000963	Syag.g_02372	Prbc.g_00197
OG0000964	Syag.g_02371	Prbc.g_00196
OG0000965	Syag.g_02370	Prbc.g_00195
OG0000966	Syag.g_02362	Prbc.g_00965
OG0000967	Syag.g_02358	Prbc.g_00969
OG0000968	Syag.g_02355	Prbc.g_00971
OG0000969	Syag.g_02354	Prbc.g_00972
OG0000970	Syag.g_02353	Prbc.g_00973
OG0000971	Syag.g_02348	Prbc.g_00974
OG0000972	Syag.g_02347	Prbc.g_00975
OG0000973	Syag.g_02346	Prbc.g_00976
OG0000974	Syag.g_02345	Prbc.g_00977
OG0000975	Syag.g_02344	Prbc.g_00978
OG0000976	Syag.g_02343	Prbc.g_00979
OG0000977	Syag.g_02340	Prbc.g_00980
OG0000978	Syag.g_02338	Prbc.g_00981
OG0000979	Syag.g_02335	Prbc.g_00984
OG0000980	Syag.g_02332	Prbc.g_00986
OG0000981	Syag.g_02329	Prbc.g_00989
OG0000982	Syag.g_02127	Prbc.g_00991
OG0000983	Syag.g_02128	Prbc.g_00992
OG0000984	Syag.g_02129	Prbc.g_00993
OG0000985	Syag.g_02133	Prbc.g_00996
OG0000986	Syag.g_02138	Prbc.g_00998
OG0000987	Syag.g_02140	Prbc.g_00999
OG0000988	Syag.g_02145	Prbc.g_01002
OG0000989	Syag.g_02156	Prbc.g_01006
OG0000990	Syag.g_02169	Prbc.g_01011
OG0000991	Syag.g_02174	Prbc.g_01012
OG0000992	Syag.g_02177	Prbc.g_01015
OG0000993	Syag.g_02178	Prbc.g_01016
OG0000994	Syag.g_02181	Prbc.g_01017
OG0000995	Syag.g_02187	Prbc.g_01021
OG0000996	Syag.g_02229	Prbc.g_01022
OG0000997	Syag.g_02239	Prbc.g_01043
OG0000998	Syag.g_02241	Prbc.g_01045
OG0000999	Syag.g_02242	Prbc.g_01046
OG0001000	Syag.g_02246	Prbc.g_01049
OG0001001	Syag.g_02251	Prbc.g_01052
OG0001002	Syag.g_02258	Prbc.g_01057
OG0001003	Syag.g_02260	Prbc.g_01060
OG0001004	Syag.g_02261	Prbc.g_01061
OG0001005	Syag.g_02263	Prbc.g_01062
OG0001006	Syag.g_02270	Prbc.g_01067
OG0001007	Syag.g_02272	Prbc.g_01069
OG0001008	Syag.g_00034	Prbc.g_01498
OG0001009	Syag.g_02304	Prbc.g_01097
OG0001010	Syag.g_02305	Prbc.g_01098
OG0001011	Syag.g_02307	Prbc.g_01099
OG0001012	Syag.g_02123	Prbc.g_01121
OG0001013	Syag.g_02098	Prbc.g_01126
OG0001014	Syag.g_02084	Prbc.g_01129
OG0001015	Syag.g_02083	Prbc.g_01130
OG0001016	Syag.g_01824	Prbc.g_00500
OG0001017	Syag.g_01830	Prbc.g_00496
OG0001018	Syag.g_01832	Prbc.g_00493
OG0001019	Syag.g_01854	Prbc.g_00484
OG0001020	Syag.g_01861	Prbc.g_00483
OG0001021	Syag.g_01865	Prbc.g_00482
OG0001022	Syag.g_01870	Prbc.g_00479
OG0001023	Syag.g_01871	Prbc.g_00478
OG0001024	Syag.g_01875	Prbc.g_00475
OG0001025	Syag.g_01882	Prbc.g_00468
OG0001026	Syag.g_01894	Prbc.g_00460
OG0001027	Syag.g_01902	Prbc.g_00459
OG0001028	Syag.g_01904	Prbc.g_00457
OG0001029	Syag.g_01906	Prbc.g_00455
OG0001030	Syag.g_01927	Prbc.g_00439
OG0001031	Syag.g_02000	Prbc.g_00385
OG0001032	Syag.g_02005	Prbc.g_00384
OG0001033	Syag.g_02048	Prbc.g_00364
OG0001034	Syag.g_01784	Prbc.g_00334
OG0001035	Syag.g_02635	Prbc.g_01150
OG0001036	Syag.g_02630	Prbc.g_01154
OG0001037	Syag.g_02628	Prbc.g_01155
OG0001038	Syag.g_02600	Prbc.g_01171
OG0001039	Syag.g_02597	Prbc.g_01173
OG0001040	Syag.g_02594	Prbc.g_01176
OG0001041	Syag.g_02589	Prbc.g_01180
OG0001042	Syag.g_02564	Prbc.g_01196
OG0001043	Syag.g_02560	Prbc.g_01197
OG0001044	Syag.g_02842	Prbc.g_01245
OG0001045	Syag.g_02856	Prbc.g_01254
OG0001046	Syag.g_00836	Prbc.g_02168
OG0001047	Syag.g_00036	Prbc.g_01500
OG0001048	Syag.g_00037	Prbc.g_01501
OG0001049	Syag.g_00040	Prbc.g_01503
OG0001050	Syag.g_00041	Prbc.g_01504
OG0001051	Syag.g_00042	Prbc.g_01505
OG0001052	Syag.g_01352	Prbc.g_01531
OG0001053	Syag.g_01525	Prbc.g_01543
OG0001054	Syag.g_01506	Prbc.g_01557
OG0001055	Syag.g_01485	Prbc.g_01597
OG0001056	Syag.g_01449	Prbc.g_01615
OG0001057	Syag.g_01241	Prbc.g_01620
OG0001058	Syag.g_00271	Prbc.g_01629
OG0001059	Syag.g_00275	Prbc.g_01633
OG0001060	Syag.g_00282	Prbc.g_01640
OG0001061	Syag.g_00302	Prbc.g_01653
OG0001062	Syag.g_00304	Prbc.g_01655
OG0001063	Syag.g_00310	Prbc.g_01656
OG0001064	Syag.g_00311	Prbc.g_01657
OG0001065	Syag.g_00312	Prbc.g_01658
OG0001066	Syag.g_00313	Prbc.g_01659
OG0001067	Syag.g_00314	Prbc.g_01660
OG0001068	Syag.g_00315	Prbc.g_01661
OG0001069	Syag.g_00317	Prbc.g_01662
OG0001070	Syag.g_00321	Prbc.g_01664
OG0001071	Syag.g_00322	Prbc.g_01665
OG0001072	Syag.g_00327	Prbc.g_01666
OG0001073	Syag.g_00342	Prbc.g_01680
OG0001074	Syag.g_00467	Prbc.g_01692
OG0001075	Syag.g_00362	Prbc.g_01693
OG0001076	Syag.g_00378	Prbc.g_01700
OG0001077	Syag.g_00388	Prbc.g_01705
OG0001078	Syag.g_00411	Prbc.g_01713
OG0001079	Syag.g_00428	Prbc.g_01724
OG0001080	Syag.g_00495	Prbc.g_01730
OG0001081	Syag.g_00551	Prbc.g_01732
OG0001082	Syag.g_00552	Prbc.g_01733
OG0001083	Syag.g_00565	Prbc.g_01738
OG0001084	Syag.g_00569	Prbc.g_01739
OG0001085	Syag.g_00592	Prbc.g_01749
OG0001086	Syag.g_00594	Prbc.g_01750
OG0001087	Syag.g_01018	Prbc.g_01770
OG0001088	Syag.g_01016	Prbc.g_01771
OG0001089	Syag.g_00986	Prbc.g_01779
OG0001090	Syag.g_00922	Prbc.g_01788
OG0001091	Syag.g_00919	Prbc.g_01790
OG0001092	Syag.g_00917	Prbc.g_01791
OG0001093	Syag.g_00910	Prbc.g_01796
OG0001094	Syag.g_00661	Prbc.g_01852
OG0001095	Syag.g_00681	Prbc.g_01871
OG0001096	Syag.g_00703	Prbc.g_01886
OG0001097	Syag.g_00729	Prbc.g_01906
OG0001098	Syag.g_00744	Prbc.g_01923
OG0001099	Syag.g_01905	Prbc.g_01962
OG0001101	Syag.g_00603	Prbc.g_01971
OG0001102	Syag.g_00606	Prbc.g_01974
OG0001103	Syag.g_00608	Prbc.g_01976
OG0001104	Syag.g_00642	Prbc.g_01838
OG0001105	Syag.g_00646	Prbc.g_01842
OG0001106	Syag.g_00796	Prbc.g_02024
OG0001107	Syag.g_00808	Prbc.g_02034
OG0001108	Syag.g_00817	Prbc.g_02038
OG0001109	Syag.g_00819	Prbc.g_02039
OG0001110	Syag.g_00821	Prbc.g_02041
OG0001111	Syag.g_00823	Prbc.g_02042
OG0001112	Syag.g_00825	Prbc.g_02043
OG0001113	Syag.g_00826	Prbc.g_02044
OG0001114	Syag.g_00827	Prbc.g_02045
OG0001115	Syag.g_00831	Prbc.g_02047
OG0001116	Syag.g_00833	Prbc.g_02048
OG0001117	Syag.g_00834	Prbc.g_02049
OG0001118	Syag.g_00835	Prbc.g_02050
