Orthogroup	Syag	Syai
OG0000573	Syag.g_00329	Syai.g_00790
OG0000574	Syag.g_00330	Syai.g_00796
OG0000575	Syag.g_00335	Syai.g_00800
OG0000576	Syag.g_00337	Syai.g_00802
OG0000577	Syag.g_00338	Syai.g_00803
OG0000578	Syag.g_00339	Syai.g_00804
OG0000579	Syag.g_00340	Syai.g_00805
OG0000580	Syag.g_00341	Syai.g_00806
OG0000581	Syag.g_00348	Syai.g_00812
OG0000582	Syag.g_00353	Syai.g_01042
OG0000583	Syag.g_00354	Syai.g_01043
OG0000584	Syag.g_00355	Syai.g_01044
OG0000585	Syag.g_00357	Syai.g_01046
OG0000586	Syag.g_00358	Syai.g_01047
OG0000587	Syag.g_00360	Syai.g_01049
OG0000588	Syag.g_00371	Syai.g_01063
OG0000589	Syag.g_00375	Syai.g_01066
OG0000590	Syag.g_00376	Syai.g_01067
OG0000591	Syag.g_00383	Syai.g_01075
OG0000592	Syag.g_00384	Syai.g_01076
OG0000593	Syag.g_00406	Syai.g_01100
OG0000594	Syag.g_00407	Syai.g_01101
OG0000595	Syag.g_00408	Syai.g_01102
OG0000596	Syag.g_00413	Syai.g_01107
OG0000597	Syag.g_00416	Syai.g_01110
OG0000598	Syag.g_00417	Syai.g_01111
OG0000599	Syag.g_00424	Syai.g_01114
OG0000600	Syag.g_00425	Syai.g_01115
OG0000601	Syag.g_00426	Syai.g_01116
OG0000602	Syag.g_00431	Syai.g_01121
OG0000603	Syag.g_00432	Syai.g_01122
OG0000604	Syag.g_00434	Syai.g_01125
OG0000605	Syag.g_00522	Syai.g_01609
OG0000606	Syag.g_00550	Syai.g_01221
OG0000607	Syag.g_00553	Syai.g_01224
OG0000608	Syag.g_00554	Syai.g_01225
OG0000609	Syag.g_00556	Syai.g_01227
OG0000610	Syag.g_00580	Syai.g_01234
OG0000611	Syag.g_00583	Syai.g_01237
OG0000612	Syag.g_00584	Syai.g_01238
OG0000613	Syag.g_02533	Syai.g_00196
OG0000614	Syag.g_01004	Syai.g_01981
OG0000615	Syag.g_00630	Syai.g_01286
OG0000616	Syag.g_02255	Syai.g_02914
OG0000617	Syag.g_00915	Syai.g_01393
OG0000618	Syag.g_00914	Syai.g_01394
OG0000619	Syag.g_00913	Syai.g_01395
OG0000620	Syag.g_00906	Syai.g_01402
OG0000621	Syag.g_00905	Syai.g_01403
OG0000622	Syag.g_00904	Syai.g_01404
OG0000623	Syag.g_00903	Syai.g_01405
OG0000624	Syag.g_00901	Syai.g_01407
OG0000625	Syag.g_00900	Syai.g_01408
OG0000626	Syag.g_00899	Syai.g_01409
OG0000627	Syag.g_00756	Syai.g_01575
OG0000628	Syag.g_00757	Syai.g_01573
OG0000629	Syag.g_00761	Syai.g_01570
OG0000630	Syag.g_00765	Syai.g_01566
OG0000631	Syag.g_00772	Syai.g_01557
OG0000632	Syag.g_00773	Syai.g_01556
OG0000633	Syag.g_00774	Syai.g_01555
OG0000634	Syag.g_00663	Syai.g_01317
OG0000635	Syag.g_00664	Syai.g_01318
OG0000636	Syag.g_00666	Syai.g_01320
OG0000637	Syag.g_00668	Syai.g_01322
OG0000638	Syag.g_00669	Syai.g_01323
OG0000639	Syag.g_00670	Syai.g_01324
OG0000640	Syag.g_00671	Syai.g_01325
OG0000641	Syag.g_00675	Syai.g_01329
OG0000642	Syag.g_00676	Syai.g_01330
OG0000643	Syag.g_00677	Syai.g_01349
OG0000644	Syag.g_00678	Syai.g_01350
OG0000645	Syag.g_00680	Syai.g_01352
OG0000646	Syag.g_00683	Syai.g_01355
OG0000647	Syag.g_00685	Syai.g_01357
OG0000648	Syag.g_00694	Syai.g_01362
OG0000649	Syag.g_00695	Syai.g_01363
OG0000650	Syag.g_00696	Syai.g_01364
OG0000651	Syag.g_00697	Syai.g_01365
OG0000652	Syag.g_00698	Syai.g_01366
OG0000653	Syag.g_00700	Syai.g_01368
OG0000654	Syag.g_00701	Syai.g_01369
OG0000655	Syag.g_00702	Syai.g_01370
OG0000656	Syag.g_00705	Syai.g_01373
OG0000657	Syag.g_00719	Syai.g_02045
OG0000658	Syag.g_00721	Syai.g_02049
OG0000659	Syag.g_00722	Syai.g_02050
OG0000660	Syag.g_00726	Syai.g_02054
OG0000661	Syag.g_00728	Syai.g_02056
OG0000662	Syag.g_00730	Syai.g_02058
OG0000663	Syag.g_00733	Syai.g_02061
OG0000664	Syag.g_00734	Syai.g_02062
OG0000665	Syag.g_00456	Syai.g_02431
OG0000666	Syag.g_00445	Syai.g_01610
OG0000667	Syag.g_00574	Syai.g_01724
OG0000668	Syag.g_00868	Syai.g_01436
OG0000669	Syag.g_00600	Syai.g_01251
OG0000670	Syag.g_00399	Syai.g_00561
OG0000671	Syag.g_00604	Syai.g_01255
OG0000672	Syag.g_00607	Syai.g_01259
OG0000673	Syag.g_00610	Syai.g_01262
OG0000674	Syag.g_00612	Syai.g_01264
OG0000675	Syag.g_00613	Syai.g_01265
OG0000676	Syag.g_00615	Syai.g_01275
OG0000677	Syag.g_00616	Syai.g_01276
OG0000678	Syag.g_00622	Syai.g_01279
OG0000679	Syag.g_00633	Syai.g_01288
OG0000680	Syag.g_00634	Syai.g_01289
OG0000681	Syag.g_00637	Syai.g_01292
OG0000682	Syag.g_00638	Syai.g_01293
OG0000683	Syag.g_00639	Syai.g_01294
OG0000684	Syag.g_00641	Syai.g_01299
OG0000685	Syag.g_00643	Syai.g_01301
OG0000686	Syag.g_00644	Syai.g_01302
OG0000687	Syag.g_00645	Syai.g_01303
OG0000688	Syag.g_00651	Syai.g_01307
OG0000689	Syag.g_00653	Syai.g_01309
OG0000690	Syag.g_00654	Syai.g_01310
OG0000691	Syag.g_00655	Syai.g_01311
OG0000692	Syag.g_00656	Syai.g_01312
OG0000693	Syag.g_00658	Syai.g_01313
OG0000694	Syag.g_00659	Syai.g_01314
OG0000695	Syag.g_00776	Syai.g_01553
OG0000696	Syag.g_00777	Syai.g_01552
OG0000697	Syag.g_00778	Syai.g_01550
OG0000698	Syag.g_00781	Syai.g_01547
OG0000699	Syag.g_00782	Syai.g_01545
OG0000700	Syag.g_00783	Syai.g_01544
OG0000701	Syag.g_00784	Syai.g_01543
OG0000702	Syag.g_00792	Syai.g_01521
OG0000703	Syag.g_00793	Syai.g_01520
OG0000704	Syag.g_00795	Syai.g_01518
OG0000705	Syag.g_00802	Syai.g_01511
OG0000706	Syag.g_00803	Syai.g_01510
OG0000707	Syag.g_00804	Syai.g_01509
OG0000708	Syag.g_00807	Syai.g_01506
OG0000709	Syag.g_00816	Syai.g_01497
OG0000710	Syag.g_00820	Syai.g_01487
OG0000711	Syag.g_00848	Syai.g_01456
OG0000712	Syag.g_00850	Syai.g_01454
OG0000713	Syag.g_00851	Syai.g_01453
OG0000714	Syag.g_00853	Syai.g_01451
OG0000715	Syag.g_00855	Syai.g_01449
OG0000716	Syag.g_00859	Syai.g_01445
OG0000717	Syag.g_00860	Syai.g_01444
OG0000718	Syag.g_00864	Syai.g_01440
OG0000719	Syag.g_00866	Syai.g_01438
OG0000720	Syag.g_00880	Syai.g_01425
OG0000721	Syag.g_00882	Syai.g_01423
OG0000722	Syag.g_00883	Syai.g_01422
OG0000723	Syag.g_00897	Syai.g_01411
OG0000724	Syag.g_00967	Syai.g_02013
OG0000725	Syag.g_00978	Syai.g_02004
OG0000726	Syag.g_00979	Syai.g_02003
OG0000727	Syag.g_00980	Syai.g_02002
OG0000728	Syag.g_00982	Syai.g_02000
OG0000729	Syag.g_02376	Syai.g_00097
OG0000730	Syag.g_02840	Syai.g_00483
OG0000731	Syag.g_02853	Syai.g_00495
OG0000732	Syag.g_02331	Syai.g_00058
OG0000733	Syag.g_00145	Syai.g_02805
OG0000734	Syag.g_01892	Syai.g_02548
OG0000735	Syag.g_01159	Syai.g_02159
OG0000736	Syag.g_01158	Syai.g_02158
OG0000737	Syag.g_01157	Syai.g_02157
OG0000738	Syag.g_01152	Syai.g_02152
OG0000739	Syag.g_01149	Syai.g_02151
OG0000740	Syag.g_01148	Syai.g_02150
OG0000741	Syag.g_01145	Syai.g_02147
OG0000742	Syag.g_01142	Syai.g_02145
OG0000743	Syag.g_01140	Syai.g_02143
OG0000744	Syag.g_01139	Syai.g_02142
OG0000745	Syag.g_01137	Syai.g_02140
OG0000746	Syag.g_01135	Syai.g_02138
OG0000747	Syag.g_01134	Syai.g_02137
OG0000748	Syag.g_01122	Syai.g_02125
OG0000749	Syag.g_01121	Syai.g_02123
OG0000750	Syag.g_01120	Syai.g_02122
OG0000751	Syag.g_01114	Syai.g_02116
OG0000752	Syag.g_01112	Syai.g_02114
OG0000753	Syag.g_01109	Syai.g_02111
OG0000754	Syag.g_01103	Syai.g_01750
OG0000755	Syag.g_01092	Syai.g_01760
OG0000756	Syag.g_01091	Syai.g_01761
OG0000757	Syag.g_01084	Syai.g_01769
OG0000758	Syag.g_01083	Syai.g_01770
OG0000759	Syag.g_01082	Syai.g_01771
OG0000760	Syag.g_01081	Syai.g_01772
OG0000761	Syag.g_01080	Syai.g_01775
OG0000762	Syag.g_01078	Syai.g_01777
OG0000763	Syag.g_01076	Syai.g_01779
OG0000764	Syag.g_01075	Syai.g_01780
OG0000765	Syag.g_01056	Syai.g_01797
OG0000766	Syag.g_01055	Syai.g_01798
OG0000767	Syag.g_01053	Syai.g_01800
OG0000768	Syag.g_01052	Syai.g_01801
OG0000769	Syag.g_01047	Syai.g_01803
OG0000770	Syag.g_01043	Syai.g_01822
OG0000771	Syag.g_00959	Syai.g_02019
OG0000772	Syag.g_02043	Syai.g_01639
OG0000773	Syag.g_01168	Syai.g_02164
OG0000774	Syag.g_01182	Syai.g_02168
OG0000775	Syag.g_01185	Syai.g_02172
OG0000776	Syag.g_01186	Syai.g_02173
OG0000777	Syag.g_01187	Syai.g_02174
OG0000778	Syag.g_01188	Syai.g_02175
OG0000779	Syag.g_01194	Syai.g_02181
OG0000780	Syag.g_01217	Syai.g_02184
OG0000781	Syag.g_01221	Syai.g_02188
OG0000782	Syag.g_01222	Syai.g_02189
OG0000783	Syag.g_01223	Syai.g_02190
OG0000784	Syag.g_01224	Syai.g_02191
OG0000785	Syag.g_01226	Syai.g_02193
OG0000786	Syag.g_01235	Syai.g_00816
OG0000787	Syag.g_01236	Syai.g_00815
OG0000788	Syag.g_00427	Syai.g_01117
OG0000789	Syag.g_00453	Syai.g_01596
OG0000790	Syag.g_01542	Syai.g_00623
OG0000791	Syag.g_01544	Syai.g_00621
OG0000792	Syag.g_01545	Syai.g_00620
OG0000793	Syag.g_01550	Syai.g_00615
OG0000794	Syag.g_01551	Syai.g_00614
OG0000795	Syag.g_01552	Syai.g_00613
OG0000796	Syag.g_01556	Syai.g_00609
OG0000797	Syag.g_01557	Syai.g_00608
OG0000798	Syag.g_02601	Syai.g_00262
OG0000799	Syag.g_01278	Syai.g_00996
OG0000800	Syag.g_01280	Syai.g_00993
OG0000801	Syag.g_01285	Syai.g_00992
OG0000802	Syag.g_01293	Syai.g_00988
OG0000803	Syag.g_01321	Syai.g_00983
OG0000804	Syag.g_01438	Syai.g_00980
OG0000805	Syag.g_01433	Syai.g_00965
OG0000806	Syag.g_01429	Syai.g_00963
OG0000807	Syag.g_01428	Syai.g_00961
OG0000808	Syag.g_01427	Syai.g_00960
OG0000809	Syag.g_01423	Syai.g_00957
OG0000810	Syag.g_01422	Syai.g_00956
OG0000811	Syag.g_01413	Syai.g_00950
OG0000812	Syag.g_01411	Syai.g_00948
OG0000813	Syag.g_01410	Syai.g_00947
OG0000814	Syag.g_01408	Syai.g_00945
OG0000815	Syag.g_01407	Syai.g_00944
OG0000816	Syag.g_01405	Syai.g_00942
OG0000817	Syag.g_01404	Syai.g_00941
OG0000818	Syag.g_01400	Syai.g_00935
OG0000819	Syag.g_01399	Syai.g_00934
OG0000820	Syag.g_01398	Syai.g_00933
OG0000821	Syag.g_01388	Syai.g_00916
OG0000822	Syag.g_01386	Syai.g_00914
OG0000823	Syag.g_01385	Syai.g_00913
OG0000824	Syag.g_01379	Syai.g_00907
OG0000825	Syag.g_01378	Syai.g_00906
OG0000826	Syag.g_01377	Syai.g_00905
OG0000827	Syag.g_01376	Syai.g_00904
OG0000828	Syag.g_01373	Syai.g_00900
OG0000829	Syag.g_01372	Syai.g_00899
OG0000830	Syag.g_01371	Syai.g_00898
OG0000831	Syag.g_01367	Syai.g_00896
OG0000832	Syag.g_01614	Syai.g_02296
OG0000833	Syag.g_01628	Syai.g_02305
OG0000834	Syag.g_01632	Syai.g_02307
OG0000835	Syag.g_01633	Syai.g_02308
OG0000836	Syag.g_01637	Syai.g_02312
OG0000837	Syag.g_01638	Syai.g_02313
OG0000838	Syag.g_01642	Syai.g_02323
OG0000839	Syag.g_01643	Syai.g_02324
OG0000840	Syag.g_01644	Syai.g_02325
OG0000841	Syag.g_01645	Syai.g_02326
OG0000842	Syag.g_01646	Syai.g_02327
OG0000843	Syag.g_01647	Syai.g_02328
OG0000844	Syag.g_01649	Syai.g_02330
OG0000845	Syag.g_01650	Syai.g_02331
OG0000846	Syag.g_01651	Syai.g_02332
OG0000847	Syag.g_01652	Syai.g_02333
OG0000848	Syag.g_01654	Syai.g_02335
OG0000849	Syag.g_01655	Syai.g_02336
OG0000850	Syag.g_01657	Syai.g_02339
OG0000851	Syag.g_01663	Syai.g_02352
OG0000852	Syag.g_01664	Syai.g_02353
OG0000853	Syag.g_01668	Syai.g_02357
OG0000854	Syag.g_01670	Syai.g_02359
OG0000855	Syag.g_01671	Syai.g_02360
OG0000856	Syag.g_00386	Syai.g_01078
OG0000857	Syag.g_00684	Syai.g_01356
OG0000858	Syag.g_01677	Syai.g_02366
OG0000859	Syag.g_01678	Syai.g_02367
OG0000860	Syag.g_01689	Syai.g_02380
OG0000861	Syag.g_01690	Syai.g_02381
OG0000862	Syag.g_01693	Syai.g_02382
OG0000863	Syag.g_01695	Syai.g_02385
OG0000864	Syag.g_01696	Syai.g_02386
OG0000865	Syag.g_01697	Syai.g_02387
OG0000866	Syag.g_01698	Syai.g_02388
OG0000867	Syag.g_01699	Syai.g_02389
OG0000868	Syag.g_01707	Syai.g_02392
OG0000869	Syag.g_01711	Syai.g_02396
OG0000870	Syag.g_01716	Syai.g_02401
OG0000871	Syag.g_01717	Syai.g_02402
OG0000872	Syag.g_01723	Syai.g_02409
OG0000873	Syag.g_01726	Syai.g_02412
OG0000874	Syag.g_01729	Syai.g_02408
OG0000875	Syag.g_01731	Syai.g_02416
OG0000876	Syag.g_01732	Syai.g_02243
OG0000877	Syag.g_01734	Syai.g_02250
OG0000878	Syag.g_01735	Syai.g_02251
OG0000879	Syag.g_02356	Syai.g_02252
OG0000880	Syag.g_01736	Syai.g_02253
OG0000881	Syag.g_01741	Syai.g_02257
OG0000882	Syag.g_01746	Syai.g_02262
OG0000883	Syag.g_01749	Syai.g_02264
OG0000884	Syag.g_01751	Syai.g_02266
OG0000885	Syag.g_01752	Syai.g_02267
OG0000886	Syag.g_01753	Syai.g_02268
OG0000887	Syag.g_01754	Syai.g_02269
OG0000888	Syag.g_01756	Syai.g_02271
OG0000889	Syag.g_01758	Syai.g_02273
OG0000890	Syag.g_01761	Syai.g_02279
OG0000891	Syag.g_01762	Syai.g_02280
OG0000892	Syag.g_01765	Syai.g_02282
OG0000893	Syag.g_02688	Syai.g_00318
OG0000894	Syag.g_02691	Syai.g_00321
OG0000895	Syag.g_02695	Syai.g_00325
OG0000896	Syag.g_02696	Syai.g_00326
OG0000897	Syag.g_02699	Syai.g_00328
OG0000898	Syag.g_02700	Syai.g_00329
OG0000899	Syag.g_02701	Syai.g_00330
OG0000900	Syag.g_02702	Syai.g_00331
OG0000901	Syag.g_02707	Syai.g_00336
OG0000902	Syag.g_02709	Syai.g_00338
OG0000903	Syag.g_02724	Syai.g_00353
OG0000904	Syag.g_02718	Syai.g_00348
OG0000905	Syag.g_02714	Syai.g_00342
OG0000906	Syag.g_02711	Syai.g_00340
OG0000907	Syag.g_02727	Syai.g_00358
OG0000908	Syag.g_02730	Syai.g_00361
OG0000909	Syag.g_02731	Syai.g_00362
OG0000910	Syag.g_02732	Syai.g_00363
OG0000911	Syag.g_02734	Syai.g_00365
OG0000912	Syag.g_02735	Syai.g_00366
OG0000913	Syag.g_02736	Syai.g_00367
OG0000914	Syag.g_02737	Syai.g_00368
OG0000915	Syag.g_02739	Syai.g_00370
OG0000916	Syag.g_02740	Syai.g_00371
OG0000917	Syag.g_02741	Syai.g_00372
OG0000918	Syag.g_02742	Syai.g_00373
OG0000919	Syag.g_02743	Syai.g_00374
OG0000920	Syag.g_02744	Syai.g_00375
OG0000921	Syag.g_02745	Syai.g_00376
OG0000922	Syag.g_02746	Syai.g_00377
OG0000923	Syag.g_02750	Syai.g_00381
OG0000924	Syag.g_02751	Syai.g_00382
OG0000925	Syag.g_02752	Syai.g_00383
OG0000926	Syag.g_02753	Syai.g_00384
OG0000927	Syag.g_02755	Syai.g_00386
OG0000928	Syag.g_02756	Syai.g_00387
OG0000929	Syag.g_02757	Syai.g_00388
OG0000930	Syag.g_02758	Syai.g_00389
OG0000931	Syag.g_02759	Syai.g_00390
OG0000932	Syag.g_02760	Syai.g_00391
OG0000933	Syag.g_02766	Syai.g_00397
OG0000934	Syag.g_02768	Syai.g_00399
OG0000935	Syag.g_02769	Syai.g_00400
OG0000936	Syag.g_02770	Syai.g_00401
OG0000937	Syag.g_02771	Syai.g_00402
OG0000938	Syag.g_02774	Syai.g_00405
OG0000939	Syag.g_02775	Syai.g_00406
OG0000940	Syag.g_02783	Syai.g_00413
OG0000941	Syag.g_02785	Syai.g_00415
OG0000942	Syag.g_02787	Syai.g_00417
OG0000943	Syag.g_02788	Syai.g_00418
OG0000944	Syag.g_02790	Syai.g_00420
OG0000945	Syag.g_02792	Syai.g_00422
OG0000946	Syag.g_02797	Syai.g_00428
OG0000947	Syag.g_02801	Syai.g_00431
OG0000948	Syag.g_02802	Syai.g_00432
OG0000949	Syag.g_02449	Syai.g_00174
OG0000950	Syag.g_02436	Syai.g_00163
OG0000951	Syag.g_02431	Syai.g_00158
OG0000952	Syag.g_02423	Syai.g_00136
OG0000953	Syag.g_02415	Syai.g_00132
OG0000954	Syag.g_02409	Syai.g_00127
OG0000955	Syag.g_02408	Syai.g_00126
OG0000956	Syag.g_02406	Syai.g_00124
OG0000957	Syag.g_02395	Syai.g_00113
OG0000958	Syag.g_02394	Syai.g_00112
OG0000959	Syag.g_02389	Syai.g_00108
OG0000960	Syag.g_02388	Syai.g_00107
OG0000961	Syag.g_02379	Syai.g_00100
OG0000962	Syag.g_02377	Syai.g_00098
OG0000963	Syag.g_02372	Syai.g_00094
OG0000964	Syag.g_02371	Syai.g_00093
OG0000965	Syag.g_02370	Syai.g_00092
OG0000966	Syag.g_02362	Syai.g_00082
OG0000967	Syag.g_02358	Syai.g_00077
OG0000968	Syag.g_02355	Syai.g_00085
OG0000969	Syag.g_02354	Syai.g_00080
OG0000970	Syag.g_02353	Syai.g_00079
OG0000971	Syag.g_02348	Syai.g_00074
OG0000972	Syag.g_02347	Syai.g_00073
OG0000973	Syag.g_02346	Syai.g_00072
OG0000974	Syag.g_02345	Syai.g_00071
OG0000975	Syag.g_02344	Syai.g_00070
OG0000976	Syag.g_02343	Syai.g_00069
OG0000977	Syag.g_02340	Syai.g_00067
OG0000978	Syag.g_02338	Syai.g_00065
OG0000979	Syag.g_02335	Syai.g_00062
OG0000980	Syag.g_02332	Syai.g_00059
OG0000981	Syag.g_02329	Syai.g_00056
OG0000982	Syag.g_02127	Syai.g_02777
OG0000983	Syag.g_02128	Syai.g_02778
OG0000984	Syag.g_02129	Syai.g_02779
OG0000985	Syag.g_02133	Syai.g_02781
OG0000986	Syag.g_02138	Syai.g_02784
OG0000987	Syag.g_02140	Syai.g_02786
OG0000988	Syag.g_02145	Syai.g_02790
OG0000989	Syag.g_02156	Syai.g_02797
OG0000990	Syag.g_02169	Syai.g_02825
OG0000991	Syag.g_02174	Syai.g_02827
OG0000992	Syag.g_02177	Syai.g_02830
OG0000993	Syag.g_02178	Syai.g_02831
OG0000994	Syag.g_02181	Syai.g_02834
OG0000995	Syag.g_02187	Syai.g_02840
OG0000996	Syag.g_02229	Syai.g_02891
OG0000997	Syag.g_02239	Syai.g_02900
OG0000998	Syag.g_02241	Syai.g_02902
OG0000999	Syag.g_02242	Syai.g_02903
OG0001000	Syag.g_02246	Syai.g_02906
OG0001001	Syag.g_02251	Syai.g_02911
OG0001002	Syag.g_02258	Syai.g_02918
OG0001003	Syag.g_02260	Syai.g_02919
OG0001004	Syag.g_02261	Syai.g_02920
OG0001005	Syag.g_02263	Syai.g_02921
OG0001006	Syag.g_02270	Syai.g_02931
OG0001007	Syag.g_02272	Syai.g_02933
OG0001008	Syag.g_00034	Syai.g_02227
OG0001009	Syag.g_02304	Syai.g_00034
OG0001010	Syag.g_02305	Syai.g_00035
OG0001011	Syag.g_02307	Syai.g_00037
OG0001012	Syag.g_02123	Syai.g_02773
OG0001013	Syag.g_02098	Syai.g_02750
OG0001014	Syag.g_02084	Syai.g_02726
OG0001015	Syag.g_02083	Syai.g_02725
OG0001016	Syag.g_01824	Syai.g_02479
OG0001017	Syag.g_01830	Syai.g_02485
OG0001018	Syag.g_01832	Syai.g_02487
OG0001019	Syag.g_01854	Syai.g_02508
OG0001020	Syag.g_01861	Syai.g_02516
OG0001021	Syag.g_01865	Syai.g_02523
OG0001022	Syag.g_01870	Syai.g_02528
OG0001023	Syag.g_01871	Syai.g_02529
OG0001024	Syag.g_01875	Syai.g_02533
OG0001025	Syag.g_01882	Syai.g_02540
OG0001026	Syag.g_01894	Syai.g_02550
OG0001027	Syag.g_01902	Syai.g_02555
OG0001028	Syag.g_01904	Syai.g_02557
OG0001029	Syag.g_01906	Syai.g_02559
OG0001030	Syag.g_01927	Syai.g_02580
OG0001031	Syag.g_02000	Syai.g_02656
OG0001032	Syag.g_02005	Syai.g_02658
OG0001033	Syag.g_02048	Syai.g_02685
OG0001034	Syag.g_01784	Syai.g_00537
OG0001035	Syag.g_02635	Syai.g_00295
OG0001036	Syag.g_02630	Syai.g_00290
OG0001037	Syag.g_02628	Syai.g_00288
OG0001038	Syag.g_02600	Syai.g_00261
OG0001039	Syag.g_02597	Syai.g_00258
OG0001040	Syag.g_02594	Syai.g_00255
OG0001041	Syag.g_02589	Syai.g_00250
OG0001042	Syag.g_02564	Syai.g_00225
OG0001043	Syag.g_02560	Syai.g_00221
OG0001044	Syag.g_02842	Syai.g_00485
OG0001045	Syag.g_02856	Syai.g_00498
OG0001046	Syag.g_00836	Syai.g_01471
OG0001047	Syag.g_00036	Syai.g_02225
OG0001048	Syag.g_00037	Syai.g_02224
OG0001049	Syag.g_00040	Syai.g_02215
OG0001050	Syag.g_00041	Syai.g_02214
OG0001051	Syag.g_00042	Syai.g_02213
OG0001052	Syag.g_01352	Syai.g_00861
OG0001053	Syag.g_01525	Syai.g_00641
OG0001054	Syag.g_01506	Syai.g_00658
OG0001055	Syag.g_01485	Syai.g_00679
OG0001056	Syag.g_01449	Syai.g_00713
OG0001057	Syag.g_01241	Syai.g_00721
OG0001058	Syag.g_00271	Syai.g_00734
OG0001059	Syag.g_00275	Syai.g_00738
OG0001060	Syag.g_00282	Syai.g_00744
OG0001061	Syag.g_00302	Syai.g_00765
OG0001062	Syag.g_00304	Syai.g_00767
OG0001063	Syag.g_00310	Syai.g_00774
OG0001064	Syag.g_00311	Syai.g_00775
OG0001065	Syag.g_00312	Syai.g_00776
OG0001066	Syag.g_00313	Syai.g_00777
OG0001067	Syag.g_00314	Syai.g_00778
OG0001068	Syag.g_00315	Syai.g_00779
OG0001069	Syag.g_00317	Syai.g_00780
OG0001070	Syag.g_00321	Syai.g_00783
OG0001071	Syag.g_00322	Syai.g_00784
OG0001072	Syag.g_00327	Syai.g_00788
OG0001073	Syag.g_00342	Syai.g_00807
OG0001074	Syag.g_00467	Syai.g_01051
OG0001075	Syag.g_00362	Syai.g_01053
OG0001076	Syag.g_00378	Syai.g_01069
OG0001077	Syag.g_00388	Syai.g_01081
OG0001078	Syag.g_00411	Syai.g_01105
OG0001079	Syag.g_00428	Syai.g_01118
OG0001080	Syag.g_00495	Syai.g_01606
OG0001081	Syag.g_00551	Syai.g_01222
OG0001082	Syag.g_00552	Syai.g_01223
OG0001083	Syag.g_00565	Syai.g_01230
OG0001084	Syag.g_00569	Syai.g_01231
OG0001085	Syag.g_00592	Syai.g_01241
OG0001086	Syag.g_00594	Syai.g_01243
OG0001087	Syag.g_01018	Syai.g_01953
OG0001088	Syag.g_01016	Syai.g_01957
OG0001089	Syag.g_00986	Syai.g_01996
OG0001090	Syag.g_00922	Syai.g_01387
OG0001091	Syag.g_00919	Syai.g_01389
OG0001092	Syag.g_00917	Syai.g_01391
OG0001093	Syag.g_00910	Syai.g_01397
OG0001094	Syag.g_00661	Syai.g_01315
OG0001096	Syag.g_00703	Syai.g_01371
OG0001097	Syag.g_00729	Syai.g_02057
OG0001098	Syag.g_00744	Syai.g_01603
OG0001099	Syag.g_01905	Syai.g_02558
OG0001101	Syag.g_00603	Syai.g_01254
OG0001102	Syag.g_00606	Syai.g_01257
OG0001103	Syag.g_00608	Syai.g_01260
OG0001104	Syag.g_00642	Syai.g_01300
OG0001105	Syag.g_00646	Syai.g_01304
OG0001106	Syag.g_00796	Syai.g_01517
OG0001107	Syag.g_00808	Syai.g_01505
OG0001108	Syag.g_00817	Syai.g_01496
OG0001109	Syag.g_00819	Syai.g_01488
OG0001110	Syag.g_00821	Syai.g_01486
OG0001111	Syag.g_00823	Syai.g_01484
OG0001112	Syag.g_00825	Syai.g_01482
OG0001113	Syag.g_00826	Syai.g_01481
OG0001114	Syag.g_00827	Syai.g_01480
OG0001115	Syag.g_00831	Syai.g_01476
OG0001116	Syag.g_00833	Syai.g_01474
OG0001117	Syag.g_00834	Syai.g_01473
OG0001118	Syag.g_00835	Syai.g_01472
OG0001119	Syag.g_00837	Syai.g_01470
OG0001120	Syag.g_00841	Syai.g_01466
OG0001121	Syag.g_01584	Syai.g_01676
OG0001122	Syag.g_00867	Syai.g_01437
OG0001123	Syag.g_00875	Syai.g_01430
OG0001124	Syag.g_00877	Syai.g_01428
OG0001125	Syag.g_00879	Syai.g_01426
OG0001126	Syag.g_00957	Syai.g_02021
OG0001127	Syag.g_00958	Syai.g_02020
OG0001128	Syag.g_00961	Syai.g_02017
OG0001129	Syag.g_00963	Syai.g_02015
OG0001130	Syag.g_00964	Syai.g_02014
OG0001131	Syag.g_00624	Syai.g_01281
OG0001132	Syag.g_00096	Syai.g_01620
OG0001133	Syag.g_00380	Syai.g_01072
OG0001134	Syag.g_02164	Syai.g_01745
OG0001135	Syag.g_00147	Syai.g_01742
OG0001136	Syag.g_01144	Syai.g_02146
OG0001137	Syag.g_01123	Syai.g_02126
OG0001138	Syag.g_01090	Syai.g_01763
OG0001139	Syag.g_01088	Syai.g_01765
OG0001140	Syag.g_01087	Syai.g_01766
OG0001141	Syag.g_01086	Syai.g_01767
OG0001142	Syag.g_01085	Syai.g_01768
OG0001143	Syag.g_01077	Syai.g_01778
OG0001144	Syag.g_01064	Syai.g_01788
OG0001145	Syag.g_01169	Syai.g_02165
OG0001146	Syag.g_01218	Syai.g_02185
OG0001147	Syag.g_01360	Syai.g_00869
OG0001148	Syag.g_01539	Syai.g_00626
OG0001149	Syag.g_01540	Syai.g_00625
OG0001150	Syag.g_01541	Syai.g_00624
OG0001151	Syag.g_01554	Syai.g_00611
OG0001152	Syag.g_01555	Syai.g_00610
OG0001153	Syag.g_01375	Syai.g_00903
OG0001154	Syag.g_01374	Syai.g_00901
OG0001155	Syag.g_01616	Syai.g_02298
OG0001156	Syag.g_01619	Syai.g_02301
