Orthogroup	Syag	Prav
OG0000582	Syag.g_00353	Prav.g_01204
OG0000583	Syag.g_00354	Prav.g_01205
OG0000584	Syag.g_00355	Prav.g_01206
OG0000585	Syag.g_00357	Prav.g_01208
OG0000586	Syag.g_00358	Prav.g_01209
OG0000587	Syag.g_00360	Prav.g_01210
OG0000588	Syag.g_00371	Prav.g_01214
OG0000589	Syag.g_00375	Prav.g_01219
OG0000590	Syag.g_00376	Prav.g_01220
OG0000591	Syag.g_00383	Prav.g_01223
OG0000592	Syag.g_00384	Prav.g_01224
OG0000593	Syag.g_00406	Prav.g_01230
OG0000594	Syag.g_00407	Prav.g_01231
OG0000595	Syag.g_00408	Prav.g_01232
OG0000596	Syag.g_00413	Prav.g_01236
OG0000597	Syag.g_00416	Prav.g_01238
OG0000598	Syag.g_00417	Prav.g_01239
OG0000599	Syag.g_00424	Prav.g_01242
OG0000600	Syag.g_00425	Prav.g_01243
OG0000601	Syag.g_00426	Prav.g_01244
OG0000602	Syag.g_00431	Prav.g_01246
OG0000603	Syag.g_00432	Prav.g_01247
OG0000604	Syag.g_00434	Prav.g_01248
OG0000605	Syag.g_00522	Prav.g_01249
OG0000606	Syag.g_00550	Prav.g_01252
OG0000607	Syag.g_00553	Prav.g_01255
OG0000608	Syag.g_00554	Prav.g_01256
OG0000609	Syag.g_00556	Prav.g_01257
OG0000610	Syag.g_00580	Prav.g_01262
OG0000611	Syag.g_00583	Prav.g_01265
OG0000612	Syag.g_00584	Prav.g_01266
OG0000613	Syag.g_02533	Prav.g_01271
OG0000614	Syag.g_01004	Prav.g_01290
OG0000615	Syag.g_00630	Prav.g_01298
OG0000616	Syag.g_02255	Prav.g_01312
OG0000617	Syag.g_00915	Prav.g_00312
OG0000618	Syag.g_00914	Prav.g_00313
OG0000619	Syag.g_00913	Prav.g_00314
OG0000620	Syag.g_00906	Prav.g_00317
OG0000621	Syag.g_00905	Prav.g_00318
OG0000622	Syag.g_00904	Prav.g_00319
OG0000623	Syag.g_00903	Prav.g_00320
OG0000624	Syag.g_00901	Prav.g_00321
OG0000625	Syag.g_00900	Prav.g_00322
OG0000626	Syag.g_00899	Prav.g_00323
OG0000627	Syag.g_00756	Prav.g_00324
OG0000628	Syag.g_00757	Prav.g_00325
OG0000629	Syag.g_00761	Prav.g_00326
OG0000630	Syag.g_00765	Prav.g_00329
OG0000631	Syag.g_00772	Prav.g_00388
OG0000632	Syag.g_00773	Prav.g_00389
OG0000633	Syag.g_00774	Prav.g_00390
OG0000634	Syag.g_00663	Prav.g_00393
OG0000635	Syag.g_00664	Prav.g_00394
OG0000636	Syag.g_00666	Prav.g_00396
OG0000637	Syag.g_00668	Prav.g_00398
OG0000638	Syag.g_00669	Prav.g_00399
OG0000639	Syag.g_00670	Prav.g_00400
OG0000640	Syag.g_00671	Prav.g_00401
OG0000641	Syag.g_00675	Prav.g_00405
OG0000642	Syag.g_00676	Prav.g_00406
OG0000643	Syag.g_00677	Prav.g_00407
OG0000644	Syag.g_00678	Prav.g_00408
OG0000645	Syag.g_00680	Prav.g_00409
OG0000646	Syag.g_00683	Prav.g_00411
OG0000647	Syag.g_00685	Prav.g_00412
OG0000648	Syag.g_00694	Prav.g_00414
OG0000649	Syag.g_00695	Prav.g_00415
OG0000650	Syag.g_00696	Prav.g_00416
OG0000651	Syag.g_00697	Prav.g_00417
OG0000652	Syag.g_00698	Prav.g_00418
OG0000653	Syag.g_00700	Prav.g_00420
OG0000654	Syag.g_00701	Prav.g_00421
OG0000655	Syag.g_00702	Prav.g_00422
OG0000656	Syag.g_00705	Prav.g_00425
OG0000657	Syag.g_00719	Prav.g_00432
OG0000658	Syag.g_00721	Prav.g_00433
OG0000659	Syag.g_00722	Prav.g_00434
OG0000660	Syag.g_00726	Prav.g_00438
OG0000661	Syag.g_00728	Prav.g_00440
OG0000662	Syag.g_00730	Prav.g_00442
OG0000663	Syag.g_00733	Prav.g_00444
OG0000664	Syag.g_00734	Prav.g_00445
OG0000665	Syag.g_00456	Prav.g_00449
OG0000666	Syag.g_00445	Prav.g_00450
OG0000667	Syag.g_00574	Prav.g_00454
OG0000668	Syag.g_00868	Prav.g_00483
OG0000669	Syag.g_00600	Prav.g_00490
OG0000670	Syag.g_00399	Prav.g_00492
OG0000671	Syag.g_00604	Prav.g_00494
OG0000672	Syag.g_00607	Prav.g_00497
OG0000673	Syag.g_00610	Prav.g_00500
OG0000674	Syag.g_00612	Prav.g_00502
OG0000675	Syag.g_00613	Prav.g_00503
OG0000676	Syag.g_00615	Prav.g_00505
OG0000677	Syag.g_00616	Prav.g_00506
OG0000678	Syag.g_00622	Prav.g_00508
OG0000679	Syag.g_00633	Prav.g_00512
OG0000680	Syag.g_00634	Prav.g_00513
OG0000681	Syag.g_00637	Prav.g_00515
OG0000682	Syag.g_00638	Prav.g_00516
OG0000683	Syag.g_00639	Prav.g_00517
OG0000684	Syag.g_00641	Prav.g_00519
OG0000685	Syag.g_00643	Prav.g_00521
OG0000686	Syag.g_00644	Prav.g_00522
OG0000687	Syag.g_00645	Prav.g_00523
OG0000688	Syag.g_00651	Prav.g_00526
OG0000689	Syag.g_00653	Prav.g_00527
OG0000690	Syag.g_00654	Prav.g_00528
OG0000691	Syag.g_00655	Prav.g_00529
OG0000692	Syag.g_00656	Prav.g_00530
OG0000693	Syag.g_00658	Prav.g_00531
OG0000694	Syag.g_00659	Prav.g_00532
OG0000695	Syag.g_00776	Prav.g_00534
OG0000696	Syag.g_00777	Prav.g_00535
OG0000697	Syag.g_00778	Prav.g_00536
OG0000698	Syag.g_00781	Prav.g_00539
OG0000699	Syag.g_00782	Prav.g_00540
OG0000700	Syag.g_00783	Prav.g_00541
OG0000701	Syag.g_00784	Prav.g_00542
OG0000702	Syag.g_00792	Prav.g_00544
OG0000703	Syag.g_00793	Prav.g_00545
OG0000704	Syag.g_00795	Prav.g_00546
OG0000705	Syag.g_00802	Prav.g_00550
OG0000706	Syag.g_00803	Prav.g_00551
OG0000707	Syag.g_00804	Prav.g_00552
OG0000708	Syag.g_00807	Prav.g_00553
OG0000709	Syag.g_00816	Prav.g_00557
OG0000710	Syag.g_00820	Prav.g_00560
OG0000711	Syag.g_00848	Prav.g_00577
OG0000712	Syag.g_00850	Prav.g_00579
OG0000713	Syag.g_00851	Prav.g_00580
OG0000714	Syag.g_00853	Prav.g_00581
OG0000715	Syag.g_00855	Prav.g_00583
OG0000716	Syag.g_00859	Prav.g_00585
OG0000717	Syag.g_00860	Prav.g_00586
OG0000718	Syag.g_00864	Prav.g_00902
OG0000719	Syag.g_00866	Prav.g_00904
OG0000720	Syag.g_00880	Prav.g_00913
OG0000721	Syag.g_00882	Prav.g_00915
OG0000722	Syag.g_00883	Prav.g_00916
OG0000723	Syag.g_00897	Prav.g_00919
OG0000724	Syag.g_00967	Prav.g_00928
OG0000725	Syag.g_00978	Prav.g_00934
OG0000726	Syag.g_00979	Prav.g_00935
OG0000727	Syag.g_00980	Prav.g_00936
OG0000728	Syag.g_00982	Prav.g_00938
OG0000729	Syag.g_02376	Prav.g_00263
OG0000730	Syag.g_02840	Prav.g_00004
OG0000731	Syag.g_02853	Prav.g_00008
OG0000732	Syag.g_02331	Prav.g_00016
OG0000733	Syag.g_00145	Prav.g_00034
OG0000734	Syag.g_01892	Prav.g_00050
OG0000735	Syag.g_01159	Prav.g_00052
OG0000736	Syag.g_01158	Prav.g_00053
OG0000737	Syag.g_01157	Prav.g_00054
OG0000738	Syag.g_01152	Prav.g_00058
OG0000739	Syag.g_01149	Prav.g_00059
OG0000740	Syag.g_01148	Prav.g_00060
OG0000741	Syag.g_01145	Prav.g_00061
OG0000742	Syag.g_01142	Prav.g_00064
OG0000743	Syag.g_01140	Prav.g_00066
OG0000744	Syag.g_01139	Prav.g_00067
OG0000745	Syag.g_01137	Prav.g_00068
OG0000746	Syag.g_01135	Prav.g_00070
OG0000747	Syag.g_01134	Prav.g_00071
OG0000748	Syag.g_01122	Prav.g_00074
OG0000749	Syag.g_01121	Prav.g_00075
OG0000750	Syag.g_01120	Prav.g_00076
OG0000751	Syag.g_01114	Prav.g_01868
OG0000752	Syag.g_01112	Prav.g_01866
OG0000753	Syag.g_01109	Prav.g_01863
OG0000754	Syag.g_01103	Prav.g_01860
OG0000755	Syag.g_01092	Prav.g_01857
OG0000756	Syag.g_01091	Prav.g_01856
OG0000757	Syag.g_01084	Prav.g_01850
OG0000758	Syag.g_01083	Prav.g_01849
OG0000759	Syag.g_01082	Prav.g_01848
OG0000760	Syag.g_01081	Prav.g_01847
OG0000761	Syag.g_01080	Prav.g_01846
OG0000762	Syag.g_01078	Prav.g_01845
OG0000763	Syag.g_01076	Prav.g_01843
OG0000764	Syag.g_01075	Prav.g_01842
OG0000765	Syag.g_01056	Prav.g_01833
OG0000766	Syag.g_01055	Prav.g_01832
OG0000767	Syag.g_01053	Prav.g_01830
OG0000768	Syag.g_01052	Prav.g_01829
OG0000769	Syag.g_01047	Prav.g_01827
OG0000770	Syag.g_01043	Prav.g_01825
OG0000771	Syag.g_00959	Prav.g_02003
OG0000772	Syag.g_02043	Prav.g_01409
OG0000773	Syag.g_01168	Prav.g_01429
OG0000774	Syag.g_01182	Prav.g_01431
OG0000775	Syag.g_01185	Prav.g_01433
OG0000776	Syag.g_01186	Prav.g_01434
OG0000777	Syag.g_01187	Prav.g_01435
OG0000778	Syag.g_01188	Prav.g_01436
OG0000779	Syag.g_01194	Prav.g_01440
OG0000780	Syag.g_01217	Prav.g_01441
OG0000781	Syag.g_01221	Prav.g_01444
OG0000782	Syag.g_01222	Prav.g_01445
OG0000783	Syag.g_01223	Prav.g_01446
OG0000784	Syag.g_01224	Prav.g_01447
OG0000785	Syag.g_01226	Prav.g_01449
OG0000786	Syag.g_01235	Prav.g_01451
OG0000787	Syag.g_01236	Prav.g_01452
OG0000788	Syag.g_00427	Prav.g_01460
OG0000789	Syag.g_00453	Prav.g_01463
OG0000790	Syag.g_01542	Prav.g_01478
OG0000791	Syag.g_01544	Prav.g_01480
OG0000792	Syag.g_01545	Prav.g_01481
OG0000793	Syag.g_01550	Prav.g_01484
OG0000794	Syag.g_01551	Prav.g_01485
OG0000795	Syag.g_01552	Prav.g_01486
OG0000796	Syag.g_01556	Prav.g_01490
OG0000797	Syag.g_01557	Prav.g_01491
OG0000799	Syag.g_01278	Prav.g_01560
OG0000800	Syag.g_01280	Prav.g_01561
OG0000801	Syag.g_01285	Prav.g_01562
OG0000802	Syag.g_01293	Prav.g_01564
OG0000803	Syag.g_01321	Prav.g_01566
OG0000804	Syag.g_01438	Prav.g_01567
OG0000805	Syag.g_01433	Prav.g_01569
OG0000806	Syag.g_01429	Prav.g_01571
OG0000807	Syag.g_01428	Prav.g_01572
OG0000808	Syag.g_01427	Prav.g_01573
OG0000809	Syag.g_01423	Prav.g_01576
OG0000810	Syag.g_01422	Prav.g_01577
OG0000811	Syag.g_01413	Prav.g_01581
OG0000812	Syag.g_01411	Prav.g_01583
OG0000813	Syag.g_01410	Prav.g_01584
OG0000814	Syag.g_01408	Prav.g_01586
OG0000815	Syag.g_01407	Prav.g_01587
OG0000816	Syag.g_01405	Prav.g_01589
OG0000817	Syag.g_01404	Prav.g_01590
OG0000818	Syag.g_01400	Prav.g_01595
OG0000819	Syag.g_01399	Prav.g_01596
OG0000820	Syag.g_01398	Prav.g_01597
OG0000821	Syag.g_01388	Prav.g_01601
OG0000822	Syag.g_01386	Prav.g_01602
OG0000823	Syag.g_01385	Prav.g_01603
OG0000824	Syag.g_01379	Prav.g_01606
OG0000825	Syag.g_01378	Prav.g_01607
OG0000826	Syag.g_01377	Prav.g_01608
OG0000827	Syag.g_01376	Prav.g_01609
OG0000828	Syag.g_01373	Prav.g_01612
OG0000829	Syag.g_01372	Prav.g_01613
OG0000830	Syag.g_01371	Prav.g_01614
OG0000831	Syag.g_01367	Prav.g_01616
OG0000832	Syag.g_01614	Prav.g_01622
OG0000833	Syag.g_01628	Prav.g_01630
OG0000834	Syag.g_01632	Prav.g_01631
OG0000835	Syag.g_01633	Prav.g_01632
OG0000836	Syag.g_01637	Prav.g_01633
OG0000837	Syag.g_01638	Prav.g_01634
OG0000838	Syag.g_01642	Prav.g_01636
OG0000839	Syag.g_01643	Prav.g_01637
OG0000840	Syag.g_01644	Prav.g_01638
OG0000841	Syag.g_01645	Prav.g_01639
OG0000842	Syag.g_01646	Prav.g_01640
OG0000843	Syag.g_01647	Prav.g_01641
OG0000844	Syag.g_01649	Prav.g_01642
OG0000845	Syag.g_01650	Prav.g_01643
OG0000846	Syag.g_01651	Prav.g_01644
OG0000847	Syag.g_01652	Prav.g_01645
OG0000848	Syag.g_01654	Prav.g_01646
OG0000849	Syag.g_01655	Prav.g_01647
OG0000850	Syag.g_01657	Prav.g_01649
OG0000851	Syag.g_01663	Prav.g_01650
OG0000852	Syag.g_01664	Prav.g_01651
OG0000853	Syag.g_01668	Prav.g_01655
OG0000854	Syag.g_01670	Prav.g_01657
OG0000855	Syag.g_01671	Prav.g_01658
OG0000856	Syag.g_00386	Prav.g_01671
OG0000857	Syag.g_00684	Prav.g_01699
OG0000858	Syag.g_01677	Prav.g_01755
OG0000859	Syag.g_01678	Prav.g_01756
OG0000860	Syag.g_01689	Prav.g_01763
OG0000861	Syag.g_01690	Prav.g_01764
OG0000862	Syag.g_01693	Prav.g_01765
OG0000863	Syag.g_01695	Prav.g_01767
OG0000864	Syag.g_01696	Prav.g_01768
OG0000865	Syag.g_01697	Prav.g_01769
OG0000866	Syag.g_01698	Prav.g_01770
OG0000867	Syag.g_01699	Prav.g_01771
OG0000868	Syag.g_01707	Prav.g_01772
OG0000869	Syag.g_01711	Prav.g_01776
OG0000870	Syag.g_01716	Prav.g_01781
OG0000871	Syag.g_01717	Prav.g_01782
OG0000872	Syag.g_01723	Prav.g_01783
OG0000873	Syag.g_01726	Prav.g_01786
OG0000874	Syag.g_01729	Prav.g_01789
OG0000875	Syag.g_01731	Prav.g_01790
OG0000876	Syag.g_01732	Prav.g_01791
OG0000877	Syag.g_01734	Prav.g_01793
OG0000878	Syag.g_01735	Prav.g_01794
OG0000879	Syag.g_02356	Prav.g_01795
OG0000880	Syag.g_01736	Prav.g_01796
OG0000881	Syag.g_01741	Prav.g_01800
OG0000882	Syag.g_01746	Prav.g_01805
OG0000883	Syag.g_01749	Prav.g_01807
OG0000884	Syag.g_01751	Prav.g_01809
OG0000885	Syag.g_01752	Prav.g_01810
OG0000886	Syag.g_01753	Prav.g_01811
OG0000887	Syag.g_01754	Prav.g_01812
OG0000888	Syag.g_01756	Prav.g_01814
OG0000889	Syag.g_01758	Prav.g_01816
OG0000890	Syag.g_01761	Prav.g_01817
OG0000891	Syag.g_01762	Prav.g_01818
OG0000892	Syag.g_01765	Prav.g_00264
OG0000893	Syag.g_02688	Prav.g_00268
OG0000894	Syag.g_02691	Prav.g_00270
OG0000895	Syag.g_02695	Prav.g_00273
OG0000896	Syag.g_02696	Prav.g_00274
OG0000897	Syag.g_02699	Prav.g_00276
OG0000898	Syag.g_02700	Prav.g_00277
OG0000899	Syag.g_02701	Prav.g_00278
OG0000900	Syag.g_02702	Prav.g_00279
OG0000901	Syag.g_02707	Prav.g_00282
OG0000902	Syag.g_02709	Prav.g_00284
OG0000903	Syag.g_02724	Prav.g_00287
OG0000904	Syag.g_02718	Prav.g_00289
OG0000905	Syag.g_02714	Prav.g_00294
OG0000906	Syag.g_02711	Prav.g_00295
OG0000907	Syag.g_02727	Prav.g_00590
OG0000908	Syag.g_02730	Prav.g_00593
OG0000909	Syag.g_02731	Prav.g_00594
OG0000910	Syag.g_02732	Prav.g_00595
OG0000911	Syag.g_02734	Prav.g_00597
OG0000912	Syag.g_02735	Prav.g_00598
OG0000913	Syag.g_02736	Prav.g_00599
OG0000914	Syag.g_02737	Prav.g_00600
OG0000915	Syag.g_02739	Prav.g_00601
OG0000916	Syag.g_02740	Prav.g_00602
OG0000917	Syag.g_02741	Prav.g_00603
OG0000918	Syag.g_02742	Prav.g_00604
OG0000919	Syag.g_02743	Prav.g_00605
OG0000920	Syag.g_02744	Prav.g_00606
OG0000921	Syag.g_02745	Prav.g_00607
OG0000922	Syag.g_02746	Prav.g_00608
OG0000923	Syag.g_02750	Prav.g_00612
OG0000924	Syag.g_02751	Prav.g_00613
OG0000925	Syag.g_02752	Prav.g_00614
OG0000926	Syag.g_02753	Prav.g_00615
OG0000927	Syag.g_02755	Prav.g_00617
OG0000928	Syag.g_02756	Prav.g_00618
OG0000929	Syag.g_02757	Prav.g_00619
OG0000930	Syag.g_02758	Prav.g_00620
OG0000931	Syag.g_02759	Prav.g_00621
OG0000932	Syag.g_02760	Prav.g_00622
OG0000933	Syag.g_02766	Prav.g_00626
OG0000934	Syag.g_02768	Prav.g_00628
OG0000935	Syag.g_02769	Prav.g_00629
OG0000936	Syag.g_02770	Prav.g_00630
OG0000937	Syag.g_02771	Prav.g_00631
OG0000938	Syag.g_02774	Prav.g_00633
OG0000939	Syag.g_02775	Prav.g_00634
OG0000940	Syag.g_02783	Prav.g_00641
OG0000941	Syag.g_02785	Prav.g_00643
OG0000942	Syag.g_02787	Prav.g_00645
OG0000943	Syag.g_02788	Prav.g_00646
OG0000944	Syag.g_02790	Prav.g_00647
OG0000945	Syag.g_02792	Prav.g_00648
OG0000946	Syag.g_02797	Prav.g_00653
OG0000947	Syag.g_02801	Prav.g_00655
OG0000948	Syag.g_02802	Prav.g_00656
OG0000949	Syag.g_02449	Prav.g_00659
OG0000950	Syag.g_02436	Prav.g_00664
OG0000951	Syag.g_02431	Prav.g_00668
OG0000952	Syag.g_02423	Prav.g_00672
OG0000953	Syag.g_02415	Prav.g_00675
OG0000954	Syag.g_02409	Prav.g_00679
OG0000955	Syag.g_02408	Prav.g_00680
OG0000956	Syag.g_02406	Prav.g_00682
OG0000957	Syag.g_02395	Prav.g_00687
OG0000958	Syag.g_02394	Prav.g_00688
OG0000959	Syag.g_02389	Prav.g_00692
OG0000960	Syag.g_02388	Prav.g_00693
OG0000961	Syag.g_02379	Prav.g_00695
OG0000962	Syag.g_02377	Prav.g_00697
OG0000963	Syag.g_02372	Prav.g_00701
OG0000964	Syag.g_02371	Prav.g_00702
OG0000965	Syag.g_02370	Prav.g_00703
OG0000966	Syag.g_02362	Prav.g_00710
OG0000967	Syag.g_02358	Prav.g_00714
OG0000968	Syag.g_02355	Prav.g_00716
OG0000969	Syag.g_02354	Prav.g_00717
OG0000970	Syag.g_02353	Prav.g_00718
OG0000971	Syag.g_02348	Prav.g_00719
OG0000972	Syag.g_02347	Prav.g_00720
OG0000973	Syag.g_02346	Prav.g_00721
OG0000974	Syag.g_02345	Prav.g_00722
OG0000975	Syag.g_02344	Prav.g_00723
OG0000976	Syag.g_02343	Prav.g_00724
OG0000977	Syag.g_02340	Prav.g_00725
OG0000978	Syag.g_02338	Prav.g_00726
OG0000979	Syag.g_02335	Prav.g_00729
OG0000980	Syag.g_02332	Prav.g_00731
OG0000981	Syag.g_02329	Prav.g_00733
OG0000982	Syag.g_02127	Prav.g_00735
OG0000983	Syag.g_02128	Prav.g_00736
OG0000984	Syag.g_02129	Prav.g_00737
OG0000985	Syag.g_02133	Prav.g_00740
OG0000986	Syag.g_02138	Prav.g_00742
OG0000987	Syag.g_02140	Prav.g_00743
OG0000988	Syag.g_02145	Prav.g_00746
OG0000989	Syag.g_02156	Prav.g_00750
OG0000990	Syag.g_02169	Prav.g_00753
OG0000991	Syag.g_02174	Prav.g_00754
OG0000992	Syag.g_02177	Prav.g_00756
OG0000993	Syag.g_02178	Prav.g_00757
OG0000994	Syag.g_02181	Prav.g_00758
OG0000995	Syag.g_02187	Prav.g_00762
OG0000996	Syag.g_02229	Prav.g_00763
OG0000997	Syag.g_02239	Prav.g_00764
OG0000998	Syag.g_02241	Prav.g_00766
OG0000999	Syag.g_02242	Prav.g_00767
OG0001000	Syag.g_02246	Prav.g_00770
OG0001001	Syag.g_02251	Prav.g_00772
OG0001002	Syag.g_02258	Prav.g_00776
OG0001003	Syag.g_02260	Prav.g_00778
OG0001004	Syag.g_02261	Prav.g_00779
OG0001005	Syag.g_02263	Prav.g_00780
OG0001006	Syag.g_02270	Prav.g_00784
OG0001007	Syag.g_02272	Prav.g_00786
OG0001008	Syag.g_00034	Prav.g_01036
OG0001009	Syag.g_02304	Prav.g_00095
OG0001010	Syag.g_02305	Prav.g_00096
OG0001011	Syag.g_02307	Prav.g_00097
OG0001012	Syag.g_02123	Prav.g_00114
OG0001013	Syag.g_02098	Prav.g_00119
OG0001014	Syag.g_02084	Prav.g_00122
OG0001015	Syag.g_02083	Prav.g_00123
OG0001016	Syag.g_01824	Prav.g_00138
OG0001017	Syag.g_01830	Prav.g_00142
OG0001018	Syag.g_01832	Prav.g_00145
OG0001019	Syag.g_01854	Prav.g_00154
OG0001020	Syag.g_01861	Prav.g_00155
OG0001021	Syag.g_01865	Prav.g_00156
OG0001022	Syag.g_01870	Prav.g_00159
OG0001023	Syag.g_01871	Prav.g_00160
OG0001024	Syag.g_01875	Prav.g_00163
OG0001025	Syag.g_01882	Prav.g_00169
OG0001026	Syag.g_01894	Prav.g_00176
OG0001027	Syag.g_01902	Prav.g_00177
OG0001028	Syag.g_01904	Prav.g_00179
OG0001029	Syag.g_01906	Prav.g_00180
OG0001030	Syag.g_01927	Prav.g_00195
OG0001031	Syag.g_02000	Prav.g_00852
OG0001032	Syag.g_02005	Prav.g_00851
OG0001033	Syag.g_02048	Prav.g_00830
OG0001034	Syag.g_01784	Prav.g_00802
OG0001035	Syag.g_02635	Prav.g_01901
OG0001036	Syag.g_02630	Prav.g_01906
OG0001037	Syag.g_02628	Prav.g_01907
OG0001038	Syag.g_02600	Prav.g_01924
OG0001039	Syag.g_02597	Prav.g_01927
OG0001040	Syag.g_02594	Prav.g_01929
OG0001041	Syag.g_02589	Prav.g_01933
OG0001042	Syag.g_02564	Prav.g_01950
OG0001043	Syag.g_02560	Prav.g_01951
OG0001044	Syag.g_02842	Prav.g_01979
OG0001045	Syag.g_02856	Prav.g_01988
OG0001046	Syag.g_00836	Prav.g_00996
OG0001047	Syag.g_00036	Prav.g_01038
OG0001048	Syag.g_00037	Prav.g_01039
OG0001049	Syag.g_00040	Prav.g_01041
OG0001050	Syag.g_00041	Prav.g_01042
OG0001051	Syag.g_00042	Prav.g_01043
OG0001052	Syag.g_01352	Prav.g_01069
OG0001053	Syag.g_01525	Prav.g_01081
OG0001054	Syag.g_01506	Prav.g_01096
OG0001055	Syag.g_01485	Prav.g_01115
OG0001056	Syag.g_01449	Prav.g_01134
OG0001057	Syag.g_01241	Prav.g_01139
OG0001058	Syag.g_00271	Prav.g_01147
OG0001059	Syag.g_00275	Prav.g_01151
OG0001060	Syag.g_00282	Prav.g_01158
OG0001061	Syag.g_00302	Prav.g_01171
OG0001062	Syag.g_00304	Prav.g_01173
OG0001063	Syag.g_00310	Prav.g_01175
OG0001064	Syag.g_00311	Prav.g_01176
OG0001065	Syag.g_00312	Prav.g_01177
OG0001066	Syag.g_00313	Prav.g_01178
OG0001067	Syag.g_00314	Prav.g_01179
OG0001068	Syag.g_00315	Prav.g_01180
OG0001069	Syag.g_00317	Prav.g_01181
OG0001070	Syag.g_00321	Prav.g_01184
OG0001071	Syag.g_00322	Prav.g_01185
OG0001072	Syag.g_00327	Prav.g_01186
OG0001073	Syag.g_00342	Prav.g_01200
OG0001074	Syag.g_00467	Prav.g_01211
OG0001075	Syag.g_00362	Prav.g_01212
OG0001076	Syag.g_00378	Prav.g_01222
OG0001077	Syag.g_00388	Prav.g_01226
OG0001078	Syag.g_00411	Prav.g_01234
OG0001079	Syag.g_00428	Prav.g_01245
OG0001080	Syag.g_00495	Prav.g_01251
OG0001081	Syag.g_00551	Prav.g_01253
OG0001082	Syag.g_00552	Prav.g_01254
OG0001083	Syag.g_00565	Prav.g_01259
OG0001084	Syag.g_00569	Prav.g_01260
OG0001085	Syag.g_00592	Prav.g_01268
OG0001086	Syag.g_00594	Prav.g_01269
OG0001087	Syag.g_01018	Prav.g_01286
OG0001088	Syag.g_01016	Prav.g_01287
OG0001089	Syag.g_00986	Prav.g_01295
OG0001090	Syag.g_00922	Prav.g_00307
OG0001091	Syag.g_00919	Prav.g_00309
OG0001092	Syag.g_00917	Prav.g_00310
OG0001093	Syag.g_00910	Prav.g_00315
OG0001094	Syag.g_00661	Prav.g_00391
OG0001095	Syag.g_00681	Prav.g_00410
OG0001096	Syag.g_00703	Prav.g_00423
OG0001097	Syag.g_00729	Prav.g_00441
OG0001098	Syag.g_00744	Prav.g_00456
OG0001099	Syag.g_01905	Prav.g_00487
OG0001101	Syag.g_00603	Prav.g_00493
OG0001102	Syag.g_00606	Prav.g_00496
OG0001103	Syag.g_00608	Prav.g_00498
OG0001104	Syag.g_00642	Prav.g_00520
OG0001105	Syag.g_00646	Prav.g_00524
OG0001106	Syag.g_00796	Prav.g_00547
OG0001107	Syag.g_00808	Prav.g_00554
OG0001108	Syag.g_00817	Prav.g_00558
OG0001109	Syag.g_00819	Prav.g_00559
OG0001110	Syag.g_00821	Prav.g_00561
OG0001111	Syag.g_00823	Prav.g_00562
OG0001112	Syag.g_00825	Prav.g_00563
OG0001113	Syag.g_00826	Prav.g_00564
OG0001114	Syag.g_00827	Prav.g_00565
OG0001115	Syag.g_00831	Prav.g_00567
OG0001116	Syag.g_00833	Prav.g_00568
OG0001117	Syag.g_00834	Prav.g_00569
OG0001118	Syag.g_00835	Prav.g_00570
OG0001119	Syag.g_00837	Prav.g_00571
OG0001120	Syag.g_00841	Prav.g_00573
OG0001121	Syag.g_01584	Prav.g_00031, Prav.g_00576
OG0001122	Syag.g_00867	Prav.g_00905
OG0001123	Syag.g_00875	Prav.g_00909
OG0001124	Syag.g_00877	Prav.g_00911
OG0001125	Syag.g_00879	Prav.g_00912
OG0001126	Syag.g_00957	Prav.g_00922
OG0001127	Syag.g_00958	Prav.g_00923
OG0001128	Syag.g_00961	Prav.g_00925
OG0001129	Syag.g_00963	Prav.g_00926
OG0001130	Syag.g_00964	Prav.g_00927
OG0001131	Syag.g_00624	Prav.g_00242
OG0001132	Syag.g_00096	Prav.g_00252
OG0001133	Syag.g_00380	Prav.g_00019
OG0001134	Syag.g_02164	Prav.g_00033
OG0001135	Syag.g_00147	Prav.g_00036
OG0001136	Syag.g_01144	Prav.g_00062
OG0001137	Syag.g_01123	Prav.g_00073
OG0001138	Syag.g_01090	Prav.g_01855
OG0001139	Syag.g_01088	Prav.g_01854
OG0001140	Syag.g_01087	Prav.g_01853
OG0001141	Syag.g_01086	Prav.g_01852
OG0001142	Syag.g_01085	Prav.g_01851
OG0001143	Syag.g_01077	Prav.g_01844
OG0001144	Syag.g_01064	Prav.g_01839
OG0001145	Syag.g_01169	Prav.g_01430
OG0001146	Syag.g_01218	Prav.g_01442
OG0001147	Syag.g_01360	Prav.g_01459
OG0001148	Syag.g_01539	Prav.g_01475
OG0001149	Syag.g_01540	Prav.g_01476
OG0001150	Syag.g_01541	Prav.g_01477
OG0001151	Syag.g_01554	Prav.g_01488
OG0001152	Syag.g_01555	Prav.g_01489
OG0001153	Syag.g_01375	Prav.g_01610
OG0001154	Syag.g_01374	Prav.g_01611
OG0001155	Syag.g_01616	Prav.g_01623
OG0001156	Syag.g_01619	Prav.g_01626
OG0001157	Syag.g_01620	Prav.g_01627
OG0001158	Syag.g_01621	Prav.g_01628
OG0001159	Syag.g_01622, Syag.g_01625	Prav.g_01629
OG0001160	Syag.g_01666	Prav.g_01653
OG0001161	Syag.g_02163	Prav.g_01664
OG0001162	Syag.g_01238	Prav.g_01675
OG0001163	Syag.g_01674	Prav.g_01753
OG0001164	Syag.g_01680	Prav.g_01757
