Orthogroup	Syag	Prah
OG0000569	Syag.g_00296	Prah.g_01445
OG0000570	Syag.g_00297	Prah.g_01444
OG0000571	Syag.g_00301	Prah.g_01441
OG0000572	Syag.g_00320, Syag.g_00251	Prah.g_01425
OG0000573	Syag.g_00329	Prah.g_01416
OG0000574	Syag.g_00330	Prah.g_01415
OG0000575	Syag.g_00335	Prah.g_01406
OG0000576	Syag.g_00337	Prah.g_01404
OG0000577	Syag.g_00338	Prah.g_01403
OG0000578	Syag.g_00339	Prah.g_01402
OG0000579	Syag.g_00340	Prah.g_01401
OG0000580	Syag.g_00341	Prah.g_01400
OG0000581	Syag.g_00348	Prah.g_01396
OG0000582	Syag.g_00353	Prah.g_01392
OG0000583	Syag.g_00354	Prah.g_01391
OG0000584	Syag.g_00355	Prah.g_01390
OG0000585	Syag.g_00357	Prah.g_01388
OG0000586	Syag.g_00358	Prah.g_01387
OG0000587	Syag.g_00360	Prah.g_01385
OG0000588	Syag.g_00371	Prah.g_00529
OG0000589	Syag.g_00375	Prah.g_00526
OG0000590	Syag.g_00376	Prah.g_00525
OG0000591	Syag.g_00383	Prah.g_00518
OG0000592	Syag.g_00384	Prah.g_00517
OG0000593	Syag.g_00406	Prah.g_00505
OG0000594	Syag.g_00407	Prah.g_00504
OG0000595	Syag.g_00408	Prah.g_00503
OG0000596	Syag.g_00413	Prah.g_00498
OG0000597	Syag.g_00416	Prah.g_00495
OG0000598	Syag.g_00417	Prah.g_00494
OG0000599	Syag.g_00424	Prah.g_00485
OG0000600	Syag.g_00425	Prah.g_00484
OG0000601	Syag.g_00426	Prah.g_00483
OG0000602	Syag.g_00431	Prah.g_00478
OG0000603	Syag.g_00432	Prah.g_00477
OG0000604	Syag.g_00434	Prah.g_00476
OG0000605	Syag.g_00522	Prah.g_00474
OG0000606	Syag.g_00550	Prah.g_00466
OG0000607	Syag.g_00553	Prah.g_00463
OG0000608	Syag.g_00554	Prah.g_00462
OG0000609	Syag.g_00556	Prah.g_00460
OG0000610	Syag.g_00580	Prah.g_00452
OG0000611	Syag.g_00583	Prah.g_00449
OG0000612	Syag.g_00584	Prah.g_00448
OG0000613	Syag.g_02533	Prah.g_02193
OG0000614	Syag.g_01004	Prah.g_00985
OG0000615	Syag.g_00630	Prah.g_00706
OG0000616	Syag.g_02255	Prah.g_02588
OG0000617	Syag.g_00915	Prah.g_00881
OG0000618	Syag.g_00914	Prah.g_00880
OG0000619	Syag.g_00913	Prah.g_00879
OG0000620	Syag.g_00906	Prah.g_00875
OG0000621	Syag.g_00905	Prah.g_00874
OG0000622	Syag.g_00904	Prah.g_00873
OG0000623	Syag.g_00903	Prah.g_00872
OG0000624	Syag.g_00901	Prah.g_00871
OG0000625	Syag.g_00900	Prah.g_00870
OG0000626	Syag.g_00899	Prah.g_00869
OG0000627	Syag.g_00756	Prah.g_00746
OG0000628	Syag.g_00757	Prah.g_00747
OG0000629	Syag.g_00761	Prah.g_00750
OG0000630	Syag.g_00765	Prah.g_00754
OG0000631	Syag.g_00772	Prah.g_00758
OG0000632	Syag.g_00773	Prah.g_00759
OG0000633	Syag.g_00774	Prah.g_00760
OG0000634	Syag.g_00663	Prah.g_00671
OG0000635	Syag.g_00664	Prah.g_00670
OG0000636	Syag.g_00666	Prah.g_00668
OG0000637	Syag.g_00668	Prah.g_00666
OG0000638	Syag.g_00669	Prah.g_00665
OG0000639	Syag.g_00670	Prah.g_00664
OG0000640	Syag.g_00671	Prah.g_00663
OG0000641	Syag.g_00675	Prah.g_00659
OG0000642	Syag.g_00676	Prah.g_00658
OG0000643	Syag.g_00677	Prah.g_00657
OG0000644	Syag.g_00678	Prah.g_00656
OG0000645	Syag.g_00680	Prah.g_00655
OG0000646	Syag.g_00683	Prah.g_00652
OG0000647	Syag.g_00685	Prah.g_00650
OG0000648	Syag.g_00694	Prah.g_00648
OG0000649	Syag.g_00695	Prah.g_00647
OG0000650	Syag.g_00696	Prah.g_00646
OG0000651	Syag.g_00697	Prah.g_00645
OG0000652	Syag.g_00698	Prah.g_00644
OG0000653	Syag.g_00700	Prah.g_00640
OG0000654	Syag.g_00701	Prah.g_00639
OG0000655	Syag.g_00702	Prah.g_00638
OG0000656	Syag.g_00705	Prah.g_00635
OG0000657	Syag.g_00719	Prah.g_00603
OG0000658	Syag.g_00721	Prah.g_00601
OG0000659	Syag.g_00722	Prah.g_00600
OG0000660	Syag.g_00726	Prah.g_00596
OG0000661	Syag.g_00728	Prah.g_00594
OG0000662	Syag.g_00730	Prah.g_00592
OG0000663	Syag.g_00733	Prah.g_00589
OG0000664	Syag.g_00734	Prah.g_00588
OG0000665	Syag.g_00456	Prah.g_00574
OG0000666	Syag.g_00445	Prah.g_00572
OG0000667	Syag.g_00574	Prah.g_00564
OG0000668	Syag.g_00868	Prah.g_00850
OG0000669	Syag.g_00600	Prah.g_00558
OG0000670	Syag.g_00399	Prah.g_01212
OG0000671	Syag.g_00604	Prah.g_00738
OG0000672	Syag.g_00607	Prah.g_00735
OG0000673	Syag.g_00610	Prah.g_00732
OG0000674	Syag.g_00612	Prah.g_00730
OG0000675	Syag.g_00613	Prah.g_00729
OG0000676	Syag.g_00615	Prah.g_00726
OG0000677	Syag.g_00616	Prah.g_00724
OG0000678	Syag.g_00622	Prah.g_00721
OG0000679	Syag.g_00633	Prah.g_00702
OG0000680	Syag.g_00634	Prah.g_00701
OG0000681	Syag.g_00637	Prah.g_00699
OG0000682	Syag.g_00638	Prah.g_00698
OG0000683	Syag.g_00639	Prah.g_00697
OG0000684	Syag.g_00641	Prah.g_00683
OG0000685	Syag.g_00643	Prah.g_00685
OG0000686	Syag.g_00644	Prah.g_00686
OG0000687	Syag.g_00645	Prah.g_00687
OG0000688	Syag.g_00651	Prah.g_00681
OG0000689	Syag.g_00653	Prah.g_00680
OG0000690	Syag.g_00654	Prah.g_00679
OG0000691	Syag.g_00655	Prah.g_00678
OG0000692	Syag.g_00656	Prah.g_00677
OG0000693	Syag.g_00658	Prah.g_00675
OG0000694	Syag.g_00659	Prah.g_00674
OG0000695	Syag.g_00776	Prah.g_00762
OG0000696	Syag.g_00777	Prah.g_00763
OG0000697	Syag.g_00778	Prah.g_00765
OG0000698	Syag.g_00781	Prah.g_00768
OG0000699	Syag.g_00782	Prah.g_00770
OG0000700	Syag.g_00783	Prah.g_00771
OG0000701	Syag.g_00784	Prah.g_00772
OG0000702	Syag.g_00792	Prah.g_00780
OG0000703	Syag.g_00793	Prah.g_00781
OG0000704	Syag.g_00795	Prah.g_00783
OG0000705	Syag.g_00802	Prah.g_00789
OG0000706	Syag.g_00803	Prah.g_00790
OG0000707	Syag.g_00804	Prah.g_00791
OG0000708	Syag.g_00807	Prah.g_00793
OG0000709	Syag.g_00816	Prah.g_00800
OG0000710	Syag.g_00820	Prah.g_00805
OG0000711	Syag.g_00848	Prah.g_00828
OG0000712	Syag.g_00850	Prah.g_00829
OG0000713	Syag.g_00851	Prah.g_00830
OG0000714	Syag.g_00853	Prah.g_00833
OG0000715	Syag.g_00855	Prah.g_00835
OG0000716	Syag.g_00859	Prah.g_00839
OG0000717	Syag.g_00860	Prah.g_00840
OG0000718	Syag.g_00864	Prah.g_00846
OG0000719	Syag.g_00866	Prah.g_00848
OG0000720	Syag.g_00880	Prah.g_00861
OG0000721	Syag.g_00882	Prah.g_00862
OG0000722	Syag.g_00883	Prah.g_00863
OG0000723	Syag.g_00897	Prah.g_00867
OG0000724	Syag.g_00967	Prah.g_00910
OG0000725	Syag.g_00978	Prah.g_00919
OG0000726	Syag.g_00979	Prah.g_00920
OG0000727	Syag.g_00980	Prah.g_00921
OG0000728	Syag.g_00982	Prah.g_00922
OG0000729	Syag.g_02376	Prah.g_00133
OG0000730	Syag.g_02840	Prah.g_01942
OG0000731	Syag.g_02853	Prah.g_01932
OG0000732	Syag.g_02331	Prah.g_00054
OG0000733	Syag.g_00145	Prah.g_02532
OG0000734	Syag.g_01892	Prah.g_01905
OG0000735	Syag.g_01159	Prah.g_01340
OG0000736	Syag.g_01158	Prah.g_01339
OG0000737	Syag.g_01157	Prah.g_01338
OG0000738	Syag.g_01152	Prah.g_01331
OG0000739	Syag.g_01149	Prah.g_01329
OG0000740	Syag.g_01148	Prah.g_01328
OG0000741	Syag.g_01145	Prah.g_01325
OG0000742	Syag.g_01142	Prah.g_01323
OG0000743	Syag.g_01140	Prah.g_01321
OG0000744	Syag.g_01139	Prah.g_01320
OG0000745	Syag.g_01137	Prah.g_01318
OG0000746	Syag.g_01135	Prah.g_01316
OG0000747	Syag.g_01134	Prah.g_01315
OG0000748	Syag.g_01122	Prah.g_01304
OG0000749	Syag.g_01121	Prah.g_01303
OG0000750	Syag.g_01120	Prah.g_01302
OG0000751	Syag.g_01114	Prah.g_01297
OG0000752	Syag.g_01112	Prah.g_01295
OG0000753	Syag.g_01109	Prah.g_01292
OG0000754	Syag.g_01103	Prah.g_01262
OG0000755	Syag.g_01092	Prah.g_01255
OG0000756	Syag.g_01091	Prah.g_01254
OG0000757	Syag.g_01084	Prah.g_01247
OG0000758	Syag.g_01083	Prah.g_01246
OG0000759	Syag.g_01082	Prah.g_01245
OG0000760	Syag.g_01081	Prah.g_01244
OG0000761	Syag.g_01080	Prah.g_01243
OG0000762	Syag.g_01078	Prah.g_01263
OG0000763	Syag.g_01076	Prah.g_01265
OG0000764	Syag.g_01075	Prah.g_01266
OG0000765	Syag.g_01056	Prah.g_01282
OG0000766	Syag.g_01055	Prah.g_01283
OG0000767	Syag.g_01053	Prah.g_01285
OG0000768	Syag.g_01052	Prah.g_01286
OG0000769	Syag.g_01047	Prah.g_01290
OG0000770	Syag.g_01043	Prah.g_01239
OG0000771	Syag.g_00959	Prah.g_00905
OG0000772	Syag.g_02043	Prah.g_01610
OG0000773	Syag.g_01168	Prah.g_01351
OG0000774	Syag.g_01182	Prah.g_01355
OG0000775	Syag.g_01185	Prah.g_01357
OG0000776	Syag.g_01186	Prah.g_01358
OG0000777	Syag.g_01187	Prah.g_01359
OG0000778	Syag.g_01188	Prah.g_01360
OG0000779	Syag.g_01194	Prah.g_01365
OG0000780	Syag.g_01217	Prah.g_01368
OG0000781	Syag.g_01221	Prah.g_01372
OG0000782	Syag.g_01222	Prah.g_01373
OG0000783	Syag.g_01223	Prah.g_01374
OG0000784	Syag.g_01224	Prah.g_01375
OG0000785	Syag.g_01226	Prah.g_01377
OG0000786	Syag.g_01235	Prah.g_01380
OG0000787	Syag.g_01236	Prah.g_01381
OG0000788	Syag.g_00427	Prah.g_00224
OG0000789	Syag.g_00453	Prah.g_01183
OG0000790	Syag.g_01542	Prah.g_01580
OG0000791	Syag.g_01544	Prah.g_01582
OG0000792	Syag.g_01545	Prah.g_01583
OG0000793	Syag.g_01550	Prah.g_01587
OG0000794	Syag.g_01551	Prah.g_01588
OG0000795	Syag.g_01552	Prah.g_01589
OG0000796	Syag.g_01556	Prah.g_01593
OG0000797	Syag.g_01557	Prah.g_01594
OG0000798	Syag.g_02601	Prah.g_02131
OG0000799	Syag.g_01278	Prah.g_00435
OG0000800	Syag.g_01280	Prah.g_00434
OG0000801	Syag.g_01285	Prah.g_00433
OG0000802	Syag.g_01293	Prah.g_00427
OG0000803	Syag.g_01321	Prah.g_00423
OG0000804	Syag.g_01438	Prah.g_00421
OG0000805	Syag.g_01433	Prah.g_00419
OG0000806	Syag.g_01429	Prah.g_00417
OG0000807	Syag.g_01428	Prah.g_00415
OG0000808	Syag.g_01427	Prah.g_00414
OG0000809	Syag.g_01423	Prah.g_00410
OG0000810	Syag.g_01422	Prah.g_00409
OG0000811	Syag.g_01413	Prah.g_00403
OG0000812	Syag.g_01411	Prah.g_00401
OG0000813	Syag.g_01410	Prah.g_00400
OG0000814	Syag.g_01408	Prah.g_00398
OG0000815	Syag.g_01407	Prah.g_00397
OG0000816	Syag.g_01405	Prah.g_00395
OG0000817	Syag.g_01404	Prah.g_00394
OG0000818	Syag.g_01400	Prah.g_00386
OG0000819	Syag.g_01399	Prah.g_00385
OG0000820	Syag.g_01398	Prah.g_00384
OG0000821	Syag.g_01388	Prah.g_00379
OG0000822	Syag.g_01386	Prah.g_00376
OG0000823	Syag.g_01385	Prah.g_00374
OG0000824	Syag.g_01379	Prah.g_00370
OG0000825	Syag.g_01378	Prah.g_00369
OG0000826	Syag.g_01377	Prah.g_00368
OG0000827	Syag.g_01376	Prah.g_00367
OG0000828	Syag.g_01373	Prah.g_00364
OG0000829	Syag.g_01372	Prah.g_00363
OG0000830	Syag.g_01371	Prah.g_00362
OG0000831	Syag.g_01367	Prah.g_00360
OG0000832	Syag.g_01614	Prah.g_01615
OG0000833	Syag.g_01628	Prah.g_01623
OG0000834	Syag.g_01632	Prah.g_01624
OG0000835	Syag.g_01633	Prah.g_01625
OG0000836	Syag.g_01637	Prah.g_01627
OG0000837	Syag.g_01638	Prah.g_01628
OG0000838	Syag.g_01642	Prah.g_01632
OG0000839	Syag.g_01643	Prah.g_01633
OG0000840	Syag.g_01644	Prah.g_01634
OG0000841	Syag.g_01645	Prah.g_01635
OG0000842	Syag.g_01646	Prah.g_01636
OG0000843	Syag.g_01647	Prah.g_01637
OG0000844	Syag.g_01649	Prah.g_01639
OG0000845	Syag.g_01650	Prah.g_01640
OG0000846	Syag.g_01651	Prah.g_01641
OG0000847	Syag.g_01652	Prah.g_01642
OG0000848	Syag.g_01654	Prah.g_01643
OG0000849	Syag.g_01655	Prah.g_01644
OG0000850	Syag.g_01657	Prah.g_01645
OG0000851	Syag.g_01663	Prah.g_01648
OG0000852	Syag.g_01664	Prah.g_01649
OG0000853	Syag.g_01668	Prah.g_01653
OG0000854	Syag.g_01670	Prah.g_01655
OG0000855	Syag.g_01671	Prah.g_01656
OG0000856	Syag.g_00386	Prah.g_00515
OG0000857	Syag.g_00684	Prah.g_00651
OG0000858	Syag.g_01677	Prah.g_01667
OG0000859	Syag.g_01678	Prah.g_01668
OG0000860	Syag.g_01689	Prah.g_01678
OG0000861	Syag.g_01690	Prah.g_01679
OG0000862	Syag.g_01693	Prah.g_01681
OG0000863	Syag.g_01695	Prah.g_01685
OG0000864	Syag.g_01696	Prah.g_01687
OG0000865	Syag.g_01697	Prah.g_01688
OG0000866	Syag.g_01698	Prah.g_01689
OG0000867	Syag.g_01699	Prah.g_01690
OG0000868	Syag.g_01707	Prah.g_01692
OG0000869	Syag.g_01711	Prah.g_01695
OG0000870	Syag.g_01716	Prah.g_01700
OG0000871	Syag.g_01717	Prah.g_01701
OG0000872	Syag.g_01723	Prah.g_01703
OG0000873	Syag.g_01726	Prah.g_01707
OG0000874	Syag.g_01729	Prah.g_01711
OG0000875	Syag.g_01731	Prah.g_01713
OG0000876	Syag.g_01732	Prah.g_01714
OG0000877	Syag.g_01734	Prah.g_01717
OG0000878	Syag.g_01735	Prah.g_01718
OG0000879	Syag.g_02356	Prah.g_01719
OG0000880	Syag.g_01736	Prah.g_01720
OG0000881	Syag.g_01741	Prah.g_01728
OG0000882	Syag.g_01746	Prah.g_01733
OG0000883	Syag.g_01749	Prah.g_01736
OG0000884	Syag.g_01751	Prah.g_01738
OG0000885	Syag.g_01752	Prah.g_01739
OG0000886	Syag.g_01753	Prah.g_01740
OG0000887	Syag.g_01754	Prah.g_01741
OG0000888	Syag.g_01756	Prah.g_01743
OG0000889	Syag.g_01758	Prah.g_01745
OG0000890	Syag.g_01761	Prah.g_01759
OG0000891	Syag.g_01762	Prah.g_01760
OG0000892	Syag.g_01765	Prah.g_01762
OG0000893	Syag.g_02688	Prah.g_02073
OG0000894	Syag.g_02691	Prah.g_02070
OG0000895	Syag.g_02695	Prah.g_02066
OG0000896	Syag.g_02696	Prah.g_02065
OG0000897	Syag.g_02699	Prah.g_02063
OG0000898	Syag.g_02700	Prah.g_02062
OG0000899	Syag.g_02701	Prah.g_02061
OG0000900	Syag.g_02702	Prah.g_02060
OG0000901	Syag.g_02707	Prah.g_02056
OG0000902	Syag.g_02709	Prah.g_02054
OG0000903	Syag.g_02724	Prah.g_02041
OG0000904	Syag.g_02718	Prah.g_02046
OG0000905	Syag.g_02714	Prah.g_02048
OG0000906	Syag.g_02711	Prah.g_02050
OG0000907	Syag.g_02727	Prah.g_02039
OG0000908	Syag.g_02730	Prah.g_02036
OG0000909	Syag.g_02731	Prah.g_02035
OG0000910	Syag.g_02732	Prah.g_02034
OG0000911	Syag.g_02734	Prah.g_02032
OG0000912	Syag.g_02735	Prah.g_02031
OG0000913	Syag.g_02736	Prah.g_02030
OG0000914	Syag.g_02737	Prah.g_02029
OG0000915	Syag.g_02739	Prah.g_02028
OG0000916	Syag.g_02740	Prah.g_02027
OG0000917	Syag.g_02741	Prah.g_02026
OG0000918	Syag.g_02742	Prah.g_02025
OG0000919	Syag.g_02743	Prah.g_02024
OG0000920	Syag.g_02744	Prah.g_02023
OG0000921	Syag.g_02745	Prah.g_02022
OG0000922	Syag.g_02746	Prah.g_02021
OG0000923	Syag.g_02750	Prah.g_02017
OG0000924	Syag.g_02751	Prah.g_02016
OG0000925	Syag.g_02752	Prah.g_02015
OG0000926	Syag.g_02753	Prah.g_02014
OG0000927	Syag.g_02755	Prah.g_02012
OG0000928	Syag.g_02756	Prah.g_02011
OG0000929	Syag.g_02757	Prah.g_02010
OG0000930	Syag.g_02758	Prah.g_02009
OG0000931	Syag.g_02759	Prah.g_02008
OG0000932	Syag.g_02760	Prah.g_02007
OG0000933	Syag.g_02766	Prah.g_02002
OG0000934	Syag.g_02768	Prah.g_02000
OG0000935	Syag.g_02769	Prah.g_01999
OG0000936	Syag.g_02770	Prah.g_01998
OG0000937	Syag.g_02771	Prah.g_01997
OG0000938	Syag.g_02774	Prah.g_01994
OG0000939	Syag.g_02775	Prah.g_01993
OG0000940	Syag.g_02783	Prah.g_01985
OG0000941	Syag.g_02785	Prah.g_01983
OG0000942	Syag.g_02787	Prah.g_01981
OG0000943	Syag.g_02788	Prah.g_01980
OG0000944	Syag.g_02790	Prah.g_01978
OG0000945	Syag.g_02792	Prah.g_01977
OG0000946	Syag.g_02797	Prah.g_01966
OG0000947	Syag.g_02801	Prah.g_01963
OG0000948	Syag.g_02802	Prah.g_01962
OG0000949	Syag.g_02449	Prah.g_01958
OG0000950	Syag.g_02436	Prah.g_02231
OG0000951	Syag.g_02431	Prah.g_02236
OG0000952	Syag.g_02423	Prah.g_02241
OG0000953	Syag.g_02415	Prah.g_02245
OG0000954	Syag.g_02409	Prah.g_00167
OG0000955	Syag.g_02408	Prah.g_00166
OG0000956	Syag.g_02406	Prah.g_00164
OG0000957	Syag.g_02395	Prah.g_00152
OG0000958	Syag.g_02394	Prah.g_00151
OG0000959	Syag.g_02389	Prah.g_00146
OG0000960	Syag.g_02388	Prah.g_00145
OG0000961	Syag.g_02379	Prah.g_00136
OG0000962	Syag.g_02377	Prah.g_00134
OG0000963	Syag.g_02372	Prah.g_00129
OG0000964	Syag.g_02371	Prah.g_00128
OG0000965	Syag.g_02370	Prah.g_00127
OG0000966	Syag.g_02362	Prah.g_00086
OG0000967	Syag.g_02358	Prah.g_00079
OG0000968	Syag.g_02355	Prah.g_00076
OG0000969	Syag.g_02354	Prah.g_00074
OG0000970	Syag.g_02353	Prah.g_00073
OG0000971	Syag.g_02348	Prah.g_00071
OG0000972	Syag.g_02347	Prah.g_00070
OG0000973	Syag.g_02346	Prah.g_00068
OG0000974	Syag.g_02345	Prah.g_00067
OG0000975	Syag.g_02344	Prah.g_00066
OG0000976	Syag.g_02343	Prah.g_00065
OG0000977	Syag.g_02340	Prah.g_00063
OG0000978	Syag.g_02338	Prah.g_00062
OG0000979	Syag.g_02335	Prah.g_00059
OG0000980	Syag.g_02332	Prah.g_00055
OG0000981	Syag.g_02329	Prah.g_00052
OG0000982	Syag.g_02127	Prah.g_02491
OG0000983	Syag.g_02128	Prah.g_02492
OG0000984	Syag.g_02129	Prah.g_02493
OG0000985	Syag.g_02133	Prah.g_02497
OG0000986	Syag.g_02138	Prah.g_02499
OG0000987	Syag.g_02140	Prah.g_02501
OG0000988	Syag.g_02145	Prah.g_02505
OG0000989	Syag.g_02156	Prah.g_02513
OG0000990	Syag.g_02169	Prah.g_02536
OG0000991	Syag.g_02174	Prah.g_02540
OG0000992	Syag.g_02177	Prah.g_02543
OG0000993	Syag.g_02178	Prah.g_02544
OG0000994	Syag.g_02181	Prah.g_02547
OG0000995	Syag.g_02187	Prah.g_02552
OG0000996	Syag.g_02229	Prah.g_02565
OG0000997	Syag.g_02239	Prah.g_02574
OG0000998	Syag.g_02241	Prah.g_02576
OG0000999	Syag.g_02242	Prah.g_02577
OG0001000	Syag.g_02246	Prah.g_02580
OG0001001	Syag.g_02251	Prah.g_02584
OG0001002	Syag.g_02258	Prah.g_02591
OG0001003	Syag.g_02260	Prah.g_02593
OG0001004	Syag.g_02261	Prah.g_02594
OG0001005	Syag.g_02263	Prah.g_02596
OG0001006	Syag.g_02270	Prah.g_02602
OG0001007	Syag.g_02272	Prah.g_02604
OG0001008	Syag.g_00034	Prah.g_00231
OG0001009	Syag.g_02304	Prah.g_00033
OG0001010	Syag.g_02305	Prah.g_00034
OG0001011	Syag.g_02307	Prah.g_00036
OG0001012	Syag.g_02123	Prah.g_02488
OG0001013	Syag.g_02098	Prah.g_02466
OG0001014	Syag.g_02084	Prah.g_02454
OG0001015	Syag.g_02083	Prah.g_02453
OG0001016	Syag.g_01824	Prah.g_01843
OG0001017	Syag.g_01830	Prah.g_01849
OG0001018	Syag.g_01832	Prah.g_01851
OG0001019	Syag.g_01854	Prah.g_01867
OG0001020	Syag.g_01861	Prah.g_01873
OG0001021	Syag.g_01865	Prah.g_01877
OG0001022	Syag.g_01870	Prah.g_01882
OG0001023	Syag.g_01871	Prah.g_01883
OG0001024	Syag.g_01875	Prah.g_01887
OG0001025	Syag.g_01882	Prah.g_01894
OG0001026	Syag.g_01894	Prah.g_01908
OG0001027	Syag.g_01902	Prah.g_00195
OG0001028	Syag.g_01904	Prah.g_00193
OG0001029	Syag.g_01906	Prah.g_00191
OG0001030	Syag.g_01927	Prah.g_02257
OG0001031	Syag.g_02000	Prah.g_02336
OG0001032	Syag.g_02005	Prah.g_02339
OG0001033	Syag.g_02048	Prah.g_02372
OG0001034	Syag.g_01784	Prah.g_01779
OG0001035	Syag.g_02635	Prah.g_02099
OG0001036	Syag.g_02630	Prah.g_02103
OG0001037	Syag.g_02628	Prah.g_02105
OG0001038	Syag.g_02600	Prah.g_02132
OG0001039	Syag.g_02597	Prah.g_02135
OG0001040	Syag.g_02594	Prah.g_02138
OG0001041	Syag.g_02589	Prah.g_02143
OG0001042	Syag.g_02564	Prah.g_02168
OG0001043	Syag.g_02560	Prah.g_02170
OG0001044	Syag.g_02842	Prah.g_01941
OG0001045	Syag.g_02856	Prah.g_01929
OG0001046	Syag.g_00836	Prah.g_01661
OG0001047	Syag.g_00036	Prah.g_00233
OG0001048	Syag.g_00037	Prah.g_00234
OG0001049	Syag.g_00040	Prah.g_00237
OG0001050	Syag.g_00041	Prah.g_00238
OG0001051	Syag.g_00042	Prah.g_00239
OG0001052	Syag.g_01352	Prah.g_00308
OG0001053	Syag.g_01525	Prah.g_01563
OG0001054	Syag.g_01506	Prah.g_01545
OG0001055	Syag.g_01485	Prah.g_01524
OG0001056	Syag.g_01449	Prah.g_01496
OG0001057	Syag.g_01241	Prah.g_01482
OG0001058	Syag.g_00271	Prah.g_01468
OG0001059	Syag.g_00275	Prah.g_01464
OG0001060	Syag.g_00282	Prah.g_01458
OG0001061	Syag.g_00302	Prah.g_01440
OG0001062	Syag.g_00304	Prah.g_01438
OG0001063	Syag.g_00310	Prah.g_01434
OG0001064	Syag.g_00311	Prah.g_01433
OG0001065	Syag.g_00312	Prah.g_01432
OG0001066	Syag.g_00313	Prah.g_01431
OG0001067	Syag.g_00314	Prah.g_01430
OG0001068	Syag.g_00315	Prah.g_01429
OG0001069	Syag.g_00317	Prah.g_01428
OG0001070	Syag.g_00321	Prah.g_01424
OG0001071	Syag.g_00322	Prah.g_01423
OG0001072	Syag.g_00327	Prah.g_01418
OG0001073	Syag.g_00342	Prah.g_01399
OG0001074	Syag.g_00467	Prah.g_00532
OG0001075	Syag.g_00362	Prah.g_00531
OG0001076	Syag.g_00378	Prah.g_00523
OG0001077	Syag.g_00388	Prah.g_00513
OG0001078	Syag.g_00411	Prah.g_00500
OG0001079	Syag.g_00428	Prah.g_00482
OG0001080	Syag.g_00495	Prah.g_00472
OG0001081	Syag.g_00551	Prah.g_00465
OG0001082	Syag.g_00552	Prah.g_00464
OG0001083	Syag.g_00565	Prah.g_00456
OG0001084	Syag.g_00569	Prah.g_00455
OG0001085	Syag.g_00592	Prah.g_00444
OG0001086	Syag.g_00594	Prah.g_00442
OG0001087	Syag.g_01018	Prah.g_00968
OG0001088	Syag.g_01016	Prah.g_00972
OG0001089	Syag.g_00986	Prah.g_01025
OG0001090	Syag.g_00922	Prah.g_00886
OG0001091	Syag.g_00919	Prah.g_00884
OG0001092	Syag.g_00917	Prah.g_00882
OG0001093	Syag.g_00910	Prah.g_00878
OG0001094	Syag.g_00661	Prah.g_00673
OG0001095	Syag.g_00681	Prah.g_00654
OG0001096	Syag.g_00703	Prah.g_00637
OG0001097	Syag.g_00729	Prah.g_00593
OG0001098	Syag.g_00744	Prah.g_00743
OG0001099	Syag.g_01905	Prah.g_00192
OG0001101	Syag.g_00603	Prah.g_00739
OG0001102	Syag.g_00606	Prah.g_00736
OG0001103	Syag.g_00608	Prah.g_00734
OG0001104	Syag.g_00642	Prah.g_00684
OG0001105	Syag.g_00646	Prah.g_00689
OG0001106	Syag.g_00796	Prah.g_00784
OG0001107	Syag.g_00808	Prah.g_00794
OG0001108	Syag.g_00817	Prah.g_00801
OG0001109	Syag.g_00819	Prah.g_00803
OG0001110	Syag.g_00821	Prah.g_00806
OG0001111	Syag.g_00823	Prah.g_00808
OG0001112	Syag.g_00825	Prah.g_00810
OG0001113	Syag.g_00826	Prah.g_00811
OG0001114	Syag.g_00827	Prah.g_00812
OG0001115	Syag.g_00831	Prah.g_00814
OG0001116	Syag.g_00833	Prah.g_00815
OG0001117	Syag.g_00834	Prah.g_00816
OG0001118	Syag.g_00835	Prah.g_00817
OG0001119	Syag.g_00837	Prah.g_00818
OG0001120	Syag.g_00841	Prah.g_00821
OG0001122	Syag.g_00867	Prah.g_00849
OG0001123	Syag.g_00875	Prah.g_00856
OG0001124	Syag.g_00877	Prah.g_00858
OG0001125	Syag.g_00879	Prah.g_00860
OG0001126	Syag.g_00957	Prah.g_00903
OG0001127	Syag.g_00958	Prah.g_00904
OG0001128	Syag.g_00961	Prah.g_00907
OG0001129	Syag.g_00963	Prah.g_00908
OG0001130	Syag.g_00964	Prah.g_00909
OG0001131	Syag.g_00624	Prah.g_00893
OG0001132	Syag.g_00096	Prah.g_00539
OG0001133	Syag.g_00380	Prah.g_00521
OG0001134	Syag.g_02164	Prah.g_02524
OG0001135	Syag.g_00147	Prah.g_02526
OG0001136	Syag.g_01144	Prah.g_01324
OG0001137	Syag.g_01123	Prah.g_01305
OG0001138	Syag.g_01090	Prah.g_01253
OG0001139	Syag.g_01088	Prah.g_01251
OG0001140	Syag.g_01087	Prah.g_01250
OG0001141	Syag.g_01086	Prah.g_01249
OG0001142	Syag.g_01085	Prah.g_01248
OG0001143	Syag.g_01077	Prah.g_01264
OG0001144	Syag.g_01064	Prah.g_01273
OG0001145	Syag.g_01169	Prah.g_01353
OG0001146	Syag.g_01218	Prah.g_01369
OG0001147	Syag.g_01360	Prah.g_00323
OG0001148	Syag.g_01539	Prah.g_01577
OG0001149	Syag.g_01540	Prah.g_01578
OG0001150	Syag.g_01541	Prah.g_01579
OG0001151	Syag.g_01554	Prah.g_01591
OG0001152	Syag.g_01555	Prah.g_01592
