Orthogroup	Syag	Pram
OG0000583	Syag.g_00354	Pram.g_00547
OG0000584	Syag.g_00355	Pram.g_00548
OG0000585	Syag.g_00357	Pram.g_00550
OG0000586	Syag.g_00358	Pram.g_00551
OG0000587	Syag.g_00360	Pram.g_00552
OG0000588	Syag.g_00371	Pram.g_00556
OG0000589	Syag.g_00375	Pram.g_00559
OG0000590	Syag.g_00376	Pram.g_00560
OG0000591	Syag.g_00383	Pram.g_00564
OG0000592	Syag.g_00384	Pram.g_00565
OG0000593	Syag.g_00406	Pram.g_01078
OG0000594	Syag.g_00407	Pram.g_01077
OG0000595	Syag.g_00408	Pram.g_01076
OG0000596	Syag.g_00413	Pram.g_01073
OG0000597	Syag.g_00416	Pram.g_01070
OG0000598	Syag.g_00417	Pram.g_01069
OG0000599	Syag.g_00424	Pram.g_01066
OG0000600	Syag.g_00425	Pram.g_01065
OG0000601	Syag.g_00426	Pram.g_01064
OG0000602	Syag.g_00431	Pram.g_01062
OG0000603	Syag.g_00432	Pram.g_01061
OG0000604	Syag.g_00434	Pram.g_01060
OG0000605	Syag.g_00522	Pram.g_01059
OG0000606	Syag.g_00550	Pram.g_01056
OG0000607	Syag.g_00553	Pram.g_01053
OG0000608	Syag.g_00554	Pram.g_01052
OG0000609	Syag.g_00556	Pram.g_01051
OG0000610	Syag.g_00580	Pram.g_01045
OG0000611	Syag.g_00583	Pram.g_01042
OG0000612	Syag.g_00584	Pram.g_01041
OG0000613	Syag.g_02533	Pram.g_00763
OG0000614	Syag.g_01004	Pram.g_00784
OG0000615	Syag.g_00630	Pram.g_00795
OG0000616	Syag.g_02255	Pram.g_01927
OG0000617	Syag.g_00915	Pram.g_01024
OG0000618	Syag.g_00914	Pram.g_01023
OG0000619	Syag.g_00913	Pram.g_01022
OG0000620	Syag.g_00906	Pram.g_01019
OG0000621	Syag.g_00905	Pram.g_01018
OG0000622	Syag.g_00904	Pram.g_01017
OG0000623	Syag.g_00903	Pram.g_01016
OG0000624	Syag.g_00901	Pram.g_01014
OG0000625	Syag.g_00900	Pram.g_01013
OG0000626	Syag.g_00899	Pram.g_01012
OG0000627	Syag.g_00756	Pram.g_01011
OG0000628	Syag.g_00757	Pram.g_01010
OG0000629	Syag.g_00761	Pram.g_01008
OG0000630	Syag.g_00765	Pram.g_01005
OG0000631	Syag.g_00772	Pram.g_00913
OG0000632	Syag.g_00773	Pram.g_00914
OG0000633	Syag.g_00774	Pram.g_00915
OG0000634	Syag.g_00663	Pram.g_00805
OG0000635	Syag.g_00664	Pram.g_00806
OG0000636	Syag.g_00666	Pram.g_00808
OG0000637	Syag.g_00668	Pram.g_00810
OG0000638	Syag.g_00669	Pram.g_00811
OG0000639	Syag.g_00670	Pram.g_00812
OG0000640	Syag.g_00671	Pram.g_00813
OG0000641	Syag.g_00675	Pram.g_00817
OG0000642	Syag.g_00676	Pram.g_00818
OG0000643	Syag.g_00677	Pram.g_00819
OG0000644	Syag.g_00678	Pram.g_00820
OG0000645	Syag.g_00680	Pram.g_00821
OG0000646	Syag.g_00683	Pram.g_00823
OG0000647	Syag.g_00685	Pram.g_00825
OG0000648	Syag.g_00694	Pram.g_00827
OG0000649	Syag.g_00695	Pram.g_00828
OG0000650	Syag.g_00696	Pram.g_00829
OG0000651	Syag.g_00697	Pram.g_00830
OG0000652	Syag.g_00698	Pram.g_00831
OG0000653	Syag.g_00700	Pram.g_00833
OG0000654	Syag.g_00701	Pram.g_00834
OG0000655	Syag.g_00702	Pram.g_00835
OG0000656	Syag.g_00705	Pram.g_00838
OG0000657	Syag.g_00719	Pram.g_00845
OG0000658	Syag.g_00721	Pram.g_00847
OG0000659	Syag.g_00722	Pram.g_00848
OG0000660	Syag.g_00726	Pram.g_00852
OG0000661	Syag.g_00728	Pram.g_00854
OG0000662	Syag.g_00730	Pram.g_00857
OG0000663	Syag.g_00733	Pram.g_00859
OG0000664	Syag.g_00734	Pram.g_00860
OG0000665	Syag.g_00456	Pram.g_00866
OG0000666	Syag.g_00445	Pram.g_00867
OG0000667	Syag.g_00574	Pram.g_00872
OG0000668	Syag.g_00868	Pram.g_00713
OG0000669	Syag.g_00600	Pram.g_00724
OG0000670	Syag.g_00399	Pram.g_00727
OG0000671	Syag.g_00604	Pram.g_00729
OG0000672	Syag.g_00607	Pram.g_00732
OG0000673	Syag.g_00610	Pram.g_00735
OG0000674	Syag.g_00612	Pram.g_00737
OG0000675	Syag.g_00613	Pram.g_00738
OG0000676	Syag.g_00615	Pram.g_00740
OG0000677	Syag.g_00616	Pram.g_00741
OG0000678	Syag.g_00622	Pram.g_00743
OG0000679	Syag.g_00633	Pram.g_00747
OG0000680	Syag.g_00634	Pram.g_00748
OG0000681	Syag.g_00637	Pram.g_00751
OG0000682	Syag.g_00638	Pram.g_00752
OG0000683	Syag.g_00639	Pram.g_00753
OG0000684	Syag.g_00641	Pram.g_00754
OG0000685	Syag.g_00643	Pram.g_00756
OG0000686	Syag.g_00644	Pram.g_00757
OG0000687	Syag.g_00645	Pram.g_00758
OG0000688	Syag.g_00651	Pram.g_01036
OG0000689	Syag.g_00653	Pram.g_01035
OG0000690	Syag.g_00654	Pram.g_01034
OG0000691	Syag.g_00655	Pram.g_01033
OG0000692	Syag.g_00656	Pram.g_01031
OG0000693	Syag.g_00658	Pram.g_01030
OG0000694	Syag.g_00659	Pram.g_01029
OG0000695	Syag.g_00776	Pram.g_00917
OG0000696	Syag.g_00777	Pram.g_00918
OG0000697	Syag.g_00778	Pram.g_00919
OG0000698	Syag.g_00781	Pram.g_00922
OG0000699	Syag.g_00782	Pram.g_00923
OG0000700	Syag.g_00783	Pram.g_00924
OG0000701	Syag.g_00784	Pram.g_00925
OG0000702	Syag.g_00792	Pram.g_00927
OG0000703	Syag.g_00793	Pram.g_00928
OG0000704	Syag.g_00795	Pram.g_00930
OG0000705	Syag.g_00802	Pram.g_00936
OG0000706	Syag.g_00803	Pram.g_00937
OG0000707	Syag.g_00804	Pram.g_00938
OG0000708	Syag.g_00807	Pram.g_00940
OG0000709	Syag.g_00816	Pram.g_00944
OG0000710	Syag.g_00820	Pram.g_00947
OG0000711	Syag.g_00848	Pram.g_00963
OG0000712	Syag.g_00850	Pram.g_00964
OG0000713	Syag.g_00851	Pram.g_00965
OG0000714	Syag.g_00853	Pram.g_00966
OG0000715	Syag.g_00855	Pram.g_00968
OG0000716	Syag.g_00859	Pram.g_00970
OG0000717	Syag.g_00860	Pram.g_00971
OG0000718	Syag.g_00864	Pram.g_00973
OG0000719	Syag.g_00866	Pram.g_00975
OG0000720	Syag.g_00880	Pram.g_00986
OG0000721	Syag.g_00882	Pram.g_00990
OG0000722	Syag.g_00883	Pram.g_00991
OG0000723	Syag.g_00897	Pram.g_00995
OG0000724	Syag.g_00967	Pram.g_00893
OG0000725	Syag.g_00978	Pram.g_00887
OG0000726	Syag.g_00979	Pram.g_00886
OG0000727	Syag.g_00980	Pram.g_00885
OG0000728	Syag.g_00982	Pram.g_00883
OG0000729	Syag.g_02376	Pram.g_01208
OG0000730	Syag.g_02840	Pram.g_01182
OG0000731	Syag.g_02853	Pram.g_00335
OG0000733	Syag.g_00145	Pram.g_01547
OG0000734	Syag.g_01892	Pram.g_01156
OG0000735	Syag.g_01159	Pram.g_01154
OG0000736	Syag.g_01158	Pram.g_01153
OG0000737	Syag.g_01157	Pram.g_01152
OG0000738	Syag.g_01152	Pram.g_01148
OG0000739	Syag.g_01149	Pram.g_01147
OG0000740	Syag.g_01148	Pram.g_01146
OG0000741	Syag.g_01145	Pram.g_01144
OG0000742	Syag.g_01142	Pram.g_01141
OG0000743	Syag.g_01140	Pram.g_01139
OG0000744	Syag.g_01139	Pram.g_01137
OG0000745	Syag.g_01137	Pram.g_01136
OG0000746	Syag.g_01135	Pram.g_01134
OG0000747	Syag.g_01134	Pram.g_01133
OG0000748	Syag.g_01122	Pram.g_01129
OG0000749	Syag.g_01121	Pram.g_01128
OG0000750	Syag.g_01120	Pram.g_01127
OG0000751	Syag.g_01114	Pram.g_01124
OG0000752	Syag.g_01112	Pram.g_01122
OG0000753	Syag.g_01109	Pram.g_01119
OG0000754	Syag.g_01103	Pram.g_01117
OG0000755	Syag.g_01092	Pram.g_01111
OG0000756	Syag.g_01091	Pram.g_01110
OG0000757	Syag.g_01084	Pram.g_01103
OG0000758	Syag.g_01083	Pram.g_01102
OG0000759	Syag.g_01082	Pram.g_01101
OG0000760	Syag.g_01081	Pram.g_01100
OG0000761	Syag.g_01080	Pram.g_01099
OG0000762	Syag.g_01078	Pram.g_01098
OG0000763	Syag.g_01076	Pram.g_01096
OG0000764	Syag.g_01075	Pram.g_01095
OG0000765	Syag.g_01056	Pram.g_01087
OG0000766	Syag.g_01055	Pram.g_01086
OG0000767	Syag.g_01053	Pram.g_01084
OG0000768	Syag.g_01052	Pram.g_01083
OG0000769	Syag.g_01047	Pram.g_01081
OG0000770	Syag.g_01043	Pram.g_00570
OG0000771	Syag.g_00959	Pram.g_01254
OG0000772	Syag.g_02043	Pram.g_01569
OG0000773	Syag.g_01168	Pram.g_01221
OG0000774	Syag.g_01182	Pram.g_01223
OG0000775	Syag.g_01185	Pram.g_01225
OG0000776	Syag.g_01186	Pram.g_01226
OG0000777	Syag.g_01187	Pram.g_01227
OG0000778	Syag.g_01188	Pram.g_01228
OG0000779	Syag.g_01194	Pram.g_01232
OG0000780	Syag.g_01217	Pram.g_01233
OG0000781	Syag.g_01221	Pram.g_01236
OG0000782	Syag.g_01222	Pram.g_01237
OG0000783	Syag.g_01223	Pram.g_01238
OG0000784	Syag.g_01224	Pram.g_01239
OG0000785	Syag.g_01226	Pram.g_01241
OG0000786	Syag.g_01235	Pram.g_01244
OG0000787	Syag.g_01236	Pram.g_01245
OG0000788	Syag.g_00427	Pram.g_01271
OG0000789	Syag.g_00453	Pram.g_01281
OG0000790	Syag.g_01542	Pram.g_01463
OG0000791	Syag.g_01544	Pram.g_01461
OG0000792	Syag.g_01545	Pram.g_01460
OG0000793	Syag.g_01550	Pram.g_01456
OG0000794	Syag.g_01551	Pram.g_01455
OG0000795	Syag.g_01552	Pram.g_01454
OG0000796	Syag.g_01556	Pram.g_01450
OG0000797	Syag.g_01557	Pram.g_01449
OG0000798	Syag.g_02601	Pram.g_01444
OG0000799	Syag.g_01278	Pram.g_01398
OG0000800	Syag.g_01280	Pram.g_01397
OG0000801	Syag.g_01285	Pram.g_01396
OG0000802	Syag.g_01293	Pram.g_01394
OG0000803	Syag.g_01321	Pram.g_01392
OG0000804	Syag.g_01438	Pram.g_01391
OG0000805	Syag.g_01433	Pram.g_01389
OG0000806	Syag.g_01429	Pram.g_01387
OG0000807	Syag.g_01428	Pram.g_01386
OG0000808	Syag.g_01427	Pram.g_01385
OG0000809	Syag.g_01423	Pram.g_01383
OG0000810	Syag.g_01422	Pram.g_01382
OG0000811	Syag.g_01413	Pram.g_01375
OG0000812	Syag.g_01411	Pram.g_01373
OG0000813	Syag.g_01410	Pram.g_01372
OG0000814	Syag.g_01408	Pram.g_01370
OG0000815	Syag.g_01407	Pram.g_01369
OG0000816	Syag.g_01405	Pram.g_01367
OG0000817	Syag.g_01404	Pram.g_01366
OG0000818	Syag.g_01400	Pram.g_01361
OG0000819	Syag.g_01399	Pram.g_01360
OG0000820	Syag.g_01398	Pram.g_01359
OG0000821	Syag.g_01388	Pram.g_01355
OG0000822	Syag.g_01386	Pram.g_01354
OG0000823	Syag.g_01385	Pram.g_01353
OG0000824	Syag.g_01379	Pram.g_01350
OG0000825	Syag.g_01378	Pram.g_01349
OG0000826	Syag.g_01377	Pram.g_01348
OG0000827	Syag.g_01376	Pram.g_01347
OG0000828	Syag.g_01373	Pram.g_01344
OG0000829	Syag.g_01372	Pram.g_01343
OG0000830	Syag.g_01371	Pram.g_01342
OG0000831	Syag.g_01367	Pram.g_01340
OG0000832	Syag.g_01614	Pram.g_01330
OG0000833	Syag.g_01628	Pram.g_01321
OG0000834	Syag.g_01632	Pram.g_01320
OG0000835	Syag.g_01633	Pram.g_01319
OG0000836	Syag.g_01637	Pram.g_01318
OG0000837	Syag.g_01638	Pram.g_01317
OG0000838	Syag.g_01642	Pram.g_01314
OG0000839	Syag.g_01643	Pram.g_01313
OG0000840	Syag.g_01644	Pram.g_01312
OG0000841	Syag.g_01645	Pram.g_01311
OG0000842	Syag.g_01646	Pram.g_01310
OG0000843	Syag.g_01647	Pram.g_01309
OG0000844	Syag.g_01649	Pram.g_01308
OG0000845	Syag.g_01650	Pram.g_01307
OG0000846	Syag.g_01651	Pram.g_01306
OG0000847	Syag.g_01652	Pram.g_01305
OG0000848	Syag.g_01654	Pram.g_01304
OG0000849	Syag.g_01655	Pram.g_01303
OG0000850	Syag.g_01657	Pram.g_01301
OG0000851	Syag.g_01663	Pram.g_01300
OG0000852	Syag.g_01664	Pram.g_01299
OG0000853	Syag.g_01668	Pram.g_01294
OG0000854	Syag.g_01670	Pram.g_01292
OG0000855	Syag.g_01671	Pram.g_01291
OG0000856	Syag.g_00386	Pram.g_00567
OG0000857	Syag.g_00684	Pram.g_00824
OG0000858	Syag.g_01677	Pram.g_01625
OG0000859	Syag.g_01678	Pram.g_01626
OG0000860	Syag.g_01689	Pram.g_01634
OG0000861	Syag.g_01690	Pram.g_01635
OG0000862	Syag.g_01693	Pram.g_01636
OG0000863	Syag.g_01695	Pram.g_01638
OG0000864	Syag.g_01696	Pram.g_01639
OG0000865	Syag.g_01697	Pram.g_01640
OG0000866	Syag.g_01698	Pram.g_01641
OG0000867	Syag.g_01699	Pram.g_01642
OG0000868	Syag.g_01707	Pram.g_01644
OG0000869	Syag.g_01711	Pram.g_01647
OG0000870	Syag.g_01716	Pram.g_01652
OG0000871	Syag.g_01717	Pram.g_01653
OG0000872	Syag.g_01723	Pram.g_01654
OG0000873	Syag.g_01726	Pram.g_01657
OG0000874	Syag.g_01729	Pram.g_01660
OG0000875	Syag.g_01731	Pram.g_01662
OG0000876	Syag.g_01732	Pram.g_01663
OG0000877	Syag.g_01734	Pram.g_01665
OG0000878	Syag.g_01735	Pram.g_01666
OG0000879	Syag.g_02356	Pram.g_01667
OG0000880	Syag.g_01736	Pram.g_01668
OG0000881	Syag.g_01741	Pram.g_01672
OG0000882	Syag.g_01746	Pram.g_01677
OG0000883	Syag.g_01749	Pram.g_01679
OG0000884	Syag.g_01751	Pram.g_01681
OG0000885	Syag.g_01752	Pram.g_01682
OG0000886	Syag.g_01753	Pram.g_01683
OG0000887	Syag.g_01754	Pram.g_01684
OG0000888	Syag.g_01756	Pram.g_01686
OG0000889	Syag.g_01758	Pram.g_01688
OG0000890	Syag.g_01761	Pram.g_01689
OG0000891	Syag.g_01762	Pram.g_01690
OG0000892	Syag.g_01765	Pram.g_01691
OG0000893	Syag.g_02688	Pram.g_01695
OG0000894	Syag.g_02691	Pram.g_01698
OG0000895	Syag.g_02695	Pram.g_01702
OG0000896	Syag.g_02696	Pram.g_01703
OG0000897	Syag.g_02699	Pram.g_01705
OG0000898	Syag.g_02700	Pram.g_01706
OG0000899	Syag.g_02701	Pram.g_01707
OG0000900	Syag.g_02702	Pram.g_01708
OG0000901	Syag.g_02707	Pram.g_01711
OG0000902	Syag.g_02709	Pram.g_01713
OG0000903	Syag.g_02724	Pram.g_01717
OG0000904	Syag.g_02718	Pram.g_01722
OG0000905	Syag.g_02714	Pram.g_01715
OG0000906	Syag.g_02711	Pram.g_01714
OG0000907	Syag.g_02727	Pram.g_01727
OG0000908	Syag.g_02730	Pram.g_01730
OG0000909	Syag.g_02731	Pram.g_01731
OG0000910	Syag.g_02732	Pram.g_01732
OG0000911	Syag.g_02734	Pram.g_01734
OG0000912	Syag.g_02735	Pram.g_01735
OG0000913	Syag.g_02736	Pram.g_01736
OG0000914	Syag.g_02737	Pram.g_01737
OG0000915	Syag.g_02739	Pram.g_01738
OG0000916	Syag.g_02740	Pram.g_01739
OG0000917	Syag.g_02741	Pram.g_01740
OG0000918	Syag.g_02742	Pram.g_01741
OG0000919	Syag.g_02743	Pram.g_01742
OG0000920	Syag.g_02744	Pram.g_01743
OG0000921	Syag.g_02745	Pram.g_01744
OG0000922	Syag.g_02746	Pram.g_01745
OG0000923	Syag.g_02750	Pram.g_01749
OG0000924	Syag.g_02751	Pram.g_01750
OG0000925	Syag.g_02752	Pram.g_01751
OG0000926	Syag.g_02753	Pram.g_01752
OG0000927	Syag.g_02755	Pram.g_01754
OG0000928	Syag.g_02756	Pram.g_01755
OG0000929	Syag.g_02757	Pram.g_01756
OG0000930	Syag.g_02758	Pram.g_01757
OG0000931	Syag.g_02759	Pram.g_01758
OG0000932	Syag.g_02760	Pram.g_01759
OG0000933	Syag.g_02766	Pram.g_01763
OG0000934	Syag.g_02768	Pram.g_01765
OG0000935	Syag.g_02769	Pram.g_01766
OG0000936	Syag.g_02770	Pram.g_01767
OG0000937	Syag.g_02771	Pram.g_01768
OG0000938	Syag.g_02774	Pram.g_01771
OG0000939	Syag.g_02775	Pram.g_01772
OG0000940	Syag.g_02783	Pram.g_01779
OG0000941	Syag.g_02785	Pram.g_01781
OG0000942	Syag.g_02787	Pram.g_01783
OG0000943	Syag.g_02788	Pram.g_01784
OG0000944	Syag.g_02790	Pram.g_01786
OG0000945	Syag.g_02792	Pram.g_01787
OG0000946	Syag.g_02797	Pram.g_01793
OG0000947	Syag.g_02801	Pram.g_01795
OG0000948	Syag.g_02802	Pram.g_01796
OG0000949	Syag.g_02449	Pram.g_01799
OG0000950	Syag.g_02436	Pram.g_01806
OG0000951	Syag.g_02431	Pram.g_01810
OG0000952	Syag.g_02423	Pram.g_01814
OG0000953	Syag.g_02415	Pram.g_01818
OG0000954	Syag.g_02409	Pram.g_01822
OG0000955	Syag.g_02408	Pram.g_01823
OG0000956	Syag.g_02406	Pram.g_01825
OG0000957	Syag.g_02395	Pram.g_01831
OG0000958	Syag.g_02394	Pram.g_01832
OG0000959	Syag.g_02389	Pram.g_01836
OG0000960	Syag.g_02388	Pram.g_01837
OG0000961	Syag.g_02379	Pram.g_01840
OG0000962	Syag.g_02377	Pram.g_01842
OG0000963	Syag.g_02372	Pram.g_01846
OG0000964	Syag.g_02371	Pram.g_01847
OG0000965	Syag.g_02370	Pram.g_01848
OG0000966	Syag.g_02362	Pram.g_01854
OG0000967	Syag.g_02358	Pram.g_01858
OG0000968	Syag.g_02355	Pram.g_01860
OG0000969	Syag.g_02354	Pram.g_01861
OG0000970	Syag.g_02353	Pram.g_01862
OG0000971	Syag.g_02348	Pram.g_01863
OG0000972	Syag.g_02347	Pram.g_01864
OG0000973	Syag.g_02346	Pram.g_01865
OG0000974	Syag.g_02345	Pram.g_01866
OG0000975	Syag.g_02344	Pram.g_01867
OG0000976	Syag.g_02343	Pram.g_01868
OG0000977	Syag.g_02340	Pram.g_01869
OG0000978	Syag.g_02338	Pram.g_01870
OG0000979	Syag.g_02335	Pram.g_01873
OG0000980	Syag.g_02332	Pram.g_01875
OG0000981	Syag.g_02329	Pram.g_01878
OG0000982	Syag.g_02127	Pram.g_01880
OG0000983	Syag.g_02128	Pram.g_01881
OG0000984	Syag.g_02129	Pram.g_01882
OG0000985	Syag.g_02133	Pram.g_01885
OG0000986	Syag.g_02138	Pram.g_01887
OG0000987	Syag.g_02140	Pram.g_01888
OG0000988	Syag.g_02145	Pram.g_01891
OG0000989	Syag.g_02156	Pram.g_01895
OG0000990	Syag.g_02169	Pram.g_01900
OG0000991	Syag.g_02174	Pram.g_01901
OG0000992	Syag.g_02177	Pram.g_01904
OG0000993	Syag.g_02178	Pram.g_01905
OG0000994	Syag.g_02181	Pram.g_01906
OG0000995	Syag.g_02187	Pram.g_01910
OG0000996	Syag.g_02229	Pram.g_01911
OG0000997	Syag.g_02239	Pram.g_01913
OG0000998	Syag.g_02241	Pram.g_01915
OG0000999	Syag.g_02242	Pram.g_01916
OG0001000	Syag.g_02246	Pram.g_01919
OG0001001	Syag.g_02251	Pram.g_01924
OG0001002	Syag.g_02258	Pram.g_01929
OG0001003	Syag.g_02260	Pram.g_01930
OG0001004	Syag.g_02261	Pram.g_01931
OG0001005	Syag.g_02263	Pram.g_01932
OG0001006	Syag.g_02270	Pram.g_01936
OG0001007	Syag.g_02272	Pram.g_01938
OG0001008	Syag.g_00034	Pram.g_00372
OG0001009	Syag.g_02304	Pram.g_00014
OG0001010	Syag.g_02305	Pram.g_00015
OG0001011	Syag.g_02307	Pram.g_00016
OG0001012	Syag.g_02123	Pram.g_00028
OG0001013	Syag.g_02098	Pram.g_00035
OG0001014	Syag.g_02084	Pram.g_00038
OG0001015	Syag.g_02083	Pram.g_00039
OG0001016	Syag.g_01824	Pram.g_00058
OG0001017	Syag.g_01830	Pram.g_00062
OG0001018	Syag.g_01832	Pram.g_00064
OG0001019	Syag.g_01854	Pram.g_00073
OG0001020	Syag.g_01861	Pram.g_00074
OG0001021	Syag.g_01865	Pram.g_00075
OG0001022	Syag.g_01870	Pram.g_00078
OG0001023	Syag.g_01871	Pram.g_00079
OG0001024	Syag.g_01875	Pram.g_00082
OG0001025	Syag.g_01882	Pram.g_00089
OG0001026	Syag.g_01894	Pram.g_00097
OG0001027	Syag.g_01902	Pram.g_00098
OG0001028	Syag.g_01904	Pram.g_00100
OG0001029	Syag.g_01906	Pram.g_00101
OG0001030	Syag.g_01927	Pram.g_00117
OG0001031	Syag.g_02000	Pram.g_00171
OG0001032	Syag.g_02005	Pram.g_00172
OG0001033	Syag.g_02048	Pram.g_00193
OG0001034	Syag.g_01784	Pram.g_00223
OG0001035	Syag.g_02635	Pram.g_00243
OG0001036	Syag.g_02630	Pram.g_00247
OG0001037	Syag.g_02628	Pram.g_00248
OG0001038	Syag.g_02600	Pram.g_00266
OG0001039	Syag.g_02597	Pram.g_00269
OG0001040	Syag.g_02594	Pram.g_00271
OG0001041	Syag.g_02589	Pram.g_00276
OG0001042	Syag.g_02564	Pram.g_00293
OG0001043	Syag.g_02560	Pram.g_00294
OG0001044	Syag.g_02842	Pram.g_00327
OG0001045	Syag.g_02856	Pram.g_00337
OG0001046	Syag.g_00836	Pram.g_01537
OG0001047	Syag.g_00036	Pram.g_00374
OG0001048	Syag.g_00037	Pram.g_00375
OG0001049	Syag.g_00040	Pram.g_00377
OG0001050	Syag.g_00041	Pram.g_00378
OG0001051	Syag.g_00042	Pram.g_00379
OG0001052	Syag.g_01352	Pram.g_00407
OG0001053	Syag.g_01525	Pram.g_00419
OG0001054	Syag.g_01506	Pram.g_00434
OG0001055	Syag.g_01485	Pram.g_00454
OG0001056	Syag.g_01449	Pram.g_00474
OG0001057	Syag.g_01241	Pram.g_00478
OG0001058	Syag.g_00271	Pram.g_00486
OG0001059	Syag.g_00275	Pram.g_00490
OG0001060	Syag.g_00282	Pram.g_00497
OG0001061	Syag.g_00302	Pram.g_00512
OG0001062	Syag.g_00304	Pram.g_00514
OG0001063	Syag.g_00310	Pram.g_00516
OG0001064	Syag.g_00311	Pram.g_00517
OG0001065	Syag.g_00312	Pram.g_00518
OG0001066	Syag.g_00313	Pram.g_00519
OG0001067	Syag.g_00314	Pram.g_00520
OG0001068	Syag.g_00315	Pram.g_00521
OG0001069	Syag.g_00317	Pram.g_00522
OG0001070	Syag.g_00321	Pram.g_00524
OG0001071	Syag.g_00322	Pram.g_00525
OG0001072	Syag.g_00327	Pram.g_00527
OG0001073	Syag.g_00342	Pram.g_00541
OG0001074	Syag.g_00467	Pram.g_00553
OG0001075	Syag.g_00362	Pram.g_00554
OG0001076	Syag.g_00378	Pram.g_00562
OG0001077	Syag.g_00388	Pram.g_00568
OG0001078	Syag.g_00411	Pram.g_01074
OG0001079	Syag.g_00428	Pram.g_01063
OG0001080	Syag.g_00495	Pram.g_01057
OG0001081	Syag.g_00551	Pram.g_01055
OG0001082	Syag.g_00552	Pram.g_01054
OG0001083	Syag.g_00565	Pram.g_01049
OG0001084	Syag.g_00569	Pram.g_01048
OG0001085	Syag.g_00592	Pram.g_00760
OG0001086	Syag.g_00594	Pram.g_00761
OG0001087	Syag.g_01018	Pram.g_00779
OG0001088	Syag.g_01016	Pram.g_00780
OG0001089	Syag.g_00986	Pram.g_00791
OG0001090	Syag.g_00922	Pram.g_00802
OG0001091	Syag.g_00919	Pram.g_01027
OG0001092	Syag.g_00917	Pram.g_01026
OG0001093	Syag.g_00910	Pram.g_01021
OG0001094	Syag.g_00661	Pram.g_01028
OG0001095	Syag.g_00681	Pram.g_00822
OG0001096	Syag.g_00703	Pram.g_00836
OG0001097	Syag.g_00729	Pram.g_00855
OG0001098	Syag.g_00744	Pram.g_00876
OG0001099	Syag.g_01905	Pram.g_00717
OG0001101	Syag.g_00603	Pram.g_00728
OG0001102	Syag.g_00606	Pram.g_00731
OG0001103	Syag.g_00608	Pram.g_00733
OG0001104	Syag.g_00642	Pram.g_00755
OG0001105	Syag.g_00646	Pram.g_00759
OG0001106	Syag.g_00796	Pram.g_00931
OG0001107	Syag.g_00808	Pram.g_00941
OG0001108	Syag.g_00817	Pram.g_00945
OG0001109	Syag.g_00819	Pram.g_00946
OG0001110	Syag.g_00821	Pram.g_00948
OG0001111	Syag.g_00823	Pram.g_00949
OG0001112	Syag.g_00825	Pram.g_00950
OG0001113	Syag.g_00826	Pram.g_00951
OG0001114	Syag.g_00827	Pram.g_00952
OG0001115	Syag.g_00831	Pram.g_00954
OG0001116	Syag.g_00833	Pram.g_00955
OG0001117	Syag.g_00834	Pram.g_00956
OG0001118	Syag.g_00835	Pram.g_00957
OG0001119	Syag.g_00837	Pram.g_00958
OG0001120	Syag.g_00841	Pram.g_00959
OG0001122	Syag.g_00867	Pram.g_00976
OG0001123	Syag.g_00875	Pram.g_00981
OG0001124	Syag.g_00877	Pram.g_00983
OG0001125	Syag.g_00879	Pram.g_00985
OG0001126	Syag.g_00957	Pram.g_00899
OG0001127	Syag.g_00958	Pram.g_00898
OG0001128	Syag.g_00961	Pram.g_00896
OG0001129	Syag.g_00963	Pram.g_00895
OG0001130	Syag.g_00964	Pram.g_00894
OG0001131	Syag.g_00624	Pram.g_00356
OG0001132	Syag.g_00096	Pram.g_00683
OG0001133	Syag.g_00380	Pram.g_01469
OG0001134	Syag.g_02164	Pram.g_01546
OG0001135	Syag.g_00147	Pram.g_01549
OG0001136	Syag.g_01144	Pram.g_01143
OG0001137	Syag.g_01123	Pram.g_01130
OG0001138	Syag.g_01090	Pram.g_01109
OG0001139	Syag.g_01088	Pram.g_01107
OG0001140	Syag.g_01087	Pram.g_01106
OG0001141	Syag.g_01086	Pram.g_01105
OG0001142	Syag.g_01085	Pram.g_01104
OG0001143	Syag.g_01077	Pram.g_01097
OG0001144	Syag.g_01064	Pram.g_01092
OG0001145	Syag.g_01169	Pram.g_01222
OG0001146	Syag.g_01218	Pram.g_01234
OG0001147	Syag.g_01360	Pram.g_01475
OG0001148	Syag.g_01539	Pram.g_01466
OG0001149	Syag.g_01540	Pram.g_01465
OG0001150	Syag.g_01541	Pram.g_01464
OG0001151	Syag.g_01554	Pram.g_01452
OG0001152	Syag.g_01555	Pram.g_01451
OG0001153	Syag.g_01375	Pram.g_01346
OG0001154	Syag.g_01374	Pram.g_01345
OG0001155	Syag.g_01616	Pram.g_01328
OG0001156	Syag.g_01619	Pram.g_01325
OG0001157	Syag.g_01620	Pram.g_01324
OG0001158	Syag.g_01621	Pram.g_01323
OG0001159	Syag.g_01622, Syag.g_01625	Pram.g_01322
OG0001160	Syag.g_01666	Pram.g_01296
OG0001161	Syag.g_02163	Pram.g_01577
OG0001162	Syag.g_01238	Pram.g_01590
OG0001163	Syag.g_01674	Pram.g_01624
OG0001164	Syag.g_01680	Pram.g_01627
OG0001165	Syag.g_01685	Pram.g_01630
OG0001166	Syag.g_01715	Pram.g_01651
OG0001167	Syag.g_02383	Pram.g_01669
