Orthogroup	Prah	Praz
OG0000591	Prah.g_00518	Praz.g_01705
OG0000592	Prah.g_00517	Praz.g_01704
OG0000593	Prah.g_00505	Praz.g_01698
OG0000594	Prah.g_00504	Praz.g_01697
OG0000595	Prah.g_00503	Praz.g_01696
OG0000596	Prah.g_00498	Praz.g_01692
OG0000597	Prah.g_00495	Praz.g_01690
OG0000598	Prah.g_00494	Praz.g_01689
OG0000599	Prah.g_00485	Praz.g_01686
OG0000600	Prah.g_00484	Praz.g_01685
OG0000601	Prah.g_00483	Praz.g_01684
OG0000602	Prah.g_00478	Praz.g_01682
OG0000603	Prah.g_00477	Praz.g_01681
OG0000604	Prah.g_00476	Praz.g_01680
OG0000605	Prah.g_00474	Praz.g_01679
OG0000606	Prah.g_00466	Praz.g_01676
OG0000607	Prah.g_00463	Praz.g_01673
OG0000608	Prah.g_00462	Praz.g_01672
OG0000609	Prah.g_00460	Praz.g_01671
OG0000610	Prah.g_00452	Praz.g_01666
OG0000611	Prah.g_00449	Praz.g_01663
OG0000612	Prah.g_00448	Praz.g_01662
OG0000613	Prah.g_02193	Praz.g_01657
OG0000614	Prah.g_00985	Praz.g_01638
OG0000615	Prah.g_00706	Praz.g_01630
OG0000616	Prah.g_02588	Praz.g_01626
OG0000617	Prah.g_00881	Praz.g_01601
OG0000618	Prah.g_00880	Praz.g_01600
OG0000619	Prah.g_00879	Praz.g_01599
OG0000620	Prah.g_00875	Praz.g_01596
OG0000621	Prah.g_00874	Praz.g_01595
OG0000622	Prah.g_00873	Praz.g_01594
OG0000623	Prah.g_00872	Praz.g_01593
OG0000624	Prah.g_00871	Praz.g_01592
OG0000625	Prah.g_00870	Praz.g_01591
OG0000626	Prah.g_00869	Praz.g_01590
OG0000627	Prah.g_00746	Praz.g_01589
OG0000628	Prah.g_00747	Praz.g_01588
OG0000629	Prah.g_00750	Praz.g_01587
OG0000630	Prah.g_00754	Praz.g_01584
OG0000631	Prah.g_00758	Praz.g_01521
OG0000632	Prah.g_00759	Praz.g_01520
OG0000633	Prah.g_00760	Praz.g_01519
OG0000634	Prah.g_00671	Praz.g_01516
OG0000635	Prah.g_00670	Praz.g_01515
OG0000636	Prah.g_00668	Praz.g_01513
OG0000637	Prah.g_00666	Praz.g_01511
OG0000638	Prah.g_00665	Praz.g_01510
OG0000639	Prah.g_00664	Praz.g_01509
OG0000640	Prah.g_00663	Praz.g_01508
OG0000641	Prah.g_00659	Praz.g_01504
OG0000642	Prah.g_00658	Praz.g_01503
OG0000643	Prah.g_00657	Praz.g_01502
OG0000644	Prah.g_00656	Praz.g_01501
OG0000645	Prah.g_00655	Praz.g_01500
OG0000646	Prah.g_00652	Praz.g_01498
OG0000647	Prah.g_00650	Praz.g_01497
OG0000648	Prah.g_00648	Praz.g_01495
OG0000649	Prah.g_00647	Praz.g_01494
OG0000650	Prah.g_00646	Praz.g_01493
OG0000651	Prah.g_00645	Praz.g_01492
OG0000652	Prah.g_00644	Praz.g_01491
OG0000653	Prah.g_00640	Praz.g_01489
OG0000654	Prah.g_00639	Praz.g_01488
OG0000655	Prah.g_00638	Praz.g_01487
OG0000656	Prah.g_00635	Praz.g_01484
OG0000657	Prah.g_00603	Praz.g_01476
OG0000658	Prah.g_00601	Praz.g_01475
OG0000659	Prah.g_00600	Praz.g_01474
OG0000660	Prah.g_00596	Praz.g_01470
OG0000661	Prah.g_00594	Praz.g_01468
OG0000662	Prah.g_00592	Praz.g_01466
OG0000663	Prah.g_00589	Praz.g_01464
OG0000664	Prah.g_00588	Praz.g_01463
OG0000665	Prah.g_00574	Praz.g_01459
OG0000666	Prah.g_00572	Praz.g_01458
OG0000667	Prah.g_00564	Praz.g_01454
OG0000668	Prah.g_00850	Praz.g_01424
OG0000669	Prah.g_00558	Praz.g_01417
OG0000670	Prah.g_01212	Praz.g_01415
OG0000671	Prah.g_00738	Praz.g_01413
OG0000672	Prah.g_00735	Praz.g_01410
OG0000673	Prah.g_00732	Praz.g_01407
OG0000674	Prah.g_00730	Praz.g_01405
OG0000675	Prah.g_00729	Praz.g_01404
OG0000676	Prah.g_00726	Praz.g_01402
OG0000677	Prah.g_00724	Praz.g_01401
OG0000678	Prah.g_00721	Praz.g_01399
OG0000679	Prah.g_00702	Praz.g_01395
OG0000680	Prah.g_00701	Praz.g_01394
OG0000681	Prah.g_00699	Praz.g_01392
OG0000682	Prah.g_00698	Praz.g_01391
OG0000683	Prah.g_00697	Praz.g_01390
OG0000684	Prah.g_00683	Praz.g_01388
OG0000685	Prah.g_00685	Praz.g_01386
OG0000686	Prah.g_00686	Praz.g_01385
OG0000687	Prah.g_00687	Praz.g_01384
OG0000688	Prah.g_00681	Praz.g_01381
OG0000689	Prah.g_00680	Praz.g_01380
OG0000690	Prah.g_00679	Praz.g_01379
OG0000691	Prah.g_00678	Praz.g_01378
OG0000692	Prah.g_00677	Praz.g_01376
OG0000693	Prah.g_00675	Praz.g_01375
OG0000694	Prah.g_00674	Praz.g_01374
OG0000695	Prah.g_00762	Praz.g_01372
OG0000696	Prah.g_00763	Praz.g_01371
OG0000697	Prah.g_00765	Praz.g_01370
OG0000698	Prah.g_00768	Praz.g_01367
OG0000699	Prah.g_00770	Praz.g_01366
OG0000700	Prah.g_00771	Praz.g_01365
OG0000701	Prah.g_00772	Praz.g_01364
OG0000702	Prah.g_00780	Praz.g_01362
OG0000703	Prah.g_00781	Praz.g_01361
OG0000704	Prah.g_00783	Praz.g_01360
OG0000705	Prah.g_00789	Praz.g_01356
OG0000706	Prah.g_00790	Praz.g_01355
OG0000707	Prah.g_00791	Praz.g_01354
OG0000708	Prah.g_00793	Praz.g_01353
OG0000709	Prah.g_00800	Praz.g_01349
OG0000710	Prah.g_00805	Praz.g_01346
OG0000711	Prah.g_00828	Praz.g_01329
OG0000712	Prah.g_00829	Praz.g_01327
OG0000713	Prah.g_00830	Praz.g_01326
OG0000714	Prah.g_00833	Praz.g_01325
OG0000715	Prah.g_00835	Praz.g_01323
OG0000716	Prah.g_00839	Praz.g_01321
OG0000717	Prah.g_00840	Praz.g_01320
OG0000718	Prah.g_00846	Praz.g_01308
OG0000719	Prah.g_00848	Praz.g_01306
OG0000720	Prah.g_00861	Praz.g_01297
OG0000721	Prah.g_00862	Praz.g_01294
OG0000722	Prah.g_00863	Praz.g_01293
OG0000723	Prah.g_00867	Praz.g_01290
OG0000724	Prah.g_00910	Praz.g_01281
OG0000725	Prah.g_00919	Praz.g_00067
OG0000726	Prah.g_00920	Praz.g_00068
OG0000727	Prah.g_00921	Praz.g_00069
OG0000728	Prah.g_00922	Praz.g_00071
OG0000729	Prah.g_00133	Praz.g_00116
OG0000730	Prah.g_01942	Praz.g_00060
OG0000731	Prah.g_01932	Praz.g_00056
OG0000732	Prah.g_00054	Praz.g_00046
OG0000733	Prah.g_02532	Praz.g_00024
OG0000734	Prah.g_01905	Praz.g_00007
OG0000735	Prah.g_01340	Praz.g_00005
OG0000736	Prah.g_01339	Praz.g_00004
OG0000737	Prah.g_01338	Praz.g_00003
OG0000738	Prah.g_01331	Praz.g_00762
OG0000739	Prah.g_01329	Praz.g_00761
OG0000740	Prah.g_01328	Praz.g_00760
OG0000741	Prah.g_01325	Praz.g_00759
OG0000742	Prah.g_01323	Praz.g_00756
OG0000743	Prah.g_01321	Praz.g_00754
OG0000744	Prah.g_01320	Praz.g_00753
OG0000745	Prah.g_01318	Praz.g_00751
OG0000746	Prah.g_01316	Praz.g_00749
OG0000747	Prah.g_01315	Praz.g_00748
OG0000748	Prah.g_01304	Praz.g_00745
OG0000749	Prah.g_01303	Praz.g_00744
OG0000750	Prah.g_01302	Praz.g_00743
OG0000751	Prah.g_01297	Praz.g_00741
OG0000752	Prah.g_01295	Praz.g_00739
OG0000753	Prah.g_01292	Praz.g_00736
OG0000754	Prah.g_01262	Praz.g_00733
OG0000755	Prah.g_01255	Praz.g_00730
OG0000756	Prah.g_01254	Praz.g_00729
OG0000757	Prah.g_01247	Praz.g_00723
OG0000758	Prah.g_01246	Praz.g_00722
OG0000759	Prah.g_01245	Praz.g_00721
OG0000760	Prah.g_01244	Praz.g_00720
OG0000761	Prah.g_01243	Praz.g_00719
OG0000762	Prah.g_01263	Praz.g_00718
OG0000763	Prah.g_01265	Praz.g_00716
OG0000764	Prah.g_01266	Praz.g_00715
OG0000765	Prah.g_01282	Praz.g_00706
OG0000766	Prah.g_01283	Praz.g_00705
OG0000767	Prah.g_01285	Praz.g_00703
OG0000768	Prah.g_01286	Praz.g_00702
OG0000769	Prah.g_01290	Praz.g_00700
OG0000770	Prah.g_01239	Praz.g_00698
OG0000771	Prah.g_00905	Praz.g_01936
OG0000772	Prah.g_01610	Praz.g_01205
OG0000773	Prah.g_01351	Praz.g_01189
OG0000774	Prah.g_01355	Praz.g_01187
OG0000775	Prah.g_01357	Praz.g_01185
OG0000776	Prah.g_01358	Praz.g_01184
OG0000777	Prah.g_01359	Praz.g_01183
OG0000778	Prah.g_01360	Praz.g_01182
OG0000779	Prah.g_01365	Praz.g_01178
OG0000780	Prah.g_01368	Praz.g_01177
OG0000781	Prah.g_01372	Praz.g_01174
OG0000782	Prah.g_01373	Praz.g_01173
OG0000783	Prah.g_01374	Praz.g_01172
OG0000784	Prah.g_01375	Praz.g_01171
OG0000785	Prah.g_01377	Praz.g_01169
OG0000786	Prah.g_01380	Praz.g_01167
OG0000787	Prah.g_01381	Praz.g_01166
OG0000788	Prah.g_00224	Praz.g_01152
OG0000789	Prah.g_01183	Praz.g_01149
OG0000790	Prah.g_01580	Praz.g_01134
OG0000791	Prah.g_01582	Praz.g_01132
OG0000792	Prah.g_01583	Praz.g_01131
OG0000793	Prah.g_01587	Praz.g_01128
OG0000794	Prah.g_01588	Praz.g_01127
OG0000795	Prah.g_01589	Praz.g_01126
OG0000796	Prah.g_01593	Praz.g_01122
OG0000797	Prah.g_01594	Praz.g_01121
OG0000799	Prah.g_00435	Praz.g_01059
OG0000800	Prah.g_00434	Praz.g_01058
OG0000801	Prah.g_00433	Praz.g_01057
OG0000802	Prah.g_00427	Praz.g_01055
OG0000803	Prah.g_00423	Praz.g_01053
OG0000804	Prah.g_00421	Praz.g_01052
OG0000805	Prah.g_00419	Praz.g_01050
OG0000806	Prah.g_00417	Praz.g_01048
OG0000807	Prah.g_00415	Praz.g_01047
OG0000808	Prah.g_00414	Praz.g_01046
OG0000809	Prah.g_00410	Praz.g_01043
OG0000810	Prah.g_00409	Praz.g_01042
OG0000811	Prah.g_00403	Praz.g_01038
OG0000812	Prah.g_00401	Praz.g_01036
OG0000813	Prah.g_00400	Praz.g_01035
OG0000814	Prah.g_00398	Praz.g_01033
OG0000815	Prah.g_00397	Praz.g_01032
OG0000816	Prah.g_00395	Praz.g_01030
OG0000817	Prah.g_00394	Praz.g_01029
OG0000818	Prah.g_00386	Praz.g_01024
OG0000819	Prah.g_00385	Praz.g_01023
OG0000820	Prah.g_00384	Praz.g_01022
OG0000821	Prah.g_00379	Praz.g_01018
OG0000822	Prah.g_00376	Praz.g_01017
OG0000823	Prah.g_00374	Praz.g_01016
OG0000824	Prah.g_00370	Praz.g_01013
OG0000825	Prah.g_00369	Praz.g_01012
OG0000826	Prah.g_00368	Praz.g_01011
OG0000827	Prah.g_00367	Praz.g_01010
OG0000828	Prah.g_00364	Praz.g_01007
OG0000829	Prah.g_00363	Praz.g_01006
OG0000830	Prah.g_00362	Praz.g_01005
OG0000831	Prah.g_00360	Praz.g_01003
OG0000832	Prah.g_01615	Praz.g_00997
OG0000833	Prah.g_01623	Praz.g_00989
OG0000834	Prah.g_01624	Praz.g_00988
OG0000835	Prah.g_01625	Praz.g_00987
OG0000836	Prah.g_01627	Praz.g_00986
OG0000837	Prah.g_01628	Praz.g_00985
OG0000838	Prah.g_01632	Praz.g_00983
OG0000839	Prah.g_01633	Praz.g_00982
OG0000840	Prah.g_01634	Praz.g_00981
OG0000841	Prah.g_01635	Praz.g_00980
OG0000842	Prah.g_01636	Praz.g_00979
OG0000843	Prah.g_01637	Praz.g_00978
OG0000844	Prah.g_01639	Praz.g_00977
OG0000845	Prah.g_01640	Praz.g_00976
OG0000846	Prah.g_01641	Praz.g_00975
OG0000847	Prah.g_01642	Praz.g_00974
OG0000848	Prah.g_01643	Praz.g_00973
OG0000849	Prah.g_01644	Praz.g_00972
OG0000850	Prah.g_01645	Praz.g_00970
OG0000851	Prah.g_01648	Praz.g_00969
OG0000852	Prah.g_01649	Praz.g_00968
OG0000853	Prah.g_01653	Praz.g_00964
OG0000854	Prah.g_01655	Praz.g_00962
OG0000855	Prah.g_01656	Praz.g_00961
OG0000856	Prah.g_00515	Praz.g_00946
OG0000857	Prah.g_00651	Praz.g_00918
OG0000858	Prah.g_01667	Praz.g_00883
OG0000859	Prah.g_01668	Praz.g_00882
OG0000860	Prah.g_01678	Praz.g_00875
OG0000861	Prah.g_01679	Praz.g_00874
OG0000862	Prah.g_01681	Praz.g_00873
OG0000863	Prah.g_01685	Praz.g_00871
OG0000864	Prah.g_01687	Praz.g_00870
OG0000865	Prah.g_01688	Praz.g_00869
OG0000866	Prah.g_01689	Praz.g_00868
OG0000867	Prah.g_01690	Praz.g_00867
OG0000868	Prah.g_01692	Praz.g_00866
OG0000869	Prah.g_01695	Praz.g_00862
OG0000870	Prah.g_01700	Praz.g_00857
OG0000871	Prah.g_01701	Praz.g_00856
OG0000872	Prah.g_01703	Praz.g_00855
OG0000873	Prah.g_01707	Praz.g_00852
OG0000874	Prah.g_01711	Praz.g_00849
OG0000875	Prah.g_01713	Praz.g_00848
OG0000876	Prah.g_01714	Praz.g_00847
OG0000877	Prah.g_01717	Praz.g_00845
OG0000878	Prah.g_01718	Praz.g_00844
OG0000879	Prah.g_01719	Praz.g_00843
OG0000880	Prah.g_01720	Praz.g_00842
OG0000881	Prah.g_01728	Praz.g_00838
OG0000882	Prah.g_01733	Praz.g_00833
OG0000883	Prah.g_01736	Praz.g_00831
OG0000884	Prah.g_01738	Praz.g_00830
OG0000885	Prah.g_01739	Praz.g_00829
OG0000886	Prah.g_01740	Praz.g_00828
OG0000887	Prah.g_01741	Praz.g_00827
OG0000888	Prah.g_01743	Praz.g_00825
OG0000889	Prah.g_01745	Praz.g_00823
OG0000890	Prah.g_01759	Praz.g_00822
OG0000891	Prah.g_01760	Praz.g_00821
OG0000892	Prah.g_01762	Praz.g_00340
OG0000893	Prah.g_02073	Praz.g_00335
OG0000894	Prah.g_02070	Praz.g_00333
OG0000895	Prah.g_02066	Praz.g_00330
OG0000896	Prah.g_02065	Praz.g_00329
OG0000897	Prah.g_02063	Praz.g_00327
OG0000898	Prah.g_02062	Praz.g_00326
OG0000899	Prah.g_02061	Praz.g_00325
OG0000900	Prah.g_02060	Praz.g_00324
OG0000901	Prah.g_02056	Praz.g_00321
OG0000902	Prah.g_02054	Praz.g_00319
OG0000903	Prah.g_02041	Praz.g_00316
OG0000904	Prah.g_02046	Praz.g_00314
OG0000905	Prah.g_02048	Praz.g_00309
OG0000906	Prah.g_02050	Praz.g_00308
OG0000907	Prah.g_02039	Praz.g_00305
OG0000908	Prah.g_02036	Praz.g_00302
OG0000909	Prah.g_02035	Praz.g_00301
OG0000910	Prah.g_02034	Praz.g_00300
OG0000911	Prah.g_02032	Praz.g_00298
OG0000912	Prah.g_02031	Praz.g_00297
OG0000913	Prah.g_02030	Praz.g_00296
OG0000914	Prah.g_02029	Praz.g_00295
OG0000915	Prah.g_02028	Praz.g_00294
OG0000916	Prah.g_02027	Praz.g_00293
OG0000917	Prah.g_02026	Praz.g_00292
OG0000918	Prah.g_02025	Praz.g_00291
OG0000919	Prah.g_02024	Praz.g_00290
OG0000920	Prah.g_02023	Praz.g_00289
OG0000921	Prah.g_02022	Praz.g_00288
OG0000922	Prah.g_02021	Praz.g_00287
OG0000923	Prah.g_02017	Praz.g_00283
OG0000924	Prah.g_02016	Praz.g_00282
OG0000925	Prah.g_02015	Praz.g_00281
OG0000926	Prah.g_02014	Praz.g_00280
OG0000927	Prah.g_02012	Praz.g_00278
OG0000928	Prah.g_02011	Praz.g_00277
OG0000929	Prah.g_02010	Praz.g_00276
OG0000930	Prah.g_02009	Praz.g_00275
OG0000931	Prah.g_02008	Praz.g_00274
OG0000932	Prah.g_02007	Praz.g_00273
OG0000933	Prah.g_02002	Praz.g_00269
OG0000934	Prah.g_02000	Praz.g_00267
OG0000935	Prah.g_01999	Praz.g_00266
OG0000936	Prah.g_01998	Praz.g_00265
OG0000937	Prah.g_01997	Praz.g_00264
OG0000938	Prah.g_01994	Praz.g_00262
OG0000939	Prah.g_01993	Praz.g_00261
OG0000940	Prah.g_01985	Praz.g_00254
OG0000941	Prah.g_01983	Praz.g_00252
OG0000942	Prah.g_01981	Praz.g_00250
OG0000943	Prah.g_01980	Praz.g_00249
OG0000944	Prah.g_01978	Praz.g_00248
OG0000945	Prah.g_01977	Praz.g_00247
OG0000946	Prah.g_01966	Praz.g_00242
OG0000947	Prah.g_01963	Praz.g_00240
OG0000948	Prah.g_01962	Praz.g_00239
OG0000949	Prah.g_01958	Praz.g_00236
OG0000950	Prah.g_02231	Praz.g_00231
OG0000951	Prah.g_02236	Praz.g_00227
OG0000952	Prah.g_02241	Praz.g_00223
OG0000953	Prah.g_02245	Praz.g_00220
OG0000954	Prah.g_00167	Praz.g_00216
OG0000955	Prah.g_00166	Praz.g_00215
OG0000956	Prah.g_00164	Praz.g_00213
OG0000957	Prah.g_00152	Praz.g_00207
OG0000958	Prah.g_00151	Praz.g_00206
OG0000959	Prah.g_00146	Praz.g_00202
OG0000960	Prah.g_00145	Praz.g_00201
OG0000961	Prah.g_00136	Praz.g_00199
OG0000962	Prah.g_00134	Praz.g_00197
OG0000963	Prah.g_00129	Praz.g_00193
OG0000964	Prah.g_00128	Praz.g_00192
OG0000965	Prah.g_00127	Praz.g_00191
OG0000966	Prah.g_00086	Praz.g_00184
OG0000967	Prah.g_00079	Praz.g_00179
OG0000968	Prah.g_00076	Praz.g_00177
OG0000969	Prah.g_00074	Praz.g_00176
OG0000970	Prah.g_00073	Praz.g_00175
OG0000971	Prah.g_00071	Praz.g_00174
OG0000972	Prah.g_00070	Praz.g_00173
OG0000973	Prah.g_00068	Praz.g_00172
OG0000974	Prah.g_00067	Praz.g_00171
OG0000975	Prah.g_00066	Praz.g_00170
OG0000976	Prah.g_00065	Praz.g_00169
OG0000977	Prah.g_00063	Praz.g_00168
OG0000978	Prah.g_00062	Praz.g_00167
OG0000979	Prah.g_00059	Praz.g_00164
OG0000980	Prah.g_00055	Praz.g_00162
OG0000981	Prah.g_00052	Praz.g_00160
OG0000982	Prah.g_02491	Praz.g_00158
OG0000983	Prah.g_02492	Praz.g_00157
OG0000984	Prah.g_02493	Praz.g_00156
OG0000985	Prah.g_02497	Praz.g_00153
OG0000986	Prah.g_02499	Praz.g_00151
OG0000987	Prah.g_02501	Praz.g_00150
OG0000988	Prah.g_02505	Praz.g_00147
OG0000989	Prah.g_02513	Praz.g_00143
OG0000990	Prah.g_02536	Praz.g_00140
OG0000991	Prah.g_02540	Praz.g_00139
OG0000992	Prah.g_02543	Praz.g_00137
OG0000993	Prah.g_02544	Praz.g_00136
OG0000994	Prah.g_02547	Praz.g_00135
OG0000995	Prah.g_02552	Praz.g_00131
OG0000996	Prah.g_02565	Praz.g_00130
OG0000997	Prah.g_02574	Praz.g_00129
OG0000998	Prah.g_02576	Praz.g_00127
OG0000999	Prah.g_02577	Praz.g_00126
OG0001000	Prah.g_02580	Praz.g_00123
OG0001001	Prah.g_02584	Praz.g_00121
OG0001002	Prah.g_02591	Praz.g_00117
OG0001003	Prah.g_02593	Praz.g_00357
OG0001004	Prah.g_02594	Praz.g_00358
OG0001005	Prah.g_02596	Praz.g_00359
OG0001006	Prah.g_02602	Praz.g_00363
OG0001007	Prah.g_02604	Praz.g_00365
OG0001008	Prah.g_00231	Praz.g_01891
OG0001009	Prah.g_00033	Praz.g_00392
OG0001010	Prah.g_00034	Praz.g_00393
OG0001011	Prah.g_00036	Praz.g_00394
OG0001012	Prah.g_02488	Praz.g_00409
OG0001013	Prah.g_02466	Praz.g_00414
OG0001014	Prah.g_02454	Praz.g_00417
OG0001015	Prah.g_02453	Praz.g_00418
OG0001016	Prah.g_01843	Praz.g_00433
OG0001017	Prah.g_01849	Praz.g_00437
OG0001018	Prah.g_01851	Praz.g_00440
OG0001019	Prah.g_01867	Praz.g_00449
OG0001020	Prah.g_01873	Praz.g_00450
OG0001021	Prah.g_01877	Praz.g_00451
OG0001022	Prah.g_01882	Praz.g_00454
OG0001023	Prah.g_01883	Praz.g_00455
OG0001024	Prah.g_01887	Praz.g_00458
OG0001025	Prah.g_01894	Praz.g_00464
OG0001026	Prah.g_01908	Praz.g_00471
OG0001027	Prah.g_00195	Praz.g_00472
OG0001028	Prah.g_00193	Praz.g_00474
OG0001029	Prah.g_00191	Praz.g_00475
OG0001030	Prah.g_02257	Praz.g_00490
OG0001031	Prah.g_02336	Praz.g_00546
OG0001032	Prah.g_02339	Praz.g_00547
OG0001033	Prah.g_02372	Praz.g_00568
OG0001034	Prah.g_01779	Praz.g_00596
OG0001035	Prah.g_02099	Praz.g_00614
OG0001036	Prah.g_02103	Praz.g_00618
OG0001037	Prah.g_02105	Praz.g_00619
OG0001038	Prah.g_02132	Praz.g_00636
OG0001039	Prah.g_02135	Praz.g_00639
OG0001040	Prah.g_02138	Praz.g_00641
OG0001041	Prah.g_02143	Praz.g_00645
OG0001042	Prah.g_02168	Praz.g_00661
OG0001043	Prah.g_02170	Praz.g_00662
OG0001044	Prah.g_01941	Praz.g_00690
OG0001045	Prah.g_01929	Praz.g_00344
OG0001046	Prah.g_01661	Praz.g_00795
OG0001047	Prah.g_00233	Praz.g_01889
OG0001048	Prah.g_00234	Praz.g_01888
OG0001049	Prah.g_00237	Praz.g_01886
OG0001050	Prah.g_00238	Praz.g_01885
OG0001051	Prah.g_00239	Praz.g_01884
OG0001052	Prah.g_00308	Praz.g_01857
OG0001053	Prah.g_01563	Praz.g_01845
OG0001054	Prah.g_01545	Praz.g_01830
OG0001055	Prah.g_01524	Praz.g_01811
OG0001056	Prah.g_01496	Praz.g_01792
OG0001057	Prah.g_01482	Praz.g_01787
OG0001058	Prah.g_01468	Praz.g_01779
OG0001059	Prah.g_01464	Praz.g_01775
OG0001060	Prah.g_01458	Praz.g_01768
OG0001061	Prah.g_01440	Praz.g_01755
OG0001062	Prah.g_01438	Praz.g_01753
OG0001063	Prah.g_01434	Praz.g_01751
OG0001064	Prah.g_01433	Praz.g_01750
OG0001065	Prah.g_01432	Praz.g_01749
OG0001066	Prah.g_01431	Praz.g_01748
OG0001067	Prah.g_01430	Praz.g_01747
OG0001068	Prah.g_01429	Praz.g_01746
OG0001069	Prah.g_01428	Praz.g_01745
OG0001070	Prah.g_01424	Praz.g_01742
OG0001071	Prah.g_01423	Praz.g_01741
OG0001072	Prah.g_01418	Praz.g_01740
OG0001073	Prah.g_01399	Praz.g_01726
OG0001074	Prah.g_00532	Praz.g_01715
OG0001075	Prah.g_00531	Praz.g_01714
OG0001076	Prah.g_00523	Praz.g_01706
OG0001077	Prah.g_00513	Praz.g_01702
OG0001078	Prah.g_00500	Praz.g_01694
OG0001079	Prah.g_00482	Praz.g_01683
OG0001080	Prah.g_00472	Praz.g_01677
OG0001081	Prah.g_00465	Praz.g_01675
OG0001082	Prah.g_00464	Praz.g_01674
OG0001083	Prah.g_00456	Praz.g_01669
OG0001084	Prah.g_00455	Praz.g_01668
OG0001085	Prah.g_00444	Praz.g_01660
OG0001086	Prah.g_00442	Praz.g_01659
OG0001087	Prah.g_00968	Praz.g_01642
OG0001088	Prah.g_00972	Praz.g_01641
OG0001089	Prah.g_01025	Praz.g_01633
OG0001090	Prah.g_00886	Praz.g_01606
OG0001091	Prah.g_00884	Praz.g_01604
OG0001092	Prah.g_00882	Praz.g_01603
OG0001093	Prah.g_00878	Praz.g_01598
OG0001094	Prah.g_00673	Praz.g_01518
OG0001095	Prah.g_00654	Praz.g_01499
OG0001096	Prah.g_00637	Praz.g_01486
OG0001097	Prah.g_00593	Praz.g_01467
OG0001098	Prah.g_00743	Praz.g_01452
OG0001099	Prah.g_00192	Praz.g_01420
OG0001100	Prah.g_00740	Praz.g_01416
OG0001101	Prah.g_00739	Praz.g_01414
OG0001102	Prah.g_00736	Praz.g_01411
OG0001103	Prah.g_00734	Praz.g_01409
OG0001104	Prah.g_00684	Praz.g_01387
OG0001105	Prah.g_00689	Praz.g_01383
OG0001106	Prah.g_00784	Praz.g_01359
OG0001107	Prah.g_00794	Praz.g_01352
OG0001108	Prah.g_00801	Praz.g_01348
OG0001109	Prah.g_00803	Praz.g_01347
OG0001110	Prah.g_00806	Praz.g_01345
OG0001111	Prah.g_00808	Praz.g_01344
OG0001112	Prah.g_00810	Praz.g_01343
OG0001113	Prah.g_00811	Praz.g_01342
OG0001114	Prah.g_00812	Praz.g_01341
OG0001115	Prah.g_00814	Praz.g_01339
OG0001116	Prah.g_00815	Praz.g_01338
OG0001117	Prah.g_00816	Praz.g_01337
OG0001118	Prah.g_00817	Praz.g_01336
OG0001119	Prah.g_00818	Praz.g_01335
OG0001120	Prah.g_00821	Praz.g_01333
OG0001122	Prah.g_00849	Praz.g_01305
OG0001123	Prah.g_00856	Praz.g_01301
OG0001124	Prah.g_00858	Praz.g_01299
OG0001125	Prah.g_00860	Praz.g_01298
OG0001126	Prah.g_00903	Praz.g_01287
OG0001127	Prah.g_00904	Praz.g_01286
OG0001128	Prah.g_00907	Praz.g_01284
OG0001129	Prah.g_00908	Praz.g_01283
OG0001130	Prah.g_00909	Praz.g_01282
OG0001131	Prah.g_00893	Praz.g_00096
OG0001132	Prah.g_00539	Praz.g_00105
OG0001133	Prah.g_00521	Praz.g_00040
OG0001134	Prah.g_02524	Praz.g_00025
OG0001136	Prah.g_01324	Praz.g_00758
OG0001137	Prah.g_01305	Praz.g_00746
OG0001138	Prah.g_01253	Praz.g_00728
OG0001139	Prah.g_01251	Praz.g_00727
OG0001140	Prah.g_01250	Praz.g_00726
OG0001141	Prah.g_01249	Praz.g_00725
OG0001142	Prah.g_01248	Praz.g_00724
OG0001143	Prah.g_01264	Praz.g_00717
OG0001144	Prah.g_01273	Praz.g_00712
OG0001145	Prah.g_01353	Praz.g_01188
OG0001146	Prah.g_01369	Praz.g_01176
OG0001147	Prah.g_00323	Praz.g_01153
OG0001148	Prah.g_01577	Praz.g_01137
OG0001149	Prah.g_01578	Praz.g_01136
OG0001150	Prah.g_01579	Praz.g_01135
OG0001151	Prah.g_01591	Praz.g_01124
OG0001152	Prah.g_01592	Praz.g_01123
OG0001153	Prah.g_00366	Praz.g_01009
OG0001154	Prah.g_00365	Praz.g_01008
OG0001155	Prah.g_01617	Praz.g_00996
OG0001156	Prah.g_01620	Praz.g_00993
OG0001157	Prah.g_00538	Praz.g_00992
OG0001158	Prah.g_01621	Praz.g_00991
OG0001159	Prah.g_01622	Praz.g_00990
OG0001160	Prah.g_01651	Praz.g_00966
OG0001161	Prah.g_00541	Praz.g_00953
OG0001162	Prah.g_01050	Praz.g_00942
OG0001163	Prah.g_01665	Praz.g_00885
OG0001164	Prah.g_01670	Praz.g_00881
OG0001165	Prah.g_01673	Praz.g_00878
OG0001166	Prah.g_01699	Praz.g_00858
OG0001167	Prah.g_01725	Praz.g_00841
OG0001168	Prah.g_01727	Praz.g_00839
OG0001169	Prah.g_01729	Praz.g_00837
OG0001170	Prah.g_01731	Praz.g_00835
OG0001171	Prah.g_01742	Praz.g_00826
OG0001172	Prah.g_02068	Praz.g_00332
OG0001173	Prah.g_02067	Praz.g_00331
OG0001174	Prah.g_02059	Praz.g_00323
OG0001175	Prah.g_02058	Praz.g_00322
