Orthogroup	Prah	Pran
OG0000591	Prah.g_00518	Pran.g_01553
OG0000592	Prah.g_00517	Pran.g_01552
OG0000593	Prah.g_00505	Pran.g_01546
OG0000594	Prah.g_00504	Pran.g_01545
OG0000595	Prah.g_00503	Pran.g_01544
OG0000596	Prah.g_00498	Pran.g_01540
OG0000597	Prah.g_00495	Pran.g_01538
OG0000598	Prah.g_00494	Pran.g_01537
OG0000599	Prah.g_00485	Pran.g_01534
OG0000600	Prah.g_00484	Pran.g_01533
OG0000601	Prah.g_00483	Pran.g_01532
OG0000602	Prah.g_00478	Pran.g_01530
OG0000603	Prah.g_00477	Pran.g_01529
OG0000604	Prah.g_00476	Pran.g_01528
OG0000605	Prah.g_00474	Pran.g_01527
OG0000606	Prah.g_00466	Pran.g_01524
OG0000607	Prah.g_00463	Pran.g_01521
OG0000608	Prah.g_00462	Pran.g_01520
OG0000609	Prah.g_00460	Pran.g_01519
OG0000610	Prah.g_00452	Pran.g_01514
OG0000611	Prah.g_00449	Pran.g_01511
OG0000612	Prah.g_00448	Pran.g_01510
OG0000613	Prah.g_02193	Pran.g_01505
OG0000614	Prah.g_00985	Pran.g_01486
OG0000615	Prah.g_00706	Pran.g_01478
OG0000616	Prah.g_02588	Pran.g_01472
OG0000617	Prah.g_00881	Pran.g_01454
OG0000618	Prah.g_00880	Pran.g_01453
OG0000619	Prah.g_00879	Pran.g_01452
OG0000620	Prah.g_00875	Pran.g_01449
OG0000621	Prah.g_00874	Pran.g_01448
OG0000622	Prah.g_00873	Pran.g_01447
OG0000623	Prah.g_00872	Pran.g_01446
OG0000624	Prah.g_00871	Pran.g_01445
OG0000625	Prah.g_00870	Pran.g_01444
OG0000626	Prah.g_00869	Pran.g_01443
OG0000627	Prah.g_00746	Pran.g_01442
OG0000628	Prah.g_00747	Pran.g_01441
OG0000629	Prah.g_00750	Pran.g_01440
OG0000630	Prah.g_00754	Pran.g_01437
OG0000631	Prah.g_00758	Pran.g_01352
OG0000632	Prah.g_00759	Pran.g_01351
OG0000633	Prah.g_00760	Pran.g_01350
OG0000634	Prah.g_00671	Pran.g_01347
OG0000635	Prah.g_00670	Pran.g_01346
OG0000636	Prah.g_00668	Pran.g_01344
OG0000637	Prah.g_00666	Pran.g_01342
OG0000638	Prah.g_00665	Pran.g_01341
OG0000639	Prah.g_00664	Pran.g_01340
OG0000640	Prah.g_00663	Pran.g_01339
OG0000641	Prah.g_00659	Pran.g_01335
OG0000642	Prah.g_00658	Pran.g_01334
OG0000643	Prah.g_00657	Pran.g_01333
OG0000644	Prah.g_00656	Pran.g_01332
OG0000645	Prah.g_00655	Pran.g_01331
OG0000646	Prah.g_00652	Pran.g_01329
OG0000647	Prah.g_00650	Pran.g_01328
OG0000648	Prah.g_00648	Pran.g_01326
OG0000649	Prah.g_00647	Pran.g_01325
OG0000650	Prah.g_00646	Pran.g_01324
OG0000651	Prah.g_00645	Pran.g_01323
OG0000652	Prah.g_00644	Pran.g_01322
OG0000653	Prah.g_00640	Pran.g_01320
OG0000654	Prah.g_00639	Pran.g_01319
OG0000655	Prah.g_00638	Pran.g_01318
OG0000656	Prah.g_00635	Pran.g_01315
OG0000657	Prah.g_00603	Pran.g_01308
OG0000658	Prah.g_00601	Pran.g_01307
OG0000659	Prah.g_00600	Pran.g_01306
OG0000660	Prah.g_00596	Pran.g_01302
OG0000661	Prah.g_00594	Pran.g_01300
OG0000662	Prah.g_00592	Pran.g_01298
OG0000663	Prah.g_00589	Pran.g_01296
OG0000664	Prah.g_00588	Pran.g_01295
OG0000665	Prah.g_00574	Pran.g_01291
OG0000666	Prah.g_00572	Pran.g_01290
OG0000667	Prah.g_00564	Pran.g_01285
OG0000668	Prah.g_00850	Pran.g_00413
OG0000669	Prah.g_00558	Pran.g_00421
OG0000670	Prah.g_01212	Pran.g_00423
OG0000671	Prah.g_00738	Pran.g_00425
OG0000672	Prah.g_00735	Pran.g_00427
OG0000673	Prah.g_00732	Pran.g_00430
OG0000674	Prah.g_00730	Pran.g_00432
OG0000675	Prah.g_00729	Pran.g_00433
OG0000676	Prah.g_00726	Pran.g_00435
OG0000677	Prah.g_00724	Pran.g_00436
OG0000678	Prah.g_00721	Pran.g_00438
OG0000679	Prah.g_00702	Pran.g_00442
OG0000680	Prah.g_00701	Pran.g_00443
OG0000681	Prah.g_00699	Pran.g_00445
OG0000682	Prah.g_00698	Pran.g_00446
OG0000683	Prah.g_00697	Pran.g_00447
OG0000684	Prah.g_00683	Pran.g_00449
OG0000685	Prah.g_00685	Pran.g_00451
OG0000686	Prah.g_00686	Pran.g_00452
OG0000687	Prah.g_00687	Pran.g_00453
OG0000688	Prah.g_00681	Pran.g_00456
OG0000689	Prah.g_00680	Pran.g_00457
OG0000690	Prah.g_00679	Pran.g_00458
OG0000691	Prah.g_00678	Pran.g_00459
OG0000692	Prah.g_00677	Pran.g_00461
OG0000693	Prah.g_00675	Pran.g_00462
OG0000694	Prah.g_00674	Pran.g_00463
OG0000695	Prah.g_00762	Pran.g_00465
OG0000696	Prah.g_00763	Pran.g_00466
OG0000697	Prah.g_00765	Pran.g_00467
OG0000698	Prah.g_00768	Pran.g_00470
OG0000699	Prah.g_00770	Pran.g_00471
OG0000700	Prah.g_00771	Pran.g_00472
OG0000701	Prah.g_00772	Pran.g_00473
OG0000702	Prah.g_00780	Pran.g_00475
OG0000703	Prah.g_00781	Pran.g_00476
OG0000704	Prah.g_00783	Pran.g_00477
OG0000705	Prah.g_00789	Pran.g_00481
OG0000706	Prah.g_00790	Pran.g_00482
OG0000707	Prah.g_00791	Pran.g_00483
OG0000708	Prah.g_00793	Pran.g_00484
OG0000709	Prah.g_00800	Pran.g_00488
OG0000710	Prah.g_00805	Pran.g_00491
OG0000711	Prah.g_00828	Pran.g_00508
OG0000712	Prah.g_00829	Pran.g_00510
OG0000713	Prah.g_00830	Pran.g_00511
OG0000714	Prah.g_00833	Pran.g_00512
OG0000715	Prah.g_00835	Pran.g_00514
OG0000716	Prah.g_00839	Pran.g_00516
OG0000717	Prah.g_00840	Pran.g_00517
OG0000718	Prah.g_00846	Pran.g_00537
OG0000719	Prah.g_00848	Pran.g_00539
OG0000720	Prah.g_00861	Pran.g_00548
OG0000721	Prah.g_00862	Pran.g_00550
OG0000722	Prah.g_00863	Pran.g_00551
OG0000723	Prah.g_00867	Pran.g_00554
OG0000724	Prah.g_00910	Pran.g_00563
OG0000725	Prah.g_00919	Pran.g_00569
OG0000726	Prah.g_00920	Pran.g_00570
OG0000727	Prah.g_00921	Pran.g_00571
OG0000728	Prah.g_00922	Pran.g_00573
OG0000729	Prah.g_00133	Pran.g_00133
OG0000730	Prah.g_01942	Pran.g_00129
OG0000731	Prah.g_01932	Pran.g_00125
OG0000732	Prah.g_00054	Pran.g_00115
OG0000733	Prah.g_02532	Pran.g_00092
OG0000734	Prah.g_01905	Pran.g_00075
OG0000735	Prah.g_01340	Pran.g_00073
OG0000736	Prah.g_01339	Pran.g_00072
OG0000737	Prah.g_01338	Pran.g_00071
OG0000738	Prah.g_01331	Pran.g_00067
OG0000739	Prah.g_01329	Pran.g_00066
OG0000740	Prah.g_01328	Pran.g_00065
OG0000741	Prah.g_01325	Pran.g_00064
OG0000742	Prah.g_01323	Pran.g_00061
OG0000743	Prah.g_01321	Pran.g_00059
OG0000744	Prah.g_01320	Pran.g_00058
OG0000745	Prah.g_01318	Pran.g_00057
OG0000746	Prah.g_01316	Pran.g_00055
OG0000747	Prah.g_01315	Pran.g_00054
OG0000748	Prah.g_01304	Pran.g_00051
OG0000749	Prah.g_01303	Pran.g_00050
OG0000750	Prah.g_01302	Pran.g_00049
OG0000751	Prah.g_01297	Pran.g_00047
OG0000752	Prah.g_01295	Pran.g_00045
OG0000753	Prah.g_01292	Pran.g_00042
OG0000754	Prah.g_01262	Pran.g_00039
OG0000755	Prah.g_01255	Pran.g_00036
OG0000756	Prah.g_01254	Pran.g_00035
OG0000757	Prah.g_01247	Pran.g_00029
OG0000758	Prah.g_01246	Pran.g_00028
OG0000759	Prah.g_01245	Pran.g_00027
OG0000760	Prah.g_01244	Pran.g_00026
OG0000761	Prah.g_01243	Pran.g_00025
OG0000762	Prah.g_01263	Pran.g_00024
OG0000763	Prah.g_01265	Pran.g_00022
OG0000764	Prah.g_01266	Pran.g_00021
OG0000765	Prah.g_01282	Pran.g_00012
OG0000766	Prah.g_01283	Pran.g_00011
OG0000767	Prah.g_01285	Pran.g_00009
OG0000768	Prah.g_01286	Pran.g_00008
OG0000769	Prah.g_01290	Pran.g_00006
OG0000770	Prah.g_01239	Pran.g_00004
OG0000771	Prah.g_00905	Pran.g_00918
OG0000772	Prah.g_01610	Pran.g_00899
OG0000773	Prah.g_01351	Pran.g_00885
OG0000774	Prah.g_01355	Pran.g_00883
OG0000775	Prah.g_01357	Pran.g_00881
OG0000776	Prah.g_01358	Pran.g_00880
OG0000777	Prah.g_01359	Pran.g_00879
OG0000778	Prah.g_01360	Pran.g_00878
OG0000779	Prah.g_01365	Pran.g_00874
OG0000780	Prah.g_01368	Pran.g_00873
OG0000781	Prah.g_01372	Pran.g_00870
OG0000782	Prah.g_01373	Pran.g_00869
OG0000783	Prah.g_01374	Pran.g_00868
OG0000784	Prah.g_01375	Pran.g_00867
OG0000785	Prah.g_01377	Pran.g_00865
OG0000786	Prah.g_01380	Pran.g_00863
OG0000787	Prah.g_01381	Pran.g_00862
OG0000788	Prah.g_00224	Pran.g_00853
OG0000789	Prah.g_01183	Pran.g_00850
OG0000790	Prah.g_01580	Pran.g_00836
OG0000791	Prah.g_01582	Pran.g_00834
OG0000792	Prah.g_01583	Pran.g_00833
OG0000793	Prah.g_01587	Pran.g_00830
OG0000794	Prah.g_01588	Pran.g_00829
OG0000795	Prah.g_01589	Pran.g_00828
OG0000796	Prah.g_01593	Pran.g_00824
OG0000797	Prah.g_01594	Pran.g_00823
OG0000798	Prah.g_02131	Pran.g_00789
OG0000799	Prah.g_00435	Pran.g_00751
OG0000800	Prah.g_00434	Pran.g_00750
OG0000801	Prah.g_00433	Pran.g_00749
OG0000802	Prah.g_00427	Pran.g_00747
OG0000803	Prah.g_00423	Pran.g_00745
OG0000804	Prah.g_00421	Pran.g_00744
OG0000805	Prah.g_00419	Pran.g_00742
OG0000806	Prah.g_00417	Pran.g_00740
OG0000807	Prah.g_00415	Pran.g_00739
OG0000808	Prah.g_00414	Pran.g_00738
OG0000809	Prah.g_00410	Pran.g_00735
OG0000810	Prah.g_00409	Pran.g_00734
OG0000811	Prah.g_00403	Pran.g_00730
OG0000812	Prah.g_00401	Pran.g_00728
OG0000813	Prah.g_00400	Pran.g_00727
OG0000814	Prah.g_00398	Pran.g_00725
OG0000815	Prah.g_00397	Pran.g_00724
OG0000816	Prah.g_00395	Pran.g_00722
OG0000817	Prah.g_00394	Pran.g_00721
OG0000818	Prah.g_00386	Pran.g_00716
OG0000819	Prah.g_00385	Pran.g_00715
OG0000820	Prah.g_00384	Pran.g_00714
OG0000821	Prah.g_00379	Pran.g_00710
OG0000822	Prah.g_00376	Pran.g_00709
OG0000823	Prah.g_00374	Pran.g_00708
OG0000824	Prah.g_00370	Pran.g_00705
OG0000825	Prah.g_00369	Pran.g_00704
OG0000826	Prah.g_00368	Pran.g_00703
OG0000827	Prah.g_00367	Pran.g_00702
OG0000828	Prah.g_00364	Pran.g_00699
OG0000829	Prah.g_00363	Pran.g_00698
OG0000830	Prah.g_00362	Pran.g_00697
OG0000831	Prah.g_00360	Pran.g_00695
OG0000832	Prah.g_01615	Pran.g_00689
OG0000833	Prah.g_01623	Pran.g_00681
OG0000834	Prah.g_01624	Pran.g_00680
OG0000835	Prah.g_01625	Pran.g_00679
OG0000836	Prah.g_01627	Pran.g_00678
OG0000837	Prah.g_01628	Pran.g_00677
OG0000838	Prah.g_01632	Pran.g_00675
OG0000839	Prah.g_01633	Pran.g_00674
OG0000840	Prah.g_01634	Pran.g_00673
OG0000841	Prah.g_01635	Pran.g_00672
OG0000842	Prah.g_01636	Pran.g_00671
OG0000843	Prah.g_01637	Pran.g_00670
OG0000844	Prah.g_01639	Pran.g_00669
OG0000845	Prah.g_01640	Pran.g_00668
OG0000846	Prah.g_01641	Pran.g_00667
OG0000847	Prah.g_01642	Pran.g_00666
OG0000848	Prah.g_01643	Pran.g_00665
OG0000849	Prah.g_01644	Pran.g_00664
OG0000850	Prah.g_01645	Pran.g_00662
OG0000851	Prah.g_01648	Pran.g_00661
OG0000852	Prah.g_01649	Pran.g_00660
OG0000853	Prah.g_01653	Pran.g_00656
OG0000854	Prah.g_01655	Pran.g_00654
OG0000855	Prah.g_01656	Pran.g_00653
OG0000856	Prah.g_00515	Pran.g_00636
OG0000857	Prah.g_00651	Pran.g_00598
OG0000858	Prah.g_01667	Pran.g_00964
OG0000859	Prah.g_01668	Pran.g_00965
OG0000860	Prah.g_01678	Pran.g_00972
OG0000861	Prah.g_01679	Pran.g_00973
OG0000862	Prah.g_01681	Pran.g_00974
OG0000863	Prah.g_01685	Pran.g_00976
OG0000864	Prah.g_01687	Pran.g_00977
OG0000865	Prah.g_01688	Pran.g_00978
OG0000866	Prah.g_01689	Pran.g_00979
OG0000867	Prah.g_01690	Pran.g_00980
OG0000868	Prah.g_01692	Pran.g_00981
OG0000869	Prah.g_01695	Pran.g_00985
OG0000870	Prah.g_01700	Pran.g_00990
OG0000871	Prah.g_01701	Pran.g_00991
OG0000872	Prah.g_01703	Pran.g_00992
OG0000873	Prah.g_01707	Pran.g_00995
OG0000874	Prah.g_01711	Pran.g_00998
OG0000875	Prah.g_01713	Pran.g_00999
OG0000876	Prah.g_01714	Pran.g_01000
OG0000877	Prah.g_01717	Pran.g_01002
OG0000878	Prah.g_01718	Pran.g_01003
OG0000879	Prah.g_01719	Pran.g_01004
OG0000880	Prah.g_01720	Pran.g_01005
OG0000881	Prah.g_01728	Pran.g_01009
OG0000882	Prah.g_01733	Pran.g_01014
OG0000883	Prah.g_01736	Pran.g_01015
OG0000884	Prah.g_01738	Pran.g_01017
OG0000885	Prah.g_01739	Pran.g_01018
OG0000886	Prah.g_01740	Pran.g_01019
OG0000887	Prah.g_01741	Pran.g_01020
OG0000888	Prah.g_01743	Pran.g_01022
OG0000889	Prah.g_01745	Pran.g_01024
OG0000890	Prah.g_01759	Pran.g_01025
OG0000891	Prah.g_01760	Pran.g_01026
OG0000892	Prah.g_01762	Pran.g_01028
OG0000893	Prah.g_02073	Pran.g_01032
OG0000894	Prah.g_02070	Pran.g_01034
OG0000895	Prah.g_02066	Pran.g_01037
OG0000896	Prah.g_02065	Pran.g_01038
OG0000897	Prah.g_02063	Pran.g_01040
OG0000898	Prah.g_02062	Pran.g_01041
OG0000899	Prah.g_02061	Pran.g_01042
OG0000900	Prah.g_02060	Pran.g_01044
OG0000901	Prah.g_02056	Pran.g_01047
OG0000902	Prah.g_02054	Pran.g_01049
OG0000903	Prah.g_02041	Pran.g_01052
OG0000904	Prah.g_02046	Pran.g_01054
OG0000905	Prah.g_02048	Pran.g_01058
OG0000906	Prah.g_02050	Pran.g_01059
OG0000907	Prah.g_02039	Pran.g_01062
OG0000908	Prah.g_02036	Pran.g_01065
OG0000909	Prah.g_02035	Pran.g_01066
OG0000910	Prah.g_02034	Pran.g_01067
OG0000911	Prah.g_02032	Pran.g_01070
OG0000912	Prah.g_02031	Pran.g_01071
OG0000913	Prah.g_02030	Pran.g_01072
OG0000914	Prah.g_02029	Pran.g_01073
OG0000915	Prah.g_02028	Pran.g_01074
OG0000916	Prah.g_02027	Pran.g_01075
OG0000917	Prah.g_02026	Pran.g_01076
OG0000918	Prah.g_02025	Pran.g_01077
OG0000919	Prah.g_02024	Pran.g_01078
OG0000920	Prah.g_02023	Pran.g_01079
OG0000921	Prah.g_02022	Pran.g_01080
OG0000922	Prah.g_02021	Pran.g_01081
OG0000923	Prah.g_02017	Pran.g_01085
OG0000924	Prah.g_02016	Pran.g_01086
OG0000925	Prah.g_02015	Pran.g_01087
OG0000926	Prah.g_02014	Pran.g_01088
OG0000927	Prah.g_02012	Pran.g_01090
OG0000928	Prah.g_02011	Pran.g_01091
OG0000929	Prah.g_02010	Pran.g_01092
OG0000930	Prah.g_02009	Pran.g_01093
OG0000931	Prah.g_02008	Pran.g_01094
OG0000932	Prah.g_02007	Pran.g_01095
OG0000933	Prah.g_02002	Pran.g_01099
OG0000934	Prah.g_02000	Pran.g_01101
OG0000935	Prah.g_01999	Pran.g_01102
OG0000936	Prah.g_01998	Pran.g_01103
OG0000937	Prah.g_01997	Pran.g_01104
OG0000938	Prah.g_01994	Pran.g_01106
OG0000939	Prah.g_01993	Pran.g_01107
OG0000940	Prah.g_01985	Pran.g_01114
OG0000941	Prah.g_01983	Pran.g_01116
OG0000942	Prah.g_01981	Pran.g_01118
OG0000943	Prah.g_01980	Pran.g_01119
OG0000944	Prah.g_01978	Pran.g_01120
OG0000945	Prah.g_01977	Pran.g_01121
OG0000946	Prah.g_01966	Pran.g_01125
OG0000947	Prah.g_01963	Pran.g_01127
OG0000948	Prah.g_01962	Pran.g_01128
OG0000949	Prah.g_01958	Pran.g_01131
OG0000950	Prah.g_02231	Pran.g_01136
OG0000951	Prah.g_02236	Pran.g_01139
OG0000952	Prah.g_02241	Pran.g_01143
OG0000953	Prah.g_02245	Pran.g_01146
OG0000954	Prah.g_00167	Pran.g_01150
OG0000955	Prah.g_00166	Pran.g_01151
OG0000956	Prah.g_00164	Pran.g_01153
OG0000957	Prah.g_00152	Pran.g_01158
OG0000958	Prah.g_00151	Pran.g_01159
OG0000959	Prah.g_00146	Pran.g_01163
OG0000960	Prah.g_00145	Pran.g_01164
OG0000961	Prah.g_00136	Pran.g_01166
OG0000962	Prah.g_00134	Pran.g_01168
OG0000963	Prah.g_00129	Pran.g_01172
OG0000964	Prah.g_00128	Pran.g_01173
OG0000965	Prah.g_00127	Pran.g_01174
OG0000966	Prah.g_00086	Pran.g_01182
OG0000967	Prah.g_00079	Pran.g_01186
OG0000968	Prah.g_00076	Pran.g_01188
OG0000969	Prah.g_00074	Pran.g_01189
OG0000970	Prah.g_00073	Pran.g_01190
OG0000971	Prah.g_00071	Pran.g_01191
OG0000972	Prah.g_00070	Pran.g_01192
OG0000973	Prah.g_00068	Pran.g_01193
OG0000974	Prah.g_00067	Pran.g_01194
OG0000975	Prah.g_00066	Pran.g_01195
OG0000976	Prah.g_00065	Pran.g_01196
OG0000977	Prah.g_00063	Pran.g_01197
OG0000978	Prah.g_00062	Pran.g_01198
OG0000979	Prah.g_00059	Pran.g_01201
OG0000980	Prah.g_00055	Pran.g_01202
OG0000981	Prah.g_00052	Pran.g_01204
OG0000982	Prah.g_02491	Pran.g_01206
OG0000983	Prah.g_02492	Pran.g_01207
OG0000984	Prah.g_02493	Pran.g_01208
OG0000985	Prah.g_02497	Pran.g_01211
OG0000986	Prah.g_02499	Pran.g_01213
OG0000987	Prah.g_02501	Pran.g_01214
OG0000988	Prah.g_02505	Pran.g_01217
OG0000989	Prah.g_02513	Pran.g_01221
OG0000990	Prah.g_02536	Pran.g_01224
OG0000991	Prah.g_02540	Pran.g_01225
OG0000992	Prah.g_02543	Pran.g_01227
OG0000993	Prah.g_02544	Pran.g_01228
OG0000994	Prah.g_02547	Pran.g_01229
OG0000995	Prah.g_02552	Pran.g_01233
OG0000996	Prah.g_02565	Pran.g_01234
OG0000997	Prah.g_02574	Pran.g_01235
OG0000998	Prah.g_02576	Pran.g_01237
OG0000999	Prah.g_02577	Pran.g_01238
OG0001000	Prah.g_02580	Pran.g_01241
OG0001001	Prah.g_02584	Pran.g_01243
OG0001002	Prah.g_02591	Pran.g_01247
OG0001003	Prah.g_02593	Pran.g_01249
OG0001004	Prah.g_02594	Pran.g_01250
OG0001005	Prah.g_02596	Pran.g_01251
OG0001006	Prah.g_02602	Pran.g_01255
OG0001007	Prah.g_02604	Pran.g_01257
OG0001008	Prah.g_00231	Pran.g_01743
OG0001009	Prah.g_00033	Pran.g_00397
OG0001010	Prah.g_00034	Pran.g_00396
OG0001011	Prah.g_00036	Pran.g_00395
OG0001012	Prah.g_02488	Pran.g_00382
OG0001013	Prah.g_02466	Pran.g_00377
OG0001014	Prah.g_02454	Pran.g_00374
OG0001015	Prah.g_02453	Pran.g_00373
OG0001016	Prah.g_01843	Pran.g_00359
OG0001017	Prah.g_01849	Pran.g_00355
OG0001018	Prah.g_01851	Pran.g_00352
OG0001019	Prah.g_01867	Pran.g_00343
OG0001020	Prah.g_01873	Pran.g_00342
OG0001021	Prah.g_01877	Pran.g_00341
OG0001022	Prah.g_01882	Pran.g_00339
OG0001023	Prah.g_01883	Pran.g_00338
OG0001024	Prah.g_01887	Pran.g_00335
OG0001025	Prah.g_01894	Pran.g_00329
OG0001026	Prah.g_01908	Pran.g_00322
OG0001027	Prah.g_00195	Pran.g_00321
OG0001028	Prah.g_00193	Pran.g_00319
OG0001029	Prah.g_00191	Pran.g_00318
OG0001030	Prah.g_02257	Pran.g_00304
OG0001031	Prah.g_02336	Pran.g_00246
OG0001032	Prah.g_02339	Pran.g_00245
OG0001033	Prah.g_02372	Pran.g_00224
OG0001034	Prah.g_01779	Pran.g_00196
OG0001035	Prah.g_02099	Pran.g_01938
OG0001036	Prah.g_02103	Pran.g_01934
OG0001037	Prah.g_02105	Pran.g_01933
OG0001038	Prah.g_02132	Pran.g_01916
OG0001039	Prah.g_02135	Pran.g_01913
OG0001040	Prah.g_02138	Pran.g_01911
OG0001041	Prah.g_02143	Pran.g_01907
OG0001042	Prah.g_02168	Pran.g_01890
OG0001043	Prah.g_02170	Pran.g_01889
OG0001044	Prah.g_01941	Pran.g_01861
OG0001045	Prah.g_01929	Pran.g_01853
OG0001046	Prah.g_01661	Pran.g_01816
OG0001047	Prah.g_00233	Pran.g_01741
OG0001048	Prah.g_00234	Pran.g_01740
OG0001049	Prah.g_00237	Pran.g_01738
OG0001050	Prah.g_00238	Pran.g_01737
OG0001051	Prah.g_00239	Pran.g_01736
OG0001052	Prah.g_00308	Pran.g_01707
OG0001053	Prah.g_01563	Pran.g_01695
OG0001054	Prah.g_01545	Pran.g_01680
OG0001055	Prah.g_01524	Pran.g_01661
OG0001056	Prah.g_01496	Pran.g_01642
OG0001057	Prah.g_01482	Pran.g_01637
OG0001058	Prah.g_01468	Pran.g_01629
OG0001059	Prah.g_01464	Pran.g_01625
OG0001060	Prah.g_01458	Pran.g_01618
OG0001061	Prah.g_01440	Pran.g_01604
OG0001062	Prah.g_01438	Pran.g_01602
OG0001063	Prah.g_01434	Pran.g_01600
OG0001064	Prah.g_01433	Pran.g_01599
OG0001065	Prah.g_01432	Pran.g_01598
OG0001066	Prah.g_01431	Pran.g_01597
OG0001067	Prah.g_01430	Pran.g_01596
OG0001068	Prah.g_01429	Pran.g_01595
OG0001069	Prah.g_01428	Pran.g_01594
OG0001070	Prah.g_01424	Pran.g_01591
OG0001071	Prah.g_01423	Pran.g_01590
OG0001072	Prah.g_01418	Pran.g_01588
OG0001073	Prah.g_01399	Pran.g_01574
OG0001074	Prah.g_00532	Pran.g_01563
OG0001075	Prah.g_00531	Pran.g_01562
OG0001076	Prah.g_00523	Pran.g_01554
OG0001077	Prah.g_00513	Pran.g_01550
OG0001078	Prah.g_00500	Pran.g_01542
OG0001079	Prah.g_00482	Pran.g_01531
OG0001080	Prah.g_00472	Pran.g_01525
OG0001081	Prah.g_00465	Pran.g_01523
OG0001082	Prah.g_00464	Pran.g_01522
OG0001083	Prah.g_00456	Pran.g_01517
OG0001084	Prah.g_00455	Pran.g_01516
OG0001085	Prah.g_00444	Pran.g_01508
OG0001086	Prah.g_00442	Pran.g_01507
OG0001087	Prah.g_00968	Pran.g_01490
OG0001088	Prah.g_00972	Pran.g_01489
OG0001089	Prah.g_01025	Pran.g_01481
OG0001090	Prah.g_00886	Pran.g_01459
OG0001091	Prah.g_00884	Pran.g_01457
OG0001092	Prah.g_00882	Pran.g_01456
OG0001093	Prah.g_00878	Pran.g_01451
OG0001094	Prah.g_00673	Pran.g_01349
OG0001095	Prah.g_00654	Pran.g_01330
OG0001096	Prah.g_00637	Pran.g_01317
OG0001097	Prah.g_00593	Pran.g_01299
OG0001098	Prah.g_00743	Pran.g_01283
OG0001099	Prah.g_00192	Pran.g_00418
OG0001100	Prah.g_00740	Pran.g_00422
OG0001101	Prah.g_00739	Pran.g_00424
OG0001102	Prah.g_00736	Pran.g_00426
OG0001103	Prah.g_00734	Pran.g_00428
OG0001104	Prah.g_00684	Pran.g_00450
OG0001105	Prah.g_00689	Pran.g_00454
OG0001106	Prah.g_00784	Pran.g_00478
OG0001107	Prah.g_00794	Pran.g_00485
OG0001108	Prah.g_00801	Pran.g_00489
OG0001109	Prah.g_00803	Pran.g_00490
OG0001110	Prah.g_00806	Pran.g_00492
OG0001111	Prah.g_00808	Pran.g_00493
OG0001112	Prah.g_00810	Pran.g_00494
OG0001113	Prah.g_00811	Pran.g_00495
OG0001114	Prah.g_00812	Pran.g_00496
OG0001115	Prah.g_00814	Pran.g_00498
OG0001116	Prah.g_00815	Pran.g_00499
OG0001117	Prah.g_00816	Pran.g_00500
OG0001118	Prah.g_00817	Pran.g_00501
OG0001119	Prah.g_00818	Pran.g_00502
OG0001120	Prah.g_00821	Pran.g_00504
OG0001122	Prah.g_00849	Pran.g_00540
OG0001123	Prah.g_00856	Pran.g_00544
OG0001124	Prah.g_00858	Pran.g_00546
OG0001125	Prah.g_00860	Pran.g_00547
OG0001126	Prah.g_00903	Pran.g_00557
OG0001127	Prah.g_00904	Pran.g_00558
OG0001128	Prah.g_00907	Pran.g_00560
OG0001129	Prah.g_00908	Pran.g_00561
OG0001130	Prah.g_00909	Pran.g_00562
OG0001131	Prah.g_00893	Pran.g_00154
OG0001132	Prah.g_00539	Pran.g_00144
OG0001133	Prah.g_00521	Pran.g_00110
OG0001134	Prah.g_02524	Pran.g_00093
OG0001136	Prah.g_01324	Pran.g_00063
OG0001137	Prah.g_01305	Pran.g_00052
OG0001138	Prah.g_01253	Pran.g_00034
OG0001139	Prah.g_01251	Pran.g_00033
OG0001140	Prah.g_01250	Pran.g_00032
OG0001141	Prah.g_01249	Pran.g_00031
OG0001142	Prah.g_01248	Pran.g_00030
OG0001143	Prah.g_01264	Pran.g_00023
OG0001144	Prah.g_01273	Pran.g_00018
OG0001145	Prah.g_01353	Pran.g_00884
OG0001146	Prah.g_01369	Pran.g_00872
OG0001147	Prah.g_00323	Pran.g_00854
OG0001148	Prah.g_01577	Pran.g_00839
OG0001149	Prah.g_01578	Pran.g_00838
OG0001150	Prah.g_01579	Pran.g_00837
OG0001151	Prah.g_01591	Pran.g_00826
OG0001152	Prah.g_01592	Pran.g_00825
OG0001153	Prah.g_00366	Pran.g_00701
OG0001154	Prah.g_00365	Pran.g_00700
OG0001155	Prah.g_01617	Pran.g_00688
OG0001156	Prah.g_01620	Pran.g_00685
OG0001157	Prah.g_00538	Pran.g_00684
OG0001158	Prah.g_01621	Pran.g_00683
OG0001159	Prah.g_01622	Pran.g_00682
OG0001160	Prah.g_01651	Pran.g_00658
OG0001161	Prah.g_00541	Pran.g_00646
OG0001162	Prah.g_01050	Pran.g_00632
OG0001163	Prah.g_01665	Pran.g_00962
OG0001164	Prah.g_01670	Pran.g_00966
OG0001165	Prah.g_01673	Pran.g_00969
OG0001166	Prah.g_01699	Pran.g_00989
OG0001167	Prah.g_01725	Pran.g_01006
OG0001168	Prah.g_01727	Pran.g_01008
OG0001169	Prah.g_01729	Pran.g_01010
OG0001170	Prah.g_01731	Pran.g_01012
OG0001171	Prah.g_01742	Pran.g_01021
OG0001172	Prah.g_02068	Pran.g_01035
OG0001173	Prah.g_02067	Pran.g_01036
OG0001174	Prah.g_02059	Pran.g_01045
