Orthogroup	Prah	Prbn
OG0000565	Prah.g_01457	Prbn.g_00556
OG0000566	Prah.g_01452	Prbn.g_00552
OG0000567	Prah.g_01448	Prbn.g_00548
OG0000568	Prah.g_01446	Prbn.g_00547
OG0000569	Prah.g_01445	Prbn.g_00546
OG0000570	Prah.g_01444	Prbn.g_00545
OG0000571	Prah.g_01441	Prbn.g_00543
OG0000572	Prah.g_01425	Prbn.g_00529
OG0000573	Prah.g_01416	Prbn.g_00523
OG0000574	Prah.g_01415	Prbn.g_00522
OG0000575	Prah.g_01406	Prbn.g_00518
OG0000576	Prah.g_01404	Prbn.g_00516
OG0000577	Prah.g_01403	Prbn.g_00515
OG0000578	Prah.g_01402	Prbn.g_00514
OG0000579	Prah.g_01401	Prbn.g_00513
OG0000580	Prah.g_01400	Prbn.g_00512
OG0000581	Prah.g_01396	Prbn.g_00509
OG0000582	Prah.g_01392	Prbn.g_00506
OG0000583	Prah.g_01391	Prbn.g_00505
OG0000584	Prah.g_01390	Prbn.g_00504
OG0000585	Prah.g_01388	Prbn.g_00502
OG0000586	Prah.g_01387	Prbn.g_00501
OG0000587	Prah.g_01385	Prbn.g_00500
OG0000588	Prah.g_00529	Prbn.g_00496
OG0000589	Prah.g_00526	Prbn.g_00494
OG0000590	Prah.g_00525	Prbn.g_00493
OG0000591	Prah.g_00518	Prbn.g_00489
OG0000592	Prah.g_00517	Prbn.g_00488
OG0000593	Prah.g_00505	Prbn.g_00423
OG0000594	Prah.g_00504	Prbn.g_00424
OG0000595	Prah.g_00503	Prbn.g_00425
OG0000596	Prah.g_00498	Prbn.g_00429
OG0000597	Prah.g_00495	Prbn.g_00432
OG0000598	Prah.g_00494	Prbn.g_00433
OG0000599	Prah.g_00485	Prbn.g_00436
OG0000600	Prah.g_00484	Prbn.g_00437
OG0000601	Prah.g_00483	Prbn.g_00438
OG0000602	Prah.g_00478	Prbn.g_00440
OG0000603	Prah.g_00477	Prbn.g_00441
OG0000604	Prah.g_00476	Prbn.g_00442
OG0000605	Prah.g_00474	Prbn.g_00443
OG0000606	Prah.g_00466	Prbn.g_00446
OG0000607	Prah.g_00463	Prbn.g_00449
OG0000608	Prah.g_00462	Prbn.g_00450
OG0000609	Prah.g_00460	Prbn.g_00834
OG0000610	Prah.g_00452	Prbn.g_00840
OG0000611	Prah.g_00449	Prbn.g_00843
OG0000612	Prah.g_00448	Prbn.g_00844
OG0000613	Prah.g_02193	Prbn.g_01591
OG0000614	Prah.g_00985	Prbn.g_01570
OG0000615	Prah.g_00706	Prbn.g_01559
OG0000616	Prah.g_02588	Prbn.g_00905
OG0000617	Prah.g_00881	Prbn.g_00860
OG0000618	Prah.g_00880	Prbn.g_00861
OG0000619	Prah.g_00879	Prbn.g_00862
OG0000620	Prah.g_00875	Prbn.g_01947
OG0000621	Prah.g_00874	Prbn.g_01948
OG0000622	Prah.g_00873	Prbn.g_01949
OG0000623	Prah.g_00872	Prbn.g_01950
OG0000624	Prah.g_00871	Prbn.g_01952
OG0000625	Prah.g_00870	Prbn.g_01345
OG0000626	Prah.g_00869	Prbn.g_01346
OG0000627	Prah.g_00746	Prbn.g_01347
OG0000628	Prah.g_00747	Prbn.g_01348
OG0000629	Prah.g_00750	Prbn.g_01349
OG0000630	Prah.g_00754	Prbn.g_01352
OG0000631	Prah.g_00758	Prbn.g_01445
OG0000632	Prah.g_00759	Prbn.g_01444
OG0000633	Prah.g_00760	Prbn.g_01443
OG0000634	Prah.g_00671	Prbn.g_01550
OG0000635	Prah.g_00670	Prbn.g_01549
OG0000636	Prah.g_00668	Prbn.g_01547
OG0000637	Prah.g_00666	Prbn.g_01545
OG0000638	Prah.g_00665	Prbn.g_01544
OG0000639	Prah.g_00664	Prbn.g_01543
OG0000640	Prah.g_00663	Prbn.g_01542
OG0000641	Prah.g_00659	Prbn.g_01538
OG0000642	Prah.g_00658	Prbn.g_01537
OG0000643	Prah.g_00657	Prbn.g_01536
OG0000644	Prah.g_00656	Prbn.g_01535
OG0000645	Prah.g_00655	Prbn.g_01534
OG0000646	Prah.g_00652	Prbn.g_01532
OG0000647	Prah.g_00650	Prbn.g_01530
OG0000648	Prah.g_00648	Prbn.g_01528
OG0000649	Prah.g_00647	Prbn.g_01527
OG0000650	Prah.g_00646	Prbn.g_01526
OG0000651	Prah.g_00645	Prbn.g_01525
OG0000652	Prah.g_00644	Prbn.g_01524
OG0000653	Prah.g_00640	Prbn.g_01522
OG0000654	Prah.g_00639	Prbn.g_01521
OG0000655	Prah.g_00638	Prbn.g_01520
OG0000656	Prah.g_00635	Prbn.g_01517
OG0000657	Prah.g_00603	Prbn.g_01509
OG0000658	Prah.g_00601	Prbn.g_01507
OG0000659	Prah.g_00600	Prbn.g_01506
OG0000660	Prah.g_00596	Prbn.g_01502
OG0000661	Prah.g_00594	Prbn.g_01500
OG0000662	Prah.g_00592	Prbn.g_01498
OG0000663	Prah.g_00589	Prbn.g_01496
OG0000664	Prah.g_00588	Prbn.g_01495
OG0000665	Prah.g_00574	Prbn.g_01489
OG0000666	Prah.g_00572	Prbn.g_01488
OG0000667	Prah.g_00564	Prbn.g_01484
OG0000668	Prah.g_00850	Prbn.g_01930
OG0000669	Prah.g_00558	Prbn.g_01632
OG0000670	Prah.g_01212	Prbn.g_01629
OG0000671	Prah.g_00738	Prbn.g_01626
OG0000672	Prah.g_00735	Prbn.g_01623
OG0000673	Prah.g_00732	Prbn.g_01620
OG0000674	Prah.g_00730	Prbn.g_01618
OG0000675	Prah.g_00729	Prbn.g_01617
OG0000676	Prah.g_00726	Prbn.g_01615
OG0000677	Prah.g_00724	Prbn.g_01614
OG0000678	Prah.g_00721	Prbn.g_01612
OG0000679	Prah.g_00702	Prbn.g_01608
OG0000680	Prah.g_00701	Prbn.g_01607
OG0000681	Prah.g_00699	Prbn.g_01604
OG0000682	Prah.g_00698	Prbn.g_01603
OG0000683	Prah.g_00697	Prbn.g_01602
OG0000684	Prah.g_00683	Prbn.g_01600
OG0000685	Prah.g_00685	Prbn.g_01598
OG0000686	Prah.g_00686	Prbn.g_01597
OG0000687	Prah.g_00687	Prbn.g_01596
OG0000688	Prah.g_00681	Prbn.g_00848
OG0000689	Prah.g_00680	Prbn.g_00849
OG0000690	Prah.g_00679	Prbn.g_00850
OG0000691	Prah.g_00678	Prbn.g_00851
OG0000692	Prah.g_00677	Prbn.g_00853
OG0000693	Prah.g_00675	Prbn.g_00854
OG0000694	Prah.g_00674	Prbn.g_00855
OG0000695	Prah.g_00762	Prbn.g_01441
OG0000696	Prah.g_00763	Prbn.g_01440
OG0000697	Prah.g_00765	Prbn.g_01439
OG0000698	Prah.g_00768	Prbn.g_01436
OG0000699	Prah.g_00770	Prbn.g_01435
OG0000700	Prah.g_00771	Prbn.g_01434
OG0000701	Prah.g_00772	Prbn.g_01433
OG0000702	Prah.g_00780	Prbn.g_01431
OG0000703	Prah.g_00781	Prbn.g_01430
OG0000704	Prah.g_00783	Prbn.g_01428
OG0000705	Prah.g_00789	Prbn.g_01425
OG0000706	Prah.g_00790	Prbn.g_01424
OG0000707	Prah.g_00791	Prbn.g_01423
OG0000708	Prah.g_00793	Prbn.g_01421
OG0000709	Prah.g_00800	Prbn.g_01417
OG0000710	Prah.g_00805	Prbn.g_01414
OG0000711	Prah.g_00828	Prbn.g_01396
OG0000712	Prah.g_00829	Prbn.g_01395
OG0000713	Prah.g_00830	Prbn.g_01394
OG0000714	Prah.g_00833	Prbn.g_01393
OG0000715	Prah.g_00835	Prbn.g_01391
OG0000716	Prah.g_00839	Prbn.g_01389
OG0000717	Prah.g_00840	Prbn.g_01388
OG0000718	Prah.g_00846	Prbn.g_01384
OG0000719	Prah.g_00848	Prbn.g_01382
OG0000720	Prah.g_00861	Prbn.g_01370
OG0000721	Prah.g_00862	Prbn.g_01366
OG0000722	Prah.g_00863	Prbn.g_01365
OG0000723	Prah.g_00867	Prbn.g_01361
OG0000724	Prah.g_00910	Prbn.g_01466
OG0000725	Prah.g_00919	Prbn.g_01472
OG0000726	Prah.g_00920	Prbn.g_01473
OG0000727	Prah.g_00921	Prbn.g_01474
OG0000728	Prah.g_00922	Prbn.g_01476
OG0000729	Prah.g_00133	Prbn.g_01106
OG0000730	Prah.g_01942	Prbn.g_01147
OG0000731	Prah.g_01932	Prbn.g_00111
OG0000732	Prah.g_00054	Prbn.g_00954
OG0000733	Prah.g_02532	Prbn.g_01651
OG0000734	Prah.g_01905	Prbn.g_01173
OG0000735	Prah.g_01340	Prbn.g_01175
OG0000736	Prah.g_01339	Prbn.g_01176
OG0000737	Prah.g_01338	Prbn.g_01177
OG0000738	Prah.g_01331	Prbn.g_01181
OG0000739	Prah.g_01329	Prbn.g_01182
OG0000740	Prah.g_01328	Prbn.g_01183
OG0000741	Prah.g_01325	Prbn.g_01185
OG0000742	Prah.g_01323	Prbn.g_01188
OG0000743	Prah.g_01321	Prbn.g_01190
OG0000744	Prah.g_01320	Prbn.g_01191
OG0000745	Prah.g_01318	Prbn.g_01192
OG0000746	Prah.g_01316	Prbn.g_01194
OG0000747	Prah.g_01315	Prbn.g_01195
OG0000748	Prah.g_01304	Prbn.g_01199
OG0000749	Prah.g_01303	Prbn.g_01200
OG0000750	Prah.g_01302	Prbn.g_01201
OG0000751	Prah.g_01297	Prbn.g_01204
OG0000752	Prah.g_01295	Prbn.g_01206
OG0000753	Prah.g_01292	Prbn.g_01208
OG0000754	Prah.g_01262	Prbn.g_01211
OG0000755	Prah.g_01255	Prbn.g_00390
OG0000756	Prah.g_01254	Prbn.g_00391
OG0000757	Prah.g_01247	Prbn.g_00398
OG0000758	Prah.g_01246	Prbn.g_00399
OG0000759	Prah.g_01245	Prbn.g_00400
OG0000760	Prah.g_01244	Prbn.g_00401
OG0000761	Prah.g_01243	Prbn.g_00402
OG0000762	Prah.g_01263	Prbn.g_00403
OG0000763	Prah.g_01265	Prbn.g_00405
OG0000764	Prah.g_01266	Prbn.g_00406
OG0000765	Prah.g_01282	Prbn.g_00414
OG0000766	Prah.g_01283	Prbn.g_00415
OG0000767	Prah.g_01285	Prbn.g_00417
OG0000768	Prah.g_01286	Prbn.g_00418
OG0000769	Prah.g_01290	Prbn.g_00420
OG0000770	Prah.g_01239	Prbn.g_00483
OG0000771	Prah.g_00905	Prbn.g_00886
OG0000772	Prah.g_01610	Prbn.g_01671
OG0000773	Prah.g_01351	Prbn.g_01093
OG0000774	Prah.g_01355	Prbn.g_01091
OG0000775	Prah.g_01357	Prbn.g_01089
OG0000776	Prah.g_01358	Prbn.g_01088
OG0000777	Prah.g_01359	Prbn.g_01087
OG0000778	Prah.g_01360	Prbn.g_01086
OG0000779	Prah.g_01365	Prbn.g_01082
OG0000780	Prah.g_01368	Prbn.g_01081
OG0000781	Prah.g_01372	Prbn.g_01077
OG0000782	Prah.g_01373	Prbn.g_01076
OG0000783	Prah.g_01374	Prbn.g_01075
OG0000784	Prah.g_01375	Prbn.g_01074
OG0000785	Prah.g_01377	Prbn.g_01072
OG0000786	Prah.g_01380	Prbn.g_01069
OG0000787	Prah.g_01381	Prbn.g_01068
OG0000788	Prah.g_00224	Prbn.g_00615
OG0000789	Prah.g_01183	Prbn.g_00883
OG0000790	Prah.g_01580	Prbn.g_00155
OG0000791	Prah.g_01582	Prbn.g_00157
OG0000792	Prah.g_01583	Prbn.g_00158
OG0000793	Prah.g_01587	Prbn.g_00161
OG0000794	Prah.g_01588	Prbn.g_00162
OG0000795	Prah.g_01589	Prbn.g_00163
OG0000796	Prah.g_01593	Prbn.g_00167
OG0000797	Prah.g_01594	Prbn.g_00168
OG0000799	Prah.g_00435	Prbn.g_00195
OG0000800	Prah.g_00434	Prbn.g_00196
OG0000801	Prah.g_00433	Prbn.g_00197
OG0000802	Prah.g_00427	Prbn.g_00199
OG0000803	Prah.g_00423	Prbn.g_00201
OG0000804	Prah.g_00421	Prbn.g_00202
OG0000805	Prah.g_00419	Prbn.g_00204
OG0000806	Prah.g_00417	Prbn.g_00206
OG0000807	Prah.g_00415	Prbn.g_00207
OG0000808	Prah.g_00414	Prbn.g_00208
OG0000809	Prah.g_00410	Prbn.g_00210
OG0000810	Prah.g_00409	Prbn.g_00211
OG0000811	Prah.g_00403	Prbn.g_00215
OG0000812	Prah.g_00401	Prbn.g_00217
OG0000813	Prah.g_00400	Prbn.g_00218
OG0000814	Prah.g_00398	Prbn.g_00220
OG0000815	Prah.g_00397	Prbn.g_00221
OG0000816	Prah.g_00395	Prbn.g_00223
OG0000817	Prah.g_00394	Prbn.g_00224
OG0000818	Prah.g_00386	Prbn.g_00229
OG0000819	Prah.g_00385	Prbn.g_00230
OG0000820	Prah.g_00384	Prbn.g_00231
OG0000821	Prah.g_00379	Prbn.g_00235
OG0000822	Prah.g_00376	Prbn.g_00236
OG0000823	Prah.g_00374	Prbn.g_00237
OG0000824	Prah.g_00370	Prbn.g_00240
OG0000825	Prah.g_00369	Prbn.g_00241
OG0000826	Prah.g_00368	Prbn.g_00242
OG0000827	Prah.g_00367	Prbn.g_00243
OG0000828	Prah.g_00364	Prbn.g_00246
OG0000829	Prah.g_00363	Prbn.g_00247
OG0000830	Prah.g_00362	Prbn.g_00248
OG0000831	Prah.g_00360	Prbn.g_00250
OG0000832	Prah.g_01615	Prbn.g_00260
OG0000833	Prah.g_01623	Prbn.g_00269
OG0000834	Prah.g_01624	Prbn.g_00270
OG0000835	Prah.g_01625	Prbn.g_00271
OG0000836	Prah.g_01627	Prbn.g_00272
OG0000837	Prah.g_01628	Prbn.g_00273
OG0000838	Prah.g_01632	Prbn.g_00275
OG0000839	Prah.g_01633	Prbn.g_00276
OG0000840	Prah.g_01634	Prbn.g_00277
OG0000841	Prah.g_01635	Prbn.g_00278
OG0000842	Prah.g_01636	Prbn.g_00279
OG0000843	Prah.g_01637	Prbn.g_00280
OG0000844	Prah.g_01639	Prbn.g_00281
OG0000845	Prah.g_01640	Prbn.g_00282
OG0000846	Prah.g_01641	Prbn.g_00283
OG0000847	Prah.g_01642	Prbn.g_00284
OG0000848	Prah.g_01643	Prbn.g_00285
OG0000849	Prah.g_01644	Prbn.g_00286
OG0000850	Prah.g_01645	Prbn.g_00288
OG0000851	Prah.g_01648	Prbn.g_00289
OG0000852	Prah.g_01649	Prbn.g_00904
OG0000853	Prah.g_01653	Prbn.g_00898
OG0000854	Prah.g_01655	Prbn.g_00896
OG0000855	Prah.g_01656	Prbn.g_00895
OG0000856	Prah.g_00515	Prbn.g_00486
OG0000857	Prah.g_00651	Prbn.g_01531
OG0000858	Prah.g_01667	Prbn.g_01738
OG0000859	Prah.g_01668	Prbn.g_01739
OG0000860	Prah.g_01678	Prbn.g_01747
OG0000861	Prah.g_01679	Prbn.g_01748
OG0000862	Prah.g_01681	Prbn.g_01749
OG0000863	Prah.g_01685	Prbn.g_01751
OG0000864	Prah.g_01687	Prbn.g_01752
OG0000865	Prah.g_01688	Prbn.g_01753
OG0000866	Prah.g_01689	Prbn.g_01754
OG0000867	Prah.g_01690	Prbn.g_01755
OG0000868	Prah.g_01692	Prbn.g_01757
OG0000869	Prah.g_01695	Prbn.g_01760
OG0000870	Prah.g_01700	Prbn.g_01765
OG0000871	Prah.g_01701	Prbn.g_01766
OG0000872	Prah.g_01703	Prbn.g_01767
OG0000873	Prah.g_01707	Prbn.g_01771
OG0000874	Prah.g_01711	Prbn.g_01774
OG0000875	Prah.g_01713	Prbn.g_01775
OG0000876	Prah.g_01714	Prbn.g_01776
OG0000877	Prah.g_01717	Prbn.g_01778
OG0000878	Prah.g_01718	Prbn.g_01779
OG0000879	Prah.g_01719	Prbn.g_01780
OG0000880	Prah.g_01720	Prbn.g_01781
OG0000881	Prah.g_01728	Prbn.g_01785
OG0000882	Prah.g_01733	Prbn.g_01790
OG0000883	Prah.g_01736	Prbn.g_01792
OG0000884	Prah.g_01738	Prbn.g_01794
OG0000885	Prah.g_01739	Prbn.g_01795
OG0000886	Prah.g_01740	Prbn.g_01796
OG0000887	Prah.g_01741	Prbn.g_01797
OG0000888	Prah.g_01743	Prbn.g_01799
OG0000889	Prah.g_01745	Prbn.g_01801
OG0000890	Prah.g_01759	Prbn.g_01802
OG0000891	Prah.g_01760	Prbn.g_01803
OG0000892	Prah.g_01762	Prbn.g_01805
OG0000893	Prah.g_02073	Prbn.g_01809
OG0000894	Prah.g_02070	Prbn.g_01812
OG0000895	Prah.g_02066	Prbn.g_01816
OG0000896	Prah.g_02065	Prbn.g_01817
OG0000897	Prah.g_02063	Prbn.g_01819
OG0000898	Prah.g_02062	Prbn.g_01820
OG0000899	Prah.g_02061	Prbn.g_01821
OG0000900	Prah.g_02060	Prbn.g_01822
OG0000901	Prah.g_02056	Prbn.g_01825
OG0000902	Prah.g_02054	Prbn.g_01827
OG0000903	Prah.g_02041	Prbn.g_01831
OG0000904	Prah.g_02046	Prbn.g_01835
OG0000905	Prah.g_02048	Prbn.g_01829
OG0000906	Prah.g_02050	Prbn.g_01828
OG0000907	Prah.g_02039	Prbn.g_01838
OG0000908	Prah.g_02036	Prbn.g_01841
OG0000909	Prah.g_02035	Prbn.g_01842
OG0000910	Prah.g_02034	Prbn.g_01843
OG0000911	Prah.g_02032	Prbn.g_01845
OG0000912	Prah.g_02031	Prbn.g_01846
OG0000913	Prah.g_02030	Prbn.g_01847
OG0000914	Prah.g_02029	Prbn.g_01848
OG0000915	Prah.g_02028	Prbn.g_01849
OG0000916	Prah.g_02027	Prbn.g_01850
OG0000917	Prah.g_02026	Prbn.g_01851
OG0000918	Prah.g_02025	Prbn.g_01852
OG0000919	Prah.g_02024	Prbn.g_01853
OG0000920	Prah.g_02023	Prbn.g_01854
OG0000921	Prah.g_02022	Prbn.g_01855
OG0000922	Prah.g_02021	Prbn.g_01856
OG0000923	Prah.g_02017	Prbn.g_01860
OG0000924	Prah.g_02016	Prbn.g_01861
OG0000925	Prah.g_02015	Prbn.g_01862
OG0000926	Prah.g_02014	Prbn.g_01863
OG0000927	Prah.g_02012	Prbn.g_01865
OG0000928	Prah.g_02011	Prbn.g_01866
OG0000929	Prah.g_02010	Prbn.g_01867
OG0000930	Prah.g_02009	Prbn.g_01868
OG0000931	Prah.g_02008	Prbn.g_01869
OG0000932	Prah.g_02007	Prbn.g_01870
OG0000933	Prah.g_02002	Prbn.g_01874
OG0000934	Prah.g_02000	Prbn.g_01876
OG0000935	Prah.g_01999	Prbn.g_01877
OG0000936	Prah.g_01998	Prbn.g_01878
OG0000937	Prah.g_01997	Prbn.g_01879
OG0000938	Prah.g_01994	Prbn.g_01882
OG0000939	Prah.g_01993	Prbn.g_01883
OG0000940	Prah.g_01985	Prbn.g_01890
OG0000941	Prah.g_01983	Prbn.g_01892
OG0000942	Prah.g_01981	Prbn.g_01894
OG0000943	Prah.g_01980	Prbn.g_01895
OG0000944	Prah.g_01978	Prbn.g_01897
OG0000945	Prah.g_01977	Prbn.g_01898
OG0000946	Prah.g_01966	Prbn.g_01903
OG0000947	Prah.g_01963	Prbn.g_01905
OG0000948	Prah.g_01962	Prbn.g_01906
OG0000949	Prah.g_01958	Prbn.g_01909
OG0000950	Prah.g_02231	Prbn.g_01916
OG0000951	Prah.g_02236	Prbn.g_01920
OG0000952	Prah.g_02241	Prbn.g_01015
OG0000953	Prah.g_02245	Prbn.g_01011
OG0000954	Prah.g_00167	Prbn.g_01007
OG0000955	Prah.g_00166	Prbn.g_01006
OG0000956	Prah.g_00164	Prbn.g_01004
OG0000957	Prah.g_00152	Prbn.g_00998
OG0000958	Prah.g_00151	Prbn.g_00997
OG0000959	Prah.g_00146	Prbn.g_00993
OG0000960	Prah.g_00145	Prbn.g_00992
OG0000961	Prah.g_00136	Prbn.g_00989
OG0000962	Prah.g_00134	Prbn.g_00987
OG0000963	Prah.g_00129	Prbn.g_00983
OG0000964	Prah.g_00128	Prbn.g_00982
OG0000965	Prah.g_00127	Prbn.g_00981
OG0000966	Prah.g_00086	Prbn.g_00975
OG0000967	Prah.g_00079	Prbn.g_00971
OG0000968	Prah.g_00076	Prbn.g_00969
OG0000969	Prah.g_00074	Prbn.g_00968
OG0000970	Prah.g_00073	Prbn.g_00967
OG0000971	Prah.g_00071	Prbn.g_00966
OG0000972	Prah.g_00070	Prbn.g_00965
OG0000973	Prah.g_00068	Prbn.g_00964
OG0000974	Prah.g_00067	Prbn.g_00963
OG0000975	Prah.g_00066	Prbn.g_00962
OG0000976	Prah.g_00065	Prbn.g_00961
OG0000977	Prah.g_00063	Prbn.g_00960
OG0000978	Prah.g_00062	Prbn.g_00959
OG0000979	Prah.g_00059	Prbn.g_00957
OG0000980	Prah.g_00055	Prbn.g_00955
OG0000981	Prah.g_00052	Prbn.g_00952
OG0000982	Prah.g_02491	Prbn.g_00950
OG0000983	Prah.g_02492	Prbn.g_00949
OG0000984	Prah.g_02493	Prbn.g_00948
OG0000985	Prah.g_02497	Prbn.g_00945
OG0000986	Prah.g_02499	Prbn.g_00943
OG0000987	Prah.g_02501	Prbn.g_00942
OG0000988	Prah.g_02505	Prbn.g_00939
OG0000989	Prah.g_02513	Prbn.g_00935
OG0000990	Prah.g_02536	Prbn.g_00931
OG0000991	Prah.g_02540	Prbn.g_00930
OG0000992	Prah.g_02543	Prbn.g_00927
OG0000993	Prah.g_02544	Prbn.g_00926
OG0000994	Prah.g_02547	Prbn.g_00925
OG0000995	Prah.g_02552	Prbn.g_00921
OG0000996	Prah.g_02565	Prbn.g_00920
OG0000997	Prah.g_02574	Prbn.g_00917
OG0000998	Prah.g_02576	Prbn.g_00915
OG0000999	Prah.g_02577	Prbn.g_00914
OG0001000	Prah.g_02580	Prbn.g_00911
OG0001001	Prah.g_02584	Prbn.g_00908
OG0001002	Prah.g_02591	Prbn.g_00291
OG0001003	Prah.g_02593	Prbn.g_00292
OG0001004	Prah.g_02594	Prbn.g_00293
OG0001005	Prah.g_02596	Prbn.g_00294
OG0001006	Prah.g_02602	Prbn.g_00298
OG0001007	Prah.g_02604	Prbn.g_00300
OG0001008	Prah.g_00231	Prbn.g_00676
OG0001009	Prah.g_00033	Prbn.g_00755
OG0001010	Prah.g_00034	Prbn.g_00754
OG0001011	Prah.g_00036	Prbn.g_00752
OG0001012	Prah.g_02488	Prbn.g_00738
OG0001013	Prah.g_02466	Prbn.g_00731
OG0001014	Prah.g_02454	Prbn.g_00728
OG0001015	Prah.g_02453	Prbn.g_00726
OG0001016	Prah.g_01843	Prbn.g_00704
OG0001017	Prah.g_01849	Prbn.g_01343
OG0001018	Prah.g_01851	Prbn.g_01341
OG0001019	Prah.g_01867	Prbn.g_01332
OG0001020	Prah.g_01873	Prbn.g_01331
OG0001021	Prah.g_01877	Prbn.g_01330
OG0001022	Prah.g_01882	Prbn.g_01327
OG0001023	Prah.g_01883	Prbn.g_01326
OG0001024	Prah.g_01887	Prbn.g_01322
OG0001025	Prah.g_01894	Prbn.g_01315
OG0001026	Prah.g_01908	Prbn.g_01306
OG0001027	Prah.g_00195	Prbn.g_01305
OG0001028	Prah.g_00193	Prbn.g_01303
OG0001029	Prah.g_00191	Prbn.g_01302
OG0001030	Prah.g_02257	Prbn.g_01286
OG0001031	Prah.g_02336	Prbn.g_00367
OG0001032	Prah.g_02339	Prbn.g_00366
OG0001033	Prah.g_02372	Prbn.g_00345
OG0001034	Prah.g_01779	Prbn.g_00314
OG0001035	Prah.g_02099	Prbn.g_00021
OG0001036	Prah.g_02103	Prbn.g_00025
OG0001037	Prah.g_02105	Prbn.g_00026
OG0001038	Prah.g_02132	Prbn.g_00045
OG0001039	Prah.g_02135	Prbn.g_00048
OG0001040	Prah.g_02138	Prbn.g_00050
OG0001041	Prah.g_02143	Prbn.g_00055
OG0001042	Prah.g_02168	Prbn.g_00072
OG0001043	Prah.g_02170	Prbn.g_00073
OG0001044	Prah.g_01941	Prbn.g_00104
OG0001045	Prah.g_01929	Prbn.g_00113
OG0001046	Prah.g_01661	Prbn.g_01697
OG0001047	Prah.g_00233	Prbn.g_00674
OG0001048	Prah.g_00234	Prbn.g_00673
OG0001049	Prah.g_00237	Prbn.g_00671
OG0001050	Prah.g_00238	Prbn.g_00670
OG0001051	Prah.g_00239	Prbn.g_00669
OG0001052	Prah.g_00308	Prbn.g_00643
OG0001053	Prah.g_01563	Prbn.g_00631
OG0001054	Prah.g_01545	Prbn.g_00616
OG0001055	Prah.g_01524	Prbn.g_00597
OG0001056	Prah.g_01496	Prbn.g_00580
OG0001057	Prah.g_01482	Prbn.g_00575
OG0001058	Prah.g_01468	Prbn.g_00567
OG0001059	Prah.g_01464	Prbn.g_00563
OG0001060	Prah.g_01458	Prbn.g_00557
OG0001061	Prah.g_01440	Prbn.g_00542
OG0001062	Prah.g_01438	Prbn.g_00540
OG0001063	Prah.g_01434	Prbn.g_00538
OG0001064	Prah.g_01433	Prbn.g_00537
OG0001065	Prah.g_01432	Prbn.g_00536
OG0001066	Prah.g_01431	Prbn.g_00535
OG0001067	Prah.g_01430	Prbn.g_00534
OG0001068	Prah.g_01429	Prbn.g_00533
OG0001069	Prah.g_01428	Prbn.g_00532
OG0001070	Prah.g_01424	Prbn.g_00528
OG0001071	Prah.g_01423	Prbn.g_00527
OG0001072	Prah.g_01418	Prbn.g_00525
OG0001073	Prah.g_01399	Prbn.g_00511
OG0001074	Prah.g_00532	Prbn.g_00499
OG0001075	Prah.g_00531	Prbn.g_00498
OG0001076	Prah.g_00523	Prbn.g_00491
OG0001077	Prah.g_00513	Prbn.g_00485
OG0001078	Prah.g_00500	Prbn.g_00427
OG0001079	Prah.g_00482	Prbn.g_00439
OG0001080	Prah.g_00472	Prbn.g_00445
OG0001081	Prah.g_00465	Prbn.g_00447
OG0001082	Prah.g_00464	Prbn.g_00448
OG0001083	Prah.g_00456	Prbn.g_00836
OG0001084	Prah.g_00455	Prbn.g_00837
OG0001085	Prah.g_00444	Prbn.g_01594
OG0001086	Prah.g_00442	Prbn.g_01593
OG0001087	Prah.g_00968	Prbn.g_01575
OG0001088	Prah.g_00972	Prbn.g_01574
OG0001089	Prah.g_01025	Prbn.g_01563
OG0001090	Prah.g_00886	Prbn.g_01553
OG0001091	Prah.g_00884	Prbn.g_00857
OG0001092	Prah.g_00882	Prbn.g_00858
OG0001093	Prah.g_00878	Prbn.g_00863
OG0001094	Prah.g_00673	Prbn.g_00856
OG0001095	Prah.g_00654	Prbn.g_01533
OG0001096	Prah.g_00637	Prbn.g_01519
OG0001097	Prah.g_00593	Prbn.g_01499
OG0001098	Prah.g_00743	Prbn.g_01480
OG0001099	Prah.g_00192	Prbn.g_01925
OG0001100	Prah.g_00740	Prbn.g_01630
OG0001101	Prah.g_00739	Prbn.g_01627
OG0001102	Prah.g_00736	Prbn.g_01624
OG0001103	Prah.g_00734	Prbn.g_01622
OG0001104	Prah.g_00684	Prbn.g_01599
OG0001105	Prah.g_00689	Prbn.g_01595
OG0001106	Prah.g_00784	Prbn.g_01427
OG0001107	Prah.g_00794	Prbn.g_01420
OG0001108	Prah.g_00801	Prbn.g_01416
OG0001109	Prah.g_00803	Prbn.g_01415
OG0001110	Prah.g_00806	Prbn.g_01413
OG0001111	Prah.g_00808	Prbn.g_01412
OG0001112	Prah.g_00810	Prbn.g_01411
OG0001113	Prah.g_00811	Prbn.g_01410
OG0001114	Prah.g_00812	Prbn.g_01409
OG0001115	Prah.g_00814	Prbn.g_01407
OG0001116	Prah.g_00815	Prbn.g_01406
OG0001117	Prah.g_00816	Prbn.g_01405
OG0001118	Prah.g_00817	Prbn.g_01404
OG0001119	Prah.g_00818	Prbn.g_01403
OG0001120	Prah.g_00821	Prbn.g_01401
OG0001122	Prah.g_00849	Prbn.g_01381
OG0001123	Prah.g_00856	Prbn.g_01375
OG0001124	Prah.g_00858	Prbn.g_01373
OG0001125	Prah.g_00860	Prbn.g_01371
