Orthogroup	Prah	Prau
OG0000588	Prah.g_00529	Prau.g_00656
OG0000589	Prah.g_00526	Prau.g_00661
OG0000590	Prah.g_00525	Prau.g_00662
OG0000591	Prah.g_00518	Prau.g_00665
OG0000592	Prah.g_00517	Prau.g_00666
OG0000593	Prah.g_00505	Prau.g_00672
OG0000594	Prah.g_00504	Prau.g_00673
OG0000595	Prah.g_00503	Prau.g_00674
OG0000596	Prah.g_00498	Prau.g_00678
OG0000597	Prah.g_00495	Prau.g_00680
OG0000598	Prah.g_00494	Prau.g_00681
OG0000599	Prah.g_00485	Prau.g_00684
OG0000600	Prah.g_00484	Prau.g_00685
OG0000601	Prah.g_00483	Prau.g_00686
OG0000602	Prah.g_00478	Prau.g_00688
OG0000603	Prah.g_00477	Prau.g_00689
OG0000604	Prah.g_00476	Prau.g_00690
OG0000605	Prah.g_00474	Prau.g_00691
OG0000606	Prah.g_00466	Prau.g_00694
OG0000607	Prah.g_00463	Prau.g_00697
OG0000608	Prah.g_00462	Prau.g_00698
OG0000609	Prah.g_00460	Prau.g_00699
OG0000610	Prah.g_00452	Prau.g_00704
OG0000611	Prah.g_00449	Prau.g_00707
OG0000612	Prah.g_00448	Prau.g_00708
OG0000613	Prah.g_02193	Prau.g_00713
OG0000614	Prah.g_00985	Prau.g_00732
OG0000615	Prah.g_00706	Prau.g_00740
OG0000616	Prah.g_02588	Prau.g_00744
OG0000617	Prah.g_00881	Prau.g_00761
OG0000618	Prah.g_00880	Prau.g_00762
OG0000619	Prah.g_00879	Prau.g_00763
OG0000620	Prah.g_00875	Prau.g_00766
OG0000621	Prah.g_00874	Prau.g_00767
OG0000622	Prah.g_00873	Prau.g_00768
OG0000623	Prah.g_00872	Prau.g_00769
OG0000624	Prah.g_00871	Prau.g_00770
OG0000625	Prah.g_00870	Prau.g_00771
OG0000626	Prah.g_00869	Prau.g_00772
OG0000627	Prah.g_00746	Prau.g_00773
OG0000628	Prah.g_00747	Prau.g_00774
OG0000629	Prah.g_00750	Prau.g_00775
OG0000630	Prah.g_00754	Prau.g_00778
OG0000631	Prah.g_00758	Prau.g_00845
OG0000632	Prah.g_00759	Prau.g_00846
OG0000633	Prah.g_00760	Prau.g_00847
OG0000634	Prah.g_00671	Prau.g_00850
OG0000635	Prah.g_00670	Prau.g_00851
OG0000636	Prah.g_00668	Prau.g_00853
OG0000637	Prah.g_00666	Prau.g_00855
OG0000638	Prah.g_00665	Prau.g_00856
OG0000639	Prah.g_00664	Prau.g_00857
OG0000640	Prah.g_00663	Prau.g_00858
OG0000641	Prah.g_00659	Prau.g_00862
OG0000642	Prah.g_00658	Prau.g_00863
OG0000643	Prah.g_00657	Prau.g_00864
OG0000644	Prah.g_00656	Prau.g_00865
OG0000645	Prah.g_00655	Prau.g_00866
OG0000646	Prah.g_00652	Prau.g_00868
OG0000647	Prah.g_00650	Prau.g_00869
OG0000648	Prah.g_00648	Prau.g_00871
OG0000649	Prah.g_00647	Prau.g_00872
OG0000650	Prah.g_00646	Prau.g_00873
OG0000651	Prah.g_00645	Prau.g_00874
OG0000652	Prah.g_00644	Prau.g_00875
OG0000653	Prah.g_00640	Prau.g_00877
OG0000654	Prah.g_00639	Prau.g_00878
OG0000655	Prah.g_00638	Prau.g_00879
OG0000656	Prah.g_00635	Prau.g_00882
OG0000657	Prah.g_00603	Prau.g_00889
OG0000658	Prah.g_00601	Prau.g_00890
OG0000659	Prah.g_00600	Prau.g_00891
OG0000660	Prah.g_00596	Prau.g_00895
OG0000661	Prah.g_00594	Prau.g_00897
OG0000662	Prah.g_00592	Prau.g_00899
OG0000663	Prah.g_00589	Prau.g_00902
OG0000664	Prah.g_00588	Prau.g_00903
OG0000665	Prah.g_00574	Prau.g_00907
OG0000666	Prah.g_00572	Prau.g_00908
OG0000667	Prah.g_00564	Prau.g_00912
OG0000668	Prah.g_00850	Prau.g_00942
OG0000669	Prah.g_00558	Prau.g_00949
OG0000670	Prah.g_01212	Prau.g_00951
OG0000671	Prah.g_00738	Prau.g_00953
OG0000672	Prah.g_00735	Prau.g_00955
OG0000673	Prah.g_00732	Prau.g_00957
OG0000674	Prah.g_00730	Prau.g_00959
OG0000675	Prah.g_00729	Prau.g_00960
OG0000676	Prah.g_00726	Prau.g_00962
OG0000677	Prah.g_00724	Prau.g_00963
OG0000678	Prah.g_00721	Prau.g_00965
OG0000679	Prah.g_00702	Prau.g_00969
OG0000680	Prah.g_00701	Prau.g_00970
OG0000681	Prah.g_00699	Prau.g_00973
OG0000682	Prah.g_00698	Prau.g_00974
OG0000683	Prah.g_00697	Prau.g_00975
OG0000684	Prah.g_00683	Prau.g_00977
OG0000685	Prah.g_00685	Prau.g_00979
OG0000686	Prah.g_00686	Prau.g_00980
OG0000687	Prah.g_00687	Prau.g_00981
OG0000688	Prah.g_00681	Prau.g_00984
OG0000689	Prah.g_00680	Prau.g_00985
OG0000690	Prah.g_00679	Prau.g_00986
OG0000691	Prah.g_00678	Prau.g_00987
OG0000692	Prah.g_00677	Prau.g_00989
OG0000693	Prah.g_00675	Prau.g_00990
OG0000694	Prah.g_00674	Prau.g_00991
OG0000695	Prah.g_00762	Prau.g_00993
OG0000696	Prah.g_00763	Prau.g_00994
OG0000697	Prah.g_00765	Prau.g_00995
OG0000698	Prah.g_00768	Prau.g_00998
OG0000699	Prah.g_00770	Prau.g_00999
OG0000700	Prah.g_00771	Prau.g_01000
OG0000701	Prah.g_00772	Prau.g_01001
OG0000702	Prah.g_00780	Prau.g_01003
OG0000703	Prah.g_00781	Prau.g_01004
OG0000704	Prah.g_00783	Prau.g_01005
OG0000705	Prah.g_00789	Prau.g_01009
OG0000706	Prah.g_00790	Prau.g_01010
OG0000707	Prah.g_00791	Prau.g_01011
OG0000708	Prah.g_00793	Prau.g_01012
OG0000709	Prah.g_00800	Prau.g_01016
OG0000710	Prah.g_00805	Prau.g_01019
OG0000711	Prah.g_00828	Prau.g_01036
OG0000712	Prah.g_00829	Prau.g_01038
OG0000713	Prah.g_00830	Prau.g_01039
OG0000714	Prah.g_00833	Prau.g_01040
OG0000715	Prah.g_00835	Prau.g_01042
OG0000716	Prah.g_00839	Prau.g_01044
OG0000717	Prah.g_00840	Prau.g_01045
OG0000718	Prah.g_00846	Prau.g_01058
OG0000719	Prah.g_00848	Prau.g_01060
OG0000720	Prah.g_00861	Prau.g_01069
OG0000721	Prah.g_00862	Prau.g_01071
OG0000722	Prah.g_00863	Prau.g_01072
OG0000723	Prah.g_00867	Prau.g_01075
OG0000724	Prah.g_00910	Prau.g_01084
OG0000725	Prah.g_00919	Prau.g_01090
OG0000726	Prah.g_00920	Prau.g_01091
OG0000727	Prah.g_00921	Prau.g_01092
OG0000728	Prah.g_00922	Prau.g_01094
OG0000729	Prah.g_00133	Prau.g_01138
OG0000730	Prah.g_01942	Prau.g_01142
OG0000731	Prah.g_01932	Prau.g_01146
OG0000732	Prah.g_00054	Prau.g_01155
OG0000733	Prah.g_02532	Prau.g_01175
OG0000734	Prah.g_01905	Prau.g_01192
OG0000735	Prah.g_01340	Prau.g_01194
OG0000736	Prah.g_01339	Prau.g_01195
OG0000737	Prah.g_01338	Prau.g_01196
OG0000738	Prah.g_01331	Prau.g_01200
OG0000739	Prah.g_01329	Prau.g_01201
OG0000740	Prah.g_01328	Prau.g_01202
OG0000741	Prah.g_01325	Prau.g_01203
OG0000742	Prah.g_01323	Prau.g_01205
OG0000743	Prah.g_01321	Prau.g_01207
OG0000744	Prah.g_01320	Prau.g_01208
OG0000745	Prah.g_01318	Prau.g_01209
OG0000746	Prah.g_01316	Prau.g_01211
OG0000747	Prah.g_01315	Prau.g_01212
OG0000748	Prah.g_01304	Prau.g_01215
OG0000749	Prah.g_01303	Prau.g_01216
OG0000750	Prah.g_01302	Prau.g_01217
OG0000751	Prah.g_01297	Prau.g_01219
OG0000752	Prah.g_01295	Prau.g_01221
OG0000753	Prah.g_01292	Prau.g_01224
OG0000754	Prah.g_01262	Prau.g_01227
OG0000755	Prah.g_01255	Prau.g_01230
OG0000756	Prah.g_01254	Prau.g_01231
OG0000757	Prah.g_01247	Prau.g_01237
OG0000758	Prah.g_01246	Prau.g_01238
OG0000759	Prah.g_01245	Prau.g_01239
OG0000760	Prah.g_01244	Prau.g_01240
OG0000761	Prah.g_01243	Prau.g_01241
OG0000762	Prah.g_01263	Prau.g_01242
OG0000763	Prah.g_01265	Prau.g_01244
OG0000764	Prah.g_01266	Prau.g_01245
OG0000765	Prah.g_01282	Prau.g_01254
OG0000766	Prah.g_01283	Prau.g_01255
OG0000767	Prah.g_01285	Prau.g_01257
OG0000768	Prah.g_01286	Prau.g_01258
OG0000769	Prah.g_01290	Prau.g_01260
OG0000770	Prah.g_01239	Prau.g_01262
OG0000771	Prah.g_00905	Prau.g_01271, Prau.g_01496
OG0000772	Prah.g_01610	Prau.g_01346
OG0000773	Prah.g_01351	Prau.g_01361
OG0000774	Prah.g_01355	Prau.g_01363
OG0000775	Prah.g_01357	Prau.g_01366
OG0000776	Prah.g_01358	Prau.g_01367
OG0000777	Prah.g_01359	Prau.g_01368
OG0000778	Prah.g_01360	Prau.g_01369
OG0000779	Prah.g_01365	Prau.g_01373
OG0000780	Prah.g_01368	Prau.g_01374
OG0000781	Prah.g_01372	Prau.g_01377
OG0000782	Prah.g_01373	Prau.g_01378
OG0000783	Prah.g_01374	Prau.g_01379
OG0000784	Prah.g_01375	Prau.g_01380
OG0000785	Prah.g_01377	Prau.g_01382
OG0000786	Prah.g_01380	Prau.g_01384
OG0000787	Prah.g_01381	Prau.g_01385
OG0000788	Prah.g_00224	Prau.g_01396
OG0000789	Prah.g_01183	Prau.g_01399
OG0000790	Prah.g_01580	Prau.g_01414
OG0000791	Prah.g_01582	Prau.g_01416
OG0000792	Prah.g_01583	Prau.g_01417
OG0000793	Prah.g_01587	Prau.g_01420
OG0000794	Prah.g_01588	Prau.g_01421
OG0000795	Prah.g_01589	Prau.g_01422
OG0000796	Prah.g_01593	Prau.g_01426
OG0000797	Prah.g_01594	Prau.g_01427
OG0000799	Prah.g_00435	Prau.g_01510
OG0000800	Prah.g_00434	Prau.g_01511
OG0000801	Prah.g_00433	Prau.g_01512
OG0000802	Prah.g_00427	Prau.g_01514
OG0000803	Prah.g_00423	Prau.g_01516
OG0000804	Prah.g_00421	Prau.g_01517
OG0000805	Prah.g_00419	Prau.g_01519
OG0000806	Prah.g_00417	Prau.g_01521
OG0000807	Prah.g_00415	Prau.g_01522
OG0000808	Prah.g_00414	Prau.g_01523
OG0000809	Prah.g_00410	Prau.g_01526
OG0000810	Prah.g_00409	Prau.g_01527
OG0000811	Prah.g_00403	Prau.g_01534
OG0000812	Prah.g_00401	Prau.g_01536
OG0000813	Prah.g_00400	Prau.g_01537
OG0000814	Prah.g_00398	Prau.g_01539
OG0000815	Prah.g_00397	Prau.g_01540
OG0000816	Prah.g_00395	Prau.g_01542
OG0000817	Prah.g_00394	Prau.g_01543
OG0000818	Prah.g_00386	Prau.g_01548
OG0000819	Prah.g_00385	Prau.g_01549
OG0000820	Prah.g_00384	Prau.g_01550
OG0000821	Prah.g_00379	Prau.g_01554
OG0000822	Prah.g_00376	Prau.g_01555
OG0000823	Prah.g_00374	Prau.g_01556
OG0000824	Prah.g_00370	Prau.g_01559
OG0000825	Prah.g_00369	Prau.g_01560
OG0000826	Prah.g_00368	Prau.g_01561
OG0000827	Prah.g_00367	Prau.g_01562
OG0000828	Prah.g_00364	Prau.g_01565
OG0000829	Prah.g_00363	Prau.g_01566
OG0000830	Prah.g_00362	Prau.g_01567
OG0000831	Prah.g_00360	Prau.g_01569
OG0000832	Prah.g_01615	Prau.g_01575
OG0000833	Prah.g_01623	Prau.g_01583
OG0000834	Prah.g_01624	Prau.g_01584
OG0000835	Prah.g_01625	Prau.g_01585
OG0000836	Prah.g_01627	Prau.g_01586
OG0000837	Prah.g_01628	Prau.g_01587
OG0000838	Prah.g_01632	Prau.g_01589
OG0000839	Prah.g_01633	Prau.g_01590
OG0000840	Prah.g_01634	Prau.g_01591
OG0000841	Prah.g_01635	Prau.g_01592
OG0000842	Prah.g_01636	Prau.g_01593
OG0000843	Prah.g_01637	Prau.g_01594
OG0000844	Prah.g_01639	Prau.g_01595
OG0000845	Prah.g_01640	Prau.g_01596
OG0000846	Prah.g_01641	Prau.g_01597
OG0000847	Prah.g_01642	Prau.g_01598
OG0000848	Prah.g_01643	Prau.g_01599
OG0000849	Prah.g_01644	Prau.g_01600
OG0000850	Prah.g_01645	Prau.g_01602
OG0000851	Prah.g_01648	Prau.g_01603
OG0000852	Prah.g_01649	Prau.g_01604
OG0000853	Prah.g_01653	Prau.g_01608
OG0000854	Prah.g_01655	Prau.g_01610
OG0000855	Prah.g_01656	Prau.g_01611
OG0000856	Prah.g_00515	Prau.g_01626
OG0000857	Prah.g_00651	Prau.g_01652
OG0000858	Prah.g_01667	Prau.g_01726
OG0000859	Prah.g_01668	Prau.g_01727
OG0000860	Prah.g_01678	Prau.g_01734
OG0000861	Prah.g_01679	Prau.g_01735
OG0000862	Prah.g_01681	Prau.g_01736
OG0000863	Prah.g_01685	Prau.g_01738
OG0000864	Prah.g_01687	Prau.g_01739
OG0000865	Prah.g_01688	Prau.g_01740
OG0000866	Prah.g_01689	Prau.g_01741
OG0000867	Prah.g_01690	Prau.g_01742
OG0000868	Prah.g_01692	Prau.g_01743
OG0000869	Prah.g_01695	Prau.g_01747
OG0000870	Prah.g_01700	Prau.g_01752
OG0000871	Prah.g_01701	Prau.g_01753
OG0000872	Prah.g_01703	Prau.g_01754
OG0000873	Prah.g_01707	Prau.g_01757
OG0000874	Prah.g_01711	Prau.g_01760
OG0000875	Prah.g_01713	Prau.g_01761
OG0000876	Prah.g_01714	Prau.g_01762
OG0000877	Prah.g_01717	Prau.g_01764
OG0000878	Prah.g_01718	Prau.g_01765
OG0000879	Prah.g_01719	Prau.g_01766
OG0000880	Prah.g_01720	Prau.g_01767
OG0000881	Prah.g_01728	Prau.g_01771
OG0000882	Prah.g_01733	Prau.g_01776
OG0000883	Prah.g_01736	Prau.g_01777
OG0000884	Prah.g_01738	Prau.g_01779
OG0000885	Prah.g_01739	Prau.g_01780
OG0000886	Prah.g_01740	Prau.g_01781
OG0000887	Prah.g_01741	Prau.g_01782
OG0000888	Prah.g_01743	Prau.g_01784
OG0000889	Prah.g_01745	Prau.g_01786
OG0000890	Prah.g_01759	Prau.g_01787
OG0000891	Prah.g_01760	Prau.g_01788
OG0000892	Prah.g_01762	Prau.g_01790
OG0000893	Prah.g_02073	Prau.g_01794
OG0000894	Prah.g_02070	Prau.g_01796
OG0000895	Prah.g_02066	Prau.g_01799
OG0000896	Prah.g_02065	Prau.g_01800
OG0000897	Prah.g_02063	Prau.g_01802
OG0000898	Prah.g_02062	Prau.g_01803
OG0000899	Prah.g_02061	Prau.g_01804
OG0000900	Prah.g_02060	Prau.g_01805
OG0000901	Prah.g_02056	Prau.g_01808
OG0000902	Prah.g_02054	Prau.g_01810
OG0000903	Prah.g_02041	Prau.g_01813
OG0000904	Prah.g_02046	Prau.g_01815
OG0000905	Prah.g_02048	Prau.g_01820
OG0000906	Prah.g_02050	Prau.g_01821
OG0000907	Prah.g_02039	Prau.g_01827
OG0000908	Prah.g_02036	Prau.g_01830
OG0000909	Prah.g_02035	Prau.g_01831
OG0000910	Prah.g_02034	Prau.g_01832
OG0000911	Prah.g_02032	Prau.g_01834
OG0000912	Prah.g_02031	Prau.g_01835
OG0000913	Prah.g_02030	Prau.g_01836
OG0000914	Prah.g_02029	Prau.g_01837
OG0000915	Prah.g_02028	Prau.g_01838
OG0000916	Prah.g_02027	Prau.g_01839
OG0000917	Prah.g_02026	Prau.g_01840
OG0000918	Prah.g_02025	Prau.g_01841
OG0000919	Prah.g_02024	Prau.g_01842
OG0000920	Prah.g_02023	Prau.g_01843
OG0000921	Prah.g_02022	Prau.g_01844
OG0000922	Prah.g_02021	Prau.g_01845
OG0000923	Prah.g_02017	Prau.g_01849
OG0000924	Prah.g_02016	Prau.g_01850
OG0000925	Prah.g_02015	Prau.g_01851
OG0000926	Prah.g_02014	Prau.g_01852
OG0000927	Prah.g_02012	Prau.g_01854
OG0000928	Prah.g_02011	Prau.g_01855
OG0000929	Prah.g_02010	Prau.g_01856
OG0000930	Prah.g_02009	Prau.g_01857
OG0000931	Prah.g_02008	Prau.g_01858
OG0000932	Prah.g_02007	Prau.g_01859
OG0000933	Prah.g_02002	Prau.g_01863
OG0000934	Prah.g_02000	Prau.g_01865
OG0000935	Prah.g_01999	Prau.g_01866
OG0000936	Prah.g_01998	Prau.g_01867
OG0000937	Prah.g_01997	Prau.g_01868
OG0000938	Prah.g_01994	Prau.g_01870
OG0000939	Prah.g_01993	Prau.g_01871
OG0000940	Prah.g_01985	Prau.g_01878
OG0000941	Prah.g_01983	Prau.g_01880
OG0000942	Prah.g_01981	Prau.g_01882
OG0000943	Prah.g_01980	Prau.g_01883
OG0000944	Prah.g_01978	Prau.g_01884
OG0000945	Prah.g_01977	Prau.g_01885
OG0000946	Prah.g_01966	Prau.g_01889
OG0000947	Prah.g_01963	Prau.g_01891
OG0000948	Prah.g_01962	Prau.g_01892
OG0000949	Prah.g_01958	Prau.g_01895
OG0000950	Prah.g_02231	Prau.g_01900
OG0000951	Prah.g_02236	Prau.g_01904
OG0000952	Prah.g_02241	Prau.g_01908
OG0000953	Prah.g_02245	Prau.g_01911
OG0000954	Prah.g_00167	Prau.g_01915
OG0000955	Prah.g_00166	Prau.g_01916
OG0000956	Prah.g_00164	Prau.g_01918
OG0000957	Prah.g_00152	Prau.g_01923
OG0000958	Prah.g_00151	Prau.g_01924
OG0000959	Prah.g_00146	Prau.g_01928
OG0000960	Prah.g_00145	Prau.g_01929
OG0000961	Prah.g_00136	Prau.g_01931
OG0000962	Prah.g_00134	Prau.g_01933
OG0000963	Prah.g_00129	Prau.g_01937
OG0000964	Prah.g_00128	Prau.g_01938
OG0000965	Prah.g_00127	Prau.g_01939
OG0000966	Prah.g_00086	Prau.g_01946
OG0000967	Prah.g_00079	Prau.g_01951
OG0000968	Prah.g_00076	Prau.g_01953
OG0000969	Prah.g_00074	Prau.g_01954
OG0000970	Prah.g_00073	Prau.g_01955
OG0000971	Prah.g_00071	Prau.g_01956
OG0000972	Prah.g_00070	Prau.g_01957
OG0000973	Prah.g_00068	Prau.g_01958
OG0000974	Prah.g_00067	Prau.g_01959
OG0000975	Prah.g_00066	Prau.g_01960
OG0000976	Prah.g_00065	Prau.g_01961
OG0000977	Prah.g_00063	Prau.g_01962
OG0000978	Prah.g_00062	Prau.g_01963
OG0000979	Prah.g_00059	Prau.g_01966
OG0000980	Prah.g_00055	Prau.g_01968
OG0000981	Prah.g_00052	Prau.g_01970
OG0000982	Prah.g_02491	Prau.g_01972
OG0000983	Prah.g_02492	Prau.g_01973
OG0000984	Prah.g_02493	Prau.g_01974
OG0000985	Prah.g_02497	Prau.g_01977
OG0000986	Prah.g_02499	Prau.g_01979
OG0000987	Prah.g_02501	Prau.g_01980
OG0000988	Prah.g_02505	Prau.g_01983
OG0000989	Prah.g_02513	Prau.g_01986
OG0000990	Prah.g_02536	Prau.g_01989
OG0000991	Prah.g_02540	Prau.g_01990
OG0000992	Prah.g_02543	Prau.g_01992
OG0000993	Prah.g_02544	Prau.g_01993
OG0000994	Prah.g_02547	Prau.g_01994
OG0000995	Prah.g_02552	Prau.g_01998
OG0000996	Prah.g_02565	Prau.g_01999
OG0000997	Prah.g_02574	Prau.g_02000
OG0000998	Prah.g_02576	Prau.g_02002
OG0000999	Prah.g_02577	Prau.g_02003
OG0001000	Prah.g_02580	Prau.g_02006
OG0001001	Prah.g_02584	Prau.g_02008
OG0001002	Prah.g_02591	Prau.g_02012
OG0001003	Prah.g_02593	Prau.g_02014
OG0001004	Prah.g_02594	Prau.g_02015
OG0001005	Prah.g_02596	Prau.g_02016
OG0001006	Prah.g_02602	Prau.g_02020
OG0001007	Prah.g_02604	Prau.g_02022
OG0001008	Prah.g_00231	Prau.g_00478
OG0001009	Prah.g_00033	Prau.g_00027
OG0001010	Prah.g_00034	Prau.g_00028
OG0001011	Prah.g_00036	Prau.g_00029
OG0001012	Prah.g_02488	Prau.g_00050
OG0001013	Prah.g_02466	Prau.g_00056
OG0001014	Prah.g_02454	Prau.g_00059
OG0001015	Prah.g_02453	Prau.g_00060
OG0001016	Prah.g_01843	Prau.g_00074
OG0001017	Prah.g_01849	Prau.g_00078
OG0001018	Prah.g_01851	Prau.g_00081
OG0001019	Prah.g_01867	Prau.g_00090
OG0001020	Prah.g_01873	Prau.g_00091
OG0001021	Prah.g_01877	Prau.g_00092
OG0001022	Prah.g_01882	Prau.g_00095
OG0001023	Prah.g_01883	Prau.g_00096
OG0001024	Prah.g_01887	Prau.g_00099
OG0001025	Prah.g_01894	Prau.g_00105
OG0001026	Prah.g_01908	Prau.g_00112
OG0001027	Prah.g_00195	Prau.g_00113
OG0001028	Prah.g_00193	Prau.g_00115
OG0001029	Prah.g_00191	Prau.g_00116
OG0001030	Prah.g_02257	Prau.g_00131
OG0001031	Prah.g_02336	Prau.g_00187
OG0001032	Prah.g_02339	Prau.g_00188
OG0001033	Prah.g_02372	Prau.g_00209
OG0001034	Prah.g_01779	Prau.g_00237
OG0001035	Prah.g_02099	Prau.g_00256
OG0001036	Prah.g_02103	Prau.g_00261
OG0001037	Prah.g_02105	Prau.g_00262
OG0001038	Prah.g_02132	Prau.g_00280
OG0001039	Prah.g_02135	Prau.g_00283
OG0001040	Prah.g_02138	Prau.g_00285
OG0001041	Prah.g_02143	Prau.g_00289
OG0001042	Prah.g_02168	Prau.g_00306
OG0001043	Prah.g_02170	Prau.g_00307
OG0001044	Prah.g_01941	Prau.g_00335
OG0001045	Prah.g_01929	Prau.g_00344
OG0001046	Prah.g_01661	Prau.g_00382
OG0001047	Prah.g_00233	Prau.g_00480
OG0001048	Prah.g_00234	Prau.g_00481
OG0001049	Prah.g_00237	Prau.g_00483
OG0001050	Prah.g_00238	Prau.g_00484
OG0001051	Prah.g_00239	Prau.g_00485
OG0001052	Prah.g_00308	Prau.g_00512
OG0001053	Prah.g_01563	Prau.g_00524
OG0001054	Prah.g_01545	Prau.g_00539
OG0001055	Prah.g_01524	Prau.g_00558
OG0001056	Prah.g_01496	Prau.g_00576
OG0001057	Prah.g_01482	Prau.g_00581
OG0001058	Prah.g_01468	Prau.g_00589
OG0001059	Prah.g_01464	Prau.g_00593
OG0001060	Prah.g_01458	Prau.g_00600
OG0001061	Prah.g_01440	Prau.g_00613
OG0001062	Prah.g_01438	Prau.g_00615
OG0001063	Prah.g_01434	Prau.g_00617
OG0001064	Prah.g_01433	Prau.g_00618
OG0001065	Prah.g_01432	Prau.g_00619
OG0001066	Prah.g_01431	Prau.g_00620
OG0001067	Prah.g_01430	Prau.g_00621
OG0001068	Prah.g_01429	Prau.g_00622
OG0001069	Prah.g_01428	Prau.g_00623
OG0001070	Prah.g_01424	Prau.g_00626
OG0001071	Prah.g_01423	Prau.g_00627
OG0001072	Prah.g_01418	Prau.g_00628
OG0001073	Prah.g_01399	Prau.g_00642
OG0001074	Prah.g_00532	Prau.g_00653
OG0001075	Prah.g_00531	Prau.g_00654
OG0001076	Prah.g_00523	Prau.g_00664
OG0001077	Prah.g_00513	Prau.g_00668
OG0001078	Prah.g_00500	Prau.g_00676
OG0001079	Prah.g_00482	Prau.g_00687
OG0001080	Prah.g_00472	Prau.g_00693
OG0001081	Prah.g_00465	Prau.g_00695
OG0001082	Prah.g_00464	Prau.g_00696
OG0001083	Prah.g_00456	Prau.g_00701
OG0001084	Prah.g_00455	Prau.g_00702
OG0001085	Prah.g_00444	Prau.g_00710
OG0001086	Prah.g_00442	Prau.g_00711
OG0001087	Prah.g_00968	Prau.g_00728
OG0001088	Prah.g_00972	Prau.g_00729
OG0001089	Prah.g_01025	Prau.g_00737
OG0001090	Prah.g_00886	Prau.g_00756
OG0001091	Prah.g_00884	Prau.g_00758
OG0001092	Prah.g_00882	Prau.g_00759
OG0001093	Prah.g_00878	Prau.g_00764
OG0001094	Prah.g_00673	Prau.g_00848
OG0001095	Prah.g_00654	Prau.g_00867
OG0001096	Prah.g_00637	Prau.g_00880
OG0001097	Prah.g_00593	Prau.g_00898
OG0001098	Prah.g_00743	Prau.g_00914
OG0001099	Prah.g_00192	Prau.g_00946
OG0001100	Prah.g_00740	Prau.g_00950
OG0001101	Prah.g_00739	Prau.g_00952
OG0001102	Prah.g_00736	Prau.g_00954
OG0001104	Prah.g_00684	Prau.g_00978
OG0001105	Prah.g_00689	Prau.g_00982
OG0001106	Prah.g_00784	Prau.g_01006
OG0001107	Prah.g_00794	Prau.g_01013
OG0001108	Prah.g_00801	Prau.g_01017
OG0001109	Prah.g_00803	Prau.g_01018
OG0001110	Prah.g_00806	Prau.g_01020
OG0001111	Prah.g_00808	Prau.g_01021
OG0001112	Prah.g_00810	Prau.g_01022
OG0001113	Prah.g_00811	Prau.g_01023
OG0001114	Prah.g_00812	Prau.g_01024
OG0001115	Prah.g_00814	Prau.g_01026
OG0001116	Prah.g_00815	Prau.g_01027
OG0001117	Prah.g_00816	Prau.g_01028
OG0001118	Prah.g_00817	Prau.g_01029
OG0001119	Prah.g_00818	Prau.g_01030
OG0001120	Prah.g_00821	Prau.g_01032
OG0001122	Prah.g_00849	Prau.g_01061
OG0001123	Prah.g_00856	Prau.g_01065
OG0001124	Prah.g_00858	Prau.g_01067
OG0001125	Prah.g_00860	Prau.g_01068
OG0001126	Prah.g_00903	Prau.g_01078
OG0001127	Prah.g_00904	Prau.g_01079
OG0001128	Prah.g_00907	Prau.g_01081
OG0001129	Prah.g_00908	Prau.g_01082
OG0001130	Prah.g_00909	Prau.g_01083
OG0001131	Prah.g_00893	Prau.g_01118
OG0001132	Prah.g_00539	Prau.g_01127
OG0001133	Prah.g_00521	Prau.g_01160
OG0001134	Prah.g_02524	Prau.g_01174
OG0001136	Prah.g_01324	Prau.g_01204
OG0001137	Prah.g_01305	Prau.g_01214
OG0001138	Prah.g_01253	Prau.g_01232
OG0001139	Prah.g_01251	Prau.g_01233
OG0001140	Prah.g_01250	Prau.g_01234
OG0001141	Prah.g_01249	Prau.g_01235
OG0001142	Prah.g_01248	Prau.g_01236
OG0001143	Prah.g_01264	Prau.g_01243
OG0001144	Prah.g_01273	Prau.g_01248
OG0001145	Prah.g_01353	Prau.g_01362
OG0001146	Prah.g_01369	Prau.g_01375
OG0001147	Prah.g_00323	Prau.g_01395
OG0001148	Prah.g_01577	Prau.g_01411
OG0001149	Prah.g_01578	Prau.g_01412
OG0001150	Prah.g_01579	Prau.g_01413
OG0001151	Prah.g_01591	Prau.g_01424
OG0001152	Prah.g_01592	Prau.g_01425
OG0001153	Prah.g_00366	Prau.g_01563
OG0001154	Prah.g_00365	Prau.g_01564
OG0001155	Prah.g_01617	Prau.g_01576
OG0001156	Prah.g_01620	Prau.g_01579
OG0001157	Prah.g_00538	Prau.g_01580
OG0001158	Prah.g_01621	Prau.g_01581
OG0001159	Prah.g_01622	Prau.g_01582
OG0001160	Prah.g_01651	Prau.g_01606
OG0001161	Prah.g_00541	Prau.g_01619
OG0001162	Prah.g_01050	Prau.g_01630
OG0001163	Prah.g_01665	Prau.g_01724
OG0001164	Prah.g_01670	Prau.g_01728
OG0001165	Prah.g_01673	Prau.g_01731
OG0001166	Prah.g_01699	Prau.g_01751
OG0001167	Prah.g_01725	Prau.g_01768
OG0001168	Prah.g_01727	Prau.g_01770
OG0001169	Prah.g_01729	Prau.g_01772
OG0001170	Prah.g_01731	Prau.g_01774
OG0001171	Prah.g_01742	Prau.g_01783
OG0001172	Prah.g_02068	Prau.g_01797
OG0001173	Prah.g_02067	Prau.g_01798
