Orthogroup	Prah	Prbm
OG0000557	Prah.g_01473	Prbm.g_00578
OG0000558	Prah.g_01470	Prbm.g_00580
OG0000559	Prah.g_01466	Prbm.g_00584
OG0000560	Prah.g_01463	Prbm.g_00587
OG0000561	Prah.g_01462	Prbm.g_00588
OG0000562	Prah.g_01461	Prbm.g_00589
OG0000563	Prah.g_01460	Prbm.g_00590
OG0000564	Prah.g_01459	Prbm.g_00591
OG0000565	Prah.g_01457	Prbm.g_00594
OG0000566	Prah.g_01452	Prbm.g_00596
OG0000567	Prah.g_01448	Prbm.g_00600
OG0000568	Prah.g_01446	Prbm.g_00601
OG0000569	Prah.g_01445	Prbm.g_00602
OG0000570	Prah.g_01444	Prbm.g_00603
OG0000571	Prah.g_01441	Prbm.g_00605
OG0000572	Prah.g_01425	Prbm.g_00616
OG0000573	Prah.g_01416	Prbm.g_00621
OG0000574	Prah.g_01415	Prbm.g_00624
OG0000575	Prah.g_01406	Prbm.g_00627
OG0000576	Prah.g_01404	Prbm.g_00629
OG0000577	Prah.g_01403	Prbm.g_00630
OG0000578	Prah.g_01402	Prbm.g_00631
OG0000579	Prah.g_01401	Prbm.g_00632
OG0000580	Prah.g_01400	Prbm.g_00633
OG0000581	Prah.g_01396	Prbm.g_00636
OG0000582	Prah.g_01392	Prbm.g_00639
OG0000583	Prah.g_01391	Prbm.g_00640
OG0000584	Prah.g_01390	Prbm.g_00641
OG0000585	Prah.g_01388	Prbm.g_00643
OG0000586	Prah.g_01387	Prbm.g_00644
OG0000587	Prah.g_01385	Prbm.g_00645
OG0000588	Prah.g_00529	Prbm.g_00649
OG0000589	Prah.g_00526	Prbm.g_00652
OG0000590	Prah.g_00525	Prbm.g_00653
OG0000591	Prah.g_00518	Prbm.g_00656
OG0000592	Prah.g_00517	Prbm.g_00657
OG0000593	Prah.g_00505	Prbm.g_00663
OG0000594	Prah.g_00504	Prbm.g_00664
OG0000595	Prah.g_00503	Prbm.g_00665
OG0000596	Prah.g_00498	Prbm.g_00669
OG0000597	Prah.g_00495	Prbm.g_00671
OG0000598	Prah.g_00494	Prbm.g_00672
OG0000599	Prah.g_00485	Prbm.g_00675
OG0000600	Prah.g_00484	Prbm.g_00676
OG0000601	Prah.g_00483	Prbm.g_00677
OG0000602	Prah.g_00478	Prbm.g_00679
OG0000603	Prah.g_00477	Prbm.g_00680
OG0000604	Prah.g_00476	Prbm.g_00681
OG0000605	Prah.g_00474	Prbm.g_00682
OG0000606	Prah.g_00466	Prbm.g_00685
OG0000607	Prah.g_00463	Prbm.g_00688
OG0000608	Prah.g_00462	Prbm.g_00689
OG0000609	Prah.g_00460	Prbm.g_00690
OG0000610	Prah.g_00452	Prbm.g_00696
OG0000611	Prah.g_00449	Prbm.g_00699
OG0000612	Prah.g_00448	Prbm.g_00700
OG0000613	Prah.g_02193	Prbm.g_00706
OG0000614	Prah.g_00985	Prbm.g_00730
OG0000615	Prah.g_00706	Prbm.g_00737
OG0000616	Prah.g_02588	Prbm.g_02220
OG0000617	Prah.g_00881	Prbm.g_00748
OG0000618	Prah.g_00880	Prbm.g_00749
OG0000619	Prah.g_00879	Prbm.g_00750
OG0000620	Prah.g_00875	Prbm.g_00753
OG0000621	Prah.g_00874	Prbm.g_00754
OG0000622	Prah.g_00873	Prbm.g_00755
OG0000623	Prah.g_00872	Prbm.g_00756
OG0000624	Prah.g_00871	Prbm.g_00758
OG0000625	Prah.g_00870	Prbm.g_00759
OG0000626	Prah.g_00869	Prbm.g_00760
OG0000627	Prah.g_00746	Prbm.g_00762
OG0000628	Prah.g_00747	Prbm.g_00763
OG0000629	Prah.g_00750	Prbm.g_00764
OG0000630	Prah.g_00754	Prbm.g_00767
OG0000631	Prah.g_00758	Prbm.g_00959
OG0000632	Prah.g_00759	Prbm.g_00960
OG0000633	Prah.g_00760	Prbm.g_00961
OG0000634	Prah.g_00671	Prbm.g_00810
OG0000635	Prah.g_00670	Prbm.g_00811
OG0000636	Prah.g_00668	Prbm.g_00813
OG0000637	Prah.g_00666	Prbm.g_00815
OG0000638	Prah.g_00665	Prbm.g_00816
OG0000639	Prah.g_00664	Prbm.g_00817
OG0000640	Prah.g_00663	Prbm.g_00818
OG0000641	Prah.g_00659	Prbm.g_00822
OG0000642	Prah.g_00658	Prbm.g_00823
OG0000643	Prah.g_00657	Prbm.g_00824
OG0000644	Prah.g_00656	Prbm.g_00825
OG0000645	Prah.g_00655	Prbm.g_00826
OG0000646	Prah.g_00652	Prbm.g_00829
OG0000647	Prah.g_00650	Prbm.g_00831
OG0000648	Prah.g_00648	Prbm.g_00833
OG0000649	Prah.g_00647	Prbm.g_00834
OG0000650	Prah.g_00646	Prbm.g_00835
OG0000651	Prah.g_00645	Prbm.g_00836
OG0000652	Prah.g_00644	Prbm.g_00837
OG0000653	Prah.g_00640	Prbm.g_00839
OG0000654	Prah.g_00639	Prbm.g_00840
OG0000655	Prah.g_00638	Prbm.g_00841
OG0000656	Prah.g_00635	Prbm.g_00844
OG0000657	Prah.g_00603	Prbm.g_00850
OG0000658	Prah.g_00601	Prbm.g_00852
OG0000659	Prah.g_00600	Prbm.g_00853
OG0000660	Prah.g_00596	Prbm.g_00857
OG0000661	Prah.g_00594	Prbm.g_00859
OG0000662	Prah.g_00592	Prbm.g_00861
OG0000663	Prah.g_00589	Prbm.g_00863
OG0000664	Prah.g_00588	Prbm.g_00864
OG0000665	Prah.g_00574	Prbm.g_00868
OG0000666	Prah.g_00572	Prbm.g_00869
OG0000667	Prah.g_00564	Prbm.g_00873
OG0000668	Prah.g_00850	Prbm.g_00911
OG0000669	Prah.g_00558	Prbm.g_00919
OG0000670	Prah.g_01212	Prbm.g_00922
OG0000671	Prah.g_00738	Prbm.g_00924
OG0000672	Prah.g_00735	Prbm.g_00927
OG0000673	Prah.g_00732	Prbm.g_00930
OG0000674	Prah.g_00730	Prbm.g_00932
OG0000675	Prah.g_00729	Prbm.g_00933
OG0000676	Prah.g_00726	Prbm.g_00935
OG0000677	Prah.g_00724	Prbm.g_00936
OG0000678	Prah.g_00721	Prbm.g_00939
OG0000679	Prah.g_00702	Prbm.g_00943
OG0000680	Prah.g_00701	Prbm.g_00944
OG0000681	Prah.g_00699	Prbm.g_00946
OG0000682	Prah.g_00698	Prbm.g_00947
OG0000683	Prah.g_00697	Prbm.g_00948
OG0000684	Prah.g_00683	Prbm.g_00793
OG0000685	Prah.g_00685	Prbm.g_00795
OG0000686	Prah.g_00686	Prbm.g_00796
OG0000687	Prah.g_00687	Prbm.g_00797
OG0000688	Prah.g_00681	Prbm.g_00800
OG0000689	Prah.g_00680	Prbm.g_00801
OG0000690	Prah.g_00679	Prbm.g_00802
OG0000691	Prah.g_00678	Prbm.g_00803
OG0000692	Prah.g_00677	Prbm.g_00805
OG0000693	Prah.g_00675	Prbm.g_00806
OG0000694	Prah.g_00674	Prbm.g_00807
OG0000695	Prah.g_00762	Prbm.g_00963
OG0000696	Prah.g_00763	Prbm.g_00964
OG0000697	Prah.g_00765	Prbm.g_00965
OG0000698	Prah.g_00768	Prbm.g_00968
OG0000699	Prah.g_00770	Prbm.g_00969
OG0000700	Prah.g_00771	Prbm.g_00970
OG0000701	Prah.g_00772	Prbm.g_00971
OG0000702	Prah.g_00780	Prbm.g_00973
OG0000703	Prah.g_00781	Prbm.g_00974
OG0000704	Prah.g_00783	Prbm.g_00975
OG0000705	Prah.g_00789	Prbm.g_00981
OG0000706	Prah.g_00790	Prbm.g_00982
OG0000707	Prah.g_00791	Prbm.g_00983
OG0000708	Prah.g_00793	Prbm.g_00985
OG0000709	Prah.g_00800	Prbm.g_00989
OG0000710	Prah.g_00805	Prbm.g_00992
OG0000711	Prah.g_00828	Prbm.g_01007
OG0000712	Prah.g_00829	Prbm.g_01009
OG0000713	Prah.g_00830	Prbm.g_01010
OG0000714	Prah.g_00833	Prbm.g_01011
OG0000715	Prah.g_00835	Prbm.g_01013
OG0000716	Prah.g_00839	Prbm.g_01014
OG0000717	Prah.g_00840	Prbm.g_01015
OG0000718	Prah.g_00846	Prbm.g_01031
OG0000719	Prah.g_00848	Prbm.g_01032
OG0000720	Prah.g_00861	Prbm.g_01042
OG0000721	Prah.g_00862	Prbm.g_01043
OG0000722	Prah.g_00863	Prbm.g_01044
OG0000723	Prah.g_00867	Prbm.g_01048
OG0000724	Prah.g_00910	Prbm.g_01059
OG0000725	Prah.g_00919	Prbm.g_00887
OG0000726	Prah.g_00920	Prbm.g_00886
OG0000727	Prah.g_00921	Prbm.g_00885
OG0000728	Prah.g_00922	Prbm.g_00883
OG0000729	Prah.g_00133	Prbm.g_02104
OG0000730	Prah.g_01942	Prbm.g_00398
OG0000731	Prah.g_01932	Prbm.g_00406
OG0000732	Prah.g_00054	Prbm.g_02166
OG0000733	Prah.g_02532	Prbm.g_01911
OG0000734	Prah.g_01905	Prbm.g_01565
OG0000735	Prah.g_01340	Prbm.g_01563
OG0000736	Prah.g_01339	Prbm.g_01562
OG0000737	Prah.g_01338	Prbm.g_01561
OG0000738	Prah.g_01331	Prbm.g_01557
OG0000739	Prah.g_01329	Prbm.g_01556
OG0000740	Prah.g_01328	Prbm.g_01555
OG0000741	Prah.g_01325	Prbm.g_01553
OG0000742	Prah.g_01323	Prbm.g_01550
OG0000743	Prah.g_01321	Prbm.g_01548
OG0000744	Prah.g_01320	Prbm.g_01547
OG0000745	Prah.g_01318	Prbm.g_01545
OG0000746	Prah.g_01316	Prbm.g_01543
OG0000747	Prah.g_01315	Prbm.g_01542
OG0000748	Prah.g_01304	Prbm.g_01538
OG0000749	Prah.g_01303	Prbm.g_01537
OG0000750	Prah.g_01302	Prbm.g_01536
OG0000751	Prah.g_01297	Prbm.g_01533
OG0000752	Prah.g_01295	Prbm.g_01531
OG0000753	Prah.g_01292	Prbm.g_01529
OG0000754	Prah.g_01262	Prbm.g_01525
OG0000755	Prah.g_01255	Prbm.g_01520
OG0000756	Prah.g_01254	Prbm.g_01519
OG0000757	Prah.g_01247	Prbm.g_01512
OG0000758	Prah.g_01246	Prbm.g_01511
OG0000759	Prah.g_01245	Prbm.g_01510
OG0000760	Prah.g_01244	Prbm.g_01509
OG0000761	Prah.g_01243	Prbm.g_01508
OG0000762	Prah.g_01263	Prbm.g_01507
OG0000763	Prah.g_01265	Prbm.g_01505
OG0000764	Prah.g_01266	Prbm.g_01504
OG0000765	Prah.g_01282	Prbm.g_01496
OG0000766	Prah.g_01283	Prbm.g_01495
OG0000767	Prah.g_01285	Prbm.g_01494
OG0000768	Prah.g_01286	Prbm.g_01493
OG0000769	Prah.g_01290	Prbm.g_01491
OG0000770	Prah.g_01239	Prbm.g_01490
OG0000771	Prah.g_00905	Prbm.g_01054
OG0000772	Prah.g_01610	Prbm.g_01356
OG0000773	Prah.g_01351	Prbm.g_01602
OG0000774	Prah.g_01355	Prbm.g_01605
OG0000775	Prah.g_01357	Prbm.g_01606
OG0000776	Prah.g_01358	Prbm.g_01607
OG0000777	Prah.g_01359	Prbm.g_01608
OG0000778	Prah.g_01360	Prbm.g_01609
OG0000779	Prah.g_01365	Prbm.g_01613
OG0000780	Prah.g_01368	Prbm.g_01614
OG0000781	Prah.g_01372	Prbm.g_01616
OG0000782	Prah.g_01373	Prbm.g_01617
OG0000783	Prah.g_01374	Prbm.g_01618
OG0000784	Prah.g_01375	Prbm.g_01619
OG0000785	Prah.g_01377	Prbm.g_01621
OG0000786	Prah.g_01380	Prbm.g_01624
OG0000787	Prah.g_01381	Prbm.g_01625
OG0000788	Prah.g_00224	Prbm.g_00777
OG0000789	Prah.g_01183	Prbm.g_01051
OG0000790	Prah.g_01580	Prbm.g_01665
OG0000791	Prah.g_01582	Prbm.g_01667
OG0000792	Prah.g_01583	Prbm.g_01668
OG0000793	Prah.g_01587	Prbm.g_01671
OG0000794	Prah.g_01588	Prbm.g_01672
OG0000795	Prah.g_01589	Prbm.g_01673
OG0000796	Prah.g_01593	Prbm.g_01677
OG0000797	Prah.g_01594	Prbm.g_01678
OG0000799	Prah.g_00435	Prbm.g_01691
OG0000800	Prah.g_00434	Prbm.g_01692
OG0000801	Prah.g_00433	Prbm.g_01693
OG0000802	Prah.g_00427	Prbm.g_01695
OG0000803	Prah.g_00423	Prbm.g_01697
OG0000804	Prah.g_00421	Prbm.g_01698
OG0000805	Prah.g_00419	Prbm.g_01700
OG0000806	Prah.g_00417	Prbm.g_01702
OG0000807	Prah.g_00415	Prbm.g_01703
OG0000808	Prah.g_00414	Prbm.g_01704
OG0000809	Prah.g_00410	Prbm.g_01708
OG0000810	Prah.g_00409	Prbm.g_01709
OG0000811	Prah.g_00403	Prbm.g_01713
OG0000812	Prah.g_00401	Prbm.g_01715
OG0000813	Prah.g_00400	Prbm.g_01716
OG0000814	Prah.g_00398	Prbm.g_01718
OG0000815	Prah.g_00397	Prbm.g_01719
OG0000816	Prah.g_00395	Prbm.g_01721
OG0000817	Prah.g_00394	Prbm.g_01722
OG0000818	Prah.g_00386	Prbm.g_01726
OG0000819	Prah.g_00385	Prbm.g_01727
OG0000820	Prah.g_00384	Prbm.g_01728
OG0000821	Prah.g_00379	Prbm.g_01731
OG0000822	Prah.g_00376	Prbm.g_01732
OG0000823	Prah.g_00374	Prbm.g_01733
OG0000824	Prah.g_00370	Prbm.g_01736
OG0000825	Prah.g_00369	Prbm.g_01737
OG0000826	Prah.g_00368	Prbm.g_01738
OG0000827	Prah.g_00367	Prbm.g_01739
OG0000828	Prah.g_00364	Prbm.g_01742
OG0000829	Prah.g_00363	Prbm.g_01743
OG0000830	Prah.g_00362	Prbm.g_01744
OG0000831	Prah.g_00360	Prbm.g_01746
OG0000832	Prah.g_01615	Prbm.g_01756
OG0000833	Prah.g_01623	Prbm.g_01764
OG0000834	Prah.g_01624	Prbm.g_01765
OG0000835	Prah.g_01625	Prbm.g_01766
OG0000836	Prah.g_01627	Prbm.g_01768
OG0000837	Prah.g_01628	Prbm.g_01769
OG0000838	Prah.g_01632	Prbm.g_01771
OG0000839	Prah.g_01633	Prbm.g_01772
OG0000840	Prah.g_01634	Prbm.g_01773
OG0000841	Prah.g_01635	Prbm.g_01774
OG0000842	Prah.g_01636	Prbm.g_01775
OG0000843	Prah.g_01637	Prbm.g_01776
OG0000844	Prah.g_01639	Prbm.g_01777
OG0000845	Prah.g_01640	Prbm.g_01778
OG0000846	Prah.g_01641	Prbm.g_01779
OG0000847	Prah.g_01642	Prbm.g_01780
OG0000848	Prah.g_01643	Prbm.g_01781
OG0000849	Prah.g_01644	Prbm.g_01782
OG0000850	Prah.g_01645	Prbm.g_01784
OG0000851	Prah.g_01648	Prbm.g_01785
OG0000852	Prah.g_01649	Prbm.g_01786
OG0000853	Prah.g_01653	Prbm.g_01791
OG0000854	Prah.g_01655	Prbm.g_01793
OG0000855	Prah.g_01656	Prbm.g_01794
OG0000856	Prah.g_00515	Prbm.g_01685
OG0000857	Prah.g_00651	Prbm.g_00830
OG0000858	Prah.g_01667	Prbm.g_01835
OG0000859	Prah.g_01668	Prbm.g_01836
OG0000860	Prah.g_01678	Prbm.g_01843
OG0000861	Prah.g_01679	Prbm.g_01844
OG0000862	Prah.g_01681	Prbm.g_01845
OG0000863	Prah.g_01685	Prbm.g_01846
OG0000864	Prah.g_01687	Prbm.g_01847
OG0000865	Prah.g_01688	Prbm.g_01848
OG0000866	Prah.g_01689	Prbm.g_01849
OG0000867	Prah.g_01690	Prbm.g_01850
OG0000868	Prah.g_01692	Prbm.g_01851
OG0000869	Prah.g_01695	Prbm.g_01854
OG0000870	Prah.g_01700	Prbm.g_01859
OG0000871	Prah.g_01701	Prbm.g_01860
OG0000872	Prah.g_01703	Prbm.g_01861
OG0000873	Prah.g_01707	Prbm.g_01864
OG0000874	Prah.g_01711	Prbm.g_01867
OG0000875	Prah.g_01713	Prbm.g_01869
OG0000876	Prah.g_01714	Prbm.g_01870
OG0000877	Prah.g_01717	Prbm.g_01872
OG0000878	Prah.g_01718	Prbm.g_01873
OG0000879	Prah.g_01719	Prbm.g_01874
OG0000880	Prah.g_01720	Prbm.g_01875
OG0000881	Prah.g_01728	Prbm.g_01878
OG0000882	Prah.g_01733	Prbm.g_01883
OG0000883	Prah.g_01736	Prbm.g_01885
OG0000884	Prah.g_01738	Prbm.g_01887
OG0000885	Prah.g_01739	Prbm.g_01888
OG0000886	Prah.g_01740	Prbm.g_01889
OG0000887	Prah.g_01741	Prbm.g_01890
OG0000888	Prah.g_01743	Prbm.g_01892
OG0000889	Prah.g_01745	Prbm.g_01894
OG0000890	Prah.g_01759	Prbm.g_01895
OG0000891	Prah.g_01760	Prbm.g_01896
OG0000892	Prah.g_01762	Prbm.g_01898
OG0000893	Prah.g_02073	Prbm.g_01948
OG0000894	Prah.g_02070	Prbm.g_01951
OG0000895	Prah.g_02066	Prbm.g_01954
OG0000896	Prah.g_02065	Prbm.g_01955
OG0000897	Prah.g_02063	Prbm.g_01957
OG0000898	Prah.g_02062	Prbm.g_01958
OG0000899	Prah.g_02061	Prbm.g_01959
OG0000900	Prah.g_02060	Prbm.g_01960
OG0000901	Prah.g_02056	Prbm.g_01963
OG0000902	Prah.g_02054	Prbm.g_01965
OG0000903	Prah.g_02041	Prbm.g_01975
OG0000904	Prah.g_02046	Prbm.g_01970
OG0000905	Prah.g_02048	Prbm.g_01967
OG0000906	Prah.g_02050	Prbm.g_01966
OG0000907	Prah.g_02039	Prbm.g_01990
OG0000908	Prah.g_02036	Prbm.g_01993
OG0000909	Prah.g_02035	Prbm.g_01994
OG0000910	Prah.g_02034	Prbm.g_01995
OG0000911	Prah.g_02032	Prbm.g_01997
OG0000912	Prah.g_02031	Prbm.g_01998
OG0000913	Prah.g_02030	Prbm.g_01999
OG0000914	Prah.g_02029	Prbm.g_02000
OG0000915	Prah.g_02028	Prbm.g_02001
OG0000916	Prah.g_02027	Prbm.g_02002
OG0000917	Prah.g_02026	Prbm.g_02003
OG0000918	Prah.g_02025	Prbm.g_02004
OG0000919	Prah.g_02024	Prbm.g_02005
OG0000920	Prah.g_02023	Prbm.g_02006
OG0000921	Prah.g_02022	Prbm.g_02007
OG0000922	Prah.g_02021	Prbm.g_02008
OG0000923	Prah.g_02017	Prbm.g_02012
OG0000924	Prah.g_02016	Prbm.g_02013
OG0000925	Prah.g_02015	Prbm.g_02014
OG0000926	Prah.g_02014	Prbm.g_02015
OG0000927	Prah.g_02012	Prbm.g_02017
OG0000928	Prah.g_02011	Prbm.g_02018
OG0000929	Prah.g_02010	Prbm.g_02019
OG0000930	Prah.g_02009	Prbm.g_02020
OG0000931	Prah.g_02008	Prbm.g_02021
OG0000932	Prah.g_02007	Prbm.g_02022
OG0000933	Prah.g_02002	Prbm.g_02026
OG0000934	Prah.g_02000	Prbm.g_02028
OG0000935	Prah.g_01999	Prbm.g_02029
OG0000936	Prah.g_01998	Prbm.g_02030
OG0000937	Prah.g_01997	Prbm.g_02031
OG0000938	Prah.g_01994	Prbm.g_02034
OG0000939	Prah.g_01993	Prbm.g_02035
OG0000940	Prah.g_01985	Prbm.g_02042
OG0000941	Prah.g_01983	Prbm.g_02044
OG0000942	Prah.g_01981	Prbm.g_02046
OG0000943	Prah.g_01980	Prbm.g_02048
OG0000944	Prah.g_01978	Prbm.g_02050
OG0000945	Prah.g_01977	Prbm.g_02051
OG0000946	Prah.g_01966	Prbm.g_02057
OG0000947	Prah.g_01963	Prbm.g_02059
OG0000948	Prah.g_01962	Prbm.g_02060
OG0000949	Prah.g_01958	Prbm.g_02063
OG0000950	Prah.g_02231	Prbm.g_02068
OG0000951	Prah.g_02236	Prbm.g_02072
OG0000952	Prah.g_02241	Prbm.g_02076
OG0000953	Prah.g_02245	Prbm.g_02080
OG0000954	Prah.g_00167	Prbm.g_02084
OG0000955	Prah.g_00166	Prbm.g_02085
OG0000956	Prah.g_00164	Prbm.g_02087
OG0000957	Prah.g_00152	Prbm.g_02092
OG0000958	Prah.g_00151	Prbm.g_02093
OG0000959	Prah.g_00146	Prbm.g_02097
OG0000960	Prah.g_00145	Prbm.g_02098
OG0000961	Prah.g_00136	Prbm.g_02101
OG0000962	Prah.g_00134	Prbm.g_02103
OG0000963	Prah.g_00129	Prbm.g_02107
OG0000964	Prah.g_00128	Prbm.g_02108
OG0000965	Prah.g_00127	Prbm.g_02109
OG0000966	Prah.g_00086	Prbm.g_02144
OG0000967	Prah.g_00079	Prbm.g_02148
OG0000968	Prah.g_00076	Prbm.g_02150
OG0000969	Prah.g_00074	Prbm.g_02151
OG0000970	Prah.g_00073	Prbm.g_02152
OG0000971	Prah.g_00071	Prbm.g_02153
OG0000972	Prah.g_00070	Prbm.g_02154
OG0000973	Prah.g_00068	Prbm.g_02155
OG0000974	Prah.g_00067	Prbm.g_02156
OG0000975	Prah.g_00066	Prbm.g_02157
OG0000976	Prah.g_00065	Prbm.g_02158
OG0000977	Prah.g_00063	Prbm.g_02159
OG0000978	Prah.g_00062	Prbm.g_02160
OG0000979	Prah.g_00059	Prbm.g_02163
OG0000980	Prah.g_00055	Prbm.g_02165
OG0000981	Prah.g_00052	Prbm.g_02168
OG0000982	Prah.g_02491	Prbm.g_02170
OG0000983	Prah.g_02492	Prbm.g_02171
OG0000984	Prah.g_02493	Prbm.g_02172
OG0000985	Prah.g_02497	Prbm.g_02175
OG0000986	Prah.g_02499	Prbm.g_02177
OG0000987	Prah.g_02501	Prbm.g_02178
OG0000988	Prah.g_02505	Prbm.g_02181
OG0000989	Prah.g_02513	Prbm.g_02185
OG0000990	Prah.g_02536	Prbm.g_02190
OG0000991	Prah.g_02540	Prbm.g_02191
OG0000992	Prah.g_02543	Prbm.g_02194
OG0000993	Prah.g_02544	Prbm.g_02195
OG0000994	Prah.g_02547	Prbm.g_02196
OG0000995	Prah.g_02552	Prbm.g_02200
OG0000996	Prah.g_02565	Prbm.g_02201
OG0000997	Prah.g_02574	Prbm.g_02208
OG0000998	Prah.g_02576	Prbm.g_02210
OG0000999	Prah.g_02577	Prbm.g_02211
OG0001000	Prah.g_02580	Prbm.g_02214
OG0001001	Prah.g_02584	Prbm.g_02217
OG0001002	Prah.g_02591	Prbm.g_02222
OG0001003	Prah.g_02593	Prbm.g_02225
OG0001004	Prah.g_02594	Prbm.g_02226
OG0001005	Prah.g_02596	Prbm.g_02227
OG0001006	Prah.g_02602	Prbm.g_02231
OG0001007	Prah.g_02604	Prbm.g_02233
OG0001008	Prah.g_00231	Prbm.g_00447
OG0001009	Prah.g_00033	Prbm.g_00027
OG0001010	Prah.g_00034	Prbm.g_00028
OG0001011	Prah.g_00036	Prbm.g_00029
OG0001012	Prah.g_02488	Prbm.g_00052
OG0001013	Prah.g_02466	Prbm.g_00057
OG0001014	Prah.g_02454	Prbm.g_00060
OG0001015	Prah.g_02453	Prbm.g_00061
OG0001016	Prah.g_01843	Prbm.g_00130
OG0001017	Prah.g_01849	Prbm.g_00134
OG0001018	Prah.g_01851	Prbm.g_00137
OG0001019	Prah.g_01867	Prbm.g_00146
OG0001020	Prah.g_01873	Prbm.g_00147
OG0001021	Prah.g_01877	Prbm.g_00148
OG0001022	Prah.g_01882	Prbm.g_00151
OG0001023	Prah.g_01883	Prbm.g_00152
OG0001024	Prah.g_01887	Prbm.g_00155
OG0001025	Prah.g_01894	Prbm.g_00162
OG0001026	Prah.g_01908	Prbm.g_00170
OG0001027	Prah.g_00195	Prbm.g_00171
OG0001028	Prah.g_00193	Prbm.g_00173
OG0001029	Prah.g_00191	Prbm.g_00175
OG0001030	Prah.g_02257	Prbm.g_00191
OG0001031	Prah.g_02336	Prbm.g_00246
OG0001032	Prah.g_02339	Prbm.g_00247
OG0001033	Prah.g_02372	Prbm.g_00267
OG0001034	Prah.g_01779	Prbm.g_00296
OG0001035	Prah.g_02099	Prbm.g_00313
OG0001036	Prah.g_02103	Prbm.g_00318
OG0001037	Prah.g_02105	Prbm.g_00319
OG0001038	Prah.g_02132	Prbm.g_00335
OG0001039	Prah.g_02135	Prbm.g_00337
OG0001040	Prah.g_02138	Prbm.g_00340
OG0001041	Prah.g_02143	Prbm.g_00344
OG0001042	Prah.g_02168	Prbm.g_00360
OG0001043	Prah.g_02170	Prbm.g_00361
OG0001044	Prah.g_01941	Prbm.g_00399
OG0001045	Prah.g_01929	Prbm.g_00408
OG0001046	Prah.g_01661	Prbm.g_01121
OG0001047	Prah.g_00233	Prbm.g_00449
OG0001048	Prah.g_00234	Prbm.g_00450
OG0001049	Prah.g_00237	Prbm.g_00452
OG0001050	Prah.g_00238	Prbm.g_00453
OG0001051	Prah.g_00239	Prbm.g_00454
OG0001052	Prah.g_00308	Prbm.g_00497
OG0001053	Prah.g_01563	Prbm.g_00509
OG0001054	Prah.g_01545	Prbm.g_00523
OG0001055	Prah.g_01524	Prbm.g_00551
OG0001056	Prah.g_01496	Prbm.g_00569
OG0001057	Prah.g_01482	Prbm.g_00574
OG0001058	Prah.g_01468	Prbm.g_00582
OG0001059	Prah.g_01464	Prbm.g_00586
OG0001060	Prah.g_01458	Prbm.g_00593
OG0001061	Prah.g_01440	Prbm.g_00606
OG0001062	Prah.g_01438	Prbm.g_00608
OG0001063	Prah.g_01434	Prbm.g_00609
OG0001064	Prah.g_01433	Prbm.g_00610
OG0001065	Prah.g_01432	Prbm.g_00611
OG0001066	Prah.g_01431	Prbm.g_00612
OG0001067	Prah.g_01430	Prbm.g_00613
OG0001068	Prah.g_01429	Prbm.g_00614
OG0001069	Prah.g_01428	Prbm.g_00615
OG0001070	Prah.g_01424	Prbm.g_00617
OG0001071	Prah.g_01423	Prbm.g_00618
OG0001072	Prah.g_01418	Prbm.g_00619
OG0001073	Prah.g_01399	Prbm.g_00634
OG0001074	Prah.g_00532	Prbm.g_00646
OG0001075	Prah.g_00531	Prbm.g_00647
OG0001076	Prah.g_00523	Prbm.g_00654
OG0001077	Prah.g_00513	Prbm.g_00659
OG0001078	Prah.g_00500	Prbm.g_00667
OG0001079	Prah.g_00482	Prbm.g_00678
OG0001080	Prah.g_00472	Prbm.g_00684
OG0001081	Prah.g_00465	Prbm.g_00686
OG0001082	Prah.g_00464	Prbm.g_00687
OG0001083	Prah.g_00456	Prbm.g_00692
OG0001084	Prah.g_00455	Prbm.g_00693
OG0001085	Prah.g_00444	Prbm.g_00703
OG0001086	Prah.g_00442	Prbm.g_00704
OG0001087	Prah.g_00968	Prbm.g_00725
OG0001088	Prah.g_00972	Prbm.g_00726
OG0001089	Prah.g_01025	Prbm.g_00734
OG0001090	Prah.g_00886	Prbm.g_00743
OG0001091	Prah.g_00884	Prbm.g_00745
OG0001092	Prah.g_00882	Prbm.g_00746
OG0001093	Prah.g_00878	Prbm.g_00751
OG0001094	Prah.g_00673	Prbm.g_00808
OG0001095	Prah.g_00654	Prbm.g_00827
OG0001096	Prah.g_00637	Prbm.g_00842
OG0001097	Prah.g_00593	Prbm.g_00860
OG0001098	Prah.g_00743	Prbm.g_00877
OG0001099	Prah.g_00192	Prbm.g_00914
OG0001100	Prah.g_00740	Prbm.g_00921
OG0001101	Prah.g_00739	Prbm.g_00923
OG0001102	Prah.g_00736	Prbm.g_00926
OG0001103	Prah.g_00734	Prbm.g_00928
OG0001104	Prah.g_00684	Prbm.g_00794
OG0001105	Prah.g_00689	Prbm.g_00798
OG0001106	Prah.g_00784	Prbm.g_00976
OG0001107	Prah.g_00794	Prbm.g_00986
OG0001108	Prah.g_00801	Prbm.g_00990
OG0001109	Prah.g_00803	Prbm.g_00991
OG0001110	Prah.g_00806	Prbm.g_00993
OG0001111	Prah.g_00808	Prbm.g_00994
OG0001112	Prah.g_00810	Prbm.g_00995
OG0001113	Prah.g_00811	Prbm.g_00996
OG0001114	Prah.g_00812	Prbm.g_00997
OG0001115	Prah.g_00814	Prbm.g_00999
OG0001116	Prah.g_00815	Prbm.g_01000
