Orthogroup	Prah	Prae
OG0000594	Prah.g_00504	Prae.g_00607
OG0000595	Prah.g_00503	Prae.g_00608
OG0000596	Prah.g_00498	Prae.g_00612
OG0000597	Prah.g_00495	Prae.g_00614
OG0000598	Prah.g_00494	Prae.g_00615
OG0000599	Prah.g_00485	Prae.g_00618
OG0000600	Prah.g_00484	Prae.g_00619
OG0000601	Prah.g_00483	Prae.g_00620
OG0000602	Prah.g_00478	Prae.g_00622
OG0000603	Prah.g_00477	Prae.g_00623
OG0000604	Prah.g_00476	Prae.g_00624
OG0000605	Prah.g_00474	Prae.g_00625
OG0000606	Prah.g_00466	Prae.g_00628
OG0000607	Prah.g_00463	Prae.g_00631
OG0000608	Prah.g_00462	Prae.g_00632
OG0000609	Prah.g_00460	Prae.g_00633
OG0000610	Prah.g_00452	Prae.g_00638
OG0000611	Prah.g_00449	Prae.g_00641
OG0000612	Prah.g_00448	Prae.g_00642
OG0000613	Prah.g_02193	Prae.g_00647
OG0000614	Prah.g_00985	Prae.g_00666
OG0000615	Prah.g_00706	Prae.g_00674
OG0000616	Prah.g_02588	Prae.g_00678
OG0000617	Prah.g_00881	Prae.g_00717
OG0000618	Prah.g_00880	Prae.g_00718
OG0000619	Prah.g_00879	Prae.g_00719
OG0000620	Prah.g_00875	Prae.g_00722
OG0000621	Prah.g_00874	Prae.g_00723
OG0000622	Prah.g_00873	Prae.g_00724
OG0000623	Prah.g_00872	Prae.g_00725
OG0000624	Prah.g_00871	Prae.g_00726
OG0000625	Prah.g_00870	Prae.g_00727
OG0000626	Prah.g_00869	Prae.g_00728
OG0000627	Prah.g_00746	Prae.g_00729
OG0000628	Prah.g_00747	Prae.g_00730
OG0000629	Prah.g_00750	Prae.g_00731
OG0000630	Prah.g_00754	Prae.g_00734
OG0000631	Prah.g_00758	Prae.g_00797
OG0000632	Prah.g_00759	Prae.g_00798
OG0000633	Prah.g_00760	Prae.g_00799
OG0000634	Prah.g_00671	Prae.g_00802
OG0000635	Prah.g_00670	Prae.g_00803
OG0000636	Prah.g_00668	Prae.g_00805
OG0000637	Prah.g_00666	Prae.g_00807
OG0000638	Prah.g_00665	Prae.g_00808
OG0000639	Prah.g_00664	Prae.g_00809
OG0000640	Prah.g_00663	Prae.g_00810
OG0000641	Prah.g_00659	Prae.g_00814
OG0000642	Prah.g_00658	Prae.g_00815
OG0000643	Prah.g_00657	Prae.g_00816
OG0000644	Prah.g_00656	Prae.g_00817
OG0000645	Prah.g_00655	Prae.g_00818
OG0000646	Prah.g_00652	Prae.g_00820
OG0000647	Prah.g_00650	Prae.g_00821
OG0000648	Prah.g_00648	Prae.g_00823
OG0000649	Prah.g_00647	Prae.g_00824
OG0000650	Prah.g_00646	Prae.g_00825
OG0000651	Prah.g_00645	Prae.g_00826
OG0000652	Prah.g_00644	Prae.g_00827
OG0000653	Prah.g_00640	Prae.g_00829
OG0000654	Prah.g_00639	Prae.g_00830
OG0000655	Prah.g_00638	Prae.g_00831
OG0000656	Prah.g_00635	Prae.g_00834
OG0000657	Prah.g_00603	Prae.g_00841
OG0000658	Prah.g_00601	Prae.g_00842
OG0000659	Prah.g_00600	Prae.g_00843
OG0000660	Prah.g_00596	Prae.g_00847
OG0000661	Prah.g_00594	Prae.g_00849
OG0000662	Prah.g_00592	Prae.g_00851
OG0000663	Prah.g_00589	Prae.g_00853
OG0000664	Prah.g_00588	Prae.g_00854
OG0000665	Prah.g_00574	Prae.g_00858
OG0000666	Prah.g_00572	Prae.g_00859
OG0000667	Prah.g_00564	Prae.g_00863
OG0000668	Prah.g_00850	Prae.g_00892
OG0000669	Prah.g_00558	Prae.g_00900
OG0000670	Prah.g_01212	Prae.g_00902
OG0000671	Prah.g_00738	Prae.g_00904
OG0000672	Prah.g_00735	Prae.g_00906
OG0000673	Prah.g_00732	Prae.g_00909
OG0000674	Prah.g_00730	Prae.g_00911
OG0000675	Prah.g_00729	Prae.g_00912
OG0000676	Prah.g_00726	Prae.g_00914
OG0000677	Prah.g_00724	Prae.g_00915
OG0000678	Prah.g_00721	Prae.g_00917
OG0000679	Prah.g_00702	Prae.g_00921
OG0000680	Prah.g_00701	Prae.g_00922
OG0000681	Prah.g_00699	Prae.g_00924
OG0000682	Prah.g_00698	Prae.g_00925
OG0000683	Prah.g_00697	Prae.g_00926
OG0000684	Prah.g_00683	Prae.g_00927
OG0000685	Prah.g_00685	Prae.g_00929
OG0000686	Prah.g_00686	Prae.g_00930
OG0000687	Prah.g_00687	Prae.g_00931
OG0000688	Prah.g_00681	Prae.g_00934
OG0000689	Prah.g_00680	Prae.g_00935
OG0000690	Prah.g_00679	Prae.g_00936
OG0000691	Prah.g_00678	Prae.g_00937
OG0000692	Prah.g_00677	Prae.g_00938
OG0000693	Prah.g_00675	Prae.g_00939
OG0000694	Prah.g_00674	Prae.g_00940
OG0000695	Prah.g_00762	Prae.g_00942
OG0000696	Prah.g_00763	Prae.g_00943
OG0000697	Prah.g_00765	Prae.g_00944
OG0000698	Prah.g_00768	Prae.g_00947
OG0000699	Prah.g_00770	Prae.g_00948
OG0000700	Prah.g_00771	Prae.g_00949
OG0000701	Prah.g_00772	Prae.g_00950
OG0000702	Prah.g_00780	Prae.g_00952
OG0000703	Prah.g_00781	Prae.g_00953
OG0000704	Prah.g_00783	Prae.g_00954
OG0000705	Prah.g_00789	Prae.g_00958
OG0000706	Prah.g_00790	Prae.g_00959
OG0000707	Prah.g_00791	Prae.g_00960
OG0000708	Prah.g_00793	Prae.g_00961
OG0000709	Prah.g_00800	Prae.g_00965
OG0000710	Prah.g_00805	Prae.g_00968
OG0000711	Prah.g_00828	Prae.g_00985
OG0000712	Prah.g_00829	Prae.g_00987
OG0000713	Prah.g_00830	Prae.g_00988
OG0000714	Prah.g_00833	Prae.g_00989
OG0000715	Prah.g_00835	Prae.g_00991
OG0000716	Prah.g_00839	Prae.g_00993
OG0000717	Prah.g_00840	Prae.g_00994
OG0000718	Prah.g_00846	Prae.g_01009
OG0000719	Prah.g_00848	Prae.g_01011
OG0000720	Prah.g_00861	Prae.g_01020
OG0000721	Prah.g_00862	Prae.g_01022
OG0000722	Prah.g_00863	Prae.g_01023
OG0000723	Prah.g_00867	Prae.g_01026
OG0000724	Prah.g_00910	Prae.g_01035
OG0000725	Prah.g_00919	Prae.g_01041
OG0000726	Prah.g_00920	Prae.g_01042
OG0000727	Prah.g_00921	Prae.g_01043
OG0000728	Prah.g_00922	Prae.g_01045
OG0000729	Prah.g_00133	Prae.g_01092
OG0000730	Prah.g_01942	Prae.g_01096
OG0000731	Prah.g_01932	Prae.g_01100
OG0000732	Prah.g_00054	Prae.g_01109
OG0000733	Prah.g_02532	Prae.g_01131
OG0000734	Prah.g_01905	Prae.g_01148
OG0000735	Prah.g_01340	Prae.g_01150
OG0000736	Prah.g_01339	Prae.g_01151
OG0000737	Prah.g_01338	Prae.g_01152
OG0000738	Prah.g_01331	Prae.g_01156
OG0000739	Prah.g_01329	Prae.g_01157
OG0000740	Prah.g_01328	Prae.g_01158
OG0000741	Prah.g_01325	Prae.g_01159
OG0000742	Prah.g_01323	Prae.g_01162
OG0000743	Prah.g_01321	Prae.g_01164
OG0000744	Prah.g_01320	Prae.g_01165
OG0000745	Prah.g_01318	Prae.g_01166
OG0000746	Prah.g_01316	Prae.g_01168
OG0000747	Prah.g_01315	Prae.g_01169
OG0000748	Prah.g_01304	Prae.g_01172
OG0000749	Prah.g_01303	Prae.g_01173
OG0000750	Prah.g_01302	Prae.g_01174
OG0000751	Prah.g_01297	Prae.g_01176
OG0000752	Prah.g_01295	Prae.g_01178
OG0000753	Prah.g_01292	Prae.g_01181
OG0000754	Prah.g_01262	Prae.g_01184
OG0000755	Prah.g_01255	Prae.g_01187
OG0000756	Prah.g_01254	Prae.g_01188
OG0000757	Prah.g_01247	Prae.g_01194
OG0000758	Prah.g_01246	Prae.g_01195
OG0000759	Prah.g_01245	Prae.g_01196
OG0000760	Prah.g_01244	Prae.g_01197
OG0000761	Prah.g_01243	Prae.g_01198
OG0000762	Prah.g_01263	Prae.g_01199
OG0000763	Prah.g_01265	Prae.g_01201
OG0000764	Prah.g_01266	Prae.g_01202
OG0000765	Prah.g_01282	Prae.g_01211
OG0000766	Prah.g_01283	Prae.g_01212
OG0000767	Prah.g_01285	Prae.g_01214
OG0000768	Prah.g_01286	Prae.g_01215
OG0000769	Prah.g_01290	Prae.g_01217
OG0000770	Prah.g_01239	Prae.g_01219
OG0000771	Prah.g_00905	Prae.g_01434
OG0000772	Prah.g_01610	Prae.g_01293
OG0000773	Prah.g_01351	Prae.g_01319
OG0000774	Prah.g_01355	Prae.g_01321
OG0000775	Prah.g_01357	Prae.g_01324
OG0000776	Prah.g_01358	Prae.g_01325
OG0000777	Prah.g_01359	Prae.g_01326
OG0000778	Prah.g_01360	Prae.g_01327
OG0000779	Prah.g_01365	Prae.g_01331
OG0000780	Prah.g_01368	Prae.g_01332
OG0000781	Prah.g_01372	Prae.g_01335
OG0000782	Prah.g_01373	Prae.g_01336
OG0000783	Prah.g_01374	Prae.g_01337
OG0000784	Prah.g_01375	Prae.g_01338
OG0000785	Prah.g_01377	Prae.g_01340
OG0000786	Prah.g_01380	Prae.g_01342
OG0000787	Prah.g_01381	Prae.g_01343
OG0000788	Prah.g_00224	Prae.g_01355
OG0000789	Prah.g_01183	Prae.g_01358
OG0000790	Prah.g_01580	Prae.g_01373
OG0000791	Prah.g_01582	Prae.g_01375
OG0000792	Prah.g_01583	Prae.g_01376
OG0000793	Prah.g_01587	Prae.g_01379
OG0000794	Prah.g_01588	Prae.g_01380
OG0000795	Prah.g_01589	Prae.g_01381
OG0000796	Prah.g_01593	Prae.g_01385
OG0000797	Prah.g_01594	Prae.g_01386
OG0000798	Prah.g_02131	Prae.g_01420
OG0000799	Prah.g_00435	Prae.g_01441
OG0000800	Prah.g_00434	Prae.g_01442
OG0000801	Prah.g_00433	Prae.g_01443
OG0000802	Prah.g_00427	Prae.g_01445
OG0000803	Prah.g_00423	Prae.g_01447
OG0000804	Prah.g_00421	Prae.g_01448
OG0000805	Prah.g_00419	Prae.g_01450
OG0000806	Prah.g_00417	Prae.g_01452
OG0000807	Prah.g_00415	Prae.g_01453
OG0000808	Prah.g_00414	Prae.g_01454
OG0000809	Prah.g_00410	Prae.g_01457
OG0000810	Prah.g_00409	Prae.g_01458
OG0000811	Prah.g_00403	Prae.g_01462
OG0000812	Prah.g_00401	Prae.g_01464
OG0000813	Prah.g_00400	Prae.g_01465
OG0000814	Prah.g_00398	Prae.g_01467
OG0000815	Prah.g_00397	Prae.g_01468
OG0000816	Prah.g_00395	Prae.g_01470
OG0000817	Prah.g_00394	Prae.g_01471
OG0000818	Prah.g_00386	Prae.g_01476
OG0000819	Prah.g_00385	Prae.g_01477
OG0000820	Prah.g_00384	Prae.g_01478
OG0000821	Prah.g_00379	Prae.g_01482
OG0000822	Prah.g_00376	Prae.g_01483
OG0000823	Prah.g_00374	Prae.g_01484
OG0000824	Prah.g_00370	Prae.g_01487
OG0000825	Prah.g_00369	Prae.g_01488
OG0000826	Prah.g_00368	Prae.g_01489
OG0000827	Prah.g_00367	Prae.g_01490
OG0000828	Prah.g_00364	Prae.g_01493
OG0000829	Prah.g_00363	Prae.g_01494
OG0000830	Prah.g_00362	Prae.g_01495
OG0000831	Prah.g_00360	Prae.g_01497
OG0000832	Prah.g_01615	Prae.g_01503
OG0000833	Prah.g_01623	Prae.g_01511
OG0000834	Prah.g_01624	Prae.g_01512
OG0000835	Prah.g_01625	Prae.g_01513
OG0000836	Prah.g_01627	Prae.g_01514
OG0000837	Prah.g_01628	Prae.g_01515
OG0000838	Prah.g_01632	Prae.g_01517
OG0000839	Prah.g_01633	Prae.g_01518
OG0000840	Prah.g_01634	Prae.g_01519
OG0000841	Prah.g_01635	Prae.g_01520
OG0000842	Prah.g_01636	Prae.g_01521
OG0000843	Prah.g_01637	Prae.g_01522
OG0000844	Prah.g_01639	Prae.g_01523
OG0000845	Prah.g_01640	Prae.g_01524
OG0000846	Prah.g_01641	Prae.g_01525
OG0000847	Prah.g_01642	Prae.g_01526
OG0000848	Prah.g_01643	Prae.g_01527
OG0000849	Prah.g_01644	Prae.g_01528
OG0000850	Prah.g_01645	Prae.g_01530
OG0000851	Prah.g_01648	Prae.g_01531
OG0000852	Prah.g_01649	Prae.g_01532
OG0000853	Prah.g_01653	Prae.g_01536
OG0000854	Prah.g_01655	Prae.g_01538
OG0000855	Prah.g_01656	Prae.g_01539
OG0000856	Prah.g_00515	Prae.g_01554
OG0000857	Prah.g_00651	Prae.g_01582
OG0000858	Prah.g_01667	Prae.g_01617
OG0000859	Prah.g_01668	Prae.g_01618
OG0000860	Prah.g_01678	Prae.g_01625
OG0000861	Prah.g_01679	Prae.g_01626
OG0000862	Prah.g_01681	Prae.g_01627
OG0000863	Prah.g_01685	Prae.g_01629
OG0000864	Prah.g_01687	Prae.g_01630
OG0000865	Prah.g_01688	Prae.g_01631
OG0000866	Prah.g_01689	Prae.g_01632
OG0000867	Prah.g_01690	Prae.g_01633
OG0000868	Prah.g_01692	Prae.g_01634
OG0000869	Prah.g_01695	Prae.g_01638
OG0000870	Prah.g_01700	Prae.g_01643
OG0000871	Prah.g_01701	Prae.g_01644
OG0000872	Prah.g_01703	Prae.g_01645
OG0000873	Prah.g_01707	Prae.g_01648
OG0000874	Prah.g_01711	Prae.g_01651
OG0000875	Prah.g_01713	Prae.g_01652
OG0000876	Prah.g_01714	Prae.g_01653
OG0000877	Prah.g_01717	Prae.g_01655
OG0000878	Prah.g_01718	Prae.g_01656
OG0000879	Prah.g_01719	Prae.g_01657
OG0000880	Prah.g_01720	Prae.g_01658
OG0000881	Prah.g_01728	Prae.g_01662
OG0000882	Prah.g_01733	Prae.g_01667
OG0000883	Prah.g_01736	Prae.g_01668
OG0000884	Prah.g_01738	Prae.g_01670
OG0000885	Prah.g_01739	Prae.g_01671
OG0000886	Prah.g_01740	Prae.g_01672
OG0000887	Prah.g_01741	Prae.g_01673
OG0000888	Prah.g_01743	Prae.g_01675
OG0000889	Prah.g_01745	Prae.g_01677
OG0000890	Prah.g_01759	Prae.g_01678
OG0000891	Prah.g_01760	Prae.g_01679
OG0000892	Prah.g_01762	Prae.g_01681
OG0000893	Prah.g_02073	Prae.g_01686
OG0000894	Prah.g_02070	Prae.g_01688
OG0000895	Prah.g_02066	Prae.g_01691
OG0000896	Prah.g_02065	Prae.g_01692
OG0000897	Prah.g_02063	Prae.g_01694
OG0000898	Prah.g_02062	Prae.g_01695
OG0000899	Prah.g_02061	Prae.g_01696
OG0000900	Prah.g_02060	Prae.g_01697
OG0000901	Prah.g_02056	Prae.g_01700
OG0000902	Prah.g_02054	Prae.g_01702
OG0000903	Prah.g_02041	Prae.g_01705
OG0000904	Prah.g_02046	Prae.g_01707
OG0000905	Prah.g_02048	Prae.g_01712
OG0000906	Prah.g_02050	Prae.g_01713
OG0000907	Prah.g_02039	Prae.g_01716
OG0000908	Prah.g_02036	Prae.g_01719
OG0000909	Prah.g_02035	Prae.g_01720
OG0000910	Prah.g_02034	Prae.g_01721
OG0000911	Prah.g_02032	Prae.g_01723
OG0000912	Prah.g_02031	Prae.g_01724
OG0000913	Prah.g_02030	Prae.g_01725
OG0000914	Prah.g_02029	Prae.g_01726
OG0000915	Prah.g_02028	Prae.g_01727
OG0000916	Prah.g_02027	Prae.g_01728
OG0000917	Prah.g_02026	Prae.g_01729
OG0000918	Prah.g_02025	Prae.g_01730
OG0000919	Prah.g_02024	Prae.g_01731
OG0000920	Prah.g_02023	Prae.g_01732
OG0000921	Prah.g_02022	Prae.g_01733
OG0000922	Prah.g_02021	Prae.g_01734
OG0000923	Prah.g_02017	Prae.g_01738
OG0000924	Prah.g_02016	Prae.g_01739
OG0000925	Prah.g_02015	Prae.g_01740
OG0000926	Prah.g_02014	Prae.g_01741
OG0000927	Prah.g_02012	Prae.g_01743
OG0000928	Prah.g_02011	Prae.g_01744
OG0000929	Prah.g_02010	Prae.g_01745
OG0000930	Prah.g_02009	Prae.g_01746
OG0000931	Prah.g_02008	Prae.g_01747
OG0000932	Prah.g_02007	Prae.g_01748
OG0000933	Prah.g_02002	Prae.g_01752
OG0000934	Prah.g_02000	Prae.g_01754
OG0000935	Prah.g_01999	Prae.g_01755
OG0000936	Prah.g_01998	Prae.g_01756
OG0000937	Prah.g_01997	Prae.g_01757
OG0000938	Prah.g_01994	Prae.g_01759
OG0000939	Prah.g_01993	Prae.g_01760
OG0000940	Prah.g_01985	Prae.g_01768
OG0000941	Prah.g_01983	Prae.g_01770
OG0000942	Prah.g_01981	Prae.g_01772
OG0000943	Prah.g_01980	Prae.g_01773
OG0000944	Prah.g_01978	Prae.g_01774
OG0000945	Prah.g_01977	Prae.g_01775
OG0000946	Prah.g_01966	Prae.g_01779
OG0000947	Prah.g_01963	Prae.g_01781
OG0000948	Prah.g_01962	Prae.g_01782
OG0000949	Prah.g_01958	Prae.g_01785
OG0000950	Prah.g_02231	Prae.g_01790
OG0000951	Prah.g_02236	Prae.g_01794
OG0000952	Prah.g_02241	Prae.g_01798
OG0000953	Prah.g_02245	Prae.g_01801
OG0000954	Prah.g_00167	Prae.g_01805
OG0000955	Prah.g_00166	Prae.g_01806
OG0000956	Prah.g_00164	Prae.g_01808
OG0000957	Prah.g_00152	Prae.g_01813
OG0000958	Prah.g_00151	Prae.g_01814
OG0000959	Prah.g_00146	Prae.g_01818
OG0000960	Prah.g_00145	Prae.g_01819
OG0000961	Prah.g_00136	Prae.g_01821
OG0000962	Prah.g_00134	Prae.g_01823
OG0000963	Prah.g_00129	Prae.g_01827
OG0000964	Prah.g_00128	Prae.g_01828
OG0000965	Prah.g_00127	Prae.g_01829
OG0000966	Prah.g_00086	Prae.g_01836
OG0000967	Prah.g_00079	Prae.g_01840
OG0000968	Prah.g_00076	Prae.g_01842
OG0000969	Prah.g_00074	Prae.g_01843
OG0000970	Prah.g_00073	Prae.g_01844
OG0000971	Prah.g_00071	Prae.g_01845
OG0000972	Prah.g_00070	Prae.g_01846
OG0000973	Prah.g_00068	Prae.g_01847
OG0000974	Prah.g_00067	Prae.g_01848
OG0000975	Prah.g_00066	Prae.g_01849
OG0000976	Prah.g_00065	Prae.g_01850
OG0000977	Prah.g_00063	Prae.g_01851
OG0000978	Prah.g_00062	Prae.g_01852
OG0000979	Prah.g_00059	Prae.g_01855
OG0000980	Prah.g_00055	Prae.g_01857
OG0000981	Prah.g_00052	Prae.g_01859
OG0000982	Prah.g_02491	Prae.g_01861
OG0000983	Prah.g_02492	Prae.g_01862
OG0000984	Prah.g_02493	Prae.g_01863
OG0000985	Prah.g_02497	Prae.g_01866
OG0000986	Prah.g_02499	Prae.g_01868
OG0000987	Prah.g_02501	Prae.g_01869
OG0000988	Prah.g_02505	Prae.g_01872
OG0000989	Prah.g_02513	Prae.g_01876
OG0000990	Prah.g_02536	Prae.g_01879
OG0000991	Prah.g_02540	Prae.g_01880
OG0000992	Prah.g_02543	Prae.g_01882
OG0000993	Prah.g_02544	Prae.g_01883
OG0000994	Prah.g_02547	Prae.g_01884
OG0000995	Prah.g_02552	Prae.g_01888
OG0000996	Prah.g_02565	Prae.g_01889
OG0000997	Prah.g_02574	Prae.g_01890
OG0000998	Prah.g_02576	Prae.g_01892
OG0000999	Prah.g_02577	Prae.g_01893
OG0001000	Prah.g_02580	Prae.g_01896
OG0001001	Prah.g_02584	Prae.g_01898
OG0001002	Prah.g_02591	Prae.g_01902
OG0001003	Prah.g_02593	Prae.g_01903
OG0001004	Prah.g_02594	Prae.g_01904
OG0001005	Prah.g_02596	Prae.g_01905
OG0001006	Prah.g_02602	Prae.g_01909
OG0001007	Prah.g_02604	Prae.g_01911
OG0001008	Prah.g_00231	Prae.g_00411
OG0001009	Prah.g_00033	Prae.g_00027
OG0001010	Prah.g_00034	Prae.g_00028
OG0001011	Prah.g_00036	Prae.g_00029
OG0001012	Prah.g_02488	Prae.g_00045
OG0001013	Prah.g_02466	Prae.g_00050
OG0001014	Prah.g_02454	Prae.g_00053
OG0001015	Prah.g_02453	Prae.g_00054
OG0001016	Prah.g_01843	Prae.g_00073
OG0001017	Prah.g_01849	Prae.g_00077
OG0001018	Prah.g_01851	Prae.g_00080
OG0001019	Prah.g_01867	Prae.g_00089
OG0001020	Prah.g_01873	Prae.g_00090
OG0001021	Prah.g_01877	Prae.g_00091
OG0001022	Prah.g_01882	Prae.g_00094
OG0001023	Prah.g_01883	Prae.g_00095
OG0001024	Prah.g_01887	Prae.g_00098
OG0001025	Prah.g_01894	Prae.g_00104
OG0001026	Prah.g_01908	Prae.g_00110
OG0001027	Prah.g_00195	Prae.g_00111
OG0001028	Prah.g_00193	Prae.g_00113
OG0001029	Prah.g_00191	Prae.g_00115
OG0001030	Prah.g_02257	Prae.g_00130
OG0001031	Prah.g_02336	Prae.g_00189
OG0001032	Prah.g_02339	Prae.g_00190
OG0001033	Prah.g_02372	Prae.g_00211
OG0001034	Prah.g_01779	Prae.g_00239
OG0001035	Prah.g_02099	Prae.g_00257
OG0001036	Prah.g_02103	Prae.g_00262
OG0001037	Prah.g_02105	Prae.g_00263
OG0001038	Prah.g_02132	Prae.g_00279
OG0001039	Prah.g_02135	Prae.g_00282
OG0001040	Prah.g_02138	Prae.g_00284
OG0001041	Prah.g_02143	Prae.g_00288
OG0001042	Prah.g_02168	Prae.g_00305
OG0001043	Prah.g_02170	Prae.g_00306
OG0001044	Prah.g_01941	Prae.g_00334
OG0001045	Prah.g_01929	Prae.g_00342
OG0001046	Prah.g_01661	Prae.g_00379
OG0001047	Prah.g_00233	Prae.g_00413
OG0001048	Prah.g_00234	Prae.g_00414
OG0001049	Prah.g_00237	Prae.g_00416
OG0001050	Prah.g_00238	Prae.g_00417
OG0001051	Prah.g_00239	Prae.g_00418
OG0001052	Prah.g_00308	Prae.g_00445
OG0001053	Prah.g_01563	Prae.g_00457
OG0001054	Prah.g_01545	Prae.g_00472
OG0001055	Prah.g_01524	Prae.g_00491
OG0001056	Prah.g_01496	Prae.g_00511
OG0001057	Prah.g_01482	Prae.g_00516
OG0001058	Prah.g_01468	Prae.g_00524
OG0001059	Prah.g_01464	Prae.g_00528
OG0001060	Prah.g_01458	Prae.g_00535
OG0001061	Prah.g_01440	Prae.g_00548
OG0001062	Prah.g_01438	Prae.g_00550
OG0001063	Prah.g_01434	Prae.g_00552
OG0001064	Prah.g_01433	Prae.g_00553
OG0001065	Prah.g_01432	Prae.g_00554
OG0001066	Prah.g_01431	Prae.g_00555
OG0001067	Prah.g_01430	Prae.g_00556
OG0001068	Prah.g_01429	Prae.g_00557
OG0001069	Prah.g_01428	Prae.g_00558
OG0001070	Prah.g_01424	Prae.g_00561
OG0001071	Prah.g_01423	Prae.g_00562
OG0001072	Prah.g_01418	Prae.g_00564
OG0001073	Prah.g_01399	Prae.g_00578
OG0001074	Prah.g_00532	Prae.g_00589
OG0001075	Prah.g_00531	Prae.g_00590
OG0001076	Prah.g_00523	Prae.g_00598
OG0001077	Prah.g_00513	Prae.g_00602
OG0001078	Prah.g_00500	Prae.g_00610
OG0001079	Prah.g_00482	Prae.g_00621
OG0001080	Prah.g_00472	Prae.g_00627
OG0001081	Prah.g_00465	Prae.g_00629
OG0001082	Prah.g_00464	Prae.g_00630
OG0001083	Prah.g_00456	Prae.g_00635
OG0001084	Prah.g_00455	Prae.g_00636
OG0001085	Prah.g_00444	Prae.g_00644
OG0001086	Prah.g_00442	Prae.g_00645
OG0001087	Prah.g_00968	Prae.g_00662
OG0001088	Prah.g_00972	Prae.g_00663
OG0001089	Prah.g_01025	Prae.g_00671
OG0001090	Prah.g_00886	Prae.g_00712
OG0001091	Prah.g_00884	Prae.g_00714
OG0001092	Prah.g_00882	Prae.g_00715
OG0001093	Prah.g_00878	Prae.g_00720
OG0001094	Prah.g_00673	Prae.g_00800
OG0001095	Prah.g_00654	Prae.g_00819
OG0001096	Prah.g_00637	Prae.g_00832
OG0001097	Prah.g_00593	Prae.g_00850
OG0001098	Prah.g_00743	Prae.g_00865
OG0001099	Prah.g_00192	Prae.g_00897
OG0001100	Prah.g_00740	Prae.g_00901
OG0001101	Prah.g_00739	Prae.g_00903
OG0001102	Prah.g_00736	Prae.g_00905
OG0001103	Prah.g_00734	Prae.g_00907
OG0001104	Prah.g_00684	Prae.g_00928
OG0001105	Prah.g_00689	Prae.g_00932
OG0001106	Prah.g_00784	Prae.g_00955
OG0001107	Prah.g_00794	Prae.g_00962
OG0001108	Prah.g_00801	Prae.g_00966
OG0001109	Prah.g_00803	Prae.g_00967
OG0001110	Prah.g_00806	Prae.g_00969
OG0001111	Prah.g_00808	Prae.g_00970
OG0001112	Prah.g_00810	Prae.g_00971
OG0001113	Prah.g_00811	Prae.g_00972
OG0001114	Prah.g_00812	Prae.g_00973
OG0001115	Prah.g_00814	Prae.g_00975
OG0001116	Prah.g_00815	Prae.g_00976
OG0001117	Prah.g_00816	Prae.g_00977
OG0001118	Prah.g_00817	Prae.g_00978
OG0001119	Prah.g_00818	Prae.g_00979
OG0001120	Prah.g_00821	Prae.g_00981
OG0001122	Prah.g_00849	Prae.g_01012
OG0001123	Prah.g_00856	Prae.g_01016
OG0001124	Prah.g_00858	Prae.g_01018
OG0001125	Prah.g_00860	Prae.g_01019
OG0001126	Prah.g_00903	Prae.g_01029
OG0001127	Prah.g_00904	Prae.g_01030
OG0001128	Prah.g_00907	Prae.g_01032
OG0001129	Prah.g_00908	Prae.g_01033
OG0001130	Prah.g_00909	Prae.g_01034
OG0001131	Prah.g_00893	Prae.g_01072
OG0001132	Prah.g_00539	Prae.g_01081
OG0001133	Prah.g_00521	Prae.g_01115
OG0001134	Prah.g_02524	Prae.g_01130
OG0001136	Prah.g_01324	Prae.g_01160
OG0001137	Prah.g_01305	Prae.g_01171
OG0001138	Prah.g_01253	Prae.g_01189
OG0001139	Prah.g_01251	Prae.g_01190
OG0001140	Prah.g_01250	Prae.g_01191
OG0001141	Prah.g_01249	Prae.g_01192
OG0001142	Prah.g_01248	Prae.g_01193
OG0001143	Prah.g_01264	Prae.g_01200
OG0001144	Prah.g_01273	Prae.g_01205
OG0001145	Prah.g_01353	Prae.g_01320
OG0001146	Prah.g_01369	Prae.g_01333
OG0001147	Prah.g_00323	Prae.g_01354
OG0001148	Prah.g_01577	Prae.g_01370
OG0001149	Prah.g_01578	Prae.g_01371
OG0001150	Prah.g_01579	Prae.g_01372
OG0001151	Prah.g_01591	Prae.g_01383
OG0001152	Prah.g_01592	Prae.g_01384
OG0001153	Prah.g_00366	Prae.g_01491
OG0001154	Prah.g_00365	Prae.g_01492
OG0001155	Prah.g_01617	Prae.g_01504
OG0001156	Prah.g_01620	Prae.g_01507
OG0001157	Prah.g_00538	Prae.g_01508
OG0001158	Prah.g_01621	Prae.g_01509
OG0001159	Prah.g_01622	Prae.g_01510
OG0001160	Prah.g_01651	Prae.g_01534
OG0001161	Prah.g_00541	Prae.g_01547
OG0001162	Prah.g_01050	Prae.g_01558
OG0001163	Prah.g_01665	Prae.g_01615
OG0001164	Prah.g_01670	Prae.g_01619
OG0001165	Prah.g_01673	Prae.g_01622
OG0001166	Prah.g_01699	Prae.g_01642
OG0001167	Prah.g_01725	Prae.g_01659
OG0001168	Prah.g_01727	Prae.g_01661
OG0001169	Prah.g_01729	Prae.g_01663
OG0001170	Prah.g_01731	Prae.g_01665
OG0001171	Prah.g_01742	Prae.g_01674
OG0001172	Prah.g_02068	Prae.g_01689
OG0001173	Prah.g_02067	Prae.g_01690
OG0001174	Prah.g_02059	Prae.g_01698
OG0001175	Prah.g_02058	Prae.g_01699
OG0001176	Prah.g_02042	Prae.g_01706
OG0001177	Prah.g_02044	Prae.g_01709
