Orthogroup	Prah	Prav
OG0000583	Prah.g_01391	Prav.g_01205
OG0000584	Prah.g_01390	Prav.g_01206
OG0000585	Prah.g_01388	Prav.g_01208
OG0000586	Prah.g_01387	Prav.g_01209
OG0000587	Prah.g_01385	Prav.g_01210
OG0000588	Prah.g_00529	Prav.g_01214
OG0000589	Prah.g_00526	Prav.g_01219
OG0000590	Prah.g_00525	Prav.g_01220
OG0000591	Prah.g_00518	Prav.g_01223
OG0000592	Prah.g_00517	Prav.g_01224
OG0000593	Prah.g_00505	Prav.g_01230
OG0000594	Prah.g_00504	Prav.g_01231
OG0000595	Prah.g_00503	Prav.g_01232
OG0000596	Prah.g_00498	Prav.g_01236
OG0000597	Prah.g_00495	Prav.g_01238
OG0000598	Prah.g_00494	Prav.g_01239
OG0000599	Prah.g_00485	Prav.g_01242
OG0000600	Prah.g_00484	Prav.g_01243
OG0000601	Prah.g_00483	Prav.g_01244
OG0000602	Prah.g_00478	Prav.g_01246
OG0000603	Prah.g_00477	Prav.g_01247
OG0000604	Prah.g_00476	Prav.g_01248
OG0000605	Prah.g_00474	Prav.g_01249
OG0000606	Prah.g_00466	Prav.g_01252
OG0000607	Prah.g_00463	Prav.g_01255
OG0000608	Prah.g_00462	Prav.g_01256
OG0000609	Prah.g_00460	Prav.g_01257
OG0000610	Prah.g_00452	Prav.g_01262
OG0000611	Prah.g_00449	Prav.g_01265
OG0000612	Prah.g_00448	Prav.g_01266
OG0000613	Prah.g_02193	Prav.g_01271
OG0000614	Prah.g_00985	Prav.g_01290
OG0000615	Prah.g_00706	Prav.g_01298
OG0000616	Prah.g_02588	Prav.g_01312
OG0000617	Prah.g_00881	Prav.g_00312
OG0000618	Prah.g_00880	Prav.g_00313
OG0000619	Prah.g_00879	Prav.g_00314
OG0000620	Prah.g_00875	Prav.g_00317
OG0000621	Prah.g_00874	Prav.g_00318
OG0000622	Prah.g_00873	Prav.g_00319
OG0000623	Prah.g_00872	Prav.g_00320
OG0000624	Prah.g_00871	Prav.g_00321
OG0000625	Prah.g_00870	Prav.g_00322
OG0000626	Prah.g_00869	Prav.g_00323
OG0000627	Prah.g_00746	Prav.g_00324
OG0000628	Prah.g_00747	Prav.g_00325
OG0000629	Prah.g_00750	Prav.g_00326
OG0000630	Prah.g_00754	Prav.g_00329
OG0000631	Prah.g_00758	Prav.g_00388
OG0000632	Prah.g_00759	Prav.g_00389
OG0000633	Prah.g_00760	Prav.g_00390
OG0000634	Prah.g_00671	Prav.g_00393
OG0000635	Prah.g_00670	Prav.g_00394
OG0000636	Prah.g_00668	Prav.g_00396
OG0000637	Prah.g_00666	Prav.g_00398
OG0000638	Prah.g_00665	Prav.g_00399
OG0000639	Prah.g_00664	Prav.g_00400
OG0000640	Prah.g_00663	Prav.g_00401
OG0000641	Prah.g_00659	Prav.g_00405
OG0000642	Prah.g_00658	Prav.g_00406
OG0000643	Prah.g_00657	Prav.g_00407
OG0000644	Prah.g_00656	Prav.g_00408
OG0000645	Prah.g_00655	Prav.g_00409
OG0000646	Prah.g_00652	Prav.g_00411
OG0000647	Prah.g_00650	Prav.g_00412
OG0000648	Prah.g_00648	Prav.g_00414
OG0000649	Prah.g_00647	Prav.g_00415
OG0000650	Prah.g_00646	Prav.g_00416
OG0000651	Prah.g_00645	Prav.g_00417
OG0000652	Prah.g_00644	Prav.g_00418
OG0000653	Prah.g_00640	Prav.g_00420
OG0000654	Prah.g_00639	Prav.g_00421
OG0000655	Prah.g_00638	Prav.g_00422
OG0000656	Prah.g_00635	Prav.g_00425
OG0000657	Prah.g_00603	Prav.g_00432
OG0000658	Prah.g_00601	Prav.g_00433
OG0000659	Prah.g_00600	Prav.g_00434
OG0000660	Prah.g_00596	Prav.g_00438
OG0000661	Prah.g_00594	Prav.g_00440
OG0000662	Prah.g_00592	Prav.g_00442
OG0000663	Prah.g_00589	Prav.g_00444
OG0000664	Prah.g_00588	Prav.g_00445
OG0000665	Prah.g_00574	Prav.g_00449
OG0000666	Prah.g_00572	Prav.g_00450
OG0000667	Prah.g_00564	Prav.g_00454
OG0000668	Prah.g_00850	Prav.g_00483
OG0000669	Prah.g_00558	Prav.g_00490
OG0000670	Prah.g_01212	Prav.g_00492
OG0000671	Prah.g_00738	Prav.g_00494
OG0000672	Prah.g_00735	Prav.g_00497
OG0000673	Prah.g_00732	Prav.g_00500
OG0000674	Prah.g_00730	Prav.g_00502
OG0000675	Prah.g_00729	Prav.g_00503
OG0000676	Prah.g_00726	Prav.g_00505
OG0000677	Prah.g_00724	Prav.g_00506
OG0000678	Prah.g_00721	Prav.g_00508
OG0000679	Prah.g_00702	Prav.g_00512
OG0000680	Prah.g_00701	Prav.g_00513
OG0000681	Prah.g_00699	Prav.g_00515
OG0000682	Prah.g_00698	Prav.g_00516
OG0000683	Prah.g_00697	Prav.g_00517
OG0000684	Prah.g_00683	Prav.g_00519
OG0000685	Prah.g_00685	Prav.g_00521
OG0000686	Prah.g_00686	Prav.g_00522
OG0000687	Prah.g_00687	Prav.g_00523
OG0000688	Prah.g_00681	Prav.g_00526
OG0000689	Prah.g_00680	Prav.g_00527
OG0000690	Prah.g_00679	Prav.g_00528
OG0000691	Prah.g_00678	Prav.g_00529
OG0000692	Prah.g_00677	Prav.g_00530
OG0000693	Prah.g_00675	Prav.g_00531
OG0000694	Prah.g_00674	Prav.g_00532
OG0000695	Prah.g_00762	Prav.g_00534
OG0000696	Prah.g_00763	Prav.g_00535
OG0000697	Prah.g_00765	Prav.g_00536
OG0000698	Prah.g_00768	Prav.g_00539
OG0000699	Prah.g_00770	Prav.g_00540
OG0000700	Prah.g_00771	Prav.g_00541
OG0000701	Prah.g_00772	Prav.g_00542
OG0000702	Prah.g_00780	Prav.g_00544
OG0000703	Prah.g_00781	Prav.g_00545
OG0000704	Prah.g_00783	Prav.g_00546
OG0000705	Prah.g_00789	Prav.g_00550
OG0000706	Prah.g_00790	Prav.g_00551
OG0000707	Prah.g_00791	Prav.g_00552
OG0000708	Prah.g_00793	Prav.g_00553
OG0000709	Prah.g_00800	Prav.g_00557
OG0000710	Prah.g_00805	Prav.g_00560
OG0000711	Prah.g_00828	Prav.g_00577
OG0000712	Prah.g_00829	Prav.g_00579
OG0000713	Prah.g_00830	Prav.g_00580
OG0000714	Prah.g_00833	Prav.g_00581
OG0000715	Prah.g_00835	Prav.g_00583
OG0000716	Prah.g_00839	Prav.g_00585
OG0000717	Prah.g_00840	Prav.g_00586
OG0000718	Prah.g_00846	Prav.g_00902
OG0000719	Prah.g_00848	Prav.g_00904
OG0000720	Prah.g_00861	Prav.g_00913
OG0000721	Prah.g_00862	Prav.g_00915
OG0000722	Prah.g_00863	Prav.g_00916
OG0000723	Prah.g_00867	Prav.g_00919
OG0000724	Prah.g_00910	Prav.g_00928
OG0000725	Prah.g_00919	Prav.g_00934
OG0000726	Prah.g_00920	Prav.g_00935
OG0000727	Prah.g_00921	Prav.g_00936
OG0000728	Prah.g_00922	Prav.g_00938
OG0000729	Prah.g_00133	Prav.g_00263
OG0000730	Prah.g_01942	Prav.g_00004
OG0000731	Prah.g_01932	Prav.g_00008
OG0000732	Prah.g_00054	Prav.g_00016
OG0000733	Prah.g_02532	Prav.g_00034
OG0000734	Prah.g_01905	Prav.g_00050
OG0000735	Prah.g_01340	Prav.g_00052
OG0000736	Prah.g_01339	Prav.g_00053
OG0000737	Prah.g_01338	Prav.g_00054
OG0000738	Prah.g_01331	Prav.g_00058
OG0000739	Prah.g_01329	Prav.g_00059
OG0000740	Prah.g_01328	Prav.g_00060
OG0000741	Prah.g_01325	Prav.g_00061
OG0000742	Prah.g_01323	Prav.g_00064
OG0000743	Prah.g_01321	Prav.g_00066
OG0000744	Prah.g_01320	Prav.g_00067
OG0000745	Prah.g_01318	Prav.g_00068
OG0000746	Prah.g_01316	Prav.g_00070
OG0000747	Prah.g_01315	Prav.g_00071
OG0000748	Prah.g_01304	Prav.g_00074
OG0000749	Prah.g_01303	Prav.g_00075
OG0000750	Prah.g_01302	Prav.g_00076
OG0000751	Prah.g_01297	Prav.g_01868
OG0000752	Prah.g_01295	Prav.g_01866
OG0000753	Prah.g_01292	Prav.g_01863
OG0000754	Prah.g_01262	Prav.g_01860
OG0000755	Prah.g_01255	Prav.g_01857
OG0000756	Prah.g_01254	Prav.g_01856
OG0000757	Prah.g_01247	Prav.g_01850
OG0000758	Prah.g_01246	Prav.g_01849
OG0000759	Prah.g_01245	Prav.g_01848
OG0000760	Prah.g_01244	Prav.g_01847
OG0000761	Prah.g_01243	Prav.g_01846
OG0000762	Prah.g_01263	Prav.g_01845
OG0000763	Prah.g_01265	Prav.g_01843
OG0000764	Prah.g_01266	Prav.g_01842
OG0000765	Prah.g_01282	Prav.g_01833
OG0000766	Prah.g_01283	Prav.g_01832
OG0000767	Prah.g_01285	Prav.g_01830
OG0000768	Prah.g_01286	Prav.g_01829
OG0000769	Prah.g_01290	Prav.g_01827
OG0000770	Prah.g_01239	Prav.g_01825
OG0000771	Prah.g_00905	Prav.g_02003
OG0000772	Prah.g_01610	Prav.g_01409
OG0000773	Prah.g_01351	Prav.g_01429
OG0000774	Prah.g_01355	Prav.g_01431
OG0000775	Prah.g_01357	Prav.g_01433
OG0000776	Prah.g_01358	Prav.g_01434
OG0000777	Prah.g_01359	Prav.g_01435
OG0000778	Prah.g_01360	Prav.g_01436
OG0000779	Prah.g_01365	Prav.g_01440
OG0000780	Prah.g_01368	Prav.g_01441
OG0000781	Prah.g_01372	Prav.g_01444
OG0000782	Prah.g_01373	Prav.g_01445
OG0000783	Prah.g_01374	Prav.g_01446
OG0000784	Prah.g_01375	Prav.g_01447
OG0000785	Prah.g_01377	Prav.g_01449
OG0000786	Prah.g_01380	Prav.g_01451
OG0000787	Prah.g_01381	Prav.g_01452
OG0000788	Prah.g_00224	Prav.g_01460
OG0000789	Prah.g_01183	Prav.g_01463
OG0000790	Prah.g_01580	Prav.g_01478
OG0000791	Prah.g_01582	Prav.g_01480
OG0000792	Prah.g_01583	Prav.g_01481
OG0000793	Prah.g_01587	Prav.g_01484
OG0000794	Prah.g_01588	Prav.g_01485
OG0000795	Prah.g_01589	Prav.g_01486
OG0000796	Prah.g_01593	Prav.g_01490
OG0000797	Prah.g_01594	Prav.g_01491
OG0000799	Prah.g_00435	Prav.g_01560
OG0000800	Prah.g_00434	Prav.g_01561
OG0000801	Prah.g_00433	Prav.g_01562
OG0000802	Prah.g_00427	Prav.g_01564
OG0000803	Prah.g_00423	Prav.g_01566
OG0000804	Prah.g_00421	Prav.g_01567
OG0000805	Prah.g_00419	Prav.g_01569
OG0000806	Prah.g_00417	Prav.g_01571
OG0000807	Prah.g_00415	Prav.g_01572
OG0000808	Prah.g_00414	Prav.g_01573
OG0000809	Prah.g_00410	Prav.g_01576
OG0000810	Prah.g_00409	Prav.g_01577
OG0000811	Prah.g_00403	Prav.g_01581
OG0000812	Prah.g_00401	Prav.g_01583
OG0000813	Prah.g_00400	Prav.g_01584
OG0000814	Prah.g_00398	Prav.g_01586
OG0000815	Prah.g_00397	Prav.g_01587
OG0000816	Prah.g_00395	Prav.g_01589
OG0000817	Prah.g_00394	Prav.g_01590
OG0000818	Prah.g_00386	Prav.g_01595
OG0000819	Prah.g_00385	Prav.g_01596
OG0000820	Prah.g_00384	Prav.g_01597
OG0000821	Prah.g_00379	Prav.g_01601
OG0000822	Prah.g_00376	Prav.g_01602
OG0000823	Prah.g_00374	Prav.g_01603
OG0000824	Prah.g_00370	Prav.g_01606
OG0000825	Prah.g_00369	Prav.g_01607
OG0000826	Prah.g_00368	Prav.g_01608
OG0000827	Prah.g_00367	Prav.g_01609
OG0000828	Prah.g_00364	Prav.g_01612
OG0000829	Prah.g_00363	Prav.g_01613
OG0000830	Prah.g_00362	Prav.g_01614
OG0000831	Prah.g_00360	Prav.g_01616
OG0000832	Prah.g_01615	Prav.g_01622
OG0000833	Prah.g_01623	Prav.g_01630
OG0000834	Prah.g_01624	Prav.g_01631
OG0000835	Prah.g_01625	Prav.g_01632
OG0000836	Prah.g_01627	Prav.g_01633
OG0000837	Prah.g_01628	Prav.g_01634
OG0000838	Prah.g_01632	Prav.g_01636
OG0000839	Prah.g_01633	Prav.g_01637
OG0000840	Prah.g_01634	Prav.g_01638
OG0000841	Prah.g_01635	Prav.g_01639
OG0000842	Prah.g_01636	Prav.g_01640
OG0000843	Prah.g_01637	Prav.g_01641
OG0000844	Prah.g_01639	Prav.g_01642
OG0000845	Prah.g_01640	Prav.g_01643
OG0000846	Prah.g_01641	Prav.g_01644
OG0000847	Prah.g_01642	Prav.g_01645
OG0000848	Prah.g_01643	Prav.g_01646
OG0000849	Prah.g_01644	Prav.g_01647
OG0000850	Prah.g_01645	Prav.g_01649
OG0000851	Prah.g_01648	Prav.g_01650
OG0000852	Prah.g_01649	Prav.g_01651
OG0000853	Prah.g_01653	Prav.g_01655
OG0000854	Prah.g_01655	Prav.g_01657
OG0000855	Prah.g_01656	Prav.g_01658
OG0000856	Prah.g_00515	Prav.g_01671
OG0000857	Prah.g_00651	Prav.g_01699
OG0000858	Prah.g_01667	Prav.g_01755
OG0000859	Prah.g_01668	Prav.g_01756
OG0000860	Prah.g_01678	Prav.g_01763
OG0000861	Prah.g_01679	Prav.g_01764
OG0000862	Prah.g_01681	Prav.g_01765
OG0000863	Prah.g_01685	Prav.g_01767
OG0000864	Prah.g_01687	Prav.g_01768
OG0000865	Prah.g_01688	Prav.g_01769
OG0000866	Prah.g_01689	Prav.g_01770
OG0000867	Prah.g_01690	Prav.g_01771
OG0000868	Prah.g_01692	Prav.g_01772
OG0000869	Prah.g_01695	Prav.g_01776
OG0000870	Prah.g_01700	Prav.g_01781
OG0000871	Prah.g_01701	Prav.g_01782
OG0000872	Prah.g_01703	Prav.g_01783
OG0000873	Prah.g_01707	Prav.g_01786
OG0000874	Prah.g_01711	Prav.g_01789
OG0000875	Prah.g_01713	Prav.g_01790
OG0000876	Prah.g_01714	Prav.g_01791
OG0000877	Prah.g_01717	Prav.g_01793
OG0000878	Prah.g_01718	Prav.g_01794
OG0000879	Prah.g_01719	Prav.g_01795
OG0000880	Prah.g_01720	Prav.g_01796
OG0000881	Prah.g_01728	Prav.g_01800
OG0000882	Prah.g_01733	Prav.g_01805
OG0000883	Prah.g_01736	Prav.g_01807
OG0000884	Prah.g_01738	Prav.g_01809
OG0000885	Prah.g_01739	Prav.g_01810
OG0000886	Prah.g_01740	Prav.g_01811
OG0000887	Prah.g_01741	Prav.g_01812
OG0000888	Prah.g_01743	Prav.g_01814
OG0000889	Prah.g_01745	Prav.g_01816
OG0000890	Prah.g_01759	Prav.g_01817
OG0000891	Prah.g_01760	Prav.g_01818
OG0000892	Prah.g_01762	Prav.g_00264
OG0000893	Prah.g_02073	Prav.g_00268
OG0000894	Prah.g_02070	Prav.g_00270
OG0000895	Prah.g_02066	Prav.g_00273
OG0000896	Prah.g_02065	Prav.g_00274
OG0000897	Prah.g_02063	Prav.g_00276
OG0000898	Prah.g_02062	Prav.g_00277
OG0000899	Prah.g_02061	Prav.g_00278
OG0000900	Prah.g_02060	Prav.g_00279
OG0000901	Prah.g_02056	Prav.g_00282
OG0000902	Prah.g_02054	Prav.g_00284
OG0000903	Prah.g_02041	Prav.g_00287
OG0000904	Prah.g_02046	Prav.g_00289
OG0000905	Prah.g_02048	Prav.g_00294
OG0000906	Prah.g_02050	Prav.g_00295
OG0000907	Prah.g_02039	Prav.g_00590
OG0000908	Prah.g_02036	Prav.g_00593
OG0000909	Prah.g_02035	Prav.g_00594
OG0000910	Prah.g_02034	Prav.g_00595
OG0000911	Prah.g_02032	Prav.g_00597
OG0000912	Prah.g_02031	Prav.g_00598
OG0000913	Prah.g_02030	Prav.g_00599
OG0000914	Prah.g_02029	Prav.g_00600
OG0000915	Prah.g_02028	Prav.g_00601
OG0000916	Prah.g_02027	Prav.g_00602
OG0000917	Prah.g_02026	Prav.g_00603
OG0000918	Prah.g_02025	Prav.g_00604
OG0000919	Prah.g_02024	Prav.g_00605
OG0000920	Prah.g_02023	Prav.g_00606
OG0000921	Prah.g_02022	Prav.g_00607
OG0000922	Prah.g_02021	Prav.g_00608
OG0000923	Prah.g_02017	Prav.g_00612
OG0000924	Prah.g_02016	Prav.g_00613
OG0000925	Prah.g_02015	Prav.g_00614
OG0000926	Prah.g_02014	Prav.g_00615
OG0000927	Prah.g_02012	Prav.g_00617
OG0000928	Prah.g_02011	Prav.g_00618
OG0000929	Prah.g_02010	Prav.g_00619
OG0000930	Prah.g_02009	Prav.g_00620
OG0000931	Prah.g_02008	Prav.g_00621
OG0000932	Prah.g_02007	Prav.g_00622
OG0000933	Prah.g_02002	Prav.g_00626
OG0000934	Prah.g_02000	Prav.g_00628
OG0000935	Prah.g_01999	Prav.g_00629
OG0000936	Prah.g_01998	Prav.g_00630
OG0000937	Prah.g_01997	Prav.g_00631
OG0000938	Prah.g_01994	Prav.g_00633
OG0000939	Prah.g_01993	Prav.g_00634
OG0000940	Prah.g_01985	Prav.g_00641
OG0000941	Prah.g_01983	Prav.g_00643
OG0000942	Prah.g_01981	Prav.g_00645
OG0000943	Prah.g_01980	Prav.g_00646
OG0000944	Prah.g_01978	Prav.g_00647
OG0000945	Prah.g_01977	Prav.g_00648
OG0000946	Prah.g_01966	Prav.g_00653
OG0000947	Prah.g_01963	Prav.g_00655
OG0000948	Prah.g_01962	Prav.g_00656
OG0000949	Prah.g_01958	Prav.g_00659
OG0000950	Prah.g_02231	Prav.g_00664
OG0000951	Prah.g_02236	Prav.g_00668
OG0000952	Prah.g_02241	Prav.g_00672
OG0000953	Prah.g_02245	Prav.g_00675
OG0000954	Prah.g_00167	Prav.g_00679
OG0000955	Prah.g_00166	Prav.g_00680
OG0000956	Prah.g_00164	Prav.g_00682
OG0000957	Prah.g_00152	Prav.g_00687
OG0000958	Prah.g_00151	Prav.g_00688
OG0000959	Prah.g_00146	Prav.g_00692
OG0000960	Prah.g_00145	Prav.g_00693
OG0000961	Prah.g_00136	Prav.g_00695
OG0000962	Prah.g_00134	Prav.g_00697
OG0000963	Prah.g_00129	Prav.g_00701
OG0000964	Prah.g_00128	Prav.g_00702
OG0000965	Prah.g_00127	Prav.g_00703
OG0000966	Prah.g_00086	Prav.g_00710
OG0000967	Prah.g_00079	Prav.g_00714
OG0000968	Prah.g_00076	Prav.g_00716
OG0000969	Prah.g_00074	Prav.g_00717
OG0000970	Prah.g_00073	Prav.g_00718
OG0000971	Prah.g_00071	Prav.g_00719
OG0000972	Prah.g_00070	Prav.g_00720
OG0000973	Prah.g_00068	Prav.g_00721
OG0000974	Prah.g_00067	Prav.g_00722
OG0000975	Prah.g_00066	Prav.g_00723
OG0000976	Prah.g_00065	Prav.g_00724
OG0000977	Prah.g_00063	Prav.g_00725
OG0000978	Prah.g_00062	Prav.g_00726
OG0000979	Prah.g_00059	Prav.g_00729
OG0000980	Prah.g_00055	Prav.g_00731
OG0000981	Prah.g_00052	Prav.g_00733
OG0000982	Prah.g_02491	Prav.g_00735
OG0000983	Prah.g_02492	Prav.g_00736
OG0000984	Prah.g_02493	Prav.g_00737
OG0000985	Prah.g_02497	Prav.g_00740
OG0000986	Prah.g_02499	Prav.g_00742
OG0000987	Prah.g_02501	Prav.g_00743
OG0000988	Prah.g_02505	Prav.g_00746
OG0000989	Prah.g_02513	Prav.g_00750
OG0000990	Prah.g_02536	Prav.g_00753
OG0000991	Prah.g_02540	Prav.g_00754
OG0000992	Prah.g_02543	Prav.g_00756
OG0000993	Prah.g_02544	Prav.g_00757
OG0000994	Prah.g_02547	Prav.g_00758
OG0000995	Prah.g_02552	Prav.g_00762
OG0000996	Prah.g_02565	Prav.g_00763
OG0000997	Prah.g_02574	Prav.g_00764
OG0000998	Prah.g_02576	Prav.g_00766
OG0000999	Prah.g_02577	Prav.g_00767
OG0001000	Prah.g_02580	Prav.g_00770
OG0001001	Prah.g_02584	Prav.g_00772
OG0001002	Prah.g_02591	Prav.g_00776
OG0001003	Prah.g_02593	Prav.g_00778
OG0001004	Prah.g_02594	Prav.g_00779
OG0001005	Prah.g_02596	Prav.g_00780
OG0001006	Prah.g_02602	Prav.g_00784
OG0001007	Prah.g_02604	Prav.g_00786
OG0001008	Prah.g_00231	Prav.g_01036
OG0001009	Prah.g_00033	Prav.g_00095
OG0001010	Prah.g_00034	Prav.g_00096
OG0001011	Prah.g_00036	Prav.g_00097
OG0001012	Prah.g_02488	Prav.g_00114
OG0001013	Prah.g_02466	Prav.g_00119
OG0001014	Prah.g_02454	Prav.g_00122
OG0001015	Prah.g_02453	Prav.g_00123
OG0001016	Prah.g_01843	Prav.g_00138
OG0001017	Prah.g_01849	Prav.g_00142
OG0001018	Prah.g_01851	Prav.g_00145
OG0001019	Prah.g_01867	Prav.g_00154
OG0001020	Prah.g_01873	Prav.g_00155
OG0001021	Prah.g_01877	Prav.g_00156
OG0001022	Prah.g_01882	Prav.g_00159
OG0001023	Prah.g_01883	Prav.g_00160
OG0001024	Prah.g_01887	Prav.g_00163
OG0001025	Prah.g_01894	Prav.g_00169
OG0001026	Prah.g_01908	Prav.g_00176
OG0001027	Prah.g_00195	Prav.g_00177
OG0001028	Prah.g_00193	Prav.g_00179
OG0001029	Prah.g_00191	Prav.g_00180
OG0001030	Prah.g_02257	Prav.g_00195
OG0001031	Prah.g_02336	Prav.g_00852
OG0001032	Prah.g_02339	Prav.g_00851
OG0001033	Prah.g_02372	Prav.g_00830
OG0001034	Prah.g_01779	Prav.g_00802
OG0001035	Prah.g_02099	Prav.g_01901
OG0001036	Prah.g_02103	Prav.g_01906
OG0001037	Prah.g_02105	Prav.g_01907
OG0001038	Prah.g_02132	Prav.g_01924
OG0001039	Prah.g_02135	Prav.g_01927
OG0001040	Prah.g_02138	Prav.g_01929
OG0001041	Prah.g_02143	Prav.g_01933
OG0001042	Prah.g_02168	Prav.g_01950
OG0001043	Prah.g_02170	Prav.g_01951
OG0001044	Prah.g_01941	Prav.g_01979
OG0001045	Prah.g_01929	Prav.g_01988
OG0001046	Prah.g_01661	Prav.g_00996
OG0001047	Prah.g_00233	Prav.g_01038
OG0001048	Prah.g_00234	Prav.g_01039
OG0001049	Prah.g_00237	Prav.g_01041
OG0001050	Prah.g_00238	Prav.g_01042
OG0001051	Prah.g_00239	Prav.g_01043
OG0001052	Prah.g_00308	Prav.g_01069
OG0001053	Prah.g_01563	Prav.g_01081
OG0001054	Prah.g_01545	Prav.g_01096
OG0001055	Prah.g_01524	Prav.g_01115
OG0001056	Prah.g_01496	Prav.g_01134
OG0001057	Prah.g_01482	Prav.g_01139
OG0001058	Prah.g_01468	Prav.g_01147
OG0001059	Prah.g_01464	Prav.g_01151
OG0001060	Prah.g_01458	Prav.g_01158
OG0001061	Prah.g_01440	Prav.g_01171
OG0001062	Prah.g_01438	Prav.g_01173
OG0001063	Prah.g_01434	Prav.g_01175
OG0001064	Prah.g_01433	Prav.g_01176
OG0001065	Prah.g_01432	Prav.g_01177
OG0001066	Prah.g_01431	Prav.g_01178
OG0001067	Prah.g_01430	Prav.g_01179
OG0001068	Prah.g_01429	Prav.g_01180
OG0001069	Prah.g_01428	Prav.g_01181
OG0001070	Prah.g_01424	Prav.g_01184
OG0001071	Prah.g_01423	Prav.g_01185
OG0001072	Prah.g_01418	Prav.g_01186
OG0001073	Prah.g_01399	Prav.g_01200
OG0001074	Prah.g_00532	Prav.g_01211
OG0001075	Prah.g_00531	Prav.g_01212
OG0001076	Prah.g_00523	Prav.g_01222
OG0001077	Prah.g_00513	Prav.g_01226
OG0001078	Prah.g_00500	Prav.g_01234
OG0001079	Prah.g_00482	Prav.g_01245
OG0001080	Prah.g_00472	Prav.g_01251
OG0001081	Prah.g_00465	Prav.g_01253
OG0001082	Prah.g_00464	Prav.g_01254
OG0001083	Prah.g_00456	Prav.g_01259
OG0001084	Prah.g_00455	Prav.g_01260
OG0001085	Prah.g_00444	Prav.g_01268
OG0001086	Prah.g_00442	Prav.g_01269
OG0001087	Prah.g_00968	Prav.g_01286
OG0001088	Prah.g_00972	Prav.g_01287
OG0001089	Prah.g_01025	Prav.g_01295
OG0001090	Prah.g_00886	Prav.g_00307
OG0001091	Prah.g_00884	Prav.g_00309
OG0001092	Prah.g_00882	Prav.g_00310
OG0001093	Prah.g_00878	Prav.g_00315
OG0001094	Prah.g_00673	Prav.g_00391
OG0001095	Prah.g_00654	Prav.g_00410
OG0001096	Prah.g_00637	Prav.g_00423
OG0001097	Prah.g_00593	Prav.g_00441
OG0001098	Prah.g_00743	Prav.g_00456
OG0001099	Prah.g_00192	Prav.g_00487
OG0001100	Prah.g_00740	Prav.g_00491
OG0001101	Prah.g_00739	Prav.g_00493
OG0001102	Prah.g_00736	Prav.g_00496
OG0001103	Prah.g_00734	Prav.g_00498
OG0001104	Prah.g_00684	Prav.g_00520
OG0001105	Prah.g_00689	Prav.g_00524
OG0001106	Prah.g_00784	Prav.g_00547
OG0001107	Prah.g_00794	Prav.g_00554
OG0001108	Prah.g_00801	Prav.g_00558
OG0001109	Prah.g_00803	Prav.g_00559
OG0001110	Prah.g_00806	Prav.g_00561
OG0001111	Prah.g_00808	Prav.g_00562
OG0001112	Prah.g_00810	Prav.g_00563
OG0001113	Prah.g_00811	Prav.g_00564
OG0001114	Prah.g_00812	Prav.g_00565
OG0001115	Prah.g_00814	Prav.g_00567
OG0001116	Prah.g_00815	Prav.g_00568
OG0001117	Prah.g_00816	Prav.g_00569
OG0001118	Prah.g_00817	Prav.g_00570
OG0001119	Prah.g_00818	Prav.g_00571
OG0001120	Prah.g_00821	Prav.g_00573
OG0001122	Prah.g_00849	Prav.g_00905
OG0001123	Prah.g_00856	Prav.g_00909
OG0001124	Prah.g_00858	Prav.g_00911
OG0001125	Prah.g_00860	Prav.g_00912
OG0001126	Prah.g_00903	Prav.g_00922
OG0001127	Prah.g_00904	Prav.g_00923
OG0001128	Prah.g_00907	Prav.g_00925
OG0001129	Prah.g_00908	Prav.g_00926
OG0001130	Prah.g_00909	Prav.g_00927
OG0001131	Prah.g_00893	Prav.g_00242
OG0001132	Prah.g_00539	Prav.g_00252
OG0001133	Prah.g_00521	Prav.g_00019
OG0001134	Prah.g_02524	Prav.g_00033
OG0001136	Prah.g_01324	Prav.g_00062
OG0001137	Prah.g_01305	Prav.g_00073
OG0001138	Prah.g_01253	Prav.g_01855
OG0001139	Prah.g_01251	Prav.g_01854
OG0001140	Prah.g_01250	Prav.g_01853
OG0001141	Prah.g_01249	Prav.g_01852
OG0001142	Prah.g_01248	Prav.g_01851
OG0001143	Prah.g_01264	Prav.g_01844
OG0001144	Prah.g_01273	Prav.g_01839
OG0001145	Prah.g_01353	Prav.g_01430
OG0001146	Prah.g_01369	Prav.g_01442
OG0001147	Prah.g_00323	Prav.g_01459
OG0001148	Prah.g_01577	Prav.g_01475
OG0001149	Prah.g_01578	Prav.g_01476
OG0001150	Prah.g_01579	Prav.g_01477
OG0001151	Prah.g_01591	Prav.g_01488
OG0001152	Prah.g_01592	Prav.g_01489
OG0001153	Prah.g_00366	Prav.g_01610
OG0001154	Prah.g_00365	Prav.g_01611
OG0001155	Prah.g_01617	Prav.g_01623
OG0001156	Prah.g_01620	Prav.g_01626
OG0001157	Prah.g_00538	Prav.g_01627
OG0001158	Prah.g_01621	Prav.g_01628
OG0001159	Prah.g_01622	Prav.g_01629
OG0001160	Prah.g_01651	Prav.g_01653
OG0001161	Prah.g_00541	Prav.g_01664
OG0001162	Prah.g_01050	Prav.g_01675
OG0001163	Prah.g_01665	Prav.g_01753
OG0001164	Prah.g_01670	Prav.g_01757
OG0001165	Prah.g_01673	Prav.g_01760
OG0001166	Prah.g_01699	Prav.g_01780
OG0001167	Prah.g_01725	Prav.g_01797
