Orthogroup	Prah	Syaf
OG0000562	Prah.g_01461	Syaf.g_02617
OG0000563	Prah.g_01460	Syaf.g_02616
OG0000564	Prah.g_01459	Syaf.g_02615
OG0000565	Prah.g_01457	Syaf.g_02612
OG0000566	Prah.g_01452	Syaf.g_02608
OG0000567	Prah.g_01448	Syaf.g_02604
OG0000568	Prah.g_01446	Syaf.g_02599
OG0000569	Prah.g_01445	Syaf.g_02596
OG0000570	Prah.g_01444	Syaf.g_02595
OG0000571	Prah.g_01441	Syaf.g_02591
OG0000572	Prah.g_01425	Syaf.g_02575
OG0000573	Prah.g_01416	Syaf.g_02567
OG0000574	Prah.g_01415	Syaf.g_02566
OG0000575	Prah.g_01406	Syaf.g_02562
OG0000576	Prah.g_01404	Syaf.g_02560
OG0000577	Prah.g_01403	Syaf.g_02559
OG0000578	Prah.g_01402	Syaf.g_02558
OG0000579	Prah.g_01401	Syaf.g_02557
OG0000580	Prah.g_01400	Syaf.g_02556
OG0000581	Prah.g_01396	Syaf.g_02550
OG0000582	Prah.g_01392	Syaf.g_02374
OG0000583	Prah.g_01391	Syaf.g_02373
OG0000584	Prah.g_01390	Syaf.g_02372
OG0000585	Prah.g_01388	Syaf.g_02370
OG0000586	Prah.g_01387	Syaf.g_02369
OG0000587	Prah.g_01385	Syaf.g_02367
OG0000588	Prah.g_00529	Syaf.g_02350
OG0000589	Prah.g_00526	Syaf.g_02340
OG0000590	Prah.g_00525	Syaf.g_02339
OG0000591	Prah.g_00518	Syaf.g_02331
OG0000592	Prah.g_00517	Syaf.g_02330
OG0000593	Prah.g_00505	Syaf.g_02314
OG0000594	Prah.g_00504	Syaf.g_02313
OG0000595	Prah.g_00503	Syaf.g_02312
OG0000596	Prah.g_00498	Syaf.g_02307
OG0000597	Prah.g_00495	Syaf.g_02304
OG0000598	Prah.g_00494	Syaf.g_02303
OG0000599	Prah.g_00485	Syaf.g_02300
OG0000600	Prah.g_00484	Syaf.g_02299
OG0000601	Prah.g_00483	Syaf.g_02298
OG0000602	Prah.g_00478	Syaf.g_02293
OG0000603	Prah.g_00477	Syaf.g_02292
OG0000604	Prah.g_00476	Syaf.g_02289
OG0000605	Prah.g_00474	Syaf.g_01734
OG0000606	Prah.g_00466	Syaf.g_02145
OG0000607	Prah.g_00463	Syaf.g_02142
OG0000608	Prah.g_00462	Syaf.g_02141
OG0000609	Prah.g_00460	Syaf.g_02139
OG0000610	Prah.g_00452	Syaf.g_02132
OG0000611	Prah.g_00449	Syaf.g_02129
OG0000612	Prah.g_00448	Syaf.g_02128
OG0000613	Prah.g_02193	Syaf.g_00315
OG0000614	Prah.g_00985	Syaf.g_01469
OG0000615	Prah.g_00706	Syaf.g_02085
OG0000616	Prah.g_02588	Syaf.g_00518
OG0000617	Prah.g_00881	Syaf.g_01975
OG0000618	Prah.g_00880	Syaf.g_01974
OG0000619	Prah.g_00879	Syaf.g_01973
OG0000620	Prah.g_00875	Syaf.g_01966
OG0000621	Prah.g_00874	Syaf.g_01965
OG0000622	Prah.g_00873	Syaf.g_01964
OG0000623	Prah.g_00872	Syaf.g_01963
OG0000624	Prah.g_00871	Syaf.g_01961
OG0000625	Prah.g_00870	Syaf.g_01960
OG0000626	Prah.g_00869	Syaf.g_01959
OG0000627	Prah.g_00746	Syaf.g_01782
OG0000628	Prah.g_00747	Syaf.g_01783
OG0000629	Prah.g_00750	Syaf.g_01786
OG0000630	Prah.g_00754	Syaf.g_01790
OG0000631	Prah.g_00758	Syaf.g_01801
OG0000632	Prah.g_00759	Syaf.g_01802
OG0000633	Prah.g_00760	Syaf.g_01803
OG0000634	Prah.g_00671	Syaf.g_02053
OG0000635	Prah.g_00670	Syaf.g_02052
OG0000636	Prah.g_00668	Syaf.g_02050
OG0000637	Prah.g_00666	Syaf.g_02048
OG0000638	Prah.g_00665	Syaf.g_02047
OG0000639	Prah.g_00664	Syaf.g_02046
OG0000640	Prah.g_00663	Syaf.g_02045
OG0000641	Prah.g_00659	Syaf.g_02041
OG0000642	Prah.g_00658	Syaf.g_02040
OG0000643	Prah.g_00657	Syaf.g_02038
OG0000644	Prah.g_00656	Syaf.g_02037
OG0000645	Prah.g_00655	Syaf.g_02035
OG0000646	Prah.g_00652	Syaf.g_02032
OG0000647	Prah.g_00650	Syaf.g_02030
OG0000648	Prah.g_00648	Syaf.g_02027
OG0000649	Prah.g_00647	Syaf.g_02026
OG0000650	Prah.g_00646	Syaf.g_02025
OG0000651	Prah.g_00645	Syaf.g_02024
OG0000652	Prah.g_00644	Syaf.g_02023
OG0000653	Prah.g_00640	Syaf.g_02021
OG0000654	Prah.g_00639	Syaf.g_02020
OG0000655	Prah.g_00638	Syaf.g_02019
OG0000656	Prah.g_00635	Syaf.g_02016
OG0000657	Prah.g_00603	Syaf.g_01384
OG0000658	Prah.g_00601	Syaf.g_01381
OG0000659	Prah.g_00600	Syaf.g_01380
OG0000660	Prah.g_00596	Syaf.g_01376
OG0000661	Prah.g_00594	Syaf.g_01374
OG0000662	Prah.g_00592	Syaf.g_01372
OG0000663	Prah.g_00589	Syaf.g_01369
OG0000664	Prah.g_00588	Syaf.g_01368
OG0000665	Prah.g_00574	Syaf.g_00980
OG0000666	Prah.g_00572	Syaf.g_01733
OG0000667	Prah.g_00564	Syaf.g_01635
OG0000668	Prah.g_00850	Syaf.g_01928
OG0000669	Prah.g_00558	Syaf.g_02112
OG0000670	Prah.g_01212	Syaf.g_02769
OG0000671	Prah.g_00738	Syaf.g_02108
OG0000672	Prah.g_00735	Syaf.g_02105
OG0000673	Prah.g_00732	Syaf.g_02102
OG0000674	Prah.g_00730	Syaf.g_02100
OG0000675	Prah.g_00729	Syaf.g_02099
OG0000676	Prah.g_00726	Syaf.g_02097
OG0000677	Prah.g_00724	Syaf.g_02096
OG0000678	Prah.g_00721	Syaf.g_02092
OG0000679	Prah.g_00702	Syaf.g_02083
OG0000680	Prah.g_00701	Syaf.g_02082
OG0000681	Prah.g_00699	Syaf.g_02079
OG0000682	Prah.g_00698	Syaf.g_02078
OG0000683	Prah.g_00697	Syaf.g_02077
OG0000684	Prah.g_00683	Syaf.g_02072
OG0000685	Prah.g_00685	Syaf.g_02070
OG0000686	Prah.g_00686	Syaf.g_02069
OG0000687	Prah.g_00687	Syaf.g_02068
OG0000688	Prah.g_00681	Syaf.g_02063
OG0000689	Prah.g_00680	Syaf.g_02061
OG0000690	Prah.g_00679	Syaf.g_02060
OG0000691	Prah.g_00678	Syaf.g_02059
OG0000692	Prah.g_00677	Syaf.g_02058
OG0000693	Prah.g_00675	Syaf.g_02057
OG0000694	Prah.g_00674	Syaf.g_02056
OG0000695	Prah.g_00762	Syaf.g_01805
OG0000696	Prah.g_00763	Syaf.g_01806
OG0000697	Prah.g_00765	Syaf.g_01808
OG0000698	Prah.g_00768	Syaf.g_01811
OG0000699	Prah.g_00770	Syaf.g_01813
OG0000700	Prah.g_00771	Syaf.g_01814
OG0000701	Prah.g_00772	Syaf.g_01815
OG0000702	Prah.g_00780	Syaf.g_01843
OG0000703	Prah.g_00781	Syaf.g_01844
OG0000704	Prah.g_00783	Syaf.g_01846
OG0000705	Prah.g_00789	Syaf.g_01853
OG0000706	Prah.g_00790	Syaf.g_01854
OG0000707	Prah.g_00791	Syaf.g_01855
OG0000708	Prah.g_00793	Syaf.g_01858
OG0000709	Prah.g_00800	Syaf.g_01867
OG0000710	Prah.g_00805	Syaf.g_01878
OG0000711	Prah.g_00828	Syaf.g_01908
OG0000712	Prah.g_00829	Syaf.g_01910
OG0000713	Prah.g_00830	Syaf.g_01911
OG0000714	Prah.g_00833	Syaf.g_01913
OG0000715	Prah.g_00835	Syaf.g_01915
OG0000716	Prah.g_00839	Syaf.g_01919
OG0000717	Prah.g_00840	Syaf.g_01920
OG0000718	Prah.g_00846	Syaf.g_01924
OG0000719	Prah.g_00848	Syaf.g_01926
OG0000720	Prah.g_00861	Syaf.g_01939
OG0000721	Prah.g_00862	Syaf.g_01941
OG0000722	Prah.g_00863	Syaf.g_01942
OG0000723	Prah.g_00867	Syaf.g_01957
OG0000724	Prah.g_00910	Syaf.g_01418
OG0000725	Prah.g_00919	Syaf.g_01445
OG0000726	Prah.g_00920	Syaf.g_01446
OG0000727	Prah.g_00921	Syaf.g_01447
OG0000728	Prah.g_00922	Syaf.g_01449
OG0000729	Prah.g_00133	Syaf.g_00405
OG0000730	Prah.g_01942	Syaf.g_00026
OG0000731	Prah.g_01932	Syaf.g_00014
OG0000732	Prah.g_00054	Syaf.g_00444
OG0000733	Prah.g_02532	Syaf.g_00615
OG0000734	Prah.g_01905	Syaf.g_00895
OG0000735	Prah.g_01340	Syaf.g_01273
OG0000736	Prah.g_01339	Syaf.g_01274
OG0000737	Prah.g_01338	Syaf.g_01275
OG0000738	Prah.g_01331	Syaf.g_01280
OG0000739	Prah.g_01329	Syaf.g_01281
OG0000740	Prah.g_01328	Syaf.g_01282
OG0000741	Prah.g_01325	Syaf.g_01285
OG0000742	Prah.g_01323	Syaf.g_01287
OG0000743	Prah.g_01321	Syaf.g_01289
OG0000744	Prah.g_01320	Syaf.g_01290
OG0000745	Prah.g_01318	Syaf.g_01293
OG0000746	Prah.g_01316	Syaf.g_01295
OG0000747	Prah.g_01315	Syaf.g_01296
OG0000748	Prah.g_01304	Syaf.g_01307
OG0000749	Prah.g_01303	Syaf.g_01309
OG0000750	Prah.g_01302	Syaf.g_01310
OG0000751	Prah.g_01297	Syaf.g_01317
OG0000752	Prah.g_01295	Syaf.g_01319
OG0000753	Prah.g_01292	Syaf.g_01322
OG0000754	Prah.g_01262	Syaf.g_01611
OG0000755	Prah.g_01255	Syaf.g_01599
OG0000756	Prah.g_01254	Syaf.g_01598
OG0000757	Prah.g_01247	Syaf.g_01590
OG0000758	Prah.g_01246	Syaf.g_01589
OG0000759	Prah.g_01245	Syaf.g_01588
OG0000760	Prah.g_01244	Syaf.g_01587
OG0000761	Prah.g_01243	Syaf.g_01586
OG0000762	Prah.g_01263	Syaf.g_01584
OG0000763	Prah.g_01265	Syaf.g_01582
OG0000764	Prah.g_01266	Syaf.g_01581
OG0000765	Prah.g_01282	Syaf.g_01564
OG0000766	Prah.g_01283	Syaf.g_01563
OG0000767	Prah.g_01285	Syaf.g_01561
OG0000768	Prah.g_01286	Syaf.g_01560
OG0000769	Prah.g_01290	Syaf.g_01558
OG0000770	Prah.g_01239	Syaf.g_01553
OG0000771	Prah.g_00905	Syaf.g_01411
OG0000772	Prah.g_01610	Syaf.g_01705
OG0000773	Prah.g_01351	Syaf.g_01268
OG0000774	Prah.g_01355	Syaf.g_01263
OG0000775	Prah.g_01357	Syaf.g_01261
OG0000776	Prah.g_01358	Syaf.g_01260
OG0000777	Prah.g_01359	Syaf.g_01259
OG0000778	Prah.g_01360	Syaf.g_01258
OG0000779	Prah.g_01365	Syaf.g_01252
OG0000780	Prah.g_01368	Syaf.g_01249
OG0000781	Prah.g_01372	Syaf.g_01245
OG0000782	Prah.g_01373	Syaf.g_01244
OG0000783	Prah.g_01374	Syaf.g_01243
OG0000784	Prah.g_01375	Syaf.g_01242
OG0000785	Prah.g_01377	Syaf.g_01240
OG0000786	Prah.g_01380	Syaf.g_02546
OG0000787	Prah.g_01381	Syaf.g_02547
OG0000788	Prah.g_00224	Syaf.g_02297
OG0000789	Prah.g_01183	Syaf.g_01750
OG0000790	Prah.g_01580	Syaf.g_02738
OG0000791	Prah.g_01582	Syaf.g_02740
OG0000792	Prah.g_01583	Syaf.g_02741
OG0000793	Prah.g_01587	Syaf.g_02746
OG0000794	Prah.g_01588	Syaf.g_02747
OG0000795	Prah.g_01589	Syaf.g_02748
OG0000796	Prah.g_01593	Syaf.g_02752
OG0000797	Prah.g_01594	Syaf.g_02753
OG0000798	Prah.g_02131	Syaf.g_00240
OG0000799	Prah.g_00435	Syaf.g_02380
OG0000800	Prah.g_00434	Syaf.g_02383
OG0000801	Prah.g_00433	Syaf.g_02384
OG0000802	Prah.g_00427	Syaf.g_02388
OG0000803	Prah.g_00423	Syaf.g_02393
OG0000804	Prah.g_00421	Syaf.g_02396
OG0000805	Prah.g_00419	Syaf.g_02398
OG0000806	Prah.g_00417	Syaf.g_02405
OG0000807	Prah.g_00415	Syaf.g_02406
OG0000808	Prah.g_00414	Syaf.g_02407
OG0000809	Prah.g_00410	Syaf.g_02410
OG0000810	Prah.g_00409	Syaf.g_02411
OG0000811	Prah.g_00403	Syaf.g_02420
OG0000812	Prah.g_00401	Syaf.g_02422
OG0000813	Prah.g_00400	Syaf.g_02423
OG0000814	Prah.g_00398	Syaf.g_02425
OG0000815	Prah.g_00397	Syaf.g_02426
OG0000816	Prah.g_00395	Syaf.g_02428
OG0000817	Prah.g_00394	Syaf.g_02429
OG0000818	Prah.g_00386	Syaf.g_02442
OG0000819	Prah.g_00385	Syaf.g_02443
OG0000820	Prah.g_00384	Syaf.g_02444
OG0000821	Prah.g_00379	Syaf.g_02450
OG0000822	Prah.g_00376	Syaf.g_02452
OG0000823	Prah.g_00374	Syaf.g_02453
OG0000824	Prah.g_00370	Syaf.g_02459
OG0000825	Prah.g_00369	Syaf.g_02460
OG0000826	Prah.g_00368	Syaf.g_02461
OG0000827	Prah.g_00367	Syaf.g_02462
OG0000828	Prah.g_00364	Syaf.g_02465
OG0000829	Prah.g_00363	Syaf.g_02466
OG0000830	Prah.g_00362	Syaf.g_02467
OG0000831	Prah.g_00360	Syaf.g_02470
OG0000832	Prah.g_01615	Syaf.g_01109
OG0000833	Prah.g_01623	Syaf.g_01100
OG0000834	Prah.g_01624	Syaf.g_01098
OG0000835	Prah.g_01625	Syaf.g_01097
OG0000836	Prah.g_01627	Syaf.g_01093
OG0000837	Prah.g_01628	Syaf.g_01091
OG0000838	Prah.g_01632	Syaf.g_01087
OG0000839	Prah.g_01633	Syaf.g_01086
OG0000840	Prah.g_01634	Syaf.g_01085
OG0000841	Prah.g_01635	Syaf.g_01084
OG0000842	Prah.g_01636	Syaf.g_01083
OG0000843	Prah.g_01637	Syaf.g_01082
OG0000844	Prah.g_01639	Syaf.g_01080
OG0000845	Prah.g_01640	Syaf.g_01079
OG0000846	Prah.g_01641	Syaf.g_01078
OG0000847	Prah.g_01642	Syaf.g_01077
OG0000848	Prah.g_01643	Syaf.g_01075
OG0000849	Prah.g_01644	Syaf.g_01074
OG0000850	Prah.g_01645	Syaf.g_01072
OG0000851	Prah.g_01648	Syaf.g_01061
OG0000852	Prah.g_01649	Syaf.g_01060
OG0000853	Prah.g_01653	Syaf.g_01056
OG0000854	Prah.g_01655	Syaf.g_01054
OG0000855	Prah.g_01656	Syaf.g_01053
OG0000856	Prah.g_00515	Syaf.g_02328
OG0000857	Prah.g_00651	Syaf.g_02031
OG0000858	Prah.g_01667	Syaf.g_01047
OG0000859	Prah.g_01668	Syaf.g_01046
OG0000860	Prah.g_01678	Syaf.g_01031
OG0000861	Prah.g_01679	Syaf.g_01030
OG0000862	Prah.g_01681	Syaf.g_01029
OG0000863	Prah.g_01685	Syaf.g_01026
OG0000864	Prah.g_01687	Syaf.g_01025
OG0000865	Prah.g_01688	Syaf.g_01024
OG0000866	Prah.g_01689	Syaf.g_01023
OG0000867	Prah.g_01690	Syaf.g_01022
OG0000868	Prah.g_01692	Syaf.g_01019
OG0000869	Prah.g_01695	Syaf.g_01014
OG0000870	Prah.g_01700	Syaf.g_01009
OG0000871	Prah.g_01701	Syaf.g_01008
OG0000872	Prah.g_01703	Syaf.g_01001
OG0000873	Prah.g_01707	Syaf.g_00998
OG0000874	Prah.g_01711	Syaf.g_01002
OG0000875	Prah.g_01713	Syaf.g_00996
OG0000876	Prah.g_01714	Syaf.g_01198
OG0000877	Prah.g_01717	Syaf.g_01188
OG0000878	Prah.g_01718	Syaf.g_01187
OG0000879	Prah.g_01719	Syaf.g_01186
OG0000880	Prah.g_01720	Syaf.g_01185
OG0000881	Prah.g_01728	Syaf.g_01179
OG0000882	Prah.g_01733	Syaf.g_01174
OG0000883	Prah.g_01736	Syaf.g_01172
OG0000884	Prah.g_01738	Syaf.g_01170
OG0000885	Prah.g_01739	Syaf.g_01169
OG0000886	Prah.g_01740	Syaf.g_01168
OG0000887	Prah.g_01741	Syaf.g_01167
OG0000888	Prah.g_01743	Syaf.g_01165
OG0000889	Prah.g_01745	Syaf.g_01163
OG0000890	Prah.g_01759	Syaf.g_01157
OG0000891	Prah.g_01760	Syaf.g_01156
OG0000892	Prah.g_01762	Syaf.g_01154
OG0000893	Prah.g_02073	Syaf.g_00178
OG0000894	Prah.g_02070	Syaf.g_00175
OG0000895	Prah.g_02066	Syaf.g_00171
OG0000896	Prah.g_02065	Syaf.g_00170
OG0000897	Prah.g_02063	Syaf.g_00168
OG0000898	Prah.g_02062	Syaf.g_00167
OG0000899	Prah.g_02061	Syaf.g_00166
OG0000900	Prah.g_02060	Syaf.g_00165
OG0000901	Prah.g_02056	Syaf.g_00160
OG0000902	Prah.g_02054	Syaf.g_00158
OG0000903	Prah.g_02041	Syaf.g_00141
OG0000904	Prah.g_02046	Syaf.g_00146
OG0000905	Prah.g_02048	Syaf.g_00151
OG0000906	Prah.g_02050	Syaf.g_00154
OG0000907	Prah.g_02039	Syaf.g_00139
OG0000908	Prah.g_02036	Syaf.g_00136
OG0000909	Prah.g_02035	Syaf.g_00135
OG0000910	Prah.g_02034	Syaf.g_00134
OG0000911	Prah.g_02032	Syaf.g_00132
OG0000912	Prah.g_02031	Syaf.g_00131
OG0000913	Prah.g_02030	Syaf.g_00130
OG0000914	Prah.g_02029	Syaf.g_00129
OG0000915	Prah.g_02028	Syaf.g_00127
OG0000916	Prah.g_02027	Syaf.g_00126
OG0000917	Prah.g_02026	Syaf.g_00125
OG0000918	Prah.g_02025	Syaf.g_00124
OG0000919	Prah.g_02024	Syaf.g_00123
OG0000920	Prah.g_02023	Syaf.g_00122
OG0000921	Prah.g_02022	Syaf.g_00121
OG0000922	Prah.g_02021	Syaf.g_00120
OG0000923	Prah.g_02017	Syaf.g_00116
OG0000924	Prah.g_02016	Syaf.g_00115
OG0000925	Prah.g_02015	Syaf.g_00114
OG0000926	Prah.g_02014	Syaf.g_00113
OG0000927	Prah.g_02012	Syaf.g_00111
OG0000928	Prah.g_02011	Syaf.g_00110
OG0000929	Prah.g_02010	Syaf.g_00109
OG0000930	Prah.g_02009	Syaf.g_00108
OG0000931	Prah.g_02008	Syaf.g_00107
OG0000932	Prah.g_02007	Syaf.g_00106
OG0000933	Prah.g_02002	Syaf.g_00100
OG0000934	Prah.g_02000	Syaf.g_00098
OG0000935	Prah.g_01999	Syaf.g_00097
OG0000936	Prah.g_01998	Syaf.g_00096
OG0000937	Prah.g_01997	Syaf.g_00095
OG0000938	Prah.g_01994	Syaf.g_00092
OG0000939	Prah.g_01993	Syaf.g_00091
OG0000940	Prah.g_01985	Syaf.g_00084
OG0000941	Prah.g_01983	Syaf.g_00082
OG0000942	Prah.g_01981	Syaf.g_00080
OG0000943	Prah.g_01980	Syaf.g_00079
OG0000944	Prah.g_01978	Syaf.g_00077
OG0000945	Prah.g_01977	Syaf.g_00075
OG0000946	Prah.g_01966	Syaf.g_00070
OG0000947	Prah.g_01963	Syaf.g_00067
OG0000948	Prah.g_01962	Syaf.g_00066
OG0000949	Prah.g_01958	Syaf.g_00337
OG0000950	Prah.g_02231	Syaf.g_00351
OG0000951	Prah.g_02236	Syaf.g_00358
OG0000952	Prah.g_02241	Syaf.g_00363
OG0000953	Prah.g_02245	Syaf.g_00367
OG0000954	Prah.g_00167	Syaf.g_00372
OG0000955	Prah.g_00166	Syaf.g_00373
OG0000956	Prah.g_00164	Syaf.g_00375
OG0000957	Prah.g_00152	Syaf.g_00386
OG0000958	Prah.g_00151	Syaf.g_00387
OG0000959	Prah.g_00146	Syaf.g_00391
OG0000960	Prah.g_00145	Syaf.g_00392
OG0000961	Prah.g_00136	Syaf.g_00402
OG0000962	Prah.g_00134	Syaf.g_00404
OG0000963	Prah.g_00129	Syaf.g_00409
OG0000964	Prah.g_00128	Syaf.g_00410
OG0000965	Prah.g_00127	Syaf.g_00411
OG0000966	Prah.g_00086	Syaf.g_00421
OG0000967	Prah.g_00079	Syaf.g_00426
OG0000968	Prah.g_00076	Syaf.g_00417
OG0000969	Prah.g_00074	Syaf.g_00423
OG0000970	Prah.g_00073	Syaf.g_00424
OG0000971	Prah.g_00071	Syaf.g_00429
OG0000972	Prah.g_00070	Syaf.g_00430
OG0000973	Prah.g_00068	Syaf.g_00431
OG0000974	Prah.g_00067	Syaf.g_00432
OG0000975	Prah.g_00066	Syaf.g_00433
OG0000976	Prah.g_00065	Syaf.g_00434
OG0000977	Prah.g_00063	Syaf.g_00436
OG0000978	Prah.g_00062	Syaf.g_00437
OG0000979	Prah.g_00059	Syaf.g_00440
OG0000980	Prah.g_00055	Syaf.g_00443
OG0000981	Prah.g_00052	Syaf.g_00446
OG0000982	Prah.g_02491	Syaf.g_00645
OG0000983	Prah.g_02492	Syaf.g_00644
OG0000984	Prah.g_02493	Syaf.g_00643
OG0000985	Prah.g_02497	Syaf.g_00641
OG0000986	Prah.g_02499	Syaf.g_00639
OG0000987	Prah.g_02501	Syaf.g_00637
OG0000988	Prah.g_02505	Syaf.g_00633
OG0000989	Prah.g_02513	Syaf.g_00624
OG0000990	Prah.g_02536	Syaf.g_00606
OG0000991	Prah.g_02540	Syaf.g_00604
OG0000992	Prah.g_02543	Syaf.g_00601
OG0000993	Prah.g_02544	Syaf.g_00600
OG0000994	Prah.g_02547	Syaf.g_00597
OG0000995	Prah.g_02552	Syaf.g_00592
OG0000996	Prah.g_02565	Syaf.g_00543
OG0000997	Prah.g_02574	Syaf.g_00532
OG0000998	Prah.g_02576	Syaf.g_00530
OG0000999	Prah.g_02577	Syaf.g_00529
OG0001000	Prah.g_02580	Syaf.g_00526
OG0001001	Prah.g_02584	Syaf.g_00521
OG0001002	Prah.g_02591	Syaf.g_00515
OG0001003	Prah.g_02593	Syaf.g_00514
OG0001004	Prah.g_02594	Syaf.g_00513
OG0001005	Prah.g_02596	Syaf.g_00510
OG0001006	Prah.g_02602	Syaf.g_00500
OG0001007	Prah.g_02604	Syaf.g_00498
OG0001008	Prah.g_00231	Syaf.g_01215
OG0001009	Prah.g_00033	Syaf.g_00466
OG0001010	Prah.g_00034	Syaf.g_00465
OG0001011	Prah.g_00036	Syaf.g_00463
OG0001012	Prah.g_02488	Syaf.g_00649
OG0001013	Prah.g_02466	Syaf.g_00669
OG0001014	Prah.g_02454	Syaf.g_00691
OG0001015	Prah.g_02453	Syaf.g_00692
OG0001016	Prah.g_01843	Syaf.g_00958
OG0001017	Prah.g_01849	Syaf.g_00952
OG0001018	Prah.g_01851	Syaf.g_00950
OG0001019	Prah.g_01867	Syaf.g_00931
OG0001020	Prah.g_01873	Syaf.g_00926
OG0001021	Prah.g_01877	Syaf.g_00922
OG0001022	Prah.g_01882	Syaf.g_00918
OG0001023	Prah.g_01883	Syaf.g_00917
OG0001024	Prah.g_01887	Syaf.g_00913
OG0001025	Prah.g_01894	Syaf.g_00906
OG0001026	Prah.g_01908	Syaf.g_00893
OG0001027	Prah.g_00195	Syaf.g_00884
OG0001028	Prah.g_00193	Syaf.g_00882
OG0001029	Prah.g_00191	Syaf.g_00880
OG0001030	Prah.g_02257	Syaf.g_00860
OG0001031	Prah.g_02336	Syaf.g_00784
OG0001032	Prah.g_02339	Syaf.g_00781
OG0001034	Prah.g_01779	Syaf.g_02787
OG0001035	Prah.g_02099	Syaf.g_00207
OG0001036	Prah.g_02103	Syaf.g_00212
OG0001037	Prah.g_02105	Syaf.g_00214
OG0001038	Prah.g_02132	Syaf.g_00242
OG0001039	Prah.g_02135	Syaf.g_00245
OG0001040	Prah.g_02138	Syaf.g_00248
OG0001041	Prah.g_02143	Syaf.g_00253
OG0001042	Prah.g_02168	Syaf.g_00275
OG0001043	Prah.g_02170	Syaf.g_00279
OG0001044	Prah.g_01941	Syaf.g_00024
OG0001045	Prah.g_01929	Syaf.g_00011
OG0001046	Prah.g_01661	Syaf.g_01894
OG0001047	Prah.g_00233	Syaf.g_01217
OG0001048	Prah.g_00234	Syaf.g_01218
OG0001049	Prah.g_00237	Syaf.g_01226
OG0001050	Prah.g_00238	Syaf.g_01227
OG0001051	Prah.g_00239	Syaf.g_01228
OG0001052	Prah.g_00308	Syaf.g_02502
OG0001053	Prah.g_01563	Syaf.g_02718
OG0001054	Prah.g_01545	Syaf.g_02701
OG0001056	Prah.g_01496	Syaf.g_02649
OG0001057	Prah.g_01482	Syaf.g_02638
OG0001058	Prah.g_01468	Syaf.g_02624
OG0001059	Prah.g_01464	Syaf.g_02620
OG0001060	Prah.g_01458	Syaf.g_02614
OG0001061	Prah.g_01440	Syaf.g_02590
OG0001062	Prah.g_01438	Syaf.g_02588
OG0001063	Prah.g_01434	Syaf.g_02583
OG0001064	Prah.g_01433	Syaf.g_02582
OG0001065	Prah.g_01432	Syaf.g_02581
OG0001066	Prah.g_01431	Syaf.g_02580
OG0001067	Prah.g_01430	Syaf.g_02579
OG0001068	Prah.g_01429	Syaf.g_02578
OG0001069	Prah.g_01428	Syaf.g_02577
OG0001070	Prah.g_01424	Syaf.g_02574
OG0001071	Prah.g_01423	Syaf.g_02573
OG0001072	Prah.g_01418	Syaf.g_02569
OG0001073	Prah.g_01399	Syaf.g_02555
OG0001074	Prah.g_00532	Syaf.g_02365
OG0001075	Prah.g_00531	Syaf.g_02363
OG0001076	Prah.g_00523	Syaf.g_02337
OG0001077	Prah.g_00513	Syaf.g_02325
OG0001078	Prah.g_00500	Syaf.g_02309
OG0001079	Prah.g_00482	Syaf.g_02296
OG0001080	Prah.g_00472	Syaf.g_01740
OG0001081	Prah.g_00465	Syaf.g_02144
OG0001082	Prah.g_00464	Syaf.g_02143
OG0001083	Prah.g_00456	Syaf.g_02136
OG0001084	Prah.g_00455	Syaf.g_02135
OG0001085	Prah.g_00444	Syaf.g_02125
OG0001086	Prah.g_00442	Syaf.g_02123
OG0001087	Prah.g_00968	Syaf.g_01482
OG0001088	Prah.g_00972	Syaf.g_01478
OG0001089	Prah.g_01025	Syaf.g_01453
OG0001090	Prah.g_00886	Syaf.g_01981
OG0001091	Prah.g_00884	Syaf.g_01979
OG0001092	Prah.g_00882	Syaf.g_01977
OG0001093	Prah.g_00878	Syaf.g_01971
OG0001094	Prah.g_00673	Syaf.g_02055
OG0001095	Prah.g_00654	Syaf.g_02034
OG0001096	Prah.g_00637	Syaf.g_02018
OG0001097	Prah.g_00593	Syaf.g_01373
OG0001098	Prah.g_00743	Syaf.g_01743
OG0001099	Prah.g_00192	Syaf.g_00881
OG0001100	Prah.g_00740	Syaf.g_02110
OG0001101	Prah.g_00739	Syaf.g_02109
OG0001102	Prah.g_00736	Syaf.g_02106
OG0001103	Prah.g_00734	Syaf.g_02104
OG0001104	Prah.g_00684	Syaf.g_02071
OG0001105	Prah.g_00689	Syaf.g_02067
OG0001106	Prah.g_00784	Syaf.g_01847
OG0001107	Prah.g_00794	Syaf.g_01859
OG0001108	Prah.g_00801	Syaf.g_01868
OG0001109	Prah.g_00803	Syaf.g_01877
OG0001110	Prah.g_00806	Syaf.g_01879
OG0001111	Prah.g_00808	Syaf.g_01881
OG0001112	Prah.g_00810	Syaf.g_01883
OG0001113	Prah.g_00811	Syaf.g_01884
OG0001114	Prah.g_00812	Syaf.g_01885
OG0001115	Prah.g_00814	Syaf.g_01889
OG0001116	Prah.g_00815	Syaf.g_01891
OG0001117	Prah.g_00816	Syaf.g_01892
OG0001118	Prah.g_00817	Syaf.g_01893
OG0001119	Prah.g_00818	Syaf.g_01895
OG0001120	Prah.g_00821	Syaf.g_01899
OG0001122	Prah.g_00849	Syaf.g_01927
OG0001123	Prah.g_00856	Syaf.g_01934
