Orthogroup	Prah	Syaa
OG0000565	Prah.g_01457	Syaa.g_01939
OG0000566	Prah.g_01452	Syaa.g_01935
OG0000567	Prah.g_01448	Syaa.g_01931
OG0000568	Prah.g_01446	Syaa.g_01928
OG0000569	Prah.g_01445	Syaa.g_01925
OG0000570	Prah.g_01444	Syaa.g_01924
OG0000571	Prah.g_01441	Syaa.g_01920
OG0000572	Prah.g_01425	Syaa.g_01904
OG0000573	Prah.g_01416	Syaa.g_01896
OG0000574	Prah.g_01415	Syaa.g_01895
OG0000575	Prah.g_01406	Syaa.g_01891
OG0000576	Prah.g_01404	Syaa.g_01889
OG0000577	Prah.g_01403	Syaa.g_01888
OG0000578	Prah.g_01402	Syaa.g_01887
OG0000579	Prah.g_01401	Syaa.g_01886
OG0000580	Prah.g_01400	Syaa.g_01885
OG0000581	Prah.g_01396	Syaa.g_01879
OG0000582	Prah.g_01392	Syaa.g_01687
OG0000583	Prah.g_01391	Syaa.g_01686
OG0000584	Prah.g_01390	Syaa.g_01685
OG0000585	Prah.g_01388	Syaa.g_01683
OG0000586	Prah.g_01387	Syaa.g_01682
OG0000587	Prah.g_01385	Syaa.g_01680
OG0000588	Prah.g_00529	Syaa.g_01666
OG0000589	Prah.g_00526	Syaa.g_01662
OG0000590	Prah.g_00525	Syaa.g_01661
OG0000591	Prah.g_00518	Syaa.g_01653
OG0000592	Prah.g_00517	Syaa.g_01652
OG0000593	Prah.g_00505	Syaa.g_01638
OG0000594	Prah.g_00504	Syaa.g_01637
OG0000595	Prah.g_00503	Syaa.g_01636
OG0000596	Prah.g_00498	Syaa.g_01630
OG0000597	Prah.g_00495	Syaa.g_01627
OG0000598	Prah.g_00494	Syaa.g_01626
OG0000599	Prah.g_00485	Syaa.g_01623
OG0000600	Prah.g_00484	Syaa.g_01622
OG0000601	Prah.g_00483	Syaa.g_01621
OG0000602	Prah.g_00478	Syaa.g_01616
OG0000603	Prah.g_00477	Syaa.g_01615
OG0000604	Prah.g_00476	Syaa.g_01612
OG0000605	Prah.g_00474	Syaa.g_01447
OG0000606	Prah.g_00466	Syaa.g_01055
OG0000607	Prah.g_00463	Syaa.g_01058
OG0000608	Prah.g_00462	Syaa.g_01059
OG0000609	Prah.g_00460	Syaa.g_01061
OG0000610	Prah.g_00452	Syaa.g_01068
OG0000611	Prah.g_00449	Syaa.g_01071
OG0000612	Prah.g_00448	Syaa.g_01072
OG0000613	Prah.g_02193	Syaa.g_00199
OG0000614	Prah.g_00985	Syaa.g_00906
OG0000615	Prah.g_00706	Syaa.g_01113
OG0000616	Prah.g_02588	Syaa.g_02742
OG0000617	Prah.g_00881	Syaa.g_01244
OG0000618	Prah.g_00880	Syaa.g_01245
OG0000619	Prah.g_00879	Syaa.g_01246
OG0000620	Prah.g_00875	Syaa.g_01259
OG0000621	Prah.g_00874	Syaa.g_01260
OG0000622	Prah.g_00873	Syaa.g_01261
OG0000623	Prah.g_00872	Syaa.g_01262
OG0000624	Prah.g_00871	Syaa.g_01264
OG0000625	Prah.g_00870	Syaa.g_01265
OG0000626	Prah.g_00869	Syaa.g_01266
OG0000627	Prah.g_00746	Syaa.g_01414
OG0000628	Prah.g_00747	Syaa.g_01413
OG0000629	Prah.g_00750	Syaa.g_01410
OG0000630	Prah.g_00754	Syaa.g_01406
OG0000631	Prah.g_00758	Syaa.g_01400
OG0000632	Prah.g_00759	Syaa.g_01399
OG0000633	Prah.g_00760	Syaa.g_01397
OG0000634	Prah.g_00671	Syaa.g_01150
OG0000635	Prah.g_00670	Syaa.g_01151
OG0000636	Prah.g_00668	Syaa.g_01153
OG0000637	Prah.g_00666	Syaa.g_01155
OG0000638	Prah.g_00665	Syaa.g_01156
OG0000639	Prah.g_00664	Syaa.g_01157
OG0000640	Prah.g_00663	Syaa.g_01158
OG0000641	Prah.g_00659	Syaa.g_01162
OG0000642	Prah.g_00658	Syaa.g_01163
OG0000643	Prah.g_00657	Syaa.g_01165
OG0000644	Prah.g_00656	Syaa.g_01166
OG0000645	Prah.g_00655	Syaa.g_01184
OG0000646	Prah.g_00652	Syaa.g_01187
OG0000647	Prah.g_00650	Syaa.g_01189
OG0000648	Prah.g_00648	Syaa.g_01191
OG0000649	Prah.g_00647	Syaa.g_01192
OG0000650	Prah.g_00646	Syaa.g_01193
OG0000651	Prah.g_00645	Syaa.g_01194
OG0000652	Prah.g_00644	Syaa.g_01195
OG0000653	Prah.g_00640	Syaa.g_01197
OG0000654	Prah.g_00639	Syaa.g_01198
OG0000655	Prah.g_00638	Syaa.g_01199
OG0000656	Prah.g_00635	Syaa.g_01202
OG0000657	Prah.g_00603	Syaa.g_00838
OG0000658	Prah.g_00601	Syaa.g_00836
OG0000659	Prah.g_00600	Syaa.g_00835
OG0000660	Prah.g_00596	Syaa.g_00831
OG0000661	Prah.g_00594	Syaa.g_00829
OG0000662	Prah.g_00592	Syaa.g_00827
OG0000663	Prah.g_00589	Syaa.g_00824
OG0000664	Prah.g_00588	Syaa.g_00823
OG0000665	Prah.g_00574	Syaa.g_01442
OG0000666	Prah.g_00572	Syaa.g_01448
OG0000668	Prah.g_00850	Syaa.g_01300
OG0000669	Prah.g_00558	Syaa.g_01084
OG0000670	Prah.g_01212	Syaa.g_01087
OG0000671	Prah.g_00738	Syaa.g_01089
OG0000672	Prah.g_00735	Syaa.g_01092
OG0000673	Prah.g_00732	Syaa.g_01095
OG0000674	Prah.g_00730	Syaa.g_01097
OG0000675	Prah.g_00729	Syaa.g_01098
OG0000676	Prah.g_00726	Syaa.g_01100
OG0000677	Prah.g_00724	Syaa.g_01101
OG0000678	Prah.g_00721	Syaa.g_01106
OG0000679	Prah.g_00702	Syaa.g_01116
OG0000680	Prah.g_00701	Syaa.g_01117
OG0000681	Prah.g_00699	Syaa.g_01120
OG0000682	Prah.g_00698	Syaa.g_01121
OG0000683	Prah.g_00697	Syaa.g_01122
OG0000684	Prah.g_00683	Syaa.g_01132
OG0000685	Prah.g_00685	Syaa.g_01134
OG0000686	Prah.g_00686	Syaa.g_01135
OG0000687	Prah.g_00687	Syaa.g_01136
OG0000688	Prah.g_00681	Syaa.g_01140
OG0000689	Prah.g_00680	Syaa.g_01142
OG0000690	Prah.g_00679	Syaa.g_01143
OG0000691	Prah.g_00678	Syaa.g_01144
OG0000692	Prah.g_00677	Syaa.g_01145
OG0000693	Prah.g_00675	Syaa.g_01146
OG0000694	Prah.g_00674	Syaa.g_01147
OG0000695	Prah.g_00762	Syaa.g_01395
OG0000696	Prah.g_00763	Syaa.g_01394
OG0000697	Prah.g_00765	Syaa.g_01392
OG0000698	Prah.g_00768	Syaa.g_01389
OG0000699	Prah.g_00770	Syaa.g_01387
OG0000700	Prah.g_00771	Syaa.g_01386
OG0000701	Prah.g_00772	Syaa.g_01385
OG0000702	Prah.g_00780	Syaa.g_01376
OG0000703	Prah.g_00781	Syaa.g_01375
OG0000704	Prah.g_00783	Syaa.g_01373
OG0000705	Prah.g_00789	Syaa.g_01365
OG0000706	Prah.g_00790	Syaa.g_01364
OG0000707	Prah.g_00791	Syaa.g_01363
OG0000708	Prah.g_00793	Syaa.g_01360
OG0000709	Prah.g_00800	Syaa.g_01351
OG0000710	Prah.g_00805	Syaa.g_01348
OG0000711	Prah.g_00828	Syaa.g_01320
OG0000712	Prah.g_00829	Syaa.g_01318
OG0000713	Prah.g_00830	Syaa.g_01317
OG0000714	Prah.g_00833	Syaa.g_01315
OG0000715	Prah.g_00835	Syaa.g_01313
OG0000716	Prah.g_00839	Syaa.g_01309
OG0000717	Prah.g_00840	Syaa.g_01308
OG0000718	Prah.g_00846	Syaa.g_01304
OG0000719	Prah.g_00848	Syaa.g_01302
OG0000720	Prah.g_00861	Syaa.g_01289
OG0000721	Prah.g_00862	Syaa.g_01287
OG0000722	Prah.g_00863	Syaa.g_01286
OG0000723	Prah.g_00867	Syaa.g_01268
OG0000724	Prah.g_00910	Syaa.g_00872
OG0000725	Prah.g_00919	Syaa.g_00882
OG0000726	Prah.g_00920	Syaa.g_00883
OG0000727	Prah.g_00921	Syaa.g_00884
OG0000728	Prah.g_00922	Syaa.g_00886
OG0000729	Prah.g_00133	Syaa.g_00100
OG0000730	Prah.g_01942	Syaa.g_02185
OG0000731	Prah.g_01932	Syaa.g_02173
OG0000732	Prah.g_00054	Syaa.g_00054
OG0000733	Prah.g_02532	Syaa.g_02621
OG0000734	Prah.g_01905	Syaa.g_02388
OG0000735	Prah.g_01340	Syaa.g_00754
OG0000736	Prah.g_01339	Syaa.g_00755
OG0000737	Prah.g_01338	Syaa.g_00756
OG0000738	Prah.g_01331	Syaa.g_00761
OG0000739	Prah.g_01329	Syaa.g_00762
OG0000740	Prah.g_01328	Syaa.g_00763
OG0000741	Prah.g_01325	Syaa.g_00766
OG0000742	Prah.g_01323	Syaa.g_00769
OG0000743	Prah.g_01321	Syaa.g_00771
OG0000744	Prah.g_01320	Syaa.g_00772
OG0000745	Prah.g_01318	Syaa.g_00774
OG0000746	Prah.g_01316	Syaa.g_00776
OG0000747	Prah.g_01315	Syaa.g_00777
OG0000748	Prah.g_01304	Syaa.g_00787
OG0000749	Prah.g_01303	Syaa.g_00789
OG0000750	Prah.g_01302	Syaa.g_00790
OG0000751	Prah.g_01297	Syaa.g_00797
OG0000752	Prah.g_01295	Syaa.g_00799
OG0000753	Prah.g_01292	Syaa.g_00802
OG0000754	Prah.g_01262	Syaa.g_01025
OG0000755	Prah.g_01255	Syaa.g_01005
OG0000756	Prah.g_01254	Syaa.g_01004
OG0000757	Prah.g_01247	Syaa.g_00996
OG0000758	Prah.g_01246	Syaa.g_00995
OG0000759	Prah.g_01245	Syaa.g_00994
OG0000760	Prah.g_01244	Syaa.g_00993
OG0000761	Prah.g_01243	Syaa.g_00992
OG0000762	Prah.g_01263	Syaa.g_00988
OG0000763	Prah.g_01265	Syaa.g_00986
OG0000764	Prah.g_01266	Syaa.g_00985
OG0000765	Prah.g_01282	Syaa.g_00968
OG0000766	Prah.g_01283	Syaa.g_00967
OG0000767	Prah.g_01285	Syaa.g_00965
OG0000768	Prah.g_01286	Syaa.g_00964
OG0000769	Prah.g_01290	Syaa.g_00962
OG0000770	Prah.g_01239	Syaa.g_00959
OG0000771	Prah.g_00905	Syaa.g_00866
OG0000772	Prah.g_01610	Syaa.g_01526
OG0000773	Prah.g_01351	Syaa.g_00749
OG0000774	Prah.g_01355	Syaa.g_00745
OG0000775	Prah.g_01357	Syaa.g_00742
OG0000776	Prah.g_01358	Syaa.g_00741
OG0000777	Prah.g_01359	Syaa.g_00740
OG0000778	Prah.g_01360	Syaa.g_00739
OG0000779	Prah.g_01365	Syaa.g_00733
OG0000780	Prah.g_01368	Syaa.g_00730
OG0000781	Prah.g_01372	Syaa.g_00726
OG0000782	Prah.g_01373	Syaa.g_00725
OG0000783	Prah.g_01374	Syaa.g_00724
OG0000784	Prah.g_01375	Syaa.g_00723
OG0000785	Prah.g_01377	Syaa.g_00721
OG0000786	Prah.g_01380	Syaa.g_01875
OG0000787	Prah.g_01381	Syaa.g_01876
OG0000788	Prah.g_00224	Syaa.g_01620
OG0000789	Prah.g_01183	Syaa.g_01434
OG0000790	Prah.g_01580	Syaa.g_02064
OG0000791	Prah.g_01582	Syaa.g_02066
OG0000792	Prah.g_01583	Syaa.g_02067
OG0000793	Prah.g_01587	Syaa.g_02072
OG0000794	Prah.g_01588	Syaa.g_02073
OG0000795	Prah.g_01589	Syaa.g_02074
OG0000796	Prah.g_01593	Syaa.g_02078
OG0000797	Prah.g_01594	Syaa.g_02079
OG0000798	Prah.g_02131	Syaa.g_00265
OG0000799	Prah.g_00435	Syaa.g_01743
OG0000800	Prah.g_00434	Syaa.g_01747
OG0000801	Prah.g_00433	Syaa.g_01748
OG0000802	Prah.g_00427	Syaa.g_01753
OG0000803	Prah.g_00423	Syaa.g_01758
OG0000804	Prah.g_00421	Syaa.g_01761
OG0000805	Prah.g_00419	Syaa.g_01763
OG0000806	Prah.g_00417	Syaa.g_01765
OG0000807	Prah.g_00415	Syaa.g_01767
OG0000808	Prah.g_00414	Syaa.g_01768
OG0000809	Prah.g_00410	Syaa.g_01771
OG0000810	Prah.g_00409	Syaa.g_01772
OG0000811	Prah.g_00403	Syaa.g_01778
OG0000812	Prah.g_00401	Syaa.g_01780
OG0000813	Prah.g_00400	Syaa.g_01781
OG0000814	Prah.g_00398	Syaa.g_01783
OG0000815	Prah.g_00397	Syaa.g_01784
OG0000816	Prah.g_00395	Syaa.g_01785
OG0000817	Prah.g_00394	Syaa.g_01786
OG0000818	Prah.g_00386	Syaa.g_01792
OG0000819	Prah.g_00385	Syaa.g_01793
OG0000820	Prah.g_00384	Syaa.g_01794
OG0000821	Prah.g_00379	Syaa.g_01800
OG0000822	Prah.g_00376	Syaa.g_01802
OG0000823	Prah.g_00374	Syaa.g_01803
OG0000824	Prah.g_00370	Syaa.g_01807
OG0000825	Prah.g_00369	Syaa.g_01808
OG0000826	Prah.g_00368	Syaa.g_01809
OG0000827	Prah.g_00367	Syaa.g_01810
OG0000828	Prah.g_00364	Syaa.g_01813
OG0000829	Prah.g_00363	Syaa.g_01814
OG0000830	Prah.g_00362	Syaa.g_01815
OG0000831	Prah.g_00360	Syaa.g_01817
OG0000832	Prah.g_01615	Syaa.g_00627
OG0000833	Prah.g_01623	Syaa.g_00611
OG0000834	Prah.g_01624	Syaa.g_00608
OG0000835	Prah.g_01625	Syaa.g_00607
OG0000836	Prah.g_01627	Syaa.g_00603
OG0000837	Prah.g_01628	Syaa.g_00601
OG0000838	Prah.g_01632	Syaa.g_00597
OG0000839	Prah.g_01633	Syaa.g_00596
OG0000840	Prah.g_01634	Syaa.g_00595
OG0000841	Prah.g_01635	Syaa.g_00594
OG0000842	Prah.g_01636	Syaa.g_00593
OG0000843	Prah.g_01637	Syaa.g_00592
OG0000844	Prah.g_01639	Syaa.g_00590
OG0000845	Prah.g_01640	Syaa.g_00589
OG0000846	Prah.g_01641	Syaa.g_00588
OG0000847	Prah.g_01642	Syaa.g_00587
OG0000848	Prah.g_01643	Syaa.g_00585
OG0000849	Prah.g_01644	Syaa.g_00584
OG0000850	Prah.g_01645	Syaa.g_00582
OG0000851	Prah.g_01648	Syaa.g_00577
OG0000852	Prah.g_01649	Syaa.g_00576
OG0000853	Prah.g_01653	Syaa.g_00572
OG0000854	Prah.g_01655	Syaa.g_00570
OG0000855	Prah.g_01656	Syaa.g_00569
OG0000856	Prah.g_00515	Syaa.g_01650
OG0000857	Prah.g_00651	Syaa.g_01188
OG0000858	Prah.g_01667	Syaa.g_00563
OG0000859	Prah.g_01668	Syaa.g_00562
OG0000860	Prah.g_01678	Syaa.g_00549
OG0000861	Prah.g_01679	Syaa.g_00548
OG0000862	Prah.g_01681	Syaa.g_00547
OG0000863	Prah.g_01685	Syaa.g_00543
OG0000864	Prah.g_01687	Syaa.g_00542
OG0000865	Prah.g_01688	Syaa.g_00541
OG0000866	Prah.g_01689	Syaa.g_00540
OG0000867	Prah.g_01690	Syaa.g_00539
OG0000868	Prah.g_01692	Syaa.g_00536
OG0000869	Prah.g_01695	Syaa.g_00531
OG0000870	Prah.g_01700	Syaa.g_00526
OG0000871	Prah.g_01701	Syaa.g_00525
OG0000872	Prah.g_01703	Syaa.g_00511
OG0000873	Prah.g_01707	Syaa.g_00497
OG0000874	Prah.g_01711	Syaa.g_00519
OG0000875	Prah.g_01713	Syaa.g_00438
OG0000876	Prah.g_01714	Syaa.g_00682
OG0000877	Prah.g_01717	Syaa.g_00679
OG0000878	Prah.g_01718	Syaa.g_00678
OG0000879	Prah.g_01719	Syaa.g_00677
OG0000880	Prah.g_01720	Syaa.g_00676
OG0000881	Prah.g_01728	Syaa.g_00671
OG0000882	Prah.g_01733	Syaa.g_00666
OG0000883	Prah.g_01736	Syaa.g_00661
OG0000884	Prah.g_01738	Syaa.g_00659
OG0000885	Prah.g_01739	Syaa.g_00658
OG0000886	Prah.g_01740	Syaa.g_00657
OG0000887	Prah.g_01741	Syaa.g_00656
OG0000888	Prah.g_01743	Syaa.g_00654
OG0000889	Prah.g_01745	Syaa.g_00652
OG0000890	Prah.g_01759	Syaa.g_00644
OG0000891	Prah.g_01760	Syaa.g_00643
OG0000892	Prah.g_01762	Syaa.g_00640
OG0000893	Prah.g_02073	Syaa.g_02352
OG0000894	Prah.g_02070	Syaa.g_02349
OG0000895	Prah.g_02066	Syaa.g_02345
OG0000896	Prah.g_02065	Syaa.g_02344
OG0000897	Prah.g_02063	Syaa.g_02342
OG0000898	Prah.g_02062	Syaa.g_02341
OG0000899	Prah.g_02061	Syaa.g_02340
OG0000900	Prah.g_02060	Syaa.g_02339
OG0000901	Prah.g_02056	Syaa.g_02334
OG0000902	Prah.g_02054	Syaa.g_02332
OG0000903	Prah.g_02041	Syaa.g_02313
OG0000904	Prah.g_02046	Syaa.g_02318
OG0000905	Prah.g_02048	Syaa.g_02324
OG0000906	Prah.g_02050	Syaa.g_02327
OG0000907	Prah.g_02039	Syaa.g_02295
OG0000908	Prah.g_02036	Syaa.g_02292
OG0000909	Prah.g_02035	Syaa.g_02291
OG0000910	Prah.g_02034	Syaa.g_02290
OG0000911	Prah.g_02032	Syaa.g_02288
OG0000912	Prah.g_02031	Syaa.g_02287
OG0000913	Prah.g_02030	Syaa.g_02286
OG0000914	Prah.g_02029	Syaa.g_02285
OG0000915	Prah.g_02028	Syaa.g_02283
OG0000916	Prah.g_02027	Syaa.g_02282
OG0000917	Prah.g_02026	Syaa.g_02281
OG0000918	Prah.g_02025	Syaa.g_02280
OG0000919	Prah.g_02024	Syaa.g_02279
OG0000920	Prah.g_02023	Syaa.g_02278
OG0000921	Prah.g_02022	Syaa.g_02277
OG0000922	Prah.g_02021	Syaa.g_02276
OG0000923	Prah.g_02017	Syaa.g_02272
OG0000924	Prah.g_02016	Syaa.g_02271
OG0000925	Prah.g_02015	Syaa.g_02270
OG0000926	Prah.g_02014	Syaa.g_02269
OG0000927	Prah.g_02012	Syaa.g_02267
OG0000928	Prah.g_02011	Syaa.g_02266
OG0000929	Prah.g_02010	Syaa.g_02265
OG0000930	Prah.g_02009	Syaa.g_02264
OG0000931	Prah.g_02008	Syaa.g_02263
OG0000932	Prah.g_02007	Syaa.g_02262
OG0000933	Prah.g_02002	Syaa.g_02256
OG0000934	Prah.g_02000	Syaa.g_02254
OG0000935	Prah.g_01999	Syaa.g_02253
OG0000936	Prah.g_01998	Syaa.g_02252
OG0000937	Prah.g_01997	Syaa.g_02251
OG0000938	Prah.g_01994	Syaa.g_02248
OG0000939	Prah.g_01993	Syaa.g_02247
OG0000940	Prah.g_01985	Syaa.g_02240
OG0000941	Prah.g_01983	Syaa.g_02238
OG0000942	Prah.g_01981	Syaa.g_02236
OG0000943	Prah.g_01980	Syaa.g_02235
OG0000944	Prah.g_01978	Syaa.g_02233
OG0000945	Prah.g_01977	Syaa.g_02231
OG0000946	Prah.g_01966	Syaa.g_02225
OG0000947	Prah.g_01963	Syaa.g_02222
OG0000948	Prah.g_01962	Syaa.g_02221
OG0000949	Prah.g_01958	Syaa.g_00172
OG0000950	Prah.g_02231	Syaa.g_00159
OG0000951	Prah.g_02236	Syaa.g_00153
OG0000952	Prah.g_02241	Syaa.g_00149
OG0000953	Prah.g_02245	Syaa.g_00143
OG0000954	Prah.g_00167	Syaa.g_00138
OG0000955	Prah.g_00166	Syaa.g_00137
OG0000956	Prah.g_00164	Syaa.g_00135
OG0000957	Prah.g_00152	Syaa.g_00125
OG0000958	Prah.g_00151	Syaa.g_00124
OG0000959	Prah.g_00146	Syaa.g_00120
OG0000960	Prah.g_00145	Syaa.g_00119
OG0000961	Prah.g_00136	Syaa.g_00106
OG0000962	Prah.g_00134	Syaa.g_00102
OG0000963	Prah.g_00129	Syaa.g_00097
OG0000964	Prah.g_00128	Syaa.g_00096
OG0000965	Prah.g_00127	Syaa.g_00095
OG0000966	Prah.g_00086	Syaa.g_00083
OG0000967	Prah.g_00079	Syaa.g_00074
OG0000968	Prah.g_00076	Syaa.g_00078
OG0000969	Prah.g_00074	Syaa.g_00077
OG0000970	Prah.g_00073	Syaa.g_00076
OG0000971	Prah.g_00071	Syaa.g_00069
OG0000972	Prah.g_00070	Syaa.g_00068
OG0000973	Prah.g_00068	Syaa.g_00067
OG0000974	Prah.g_00067	Syaa.g_00066
OG0000975	Prah.g_00066	Syaa.g_00065
OG0000976	Prah.g_00065	Syaa.g_00064
OG0000977	Prah.g_00063	Syaa.g_00062
OG0000978	Prah.g_00062	Syaa.g_00061
OG0000979	Prah.g_00059	Syaa.g_00058
OG0000980	Prah.g_00055	Syaa.g_00055
OG0000981	Prah.g_00052	Syaa.g_00052
OG0000982	Prah.g_02491	Syaa.g_02593
OG0000983	Prah.g_02492	Syaa.g_02594
OG0000984	Prah.g_02493	Syaa.g_02595
OG0000985	Prah.g_02497	Syaa.g_02597
OG0000986	Prah.g_02499	Syaa.g_02601
OG0000987	Prah.g_02501	Syaa.g_02603
OG0000988	Prah.g_02505	Syaa.g_02608
OG0000989	Prah.g_02513	Syaa.g_02616
OG0000990	Prah.g_02536	Syaa.g_02647
OG0000991	Prah.g_02540	Syaa.g_02650
OG0000992	Prah.g_02543	Syaa.g_02653
OG0000993	Prah.g_02544	Syaa.g_02654
OG0000994	Prah.g_02547	Syaa.g_02657
OG0000995	Prah.g_02552	Syaa.g_02662
OG0000996	Prah.g_02565	Syaa.g_02705
OG0000997	Prah.g_02574	Syaa.g_02725
OG0000998	Prah.g_02576	Syaa.g_02727
OG0000999	Prah.g_02577	Syaa.g_02728
OG0001000	Prah.g_02580	Syaa.g_02732
OG0001001	Prah.g_02584	Syaa.g_02738
OG0001002	Prah.g_02591	Syaa.g_02745
OG0001003	Prah.g_02593	Syaa.g_02747
OG0001004	Prah.g_02594	Syaa.g_02748
OG0001005	Prah.g_02596	Syaa.g_02749
OG0001006	Prah.g_02602	Syaa.g_02756
OG0001007	Prah.g_02604	Syaa.g_02758
OG0001008	Prah.g_00231	Syaa.g_00704
OG0001009	Prah.g_00033	Syaa.g_00034
OG0001010	Prah.g_00034	Syaa.g_00035
OG0001011	Prah.g_00036	Syaa.g_00037
OG0001012	Prah.g_02488	Syaa.g_02589
OG0001013	Prah.g_02466	Syaa.g_02576
OG0001014	Prah.g_02454	Syaa.g_02572
OG0001015	Prah.g_02453	Syaa.g_02571
OG0001016	Prah.g_01843	Syaa.g_00348
OG0001017	Prah.g_01849	Syaa.g_00342
OG0001018	Prah.g_01851	Syaa.g_00340
OG0001019	Prah.g_01867	Syaa.g_00323
OG0001020	Prah.g_01873	Syaa.g_02355
OG0001021	Prah.g_01877	Syaa.g_02359
OG0001022	Prah.g_01882	Syaa.g_02365
OG0001023	Prah.g_01883	Syaa.g_02366
OG0001024	Prah.g_01887	Syaa.g_02370
OG0001025	Prah.g_01894	Syaa.g_02377
OG0001026	Prah.g_01908	Syaa.g_02390
OG0001027	Prah.g_00195	Syaa.g_02397
OG0001028	Prah.g_00193	Syaa.g_02399
OG0001029	Prah.g_00191	Syaa.g_02401
OG0001030	Prah.g_02257	Syaa.g_02422
OG0001031	Prah.g_02336	Syaa.g_02500
OG0001032	Prah.g_02339	Syaa.g_02502
OG0001033	Prah.g_02372	Syaa.g_02539
OG0001034	Prah.g_01779	Syaa.g_02108
OG0001035	Prah.g_02099	Syaa.g_00298
OG0001036	Prah.g_02103	Syaa.g_00293
OG0001037	Prah.g_02105	Syaa.g_00291
OG0001038	Prah.g_02132	Syaa.g_00264
OG0001039	Prah.g_02135	Syaa.g_00261
OG0001040	Prah.g_02138	Syaa.g_00258
OG0001041	Prah.g_02143	Syaa.g_00253
OG0001042	Prah.g_02168	Syaa.g_00227
OG0001043	Prah.g_02170	Syaa.g_00223
OG0001044	Prah.g_01941	Syaa.g_02183
OG0001045	Prah.g_01929	Syaa.g_02170
OG0001046	Prah.g_01661	Syaa.g_01332
OG0001047	Prah.g_00233	Syaa.g_00706
OG0001048	Prah.g_00234	Syaa.g_00707
OG0001049	Prah.g_00237	Syaa.g_00710
OG0001050	Prah.g_00238	Syaa.g_00711
OG0001051	Prah.g_00239	Syaa.g_00712
OG0001052	Prah.g_00308	Syaa.g_01846
OG0001053	Prah.g_01563	Syaa.g_02048
OG0001054	Prah.g_01545	Syaa.g_02031
OG0001055	Prah.g_01524	Syaa.g_02010
OG0001056	Prah.g_01496	Syaa.g_01975
OG0001057	Prah.g_01482	Syaa.g_01966
OG0001058	Prah.g_01468	Syaa.g_01951
OG0001059	Prah.g_01464	Syaa.g_01947
OG0001060	Prah.g_01458	Syaa.g_01941
OG0001061	Prah.g_01440	Syaa.g_01919
OG0001062	Prah.g_01438	Syaa.g_01917
OG0001063	Prah.g_01434	Syaa.g_01912
OG0001064	Prah.g_01433	Syaa.g_01911
OG0001065	Prah.g_01432	Syaa.g_01910
OG0001066	Prah.g_01431	Syaa.g_01909
OG0001067	Prah.g_01430	Syaa.g_01908
OG0001068	Prah.g_01429	Syaa.g_01907
OG0001069	Prah.g_01428	Syaa.g_01906
OG0001070	Prah.g_01424	Syaa.g_01903
OG0001071	Prah.g_01423	Syaa.g_01902
OG0001072	Prah.g_01418	Syaa.g_01898
OG0001073	Prah.g_01399	Syaa.g_01884
OG0001074	Prah.g_00532	Syaa.g_01678
OG0001075	Prah.g_00531	Syaa.g_01676
OG0001076	Prah.g_00523	Syaa.g_01659
OG0001077	Prah.g_00513	Syaa.g_01647
OG0001078	Prah.g_00500	Syaa.g_01632
OG0001079	Prah.g_00482	Syaa.g_01619
OG0001080	Prah.g_00472	Syaa.g_01443
OG0001081	Prah.g_00465	Syaa.g_01056
OG0001082	Prah.g_00464	Syaa.g_01057
OG0001083	Prah.g_00456	Syaa.g_01064
OG0001084	Prah.g_00455	Syaa.g_01065
OG0001085	Prah.g_00444	Syaa.g_01075
OG0001086	Prah.g_00442	Syaa.g_01077
OG0001087	Prah.g_00968	Syaa.g_00920
OG0001088	Prah.g_00972	Syaa.g_00916
OG0001089	Prah.g_01025	Syaa.g_00890
OG0001090	Prah.g_00886	Syaa.g_01237
OG0001091	Prah.g_00884	Syaa.g_01239
OG0001092	Prah.g_00882	Syaa.g_01242
OG0001093	Prah.g_00878	Syaa.g_01248
OG0001094	Prah.g_00673	Syaa.g_01148
OG0001095	Prah.g_00654	Syaa.g_01185
OG0001096	Prah.g_00637	Syaa.g_01200
OG0001097	Prah.g_00593	Syaa.g_00828
OG0001098	Prah.g_00743	Syaa.g_01441
OG0001099	Prah.g_00192	Syaa.g_02400
OG0001100	Prah.g_00740	Syaa.g_01086
OG0001101	Prah.g_00739	Syaa.g_01088
OG0001102	Prah.g_00736	Syaa.g_01091
OG0001103	Prah.g_00734	Syaa.g_01093
OG0001104	Prah.g_00684	Syaa.g_01133
OG0001105	Prah.g_00689	Syaa.g_01137
OG0001106	Prah.g_00784	Syaa.g_01372
OG0001107	Prah.g_00794	Syaa.g_01359
OG0001108	Prah.g_00801	Syaa.g_01350
OG0001109	Prah.g_00803	Syaa.g_01349
OG0001110	Prah.g_00806	Syaa.g_01347
OG0001111	Prah.g_00808	Syaa.g_01345
OG0001112	Prah.g_00810	Syaa.g_01343
OG0001113	Prah.g_00811	Syaa.g_01342
OG0001114	Prah.g_00812	Syaa.g_01341
OG0001115	Prah.g_00814	Syaa.g_01337
OG0001116	Prah.g_00815	Syaa.g_01335
OG0001117	Prah.g_00816	Syaa.g_01334
OG0001118	Prah.g_00817	Syaa.g_01333
OG0001119	Prah.g_00818	Syaa.g_01331
OG0001120	Prah.g_00821	Syaa.g_01328
OG0001122	Prah.g_00849	Syaa.g_01301
OG0001123	Prah.g_00856	Syaa.g_01294
OG0001124	Prah.g_00858	Syaa.g_01292
OG0001125	Prah.g_00860	Syaa.g_01290
