Orthogroup	Prah	Syas
OG0000603	Prah.g_00477	Syas.g_00724
OG0000604	Prah.g_00476	Syas.g_00721
OG0000605	Prah.g_00474	Syas.g_00719
OG0000606	Prah.g_00466	Syas.g_00716
OG0000607	Prah.g_00463	Syas.g_00713
OG0000608	Prah.g_00462	Syas.g_00712
OG0000609	Prah.g_00460	Syas.g_00710
OG0000610	Prah.g_00452	Syas.g_00702
OG0000611	Prah.g_00449	Syas.g_00699
OG0000612	Prah.g_00448	Syas.g_00698
OG0000613	Prah.g_02193	Syas.g_01825
OG0000614	Prah.g_00985	Syas.g_01044
OG0000615	Prah.g_00706	Syas.g_00650
OG0000616	Prah.g_02588	Syas.g_02011
OG0000617	Prah.g_00881	Syas.g_00180
OG0000618	Prah.g_00880	Syas.g_00181
OG0000619	Prah.g_00879	Syas.g_00182
OG0000620	Prah.g_00875	Syas.g_00188
OG0000621	Prah.g_00874	Syas.g_00189
OG0000622	Prah.g_00873	Syas.g_00190
OG0000623	Prah.g_00872	Syas.g_00191
OG0000624	Prah.g_00871	Syas.g_00192
OG0000625	Prah.g_00870	Syas.g_00193
OG0000626	Prah.g_00869	Syas.g_00194
OG0000627	Prah.g_00746	Syas.g_00372
OG0000628	Prah.g_00747	Syas.g_00373
OG0000629	Prah.g_00750	Syas.g_00376
OG0000630	Prah.g_00754	Syas.g_00397
OG0000631	Prah.g_00758	Syas.g_00405
OG0000632	Prah.g_00759	Syas.g_00406
OG0000633	Prah.g_00760	Syas.g_00407
OG0000634	Prah.g_00671	Syas.g_00600
OG0000635	Prah.g_00670	Syas.g_00599
OG0000636	Prah.g_00668	Syas.g_00597
OG0000637	Prah.g_00666	Syas.g_00595
OG0000638	Prah.g_00665	Syas.g_00594
OG0000639	Prah.g_00664	Syas.g_00593
OG0000640	Prah.g_00663	Syas.g_00592
OG0000641	Prah.g_00659	Syas.g_00587
OG0000642	Prah.g_00658	Syas.g_00586
OG0000643	Prah.g_00657	Syas.g_00585
OG0000644	Prah.g_00656	Syas.g_00584
OG0000645	Prah.g_00655	Syas.g_00583
OG0000646	Prah.g_00652	Syas.g_00580
OG0000647	Prah.g_00650	Syas.g_00578
OG0000648	Prah.g_00648	Syas.g_00576
OG0000649	Prah.g_00647	Syas.g_00575
OG0000650	Prah.g_00646	Syas.g_00574
OG0000651	Prah.g_00645	Syas.g_00573
OG0000652	Prah.g_00644	Syas.g_00572
OG0000653	Prah.g_00640	Syas.g_00570
OG0000654	Prah.g_00639	Syas.g_00569
OG0000655	Prah.g_00638	Syas.g_00568
OG0000656	Prah.g_00635	Syas.g_00565
OG0000657	Prah.g_00603	Syas.g_00232
OG0000658	Prah.g_00601	Syas.g_00235
OG0000659	Prah.g_00600	Syas.g_00236
OG0000660	Prah.g_00596	Syas.g_00240
OG0000661	Prah.g_00594	Syas.g_00242
OG0000662	Prah.g_00592	Syas.g_00281
OG0000663	Prah.g_00589	Syas.g_00284
OG0000664	Prah.g_00588	Syas.g_00287
OG0000665	Prah.g_00574	Syas.g_00385
OG0000666	Prah.g_00572	Syas.g_01362
OG0000667	Prah.g_00564	Syas.g_00088
OG0000668	Prah.g_00850	Syas.g_00221
OG0000669	Prah.g_00558	Syas.g_00684
OG0000670	Prah.g_01212	Syas.g_00681
OG0000671	Prah.g_00738	Syas.g_00679
OG0000672	Prah.g_00735	Syas.g_00676
OG0000673	Prah.g_00732	Syas.g_00673
OG0000674	Prah.g_00730	Syas.g_00671
OG0000675	Prah.g_00729	Syas.g_00670
OG0000676	Prah.g_00726	Syas.g_00668
OG0000677	Prah.g_00724	Syas.g_00667
OG0000678	Prah.g_00721	Syas.g_00660
OG0000679	Prah.g_00702	Syas.g_00629
OG0000680	Prah.g_00701	Syas.g_00628
OG0000681	Prah.g_00699	Syas.g_00625
OG0000682	Prah.g_00698	Syas.g_00624
OG0000683	Prah.g_00697	Syas.g_00623
OG0000684	Prah.g_00683	Syas.g_00621
OG0000685	Prah.g_00685	Syas.g_00187
OG0000686	Prah.g_00686	Syas.g_00619
OG0000687	Prah.g_00687	Syas.g_00618
OG0000688	Prah.g_00681	Syas.g_00612
OG0000689	Prah.g_00680	Syas.g_00610
OG0000690	Prah.g_00679	Syas.g_00609
OG0000691	Prah.g_00678	Syas.g_00608
OG0000692	Prah.g_00677	Syas.g_00606
OG0000693	Prah.g_00675	Syas.g_00604
OG0000694	Prah.g_00674	Syas.g_00603
OG0000695	Prah.g_00762	Syas.g_00410
OG0000696	Prah.g_00763	Syas.g_00411
OG0000697	Prah.g_00765	Syas.g_00413
OG0000698	Prah.g_00768	Syas.g_00417
OG0000699	Prah.g_00770	Syas.g_00419
OG0000700	Prah.g_00771	Syas.g_00420
OG0000701	Prah.g_00772	Syas.g_00421
OG0000702	Prah.g_00780	Syas.g_00437
OG0000703	Prah.g_00781	Syas.g_00438
OG0000704	Prah.g_00783	Syas.g_00446
OG0000705	Prah.g_00789	Syas.g_00453
OG0000706	Prah.g_00790	Syas.g_00454
OG0000707	Prah.g_00791	Syas.g_00455
OG0000708	Prah.g_00793	Syas.g_00458
OG0000709	Prah.g_00800	Syas.g_00466
OG0000710	Prah.g_00805	Syas.g_00497
OG0000711	Prah.g_00828	Syas.g_00546
OG0000712	Prah.g_00829	Syas.g_00548
OG0000713	Prah.g_00830	Syas.g_00549
OG0000714	Prah.g_00833	Syas.g_00551
OG0000715	Prah.g_00835	Syas.g_00553
OG0000716	Prah.g_00839	Syas.g_00556
OG0000717	Prah.g_00840	Syas.g_00557
OG0000718	Prah.g_00846	Syas.g_00561
OG0000719	Prah.g_00848	Syas.g_00223
OG0000720	Prah.g_00861	Syas.g_00209
OG0000721	Prah.g_00862	Syas.g_00207
OG0000722	Prah.g_00863	Syas.g_00206
OG0000723	Prah.g_00867	Syas.g_00196
OG0000724	Prah.g_00910	Syas.g_00999
OG0000725	Prah.g_00919	Syas.g_01024
OG0000726	Prah.g_00920	Syas.g_01025
OG0000727	Prah.g_00921	Syas.g_01026
OG0000728	Prah.g_00922	Syas.g_01028
OG0000729	Prah.g_00133	Syas.g_02145
OG0000730	Prah.g_01942	Syas.g_01544
OG0000731	Prah.g_01932	Syas.g_01532
OG0000732	Prah.g_00054	Syas.g_02086
OG0000733	Prah.g_02532	Syas.g_00096
OG0000734	Prah.g_01905	Syas.g_02414
OG0000735	Prah.g_01340	Syas.g_01201
OG0000736	Prah.g_01339	Syas.g_01200
OG0000737	Prah.g_01338	Syas.g_01199
OG0000738	Prah.g_01331	Syas.g_01193
OG0000739	Prah.g_01329	Syas.g_01192
OG0000740	Prah.g_01328	Syas.g_01191
OG0000741	Prah.g_01325	Syas.g_01188
OG0000742	Prah.g_01323	Syas.g_01185
OG0000743	Prah.g_01321	Syas.g_01182
OG0000744	Prah.g_01320	Syas.g_01181
OG0000745	Prah.g_01318	Syas.g_01178
OG0000746	Prah.g_01316	Syas.g_01176
OG0000747	Prah.g_01315	Syas.g_01174
OG0000748	Prah.g_01304	Syas.g_01146
OG0000749	Prah.g_01303	Syas.g_01144
OG0000750	Prah.g_01302	Syas.g_01143
OG0000751	Prah.g_01297	Syas.g_01138
OG0000752	Prah.g_01295	Syas.g_01136
OG0000753	Prah.g_01292	Syas.g_01133
OG0000754	Prah.g_01262	Syas.g_01128
OG0000755	Prah.g_01255	Syas.g_01117
OG0000756	Prah.g_01254	Syas.g_01116
OG0000757	Prah.g_01247	Syas.g_01108
OG0000758	Prah.g_01246	Syas.g_01107
OG0000759	Prah.g_01245	Syas.g_01106
OG0000760	Prah.g_01244	Syas.g_01105
OG0000761	Prah.g_01243	Syas.g_01104
OG0000762	Prah.g_01263	Syas.g_01102
OG0000763	Prah.g_01265	Syas.g_01091
OG0000764	Prah.g_01266	Syas.g_01090
OG0000765	Prah.g_01282	Syas.g_01076
OG0000766	Prah.g_01283	Syas.g_01075
OG0000767	Prah.g_01285	Syas.g_01073
OG0000768	Prah.g_01286	Syas.g_01072
OG0000769	Prah.g_01290	Syas.g_01070
OG0000770	Prah.g_01239	Syas.g_01067
OG0000771	Prah.g_00905	Syas.g_00993
OG0000772	Prah.g_01610	Syas.g_01461
OG0000773	Prah.g_01351	Syas.g_00002
OG0000774	Prah.g_01355	Syas.g_02862
OG0000775	Prah.g_01357	Syas.g_02860
OG0000776	Prah.g_01358	Syas.g_02859
OG0000777	Prah.g_01359	Syas.g_02858
OG0000778	Prah.g_01360	Syas.g_02857
OG0000779	Prah.g_01365	Syas.g_02852
OG0000780	Prah.g_01368	Syas.g_02847
OG0000781	Prah.g_01372	Syas.g_02842
OG0000782	Prah.g_01373	Syas.g_02841
OG0000783	Prah.g_01374	Syas.g_02840
OG0000784	Prah.g_01375	Syas.g_02839
OG0000785	Prah.g_01377	Syas.g_02837
OG0000786	Prah.g_01380	Syas.g_02833
OG0000787	Prah.g_01381	Syas.g_02832
OG0000788	Prah.g_00224	Syas.g_00782
OG0000789	Prah.g_01183	Syas.g_01507
OG0000790	Prah.g_01580	Syas.g_01266
OG0000791	Prah.g_01582	Syas.g_01268
OG0000792	Prah.g_01583	Syas.g_01269
OG0000793	Prah.g_01587	Syas.g_01359
OG0000794	Prah.g_01588	Syas.g_01361
OG0000795	Prah.g_01589	Syas.g_01363
OG0000796	Prah.g_01593	Syas.g_01368
OG0000797	Prah.g_01594	Syas.g_01369
OG0000798	Prah.g_02131	Syas.g_01750
OG0000799	Prah.g_00435	Syas.g_02789
OG0000800	Prah.g_00434	Syas.g_02790
OG0000801	Prah.g_00433	Syas.g_02791
OG0000802	Prah.g_00427	Syas.g_02797
OG0000803	Prah.g_00423	Syas.g_02800
OG0000804	Prah.g_00421	Syas.g_02803
OG0000805	Prah.g_00419	Syas.g_02805
OG0000806	Prah.g_00417	Syas.g_02807
OG0000807	Prah.g_00415	Syas.g_02808
OG0000808	Prah.g_00414	Syas.g_02809
OG0000809	Prah.g_00410	Syas.g_02811
OG0000810	Prah.g_00409	Syas.g_02813
OG0000811	Prah.g_00403	Syas.g_02822
OG0000812	Prah.g_00401	Syas.g_02824
OG0000813	Prah.g_00400	Syas.g_02825
OG0000814	Prah.g_00398	Syas.g_02827
OG0000815	Prah.g_00397	Syas.g_02829
OG0000816	Prah.g_00395	Syas.g_02831
OG0000817	Prah.g_00394	Syas.g_02753
OG0000818	Prah.g_00386	Syas.g_01282
OG0000819	Prah.g_00385	Syas.g_01283
OG0000820	Prah.g_00384	Syas.g_01284
OG0000821	Prah.g_00379	Syas.g_01289
OG0000822	Prah.g_00376	Syas.g_01291
OG0000823	Prah.g_00374	Syas.g_01292
OG0000824	Prah.g_00370	Syas.g_01297
OG0000825	Prah.g_00369	Syas.g_01298
OG0000826	Prah.g_00368	Syas.g_01299
OG0000827	Prah.g_00367	Syas.g_01300
OG0000828	Prah.g_00364	Syas.g_01303
OG0000829	Prah.g_00363	Syas.g_01304
OG0000830	Prah.g_00362	Syas.g_01305
OG0000831	Prah.g_00360	Syas.g_01308
OG0000832	Prah.g_01615	Syas.g_01476
OG0000833	Prah.g_01623	Syas.g_02738
OG0000834	Prah.g_01624	Syas.g_02737
OG0000835	Prah.g_01625	Syas.g_02736
OG0000836	Prah.g_01627	Syas.g_02732
OG0000837	Prah.g_01628	Syas.g_02731
OG0000838	Prah.g_01632	Syas.g_02727
OG0000839	Prah.g_01633	Syas.g_02726
OG0000840	Prah.g_01634	Syas.g_02725
OG0000841	Prah.g_01635	Syas.g_02724
OG0000842	Prah.g_01636	Syas.g_02723
OG0000843	Prah.g_01637	Syas.g_02722
OG0000844	Prah.g_01639	Syas.g_02720
OG0000845	Prah.g_01640	Syas.g_02719
OG0000846	Prah.g_01641	Syas.g_02718
OG0000847	Prah.g_01642	Syas.g_02717
OG0000848	Prah.g_01643	Syas.g_02715
OG0000849	Prah.g_01644	Syas.g_02714
OG0000850	Prah.g_01645	Syas.g_02711
OG0000851	Prah.g_01648	Syas.g_02708
OG0000852	Prah.g_01649	Syas.g_02707
OG0000853	Prah.g_01653	Syas.g_02703
OG0000854	Prah.g_01655	Syas.g_02701
OG0000855	Prah.g_01656	Syas.g_02700
OG0000856	Prah.g_00515	Syas.g_00103
OG0000857	Prah.g_00651	Syas.g_00579
OG0000858	Prah.g_01667	Syas.g_02693
OG0000859	Prah.g_01668	Syas.g_02692
OG0000860	Prah.g_01678	Syas.g_02679
OG0000861	Prah.g_01679	Syas.g_02678
OG0000862	Prah.g_01681	Syas.g_02677
OG0000863	Prah.g_01685	Syas.g_02675
OG0000864	Prah.g_01687	Syas.g_02674
OG0000865	Prah.g_01688	Syas.g_02673
OG0000866	Prah.g_01689	Syas.g_02672
OG0000867	Prah.g_01690	Syas.g_02671
OG0000868	Prah.g_01692	Syas.g_02667
OG0000869	Prah.g_01695	Syas.g_02662
OG0000870	Prah.g_01700	Syas.g_02657
OG0000871	Prah.g_01701	Syas.g_02656
OG0000872	Prah.g_01703	Syas.g_02650
OG0000873	Prah.g_01707	Syas.g_02647
OG0000874	Prah.g_01711	Syas.g_02645
OG0000875	Prah.g_01713	Syas.g_02644
OG0000876	Prah.g_01714	Syas.g_00280
OG0000877	Prah.g_01717	Syas.g_02603
OG0000878	Prah.g_01718	Syas.g_02602
OG0000879	Prah.g_01719	Syas.g_02601
OG0000880	Prah.g_01720	Syas.g_02600
OG0000881	Prah.g_01728	Syas.g_02596
OG0000882	Prah.g_01733	Syas.g_02591
OG0000883	Prah.g_01736	Syas.g_02586
OG0000884	Prah.g_01738	Syas.g_02584
OG0000885	Prah.g_01739	Syas.g_02583
OG0000886	Prah.g_01740	Syas.g_02582
OG0000887	Prah.g_01741	Syas.g_02581
OG0000888	Prah.g_01743	Syas.g_02579
OG0000889	Prah.g_01745	Syas.g_02577
OG0000890	Prah.g_01759	Syas.g_02574
OG0000891	Prah.g_01760	Syas.g_02573
OG0000892	Prah.g_01762	Syas.g_02571
OG0000893	Prah.g_02073	Syas.g_01677
OG0000894	Prah.g_02070	Syas.g_01667
OG0000895	Prah.g_02066	Syas.g_01663
OG0000896	Prah.g_02065	Syas.g_01662
OG0000897	Prah.g_02063	Syas.g_01660
OG0000898	Prah.g_02062	Syas.g_01659
OG0000899	Prah.g_02061	Syas.g_01658
OG0000900	Prah.g_02060	Syas.g_01657
OG0000901	Prah.g_02056	Syas.g_01652
OG0000902	Prah.g_02054	Syas.g_01651
OG0000903	Prah.g_02041	Syas.g_01637
OG0000904	Prah.g_02046	Syas.g_01642
OG0000905	Prah.g_02048	Syas.g_01647
OG0000906	Prah.g_02050	Syas.g_01649
OG0000907	Prah.g_02039	Syas.g_01635
OG0000908	Prah.g_02036	Syas.g_01632
OG0000909	Prah.g_02035	Syas.g_01631
OG0000910	Prah.g_02034	Syas.g_01630
OG0000911	Prah.g_02032	Syas.g_01628
OG0000912	Prah.g_02031	Syas.g_01627
OG0000913	Prah.g_02030	Syas.g_01626
OG0000914	Prah.g_02029	Syas.g_01625
OG0000915	Prah.g_02028	Syas.g_01623
OG0000916	Prah.g_02027	Syas.g_01622
OG0000917	Prah.g_02026	Syas.g_01621
OG0000918	Prah.g_02025	Syas.g_01620
OG0000919	Prah.g_02024	Syas.g_01619
OG0000920	Prah.g_02023	Syas.g_01618
OG0000921	Prah.g_02022	Syas.g_01617
OG0000922	Prah.g_02021	Syas.g_01616
OG0000923	Prah.g_02017	Syas.g_01612
OG0000924	Prah.g_02016	Syas.g_01611
OG0000925	Prah.g_02015	Syas.g_01610
OG0000926	Prah.g_02014	Syas.g_01609
OG0000927	Prah.g_02012	Syas.g_01607
OG0000928	Prah.g_02011	Syas.g_01606
OG0000929	Prah.g_02010	Syas.g_01605
OG0000930	Prah.g_02009	Syas.g_01604
OG0000931	Prah.g_02008	Syas.g_01603
OG0000932	Prah.g_02007	Syas.g_01602
OG0000933	Prah.g_02002	Syas.g_01596
OG0000934	Prah.g_02000	Syas.g_01594
OG0000935	Prah.g_01999	Syas.g_01593
OG0000936	Prah.g_01998	Syas.g_01592
OG0000937	Prah.g_01997	Syas.g_01591
OG0000938	Prah.g_01994	Syas.g_01588
OG0000939	Prah.g_01993	Syas.g_01587
OG0000940	Prah.g_01985	Syas.g_01580
OG0000941	Prah.g_01983	Syas.g_01578
OG0000942	Prah.g_01981	Syas.g_01576
OG0000943	Prah.g_01980	Syas.g_01575
OG0000944	Prah.g_01978	Syas.g_01573
OG0000945	Prah.g_01977	Syas.g_01572
OG0000946	Prah.g_01966	Syas.g_01565
OG0000947	Prah.g_01963	Syas.g_01562
OG0000948	Prah.g_01962	Syas.g_01561
OG0000949	Prah.g_01958	Syas.g_02213
OG0000950	Prah.g_02231	Syas.g_02197
OG0000951	Prah.g_02236	Syas.g_02190
OG0000952	Prah.g_02241	Syas.g_02186
OG0000953	Prah.g_02245	Syas.g_02182
OG0000954	Prah.g_00167	Syas.g_02174
OG0000955	Prah.g_00166	Syas.g_02173
OG0000956	Prah.g_00164	Syas.g_02171
OG0000957	Prah.g_00152	Syas.g_02158
OG0000958	Prah.g_00151	Syas.g_02157
OG0000959	Prah.g_00146	Syas.g_02154
OG0000960	Prah.g_00145	Syas.g_02153
OG0000961	Prah.g_00136	Syas.g_02345
OG0000962	Prah.g_00134	Syas.g_02146
OG0000963	Prah.g_00129	Syas.g_02143
OG0000964	Prah.g_00128	Syas.g_02142
OG0000965	Prah.g_00127	Syas.g_02141
OG0000966	Prah.g_00086	Syas.g_02112
OG0000967	Prah.g_00079	Syas.g_02108
OG0000968	Prah.g_00076	Syas.g_02106
OG0000969	Prah.g_00074	Syas.g_02104
OG0000970	Prah.g_00073	Syas.g_02103
OG0000971	Prah.g_00071	Syas.g_02101
OG0000972	Prah.g_00070	Syas.g_02100
OG0000973	Prah.g_00068	Syas.g_02099
OG0000974	Prah.g_00067	Syas.g_02098
OG0000975	Prah.g_00066	Syas.g_02097
OG0000976	Prah.g_00065	Syas.g_02096
OG0000977	Prah.g_00063	Syas.g_02094
OG0000978	Prah.g_00062	Syas.g_02093
OG0000979	Prah.g_00059	Syas.g_02090
OG0000980	Prah.g_00055	Syas.g_02087
OG0000981	Prah.g_00052	Syas.g_02084
OG0000982	Prah.g_02491	Syas.g_01882
OG0000983	Prah.g_02492	Syas.g_01883
OG0000984	Prah.g_02493	Syas.g_01884
OG0000985	Prah.g_02497	Syas.g_01888
OG0000986	Prah.g_02499	Syas.g_01891
OG0000987	Prah.g_02501	Syas.g_01897
OG0000988	Prah.g_02505	Syas.g_01902
OG0000989	Prah.g_02513	Syas.g_01908
OG0000990	Prah.g_02536	Syas.g_01937
OG0000991	Prah.g_02540	Syas.g_01939
OG0000992	Prah.g_02543	Syas.g_01943
OG0000993	Prah.g_02544	Syas.g_01945
OG0000994	Prah.g_02547	Syas.g_01948
OG0000995	Prah.g_02552	Syas.g_01955
OG0000996	Prah.g_02565	Syas.g_01977
OG0000997	Prah.g_02574	Syas.g_01993
OG0000998	Prah.g_02576	Syas.g_01995
OG0000999	Prah.g_02577	Syas.g_01996
OG0001000	Prah.g_02580	Syas.g_02000
OG0001001	Prah.g_02584	Syas.g_02006
OG0001002	Prah.g_02591	Syas.g_02014
OG0001003	Prah.g_02593	Syas.g_02016
OG0001004	Prah.g_02594	Syas.g_02017
OG0001005	Prah.g_02596	Syas.g_02018
OG0001006	Prah.g_02602	Syas.g_02032
OG0001007	Prah.g_02604	Syas.g_02034
OG0001008	Prah.g_00231	Syas.g_01496
OG0001009	Prah.g_00033	Syas.g_02065
OG0001010	Prah.g_00034	Syas.g_02066
OG0001011	Prah.g_00036	Syas.g_02068
OG0001012	Prah.g_02488	Syas.g_00152
OG0001013	Prah.g_02466	Syas.g_01866
OG0001014	Prah.g_02454	Syas.g_01857
OG0001015	Prah.g_02453	Syas.g_01856
OG0001016	Prah.g_01843	Syas.g_02517
OG0001017	Prah.g_01849	Syas.g_02511
OG0001018	Prah.g_01851	Syas.g_02509
OG0001019	Prah.g_01867	Syas.g_02469
OG0001020	Prah.g_01873	Syas.g_02443
OG0001021	Prah.g_01877	Syas.g_02437
OG0001022	Prah.g_01882	Syas.g_02434
OG0001023	Prah.g_01883	Syas.g_02433
OG0001024	Prah.g_01887	Syas.g_00135
OG0001025	Prah.g_01894	Syas.g_02424
OG0001026	Prah.g_01908	Syas.g_02412
OG0001027	Prah.g_00195	Syas.g_02408
OG0001028	Prah.g_00193	Syas.g_02405
OG0001029	Prah.g_00191	Syas.g_02403
OG0001030	Prah.g_02257	Syas.g_02384
OG0001031	Prah.g_02336	Syas.g_02293
OG0001032	Prah.g_02339	Syas.g_02290
OG0001033	Prah.g_02372	Syas.g_02239
OG0001034	Prah.g_01779	Syas.g_02556
OG0001035	Prah.g_02099	Syas.g_01704
OG0001036	Prah.g_02103	Syas.g_01709
OG0001037	Prah.g_02105	Syas.g_01711
OG0001038	Prah.g_02132	Syas.g_01751
OG0001039	Prah.g_02135	Syas.g_01754
OG0001041	Prah.g_02143	Syas.g_01761
OG0001042	Prah.g_02168	Syas.g_01821
OG0001043	Prah.g_02170	Syas.g_01817
OG0001044	Prah.g_01941	Syas.g_01542
OG0001045	Prah.g_01929	Syas.g_01529
OG0001046	Prah.g_01661	Syas.g_00532
OG0001047	Prah.g_00233	Syas.g_01494
OG0001048	Prah.g_00234	Syas.g_01493
OG0001049	Prah.g_00237	Syas.g_02742
OG0001050	Prah.g_00238	Syas.g_02743
OG0001051	Prah.g_00239	Syas.g_02744
OG0001052	Prah.g_00308	Syas.g_01337
OG0001053	Prah.g_01563	Syas.g_01250
OG0001054	Prah.g_01545	Syas.g_01231
OG0001055	Prah.g_01524	Syas.g_01210
OG0001056	Prah.g_01496	Syas.g_00068
OG0001057	Prah.g_01482	Syas.g_00763
OG0001058	Prah.g_01468	Syas.g_00787
OG0001059	Prah.g_01464	Syas.g_00791
OG0001060	Prah.g_01458	Syas.g_00797
OG0001061	Prah.g_01440	Syas.g_00816
OG0001062	Prah.g_01438	Syas.g_00819
OG0001063	Prah.g_01434	Syas.g_00830
OG0001064	Prah.g_01433	Syas.g_00831
OG0001065	Prah.g_01432	Syas.g_00832
OG0001066	Prah.g_01431	Syas.g_00833
OG0001067	Prah.g_01430	Syas.g_00834
OG0001068	Prah.g_01429	Syas.g_00835
OG0001069	Prah.g_01428	Syas.g_00836
OG0001070	Prah.g_01424	Syas.g_00840
OG0001071	Prah.g_01423	Syas.g_00841
OG0001072	Prah.g_01418	Syas.g_00844
OG0001073	Prah.g_01399	Syas.g_00855
OG0001074	Prah.g_00532	Syas.g_00157
OG0001075	Prah.g_00531	Syas.g_00163
OG0001076	Prah.g_00523	Syas.g_00113
OG0001077	Prah.g_00513	Syas.g_00101
OG0001078	Prah.g_00500	Syas.g_00745
OG0001079	Prah.g_00482	Syas.g_00729
OG0001080	Prah.g_00472	Syas.g_00717
OG0001081	Prah.g_00465	Syas.g_00715
OG0001082	Prah.g_00464	Syas.g_00714
OG0001083	Prah.g_00456	Syas.g_00707
OG0001084	Prah.g_00455	Syas.g_00706
OG0001085	Prah.g_00444	Syas.g_00693
OG0001086	Prah.g_00442	Syas.g_00691
OG0001087	Prah.g_00968	Syas.g_00071
OG0001088	Prah.g_00972	Syas.g_01060
OG0001089	Prah.g_01025	Syas.g_01039
OG0001090	Prah.g_00886	Syas.g_00980
OG0001091	Prah.g_00884	Syas.g_00979
OG0001092	Prah.g_00882	Syas.g_00178
OG0001093	Prah.g_00878	Syas.g_00184
OG0001095	Prah.g_00654	Syas.g_00582
OG0001097	Prah.g_00593	Syas.g_00243
OG0001098	Prah.g_00743	Syas.g_00880
OG0001099	Prah.g_00192	Syas.g_02404
OG0001100	Prah.g_00740	Syas.g_00682
OG0001101	Prah.g_00739	Syas.g_00680
OG0001102	Prah.g_00736	Syas.g_00677
OG0001103	Prah.g_00734	Syas.g_00675
OG0001104	Prah.g_00684	Syas.g_00620
OG0001105	Prah.g_00689	Syas.g_00617
OG0001106	Prah.g_00784	Syas.g_00447
OG0001107	Prah.g_00794	Syas.g_00459
OG0001108	Prah.g_00801	Syas.g_00494
OG0001109	Prah.g_00803	Syas.g_00496
OG0001110	Prah.g_00806	Syas.g_00498
OG0001111	Prah.g_00808	Syas.g_00500
OG0001112	Prah.g_00810	Syas.g_00503
OG0001113	Prah.g_00811	Syas.g_00504
OG0001114	Prah.g_00812	Syas.g_00505
OG0001115	Prah.g_00814	Syas.g_00527
OG0001116	Prah.g_00815	Syas.g_00529
OG0001117	Prah.g_00816	Syas.g_00530
OG0001118	Prah.g_00817	Syas.g_00531
OG0001119	Prah.g_00818	Syas.g_00533
OG0001120	Prah.g_00821	Syas.g_00539
OG0001122	Prah.g_00849	Syas.g_00222
OG0001123	Prah.g_00856	Syas.g_00214
OG0001124	Prah.g_00858	Syas.g_00212
OG0001125	Prah.g_00860	Syas.g_00210
OG0001126	Prah.g_00903	Syas.g_00991
OG0001127	Prah.g_00904	Syas.g_00992
OG0001128	Prah.g_00907	Syas.g_00995
OG0001129	Prah.g_00908	Syas.g_00997
OG0001130	Prah.g_00909	Syas.g_00998
OG0001131	Prah.g_00893	Syas.g_01401
OG0001132	Prah.g_00539	Syas.g_00525
OG0001133	Prah.g_00521	Syas.g_00109
OG0001136	Prah.g_01324	Syas.g_01187
OG0001138	Prah.g_01253	Syas.g_01114
OG0001139	Prah.g_01251	Syas.g_01112
OG0001140	Prah.g_01250	Syas.g_01111
OG0001141	Prah.g_01249	Syas.g_01110
OG0001142	Prah.g_01248	Syas.g_01109
OG0001143	Prah.g_01264	Syas.g_01092
OG0001144	Prah.g_01273	Syas.g_01084
OG0001145	Prah.g_01353	Syas.g_02867
OG0001146	Prah.g_01369	Syas.g_02846
OG0001147	Prah.g_00323	Syas.g_01329
OG0001148	Prah.g_01577	Syas.g_01263
OG0001149	Prah.g_01578	Syas.g_01264
OG0001150	Prah.g_01579	Syas.g_01265
OG0001151	Prah.g_01591	Syas.g_01366
OG0001152	Prah.g_01592	Syas.g_01367
OG0001153	Prah.g_00366	Syas.g_01301
OG0001154	Prah.g_00365	Syas.g_01302
OG0001155	Prah.g_01617	Syas.g_01478
OG0001156	Prah.g_01620	Syas.g_01489
OG0001157	Prah.g_00538	Syas.g_01490
OG0001158	Prah.g_01621	Syas.g_01491
OG0001159	Prah.g_01622	Syas.g_01492
OG0001160	Prah.g_01651	Syas.g_02705
OG0001161	Prah.g_00541	Syas.g_02030
OG0001162	Prah.g_01050	Syas.g_02473
OG0001163	Prah.g_01665	Syas.g_02697
OG0001164	Prah.g_01670	Syas.g_02691
OG0001165	Prah.g_01673	Syas.g_02686
OG0001166	Prah.g_01699	Syas.g_02658
OG0001167	Prah.g_01725	Syas.g_01046
OG0001168	Prah.g_01727	Syas.g_02597
OG0001169	Prah.g_01729	Syas.g_02595
OG0001170	Prah.g_01731	Syas.g_02593
OG0001171	Prah.g_01742	Syas.g_02580
OG0001172	Prah.g_02068	Syas.g_01665
OG0001173	Prah.g_02067	Syas.g_01664
OG0001174	Prah.g_02059	Syas.g_01656
OG0001175	Prah.g_02058	Syas.g_01655
OG0001176	Prah.g_02042	Syas.g_01638
OG0001177	Prah.g_02044	Syas.g_01640
OG0001178	Prah.g_01682	Syas.g_02676
OG0001179	Prah.g_02013	Syas.g_01608
OG0001180	Prah.g_01988	Syas.g_01583
OG0001181	Prah.g_01984	Syas.g_01579
OG0001182	Prah.g_01976	Syas.g_01571
OG0001183	Prah.g_01965	Syas.g_01564
OG0001184	Prah.g_02239	Syas.g_02188
OG0001185	Prah.g_00156	Syas.g_02162
OG0001186	Prah.g_00088	Syas.g_02113
OG0001187	Prah.g_00085	Syas.g_02111
OG0001189	Prah.g_00057	Syas.g_02089
OG0001190	Prah.g_02490	Syas.g_01881
OG0001191	Prah.g_02503	Syas.g_01900
OG0001193	Prah.g_02548	Syas.g_01952
